0.0111547-0.00266928j 0.000449595-0.00519473j -0.00358323+0.0045422j 0.0120849-0.00131558j 0.0031423-0.00192875j 0.00114175-0.0029701j -0.0064643+0.00242212j 0.00793857+0.00122014j 0.00952412-0.00425732j 0.000903992+0.00104492j -0.00173821-0.000317381j 0.00270137-0.00300513j -0.0139279+0.00188007j -0.00964482+0.00253298j 0.00468832+0.000651029j -0.00107613+0.00275222j 0.00131167+0.000666238j -0.00534231+0.00071289j 0.00137633+0.000227337j -0.00717669+0.00242328j 0.0095583-0.00141706j 7.70095e-06+0.00122346j -0.000430157-0.00158175j -0.00652536+0.00118596j 0.00709346-0.000879464j -0.00693005+0.00459895j 0.00249758-0.00362814j -0.00300948+0.00039803j 0.00931006-0.000784816j 0.00193534-0.000892124j -0.0141666-0.000971244j 0.00508344-0.00142207j -0.00504356-0.000205959j -0.00179613-0.00105753j 0.0111259+6.45085e-05j 0.00340369+0.000104806j 0.0113532+0.00251727j -0.00170701-0.000385185j 0.0069056+0.00224126j 0.00168799+0.00189566j -0.00372549+0.00103406j 0.00428244+0.000266149j 0.00337262-0.00125082j -0.0108931-0.00346148j 0.00578012+0.00454744j 0.00496671-0.000372141j 0.00966337+9.73418e-05j -0.00237062-0.00300628j 0.008048+0.00208591j 0.00362826+0.00485515j 0.00871442-0.00219713j 0.00866721+0.00654023j 
0.00348079+0.00269453j -0.00441715-0.00684277j -0.00641475-0.00335596j -0.00342918-0.00259492j 0.000227737-0.00447412j 0.00390844-0.00260051j -0.0017186+0.0045526j 0.00553226+0.00667112j -0.000360785+0.00442772j 0.00482534+0.00385617j 0.00264206+0.00366048j -0.00235732+0.00361344j 0.00112988+0.00641797j 1.53022e-05+0.010594j 0.000583927+0.000452178j -0.00274606-0.00271225j -0.00121932-0.00864093j 0.000594399+0.00461641j -0.00190636+0.010322j 0.000160029+0.0121064j -0.000320835+0.0016003j 0.00242008-0.00857105j -0.00305989+0.00360519j -0.00311784-0.0121765j -0.00223155-0.00379031j -0.00414474+0.00249342j -0.000193843-0.00241329j -0.000103435-0.00149697j -0.00136444-0.00217901j -0.000786338+0.00199822j 0.000871524+0.00363743j -0.00360983+0.00444873j -0.000111735-0.00771755j -0.00302791+0.00899837j -0.000937322+0.003296j 0.00117217+0.00436421j -0.000231844+0.0041724j 0.00353314-0.00162325j -0.000440554+0.00861317j -0.00223832-0.00202788j -0.00313978-0.000524326j -0.000224483-0.00345306j 0.00325577+0.00152097j -0.000281778-0.00159291j -0.00205356-0.00743486j -0.000660273+0.00404359j -0.00492072+0.000142643j 0.000301484-0.00217659j -0.000475004-0.00406882j 0.000106104+0.00808877j -0.00215671+0.00497757j -0.000383989-0.0037035j 
0.0070378+0.0011908j 0.000158562+0.000144929j -0.00644511+0.00322386j 0.00436429+0.000537182j -0.00192742-0.000685636j 0.00257681-0.000621087j -0.00292212+0.0034876j 0.00347927-0.00491663j -0.00529597+0.000938117j -0.00154814+0.000113283j -0.00553302-0.00077135j -0.0115269+0.00140175j 0.00495343+0.000419189j -0.00688057+0.00138521j 0.00433249+0.00215172j 0.00159309+0.00112158j 0.0069094+0.00249013j 0.0097028-0.00140216j -0.00805257-0.00108837j 0.00063422-0.00274983j -0.0165796-0.00418087j 0.005258+0.00152815j 0.00892605+0.00161788j -0.0121739-0.00166721j -0.00478698-0.000559883j 0.000600868+0.0023491j -0.000184052+0.00221026j -0.00195206+0.00165334j -0.00171014-0.00107887j 0.00342153+0.000639483j -0.00165249-0.00398909j 0.00152018-0.000301851j -0.00275039-0.00290517j -0.00137048-0.00165037j 0.00223131+0.00164882j 0.000713619-0.000127183j 0.000268866-0.000355811j 0.000240177-0.00351518j 0.00250785-0.000196709j -0.000724825+0.00160302j -0.000707603-0.000361077j -0.00729501-0.00328266j 0.00506072+0.000286558j -0.00285984-0.00137743j -0.0044736+0.00146006j 0.00151523-0.000163683j -0.00220558-2.30098e-05j 0.00100517+0.00222352j -0.00279308-0.000305616j 0.003309+0.00196515j 0.000449988+0.00032294j -0.0039739-0.00534861j 
-0.00556583-0.00204157j -0.0056693-0.00124521j -0.00800976-0.00172934j -0.00617048-0.00243711j 0.00584881-0.00283262j -0.0054342-0.00246267j -0.00575185+0.00204522j 0.0048218+0.000739835j -0.00207746+0.00317756j -0.00289257-0.00158411j -0.00368711-0.000872521j 0.00198144+0.00425283j -0.00502864-0.00749785j -0.00423295-0.00260443j -0.00855646-0.00886563j 0.00372214+0.00258642j -0.00892484-0.00704164j 0.00832259+0.00636126j -0.00950409-0.00588495j 0.00321612+0.00879602j 0.00327922+0.0128494j -0.000700926+0.000780654j -0.00286808-0.00334078j 0.000420931+0.0056945j -0.00261992-0.00449984j -0.00251756-0.00132572j -0.00142807-0.00116392j -0.00326404-0.00533141j 0.000428652-0.0012707j 0.00107465+0.00391371j 0.00183325+8.196e-06j -0.00278411+0.0001418j 0.00278454+0.00323627j -0.000272522-0.00517435j 0.00193798+0.00129403j 0.00151676-0.00257318j 0.00276404+0.00108275j 0.00122314+0.00102112j 0.00594036+0.00221702j -0.00502719-0.00551404j 0.0033766+0.00769915j 0.000344147+0.0022102j -0.000692828-0.00266525j 0.000487208+0.00260935j -0.00323323-0.00524933j 0.00338271+0.00588035j -0.000107502+3.96119e-05j -0.0010726-0.00417458j -0.00265352-0.00345692j 0.00129194+0.00322322j 0.00136693+0.00229178j 0.00125356+0.00346868j 
-0.00623281+0.00148507j 0.00870795+0.000404436j 0.000149419+0.000764965j 0.00644069+0.000471536j 0.00555166+0.000446525j 0.000478088+0.00129832j -0.0100325+0.000531395j -0.00260084+0.00106142j -0.00811269-0.0012142j -0.0110285+0.000263402j -0.00830977-0.00128225j -0.00954043-0.00497315j -0.00277487+0.00115257j -0.0171688-0.00375393j -0.00344592+0.000587214j 0.00751345+0.00170113j 0.00656681+0.00388685j 0.00316947+0.00143368j -0.017496-0.00987868j -0.00966382-0.00410818j -0.0092427-0.00577141j 0.00482171+0.00197969j 0.00178107+9.13916e-05j -5.89195e-05-0.00527519j -0.00112148-0.00286097j -0.000494512+0.000321446j 0.000618584-0.00131308j -0.00269043-0.00191027j 0.00197104+0.0037368j 0.000211455+0.000412388j -0.00117732+0.00040428j -0.0040628+0.000767913j 0.0073551+0.00515551j -0.00772404-0.00363141j -0.00036712-0.000544375j -0.00134889+0.00374991j -0.00153502+0.000560229j 0.00169741+0.00417075j -0.00243713+0.000319997j 0.000855112-0.000716283j 0.00337545+0.000561014j 6.21488e-05+5.7418e-05j -0.000103204+0.00136437j 0.000655058-0.000327085j 0.00358067+0.00200892j -0.00130569-0.000886781j -0.00328611-0.00219878j 0.00228535+0.00225023j 0.000284188-0.000127217j -0.00547253-0.00527364j -0.003787-0.00415222j 0.00297928+0.00183969j 
0.00236404-0.00105302j 0.00315922-0.00450562j 0.00580478-0.00234349j 0.00324328-0.00519599j -0.000525093+0.00193545j 0.00314497-0.00287039j 0.00273106+0.000397424j -0.00415735+0.00154547j 0.000355004+0.00295606j 0.00185954+0.00326709j 0.00256094+0.00186638j -0.00148783+0.00594819j 0.00408428-0.000909451j 0.00374172+0.00601937j 0.00761943-0.00147762j -0.00245891-0.00227316j 0.00549303-0.00654312j -0.00850934-0.00122747j 0.0051913+0.00575292j -0.0064521+0.00310532j -0.0062087+0.00853549j -0.000118563-0.00138875j 0.00112665-0.00518301j -0.00251502+0.00432019j 0.00295183+0.00270559j 0.0013436-0.000423212j 0.00203167-0.000887391j 0.00362576+0.00129778j 0.000961184-0.000287143j -0.00337327-0.0025869j 0.000625487+0.00214015j -0.000359246-0.00234284j -0.000775774-0.00130977j 0.00274087+0.00448306j -0.00168183-0.000153086j 0.00278769-0.000485288j -0.00132831+0.00141587j 0.00022819-0.000935513j -0.00214604+0.00248326j 0.00486925-0.000823031j -0.00541577-0.000992041j -3.47724e-05+0.00181773j 0.00138663-0.00118744j -0.00125567+0.00101006j 0.00488891+0.000395059j -0.00523207+0.000592338j -8.20115e-05+0.00175289j 0.00315697-0.000264835j 0.00348009+0.000297601j -0.00409665+0.0011088j -0.00299094+0.000669767j -0.00148175-0.000796985j 
0.000202127-0.00293248j -0.00151634-2.52747e-05j -0.00104815-0.00496167j -0.00108601-3.50081e-05j 0.00101539+0.00308017j -0.000235551-0.00220647j -0.000392806-0.00611605j 0.000429073+0.00250267j 0.000151122-0.00431106j 0.00187551-0.0056565j 0.00120769-0.00589925j 0.00197566-0.00503155j 0.00146752-0.00340034j 0.003717-0.0106137j 0.00227481-0.00596143j -0.00271606+0.00477761j -0.00210631+0.000444309j -0.0025538+0.00912518j 0.00699771-0.0131089j 0.000820373+0.00022795j 0.00210267-0.00397242j -0.000922785+0.00286878j -0.000869557+0.00201949j 0.0019202-0.0010791j 0.00380203-0.00370458j 0.000185095-0.00108311j -0.000374168-0.000643735j 0.00199984-0.00383374j -0.000463562+0.000505493j -0.00237245+0.00315702j 0.00105073-0.00201006j -0.00194128-0.00144307j -0.00234683+0.00319636j 0.00447864-0.00556248j -0.000647742+0.0014285j -0.00120128-0.0018623j -0.000130089+0.000362149j -0.00144236+0.000475758j 0.000144051+0.00107247j 0.00115166-0.0031246j -0.00332873+0.00509529j 0.000898209-0.00113941j -0.000314446+9.69387e-05j -5.73883e-05+0.000329245j 0.000954622-0.00236529j -0.00136395+0.00254507j 0.00161585-0.00110662j 0.000182612-0.000824055j 0.000810987-0.00173274j 0.000884351+0.000788656j 0.000793277+0.000530953j -0.00105963+0.00080297j 
-0.000160776+0.00218796j 0.00136202+0.00108529j -0.000671434-0.00194535j -0.00223892+0.000978729j -0.000386765-0.000446585j 0.000652799-0.00120734j 0.00217765-0.00126424j 0.000325601-0.000664082j -0.00218969-0.000608439j -0.00111753+0.00013631j -0.00168802+0.00069917j -0.00203101+0.00315443j 0.000220193-4.5763e-05j -0.00164193-0.000450903j 0.00135636+0.00156252j 0.000935879-9.10997e-05j 0.00191178+0.00170872j -0.00174712+0.000875621j 0.000455646+0.0019904j 0.000480958+0.00187052j 0.00121504-0.0037229j 0.00270083+0.000937605j -0.00196895+0.00411013j 0.000509282-0.000312378j -4.95953e-05+0.00236125j -0.00043882+0.00177463j -0.00235223-0.000196485j -0.000296786+0.00320254j 8.98392e-05-0.000952565j -0.00133627-0.00143241j -0.00262272-0.0008969j 0.00047172-0.00429067j -0.00434388+0.000932116j 0.00257929+0.005503j 0.00280812-0.0042353j 0.00320931-0.00369654j 0.00249053+0.00103737j 0.000716436-0.00718132j 0.00262081+0.00351233j -0.00240322-0.00162986j 0.00150939-0.0030231j -0.000782136-0.000256581j -0.00313492+0.00161175j 0.00532192-0.00195592j 0.000889379-0.00320741j 0.00195498+0.000899671j -0.00168027-0.000203385j 0.0059616+0.00259108j 0.00245248+0.003501j -0.000870552+0.000595591j 0.00132487+0.00206939j -0.00180145-0.000757735j 
-0.000866103-0.00114491j -0.00133219+0.0022702j 0.00113214-0.00214327j 0.00138805-0.00136786j 0.0003973+0.00271674j 0.00125563+0.000851036j -0.000501854+0.00269078j -0.000250274-0.00301346j 0.000174542-0.00110499j 0.000228407-0.00030286j -0.0009834-0.00123703j -0.00104925-0.00389595j 0.000258273+0.00123314j -0.000811007-0.00163153j -0.00080305+0.00114643j 0.000265711+0.000232479j -0.00146275+0.00209997j -0.000551706-0.000673465j -0.000183031-0.00127618j -0.000701829+0.000208861j 0.003761+0.00154164j -0.000312879+0.00185682j -0.00245545-0.00228505j -0.000618639+0.00171289j -0.0009-0.00034876j -0.00109202-0.000723367j -0.000558398-0.00122274j -0.00129921-0.000299315j 0.00108807-0.00134858j 0.00166157-0.00132821j 0.00126741-2.20939e-06j 0.00366717+0.00244838j 0.000793128-0.00593347j -0.00299727+0.00477924j 0.00212604+0.00336297j 0.00106185+0.00577945j -7.88543e-05+0.00249051j 0.00549278-4.18953e-07j -0.00425005+0.00616526j 0.000434229+0.000821086j 0.00126202-0.003154j 0.00517474-0.00112889j -0.00514911-0.00197475j 0.000283347+0.00467434j 0.00203223+0.00442585j 0.00365913+0.00200968j -0.000918018-0.000169258j 0.000312996+0.00521362j -0.00329372-0.00218486j -0.00121118-0.000359543j -0.00245195-0.000768042j -0.00192011-0.0034888j 
0.00229859-0.000319505j -0.00569725-0.00179294j 0.00403173+0.00158632j 0.00509821+0.00279814j -0.00230445+0.000613873j 0.000101568+0.00140602j -0.00546658-0.00220052j 0.0031208+0.000101292j 0.00225563+0.00159462j 0.00103575+0.000781512j 0.00121471-0.00018501j 0.00384837-0.000739155j -0.00172554-0.00139743j 0.000932894-0.00126676j -0.00218286-0.00104354j -0.000793844+0.000707677j -0.00383685-0.000752969j 0.0011241+0.000423042j -0.000597065-0.00225407j -0.00183857-0.00171146j 0.00090435+0.00274192j -0.00258112-0.00172696j 0.000549245-0.00253301j -0.00216543+0.000193937j -0.000250036-0.000242635j -0.00170297-0.00100649j -0.00132059-0.00167999j -0.000407602-1.09593e-05j 0.00120414+0.00081227j 0.00402604+2.76356e-05j 0.00165786+0.00235104j 0.000654564+0.00299493j 0.0102266+0.00275j -0.00869314-0.000740984j -0.00348896+0.000785099j -0.00382027+0.00464364j -0.00104207+0.00186383j 0.00539955+0.00276073j -0.00798342+6.30378e-05j -0.00123691-0.000163996j 0.0071976+0.00210613j 0.00736682+0.00798073j -0.00416879-0.00929228j -0.000627659+0.00117968j -0.0021438+0.00589782j 0.00240693+0.0061232j 0.000695671-0.00170038j -0.00117615+0.00370808j -0.000731175-0.00389478j -0.001087-0.00382264j -0.000284402-0.0019033j 0.00236245-0.00836647j 
-0.00549644-9.47615e-05j -0.00539445+0.00177905j 0.0055042-0.00075114j 0.00229312-0.00130854j 0.00167643+0.00072057j 0.00417451+0.00148274j -4.92696e-05+0.00270404j -0.000725407+0.000339675j 0.0022344-0.00140792j 0.000177174+0.000278161j -0.0011868-0.00262147j -0.00548862-0.00362734j 0.00148374-0.000164323j -0.00105079-0.000839361j -0.00409688+0.00341308j 0.000192909+0.000514709j -0.00083696+0.00393696j -0.00278105-0.00141666j -0.0040539-0.000171185j -0.00658488+0.000718475j 0.00547338-0.000742831j -0.00237065+0.00142549j -0.00538206-0.00157081j -0.00182776+0.00192424j -0.00258094+0.000849749j -0.000865482-0.000808707j -0.00289263-0.00373511j -0.00115438+0.000472722j -8.71461e-05-0.00070511j 0.00233282-0.00253231j 0.00163109-0.00329342j 0.00743104-0.00411058j -0.000413828-0.00589144j -0.00295458+0.00297122j 0.00270015+0.00344828j 0.0101485+0.000560683j 0.00171352+0.00317142j 0.00358786-0.0049942j 0.00418078+0.00727277j 0.00177712-0.00251935j 0.00856187+0.00352316j -0.00481376-0.00537237j -0.00109937-0.00165209j 0.00782905+0.010014j 0.00888039+0.00492065j 0.000887671-0.00268121j 0.000208893+0.000116172j 0.00252443+0.0121892j -0.00360315+0.00240718j -0.0011318+0.00260815j -0.000822011+0.0101941j -0.00389606-0.00474495j 
-0.00254026-5.44765e-05j 0.00162704-0.00250207j -0.000440297+0.00169143j -0.00514857+0.000992479j -0.000249647-0.000689351j 0.000558117+0.000382133j 0.00454676-0.00232248j 0.000262243+7.76049e-05j -0.00314473+0.00159993j -0.0018766+0.000931837j -0.00212677+0.0029389j -0.00393489+0.00217693j 0.00160131+0.000704338j -0.000696213+0.000995123j 0.00254275-0.00324009j -0.000121498-0.00034691j 0.00118874-0.0021664j -0.00345601+0.00112165j 0.00309081-0.00242497j 0.00126991-0.00311645j 0.00137411-0.00264245j 0.00309317-0.00122945j -0.00342412+0.0028657j -0.000116042-0.00163212j -0.00146703+0.000633861j -0.00322619+0.00057427j -0.00149138-0.00413018j -0.00111845+0.00207597j -0.00160212-0.00281535j 0.00173452+0.0015778j -0.0030213+0.00111294j 0.00281891-0.000299702j -0.0098943+0.00639891j 0.00186942+0.00101834j 0.00481593-0.0041481j 0.00195665+0.00371813j 0.000929346+0.000427345j 0.00571432-0.00311043j -0.00133346+0.00464151j 0.00179659-7.49109e-05j -0.00396934+0.00365955j -0.00385705-0.00364591j 0.000934962+0.00499558j 0.00485565+0.00192991j -0.00434941-0.00198759j 0.00250356-0.000677569j -0.00202539+0.00233209j 0.00349534+0.00320713j 0.00252731+0.00594585j -0.00278601+0.000293013j 0.000988547+0.00361442j 0.00328216+0.00436207j 
-0.00287261-0.000600433j -0.00181371+0.00235509j 0.00107024-0.00147184j 0.00613349+0.000463231j 0.0036688+0.00285821j 7.95829e-05-0.0010701j -0.00345283+0.000134641j -0.00394345-0.00109459j 0.0034336+0.00220656j 0.00220906+0.00259092j 0.00339355+0.00233709j 0.000976036+0.000869693j 0.0013855-0.000169702j -0.000413037+0.00151464j -0.00295914+3.67754e-05j -0.000127796-0.00104235j 0.000288769+0.000486894j 0.000302584+0.00251848j -0.0014768-0.00155425j -0.00344325+0.000422149j -0.00169741-0.00340495j -0.00273097-0.00309987j 0.00262712+0.00392746j -0.0014376+0.00180864j 0.00164263+0.00160662j 0.00332636+0.00239082j -0.00376941+0.00369835j 0.00435687+0.00116037j -0.00310569-0.00194585j -0.00139959-0.00118352j 0.00429716+0.00258364j -0.00183216-0.00329614j 0.00282589-0.000285481j 0.0056538+0.00164457j -0.0062567-0.00327855j 0.00160335-0.00648673j 0.00209128-0.00096712j -0.00804235-0.00931463j 0.00601949+0.00334098j 0.00262383+0.00469746j -0.00266313-0.00708181j 0.000950617-0.00618198j 0.00139868+0.00858727j -0.00206965-0.00562639j 0.00289296+0.00182101j 0.00338921-0.00962135j 0.00136551+0.00344232j 0.005611-0.00862069j 0.00169768-0.0070656j -0.000620536+0.00602749j 0.00295799+0.00109135j -0.00409254+0.00192782j 
-0.00513159+0.00636189j -0.000422037+0.0035181j 0.00258367-0.00225186j 0.00383995+0.000966957j 0.00325143-0.00116116j 0.000959742-0.00367651j 0.00232964-0.00276624j -0.00126309+0.00272549j 0.000131127-0.00148381j 8.56089e-05+0.00125251j -0.00193657+0.000864788j -0.00538028+0.00650253j 0.00101576-0.00215563j 0.000221567+0.00111711j 0.0015848+0.00323408j 1.94839e-05-0.000624552j 0.0031966-0.00198658j -0.00444054+0.00338986j 0.00262792+0.00326332j -0.000554619+0.00556839j 0.00144657-0.00163344j -0.000590214+0.00169563j -0.0017137+0.00246238j 0.000247394+0.00105658j -0.00027682+0.00010448j -0.00100943-0.00256706j -0.00333144+0.000422026j -0.00127163-0.00115992j -0.00258931+0.000109191j 0.00054512+0.000648482j -0.0015745-0.00219271j -0.00410807-0.00323778j -0.00809619+0.0014212j -0.000816589-0.00771478j 0.00194306-0.000122j -0.00876009-0.0135873j 0.00143559+0.00152426j -0.00431743+0.00499761j 0.00329242-0.0139071j 0.0015186-0.00128367j 0.00479497-0.00497198j -0.00806906+0.0156273j 0.00422027-0.0106051j 0.011132-0.00355037j 0.00261395-0.00793864j -0.00679107+0.00627196j 0.00282285-0.00164451j 0.00786783+0.00291065j 0.00196965-0.00577931j 0.00741892+0.000997157j 0.0118969+0.00116838j 0.00219341+0.00193307j 
-0.00061951+0.000477211j -0.00213663+0.00744662j 0.00274683-0.00503286j 0.00441086-0.00904117j 0.0011469-0.00193163j 0.00166396-0.000929879j -0.00303853+0.00453496j 0.000180994-0.000438211j 0.00170469-0.0057433j 0.00162959-0.000927657j -0.000671628-0.000383769j -0.000449412+0.00299395j -0.0014823+0.00154908j -0.000861294+0.000549522j 0.000828284+0.00430355j -0.000449729+0.00125318j -1.20679e-05+0.00111663j -0.00057112+0.0013138j -0.000874908+0.00441553j -0.00248522+0.00498909j 0.00119455-0.00533172j -0.00441508+0.00502476j -0.00357328+0.00270379j 0.00211803+0.000991048j 0.000285842+0.00133408j -0.00550423+2.43458e-05j -0.00310239+0.00190971j 0.000193055+0.00113812j -0.000247294-0.000922328j 0.00117118-0.00336162j 8.91952e-05-0.00305353j -0.00129523-0.0038745j -0.00191777-0.00777888j -0.00333791+0.00698207j 0.00072319+0.00496285j -0.00260391+0.002369j 0.0057099-0.00335586j -0.000147656-0.00122432j 0.000732612+0.000373159j 0.00125395+0.00137976j 0.00221618-0.0123682j 0.00782354-0.00410746j -0.0126857+0.00467054j 0.00739229-0.00756859j 0.00763877-0.00483646j 0.00269981-0.00129857j -0.00229588-0.000787821j 0.0106679-0.00427061j -0.00771823+0.000634704j 0.00124615-0.000348658j 0.00406134+0.00150435j -0.0120185+0.000823367j 
-0.00326345+0.00101855j 0.0010078-0.00173724j -2.04813e-05+0.00284161j 0.00358548-0.00338835j 0.00438032-0.00292308j -0.00162194+0.00150343j 0.000680676+0.0021195j -0.00172931+0.00403108j 0.00307391-0.00213755j 0.00152143-0.00133672j 0.00226208-0.00400274j -0.000470917-0.00246409j -0.000460889-0.000868101j 0.00156443+0.000164626j -0.00161468+0.00273067j -0.00132303-0.000905563j -0.00015677-0.000860758j -0.000321489-0.000739894j 0.000831948+0.00143874j -4.90854e-05+0.000806091j -8.29089e-05+0.00208911j -0.00418894+0.00142605j 0.00317859-0.00394448j 0.000797452+0.000370799j 0.000103857-0.00245085j 0.00127751-0.00580581j 0.00445123+0.00152268j -0.000263972-0.00117118j -0.00172736-0.000248316j 0.00115071+0.00176229j 0.00234466-0.0053898j 0.000446941+0.00464975j -0.0019932-0.00474822j -0.000348966-0.00577678j -0.00316415+0.00514633j -0.0113862+0.0040916j -0.000548299+0.00195204j -0.00494042+0.00652705j -0.00381451-0.00152027j 0.00692672-0.00161369j -0.00973416+0.00770142j -0.00142848-0.00607442j 0.00892022-0.00158124j -0.0074912+0.00845079j -0.00210248-0.000468895j -0.00676793-0.0013363j 0.00123095-0.00176948j -0.0134962+0.00187028j -0.00976553-0.00422961j 0.00434428-0.000126656j -0.00402052+0.0013737j 0.00441903+0.000851821j 
-0.000694967+9.67903e-05j -0.00180579+0.00166825j 0.00122616-0.00115045j -0.000843016-0.000356008j -0.0017089-0.000186843j 0.00173766+0.000376589j -0.00213961+0.000449354j -0.000652732-0.000203795j 0.000104161-0.00137997j 0.000945899-4.24655e-05j 0.00104937-5.76605e-05j 0.00211341+0.000744581j 0.0017542+0.000384601j -0.000506756-1.95477e-07j -0.000394708+7.58001e-05j -0.000472981+0.00244324j -0.000639584+0.00179624j 0.0011684-0.000447542j -0.0013406+9.06177e-06j -0.00272623+0.00160414j -0.00263316-0.000523085j -0.00103105+0.00236604j 0.000621939+0.000913839j -0.000833028-0.000838536j 0.00177998+7.62002e-05j -1.44033e-05+0.00342754j -0.00177928-0.000286625j 0.00222241-0.00205239j -0.000953461+0.00167539j 0.000331147-0.000377945j 0.00139421+0.000761275j -0.00269875-0.00173308j 0.00156484+0.000496813j 0.00173935+0.00108313j -0.00214173+0.00242938j 0.00493452-0.00333836j -0.00107514-0.00264845j -0.00276266-0.00163384j 0.00558323-0.000433113j 0.00171819-0.000398137j 0.00237624-0.000197944j -0.0071229+0.000265904j 0.0031265+0.00077854j -0.000102596-0.00147414j 0.00216153+0.00117663j -0.00338615-0.00061982j 0.00304223+0.00141999j -0.000105928-0.00341495j 0.00198115+0.000753394j 0.00144391+0.00230022j 0.00249732+0.000773633j -0.000976068+0.000143862j 
0.00119608-0.00206992j 0.000608893+0.0027397j -7.74633e-05-0.00231567j -0.00279226+0.000973442j -0.00294797+0.00280439j 0.000780946-0.00195406j -0.000792736+0.000967435j 0.00092292-0.00133577j -0.0028867+0.00132961j -0.00113115+0.000443514j -0.0010699+0.00292849j 0.00114163-0.000393069j 0.000847323-5.93612e-06j -0.0012754+0.000179775j 0.00122917-0.00219507j 0.00217617+0.00185583j 0.000688647+0.00195237j 8.71701e-06-0.00139638j 0.000407862+4.75529e-05j 0.000321483+0.000822886j 0.000271055-4.11025e-05j 0.0036717+8.69869e-05j -0.00276943+0.00207582j -0.00162932-0.000294157j 4.52095e-05+0.000141149j 0.00088722+0.00514755j -0.00278037-0.00108033j -0.000698912-0.00104652j 0.00181621+0.00039334j -0.0012984-0.000425324j 0.000133086+0.0025631j -0.00173975-0.00158294j 0.000576475-0.000299494j -0.000161162+0.00349871j 0.00382608-0.00162897j 0.00718426-0.00816818j -0.0030002-0.00109586j 0.00541748-0.00335174j 0.000420896-0.00386248j -0.00374431+0.00254813j 0.00424847-0.00868887j 0.00231703+0.00523755j -0.00731522+0.00263953j 0.00135515-0.00649628j 0.00259255-0.00382136j 0.00499251+0.00254481j 0.00067997-0.000565563j 0.00545599-0.00414822j 0.00604566+0.00322693j -0.00325348-0.00130013j 0.00191437-0.00160183j -0.00411071+0.00244807j 
0.00104007-0.00453166j 0.00194809-0.000685564j -0.00104489+0.000360639j 0.00134749-0.00100905j 0.00102913+0.00256139j -0.00231322-0.000275327j 0.00189095+0.00344144j 0.00278948-0.00115839j -0.000151895+0.00137258j -0.00161601+0.000614903j -0.00240371-0.00010988j -0.00239771-0.00432877j -0.00348592+0.00137392j -0.000868766-0.000370861j 0.000614799+0.00133355j 0.00225922-0.00383405j 0.00213653-0.000768581j -0.00295347-0.00291545j 0.00383722+0.00274636j 0.00325458-0.00190307j 0.00511899+0.000747004j 0.000279885-0.00283767j -0.00353715-0.000559796j 0.00103424+0.000917881j -0.00197637+0.000927676j 0.000529909-0.004245j 0.000817238-0.00223949j -0.00155539+0.00390553j 0.00370981-0.0050598j 0.000313329+0.00153437j -0.00109109-0.00190206j 0.00235591+0.000976628j -0.00167953-0.00902106j -0.00184998+0.00269276j 0.00362874-0.00312058j -0.00528263-0.00251874j 6.76568e-06+0.00422763j 0.00620668-0.00160871j -0.00923745-0.000455799j -0.00344525+0.00600407j -0.0036698-0.0101341j 0.0148757-0.00600466j -0.0106313+0.00508904j -0.00157706+0.000451453j -0.00100141-0.00682202j 0.00863033-0.000879248j -0.00676195-0.00237723j 0.00110896+0.00381111j -0.000465723-0.00045495j -0.00616332-0.00203718j -0.00524281+0.00189182j -0.00515069+0.00222921j 
-0.0028667+0.000655545j 0.00131017+0.00114043j 0.000696171-0.00020806j 0.00242637-0.00457153j 0.000341187-8.53438e-05j -7.73919e-05+0.00196576j -0.00168447+0.00333794j -0.00190111+0.00304168j -0.0014471-0.00148612j 0.00056686-0.00052295j -0.000910895-0.000406396j 0.00275576-0.00386568j 0.00199126-0.000840241j -0.00210439+0.00248933j 0.00353716-0.000954389j -0.000937927+0.00463222j 0.00135249+0.00284306j -0.000297404-0.00193528j 0.00521858-0.00153565j 0.00318306+0.00332219j 0.00144794-0.000404126j 0.000414216+0.00480344j -0.000368578-0.00223602j -0.00228105-0.00241312j 0.000852444-0.00423558j -7.94884e-05+0.00301445j 0.00241177-0.00194621j 0.00127587-0.00514155j -0.00146453+0.000827759j 0.000720454+0.00290332j 0.00050841-0.00182946j -0.00191714+0.00444781j -0.00588632-0.00283406j -0.00286694+0.00196621j -0.00134043+0.00898049j -0.00556872-0.00158284j -0.00312483+0.000811073j 0.00633627+0.000527733j -0.00843658-0.00196393j 0.00578076+0.00118763j -0.00731629-0.000100992j -0.000176485-0.0028623j -0.00500537+0.00292021j -0.00819559+0.00429752j -0.00340897-0.0016016j 0.00392693+0.00513648j 0.00319555-0.00178157j -0.00681831-0.000129929j -0.00816307+0.000168594j -0.00040352-0.00284974j -0.00196931+0.00103919j -0.000695544+0.00179411j 
