0.0111547-0.00266928j 0.000449595-0.00519473j -0.00358323+0.0045422j 0.0120849-0.00131558j 0.0031423-0.00192875j 0.00114175-0.0029701j -0.0064643+0.00242212j 0.00793857+0.00122014j 0.00952412-0.00425732j 0.000903992+0.00104492j -0.00173821-0.000317381j 0.00270137-0.00300513j -0.0139279+0.00188007j -0.00964482+0.00253298j 0.00468832+0.000651029j -0.00107613+0.00275222j 0.00131167+0.000666238j -0.00534231+0.00071289j 0.00137633+0.000227337j -0.00717669+0.00242328j 0.0095583-0.00141706j 7.70095e-06+0.00122346j -0.000430157-0.00158175j -0.00652536+0.00118596j 0.00709346-0.000879464j -0.00693005+0.00459895j 0.00249758-0.00362814j -0.00300948+0.00039803j 0.00931006-0.000784816j 0.00193534-0.000892124j -0.0141666-0.000971244j 0.00508344-0.00142207j -0.00504356-0.000205959j -0.00179613-0.00105753j 0.0111259+6.45085e-05j 0.00340369+0.000104806j 0.0113532+0.00251727j -0.00170701-0.000385185j 0.0069056+0.00224126j 0.00168799+0.00189566j -0.00372549+0.00103406j 0.00428244+0.000266149j 0.00337262-0.00125082j -0.0108931-0.00346148j 0.00578012+0.00454744j 0.00496671-0.000372141j 0.00966337+9.73418e-05j -0.00237062-0.00300628j 0.008048+0.00208591j 0.00362826+0.00485515j 0.00871442-0.00219713j 0.00866721+0.00654023j 
-0.00268552-0.00185455j -0.000704871-0.000510801j 0.0015887+0.00135084j -0.00177494+9.38722e-05j -0.00402633-6.87359e-05j 0.00105769+0.00120902j -0.00321595-0.000551109j -0.00340152-0.000248479j -0.00565939-0.00114951j -0.000428788+0.00138362j -0.00153207-0.00160419j 0.00601064+0.00059159j 0.00543521+0.0028169j -0.00370162-0.00205664j 0.00465742+0.00226934j -0.00266939+0.000932256j -0.000838639+0.000927073j -0.00038419+0.00108293j 0.00748285+0.00366201j -0.00118413+0.000476883j -0.00170281+0.00147529j 0.00270049+0.000632094j 0.000337231-0.00197651j -0.0034217-0.00230273j 0.00187853-1.89075e-05j -0.00406347+4.5982e-05j 0.00338497-0.00620692j 0.00203903+0.00205617j 0.000804516-0.00237311j -0.00168408+0.00427714j 0.00152576+0.00373302j -0.00320287-0.00228402j -0.0059168-0.00552105j 0.00199525-0.00268814j 0.000105216+0.00239579j 0.0057065+0.00029107j -0.00558829-0.00614702j 0.0060021+0.00729456j -0.00212338-0.00512943j 0.00164915+0.00839088j -0.00169751-0.00192033j -0.00089414-0.00459044j 0.00321065-0.000766362j -0.00488142-0.00236032j -0.000743704-0.00278383j 0.000366141+0.00821179j 0.00169398+0.00505581j -0.00447671-0.00334214j 0.000263768+0.00209038j -0.000785563-0.0017168j -0.00117501+0.00197519j 0.000602532+0.00138763j 
0.000519629-0.00597269j -0.000824682-0.000357208j -0.00223647+0.00126913j -0.00454454+0.0041564j -0.00143948+0.00263556j 0.0029776-3.66741e-05j -0.00151795+0.00493861j -0.000131302+0.000534756j 0.00237735+0.00046299j 0.000398804-0.000664175j 0.00306859-0.00352128j -0.00086135-0.00776936j 0.000882436-0.000340827j -0.000901518-0.000719991j -0.0048601+0.00200732j 0.00438284+0.000911211j 0.00340096+0.00409758j 0.000452859-0.00889991j -0.00673841+0.00515805j -0.00451215-0.000617312j -0.000644968+0.00541299j -0.000464976-0.00195417j -0.00248249-0.00571963j 0.00292366+0.00377152j 0.00195865-0.000800598j 0.0068166-0.00409763j 0.00147808-0.00496886j -0.00373991-0.00336269j 0.00619589+0.00125704j 0.00126988+0.00562858j 0.00765295+0.000528606j -0.0011703-0.000226529j 0.00334907-0.0117208j 0.00962816-0.00122896j -3.69607e-05+0.00432803j 0.0037164-0.0149193j -0.0039147+0.00128273j -0.00809031+0.00255759j 0.0120183-0.00323589j 0.00211048+0.00608531j 0.00282237-0.00261407j -0.005479+0.00191711j 0.00806422+0.00101903j -0.000490996+0.0118525j 0.0101607-0.00192923j -0.00835544-0.00330947j 0.00217287-0.0025371j -0.0113+0.000300505j 0.00670741+0.000224843j 0.00161915+0.00364201j -0.00483115+0.00447862j -0.00307607+0.0020282j 
0.00252845-0.00425987j -0.00128289-0.00276691j -0.00130373+0.00189046j -0.000968095+0.00156451j 0.0021351-0.00340724j -0.00441647+0.00299444j 0.0033797-0.00545525j 0.00288097-0.00402921j 0.00456837-0.000881309j -0.000184867+1.81293e-06j -0.00225757+0.00141886j -0.0060317+0.00170518j -0.00415006+0.00311925j -0.00302538-0.00388618j 0.00190929+0.00220627j -0.00751852-0.00150913j -0.00377464+0.00202449j 0.00255289-0.00372023j -0.00308379+0.00094021j -0.00321757-0.00278683j 0.0056057-0.0010042j -0.00969954-0.00136935j -0.00336152-0.00474043j 0.00617698-0.00253379j 0.00440061+0.00183924j -0.00514699-0.00459172j 0.00723686-0.00316643j 0.00698275-0.00270602j -0.00405635+0.00193983j -0.0035838+0.00322985j -0.00519087+0.00222726j 0.00187699-0.00507429j 0.000186476-0.00572425j -0.00452652+0.000973326j -0.012118-0.00410448j 0.00576507-0.0040749j 0.00612529+0.00227143j 0.00213324+0.00455382j 0.00534527-7.52352e-05j -0.00585617+0.00505819j 0.00194549-0.000942856j -0.00603845-0.00335784j -0.00660447-0.00677344j 0.00203551+0.0045841j -0.00048947-0.00157767j -0.01104-0.00340192j -0.0032318+0.00420646j 0.0069802+0.00471893j 0.000801638-0.000574218j -0.00123402+0.00103902j -0.00364806+0.00264145j -0.000642093-0.0017663j 
-0.00164101-0.00063288j -0.000937049-0.00406612j -0.000864958+0.00211417j 0.000666691+0.00745342j -0.00109993+0.0033634j 0.0019678+0.00161318j -0.00276748-0.00191424j -0.00201998-0.00138957j 0.00150622+0.00487876j 9.42338e-05+0.00353934j 0.00129264+0.000826722j -5.41725e-05-0.00066929j 0.0028209-0.000326052j -0.00224316+0.00270944j -0.00240407-0.00286467j 0.00117625-7.93314e-05j 0.00316312+7.25075e-05j -0.00312118-0.00085813j -0.00104818-0.0024635j -0.000610174-0.00329009j 0.00363342-0.00149575j 0.002137-0.00473143j -0.00251023+0.00140575j 0.000475716+0.00118869j -0.00117761-0.000764761j 0.0022426-0.000754515j -0.00356674-0.00497017j -0.00604029+0.000524299j 0.00457106-0.000534768j 0.00487582+0.00334008j 0.00406743+0.00348603j 0.000510383+0.000767052j -0.00276014+0.00186759j 0.00134633-0.00084335j -0.00143068-0.00074981j -0.0100521-0.00655551j 0.000638796+0.00503184j 0.00354696-0.0075889j -0.00599787+0.000766741j 0.00520586+0.00664173j -0.001106+0.00140029j 0.00807853+0.00230564j -0.00221835+0.00227298j 0.00178403+0.00473427j -0.00423873+0.0029358j 0.00772947+0.0021814j -0.000396057-0.00120619j -0.00171228+0.00156082j 0.00525742-0.00559164j -0.00231356+0.00383324j -0.00264741+0.00232785j 0.00304346-0.00364751j 
0.000933868+0.000812687j 0.00088099+5.69273e-05j -0.00186606+0.000621976j -0.000811971-0.00212541j 0.00100067-0.00429372j 0.00101766+0.000388815j -0.00113357-0.00345995j 0.00149089-0.00104555j 0.00157238-0.00497385j -0.000678405-0.0010773j 0.00428088+0.0017303j -0.00187706+0.00778474j -0.00289786+0.00343364j 0.00210473-0.00286638j -0.00192955+0.000340203j 0.000657762+0.00220167j 0.0018579+0.000244532j -0.00319764+0.0013418j -0.00502283+0.00311682j 0.000525483-0.00214676j 0.000945768-0.00330288j 0.00239996+0.00274862j -0.00147702-0.000378091j -0.000141874+0.00112661j -0.00124609+0.000529176j 0.00280876-0.00369401j 0.00323429-0.000843225j -0.0102795-0.00136479j 0.00275884+0.00621826j -0.000657643+0.00285681j -0.00164207+0.00263182j 0.00302403-0.00267067j -5.59118e-05-0.00171097j -3.11874e-05+0.00454614j 0.000372033+0.00355677j -0.0133791-0.00032943j 0.0078384-0.0024098j -0.00275139+0.00242542j -0.00442975-0.000532543j -0.00496339+0.00371878j 0.000253025-0.0019412j 0.0112255+0.0104324j -0.00510491+0.0030119j 0.00658038+0.000227244j 0.000490436-0.00102923j -0.00300891+0.00488216j -0.00418958-0.00223206j 0.00468424-0.00424345j -0.00421836+0.000831551j 0.00185446-0.00258226j 1.83678e-05-0.00332948j 0.000988488-0.000925448j 
-0.000263241-0.000201572j 0.000851539+0.000776509j 0.000186565+0.000156428j -0.000124455-0.0063481j 0.0013488-0.00280905j 0.00109913+0.000230389j 0.00228012+0.000878575j 0.000618971+0.00129625j -0.000689393-0.00476705j -0.00113709-0.00158137j 0.000979721-0.000289345j -0.00204417+0.00153223j -0.00211999+0.00245445j 0.00495161-0.00139864j -0.00177427+0.00239662j 0.00273867+0.000540619j 0.000999998+0.000125201j -0.00219629-0.000289269j -0.000165447+0.00431211j 0.00226673+0.000281718j -0.00324002-0.00193724j 0.00228708+0.00441789j 0.000982397-0.0018794j -0.00248093-0.00132012j -0.0029021-0.000355844j 0.00304415-0.00191422j 0.00582131+0.000721413j -0.00194585-0.000305712j 0.000634812+0.000438527j -0.00328076+0.000751469j -0.00427599-0.000802552j 0.00355397-0.00191749j 0.00154523-0.00549889j 0.00344729+0.00320618j 0.00463905+0.0052278j 0.00302003+0.00489125j 0.00218389-0.00507955j -0.00632261+0.00245884j 0.00300002+0.00142513j -0.00620318-0.00091687j 0.000536576-8.77851e-05j -0.00297522-0.0025543j 0.00492361+0.00839509j 8.27845e-05+0.00129479j 0.00455703-0.000718816j -0.00494185-0.00255232j -0.00331976-8.61966e-05j 0.000749516-0.000651185j -0.0055527+0.00541957j 0.00105204-0.00119267j 0.000363717+0.00204087j -0.00232495+0.00349721j 
-0.00232756-0.00177096j 0.00126577+0.000175537j -0.00218213-0.000531405j -0.00232212-0.00132646j 0.00216202-0.000220181j -0.000933438+0.00116874j 0.00170593-0.000196673j -0.0014969-0.00346803j 0.0014232+0.0001878j 0.0021246+0.000900067j 0.00322347+0.00313809j -0.00134595+0.00121614j 0.00100809+0.00303921j 0.000501638+0.00172728j 0.000161461-0.00229643j -0.00146956-0.00031012j -0.0008852-0.00121729j -0.000739226+0.00156366j -0.000264516-0.00335564j -0.00158868-0.00269789j -0.00289061-0.00482023j -0.00203415+0.000512659j 0.00100427+0.00514135j -0.000283124-0.00112783j 0.00264419+0.0012643j 0.000243503+0.00193344j -0.0027357+0.00104706j 0.000338035-0.00189615j -0.00348306-0.000376467j 0.000626233-0.000593275j 0.0023785+0.00356512j -0.00343803-0.00118188j -0.00570652+0.001404j 0.0053703+0.00477327j -0.00396803-0.000817672j -0.00778799-0.00127492j 0.00223692-0.00167832j -0.00491449-0.0082978j -0.00206309+0.00552427j 0.00724591+0.00469133j -0.0151704-0.00188261j -0.00112458-0.0109539j 0.00399931+0.0164193j -0.00563479-0.00268973j -0.0066877-0.00052382j -0.00150738-0.0103357j -0.000602237+0.00528157j -0.000213787-0.0116885j 0.00107406-0.00166875j -0.000843326+0.00642033j 0.000863738-0.000526004j 0.00192935+0.00762604j 
0.00171555-0.000974525j 0.00153545+0.0039399j -0.00269406-0.00220358j -0.00184711+0.000757596j -0.000127807+0.000998831j -0.00158975-0.00269374j -0.00171448+0.00387323j 0.000358393+0.000170249j -0.000142242-0.00179982j 0.0021653-0.00165601j 0.00152794-0.000327842j 0.00378469-0.00147363j 0.00070576-0.000923831j -0.00392825-0.00064697j 0.00283005+0.000942902j -0.00117389+0.00144831j -0.000688044+0.00155911j 0.00390078-0.0019635j -0.000671859+0.00198333j -0.00207991+0.002802j 0.000790665+0.00311868j -0.00262926+0.000739671j -0.000654148+0.000495991j 0.00533696+0.0025943j 0.00585217+0.000680824j -0.00171992+0.00139154j -0.00366524+0.00269221j -1.02128e-05+0.0004144j 0.00090911+0.00197302j 0.00115526+0.000225517j 0.00527027-0.00224915j -0.00734633+0.0014876j -0.00401566-0.00165964j -0.00137623-0.000585372j -0.00337234-0.000988378j -0.00874808-0.00735707j -0.00250728+0.000229167j 0.00172834+0.00538772j -0.00316658-0.00574626j 0.00691208+0.00263016j -0.00585324-0.00999881j 0.00664848+0.0032819j -0.00645466-0.00434641j -0.00312827-0.005327j -0.000255959-0.0079286j -0.00125325+0.00275963j 0.00305256-0.00141132j -0.00509797-0.0077559j 0.000118685-0.0035312j 0.00291598-0.00306476j -0.000156011-0.00605315j -0.00190939+0.00302925j 
0.000542563+0.00358336j -0.0019608+0.000699514j 0.00115041-0.000692519j -0.00240959-0.00136626j -0.00200797-0.000579696j 0.00272+0.000478841j -0.00180877+0.00275969j 0.00229758+0.00179739j 0.00109987-0.00142035j 0.00152516-0.00252212j 0.000634962+0.000521032j -0.00037129-0.000159991j 0.00236601-0.00108456j -0.00248616+0.00199896j 0.00171086-0.00530033j -0.000399917+0.00577479j 0.00122701-0.000687335j 0.00291082+0.0027425j -0.00100418-0.00632533j -0.00176587-0.00163662j 0.00140184+9.30822e-05j -0.00245789+0.000198369j -0.004032-0.000283342j 0.00555342+0.00931499j 0.000500629+0.000719765j -0.00520443+0.0021058j -0.00904167-0.00322455j 0.00124511+0.00293703j -0.000682042+0.00485968j 0.00761547+0.00253167j 0.00193899-0.00422777j -0.00165251-0.00141081j -0.00739884+0.00944249j -0.0031847+0.00293802j 0.00121826+0.000516593j -0.0032117+0.00761337j 0.00188165+0.00152745j 0.00341962-0.00488634j -0.0016818+0.0161302j 0.0113338-0.001996j 0.00180089+0.00649941j -0.00553718-0.0047099j -0.00129102-0.000184624j 0.00755557+0.00639745j -0.00208922+0.00501819j 0.00418744-0.00285779j 0.00276307+0.000119776j 0.000408997+0.00445646j -0.00149595+0.00598279j -0.000204558+0.000787492j 0.00315277+0.00191689j -0.000240492-0.0025979j 
-0.000439251+0.000156491j 0.000975396-0.000253977j -0.00118063-0.000409305j -0.00304114-0.000144551j -0.00218302+0.00027241j 0.000317075+0.00305239j -0.00201394+0.000392099j -0.00240388+0.000476423j 0.00511003-0.000791427j 0.00301713-0.00034111j -0.00562005+0.00339352j -0.00316091-0.00226949j -0.0030728-0.000513371j -0.00507526+0.00370003j 0.00660305-0.00329892j -0.00794607+0.00721248j 0.00124813+0.0025929j 0.00096243-0.0031934j -0.00736501-0.0026549j 0.00102024-0.000518458j -5.09351e-05-0.0017295j -0.00242092+0.00136679j 0.00225348-0.000496872j -0.0106022-0.00109937j 3.42035e-05-0.00083623j 0.00140005+0.0027842j -0.000717712-0.00364353j -0.00886363-0.00881433j -0.00182079+0.00680111j -0.00931669-0.00105314j 0.00775528+0.00234727j 0.0019829+0.00334084j -0.00195218-0.00117607j -0.00254001+0.00507939j -0.00459709+0.00529626j -3.66137e-05-0.00512052j 0.00359799+0.00281122j -0.000354913-0.00445947j -0.00657575-0.00409508j -0.00374828-0.00404397j 0.00648213+0.00573613j -0.00503895+0.0020537j -0.010913-0.000394492j -1.89342e-05+0.00747242j 0.000417514+0.00418693j 0.00090698+0.000753791j 0.00414987-0.000686852j 4.17285e-05-0.000410852j -0.000309221+0.0024087j -0.000806969+0.00101876j -0.000879559+0.000856956j -0.000258106-0.00027229j 
0.000147102+0.000710939j 0.0007551+0.00191969j 0.000590252-0.00209329j 0.000952929-0.00627512j 0.00165562-0.00200599j -0.00104117+0.00155766j 0.000991911+5.44883e-05j 0.000619595+0.00215098j -0.000548784-0.00264221j -0.000471147-0.00182415j -0.000559484+0.00387591j -0.000335963+0.000474525j -0.00305392+0.0014275j 0.00195764-0.000150401j 0.00244573-0.00244551j -0.000954907+0.00539211j -0.00209256+0.00247689j 0.0014961-0.000585062j 0.00223921+0.000179838j 0.00295267+0.00216073j -0.00102595+0.000757809j -0.000539014+0.00564871j 0.000157958-0.00366379j -0.00560809+0.00259043j 0.000431817-0.0016596j 0.000158623+0.00257685j 0.00503934-0.000255451j 0.00132675-0.00580147j -0.00539528+0.00460513j -0.00569261+0.00462645j -0.00307957-0.00177912j 0.00155942-0.0003603j 0.000247094-0.00464406j -0.00365087+0.00376884j -0.000430189+0.00456571j 0.00547504-0.00586307j -0.00159323-0.00138065j 0.00317818+0.00221992j -0.00443-0.00324616j -0.00772735+0.00115109j 0.00038233-0.00459965j -0.00464704+0.00523174j -0.00581838+0.00108999j -0.00582625+0.000409762j 0.00171485-0.00215578j -0.00242431+0.0019538j 0.00218005-0.00181524j 0.00222358-0.00215312j -0.00552771+0.00226986j 0.000138273-0.00233202j 0.000657518-0.00117312j -0.00184531+0.00178735j 
-0.000760241+0.00335942j 0.000521169-0.002169j 0.00112758-0.00246775j 0.00239106-0.00324117j 0.00255184+0.00311985j 6.06992e-05+0.00230386j -2.96535e-05-0.00144121j -0.00186827+0.00310978j 0.000212643+0.00770969j -0.001237+0.00206806j 0.00123269+0.00433001j 0.00179994-0.00234698j 0.00149332-0.00147494j 0.00257798-0.00104826j -0.00241454-0.00688568j -0.000985218+0.000976147j -0.00394605-0.000389028j 0.00452519+0.00523105j 0.00174224-0.0108888j 0.00432677-0.00407036j 0.00192306+0.00476579j 0.00394237-0.00529716j 0.00520224-0.00634419j -0.00579967+0.013036j -0.0022111+0.00426253j 0.00630628+0.00161174j 0.00500814+0.00268286j 0.00370425-0.00443636j -0.00693781+0.00171455j -0.00610109+0.00864647j -0.00387437+0.000610811j 0.00468928-0.000291704j 0.00502545-0.00350913j -0.00453554+0.00255419j -0.00256596-0.00938439j 0.0098826-0.013283j -0.00545843+0.0064637j 0.0027791-0.00671051j -0.00745141+0.00677051j -0.00797218+0.00821758j 0.00142311-0.00106902j -0.00198614+0.00251714j 0.00218298-0.0019082j -0.0156333+0.00481301j 0.000320604+0.00541575j 0.00828086-0.00696663j 0.00267357-0.00206648j -0.000401052-0.00117211j -0.000590818-0.00287258j -0.00300877+0.00381987j -0.0013839-0.00192375j 0.00304524-0.0024569j 
-0.00148774+0.00337511j 0.00217689+0.000878362j -0.000282902-0.000431857j -0.00163113-0.00106568j -0.00180617+0.00320354j 0.00326343-0.00464242j -0.000335675+0.00517802j -0.000997776+0.00371696j 0.00309715-0.00306275j 5.30728e-05+0.000355236j -0.00320031-0.00327489j -0.000404043+0.000423629j 0.001529-3.18378e-05j 0.000461502-0.00319011j 0.0030625+0.00302469j -0.00647271-0.00283654j 0.00110288-0.00431302j 0.000107182+0.00573532j -0.00361324+0.00358523j -0.000581435-0.000839701j 0.00248007+0.00446378j 0.00495936-0.00634244j 0.00567393-0.000679349j -0.000625994+0.00811723j 0.000703126+0.00716971j 0.00142964-0.00463052j 0.000155441+0.0102312j -0.00552052+0.01184j -0.00272572-0.00446573j -0.00771364-0.0030398j 0.00229024-0.00692612j 0.00536129+0.000993578j -0.00242973-0.00399437j -1.12693e-05-0.00384215j 8.40217e-05-0.00947658j -0.00210003+0.00723463j 0.00159377-0.000532618j -0.00504256+0.00797744j -0.000897093+0.00279952j -0.00252198-0.00206406j 0.00890167+0.00210234j 0.00616002-0.00834602j 0.00439887-0.00609545j 0.00260702-0.00227889j 0.00544348-0.00306757j 0.00348941-0.0035512j -0.00317066-0.000417635j -0.00434073+0.00185981j -0.000731797+0.00104635j 0.00251633-0.00111753j 0.00221205-0.000764443j 0.000448764+0.00167741j 
0.000639229+0.000702862j -0.00167723+0.00336374j 0.00071761-0.00294762j -0.000796936-0.00419037j 0.00291094-0.00242559j 0.0010454-0.0011606j 0.00115239+0.00147649j 0.00186613+0.000110413j -0.000376993+0.00630289j -0.00463351-2.80672e-05j 0.00157997-0.00502643j 0.00338559-0.0053409j -0.00531736-0.00320575j 0.0046677-0.00367198j 0.0012445+0.00374235j 0.00245181-0.00817116j -0.00185241+1.54379e-05j 0.00396994+0.00291993j 0.00136872-0.00773885j -0.00275071-0.00135672j -0.00321518+0.00191802j 0.00256532+0.000539484j -0.00826731-0.000324199j -0.004832-0.0033875j 0.00111044+0.00391276j -0.000397758-0.0025853j -0.00535669-0.000418754j -0.00276663-0.00570256j -0.00789961-0.00472767j 0.00518822-0.00788763j 0.000151358+0.00208147j -0.00332315+0.00146879j -0.00193638-0.00120092j 0.00022236-0.000690409j 0.00505138-0.00521748j -0.0035241-0.0018115j -0.00689188+0.0019713j 0.00270452+0.000451363j 6.20645e-06+0.00063184j 0.00434836-0.00643096j -0.00865266+0.00465702j 0.00494834+0.00383976j 0.00494142-0.00786878j -0.003554+0.0018287j -0.000207882+0.00105103j 0.0017569-0.00329316j -0.000814787-0.00162504j -0.000435431+0.00275669j -0.00165908+0.00229646j -0.00011449-3.97749e-05j 0.00168315-0.000516017j -0.00182869-0.000184346j 
0.000918058-0.00119018j -0.00159918+0.000967276j 0.000190612-0.000421924j -0.000103427-0.00104542j 0.00101043-0.0031821j -0.0017653+0.00212939j -0.000430589-0.00141107j 0.000697202-0.000991114j -0.000142193+0.000582381j 0.000279857-0.00147787j 0.000576202+0.00152535j 0.000250322-0.000991401j -0.0045701+0.000952332j 0.000586278+0.000439398j 0.00308126-0.000541703j 0.00170343+0.001237j 0.00043082+0.00170434j 0.000529935-0.00124403j 0.00181488-0.00164995j -0.000221446+0.00035281j -0.00535473-0.000957512j -0.00338212+0.00385289j -0.00478275-8.77585e-05j -0.00835133-0.00147298j -0.000562291-0.00139297j -0.00241912-0.000805353j -0.00463536-0.00759563j -0.00273264-0.00430983j -0.0018019+0.00151845j 0.00115404+0.000170408j 0.00406995+0.00144455j -0.00316114-0.000800398j -0.0018567+0.000683871j -0.000249734+0.00113088j 0.00433836+0.00454918j -0.00148578-0.00194564j -0.00240326-0.000828775j 0.00198407-0.000720877j -0.00544534-0.00236163j 0.000406157-0.000617009j -0.00426736+0.000468831j -0.0011492+0.0040254j -0.00212415+0.00102103j -9.36373e-05+0.00136934j -0.00187135+0.00107596j -0.00161256+0.00193387j 0.00230069+0.000298503j 0.00155407-0.000822078j -0.00100379+0.00144447j -0.000617377-0.000184455j -2.83987e-05+0.000523175j -0.00129739-0.00050529j 
-0.0002421-0.000258817j -0.00205218-0.000988984j 0.000249704+0.00113238j -0.000263625+0.00162563j -6.54632e-05-0.00296521j 0.000197149+0.000458629j -0.00124791-0.00301008j -0.00021828+0.000184913j 0.00196607-0.000315762j -0.00172575+0.00140207j 0.00117763+0.00152564j 0.00110739+0.00236778j -0.00382087+0.00616849j 0.00306082-0.00329752j 0.0048031-0.00126315j -0.0018998-1.95606e-05j -0.000241758-0.000274615j 0.00111793+0.00256074j 0.00319086+0.00304538j -0.00371319-0.00135076j -0.00542345+0.00250291j -0.000218474-0.000376149j -0.00472957-0.00121378j -0.0116349+0.00932765j 0.00216862+0.00361965j -0.00460043-0.00614508j -0.00393506-0.00523127j -0.00707798+0.00955805j -0.00530121-0.00105315j -0.00348508+0.00660523j 0.00459812-0.00181337j 0.000162591-0.0042358j -0.00596274-0.00150502j 0.00142596-0.0031698j 0.00236713-0.00233843j -0.00388564+0.00111474j -0.00355093-0.00339985j 0.00240135+0.00529907j -0.00951567+0.00163231j -0.00454986+0.00753141j 0.000420682+0.000155385j 0.00571767-0.000986485j 0.00182423-0.000745161j 0.000856723-0.000246955j -0.000397736-0.00062414j -0.00159229+0.00179957j -0.00069926+0.0031404j 0.00103049-0.00119997j 0.00102037-0.000354787j 0.000513588+0.000759489j 0.000392765+0.00141201j 0.000811377-0.00147797j 
0.00183829+6.64323e-05j -0.000959787+0.000955141j 0.000167366-0.00101503j -6.20104e-05-0.000672918j 0.000458783-0.00055853j -0.00390658+0.00124674j -0.000827631+0.0017886j 0.00091456+0.000723363j -0.0012373+0.00152126j 0.00807319-0.00705518j -0.00112152+0.00206772j -0.00279357-0.000389786j -0.00238174-0.000768026j -0.00377509-7.78517e-05j -0.000882821+0.00334587j 0.00380872-0.00507962j 0.00100574-0.00320637j -0.0042298+0.00348524j 0.00108765-0.00195095j 0.00549644-0.00165478j -0.00773121+0.00544958j -0.00717841-0.00347147j 0.00511539-0.000873376j -0.00376265+0.0112025j -0.00701983+0.00386993j -0.00410987-0.00532755j -0.0119601-0.00860804j 2.92447e-05+0.00494583j 0.00810619-0.0024669j 0.00215588-0.00130207j 0.0118299-0.00406729j -0.00374021-0.00190261j 0.00057012-8.66998e-05j -0.000687731-0.00489663j 0.0154779-0.00573053j -0.000288331+0.00218086j 0.00213787+0.0050373j -0.0104238+0.0017512j -0.0114697+0.00135059j 0.00355766+0.00148515j -0.00223529-0.00164478j 0.000324301-0.00175463j 0.00610322-0.00390272j 0.00428565+2.85983e-05j -0.000428458-0.00119143j 0.00194276-0.00222371j 0.00109499+6.9301e-05j -0.00139921+0.00142436j 2.26516e-05-0.000443592j 0.000164885-0.000161525j 0.000622695-0.000999023j -0.000689326-0.000532854j 
-0.000228166-0.00261222j -0.000988119+0.00013786j -0.000923039+0.00187501j 0.00100991+0.00643974j 0.000871908-0.000345473j -6.0999e-05-0.000595366j 0.00114297+0.000149138j 0.000765357-0.0003407j 0.0025794-0.0018751j -0.00212405+0.00208369j -0.00123328+0.00296059j -0.00323739-0.0026656j -0.00450151+0.00504546j 0.00471699+0.00207066j 0.00562055-0.00645096j -0.00163608+0.00302572j 0.00100953+0.000507756j -0.00165575-0.00556545j 0.00255617+0.00527406j -0.00614413+0.00335095j -0.00168329+0.00238626j -0.00180008+0.00270705j -0.00672792+0.00209797j -0.00804095+0.00594761j 0.00640031-0.00249409j -0.00482535-0.0009923j -0.00441675+0.00274146j -0.00400653+0.0110969j -0.00625961-0.00130374j -0.00357331+0.00457792j 0.00381568-0.00751158j 0.00083136+0.00189209j -0.00497895+0.0042585j 0.000155031-0.00386681j -0.000530138+0.0031097j -0.00479303+0.00424959j -0.00351674+0.000261605j 0.00706779+0.00324866j -0.00586995+0.00147492j -0.00366385-0.00110505j 0.000708738-0.000623621j 0.00220598-0.0011501j -0.00584365+0.00262761j 0.00361787+0.000357985j -0.000901975-0.00119734j -0.00291185+0.00125561j 0.000491635-0.000579482j 0.000124735+0.00378269j 0.00364109-0.00337929j 0.000680967+0.000427827j -0.000325277+0.00198504j -0.000532512+0.000200815j 
-0.00226186+0.00101739j -0.00137023-0.00194772j 0.00158263-2.15539e-05j -0.000893235-0.00179165j 8.4359e-05+0.00104746j 0.00173076+0.00114297j 0.00136343-0.00035279j 0.00214022+0.00179929j 0.00168821+0.00209197j 0.00120478+0.000298393j -0.00126106-0.000283437j -0.00348642-0.00134706j 0.00147714-0.00263221j -0.00306865+0.000206647j 5.93788e-05+0.00187744j 0.00033121+0.000426544j 0.00199788-0.000139049j -0.00213832+0.000703742j 0.00362983-0.00288917j 0.00220171-0.00324957j 0.00520583-0.00126423j -0.00179326-0.00264016j -0.00662388-0.0067303j 0.00536361+0.000665553j -0.00138293+0.0017576j -0.00175398-0.00535869j 0.000969429-0.0136142j 0.000510584-0.00636324j 4.33029e-05-0.00123985j 0.00891818+0.00817376j -0.00189974+0.00409097j 0.000636649-0.00438469j -0.0116775-0.00714714j -0.00103732+0.000491193j -0.00114692+0.00116452j -0.00604275-0.0138891j 0.00105657+0.00423221j 0.00365856-0.000174178j -0.00291828-0.00115962j 0.00837601+0.0102067j -0.00259553-0.00371591j -0.00492497+0.00260413j 0.00053232-0.00359658j 0.00411182+0.0116568j -0.00218609-0.00456584j 0.000876634+0.00136571j -0.00130188+0.00016925j 0.00116094+0.00725931j -0.00052639+0.00148147j -0.00119156+0.00161998j 0.00221301+0.00580963j 0.00093616+0.000579808j 
