-0.0121918+0.00250247j 0.00205121-0.00680828j -0.0128901+0.00411841j 0.00418062+0.00450469j 0.00329107-0.00222584j -0.00137627+0.00290719j -0.00614027+0.00249518j 0.00475521+0.00172251j 0.00802518-0.00182247j -0.000458557+0.000883188j 0.00226423-0.00137839j -0.00545689+0.00431577j 0.00935723+0.000701459j -0.00757122+0.000462072j -0.00297419-0.000543649j -0.00468751+0.00361008j 0.00546012-0.00391962j -0.00322628+0.000224624j 0.00440456-0.000579308j 0.00297906+0.000423933j -0.00511459+0.000139823j 0.00378064-0.000231683j 0.00513652-0.00098593j 0.00738936-0.00302297j 0.0024011-0.000465705j -0.00695464+0.00214034j -0.000199902+0.00227044j -0.000586378+0.00192705j -0.000379094-0.00188046j 0.000568073+0.000757622j 0.0057514-0.00150019j -0.00894403+5.25484e-05j -0.00085256+0.000497667j -0.00401539+0.00186167j 0.00117293-0.000872681j 0.00509455+0.000478898j -0.000651077-0.000613264j -0.00339564+0.00130132j 0.00695481-0.000724367j 0.00753229-0.000430586j 0.00890835-0.000184948j 0.00205227+0.00139523j 3.46189e-05-0.00137289j 0.00709978-0.000126517j 0.00209359+0.00180412j 0.0128448+0.000730657j -0.0038763-0.000497812j 0.00544613+0.00125648j 0.00678022-3.59324e-05j -0.00145739+0.00108794j -0.00275396+0.0012541j 0.00135757-0.00235278j -0.00230166-0.00112394j -0.00309071-0.000563776j -0.00913808-0.00151855j 0.0036644+0.00227307j -0.00322987-0.000400716j 0.00533221+0.00409798j 0.00128385+0.000484737j 0.00931652+0.000119017j -0.000166804-0.00186949j 0.0064126+0.00336412j -0.000475289-0.00296384j -0.00554593-0.00084676j -0.0075356-4.05211e-06j 0.00134794+0.00143263j 0.00654939-0.000685036j 0.00588395+0.00687185j -0.0110856+0.00148961j 0.00802145+0.00849341j 
0.00116244-0.000493639j 0.00122237-0.000629928j -0.000236245+0.00167838j 0.000138799-0.000518182j 0.00040745-8.2346e-05j -0.00327696+0.00100185j -0.000592444+0.00190865j -0.00142094+0.0014593j -0.000671047-0.000570956j -0.00108551-7.36314e-05j -0.00116877+0.0011659j 0.00176165+0.000170374j 0.00153001+0.00236658j 0.00331273-0.000850607j 0.00117005-0.00210873j 0.00341606-0.00123307j 3.85532e-06-0.00098972j -0.00043976-5.80402e-05j 0.00074064-0.00170173j 0.00361609-0.000869197j 0.00150026+0.000486767j 0.00455953-0.000465805j 0.0016446+0.000355281j -0.000281714+0.000176759j -0.000473506-0.000441867j 0.00509113+0.000315709j 0.00521398-0.000983629j -0.00688203+0.00140731j -0.00187941+0.000307895j 0.00418599-0.000517878j -0.00521303-7.14373e-05j -0.00246432-0.00157889j 0.00234656+0.00264047j 0.000401883+0.00142601j 0.00026836-0.000303102j -0.00460423+0.0018564j 0.000963744-0.00176225j -0.00419017+0.00185428j 0.00151258+0.00208001j -0.00457299-0.00522493j -0.00282154-0.000151607j -0.00300495+0.00376016j 0.00572926+0.00194162j 0.00688844-2.58763e-05j -0.00389422-0.000112867j 0.00314991+0.00277415j 9.64778e-05-0.000891958j -0.00660621+0.00144569j 0.00602536+0.00300631j 0.000945828-0.00151994j -0.00241983+0.0056199j 0.000408189+0.00446631j 0.00515338+0.00226496j 0.00116084+0.000339475j -0.00417778-0.00328066j 0.00552017+0.00120631j -0.000843519+0.00404686j -0.00422052-0.00769816j 0.00440565+0.00272889j 0.000700646+0.00112213j 0.00314791+0.00353244j 0.0014364-0.00210233j -0.00563988-0.00316927j -0.00243548-0.00160533j 0.00249919+0.00375099j 0.00174835-0.00086245j -0.00213571+0.00125015j -0.000148107+0.000709116j 0.000919017-0.00142303j -0.000412274+0.000846977j 
0.00262334-0.00124584j -0.000698278-0.00176316j 0.000982035+0.00205739j 0.00143619-0.00166614j 0.000964452-0.0014236j -0.00168417-0.00165601j 0.00081189-0.000439811j -0.00104319-0.000101649j 0.000291487+0.000676775j -0.000514348+0.000164041j 0.000978194+0.000884644j 0.00264657+0.000122301j 0.00202683+0.00014895j 0.00135519+0.0022846j -0.000674414+0.000917347j -0.000287897-0.00252545j -0.000192026+0.000177904j 0.000541633-0.00199131j -0.000477425+0.00176207j 0.00176916+0.000229186j 0.000967776+0.000699918j 0.00301679-0.000152566j 0.000926864-0.00147535j -4.10288e-05-0.00265778j 0.00144653+0.00014826j 0.00216071+0.00291519j 0.00146903+0.000220564j -0.00438639-0.00168089j -0.000516427+0.00181014j 8.31829e-05+0.00120335j -0.00201268+0.000130792j -0.00130825-0.000494923j 0.0014155-0.000397924j -0.000478099+0.000893322j -0.00037433-0.00167035j 0.00143685+0.00138413j -0.000651773+0.00217867j -0.000494354-0.0036366j 0.00268123+0.00139184j -0.00601934-0.00330008j -0.00170566+0.000496194j -6.98434e-05+0.00579597j -0.00124425+0.00259306j 0.00292932-0.000238277j 0.00028833-0.000619129j 0.00236425-0.00235968j 0.00199003-0.00333469j -0.0064555-0.00489425j 0.00387551+0.00323305j -0.00106321-0.000296977j 0.00155781+0.00435994j 0.000596357+0.00371308j 0.00028405+0.000216426j 0.00020257-0.00537217j -0.00407074-0.00315292j 0.000791507+0.00736232j -0.000646644+0.00131795j 0.000950951-0.00236582j -0.00404308+0.00523456j -0.00172319-0.00416427j 0.0059176+0.00981633j 0.00121682-0.00114035j 0.0034971-0.00605511j -0.00191977+0.00178853j 0.00159488-0.00224929j -0.00151769-0.00243034j 0.000844963-0.000968186j -0.0032813+0.00428446j -0.000921228-0.00437066j 0.00175119+0.00147981j 
3.32788e-05-0.00114818j 0.000476429-0.000274195j 0.00105883+0.00178134j -0.00077829-0.00399161j 0.0014809-0.00276017j 0.00316559-0.00204884j 0.00139141-0.00271277j -0.00171514+9.47157e-05j 0.000203289+0.0008754j 0.000384753+0.000946499j 0.00283178-0.0021846j -4.54551e-05-0.000527571j 0.00218578-0.00257928j -0.00147443+0.000101686j -0.00278341+0.00292478j -0.00744438+0.00136583j 7.44036e-06-1.59773e-05j -0.000161517-0.00347958j 0.00108959+0.002612j -0.00147748-0.000103118j -0.00100994+0.00106633j -0.00369407+0.00102573j -0.00325137-0.000604633j 0.00114106-0.00165679j 8.85577e-05-0.00214871j -0.00191334+0.00438392j 0.000948261+0.00238641j -0.00154123-0.00366058j 0.000848591-0.0016166j -0.00316634+0.00278478j 0.00203381-0.00235312j 0.00137286-0.00264689j -0.0019866-0.00275078j 0.00155249-0.00626758j -0.00115852-0.000232029j 0.00766704+0.00388977j -0.000543395+0.000785402j -0.00646334-0.00308858j 0.00215522-0.000992445j -0.00561739+0.00108111j 0.000566703+0.00273556j 0.00691985+0.00730357j -0.00126842+0.00856849j -0.000972879-0.00410131j 0.00505207-0.00200482j -0.00228708-0.00150528j 0.00650857-0.0092666j -0.00354931-0.00398779j 0.00146573+0.000155403j 0.00145662+0.000597739j 0.00300884+0.00693114j -0.0010392+0.00751787j -0.00419174-0.000972723j 0.000500784-0.00331746j 0.00166019+0.00384492j -0.00500981+0.0088676j 0.00010504+0.00551099j -0.00280632+7.44196e-05j -0.00435287-0.00284651j -0.00499924-0.000881628j -0.0045991+0.000217684j 0.00944936+0.00103155j 0.00461167-0.00361661j 0.000689273+0.00152809j -0.00356418-0.00427032j -0.00480075+0.00536179j -0.000487292+0.000885485j -0.0039063+0.00229346j 8.88113e-05+0.00251583j 0.00223635+0.0010571j 
0.00173642+0.0011828j 0.00191322-0.000900134j -0.00208167-0.000563926j 0.00204265-0.000962063j 0.00285897+0.00262293j 0.00168858-0.00135775j -0.000272924+0.000584357j -0.00262288+0.0013799j -0.000832465+0.00330713j 0.000409298+0.00101529j 0.000344788+2.15575e-05j -3.09129e-05+0.00205994j -0.000229964+0.00160239j 0.00199048-0.0003793j -7.77621e-05-0.00103091j -0.00218218-0.00101972j -0.000331312+0.00094591j -0.000114129+0.00178253j -0.00378158+0.00118053j 0.000211357+0.00184849j -5.35715e-05-0.00150369j -0.00060871+0.000874054j -0.00018527+0.000221776j 0.00184906+0.00145503j 0.000376824+1.3408e-05j 0.000410243-0.000574628j -0.000485229+0.000548497j -0.0027079+0.00260732j 0.000987101-0.000736517j 0.000250714-0.000908808j -0.00114496+0.00166509j 0.00167676+0.000205143j -0.00380952+0.00500034j 0.000659017-0.00361222j -0.00269073+0.00678171j 0.000467382-0.000832996j 0.00434472-0.00636389j -0.00267897-0.000682329j 0.000216862-0.00122285j -0.00617204-0.00249454j -0.00149855+0.00131169j -0.00235143+0.00369475j -0.00135184-0.000853158j 0.000996639+0.000877821j -0.0028948-0.00109772j 0.00301286+0.0026265j 0.0140026-0.0018948j -0.0103903+0.00265583j 0.00386494-0.00158451j 0.00683136-0.00359992j 0.000535225+0.00672748j -0.00691538+0.00130694j 0.00567147-0.00626093j -0.00859581+0.0122839j -0.0046073+0.0073075j -0.00879944+0.00342668j -0.00229067+0.0066221j -0.00956063-0.000916651j 0.0032787-0.0110485j -0.00331638+0.00399967j -0.00183282-0.00350291j 0.0151315+0.00396793j -0.00330629+0.000597997j -0.00225984+0.000340433j -0.00215996+0.00129408j 0.00117575+0.00348743j 0.00193237-0.00592222j 0.00118374-0.0037637j 0.0027658+0.00219177j 0.000857979+0.00234282j 
0.00185523-0.00201065j 0.000127408-0.0015328j 0.000110646-0.000156825j 0.00176725-0.000731214j 0.000235502+0.00241305j -0.00164211-0.000659849j -0.000209202+0.000276617j -0.00010011+0.000374047j -0.00126352+0.00336597j 0.000683958-0.000116664j -0.00270606+0.000793911j -0.000413094+0.00107848j -0.00327733+0.000738143j 0.00354119+0.00197982j 0.00153456+0.00354868j 0.0028061-0.00431825j -0.00290952+0.00280611j 0.00186455-0.000684717j -0.00312973+0.00493029j -0.00153819+0.00244485j 0.00264315-0.00185295j -0.000716466-0.00247585j -0.00122854-0.0033234j -4.25043e-05-0.00207899j -0.000789606+0.00131681j 0.00201205-0.00184258j 0.000690055-0.00131934j -9.11586e-05+0.000947443j 0.000923078+0.0042302j 0.00341762-0.000134404j 0.003309+0.00308386j 0.00223485+0.00465283j -0.000111889-0.000791111j 0.00127275+0.00420479j 0.00152242+0.0024672j -0.00489297-0.00821582j 0.000835789-0.000520635j 0.00383656-0.0053395j -0.000632433-0.00240534j -0.000207691+0.00390624j 0.000430679+0.00130345j -0.00433124-0.00136804j -0.00564585-0.00335569j 0.00102462+0.000146667j -0.00463721-0.00248204j 0.0034954-0.00936174j 0.00117084-0.00185353j 5.55786e-05+0.00377413j 0.000635642-0.00744412j 0.000104-0.00327467j -0.00226629-0.0108837j -0.00208747-0.00114607j 0.00280517-0.00514941j -0.0027239+0.000449224j -0.00186975+0.00302547j -0.00467863+0.00696457j 0.00206792-0.00602162j -0.000249773+0.00957435j -0.00441919+0.00199343j 0.00535947+0.00214525j 0.00685519+0.00657685j 0.00511183+0.00200176j 0.00530344-0.00488533j -0.00638346+0.00377507j 0.00126159-0.000384179j 0.00246695-0.000180714j 0.00391294-0.00284122j -0.00155453+0.00226668j -0.000856164+0.000155005j 0.00357305+0.00110469j 
0.00110455-0.00453592j -0.000313335+0.00254973j 0.00063732+0.00106604j 0.00274513-0.0052984j -0.000773598+0.00182078j -0.00213777+0.000884446j -0.00158608+0.00644141j 9.91658e-05+0.00275382j -0.000915525+0.00121025j 0.00055192-0.00215207j -0.000155027-0.00101074j -0.00368404+0.00375435j -0.00155061+0.0058546j 0.00272159-0.000187053j -0.00121343+0.00183427j 0.00130236-0.00205384j -0.00190807-0.00124091j -0.000102251-0.00100252j -0.000837389+0.00103642j -0.00086082+0.00101973j 0.0026639-0.00356428j -0.00358595-0.00211828j -0.00220438-0.00221238j 0.000148458-0.000226617j -0.00021495-0.00341672j 0.000902607+0.000210871j 0.00255783+0.00071348j 0.00157607+0.00356659j -0.00141408+0.00241322j -3.19998e-06+0.00357301j 0.00393256-0.00192264j 0.00236668+0.00362116j 0.00299701-0.00819677j 0.00565841-0.00252619j 0.00152617+0.000321477j -0.00436296-0.00504978j -0.00185314-0.000164162j 0.00134929-0.00399079j 0.0040879-0.0105532j -0.00300106+0.00293627j -0.00406765+0.00894258j -0.00128168+0.000614491j -0.00615729-0.00264629j 0.00197377-0.00167811j -0.00150324-0.00183253j -0.00276638+0.00103165j -0.00211309-0.00258017j 0.00750947+0.00136377j 0.00248435-0.00324054j -0.00237683-0.00445828j 0.000935629-0.00843902j -0.000414975-4.79119e-05j 0.00759629-0.00627659j 0.00358573-0.00214654j 0.00138606+0.0041038j -0.00509608+0.000765558j 0.00572852-0.00495689j 0.00419135+0.00357572j -0.00122933+0.0017888j 0.00394166-0.00154809j 0.00414362-0.00150015j 0.00626329+0.000476398j 0.00164947-0.00126876j -0.00762782+0.00155224j -0.00318451+0.00202674j 0.00571595-0.00164564j -0.00200811+0.000883873j -0.00235619+0.00105063j -0.00333689+0.000412535j -7.39017e-05-3.2478e-05j 
-0.00129486+0.000381011j -0.00133443+0.0017956j 0.000906118+0.000600616j 1.71972e-05-0.00165503j -5.02374e-05-0.000477314j 0.000714351-2.39809e-05j 0.000442281+0.0017173j 0.000283524-0.00129783j -0.00101911+0.000334273j -0.000240028-0.00384678j 0.000157524+0.00170502j -0.00236758+0.00173358j 0.0012388+0.00357536j -0.00163699-0.000952482j 0.00146637-0.00253962j -0.0015046-0.00210682j -0.00114987+0.00201053j -0.00266593+0.00128182j 0.0014177+0.00303985j -0.000788935+0.00312669j -0.00016007-0.00307025j -0.00236346+0.00089097j -0.000575041+0.000697352j 0.000952795+0.00118256j 0.000443088+6.73212e-05j -0.00231088-0.00063611j 0.000224494+0.00585775j 0.00186361-0.00250203j -0.00194636-0.00350837j -0.00142617+0.000361997j -0.00117689+0.000190213j 0.0014995-0.00260261j 0.00236199+0.00492707j 0.000853672+0.00655999j 0.000477561+0.00083771j 0.00181329-0.0018244j -0.00360044-0.000561557j 0.000290642-0.00957303j 0.00268919+0.00459046j 0.00192859-0.0047046j -0.000472823-0.00153161j 0.00283173+0.0085554j 0.000224618+0.00320922j -0.00228844+0.00430757j 0.00199991+0.00072793j -0.00445348-0.00681375j -0.00869067-0.000174044j 0.00593031-0.00176223j -0.00163163+0.00404832j 0.000402111-0.00139451j 0.00179743+0.000759534j -0.00015357+0.00472243j 0.00110358+0.00135468j -0.00239512+0.00182279j 0.0023407+0.00260778j 0.00136784+0.00264905j -0.000113435+0.000971127j 0.00761791-0.00562759j -0.00556076+0.000824576j 0.00168689-0.000777883j 0.00101465-0.00649692j -0.00204097-0.000587607j 0.00203212+0.00120471j 0.00125243-0.00155933j -0.00165668+5.04984e-05j 0.00197095-0.00157196j -0.00137897+0.00249388j -0.000707044+0.00012188j -0.000633441-4.41048e-05j -0.00180455-0.00113412j 
0.00121744+0.000702714j -0.000568587-4.60996e-05j 0.000389703-0.00451075j -0.00125253+0.0045031j -0.00152796+0.00528745j 0.000165477-0.0012773j -0.00190772+0.00301477j -0.000754227-0.000614865j 0.00190381+0.00290241j 0.000784018-0.000868663j 0.00608251+0.000385483j 0.000886729+0.00601554j -0.00183599+0.00449615j -0.00454436+0.00244298j -0.000920693-0.000564104j 0.00102406-0.00118529j 0.00387399+0.000614943j -0.000439762+0.000719245j 0.00180779-0.000819819j -0.00097687+0.00423258j -0.00519457-0.00357214j -0.000261284+0.0044461j 0.00348883+0.00272948j -0.00186399+0.000288652j 0.00241975+0.00474367j -0.00131997+1.81615e-05j -0.0049684-0.00573535j -0.00200054+0.00400634j 0.00332582+0.00260425j -0.000961252-0.0012051j -0.00584709-0.00276264j -0.00428584+0.00247958j -0.00170525-0.00516295j -0.0063517-0.00568855j -0.0007887-0.00205978j 0.00399272-0.00163441j 0.00402274+0.00511544j 0.00363913-0.000759531j 0.000238392-0.00711925j -0.00635221-0.000332225j -0.00571229+0.00264036j 0.000664887-0.00192158j 0.00544907-0.00452247j -0.00683024-0.000295013j 0.00106606-0.00228229j -0.000716217+0.00792134j 0.00137969+0.00987735j -0.00225381-0.0123843j -0.000582541+0.00164773j 0.00256358+0.000214798j 0.011655+0.00288994j -0.00160865-0.0102403j 0.00523916-0.00659024j 5.18141e-05+0.0011786j -0.00142226-0.00539836j 0.00347371+0.00150657j 0.00793005-0.00414122j 0.00384123-0.00217828j 0.00121924+0.00305549j -0.000500156-0.00893412j -0.00132009-0.00139579j -0.00296531-0.00542895j 0.00222582-0.000913447j -0.00414239-0.00022869j -0.00263842+0.000233497j 0.00815448-0.00545185j 0.00509613-0.00523722j 0.00432754-0.000708945j 0.00073839-0.00251509j -0.000407415-0.00103902j 
-0.00151677+0.000876174j -0.00159228-0.000572909j -0.00185554-0.000108599j 0.00238408+0.000593599j 0.00210806-0.000173026j 0.000883666-0.000617551j 0.000267068-0.000994143j 0.00173032-0.00151737j -0.00158199+0.00182054j 0.00287347-0.00212043j -0.00558416+0.000618459j 8.22803e-05+0.000368784j 1.34477e-05+0.00207201j 0.00204274+0.000756679j 0.00448615+0.000243834j 0.00168521-0.00408409j -0.0039632+0.00223752j -0.00610306-0.00118274j -0.00661503+0.0010524j -0.00149716+0.000467684j 0.00336496-0.00110096j 0.00282123+0.00106557j 0.00259247+0.0022222j -0.000820665+0.00154877j -0.000401808-0.000563223j 0.00254051+0.00311411j -0.00468127+0.00139794j 0.00377358-0.00277187j -0.00232479-0.000579974j -0.000954099+0.00146809j -0.00673581-0.0043187j 0.0044319-0.000986205j -0.0051397+0.000467859j -0.00703399-0.000818171j -0.00597699-0.0017829j 0.00374535+0.00293986j -0.00509935-0.00234119j 0.0103731-0.000683416j 0.00314616+0.00161787j 0.00394136-0.00533726j 0.00238761+0.000961506j -0.00582258+0.00574863j -0.00351142+0.000404308j -0.00429344-0.00168073j 7.46667e-05-0.00176615j 0.00490279-0.000731006j -0.00653545-0.00684168j 0.0014189-0.00783606j -0.00134221+0.00167636j 0.00266749+0.00321308j 0.00021823+0.00803625j -0.0022132-0.00373666j 0.00452658+0.00264148j -0.00202081-0.00644755j -0.00180149-0.00362889j -0.00553002+0.00432498j -0.00194819-0.000106659j 0.00566563-0.00331127j -0.00621923-0.00565749j 0.00198968+0.00301926j 0.00410749+0.00137814j -0.00040818+1.78691e-05j 0.0036272-0.000206586j 0.00165773-0.000983055j -0.000155186-3.86657e-05j -0.000115697-0.000733673j 0.000696792-0.00181488j -0.000547766-0.00120451j 0.000599466+4.97445e-05j -5.32385e-05-0.00144717j 
-0.000376785-0.0015722j -0.00112039-0.00030116j 0.000455529-0.000848804j 0.0016435-0.000366132j 0.000459961+0.000565488j -0.000513278+0.00210162j 7.77114e-05-0.000353574j -0.00081634+0.00237672j 8.63592e-05+0.00197255j -0.00165426+0.000223706j -0.00049253+0.0014227j 3.31695e-05-0.00112493j 0.00370097-0.00218769j 0.00201627-0.00219603j -0.00183641-0.000790006j -0.0027161-0.00320934j -0.00210918+0.00171931j -0.00298194+0.00237995j -0.00364644-0.000245329j -0.00262026-0.00229169j 0.00323928-0.00253698j -0.000497929-0.00547039j 0.000710786-0.00260827j 0.00190941-0.000474475j -0.00280162-0.00094407j 0.00431898-0.00461663j 0.000121205-0.00492714j -0.00234129+0.00730845j -0.00193871+0.00327386j 0.00125466-0.00276551j -0.00102002+0.00686652j -0.00340031+0.00207422j -0.00213953-0.00415925j 0.000537481-0.000144832j -0.00356313-0.00114134j 0.00382443+0.00222327j -0.00244064+0.00170478j -0.000597025+0.00374283j 0.000310408-0.00800156j -0.00796434+0.00465091j 0.00555616+0.00581168j 0.0113663+0.00180097j 0.00552521-0.00885774j -0.00452357-0.00571742j -0.00238231+0.000593636j 0.00177008-0.0012933j -0.0093051+0.00367673j -0.00336767+0.00316944j 0.00369324-0.00632528j -0.00207258-0.0011882j 0.00973877-0.00037699j 0.00797819-0.00416178j 0.00181027-0.00664914j -0.00563684-0.00711785j -0.000326263+0.00312091j 0.00584456-0.00594432j 0.010608-0.000661536j -0.0108995+0.0026926j -0.00101804-0.00068175j 0.00442419-0.000596753j 0.00328808-0.00311606j -0.000756196-0.00150212j -0.00333631+0.000605884j -0.00399749+0.00238726j 0.00245987-0.00140637j 0.000781074-0.00227595j 0.000833012-0.000592551j 0.00125361-0.000322536j -0.00141933-0.000315504j 0.000613876-0.0015882j 
-0.000168062+0.00073541j -0.00126846-4.54051e-05j -0.000389607-0.000218086j 0.00175311+0.000521477j 0.00197911-0.00169979j 0.000784083+0.000797554j 0.000984122-0.00257906j -0.000580714-0.000169578j -5.66977e-05+0.00123737j -0.00299974+0.000477785j -0.00124492+0.00231529j -0.000449068-0.0010113j 0.00353672-0.00153571j 0.00136917-0.00159359j -0.0017184-0.00320408j -0.00307791-0.00133148j 0.000184149+0.00135839j -0.001138+0.00186748j 0.000552183-0.000594956j 0.00166226-0.0009768j 0.00169008+0.000999352j 0.000631737-0.00154511j -0.000520215-0.00122776j 0.000842869-0.000602695j 0.000602284-0.0011455j -0.00228837-0.000364066j 0.00251809+0.000927132j 0.000566829-0.000931378j -0.00570993-0.000762415j -0.00326615-0.00193497j 0.0038863+0.00441108j -0.00109467-0.0026261j 0.00697179-0.000428542j 0.00739028+0.00199241j -0.000697891-0.000903491j -0.0014459+0.00455301j -0.00657127-0.00107738j -0.00538548+0.00168101j 0.006709+0.000976435j -0.00213527-0.00347751j 0.000787414-9.94633e-05j 0.00809269+0.00348655j 0.000285612-0.00336901j 0.00194589-0.00133958j 0.000838485+0.00272968j -0.00722892-0.00197336j -0.005417+0.000639877j 0.0048129+0.00164115j 1.05572e-05-6.32483e-05j -0.00267904-0.0011122j 0.000208933+0.00224478j 0.00786908+0.00175675j 0.000366068+0.00168129j 0.00271532+0.00118679j 0.00459666+0.00251293j 0.00170549-0.0052666j 0.000800636+0.00392593j -0.00289923-0.00213107j -0.00282417-0.000434029j 0.00354525+0.000383204j -0.0001733-0.00393644j -0.00025148+0.00154009j -0.000558986+0.00185805j 0.00230324-0.000651337j 0.00143675-0.00197477j -0.00218073-0.00160134j -0.000171938-0.000250554j 4.99772e-05-0.00130792j 9.08853e-05-0.00108851j -0.00036643-0.00115829j 
-0.000549849-0.00229416j 0.00201657+0.00129884j 0.00114985+0.00231278j -0.000916889-0.00322548j -0.00167202-0.000240345j 0.000109682+0.00183987j 0.000282181+0.00300454j 0.000113036+0.00143549j -0.00112042-0.004446j 0.00279553-0.000234992j 0.000860836-0.00317542j 8.79682e-06-0.00240281j -0.00108872-0.0008385j -0.00105577-0.0010542j 0.00015051+0.00282045j 0.001583+0.00108416j -0.00266277-0.00279331j 0.000871581-0.00191454j -0.0013117-0.00090715j -0.00407984-0.00221586j 0.00158212+1.8445e-05j -0.00219265-0.00324708j -0.00115218-0.00146811j 0.00189833+0.00172856j -0.00362889-0.00226429j 0.00329808-0.00177226j -0.00107839+0.000642909j -0.00199173+0.00259052j 0.00401361-0.00177022j 0.00366765+0.000623322j -0.00329185-0.00119218j 0.00122251+0.00452583j -0.0102621+0.000397482j -0.00607598+0.00308853j -0.00137895+0.00144437j 0.0054788-0.00118838j 0.00629548+0.000601865j 0.00324703-0.000925301j -0.00922499+0.00183827j -2.66407e-05+0.00675773j 0.00401944+0.00214805j -0.00210517+0.00108677j 0.00225234+0.00246388j -0.00396706-0.000330991j 0.000550836-0.0016118j 0.0102165-0.00119733j 0.00147132-0.00192365j -0.006841+0.00345205j 0.00300294+0.000188446j 0.0017185+0.00166979j 0.00192681-0.00314656j -0.00470219+0.00204023j -0.00209405+2.21429e-05j -0.0066984-0.00960609j -0.00528606-0.000164068j 0.000679827-0.00227591j 0.00144564-0.0020414j -0.00212643+0.00139509j 0.00308078-0.000771414j -0.00372804-0.000977677j 0.000999667+0.00308859j -0.00106749+0.00268553j -0.0019113+0.000879766j -0.00167889+0.0011489j -0.00025498+0.000869361j 5.78752e-05+0.00328445j -0.00326877+0.00524981j -0.00191171+0.00121341j -0.00197253+0.00289171j 0.000163534+0.00194609j 
-0.000250558+0.000620655j 0.000230113+0.00173988j 0.000224789+0.000839808j 9.98912e-05-0.00376968j 0.00091366-0.00148188j -0.00202944-0.00107188j 0.000577345-9.4585e-05j 0.000605852+0.00204936j 1.69225e-05+0.000583523j -0.0044897+0.00170681j -0.00220103-0.00106414j 0.000475845+0.00229849j 0.00486022-0.00273212j 0.00170657-0.000825192j -0.00312464+0.00334489j -0.0035418+0.00529294j -0.00261654+0.00082439j -0.0015218+0.00203478j -0.00304936-0.000158494j -0.00164268+0.00323962j 0.00113302-0.00167532j -0.00110647+0.0023724j -0.000147852-0.000229018j -0.000249252-0.00297672j -0.00264535-0.00154914j 0.00302747+0.00172999j 0.00279195+0.00215194j -0.000191725-0.00201951j -0.00348269+0.00324149j 0.00194554+0.00475598j 0.00643635+0.000505272j -0.00544933-0.00357168j -0.00365056+0.00112686j -0.00149919-0.00413449j -0.00195539+0.00167977j 0.00244585-0.00253172j -0.00336891+0.00192219j -0.00670794+0.00236436j -0.011604-0.00716762j -0.0027655+0.0012834j 0.0109187+0.00046345j 0.00948146-0.00786959j -0.00339254-0.00111624j -0.00250446+0.00470816j -0.00304485-0.00318505j 0.00130081+0.00550193j -0.00437086+0.00261321j -0.0014952-0.00146173j -0.00196121-0.00146547j -0.00381958-0.00057782j 0.00148068-0.00507246j 0.00479981-0.00130038j -0.00472672-0.000956869j -0.00707836-0.000732012j 0.00721101-0.000522678j -0.00598671-0.000971992j 0.0007332-0.00377119j -0.00326768-0.00259242j -0.00262244+0.00287721j -0.00186428+0.0028609j -0.00571398-0.00156855j 0.00230055-0.00475418j -0.00222279-0.00110299j 0.000103821+0.000333372j -0.00226497+0.00360206j -0.0026362-0.00122575j -0.000465816+0.00181973j -0.00162423+0.000987155j -0.000325986+0.000204088j -0.00175018+0.000524297j 
-0.00097759+0.00193565j -0.00101782+0.00179495j -4.18528e-05-4.22125e-05j -0.00277479-3.6713e-05j 0.000381702-0.00292125j 0.000276985-0.00250303j -0.000219884-0.000592121j 0.00143618-0.00119975j -0.00105049-0.000204418j -0.000945733-0.00191595j -0.00307082-0.00296083j -0.00035417-0.0004126j 0.000603771-0.00349456j 0.000932194+0.000927337j -0.00136534+0.00206194j -0.00400236+0.00426628j 0.00225067+0.00043181j -0.00556609+0.00271295j 0.00199188+0.00135763j 0.00135454+0.000366029j -0.0023413+0.000112559j 0.00129704+0.000864447j 0.00253782+0.00119595j -0.00458923-0.00124032j 0.00485979+0.000969959j 0.00221716+0.002714j -0.00109329+0.00274512j 0.00351356+0.000932051j -0.00352832+0.00176958j -0.00251116+0.003828j -0.00333391+0.00400456j -0.00342902-0.00203787j 0.00821187+0.00393934j -0.000528478+0.00283985j -0.00582322+0.00116221j 0.00315872-0.00857442j 0.00135521-0.000394335j -0.00394321-0.00236541j 0.00673904-0.00207562j -0.00613401+0.00541402j -0.00413302-0.00246986j 0.00527236-0.00745769j -0.00247443-0.00524863j 0.00352782+0.00701325j -0.000247651-0.00575645j -0.000133527+0.000421875j 0.00462418+0.00148662j -0.00886636+0.0022613j 0.00583771-0.00168709j 0.00651836+0.00173186j 0.0126036-0.00298088j -0.00217412+0.000484647j 0.00622563+0.00190976j -0.00094135+0.00502939j -0.00483142-2.38386e-05j -0.0013703-0.00288369j -2.79629e-05-0.00644836j -0.00800214-0.00284961j -0.00444799+0.00352425j -0.00319186+0.00406266j -0.00194633+0.00176179j 0.00078737+0.00299453j 0.000595148-0.00309056j 0.000830143-0.000421767j -0.00317884+0.00150335j -0.00036473+0.0022707j 6.66957e-05+0.00132215j 3.75869e-05+0.00167947j 0.000324202+0.00107705j -0.00117881+0.000612155j 
