-0.0121918+0.00250247j 0.00205121-0.00680828j -0.0128901+0.00411841j 0.00418062+0.00450469j 0.00329107-0.00222584j -0.00137627+0.00290719j -0.00614027+0.00249518j 0.00475521+0.00172251j 0.00802518-0.00182247j -0.000458557+0.000883188j 0.00226423-0.00137839j -0.00545689+0.00431577j 0.00935723+0.000701459j -0.00757122+0.000462072j -0.00297419-0.000543649j -0.00468751+0.00361008j 0.00546012-0.00391962j -0.00322628+0.000224624j 0.00440456-0.000579308j 0.00297906+0.000423933j -0.00511459+0.000139823j 0.00378064-0.000231683j 0.00513652-0.00098593j 0.00738936-0.00302297j 0.0024011-0.000465705j -0.00695464+0.00214034j -0.000199902+0.00227044j -0.000586378+0.00192705j -0.000379094-0.00188046j 0.000568073+0.000757622j 0.0057514-0.00150019j -0.00894403+5.25484e-05j -0.00085256+0.000497667j -0.00401539+0.00186167j 0.00117293-0.000872681j 0.00509455+0.000478898j -0.000651077-0.000613264j -0.00339564+0.00130132j 0.00695481-0.000724367j 0.00753229-0.000430586j 0.00890835-0.000184948j 0.00205227+0.00139523j 3.46189e-05-0.00137289j 0.00709978-0.000126517j 0.00209359+0.00180412j 0.0128448+0.000730657j -0.0038763-0.000497812j 0.00544613+0.00125648j 0.00678022-3.59324e-05j -0.00145739+0.00108794j -0.00275396+0.0012541j 0.00135757-0.00235278j -0.00230166-0.00112394j -0.00309071-0.000563776j -0.00913808-0.00151855j 0.0036644+0.00227307j -0.00322987-0.000400716j 0.00533221+0.00409798j 0.00128385+0.000484737j 0.00931652+0.000119017j -0.000166804-0.00186949j 0.0064126+0.00336412j -0.000475289-0.00296384j -0.00554593-0.00084676j -0.0075356-4.05211e-06j 0.00134794+0.00143263j 0.00654939-0.000685036j 0.00588395+0.00687185j -0.0110856+0.00148961j 0.00802145+0.00849341j 
-0.000527165-0.00156016j 0.00070831+0.00307685j 0.00038091+9.54092e-05j -0.0012161-0.0022449j 0.000111795-0.00242698j -0.000852235-0.00192241j 0.000205117+0.000801868j 0.000570581+0.000147512j -0.000178934+0.0060267j -0.00445598+9.8794e-05j -0.00269582-0.0012995j -0.00451774-0.00290862j -0.0100011-0.000951888j -0.00265741-0.000777751j -0.00142728-0.00556754j -0.00712764+0.00173168j -0.00275217+0.0024392j -0.0107421+0.000156692j 0.00244335-0.00325652j 0.00982872+0.00460083j 0.00601707-0.000274844j -0.00878737+0.000530289j 0.0065819+0.00367642j -0.00124506-0.00264476j -0.00278047-0.0023792j 0.000190738-0.00188733j -0.000223586+0.0030856j 0.00160857-0.00114789j 0.00134332+0.000654224j -0.0048308+0.00160938j -0.0060096-0.00562416j -0.00710088-0.00142025j 0.00456238-0.00169849j 0.00070533-0.00408394j -0.00760738-0.00365847j 0.00527819+0.00226459j 0.000780967-0.00366089j 0.00255181+0.00142367j 0.000715071+0.00266952j -0.00380002-0.00421478j -0.00123357+0.000834573j -0.00150266-0.00258683j 9.59877e-05+0.00115185j -0.000793287-1.66611e-05j 0.00200945+0.00400374j -0.00077054-0.000852458j -0.00117241-0.00122469j 2.65965e-05-0.00373067j -0.00177873-0.00373038j 0.0029681+0.000970265j 0.00167347+0.00274273j -0.000775993+0.00245839j 0.00340134+0.00548901j -0.000521179-0.000579775j 0.000207615+0.00037993j -0.000474395-0.000825574j -6.15008e-05-0.00287896j 5.37545e-05+0.00330225j -0.000428924+0.00149516j 0.00143957+0.000859281j -0.00220484-0.00213754j 0.00115562-0.000307442j -0.000408499-0.00075679j 2.15375e-05+0.00100129j -0.00234232+0.00201734j 0.000881171+0.00222937j -0.000769905+0.00124762j 0.000286416+0.00125794j -0.000499967+0.00186615j -0.00110043-0.000877388j 
0.00088479-0.000230724j 0.000273232-0.000140422j 0.000339267-0.000944122j -0.00106597-0.000508399j 0.000218304+0.00192415j -0.00536481-0.00171754j 0.00076586+0.00028793j 0.00126683+0.00166306j -0.00250935+0.000444556j -0.000755563-0.00313306j -0.00796167-0.00560615j 0.00346532-0.00117005j 0.00485022+0.000787171j 0.0073992+0.0016357j 0.0068242+4.8008e-05j 0.00306103+0.00167294j -0.00204205+0.00948781j 0.00554324-0.0018998j 0.000805977-0.000370924j -0.00935261-0.00903014j -0.00325065-0.000443415j 0.0106494+0.000660696j -0.00328787-0.00919361j -3.55664e-05-0.00531438j -0.00528982+0.00330044j -0.00337823-0.00514529j 0.00165554+0.00539378j 0.00612833+0.00486459j -0.00774912-0.00528835j 0.00849847-0.00258941j 9.27544e-05+0.00804014j 0.0148329-0.00235202j -0.00205419+0.00163152j -0.00272595-0.00388527j -0.00141306+0.00396813j -0.00477277-0.0100592j -0.00300085+0.00579965j -0.00692117+0.00702125j 0.00161343-0.000525842j 0.00328383+0.0022375j 0.00671086+0.000942636j 0.00418311-0.0024742j -0.000379638-0.00345376j 0.000949373+0.00128141j 0.0014748+0.00519185j 0.00420086-0.00161465j 0.000250971-0.00014945j -0.0017185-0.00252499j 0.00302248-0.00229162j -6.44014e-05+0.00295772j -0.00493277+0.00102515j 0.00472068-3.66341e-05j -0.00279867-0.000495367j -0.00214307-0.000839122j -0.000648272+0.00154885j -0.000537264-0.00126759j -0.00338517-0.00357642j 4.59251e-05-0.00196959j -0.00136883-0.000940153j 0.00185655+0.00696546j 0.00326925+0.00190401j 0.000423718+0.000584629j -0.000828404-0.000263753j -0.000683506+0.00248863j 0.00337463+0.00436607j -0.00103026-0.00229905j 0.00128032+0.000551142j -0.000216053+0.000817056j -0.000538836+0.000110449j 0.00153525+0.00132154j 
-0.00142131+0.000908372j 6.40401e-05-0.00158513j 0.00066269-0.000589424j 0.00205947+0.00102265j -0.00141889+0.00318385j 0.00393465+0.00284889j 0.00100832+0.00101777j 0.00129614+0.00101768j 0.000649535-0.00845207j 0.00419409-0.00168709j 0.00348513+0.00269517j -0.00154368+0.0022746j 0.00160856-0.000186524j -0.00740631+0.001506j -0.00221993+0.00222816j 0.0105444-0.00100199j -0.00472097-0.00446766j 0.00517347-0.000472543j -0.0113565-0.00301911j -0.00063183+0.00950018j -0.00850995+0.00194082j -0.000971093+0.000833596j -0.00507041+0.00193621j -0.00987285+0.000886368j 0.00639796+0.000606652j -0.000563542+0.00161012j -0.00587806-0.0020977j -0.00407709-0.00203263j 0.0128659+0.00369339j 0.00615527-0.00107032j 0.00245431-0.00153335j 0.00120097-0.00143445j -0.00315686-0.00676979j -0.00417523+0.000299007j 0.00339743-0.00397023j 0.00172815+0.00348755j 0.00348335+0.00134031j -0.00430005-0.00234593j 0.00102063-0.00121372j 0.00549022+0.00101374j -0.0012255-7.19092e-05j -0.00441658+0.00111216j 0.00318378+0.000387359j 0.00307247-0.000345382j -0.00238504-0.00268581j 0.00328788+0.00060342j 0.00312237+0.00139768j 0.00380592+0.000564284j 0.000552639+0.00427245j 0.00197715-0.00111912j 0.00206332-0.00424491j 0.000624687+0.000441857j -0.000406252+0.00044734j -0.00200367-6.5587e-05j 0.00123748-0.00221991j 0.00117307+0.000968594j 0.00159589+0.000891859j 0.00438176+0.000601537j 0.0019738-0.00283393j -0.00212298-0.00289775j 0.00136165+0.00174555j -0.000944674+0.00232752j 0.00153691+0.00263296j -0.000933097-0.00200951j -0.00123883-0.00191972j 0.0022686-0.00124324j 0.00215907+0.0018791j 0.000191273-0.000834393j 0.000147087-0.000351825j -0.000408781+0.000169743j 
0.00161253+0.00184389j 0.000190993-0.000552696j -0.00208771-0.00195033j 0.00104632+0.0029506j 0.000157114+0.000282438j -0.00391845-0.00499352j -0.000398621+0.000334215j -8.76023e-05+0.00283018j 0.00336176+0.00194173j -0.00449969+0.000419473j -0.00248286-0.00325254j 0.00608344+0.00530624j 0.00265175-0.00583654j -0.00196794+0.0087053j -0.0105232-0.000134509j -0.000240342-0.00195429j 0.00550213+0.000745306j 0.00152022+0.00213782j -0.00295877+0.00155989j -0.00621159-0.00354454j -0.00124918+0.0010692j 0.000742422+0.00251564j -0.00421317+0.00609622j -0.00123526+0.00375692j 0.00300981-0.00641546j 0.00126663-0.0068345j -0.000357564+0.00812745j -0.00679642+0.00162118j -0.00359946-0.00861046j -0.00476813+0.001239j 0.0045649+0.000847448j -0.00578625+0.00945727j 0.0029167-0.00435934j 0.00203279+0.00223377j 0.00449245+0.000226545j -0.00292191-0.00651475j 0.00372831-0.00450874j 0.000161099+0.00226772j -0.00289197+0.00541283j -0.000631344-7.62564e-05j -0.000653177+0.00740375j 0.00245361+0.00454887j 0.00359843+0.00203803j 0.000727699+0.00321052j -0.00360605+0.0041489j 0.000523644+0.000273611j 0.00287025-0.00248266j 0.00261043-0.00197373j -0.000253225-0.00203028j 0.000127169-0.00328892j 0.00127101+0.00298137j -0.0030836-0.000836116j -0.00450885-0.00144116j 0.00158072+0.00020621j 0.00456768+0.00379879j -0.00340225-0.00390533j 0.002257-0.000937279j -0.00365966-0.000706225j 0.000146732+0.00269636j -0.00387149+0.00236026j -0.00330686+0.00165602j -0.00134591-0.00094495j 0.00125894-0.00109613j 0.000144807-0.00149335j -0.00136918+0.00231881j -0.000551516-0.00277873j 0.00109804-0.00367295j 0.000798323-0.00189064j 6.16547e-06-0.00195061j 0.000325453+0.00127915j 
0.000216755+0.001262j -0.000715286-0.00140747j -0.00110913+7.95499e-05j 0.00221577+0.00378587j 0.000821683+0.00200576j -6.48727e-06+0.000919627j 0.000500066+4.65816e-05j -0.00164791-0.00115144j -0.00166972-0.00200168j -0.000292744-0.00140616j -0.0019434+0.000709701j -0.00187834-0.00103977j 0.000158385-0.000586364j -0.000334204-0.00144399j 0.00165487+0.00320546j 0.000880644+0.00010066j 0.00215772-0.0049214j -0.00193561-0.00310858j 1.84275e-06-0.00261723j 0.000230866-0.000374032j 0.000774704-2.97841e-05j 0.000895245-0.00215967j -0.00162443-0.00235916j 0.000603127-0.00134691j 0.00240825+0.00103178j -0.00147621+0.000359282j 0.00179863-0.000905913j 0.00176138-0.00210073j -0.000135717+0.00207659j -0.00138443+0.000538578j -0.000394666+0.00130302j -0.00315732-0.00311887j -0.000569063+0.000849157j -0.00195547-0.000188837j 0.000566151-0.000383022j -0.00210728+0.00115586j 0.00104693+0.00208157j 0.00369364+0.000165633j 0.000111942-0.00124897j 2.32882e-05-0.00061142j -0.000659673-8.30585e-05j -0.000580601-0.0022354j -0.0007505-0.000137615j -0.000395282+0.00123027j 0.000245296-0.00056156j -0.00164754+0.0013327j -0.00153178+0.00104336j -0.000876605+0.000811878j -0.000809379+0.00107341j -0.00095123+0.00113825j 0.00115936-0.00175879j 3.86552e-05+0.00107874j 0.000197408+0.00112358j 0.000587576-0.00195622j -0.000279394+0.00150475j -0.000256953-0.000222746j -0.00065331+0.00117065j -0.0004735-0.000698784j 0.000318029-0.00120494j 0.000745867+0.00141871j 0.000684475-0.000351137j -0.000316945+0.00288347j -4.49296e-05-0.000568236j 0.000361464-0.00117762j 0.000720825-0.00147944j 0.000429949-0.000170119j 4.72712e-05-0.000905978j 0.000641693-0.00127728j 0.00103175-0.000772433j -6.9988e-05-0.000708929j 
0.000222797+7.96224e-05j 0.00201408+0.00122856j -0.00099731+0.000428703j -0.000160106-0.00113578j 0.00212391+0.000732698j -0.00072216+0.000169307j 0.00541738+0.00350071j 0.00432379+0.000248353j 0.00289447-0.00108138j -0.00213821+0.000218547j 0.000853146-0.00210946j 0.00226281+0.00171757j -0.00909252-0.00273814j -0.0115997-0.00261226j -0.00787951-0.00624949j -0.00384036-0.000754954j -0.00781179+0.0104031j -0.000768329-0.00585241j -0.00314513-0.00414013j 0.0118606+0.000859469j 0.00023572+2.89358e-05j -0.00525431-0.00408724j 0.00764217+0.00194415j -0.00586729-0.00296087j -0.00638122+0.00112429j -0.00060346+0.00221307j -0.00772316+0.00391273j -0.00877075-0.00716018j 0.00783071-0.00135241j 0.00351379-0.00682868j -0.00697335-0.00760515j 0.00421068-0.00767375j 0.00234572-0.00256375j 0.003662-0.00190081j -0.00251847+0.00203263j 0.00757186-0.00121655j -0.00504392+0.0008326j -0.00842606+0.00441312j 0.00352577+0.00359318j -0.00505871-0.00280606j 0.00230004+0.00136027j 0.00177122-0.00240458j 0.00417253+0.0090141j -0.00186903+0.00511498j 0.00465995+0.0033453j 0.00292764-0.000372722j 0.00198114-0.000403949j -0.000560103-0.00100838j 0.00119018-0.00409187j 0.0019884+0.00169502j -0.00325487+0.00205098j 0.00286165-0.00162796j 0.00252777+6.07912e-05j -0.00166288+0.0012236j -0.0012927+0.00105124j 0.00121662+0.00162009j 0.000994304-0.000928181j 0.00194983+0.000898648j 9.44507e-05+0.000721003j -0.00244413-0.00249831j -0.000600685-7.63118e-05j 0.000196526-0.00114344j 0.00111222+0.00254273j 0.00088619+0.00197398j 0.000268417+0.00128981j -0.000792372-0.00177784j 0.000221714+0.00121676j -0.00122545-0.00021539j -0.000627859+0.000880441j 0.00014426+0.00241095j 
-4.36851e-05+0.00258755j -1.18851e-05-0.00108763j -0.00083394-0.0015645j 0.0018568+0.00317823j -0.000969411+0.00319795j -0.00384036-0.00218818j -0.000490734-0.00112381j 0.000239741+0.000482131j -0.00131898+8.17368e-05j -0.0033068-0.00641008j -0.00903531+0.00156578j -0.00792581-0.00216627j -0.00835098+0.00211939j -0.00459674+0.00092517j -0.00161795-0.00617019j 0.00293066-0.000802205j 0.00159537+0.000357973j -0.00539099-0.00247641j -0.00849786-0.00401932j 0.00452018-0.00405319j -0.000470454+0.00152015j -0.000776658-0.00336541j -0.00276095-0.000462526j -0.00930504-0.00406733j 0.00648137-0.00133566j -0.0014699-0.00131118j 0.00197567+0.00315549j 0.00137889-0.00825739j 0.00884844-0.00193528j 0.000892565-0.000640895j -0.00448477+0.00430626j -0.0103119-0.00626114j -0.00287991-0.00120513j -0.00923275+0.000732833j -0.0045547+0.00146361j -0.000485122-0.00337729j 0.00736719+2.94463e-05j 0.00776567+0.00154601j 0.00130935-0.00344184j 0.00173266-0.00635929j -0.00106382+0.00191777j -0.00675791-0.00391118j -0.0017111+0.000980531j 0.00154745+0.00256168j 0.00212762+0.00185392j -0.000341963-0.000583663j -0.000133319+0.00146224j -0.0024806-0.00121712j -0.00290447-0.0041869j 0.00461446+0.00170254j 0.000448856+0.00103675j 0.00192871+7.89249e-05j 0.00378532+0.00411213j -0.000240895-0.00353815j -0.00303579+0.00510276j 0.00152331-0.00469669j -0.00348515-0.000499374j 0.00384452+0.000217323j -0.00132724+0.000544221j 0.00387047+0.0044065j 0.00316884-0.0021026j 0.00125145+0.00529522j 0.000286848-1.57385e-05j 0.000676982-0.00250524j 0.00132574+0.00139843j 0.00213996+0.00107153j 0.00294456-0.000739277j 0.00156906-0.00066551j 0.0022886-0.00083158j -0.000878971-0.00114885j 
-0.00047398+0.00219672j -0.000521756+0.000438751j -0.000752712-0.00153958j 0.00169383+0.00261042j 0.000634272+0.000920256j 0.00106339-0.000301459j -0.00297861-0.00205914j -0.00493047-9.4062e-05j 0.00317802-0.000665359j -0.00339632+0.00131618j 0.00114986+0.00163108j -0.00551409+0.00845428j 0.00923573+0.00532582j -0.00096313+0.001451j 0.00126303+0.00546946j 0.000428314+0.00483818j -0.00148773+0.00497123j -0.00247705+0.00551803j 0.00208783-0.00354712j 0.000795747-0.00971823j 0.00350351-0.00469521j 0.00183328+0.0046254j -0.00201109-0.00825512j -0.00586237+0.00625692j -0.00274805-0.000558733j 0.00291662+0.00037781j -0.00597492+0.00201268j -0.00028012+0.00211726j -0.00463611-0.00640569j 0.00124987+0.000671069j 0.00449463+0.00511245j -0.00360161+0.00630145j 0.0104719-0.00072907j -0.00160516+0.00271375j -0.00365899+0.00518015j 0.0052506-0.00444012j -0.00725716+0.000470214j -0.0061904-0.00134533j -0.003015+0.00066686j -0.00696621+0.00542908j -0.00188921+2.9688e-06j -0.0014287+0.00333462j -0.00329321-0.00180015j -0.00440233-0.000119751j -0.000268835-0.00368008j -0.000764027+0.00030438j -0.000837503-0.00155706j -0.00161315+0.0036696j -0.0024189+0.00393091j 0.00182896-0.000491714j -0.00168988-0.00130904j 0.00300137-0.000415632j 0.00514867-0.00296773j -0.00262182-0.00175099j 0.00293867+0.00325516j -0.00432585-0.000432787j 0.00153039+0.00189026j -0.00152146-0.00252469j 0.000391403-0.000646132j 0.00160157-0.000508719j -0.00474781-0.00134409j 0.000706636+2.32615e-05j -0.000882087-0.00197898j 0.000273178-0.00153841j -0.00153501-0.000977749j 0.00150003-0.00115018j 0.00113598-0.00216258j 0.00207902-0.00174068j 0.00119683-0.000947415j -0.00250704-0.00104763j 
-0.0011473+0.00303496j -0.0010225-0.00346217j -0.00275254+0.000810422j 0.00264376+0.00230103j 0.00418348+0.00629469j 0.001147-0.00120431j 0.00063561-0.00334424j -0.00465869-0.00163015j 0.00728859-0.00485427j 0.00199039-0.00378246j -0.00134519-0.00786379j -0.00220224-0.0100402j 0.00500026+0.00381795j -0.00357766-0.00365521j -0.00419231+0.00293448j -0.000964145+0.00431433j 6.79627e-05-0.00238112j -0.000945619-0.00207523j 6.02339e-05-0.00405174j 0.00799273-0.000790478j -0.000844255-0.000652224j 0.00194403+0.00277439j -0.000867887-0.00719534j -0.00435717-0.00951206j 0.00300189-0.000539284j 0.00204168-9.70231e-05j -0.00382074-0.00286134j -0.00384145+0.00040012j 0.00254574-0.000448213j -0.00297101+0.00315699j -0.00225597+0.00235691j -0.00158972+2.59856e-05j 0.00179498+0.00567218j 0.000402318-0.00476337j 0.00148448+0.000332126j 0.00239121+0.00266332j -0.00377787-0.00158723j 0.00427896-0.0014816j 0.00250261-0.000762012j -0.00330675-0.00081653j -0.00148849+0.00153507j 0.00104762-0.00108191j -0.000616218-0.00146847j -0.00263715+0.00136312j -0.00177439+0.00121667j -0.00147427+0.00338082j -0.00102355+0.000812607j -0.00202274+0.000911855j 0.000200311+0.00230811j -0.00372315+0.00407829j -0.000487218-0.00399572j -0.00289961+0.00138786j -0.000250549+0.00210447j 0.00293529-0.00328545j -0.000857701+0.00219062j 0.00112492-0.00206959j 0.00285569+0.00139018j -0.000209896-0.0018259j -0.00024916-0.00321202j -0.00376094+0.00352304j 0.00167986-0.00184079j -0.00170485+0.00243251j -0.000160632-0.00225945j -9.08008e-05+0.0002293j -1.79829e-05-0.00139982j -0.00227227-0.000916257j -0.00245826-0.00304578j -0.00133949-0.0030533j 0.00221103-0.000560668j -0.000680072-0.00163544j 
-0.000675681+0.000255454j 0.000677152+0.0022152j 0.00333267-0.000345186j -0.00522581-0.00683463j -0.00360414-0.00238847j -0.00157252+0.000557495j -0.00386788-0.00211526j 0.00382069+0.00228593j 0.0030696+0.00307032j -0.00361636-0.00554724j -0.00291161+0.00716999j -0.00453221+0.000658671j 0.000196466+0.00524777j 0.00324672+0.00304796j -0.00280348-0.00333522j 0.00138112-0.00250259j -0.000763875+0.000123394j 0.000426492+0.00653488j -0.000159393+0.0104359j -0.00414751-0.00014991j -0.00170703+0.00219253j -0.000237961+0.00128409j -0.002729+0.00838095j -0.0109188+0.00438563j 0.000122158-0.00832159j -0.000766929-0.00120797j 0.00116725-0.00344067j 7.79415e-05+0.00268035j 0.00200709-0.00795688j 0.00365062+0.00222057j 0.00323795+0.00273496j -0.000886269+0.00812908j -0.000641164+0.00657198j -0.00508345+0.00409932j -0.001096-0.00044924j -0.000976879-0.000230036j 0.00302521-0.00939422j 0.00218178-0.00837672j -0.00149984-0.00277092j 0.000763981-0.00322579j 0.000764523-0.000531319j -0.00416149+0.00380147j -0.00108798-0.00140124j 0.00298577-0.00625141j 0.00153556+0.00145627j 0.00131332-0.00220192j 0.00144392-0.000612402j 4.25948e-05-0.0017443j -0.00192342-0.00325905j 0.0035513-0.000823621j 0.000792598+0.00163098j -0.000236238+0.00137023j 0.00293633+0.00128375j -0.00196424-7.93763e-05j 0.000737771+0.000626985j -0.00185645-0.00304085j -0.00174043-0.00145487j 0.00245586+0.000348999j -0.00100729+0.00461126j 0.00497525+8.0567e-05j 0.000507938-0.00376155j 0.00268197-0.00318414j -0.00116802+0.000620661j -0.000260629+0.000403468j 0.000245343+0.00236607j 0.00140146+0.00383227j 0.0025551+0.00312334j -0.000135418+0.0044649j -0.000185913+0.00113621j -0.00117146+0.000316446j 
-0.00110708+0.00112159j 0.00399786-0.00172732j 0.00311233+0.00488021j -0.00245318-0.00639032j 9.731e-05+0.00435519j -0.00122229-0.000870449j 0.00146557+0.00222111j -0.00290394-0.00295984j 0.0101741-0.00322551j -0.00547485+0.00523008j -0.00394407-0.00482376j -0.00311116-0.0101997j 0.0109184-0.00377444j -0.00329271-0.00766715j -0.00569376-0.0010686j 0.0039078+0.00489217j 0.00756612+0.0130349j 0.00336327+0.00440138j -0.00617896+0.000770152j -0.00168837+0.00910262j -0.00751781-0.00232898j 0.00132954+0.000699437j -0.0105588+0.000334296j -0.0121944+0.00194362j 0.00231354-0.00381818j 0.00183395+5.48e-05j 0.00108637+0.00230329j 0.00227345+0.00124877j 0.000490621+0.000918506j -6.47767e-05-0.00218065j 0.00388382-0.00424963j -0.000247515-0.00140694j 0.00228924+0.000452504j -0.00461482-0.00432926j 0.00402431+0.00459454j -0.00275327+2.61721e-05j 0.00240857-0.0022457j 0.00341583+0.00696008j 0.00033987+0.00104398j 0.00262035+0.00282169j -0.000352378-0.00172296j -0.00160008-0.00114679j -0.00151432-0.000628499j 0.00152969+2.14502e-05j -0.000240879-0.00121134j 0.000324274-0.00106499j -0.00142143+0.00218667j 0.00107609-0.00140197j 0.000984388-0.00121221j 0.00179806-0.000660732j -0.00011031+0.00148505j -0.00296717+5.5249e-05j 0.000157013-0.00235119j -0.000857438+0.00182026j 0.00272329-0.000441131j -0.000366668+0.00263613j 0.000251537-0.000252072j -0.000247628-3.90593e-05j -0.000368056+0.00130852j 0.000776783-0.000837907j -0.00011781-0.00140031j -0.000346008-0.00320257j -0.00186908+0.000501252j 0.000488798+0.00189517j 0.00194579+0.00125059j -0.00174665+0.00174288j 8.29217e-05+0.00237894j -0.00227961+0.00203712j 0.000986607+0.00195177j -0.000371245+0.00286985j 
0.00356146-0.00271231j 0.00164567+0.00181037j 0.00268145+0.00343824j 0.0022003+0.00361558j -0.0010447-0.0046281j -0.000948929-0.00265573j 0.00349065+0.00603605j -0.0058325-0.00535142j -0.0078782+0.00570526j -0.00630939+0.00923929j -0.0038061+0.004052j -0.009185+0.00447928j -0.000463602-0.009061j -0.00156429-0.000944399j 0.00353767+0.00813383j -7.10063e-06-0.00488282j -0.00314871+0.00162979j 0.00058506-0.00251322j 0.00155749+0.00176964j -0.00134646+0.00533266j 0.00174431+0.00205084j -0.00166604-0.00436837j 0.00152454+0.00372719j 0.0016686+0.00623206j -0.00321959-0.00864535j -0.00143496+0.00189971j 0.00042388+0.000242605j 0.00537998-0.00017j -0.00171165-0.00130896j 0.00162104-0.00137784j -0.000371535-0.00303957j 0.000900829-0.000454864j 0.00248896+0.00535199j 7.26845e-05+0.000589303j -0.000526742-0.000430245j -3.71699e-06+0.00541402j 0.00123395-0.00309005j -0.0027964+8.46199e-05j -0.00314764+0.00321647j 0.00259991-0.0019101j 0.00153997-0.00105848j 0.000683416-0.00218745j 0.00019253+0.000215423j 0.000642346-0.000376083j 0.00159283-0.000582521j 0.00130885+6.58596e-05j 0.000838366+0.0026168j 0.00177051-0.00306538j 0.00123442-0.00233342j 0.00328614-0.000795256j -0.00172215-0.000850236j 0.00341993+0.0046995j -0.000243613-0.00174926j -0.00265055-0.00186532j 0.000769531+0.00193089j -0.00117639+0.00307981j -0.00277572+0.00318578j -0.00204231+0.00152023j 0.000110129+0.000575322j 0.00247858-0.000833155j -0.00199855-0.000358865j 0.00187632+0.00133366j 0.00130107-0.000504594j -0.000210695-0.000838974j 0.000390136-0.000876844j 0.00183238-0.000634867j 0.0012461+0.00255756j 0.000544645+0.00125335j -0.00102609-0.000489232j 0.00163743+0.00239118j 
0.000386071-0.000250693j -0.000750043-7.97363e-05j 0.00131672+0.000199881j -0.0021495-0.00384375j -0.00822212-0.00186035j -0.00146389-0.00109893j -0.00658948-0.0028151j 0.00253244+0.000582673j 0.0055761+0.000302582j 0.00573537+0.00151163j 0.00712883-9.26108e-05j 0.00316652-0.00365332j -0.00659829+0.00969389j 0.00557059+0.00396724j -0.00406352-0.00260224j -0.00259479+0.00468933j 0.000988056+0.00459746j 0.00683662+0.00604613j -0.000149401+0.00296839j -0.00166521-0.00617109j -0.000381379-0.00415211j -0.00059397+0.00437791j 0.0080627-0.00458708j 0.00363883-0.00120901j -0.00227396+0.00331428j 0.00327096-0.000490689j 0.00184204-0.000994525j -0.00533906+0.0039164j 0.00433902-0.000144217j 0.00391421+0.00310182j -0.000596017+0.00315166j 0.00227475+0.00496406j -0.00519241-0.00339146j 0.00202726-0.00236196j -0.000903627+0.00220377j 0.00362228-0.0056945j -0.00244863+0.000405148j -0.00227001-0.002704j 0.0015819-0.00480148j -0.00266923+9.11951e-05j -9.28417e-05-0.00165067j -0.000267445+0.0012868j 0.00201358-0.00326824j 0.00121872-0.00242712j 0.000700977-0.00273268j -0.0010952-0.00116751j 5.13166e-05+0.000432539j -0.00103926+0.000976692j -0.00417007-0.000528176j -0.00185936-0.00420742j 0.002566+0.00333557j -0.00238408-0.00233324j 4.83352e-05-0.001119j 0.00146418+0.00191939j -0.00326591-0.00254708j 0.00149447-0.000960996j 0.00128078-4.21228e-05j 0.00442963+0.00454563j 0.00362222+0.00443303j -0.000267575-0.00153272j 0.00231039+0.0022322j -0.000814838-0.00203089j 6.66911e-05-0.000581678j -0.00223791-0.00426444j -0.00139+0.000913743j 0.0016521+0.00488181j -0.00114721-0.000341857j -0.000148615+0.00126768j -0.00108699-0.0011635j -0.000639458-0.000616853j 
