0.0183974+0.0678265j 0.0696904-0.0311787j 0.125688+0.0282282j 0.044502-0.0891782j -0.0306384-0.0795958j -0.0634429-0.0279014j -0.129072-0.107712j 0.0305086-0.189676j -0.0965877+0.00521743j 0.00111412-0.0160109j -0.0396709+0.0538007j 0.0288387+7.00854e-05j 0.0849852+0.0569345j 0.0102642-0.19112j 0.0467083-0.0872959j -0.0895113+0.0307278j -0.0393035+0.0331643j -0.0631042-0.120476j 0.185252+0.0321579j 0.033839+0.160486j 0.119315-0.0186322j 0.0348072+0.0592208j -0.0417982-0.104465j -0.0190713-0.024728j 0.0860964-0.0723594j 0.0671232+0.0043045j -0.039388+0.102791j -0.0363843+0.04858j -0.134208+0.0273897j -0.0152885-0.0744125j 0.101124-0.0521109j -0.00584165+0.0114744j -0.0759808-0.0107076j -0.0511313-0.121741j 0.0542189-0.0256509j 0.0515928-0.0225181j 0.0189031-0.0132688j -0.064646-0.0330418j 0.0527118-0.0395906j 0.094918+0.0580701j 0.0364951-0.0118557j -0.0050074-0.0988308j -0.0335023+0.00753706j 0.142239-0.0248847j 0.0433026+0.0716208j 0.0102648+0.0163821j -0.0661332-0.0401748j 0.000444275-0.00799352j -0.133203-0.000270936j 0.0147657+0.0108031j -0.0146633-0.0431174j 0.0310531-0.061886j 0.0439766-0.0357132j -0.101069-0.0221387j 0.0811314-0.118665j -0.0389045-0.0243848j 0.00171422-0.0127786j 0.0553465+0.0631259j -0.012469-0.0756484j 0.016278+0.00516045j -0.0693047-0.0678617j 0.0337252+0.0106598j -0.0363268-0.0243908j -0.0760654-0.0406578j -0.0598151-0.00947403j 0.0988296-0.0358267j -0.0110151+0.0569548j -0.018816+0.069372j -0.0882779+0.121111j -0.0494745-0.099473j -0.069447+0.0482665j -0.0267285-0.0960746j 0.180769-0.0973383j -0.00187174+0.0758099j 0.107858-0.0121946j 0.0982063-0.119917j 0.117046+0.0986678j 
-0.000781198-0.00184244j -0.00169936+0.00228161j -0.000277793-0.00146909j -0.00295912+0.00715169j 0.00511523+0.00348595j 0.000593685+0.00607966j -0.00284572+0.00343397j 0.00287228+0.00668325j 0.00505152+0.000837673j 0.00240266-0.00131996j -0.00163946+0.00896146j 0.00167149+0.00065532j -0.00192805-0.000496778j 0.00149931+0.00586473j 0.00405733-0.00383041j 0.00422048+0.0036782j -0.00135637-0.000938654j 0.0056067-0.000823637j 0.00721438+0.00235229j -0.000207857+0.00893757j -0.0130357+0.00590971j 0.00407199-0.00224915j 0.00525086+0.00504636j 0.00210702+0.000174114j -0.00121867+0.00468107j 0.00107884+0.00196614j 0.0100483-0.00585644j -0.00422172-0.0038862j -0.00246736+0.00490576j 0.000964897+0.00707978j -0.00427614+0.000308355j -0.00209361-0.00418366j -0.00690827+0.00166597j -0.0024597-0.00385122j 0.0112239+0.00596472j -0.00155934-0.00489501j -0.00194726-0.000217782j 0.00257533-0.0146906j 0.00173671-0.000551567j -0.00615859+0.00226665j -0.00785258+0.000840605j -0.0042807+0.00106905j -0.00493164-0.00406567j 0.000746259-0.00340175j -0.00477606+0.00233917j -0.00303604-0.00183516j 0.000198983+0.00328173j 0.000354382+0.0039954j 0.00493377+0.00106708j 0.00239634+0.000677207j -0.00227602-0.00247051j -0.00220791+0.00318574j 0.000690937-0.00278209j 0.00159464-0.00463063j 0.00271558+0.00942202j 0.000206249+0.0028368j 0.00286866+0.0015196j 0.00415536-0.00061224j -0.00351385+0.00433234j -0.00160668-0.00214221j 0.00621231+0.0075296j -0.000763038+0.00452858j -0.00225089+0.000776629j -0.00145272-0.000675764j -0.000247842-0.000301017j -0.00209178-0.000781957j 0.000978364-0.00362049j -0.00157371+0.00158095j -0.00129013-0.00206909j 0.00448449+0.00174193j -0.000344415-0.00118147j -0.00439809+0.00466108j -0.000980524+0.00253946j 0.00265578-0.00430114j -0.00529682-0.00140886j -0.001715+0.000739866j -0.00111006-0.00129079j 
0.00158828-0.00132507j -0.000235947-0.00103236j 0.00448293-0.00170679j 0.00201086+0.00232988j 0.00217771-0.00200764j 0.000572873+0.00539241j 0.000645896+0.00532282j 0.00305357-0.00475098j -0.00471844+0.00358559j -0.00572877+0.00617005j 0.00928388+0.00139123j 0.000744841-0.0059954j 0.000639582+0.0045218j 0.00253932-0.00725542j -0.00400081-0.00390195j -0.00197511+0.000443983j 0.00289119+5.00633e-05j -0.00364671+0.00477105j -0.00153263-0.00292874j -0.00127546-0.00337983j 0.00440226+0.000575302j 0.00186923+0.000798224j 0.00134716-0.00567724j 0.00340893-0.000477724j -0.00149398-0.00114721j -0.00363497+0.00416487j -0.00266245+0.000925798j 0.00449471-0.00644343j 0.00102188-0.0023871j -0.00355721-0.00396262j 0.003288-0.00251277j 0.00326645+0.0055936j -0.00217465-0.000862821j 0.00723709+0.00161546j -0.00159255-0.00306929j 0.00138933-0.0016989j 0.00173594+0.00400887j 0.00360571+0.00245277j 0.0030862+0.00237519j 0.00736798+0.00490512j -0.00130126+0.00421924j 0.00189389+0.00121845j 0.00134017-0.00285574j -0.00236512+0.00302084j -0.00117263-0.00241333j -0.00235757-0.00370211j 0.000798057-0.00397438j -0.00140804-3.06847e-05j 0.00589659-0.00348797j -0.0010654-0.0038234j 0.00447315+0.00311089j -0.000508885-0.00296654j 0.00294527-0.00284492j 0.000613166+0.000403776j -0.00209816-0.0036448j 0.00353618-0.000203091j 0.00224313+0.000160297j 0.00218302-0.000666531j 0.0037624+0.0017558j 0.00361761+0.000498908j -0.00461531-0.00273555j -0.00197118-0.00691462j 0.00168036-0.00318062j -0.00102561-0.0011314j -0.00248452+0.00236555j 0.00110422-0.000449476j -0.000686995+0.00106134j -0.000120143+0.00098821j -0.00341136+0.0021487j -0.000660905-0.00289571j 0.00151917-0.00340625j -0.000203043+0.00127564j 0.000448412-0.00259806j -0.00259043+0.000843523j 0.00272012+0.0018214j 0.000850619-0.000628375j 0.00122206+0.0011566j 
0.00624425-0.0076744j 0.000191523-0.00268589j 0.0160433-0.0124339j 0.00863586+0.0154175j 0.0217323-0.0112581j 0.0142746+0.0201974j 0.00633369+0.0116883j 0.0043964-6.27599e-05j -0.00137921+0.0128306j -0.0145285+0.00910183j 0.0175354-0.000967566j -0.00234893-0.00493684j 0.000274338-0.000601096j 0.00307351+0.00543476j -0.0116048+0.00178027j -0.00633785-0.00424035j -0.00514065-0.00154284j -0.000963865+0.00971394j -0.00561546+0.011719j 0.0055474-0.00378997j 0.00799001+0.00698517j 0.00696217-0.00188366j -0.00396854+0.00733197j 0.0080176+0.00883954j -0.0147672+0.00563569j -0.00291108+0.00203885j 0.00394138+0.00309563j -0.00821293-0.0132749j 0.00951236+0.00324492j -0.00475235+0.0103702j -0.00866486-0.00160705j -0.00223122-0.00110239j -0.00113669-0.00576432j 0.00750191+0.00574292j -0.00419645+0.00702314j 0.00267534+0.00338295j -0.000168134+0.00437457j 0.00955672+0.00157781j -0.012284+0.0116284j 0.00658918+0.00250568j -0.0104589-0.00267497j -0.000507634-0.00509884j -0.0051369-0.00703393j -0.00646001-0.00938514j -0.00117569-0.000492425j -0.00544458-0.00101196j 0.000642921+0.00543412j -0.001797-4.64591e-06j 0.00791604-0.00583184j -0.00364597-0.009585j 0.00156448-0.00362782j 0.00574157+0.00182276j -0.00164696-0.00393491j -0.000343335+0.00300488j 0.00116899-0.0106743j 0.000443921+0.00218222j -0.00267212+0.00264901j -0.0033753-0.00164224j 0.00306804+0.00451147j 0.00546662-0.000157492j -0.00285571+0.00444657j -0.00613259+0.00111279j -0.000363615-0.00362329j 0.00204132-0.0028886j 0.00176994+0.00722319j 0.000515723-0.00731242j 0.00415884-0.00159967j 0.00225186+0.00182957j -0.00181989+0.00409884j 0.000149104+0.00190704j 0.0102025-0.00213257j -0.00318535+0.00307474j -0.00446071+0.00247023j -0.00271489-0.00158597j 0.00365325+0.00150666j -0.00402376+0.00102711j -5.08882e-05-0.00269196j 
7.30922e-05+0.00119885j 0.00560361-0.00808871j -0.00741235-0.0167153j 0.0171226-0.0128424j -0.0149037-0.0145603j 0.0286241-0.00663686j 0.00439368-0.00631269j -0.00260683-0.0125176j 0.0104514+0.00182869j 0.00263433+0.0155606j 0.00536945-0.0224559j 0.00497239+0.00603975j 0.00776778-0.00733285j 0.000803538-0.00598504j -0.00410493-0.00598724j -0.00104042-0.00266768j -0.00243277-0.00674696j -0.00688411-0.00342878j 0.00202451-0.00693899j -0.0029006-0.0162186j -0.0103408-0.00329524j 0.00644473-0.00202653j 0.00176659+0.0137079j 0.0124779+0.00531924j 0.0083373-0.00167539j -0.0107724-0.00416557j -0.00676211+0.00682158j 0.00692604-0.00322297j 0.00289567+0.00805501j -0.0122968+0.000713415j -0.00482722+0.000145939j -0.000295601-0.00235362j 0.0107666-0.00872356j -0.0147696-0.00438067j -0.0040487+0.0045023j 0.00837751+0.0112704j 0.00206418+0.00933028j 0.00338011+0.00716618j -0.0143788-0.00506743j -0.00378417+0.00516848j 0.00212172-0.0110603j -0.00438488+0.00296235j -0.00481453+0.00136382j 0.00367949-0.00252643j 0.00543387-0.00423967j 0.00280957+0.00468553j -0.00830472+0.00619166j -0.00281614+0.00731715j 0.00305535+0.00962385j 0.00877235+0.00442055j -0.0119371+0.00324117j -0.0002677+0.00802421j 0.00386539-0.00379097j 0.00548069+0.0097881j -0.00246575-0.00244041j -0.00248534+0.000650284j -0.00111293-0.00320661j -0.00750271-0.00343323j -0.00336353-0.00196697j 0.00330236+0.00494466j 0.00215277-0.00478866j -0.00568766+0.00727366j 0.00545485-0.00140854j -0.00064421-0.00178647j -0.00145608+0.00107091j -0.00854158+0.0103505j 0.00410093-0.000459941j 0.000343861-0.006636j 0.00366275-0.00251251j -0.0027389+0.00154963j -0.000176245-0.00545721j 0.00319373+0.0042456j 0.00217824+0.00172819j -0.00563419-0.00116087j -0.00205134-0.000562576j -0.000662866-0.0025706j 0.00388583-0.0016383j 
0.000565871+0.00269561j 0.000697681-0.00245687j -0.00112635-6.68049e-05j -0.000370906-0.0122626j -0.000169335-0.00222274j -0.00129437-0.00998513j 0.000791298-0.0065479j -0.00117396-0.00471079j 0.000955362-0.0043088j 0.0133946+0.00126028j -0.00262478-0.00914586j -0.00177875-0.000198025j 0.00361488-0.00128226j -0.00254705-0.00432775j -0.000558692-0.000860742j 0.0021588-0.0025349j 0.00264239-0.00356791j -0.00267621-0.0103247j 0.00243321-0.00155377j -0.00425469+0.00202849j 0.00353639-0.00279627j 0.000529448+0.0037976j -0.00200787+0.0032794j -0.00400496+0.000259826j 0.00767792-0.0040863j -0.00172222-0.00263922j -0.00111839+0.00800388j 0.0057052+0.00888748j 0.000557255-0.00222107j 0.0024569+0.000295503j 0.00137895+0.00306678j -0.00376732-0.00287268j 0.00406237-0.00367206j -0.00172272-0.00298214j -0.00508429+0.000793594j 0.00387543+0.00166932j 0.000255444-0.00245205j -0.00241609+0.00255797j -0.00371047-0.00132317j 0.00268765-0.000467637j 0.00679346-0.0020869j 0.00116312-0.001254j 0.00302962+0.00658965j -7.60431e-05-0.00025749j 0.00497436-0.00438136j 0.00137732+0.00290526j -0.00161621-0.00142341j 0.000200361-0.00196259j -0.00697303+0.00406895j 0.00230684-0.000331967j -0.00491612+0.000179926j -0.00213912-0.000184042j -0.00264039+0.00599597j -0.00485695+0.00300091j 0.00213625+0.0072822j -0.00555034-0.00148206j 0.00135128-0.000835327j -0.00382681+0.00241219j 0.00182017-0.00284169j -0.00360767+0.000597074j -0.00039446-0.00371468j 0.00253807+0.000965146j 0.0018034+0.00142566j -0.00142408-0.000949306j 0.00113028-0.00279522j 0.00119764+0.00400589j -0.00245142-0.00146477j -0.000610952-0.00205995j 0.00441698+0.00150517j 0.00187814-0.00127133j -0.0058992+7.98931e-05j 0.00707777-0.00321257j 0.00220454+0.00373484j 0.00127962+0.00669604j 0.00350837+0.00074194j 0.000322809-0.00293877j 0.00256433-0.000325666j 
0.000852528-0.00329359j -0.00156397+0.00123256j 0.00501122-0.000166646j -0.000855332+0.00719597j 0.00779699+0.000713662j 0.000347046+0.00684285j -0.00142478+0.00168509j 0.00232102+0.00494535j -0.000161484+0.00374475j -0.00361759+0.000384665j -0.00121549+0.00216737j 0.000630327+0.00230427j -0.00281312+0.000150314j 0.00176667+0.00502985j -0.00188279+0.00396793j -0.00115871+0.00128504j -0.00255165+0.00120854j -0.000395249+0.00446441j -0.00269091+0.00386281j 0.00238543-0.000536225j 0.00264166-0.000133359j 0.000206455-0.00102521j 2.19324e-05+0.00197908j -0.000738391+0.00216969j -0.00613896+0.00137321j 0.00235361-0.00207176j 0.00131442-0.00403515j -0.00422353-0.00236065j 0.0010623-0.00246499j 0.00198104+0.00232451j -0.00115764+0.00162251j -0.000693703+0.000527339j 0.000233334+0.00167196j 0.00157077-8.15e-05j 0.000573275-0.000407047j -0.0029833+0.000825704j 0.00071259+0.000836141j 0.000474741+0.00182409j 0.00187394+0.00681651j -0.000549059-0.00338894j -0.00404764+0.000432536j -0.000931564-0.000361377j -2.46563e-06-0.00129225j -0.00342475-0.000424718j -0.00214004+0.000989384j -0.000818856+0.00098221j 0.0017886+0.00190346j -0.000278498-0.00158898j 0.00228686+0.000186618j -0.00234432-0.00130105j 0.00145738-2.52745e-05j 0.00075077-0.000845191j -0.000303212+8.64277e-05j -0.000225959-0.00108528j -0.000599451-0.00559668j 0.00180117+0.00144189j -0.00230753+0.00155167j 0.000934321-0.0014995j 0.0016306+0.000530755j 0.00145815+0.00133751j 0.000247479+0.00291838j -0.00166262-0.000261841j -0.000496733+0.00361552j 0.000398372+0.00170812j 0.00197658+0.000967523j -0.000544815-0.00357007j 0.00168201+0.00288438j 0.00150928-0.000976623j 0.000866405+0.00165869j 0.00218809+0.000666278j 0.00298821+0.00192825j -0.00169149+0.00244202j -0.00289385-0.000185248j -0.000372372-0.00112149j 0.00142498-0.000943437j -0.00171505+0.00183727j -0.00173732-0.00138103j 
-0.00183079+0.000733091j -0.000369181+0.00393108j -0.000991232+0.00731722j -0.00561628-0.000224208j 0.00230931+0.00490799j -0.00431804+0.00188298j -0.00448-0.00924958j -0.00428559+0.00115408j 0.00153706-0.000668101j 0.0012233-0.00668112j -0.00959135-0.00699462j -0.00718071+0.00369066j -0.000234203+0.00425145j -0.0108934-0.00390986j -0.00348814-0.000544009j -0.0093566-0.00720503j -0.00554765-0.00304508j 0.000655622-0.0105501j 0.00324147+0.00244464j -0.0056209+0.00218445j -0.0039486-0.004799j -0.00761398-0.000904989j -0.000400667-0.00566084j -0.0114501-0.00909917j -0.00449788+0.00164141j 0.00143995-0.00413492j -0.00487894-0.000450303j -0.00665135+0.00247124j -0.0115858-0.00596503j -0.00120921-0.00186757j 0.00693349+0.00330966j 0.000783589-0.00118393j 0.0013717-0.00184264j -0.00222966+0.00148344j -0.00153598-0.0035934j 0.000270456-0.00580682j 0.00300672+0.000154086j 0.000751769+0.00222295j 0.00651313+0.00360761j -0.00467935-0.00378054j 0.000794169-0.00044772j 0.00129127+0.00232154j -0.00331297+0.00187488j 0.00485431-0.00123566j 0.00370661+0.00454742j 0.000308941-0.00421275j 0.00113048+0.00225462j -0.00497411-0.00262634j 0.000514154+0.00130042j -0.00213542+0.0042919j 0.0037796-0.00157633j -0.000488547-0.00259821j 0.00354702+0.00333512j 0.000760035-0.000761089j 0.00519191-0.00125947j -0.00166989-0.00311465j 0.000632474-0.00245272j 0.00109821-0.00171628j -0.00534869-0.00338831j 0.000475999+0.00222929j -0.000758606-0.00371865j 0.00379485+0.00179379j -0.00297217+0.00329471j -0.00117727+0.00125721j 0.00078029-0.00448702j 0.00230309-0.00126714j -0.00132361+0.0071913j 0.00186679+0.000999112j -0.000699824+8.78451e-05j 0.00149785-0.00195999j -0.00550433+0.00496839j -0.00469006-0.000915341j 0.00295673-0.00509022j 0.00420231-0.000510124j 0.00330147-0.000690676j 0.00203919+0.000907364j -0.00159377+0.00235746j 
6.99011e-05-0.00445946j -0.00184223+0.00137631j 0.00155233-0.000253698j 0.000633794+0.0071241j 0.0072616-0.00199831j 0.00518236+0.00405469j -0.00131895+0.000108235j -0.00117185+0.0069941j 0.00413623+0.00199437j -0.00237506-0.00522146j -0.00681693-0.00115343j 0.00112819+0.00648494j -0.00428052-0.0034304j -0.002569+0.00870978j -0.00241044+0.00805105j -0.00290592+0.00148228j -0.00503387+0.00417176j 0.00195682+0.000953934j -0.00168091+0.00412954j 0.00177787-0.000621481j -0.00551457+0.00184203j -0.00528643-0.00553036j 0.00154525+0.00552232j 0.00030333-0.000127241j -0.00819538+0.00288778j 0.00213526-0.00437113j 0.000289138-0.00762623j -0.0077269-0.000545437j -0.000612579-0.00028961j -0.000263637+0.004495j -0.00391512+0.00484283j -0.000281419-0.00342754j 0.000357915+0.00128724j -0.00181126+0.00221322j 0.000766272-0.000696033j -0.00614779-0.00276439j 0.00296574+0.00252748j 0.00199574+0.00127554j -0.000318402+0.00573716j -0.00767813-0.00423799j -0.00750265-0.0027148j 3.22864e-05+0.00135012j -0.00273378+0.00228189j -0.00357327-0.00442795j 6.41739e-05+0.00325346j 6.16168e-05-0.00113924j -0.00122031+0.00711412j -0.000743217-0.000962202j 0.00122579+0.00156969j -0.00178526+0.000786156j -0.00340862-0.000106395j 0.00294451+0.00243511j -0.00148828-0.00164611j 0.00365003-0.00443941j -0.00435985-0.00679532j 0.00301868+0.00347919j -0.0027784+5.37463e-05j -0.00160654-0.00225147j -0.00250313+0.000262318j 0.000460163+0.00199817j 0.00541009+0.0030555j 0.000526284+0.00278976j -0.000333867+0.00535034j 0.0034309+0.000310107j 0.00581691+0.00095066j -0.00244481-0.00468731j 0.00269357+0.00413371j 0.000978608-0.00206949j 0.0019124-0.0034417j 0.00328334+0.00269662j 0.00425592+0.0050302j -0.00368861+0.00389353j -0.00446344-0.000263987j -0.000582648-0.00390855j -0.000618334-0.00166496j -0.00318427+0.00321163j -0.0032511-0.00288825j 
0.00179258-0.00155628j -0.00333338-0.00268637j 0.00213374+0.00150745j -0.00505609-0.00935281j 0.00214064+0.00943069j -0.000479462-0.00699714j -0.00540142-0.00566695j -0.00300849+0.00036454j -0.00223381-0.0022634j 0.000994564+0.011505j -0.00739319-0.0125305j 0.0045283+0.00596646j -0.000589943-0.00552792j 0.000133344-0.00185589j -0.00429756-0.00359785j -0.00284146-0.00727194j -1.39788e-05-5.67446e-05j -0.00649917-0.00422068j -0.00174032-0.00391143j -0.00243205-0.00588663j -0.00144844-0.00309008j -0.00178342-0.00278614j 0.00112388+0.00534429j -0.00205636+0.000838825j -0.00100924-0.00341523j -0.00720327-0.00621627j -0.00385694+0.00186655j 0.000141754+0.00682002j 6.29504e-05-0.00240558j -0.00344483-0.000611457j 0.00245135+0.00303665j -0.00539856-0.004039j 0.00462749-0.00376391j -0.00602106+0.00132521j -0.00677905+0.00191499j -0.000449811-0.00113537j -0.00101519+0.00363118j 0.001767+0.00752451j 0.000672254+0.00291168j -0.00273667-0.00122241j 0.000684843-0.00123938j 0.00170661-0.00138932j 0.000780337+0.00313001j 0.00181824-0.00387233j -0.000619229-0.00465379j 0.00263539+0.00461968j -0.00267933+0.00599352j -0.000846553+0.00398677j 0.00208569-0.000363374j 0.00228163-0.000956931j -0.00365237-0.00119396j -0.00177933+0.00494946j 0.00020048+0.00148411j 0.00066079+0.00397287j -0.00313415-0.0010018j -0.00198409+9.15014e-05j 0.00136198-0.002759j -0.0081178-0.00200332j 0.000750219-0.00228526j 0.000830504+0.00277076j 0.000133748-0.00308565j -0.00361959-0.00208642j 0.00451279+0.00348787j -0.000443619+0.00321885j 0.00274119-0.0054951j -0.00715403+0.00354782j -0.000468518+0.00231376j 0.00359893-0.00342158j 0.00495108+0.00232444j 0.00603492-0.00347526j -0.0061753-0.00366249j 0.00115963+0.00365249j -0.000248081+0.00542464j -0.000567763+0.00796957j 0.00706433+0.00312425j -0.00300287-0.00214127j 0.00193345-0.00306203j 
0.00379801+0.00265403j 0.00167401-0.000868698j 0.00677266+0.00577019j -0.00375256+0.000108449j 0.00804466+0.00453846j -0.00466973+0.00650415j -0.0074693-0.00296708j 0.00508659-0.00143946j -0.00246194-0.000201845j 0.0114568-0.00947021j -0.00807069+0.00581629j 0.00615226+0.00189582j 0.000886814+0.00188166j 0.00176372-0.00213795j 0.00341718-0.0042961j 0.00235708+0.00206513j 0.00250615+0.000413583j -0.00233485-0.00699081j 0.00418587-0.00588631j 0.00137988+0.0028754j -0.00245907+0.00218981j -0.0020544-0.00142112j -0.00151896-0.0066476j -0.0035722-0.00190868j 0.00424957-0.00297155j 0.0044895-0.00124836j -0.00407514+0.00240221j 0.00133538+0.000511724j -0.0017143-0.00044523j 0.0014778-0.00734426j 0.00607817+0.00248354j 0.00189026-0.00174868j -0.00117081+0.00119368j -0.00306755-0.00491207j -0.00140405-0.00410246j -0.00220322+6.55104e-06j 0.00219017-0.000607051j -0.00399416+0.000249839j 0.00243503-0.00153177j -0.000401505-0.00431991j 0.00189838+0.00230611j -0.00224256+0.000935652j 0.00241485+1.71873e-05j 0.00136075+0.00117225j 0.00264024+0.00169077j 0.00290919-0.00426306j -0.00242117-0.00271554j 0.000923118-0.0067784j -0.0049742+0.00495486j 0.000435425-0.00283192j -0.00212006-0.00100569j -0.00270901-0.00303072j -0.000533582+0.00281098j 0.00143031-0.00319735j -0.00385185+0.00401832j -0.000774355-0.000838982j 0.00306223-0.00285314j -0.000449587+0.00441256j 0.00103591-0.00509546j 0.000281485-0.00290287j -0.00135688-0.00288937j 0.000588285+0.00221025j 0.000343539-0.00124651j 0.00198176-0.00375363j -0.000744762-0.0012256j 0.00798753+0.00527034j -0.00306915-0.000703256j -0.0020702-0.00496927j 0.000637206-0.00363277j 0.000168999-0.00248753j -0.00389123+0.0016598j -0.00143128-0.00254516j 0.00677617-0.00223952j 0.00113443+0.00045973j 0.00317043+0.00196218j 0.00120518-0.00393563j 0.00360141+0.00135839j 
-0.00255763+0.000373326j 0.00293534+0.0043119j 0.00458223-0.00056985j 0.00294236+0.0043778j 0.00578667-0.0102271j -0.00225268+0.00336108j 0.00156698+0.000590086j 0.00117146-0.0017689j -0.00204482+0.00218049j -0.00755898-0.00861319j 0.00318849+0.00586578j -0.00801018-0.00306619j 0.000444196+0.004679j -0.0011491-0.00116341j -0.002896+0.00565724j -0.00734497+0.00490197j -0.00665339+0.00368392j 0.00487414-0.000309417j 0.000302022+0.00651743j 0.00124057+0.00147172j 0.00566562-0.00387134j -0.00225461+0.00189547j -0.00299294-0.000936757j -0.0065223-0.00497557j -0.00315678+0.00502885j 0.00816654-0.00165592j -0.00088455-0.00323332j -0.00703141-0.00093703j -0.00673553-0.000664084j 0.000733147+0.000984311j 0.000814996+0.00055016j -0.0022047+0.00316477j -0.0024002+0.000107291j 0.00394098+0.00289444j 0.00312152-0.00362956j -0.000906025-0.00214702j 0.000521966-0.00211968j -0.000139689+0.000547725j -4.04618e-05+0.00307218j 0.000133303-0.000529096j -0.000924762-0.00128631j 0.00151668+0.00108751j -0.00184226+0.00154446j -0.00184929+0.00167738j 0.00251705+0.00334959j -0.00319975+0.000534219j 0.00148756-0.000489487j -0.00270517-0.00102832j -0.00112224-0.00231663j -0.0039682+0.00245079j 0.00421229+0.000446001j 0.00230331-0.00211412j 0.00258578-0.000167631j -0.00279743-0.000379589j 0.0070839-0.00482632j 0.00106241+0.000584825j -0.00256687+0.00527187j 0.00599744-0.00224862j -0.00437231+0.000374271j -0.000638438+0.00190845j -0.0019298-0.000190836j 0.00259346+0.000874307j -0.00327916+0.00253233j -0.000185692+0.00198342j 0.00165924+0.00227687j 0.00318017-0.00508653j 0.0024908+0.00386477j -0.0009891+0.00407799j -0.00350426+0.0037794j -0.00208414+0.00127515j 0.00357126+0.00805656j 0.00150584-0.00293362j 0.0022116-0.00389076j 0.000503718-0.00217323j 0.00221528-0.00238469j 0.00379834+0.00306213j -0.0028375+0.00402452j 
-0.00382175-0.00236166j -0.00189302+0.00229152j -0.00935185-0.000627396j 0.00484334+0.00649404j -0.00757615+0.00166698j 0.0042637+0.00114309j 0.00862192+0.00278379j -0.00232157+0.00773502j 0.00430736+0.00457052j -0.00563955+0.00395095j 0.00831704-0.00127259j -0.00177274+0.00122476j -0.00265153-0.00206491j 0.00199712+0.00525263j 0.00155734+0.00667844j 0.00704443+0.000909853j 0.00300283+0.0021241j 0.00610596+0.00773852j -0.00455694+0.00125159j 0.000773412-0.0032244j -0.000129602+0.000990113j 0.00194198-0.000687139j 0.00367519+0.00276293j 0.00902532+0.00248426j -0.00247152+0.00119384j -0.000706514+0.00202693j 0.00455688-0.00522059j 0.000835595-0.00186521j 0.00516072+0.000564831j 0.000465751+0.00396816j -0.00721958-0.000972303j 0.00309625-0.000381714j 0.00223789+0.00158941j 0.00284212+0.00297096j 0.00142478+0.00231132j -0.00127192-0.000779053j -0.00108734+0.00305619j 0.00101707-0.000478014j -0.00183648-0.00215732j -0.00199625+0.00108675j -0.00343207-0.000677594j 0.00100976+5.94733e-05j -0.000896662-0.0011501j -0.00140613-0.000650353j -0.00356695-0.000299794j 0.00116939+0.00113834j 0.000217905+0.000538129j 0.00247978+0.00293125j 0.00135152-0.00216258j 6.90787e-05+0.000564599j -0.00157893+0.00101175j 0.00171374+0.0017307j -0.000626185-0.00259334j 0.00328759+0.000669147j -0.00361545-0.00173265j 0.000800349+0.00211555j -0.00422225+0.000253226j 0.000536324-0.00197277j -0.000488641+0.0021676j -0.000909086+0.00203516j 0.00451739+0.00489786j -0.00113285-0.000458824j 0.000980697-0.000449203j 0.00140534+0.00123569j -0.00115795+0.0043953j -0.00583589-0.00328246j 0.000436994+0.00230894j -0.00129263+0.0016184j 0.000108986-0.00312519j -0.00411569+0.00578998j 0.00456302+0.00166752j 0.000146159+0.00351423j -0.00786762-0.00170694j 0.000491549-0.00689963j -0.00952714-0.00377487j -0.00238677+0.0054543j -0.0052917-0.00263764j 
