0.0183974+0.0678265j 0.0696904-0.0311787j 0.125688+0.0282282j 0.044502-0.0891782j -0.0306384-0.0795958j -0.0634429-0.0279014j -0.129072-0.107712j 0.0305086-0.189676j -0.0965877+0.00521743j 0.00111412-0.0160109j -0.0396709+0.0538007j 0.0288387+7.00854e-05j 0.0849852+0.0569345j 0.0102642-0.19112j 0.0467083-0.0872959j -0.0895113+0.0307278j -0.0393035+0.0331643j -0.0631042-0.120476j 0.185252+0.0321579j 0.033839+0.160486j 0.119315-0.0186322j 0.0348072+0.0592208j -0.0417982-0.104465j -0.0190713-0.024728j 0.0860964-0.0723594j 0.0671232+0.0043045j -0.039388+0.102791j -0.0363843+0.04858j -0.134208+0.0273897j -0.0152885-0.0744125j 0.101124-0.0521109j -0.00584165+0.0114744j -0.0759808-0.0107076j -0.0511313-0.121741j 0.0542189-0.0256509j 0.0515928-0.0225181j 0.0189031-0.0132688j -0.064646-0.0330418j 0.0527118-0.0395906j 0.094918+0.0580701j 0.0364951-0.0118557j -0.0050074-0.0988308j -0.0335023+0.00753706j 0.142239-0.0248847j 0.0433026+0.0716208j 0.0102648+0.0163821j -0.0661332-0.0401748j 0.000444275-0.00799352j -0.133203-0.000270936j 0.0147657+0.0108031j -0.0146633-0.0431174j 0.0310531-0.061886j 0.0439766-0.0357132j -0.101069-0.0221387j 0.0811314-0.118665j -0.0389045-0.0243848j 0.00171422-0.0127786j 0.0553465+0.0631259j -0.012469-0.0756484j 0.016278+0.00516045j -0.0693047-0.0678617j 0.0337252+0.0106598j -0.0363268-0.0243908j -0.0760654-0.0406578j -0.0598151-0.00947403j 0.0988296-0.0358267j -0.0110151+0.0569548j -0.018816+0.069372j -0.0882779+0.121111j -0.0494745-0.099473j -0.069447+0.0482665j -0.0267285-0.0960746j 0.180769-0.0973383j -0.00187174+0.0758099j 0.107858-0.0121946j 0.0982063-0.119917j 0.117046+0.0986678j 
-0.00410734+0.00292201j 0.00163651+0.00493505j -0.00499466-0.00161727j 0.0028705+0.00511114j -0.000142369+0.0032608j -0.000473866+0.00554689j -0.000934216+0.00477092j -0.00419961-0.00242685j 0.00584195+0.00520241j 0.00235345-0.0125924j 0.00639131+0.00140739j 0.00720767-0.00616322j -0.00535504-0.00685199j -0.0063561+0.00132947j -0.00102073+0.00108019j 0.00301848-0.0170454j 0.000255946-8.73068e-05j 0.00270552-0.00398162j -0.000106795+0.0202198j -0.00964611+0.0047216j -0.00220138-0.00625213j 0.000393698+0.0202417j 0.00827431+0.0185236j 0.00504974-0.003989j 0.00625241-0.00387232j -0.0126585-0.00822811j -0.0108318-0.0103237j 0.0146224+0.00404486j -0.00928235+0.00365396j -0.00386088+0.0102047j 0.0190678+0.0139007j 0.00508787+0.00423703j -0.00694225-0.00927128j 0.00834556+0.00638582j 0.0019926-0.0095595j 0.0131121-0.00818877j 0.00223123-0.00638606j -0.0167565+0.00958952j -0.00203371-0.0116511j -0.00344506+0.0178906j 6.6035e-06+0.0231227j 0.0125768-0.00437495j 0.00453629-0.00719333j -0.0161032-0.0109161j 0.00524797-0.00574935j 0.0179498-0.00231307j -0.00490997+0.00336242j -0.00476922+0.00639774j 0.000957753+0.00713463j -0.0234974+0.0117392j -0.0103527-0.0161065j 0.00699167+0.0111712j 0.0148897-0.00471104j -0.00569702+0.0140107j 0.00180501+0.00246749j -0.00400889-0.0117622j -0.0131016+0.00702641j 0.0149143+0.00891709j -0.00210438+0.00307241j -0.00145119-0.012099j -0.015964+0.00614202j -0.00159215-0.0056756j -0.00715073+0.00403316j 0.00239828-0.0172648j -0.00185739+0.00942081j 0.00740601+0.00775458j -0.00279904+0.0037772j 0.00636125-0.0156713j 0.00234383+0.00533906j 0.0011375+0.0113702j -0.000371708-0.00352344j -0.00335996+0.00913614j -0.00871427-0.0146622j -0.00465477-0.0080143j -0.00825451-0.00214169j 0.00293597+0.0052337j -0.00429797+0.00203964j 
-0.00149403+0.00324714j 0.00260164+0.0021379j 0.000641754-0.00322573j -0.00085398+0.000135931j 0.00462404-0.00121867j -0.00437673-0.0017741j 0.00363003-0.000486009j -0.00111266-0.000582011j 0.00207928+0.0037163j -0.000928829-0.00385061j 0.0012339+0.00416802j -0.00313801-0.0122142j -0.00189244-0.00595922j 0.00471751-0.000817052j -0.0102554+0.00554411j -0.00130735-0.0126566j -0.00572768+0.00311316j 0.00406323-0.0087167j -0.00582124+0.00751955j -0.00420704+0.00976863j -0.0129356-8.33565e-05j 0.00555515+0.00263685j 0.0038443+0.00467563j 0.00476378-0.00427554j 0.00852666-0.00591931j 0.00142889-0.00804196j -0.00504269-0.00461853j -0.0120573+0.000872737j 0.00487025+0.00610582j -0.00179565+0.014146j 0.00280432-0.000191123j -0.0104416+0.00441396j -0.00455905-0.0074019j -0.00471924+0.00168727j -0.0099202-0.00595445j 0.00304981+0.00742615j -0.0053044-0.013137j -0.00438844-0.000404351j -0.00320073-0.000786771j 0.00353197+0.00808311j 0.00484042+0.022345j 0.00704085-0.00441523j -0.00369939-0.00262147j -0.00362175-0.0113274j 0.00179687-0.0091365j 0.0111301+0.000375611j 0.00896632+0.00874838j 0.00629727-0.00331222j -0.00341726+0.00456619j -0.00272308+0.00342156j 0.00329474-0.0030344j -0.00299543-0.00265378j 0.0192777+0.00787806j -0.00757877+0.00667249j -0.0017145-0.00137613j -0.00571085+0.00806472j -0.000119661+0.0137608j 0.0135397+0.00616165j -0.00278192-0.00281777j 0.000720936-0.00303701j -0.00888447+0.00237593j -0.00850371-0.00688608j -0.00206411-0.0105134j 0.00157198-0.00653108j 0.0130576+0.00665651j 0.00260576+0.00161418j -0.0037196+0.00492408j -0.00387356-0.0143024j 0.00505325+0.00302454j 0.00417753+0.00589514j 0.0049215-0.00215389j 0.00406727+0.00119584j -0.00487256-0.00148426j -0.000865584-0.00362876j -0.00437475-0.00258378j 0.00226665+0.00110246j -0.00060065+0.00161457j 
0.00220963-0.00116994j -0.00199061-0.00438468j 0.00363159-0.00169707j -0.00283906-0.00337934j -0.0054796+0.00112844j 0.000820512+0.00336407j -0.00385124-0.000424126j -7.22832e-05+0.0085491j -0.00365466+0.00298607j 0.00905727+0.0125139j 0.000122835-0.00230099j 0.000227313+0.00096067j -0.0038425+0.00350112j -0.00348427+0.0155062j -0.00040111+0.00992883j 0.00238139-0.0152664j 0.00394685+0.0135865j 0.00846624-0.00074973j -0.00834384-0.00700718j -0.00737003+0.00197118j 0.0140255+0.0105309j 0.00208459+0.0119697j -0.00723152-0.0236802j 0.0189365+0.0111986j -0.00546207+0.0182084j 0.0229249+0.00898237j 0.00778584+0.0140549j 0.00983133+0.00335706j 0.00116479-0.000203476j -0.000549938+0.0182856j -0.0059012+0.021826j 0.0015096-0.00899989j -0.00563778+0.012733j -0.0015734-0.00374769j -0.00849538-0.0100992j 0.0114468-0.00600441j 0.00559722+0.000190402j -0.0181074+0.00824372j 0.00657855-0.000867594j 0.00499074-0.000646496j 0.00877653-0.00596847j -0.00339783-0.00235309j -0.00504588+0.000900454j 0.000202719-0.00950839j -0.0023134-0.00925701j 0.0149754+0.00280754j -0.00722922+0.0156765j -0.0166266+0.000280483j 0.00316244+0.00172146j 0.00501543+0.0183547j 0.0159621+0.0132429j 0.00842291-9.96248e-05j -0.00198935-0.00360209j -0.01021-0.00116271j 0.000174056-0.00978432j 0.00527647-0.00488233j 0.000676923+0.0198782j 0.00275022-0.0134393j -0.0123662+0.00707107j 0.00431311-0.00104761j 0.00209884-0.00572757j 0.00404422+0.00959156j -0.00406055-0.0124612j 0.0257795-0.00409106j -0.0147173-0.00694481j -0.00657685-0.00608644j 0.000239273-0.00894974j 0.0191175-0.00179803j 0.00331-0.00998817j 0.00765784-0.0145957j -0.0099184-0.00444456j -0.00568887+0.00391471j 0.00984957+0.0057825j 0.000315038+0.00680843j 0.0116582-0.000325614j -0.00381005+0.00062465j 0.000419473-0.00252524j 
-0.00176929-0.00146854j -0.00125914+0.00261104j -0.00273746+0.000337132j -0.000204906+0.000642111j -0.00487352+0.00325886j 0.00507404+0.00544514j -0.00326991+0.00502553j -0.00147648-0.00182888j 0.00305914-0.00155668j -0.00498123-0.00600918j -0.000252569-0.00558412j 0.00964267+0.00615073j 0.00384862+0.00139864j -0.00558366+0.00627028j -0.00044668-0.0179151j -0.00335803-0.00619614j 0.000983382-0.00521677j 0.00102336+0.0109441j 0.0101062+0.00457582j -0.0127253-0.0062257j 0.0154746-0.016471j -0.00487307+0.0088196j 0.00383062+0.00943274j -0.0039378+0.00984599j 0.00717367+0.00690397j -0.0184004+0.00868106j 0.002256-0.00181167j 0.0197339-0.00850734j -0.0137527+0.000467443j -0.00211664-0.00957866j 0.0170946+0.00691066j 0.00435497-0.0138987j -0.00223221+0.0104595j 0.0203515-0.0105503j 0.00784405-0.00162063j -0.00848215-0.0249105j 0.0103211+0.010561j -0.0120791+0.0128924j 0.00559551+0.000125126j -0.00710047+0.00390345j -0.015047-0.00960104j -0.00299096+0.000962555j 0.0104708-0.0151421j -0.00403469+0.0131016j 0.00512767+0.0116793j 0.00551461+0.00130018j -0.00992709-0.00288896j -0.0124333+0.0107512j 0.0108684-0.00218081j -0.00848091+0.0259337j -0.0157449-0.00286323j 0.00602887+0.00456088j -0.0235698-0.00273282j 0.00297007+0.0139485j 0.0106091+0.007623j 0.00581844-0.00676746j -0.0117172-0.00679564j -0.0140993-0.000679932j 0.00265136-0.00229751j 0.0039044-0.0119561j -0.00697452+0.00612196j 0.0148374+0.00464357j 0.016345+0.00856203j -0.00611453+0.0112756j -0.00946305+0.00821374j 0.00791349+0.00152626j 0.000815134-0.0126808j 0.0102514+0.00872779j -0.00678425+0.0111707j -0.00397648+0.0044992j -0.00570769+0.00597404j 0.000565127+0.00501211j -0.00447431-0.0040173j -0.000222212+0.00146162j -0.00093399+0.0008115j -0.0012764+0.0023227j -0.0028558-0.00176438j 
-0.00131537-0.000650559j -0.000711849+0.00304469j -0.000428293+0.000528248j 0.00142181-0.000784536j 0.00346852-0.00317174j -0.00153128+0.00231575j -0.0026103-0.00254359j 0.00359029-0.00378845j 0.00346734-0.000564476j -0.0047519-0.00349141j -0.00314335-0.00412322j -0.00511324-0.0124775j -0.000525304-0.00755849j 0.00244343-0.00289184j -0.00542618-0.00207847j -0.0129864-0.0141258j -0.00901921+0.0101233j -0.00515784+0.00124869j -0.00782356+0.00185323j -0.00920744-0.00711689j -0.00191008+0.00171792j -0.0089537+0.00125333j -0.00275463-0.00470619j 0.0034471+0.00627806j -0.00487252-0.00388722j 0.00122913+0.00468406j 0.00632492-0.0153697j -0.00605017+0.0022927j -0.00679541+0.00162626j 0.00601705+0.0146455j -0.0198939-0.000321774j -0.00752429-0.000540682j 2.71802e-05+0.0110915j -0.00400445+0.000133787j -0.0211524-0.0159187j 0.00621844-4.03993e-05j 0.00374913+0.0123286j -0.00568383-0.00425758j 0.00149226+0.00768574j -0.00307626+0.00941046j -0.00265078+0.00028184j -0.00457272-0.000557317j 0.00776601+0.00398229j -0.00129482-0.0103864j 0.00634676-0.00734539j 0.00776065+0.00881396j 0.00933661+0.0124514j 0.0124788-0.0132107j -0.000289984-0.00183881j 0.00643459+0.0126165j 0.01048-0.00636312j 0.00129007-0.00626367j 0.00946005+0.000705437j -0.016106+0.00960658j -0.0113694+0.00708307j 0.0149046+0.00269876j 0.000444495+0.0136022j -0.00105084+0.00753327j 0.00166731-0.00679081j 0.00676664+0.0115362j 0.00359381+0.0147706j 0.00289275-0.00166189j 0.00276771-0.0148112j -0.000237718-0.000355871j 0.00783238+0.00621372j -0.00257717+0.00274801j 0.00365443+0.0106053j -0.0206203+0.00170124j 0.00156368-0.00502678j 0.00143169+0.00433042j 0.0058046-0.00198684j 0.00402207-0.005791j -0.00440198+0.00104514j 0.000552983+0.00213994j -0.00196479+8.94313e-05j -0.00201675+0.00158625j -0.0020702-0.00286504j 
0.00114247+0.000479108j 0.000963016-0.00159271j -0.00161797+0.00330267j 0.00177612+0.0011081j -0.00424648+0.00212914j 0.00304891-0.00144738j 0.00250644+0.00100451j 0.00254864-0.00460387j -0.00468017-0.0170958j 0.00286747-0.000410189j 0.00209664+0.00624699j 0.00521141-0.00201512j 0.00673-0.000212351j -0.00186682+0.0126457j -0.00927811-0.00945139j -0.00897071+0.0124829j -0.000350295+0.00702261j 0.00680656+0.0035518j -0.00376007+0.0160107j -0.00281679-0.000130003j 0.0141085+0.0105934j -0.00465642-0.0210367j 0.00505594-0.0012435j 0.00193852+0.000648501j -0.00329013+0.000544137j -0.0132224+0.00973195j 0.0218629-0.00970636j 0.00467206-0.000632945j 0.00157946-1.87514e-05j -0.00348166-0.00241529j -0.0106573-0.0096182j 0.00189155+0.013381j -0.013969+0.000291089j 0.00707971-0.00461328j -0.00758293+0.0199146j 0.0141152+0.00444323j 0.0103983+0.0107164j 0.000667756-0.000808406j -0.00226714+0.00503149j 0.00348622+0.00429508j 0.0019206-0.0059452j -0.0141035-0.00099536j 0.0104286+0.00514468j -0.000189344-4.13831e-05j 0.0124639-0.00288785j 0.00405726-0.0184379j -0.0172011+0.013754j 0.000519908-0.00561442j -0.0007684+0.00407831j -0.00109575+0.00568182j 0.0150508-0.012232j -0.000253995+0.00204852j -0.00750341-0.0157453j 0.0079202+0.0118849j 0.00640548+0.00432594j 0.00990112-0.0123111j -0.00500671-0.00201482j -0.00482423+0.00479254j 0.00036652-0.00541224j -0.00694897+0.00832762j 0.0107079+0.015069j 0.0235116-0.0124524j 0.0148978-0.00217879j 0.000718837-0.00713322j -0.0104421+0.00925302j -0.00486614+0.00949696j 0.0076361+0.0115229j 0.00537909-0.00280535j -0.00585576+0.00174735j 0.00162358+0.00381213j 0.00336031-0.000360586j -0.00344379+0.00016654j -0.00249332-0.000793081j -0.00168759-0.00172668j -0.00100749+0.00228164j -0.000830995-0.0020037j 0.00186756-0.000482391j 
-0.00123573-0.000991547j -0.0019568+0.000247548j -0.00190884-0.000895613j 1.61839e-05+0.00336062j 0.00756606+0.00236657j -0.00217839-0.00581973j 0.00684126+0.00241178j -0.00338722+0.00996185j 0.00237199+0.00355872j 0.0115736+0.00386137j 0.00965207+0.0068702j 0.00172695+0.00743373j 0.0025771+0.00402026j -0.00571898+0.00217073j 0.00434497+0.00929026j 0.0198185+0.00344848j 0.00417539-0.0101562j 0.0148368-0.00837856j -0.00119525-0.00552305j 0.00806121+0.00490208j -0.00356131+0.00199547j 0.010558+0.00270105j 0.0157618+0.00269538j -0.0063885-0.00919038j 0.00113236+0.00443918j -0.00250947-0.0119681j -0.00549627+0.00917096j 0.00203736-0.000313851j 0.0027838-0.000926088j -0.0102646-0.00537925j 0.0135196-0.000536598j 0.00324679-0.00491099j -0.00797579-0.0106866j 0.000199159+0.0074123j 0.0173633+0.0100897j 0.00268857+0.00282589j -0.0164522-0.00862477j 0.00709852-0.00216166j -0.00527861-0.00902406j -0.000212292-0.00540898j 0.000669774+0.00847569j 0.0117122-8.19498e-05j -0.000884184+0.00587797j -0.00279945+0.00441927j 0.000509168+0.000802035j -0.00622498-0.00243829j -0.0162971-0.0122163j -0.0159641+0.00916736j -0.00454798-0.00113212j -0.0178645-0.0178596j -0.00504225+0.0093169j 0.00448509-0.00279895j -0.002866-0.00379361j 0.010852-0.0132906j -0.000432584-0.0115348j -0.0184202+0.00493411j -0.000581359-0.0023571j 0.00544832-0.00449619j 0.00160602+0.00486001j -0.00985781-0.00771082j -0.00509121-0.00269635j -0.00296104+0.00274428j 0.00189152+0.0121391j 0.00415854-0.000462919j -0.00230349-0.00722965j -0.00625113-0.00331466j -0.00311393-0.00243461j 0.016758-0.00799758j 0.00668093+0.00247635j 0.00270695-0.000480663j -0.00287911+0.00121363j 0.0021992+0.00740047j -0.00107455+0.000689765j 0.000514846-0.00421572j -0.000633188-0.00287552j 0.000861502+0.00237272j -0.00126328+0.00147649j 
-0.0024804-0.00156179j -0.00230444+0.00156215j -0.00303197+0.000303015j 4.8577e-05+0.00470978j 0.00272712+0.0059557j -0.000976337+0.00010655j -0.000770407-0.00603672j 9.74041e-05+0.00365936j -0.00503816+0.000706125j 0.00532256+0.00958574j 0.0121013+0.00621871j -0.00296144+0.000921872j 0.00752604-0.00646989j 0.00186256-0.00583685j -0.0133232+0.00467059j 0.0120746+0.00902917j 2.56561e-05+0.00599615j 0.00612544-0.00751297j -0.00271819+0.00924685j -0.00157453+0.00226027j 0.0103798+0.0100315j 0.00316577-0.0139535j 0.0242069-0.00830878j -0.0187549-0.0125248j 0.0014635-0.00673851j -0.00765818-0.00479034j 0.0028925-0.016751j -0.00455485-0.00717199j 0.00550104+0.0115199j -0.01185+0.00202152j -0.00213863-0.00423232j -0.00163441+0.00442673j -0.0116086-0.00690119j -0.00383942+0.00253386j 0.00268835+0.0216662j 0.0181763+0.00703132j 0.00356524+0.00841057j -0.000758415-0.00263126j -0.00460873-0.002086j 0.00450838+0.00680122j -0.00946026+0.0043817j -0.00832707-0.00116655j 0.0155888+0.000101976j -0.00500993+0.00536743j 0.0137149-0.00545072j -0.00987287-0.00934762j -0.0051015+0.0151773j -0.00341798-0.00288484j 0.00237993+0.00342272j -0.00407927-0.00995389j 0.0148186-0.017379j 0.00271162-0.00684517j -0.00316258-0.00905644j 0.00658865+0.00453087j -0.00221788-0.00202085j -0.00474572-0.0129063j -0.00851815-0.000946188j 0.00829581+0.00879896j 0.00013932-0.00884302j -0.0117901+0.00681807j 0.0172893+0.0118479j 0.00761753-0.00783701j 0.00279993+0.00399474j -0.00253022-0.00400281j -0.009679-0.00214258j -0.0080258+0.0108515j 0.0129103+0.00786315j 0.00871854-0.00848671j 0.00537427+0.00511949j 0.00689866-0.00193855j -0.00220444-0.00408241j -0.000939143+0.00598166j -0.00162023+0.00230072j 0.00133438-0.00125058j 0.00108954-0.00240465j 0.000912836+0.00122191j -0.000506468+0.00151301j 
0.000534385+3.16989e-05j -0.000203322-0.00120803j -0.000750097+0.00357609j 0.00132444+0.0016715j -0.00429275+0.00133383j -0.00315389-0.00177735j 0.00955867+0.000981559j 0.00513863+0.00412986j -0.00423268-0.00537624j 0.00779782-0.00104098j -0.00290818-0.00128563j 0.011193+0.00451619j -0.0102184+0.00251444j 0.00193891+0.0189691j 0.00153595+0.00543106j -0.00235785+0.0171029j 0.0104333+0.00159157j -0.00868245+0.0081739j 0.00389029+0.0179728j 0.00329377-0.0023527j -0.00616151+0.00069039j -0.00650818-0.0175718j -0.02192+0.0123797j 0.0207006+0.00747245j -0.00121469+0.00156356j 0.0013929+0.0121577j 0.0112039+0.00700469j 0.0104548+0.0104206j 0.0120951-0.0113764j 0.000150745+0.00256912j -0.00995894-0.00308927j 0.0107789+0.0200437j -0.00532647-0.0150316j 0.0089354-0.00378033j 0.0132054+0.00048486j -0.00109721+0.00681563j 0.0161644-0.0159504j -0.000198036-0.00815379j 0.00234884+2.4223e-05j 0.0070592-0.00448119j 0.0189676-0.00440913j 0.000651437-0.00468902j -0.0145179+0.00861433j 0.00805017-0.00111165j -0.00942341-0.00485761j -0.0008403-0.0104597j -0.00368797+0.0166399j 0.0195979+0.00169178j 0.00296785+0.00757831j -0.00753597+0.00141459j 0.00486919+0.000171878j -0.00821244+0.0256992j 0.00581493-0.00165759j 0.00206576-0.00395846j 0.0104029+0.00552221j -0.00670334-0.000679249j -0.00908999-0.0109896j -0.00102484-0.00664063j -0.00101242+0.00153917j -0.00609459+0.00720864j -0.000264036-0.014797j -0.0110225-0.023725j 0.00833758+0.0121063j -0.0072849-0.00624872j 0.000726809+0.0125363j -0.00144478-0.00617086j -0.00743192+0.00654698j 0.0063321-0.0109773j -0.00193483+0.00265278j -0.000650445+0.00805486j 0.00555354+0.00218025j -0.00184405+0.00488188j -0.00537712-0.00471677j -0.00326021-0.00652015j -0.00412809+0.00247474j -0.00177312-0.000678946j 0.00110855-0.00116302j 
-0.000434377-0.00149083j -0.00130705-0.000907789j -0.00206444-0.00198625j -0.00355323+0.00216309j -0.0104542-0.00210657j -0.00386529+0.00618364j -0.00120367-0.00755812j -0.00284682+0.00811225j -0.0079353+0.0118412j -0.0113597+0.00489035j 0.00360211-0.00516688j -0.0011627+0.00854746j -0.00678041-0.0114226j 0.00671476-0.0112552j -0.00779077+0.00495693j 0.00845823-0.00544867j 0.00681074+0.012074j -0.0239121+0.00229964j 0.000287269+0.00350768j -0.00101128-0.00490572j 0.00271326+0.00703492j 0.00510913-0.00903513j -0.00725845+0.000880466j -0.00836816-0.00106041j 0.0114559-0.0163654j -0.00505902-0.00266787j -0.00772051+0.0087242j 0.00279107-0.00355672j 0.013595+0.00653266j 0.00302062+0.00209475j 0.00741528+0.00053112j 0.00101131-0.00418625j 0.0117023-0.0169962j 0.00493025-0.000899715j -0.00288607-0.0105235j -0.00101342+0.00406993j 0.0180639-0.00111469j -0.0130766-0.00129153j 0.00508824-0.00544916j -3.29697e-05+0.0103164j -0.00598842-0.00795539j -0.00683286-0.0121472j -0.00592153-0.014716j 0.000487684+0.011054j 0.00133167+0.0206289j 1.45578e-05+0.00201943j 0.0208009+0.0175043j 0.0290728-0.00642441j 0.0149473+0.00679877j 0.00954366+0.00280806j 0.0157305-0.001835j 0.00358182+0.0127434j 0.00677688+0.0134172j -0.0199092+0.006978j -0.00172213+0.00361437j -0.00285972-0.00348647j -0.0174412-0.0112238j -0.00104523+0.00834161j 0.00491026-0.00955274j -0.0101455-0.0037553j 0.00334541-0.0113483j -0.0185808+0.014855j -0.0110484+0.0264381j -0.00618495-0.000669383j -0.00401853-0.00659792j 0.0100681-0.00714569j -0.000856321-0.0142556j 0.00544354+0.000997964j 0.00364859-0.000616629j 0.00127999-0.00158926j 0.00106814+0.00415879j 0.00430068-0.00133693j 0.00279122+0.00596652j -0.00154681+0.0032069j 0.00552986+0.00197004j 0.000356541-0.00222867j 0.00241882+0.00105338j 
-0.00241857-0.00017188j 0.000288205+0.00122589j 2.53564e-05+0.00269986j -0.000580835-0.00180565j -0.00589444+0.00174852j -0.000525891-0.00656332j 0.00775079+0.00293125j -0.00587642-0.00356411j -0.0102108-0.0133881j -0.0118225-0.003244j -0.00688208+0.00514453j 0.00808434-0.0060193j 0.00197015+0.00567063j 0.0126285+0.0173211j 0.00152535-0.00758955j -0.00532893+0.00761258j 0.00259552-0.00670151j 0.0065944+0.00600309j 0.00746187-0.000947552j 0.00881948-0.00768529j 0.00145416-0.00587336j -0.0161288+0.000470493j -0.0116358+0.0112651j 0.0239195-0.00717477j 0.00235793+0.0104152j -0.00940665+0.00506872j 0.0151471+0.00869354j -0.00543762+0.0138212j -0.00333214-0.0192279j 0.00342806-0.00422464j -0.00402556-0.00775924j 0.00989003+0.00674662j -0.00227009+0.0007167j 0.00502896+0.00959334j -0.00387774-0.00199856j 0.00404905-0.00213926j -0.00741541-0.0123056j 0.00897161+0.00205277j 0.00545198+0.00132121j -0.0122962+0.00127393j 0.0101268+0.00835651j 0.0113431+0.000500003j 0.00258479+0.000483507j 0.00160505-0.0135744j -0.0066551-0.00379034j 0.0117402-0.0021424j 0.009755-0.00349345j 0.00900181+0.00162717j -0.0131669+0.00471486j 0.00120584+0.01419j -0.0054882-0.00627198j -0.0116177-0.00188018j 0.0100683-0.000591096j 0.00447717+0.00167345j 0.00661611-0.0141261j -0.0132393+0.0120067j 0.00470472-0.00599055j -0.00484746-0.000270265j 0.00325293+0.00480594j 0.00364866+0.00238274j 0.00442137+0.000555932j -0.005811-0.0112541j 0.00678471-0.00342646j 0.00598343+0.00037146j 0.00501881-0.0018626j -0.00869097-0.00207713j -0.00151029+0.0115171j 0.00230006-0.00424389j 0.00439958+0.00259319j 0.00315882+0.000417753j 0.00161194-0.0010776j -0.00398842+0.00343188j -0.00353913-0.00278724j -0.00131078-0.00170546j 0.000474554+0.00208596j -0.00216205-0.00149855j 0.0014013-0.00133627j 
-0.000793422-0.00301611j -0.00208331-0.000458291j -0.00477507+0.000429708j -0.00185094+0.00182954j -0.00739303-0.000290576j 0.00527631-0.002708j 0.00222463+0.00471568j -0.0109657+2.74161e-05j -0.00456984-0.010743j -0.0149159-0.00150797j -0.000294187+0.0030009j 0.0013802-0.00073628j 0.00544038-0.00287068j 0.00351358+0.00693267j 0.000853224-0.00971554j 0.00417995-0.0110752j 0.00302456-0.00658104j 0.00508374-0.00147762j 0.00199917-0.0102968j 0.00669016-0.00692882j 0.00946344-0.00284612j -0.0133917+0.00619317j 0.00241495-0.00985987j 0.00137997-4.48535e-05j 0.00203756+0.00251126j -0.0230172+0.000382278j 0.00607438+0.00616871j -0.0107046+0.0073592j -0.00100019-0.0138307j 0.00209281-0.00684148j 0.00154344-0.00967249j 0.00194504-0.00710645j 0.00808112+0.0137215j 0.00351411+0.0108678j -0.00811392+0.000882333j 0.007281-0.00801663j -0.00783911+0.0057551j 0.00962944+0.00444293j 0.00704803+0.000915034j -0.0163748+0.00991441j -0.00505609+0.0134271j 0.00549587+0.00272705j 0.0090466-0.0170629j -0.00251849-0.00549078j 0.00455886+0.00401272j 0.0106085-0.00226421j 0.00729232-0.0083911j -0.000254069+0.00157766j -0.0094983+0.00194438j 0.00536157+0.00884613j -0.00558764-0.00657609j -0.00420009-0.0175964j -0.00293932+0.00209102j 0.00347418+0.00031006j -0.00560285-0.014913j -0.00647347+0.00446717j 0.00527017-0.00435508j -0.00541897+0.0107063j 0.00779927-8.27185e-05j 0.00134973-0.00344229j 0.0169479+0.0111787j 0.00689967+0.00629975j -0.00360274-0.0047894j 0.0102439-0.000355924j -0.00292923-0.0101257j 0.00246581+0.00122098j 0.00408292-0.00408226j 0.00305704+0.000973157j 0.00726605-0.00551357j 0.00492426-0.00533836j -0.00152887-0.00472023j -0.00497707-0.000657227j 0.000352706+0.00204349j 0.00055889-0.000773968j 0.00122895+0.000515828j -0.00255072-0.00189197j 0.00175855-0.00188587j 
0.00347241+0.000780687j 0.000743628-0.00208519j 0.00815432-0.00180609j -0.000126819-0.00629558j 0.0119512-0.00315302j -0.00237311-0.00480769j -0.00208617+0.0015105j 0.00569968-0.00717085j 0.00193754-0.00409858j 0.0114266-0.00246096j -0.0029183-0.000500408j 0.000116189-0.00324202j 0.00301884+0.00270346j -0.000555278-0.000371429j 0.00321213-0.0020549j -0.00826235+0.00536418j -0.00970048+0.000562148j 0.00406718-0.0057674j -0.0040384+0.00139453j -0.00188896+0.00502482j -0.00682488-0.00123045j 0.00789585-0.000143916j -0.00173741+0.000712722j 0.002561+1.13836e-05j -0.00376926+0.00584933j 0.0127834-0.000589057j -0.00183194-0.00621315j 0.00142102-0.00191391j -0.00675418+0.00530311j -0.00330828+0.00223973j -0.00500577+0.00387564j -0.00553936+0.00324175j -0.00480048+0.00418159j -0.00462013-0.00406966j 0.00499297+0.00163108j -0.0044902+0.00257138j -0.00364035+0.00540551j 0.00334039-0.00452843j -0.00500351+0.00649098j 0.00232826-0.00817257j 0.0054971-0.00564658j 0.00177496+0.0014012j -0.000224822+0.0115273j -0.000936809-0.00468547j -0.00575852-0.00985714j -0.00288311+0.00248292j -0.0199457+3.56067e-05j -0.0094706+0.00832575j -0.00315177-0.00126757j -0.00533969-0.00476132j -0.00465725+0.00805304j -0.00274948+0.00336865j -0.00367599-0.00375382j 0.000508858-0.00531069j -0.00132414+0.00468817j 0.00838443+0.000108156j 0.0114415+0.00213585j -0.00206095-0.00419368j -0.00252981+0.00482015j 0.00518104+0.00181381j -0.00905728-0.000263365j 0.00159604-0.0147049j 0.00165981-0.0106422j -0.00207801-0.00287108j 0.00643605+0.0044185j -0.00257929+0.00673512j -0.000809768+0.00520451j -0.00524088-0.000216241j -0.00321727+0.00359456j -0.000870519-0.000539747j -0.0013962-0.00109179j 0.00125761-0.000403451j -0.00132546-0.000733399j -0.000323922+0.00357271j 0.00036208-0.000204242j 0.000511602-0.00040735j 4.49772e-05-0.00044871j 
