0.03939-0.00621301j -0.0624562-0.0470965j 0.0140808+0.00135485j -0.102886+0.109506j -0.0043445-0.00397936j -0.00130166+0.0249994j 0.190992-0.0313037j 0.0107651-0.0438665j 0.0545017-0.0133767j 0.0140989+0.0175479j -0.0974166-0.0148508j 0.062276+0.0261274j 0.139864+0.0269352j -0.0077951-0.0419235j -0.00907557-0.0476953j 0.0441027+0.0316019j -0.0562344+0.0180461j -0.0677652+0.0514167j -0.0743095-0.0137196j -0.0211988-0.0974346j 0.0183659+0.0446195j -0.0230193-0.068233j 0.0138767-0.0436263j 0.00863718+0.0305778j 0.171499+0.0269767j -0.0239304-0.087584j 0.0801328+0.0815937j -0.0233977-0.0251564j -0.0030988-0.10539j 0.101511+0.00931253j -0.0946146+0.0940539j -0.0920982-0.0844056j 0.0807151+0.0375393j -0.0559668+0.0262954j 0.0519352+0.107704j -0.0159967-0.05812j 0.0392037+0.0188852j 0.0289831-0.00413987j 0.00598277-0.110952j 0.0919781+0.01679j 0.070454+0.209396j 0.118852+0.0479922j 0.0533042+0.0938887j -0.151916+0.0232307j -0.164513-0.0603586j -0.0342579-0.058168j 0.0491735-0.0110828j -0.000446967-0.0358543j 0.0844039+0.025889j 0.00533649+0.0700664j -0.0165999-0.0112433j 0.0114104-0.0242278j 0.0288316+0.00863729j -0.00303295-0.015457j -0.0262358+0.0222092j -0.00341115+0.00685925j -0.0073596-0.019368j -0.00370485-0.0129109j 0.0294704+0.0198472j -0.0126643-0.00290687j 0.0256793-0.03666j -0.00260478-0.015994j -0.0121999-0.0264698j -0.0220633+0.00154469j 0.00639102-0.00682851j 0.0154277-0.0198458j -0.0181197+0.0396834j 0.00814609-0.0249652j -0.015621+0.0553843j 0.0883831+0.00922263j -0.0224045+0.0072046j -0.00866876-0.0356504j -0.0587349-0.065642j 0.0196513-0.00628734j -0.000924243-0.0156727j -0.0640656+0.0631002j -0.015367+0.0240488j -0.00258931+0.0437839j -0.0334426-0.0918662j 0.0232829-0.156229j 0.0919277+0.0796197j 0.00515071-0.0381196j -0.00971614+0.03845j 0.145833-0.00513194j 0.0706618-0.00237402j 0.0328615-0.0172922j 0.0264479+0.0222665j 0.0288861+0.0642724j -0.01944+0.0266551j 0.0049369+0.0455833j -0.0853667-0.00143243j -0.0638298-0.0305972j 0.033448-0.00662735j 0.0043443+0.136361j -0.183693-0.0930862j 0.0121047+0.180766j 0.217584+0.120724j 0.0929069+0.143465j 
8.1887e-05-0.0169883j 0.00454622-0.00280751j 0.0274058-0.0037961j 0.0233064+0.00974427j -0.00484748-0.00718756j -0.000725351-0.00140541j 0.00419188+0.020438j 0.0143593-0.00958319j -0.00508221+0.00242924j -0.00183248-0.00785082j -0.00442056-0.00917846j 0.00772195+0.00810574j 0.0155976-8.24855e-05j 0.0111439+0.00797252j -0.0157771+0.0104213j -0.011136-0.0124652j 0.0118838+0.000457557j 0.00423934+0.0062946j -0.00168206-0.00119753j -0.00763933+0.00129273j 0.00391972-0.00201266j -0.00648721+0.0067643j -0.00172575-0.00226106j -0.00193793-0.00718567j -0.00657562-0.0039859j -5.57684e-05+0.00230135j -0.0055267+0.000840278j -0.00310451+0.00619151j -0.000710231-0.00110335j 0.00668636-0.00480251j 0.00688032+0.00220918j -0.00538589-0.00133709j -0.00372745+0.00253958j 0.00102316-0.000813924j 0.000995752+0.00554544j 0.00176761-0.0037188j 0.00146776+0.00411286j 0.00030209+0.00110811j -0.00380025+0.000265796j -0.003354+0.00447079j -0.0043424+0.00310334j 0.00369461+0.00936967j -0.00488208-0.00269352j 0.00599842+0.00598747j 0.0157038-0.00187413j 0.00138533+0.00723126j 0.00110066+0.0169614j -0.00468087-0.00364617j 0.00645566-0.0220013j 0.0124616-0.0120875j 0.0239176+0.00577621j 0.019874-0.0115469j -0.020162-0.00423833j 0.00220284+0.024311j 0.0109579-0.00963234j -0.0247725+0.017761j -0.00659411+0.00395963j -0.0230052+0.00168967j 0.00253956+0.00586222j -0.0218722-0.0240275j 0.0025471-0.00215874j -0.0143663+0.0343365j 0.0222067+0.00874105j 0.0113378+0.0184615j -0.0249529-0.00224934j 0.00834439-0.00703378j 0.0165322+0.0210058j -0.00194946-0.00557335j -0.00530154-0.00445252j 0.00112477-0.0107981j 0.0202134-0.00912374j 0.0224269-0.0138041j 0.00146825+0.00391426j 0.0158646+0.0193799j 0.000357136+0.0057086j -0.00559656-0.0145161j 0.00640367+0.00796006j 0.00283598-0.00242928j 0.0126623-0.0106567j -0.0112422+0.00428321j 0.00413575+0.00161702j -0.00783641+0.00841082j 0.0115158-0.00610702j -0.000946922-0.00144338j 0.00410217+0.00232503j -0.00457197-0.00422687j 0.00440556+0.00883228j 0.0123411+0.00482992j 0.00475182-0.0140262j 0.00839686+0.00702849j -0.00930431-0.00581016j 0.000797717-0.000798272j -0.00701447+0.00294885j 0.00152283-0.00107221j 0.00774881-0.000269343j 0.00430986+0.000766489j -0.00364673-0.00157703j -0.00365279+0.00024634j 
-0.00123648-0.000129393j 0.0114205+0.000179375j 0.00948948-0.0101323j -0.0240316-0.011374j -0.00197907+0.0105775j 0.0162393-0.0263311j -0.0317139-0.0143295j 0.00463335+0.0165369j 0.0133936-0.000227898j 0.00798031+0.0127273j -0.00376441+0.00993702j -0.000567398+0.00906873j -0.00389201+0.0108602j -0.0115157-0.00078854j 0.00748786+0.0142042j -0.00528384+0.00449795j 0.00309732-0.00755525j -0.00411447-0.0182256j 0.00929046+0.00254603j -0.00392287-0.000570948j -0.00787298-0.00902685j 0.00473113+0.00906656j -0.00383587-0.0044048j 0.00463451+0.00209806j -0.00164577-0.000469111j 0.00258287+0.00350247j -0.00259836+0.00737929j -0.000298624-0.0081846j -0.00376312+0.00737855j 0.000625135+0.00196797j -0.00255086+0.00238137j 0.00285111-0.00807935j 0.00867532+0.00481912j 0.00245128+0.0111004j -0.00177032+0.00092601j -0.00104997-0.00160129j 0.000901362+0.00149963j -0.00218105-0.00870548j 0.00616309-0.00660754j 0.00111502-0.00500232j 0.00108585-0.0217222j -0.00989273+0.0139029j -0.0096272+0.0113881j -0.0116967+0.0217645j 0.00889129+0.00959022j -0.0168317-0.0112786j -0.0115034-0.0224753j 0.0401373-0.0162611j 0.0480787+0.00485983j 0.0243753+0.0522963j 0.0261617+0.021329j -0.00717462+0.0273507j -0.0416565+0.0311507j 9.35788e-05+0.0096579j -0.0363682-0.0188966j 0.00582291-0.0239217j -0.000879525+0.0512524j -0.0221674-0.0161439j 0.0327671-0.0160076j 0.00830478-0.00815854j 0.0460482-0.00838147j -0.0130722+0.0234645j 0.00501957-0.0080018j 0.0148861+0.0129829j 0.0238771+0.000701794j 0.00938307+0.000673717j 0.0144231-0.0110163j 0.00791365-0.0210914j -0.00178779-0.0191938j 0.0205798+0.0114946j 0.0121441+0.000308094j 0.000913377+0.00630048j -0.0132863-0.0127934j 0.0147147+0.00326378j -0.00700775-0.00566933j -0.0177875-0.00849504j 0.0205744-0.00415522j -0.0180941-0.00264165j -0.00290577-0.0100537j 0.00855629+0.0109134j -0.00695318+0.0149397j -0.0058963+0.00762637j -0.000501912+0.0172566j -0.0212344+0.000660852j 0.0064729+0.00224655j 0.00226785+0.0032624j 0.00444458+0.000198108j 0.00392665-0.00153822j -0.0219162+0.00377284j -0.0101046-0.00613234j -0.00833461-0.00499301j -0.0028948+0.0073783j -0.0121187-0.0123586j -0.0111278+0.00397199j -0.0137488+0.0158471j 0.0115198-0.00367623j -0.000354426+0.00845337j 0.0125413+0.00137271j 
0.012416-0.0187806j 0.0173632+0.022057j -0.00183597-0.000328696j -0.0112243-0.00951373j 0.0296917-0.00643347j -0.0030577-0.0075555j -0.0232957+0.000440905j 0.00584091+0.00887219j 0.00872563+0.0143113j 0.0248421+0.028983j 0.000164687+0.0116587j -0.0127147+0.00692085j 0.00828081-0.0126348j -0.00464422-0.00478914j 0.0124715+0.00122286j 0.00535802-0.004505j -0.00900912-0.00649079j 0.0028553-0.000640562j -0.00528941-0.0106805j -0.000943045-0.0141039j 0.0161829+0.00570698j -0.000588439-0.00324804j -0.00648354-0.00545641j 0.010231+0.00417587j -0.0176806+0.0018448j -0.002303+0.00747958j -0.00938151-0.0041216j 0.00475568+0.00922588j -0.00956597-0.0133847j -0.00453824+0.00172717j 0.00877954+0.00428791j 0.00239169+0.0050072j 6.66224e-05-0.00312398j -0.00129208-0.00193808j -0.00979776-0.00854959j 0.00814749+0.00152557j -0.00335483+0.00482876j -0.0043309-0.00128473j 0.00267751+0.00785632j -0.00514471-0.00275008j -0.00855767-0.00995925j -0.00893256-0.0116981j 0.00448691+0.0103872j 0.00471436-0.0162351j -0.00841656-0.00397967j -0.0116394+0.00641002j 0.00746303+0.0127457j 0.0112786+0.00805044j -0.0042008+0.0222016j -0.00406025-0.00331357j 0.00878521-0.0205907j -0.0127177+0.0171293j -0.0200855+0.0011589j 0.0199809+0.0147872j 0.019557-0.0141726j -0.00731645-0.00147419j 0.0219842-0.0144286j -0.0125315+0.00455722j 0.00196129-0.0163204j -0.00130406-0.00265019j 0.00144512+0.00284817j -0.0133769+0.00873651j 0.00274823-0.0144506j 0.0100005-0.00861352j -0.00725862-0.0104077j -0.0108486-0.0106017j 0.00032759+0.00140185j -0.00921625+0.00506824j -0.000195699+0.00168543j 0.00631774-0.00224443j 0.00894276-0.00312012j 0.00366657-0.000788311j -0.009354-0.00685245j 0.00417639+0.00188977j -0.0105875+0.0012842j 0.00446626+0.00113781j 0.00748225-0.00535142j -0.00314735+0.00900283j 0.00246226-0.00194157j -0.00280811-0.00544177j -0.00327595+0.005274j -0.00111015-0.000184378j 0.00315762+0.00174929j 0.00159714-0.000256351j -0.00105566-0.000581154j 0.00471546+0.00106181j 0.00483161-0.00157452j 0.000180044+0.00474487j 0.00665499+0.00146773j 0.00136099+0.00138739j 0.00124593-9.08429e-05j -0.00274141+7.5641e-05j -0.00316812-0.000193998j 0.00469275-0.000298843j 0.00174982+8.88064e-05j -0.00324904-0.0028933j -0.00125498-0.00499957j -0.00423381-0.00369611j 
-0.022009-0.0194176j 0.0111014-0.0175893j 0.00279737+0.032876j -0.00153589-0.00805722j -0.00385017+0.0168066j -0.0223397-0.00927764j 0.0139311+0.025698j 0.0101448-0.021183j -0.0150373+0.0083443j -0.00475593+0.00894452j -0.00763723+0.0102465j 0.00793891+0.00180812j 0.0234782+0.00214883j -0.0127162+0.0199874j 0.011688+0.00338409j -0.0164013-0.0119482j 0.0166277-0.00845818j -0.00126338-0.0168301j -0.00170668+0.00370482j -0.0158371-0.0130729j -0.012149-0.00277424j 0.00450597+0.00750774j -0.00735574+0.00255691j 0.0135468+0.00109562j 0.00627706-0.00265847j -0.00393845+0.00120951j -0.00456583+0.0105864j -0.00561251+0.00493924j -0.0114956+0.00272405j 0.00599589+8.54483e-05j 0.00761359+0.00544791j -0.0086982-0.0111478j 0.00965924+0.00868146j 0.00921799+0.00922262j -0.001384+0.00695766j -0.00564847-0.00319171j 0.00479849+0.00323177j -0.0120284-0.00815706j -0.00228196-0.0039188j 0.000754808+0.00307672j -0.0151829-0.00552645j 0.00948681+0.00505626j 0.00608841+0.0103252j 0.00399539-2.76821e-05j 0.00305121-0.0137899j 0.00228622+0.0011775j -0.00896783-0.00469621j -0.0120375+0.00440229j -0.0237926-0.0102784j -0.0125586-0.00987637j -0.0101222-0.00255962j -0.00905635-0.0259463j 0.0160534-0.0167083j -0.00185258-5.73247e-05j 0.0129876+0.0190419j 0.014508+0.0240567j -0.000436169-0.00630864j 0.000226026+0.00419511j -0.0113191+0.00236378j 0.000505843+0.00617815j -0.0195321+0.0209679j 0.00982102-0.0146348j 0.00950946+0.00358914j 0.00612303-0.00853698j -0.0114252+0.00036116j 0.00206469+0.00919455j 0.000176769-0.0095669j -0.00596521-0.000459727j 0.00545113+0.00342609j -0.0131954+0.0054148j -0.00340021+0.0033904j 0.00254714+0.00137757j 0.00215724+0.00082311j -0.00920739-0.0039339j 0.0119361+0.00257645j 0.00146324-0.00658814j 0.00358591+0.00823632j 0.0184942-0.00310852j -0.00171641+0.0121627j -0.00722516-0.00122185j -0.00328537-0.00499668j 0.00959803-0.0064581j 0.00434921-0.00329275j 0.00749571-0.00825466j -0.00588687+0.011635j -0.00341654-0.00734735j -0.00933778+0.00307208j 0.0031415+0.00745584j 0.00306499-0.00649437j -0.00285384+0.00434702j -0.000477059-0.00497197j 0.00304552+0.00103748j 0.0042202+0.0154495j -1.2089e-05+0.00128849j 0.00775215-0.00420308j -0.00276255+0.0012705j -0.00233095-0.000195339j -0.0078317-0.00165583j 
-0.00757546-0.0075176j -0.0272228+0.00197557j -0.00584781+0.0108801j -0.0140965+0.0369976j -0.00953155+0.0117852j -0.00826442+0.0275817j 0.0131194-0.00389804j 0.000218757-0.01253j 0.011231-0.00283919j -0.00418941+0.0115593j -0.0208893-0.0185594j -0.00718222+0.0048263j 0.00859021+0.00202534j -0.000123855-0.00584942j 0.00427704-0.00664549j 0.000260742-0.00324103j -0.00526311+0.00288833j 0.000542398-0.00279898j -0.0105299+0.00745566j -0.00336895-0.00053835j -0.0090432+0.00666148j 0.00292709-0.00362344j -0.00437803-0.0011411j 0.00310348-0.00149133j 0.0123438-0.000555332j -0.0058841-0.00373266j 0.00452584+0.00336448j -0.00950235-0.00340489j -0.00470441+0.00426103j -0.00422429+0.00642249j -0.00455644-0.000777209j 0.000498374+0.000145211j 0.00435644-0.000438289j -0.00419644+0.0053654j -0.00223668+0.00284577j -0.000603447+0.00482514j 0.00767242-3.39862e-05j 0.00299141+0.00451357j -0.00540011-0.00883747j 0.00491844+0.000662623j 0.00840414+0.0011304j 0.0165227-0.00760319j -0.00482395+0.0225089j 0.0073811-0.00109502j -0.0025032-0.0291056j 0.00874052-0.00573137j -0.00343118+0.0189362j -0.00540817+0.0258035j 0.00803062+0.0360014j -0.0111246-0.016061j 0.0133765-0.0116041j -0.00960425+0.0391686j -0.0650928-0.00412077j 0.0286481+0.0170908j 0.0227077-0.0423776j -0.0483854-0.011809j 0.00571018-0.0203167j -0.00869988-0.00910056j 0.00772444+0.0357968j -0.00241905-0.0036718j 0.0102483-0.0139481j 0.0147205-0.00224984j -0.00989982+0.0206188j 0.00336472-0.0116933j -0.00137562-0.0426656j -0.0116257-0.0393594j -0.0114362-0.00438576j 0.00587998-0.0198151j -0.00950566+0.00232064j -0.0153632-0.0378982j 0.0156164+0.0199527j -0.00718134+0.00328758j -0.0081628-0.00391564j 0.0131749+0.00244606j -0.0269336-0.00306326j 0.023174+0.015167j -0.0158617-0.0107653j -0.0100791+0.0228694j 0.0032482-0.0112988j -0.0176706-0.00999698j 0.002207+0.00612732j -0.0151822-0.0016373j 0.00146108+0.0133414j 0.0215768+0.00388553j 0.00437759-0.0123817j 0.0118799-0.0126888j 0.000311509+0.00397361j 0.000190332+0.00146834j 0.0170074+0.0131616j -0.00493344+0.0104062j 0.000685666+0.0125757j -0.00463747-0.013235j 0.0095295-0.00669703j -0.00638495+0.00658496j -0.019247-0.0181426j -0.0124075-0.00356265j 0.0141638-0.00347065j -0.0172951-0.00682724j 
0.0251737-0.0164093j -0.00989424-0.00671806j 0.014309-0.021509j 0.00552624+0.00147156j 0.00751449-0.008765j -0.0192942+0.00779155j 0.0229279-0.00941471j -0.00935528-0.0111166j -0.0080787-0.013248j 0.0106173+0.00245079j -0.00799662+0.0028106j 0.0165207+0.0109027j -0.00332979-0.00369178j 0.00232987+0.00217004j -0.00373303+0.0167999j 0.00140305-0.00721678j 0.000189731-0.00605329j -0.0132435+0.00276242j -0.00496131-0.00255709j 0.00066754-0.00187361j 0.00333183-0.000317237j 0.00148516+0.00197584j 8.92818e-05-0.00272087j 0.0101819-0.00330525j -0.00170801-0.00160681j 0.00592434-0.00280127j 0.000999166+0.00150271j -0.000188412-0.000711819j -0.00404649-0.00422966j 0.00275544-0.00569542j 0.000382556-0.00309564j -0.0032811-0.00371938j 0.0027884-0.00409069j 0.00399029+0.000389545j -0.00523382+0.000979841j -0.00345147-0.000332881j -0.0041206-0.00412277j 0.00415492+0.00491637j 0.00272294+0.000856178j 0.00195814-0.00191402j 0.0102902+0.000714999j -0.0041276-0.000927817j -0.000616334+0.00449668j -0.00448673+0.0164859j -0.00168889-0.01256j 0.0138044-0.0303703j 0.0261937-0.00650814j -0.0377641-0.000364462j -0.0275929+0.0243054j -0.01461-0.0124496j 0.00696023-0.0292684j 0.0331298+0.0107729j -0.00079692+0.0236346j 0.0438531+0.00830108j -0.02101+0.0187255j 0.000626436+0.00735248j 0.0098038+0.00891809j -0.00563496-0.0498447j -0.0357918-0.0170626j -0.0220432-0.0193284j 0.0125925+0.0116876j -0.0253278-0.00977698j -0.0282427+0.000719776j 0.0161939+0.0146712j -0.0014684-0.00828221j 0.0366312-0.00428251j -0.0148636-0.0192874j 0.0403723-0.011257j -0.00124946-0.0134295j 0.0387217-0.0117071j -0.0157009+0.0194056j -0.0090926+0.00255164j 0.00584196+0.0101922j -0.00374241+0.00990828j 0.0209696-0.017699j -0.00164101+0.0078702j -0.0144364-0.0208568j -0.00450495-0.0233972j -0.00783944+0.0176052j 0.0145774-0.0161439j 0.00591966-0.00377684j 0.00988357-0.0224248j -0.010477-0.00304013j 0.00352399+0.0176645j 0.0173636-0.00163405j 0.0115069+0.0107119j -0.00509076-0.00247318j -0.000144299+0.00214774j 0.000588246+0.0111444j -0.0044514-0.00606197j -0.0219619-0.00673941j -0.00353479+0.0077129j 0.00686756-0.0012305j 0.0223088-0.0046033j -0.00401149-0.00857847j 0.0179954+0.0210622j 0.0167551+0.00403198j 0.00253421-0.00449978j 
-0.0191648+0.00113721j -0.00931907+0.0188184j 0.00912041-0.00881611j -0.00443382-0.0157712j -0.0329296-0.0115317j -0.0275702-0.0232685j -0.0229536+0.0273219j 0.0286477+0.0065288j 0.00095366+0.0189696j 0.00612256+0.0110372j -0.0138491+0.00717193j -0.000386203+0.00586295j 0.000638336-0.00237077j 0.000203328+0.00349282j 0.000137232-0.000453515j -0.00190212+0.00270402j -0.0115781-0.00957259j 0.00864086+0.0058094j -0.00462225+0.00107058j -0.00597603+0.00396464j 0.00290983+0.00541668j -0.00677292+0.00837941j -0.00232996-0.00325915j -0.00490221-0.00101632j -0.0111511+0.00495178j -0.000340226+0.00379619j -0.00299732+0.00208888j -0.00117849+0.0105838j -0.0062928-0.00357974j -0.00603938-0.00186025j -0.00284518+0.00201103j 0.00234776+0.000594343j -0.00271895+0.00508405j -0.00228254+0.00143213j -0.00302727+0.00895461j -0.000515616-0.00228221j 0.00278981+0.00770484j 0.00257825+0.00537544j -0.00300555-0.000110174j -0.000397435+0.00989477j -0.00799232+0.00381889j -0.00333611+0.0170456j 0.00283644-0.00199902j -0.0146164+0.0021234j 0.0126083-0.00132824j 0.00804694+0.0258618j -0.0844955+0.0018316j -0.0441644-0.0257015j 0.00447168-0.0600897j 0.0651545-0.0196588j -0.0062333+0.0639697j -0.0154079+0.0227148j -0.0169674+0.0106761j -0.0060779-0.031585j -0.0232816-0.00749108j 0.00761879-0.00358413j -0.0484038-0.0170726j 0.00966755-0.00894387j -0.0222263+0.043127j 0.00720724+0.0266377j 0.025522+0.00939106j -0.0125684+0.00362563j 0.0370506+0.00455343j -0.00416426-0.0259927j 0.00463963+0.00365221j 0.00508871-0.0132792j -0.0160667-0.020834j -0.000233902-0.00810165j 0.00550943-0.0159684j -0.00573218+0.00254039j -0.00285569+0.0126043j -0.0148382+0.00893709j 0.0100687-0.00416203j 0.0120703-9.59172e-05j 0.00511934-0.0120022j 0.00324619-0.00610162j -0.00672094+0.0187328j -0.014028-0.00393181j 0.00575914+0.0145052j -0.0203124+0.00206136j -0.00931498-0.0119025j -0.0191912-0.007691j -0.0126918-0.0102085j 0.0127464-0.013962j 0.00127281-0.0045152j 0.00542743-0.0109961j -0.00933353-0.00252179j 0.0191868-0.00267983j -0.00457363-0.0142562j -0.0141944+0.00129023j -0.00272819-0.000339713j -0.00647919-0.00719336j 0.0224244-0.0092451j -0.00435169-0.0249934j -0.00280317-0.0147414j 0.00140753-0.00665957j -0.0157666-0.00276595j -0.00864943+0.00386794j 
0.00634616-0.00716046j -0.0125654-0.00672597j 0.046651-0.00834441j -0.00507786+0.0226587j -0.0147937+9.91418e-06j 0.0163406-0.0153744j -0.0139406+0.00589204j -0.000958011-0.0213627j 0.0282368-0.0016014j 0.00466232-0.00347555j -0.0235054+0.000547316j -0.00234102-0.0215499j -0.00518962+0.00692467j -0.00340905-0.00412371j -0.000204055+0.00165054j 0.000505415-0.0269191j 0.00147851-0.0128257j -0.013727+0.00499042j -0.00195773-0.0190276j 0.0167304-0.00871686j -0.00398935-0.00270504j -0.00231711+0.00704602j 0.000645596-0.0033353j -0.0117258+0.00513023j -0.0065458+0.00898744j 0.00279949-8.47458e-05j 0.00748046+0.00602948j -0.00390616+0.00907443j 0.022826-0.0129352j -0.00524354+0.00448142j -0.013706+0.00400952j 0.00293679-0.00467942j -0.00962901+0.00960644j -0.00733752+0.0012123j 0.0115503-0.00148234j 0.00232751+8.00947e-05j -0.00337514+0.00848622j 0.00935106-0.00379492j -0.0102825+0.0125359j -0.00133175+0.00301443j -0.000608954-0.00683264j 0.0064458+0.000141451j 0.0162938-0.00865918j 0.00743716-0.00861806j -0.00206859+0.0134029j 0.0101514-0.00650454j 0.00125002-0.0128666j -0.0120643-0.00181159j 0.0049248-0.00120551j 0.0180885-0.002153j 0.00376422-0.00140145j 0.0108859-0.0111766j -0.0224501-0.00134268j 0.00305829-0.00531481j -0.00299089+0.0136474j -0.0086416-0.0192768j -0.005179+0.0054675j -0.000714492-0.0128642j 0.00150111-0.0135611j -0.0129859-0.00574859j -0.00753447+0.0112204j -0.00315413+0.00843252j 0.00654722+0.00225599j 0.00712945-0.0112652j 0.00842673+0.00127103j -0.0086467+0.000423485j 0.00175688-0.00248299j -0.00172553+0.00307251j 0.000937822-0.0036705j -0.00182109-0.00533775j 0.000110314-0.00260779j -0.00132032+0.0018052j 0.000346002-0.00115972j 0.0037526+0.00189694j 0.000936354-0.00626177j 0.00185502+0.00170102j 0.00103105+0.00143699j -0.000390667-0.00421249j 0.00314731+0.00296314j -0.00262119-0.00531706j 0.000762951-8.45564e-05j 0.00339094-0.00131215j 0.00362351-0.000975165j -0.00814385+7.44902e-06j 0.00887351-0.0019737j 0.012921+0.00314676j -0.000372957-0.00302766j 0.00396408-0.00195482j 0.000659706-0.000963744j -0.000555726+0.00241631j -0.0114546-0.00735639j -0.00294286+0.00197959j 0.000380104-0.00433032j 0.00449129+0.00129758j -0.00114213-0.00581301j -7.87106e-05+0.00818596j -4.60517e-05-0.0024319j 0.00690102-0.00055828j 
-0.0146237-0.0051924j -0.00635279+0.00734999j -0.00642146+0.018671j -0.0481511+0.00468862j 0.00602683-0.0311426j 0.0191913-0.0104093j 0.0119633+0.00635094j -0.00264374+0.000721782j 0.00333693-0.00203802j -0.0195243-0.00292951j 0.0066884+0.0295849j -0.0147435+0.00127736j 0.0180218+0.00350768j -0.00361044-0.00419856j 0.00294061-0.000946891j -0.0112752+0.0107365j -0.0092653-0.00465449j -0.00976383+0.025121j -0.012012+0.0064233j -0.00462988+0.000679951j -0.0046762+0.015854j 0.00796245-0.00194464j 0.00475475-0.00380035j -0.0135028+0.0148431j 0.020031-0.00783782j -0.00329655-0.00773762j 0.0118713-0.00792489j 0.00876018-0.00495232j 0.00158048-0.0139347j 0.0109694-0.000730348j -0.00298333+0.00611229j -0.0094359+0.00845436j -0.000624123+0.000102949j 0.00594474-0.00733215j 0.0120504-0.00733991j 0.00105808-0.0055912j 0.0115842-0.000803146j -0.00528495+0.00714412j -0.00619047+0.00795806j 0.00508517-0.00865181j -0.00752322+0.000929012j 0.00163494-0.00451778j 0.00554389-0.0088808j -0.0168312+0.0082413j 0.0116077-0.00612924j 0.00198918-0.0146222j -0.0106655-0.00409559j 0.00360838+0.00481456j 0.0246641-0.00223226j -0.00382457+0.00699817j -0.00913481-0.0058137j -0.0124091+0.00279742j -0.0123131+0.0134489j -0.0205865-0.00668261j 0.0100031+0.00842693j -0.0100202+0.0044589j -0.00413811+0.00122026j -0.0160755-0.00251158j -0.00371293-0.00527184j 0.00106513+0.0203514j 0.00503084-0.00218969j 0.0139061-0.00386481j 0.00364535-0.0032835j -0.0068218+0.000369378j 0.00112206-0.00485967j -0.00167131-0.00107839j -0.00220181-0.00165291j -0.00873595+0.0039383j -0.000823007-0.0035519j 0.0093035-0.00763912j -0.00285285-0.00141721j -0.0037601+0.00756897j 0.00592327+0.00738055j 0.00423833-0.00624597j -0.00207749-0.00089789j 0.00366968+0.00267558j -0.00739029+0.00106697j -0.00997285+0.00200584j -0.000829536-0.000188152j 0.000463887+0.00357982j 0.000487161+0.00169188j -0.00522422+0.0032158j -0.00563528-0.00137389j 0.00291718-0.00547592j 0.00382583-0.00097376j 0.00235179+0.0013952j 0.00445127+0.00163257j 0.00325222-0.00341727j -0.0020057-0.00170359j -0.00671719-0.00424805j 0.00439798-8.5195e-05j -0.00768839-0.0106922j 0.00410721-0.00247798j -0.00468515-0.00584914j 0.000235333-0.010294j -0.00237564-0.0058669j 0.00518124-0.00069686j -0.000123826+0.0025228j 
0.0307043-0.0263635j -0.0365082+0.0276j 0.0123382+0.0392048j 0.0206358+0.0272253j -0.00502237+0.0266621j -0.0195574+0.00587555j 0.0481236+0.014984j 0.0179479-0.0405206j -0.00270531-0.0139267j -0.0129037+0.00636845j -0.00249749-0.000732641j 0.0170129-0.00873778j 0.00763169+0.0039532j 0.00574039-0.00645044j -0.0111238-0.00270683j -0.015781+0.00165614j 0.00567329-0.00234194j -0.0091905+0.00300029j -0.0120244+0.00635818j -0.00596959+0.00201903j -0.00110585+0.0012863j 0.000744134-0.0067285j -0.0028758+0.00728016j 0.0143183-0.0105719j 0.0105367-0.00395077j -0.00189035-0.00755296j 0.00529985+0.00309549j -0.00711148-0.00528925j -0.000368305+0.0073792j 0.00648429-0.00103565j 0.00396137-0.00898489j -0.00865554-0.000766136j 0.00153854-0.0042699j 0.00343135+0.000988827j -0.00605825+0.00614572j -0.00364828+0.00237438j -0.00531876-0.0092708j -0.00436924+0.000797899j 0.00866159-0.0101205j 0.000505823+0.00590403j -0.0115829+0.0270452j -0.00314392-0.0123589j 0.0263624+0.00818945j -0.0229796-0.0137852j -0.0197707-0.00863558j 0.0471042+0.016698j 0.000485601+0.0702504j -0.0317001-0.00152794j -0.0517432-0.000676864j 0.0347906-0.053324j 0.025021-0.0223466j -0.00755799+0.0400445j 0.0156308+0.00514073j 0.0433656-0.0292876j 0.0378848-0.0198421j 0.0114712-0.00699142j -0.0345011-0.0193654j 0.0322863-0.0161003j 0.00948264+0.00962126j -0.0373141-0.0183295j 0.00270294-0.00374775j -0.04621-0.0157574j -0.0138809+0.0348015j 0.024771-0.0324758j -0.0248282+0.00186475j -0.00137407+0.00750964j 0.0241023+0.0198659j -0.00591366-0.00448322j 0.0123527+0.0263239j 0.0122989+0.010645j 0.00624956+0.00286748j -0.00268263-0.0138189j -0.00939016-0.0120285j -0.0186439+0.00585795j 0.00657959+0.00830314j -0.00797701+0.00537287j -0.00446504-0.00660484j 0.0255766-0.000808663j -0.00445097-0.016967j 0.00776669-0.01688j 0.0279689+0.0105566j 0.0221083-0.00043294j 0.0105516+0.0214684j 0.00346676+0.00420669j 0.0130026+0.0111234j -0.000293048+0.00670968j 0.0214083+0.00284521j -0.00531111+0.0215393j 0.0171215+0.0143685j 0.0122107+0.00319347j -0.0031947-0.00941629j -0.0142954+0.00726788j -0.00254932+0.0250083j 0.00861598+0.0279504j -0.013668-0.00928237j -0.00793527+0.0024936j 0.022983-0.0109047j -0.0207475-0.00622211j 
