0.03939-0.00621301j -0.0624562-0.0470965j 0.0140808+0.00135485j -0.102886+0.109506j -0.0043445-0.00397936j -0.00130166+0.0249994j 0.190992-0.0313037j 0.0107651-0.0438665j 0.0545017-0.0133767j 0.0140989+0.0175479j -0.0974166-0.0148508j 0.062276+0.0261274j 0.139864+0.0269352j -0.0077951-0.0419235j -0.00907557-0.0476953j 0.0441027+0.0316019j -0.0562344+0.0180461j -0.0677652+0.0514167j -0.0743095-0.0137196j -0.0211988-0.0974346j 0.0183659+0.0446195j -0.0230193-0.068233j 0.0138767-0.0436263j 0.00863718+0.0305778j 0.171499+0.0269767j -0.0239304-0.087584j 0.0801328+0.0815937j -0.0233977-0.0251564j -0.0030988-0.10539j 0.101511+0.00931253j -0.0946146+0.0940539j -0.0920982-0.0844056j 0.0807151+0.0375393j -0.0559668+0.0262954j 0.0519352+0.107704j -0.0159967-0.05812j 0.0392037+0.0188852j 0.0289831-0.00413987j 0.00598277-0.110952j 0.0919781+0.01679j 0.070454+0.209396j 0.118852+0.0479922j 0.0533042+0.0938887j -0.151916+0.0232307j -0.164513-0.0603586j -0.0342579-0.058168j 0.0491735-0.0110828j -0.000446967-0.0358543j 0.0844039+0.025889j 0.00533649+0.0700664j -0.0165999-0.0112433j 0.0114104-0.0242278j 0.0288316+0.00863729j -0.00303295-0.015457j -0.0262358+0.0222092j -0.00341115+0.00685925j -0.0073596-0.019368j -0.00370485-0.0129109j 0.0294704+0.0198472j -0.0126643-0.00290687j 0.0256793-0.03666j -0.00260478-0.015994j -0.0121999-0.0264698j -0.0220633+0.00154469j 0.00639102-0.00682851j 0.0154277-0.0198458j -0.0181197+0.0396834j 0.00814609-0.0249652j -0.015621+0.0553843j 0.0883831+0.00922263j -0.0224045+0.0072046j -0.00866876-0.0356504j -0.0587349-0.065642j 0.0196513-0.00628734j -0.000924243-0.0156727j -0.0640656+0.0631002j -0.015367+0.0240488j -0.00258931+0.0437839j -0.0334426-0.0918662j 0.0232829-0.156229j 0.0919277+0.0796197j 0.00515071-0.0381196j -0.00971614+0.03845j 0.145833-0.00513194j 0.0706618-0.00237402j 0.0328615-0.0172922j 0.0264479+0.0222665j 0.0288861+0.0642724j -0.01944+0.0266551j 0.0049369+0.0455833j -0.0853667-0.00143243j -0.0638298-0.0305972j 0.033448-0.00662735j 0.0043443+0.136361j -0.183693-0.0930862j 0.0121047+0.180766j 0.217584+0.120724j 0.0929069+0.143465j 
0.00811671+0.00013712j 0.0118343-0.0162505j 0.00556464+0.0151459j 0.0101216-0.022887j 0.0050096+0.00286055j -0.0320625+0.0137786j 0.00198708-0.00402239j 0.0230654-0.0111341j 0.0247942-0.00362355j 0.0268152+0.00902873j -0.0052879+0.00517753j 0.0187381+0.0210895j -0.00212988-0.00821595j 0.0129339+0.00694708j -0.0103695+0.00502038j -0.0228394+0.0264663j -0.00834397-0.0241684j -0.0309138+0.000603123j 0.0518353+0.0351794j -0.000218369-0.00523326j -0.0140214+0.0155473j -0.0314656+0.00447075j -0.0128802-0.00583701j 0.0276883+0.00899089j 0.0433557-0.0216893j 0.0200141-0.00110448j 0.0105264+0.0149963j 0.0132091-0.0140845j 0.0203613-0.0224814j -0.0246944+0.0103428j 0.0216103+0.00922772j -0.00445875+0.0239097j -0.00806647+0.0111601j -0.000120084+0.00224303j 0.0116662+0.0209203j 0.00163484-0.00996584j 0.0120037-0.0116663j -0.025864+0.0124682j 0.00912872-0.00298629j 0.00855177+0.00848541j -0.0165359+0.0251209j 0.0186298+0.00653887j 0.0130019-0.00173941j -0.0333256+0.00526967j 0.0278202+0.0051391j 0.0309637-0.00301876j -0.0025232+0.0102504j -0.0295306-0.000661796j 0.0116484+0.0200009j 0.0425582+0.0141928j 0.071304+0.0439729j 0.0128745+0.0749373j -0.0721866+0.00332841j -0.00628424+0.00698466j -0.0174083-0.0910369j -0.010656-0.0381416j 0.0284365-0.0865036j -0.0581627-0.0912501j 0.0605868-0.150988j 0.176395+0.0655166j 0.0554034+0.11359j -0.0801195-0.161039j 0.0752845-0.0252608j 0.112689+0.0241352j 0.0362776-0.048359j 0.0469352+0.0985059j 0.173186+0.163713j 0.184636+0.00889869j -0.05784-0.0808529j -0.0200883+0.111716j 0.0730394+0.0313186j -0.0576538+0.169751j -0.151766+0.196579j -0.0429969+0.144566j -0.058101-0.0188537j -0.145105-0.0754455j -0.226542-0.0643225j -0.044014-0.0708473j -0.0454566+0.175968j -0.226615+0.056096j 0.0426061+0.0198121j 0.0661844+0.118248j 0.0463965+0.056928j -0.0218261+0.100398j -0.0210973+0.0690696j 0.051569+0.00290596j -0.0437788-0.0513127j 0.0062525+0.106001j -0.0613317+0.0422246j 0.0490496+0.0609739j 0.00302778-0.0429951j 0.0248011+0.0919377j 0.0193099+0.0101158j -0.000486626-0.0109189j 0.0301431+0.0282415j 0.0402828-0.0146756j 0.0121597-0.0132694j 0.000518804-0.0046849j 
-0.0100999+0.00307761j -0.0170817+0.0141334j 0.00297108+0.00687099j -0.0133673+0.0267581j 0.00882785+0.00132421j 0.0154078+0.00175048j 0.00210422+0.00032169j -0.00524852+0.00413721j 0.0153655-0.0217835j 0.012209+0.00759735j -0.0261631+0.00668933j -0.00897853+0.0244695j 0.0154079+0.0142299j -0.0246423-0.0162277j -0.0307026+0.00925421j -0.000790313-0.0326653j -0.0263603-0.0110871j 0.00392268-0.0214038j 0.0209642-0.0249198j -0.0118508+0.0346835j 0.0285953-0.0200641j 0.0249116-0.0130183j -0.00101898+0.0128089j -0.0124503-0.00252834j -0.0026093-0.00740466j -0.0101155-0.0433731j -0.001794+0.0230905j -0.0041268+0.0117586j 0.00420336+0.0004427j -0.0121095-0.00699146j -6.11696e-05+6.37978e-05j 0.0134015-0.00744991j -0.00488661-0.00505632j 0.00590738+0.0012764j -0.0104464+0.00650703j 0.00364346+0.0161949j 0.0124332-0.00891146j 0.0293267+0.00185055j 0.000776991+0.0104569j 0.00323843-0.00186541j 0.0237913-9.63985e-06j 0.01177-0.0304637j -0.00134258+0.00851439j 0.0157759-0.00695906j -0.0175753-0.0102697j -0.00289588-0.00650432j 0.0204873-0.00218497j 0.0336022+0.0233609j 0.00498185+0.0106988j -0.0161443-0.0114856j -0.0233208-0.0206729j -0.0384546-0.0154196j -0.0459855-0.00900777j -0.010558+0.0151767j -0.00129579-0.0167067j -0.0749874-0.0966216j 0.0195193-0.0603925j -0.0880645-0.115501j -0.0292712+0.0184929j 0.13687-0.138049j 0.0656623+0.0781537j -0.0967266+0.0462719j -0.0445857-0.0870753j -0.115794+0.0599483j -0.0542134+0.144171j 0.027337+0.0215932j -0.0964366-0.120725j -0.159392-0.184575j 0.0772955+0.00546979j 0.0110482-0.0268965j 0.170303-0.231089j -0.00802973+0.0642963j 0.184992+0.0163059j -0.0905849-0.0113028j -0.201482-0.0270147j 0.0829573+0.0817672j 0.0859381+0.145739j 0.123832+0.0767067j -0.186503-0.0104761j -0.0396143+0.0643126j 0.149712+0.0532464j 0.00838214-0.0257721j -0.00598785+0.0254617j 0.0334448+0.0157551j -0.0445185-0.0125933j 0.0271911+0.0258077j 0.0362945-0.0386532j 0.0224831-0.0453373j 0.0451041-0.0563016j 0.00316649+0.0325784j 0.00702915+0.0509417j 0.00749777-0.0308599j 0.0186435-0.0196716j -0.0251412-0.00502462j 0.0071482-0.0388286j 0.00070447-0.050582j 0.00688016-0.00351j -0.00195801-0.025439j 
0.0182938-0.0183173j -0.00853437-0.0170002j -0.0273402+0.0305926j 0.0391142-0.00150586j 0.00704165+0.0145846j -0.0338833+0.0367831j 0.0321962+0.0388238j -0.00751877-0.0564758j -0.0222367+0.0242536j -0.0135028-0.0060821j -0.00253361-0.0268349j -0.00571339-0.0243434j 0.0227144-0.0191896j 0.018946+0.00749009j 0.00127129-0.0654418j -0.0145082+0.0152755j 0.00915685-0.0183853j 0.00465492-0.00805441j -0.0115929-0.00430008j -0.0386815+0.00965591j -0.00706559-0.00967127j 0.0287954+0.00328528j -0.0335999-0.00304079j -0.0153211-0.00514579j 0.0177273-0.0122368j -0.00651177+1.50566e-05j -0.0227179-0.00530544j 0.014425-0.0177848j -0.0152635-0.00742938j 0.0273695-0.0180626j -0.0121446+0.00377993j -0.000541151+0.00452174j -0.0198962+0.0262767j -0.00440822-0.0327602j 0.00633287+0.00839708j -0.0302937-0.0227242j 0.00777506-0.00345253j -0.0334263+0.00323248j 0.021316-0.0218539j -0.0105579+0.0195048j -0.0385832+0.0333764j 0.0178127-0.00256585j 0.031726+0.0427122j -0.0217318-0.0174731j 0.0152334-0.0283249j 0.0216044+0.0151419j -0.00270878+0.0633954j -0.0501377-0.0267893j -0.00662586-0.0325589j 0.0340267-0.0950901j 0.0196211+0.0407128j -0.0383214+0.0980545j -0.0689966-0.0634464j 0.0156689+0.0960927j 0.0118768-0.0360221j -0.0248044+0.027217j 0.0285014-0.127157j 0.0190343+0.0511267j -0.164265+0.0274373j -0.114464+0.122294j -0.0510273+0.101218j -0.0694078+0.0585374j -0.039146+0.185688j -0.0780746+0.182804j -0.101806+0.0914939j -0.139377+0.0625755j 0.2206-0.08629j 0.0560512-0.15221j -0.00828451+0.102078j -0.0744391-0.0815731j 0.177037+0.0273685j -0.0358341+0.115105j 0.112727+0.0781716j 0.0609006-0.162417j -0.0957136-0.099014j 0.0318359-0.124032j 0.00770743-0.197263j 0.0228307+0.0368346j 0.10278-0.123564j -0.0104024-0.0437167j 0.00304053+0.0548876j -0.110535-0.143564j 0.101766+0.0129141j 0.0236689-0.00212997j 0.0220466+0.0145278j 0.00328705+0.0527635j -0.09273-0.0455685j 0.00518223+0.0957497j 0.00679928+0.0256992j -0.0450716+0.158075j -0.0408925-0.0339528j 0.0206591+0.0608929j -0.0248521+0.0162873j 0.0168168+0.00996135j 0.0701227+0.0646496j 0.0204397+0.0286557j 0.018537-0.0427608j -0.0241012-0.0122063j 
0.0264213-0.00968796j -0.0092787-0.00489695j 0.00332106-0.0075614j 0.0142612+0.0129057j -0.00830059-0.0202858j -0.00593328+0.00800947j 0.0220309-0.0103526j -0.019345-0.00434117j -0.0433808-0.0114107j 0.025708-0.0159527j 0.0128976+0.0344838j 0.0580285-0.00621914j 0.00462261-0.00329711j -0.0114402+0.0209089j -0.00585839+0.0181691j -0.0378318-0.0266988j -0.0368335+0.00151685j -0.0341321+0.00253029j 0.0196758-0.0121565j 0.0360754+0.0199867j -0.00240152-0.0139392j -0.0152066-0.0217061j -0.00822967-0.00972167j 0.013089-0.00024053j -0.000853093-0.0151938j 0.00122417+0.0315188j 0.00466445-0.00336405j 0.00154334-0.0223778j -0.0054863+0.0114848j -0.00193184-0.00190676j -0.0067244-0.00587769j 0.00326541-0.00613593j 0.00835202+0.00196442j -0.00273417-0.0019325j -0.00465017-0.0214311j 0.00560466+0.0051475j -0.00484801-0.0108511j -0.0045637-0.0145327j 0.0178394+0.00181638j 0.00768024-0.0068606j 0.0140124-0.0251233j -0.0156782-0.0157201j 0.0173134+0.0125061j 0.00416482-0.000237466j -0.0140981+0.000429257j -0.00600431-0.0127526j -0.0126179-0.0355658j -0.0323734-0.0310656j -0.019415+0.000116137j -0.00333237-0.0215241j -0.00294463-0.0146328j 0.0971288+0.0303935j 0.131937+0.142202j 0.007324-0.0482215j -0.0343579+0.0945816j -0.042749+0.0769273j -0.0498775-0.0512192j -0.183341+0.0713898j -0.032706-0.0381768j -0.0558561+0.0421324j 0.230088+0.0624259j 0.0256683+0.0791223j 0.0363626+0.0147793j 0.246361+0.139042j 0.133552+0.199013j -0.0108708-0.0722438j 0.151289-0.0358906j 0.0996856+0.0972005j -0.296565+0.193512j -0.0551618-0.0311392j 0.0157619-0.00159505j -0.128818+0.12596j -0.0614397-0.100491j -0.2272-0.0375609j -0.0860745+0.0695802j 0.0232869-0.00296671j -0.00744488+0.0521808j -0.0214917-0.0568174j 0.141282+0.0179122j 0.0510129+0.0278856j 0.0520466+0.000102247j -0.0584166-0.0849464j -0.0407992-0.0548444j -0.0231712-0.05379j 0.0116177+0.0118918j -0.0180435-0.0856371j -0.0116933+0.0324106j 0.00276032+0.0113648j 0.0489245-0.00407654j 0.0361742+0.00532437j 0.0303957-0.0246371j -0.00764495-0.00175075j 0.0176534-0.00326023j 0.0375276-0.0019462j 0.0356645-0.0615486j -0.0247073+0.0387674j 0.0147022+0.0255073j 0.0064247-0.0234422j 
0.00550417+0.00618284j -0.0419236+0.0154468j 0.0123999+0.0335976j -0.0208878+0.0343465j 0.0358955-0.0183488j -0.0376225+0.0231471j 0.073705-0.0325498j -0.0147688-0.0468664j -0.00721954-0.0516086j 0.0079091+0.00939422j -0.0398498-0.000121803j 0.0351345-0.010166j -0.00444025+0.00622722j 0.009393-0.0254881j 0.0419457-0.011749j 0.0152685-0.0229157j -0.018801-0.0321156j -0.0156282-0.001147j 0.0275878+0.00624764j -0.00451369+0.00163749j 0.00424762+0.0156756j -0.0154265+0.0092629j 0.0209073-0.00690575j 0.0136723-0.0134112j 0.00371838+0.0131482j -0.000806093+0.00744137j 0.00591432+0.00263747j -0.00828584+0.00899528j -0.00092227-0.0128995j 0.0114132-0.00543159j -0.00597186-0.0242342j 0.0211711-0.00416929j 0.0124599+0.000963555j -0.0279569-0.00340553j 0.00356722-0.00327763j 0.00162257-0.0148808j -0.0134671-0.0152827j 0.0154495-0.00222187j 0.00363022+0.0144007j 0.000980323+0.00633295j 0.0456846+0.0148481j 0.0139315-0.0532266j 0.00364058+0.0189196j 0.0117341-0.0170679j -0.00925144-0.0027132j 0.0441627-0.029043j 0.0423443+0.0138857j -0.0471586+0.00338488j -0.11684+0.0130758j 0.0316846-0.0962095j 0.0248132-0.0893351j 0.0890755+0.00396956j 0.0854359+0.0883783j 0.117748-0.113328j -0.156833+0.0444536j 0.119625-0.0120622j 0.0702723+0.00145795j 0.0110944+0.061505j -0.175445-0.122399j -0.0895674+0.0981246j -0.0594037-0.063345j 0.0369781+0.0718901j -0.0697689+0.128284j -0.0232289-0.0948906j 0.112002-0.168956j 0.0927438+0.00382536j 0.185457+0.317503j -0.0158904-0.0974009j 0.107688-0.230524j -0.00289262-0.154956j 0.0100509-0.0116386j -0.000851526+0.191804j 0.0551345-0.0168209j -0.20795+0.0288455j 0.130857-0.034183j -0.0426172+0.0556105j 0.0185329+0.0265086j -0.0158599-0.0453566j -0.0107142-0.0463521j 0.0938744+0.0529507j -0.00960661-0.0625831j 0.107314+0.0170839j -0.0606653-0.0938801j -0.0795096+0.0308959j 0.0318267+0.0488617j -0.0157941-0.0291866j -0.017246+0.00536707j 0.00543953-0.0280456j 0.0182223+0.0744982j -0.00565534-0.0100429j 0.013635+0.000176046j -0.0461822+0.0187003j 0.0160174+0.0639607j 0.0259559+0.00490398j 0.0650368-0.0333422j -0.0250472-0.0413599j 0.0206048-0.0253538j -0.0210865-0.0549158j 
-0.0124753+0.00711782j -0.028011+0.0145694j 0.00229523+0.0374005j -0.0169369+0.025758j 0.0349069+0.0304632j -0.0227677+0.0405589j 0.0257594-0.0121589j 0.0201463-0.02932j 0.0424458+0.00550497j 0.00612258+0.0358048j -0.0459003-0.0522425j -0.0237247+0.0282161j 0.0278855-0.0465401j -0.00783838+0.00545181j -0.00422191+0.00653742j -0.0224337+0.0437891j 0.026982-0.000516431j -0.0252383-0.0136632j -0.0150154-0.0153871j 0.00897178+0.0112096j 0.00922945-0.0201389j -0.0182735-0.0041229j -0.0108324-0.00658202j -0.00952498+0.00117032j 0.00243958+0.000848474j 0.00428745+0.000258485j 0.0198568-0.00575464j 0.0106942+0.00485532j -0.0126356-0.00733373j -0.0211805+0.00602215j 0.00230312-0.00142309j -0.00160453+0.00118344j -0.0183332+0.0088163j -0.0143747-0.00163686j 0.00582244+0.0166471j -0.00285834-0.010953j -0.000961305-0.00599831j 0.0150741+0.00648035j -0.00637527-0.000148599j -0.0141723+0.0107757j 0.0135648+0.0337583j 0.0263681-0.0365024j -0.0105123+0.012345j 0.00314058-0.0145384j 0.00601091-0.00976295j 0.0410322-0.0156842j 0.0274533+0.0739491j -0.0211064+0.0650888j -0.0784412+0.0392951j 0.0308952-0.0434655j 0.0157716+0.0312914j -0.0874838+0.0921075j -0.128915-0.0543563j 0.0283627+0.0835305j -0.00773426-0.116852j -0.162159+0.129688j -0.0825921+0.149812j -0.15834+0.148436j -0.0147004+0.035918j -0.291736+0.0209849j -0.0543465-0.0955611j -0.0333598+0.0900761j -0.0784041+0.172386j -0.0852868+0.103243j -0.0140979+0.0126912j -0.0822143+0.0371361j 0.119356-0.247469j -0.127723-0.100112j -0.111174+0.0413177j 0.0374285-0.0639039j -0.213078+0.0322849j -0.0162157+0.0502551j -0.0313902-0.0250578j 0.0159975+0.00767009j 0.151116-0.0209611j -0.105123+0.140125j 0.00984119-0.0177737j 0.0409536-0.100105j -0.00294411+0.0133161j 0.0514774+0.0646195j -0.0245996-0.0817629j 0.0554116+0.137811j 0.0608295+0.156489j -0.0297587+0.072124j 0.0460524+0.000751866j 0.00385039+0.0291858j 0.0466975-0.00291759j -0.019026+0.05846j 0.033788+0.0257193j -0.0214595+0.0456854j -0.0272727-0.00705938j 0.00567587+0.0142429j -0.0383192+0.0258844j -0.0348424+0.0290033j 0.0250057+0.0433298j -0.00343195-0.0644207j 0.00641597-0.0474302j -0.0236559-0.0265797j 
0.0334092-0.0127903j 0.0138363-0.00705075j -0.0062245+0.00752214j 0.03671+0.0248947j 0.0302291+0.0152323j 0.0361095-0.00295639j 0.039124-0.00346478j -0.0416861-0.0176233j -0.0539676-0.0050288j -0.0289734-0.0421575j 0.0544365-0.0108037j 0.011634-0.0473995j 0.00386492+0.00734011j 0.0306841+0.00584001j 0.0425659+0.0143303j 0.00160652-0.0177249j -0.0079718-0.0335689j 0.0106391+0.00669323j 0.00544947-0.00629912j 0.00363836-0.0120095j 0.000677033-0.00529835j -0.00373616-0.0301963j -0.017543+0.0247885j -0.00424864+0.0231329j -0.00766793+0.0159902j 9.2255e-05-0.0223499j -0.000606155+0.00220155j 0.00618302+0.0156408j -0.00327424+0.0117074j -0.000254537-0.00346511j 0.00431901-0.00516635j 0.000646826-0.00136028j -0.00233264+0.00577901j 0.0162892-0.00911546j -0.0120923-0.0130109j -0.0117839-0.00552093j -0.0071461-0.00553707j -0.0275477-0.0150852j 0.005289-0.0127044j -0.0108951+0.0044315j -0.0141658-0.0116066j -0.0110537-0.0063038j 0.0197877+0.0223679j 0.00998612-0.0013456j -0.0269665+0.00618724j 0.00100809+0.0046217j 0.0517811+0.055759j 0.00852986+0.00626131j -0.082535+0.0278109j -0.111166-0.0597969j -0.0672485-0.0605508j -0.0902955-0.11748j 0.154112-0.19605j -0.172944+0.0148724j 0.102658+0.0970247j -0.0310615-0.101723j -0.0225381-0.125359j -0.00793611+0.0566855j -0.121557-0.192656j 0.0581318-0.085559j 0.17117+0.106632j 0.116571+0.110664j 0.0143061+0.120356j 0.0412465+0.00334803j 0.187908+0.027049j 0.0814729+0.0037866j 0.0346595-0.0564797j 0.0369301+0.0520086j 0.0128288-0.0599064j -0.131061+0.0489772j 0.142599+0.103561j 0.0153847-0.138976j -0.0229488+0.0316345j 0.0905787-0.0412833j 0.0982956+0.195316j 0.0625463+0.0517316j 0.0468043-0.00145509j 0.0931054+0.00611291j -0.139242-0.0527266j 0.0197102+0.0320847j 0.0922853-0.0068644j 0.12262+0.0284868j -0.00169941+0.0481207j -0.0194101-0.00215829j 0.0298535+0.0237718j -0.0728578+0.00760626j 0.0114317+0.0331571j -0.0643701-0.00247415j -0.00790258-0.0147515j 0.0390676+0.0608093j 0.01584-0.0263604j -0.0209672+0.030685j -0.0661681+0.0217889j -0.00712297+0.0627749j 0.0161546+0.023955j -0.0289949+0.0389593j 0.0170367+0.0128039j 0.0060427-0.011665j 
0.0350548-0.00678453j -0.0227255+0.0107838j -0.0459177+0.0393789j -0.0203805+0.11185j 0.0266528+0.032677j 0.0629613+0.0845288j 0.0759591-0.0934133j -0.0540663+0.0109065j 0.00280988-0.0194587j -0.0545685+0.0228975j -0.00839052-0.0143413j -0.00159622-0.0187981j 0.00766982-0.00658725j 0.0243762+0.0199867j 0.0110321-0.0328539j 0.00198102+0.0166505j -0.00773937+0.00851451j -0.00673146-0.000837121j -0.0118932-0.0179911j 0.0205581-0.019687j -0.0058576+0.0103544j 0.0167101-0.0200661j -0.00926133-0.00693674j 0.0121745+0.00624613j -0.000483669-0.00536385j -0.00716557-0.0138662j -0.0119931+0.0176656j 0.0175953-0.00518417j 0.00946502+0.00352366j -0.0123813+0.0172494j 0.00149095+0.00767611j 0.00966388-0.00425023j 0.0385999+0.00280488j -0.0232367+0.00646678j -0.0223146-0.0161367j -0.00482422+0.0214643j 0.0154095-0.0273921j 0.0103114-0.014351j 0.00598301+0.0051669j 0.00612982-0.00344496j 0.0286915-0.0373574j 0.0136446-0.0764537j 0.00916739+0.0601293j 0.0433679-0.0136474j -0.0511362+0.000899193j -0.0354459-0.0340488j 0.0888593+0.0219356j 0.0822535+0.13564j -0.0632934+0.197393j -0.183195+0.0463945j -0.0369863-0.105662j -0.11256+0.040395j -0.0503239-0.0350431j 0.0337561+0.00880242j 0.0237508+0.0174517j 0.00292453-0.185221j -0.0414507-0.206808j 0.195942+0.107714j -0.06016-0.0469743j -0.0530186+0.0278094j 0.012418-0.0257325j -0.0385953-0.12242j -0.182561+0.0923185j 0.00824882+0.114647j -0.009952-0.0389167j -0.161076+0.0664002j -0.0682056+0.127002j 0.00545892+0.186525j -0.100636-0.0602576j -0.0943689+0.05584j -0.0569299+0.0260578j 0.0663593+0.109572j 0.151373+0.122403j 0.059085-0.0993926j -0.134794+0.0792844j 0.0950535-0.109888j -0.00371319+0.0168948j -0.116302+0.0619943j -0.0282256+0.0439456j 0.048762+0.0568701j -0.0390414-0.0220673j -0.0984113+0.0460667j 0.0281163-0.0545436j -0.0453187+0.0304381j -0.0315273-0.10885j -0.0604912-0.00484209j 0.055482+0.052245j -0.0645889-0.0902262j 0.0340522+0.0822376j 0.0150563+0.0316596j 0.0438301+0.0866236j -0.0109006-0.0632056j -0.00404897-0.0280042j -0.0292289+0.035873j 0.0268109-0.0532922j -0.0607718-0.0726403j 0.0322229+0.00610188j -0.0196518-0.0764879j 
0.0693409-0.0563778j 0.0422591-0.0139349j 0.0420829-0.139547j 0.00152382+0.0608666j 0.024637-0.0278708j 0.103289-0.0181608j -0.0532837-0.0801744j -0.0466269+0.0725967j 0.00213305-0.0223472j 0.00208968+0.0132244j -0.0289192-0.0271766j -0.0272145+0.0380756j -0.00165683+0.0180419j -0.0246604-0.0015894j 0.0320543+0.0250897j -0.0111101-0.00792499j 0.0222356-0.001022j 0.0129287-0.00369799j 0.017128-0.00189393j -0.000114948+0.00939346j -0.0117969-0.0172297j 0.00793301+0.0126094j 0.012071-0.012849j -0.011681+0.0021159j 0.00896144+0.00875011j 0.0192733-0.0108606j 0.00462929-0.0143194j 0.000875186-0.0188518j -0.00652155+0.00918258j 0.00542215+0.00411313j 0.0114566-0.0126814j -0.00648089+0.00381671j 0.0159754-0.026319j 0.0212671-0.00776883j -0.0200092-0.0064696j 0.00590282+0.0173688j 0.0169513+0.00978601j -0.0254712-0.0204307j 0.0198087-0.028129j 0.0114436-0.0219377j 0.00182073-0.0947796j -0.0411703+0.0523383j -0.00985805+0.0477638j -0.0205619+0.101535j 0.0190779-0.0103686j -0.0329247-0.0390631j 0.021487-0.102218j 0.149075-0.0617275j 0.167818+0.0682539j -0.0446211+0.16958j 0.00631063+0.00975172j -0.025335+0.127097j -0.135328+0.0761951j 0.102519+0.115135j -0.135095-0.0495307j 0.0402739-0.10417j 0.205393-0.0660585j -0.0503294+0.0574952j -0.164262-0.203398j 0.0188575-0.0725683j -0.0228147-0.00140245j -0.113798+0.215621j -0.001492-0.0974555j -0.0270816-0.053424j 0.138425-0.0242014j -0.210191-0.019909j -0.0862623-0.0832361j 0.0010832-0.107245j 0.00365365-0.0706361j -0.0153889+0.0567736j 0.00339303+0.0503966j 0.026084+0.0541238j -0.103525-0.0708255j 0.0170958-0.0111372j -0.0443783-0.137013j -0.0122959+0.0324584j 0.14644+0.0612433j -0.0630565+0.0361417j -0.0990827+0.0498961j -0.0947074-0.00725009j -0.0812713-0.0688629j -0.00332896-0.0187276j 0.028937-0.0194693j 0.0613425-0.00805059j -0.0472367-0.0443044j 0.0775776-0.0515671j -0.0689608+0.0145783j -0.0156853-0.011523j 0.000482301+0.00780924j -0.0323541-0.0302656j -0.0490579-0.0114965j -0.000218282-0.0235119j -0.0192408-0.0456011j 0.00251153+0.0157555j -0.0318099-0.0770459j -0.0276502+0.0711791j 0.0470044+0.0735717j 0.0213033-0.0187813j 
-0.0736667+0.0509387j 0.125791-0.190523j -0.14424-0.0555461j 0.0720457-0.153933j 0.0530938+0.0215243j 0.0354613+0.082499j 0.01013-0.0282091j -0.0152916+0.0078298j 0.00625883+0.00381684j -0.0418895-0.030655j -0.031483+0.0153728j -0.00728333+0.0134169j 0.019019-0.0289466j 0.028416+0.0236357j -0.00640665-0.00622066j 0.0288117-0.0160301j -0.00974435+0.0171785j -0.0219936-0.00672487j 0.0292965-0.00474233j -0.00460331-0.0120988j 0.00388117+0.0127559j 0.0068115+0.000532141j 0.015946-0.0208584j -0.00742911+0.0385079j 0.00487333-0.0178015j 0.00209646+0.00694418j 0.0262025-0.0301625j 0.0105585-0.00341647j 0.0169508-0.0267623j 0.0234173+0.00828352j -0.00226192+0.0384905j -0.0193175+0.0142395j -0.0228782-0.0070235j 0.044119-0.0206782j 0.0412911-0.0506685j 0.00169386+0.000194245j -0.00128593+0.00594794j -0.0323985+0.0412437j -0.0788048+0.0198434j -0.00390666-0.0385031j -0.0507281+0.0387148j 0.0542603+0.02965j 0.0604905-0.16688j 0.134296+0.062071j -0.0729246+0.00677652j -0.0328376-0.109573j 0.10842-0.00569509j 0.0381413+0.135033j 0.0363108+0.0133295j -0.0806807+0.0264006j -0.0428136-0.00399334j -0.046428+0.00463871j 0.114632+0.0570508j -0.00350755+0.0508958j -0.0820534-0.0404256j -0.0228358+0.176145j 0.108728-0.127853j 0.0521967+0.206203j -0.108422+0.0365512j 0.126449+0.0532471j 0.148867-0.200376j -0.0635711-0.0535105j -0.107961-0.0354521j -0.139272+0.222042j 0.00675846+0.0803268j 0.0888632-0.0228276j -0.0338223+0.116292j 0.0898277-0.0343873j -0.0805062+0.0857241j 0.132058+0.0335982j 0.0153859-0.0129209j -0.0336938-0.0205529j -0.0293605+0.0284699j 0.0274942+0.0352366j 0.0161943-0.0135085j -0.092309+0.114406j -0.0499723-0.0452675j -0.0529471-0.00192443j -0.044433-0.0505593j 0.0580111-0.0784001j 0.0384616-0.00299049j -0.0291025+0.00121088j -0.0251875-0.038206j 0.147614+0.0470757j -0.0478456+0.0301981j -0.0912182+0.0779591j -0.0329921+0.015968j -0.0475556-0.0117709j -0.028436+0.0159522j 0.0203647-0.0179634j 0.0434386-0.00687899j 0.0520461+0.0346126j -0.041212-0.034081j -0.0279768+0.0198788j -0.0420511+0.0655221j -0.000845907+0.105901j 0.00256128+0.038413j 0.0787542+0.060829j 
