0.00429951+0.00355638j 0.00752978-0.00116484j -0.0062445-0.000115599j -0.00557162-0.00169222j 0.000646159-0.000416055j -0.00144182+0.000185696j -0.00697558-0.000795908j -0.00235069-0.000110044j 0.00240242+4.49367e-05j 0.00203494+0.000305605j -0.00323445-0.000254755j -0.00014386-0.000164178j -0.00275503-0.000128506j -0.00166844+4.9641e-05j 0.00316217-0.000207775j 0.00195967+0.000242256j -0.00145392-1.76316e-05j 0.00186542-0.000563764j -0.000603041-0.000468396j -0.0032514-0.000166953j -0.00246091+0.000225993j -0.00174382-0.000460529j 0.00125847-8.7056e-05j -0.00513689-6.13788e-05j -0.0019666+0.000553763j 0.000303886+0.000552422j 0.00293969+0.00235529j 0.00607165-0.00101127j -0.00152877-0.0015451j 0.00547077+0.00806731j 0.0133397+0.00481547j 0.0234363+0.00170898j 0.000254863-0.00803098j 0.01204+0.00175771j 0.00094661-0.00165907j -0.000508359+0.00377393j 0.00629948-0.000542437j 0.000437722-0.00624641j -0.000631515+0.000252975j -0.00200098+0.000812318j 0.00230029+0.000168113j 0.00241503-0.00442007j -0.00113863+0.00225968j 0.000541766+0.00257316j -4.65069e-05+0.000349986j -0.000752257+0.00307431j 0.00172738-0.000131416j -9.54019e-05-0.00264894j 4.09434e-05-0.000717113j -0.00125153+0.00425541j 0.000117814+2.13329e-05j -0.00019476-0.00211045j -0.00165077+0.000544318j 0.000433839-0.000312219j -0.000394375+0.00178199j -0.000617226+0.00331574j 0.000535851+0.000824497j 0.000306642-8.37411e-05j 4.31583e-05+0.00210775j 0.000983014-0.000378506j 0.000946013+0.000582507j -0.0015735+0.00377245j -0.00016823-0.00133584j -0.000854543+0.00324613j 0.000773583+0.00172349j -0.00203257+0.00635668j -0.000162755-0.00368045j 0.00118903-0.00296778j 0.00148434-0.00638385j -0.0015568+0.0103629j 0.000616012-0.0779284j 0.044744-0.0203608j 
-0.00280186-0.00419367j -0.0047714+0.00269579j 0.00320765-0.00408183j 0.00514949+0.00180511j 0.00358012+0.00329919j -0.00343101-0.000566055j 0.00305469-0.00261284j -0.00877535-0.00636816j 0.00122141+0.00148519j -0.00374551-4.88007e-05j 0.000242986-0.000449369j -0.00495253-0.00133239j 0.00105813-0.00283763j -0.000833821-0.00200328j 0.00705701+0.00751859j 0.000408381+0.000136642j -0.00565286-0.0036692j -0.00797774+0.000432105j 0.00320734+0.000692604j -0.00315572-0.00618669j 0.00475412-0.00212111j 0.00362474+0.00226644j 0.017314+0.00850713j -0.0013752+0.00246622j 0.0320323+0.00744982j -0.0158546-0.000803668j 0.0228667-0.000253768j 0.00515049+0.00378226j -0.00384648+0.00417045j -0.0259465-0.00216332j 0.0081668+0.001837j -0.0128605+0.00867411j -0.00127635+0.00395325j -0.00270283+0.0014079j -0.00109966+0.00183855j 0.00113427-0.00197085j 0.00105357-0.00536381j -0.00237086+0.00606683j -0.00365953+0.00310102j -0.00128847+0.00310514j 0.00182637+0.000433333j 0.00372889-0.00717991j -0.00163214+0.00150884j 0.000795928-0.00655582j -0.000581499-0.00505645j -0.00157284-0.000404991j 0.00108533-0.0075302j 0.000527156-0.00103637j -0.00126874+0.0033086j -0.00161919-0.00272278j 0.00114942+0.00231439j 0.00627555-0.0133422j -0.00282589+0.00468586j 0.000312735+5.43697e-05j 0.00442756-0.00663938j -0.00922983+0.0080296j 0.000201903-0.00026106j 0.00138293-0.0081207j -0.00252294-0.00891421j 0.00300852-0.0200617j 0.010005-0.0476779j -0.0203936+0.0120673j 0.0212604-0.00645053j -0.00747721+0.00751556j -0.0113826+0.0633102j -0.0188634-0.0411258j 0.0248775-0.0382512j -0.0108045+0.00353488j -0.00225474-0.0591096j -0.0142907-0.00575959j 0.00227437-0.00601891j 0.0023258+0.00903378j 
-0.00741662+0.00255723j 0.00151292+0.00525976j -0.00475133+0.000864869j -0.000368061-0.00207402j 0.00271749+0.00234986j -0.0037742-0.000188588j -0.00364875-0.00254014j -0.00758426-0.00176204j 0.000440521+0.000792003j 0.00382208-0.00101306j 0.00201667-0.0035192j -0.00177372-0.000687502j -0.00536162-0.00123402j -0.0024548-0.00402011j 0.00843817+0.00552839j -0.00405857+0.000955743j -0.00492326-0.000558208j -0.00231266+0.00190722j 0.00599685-0.00349472j -0.00737434-0.00478669j 0.00248029-0.00219216j -0.0026403-0.00118798j -0.00302035+0.00626793j 0.0337939+0.00482105j 0.00742188+0.00078467j 0.0293468+0.00117668j 0.0158054+0.00471366j -0.00034637+0.0113087j 0.0117567-0.00359963j -0.00560041+0.00390111j 0.00393259-0.00714795j -0.00533644+0.00183412j -0.00345176-0.00582238j -0.00186799+0.0027531j -0.00459562+0.00348121j -0.00149167-0.00099277j -0.000438715+0.00177083j -0.0024642-0.00415472j 0.00307804-0.00175964j 0.00383403-0.00537546j -0.00071326-0.00296964j -0.000344183+0.00417509j -0.000597494+0.00216343j 0.00112777+0.000389621j 0.00390175-0.00771112j 0.000441241-0.0020634j -0.000567269-0.00341642j 9.79622e-05+0.00193503j 0.0002296-0.00361552j 0.000188375+0.00574313j -0.000300452+0.00121755j -0.00595248+0.00486225j 0.0029736+0.00154915j -0.0025172+0.00150924j -0.000854643-0.00380283j -0.00136039+0.0109254j -0.00760663+0.00983536j 0.00431324-0.00347007j -0.0109106+0.016721j 0.000258666-0.00944455j -0.0139417-0.0120512j -0.00143097+0.0212551j -0.0105565-0.0201766j 0.00757632+0.0133848j -0.0101396-0.0397581j 0.0283619-0.0550765j 0.00710934+0.0309452j 0.0111004-0.0221748j -0.0105187-0.0188453j 0.00966917+0.0393492j -0.00200382-0.00669985j 0.00178573-0.00112382j 
-0.000920772-0.00105898j -0.000510797+0.00160912j -0.00434819-0.0022995j 0.000601685-0.00451178j -0.00290434-0.00437057j 0.00165484-0.000104536j -0.00742979-0.00256426j 0.00387024+0.00177216j 0.00278503+0.00380692j 0.00485479+0.00457858j 0.000874085+0.00199259j -0.000703933-0.00210958j -0.0063052-0.00301819j -0.00129131+0.000754571j -0.000932298+0.00204005j -0.00565112-0.00236875j 0.0062904+0.00189112j 0.0020606+0.00720424j -0.00393324+0.00146136j -0.00131659+0.0014666j -0.00695854-0.0100714j 0.0116875+0.00278285j 0.0120711+0.0020114j 0.0299105+0.00660797j 0.000553131+0.0122001j -0.0341131-0.0133221j -0.00714467-0.0078413j 0.00316615-0.00464233j 0.00223981+0.000738188j 0.00400546-5.24826e-05j -0.000735658-0.000325129j -0.00131066-0.00384816j -0.000165636+0.00285938j 0.00028337-0.00461957j 0.00233096-0.00267162j 0.000372325+0.00217509j 0.00215968+0.0014217j 0.00447238-0.00671777j -0.00141271-0.00169007j -0.00174081+0.00253827j 4.91924e-05-0.00283978j 0.00146397+0.00299427j 0.000364769-0.00408256j 7.7744e-05+0.00221684j -0.000455224+0.0114174j -0.00112085+0.000387943j 1.23976e-05-0.00145295j 0.000845626-0.00459779j -0.000434686+0.00402573j 0.000139052+0.00280755j 0.000947612+0.00382724j 0.00337829-0.0019531j 0.000600884+0.00514805j -0.00069946-0.00149903j 0.00179678-0.0102845j -0.000534381+0.008881j 0.00196843-0.0107519j 0.0006278+0.0132453j -0.00788737-0.0150909j -0.00776819+0.012927j 0.00502633+0.0112911j -0.00143639+0.0279234j 0.0191945-0.0656515j 0.00148982-0.0477277j -0.0302553-0.00992536j 0.0052096-0.0393233j 0.000301215-0.0159124j -0.0144648-0.0355387j -0.0114497+0.0123385j -0.0057699+0.0118536j -0.00131052+0.00315627j -0.000231232-0.00136028j 
-0.00148886-0.00297863j -0.0012726+0.00247146j -0.0116479-0.00434313j 0.00212983-0.00221858j -0.00672298-0.00237202j 0.00214851-0.00261607j -0.000838808-0.00201343j 0.00455155-0.000486018j 0.0021195+0.00366167j 0.00283743+0.00365581j 0.00161209+0.00189414j -0.00249016-0.000303983j -0.0019952-0.00266849j 0.0119576+0.0025868j -0.0108414+0.00114822j -0.00132931+6.79135e-05j -0.00624681-0.00422031j 0.0122052+0.00705799j 0.00640455+0.0098101j -0.0138025-0.00301415j -0.000445908-0.00147524j 0.00326882-0.00482876j 0.03069+0.00179065j 0.00211467+0.00168339j -0.0199502-0.0074696j 0.0354262+0.00166138j 0.00854266-0.00543005j 0.000236066-0.00312263j -0.00264965+0.000959227j -0.00771025+0.0024372j 0.00294655+0.00395207j 0.000196875+0.00112349j -0.00948267-0.00283197j 0.00341587-0.00429544j -0.00163161-0.000823599j -0.000131072-0.00330162j 0.00222919-0.00226283j -0.00193967+0.0056959j 0.00105789-0.00138599j 0.000191126+0.00668981j 0.0011559+0.00173179j 0.00109586-0.00366401j -0.000805399-0.00122475j 0.000672308-0.00128324j 0.00121383+0.00146997j -0.00158652+0.00310631j 0.00112292+0.00063815j -0.00304479+0.00373606j 0.0011926-0.000652443j 0.00149036+0.00273171j 3.32227e-06-0.00169747j 0.00154629-0.00712047j -0.000437393+0.00928831j 0.0014463-0.0104653j -0.00467293+0.00953321j 8.74537e-05-0.0291156j -0.00117115-0.0326127j 0.00335611+0.0131972j -0.010342-0.00809517j 0.0142873+0.0022499j 0.00889495-0.0184036j 0.00365622+0.0237275j -0.00998906+0.00862203j 0.00126367+0.0283442j -0.0157106+0.0146906j -0.00315604-0.0317239j -0.00591925+0.0158595j 0.0117379+0.00993099j -0.00489559-0.000293181j -0.000703711-0.0259956j 0.000599512-0.00160416j 0.000428246+0.00638773j 
-0.000731989-0.0015307j -0.000825251+0.00163205j -0.0071847-0.00325635j -0.00125721-0.00325747j -0.00220968-0.00151109j -0.00307093-0.00275408j -0.00532705-0.00313019j -0.00855063-0.00302739j 0.0046602+0.00290251j 0.00148643+0.00275269j 0.0042679+0.000920234j -0.00910065-0.00193304j 0.000349596-0.0019704j -0.00438354-0.00177705j -0.00181542+0.00232011j 0.00577016-0.000311452j -0.00547221+0.000731633j -0.0194811-0.00276106j 0.012115+0.00578145j -0.00316443-0.00136277j 0.00198741-0.00433286j -0.0104264-0.000917611j 0.0208839-0.00593751j -0.0198861-0.00820968j -0.0148843-0.00639791j 0.0060206-0.000350185j -0.0116877+2.61618e-05j -0.00276457-0.0047266j -0.00428469-0.000421576j 0.00861316+0.00205063j -0.00490594+0.0031186j 0.00171828+0.00419935j -0.00103267-0.00399998j 0.0035457+0.0023374j 0.000798928-0.00151277j 0.00104597-0.00348502j 0.00424859-0.00281795j -0.00174814-0.00606312j -0.00151552-0.00148972j -0.00277763+0.00406861j 0.000472814-0.00490371j 0.00264147-0.00310569j -0.000336771-0.00505849j 0.000502136-0.00336688j 0.00190243+0.00207504j -0.00141676+0.00142134j 0.00294623-0.00887212j 0.00133241-0.0131649j 0.00250931+0.0015078j -0.0012103+0.00773052j -0.000758103+0.0013447j 0.00180352-0.00877154j -0.000515184-0.000717439j -0.0010089+0.00398535j 0.000688349-0.00138375j -0.00467038+0.018896j -0.0123442+0.0166886j -0.00603534+0.0207055j -0.00468389-0.0366804j 0.00213343-0.0283561j -0.00239415+0.0290414j 0.00548856-0.00293058j -0.00629432-0.00653144j -0.00665756-0.0437014j -0.00379114+0.00277083j -0.00698183-0.0106601j 0.00235087+0.0607219j 0.0131865+0.0125134j -0.00356125-0.0126031j -0.00255142+0.0102457j -0.000172634-0.00174979j 0.00190298-0.00406957j 
0.00109631-0.000571576j -0.00128176-0.000722871j 0.00511217+0.00139534j -0.00261255-0.000852641j -0.00505512-0.00187253j -0.00698121-0.00207888j -0.00299325-0.00179846j 0.00792939+0.00387865j 0.00202603+0.000560019j 0.00382871+0.00331015j -0.012399-0.00326178j -0.0011438+0.0019858j -0.00361704-0.00258142j -0.00276103-7.06096e-05j -0.000565538-0.00163828j -0.0206-0.0065345j 0.0195794+0.00797158j 0.00363037+0.00754375j 0.000222984+0.000995593j -0.00533753+0.000983309j 0.00709734+0.0027417j 0.0221582+0.00762755j 0.00739753+0.0016602j -0.0150182-0.00315039j 0.00446179-0.00742029j 0.0393464+0.0106693j 0.00838112+0.000426047j 0.0205423-0.00597555j -0.0147879+0.00363795j -0.00883137-0.00265271j -0.000619875-0.00185241j -0.00530663+0.00341333j 0.0020243+0.00307699j -0.00405031+0.00384226j -0.00076028+0.00116784j 0.0031265-0.00568437j 0.00170504-0.00130506j 0.00342654-0.00702325j 0.00239924-0.0103305j 1.77744e-05-0.00110099j 0.00304381-0.0024878j -0.000102018+0.00730991j 0.000366898-0.00425627j -0.00178298+0.00719091j -0.00149143+0.00465749j -0.00193447+0.00154463j 0.00302407-0.00660544j 0.000714062-0.00274099j 0.00229773+0.00064759j -0.00161901+0.00371715j -0.00393514+0.0062111j 3.0803e-05+0.00578593j -0.00164061+0.00747222j 0.0022104+0.00924323j 0.00557535-0.0291661j -0.00323851+0.00513795j 0.00275987+0.00844602j -0.00684141+0.0405722j -0.0112976+0.0144066j -0.00751195+0.0308497j 0.00826124-0.0211137j 0.0148562+0.00680542j 0.000494542+0.0391884j 0.00365719-0.0114919j -0.00332856+0.00817766j -0.00581681+0.0353016j 0.00806966+0.0495018j -0.000122007-0.0121356j -0.00171624+0.0185558j -0.000307413+0.00736805j -0.00124331+0.00588422j -0.000754659+0.00195914j 
-0.00125263-0.00147982j -0.00113989-0.00070486j 0.00443327+0.000244513j 0.000734052+0.000733491j 0.00199436-0.00209135j 0.00770363+0.000496875j 0.00465125+0.00475739j -0.00403691+0.00202832j 0.0053183+0.00158892j -0.00364741-0.00285086j 0.00684417+0.00242082j -0.00176043+0.00231434j -0.000789814-0.000901127j 0.00613226+0.00827476j 0.0144737-0.00306042j -0.0163745-0.00633984j -0.014069-0.00360181j 0.00202304-0.000114874j 0.0122604+0.00673588j -0.00308799-0.00631234j -0.012066-0.00252522j -0.00622978-0.00730566j 0.0023355-0.00728607j -0.000968534+0.00267056j -0.0587396-0.00539012j -0.00598052-0.00645213j -0.0102318+0.00681128j -0.011254-0.000132496j -0.000706435-0.000109097j 0.0191951-0.000721033j -0.00176401+0.00236267j -0.00877931-0.000632195j 0.000168835+0.0004786j -0.00594202+0.000371359j 0.000988284-0.00784906j 0.000811592-0.00656912j -0.00402197+0.00596131j 0.00145119-0.00535626j -0.00190357+0.00161753j 4.91652e-05-0.0090136j -0.000363397-0.00675186j -0.00286377+0.00709277j 0.0020352-0.00372814j -0.00344422+0.00415128j -0.00035528+0.00303768j -0.00161947+0.00333502j -0.00145376+0.0103882j 0.000111077+0.00207789j -0.00183123+0.0100492j 0.00269576-0.007315j -0.000205166-0.000375668j -0.000873969+0.0103861j -0.00169554-0.00562122j -0.00558539+0.0180985j 0.00343421-0.0280289j 0.0156742-0.0235548j 0.00336929+0.000311807j -0.0100763-0.0106924j 0.00316034-0.0364174j 0.00389201+0.00135591j 0.00148963-0.0211751j 0.00172681+0.0105727j -0.0112826+0.00279982j -0.0118484+0.0328408j 0.00856392+0.0251583j -0.000140407-0.0444701j -0.012953-0.000744846j 0.0032102+0.0325483j 0.00267099+0.00207534j 8.46922e-05+0.0131387j 0.00140974+0.00395519j 0.000606083+0.00112254j 
-0.000697633-0.00271111j -0.00340107-0.000136722j 0.00251115-9.31665e-05j 0.00188854+0.00173514j 0.00225374+0.00198238j -0.00347604-0.000558511j -0.00587682+0.000348633j 0.00159227-0.00272278j -0.00429823-0.00131829j 0.00724876-0.00093737j -0.00109106-0.000364486j 0.00483662+0.004421j -0.00620534-0.00467795j -0.000618552+0.00308047j 0.00433651+0.00477726j -0.0110246-0.000913464j 0.010271-0.0040735j 0.00416415+0.00197223j -0.00744331-0.00896534j -0.00869351-0.00796906j 0.00508061-0.00563852j -0.0399713-0.0105711j -0.0103902-0.00689855j -0.00306648-0.000590213j 0.00339526+0.00612145j -0.00487755+0.00766111j -0.0138184-0.0088162j -0.0276782+0.00818436j 0.0194332-0.00147461j -0.00136163+0.00813564j -0.00339588-0.0035181j -0.00408656+0.00301446j -0.000150927+0.00309348j -0.00325736+0.00275291j -0.00234551+0.00295873j -0.00132623+0.00518389j 0.000284501+0.00443442j -0.00134592-0.00298116j 0.00212422+0.000120042j 0.00162099-0.00156625j -0.00119498+0.00186868j -0.000418613+0.0112047j -0.00103548-0.0029041j 0.00191774-0.00359538j 0.00127689+0.00653709j 0.00341026-0.00940471j 0.00290794-0.00919911j 0.000756832+0.00161485j -0.00492774+0.00708174j 0.000243476-0.00680155j -0.00197488+0.00683419j -0.00415475+0.0120919j -0.00533055+0.0126451j 0.0034886-0.0236192j 0.00386499-0.0239791j -0.00116179+0.0215802j 0.00692598-0.0120752j 0.0212497-0.0207966j -0.00137581-0.0252022j 0.00967793-0.00976286j 0.00208967+0.0405958j -0.0149906+0.0516363j -0.0136041+0.00531919j -0.00182526+0.00878088j -0.00475472+0.00875177j 0.0084011+0.0204148j 0.00317687-0.00215157j 0.00305517-0.0439381j 0.00238674-0.00330376j 0.00259569-0.014043j 0.00188947+5.30768e-06j 4.21908e-05+0.00190596j 
0.00239864+0.000798895j -0.00173105-0.00226135j -0.00740447+0.00248803j -0.00177059+0.000472144j 0.0038696+0.00267836j 0.00367014+0.00230814j -0.00681579+0.00092754j -0.00987974-0.00396344j -0.000823484-0.000697928j 0.00969586+0.000782246j 0.00420456+0.00303904j -0.0154319-0.00371049j -0.00262875+0.00115393j -0.00158781-0.00170698j -0.00159159+0.00372748j -0.00441623-0.00391291j 0.000377533-9.26664e-06j -0.0111976-0.00653681j -0.0045445+0.00115557j -0.000715542+0.000499067j 0.0141966+0.00208855j 0.0197226+0.00574984j -0.025534-0.00298226j 0.0255947+0.00365767j -0.00851823+7.67927e-07j -0.00294505-0.00211487j 0.0262965-0.0039572j -0.00591931-0.000553721j 0.00749095+0.000834091j -0.00905709+0.000992817j -0.0143338+0.00233093j 0.00492774-0.000312168j 0.00251848-0.00990165j -0.000114672+0.00240372j -0.00334618+0.00276267j -0.00385288+0.00555845j 0.000433325+0.00632406j -0.00155184+0.00254455j 0.00141527+0.00411307j 0.00119555+4.34904e-05j -0.000518966+0.00790874j 0.00242739-0.00407635j 0.000215029+0.00136989j 0.000752202+0.00277581j 0.00227056-0.00396461j 0.00107898-0.0055434j 0.00012432-0.00422308j 0.00167401-0.00443446j -0.00255729+0.00554218j 0.00532151-0.0125659j 0.000684774+0.00531743j -0.00172557-0.0303564j 0.00433628-0.0186318j -0.00164397-0.0013185j 0.00579653+0.000430484j 0.00453054+0.00562084j -0.0117493+0.0131489j 0.0102941-0.0050692j 0.00246201-0.0242892j -0.00134305+0.0260568j -0.000589256-0.0431167j 0.0069145+0.00695751j -0.0151767+0.0464172j 0.0133465+0.0137575j -0.00300325+0.000337011j 0.00776324-0.0135034j -0.00274158-0.0180065j 0.00264237+0.0177076j -0.00238175-0.00868375j 0.0037626-0.00180002j -0.000311391+0.00343389j -0.00171656-0.0045097j 
0.00607818+0.000479782j 0.00041788-0.00512351j 0.00501452+0.00236922j -0.00348085+0.00389543j -0.00193841+0.00149482j -0.000303621-0.000327143j 0.00439378+0.00307247j 0.00323952-0.00211716j -0.000981055-0.00324547j -0.00404285-0.0030587j -0.00405517+0.00106316j -0.00632427-0.000956205j 0.00813843+0.00416161j -0.000834128+0.000806419j -0.00346701-0.000893399j -0.00163372-0.00111944j 0.00757504+0.00155878j -0.00216818-0.00950977j 0.0141507+0.00340145j -0.0302434-0.00748443j -0.0250298+0.00103176j -0.00402661+0.000810999j -0.0100183+0.00532957j 0.00776136+0.0067177j -0.00148875-0.0038213j 0.0128171-0.00106306j 0.00823344-0.00828123j -0.00891409-0.000515573j -0.00098444+0.00282755j -0.0100511+0.00198029j -0.000144699+0.00618293j 0.00172303+0.00074935j 0.00187055-0.000462871j 0.000744341+0.00558553j 0.000500775+0.00233945j 0.000433385-0.00277356j 0.000224795-0.00187176j -0.00185658+0.00492293j -0.000332079-0.00460864j -0.00120344+0.0018227j 0.000310579+0.00448777j 0.00147672-0.000600834j 0.000823231-0.00054727j 0.00116952-0.00259302j -0.00163325-0.00197898j 0.000640637-0.00398696j 0.00243991-0.00510054j -0.000136912+0.00329527j -0.00212735+0.00169888j 0.0030342-0.0106656j 0.000725864-0.00930967j 0.00465709-0.000768603j -0.0053053-0.0101528j 0.00699223-0.00804694j 0.00614313+0.00296298j -0.000351993-0.02008j 0.00388291+0.0402386j 0.0014784+0.00699912j 0.0172867+0.011516j 0.014602-0.0352826j 0.014542-0.0244655j -0.00647351+0.0544715j 0.0019058-0.0731545j -0.000971488-0.00231522j 0.0114151-0.00834169j -0.012527-0.0406018j -0.000998377+0.0318285j -0.00101688-0.0102537j 0.00469464+0.00331271j -0.000269405-0.0108907j 0.00109987+0.0014318j -0.0016261+0.00133433j 
0.000553055-0.00392471j -0.00560674-0.000593699j 0.000475724-0.000725234j 0.00186801+0.00341694j 0.00324164+0.00417491j 0.000139103-0.00316415j 0.00295434-0.00233941j -0.00808008-0.00658008j -0.00314508-0.000613434j 0.00324136+0.00100369j 0.00184683-0.00219887j 0.000399907+0.00211184j -0.00629347-0.00489726j 0.00293439-0.00318904j 0.00649249+0.00967264j 0.00234441-0.00250739j -0.00342044-0.00176511j 0.00185994+0.00322707j -0.0247825-0.00814388j 0.00173019-0.000654261j -0.0283346+0.00225179j -0.00288813-0.00347287j 0.0138811+0.00604029j -0.0143342+0.00283307j -0.0138014-0.00261112j -0.00472949-0.00370471j -0.0131814-0.00185193j -0.0207998+0.00988892j 0.00398633-0.00701292j -0.000363499-0.000105758j -0.00658377+0.000554825j -0.00327853+0.00610972j 0.000130985-0.00113972j -0.000350978+0.00476101j -0.0019252+0.00380417j -0.0019336-0.0044011j 0.000594806+0.000782785j -0.00147102+0.0104346j 0.00134393-0.00378535j -0.00246194+0.00236127j 0.00197698-0.00133824j 0.00178596-0.00349464j -0.0018582+0.00533173j 0.00080789-0.00424794j -0.000422158-0.00996394j 0.000986061-0.00647365j 0.00798455-0.0177964j 0.00423759-0.00352341j -0.000205471-0.00153271j -0.00573302-0.00933373j -0.00366378+0.00218079j 0.000733007-0.0191868j -0.00516533+0.00986401j -0.00417278+0.0042101j 0.0107234-0.0233412j -0.0177446+0.00187231j 0.00586104+0.00630926j -0.00384074-0.0363146j -0.0114976+0.0644236j -0.00441854+0.015935j 0.00125719+0.0184983j -0.0187957+0.00404951j 0.0220827-0.000887871j -0.00191976+0.0265236j -0.0107021-0.0438636j -0.00729336+0.0121887j 0.0102443+0.0108749j -0.00351043+0.0114295j -0.00192088-0.0140376j -0.00219359+0.0026897j 0.000571884+0.00260577j 0.000562951+0.000463803j 
-0.00333421-0.0012674j -0.0031198+0.00203697j -0.00346082+0.00129247j -0.000934954-0.000304365j -0.00133978+0.000694199j -0.00106826-0.00294239j 0.00212135+0.000337856j -0.00309622-0.00107157j -0.00530917-0.000211849j 0.0023088-0.00183546j 0.00565601-1.55006e-05j 0.00581264+0.00391816j -0.00415155+0.000143337j 0.00400158-0.00200404j 0.00785765+0.00384472j -0.0056292+0.00386369j 0.00482615-0.000889755j -0.0145536-0.00394099j -0.0124813+0.00334933j -0.0113199+0.00279882j 0.0206803+0.00893903j 0.0384567+0.00500466j 0.00237641-0.000760919j -0.0105016-0.00312912j 0.0247217-0.00417363j -0.0128314-0.00838933j -0.00652223+0.0036706j 0.00622663+7.09093e-06j 0.0066485+0.00290916j 0.00219639-0.00132779j -0.00136161-0.00151785j -0.00223802+0.0033496j -0.000432518-0.00539399j -0.000703867-6.36125e-05j -0.000352756+0.000764226j -0.000433805-0.00200842j -0.00269163+0.00188686j -0.000229922-0.0013319j 0.000434435-5.68252e-05j 0.00339385+0.000358539j -0.000385478+0.00166523j -0.0020203+0.00497819j -0.000495709+0.00211165j 0.00291664-0.000944265j 0.00194875-0.00816287j 0.0014954-0.00031378j -0.000681595-0.00108119j -0.00241943+0.0136841j 0.00305736-0.0155378j -0.00130889+0.00268205j 0.00159971-0.0065766j -0.0081965-0.00850254j -0.000412189+0.0251498j 0.00198637-0.00848607j -0.00721731+0.000224713j 0.0025235-0.0306714j -0.0156245+0.0119578j 0.00681459+0.0131157j 0.00145658+0.0278771j 0.00918455-0.0276218j -0.0124433+0.0220885j 0.000978856-0.0279161j -0.0144768-0.023548j 0.010736-0.0188078j 0.00459801-0.015395j 0.00550178+0.00613574j 0.000127452+0.0129114j 0.00333206+0.00449722j -0.0003195-0.00936809j 0.00242291+0.00170652j 0.00114156-0.00213568j 0.000653895+0.00209242j 
9.00291e-05-0.00125807j -0.00263196-0.00144708j 0.00097593+0.00195121j 0.00267522+0.00313164j 0.00676326+0.0025768j 0.00361796+0.000746641j 0.0036953+0.00413619j -0.00733858-0.00179953j -0.00350984-0.0016088j 0.00364991-0.00190586j 0.00615923+0.000935305j -0.0111571-0.00061558j 0.00637105+0.0022716j -0.00153144+0.00240276j 0.00225877+0.000193877j -0.0118249-0.00657685j -0.00562839-0.000609317j 0.0263418+0.00581623j 0.0126248+0.00401893j -0.00726192-0.00186636j 0.0325316+0.00423079j -0.0122486-0.00419003j -0.0188483-0.000372981j -0.0289738-0.00117669j 0.00480509+0.000802148j 0.0222379-0.00141532j 0.00521931-0.000390064j -0.0146403+0.00173991j 0.00461843-0.000534772j -0.00608545-0.00109788j -0.00654556+0.0012696j -0.00618644-0.00106237j -0.000274597-0.00246505j -0.00277288+0.000724826j -0.003283+0.000931413j -0.00212583+0.000588926j -0.00347065+0.00356449j -0.00286455+0.00642824j 0.00223317+0.00167225j 0.00218089-0.00451382j -0.00117756+0.00381181j -0.00137697+0.00544013j 0.000501161-0.000540566j -0.003751-0.000368388j 0.000539216-0.00772176j -0.00085517-0.00690348j -0.00035868-0.00616789j 0.00132723+0.00207458j -0.00158025+0.00495746j 0.00148603-0.0174678j -2.61892e-05-0.00601768j -0.00515278+0.00151431j 0.00282408-0.0268361j -0.00593251+0.0139804j 0.0103393-0.02018j 0.00836024+0.0111162j 0.00883114-0.0274022j -0.0126662+0.0247022j -0.00202027-0.00129312j 0.00374511-0.0761812j -0.000145509+0.0423304j -0.000222882-0.000118879j -0.00120093-0.0137176j 0.00452202+0.0252761j -0.000661537+0.0127341j -0.000672757-0.00739028j -0.00174005+0.00275699j -8.93028e-05+0.0256368j -0.00137159+0.000775504j 0.000476368+0.00456262j 0.000479398+0.00359754j -0.00148833+0.00297957j 
