0.00429951+0.00355638j 0.00752978-0.00116484j -0.0062445-0.000115599j -0.00557162-0.00169222j 0.000646159-0.000416055j -0.00144182+0.000185696j -0.00697558-0.000795908j -0.00235069-0.000110044j 0.00240242+4.49367e-05j 0.00203494+0.000305605j -0.00323445-0.000254755j -0.00014386-0.000164178j -0.00275503-0.000128506j -0.00166844+4.9641e-05j 0.00316217-0.000207775j 0.00195967+0.000242256j -0.00145392-1.76316e-05j 0.00186542-0.000563764j -0.000603041-0.000468396j -0.0032514-0.000166953j -0.00246091+0.000225993j -0.00174382-0.000460529j 0.00125847-8.7056e-05j -0.00513689-6.13788e-05j -0.0019666+0.000553763j 0.000303886+0.000552422j 0.00293969+0.00235529j 0.00607165-0.00101127j -0.00152877-0.0015451j 0.00547077+0.00806731j 0.0133397+0.00481547j 0.0234363+0.00170898j 0.000254863-0.00803098j 0.01204+0.00175771j 0.00094661-0.00165907j -0.000508359+0.00377393j 0.00629948-0.000542437j 0.000437722-0.00624641j -0.000631515+0.000252975j -0.00200098+0.000812318j 0.00230029+0.000168113j 0.00241503-0.00442007j -0.00113863+0.00225968j 0.000541766+0.00257316j -4.65069e-05+0.000349986j -0.000752257+0.00307431j 0.00172738-0.000131416j -9.54019e-05-0.00264894j 4.09434e-05-0.000717113j -0.00125153+0.00425541j 0.000117814+2.13329e-05j -0.00019476-0.00211045j -0.00165077+0.000544318j 0.000433839-0.000312219j -0.000394375+0.00178199j -0.000617226+0.00331574j 0.000535851+0.000824497j 0.000306642-8.37411e-05j 4.31583e-05+0.00210775j 0.000983014-0.000378506j 0.000946013+0.000582507j -0.0015735+0.00377245j -0.00016823-0.00133584j -0.000854543+0.00324613j 0.000773583+0.00172349j -0.00203257+0.00635668j -0.000162755-0.00368045j 0.00118903-0.00296778j 0.00148434-0.00638385j -0.0015568+0.0103629j 0.000616012-0.0779284j 0.044744-0.0203608j 
0.000681808+0.000634424j 0.00325496+0.000749454j 0.00604229-0.00737679j -0.00343621-0.00127577j 0.0103899-0.0010201j -0.00832961+0.00341431j -0.00558132-0.0127699j 0.00926388-0.00562309j -0.0183874+0.00821944j 0.0283835+0.00204959j 0.0313803-0.0042513j -0.0171466-0.00598036j -0.0161986+0.0054498j -0.0327944+0.00908913j -6.77503e-06+0.00182655j 0.00741105-0.000393886j -0.000781813-0.00678015j -0.006299-0.00489567j 0.01234-0.00396163j -0.00446901-0.000687171j 9.36567e-05+0.00315695j 0.00374234-0.00233299j -0.00443082+0.00134154j -0.00116828+0.00190717j -0.00864197+0.00284888j 0.000397759-0.000339964j -0.00250752+0.00233929j -0.00253185-0.00190761j 0.00268113-0.00125686j 0.00436386+0.00166485j 0.00941793+0.000141252j 0.000140431-6.05719e-05j 0.000103165+0.00561907j 0.0056653+0.00517218j -0.00219292-0.00874051j 0.000327497+0.00635811j 0.00993571-0.0167919j -0.00220131+0.00442993j -0.00465718+0.00533741j -0.0108357+0.0199413j -0.00838957-0.0230897j 0.0150684-0.0390355j -0.00580997-0.0109323j 0.00467515+0.0392898j 0.00441353-0.00335788j 0.00270281-0.00393227j 0.00199414+0.0253555j -0.000307457+0.0311688j 0.0096829+0.0428442j -0.0110669-0.00430993j 0.00129291+0.00586837j 0.0189047-0.000904676j -0.00299084+0.00218639j 0.00109804-0.0148953j 0.000464942+0.0120049j -0.00545737-0.000220363j -0.000153504+0.00886304j -0.00376375-0.0246476j -0.00268988+0.000956289j -5.94091e-05-0.00995668j 0.00322832-0.00389759j 0.000193455+0.0035889j 0.00534824+0.00959892j -0.00245897-0.00577069j -0.00150733+0.00541375j -0.00263544-0.00405035j 0.00171036-0.000320689j -0.00184978-0.0128245j 6.41664e-05-2.54e-05j -0.000184878-0.00895412j -0.000115209-0.00510325j 0.000574754+2.68065e-05j 
-0.00173214+0.00165222j 0.00199428+0.00228872j -0.00840357+0.00105129j -0.00585173-0.00365582j -0.0103555-0.00107727j 0.0137418+0.00663598j 0.0277652+0.00959441j 0.00170037-0.00324647j -0.00611781+0.00587299j 4.58187e-05+0.00446928j 0.00393624+0.00979563j -0.00629822+0.00533851j 0.0116751+0.00167913j -0.00763529+0.00584964j -0.00589125+0.0127478j 0.0106465+0.000716949j 0.00377646-0.00361346j 0.0236701-0.00488806j -0.00613966+0.00264136j 0.0119523-0.0051767j -0.000214874-0.00358807j -0.00604058+0.00387964j -0.00913588+0.00539856j -0.0113626+0.00239457j -0.00449475+0.00158222j 0.00218711+0.000273804j -0.00365035-9.38186e-05j 0.001224-0.000497512j -0.00119221+0.00124069j 0.00172038+0.00126535j 0.00247844-0.00349508j 0.00201645-0.0025188j -0.000918708-0.00460498j 0.00870761-0.00661964j 0.00468263-0.000345756j -0.00437303+0.00718615j -0.0101405+0.0162917j 0.00373535-0.00247113j -0.00496679+0.0455359j 0.00317848+0.00201954j -0.00388033+0.0352509j -0.00264628+0.0102574j -0.00245073-0.0283735j 0.00251843+0.0423408j -0.00302805-0.00246134j -0.00187593-0.0172646j -0.00989989-0.0595962j 0.0101582+0.00804737j -0.00590136+0.0189463j 0.000509345-0.0135j -0.0108405-0.0512096j 0.000670979+0.00387704j 0.00354733+0.00342252j -0.00439252-0.00370604j 0.000350362-0.00591572j 0.00278937+0.0210351j 0.000674659+0.00632743j -0.00181715-0.00970528j 0.000212422+0.00154752j -0.00183735-0.00524339j -0.000829061-0.00242911j -0.00077643-0.000126722j -0.00138291-0.00213997j 0.000100874-0.000703059j 0.00178865+0.00487667j 7.12426e-05+0.00335604j -0.00134228-0.00888602j 0.000647319+0.00308105j -0.0012755-0.00367633j 0.00032689+0.00112613j -0.00017208-0.00166712j 0.00022399-0.000731596j 
-0.00155142-0.00140293j -0.00408457+0.00033998j -0.00258014+0.00610608j 0.00700324+0.00455386j 0.000250726+0.0161956j -0.0102971-0.000536656j 0.00946138+0.00512578j 0.0400543-0.00887539j 0.00944329+0.0042129j 0.0151733-0.0132446j -0.0106645-0.00529687j -0.0236728-0.00617809j 0.00449976-0.00412863j 0.00447126-0.0030452j -0.00398738+0.00418383j 0.0139472-0.00401609j 0.00481983-0.00305827j -0.0120638+0.00306142j 0.00633848-1.14017e-05j 0.0144148-0.00441646j 0.00852614-0.00134367j 0.0183507-0.00368556j 0.00152673+0.00177133j -0.00103029+0.000656781j -0.00537972+0.000254822j 0.00783964-0.00139881j -0.00353511-0.0010824j 0.00511607+0.000977255j 0.00725286-0.00140532j -0.00186111-0.000616678j -0.00134199-0.0015414j 0.000364609+0.00294258j -0.00266367-0.00506926j -0.00301659-0.00265299j -0.00137953+0.0179973j 0.00344316-0.000805764j -0.00217951+0.0102297j 0.00710917+0.0080631j -0.00293991+0.0236998j 0.00715367-0.0150578j 0.00711379+0.00343739j 0.00522214-0.0116864j 0.00418789+0.0433116j -0.0127681-0.0172683j -0.0180927-0.0346774j -0.00430625+0.0143031j -0.00105649+0.017847j 0.00430401-0.0092171j -0.0128308+0.0475631j 0.000744321-0.00270519j 0.00168166+0.00488264j -0.00503404-0.0153371j 0.00164793+0.00617585j 0.000142564+0.00520224j 0.00127185-0.0123528j 0.00139124-0.000783738j 0.000681171-0.00839179j 0.000658873+0.0032801j 0.000887504-0.0114489j -0.000899351-0.00114895j -0.00207367-0.0148087j -0.000486568+0.00633807j -0.00104459-0.00273589j 0.00216407-0.000774841j 0.000445274-0.00577282j 0.00014641+0.00702269j 0.00147416-0.00359888j 0.000698531+0.00479365j -0.000142906-0.00277885j 0.00029236+0.00187412j 0.00104223-0.000592441j -0.000643111+0.00218244j 
-0.00451741-0.000449557j -0.00205707+0.00313335j -0.0079659+0.00282459j 0.00803451-0.00129407j 0.00996654+0.00769386j 0.0118017+0.00762021j -0.0108064-0.00243953j 0.0321504+0.00214365j -0.00446814-0.00809412j -0.0202216+0.0048538j 0.0135959-0.0012472j -0.0260105+0.00581921j -0.0324678+0.00743136j -0.00616635-0.0021082j -0.008296+0.00415005j -0.00768565+0.0070102j -0.00794418+0.00136864j -0.00115113+0.00215522j 0.0134949-0.00404034j -0.00794055+0.00376669j 0.00482567-0.00184144j 0.00469373-0.00146044j 0.00667641-0.000852415j 0.00378288-0.00180582j -0.00548406+0.000424877j 0.00593977-0.00194657j 0.00163574-0.000430283j 0.002+0.00112416j 0.00357203+0.00029007j 0.00259858-0.00322674j 9.0264e-05-0.00359269j 0.000206554+0.00399525j -0.00758175-0.00374738j -0.00116015-0.0039969j -0.00245912+0.0167514j -0.00621776+0.00947278j 0.00042241-0.00489027j 0.00523514-0.0136833j 0.00348751-0.0209669j 0.00300542-0.0131776j -0.0041854+0.0114939j 0.00210237-0.0434851j -0.00121243-0.0783983j 0.00929141+0.00751259j -0.0116967-0.0220589j -0.00859467-0.0394301j -0.00842384+0.000889928j 0.0152659+0.0278563j -0.00425678-0.00871642j 0.00578833+0.0339109j 0.00056738+0.00273848j -0.000548281+0.00303506j 0.00319076+0.0135781j -0.00390017-0.0109139j 0.00114908+0.00693686j 0.00077818+0.00148287j -9.51813e-05-0.00411893j 3.5043e-05+0.0051576j 0.00303559+0.00266714j -5.20796e-05-0.00109367j -0.000627494+0.000445968j 0.000386484+0.00534427j -0.00158972-0.0049724j 0.00120938-0.000166731j -0.00156044-0.00506708j 0.00221382+0.00564431j 0.000441318-0.00357719j 0.000666417+0.00273828j -0.00067757-0.00211095j 0.000205667+0.00185472j 0.000182265-0.00221948j 0.000326128+0.000191022j 
0.000287343+0.00258865j 0.00296954+0.00129385j -0.00604196-0.000909057j -0.00502996-0.00692711j 0.00386027-0.0116264j 0.0171514+0.00664941j 0.00773251+0.00455792j -0.000388434+0.00401335j 0.0501805-0.00698019j 0.0092382-0.00286273j -0.00117243+0.00948254j 0.00269361-0.00188113j 0.00407747-0.000243665j 0.00699437-0.00386847j -0.0137721+0.00315944j 0.0112609+0.00268304j -0.0136501+0.004885j -0.00836972+0.000937293j -0.00707729-0.000705984j -0.00577508+0.00351482j 0.00542302-0.00181932j -0.00654273+0.0012318j -0.00585427+0.000877835j 0.00322281-0.000219828j -0.00222363+0.00145378j 0.0046426-0.00220404j -0.00470871-0.000532127j 0.0015117-0.000927954j 0.000595558-0.000208869j 0.00495076-0.00228435j 0.00151419-0.0018273j 0.00304461-0.000658779j -0.00366871-0.0035071j 0.00940816-0.00509523j 0.00546967-0.00657664j -0.00496099+0.00789956j -0.00196474-0.000603407j 0.000368511-0.0200721j -0.0106934-0.0148691j -0.0159052+0.0259239j 0.00365086+0.0182066j 0.0103889+0.039189j 0.00997286+0.0358746j -0.000179058-0.0357563j -0.00966324+0.0122373j -0.0140978-0.0221169j 0.00182465+0.0284994j 0.00436903-0.0166341j -0.000479089-0.0146597j 0.000906017+0.0135875j -0.00179296-0.0105276j 0.0077893-0.0150153j 0.000120446+0.00112095j -0.00210123-0.0123595j 0.00265064+0.0129784j -1.27656e-05+0.0058314j 0.00132359+0.00502692j -0.00318565-0.00568892j 0.00297073+0.00394848j -0.000296121-0.00299968j 0.00197759+0.00491797j 0.000449447-0.00307502j 0.00182321-0.00188654j -0.00143179-0.000403005j -0.00069883+0.0014583j -0.000860871-0.00338599j -0.00114044-0.00439459j -7.51619e-05-0.00171884j -0.000478379-0.00306889j -0.000989922-0.0041011j -0.000812445-0.00222385j 0.00087559-0.0037772j 
0.00605319+0.00169013j -0.000486221-0.00132437j 0.00405584+0.00165298j -0.0097658-0.0111277j 0.00548989-0.00876662j -0.0203814+0.00484543j 0.019019-0.000827587j 0.00615207+0.00563562j -0.00765722+0.00889469j -0.0117204-0.00237798j 0.0144246-0.000767359j -0.0267991+0.0036506j -0.00998323-0.00720372j 0.00623623-0.00596312j 0.0058996+0.00250542j 0.00209323-0.00525301j -0.00403299+0.00355082j 0.00145719+0.00245655j -0.00193785-0.000779882j -0.00824441+0.00252133j -0.00586746-0.000928522j -0.00545227+0.00439516j -0.00264649+0.00237629j -0.00860135+0.00340369j 0.00108526+0.000778989j -0.000995721-0.000587447j -0.00109202-0.001413j 0.00165747-0.00393864j -0.00324963-0.00604819j -0.00171493-0.00434825j -0.00450603-0.000212934j 0.00961203+0.00224506j 0.0132766-0.000420485j 0.00640566-0.00348179j -0.00390984-0.00817701j -0.00163758-0.00333041j -0.010768+0.0113685j 0.00685969-0.0499802j -0.00690148+0.0234728j 0.0214036+0.00665291j -0.0170895-0.0170046j -0.00921732-0.00360992j -0.00139468-0.0225143j -0.0049034-0.0554801j 0.0026596-0.0311984j 0.00576897-0.0113324j -0.0192248-0.00482468j -0.0137702-0.0110238j 0.00271727+0.00195061j 0.00568344-0.00092426j 0.00351736+0.00496545j -0.00534304-0.0260923j 0.00233215-0.00979769j 0.0014682+0.000811277j -0.00503564-0.00729497j 0.00755839+0.0193809j 0.00164297+0.0145029j 0.00101182-0.00745464j 0.00254228+0.00560892j -0.000605431-0.00929064j -0.00151536-0.00889299j 0.00220762+0.000661025j -0.00249801-0.00670822j -0.000248704-0.000948407j 0.00164663+0.0157473j 0.000128408-0.00154775j -0.00138863-0.0068906j -0.000494705-0.00727409j -0.000247793+0.00417304j 8.25066e-05-0.00290565j -0.000788304+0.00358896j -0.000649841-0.00559321j 
-0.00126001-0.0015207j 0.00110743+0.00271568j -0.010957-0.011447j 0.00347563-0.00721414j 0.0124179-0.00222865j -0.00087047-0.00817211j 0.0060828-0.0110377j 0.011534+0.0106752j 0.000768651-0.00196413j 0.0143425-0.00334547j -0.0231276+0.00730538j -0.00780342+0.0036842j 0.0119731-0.00863569j 0.0271324-0.0090168j 0.00177546-0.00470423j 5.28161e-07+0.000147588j -0.0123997+0.00323225j -0.00949488+0.0040252j 0.0052003-0.00349368j -0.00848571+0.00193162j 0.00776392-0.00191435j -0.00371931+8.42756e-05j -0.00932721-0.000101623j 0.00134213+0.00103937j -0.000908302+0.000348627j -0.00321902+0.000378605j -0.00313656-0.000400152j 0.0072975-0.00197799j -0.000119659-0.00259652j 0.00669307+0.00059124j 0.00580525+0.00574979j 0.00203528-0.000429771j -0.00500092-0.000905622j 0.00846403-0.00297196j -0.00248327-0.00807548j 0.000402262-0.021071j 0.00795999-0.048729j 0.0152792+0.00435049j 0.00276829+0.0320411j 0.00275546-0.061121j 0.00352624+0.0455695j 0.00917647+0.0347718j -0.012706-0.0514143j -0.021079-0.00263797j -0.00120263-0.00975567j -0.00444197+0.042307j -0.00658396-0.0168796j 0.00388844-0.00902479j 0.00665163+0.00781204j -0.00116399+0.0169025j 0.00186495+0.00715118j 0.00446444+0.00405889j 0.00259489+0.00106417j -0.00255249+0.000151403j -0.00147027-0.00613712j -0.000209703+0.00202516j -0.00108186-0.00557504j -0.00107+0.00552559j -0.00236581-0.0020739j -0.00176471+0.000175729j 0.000116572+0.000322695j 0.00162929+0.00589331j 0.001638-0.000301684j -0.00127347+0.00468306j -0.00210807-0.00496721j -0.000852997+0.00129728j 0.000729184+0.00354192j -1.90379e-05+0.00232193j -0.000526091-0.00649849j -0.00168925+0.0041353j -0.000177556-0.00582259j 0.0021644-0.00211437j 
-0.00532683+0.000815363j 0.00491988+0.00270274j -0.0128938-0.00682749j 0.0101019-0.00125566j 0.00380979+0.00452173j 0.00913152+0.00761075j 0.0386493-0.00610581j 0.00673483-0.00156342j -0.014276+0.00368948j 0.000791574+0.00326965j -0.00737661+0.00475275j -0.00246925+0.00187465j -0.00234601-0.00507078j -0.00182439-0.000244617j 0.0120728-0.00584668j 0.00414381+0.00227419j -0.00546292+0.00249051j 0.0194492-0.00148245j 0.0169521-0.00726918j -0.00307932+0.0018595j -0.00666837-0.00079666j 0.00165687-0.000971787j 0.0179451-0.00442683j -0.00664074+0.000583407j -0.000829268+0.00171099j -0.000258024+0.000934047j 0.0120284+0.000876001j -0.00669364+0.000490182j -0.00833023+0.00103608j 0.000287977+0.00718647j 0.00512629-2.07573e-05j 0.00622537-0.00377591j -0.00600152+0.00785823j 0.000607938+0.00420768j -0.00505145+0.00496073j -0.00402253+0.0195761j -0.0146667-0.00660157j -0.00417476-0.0115969j 0.00861114-0.0140023j 0.0218708+0.04972j -0.0112465+0.00826787j -0.00374161+0.0356315j 0.000222506+0.0214625j -0.00524123-0.037163j 0.0158725+0.00158048j 0.0113356+0.00192063j -0.00297129+0.00376899j 2.39174e-05-0.0121205j 0.00139548+1.64503e-05j 0.00586341+0.018237j 0.00074192-0.00450596j 0.000518506+0.0280724j 0.00643138+0.00994135j -0.00349846-0.00735808j 0.000234978+0.0052909j 9.09298e-05+0.00151903j -0.00424032-0.0041899j 0.000951363+0.000141823j -0.00218012+0.000855897j 0.000281965-0.00170992j 0.000959703+0.00796342j 0.0012893+0.0103414j -0.00119519+0.0028353j -0.000353914-0.00388275j -0.00278462-0.00374676j 0.00218623+0.00335979j -0.000620012-0.00756932j 0.00168302+0.00538703j -0.00104166+0.00368237j 0.00178375+0.00613481j -0.000420835-0.00407337j 0.000271016-0.00144818j 
0.00250081+0.00393027j 0.00373706+0.000435612j -0.0040179+0.0135737j -0.0248362-0.00228365j 0.0175426+0.0209862j -0.00337763+0.00456716j 0.0193714-0.00768095j -0.0138389+0.0020467j -0.0328092+0.0110709j 0.0204658-0.00457981j 0.00914484-0.0153131j 0.000884804+0.00579517j 0.00715067-0.00245517j -0.0112477-0.00117766j -0.00817916+0.00101994j 0.0140541-0.00736696j -0.00234311+0.00463528j -0.00287535+0.00088346j 0.00722012-0.00937634j 0.00220625-0.00136253j 0.00289546+0.000815501j -0.0053406+0.00319733j -0.00245451+0.000904746j 0.00115848+0.00283739j -0.00645062+0.00285394j -0.00387061+0.00489479j 0.00661798-0.00484966j -0.000724026-0.00224302j -0.00236119-0.00309643j -0.00399224-0.00313j -0.00145299+0.00270225j 0.00322658+0.00614004j 0.00609578-0.00719834j 0.0101623-0.0029602j 0.000556034+0.0257468j -0.00613597+0.0278609j 0.00207098-0.0144522j -0.001148+0.0108383j 0.0120681+0.00687421j -0.0115916+0.0024676j -0.0171181-0.0553401j -0.00262961+0.0355082j 0.00880434+0.0112441j -0.00283589+0.024382j -0.0188528-0.015744j 0.00889119+0.00504414j -0.00358543-0.027755j -0.00857919-0.0329718j -0.00486259-0.0175164j 0.00726845+0.0134882j 0.00157094+0.00489j 0.00256899+0.0145077j -0.00242938-0.00948071j 0.00448389+0.0124319j 0.000174904-0.00171537j 0.00533457+0.0139573j 0.00437023+0.0114505j -0.000600682+0.00727391j 0.00438631+0.00955367j -0.000842431+0.00451344j 0.00112548+0.0131206j -0.000151978-0.00178312j 0.000861679+0.00283624j -5.69461e-05-0.00306411j 0.0015298-0.00143901j 0.000201376-0.00200945j 0.000254132+0.00460456j -0.00130597-0.00271846j 0.000948076+0.0048005j 0.000201203+0.000957839j -0.00111908+0.000833814j -0.000271793-0.00431409j 
0.00175788-0.000914801j 0.00529534-0.00247511j -0.0103304-0.0127188j 0.00596771+0.00406355j 0.00711866-0.016265j -0.0476753+0.00125906j 0.0013231+0.0171055j 0.00604054-0.00266241j -0.00887242+0.00612751j -0.0112679-0.00116929j -0.000524657-0.00195945j 0.000377182-0.00873264j -0.00653706+0.00593269j 0.0047486+0.00606262j -0.00874414-0.00503375j 0.0221623-0.0113905j -0.000184921+0.00200426j 0.00393168-0.00307467j -0.00926402+0.00277865j 0.00343491-0.00246803j -0.00653517+0.0027652j 0.000985069-0.00176352j 0.00341294-0.00312484j -0.00383533+0.00269964j 0.0170323-0.00215318j -0.00229206+0.000413421j 0.00391254-0.00272053j -0.00984765+0.00166187j -0.00529975-0.000991624j -0.00310403+0.00653902j -0.00676677+0.00539886j 0.00175386-0.00717346j -0.00640191+0.0111708j 0.000446259-0.00318068j -0.00173136-0.0290889j 0.0236818-0.0116432j 0.00497773+0.0317469j -0.01506+0.0253078j 0.0115581+0.0337978j -0.00659084-0.00555245j 0.00618776-0.00532705j -0.00216006-0.0354069j 0.000187581-0.00976987j 0.00219888+0.0297841j 0.0102629-0.00752177j -0.00102936-0.00335559j 0.0150215+0.0241373j -0.00904899-0.0290572j 0.00641344+0.0251255j -0.00108161-0.0112934j -7.79367e-05-0.000304761j 0.00173074+0.00623993j -0.00251944-0.0145412j 0.00259577+0.0136954j 0.000452522+0.00187877j -0.00225677-0.00921964j -0.0017536-0.00169256j 0.000943942+0.000484358j -0.00353694-0.00928719j 0.000778799+0.00276449j 0.00211961+0.00764493j 0.00152497+0.00490418j 0.0025572+0.0114306j -0.000562448-4.04437e-06j -0.00222886-0.00740494j -0.00202285-0.00958729j -0.000675498-0.00262836j 0.00203957+0.00970652j -0.00037837+0.00222388j -0.000108871-0.00231986j 3.50501e-05+0.00146506j 0.000201284-0.00145436j 
-0.00346616+0.000422809j -0.000535618+0.0033427j -0.0119251+0.00469637j -0.013155-0.0130122j 0.045181-0.0119077j -0.0118106-0.0195371j -0.00319639+0.0137006j 0.00642505+0.0048591j -0.0271293+0.0109314j 0.00462639-0.000653075j 0.0108744-0.00706035j -0.00146581+0.00291722j -0.0128716+0.013593j 0.02044-0.00830005j 0.0101665-0.00512518j -0.0109312+0.00376781j -0.00153596+0.000582149j 0.00836676-0.00407262j -0.00629638+0.00577295j -0.0107328+0.00355782j -0.0067775+0.0038432j -0.00558545+0.00119195j -0.00427864+0.00155639j -0.00168902-0.000895772j 0.0132121-0.00626425j -0.00663898-0.00146761j -0.000308519+0.000709232j 0.000259605+0.00236621j 0.000843492+0.00138665j 0.00611047-0.00421008j -0.00453686-0.0004309j -0.00900446-0.000500887j -0.00173361-0.00893978j 0.00787065-0.00976946j -0.00917068-0.00378919j 0.00903162-0.0415314j 0.00997124+0.0341787j -0.00911748+0.00561492j 0.0124013-0.00154702j -0.00423591+0.0458956j -0.0161036-0.00800553j 0.00772673+0.0304488j 0.0114629+0.024159j 0.0123598+0.025763j -0.00971793-0.0338908j -9.65997e-05+0.0198776j 0.00588387+0.0152658j 0.00452524+0.021123j 0.00140049-0.013446j -0.00362909-0.009616j -0.00318883-0.00622037j 0.000158925-0.000362962j -0.00269508-0.00660258j 0.00116028+0.00150602j 0.000683122+0.00396147j -0.00304654-0.0109345j 0.00103435+0.0017791j -0.00176539-0.00208397j 0.00174397+0.00785567j -0.000832205-0.000961369j -0.00230574-0.00345565j -0.000661471-0.00299714j 0.000672881+0.00354601j 0.00162981+0.0106448j 0.00181475+0.00754024j 0.000590211-0.00471031j 0.000280145+0.00461523j -0.000124248+0.000784845j -0.000914829-0.00242518j 0.000156279+0.00129102j -4.02562e-05+0.000608403j 0.00119914+0.000729871j 
-0.00023882+0.00176138j 0.00384823-0.00062218j 0.00820454+0.0102846j -0.0119665+0.00618932j 0.00530639+0.0125233j 0.0129532-0.0262425j -0.0266141-0.002325j -0.010576-0.00387779j 0.00395246+0.00411559j -0.0109991-0.00279625j 0.0112714-0.0059095j -0.0111876+0.00212982j 0.0230641-0.00816046j 0.00297672-0.00763813j -0.00214712-0.0048659j 0.0006434+0.000741354j -0.00473399+0.00338847j -0.000455189-0.00226551j 0.0133283-0.00412148j 0.00332046-0.000451462j 0.00476406+0.000929721j -0.00523774+0.00162116j 0.00767334-0.00142121j 0.00217195-0.000439444j 0.00124243-0.00220146j -0.00544536+0.000454728j 0.00133297+0.00490573j -0.00657422+0.00120099j -0.00470996-0.000657225j -0.00302949+0.00504643j 0.0055914+0.00355925j -0.0064598-0.00143616j 0.00101528-0.00223136j 0.00154695+0.00762222j -0.0121656+0.0283552j -0.00697246-0.0514945j 0.0180336-0.0213576j -0.00459016-0.00232939j -0.0118793+0.0393377j -0.00285653+0.00691745j -0.0100112-0.012894j 0.00100186-0.0277432j -0.00109249-0.0260986j 0.00285773-0.0403826j -0.00888503-0.0220665j 0.0125125+0.0192647j 0.00556863+0.0105276j -0.000275216+0.0050588j -0.00234734-0.0103332j 0.00179114+0.00599955j 2.56645e-05+0.000564749j 0.00323501+0.0061971j -0.00314304-0.00625445j 0.00224821-0.000988344j 0.0032987+0.0143462j -0.00253287-0.00668858j 0.00199837+0.00697258j 0.00134039-0.00243256j -0.00100072-0.00479309j -0.00101472-0.0097472j 0.00143024+0.000644751j -0.00188859-0.00628415j 0.00181852+0.00607187j 9.15782e-05-0.000266311j 0.00119392+0.00530628j -0.00146843-0.00599968j 0.00162246+0.00592748j -0.000477442-0.00438393j 0.000185808+0.00448174j 0.00190063-0.00186585j -0.000610442+0.000234605j -0.00066309+0.00271897j 
-0.00368638+0.00489127j 0.000819382-0.00156144j 0.0075897+0.0203538j 0.00208296+0.00454142j -0.0264762-0.00107805j -0.0206868+0.00644954j 0.0172565+0.00745776j 0.0171998-0.00423977j -0.00876238+0.0127362j -0.00914313+0.00153651j 0.00306958-0.00548339j 0.0132811-0.011775j 0.00355883-0.00180225j -0.0136784+0.00265489j 0.0227847-0.00786039j 0.0132595-0.0027535j -0.00564948+0.00148148j -0.00573067+0.00268579j -0.012899+0.00540941j -0.00201173-0.000516873j 0.00164966-0.00125678j 0.00533265-0.00149972j 0.0109018-0.00203542j 0.0029893-0.00235214j 0.00192376-0.000218993j 0.009427-0.00316316j -0.00587771+0.00268088j 0.0090098-0.000907993j 0.00155486+0.00547567j 0.00921673-0.00165607j 0.000626071-0.00536548j 0.00532814-0.00699103j 0.00620277-0.0103772j -0.00521379+0.0113836j 0.0120428-0.00454213j 0.0196307+0.00818344j -0.00997549+0.035047j 0.0143354+0.0266618j 0.00502063+0.0210602j -0.00538565-0.00939506j 0.00343289-0.0307201j -0.00948226-0.0161589j 0.0131583-0.0011726j -0.0080996+0.00613851j -0.00326536+0.0156128j 0.00362087+0.0285809j 0.0031948+0.0369753j 0.00241861-0.00276766j -0.00342151-0.00615639j 0.00152644+0.0113555j -0.00116488-0.002596j -0.00185635-0.00688842j 0.000269894+0.00111399j 9.98986e-05+0.0033836j 0.00242309+0.00711497j -0.000278383-0.00459621j -6.49196e-05-0.00730851j -0.000625243+0.00724819j 0.00115046-0.00176168j -0.000667016+0.00569976j -0.00128692-0.000344731j 0.000118132-0.00109227j -0.00063873-0.00872508j -0.00018298+0.000199167j 0.00285466+0.00329845j 0.000266215+0.0014326j -0.00132975-0.00607587j -0.000680189+0.00302833j 0.000637558-0.00519444j 2.0334e-05+0.00715736j -9.88571e-05-0.00125378j 0.000397918-0.00390447j 
