0.075741+0.0826618j -0.0216409+0.0233663j 0.231936+0.0389636j 0.11966+0.199283j -0.14093-0.250831j -0.0352731+0.182742j -0.109121+0.357853j 0.0188194+0.0160251j -0.113473+0.192871j 0.06573-0.0565529j 0.121704-0.00731528j 0.029901-0.0372402j -0.08844+0.122621j 0.0141956-0.233737j -0.209757+0.118638j 0.0305947-0.0259484j 0.0239975+0.0821762j 0.0238277+0.102166j 0.00705107-0.0817898j 0.0290554+0.020819j -0.103028+0.0363275j 0.0425205+0.00657752j -0.0289337+0.0106428j -0.0138229+0.000229428j -0.0422076+0.00518982j -0.095206-0.0249854j 0.0078833+0.060383j -0.0199937+0.0637885j -0.004297+0.0370742j -0.0237691-0.073105j 0.0313817+0.02664j 0.012185-0.00939645j -0.00258398-0.0463158j -0.00633482-0.0207117j -0.0414689-0.0336894j 0.0735849-0.0262791j -0.0508844-0.0398989j 0.00531421-0.00120925j 0.00251333+0.00245238j 0.00816427+0.0201653j -0.00498982-0.0193419j -0.0114435+0.0211424j 0.0244123+0.0137302j -0.0106193-0.0200044j -0.00254943-0.0211445j -0.0185254-0.0289865j -0.012845-0.0193598j -0.0180252+0.0267423j 0.0415996-0.0446228j -0.00820806-0.00699156j -0.00241885-0.00165581j 0.000799551+0.0164575j -0.0123178+0.0166707j -0.0109185+0.00611859j 0.00648125-0.0328138j 0.0167531+0.0199043j -0.0389219-0.0107589j 0.0220513+0.00491077j 0.0301921-0.000781429j 0.0344032-0.0127034j 0.0245776+0.016506j -0.00949892-0.0243311j -0.00601566+0.0300387j 0.0307826-0.0085002j -0.00926509+0.0200868j 0.0181343+0.00274329j -0.0190256-0.0324217j -0.0183788+0.00467303j 0.0179654+0.0111359j -0.0221557+0.00883083j -0.00294364-0.00620659j -0.0479688-0.0188432j 0.0111783-0.00956926j 0.0410792+0.00681932j -0.00893563-0.00206002j 0.00298785-0.0253328j -0.0156152-0.0225267j 0.0136094+0.0190249j -0.0068219-0.0241774j -0.00583377+0.0223924j -0.012502-0.0368081j 0.00490122-0.0293349j 0.00764347+0.0328472j -0.00759397-0.0196108j -0.0265214-0.00622059j 0.00428454-0.0188687j -0.0264415-0.00759151j -0.00158105+0.00743594j 0.0289515+0.0584453j 0.0315443+0.0343925j -0.0396888+0.0441382j -0.0351853-0.00478412j -0.0115627-0.0162944j 0.08469+0.0914334j 0.0343279-0.062667j -0.105887-0.049518j 0.00619368-0.0360626j 
-0.0108563+0.00220586j 0.000856137-0.0127659j -0.00620019+0.00379236j 0.0114656+0.0100459j 0.000824932-0.000484791j 0.00205747+0.0049537j 0.00424354+0.00056096j -0.00286633+0.00242685j 0.0016465+0.00485073j -0.00389752+0.00116151j 0.00170657-0.00326065j 0.001389-0.00393321j 0.00486042+0.000223104j 0.00454956-0.000123919j -0.0021642+0.000144751j 0.0043528-0.00997621j 0.00154576+0.000466188j 0.00100808-0.00313622j -0.00953388-0.010241j -0.00868173+0.0120786j 0.00143906+0.00274956j -0.00217548-0.000378054j -0.00061402-0.00599361j 0.00616065-0.00525431j -3.54554e-05-0.00297055j -0.000741107+0.00781556j -0.0112536+0.000970663j -0.00168803+0.00179651j -0.00801662+0.00340684j 0.00556539+0.00037085j 0.00620534+0.00213457j -0.00282298+0.00191131j -0.00205723-0.00278224j 0.00256652-0.00151169j -0.00356336+0.000237043j 0.000927559-0.00109076j 0.00240754+0.000350232j 0.0116028+0.00798386j -0.00540502+0.00650964j 0.0233022+0.0113036j -0.00688325-0.0186811j 0.000243583+0.0142079j 0.00933989-0.00126387j -0.00260498+0.00362651j -0.0092447+0.0140754j 0.00863229+0.0166574j 0.0232748+0.0121981j -0.00288029-0.00233409j -0.0140396-0.00544601j 0.00227315+0.0119929j 0.00327201+0.00197254j -0.00291062+0.0127814j -0.00203497-0.0036183j -0.00862998-0.0167633j 0.0104554+0.00733804j 0.00474831-0.0100482j 0.00634582+0.00395685j -0.010633-0.0174522j 0.00170652+0.00757924j 0.00341497-0.0101693j 0.00856136+0.00162862j 0.00912515+0.00817168j 0.0182481+0.00653591j 0.000124009+0.00427511j 0.00117482-0.00423167j -0.00723214-0.00516469j 0.00722937+0.0038352j -0.000809962+0.00395119j -0.00128376-0.00653277j -0.00688164-0.00345983j -0.00266223-0.0051088j 0.00101438+0.00195069j 0.00813583-0.00180199j -0.0027774+0.00107662j -0.00190931-0.000944136j -0.00963454+0.000604334j -0.00680605-5.82306e-05j -0.00171642-0.00169698j 0.00239384-0.00283678j -0.000778494+0.00515335j -0.00177064-0.00243955j 0.00143211+0.00248005j -0.00278827+0.00191851j -0.00596708+0.00639259j 0.00122589-0.00066505j 0.000853791+0.00208313j 0.000255133-0.00148491j -0.0015249-0.0021132j -0.00705165+0.00323445j -0.0036826+0.004555j -0.000898282+0.00129493j 0.00756524-0.0019014j -0.0022408+0.00066032j -0.00418989+0.00223059j 0.0067224+0.00335939j 0.00162686+0.000467496j 0.0056797+0.00250856j 
-0.0142668+0.00433118j 0.000336673-0.00482492j 0.010688+0.00261077j -0.00757858-0.00895659j -0.00279555-0.00306371j -0.00520536+0.000449875j -0.00160197-0.00191619j -0.000953081-0.00117005j -0.00301121-0.00278102j 0.00461002+0.000154634j 7.49245e-05+0.00317255j 0.00100007+0.00276005j -0.00285933-0.000557532j -0.00206156-0.00137563j -0.00141603+0.00356308j 0.00385166-0.00392235j 0.0112748-0.00360763j -0.00798496-0.000654662j -0.00992147+0.00635073j -0.0117672-0.00158196j 0.00892722-0.00725997j 0.00437496-0.00416021j 0.00574174-0.0010496j 0.0112066-0.00435072j 0.00353433+0.00306053j -0.0101882+0.00146679j 0.00441017+0.000897338j 0.00335794-0.00839206j -0.00498128-0.00503279j 0.0083847-0.000395863j -0.00562816-0.000192518j -0.00313012-0.00134704j 2.05639e-05-0.00191939j -0.00199597-0.0065554j -0.00416978+0.000767528j -0.00163243+0.000254968j 0.00347441+0.00328102j 0.0171621-0.000552524j -0.000996671+0.00782983j 0.0236626+0.00147669j -0.0109051-0.0156297j -0.00449274+0.00479131j 0.0140315-0.00685258j 7.00716e-05+0.00946205j 0.00147112+0.0073684j -0.00012422+0.012669j 0.0116384+0.0150214j -0.00498612+0.000281957j -0.00105628-0.0029661j 0.00408875+0.00844285j 0.013481+0.00503111j 0.0154989+0.0176776j 0.00183052-0.00765601j -0.00985729-0.00781344j 0.00410819+0.0172781j -0.00627207-0.000121508j 0.0232504-0.00626925j 0.00957372-0.00524313j 0.00787309+0.00204422j 0.0157582-0.00972395j 0.00121337-0.00859854j 0.00461954+0.0154614j 0.0135015+0.00214175j -0.00196837+0.00403985j 0.00939707+0.00627288j -0.00603103+0.000645935j -0.00452107+0.00439287j 0.00741725+0.00811244j 0.0012777-0.000507861j -0.00886135+0.00317525j -0.00292284+0.00176102j -0.00212349-0.000317536j -0.000963996-0.0103411j 0.00170555-0.00628353j 0.000762831-0.000712194j -0.00606708-0.0017833j -0.00627396-0.00427193j 0.000199471+0.000661057j -0.0017419-0.0044176j -0.000858998+0.00252952j 0.000214867-0.00189745j 0.00391255-0.000998586j 0.000373089+0.000267708j -0.00185072-0.00181312j 0.00540382+0.00627155j -0.00395097-0.00313322j 0.00171439+0.000958949j -0.0046919+0.00485765j -0.00495168-0.00563755j 0.000179286+0.00315481j 0.00326006-0.000391809j 0.0106999-0.00300822j 0.000887694+0.00104338j -0.00162124-0.000227362j -0.00187648-0.00635381j -0.00352966+0.00129443j -0.0033909-0.0018978j 
-0.00286992+0.000204818j -0.0039214+0.00493509j 0.00631324+0.0196251j 0.0062192-0.00452811j -0.00216467+0.00451303j 0.00973702+0.00692338j -0.000790245-0.0070036j -0.00374014-0.0061594j 0.0032693+0.000151085j -0.00278343+0.00262534j 0.00121087+0.00104389j 0.00251749-0.00290153j -0.00304919-0.00622941j -0.000219977+0.0110193j 0.00710545+0.000564954j -0.00688675+0.00244419j 0.00132549-0.00717783j 0.00961344-0.00318176j 0.0019893-0.0090931j 0.00993374-0.00863542j -0.00526862+0.0110531j -0.00735795+0.00853191j 0.000754701-0.0051018j 0.00381357+0.00458562j 0.00475913+0.0125386j 0.00843653-0.00576928j -0.00394946-0.00322172j 0.000870145-0.000701537j -0.00266243-0.00699012j 0.00540681-3.39331e-05j -0.00287842-0.00188518j 0.00100086-0.00365005j -0.00106529+2.93986e-05j -0.0070818+0.00202853j 0.000265072+0.00132121j 0.000448248-0.00208179j -0.00303245+0.0036103j -0.0031344+0.000684393j 0.00210284-0.0239791j -0.000603174+0.00447211j 0.0107423+0.0102719j 0.0050427-0.00644951j 0.00997597-0.00664513j -0.00540064-0.00998496j -0.0024379+0.00286732j -0.0117437+0.00228375j 0.00623233-0.0014547j -0.00365417-0.00470507j -0.00569158+0.00959183j 0.00487889-0.0134325j -5.15261e-05+0.014044j 0.000359659-0.00249641j -0.0190748+0.000288642j -0.00447252+0.000683477j -0.00496398-0.010645j -0.0053797-0.00288931j -0.00227344-0.00356882j 0.00245803+0.00643954j 0.000691246+0.000480785j -0.00486678+0.000250282j -0.00412656-0.0112803j 0.00253702-0.00274518j -0.00648518-0.00736226j 0.00573076-0.00770927j -9.02322e-05+0.00123122j -0.00598386+0.00121568j 0.00240417+7.0675e-05j -0.0100647+0.00117741j -0.000476904-0.00308689j 0.00168541-0.00391233j 0.00946065+0.00725873j 0.00688073-0.0060272j 0.00100924+0.000462604j 0.00214621-0.00488998j 0.00961294-0.000652942j -0.00498112+0.000169631j 0.000625796+0.000891569j 0.00311215+0.00415323j 0.000282274+0.00341293j -0.00120971+0.00179743j 0.00823625-0.00012185j 0.00120432-0.00116222j -0.00225465-0.00152745j 0.00164957-0.000507627j 0.00546421+0.0056539j 0.00880255+0.00031255j 0.000338263+0.00967075j 0.00198008+0.000176475j -0.00295902-0.00613743j -0.000175186-0.0042167j 0.00118016-0.00356325j -0.0033259-0.00136223j -0.00595146-0.00230834j -0.00197762-0.00457384j -0.00146344-0.0032988j 0.00136375+0.000418749j -0.00196251-0.00121439j 
0.00436212-0.00440137j 0.00315817-0.00144443j 0.00140061-0.00263572j -0.00343923+0.00652672j -0.00220258-3.20567e-05j -0.00077653-0.000646048j -0.000554961+0.00477121j 0.000523083+0.00056537j 0.00116833+0.00379067j -0.00188284-0.00218133j 0.00475562-0.00167526j -0.00229421-0.00160526j 0.00213047+0.00385528j 0.000416742-0.00624958j -0.00192725+0.000547279j -0.00386383+0.00430237j -0.00593826+0.00120181j 0.000333174+0.0100133j -0.00607387+0.0118192j 0.000908223+0.00621841j -0.0131551-0.00132735j 0.00108452+0.00868621j -0.00672758+0.00242025j -0.00535005-0.00117871j -7.17938e-07-0.000693402j -0.00362561+0.0124722j -0.000200278+0.00506923j -0.00313171-0.00201845j 0.000679189+0.0123046j 0.00215471+0.00650082j 0.00656591+0.00448184j -0.00250918+0.00424504j -0.00061535-0.00699151j 0.0057325-0.00219813j -0.00206253-0.00403834j -0.00516782+0.00390466j 0.00449398+0.00056216j -0.000486102+0.00245465j -0.00140768+0.00486077j -0.011196-0.00887885j 0.0022329+0.011077j 0.00632768-0.011113j -0.00934586+0.00124016j 0.00836568+0.00588238j 0.00598201-0.00160215j -0.0112137-0.00507105j -0.000603488-0.0123376j 0.00658157-0.00228559j 0.0104154-0.00169456j -0.00145022-0.000285281j -0.00647551-0.00658179j -0.000770829-0.01123j -0.00782743+0.00302331j 0.0249865+0.00535851j 0.00555721-0.00175579j -0.00102755+0.00357956j -0.00129607-0.00286288j -0.00146141+0.00698653j -0.00711561-0.0132542j -0.00322468+0.000215023j -0.0034452-0.00943542j -0.0129856+0.00342581j -0.0170979-0.00773098j -0.000852588-0.0110157j -0.00337695+0.00137761j 0.00146036-0.00023602j 0.00377357-0.00485427j 0.00124784+0.00674976j 0.000751086+0.000553459j 0.00857578+0.000911945j 0.00462394+0.00798058j 0.00564143+0.00134684j 0.00207747-0.00566925j -0.00822185-0.0104726j 0.00148542+0.011736j -0.000257253-0.00229561j 0.0101047-0.00103793j 0.00322434+0.00696051j 0.0084336+0.000845406j 0.00509273-0.0017378j -0.000332794+0.00271724j -0.00479763+0.00823912j -0.00338364+0.000749429j -0.000406703+0.00717881j -0.00435396+0.00417293j 0.00104942-0.00136226j 0.00264926+0.00143147j -0.00304283+0.00349289j 0.00153721-0.00602336j -0.00196001+0.010826j -0.00591808-0.00388582j -0.000153672-0.000691754j -0.00107801-0.000375422j -0.0061504+0.00541884j -0.000661933+0.01489j 0.00337213+0.00687058j 0.00553109+0.0062158j 
-0.00726525-0.0112456j -0.00511582-0.00784843j 0.0103286+0.00706688j 0.00590988-0.00109438j 0.00305363+0.00103212j 0.00120138+0.0030708j -0.000797283-0.0107221j 0.00278649+0.00216005j 0.0058441-0.00262303j -0.000912376-0.000381071j -0.00171567-0.00321762j -0.00392324-0.0047681j 0.00204769-0.00908397j -0.00369279+0.00701788j 0.00644506-0.00320182j -0.00799592-0.000872011j 0.00421218+0.00383214j -0.0109172+0.00416385j 0.00690568-0.000716723j 0.0031332+0.0060762j 0.0109042+0.00351313j 0.00115677-0.0114331j 0.00547201-0.0163712j 0.00276711-0.00273807j -0.0037177-0.00306883j 0.0030462-0.0107579j 0.0114166-0.00817667j -0.00176716-0.00158588j 0.00686594+0.00190452j -0.00174588+0.00383587j 0.00349474-0.0113648j -0.0012102+0.00178318j -0.00543551-0.00803626j -0.00344316-0.000257844j -0.0026081+0.00732611j 0.0024884+0.0070817j 0.00654799-0.00331854j 0.00744335-0.0071451j -0.00711958+0.000893591j 0.0066543+0.0154448j 0.00445285+0.00912202j -0.0117614-0.0121322j -0.0114014+0.00273218j -0.00843989+0.000114249j -0.00129705-0.00954574j 0.00568234+0.0114289j 0.00771115+0.00794395j -0.0244633+0.00108175j 0.00674107+0.00309464j 0.000499866-0.00834509j -0.00347198-0.00728067j -0.00284758-6.34108e-05j 0.00495931+0.00746818j 0.0143626-0.0129134j 0.00446908+0.00059722j 0.012595+0.0124646j -0.00429758-0.000849925j -0.0101652+0.000973556j 0.0185551+0.0221901j -0.0140375-0.00621561j -0.00846453+0.00624624j -0.00474343-0.00985619j 0.0130809-0.00532842j -0.00903295+0.00383028j -0.00984931-0.0139457j 0.0162119-0.00664517j 0.00116654-0.00138319j 0.00825182-0.00322548j 0.00247312-0.0019603j -0.00713665-0.00176206j -0.00147019+0.00239849j 0.00274403+0.00120355j 9.66686e-05+0.00571957j 0.00266535+0.0100785j -0.00157413-0.00444115j 0.00739926-0.00135655j 0.00615786+0.00343069j -0.00159957+0.00698404j 0.0017941+0.00594075j -0.00115916+0.00287258j -0.00825869+0.00788229j 0.00364928-0.00253382j 0.00303429+0.00164573j 0.00940431+0.00432877j -0.00400565-0.0104123j 0.00328251+0.00734643j 0.00222506+0.00627851j 0.00145817-0.0107625j 0.00245516+0.0100577j 0.00375664-0.00497723j -0.00115111+0.000814157j 0.00701815-0.00112161j -0.00417748-0.000294724j 0.00490109+0.0017157j 0.00430282+0.00792088j 0.00460269-0.000485723j -0.00703108+0.00438559j 
-1.90388e-05+0.00894349j -0.0141278-0.00428102j 0.00422533+0.0138956j -0.00215377+0.0138186j -0.00256177+0.00230141j -0.00379581-0.0060068j 0.00335001+0.00835142j -0.00100139+0.00250002j -0.000432676+0.00128933j -0.00136088-0.00348679j 0.000870943-0.00137519j -0.00177551+0.00424083j -0.000343222+0.00410479j 0.00291847-0.000386739j 4.5849e-05-0.00393025j -0.0101332+0.0136682j -0.00965081-0.00704034j -0.00677181+0.00674791j 0.00449628-0.0013855j 0.00307137-0.00991782j -0.00241648+0.00708242j -5.3108e-05+0.000287771j 0.00196732+0.00186428j -0.00931662+0.00300827j 0.00168609-0.00107466j 0.00682473-0.000451584j 0.00808082-0.00424913j 0.000184333-0.00120012j -0.00262009+0.000634498j -0.00122819+0.00286526j -0.000362949+0.00247102j -0.00486274+0.0049318j -0.00309759-0.00316863j 0.00109786+0.00398935j 0.00430662-0.00286478j -0.00281978+0.00302896j 0.00193246+0.00296454j 0.0107533+0.0149166j 0.00421208+0.00242221j 0.0159818-0.00184785j -0.0230745-0.0221882j 0.0119485-0.0129089j -0.00253697+0.000398878j -0.00239735-0.00560729j 0.00422646+0.00877423j 0.00841267+0.0219736j 0.0125619-0.0106345j -0.0118979+0.00599324j -0.00141243-0.0113278j -0.0103129+0.0162217j -0.0115907+0.00478142j 0.0042165+0.0228082j 0.00368153-0.00459766j -0.00640769-0.0158502j -0.000306668+0.0216516j -0.00405826-0.00872127j -0.00406071-0.00405891j -0.0127743+9.82274e-05j -0.00301026+0.00541811j 0.0196463-0.00257429j 0.00707883-0.0022753j -0.00425038+0.00729441j 0.00961071+0.00822286j -0.000590311+0.0106942j 0.0039575+0.00152949j 0.00558579-0.00284469j -0.00295599-0.00113788j 0.00385479+0.00382594j -0.000457633+0.000955009j -0.0132799-0.0016532j -0.00367926+0.00474414j -0.009082+0.00635893j -0.00471629-0.000967079j 0.00365297+0.00583049j -0.00419496+0.00999855j -0.00545349-0.00126747j -0.0020063-0.00586938j 0.000322432-0.00457139j -0.00386093-0.00258239j -0.00128988-0.00128968j -0.00195214-0.00236084j 0.00352689+0.00495804j -0.00159372+0.000248133j -0.004799-0.000866037j -0.00310336+0.00285541j -0.0030099-0.00501908j -0.00542184-0.00181963j -0.00608174+0.00117177j -0.000534171+0.000181327j 0.000504808+0.00810169j 0.000248311+0.00298247j 0.00853311-0.00461373j 0.0130007-0.00134614j 0.0010309-0.0014471j 0.00329994+0.000178459j 0.00186875-4.24819e-06j 0.00360517+0.000647328j 
0.00327599+0.0123218j -0.00330538-0.00112168j -0.00341231+0.00161756j -0.0029008-0.00301715j -0.000738888-0.00183369j 0.000124686-0.00417275j -0.00284304+0.00120761j -0.000474766-0.00386117j 0.000182259-0.00111688j 0.00290691+0.00159983j -0.00144503+0.000791856j 0.00257916+0.00133573j -0.00324193+0.000794303j 0.00141118-2.90195e-05j -0.000685695+0.00209369j 0.00301381+0.00515554j -0.00957231-0.00139138j -0.00258376+0.00295795j 0.00389022-0.00351337j -0.007683+0.00171169j 0.00185061-0.00962877j -0.0076827-0.00315972j -0.00213539+0.00452572j 0.00289085+0.0056792j -0.00749189+0.00921167j -0.00724426-0.00256579j 0.00440707+0.00621979j 0.00559004-0.00126073j -0.00107108-0.00273704j -0.00494569-0.00759849j -0.00379923-0.00599459j 0.00302233-0.00409353j -0.000446814+0.00637402j -0.00506746+0.00112564j -0.00127492+0.00404783j 0.00752241-0.0019157j -7.36723e-06-0.00429788j -6.48022e-05-0.000440257j 0.0123002-0.000425569j -0.0105343-0.00742195j -0.0042477-0.00565269j -0.00563445+0.000743182j 0.00423638+0.00620234j 0.00711322-0.00788059j -0.0032648+0.000299747j 0.00341226-0.0170546j -0.000196325+0.000673964j 0.0115493+0.0125426j 0.00255742-0.00144426j 0.00295989+0.00685246j 0.0132612-0.00495797j -0.0170923+0.00624192j 0.00257435-0.00728461j -0.000832288+0.00933658j 0.00247576-0.0101661j 0.0084823-0.00608153j -0.00258587-0.00823952j -0.00825851-0.00391202j -0.00171728+0.0109491j 0.0153498+0.00580129j 0.00511837+0.00399733j 0.000793809+0.00217103j 0.00291186-0.00168219j 0.00687516+0.000611716j 0.014068-0.000393775j -0.0039053+0.017602j -0.00260796-0.00476484j -0.00518136+0.00349641j 0.00357986+0.00284756j 0.00442849-0.00177708j 0.00525457+0.00514j -0.00279182-0.00238145j -0.00253852-0.0109818j -0.00572459+0.0017075j 0.00102763-0.00494475j -9.55834e-05-0.000778049j -0.00436456-0.00350663j 0.0051303-0.00368074j -0.00684259-0.0046967j -0.0111173+0.00589358j 0.00645277-0.00729812j 0.00429471-0.00635803j -0.00369428+0.000505228j -0.00340596+0.00884465j 0.0023833-0.00230263j -0.000605176-0.00789599j -0.00525394-0.00121565j 0.00163982+0.00209557j -0.00115999+0.0101914j 0.00343989-0.00186341j -0.00694915+0.00112555j -0.00882356+0.002311j 0.00301964-0.00378872j 0.00923995+0.00721839j -0.00218986-0.0116657j -0.00618966-0.00827404j 0.00659633-0.00124395j 
-0.0122896+0.00289791j -0.00918963-0.01633j 0.000815066+0.00356488j 0.00334219+0.00216575j 0.00457726+0.000384401j -0.000728002-0.00755479j -0.000347699-0.00162675j 0.00431312-0.000772027j 5.18016e-06-0.00276626j -0.00230447+0.00199685j -0.00287061+0.000779697j 0.00140314+0.00108825j -0.000773191-0.002899j -0.00287532-0.00148725j 0.00014013+0.00122695j -0.00297344-0.0125419j 0.0141419+0.00326321j 0.00928356-0.00320766j 0.0122665+0.0113832j 0.00719767-0.0030209j 0.00340048-0.00753944j -0.00576311-0.0061193j -0.00094396-0.00385856j -0.00370752+0.00274076j -0.00103753-0.00153151j 0.00259951+0.00652409j -0.00444945-0.0036632j 0.00145251+0.00985217j 0.00151534+0.00132645j -0.00268423+0.00202263j 0.000427005+0.00659438j 0.00128418-0.000833679j 0.0053968+0.0091214j 0.00655245+0.00689626j 0.00562891-0.00518907j -0.000875489-0.00197359j -0.000907249-0.000895756j -0.0153958+0.000285996j 0.00146622-0.0077569j -0.00743871-0.00108221j -0.0144394-0.0127479j -0.0216129-0.00407977j -0.00871226-0.00180108j 0.0122432+0.00788347j -0.00271442+0.0018162j 0.0098971+0.00173149j 0.00209505+0.00714094j 0.0095276+0.00262615j 0.00694974+0.00877488j 0.000502285+0.0181635j 0.0243787+0.0125553j -0.000122994+0.0254467j 0.00687187-0.00688072j 0.00792706-0.00338604j -0.00550687-0.00209224j 0.00668176-0.0176285j -0.0116954+0.00247236j -0.00444248-0.0129002j 0.0116004+0.00409208j 0.00192402-0.000554092j 0.00304738+0.00370618j 0.00594988+0.00474153j 0.0031845+0.0148838j -0.00892527+0.00715152j 0.002308+0.00428193j 0.00868778+0.0115838j -0.00282518+0.00159477j 0.0108644-0.00304135j -0.00776353-0.0039945j 0.00314092-0.00723437j -0.00750723-0.00134168j -0.000167963+0.00280434j -0.0120793-0.00353193j 0.00096578+0.00487783j -0.00118439+0.0016683j -0.00557505+0.00972888j -0.00183897-0.00496614j -0.00172567-0.00383225j -0.00746629-0.00538808j 0.00268195+0.00205303j 0.00305687-0.00864115j 0.00599152+0.00918484j -0.0045066+0.000334434j 0.00530892-0.01204j 0.00710132+0.0048608j -0.00767099-0.000932774j 0.00171266-0.00596799j -0.00285573-0.00293419j 0.00122801+0.000157649j 0.00446446-0.0105304j 0.000271721-0.00464667j 0.00580636+0.00314533j 0.00946623+0.00341614j 0.00228395-0.00329625j -0.00919997+0.00035404j 0.00515644+0.000302593j -0.0107984-0.00542197j 
-0.0024663+0.0126143j -0.00871835-0.000611659j -0.00693316+0.0116331j 0.00255968+0.00429837j -0.000556428+0.00183358j 0.00136865+0.00713498j 0.000144232+0.00209901j -0.00389836+0.00299328j 0.00188553+0.00166259j 0.000764007-2.1209e-06j 0.000303779-0.00119665j -0.00176168-0.000806993j 0.000509775+0.000151222j 0.000801169+0.00325697j 0.00337103-0.00216923j -0.0111525-0.00306757j -0.00150399-0.00538438j -0.00531316+0.00392776j 0.00367537+0.00242498j -0.000487167+0.00770726j -0.000246685+0.00451691j -0.00092707+0.00873112j 0.00526857-0.0027772j 0.00430363-0.00145758j 0.00165551-0.00300585j -0.00176997+0.00274163j 0.00121372+0.00221533j 0.00258751-0.00211635j -0.00498937+0.000454085j 0.00474484+0.00138051j 0.00276071+0.000865012j -0.00460244+0.00316737j -0.00475388-0.00353326j -0.000126925+0.0015308j 0.00167736-0.000650902j -0.000743862+0.000611831j -0.00299703-1.81811e-05j -0.00495876+0.00250819j -0.0173588-0.00203992j 0.0032094-0.0185253j 0.0241383+0.0114545j -0.00687784-0.00575763j -0.00172485+0.00335386j -0.00126151-0.00350108j 0.00445527+5.8211e-05j -0.0267664+0.00404052j -0.0385648+0.0154037j -0.00245117-0.0294356j 0.00953516-0.0124097j -0.00182558-0.00213498j 0.00970834-0.0110329j 0.00913038-0.0184795j 0.0270233-0.0129923j -0.0212575+0.0235664j -0.0128668-0.00447086j 0.00863629+0.0136769j 0.00523172+0.00101701j 0.023825-0.00021744j 0.00346264+0.00117754j -0.00265011+0.00595493j -0.000670068+0.0201667j 0.00191554+0.0141534j -0.00975789-0.0124111j -0.00996858+0.00305638j -0.0166065+0.00157068j 0.00674479+0.000992094j -0.00314097+0.00318374j 0.0108924+0.00334547j -0.00521154-0.0121227j 0.00229205+0.00510812j 0.00106888+0.00517369j 0.00744876+0.000223688j 0.0073055-0.0154526j 0.00207128+0.00192687j -0.00549753+0.00519442j -0.00624832+0.00190436j -0.0111793-0.0079207j 0.00855885-0.00131853j -0.00276461-0.00279965j 0.00797995-0.00200594j -0.00139697-0.00227204j 0.0052297-0.000717847j -0.0062458+0.00777578j -0.00814016-0.00317705j 0.00344143+0.00757825j 0.00162468-0.00213699j 0.00340731-0.00320344j 0.00170033+0.00995799j -0.00885165+0.00110822j 0.00688699+0.0051002j 0.00501276+0.00550713j 0.00823078-0.00223048j -0.0104589+0.0162112j -0.0048997-0.003691j 0.00498867-0.0011863j 0.00353418-0.00153182j 0.00106295-0.00354721j 
0.000796901-0.00052534j 0.00212844-0.00112045j 0.00388259+0.00416106j 0.00139877-0.010194j -1.26107e-06-0.000545614j 0.00440581+0.00284933j 0.00253593-0.00440742j 0.00143839-0.00219049j 0.00196588-0.0031997j -0.000595114-0.00157502j 0.000625489+0.0038024j 0.00405246+0.00183534j -0.000220268-0.000101508j -0.00337039+0.00579877j 0.00270822+0.00199009j -0.00486415+0.00288578j 0.0035329+0.000238178j -0.00447796-0.00134421j -0.0159798-0.00730762j 0.00220192+0.00460363j 0.00101167-0.00394615j 0.0100687+0.0142025j 0.000604922-0.00378769j 0.00414639-0.00467176j -0.00277395-0.000248336j 0.000863925-0.00203247j -0.00154884+0.00126656j -0.00207519-0.00521736j -8.23187e-05-0.00135219j 0.00402042-0.00107942j 0.00261735-0.00174968j 0.00203703+0.00110873j -0.000812568-0.00414363j -0.0035538-0.00390502j -0.00456272-0.00032075j 0.00135879-5.5701e-05j -0.00193536+0.00361187j -0.0103277+0.00171701j -0.00127162+0.00630738j -0.0276619-0.0114319j 0.0130216-0.016174j 0.0182606-0.00106901j -0.000455736-0.000744943j 0.0100068-0.00502346j 0.028491-0.00575495j 0.0229887-0.0256393j -0.0143914-0.0150386j 0.0176694-0.0101664j 0.00668542-0.00713183j -0.00106956+0.0318252j -0.0158725-0.00940343j -0.0222673+0.00392073j 0.025695-0.0153577j 0.0281759+0.00472967j 0.00374649+0.00299067j 0.00410654+0.00564607j -0.00842393+0.00945841j -0.0149083-0.0111007j 0.0118388-0.00470748j -0.00165246+0.0137149j 0.0219058+0.000702001j 0.00164182+0.00407351j -0.00296008+0.00867302j -0.000951056+0.0121464j -0.00780452+0.00857037j -0.0117262+0.0155491j 0.00811812-0.0100223j -0.00969055-0.00791924j -0.0126025+0.00831959j 0.0156081+0.00629181j 0.00533773-0.00214321j 0.00418696-0.00250497j 0.00580049-0.00459367j -0.014383-0.00283994j 0.0011423+0.00134839j 0.00448301+0.00686523j -0.00929748-0.00339153j -0.00373631-0.00668329j -0.00367641+0.00335985j 0.000198429-0.00179417j 0.00789922-0.00372782j -0.00596769+0.000735766j -0.00796979+0.000167076j 0.00028196+0.00357855j 0.00296604-0.00309478j 0.00453305+0.00378518j -0.0032095-0.00531851j 0.0129808-0.00233495j -0.00364026+0.00440293j 0.00173174+0.000692608j 0.004307+0.00250947j -0.0188513+0.0154217j -0.0129149+0.00067114j -0.00673738+0.000485446j 0.00154354+0.00102139j 0.000869629-0.0019237j 0.00291073+0.00372272j 
