0.181798-0j 0.0597939+0.0131491j 0.0251698+0.0338183j 0.0586514+0.123702j 0.0311041-0.0291535j -0.00128455+0.0278616j 0.0136912+0.102887j -0.00689676+0.053689j -0.00194807-0.00865964j -0.00803156-0.0320697j -0.0156531-0.0241066j 0.0304187-0.0139817j -0.00411601+0.00295396j 0.00300481+0.0692904j -0.0364235-0.00914536j -0.01628-0.00634132j -0.00607746-0.00917576j 0.0175739-0.0197362j 0.010671-0.0148856j 0.0216582+0.0179773j -0.00739045-0.0281322j -0.00362866+0.0119684j 0.0196919-0.00698021j 0.0325816-0.0213924j -0.0324559-0.0193525j -0.00344574+0.000944136j -0.0121466+0.0135907j -0.0021889+0.0120698j -0.0235017+0.017024j 0.00435941-0.0167236j 0.0188505-0.0031123j 0.0120332-0.0278519j -0.00296269+0.0263836j 0.00833823+0.0169861j -0.0322781+0.0383322j 0.0010004-0.0376287j -0.0170677+0.030784j 0.0315582+0.0166126j -0.00887641-0.0154996j 0.0107896-0.0306017j -0.00606501+0.00946275j -0.0309281+0.0269677j 0.010056+0.00162306j 0.00461823-0.00543001j -0.00387887+0.0198468j 0.0245157-0.0227588j -0.0190533+0.0218702j -0.0073538+0.0178831j -0.0320017+0.0109684j -0.00364555-0.0350094j 0.0195959+0.0174173j 0.00504056+0.0187562j 0.0132243-0.00683105j 0.0536841-0.00087884j -0.038009+0.0016312j 0.0120955-0.0246202j 0.000182789+0.0222141j -0.0357791+0.00381071j -0.0353804+0.00685591j 0.0609517-0.0493805j -0.00385709+0.0430875j -0.0395557+0.1424j -0.116176-0.244428j 0.359889+0.0478186j -0.0539429+0.205126j 0.0496585-0.215148j 0.0454005+0.0270813j -0.0213498+0.0190806j 0.21976+0.089494j 
0.0304187+0.0139817j 0.0308954+0.0471294j 0.0059461-0.0754849j 0.0321195+0.0843355j -0.0189299-0.0285158j 0.0360925-0.0331338j 0.0415802-0.00239459j -0.0222966-0.0283872j 0.101982+0.014257j 0.0637828+0.00543118j 0.00777958+0.000141388j 0.00138925-3.33067e-16j 0.0803565-0.00733365j 0.00302936+0.0275735j -0.0215079-0.0041097j 0.0362429+0.00757054j -0.0222901-0.0121834j -0.0146057-0.0865859j -0.0517188+0.0426297j -0.0203456+0.0616792j -0.00423681+0.020905j 0.0101515+0.000173776j 0.032818-0.00825501j -0.0292996+0.0214311j 0.00487946-0.000629364j 0.017068+0.0630863j 0.0706147-0.0068047j 0.00753783-0.0422757j -0.0499354-0.0307426j -0.0122739+0.0317323j -0.0159872-0.0331475j 0.116233+0.0135405j -0.0769285-0.0471592j -0.0111965-0.0959116j -0.0262398+0.016303j 0.0604099-0.0998403j -0.0657003-0.067924j -0.0285738+0.0377567j -0.0640558+0.0124597j -0.0960014-0.0272706j 0.0874347+0.0304346j -0.0239706-0.0735618j 0.143935-0.0923584j -0.0921915-0.0460108j -0.00714818-0.0846338j -0.209614+0.140655j 0.099092-0.129506j -0.0386715+0.0157738j -0.0872575+0.0734835j -0.0299016-0.0596395j -0.00164215-0.114878j -0.0217737-0.0790098j -0.09663-0.0469369j -0.010029+0.00200661j -0.0185509-0.0990522j 0.0198407+0.0321645j 0.0242177-0.0366798j -0.0169143+0.0634563j 0.0253434-0.102936j -0.012145-0.00490819j 0.0647131-0.131244j 0.063577+0.0281523j 0.207755-0.0394593j -0.04159-0.0313115j 0.0525013-0.155477j 0.0520589-0.155643j 0.102201+0.0258535j -0.0457832+0.0758068j 0.00860756-0.0659628j 
-0.00411601-0.00295396j 0.0041926-0.0340274j 0.00750161-0.018591j -0.0121615+0.0231227j 0.0160378+0.0271888j -0.0529415+0.00223628j -0.00395712-0.0124371j -0.0048499+0.0204833j 0.0230606-0.0715101j -0.0169097+0.0812342j -0.040949+0.0613901j 0.0803565+0.00733365j 0.00848617-6.245e-16j 0.036364-0.035323j -0.042596-0.00616116j -0.0478675-0.0309439j -0.0207378+0.0711119j 0.0377486-0.0378158j -0.0533692+0.047335j -0.0534246-0.0202532j -0.0174332-0.053859j 0.00283973+0.026836j 0.0201447-0.055287j 0.0260898-0.015422j -0.0394126+0.0232488j -0.0476637+0.012794j -0.00312114+0.0109475j 0.11683-0.0418974j -0.0268882+0.0184283j -0.0120562-0.0581314j -0.0378475-0.0577501j 0.0129611-0.0723457j 0.0486082+0.102173j 0.129747-0.0801144j 0.00250869-0.0206544j -0.00349864-0.107006j 0.0167258+0.033859j 0.00295998+0.0762315j 0.139277-0.0832202j -0.0691856+0.0394547j 0.0735853-0.229748j 0.0827055-0.0120917j 0.0408986+0.0547909j 0.0899128+0.0958454j 0.0737618+0.0118656j -0.0346925+0.122029j 0.146724-0.0219287j -0.0494997+0.0289107j -0.0901802+0.060503j -0.119915-0.052759j -0.00153647-0.0394373j 0.0114244-0.0403423j -0.0700048-0.0688088j 0.0357512-0.0730828j 0.153076-0.0655809j 0.0510049-0.00923712j -0.0183003-0.138125j -0.0637773-0.163755j -0.0341645+0.000481893j -0.0345852+0.0139224j -0.0493732+0.0331119j -0.0169424+0.0210677j -0.0842539+0.066179j -0.0551891+0.0959762j 0.0433313+0.049712j -0.0191447+0.0849928j -0.0899883-0.0494211j 0.0423557-0.006554j -0.00616756-0.0253878j 
0.00300481-0.0692904j 0.0114803-0.0199662j 0.0427511-0.0389062j 0.0271037-0.0552277j -0.0352547+0.0602218j -0.00488058+0.0618612j -0.00243825+0.0422918j -0.0552949+0.0243074j 0.00935785+0.0433134j 0.0818494-0.0169143j 0.019253-0.00885585j 0.00302936-0.0275735j 0.036364+0.035323j 0.125421+1.15186e-15j -0.0271491+0.0827674j 0.0700032-0.0104215j -0.00716326-0.102373j -0.0324706-0.0512521j 0.0191076-0.0652039j -0.00784461+0.0314336j 0.0399633+0.0499386j 0.0587853+0.0117072j -0.0392381-0.0264294j -0.00322432+0.0685446j 0.0533452-0.00281906j 0.0661559-0.00788172j 0.0122712+0.00680753j -0.00874169-0.0124518j 0.024614-0.0599414j -0.000106328+0.0309273j -0.0174726-0.0688843j 0.0699615+0.0367515j 0.0304096-0.00852262j -0.0435085+0.0220066j -0.0447844+0.0457997j 0.0414435-0.007926j -0.0661809-0.0375331j -0.0308344-0.0501398j -0.0163578+0.0592214j 0.0482722+0.0101766j -0.0823899+0.00640122j -0.0329812-0.033221j -0.0935047+0.000517086j 0.0734048-0.042749j -0.0446227-0.0321071j -0.196649+0.0416993j -0.0369873+0.0133212j 0.0965237+0.0184095j 0.0632434-0.129778j -0.00468323+0.0654599j 0.0471294+0.0682204j -0.00737401-0.0233953j -0.103307-0.144999j -0.00401818+0.0159372j -0.051391-0.0699879j -0.0878481+0.125608j -0.010984-0.0285846j 0.0161336-0.0981266j 0.087147-0.142269j 0.00992802-0.0599766j 0.0129976-0.000932816j 0.186561-0.0636427j -0.0997038-0.0345648j 0.000696453-0.0205496j -0.00496844+0.0321814j 0.0553124+0.190894j -0.151463+0.0625322j 0.0738965-0.0442357j 0.0741434-0.0453315j 
-0.0364235+0.00914536j -0.0139332+0.00592448j -0.000378537-0.0119831j 0.036217+0.0242171j -0.0513969+0.00291216j -0.0168418-0.00303474j -0.000674568+0.0188189j 0.00164761-0.0567827j -0.0161266+0.00942724j -0.0381715+0.126359j 0.00963079+0.0251799j -0.0215079+0.0041097j -0.042596+0.00616116j -0.0271491-0.0827674j -0.0656636-1.52656e-16j 0.0413789+0.106246j -0.0246092+0.101261j 0.0233996+0.0870773j 0.012396+0.0458915j 0.0102245-0.105069j 0.100338-0.0556517j -0.0167531-0.0574396j -0.00205344+0.0512486j -0.0749873-0.0803497j -0.0875484+0.00158175j -0.0732515+0.135361j -0.0168321-0.101338j -0.0366001+0.0316801j 0.031931+0.0711902j 0.109422-0.00734079j 0.116322+0.0309472j 0.0555578-0.0434005j 0.00264586+0.0302026j 0.0844484-0.173902j 0.0650327+0.017226j -0.0521174-0.110431j 0.0230173+0.0507036j 0.0060337+0.0938788j -0.00383417-0.116831j 0.0785727+0.0669861j 0.0434557+0.0333044j 0.0381174+0.0589091j 0.0226452+0.220074j -0.0735943-8.18255e-05j -0.0159188+0.0032399j -0.11332-0.0371057j 0.0706323-0.0937395j -0.158168-0.0415343j -0.16219+0.0899741j 0.00960118+0.0125491j 0.137573-0.0525369j -0.0101205-0.00887577j 0.051839-0.0502374j -0.0337809+0.0258523j -0.0482419-0.100143j -0.0138112+0.0286211j -0.0213064+0.0608996j 0.0658538+0.0747687j 0.00203739+0.0135146j 0.0871466-0.00762309j -0.0590556-0.0377295j -0.0602857+0.133532j 0.0232295+0.0085908j 0.00314303-0.156003j -0.031256+0.0332391j 0.0825503-0.00942012j -0.0146026+0.0441145j -0.0101306-0.0150416j 0.0102463+0.0313296j 
-0.01628+0.00634132j 0.0150838+0.032619j 0.0343238-0.0445232j 0.00166532-0.00282631j -0.0547442+0.0558959j -0.00147283-0.0111788j -0.0412619+0.0248104j -0.02268+0.031246j 0.0375666+0.0164948j -0.00456105+0.000472284j 0.0536928+0.0417834j 0.0362429-0.00757054j -0.0478675+0.0309439j 0.0700032+0.0104215j 0.0413789-0.106246j -0.0589966-3.88578e-16j -0.0717886+0.0610608j 0.0383388+0.0167056j 0.0321767+0.043442j 0.0510332+0.0223743j 0.0234808-0.000840477j 0.0124629+0.00737632j -0.00368167-0.0636114j -0.0805553+0.035731j -0.0197332-0.148457j -0.0975873+0.0288213j 0.0313704+0.0084422j -0.0800062-0.0591418j 0.0637371+0.0814436j 0.0735476-0.0574976j 0.00471437+0.00198024j -0.0612418-0.0822747j -0.0433945-0.0386473j 0.0993685-0.0504077j -0.029402-0.0749894j -0.0118246+0.155298j -0.122966+0.0207909j -0.0643729+0.0163237j 0.124911-0.0246487j 0.0117741-0.0084326j 0.0960119-0.0584157j -0.0404245+0.0503647j -0.0163061+0.0146841j -0.0333036+0.0318295j 0.105495-0.0410143j -0.0343877+0.0837789j -0.0631232-0.102444j -0.00648797+0.075689j -0.0480047-0.00163801j 0.101484+0.120409j 0.162196+0.0423923j 0.0544216+0.058129j 0.0285147-0.0730081j 0.0622935-0.172165j 0.118754+0.0258735j -0.0898567+0.0558465j -0.0721569-0.0521623j 0.0362635+0.124575j -0.0297719+0.0175304j -0.124245-0.0619115j -0.0570648+0.0352817j 0.119251-0.0045577j -0.0510685+0.0420341j 0.0999922+0.0261928j 0.00615663-0.0146892j 0.0592759+0.087614j 0.0183923-0.0131464j -0.0509776+0.0453532j -0.0222707-0.0638196j 
-0.00607746+0.00917576j -0.00497424+0.0338178j -0.0131964-0.036003j -0.0147435-0.0362488j -0.0482817+0.00837462j -0.0185103+0.013099j -0.0113111+0.00994055j 0.00214349-0.00918266j 0.00174033+0.0668586j 0.0106662-0.000757974j -0.0421656+0.0215299j -0.0222901+0.0121834j -0.0207378-0.0711119j -0.00716326+0.102373j -0.0246092-0.101261j -0.0717886-0.0610608j 0.0206919-6.97359e-16j 0.0708229-0.0636919j -0.0830612+0.0563436j 0.0151638+0.00128885j -0.0359329+0.117753j -0.0764825-0.00974127j -0.0639289+0.0675794j 0.0535986-0.0177076j -0.0230374+0.0408702j 0.0280362-0.0502822j 0.000770942-0.037025j 0.0521584-0.062767j -0.0260787-0.16262j 0.0407483+0.00900837j 0.0224336-0.0995904j 0.0799544-0.0521282j -0.00699341-0.0125287j 0.00465145-0.091804j 0.0132854+0.0714253j 0.179008+0.0531328j 0.16474+0.00399559j -0.0558184+0.151085j -0.0341676-0.0515757j 0.0281599+0.154914j -0.00846354-0.0282673j 0.0907383+0.0673383j 0.0873084+0.109377j 0.0394329-0.0365408j 0.0778673-0.0176148j 0.0228988+0.00260587j 0.174918-0.146939j 0.034884+0.0612909j 0.0448447-0.0305038j -0.0864165-0.0208638j 0.00914629-0.105692j 0.0947279-0.098025j 0.151219-0.0276768j 0.0968984+0.035249j -0.0301543+0.0645205j -0.0551575-0.0977295j 0.0388093+0.0475897j -0.178788+0.0702951j 0.0158249-0.0838424j 0.0337672-0.138406j -0.0363734+0.0326283j 0.177295-0.0260972j -0.0392147-0.173472j -0.0551865+0.0327646j 0.0453359+0.028295j -0.00701024+0.0535832j -0.0219751-0.0418617j -0.020896-0.0135377j 0.0317002-0.00499804j 
0.0175739+0.0197362j -0.00467336+0.0212288j -0.0256941-0.0161744j 0.0159668+0.029196j 0.0030003+0.0309893j 0.0474563-0.00280329j 0.0344486-0.0241903j -0.0961324+0.0255009j -0.010006-0.00950891j 0.0119767-0.0645035j -0.0260981+0.031772j -0.0146057+0.0865859j 0.0377486+0.0378158j -0.0324706+0.0512521j 0.0233996-0.0870773j 0.0383388-0.0167056j 0.0708229+0.0636919j -0.000118049+9.57567e-16j -0.0258053-0.0401236j 0.049699+0.0820509j 0.0653075-0.0668376j 0.0164838+0.0766395j -0.0501149+0.0145459j -0.121135-0.105145j -0.00712885-0.0435832j -0.0774127+0.0487143j 0.011486-0.00690558j -0.0142241-0.0993852j -0.0218175-0.00534346j 0.0388094-0.0432985j 0.0395505+0.121344j 0.0346005+0.0261436j -0.0299928+0.0417003j -0.0598616-0.0057026j -0.0280945+0.0580683j 0.0741896-0.0642476j 0.167461-0.0131547j 0.0480978+0.0332873j -0.048212-0.0817498j -0.0221967-0.0211046j -0.123076+0.118136j -0.0426385+0.0331873j 0.0376073+0.124607j -0.0606345-0.143847j -0.0593808-0.118524j -0.0833929-0.174726j 0.0561573-0.120354j 0.0228328+0.121767j 0.155545-0.0486454j 0.0302187+0.0952459j 0.00518509+0.0219285j 0.0112569+0.0599221j -0.0696716+0.0412394j 0.0970971+0.0525137j -0.0929318+0.080883j 0.057976+0.140445j -0.0316889+0.0421989j 0.162577+0.0344948j -0.00984255+0.0933047j 0.0766485+0.066196j 0.0252475+0.0982452j 0.0563888-0.00192406j 0.0569724+0.0974443j 0.0627174-0.00335098j -0.0320319-0.110632j -0.0297916+0.0318125j -0.0403006-0.0433485j -0.029892-0.00413629j 0.000541726+0.0223301j 
0.010671+0.0148856j -0.00564657-0.0297797j 0.0109242+0.0269937j -0.0123601-0.01931j 0.0119663+0.0121043j 0.0845606-0.0123888j 0.00719018-0.0054758j -0.00310414+0.119645j 0.0254394+0.110832j 0.0101472+0.0247183j -0.0173348-0.0505156j -0.0517188-0.0426297j -0.0533692-0.047335j 0.0191076+0.0652039j 0.012396-0.0458915j 0.0321767-0.043442j -0.0830612-0.0563436j -0.0258053+0.0401236j 0.000648493-4.09395e-16j 0.00217176-0.0643j 0.0286575+0.180722j -0.00922977-0.0139978j 0.096497+0.0342582j -0.0413933-0.0860079j 0.0276582+0.0556898j -0.0774361-0.0366094j 0.00490403+0.0700911j 0.0837986+0.0163438j -0.123962+0.0437792j 0.049804+0.0395663j -0.0139113+0.0798284j -0.0272261+0.0521021j -0.0904501+0.00106471j 0.0773109-0.0552836j 0.0118195+0.00620457j 0.0719251+0.0596186j -0.104309-0.0751092j 0.0971341+0.0492509j -0.008018+0.0247977j -0.083768-0.0465224j 0.00739087-0.00216134j 0.0244981+0.0144288j -0.0841289-0.080481j -0.0207238+0.0469005j -0.0252193-0.155936j -0.0566657+0.0458903j 0.00150635+0.0384139j -0.0920673+0.100053j 0.0406534+0.0176478j -0.184576+0.0673887j 0.0880922+0.00780223j 0.116976-0.00602545j -0.135223-0.053525j -0.0218224+0.0363019j 0.0328463-0.0969391j 0.0279823+0.0506126j -0.0672572-0.0306528j 0.0828689-0.081604j -0.0142028+0.197083j 0.0620087-0.0595933j 0.0395397+0.0375269j 0.0189541-0.0256299j 0.00508089+0.0138708j 0.0425761+0.00146061j -0.0647573-0.116777j -0.0250797+0.0680632j -0.0465749+0.0355674j 0.0412054+0.00491434j -0.0224866+0.0400636j 
0.0216582-0.0179773j -0.0398016+0.00631062j -0.0331424-0.0190338j -0.0105383-0.0309281j -0.0441174-0.0148566j -0.0192733+0.0396851j 0.00632344-0.0174382j -0.0274202+0.0675826j 0.00723941-0.0119513j -0.000788772-0.0328012j -0.00165298+0.0669836j -0.0203456-0.0616792j -0.0534246+0.0202532j -0.00784461-0.0314336j 0.0102245+0.105069j 0.0510332-0.0223743j 0.0151638-0.00128885j 0.049699-0.0820509j 0.00217176+0.0643j -0.0158298+4.51028e-16j 0.00679975+0.0787148j 0.0461402-0.129152j 0.0257819-0.152254j -0.0015502+0.146652j 0.0194116-0.122035j 0.110547+0.0601756j -0.0104813-0.0734774j 0.12315+0.0323063j -0.02845-0.0502049j -0.117897-0.0571854j -0.0331106+0.0234469j 0.0255095+0.0400357j -0.0112356-0.0446017j 0.0232882-0.0265224j -0.100952-0.0929316j 0.0796027-0.0269995j -0.0431197+0.202202j 0.0926178-0.0193576j -0.0105374-0.0550875j 0.0140553+0.0417397j 0.132973-0.0329487j 0.0236904+0.000501207j -0.0336344-0.0757464j 0.0234941-0.0728802j -0.0159927-0.233613j 0.0008756-0.194069j -0.00564554+0.198061j 0.032295-0.0871353j -0.0114841-0.0439627j 0.015996-0.0554988j -0.0396434-0.0538779j 0.0179924-0.178749j 0.0867946+0.00271862j -0.017376+0.0496265j -0.045783+0.00652549j -0.019975-0.102146j 0.0167766-0.0509288j -0.0684718+0.0791832j 0.0465723-0.0189279j -0.0394835+0.0217841j 0.00594837+0.010421j 0.0848875-0.0522227j 0.00299537-0.0252368j -0.0284885-0.00649953j -0.00757824-0.0432746j 0.00470858+0.00605044j -0.00793476-0.0149897j 0.0116417-0.0146587j 0.0317412+0.0198292j 
-0.00739045+0.0281322j 0.00142291+0.0401721j 0.0219802-0.0441693j -0.0016868+0.0110587j -0.0489688-0.0254061j -0.00058045-0.00445358j 0.00810408+0.061755j -0.00465514-0.0189073j 0.0801397+0.0325051j -0.0267838+0.0644739j 0.0791414-0.0407476j -0.00423681-0.020905j -0.0174332+0.053859j 0.0399633-0.0499386j 0.100338+0.0556517j 0.0234808+0.000840477j -0.0359329-0.117753j 0.0653075+0.0668376j 0.0286575-0.180722j 0.00679975-0.0787148j -0.0222462-1.77636e-15j -0.0879455-0.0345698j -0.00161019+0.0817662j -0.00816536+0.0501615j -0.0500133+0.0272113j 0.0458522-0.128999j -0.0582939+0.130297j -0.0705074+0.00166591j 0.105751+0.0189165j -0.00655797+0.0739166j 0.050699-0.00617951j -0.0319034-0.0429675j -0.00276+0.0350343j 0.030775-0.0802598j 0.0332148-0.0727415j 0.0967967+0.19345j 0.01621-0.0146015j 0.00967075-0.10427j -0.0298372+0.111033j 0.0925972-0.100358j 0.0310811-0.00855135j -0.00579567-0.0474515j -0.0218742-0.00225249j 0.125627+0.0958276j -0.0485157+0.152987j 0.0331812-0.0260906j 0.0273268+0.0675111j -0.0170478-0.0495025j -0.00961146+0.00864133j -0.0567699+0.13227j 0.0387172-0.113705j -0.0475543+0.0189029j 0.0297726+0.0426977j 0.0476769+0.082062j 0.0928266-0.00557112j 0.0262064-0.119129j 0.0493806-0.0660358j 0.0836219+0.119231j -0.0388053+0.124251j -0.0494576+0.0566072j 0.0655495+0.0329619j 0.128264-0.0251302j 0.0300856+0.06156j 0.076407-0.0928089j -0.102155-0.16306j 0.0555569+0.0229068j 0.0870741+0.0205178j -0.0131452+0.0632575j -0.0176783-0.0130183j 
-0.00362866-0.0119684j -0.013756-0.0163465j -0.00982643+0.00119521j -0.030001+0.00567585j 0.0572829+0.0083928j -0.0156634+0.0241783j -0.020343-0.0835316j -0.034872+0.0455298j -0.00444099-0.079556j -0.0014937+0.00919284j 0.0977635+0.0364714j 0.0101515-0.000173776j 0.00283973-0.026836j 0.0587853-0.0117072j -0.0167531+0.0574396j 0.0124629-0.00737632j -0.0764825+0.00974127j 0.0164838-0.0766395j -0.00922977+0.0139978j 0.0461402+0.129152j -0.0879455+0.0345698j 0.00730734+4.02456e-16j -0.0282969-0.0830307j -0.026085+0.0623775j 0.095458-0.00541916j -0.023806+0.0645459j 0.0442796-0.122759j -0.0319098-0.0325403j 0.044473-0.135727j -0.00136668+0.051918j -0.0545191-0.068359j 0.0340135-0.0408934j 0.0515741+0.00288263j -0.0608377+0.0217317j 0.0621766-0.0223402j 0.0661378+0.0147539j -0.0235106+0.0882637j -0.0693235+0.0556528j 0.0730048-0.088246j -0.0329108+0.0703531j 0.00194775+0.00142988j -0.163678+0.133253j 0.0222384+0.0678821j 0.0673616+0.00385864j 0.078197-0.0125536j 0.107084+0.0389492j -0.0346157-0.0578215j 0.0115419+0.0955573j 0.0232378+0.0556188j 0.00309991+0.018752j -0.0149265+0.00913248j 0.0390846+0.0249182j 0.00962259+0.113417j 0.18648-0.00978203j 0.07087+0.223738j 0.0700444-0.0291039j 0.158731-0.110619j 0.0764617-0.0592675j 0.0156448+0.0103478j 0.00582256-0.00525696j 0.056836-0.130466j -0.0394509+0.0607406j 0.0387408+0.0431605j -0.00437736-0.0772085j -0.0967775+0.0475592j -0.0256964+0.0810828j -0.0240216-0.0368706j -0.017914-0.0608534j 0.0217318-0.0238561j 
0.0196919+0.00698021j -0.00880246+0.00816184j 0.0245042-0.0290742j -0.0147518-0.0478309j -0.032301-0.0202211j -0.00656243+0.0172458j 0.0436509+0.0257377j 0.0267154-0.0130303j -0.0592512-0.030967j 0.0590396-0.0135629j -0.0453211+0.0778074j 0.032818+0.00825501j 0.0201447+0.055287j -0.0392381+0.0264294j -0.00205344-0.0512486j -0.00368167+0.0636114j -0.0639289-0.0675794j -0.0501149-0.0145459j 0.096497-0.0342582j 0.0257819+0.152254j -0.00161019-0.0817662j -0.0282969+0.0830307j 0.167612+7.21645e-15j -0.151288+0.071404j 0.0465287-0.0549742j -0.0645595+0.011981j -0.0318128-0.104427j -0.00909716-0.20319j 0.0836542-0.0492328j -0.0124216-0.041384j 0.00195383+0.036903j 0.0731848+0.0719141j 0.0367139-0.021103j -0.0562636-0.0232043j 0.0811716+0.0206651j -0.208096+0.0301358j 0.0824109-0.0368765j 0.00697696-0.0563192j -0.018156+0.00274028j 0.0432904-0.112507j 0.128045-0.0717793j -0.0984554-0.0895251j -0.0816836+0.0585815j 0.0448628-0.0668065j -0.0167611+0.171905j -0.0260309-0.00576488j -0.0998089-0.0871964j 0.0408254-0.030005j -0.0265528+0.00744511j 0.0139175-0.10128j 0.0469648+0.0285581j -0.0558779-0.0537035j 0.0370368-0.0305415j -0.133867-0.00930043j -0.0423577-0.0570022j -0.0117866-0.169235j -0.102246+0.0686312j -0.0854486+0.10122j 0.0714687-0.0389479j -0.00511896-0.0109417j 0.0129341-0.0431023j 0.0650794-0.0475481j 0.0288732-0.0331688j -0.0212932+0.0013584j 0.0165685-0.0594455j -0.0642153+0.0422111j -0.0121365-0.0289262j 0.0345406+0.0208722j -0.0119911+0.0157828j 
0.0325816+0.0213924j -0.0165197-0.0103309j 0.00867867-0.0100717j -0.0480145-0.00934361j 0.0307757-0.058811j 0.0131351-0.024744j 0.056149+0.000264012j 0.0572538+0.0761053j 0.0264259-0.0114712j -0.0363048+0.0340076j 0.043683+0.016899j -0.0292996-0.0214311j 0.0260898+0.015422j -0.00322432-0.0685446j -0.0749873+0.0803497j -0.0805553-0.035731j 0.0535986+0.0177076j -0.121135+0.105145j -0.0413933+0.0860079j -0.0015502-0.146652j -0.00816536-0.0501615j -0.026085-0.0623775j -0.151288-0.071404j 0.0806709+2.30788e-14j -0.0407063-0.111732j -0.0430221+0.0878019j 0.0209691+0.0175916j -0.03096-0.00118618j 0.0137278+0.068601j 0.117368+0.0404207j 0.0293151+0.0753833j -0.0866353-0.0301508j 0.028043-0.00364804j -0.00231036-0.00986251j 0.0156983-0.154312j 0.0178327-0.0894137j -0.120858-0.0952984j -0.0833112+0.0669846j -0.150615+0.0271335j 0.069261+7.81754e-05j 0.0376335+0.115107j 0.0280583-0.0477666j -0.0952447+0.0977526j 0.0943075+0.0724605j 0.0954905+0.0104176j -0.100518+0.0698294j 0.059509+0.0478509j 0.0335706+0.0546466j 0.0701065-0.0279514j -0.060524-0.0244427j 0.00851794-0.0051965j 0.112393+0.10409j -0.101144-0.0614005j -0.000651055+0.0922247j 0.0587342+0.0275878j 0.0921874-0.040075j 0.0200661-0.123162j -0.0841519-0.0348593j -0.0309944-0.0113557j 0.0239227-0.14478j 0.000227734+0.000747903j 0.0941005+0.00604024j -0.00706671-0.0191126j -0.0252305+0.0534822j 0.0520888-0.11305j -0.0113135+0.0431202j -0.0391324-0.034123j -0.0185239+0.00199442j 0.0138245+0.0286842j 
-0.0324559+0.0193525j 0.00836243+0.0267014j 0.00712793-0.0106315j -0.0294027-0.0326298j -0.0128994+0.0368162j 0.00289233-0.00152j -0.00158223+0.0108014j -0.0562907-0.00259652j 0.0646606+0.0710913j -0.0367243-0.00885491j -0.0766572+0.00690038j 0.00487946+0.000629364j -0.0394126-0.0232488j 0.0533452+0.00281906j -0.0875484-0.00158175j -0.0197332+0.148457j -0.0230374-0.0408702j -0.00712885+0.0435832j 0.0276582-0.0556898j 0.0194116+0.122035j -0.0500133-0.0272113j 0.095458+0.00541916j 0.0465287+0.0549742j -0.0407063+0.111732j 0.0500033+3.06699e-15j -0.062264-0.00569933j -0.0999677-0.0397166j -0.0596692+0.0439206j 0.0519906-0.0721601j -0.1466+0.0229406j -0.0686437-0.0105776j 0.0717235-0.00269687j -0.0804385-0.0937131j 0.0334552-0.092878j 0.0645929+0.0656099j -0.0243205+0.0159595j -0.0948538+0.0932715j -0.0543589+0.0979068j 0.128519-0.0466164j 0.0296655+0.145356j 0.0848076+0.0510019j -0.0790235+0.0368261j -0.0932413+0.0209292j -0.0128969+0.0296545j -0.0351788-0.103541j 0.0151296-0.0466083j -0.168047+0.0272605j 0.0394159+0.0193587j -0.088628+0.0159122j -0.0358756-0.0590603j 0.116756+0.17803j 0.0415089+0.0476878j -0.0630448+0.0394288j 0.104215+0.0115859j -0.0673574-0.0816562j 0.0141587+0.123795j -0.0373201+0.104538j -0.0583815-0.0281865j -0.00156916+0.120075j 0.00290275-0.0604735j 0.0316458-0.0406764j 0.00756467-0.0431634j 0.0201447-0.0137923j 0.0285152+0.0093764j -0.027843-0.0464345j -0.0655205+0.000113047j 0.0394099-0.0381833j -0.0206116+0.0096795j 0.00141197-0.0392627j 
-0.00344574-0.000944136j -0.000427255-0.0335168j 0.0038114+0.0285027j -0.01014+0.0190285j 0.0501895-0.000560712j -0.0104786+0.0416296j 0.016491-0.0143486j 0.00571714+0.04181j 0.0259812-0.00717521j -0.0358118-0.00160974j 0.0375589-0.0112522j 0.017068-0.0630863j -0.0476637-0.012794j 0.0661559+0.00788172j -0.0732515-0.135361j -0.0975873-0.0288213j 0.0280362+0.0502822j -0.0774127-0.0487143j -0.0774361+0.0366094j 0.110547-0.0601756j 0.0458522+0.128999j -0.023806-0.0645459j -0.0645595-0.011981j -0.0430221-0.0878019j -0.062264+0.00569933j -0.0435076-9.65894e-15j 0.0756985-0.0534115j -0.0430765+0.0211623j 0.0152386+0.0227201j 0.119766-0.0345576j 0.116595-0.00244666j -0.0699698-0.0262985j 0.0773425-0.015291j 0.0185571+0.0106252j -0.0266982+0.0368503j 0.00748434-0.0439605j -0.109211-0.00505133j 0.0573972-0.109495j 0.0463194+0.168723j -0.0105708-0.0397499j 0.02847-0.0807279j -0.0181637-0.0467319j -0.06988+0.0746715j -0.0910056-0.0690104j -0.0231971+0.0524739j 0.113579+0.051106j -0.03221-0.0996218j 0.0243049-0.071934j -0.0815638+0.0282655j 0.00290547-0.164751j -0.103573+0.0227478j 0.0118728-0.130576j 0.0439314+0.0307653j -0.0231584+0.141352j -0.0365769+0.0707388j 0.104608-0.163747j 0.0702468+0.130002j -0.03372-0.0352259j -0.0230494-0.078828j 0.0328754+0.0894355j 0.03357+0.0676753j -0.0693752+0.00648859j -0.0348181+0.0936077j -0.0268298+0.0297199j -0.0382228-0.0121143j -0.0260842+0.016066j -0.0442437+0.0295124j 0.00987831-0.0029536j -0.0166724-0.000560323j 
