-0.0936865-1.04083e-17j 0.0323783-0.0169569j -0.0973933-0.0991662j 0.0789704-0.0311759j 0.0200822+0.0324648j -0.0420061+0.0132565j -0.140754-0.0818542j -0.0148842-0.0532451j -0.0144566-0.0357733j 0.0117087+0.0111046j -0.0703264-0.0187693j -0.0800059-0.0714735j 0.0359779+0.0214143j -0.0824931-0.011795j 0.0105803+0.00927495j -0.015851-0.0175819j -0.0114376-0.0221504j 0.0161532+0.0245179j 0.0159816+0.0041566j 0.00927358-0.0144055j 0.0525702+0.0266747j 0.110132+0.0324369j -0.0554216-0.00922997j -0.0756571+0.0253367j -0.056033-0.014834j -0.000847253-0.0282423j 0.00163842+0.00091182j -0.000386276+0.00895807j 0.021079-0.0112168j 0.0124084-0.000367086j 0.00721744+0.0310266j -0.0187615+0.000588726j -0.0206063-0.00557945j -0.0119894+0.0247855j 0.0162685+0.0245506j -0.0375128-0.0241906j 0.0101102+0.0330941j -0.0153788+0.000594206j -0.000447225-0.0219961j 0.0497529-0.020543j -0.00701246-0.0148871j -0.0162568-0.00953084j -0.0355951+0.0136041j -0.0212172-0.0377947j -0.00648593-0.0186148j 0.0464861-0.00743974j -0.109409-0.00464203j 0.0446371-0.00650363j 0.107619+0.00914452j 0.0665917-0.0241714j -0.00833935+0.0244839j -0.0803259-0.010807j 0.0414745+0.0207806j 0.0411293+0.0398769j 0.00408111-0.0050681j 0.00305216-0.0377962j -0.0806635-0.0204627j -0.00131692-0.0709214j -0.0505423+0.0565718j -0.080869-0.0558783j 0.0619033+0.0361244j 0.0594921+0.0439608j -0.0918276+0.230614j 0.247038+0.181017j 0.467597+0.0083311j -0.0687791-0.169546j 0.20403-0.0455378j 0.000921817-0.124368j 0.0382968+0.0322583j -0.107111+0.0249781j 
-0.0800059+0.0714735j 0.0490245-0.0130835j 0.0195533+0.0114206j -0.176847-0.0453963j -0.0289359-0.0226581j 0.124321-0.0139612j 0.189696-0.029398j -0.0105721-0.0067808j 0.157576+0.0322354j -0.0907606+0.00590981j 0.159363+0.00752913j 0.0853983+1.13798e-15j -0.0321016+0.0245736j 0.147868+0.0650336j 0.0275101+0.0278611j 0.0163147+0.020076j 0.0117466+0.0244864j -0.0385004+0.0131476j 0.0378934+0.0276675j 0.0384997+0.0119555j -0.105936-0.0390387j -0.228514-0.0651949j 0.124441+0.0392829j 0.112772+0.0447958j 0.0185939-0.0357043j 0.0289342+8.37645e-05j -0.00896093+0.0175304j -0.0372077+0.0339737j -0.0475697-0.0730832j 0.0240332+0.00606503j -0.0752873+0.012722j 0.086068-0.0742405j 0.0858301-0.0147576j -0.00690487-0.00852436j 0.020267+0.00691132j 0.0562988-0.0183795j -0.0195104-0.0213134j 0.0499513-0.0194321j 0.114333-0.083802j 0.0985848-0.00402044j 0.00208623-0.00996496j 0.0608915-0.0351292j 0.0483377+0.063378j 0.0786069+0.0792455j 0.0345781+0.152696j -0.0674089-0.0210789j 0.27384-0.179056j -0.043517-0.0383662j -0.219943-0.0504423j -0.158455+0.0347482j -0.175768+0.028668j -0.10269+0.0425682j 0.0191634+0.0688983j -0.0372648-0.0941833j 0.0601854-0.035465j -0.0741152+0.0253614j 0.0719908-0.0650973j -0.0311577+0.00335607j 0.245856-0.331331j 0.127119+0.0457634j -0.21682+0.0620091j -0.186302+0.0878976j -0.0661742+0.0237312j -0.139449-0.110202j -0.185203+0.0555447j -0.128178-0.062715j -0.378678+0.124367j 0.0783421+0.132355j -0.129336+0.0479753j -0.0505423+0.0565718j 
0.0359779-0.0214143j -0.0730323-0.068827j -0.0478003-0.049354j 0.128863-0.0137945j 0.063607+0.0294211j -0.116623+0.00851178j -0.13819+0.0317219j 0.0255632-0.0297794j -0.0817356+0.0221396j 0.108923-0.0320679j -0.0841044-0.0468173j -0.0321016-0.0245736j 0.0631057+1.58901e-15j -0.113777+0.0187032j 0.073806+0.0101704j -0.0366046+0.0458581j -0.00478033+0.0421091j 0.0321457-0.0570837j -0.0194761+0.0616451j -0.0158422+0.0565293j 0.0585204-0.00543639j 0.11591+0.00173511j -0.0779352+0.0250343j -0.0518374+0.0625981j -0.0607787+0.0349286j -0.0506913-0.0774478j -0.0740636-0.0312216j 0.0609352-0.0256477j 0.0275509-0.011001j -0.0263546-0.0543981j 0.0146627-0.0296372j -0.0752149+0.0300963j -0.0138697+0.0195947j 0.0128343-0.0481875j 0.0296859+0.00407104j -0.0644868+0.0357806j 6.7667e-05+0.0530683j -0.0247091+0.0157194j 0.00257167-0.031079j 0.0963374+0.00516058j 0.00381242-0.0236948j -0.078218+0.0171739j -0.0172273+0.118477j -0.068316+0.0259724j -0.0094748+0.0320851j 0.110367+0.0381656j -0.0680034-0.015744j 0.135674-0.0150444j 0.106609+0.0177087j -0.00927688-0.00771809j -0.0564615+0.0629696j 0.00642455+0.0342316j 0.0572253-0.121729j 0.0852003-0.030607j -0.102223+0.0103769j 0.119952+0.00530981j -0.050579+0.166518j -0.135596+0.120228j 0.0311577-0.00335607j -0.104093-0.00801465j -0.0642717-0.033865j 0.0838671+0.037509j -0.120861+0.108968j 0.197393-0.122489j 0.114565-0.0615849j 0.0484527-0.152953j 0.318329+0.155829j 0.222491-0.131758j 0.0594108-0.0318706j 0.00131692+0.0709214j 
-0.0824931+0.011795j 0.106341+0.0652407j 0.078617+0.0323731j -0.282911+0.110884j -0.177188-0.00357549j 0.12632+0.0386081j 0.285127+4.78134e-05j 0.0512347+0.0508965j 0.0972739+0.00461461j -0.116374+0.0410363j 0.235994+0.0179425j 0.147868-0.0650336j -0.113777-0.0187032j 0.181348+2.08167e-15j 0.0410966-0.0116758j 0.0916022-0.0168603j 0.0810004+0.0027247j 0.0132755+0.0136201j 0.0506541+0.00250038j -0.0288767+0.0515457j -0.00512312-0.00603908j -0.261142+0.0701891j 0.171979-0.000548003j 0.1041-0.00916957j 0.139428-0.0689389j 0.0509717+0.00141311j 0.0334758-0.0099674j -0.000545608+0.0811158j -0.0423649+0.0624018j 0.0425589+0.0431526j -0.171468+0.0260177j 0.0616986+0.0256298j 0.0864537+0.0440433j 0.00285607+0.0320473j 0.0626266-0.0599234j 0.0524656+0.0873493j 0.0205278-0.0834842j 0.0862673-0.0283941j 0.0809696-0.0222914j -0.125839-0.0340755j -0.0895588+0.0186839j -0.0515239-0.0482166j 0.0152755-0.0605513j -0.00117339+0.19342j 0.0770138-0.0462365j -0.0790741-0.0334063j 0.039985+0.0594732j -0.1176-0.048455j -0.309623-0.0281996j -0.0955742-0.00630815j -0.0304492+0.230578j 0.0786563+0.00474073j -0.0192057-0.0591327j -0.122478-0.0831223j 0.0368253-0.007734j 0.0756319-0.0334831j 0.145542-0.0449873j 0.050579-0.166518j 0.0719908-0.0650973j 0.335923-0.0242059j -0.0613181+0.123644j 0.126255+0.0096948j -0.0979917-0.108251j -0.166947+0.082028j -0.28221+0.0454264j -0.0949645-0.249838j -0.355665+0.017471j -0.163272+0.115154j -0.104186-0.00541074j -0.0806635-0.0204627j 
0.0105803-0.00927495j 0.00113832-0.0385836j 0.0366996+0.00905583j -0.0224632+0.0183611j -0.000259175-0.000527871j 0.0458553-0.0166236j 0.0703535-0.0567747j 0.0185126-0.00838283j 0.0315154+0.0151909j 0.0172938-0.034835j -0.0192747+0.0250524j 0.0275101-0.0278611j 0.073806-0.0101704j 0.0410966+0.0116758j 0.0706982+2.35922e-16j 0.0207226+0.0289188j -0.00808942+0.00756877j -0.095603-0.0537775j -0.0825458-0.0219195j 0.0283281+0.00826336j 0.0542433+0.0135649j -0.0258574+0.0182213j 0.0226328+0.0343275j -0.00450702+0.0734542j 0.0135535-0.0252785j -0.0261417+0.0262498j -0.00921034+0.0852818j 0.0466449+0.00359027j -0.0251271-0.0176465j -0.0465493+0.0098022j -0.00742062+0.0632058j 0.077775+0.0688449j 0.115636+0.0199181j -0.0873464+0.00176543j -0.083638+0.0710291j 0.0675367+0.0385607j 0.0564303-0.00472046j 0.00998474-0.142123j 0.00787538-0.068837j -0.139444+0.059946j 0.00909+0.0775511j 0.0142096-0.167536j -0.0285767+0.0122973j 0.0789638+0.0269232j 0.0166656-0.0278453j 0.0281273-0.00693756j 0.0615321+0.164556j 0.0414133-0.0376022j 0.0170123-0.00923174j -0.139229+0.0702549j -0.0283365+0.0224077j -0.0535207-0.0759448j -0.039308-0.0633074j 0.04521-0.00438538j -0.0347993+0.0467258j -0.094756+0.148294j -0.0756319+0.0334831j 0.119952+0.00530981j 0.0741152-0.0253614j -0.059969+0.0777833j 0.065954-0.0245773j 0.0062889-0.0671255j -0.0344394+0.0218503j -0.126679+0.0220727j 0.00778638-0.210656j 0.171359+0.145835j 0.0257921-0.00141573j 0.0308259+0.0206396j -0.0013723+0.0475332j -0.00305216+0.0377962j 
-0.015851+0.0175819j 0.0181889+0.0340513j -1.95827e-05-0.0344614j -0.0535651+0.0174243j -0.0823197+0.0155182j 0.0924977-0.0381532j 0.0919533+0.0162473j 0.0495313-0.0065075j -0.0207762+0.0179726j -0.0400901+0.0245306j 0.0282123+0.0160702j 0.0163147-0.020076j -0.0366046-0.0458581j 0.0916022+0.0168603j 0.0207226-0.0289188j -0.0343275+1.67782e-14j 0.0660785+0.0204667j -0.0330607+0.00611448j 0.0935263-0.00523311j -0.034888+0.00090079j -0.0082405-0.015296j -0.0612257+0.00449859j -0.0186606-0.0149605j 0.0145027+0.03843j 0.060738+0.0141098j -0.0350083-0.0984561j -0.0586848-0.0479645j 0.0780903+0.0633305j 0.0163652+0.0171805j 0.0159069-0.0245992j -0.0222416+0.0364219j 0.00753802+0.0454293j -0.0389912+0.0596697j 0.0343559+0.0395569j 0.0220521-0.0498058j 0.0710181-0.0116625j 0.182964+0.0350762j -0.0345718-0.0465902j 0.0247338-0.0136453j -0.0465598-0.0474603j 0.0675569-0.0596412j 0.0769303+0.203331j 0.0465302+0.0468427j -0.114911+0.00443618j -0.12973-0.0454711j -0.00279626+0.155893j -0.0722178-0.0346077j 0.178516-0.0754834j -0.107061+0.0719452j -0.066135-0.0123083j -0.193106-0.0921151j 0.150632+0.0448695j 0.0268311-0.077249j 0.0234284-0.195072j 0.139802-0.140247j 0.0347993-0.0467258j 0.0368253-0.007734j 0.102223-0.0103769j 0.0601854-0.035465j 0.0815312+0.00252494j 0.132266+0.121098j 0.044701-0.147837j -0.13905-0.107533j -0.0742061-0.149583j -0.0365162-0.140677j 0.17332-0.0521519j -0.0619546+0.0750427j -0.00963474+0.0838522j -0.0507769-0.00701795j 0.00408111-0.0050681j 
-0.0114376+0.0221504j 0.0511656+0.00572391j 0.0154281-0.0042113j -0.133953+0.0110535j -0.0663628+0.0136146j 0.089368-0.037061j 0.123532+0.0539794j -0.00109913+0.0041295j 0.0573813-0.0197266j -0.0310873-0.04976j 0.105924-0.043951j 0.0117466-0.0244864j -0.00478033-0.0421091j 0.0810004-0.0027247j -0.00808942-0.00756877j 0.0660785-0.0204667j -0.00201365+9.5618e-15j -0.000799676+0.00720569j -0.0306646+0.0026852j -0.0181332-0.00818919j -0.0750798-0.00214661j -0.100754+0.0454325j 0.034886-0.0436292j 0.0297537+0.014395j 0.0838745-0.0106855j 0.0180294-0.0221106j 0.0484291-0.0128463j 0.018121+0.0621363j -0.0347551-0.0179603j 0.0469879-0.0444994j -0.0775789-0.0312226j -0.0181791-0.0430716j 0.0692063+0.0381901j -0.00254619-0.0691307j -0.00412243-0.00701489j 0.0502698-0.0385075j 0.000427485+0.0131262j -0.0547211-0.0066855j -0.0570598-0.0173846j 0.0573901+0.132275j -0.0623692+0.114744j -0.0193961+0.197683j 0.000351209-0.0748206j -0.0391527-0.0177893j 0.0924033-0.0220899j 0.0253247-0.172357j 0.0828085-0.0525869j -0.187267+0.0950371j -0.167775+0.0650527j -0.000213986+0.0393228j 0.000930346+0.120019j -0.0451525+0.0353274j 0.0100367+0.0304645j -0.0601278+0.0849178j -0.0234284+0.195072j 0.04521-0.00438538j 0.122478+0.0831223j 0.0852003-0.030607j 0.0372648+0.0941833j 0.128368+0.0666308j -0.0896191+0.162326j 0.117771-0.130862j -0.0196125-0.161878j -0.0899678-0.150892j 0.0541626-0.0532352j -0.0117296+0.0598417j -0.122926+0.0271943j 0.03019+0.0375458j -0.0360118+0.0274949j -0.0411293-0.0398769j 
0.0161532-0.0245179j -0.0283817-1.30109e-05j 0.0348117-0.0120609j 0.105909+0.0276216j -0.0125905+0.0811758j -0.0886569+0.00304324j -0.123949-0.0029907j -0.0207082+0.0395245j 0.043392-0.0750612j 0.122353-0.0130757j -0.125379+0.0189225j -0.0385004-0.0131476j 0.0321457+0.0570837j 0.0132755-0.0136201j -0.095603+0.0537775j -0.0330607-0.00611448j -0.000799676-0.00720569j 0.00686915-6.66134e-16j -0.010676-0.047789j 0.102402+0.0273626j 0.0737729+0.0368543j 0.130628+0.0693055j -0.0308394-0.00782029j -0.06044-0.00848048j -0.0487636-0.03333j -0.100989-0.0152325j -0.0299648-0.0289083j 0.0142698-0.0490315j -0.125668+0.00678864j -0.0317297+0.0461567j 0.00102371-0.0238542j 0.0143038+0.0346913j -0.0342138-0.0801144j 0.0896696-0.0174331j -0.0649171+0.0145066j -0.000291601-0.0523363j 0.104988+0.00985286j -0.0599897-0.0755643j -0.030767-0.104059j -0.0142269+0.0254298j -0.0329742+0.0199489j -0.00362525+0.0829757j 0.0747491-0.0884772j 0.0315499+0.0409518j -0.0555617+0.0354594j 0.0695765-0.0071321j 0.0506169+0.0563536j 0.0338637-0.114622j 0.1552-0.0869188j -0.0302816-0.0190434j 0.00863186-0.0151698j -0.108968-0.0562167j 0.0539513-0.220335j -0.0100367-0.0304645j 0.0268311-0.077249j 0.039308+0.0633074j -0.0192057-0.0591327j -0.0572253+0.121729j 0.0191634+0.0688983j -0.247252+0.0441801j 0.000879359+0.156802j 0.0331673+0.011505j -0.0759619-0.02444j 0.0755969-0.133405j 0.36456+0.136359j -0.0575272+0.157819j 0.0939175-0.109307j 0.0258364+0.00942964j 0.0479244-0.0274471j 0.0414745+0.0207806j 
0.0159816-0.0041566j 0.010136-0.0145116j -0.0216924-0.0521829j -0.051974+0.0153034j -0.0119135-0.0534579j 0.0497152-0.0151653j 0.0320501+0.0690092j -0.0356289+0.0708214j 0.00956138-0.0218033j -0.0510424-0.0204701j 0.0366565+0.0328999j 0.0378934-0.0276675j -0.0194761-0.0616451j 0.0506541-0.00250038j -0.0825458+0.0219195j 0.0935263+0.00523311j -0.0306646-0.0026852j -0.010676+0.047789j -0.0729874+2.08167e-16j 0.020036-0.0468165j -0.0555543+0.04563j -0.0219948+0.0210439j -0.0133715+0.00246674j -0.0634616+0.0130353j 0.0285593-0.0565335j 0.0301398+0.0511903j 0.0547766-0.042756j -0.0342958-0.00889915j -0.0225343-0.0249879j 0.0224155-0.0921622j -0.00210778-0.0313869j 0.0129172-0.0493708j -0.000536906+0.0774666j -0.023647+0.119413j 0.0538091+0.133482j 0.040255-0.0244105j 0.00388039+0.0144854j -0.02043-0.0125969j -0.00730148-0.129543j -0.088635+0.0805624j 0.0529042-0.00949463j -0.132083-0.111823j -0.135505+0.0561497j 0.00464142-0.149477j 0.0841597+0.0784925j -0.0145349+0.112244j -0.0160193-0.0180525j -0.018368-0.0676226j -0.0597928-0.176241j 0.0970973+0.0186541j -0.167931+0.0631631j 0.106477-0.202582j -0.108968-0.0562167j 0.0451525-0.0353274j 0.150632+0.0448695j 0.0535207+0.0759448j 0.0786563+0.00474073j -0.00642455-0.0342316j -0.10269+0.0425682j 0.00285413-0.0346836j 0.0203124-0.0619522j -0.0481168-0.0665917j -0.103094+0.0797779j -0.0116396-0.174635j 0.0525016+0.012954j 0.0406292-0.14137j -0.0608993+0.0683039j -0.0116188+0.0708633j 0.0379759-0.00759811j -0.0803259-0.010807j 
0.00927358+0.0144055j -0.0173324-0.0234432j -0.0262675+0.00257522j 0.0119112+0.0402727j -0.011386+0.02699j -0.000274964+0.0085811j 0.0293376+0.0195636j -0.00531257-0.0276614j -0.00791556+0.00460039j 0.0307838-0.0647803j 0.0131853-0.0152146j 0.0384997-0.0119555j -0.0158422-0.0565293j -0.0288767-0.0515457j 0.0283281-0.00826336j -0.034888-0.00090079j -0.0181332+0.00818919j 0.102402-0.0273626j 0.020036+0.0468165j -0.007853+4.73233e-15j 0.0492492+0.0315476j -0.00418983-0.00662868j 0.0309332+0.0160624j -0.0163236+0.0362689j 0.0647434-0.0388456j -0.0105461+0.0198405j -0.0558623-0.0112128j 0.0170624-0.0019971j 0.0253935-0.0265416j -0.0242567-0.00777507j 0.0653553+0.0212614j -0.046924-0.0109694j -0.00199865+0.0647215j 0.054391+0.0162307j -0.017381+0.000189939j 0.0801424+0.101738j -0.079653-0.00866065j 0.102832+0.106692j 0.0507844+0.0697933j 0.0349893-0.0498142j -0.13112+0.0271863j -0.117508-0.0632458j -0.0936692+0.0196884j 0.0532273-0.00313375j -0.130914-0.0228541j 0.0567978+0.0235833j 0.0944147-0.0107089j 0.0490651-0.17083j -0.0934921+0.119842j -0.122335-0.0513792j 0.0114986-0.209618j -0.167931+0.0631631j 0.00863186-0.0151698j -0.000930346-0.120019j -0.193106-0.0921151j 0.0283365-0.0224077j -0.0304492+0.230578j 0.0564615-0.0629696j -0.175768+0.028668j -0.0635739-0.00258199j -0.0783145-0.0309561j 0.0685586+0.00368356j 0.0196484-0.107663j 0.152293+0.0513014j 0.0370461+0.00849916j -0.0142798-0.0213574j 0.035622-0.0102156j 0.0133114-0.0356957j -0.0217356+0.0236176j -0.00833935+0.0244839j 
0.0525702-0.0266747j -0.07192+0.0359627j -0.0719223-0.0592012j 0.142749-0.0283335j 0.0956929-0.00864535j -0.128845+0.0241524j -0.146348+0.0170174j -0.0809493-0.0385155j -0.0214364+0.0206883j 0.036902-0.00555435j -0.11523-0.00259367j -0.105936+0.0390387j 0.0585204+0.00543639j -0.00512312+0.00603908j 0.0542433-0.0135649j -0.0082405+0.015296j -0.0750798+0.00214661j 0.0737729-0.0368543j -0.0555543-0.04563j 0.0492492-0.0315476j 0.0111513-3.60822e-16j 0.146377+0.014173j -0.0140519+0.0157837j -0.0870299-0.0306833j -0.0840125-0.00735245j 0.00275011+0.0270478j -0.0766966+0.0296549j 0.0129349+0.0243924j -0.099365+0.012268j -0.0374783+0.10457j 0.0749673-0.0115458j 0.0350777-0.0319516j -0.182589-0.0399828j -0.104398-0.0104455j -0.0415608+0.124644j -0.0878369-0.0310463j -0.041129-0.00669948j -0.00431845-0.0900152j -0.138415+0.0428436j -0.106297-0.0746387j -0.0932476+0.0493058j 0.0785817-0.073687j 0.034085-0.0965686j 0.140418+0.0124127j -0.0533083-0.0552799j 0.113287-0.00608891j -0.20162-0.0725347j 0.0915566-0.121303j 0.117336+0.0888897j 0.068274-0.338052j -0.122335-0.0513792j 0.0970973+0.0186541j -0.0302816-0.0190434j 0.000213986-0.0393228j -0.066135-0.0123083j 0.139229-0.0702549j -0.0955742-0.00630815j 0.00927688+0.00771809j -0.158455+0.0347482j -0.0738305-0.0864886j 0.0880042-0.0594643j 0.0642065+0.0125171j 0.108079-0.0222776j 0.0986367-0.000390526j 0.180126+0.00276999j 0.00590985+0.0385629j 0.139221+0.0984257j 0.0595812-0.0247837j 0.136602+0.00450962j 0.0665917-0.0241714j 
0.110132-0.0324369j -0.15009-0.0302318j -0.11828-0.0316352j 0.381033-0.0199329j 0.133712+0.0650208j -0.244238+0.0530932j -0.349739+0.00351138j -0.0406151-0.1081j -0.146557-0.0233234j 0.202501-0.0120962j -0.31371-0.0228163j -0.228514+0.0651949j 0.11591-0.00173511j -0.261142-0.0701891j -0.0258574-0.0182213j -0.0612257-0.00449859j -0.100754-0.0454325j 0.130628-0.0693055j -0.0219948-0.0210439j -0.00418983+0.00662868j 0.146377-0.014173j 0.364606-8.54872e-15j -0.169385+0.00708953j -0.14962-0.0232211j -0.14775-0.0517116j -0.0014506-0.0342301j -0.0288227-0.0653354j 0.0789966-0.00476295j 0.0538576-0.0021522j -0.0299054+0.00536128j 0.0968355-0.00364459j -0.13955+0.07879j -0.057573-0.0439378j 0.153223-0.0015171j -0.0258571+0.0143025j -0.311528-0.0529365j 0.0246104-0.0454414j -0.0603617+0.0158185j -0.0743161+0.100819j -0.0819071+0.0456019j 0.0801822-0.0339853j -0.00649648-0.0726277j -0.09186-0.0176391j -0.0956647+0.0650583j -0.0524128-0.0257365j 0.143886+0.0952494j -0.13714+0.0461868j 0.0898509+0.114001j 0.437319-0.284267j 0.117336+0.0888897j -0.0934921+0.119842j -0.0597928-0.176241j 0.1552-0.0869188j 0.167775-0.0650527j -0.107061+0.0719452j -0.0170123+0.00923174j -0.309623-0.0281996j -0.106609-0.0177087j -0.219943-0.0504423j -0.357838-0.0477495j 0.114398+0.0850796j 0.189217+0.0671996j 0.0806151-0.100862j 0.491635-0.0998793j 0.274913-0.0397375j 0.0432732-0.0360512j 0.445452-0.0465222j 0.156783-0.0480858j 0.163502-0.00366837j 0.107619+0.00914452j 
-0.0554216+0.00922997j 0.0538897+0.0305557j 0.0283987-0.00597515j -0.144184+0.0397094j -0.0669515-0.00670454j 0.0844629-0.0216656j 0.157294-0.00297809j -0.00245374+0.0425007j 0.0648002+0.024364j -0.0743731-0.00117654j 0.109249+0.050552j 0.124441-0.0392829j -0.0779352-0.0250343j 0.171979+0.000548003j 0.0226328-0.0343275j -0.0186606+0.0149605j 0.034886+0.0436292j -0.0308394+0.00782029j -0.0133715-0.00246674j 0.0309332-0.0160624j -0.0140519-0.0157837j -0.169385-0.00708953j 0.0733057-9.56735e-14j 0.0365545-0.00518978j 0.0849717+0.0107338j -0.0458257+0.00446037j -0.0303377+0.00609818j -0.09129-0.0159923j -0.08234-0.0228243j 0.0353079+0.0475725j 0.0257981+0.0799977j 0.0342678-0.0111633j -0.040013+0.0110405j 0.0120946-0.023306j 0.0164112+0.0353373j -0.0496637+0.0540683j -0.0609669+0.0831675j 0.0968733-0.00407533j 0.0725925+0.117189j -0.0910543-0.15633j 0.00931793-0.0844269j 0.130564+0.0144579j -0.12716+0.14909j 0.00996816+0.0344371j 0.164332+0.116557j -0.0810374+0.0468292j 0.0817947+0.118019j -0.122515+0.368373j -0.0898509-0.114001j -0.0915566+0.121303j -0.0490651+0.17083j 0.018368+0.0676226j -0.0338637+0.114622j -0.187267+0.0950371j -0.178516+0.0754834j 0.0414133-0.0376022j 0.1176+0.048455j 0.135674-0.0150444j 0.043517+0.0383662j 0.0901536-0.0140283j -0.0737153-0.0520447j -0.0662462+0.0513458j -0.0767476+0.00928851j -0.180431+0.048827j -0.026896+0.0239473j 0.00462704+0.0273915j -0.197538+0.0481426j -0.0809843+0.0248589j -0.0760358-0.0183918j -0.0446371+0.00650363j 
-0.0756571-0.0253367j 0.101511+0.00599667j 0.066721+0.0809932j -0.200193+0.062338j -0.106055-0.0136766j 0.10872-0.0223176j 0.201748-0.0121086j 0.0319328+0.048073j 0.0191997+0.0237085j -0.0429589+0.030592j 0.131966+0.0539737j 0.112772-0.0447958j -0.0518374-0.0625981j 0.1041+0.00916957j -0.00450702-0.0734542j 0.0145027-0.03843j 0.0297537-0.014395j -0.06044+0.00848048j -0.0634616-0.0130353j -0.0163236-0.0362689j -0.0870299+0.0306833j -0.14962+0.0232211j 0.0365545+0.00518978j 0.0409844-4.63518e-15j 0.0925458-0.130303j 0.146182-0.00111916j -0.0150363-0.0301877j 0.0939116+0.0573897j -0.00154597-0.0142863j 0.0459189+0.00707283j -0.0776362-0.0353353j 0.0431157+0.00224519j 0.0260271+0.0868955j -0.0115613+0.00025102j 0.140186+0.0372703j 0.021925+0.0148039j -0.0052656-0.033688j 0.149122+0.0988612j 0.0313164+0.155973j -0.176228-0.00265342j 0.0268654+0.0900684j 0.076724-0.0508559j -0.139023+0.0259565j 0.108231-0.0259096j -0.106096-0.147468j -0.0669763-0.0115472j 0.0647105-0.202924j -0.0817947-0.118019j -0.13714+0.0461868j -0.20162-0.0725347j 0.0944147-0.0107089j -0.0160193-0.0180525j 0.0506169+0.0563536j -0.0828085+0.0525869j -0.0722178-0.0346077j -0.0615321-0.164556j 0.039985+0.0594732j 0.0680034+0.015744j 0.27384-0.179056j 0.0757184+0.0809793j -0.0671093+0.103484j -0.0473249+0.048048j -0.162915+0.11413j -0.222424-0.019516j -0.161651+0.00696585j -0.0803508+0.0140347j -0.217082-0.0709218j -0.0921026+0.0958845j -0.0835343-0.0402684j -0.109409-0.00464203j 
-0.056033+0.014834j 0.0647553+0.012795j 0.0529537+0.0181638j -0.152724-0.00321952j -0.047323+0.0166705j 0.0863949+0.0207083j 0.146111-0.0302703j 0.0495544+0.0202191j 0.065823-0.0580639j -0.0773912+0.00715644j 0.0898395-0.0465519j 0.0185939+0.0357043j -0.0607787-0.0349286j 0.139428+0.0689389j 0.0135535+0.0252785j 0.060738-0.0141098j 0.0838745+0.0106855j -0.0487636+0.03333j 0.0285593+0.0565335j 0.0647434+0.0388456j -0.0840125+0.00735245j -0.14775+0.0517116j 0.0849717-0.0107338j 0.0925458+0.130303j 0.044394+3.77476e-15j 0.0258952-0.0509967j 0.0397929+0.0334894j -0.135237+0.00183235j 0.0121523+0.00411893j 0.0397795+0.0249956j -0.116874-0.0240255j 0.0109271+0.0025208j -0.0115294-0.0184876j 0.00690307+0.0464187j -0.0976544-0.0055032j 0.0395212+0.0375807j 0.0348142-0.0741412j -0.00742393-0.112917j 0.0284487+0.0728071j -0.0525994-0.130548j 0.174105+0.144365j -0.123544+0.134637j -0.0905346+0.040105j 0.0206144-0.0120008j 0.0174569-0.0674324j -0.176362+0.311682j 0.0669763+0.0115472j -0.0810374+0.0468292j -0.143886-0.0952494j -0.113287+0.00608891j -0.0567978-0.0235833j 0.0145349-0.112244j -0.0695765+0.0071321j 0.0253247-0.172357j 0.00279626-0.155893j 0.0281273-0.00693756j 0.0790741+0.0334063j 0.110367+0.0381656j 0.0674089+0.0210789j 0.126096-0.0401806j -0.0585934+0.0282795j -0.164283+0.0316716j -0.029107+0.0118351j -0.130873+0.0552364j -0.114572+0.0569394j -0.0403173+0.0635136j -0.185001+0.0455017j -0.0678155-0.00625373j -0.092101-0.0200701j -0.0464861+0.00743974j 
