-0.169956-5.37764e-17j -0.024312+0.017438j -0.0375059-0.0468977j -0.0544861-0.109048j 0.0261292-0.0215348j 0.0201694-0.00327261j -0.0179346-0.101021j -0.000397247-0.0350357j -0.000214476-0.0310321j 0.028966-0.0335354j 0.000243606+0.0195294j 0.0281262-0.0317327j 0.0176342+0.033481j 0.00794153+0.047914j 0.0313962-0.004079j 0.0143043-0.0151728j 0.00202357+0.0351352j 0.0146955+0.0237275j -0.0123808-0.000343306j 0.0102325-0.0153151j 0.0055151+0.00336052j -0.0112925+0.00500249j -0.00688797-0.02611j -0.00366472-0.0250754j 0.0119905-0.0251264j -0.0171159+0.00752608j -0.0130585+0.00363827j 0.0168715-0.00102762j -0.0133441-0.0133639j 0.0200575-0.0149379j -0.00414423-0.0129957j 0.00625306-0.0109301j 0.00670852+0.00538945j 0.0223062-0.00762434j 0.00519574-0.0102216j -0.00729762-0.00858793j 0.00462469-0.00885104j 0.0127823+0.0227615j 0.00806936+0.00346587j 0.0210281-0.00607484j 0.0160733+0.00907601j 0.00666794-0.0113548j 0.0173821-0.0102055j 0.0119444-0.030963j 0.00392817-0.000148807j 0.00704571+0.00437363j -0.00872825+0.0214602j 0.0141048-0.00850516j -0.00747554+0.000771862j -0.0113474+0.0243269j -0.00124364-0.00265647j 0.00417729-0.00311051j -0.0298924-0.00409418j -0.00127313-0.0148322j -0.00871515+0.0115021j 0.0153341+0.0160491j -0.027563-0.00146095j -0.0115747+0.0261269j 0.0104399-0.0243171j -0.0185305+0.0128677j -0.0179189+0.0324696j -0.0131121-0.0139126j -0.0300209+0.00776678j 0.00233963+0.00105306j -0.0120723+0.0245504j -0.0116724+0.027874j -0.00880815+0.00461539j 0.0180125-0.0313687j -0.0148106-0.0260831j 0.00232989-0.000859618j 0.00980572+0.0353657j -0.0557807-0.021574j 0.00628384+0.0166171j -0.00929436-0.0236875j 0.0137589-0.00439229j 0.0203585-0.00412751j -0.0124474+0.0353828j 0.0220387-0.00738826j -0.0480248+0.0471979j 0.0238651+0.0421198j -0.00694451-0.0124468j 0.00526081+0.00258534j -0.00265234+0.0234175j -0.0649632+0.0631618j 0.0879082-0.142077j -0.0575753-0.266756j -0.390081-0.0631024j -0.0254356-0.165236j 0.0292259-0.182098j -0.0952979-0.0107111j -0.0100542-0.00849507j -0.185785-0.0282622j 
0.0119905+0.0251264j -0.00318367+0.00757955j -0.021849-0.0213384j 0.0327077-0.00971235j -0.0124872-0.0249476j 0.00790681+0.0124652j 0.0138572+0.00554654j 0.00153146+0.0187179j 0.0176553-0.0529021j 0.0193635-0.0459009j 0.00654581+0.030539j 0.0110011+0.000919584j 0.0236278+0.0554007j 0.0397715-0.0303406j 0.0130439-0.0523551j 0.00155106+0.0325866j 0.0564644-0.00127246j 0.0361958+0.0203285j 0.0807322-0.0402228j -0.0212723-0.0972842j 0.00936213-0.00234227j 0.00261061-0.00438115j -0.00630203-0.00543015j -0.00945344+0.085874j 0.0048895-2.68188e-15j -0.0538987-0.000857061j 0.0977713-0.00775743j 0.0126483-0.0208734j 0.0169847-0.0850279j -0.00873988+0.0433962j 0.0198649+0.0018153j -0.0336241-0.0780275j 0.0103666-0.0495642j 0.0201909-0.0254285j -0.041-0.0459029j 0.0527198+0.0772108j 0.0661955-0.0107704j -0.0239358-0.0246638j -0.046282+0.007713j -0.0290909+0.117244j 0.0195206+0.0436376j 0.098591-0.0489811j -0.0145455-0.0268845j -0.0226738+0.120951j 0.030795+0.0878442j -0.0299309-0.00718746j -0.126931+0.0990258j 0.0485822-0.0824224j 0.0368099+0.0982658j 0.0338471-0.11556j -0.0292-0.0284656j 0.00195581+0.0115664j 0.0341397-0.0918136j -0.0347385+0.0149203j -0.05862-0.0744048j 0.0538976-0.112994j -0.0232555+0.0580087j -0.0740922-0.0511878j 0.0808024+0.0591633j -0.0237213-0.0303491j -0.0212056+0.134491j 0.0110432-0.0503576j 0.00472917-0.0434863j 0.206198+0.0381742j -0.0043148-0.0221304j -0.0349114+0.0316739j 0.0350635+0.041309j 0.0811136-0.118923j -0.0225955-0.0223325j 0.0742382+0.00196658j -0.0342861-0.0245277j -0.0457385-0.0229924j 0.0637366-0.0354539j 0.0288845-0.0945084j -0.0147034+0.00434793j 0.0338219+0.0694984j -0.0631771-0.0243918j 0.0280694+0.184526j -0.108538+0.0416238j 0.152421-0.073034j 0.0604523-0.0190753j -0.0197043-0.013593j -0.0926382+0.0860333j -0.0518062-0.0259699j 0.0375677-0.020685j -0.0482205+0.053754j -0.0533472+0.000155832j -0.0183087+0.0159699j 0.0573667-0.0915985j -0.019217-0.00939299j 0.000427427-0.0377363j -0.0232056+0.00662981j 
-0.0171159-0.00752608j -0.0211033-0.0102687j -0.0283829+0.0568607j 0.0350762+0.00510496j 0.0343595-0.0429894j -0.0142789+0.0300471j 0.0274311+0.0416213j 0.0365417+0.0275348j 0.0208587-0.0253529j -0.0246805+0.0128487j 0.00377403+0.0660096j 0.00551355-0.00640577j -0.0357108+0.0616748j 0.00271208-0.0521753j 0.0395398-0.00842036j -0.0135385-0.0539577j -0.0396814-0.00734988j 0.0444144+0.0255706j 0.0148733+0.00407628j -0.00124221-0.0345264j -0.0501349-0.0281148j -0.0410545-0.0479312j -0.00896926-0.0423149j -0.0386688+0.000501059j -0.0538987+0.000857061j -0.036567+1.8735e-15j -0.0566931-0.0157995j 0.0181447-0.0645017j -0.080991+0.0736852j -0.0559844+0.0332104j -0.0150569+0.015161j -0.0154367+0.0607744j -0.054716+0.0163569j -0.0355908-0.104186j 0.00657691-0.00882027j -0.0946105+0.0512237j -0.0948912-0.074825j 0.000968382+0.0116513j -0.0372911+0.0850312j 0.0342021+0.0202256j -0.130183-0.011149j 0.000905772-0.0179968j -0.0315983+0.0453358j -0.00384911-0.0200292j -0.00264749-0.0254004j 0.0433264+0.0287429j 0.0720869+0.0984377j 0.0782297-0.0175809j -0.0305379-0.0217305j 0.0152203+0.0324199j 0.141026-0.0313381j -0.0167695-0.114989j 0.0144704+0.0174183j 0.0819684+0.0326836j 0.0450517-0.073471j 0.0203827+0.0132619j 0.0454039-0.162227j 0.092147-0.0632205j 0.0582221+0.0595127j -0.0444703-0.0398729j 0.0195793+0.135434j -0.00430326+0.00259627j 0.11231-0.00379129j 0.0617892-0.0360232j -0.0868462-0.0851486j -0.0989696+0.043661j -0.0191271+0.00137935j -0.0678526+0.0146456j -0.0172186-0.017167j 0.00835108+0.0470716j 0.0275957+0.010065j 0.0382575-0.103474j 0.0160979+0.00850867j 0.0771998-0.0921576j 0.0260741-0.0303718j 0.0227281+0.0520202j 0.0444589+0.030169j -0.00638759+0.0849823j -0.0983568-0.0143077j -0.0287438+0.0251971j -0.0664509+0.0386367j 0.00781004-0.0530894j 0.0127315+0.0739698j 0.0743159-0.0494888j 0.0704236-0.00530143j 0.0173634+0.0588987j -0.0524068-0.0212013j -0.0425524-0.0464167j -0.0676388+0.0533146j 0.0161523+0.078271j 0.00907723+0.00809069j -0.0411597-0.0393411j 
-0.0130585-0.00363827j -0.0135769-0.0325126j -0.00344597+0.0172899j -0.0226226-0.0105547j 0.0102836-0.0141254j -0.0130459-0.0138609j -0.00137629-0.004454j 0.0133493-0.0156595j -0.00946204-0.0191073j 0.0169619-0.0498414j 0.019056-0.012758j -0.0152398-0.0321043j 0.00271436-0.0246969j -0.0376452-0.013026j -0.0645935+0.0435928j -0.0588769-0.0137712j 0.000126954-0.0784069j -0.00689075-0.0118095j -0.0185089+0.00995093j 0.00812239-0.0232384j -0.0294763+0.0224323j 0.020199-0.0473573j -0.0362344-0.127957j 0.00173266-0.0326011j 0.0977713+0.00775743j -0.0566931+0.0157995j -0.120679+7.74381e-15j -0.0790335+0.0990562j -0.00753974+0.0109807j -0.0183968-0.0291136j -0.0745587+0.0834501j 0.0346103+0.0939641j 0.00221047+0.000693973j 0.0061177-0.100972j 0.0359805+0.0754441j -0.0488804+0.153134j -0.0656695-0.0811614j 0.0646188-0.0946055j 0.0523569+0.0568933j 0.0587151+0.0181217j 0.0747694-0.0532155j 0.00777124+0.00556888j 0.0017596+0.159471j -0.124701-0.02553j 0.141558+0.0615425j 0.0479057+0.0662119j -0.0143485+0.11618j 0.00582147-0.122685j -0.0534279-0.0829879j -0.00843003-0.0526148j 0.0540168+0.0391124j -0.10283+0.0172695j -0.0529195+0.0541306j -0.0404+0.0372366j -0.00383977+0.149589j -0.0982171-0.0554957j -0.0591231+0.0708757j 0.0836683-0.0290797j 0.189261-0.112728j 0.0926193-0.0591594j 0.0652597-0.058736j 0.133802-0.124979j -0.0603996+0.0857539j -0.0741501+0.0567689j 0.0686122-0.0160647j 0.0109219+0.0293623j 0.104472-0.0031016j -0.0718444-0.0661595j -0.00335808-0.0579637j 0.0322611-0.0715804j -0.00799542+0.148909j 0.0236004+0.0230847j 0.0800146+0.00394311j 0.0366581-0.0550687j -0.0619958+0.0121919j -0.00508261-0.0263793j -0.0650043+0.0439222j -0.0244949+0.0363862j -0.0841722-0.0103138j -0.0671063-0.0437981j -0.0843077+0.0410735j -0.0317584+0.0157218j -0.0179458+0.023343j 0.0330916-0.0478917j -0.0225026+0.106938j -0.00859963-0.0214596j 0.0137743-0.0249647j -0.00486832+0.00109794j -0.0119855-0.023924j 0.00273668-0.0412599j 0.0084108+0.0125454j 0.0231534-0.0267708j 
0.0168715+0.00102762j 0.00553475+0.00117586j 0.0289535-0.00817085j 0.00551096+0.0101833j -0.014471+0.00556775j -0.0269809+0.0451493j -0.0107266-0.00810903j 0.0116893+0.0258721j 0.0475262-0.0395105j 0.0275357+0.0223312j 0.00544637-0.00910179j -0.0584846-0.0612157j 0.0275019-0.0127338j 0.0231892-0.0430528j 0.055933+0.0493827j -0.0434608-0.0236439j 0.0659938+0.069535j -0.00396631-0.0663259j 0.00243556+0.0056054j -0.0022168+0.0549247j 0.00300111+0.0410151j 0.0357202+0.0508506j 0.0154238+0.0263202j 0.00781056+0.0862849j 0.0126483+0.0208734j 0.0181447+0.0645017j -0.0790335-0.0990562j -0.0349972+3.05311e-16j -0.0623471-0.0191659j -0.0111566-0.0130508j -0.0417762-0.0378219j -0.0209156+0.0681953j -0.0385117+0.0791431j 0.06166+0.0977075j -0.0608414+0.0089371j -0.0603982+0.0475758j 0.0486725+0.0422495j -0.0248095-0.00208085j -0.000314458-0.0578094j 0.0299807-0.0616336j -0.0325311+0.0119998j -0.0104459+0.0129136j 0.0320884+0.0238041j 0.0296316-0.0170365j 0.0487771+0.0826335j 0.0159297+0.05799j -0.0583647-0.11443j -0.0567292+0.0505867j 0.0464464-0.0595618j 0.0591521-0.0927804j -0.151049-0.0174754j -0.0518106-0.0299242j 0.0175845+0.129293j 0.0401042-0.0391976j -0.0786292-0.0263103j 0.0392756-0.0379251j -0.0550257-0.0722952j -0.055503+0.0123918j -0.11863-0.10547j -0.076114+0.0346448j -0.062202-0.0190316j 0.0567796-0.057195j -0.108263+0.0997636j -0.0503033+0.0895991j -0.0231344-0.025762j -0.0773264+0.00564117j 0.121464-0.0282924j -0.0760033+0.106434j -0.022256-0.0509455j 0.0821173-0.0936925j 0.041448+0.0441278j -0.0673395+0.0361758j 0.00926016-0.0682312j 0.0681251+0.0685824j 0.0293828-0.0404915j 0.0640385-0.0303948j 0.0561661-0.0316621j -0.0349863+0.0760872j -0.0910153+0.0378503j 0.0520972+0.121548j 0.0532455-0.0190592j -0.0781845+0.0461004j -0.0352808-0.00957928j -0.062276+0.0267588j -0.0307771-0.0140774j -0.0409334-0.0303063j -0.0496848-0.0518084j 0.0188322+0.076902j -0.0173128-0.0266145j 0.0130614-0.00389105j 0.00796242-0.0113639j 0.0162477+0.0182345j 
-0.0133441+0.0133639j -0.0149613+0.0129439j -0.0238467-0.00708185j 0.0112436+0.0258973j -0.0200021+0.00953308j 0.0101729-0.0161913j -0.01374-0.0100995j 0.00577084+0.00479017j -0.00520903+0.0384346j -0.0247269-0.0127853j 0.0341112+0.0102435j -0.0279336+0.00232506j 0.00800368+0.00428787j -0.01716-0.00446879j 0.00807376+0.0416347j -0.0181638-0.0643116j 0.0382855+0.0523104j -0.0464151+0.0221494j 0.00175757-0.0139162j 0.0458135-0.0645598j -0.0233515-0.0136613j 0.0523372-0.0198035j 0.00782846+0.0277167j 0.0370277-0.00126459j 0.0169847+0.0850279j -0.080991-0.0736852j -0.00753974-0.0109807j -0.0623471+0.0191659j 0.0170647+2.08167e-17j -0.0189458+0.0560596j -0.054994+0.0714948j -0.047965+0.00943454j -0.0106937+0.0358229j 0.0277197-0.0218251j 0.0171744-0.0200115j 0.00339503+0.099927j -0.0358139-0.035436j -0.100473-0.0171295j -0.0986543-0.00602929j 0.132661-0.0627461j 0.0939127-0.0156716j -0.0304913-0.0230751j -0.0039272+0.0319567j 0.0520612+0.0326385j -0.0146464+0.126319j -0.0385586+0.0456972j -0.0412314-0.0164997j -0.0716083-0.118903j 0.0135693+0.0032639j -0.0650661-0.101983j -0.00227679-0.0988345j -0.028713+0.0611626j -0.151891-0.0144305j 0.00359485-0.0654864j -0.0318437+0.0678684j 0.00799821+0.0341888j -0.0142105-0.0406712j 0.0369129-0.0582076j -0.0783152+0.00965736j -0.0387902+0.145967j 0.142245+0.0216376j -0.00897683-0.0715899j 0.0166076+0.0652887j -0.0274573+0.0944825j -0.0579504+0.0271165j -0.0513738+0.076337j 0.0115106-0.0864589j -0.0126118-0.0626962j -0.0143379+0.00796259j 0.027134-0.0336196j -0.0721486-0.0946912j 0.0622211-0.0799276j 0.0304128+0.118235j -0.00351979-0.037386j -0.0412859+0.054152j -0.0774846+0.0759617j -0.0144388-0.111479j -0.0716506-0.173329j 0.135944-0.0495959j -0.0173083-0.0354566j 0.0451878-0.0203695j 0.0333102-0.0278912j 0.021841+0.00935358j -0.0277321+0.0220464j -0.0314202-0.0415619j -0.00248306-0.0414554j 0.0671805-0.017804j -0.0462744+0.0279284j -0.00950843-0.023564j -0.00271514+0.0241865j 0.0215759+0.00927981j -0.00679686-0.0212168j 
0.0200575+0.0149379j 0.0215382+0.00975985j 0.0167378-0.00424152j 0.00469725+0.000666508j -0.0128035+0.0121936j 0.0380306-0.00946654j 0.0232178-0.0431735j -0.0275871-0.00695458j 0.0101293+0.0324273j 0.0114645+0.0114282j -0.0338291+0.0245708j 0.0331406+0.0411062j 0.0268668+0.000810368j -0.0320046+0.00265488j 0.0127536+0.0470724j 0.00786177+0.0261661j 0.030141+0.00631805j 0.0197734-0.0176745j -0.0454137-0.00798157j 0.028532+0.00708917j -0.0356008+0.0494176j -0.0347855+0.0702593j -0.0277933-0.0424139j 0.0113715+0.0319033j -0.00873988-0.0433962j -0.0559844-0.0332104j -0.0183968+0.0291136j -0.0111566+0.0130508j -0.0189458-0.0560596j -0.133212+2.40086e-15j -0.0447379-0.0340031j 0.0390107-0.0217158j 0.0371192-0.0131772j -0.0248748+0.000763893j -0.0416568+0.0487475j -0.027468-0.0103826j 0.0814573+0.045343j 0.0937595-0.0772508j 0.0173669-0.0581253j -0.0230283-0.0118087j -0.114868-0.0556766j 0.0432147-0.0295371j 0.00566677-0.0165974j -0.0120307+0.0728777j -0.0958105-0.0102871j 0.068325+0.0656559j 0.0252434+0.13028j 0.0853142-0.084665j -0.0818098+0.0245859j 0.0904789+0.0521685j 0.088838-0.0207621j 0.0604714+0.0268513j -0.0553951+0.194771j 0.113722-0.0713458j 0.121958-0.0655145j 0.00155938+0.0242925j 0.0374275-0.0297361j -0.0980783-0.0679712j 0.0748756+0.0347926j 0.00148258-0.00153617j -0.0923174+0.0602337j 0.104763-0.0361744j 0.044332+0.100338j 0.0311527-0.090702j 0.162356+0.169744j 0.0366981+0.0110332j 0.154323+0.0906008j 0.0214552-0.0268516j 0.0953511+0.0240836j 0.00506944-0.159999j -0.00237818+0.0176925j -0.0774553-0.0278622j 0.00234414-0.00510973j -0.078617+0.119877j -0.0777553+0.0756521j 0.0459527+0.0203157j -0.106153+0.108459j 0.0250251-0.036737j 0.0420325-0.112998j 0.0117296+0.0158762j 0.0478595-0.0338733j -0.0292538-0.0262315j 0.0257397-0.0520485j 0.00530885+0.0205992j 0.0459866+0.0610994j -0.028545-0.000963084j 0.0216608+0.00981002j 0.00641642+0.0165245j -0.00525605-0.0630904j -0.03352+0.000642819j 0.00408666-0.00636662j 0.0246782+0.02697j 
-0.00414423+0.0129957j -0.000354466+0.0177319j -0.00397115-0.0235636j -0.0042918+0.00731719j -0.0250918-0.0149229j 0.00534662-0.0108299j -0.0118736+0.00220461j 0.0189277+0.0121275j -0.0446307-0.00767182j 0.038543+0.0137711j 0.0640311-0.0236356j -0.0320622+0.0129342j -0.0348645+0.00750634j 0.00540819-0.0138838j 0.0648212-0.0044245j -0.0273057-0.0354218j -0.0940899-0.0171556j 0.0528555-0.0414404j -0.0118166-0.0588778j 0.053106-0.0396865j 0.0352237+0.0679968j -0.0101294-0.107279j -0.0259912+0.020186j -0.0325717+0.00731219j 0.0198649-0.0018153j -0.0150569-0.015161j -0.0745587-0.0834501j -0.0417762+0.0378219j -0.054994-0.0714948j -0.0447379+0.0340031j 0.160005-1.54043e-15j 0.0298134-0.00115588j 0.026379+0.0723127j -0.0535865+0.00374008j 0.0216973+0.0118376j 0.0529165-0.0874818j -0.00417265-0.005613j 0.0228215-0.0399015j 0.0339255+0.0142147j -0.0938901-0.0254635j -0.125892+0.0202663j 0.0438617-0.00440178j -0.0397198+0.0732388j -0.000589551+0.0823812j -0.0554411+0.0564166j -0.00303868+0.107027j 0.0177689-0.0312999j 0.0377645-0.0295949j -0.0161102-0.0125819j -0.0492912+0.0169186j 0.0545353+0.0441049j 0.0676972-0.0243189j 0.00404311+0.00459895j 0.0350563+0.00129983j 0.037074+0.0414888j 0.020153+0.0355637j -0.106419+0.0461942j -0.0942798-0.0477779j -0.0840441-0.0291047j -0.0493631-0.00141805j 0.0940324-0.0202878j 0.0311541-0.0723014j -0.0215909+0.183866j 0.0765519-0.0508961j 0.00198876+0.00726703j -0.101685-0.0431731j 0.127904+0.0952745j -0.0178815-0.0503425j -0.0553059-0.125256j 0.105205-0.00267694j 0.00998198-0.0328793j 0.0175206+0.00129604j 0.0635338+0.00797194j 0.0585945-0.0366493j -0.0939049-0.108601j -0.00975484+0.0357776j -0.0637003-0.0224959j -0.138726-0.0302681j 0.0112264-0.0206884j -0.00216892-0.0295298j -0.0484507-0.0459436j 0.0205518-0.0293554j 0.011628-0.0276173j -0.0245176-0.0134499j 0.0337115-0.0458153j -0.0284656-0.0810008j 0.100906+0.0151671j -0.0430729-0.055834j 0.0082684-0.069459j -0.0232384-0.0115577j 0.0296761-0.0143023j -0.0101235-0.00282645j 
0.00625306+0.0109301j -0.0147971-0.0112627j -0.0233428+0.0209609j -0.00600999-0.0271616j 0.0291021-0.0525504j 0.0250846-0.0189407j 0.0375475+0.015818j 0.00121559-0.0146564j -0.012185-0.0695568j 0.00619692-0.0234261j -0.0540563+0.00480586j 0.00776552+0.0109262j -0.0463532-0.0180982j -0.0544599-0.00227659j -0.0317893-0.00190303j -0.0144328-0.0422913j -0.0444899-0.0758449j 0.0758162-0.046093j -0.00309947+0.121224j 0.0114746-0.035353j -0.0453685+0.0640782j 0.00866561-0.113342j -0.0549861-0.00603074j 0.0695522+0.0352915j -0.0336241+0.0780275j -0.0154367-0.0607744j 0.0346103-0.0939641j -0.0209156-0.0681953j -0.047965-0.00943454j 0.0390107+0.0217158j 0.0298134+0.00115588j -0.0805087+1.4988e-15j -0.0490918-0.0143871j -0.0294611-0.062206j -0.0542123-0.0394698j 0.0681337+0.117086j -0.0404551-0.107901j 0.0259419-0.0797663j -0.0696445-0.00311966j 0.124445+0.0176607j 0.0432484+0.116285j 0.0452496-0.0748979j -0.0131156-0.0213098j -0.0160861+0.0561535j 0.0123025+0.00422679j -0.0863451+0.00324317j -0.0921497+0.0213031j -0.0445963+0.0322709j 0.0276455+0.0103862j -0.0111858+0.0206844j 0.0109681+0.0288535j 0.0111609+0.0651789j 0.00161554-0.0703104j 0.135876-0.107946j -0.0454124+0.0447118j 0.180901-0.0104633j -0.100708-0.0715647j 0.049243+0.0366237j -0.0359587-0.0158373j 0.0326828+0.0961865j 0.060868+0.00804805j -0.0329843+0.0425544j 0.1432+0.131451j 0.0222285-0.0523691j 0.181643+0.0193207j -0.0218433-0.038917j -0.112834+0.0656362j 0.0251468+0.187417j 0.0430312+0.073242j -0.0364318+0.0156354j -0.056189-0.1663j -0.0190484-0.0296752j -0.0393861+0.0673956j -0.0776546+0.177191j -0.0455055+0.0911165j -0.00327349+0.0380851j 0.102474+0.123312j -0.000441422+0.0190047j -0.0801039+0.0963702j -0.0232971+0.0139693j -0.0246895+0.025945j -0.0490369-0.0190395j -0.0727855-0.0521977j 0.0216531+0.0272717j -0.0145555+0.0570076j -0.00181227+0.0301644j -0.00986738-0.0213786j -0.00802375-0.0978269j 0.000422403+0.00734197j 0.0121733+0.0343671j -0.0186892-0.0294858j -0.0200113-0.0158128j 
0.00670852-0.00538945j -0.00362354-0.0141055j 0.0148901+0.0252548j -0.00453751+0.0159311j 0.0413126+0.00865771j 0.00571801-0.0245345j -0.0186038-0.0132982j 0.0138698-0.0106672j -0.000158149+0.0274446j -0.0271746+0.0257196j 0.040595+0.0249495j -0.0440656-0.0122367j -0.000980004-0.0121284j -0.00646009-0.058087j 0.0401579-0.0242605j 0.0083835-0.0285927j 0.00374947+0.0614436j 0.0059991-0.020072j 0.0255116+0.0908358j 0.00527361+0.0423672j -0.0289048-0.0289514j -0.0526837-0.00415132j -0.0864705+7.21865e-05j 0.0227627+0.00550957j 0.0103666+0.0495642j -0.054716-0.0163569j 0.00221047-0.000693973j -0.0385117-0.0791431j -0.0106937-0.0358229j 0.0371192+0.0131772j 0.026379-0.0723127j -0.0490918+0.0143871j -0.0246344+1.60288e-15j -0.0372656+0.0264409j 0.0197561-0.109849j -0.0209096-0.0365029j -0.00597801-0.0891231j 0.0302595-0.00229562j -0.0289167-0.0744559j 0.114626+0.0540286j 0.0139661+0.0956592j 0.0811421-0.0715712j -0.0354787-0.00575598j -0.0680775-0.0471738j 0.0429671+0.0242543j -0.110167+0.105563j 0.0664507-0.0349336j 0.0231288+0.0651861j 0.0625374-0.111994j 0.00205851+0.0714544j 0.0359852-0.0418051j -0.0417006-0.0115302j 0.0117403-0.0946524j 0.0864631+0.0117346j 0.0181068+0.0681281j -0.0211012-0.116376j -0.0289909+0.0157169j 0.0172868-0.0931161j -0.0601287-0.0804948j 0.0184311-0.000149259j -0.0764002-0.0432139j -0.0371509+0.112905j 0.0362479+0.00193115j 0.0326662-0.0801734j -0.0912048-0.0475497j -0.0656709-0.0328448j 0.0547343-0.0396383j -0.107325+0.0600407j 0.0116321-0.0962537j 0.0796332-0.0769719j 0.0190581+0.123546j -2.5215e-05+0.0446114j -0.00312282-0.0367037j -0.056772+0.00186482j 0.0474076+0.00215727j -0.0458182-0.0522569j 0.0150689-0.0678957j 0.106639-0.0146787j 0.0595794+0.0534202j -0.0411799-0.0034977j -0.0754832+0.0199375j -0.0424233-0.0871618j 0.0242104+0.0438333j 0.0502854-0.0648203j 0.0324189+0.0471391j -0.0092906+0.0160743j 0.0991714-0.0139073j 0.0277137-0.0350698j -0.0273473+0.0571255j 0.0151605-0.0197777j 0.00377995+0.0186065j -0.00138874+0.00551984j 
0.0223062+0.00762434j 0.00709447+0.00861568j -0.0132343+0.00204231j -0.0120618-0.00861186j -0.0260298-0.00975334j -0.0170671-0.0167311j 0.0370951+0.00718067j -0.0278113-0.0612323j 0.0225058-0.00623072j 0.0359897+0.0550403j 0.00540646+0.00849071j 0.017346+0.0168861j 0.0197915+0.00173423j -0.0473198-0.0729315j -0.056202+0.0603675j -0.0227641-0.00973192j 0.00260362+0.0555663j 0.0140609+0.00608338j -0.00421895-0.0588516j 0.0219518+0.0242523j 0.0201022+0.0114598j -0.0398326-0.0516297j 0.00102741+0.0914972j 0.00588875-0.0304816j 0.0201909+0.0254285j -0.0355908+0.104186j 0.0061177+0.100972j 0.06166-0.0977075j 0.0277197+0.0218251j -0.0248748-0.000763893j -0.0535865-0.00374008j -0.0294611+0.062206j -0.0372656-0.0264409j 0.00717307+3.02536e-15j 0.0728143+0.0240115j 0.048779-0.158019j 0.00181054-0.084243j -0.0132295-0.0327865j -0.0323608-0.117749j 0.0532966+0.0265262j -0.117903+0.0332855j 0.0361395-0.0264114j 0.0236892-0.097222j 0.0948815+0.0115835j -0.00538093+0.148649j -0.122863-0.0426338j 0.0295373+0.0381364j 0.002956+0.0390318j 0.0876085-0.142099j -0.0380975+0.0628433j -0.0608614-0.0249753j 0.105632+0.0438687j 0.044511-0.0820493j -0.0151055+0.0304983j 0.0146047-0.0561485j -0.00158773+0.0333731j -0.123563+0.0236958j 0.169135-0.0349432j -0.0699549+0.0214112j 0.0465326+0.0107007j -0.00487762+0.0418392j -0.0493056+0.128973j -0.0874541+0.0384005j -0.096856+0.0936097j 0.0565005-0.07517j 0.0532496+0.0217344j -0.00130391-0.147062j -0.0344516-0.012237j -0.0575766-0.0908114j -0.0226406+0.0930027j -0.104612+0.103445j -0.00515676-0.0220296j 0.0739827-0.0173654j 0.0293472-0.10531j -0.0459312-0.0204564j 0.061671+0.00930192j -0.0211879+0.0714309j -0.0112872-0.0281714j -0.0365923+0.029561j -0.00415859-0.0346539j 0.0293675-0.0201916j 0.0220938+0.0733916j -0.0793858-0.0181645j 0.0514933+0.0306282j -0.0460798+0.0709082j -0.0266219-0.0109322j -0.0312177+0.0405504j 0.0071461+0.00351458j 0.0344571-0.0576669j -0.0195624+0.0129459j -0.0185823-0.0152216j 0.00414663-0.0125571j 
