2.181e-15-0.00407199j 4.844e-16+0.00509833j -2.0341e-18+0.00463709j 5.14143e-18+0.00389951j 2.58202e-18+0.00572501j -5.84711e-18+0.00166907j 1.89512e-20-0.00420071j 2.14339e-18-0.000415479j 7.91644e-18+0.00210969j -1.5967e-17+0.0059969j -1.24642e-18+0.000725173j -1.31968e-17+0.00120626j -4.5865e-18+0.00444023j 1.33468e-17+0.00427379j -1.86128e-17+0.00452671j 2.45697e-16-0.00445968j 9.27131e-19-0.00133405j 1.91501e-16+0.00170018j 5.04391e-17+0.00259423j -6.60122e-18+0.0018574j 1.51166e-17-0.00526j -2.78414e-19-0.0033847j -9.39634e-18+6.34427e-05j -2.12882e-16-0.0049005j 1.2634e-16-0.00349519j 6.89205e-18+0.00168999j -2.96087e-17-0.00840869j 5.55626e-17-0.00368386j -2.17401e-17-5.51849e-05j 6.09404e-18-0.0022038j -5.11958e-17-0.00182242j -8.3669e-16+0.00279408j 6.49315e-17-0.00391532j -1.21912e-16-0.00135094j -1.68445e-17+0.000569531j -7.19473e-17+0.00397571j -7.27422e-18+0.00265524j -7.80305e-16+0.00185546j 7.52489e-16-0.000146409j -1.0615e-15+0.000402225j 5.08331e-17-0.00448732j 1.79345e-16-0.00518476j 3.49598e-17-0.00146911j -1.42289e-17-0.00131741j -1.117e-17-0.00418945j 4.9822e-17-0.00302539j 1.37452e-17+0.0019107j -2.51764e-17-0.000466234j -1.29712e-18+2.28454e-05j 5.20663e-17+0.00354815j 2.46194e-17-0.00713861j 2.76611e-16-0.00490056j 5.72552e-18+0.00208144j 4.31579e-16+0.00529355j 3.73821e-17-5.26997e-05j 9.87244e-18-0.00158028j 2.2107e-17-0.00439271j -1.18647e-17-0.00222265j -4.9148e-17+0.00427965j -7.69064e-19-2.39434e-06j 5.25406e-18+0.000572175j -2.00687e-16+0.00591648j 2.5375e-17-0.00330885j -1.7132e-17-0.00211086j -1.59354e-17-0.00538137j 1.00353e-19-0.000568222j 1.27742e-20-0.00188285j -3.44906e-18-0.00561915j -1.24282e-18-0.00106239j 3.74413e-18+0.00262604j -4.76193e-18+0.00475608j 2.57812e-17-0.00156154j 2.18504e-17-0.00485457j -3.52507e-18-0.00490329j -1.33061e-18+0.0037123j 1.2765e-15+0.00533666j -5.73699e-15+0.00366625j 
-2.2586e-15+0.00381396j -5.05551e-16-0.00352559j 3.82291e-17-0.0051144j -4.30951e-17-0.00132025j 1.92038e-17-0.00584209j 8.22585e-18-0.00147628j 1.42784e-17+0.00228412j 5.2092e-17-0.00335968j 1.2979e-17-0.00338134j 2.27263e-17-0.00523259j -2.90846e-17+0.00146258j 2.57609e-17-0.00200828j -2.17785e-17-0.0019057j 2.89515e-17-0.00671229j 3.49804e-17-0.00541929j -3.25583e-17+0.000906906j -9.83535e-18+0.00241869j -3.8519e-16-0.00406603j -5.53075e-17+0.000695971j -1.46407e-17-0.000928158j -5.29016e-17+0.00527318j -5.52976e-17+0.00577409j 7.90295e-18-7.76866e-05j 1.44831e-16+0.00297672j -1.95588e-16+0.00512688j -8.29947e-17+0.0040082j 9.98327e-19+0.00838502j -6.66853e-17+0.00351438j -1.28493e-18-0.00062628j -6.32432e-17+0.0045776j 3.94847e-17+0.00129229j 4.76136e-16-0.00157267j -2.79567e-17+0.00256624j 9.44044e-17+0.00107697j -6.03972e-18+0.000934444j 5.0585e-18-0.00101249j -1.15387e-16+0.000960711j 3.30277e-15-0.00755j -3.09714e-15+0.000511586j 4.13493e-15-0.00153799j -1.08754e-16+0.00646246j -2.56731e-16+0.00602269j -6.93696e-17+0.00255351j 4.5427e-18+0.000974808j 6.734e-18+0.00373166j -5.01963e-17+0.00288252j -2.48653e-17-0.00160221j 4.88202e-17-0.00250853j 4.1504e-17-0.000788919j -7.1411e-17-0.00205253j -1.36743e-17+0.00368443j -5.82712e-16+0.00905466j -2.10956e-17+0.000790836j -3.88666e-16-0.00485683j -3.49439e-17+3.63058e-05j 4.74664e-17-0.00190285j -5.11394e-18+0.00222083j 1.27569e-17+0.00233261j 9.20099e-17-0.00593698j -7.03246e-17+0.00275691j -2.89494e-17+0.000904533j 2.72198e-16-0.00705988j -4.19156e-18+0.000616584j 3.48399e-17-0.00176813j -1.0328e-17+0.00563601j 1.78166e-17-0.000621267j -3.03288e-17+0.00347044j 1.53777e-17+0.00375721j 1.99593e-17-0.000915723j 4.86404e-17-0.00568936j 1.58644e-17-0.00463161j -1.29777e-17+0.00102033j 8.93962e-18+0.00234723j -2.01121e-17+0.00548195j -1.93875e-17-0.00135013j -5.92856e-16-0.00454458j 2.68106e-15-0.0021732j 
1.69229e-15-0.00419772j 3.79632e-16+0.00868241j 1.54896e-17+0.00266577j -8.61481e-18+0.0104148j -1.39545e-17+0.00458605j -8.43585e-18+0.00195926j -1.25903e-17-0.00885593j -4.70672e-17-0.0107078j -2.98434e-17-0.00167864j -2.70451e-17+0.0072359j 2.43955e-17+0.00662048j -3.45863e-17-0.00116526j 5.84664e-18+0.0107556j -5.54615e-17-0.00302328j -7.40394e-17+0.00143249j 6.58528e-16-0.0135644j 5.08207e-17+0.00183067j -5.1465e-16-0.00502997j 1.74973e-16+0.0112454j -3.66041e-17+0.00414006j -2.59782e-17-0.00447235j 1.68063e-17+0.00365068j -1.3685e-17+1.5321e-05j -4.12753e-16-0.00947544j 4.85114e-17+0.00147835j 8.25914e-17+0.0170732j -2.84403e-18-0.0072722j 5.28245e-17-0.00362228j -1.17684e-16-0.0019159j 2.75719e-18+0.00462012j -8.22926e-17-0.0030157j -1.67421e-15+0.00574403j 1.32228e-16-0.00705516j -1.782e-16-0.00190913j -3.37127e-18+0.00461212j -1.34344e-16+0.011533j -1.80741e-16+0.0121909j 5.91961e-15-0.0140243j -5.76276e-15+0.000875836j 7.45177e-15-0.00276956j 4.53551e-17+0.0015697j 4.95589e-17-0.00214635j 1.16943e-17+0.00171427j -4.11281e-17-0.0020686j 4.632e-18-0.00484615j 7.07979e-17-0.00298492j -2.53839e-17+0.00248362j -1.1078e-16-0.00855653j 6.7732e-17-0.00208102j 2.8729e-17+0.00714227j -4.75161e-17-0.0155902j -3.19638e-16+0.0071903j 9.16509e-17+0.00965996j 4.46661e-16+0.00573473j 3.84874e-17-9.01231e-05j -2.09022e-18-0.0109054j 2.36366e-18-0.00972048j 2.52094e-17-0.00160357j -6.56162e-17-0.000876279j -4.76931e-17+0.00755095j 1.185e-17+0.00453962j -1.09259e-16+0.00193594j -2.44632e-17-0.0102184j -1.48705e-16-0.0124456j -6.56238e-18-0.00391428j -7.73351e-18-0.00374866j 2.50111e-17+0.00273939j -1.87485e-18-0.00992186j -4.30211e-17-0.00633466j -4.95417e-17-0.0061489j -2.47933e-17+0.00441786j 4.71397e-17-0.00282245j 2.75825e-17-0.0110362j 2.28577e-17-0.00261604j 2.37208e-17+0.0096591j 2.94632e-15+0.00674609j -1.32612e-14+0.00723643j 
-1.023e-15+0.00230077j -2.35516e-16-0.00427321j 3.22848e-17-0.00176078j -3.97493e-17-0.00480208j 4.07241e-17-0.00270008j 8.92526e-18-0.00104005j 2.92973e-17+0.00421259j 1.11058e-16+0.00441213j 5.48127e-17+0.000373949j 2.82103e-17-0.00381665j -6.04385e-17-0.00279638j 4.29282e-17+0.000297311j -4.00147e-17-0.00501957j 1.05954e-16+0.000604217j 8.08693e-17-0.00124347j -2.39794e-16+0.00616384j -5.55404e-17-0.00054905j 2.50103e-16+0.00179569j -1.46198e-16-0.00494894j 3.09672e-18-0.0019538j -2.18389e-17+0.00258594j -8.58773e-17-0.000989073j 7.65115e-18-1.54949e-05j 2.19228e-16+0.00456658j -9.89001e-17-9.01384e-05j -1.67769e-16-0.00718512j -4.16555e-17+0.00418376j -4.62478e-17+0.00201022j 6.77641e-17+0.000786649j -7.40053e-17-0.00155556j 4.38617e-17+0.00149177j 7.87855e-16-0.00274247j -5.16389e-17+0.00343909j 8.94249e-17+0.000973202j -3.06244e-17-0.00195748j 1.34179e-17-0.00526761j -1.0277e-18-0.00534208j -2.13838e-15+0.00542813j 2.22196e-15-0.000334533j -2.84243e-15+0.00106673j -1.00824e-16+1.76844e-05j -9.67692e-17+0.00162971j -4.5373e-17-0.000482013j 1.98997e-17+0.00103311j -1.25592e-17+0.00258145j -4.96423e-17+0.00165501j 1.14225e-17-0.00128844j 1.20595e-16+0.00354532j -8.00872e-18+0.000842349j -3.66202e-17-0.00342085j 6.17505e-17+0.00737848j -4.24316e-17-0.00220604j -9.82433e-17-0.00422971j -2.25462e-16-0.00310385j -2.09902e-17+4.43235e-05j 7.77209e-17+0.00466261j 2.53006e-17+0.00459197j -2.38831e-17+0.000976381j 9.96691e-17-0.000269138j -4.95452e-17-0.00306821j -3.93402e-17-0.0019284j 1.35956e-16-0.0016511j 5.49178e-17+0.00463598j 1.48156e-16+0.00536604j -3.19322e-17+0.00237688j 2.97101e-17+0.0016064j -6.06369e-17-0.000838156j 1.60286e-17+0.00485299j 6.12036e-17+0.00272949j 1.11256e-16+0.00211514j 3.4649e-17-0.00249018j -1.82248e-17+0.00137513j 2.08743e-17+0.00519413j -5.1107e-17+0.00177946j -4.75671e-17-0.00446762j -1.37338e-15-0.00352115j 6.21066e-15-0.00347637j 
-1.47826e-16+0.000468271j -3.03662e-17-0.0011738j -2.03727e-17-0.000170725j 2.13235e-17-0.00154484j -1.3729e-17-0.000432782j -1.04818e-18-0.000232857j -8.95305e-18+0.00125897j -3.41855e-17+0.00181019j -1.45405e-17+0.000418068j -3.18985e-18-0.000870311j 1.90411e-17-0.00109031j -7.26673e-18+0.000274266j 1.6318e-17-0.00156988j -2.8894e-17+0.00078223j -1.05405e-17+3.39054e-05j -1.27012e-16+0.00205025j 7.31341e-18-0.000396241j 6.83836e-17+0.000967369j 4.23554e-18-0.00176785j 1.17238e-17-0.000595127j 1.9259e-17+0.000442001j 3.34438e-17-0.000834901j 1.43661e-18+1.29054e-06j 4.82516e-17+0.00132198j 2.73894e-17-0.000469276j 4.74723e-17-0.00282285j 2.03197e-17+0.000727617j 2.03115e-18+0.000393576j 1.11313e-17+0.000325075j 3.29863e-17-0.000928195j 9.59692e-18+0.000404514j 2.42157e-16-0.000812292j -2.39834e-17+0.000967852j 2.33939e-17+0.000243907j 1.53708e-17-0.000755582j 4.23425e-17-0.00173184j 6.52511e-17-0.00192619j -1.13351e-15+0.00251903j 1.03908e-15-0.000159202j -1.35728e-15+0.000499676j 2.9811e-17-0.0005462j 2.57494e-17+4.78547e-05j 1.64726e-17-0.000384622j 5.66405e-18+0.000273318j 4.17224e-18+0.000572193j -2.81597e-18+0.00032496j 3.76934e-18-0.000307839j -1.55998e-17+0.00143823j -2.05737e-17+0.000358202j 6.25668e-18-0.00100546j -1.14884e-17+0.00223216j 1.32499e-16-0.00153537j 1.22853e-17-0.00152768j -5.87104e-17-0.000656366j -4.3418e-18+1.21976e-05j -3.50186e-17+0.00177215j -1.25919e-17+0.00139535j 2.00892e-18+0.000137693j -2.2032e-17+0.000414489j 3.98542e-17-0.00129476j 1.38047e-17-0.000742988j -2.22576e-17+3.34021e-05j -1.661e-17+0.00154764j -1.47232e-17+0.00200346j 1.71099e-17+0.000338826j -1.08828e-17+0.000607623j 1.8905e-17-0.000585927j -6.67528e-18+0.00135414j -1.27078e-17+0.00102048j -3.33989e-17+0.00121638j -7.01548e-18-0.000463774j -8.64923e-18+0.000387491j -1.95896e-17+0.00159241j 1.53162e-17+0.000145762j 1.33686e-17-0.00142683j -4.31128e-16-0.000827101j 1.92703e-15-0.00101431j 
-3.13452e-15+0.00540202j -6.9629e-16-0.00530369j 1.99173e-17-0.00705259j -2.35466e-17-0.0024487j -1.50313e-18-0.00815555j 7.91053e-18-0.00211257j 7.46653e-19+0.00364472j -4.02067e-19-0.00382833j -1.55553e-17-0.00444054j 2.04549e-17-0.0075067j -2.88099e-19+0.0015401j 1.54136e-17-0.00262651j 8.57107e-19-0.00325831j -2.55091e-17-0.00883485j 1.35335e-17-0.00738311j -1.37109e-16+0.00209601j 1.11855e-17+0.00313566j -5.39909e-16-0.00514524j -3.17265e-17+0.000210101j -7.17588e-18-0.00151601j -4.54308e-17+0.00738285j -1.24414e-17+0.00753218j 1.09441e-17-0.000105502j 2.05243e-16+0.00461649j -2.17856e-16+0.00680176j -1.08231e-17+0.00428973j 3.90965e-17+0.01175j -7.98421e-17+0.00496183j -7.49019e-18-0.000718816j -2.78775e-17+0.00585992j 5.60898e-17+0.00193327j 7.60418e-16-0.00248665j -5.53805e-17+0.00390798j 1.3915e-16+0.00157215j 1.95545e-17+0.000959278j 5.6678e-17-0.00210687j -8.3351e-17+0.000505201j 3.93884e-15-0.00925143j -3.78651e-15+0.000631681j 5.05703e-15-0.00189022j -8.94855e-17+0.00859263j -3.0839e-16+0.00824097j -6.57734e-17+0.00332455j 7.88474e-18+0.001445j 1.85707e-17+0.00533318j -6.12676e-17+0.00407063j -3.4295e-17-0.00231584j 1.55267e-17-0.00282219j 3.60576e-17-0.000926953j -8.41055e-17-0.0032225j -5.20214e-17+0.00596345j -6.58144e-16+0.011717j 1.36524e-17+0.000440109j -5.66945e-16-0.00690426j -4.95847e-17+5.46623e-05j 1.57298e-18-0.00185569j -3.05378e-17+0.00361541j 2.7786e-17+0.00324163j 7.5555e-17-0.00793048j -3.65017e-17+0.00322128j -1.28056e-17+0.000923721j 3.23642e-16-0.00962272j -4.28617e-17+0.00148937j -1.14515e-17-0.00157498j 1.59616e-17+0.00783493j 3.28146e-18-0.000593719j -2.18946e-18+0.00449191j 9.04235e-18+0.00569531j -5.07269e-18-0.000822857j -4.42866e-18-0.00725686j 3.91212e-18-0.00651623j -2.42479e-17+0.00155492j -1.78705e-17+0.00387043j 5.20789e-18+0.00754384j 2.77048e-18-0.00244008j -9.96161e-16-0.0065495j 4.47644e-15-0.00339093j 
-2.2046e-15+0.00374558j -4.86922e-16-0.00344644j 6.21515e-19-0.00503255j -1.3073e-18-0.00126683j -1.54652e-17-0.00574347j 3.57934e-18-0.0014487j -9.41239e-18+0.00222211j -3.82345e-17-0.00334728j -2.98081e-17-0.00333865j 7.87971e-18-0.00513387j 2.05699e-17+0.00146369j -8.4387e-19-0.00198348j 1.56908e-17-0.00184279j -5.44047e-17-0.00662651j -1.23591e-17-0.00533718j -9.16762e-17+0.000848923j 2.4165e-17+0.00239024j -4.48232e-16-0.00402469j 1.17186e-17+0.000723375j -2.19944e-18-0.000901163j -2.29671e-17+0.00518306j 2.22207e-17+0.00570379j 7.04954e-18-7.65269e-05j 1.21624e-16+0.00290277j -1.33761e-16+0.00505861j 4.75951e-17+0.00400768j 4.66723e-17+0.00824119j -4.94035e-17+0.00345219j -1.7909e-17-0.000623702j 7.46474e-18+0.0045276j 3.57975e-17+0.00126383j 4.78078e-16-0.00153115j -3.83471e-17+0.00250619j 9.32437e-17+0.00105526j 2.74385e-17+0.000936419j 5.465e-17-0.000959746j -4.11065e-17+0.000987475j 3.12673e-15-0.0074888j -3.06239e-15+0.000507191j 4.07084e-15-0.00152523j -3.43738e-17+0.00637543j -2.04014e-16+0.00592959j -3.39119e-17+0.00252275j 3.26789e-18+0.000954025j 1.85862e-17+0.0036623j -3.60672e-17+0.00283146j -2.76146e-17-0.00157109j -2.19471e-17-0.00250113j 2.23999e-17-0.000784568j -5.34872e-17-0.00199951j -5.82688e-17+0.00358008j -4.47569e-16+0.00894929j 3.78344e-17+0.000811621j -4.00156e-16-0.00476847j -3.44256e-17+3.54883e-05j -2.91405e-17-0.0019119j -3.36235e-17+0.00215685j 2.7561e-17+0.00229399j 2.6665e-17-0.00585515j -2.54815e-18+0.00274263j 4.22937e-18+0.000906695j 2.07615e-16-0.00695268j -5.141e-17+0.000573855j -4.87706e-17-0.00178421j 2.55971e-17+0.00554256j -8.23367e-18-0.000624846j 1.9117e-17+0.00343j 8.39997e-19+0.00367063j -2.26781e-17-0.000923685j -4.10891e-17-0.00562857j -7.59302e-18-0.00455083j -1.71909e-17+0.000996396j -2.52947e-17+0.00227708j 2.12912e-17+0.00539502j 1.79257e-17-0.00129878j -5.84736e-16-0.00445732j 2.61485e-15-0.00211815j 
5.05311e-16-0.000130121j 1.15744e-16-0.00242517j -4.93131e-17+0.00174522j 5.06009e-17-0.00470532j -2.06537e-17+0.0011767j -2.72984e-18-0.000126911j -1.31954e-17+0.00328379j -4.93744e-17+0.00775058j -1.22312e-17+0.00297787j -6.50154e-18-0.000604299j 2.82021e-17-0.00441252j -9.88859e-18+0.00185784j 2.78568e-17-0.00452444j -2.74917e-17+0.00574757j -4.31926e-18+0.00258722j -3.5808e-16+0.00663007j -4.9832e-18-0.00246399j 4.79163e-16+0.00517713j -2.76449e-17-0.00639069j 3.42673e-17-0.00162137j 6.02341e-17-0.000885651j 6.13824e-17-0.00550078j 2.04608e-18+3.98522e-05j 1.20033e-16+0.00318448j 1.22819e-16-0.00394961j 6.83435e-17-0.0115252j 2.24327e-17-0.00132317j 2.07943e-17-0.000250147j 5.55134e-17+0.00140231j 7.04943e-17-0.00527578j 1.78946e-17+0.000800516j 6.00164e-16-0.00207359j -5.81194e-17+0.00215503j 3.65289e-17+0.000346921j 2.12628e-17-0.0030218j 9.171e-17-0.00548807j 2.01582e-16-0.00705535j -5.24739e-15+0.0120962j 4.97181e-15-0.000780174j -6.51745e-15+0.00241781j 7.73764e-17-0.00482279j 1.55314e-16-0.00258144j 5.28682e-17-0.00248554j 1.84897e-17+0.000494542j -9.88608e-19+0.00026442j -3.18719e-19-0.0001978j 2.73866e-17-0.000327096j -4.28383e-18+0.00608466j -7.0365e-17+0.00159027j 3.67934e-17-0.00251844j 1.2592e-17+0.00598871j 5.89556e-16-0.00940286j -8.06071e-18-0.00560884j -5.4821e-18-4.06072e-05j 1.12657e-18+2.5352e-05j -6.39931e-17+0.00695571j -1.15723e-17+0.00378114j -1.42156e-17-0.000590437j -5.21185e-17+0.00413073j 1.00259e-16-0.00570502j 2.70226e-17-0.0029649j -1.38616e-16+0.00333347j -6.6928e-18+0.00503575j 1.83638e-17+0.00768894j 2.67321e-17-0.00140553j -1.90509e-17+0.00237071j 2.85363e-17-0.00359516j -1.52489e-17+0.00293914j -9.41845e-18+0.00392331j -4.56691e-17+0.00677269j -7.56656e-18+0.000518352j -1.91206e-17+0.000866025j -3.62621e-17+0.00440051j 1.96497e-17-0.00199856j 1.68202e-17-0.00428629j -1.20044e-15-0.000769521j 5.38139e-15-0.00249383j 
-4.05787e-16+0.000681459j -3.58803e-17+0.000202057j -2.94226e-16-0.00142722j 3.27879e-16+0.00131678j -2.83184e-16-0.0013633j -3.61448e-17-0.00020583j -1.93391e-16-0.000690678j -7.38359e-16-0.00309614j -3.56573e-16-0.00153978j -1.17243e-16-0.000679064j 4.05458e-16+0.00168727j -2.15396e-16-0.000943679j 3.04214e-16+0.00115958j -6.9248e-16-0.00300309j -3.90393e-16-0.00175351j -4.15591e-16-0.00201514j 2.87523e-16+0.00121056j -7.91527e-16-0.00237333j 5.60117e-16+0.00220542j 9.17818e-17+0.000374466j 2.21221e-16+0.00117286j 6.25051e-16+0.00276525j -5.27779e-18-2.60403e-05j -1.83691e-16-0.000542191j 4.29557e-16+0.00214982j 1.06584e-15+0.00443854j 3.82847e-16+0.00183717j 1.19906e-16+0.000670503j -1.57062e-16-0.00056327j 5.62048e-16+0.00249127j -2.35605e-17-4.51638e-05j 5.61732e-18+0.000414304j -8.15178e-17-0.000274474j 1.052e-17+6.70257e-05j 2.77122e-16+0.00114423j 3.9854e-16+0.00162419j 5.39803e-16+0.00246702j 1.00059e-15-0.00521851j -2.06131e-15+0.000340707j 2.56858e-15-0.00104792j 5.76763e-16+0.00265897j 3.23467e-16+0.0018527j 2.64935e-16+0.00124019j -1.44437e-17+1.65988e-06j 1.03294e-16+0.000538714j 1.0416e-16+0.000547542j -3.88912e-17-0.000161495j -5.85308e-16-0.00240904j -1.29958e-16-0.000651951j 1.19471e-16+0.000479317j -3.87323e-16-0.00134021j 8.01146e-16+0.00459024j 4.96879e-16+0.00196576j -2.21385e-16-0.000800362j -7.14617e-18-2.20436e-06j -6.19102e-16-0.00259228j -2.41083e-16-0.000863845j 1.33971e-16+0.000583755j -5.12177e-16-0.00234474j 5.2668e-16+0.00232656j 2.65624e-16+0.00112062j -4.24035e-16-0.00227226j -4.01324e-16-0.00154267j -7.05292e-16-0.00280937j 2.95068e-16+0.00140357j -2.10729e-16-0.000878956j 4.0319e-16+0.00175648j -1.14587e-16-0.000331252j -3.53821e-16-0.00143576j -7.35403e-16-0.00316679j -1.92434e-16-0.000945331j -3.47993e-17-0.000112135j -2.7852e-16-0.00104511j 3.40473e-16+0.0015716j 3.06675e-16+0.00117482j 2.06639e-16-0.000509803j -1.17241e-15+0.000451058j 
-1.18088e-15+0.00208335j -2.63148e-16-0.00222741j 1.03117e-17-0.0026076j -1.2299e-17-0.00128399j 3.60167e-18-0.00307539j 3.61096e-18-0.000827408j 3.20937e-18+0.00164597j 1.10507e-17-0.000930503j 1.01352e-19-0.00150788j 9.8369e-18-0.002951j -6.19623e-18+0.000282048j 9.56758e-18-0.000885011j -3.79796e-18-0.00158472j 1.78668e-18-0.0030127j 1.26075e-17-0.00267562j -6.84673e-17+0.00128458j -1.57025e-18+0.00103904j -1.63986e-16-0.00162409j -2.50725e-17-0.000374177j -2.37133e-18-0.000702848j -1.81243e-17+0.00279681j -1.30698e-17+0.00252567j 4.49982e-18-3.80281e-05j 9.13187e-17+0.00201533j -8.53321e-17+0.00235329j -2.0585e-17+0.000840161j 9.21909e-18+0.00445738j -3.21069e-17+0.00190427j 3.732e-18-0.000178488j -1.72674e-17+0.00189391j 2.34729e-17+0.00080597j 3.34998e-16-0.00111109j -2.37472e-17+0.00166749j 5.63795e-17+0.000633744j 3.59012e-18+0.000156191j 2.02417e-17-0.00120737j -2.99779e-17-0.000307243j 1.17622e-15-0.0027215j -1.11398e-15+0.000189084j 1.49929e-15-0.000559873j -4.11167e-17+0.00298479j -1.16442e-16+0.00300834j -2.73798e-17+0.00111067j 4.54918e-18+0.000595013j 5.15836e-18+0.0020848j -2.59264e-17+0.00156277j -1.08355e-17-0.000920423j 1.71874e-17-0.0006595j 1.20373e-17-0.000245717j -3.27257e-17-0.00142785j -1.19046e-17+0.00273702j -2.33983e-16+0.0038686j -4.89045e-18-0.000229343j -2.16963e-16-0.00267745j -1.91098e-17+2.29822e-05j 8.54988e-18-0.000223009j -7.94651e-18+0.00167007j 7.29625e-18+0.00121364j 3.60613e-17-0.00277762j -1.80146e-17+0.000841164j -8.42337e-18+0.000146473j 1.25426e-16-0.00349j -9.3087e-18+0.000935923j 1.04782e-17-6.19977e-05j 2.19358e-18+0.00293488j 4.15677e-18-6.0995e-05j -6.87131e-18+0.00148378j 4.77256e-18+0.00241575j 4.31432e-18-3.90796e-05j 9.66344e-18-0.00232835j 4.78803e-18-0.00248729j -1.0006e-17+0.000664077j -3.87606e-18+0.00181301j -3.34007e-18+0.00277985j -3.81367e-18-0.00125078j -4.69797e-16-0.00259198j 2.11504e-15-0.00149134j 
2.61522e-15-0.00477255j 5.83772e-16+0.00566157j -2.2515e-17+0.00562857j 2.78605e-17+0.0039846j -1.25919e-17+0.0068305j -8.87855e-18+0.00193437j -1.0522e-17-0.00450886j -3.75986e-17+0.000454683j -8.44947e-18+0.00282564j -2.49463e-17+0.0069321j 2.07172e-17+0.00031195j -2.65804e-17+0.00163444j 1.21884e-17+0.00463819j -1.93135e-17+0.0056896j -4.00413e-17+0.00560175j 2.20022e-16-0.00440553j 1.3331e-17-0.00185724j 2.56326e-16+0.00261401j 8.06145e-17+0.0022554j 1.15745e-18+0.00197311j 3.61284e-17-0.00625198j 3.63685e-17-0.00462107j -1.09935e-17+7.89452e-05j -2.41665e-16-0.00533838j 1.84941e-16-0.004562j 6.56004e-17+0.000576352j -1.44346e-17-0.00998324j 7.35911e-17-0.00433371j -2.48628e-17+0.000105615j 4.22943e-17-0.00321428j -5.87223e-17-0.00203181j -8.99149e-16+0.00301246j 6.45185e-17-0.00431238j -1.37686e-16-0.00153604j -4.35589e-18+0.000298808j -5.38078e-17+0.00397868j 4.38883e-17+0.00224605j -1.60463e-15+0.00363458j 1.48573e-15-0.000265655j -2.04185e-15+0.000763112j 9.64908e-17-0.00582688j 2.46992e-16-0.00636976j 6.03848e-17-0.00201763j -1.47887e-17-0.00147897j -8.61629e-18-0.00486191j 6.31888e-17-0.00355816j 1.82263e-17+0.00219235j -5.65197e-17+0.000193341j -1.7197e-17+0.000219564j 7.16969e-17+0.00383939j 1.32609e-17-0.00761276j 4.43418e-16-0.00686511j 2.79601e-17+0.0017512j 4.96427e-16+0.00617883j 4.37639e-17-5.84873e-05j -2.51913e-17-0.00100241j 1.35147e-17-0.00467282j -9.89914e-18-0.00266804j -8.80777e-17+0.00550035j 3.67941e-17-0.000694732j 2.18993e-17+0.000308797j -2.74265e-16+0.00731575j 1.0826e-17-0.00325453j -4.93031e-17-0.00153328j -1.71641e-18-0.00645681j -1.20241e-17-0.000376246j 2.21415e-17-0.00263553j -1.13382e-17-0.00620764j -1.86961e-17-0.000765208j -3.50672e-17+0.00388908j -1.53111e-17+0.00561877j 2.60601e-17-0.00171911j 8.08101e-18-0.00513723j 1.39212e-17-0.00597027j 1.45841e-17+0.00381673j 1.34171e-15+0.00614078j -6.04294e-15+0.00398033j 
-2.62773e-15+0.00507216j -5.80962e-16-0.00685032j -1.8155e-17-0.00546769j 1.57453e-17-0.00578993j -1.75668e-17-0.00693932j 5.43643e-18-0.00211384j -9.63388e-18+0.00589249j -3.91543e-17+0.00201666j -2.50743e-17-0.0020659j 1.43846e-17-0.00762357j 2.18135e-17-0.00175978j 6.7416e-18-0.00115125j 2.23074e-17-0.00643187j -4.69447e-17-0.0042401j 8.42999e-18-0.00516694j -3.9531e-16+0.0068628j 8.02582e-18+0.00119418j -1.67329e-16-0.00112862j -4.87002e-17-0.00448142j 1.86013e-17-0.00263816j 1.52324e-18+0.00641342j 3.52967e-17+0.0031748j 1.19479e-17-7.1722e-05j 2.83707e-16+0.0067493j -1.16702e-16+0.00361262j 4.34664e-17-0.00434092j 5.51607e-17+0.0102704j -6.06715e-17+0.00456313j 3.30378e-17+0.000339853j 2.70075e-17+0.00174j 6.66833e-17+0.00243587j 1.16755e-15-0.003898j -9.58854e-17+0.00531729j 1.59896e-16+0.00175808j 3.52533e-17-0.00129642j 1.22866e-16-0.00603646j 7.00891e-17-0.00468612j -8.11891e-17+1.30124e-05j 2.09626e-17+3.26302e-05j 6.13377e-17-3.66458e-05j -2.67998e-17+0.00468596j -1.79787e-16+0.00599179j -2.31834e-17+0.00135908j 2.10585e-17+0.00174461j 1.73862e-17+0.00529538j -5.8459e-17+0.00374897j -1.28277e-17-0.00245496j 9.69241e-18+0.00175852j -1.7607e-17+0.000278468j -5.30084e-17-0.00492783j -4.18312e-17+0.0100924j -1.939e-16+0.00431889j 8.84514e-18-0.00368855j -5.46885e-16-0.00663427j -4.66097e-17+7.08643e-05j -4.75844e-17+0.00332126j -3.852e-17+0.00622886j 1.65962e-17+0.00266829j 3.22374e-17-0.00455963j 4.0483e-17-0.00109859j 8.49873e-18-0.00128874j 2.06278e-16-0.00676255j -4.72734e-17+0.00511435j 1.04647e-19+0.00412702j 3.58933e-17+0.00646496j -1.15668e-17+0.00116906j 2.02329e-17+0.00166275j -2.93802e-18+0.00760154j -1.29774e-17+0.00208744j -4.02751e-17-0.00197952j -2.47301e-18-0.00585354j -3.73368e-17+0.00212195j -4.46553e-17+0.00692661j 2.05692e-17+0.00575201j 1.6046e-17-0.00547468j -1.83275e-15-0.00682898j 8.22546e-15-0.00507091j 
