2.181e-15-0.00407199j 4.844e-16+0.00509833j -2.0341e-18+0.00463709j 5.14143e-18+0.00389951j 2.58202e-18+0.00572501j -5.84711e-18+0.00166907j 1.89512e-20-0.00420071j 2.14339e-18-0.000415479j 7.91644e-18+0.00210969j -1.5967e-17+0.0059969j -1.24642e-18+0.000725173j -1.31968e-17+0.00120626j -4.5865e-18+0.00444023j 1.33468e-17+0.00427379j -1.86128e-17+0.00452671j 2.45697e-16-0.00445968j 9.27131e-19-0.00133405j 1.91501e-16+0.00170018j 5.04391e-17+0.00259423j -6.60122e-18+0.0018574j 1.51166e-17-0.00526j -2.78414e-19-0.0033847j -9.39634e-18+6.34427e-05j -2.12882e-16-0.0049005j 1.2634e-16-0.00349519j 6.89205e-18+0.00168999j -2.96087e-17-0.00840869j 5.55626e-17-0.00368386j -2.17401e-17-5.51849e-05j 6.09404e-18-0.0022038j -5.11958e-17-0.00182242j -8.3669e-16+0.00279408j 6.49315e-17-0.00391532j -1.21912e-16-0.00135094j -1.68445e-17+0.000569531j -7.19473e-17+0.00397571j -7.27422e-18+0.00265524j -7.80305e-16+0.00185546j 7.52489e-16-0.000146409j -1.0615e-15+0.000402225j 5.08331e-17-0.00448732j 1.79345e-16-0.00518476j 3.49598e-17-0.00146911j -1.42289e-17-0.00131741j -1.117e-17-0.00418945j 4.9822e-17-0.00302539j 1.37452e-17+0.0019107j -2.51764e-17-0.000466234j -1.29712e-18+2.28454e-05j 5.20663e-17+0.00354815j 2.46194e-17-0.00713861j 2.76611e-16-0.00490056j 5.72552e-18+0.00208144j 4.31579e-16+0.00529355j 3.73821e-17-5.26997e-05j 9.87244e-18-0.00158028j 2.2107e-17-0.00439271j -1.18647e-17-0.00222265j -4.9148e-17+0.00427965j -7.69064e-19-2.39434e-06j 5.25406e-18+0.000572175j -2.00687e-16+0.00591648j 2.5375e-17-0.00330885j -1.7132e-17-0.00211086j -1.59354e-17-0.00538137j 1.00353e-19-0.000568222j 1.27742e-20-0.00188285j -3.44906e-18-0.00561915j -1.24282e-18-0.00106239j 3.74413e-18+0.00262604j -4.76193e-18+0.00475608j 2.57812e-17-0.00156154j 2.18504e-17-0.00485457j -3.52507e-18-0.00490329j -1.33061e-18+0.0037123j 1.2765e-15+0.00533666j -5.73699e-15+0.00366625j 
5.63734e-15-0.0109062j 1.25537e-15+0.0149419j -9.60456e-18+0.0116257j 2.04911e-17+0.0128457j -9.28363e-18+0.0148395j -1.787e-17+0.00455997j -1.14825e-17-0.0129504j -3.86932e-17-0.00497307j -5.39239e-18+0.00420337j -5.09249e-17+0.0164575j 2.05588e-17+0.00414774j -5.0799e-17+0.0023262j 2.45522e-18+0.0142126j -1.42428e-17+0.00865683j -8.39599e-17+0.0109096j 7.92335e-16-0.015312j 3.09777e-17-0.00236912j 2.26125e-16+0.00200657j 2.00312e-16+0.010167j -2.5289e-17+0.00581045j 3.33652e-17-0.0137313j 2.79045e-17-0.00638413j -2.68698e-17+0.000151114j -6.48493e-16-0.0147865j 3.2476e-16-0.00745306j 8.42479e-17+0.0102837j -5.56581e-17-0.0219971j 1.51827e-16-0.00980081j -9.87175e-17-0.000845926j 3.52352e-17-0.00331437j -1.49031e-16-0.00530806j -2.54161e-15+0.00855891j 1.95172e-16-0.0116203j -3.46021e-16-0.00381223j -3.01754e-17+0.00303692j -2.00768e-16+0.0134402j -6.33074e-17+0.0106618j 3.92089e-16-0.00101533j -4.37187e-16-6.55008e-06j 3.57627e-16-0.000118475j 1.54574e-16-0.00969195j 4.43703e-16-0.0126854j 9.44746e-17-0.00272228j -4.83578e-17-0.00379529j -2.03936e-17-0.0114188j 1.44561e-16-0.00805277j 2.10851e-17+0.00531052j -1.19496e-16-0.0042815j 1.7031e-17-0.000729149j 1.34957e-16+0.0108117j 2.56237e-17-0.0222107j 5.50821e-16-0.00852805j 6.44473e-17+0.00839667j 1.15121e-15+0.0142822j 1.00072e-16-0.000154591j -1.78412e-19-0.00771609j 4.325e-17-0.013715j -1.33967e-17-0.00569476j -1.55752e-16+0.00947653j -2.66093e-19+0.00283015j 2.59771e-17+0.00301575j -5.18341e-16+0.014283j 3.52683e-17-0.0114186j -1.19052e-16-0.00951017j -2.8596e-17-0.0137998j -1.01463e-17-0.00270967j 2.36088e-17-0.00328529j -1.27563e-17-0.0166007j -3.12419e-17-0.00481304j -3.57936e-17+0.00370771j -2.69331e-17+0.0125563j 7.54521e-17-0.00463775j 5.05064e-17-0.0152673j 1.24066e-17-0.0122169j 1.6575e-17+0.012133j 4.02824e-15+0.0147608j -1.812e-14+0.0111177j 
2.76618e-15-0.00646795j 5.96989e-16+0.0120709j 1.40096e-16+0.0049141j -1.44445e-16+0.0136079j 9.86165e-17+0.00756821j 2.83031e-18+0.00292784j 6.30729e-17-0.0119191j 2.42501e-16-0.0125775j 1.09304e-16-0.00111652j 1.01733e-17+0.0107473j -1.35044e-16+0.00796067j 4.12422e-17-0.000876601j -1.18048e-16+0.0142157j 2.15087e-16-0.00182441j 6.11858e-17+0.00344088j 1.0647e-15-0.0174797j -5.23182e-17+0.00159779j -2.99977e-16-0.00516294j 5.2069e-18+0.0140577j -8.5955e-17+0.00553023j -1.21116e-16-0.00725352j -2.34605e-16+0.00290142j -1.72582e-17+4.27111e-05j -4.96759e-16-0.0129125j -8.90946e-17+0.000339465j -3.29282e-16+0.0204585j -1.66314e-16-0.0117378j 2.95802e-17-0.00564818j -9.11528e-17-0.00224292j -2.25606e-16+0.00448973j -1.06097e-16-0.00421293j -2.31739e-15+0.00775814j 2.16028e-16-0.00971913j -2.57118e-16-0.00274462j -1.21181e-16+0.00557106j -3.50034e-16+0.0149342j -4.5499e-16+0.0151778j 7.04816e-15-0.0155295j -6.41724e-15+0.000957832j 8.32056e-15-0.00305273j -1.6817e-16+5.52239e-05j -3.39581e-17-0.00452727j -8.67393e-17+0.00140972j -4.97219e-17-0.00291632j -3.85501e-17-0.00726591j 5.80219e-17-0.00465032j -1.40202e-17+0.00363078j 9.25558e-17-0.0101034j 1.4008e-16-0.00240366j -1.8982e-18+0.00967574j 1.02436e-16-0.0208818j -6.85422e-16+0.00640899j -8.46922e-17+0.0120179j 7.48905e-16+0.00873027j 5.96797e-17-0.000125209j 2.52952e-16-0.0132647j 1.06139e-16-0.0129969j -2.48036e-17-0.00273316j 1.15983e-16+0.000667036j -2.77304e-16+0.00875331j -9.2601e-17+0.00548804j -5.72857e-18+0.00457108j 1.37957e-16-0.013148j 9.45367e-17-0.015259j -1.32461e-16-0.00665425j 7.64377e-17-0.00456949j -1.33078e-16+0.0024355j 4.38784e-17-0.0137127j 8.94537e-17-0.00776191j 2.3842e-16-0.00609608j 4.60629e-17+0.00699219j 7.98784e-17-0.0038863j 1.53852e-16-0.0147039j -1.10832e-16-0.00496112j -9.54447e-17+0.0126582j 3.95136e-15+0.00991975j -1.76839e-14+0.00983134j 
2.10086e-15-0.00352652j 4.79815e-16+0.00332707j -8.87933e-17+0.00468749j 9.92894e-17+0.00134613j -6.78654e-17+0.00537599j -1.41768e-17+0.0013697j -4.74298e-17-0.0022007j -1.78743e-16+0.00290492j -7.43473e-17+0.00305094j -4.21386e-17+0.00485889j 9.86439e-17-0.0012372j -6.20909e-17+0.00180969j 7.41719e-17+0.00188322j -1.48073e-16+0.00606074j -1.00951e-16+0.00494744j -5.14749e-17-0.00101437j 5.89022e-17-0.00217354j 2.45336e-16+0.0036266j 1.48708e-16-0.000475462j 3.08579e-17+0.000901838j 9.05158e-17-0.00485713j 1.62591e-16-0.00519892j -8.39326e-18+7.08497e-05j -1.66358e-16-0.00283911j 2.64573e-16-0.00464085j 2.65376e-16-0.00340552j 6.58515e-17-0.0077257j 8.49859e-17-0.00324607j -2.42344e-17+0.000542629j 1.59567e-16-0.00409747j -4.12186e-17-0.00121719j -4.35445e-16+0.00151029j 1.08558e-17-0.00243203j -8.71909e-17-0.00100593j 5.42718e-17-0.000785099j 6.67696e-17+0.00108195j 2.09435e-16-0.000702944j -3.13732e-15+0.0066685j 2.74954e-15-0.000452897j -3.69893e-15+0.00135964j 2.05754e-16-0.00585393j 3.05585e-16-0.00550606j 1.13563e-16-0.00229776j -6.2749e-18-0.000915271j 1.13851e-17-0.00346076j 6.58931e-17-0.00266265j 1.78387e-17+0.00149153j -1.47828e-16+0.00216112j -6.41776e-17+0.000688196j 8.99023e-17+0.00196616j -5.34728e-17-0.00356814j 7.12289e-16-0.00813221j 1.0572e-16-0.000583899j 3.32565e-16+0.00449624j 3.21524e-17-3.42714e-05j -1.54168e-16+0.00157756j -3.71095e-17-0.00215526j 1.05376e-17-0.00214333j -1.77857e-16+0.00538585j 1.61111e-16-0.00240103j 7.43255e-17-0.000758917j -3.37217e-16+0.00644617j -6.5522e-17-0.000703589j -1.54528e-16+0.00143351j 6.16292e-17-0.00517922j -5.39778e-17+0.000512429j 9.94496e-17-0.00311712j -3.49288e-17-0.003555j -8.04499e-17+0.000743976j -1.74826e-16+0.00508693j -4.86091e-17+0.00427303j 5.80106e-18-0.00096721j -5.77321e-17-0.00228859j 7.85977e-17-0.00502098j 7.1983e-17+0.00136272j 5.65468e-16+0.00422648j -2.59972e-15+0.0020772j 
-3.78944e-15+0.0078781j -8.42253e-16-0.0124803j -2.22836e-17-0.0073568j 1.48771e-17-0.0124275j -4.14464e-18-0.0100715j 1.16002e-17-0.0034114j 1.51239e-18+0.0115828j 2.6622e-18+0.00865315j -9.4354e-19-0.00113915j 3.40005e-17-0.012407j -2.56913e-19-0.00588752j 3.25514e-17-0.000494438j 1.35976e-17-0.0133082j -1.48641e-18-0.00259578j 6.18374e-17-0.00628841j -8.06081e-16+0.0154753j -2.82595e-17+0.000132983j 1.50197e-16+0.00188983j -1.68862e-16-0.0115639j 3.97832e-17-0.00529276j 1.25754e-17+0.00945109j 1.39095e-17+0.00109644j 2.09929e-17-8.45018e-05j 5.52653e-16+0.0128589j -1.61734e-16+0.002882j -2.64738e-17-0.0149763j 5.18971e-17+0.0152023j -9.85293e-17+0.00699331j 1.09209e-16+0.0015263j 1.49547e-17-0.000998951j 1.20605e-16+0.00439406j 2.24347e-15-0.00759241j -1.79349e-16+0.00988025j 2.76239e-16+0.00300805j 3.34155e-17-0.00417534j 2.02415e-16-0.0133688j 1.71598e-16-0.0123559j -3.67593e-15+0.00857965j 3.54023e-15-0.000500772j -4.48229e-15+0.00165325j -6.79196e-17+0.00395075j -2.268e-16+0.00758863j -3.71825e-17+0.000376854j 4.73634e-17+0.00309134j 1.33934e-17+0.00850803j -1.06692e-16+0.00575102j 2.56909e-18-0.00408908j 8.94605e-17+0.00706873j -5.66882e-17+0.00156284j -7.58924e-17-0.00952542j -7.34986e-18+0.0200964j -2.92755e-17+0.000133117j -5.64543e-17-0.00976481j -8.42702e-16-0.0104535j -7.23233e-17+0.000129292j -3.58974e-17+0.0101407j -3.70264e-17+0.0124633j -4.98838e-19+0.00377505j 8.45117e-17-0.00424193j 6.03665e-17-0.00576311j -3.79961e-18-0.00412301j 2.92932e-16-0.00826765j -2.6704e-17+0.0115997j 1.04738e-16+0.0119257j 3.56348e-17+0.00916423j -3.09091e-18+0.00351451j -2.25069e-18+6.88648e-05j 4.57329e-19+0.0140245j 1.97304e-17+0.00605623j 2.90639e-18+0.00168178j 1.6419e-17-0.00883122j -6.71502e-17+0.00394713j -5.79214e-17+0.0139979j 7.34529e-19+0.0076243j -3.84969e-18-0.0116356j -3.71811e-15-0.0112753j 1.67151e-14-0.00973284j 
-2.12736e-15+0.00444078j -4.76527e-16-0.00714269j 7.079e-18-0.00408047j -1.35935e-17-0.00720619j 1.68743e-17-0.00563584j 9.06349e-18-0.00193046j 1.40049e-17+0.00667129j 5.17047e-17+0.00520072j 2.37874e-17-0.000521018j 2.73507e-17-0.00702675j -2.7698e-17-0.00350328j 3.32208e-17-0.000203007j -1.28742e-17-0.00769584j 4.6365e-17-0.00122973j 6.19318e-17-0.00344305j -4.33505e-16+0.00900503j -3.58274e-17-2.57928e-05j 1.43404e-16+0.00127843j -1.34772e-16-0.0067878j 1.66403e-17-0.0030534j -7.52809e-18+0.0052976j -3.4413e-17+0.000393659j 1.23373e-17-4.60586e-05j 3.28354e-16+0.00738741j -1.20631e-16+0.00146485j -8.75529e-17-0.00892375j 3.52063e-18+0.00852544j -6.41891e-17+0.00393653j 7.33962e-17+0.000918778j -2.94341e-17-0.000779691j 7.04617e-17+0.00251261j 1.28234e-15-0.00436974j -9.70394e-17+0.00566424j 1.56939e-16+0.00171183j 2.22032e-19-0.00248008j 8.87262e-17-0.00776944j 6.23272e-17-0.00726196j -2.20257e-15+0.00533709j 2.1958e-15-0.000314547j -2.77897e-15+0.00103198j -7.76061e-17+0.00203228j -1.5019e-16+0.00417709j -3.89262e-17+0.000110957j 2.81137e-17+0.00176488j 5.49766e-19+0.00481244j -6.79214e-17+0.00323757j 4.33432e-18-0.00232111j 9.10174e-17+0.00423835j -2.39308e-17+0.000947092j -5.11411e-17-0.00547886j 2.24312e-17+0.0115867j -6.70758e-17-0.000309703j -6.62507e-17-0.00574045j -4.64999e-16-0.00590125j -4.07072e-17+7.40053e-05j 2.14586e-17+0.00600771j -4.67385e-18+0.00718856j -9.56601e-18+0.00210633j 8.28278e-17-0.00222493j -9.14131e-19-0.00348597j -2.01497e-17-0.00244822j 1.94881e-16-0.00452953j 1.22172e-17+0.00675256j 1.08109e-16+0.00704508j 2.98956e-19+0.00511443j 1.25251e-17+0.00208048j -2.86761e-17-0.000108274j 7.99184e-18+0.00803517j 3.5399e-17+0.00357848j 5.16694e-17+0.00122632j 2.24748e-17-0.0049628j -3.60196e-17+0.00226306j -1.42018e-17+0.00808002j -2.27478e-17+0.00422107j -2.30666e-17-0.00674214j -2.14158e-15-0.00639484j 9.64424e-15-0.00559492j 
1.14533e-15-0.00267523j 2.52152e-16+0.00505936j 3.06539e-17+0.00199139j -2.93375e-17+0.00575285j 1.48906e-17+0.00310471j -2.22761e-18+0.00121564j 8.38565e-18-0.00501795j 3.27576e-17-0.00540223j 1.28235e-17-0.000536785j -6.74418e-18+0.00446571j -1.8754e-17+0.00340691j -2.79995e-18-0.000409442j -2.09676e-17+0.00600001j 2.59956e-17-0.000899149j -1.04531e-17+0.00136027j 4.02266e-16-0.00740431j 4.41651e-18+0.000723248j -1.87691e-16-0.00226743j 5.34322e-17+0.00598121j -2.69336e-17+0.00233068j -2.91132e-17-0.00298167j -3.96138e-17+0.00133899j -7.73361e-18+1.66914e-05j -2.23947e-16-0.00542686j 5.39524e-18+0.000239279j -3.85787e-17+0.00876021j -3.42256e-17-0.00482773j 2.41765e-17-0.00233275j -5.16564e-17-0.000963873j -4.14136e-17+0.00199111j -4.65799e-17-0.00176465j -9.6365e-16+0.00326459j 8.22617e-17-0.0040787j -1.0679e-16-0.00114526j -2.49783e-17+0.00238258j -1.08639e-16+0.00632166j -1.37033e-16+0.00646169j 2.93544e-15-0.00673331j -2.77427e-15+0.00041615j 3.58559e-15-0.00132461j -1.55807e-17+0.000143391j 1.97224e-17-0.0018103j -1.07153e-17+0.000645904j -2.18797e-17-0.00122005j -6.74568e-18-0.00301554j 3.41885e-17-0.00192083j -8.81712e-18+0.00151174j -1.52673e-17-0.00433604j 4.53321e-17-0.00103514j 1.12452e-17+0.00406982j 7.71872e-18-0.00879716j -2.00046e-16+0.00288904j 1.00658e-17+0.00511696j 2.96001e-16+0.00361636j 2.46027e-17-5.24845e-05j 4.78553e-17-0.00566694j 2.22154e-17-0.00547672j 1.5655e-18-0.00111709j 1.66791e-19+0.000173003j -6.57739e-17+0.00376745j -1.38086e-17+0.00234678j -4.53945e-17+0.00180965j 2.0934e-17-0.00557063j -2.49648e-17-0.00651114j -2.79399e-17-0.00272051j 1.22751e-17-0.00195154j -1.81243e-17+0.00109843j 7.525e-18-0.0057521j 4.75871e-18-0.00331238j 3.14033e-17-0.00269374j 1.42934e-18+0.00288262j 3.00473e-17-0.00163102j 3.82705e-17-0.0061991j -1.47684e-17-0.00200454j -1.1471e-17+0.00534908j 1.65852e-15+0.00412716j -7.44525e-15+0.00413364j 
-1.44285e-15+0.00240316j -3.16243e-16-0.00200245j -1.11789e-17-0.00335771j 1.23559e-17-0.000423158j -2.26417e-17-0.00376517j 6.15684e-19-0.000914944j -1.4798e-17+0.00114997j -5.80126e-17-0.00277393j -3.59265e-17-0.00237686j -5.08267e-19-0.00322968j 3.15168e-17+0.00129693j -1.0723e-17-0.00141937j 2.33694e-17-0.000805893j -6.733e-17-0.00470421j -2.71522e-17-0.00362137j -5.51807e-17-1.68373e-06j 3.00253e-17+0.00172891j -3.53749e-16-0.0029955j 3.73887e-17+0.000986348j 9.83702e-19-0.000442599j -7.29347e-18+0.00338333j 4.14305e-17+0.00409458j 4.04242e-18-5.21509e-05j 5.95187e-17+0.00159288j -7.0735e-17+0.00355521j 7.91475e-17+0.00350543j 4.72063e-17+0.0053726j -2.64627e-17+0.0022256j -2.28343e-17-0.000513435j 2.83629e-17+0.00332483j 2.01978e-17+0.000741596j 2.62152e-16-0.000807902j -2.44522e-17+0.00142403j 5.68902e-17+0.000645586j 2.98418e-17+0.000846046j 4.84757e-17-0.000162795j -1.19695e-17+0.00120957j 2.36516e-15-0.00577584j -2.35991e-15+0.000387974j 3.12239e-15-0.0011726j 2.28668e-18+0.00446796j -1.22478e-16+0.0039993j -1.1507e-17+0.00181532j 1.18644e-19+0.00056881j 1.69757e-17+0.0023176j -1.74651e-17+0.00182482j -2.11567e-17-0.000976698j -4.30061e-17-0.00209678j 1.21942e-17-0.000631608j -3.01082e-17-0.00107057j -5.70384e-17+0.00179545j -2.80422e-16+0.00648776j 4.93777e-17+0.000978573j -2.62945e-16-0.00304252j -2.21273e-17+2.05882e-05j -4.53203e-17-0.00179187j -3.25617e-17+0.00106748j 2.50435e-17+0.00151372j -5.55208e-18-0.00407886j 1.83194e-17+0.0022199j 1.42595e-17+0.000822391j 1.1859e-16-0.0047145j -5.21549e-17-4.65846e-05j -6.74345e-17-0.00177046j 2.92256e-17+0.00365562j -1.45434e-17-0.000593613j 3.04652e-17+0.00248586j -4.23655e-18+0.00210348j -3.14796e-17-0.000911872j -5.99059e-17-0.00415087j -1.39729e-17-0.00294936j -1.13293e-17+0.000565398j -2.75766e-17+0.00109347j 2.92622e-17+0.00361002j 2.56262e-17-0.000477948j -2.79277e-16-0.00278397j 1.23552e-15-0.00114837j 
1.77218e-15-0.0030083j 3.9001e-16+0.00273778j 7.10784e-18+0.00406061j -7.44446e-18+0.000960994j 1.97518e-17+0.00462454j -1.91211e-18+0.00116143j 1.25746e-17-0.00174475j 4.98473e-17+0.00277917j 3.31658e-17+0.0027155j -3.21664e-18+0.00411401j -2.70292e-17-0.00122744j 6.32653e-18+0.00161433j -2.04632e-17+0.0014255j 6.16161e-17+0.00538775j 2.01559e-17+0.00431516j 8.29713e-17-0.000602639j -2.68953e-17-0.00194806j 3.80268e-16+0.00329237j -2.42298e-17-0.000656672j -5.54173e-19+0.000704127j 1.26923e-17-0.00417121j -3.4034e-17-0.00464411j -5.4812e-18+6.19055e-05j -9.18421e-17-0.00229232j 9.58397e-17-0.00410774j -6.5901e-17-0.00335418j -4.72874e-17-0.00663132j 3.63395e-17-0.0027742j 1.86242e-17+0.000517348j -2.05622e-17-0.00369724j -2.78944e-17-0.00100502j -3.79796e-16+0.00120447j 3.25707e-17-0.00198621j -7.45886e-17-0.000842984j -2.91474e-17-0.000787636j -5.38419e-17+0.00070518j 1.9228e-17-0.00087658j -2.53957e-15+0.00615543j 2.5153e-15-0.000416422j -3.33877e-15+0.00125312j 1.24694e-17-0.0051752j 1.54826e-16-0.00479065j 2.02509e-17-0.00205469j -2.16648e-18-0.00075996j -1.7566e-17-0.00293676j 2.604e-17-0.0022753j 2.31598e-17+0.0012573j 3.29545e-17+0.00208012j -1.46818e-17+0.000648717j 3.96634e-17+0.00157516j 5.67777e-17-0.00280269j 3.38062e-16-0.00729581j -4.33429e-17-0.000718215j 3.25247e-16+0.00382739j 2.76723e-17-2.81867e-05j 3.93921e-17+0.00161748j 3.31651e-17-0.00168645j -2.55834e-17-0.00184851j -7.93751e-18+0.00474932j -1.1538e-17-0.00226947j -1.02984e-17-0.000763099j -1.54991e-16+0.00562088j 5.16088e-17-0.000400785j 5.76077e-17+0.00152369j -2.81332e-17-0.00446599j 1.20721e-17+0.00052978j -2.58085e-17-0.00279617j 2.30388e-18-0.00291164j 2.74109e-17+0.000788133j 5.20601e-17+0.00459884j 1.11156e-17+0.00365933j 1.45781e-17-0.000789556j 2.74237e-17-0.0017756j -2.59179e-17-0.0043546j -2.23486e-17+0.00099163j 4.57357e-16+0.00356895j -2.03863e-15+0.00167069j 
-1.40465e-15+0.00317398j -3.05516e-16-0.00566815j -5.41417e-17-0.00256904j 5.50849e-17-0.00620122j -3.7326e-17-0.00381195j 4.42142e-20-0.00141898j -2.34915e-17+0.00551176j -9.06349e-17+0.00540609j -4.1243e-17+0.000260751j -6.10495e-19-0.00519541j 5.05715e-17-0.00346886j -1.24435e-17+0.000250674j 4.54116e-17-0.0065156j -8.10574e-17+0.000341688j -1.74199e-17-0.00192951j -4.70146e-16+0.00790952j 1.73193e-17-0.000545179j 1.18088e-16+0.00202816j -1.69132e-17-0.00625974j 3.55338e-17-0.002548j 4.58526e-17+0.00363028j 8.89309e-17-0.00089175j 8.42009e-18-2.46913e-05j 2.3645e-16+0.00600686j 1.65383e-17+0.000212074j 1.20949e-16-0.00889706j 6.73052e-17+0.00586404j -2.06352e-17+0.00278477j 4.34538e-17+0.000962126j 8.54425e-17-0.00168965j 5.08863e-17+0.00198266j 1.07159e-15-0.00359372j -9.71219e-17+0.00454445j 1.21981e-16+0.00130836j 4.85419e-17-0.00243392j 1.49334e-16-0.0067746j 1.84128e-16-0.00674366j -2.90443e-15+0.00643312j 2.6584e-15-0.00039352j -3.4356e-15+0.00126077j 5.59625e-17+0.000434581j -1.09346e-17+0.00245999j 2.84165e-17-0.000451189j 2.28126e-17+0.00137816j 1.58456e-17+0.00352626j -3.17454e-17+0.002292j 5.01453e-18-0.00174342j -2.67686e-17+0.0043562j -5.68814e-17+0.00102271j -6.94943e-18-0.00448846j -3.97101e-17+0.00963386j 2.45469e-16-0.00223279j 2.70548e-17-0.00533752j -3.6074e-16-0.00426346j -2.92511e-17+5.87756e-05j -9.78436e-17+0.00581805j -4.33645e-17+0.005991j 9.62268e-18+0.00139248j -3.51676e-17-0.000721386j 1.08606e-16-0.0037326j 3.41964e-17-0.00239879j 3.17018e-17-0.00255337j -5.45623e-17+0.00594477j -2.65572e-17+0.0067227j 5.29112e-17+0.00338711j -2.88613e-17+0.00200667j 4.96377e-17-0.000846391j -1.62795e-17+0.00642146j -3.18854e-17+0.00341853j -8.91387e-17+0.00233157j -1.57926e-17-0.00346739j -3.60342e-17+0.00181674j -6.28703e-17+0.00676611j 4.16589e-17+0.00261627j 3.54663e-17-0.00577709j -1.81391e-15-0.00477512j 8.12466e-15-0.00456688j 
-2.53989e-15+0.00417208j -5.74169e-16-0.00352315j 7.82499e-17-0.00580042j -8.70397e-17-0.000821859j 5.1523e-17-0.00651869j 1.29746e-17-0.00159167j 3.63249e-17+0.00205816j 1.35847e-16-0.00467556j 5.02604e-17-0.00407386j 3.73316e-17-0.00562135j -7.53041e-17+0.00217148j 5.05751e-17-0.00243128j -5.75379e-17-0.00148336j 1.02354e-16-0.00806556j 7.65157e-17-0.00624288j 6.16088e-17+0.000119381j -3.74242e-17+0.0029578j -4.28137e-16-0.00510792j -1.09953e-16+0.00159547j -3.04725e-17-0.000798739j -8.92918e-17+0.00586078j -1.30554e-16+0.00701113j 8.90619e-18-8.98551e-05j 1.58112e-16+0.00282571j -2.76984e-16+0.00610281j -2.04243e-16+0.0058766j -3.89644e-17+0.00930823j -8.8493e-17+0.00386143j 4.5259e-18-0.000866008j -1.34819e-16+0.00567816j 4.29861e-17+0.00130298j 4.28475e-16-0.00144164j -1.37232e-17+0.0025134j 9.74286e-17+0.00112783j -3.64937e-17+0.0014139j -4.72007e-17-0.000384026j -2.11592e-16+0.00197097j 4.40625e-15-0.00980994j -4.03334e-15+0.000659549j 5.38278e-15-0.0019923j -1.87641e-16+0.00767224j -3.39743e-16+0.00689948j -1.10461e-16+0.0031075j 3.39833e-18+0.000997191j -2.22551e-18+0.00403073j -6.53455e-17+0.00316621j -2.82243e-17-0.00170264j 1.10356e-16-0.00353003j 6.96511e-17-0.00106782j -9.6269e-17-0.00190613j 1.97006e-17+0.00322932j -8.15924e-16+0.0110963j -6.9294e-17+0.00159639j -4.07664e-16-0.00528585j -3.81285e-17+3.62311e-05j 1.21755e-16-0.00298431j 1.91644e-17+0.00192405j 3.65719e-18+0.00261857j 1.58892e-16-0.00700909j -1.44106e-16+0.00375089j -6.1657e-17+0.00137386j 3.63702e-16-0.00812796j 3.46412e-17+1.19738e-05j 1.02648e-16-0.0029336j -4.38283e-17+0.00632417j 4.28351e-17-0.00098742j -7.65177e-17+0.00425181j 3.03741e-17+0.00370814j 5.72584e-17-0.00151162j 1.31149e-16-0.00708546j 3.70744e-17-0.00511372j -7.93393e-18+0.000998116j 4.22639e-17+0.00198061j -5.78158e-17+0.00623403j -5.33399e-17-0.000909302j -4.80378e-16-0.00485018j 2.20271e-15-0.00204082j 
6.92474e-16-0.000426455j 1.89198e-16-0.00175157j -2.26218e-16+0.00189597j 2.47696e-16-0.00385688j -1.86959e-16+0.00147715j -2.49933e-17+1.56264e-05j -1.26949e-16+0.00257849j -4.83217e-16+0.00681269j -2.19214e-16+0.00279114j -7.79381e-17-7.48307e-05j 2.66559e-16-0.00384118j -1.38205e-16+0.00173293j 2.0689e-16-0.00365577j -4.30245e-16+0.00540261j -2.34378e-16+0.00263109j -6.01185e-16+0.00551375j 1.61356e-16-0.002278j 1.09135e-16+0.00470196j 3.02325e-16-0.00544508j 9.0509e-17-0.00128971j 1.9827e-16-0.00118455j 4.31245e-16-0.00511665j -2.33066e-18+4.00472e-05j -7.5056e-18+0.00243725j 4.07654e-16-0.00375528j 6.95915e-16-0.0100485j 2.42275e-16-0.00181183j 1.02059e-16-0.000502753j -3.25619e-17+0.00123415j 4.05959e-16-0.00482761j -2.13137e-18+0.000567497j 5.36295e-16-0.0016174j -1.01576e-16+0.00160353j 2.67598e-17+0.000203004j 1.81757e-16-0.00262495j 3.21912e-16-0.00454229j 5.37604e-16-0.00602737j -5.42418e-15+0.010824j 4.49573e-15-0.000700167j -5.9833e-15+0.00216593j 4.29628e-16-0.00460229j 3.91297e-16-0.00267633j 2.18674e-16-0.00230736j 9.96059e-18+0.000335932j 5.69555e-17-8.70259e-05j 6.83342e-17-0.000406147j 1.03852e-17-0.000142669j -3.4849e-16+0.00533765j -1.5438e-16+0.0014061j 1.19139e-16-0.00195254j -2.06485e-16+0.00474241j 1.17071e-15-0.00867853j 2.80146e-16-0.00479387j -6.29011e-17+0.000369147j 3.32252e-18+1.83561e-05j -4.29124e-16+0.00602162j -1.49129e-16+0.00300301j 5.98255e-17-0.000691464j -3.63606e-16+0.00397525j 4.17629e-16-0.00503824j 1.85205e-16-0.0025745j -4.34481e-16+0.00339643j -2.36073e-16+0.00419387j -3.91396e-16+0.00662854j 1.98441e-16-0.00165294j -1.43548e-16+0.00205008j 2.65826e-16-0.00331891j -8.41129e-17+0.00216561j -2.15989e-16+0.00338336j -4.77088e-16+0.00618182j -1.20886e-16+0.000821638j -3.73129e-17+0.000645307j -1.9853e-16+0.00351463j 2.1891e-16-0.00214006j 1.96501e-16-0.00350116j -1.01222e-15-0.000271253j 4.39248e-15-0.00192178j 
