-0.0201162-1.64799e-17j -0.0208535+0.000416125j -0.029733+0.001353j -0.0154746+0.00070894j -0.0173689-0.000500162j 0.0112327-0.00155761j -0.00776563+0.000785261j -0.00732133-0.00288447j -0.031942+0.00311667j -0.00903922-0.00281696j 0.0127071-0.00118415j 0.0198192+0.00157328j 0.0170987-0.00136632j 0.0280472-0.00344314j 0.0319511-0.00364225j -0.0167668+0.00176961j -0.0347835-0.000101545j 0.0108211+0.00159326j -0.0176556+0.000733762j -0.0699158+0.00267058j 0.0195401-0.00277958j 0.0673152-0.000724329j 0.0657587-0.00194499j -0.0442469-0.00143671j -0.00364071-0.00734607j -0.0167957-7.32928e-05j -0.0270443-0.000644139j 0.00455546+0.000715698j -0.0307929-0.000426609j -0.0286528-7.78933e-05j 0.0295371-0.00447728j -0.0192033+0.00239812j -0.0203565-0.000667612j 0.0162746+0.00203154j -0.0267842+0.00241793j 0.00153184+0.00241446j 0.0108872-0.00223038j 0.00870448-0.00122131j -0.0209007+0.00141508j 0.014168+0.00125509j 0.00311743+0.00349454j -0.00593489+5.88878e-05j 0.00783857+0.00130711j 0.00577859+0.000377865j -0.00452115+0.000870718j -0.018595+0.00142857j 0.019551-0.000319462j 0.0245137+0.00357507j 0.00722103+0.000105391j 0.0161817+0.000915402j 0.0168+0.00130321j -0.0233839+0.000356928j -0.0069054-0.000783268j -0.0280597+0.00415928j 0.0066448+0.00432961j 0.0107199+0.000646868j -0.0256491+0.00408158j -0.0310971-4.67665e-05j -0.0107441-0.00634723j -0.00458446-0.00474605j -0.0396429-0.00321536j -0.0554058+0.000118654j 0.138616-0.0207384j 0.0640908+0.000698116j 0.0826106+0.00820106j 0.0440494+0.00330842j -0.0768108+0.000208465j 0.0231858-0.00128366j 0.0252176+0.00287475j -0.0727191-0.0128245j 0.0179811+0.00362247j -0.0217181+0.00466588j -0.0170237+1.61543e-05j 0.00193203+0.00156542j -0.00154891+0.000319481j 0.027546-0.00501652j 0.00469387+0.000635326j 0.0305371-0.00736538j 0.042413-0.00432331j -0.00244669+0.00502972j 0.00128603+0.000530327j -0.0193406+0.00832528j -0.00883256-0.00254655j 0.0114546+0.000749846j -0.00900214+0.000837485j -0.0118297-0.00810858j 0.0479489-0.00495794j -0.030603+0.000699516j -0.0101768+0.0117593j -0.0396641-0.00165412j 0.000425807+0.00251606j 0.064859+0.00867434j 
-0.0442469+0.00143671j 0.0270949+0.00299684j 0.18998+0.00124573j -0.00348755+0.00814699j -0.0440863-0.00178837j -0.181811-0.00146541j 0.0807864+0.00253346j -0.022057-0.000185079j -0.0220909-0.00402013j 0.498672+0.000421538j 0.0252425-0.00121978j -0.197779-0.00294375j -0.0526342+0.00503442j -0.134176+0.00243054j 0.0109673-0.00361435j -0.149648+0.00229747j -0.0742703+0.00241911j 0.160476+0.000918179j -0.0458861+0.00725657j -0.0798322-0.00198141j 0.141433-0.00457459j -0.0173451+0.00376613j 0.00658139-0.00157921j -0.205794-1.73527e-15j 0.0381608+0.00131648j 0.187046+0.00135978j 0.0473904-0.00142368j -0.0153825+0.000407737j -0.0129906-0.00245077j -0.00382301+0.00202632j 0.0101964+0.00125052j 0.034765+0.00154764j 0.0110461+0.00269287j 0.0511848+0.000317225j 0.0200023-0.00220843j -0.0607654-0.00052584j -0.0282311-0.00709982j 0.030194+0.000117285j 0.0272669+0.00277455j -0.0610065-0.000594468j 0.0415384+0.000818611j -0.0127785+0.00301096j 0.00818055-0.00085224j -0.00201428-0.000516617j -0.0238803-0.00161431j 0.0131609-0.00212378j 0.055653+6.02126e-05j -0.0182237+0.000572434j 0.000573749+0.00256678j 0.0113879-0.00231004j -0.0851973+0.00190348j -0.0265455+0.0036663j -0.0526963+0.0018764j 0.0429211+0.00413231j -0.0630836+0.00292625j 0.00706232+0.000158047j 0.0375035+0.00111115j -0.00495845-0.00165841j 0.0770892-0.00648018j 0.0429049-0.00116601j 0.0779891+0.00589076j 0.0140113+0.000325153j -0.201235-0.00311455j -0.0659894-0.00416681j -0.0319972+0.00615867j -0.0251191-0.00133551j 0.0334057+0.00282201j -0.00335823-0.00236885j -0.0060633-3.63709e-05j 0.0399502+0.000444325j -0.0168265-0.00281829j 0.0367243+0.00108603j 0.0337155+0.00283472j 0.00833037+0.000125645j 0.0361748-0.000232877j -0.038709+0.00277269j -0.0120406-0.00538167j -0.0350246-0.00107047j -0.0497117-0.000247211j 0.00505475-0.00208024j 0.000518375+0.000945055j 0.0217686+0.000274932j -0.0166554+0.00269974j -0.00841116-0.00266854j 0.0100334+0.000519999j -0.00407746+0.00320051j -0.0490005+0.0031635j 0.0328629+0.000779711j 0.0117731-0.00704602j 0.0523578+0.00189566j 0.00443853-0.00705205j 0.0174578-0.00186669j 
-0.00364071+0.00734607j 0.0914257+0.00249213j -0.0593435-0.0139126j 0.316346+0.00383451j -0.0758207+0.000429965j -0.045782-0.00439885j -0.169018+0.000667887j 0.122264+0.0123363j 0.191901-0.000197677j -0.23629+3.85676e-05j -0.128603+0.00554122j -0.299809+0.0038225j -0.34507+0.0030133j 0.232807+0.000320477j 0.0427526-0.00343967j -0.110992+0.00199123j 0.0337021-0.00331765j -0.192219+0.00782072j -0.0675377+0.00278264j -0.0467398+0.000422699j 0.155837-0.00151558j -0.014607-0.00443964j 0.121981+0.00240773j 0.0381608-0.00131648j 0.0560139+1.85529e-15j -0.0397622+0.00915231j 0.0262343-0.0116699j -0.0585772+0.00177557j 0.0258734-0.00799204j -0.0522429-0.000934135j -0.146445+0.00644567j 0.0191722-0.00201006j 0.00541929-0.00698621j 0.00775589+0.00241338j -0.00981224-0.00422875j -0.0233557+0.00495745j 0.0426455+0.00220935j 0.0180272+0.00108111j -0.0939244+0.0024479j 0.066238+0.00402787j 0.0623814-4.18555e-05j 0.014009+0.000252435j 0.0341119-0.000189544j 0.0631322-0.000172962j 0.132238-0.00119852j -0.0817923+0.00191677j 0.00461981+0.000639383j 0.0478094+0.00264473j 0.0270557-0.000439869j 0.0208968+0.00070224j -0.0661465+0.000904444j 0.0564792+0.00113705j -0.0674424+0.00308037j 0.000141853+0.00196429j -0.0438166+0.00507745j 0.0688182+0.00343711j 0.00151859-0.00223368j 0.0568688+0.00389003j -0.0189121+0.00143611j -0.0106467-0.000559871j 0.000834841-0.00033698j 0.0964119-0.00189009j -0.144393-0.00209855j -0.0510833+0.00146714j -0.013113-0.00380449j -0.0194897-0.00103237j -0.0345002-0.000104143j 0.0161591+0.00150403j -0.0221444+0.00202554j 0.00127295-0.000778674j -0.0113834+0.00187302j 0.0165953+0.00157724j 0.0110889+0.00131669j 0.0150203+0.000706509j -0.00612621+0.00301628j -0.0404148-0.00327572j -0.0357618-0.000131116j -0.00515451-0.00252527j -0.0045602-7.03288e-05j -0.00877006-0.000687853j 0.0187807+0.00207271j 0.0123336-0.00170465j -0.00597469+0.000561993j 0.0148161+0.0026963j 0.0322247-0.00189932j 0.0282204-0.00185342j -0.0374801+0.00342229j -0.00946006+0.00584193j -0.00643293-0.00526242j 0.0292283-0.00404396j 0.000432233-0.00390536j 0.0143096-0.00139077j 
-0.0167957+7.32928e-05j -0.0123353+0.000205476j 0.0322867-0.00250548j 0.0590932+0.00338848j -0.0330726+0.00202139j 0.10728+0.0020251j -0.00407177-0.00242731j 0.119571-0.00117509j -0.0614677-0.00286507j 0.0469304-0.00374498j -0.158597+0.000671609j -0.0150647-0.00156874j -0.00538459+0.00185305j -0.0368448-0.000319758j 0.0492187-0.00158743j -0.0121596+0.0012198j 0.186195+0.000923478j 0.102547+0.00102111j -0.0627599+0.00149569j 0.0709523-0.00238666j 0.0547013-0.00896229j 0.0137815-0.00526006j 0.120846-0.00370586j 0.187046-0.00135978j -0.0397622-0.00915231j 0.0678797-3.13595e-15j 0.110535-0.000831453j -0.0452522+0.000759009j 0.0047415+0.000137402j 0.0342757-0.00428187j -0.00511904+0.000621411j 0.0564233-0.00259646j 0.166516-0.00990756j 0.00249699+0.00123691j 0.0434082+0.00136113j 0.00688338+0.00256532j -0.0564656+0.000528504j -0.0361512+0.000306183j 0.119781+0.00240231j -0.00640138+0.00200085j 0.0158341-0.00192232j 0.0323241+0.00146828j -0.0066429+0.00217022j -0.0532704+0.00626321j 0.0350796+0.000686514j 0.0404987-0.000119738j -0.0254717-0.000668005j 0.0581551+0.00537912j 0.0121219-0.00128397j -0.00787974+0.00540212j -0.107376-0.00108919j 0.0427896-0.00296817j -0.089523+0.00275906j 0.0722647+0.00364682j -0.0590164-0.00295671j 0.0306473-0.00145321j -0.0333838-0.00230076j -0.162585-0.00246965j -0.0125312-0.00645464j -0.0887688+0.00325282j -0.0451018+0.00519764j -0.0430078-0.00085967j 0.114933+0.00281392j 0.00977015+0.00109892j 0.0641804-0.0039538j -0.00312498+0.00151538j -0.0394466-0.000849787j 0.00749125+0.000971241j 0.0696521-0.00154074j -0.200759+0.00219609j 0.0188488-0.00214431j 0.0510649-0.00228601j 0.0316045+0.00221357j -0.0200998+0.00142489j 0.0460724-0.00168343j -0.0158424+0.00397358j -0.0165066-0.00443892j 0.0522498+0.00101877j 0.00854539+0.00115957j -0.00616214-0.00193726j 0.0296084-0.000401737j -0.00329078+0.00138849j -0.011518+0.0014838j -0.0184203+0.00105584j 0.00546437+0.00129474j 0.0255018+0.00795029j 0.000701813+0.00317978j -0.0288591+0.00504603j -0.0110502-0.00715047j -0.030554-0.00394418j -0.0109965+0.00471984j -0.0148611-0.00103427j 
-0.0270443+0.000644139j 0.017337+0.00382351j 0.0893362+0.000537982j 0.0145734+0.00532523j 0.00577886-0.000386269j -0.0774587-0.00340156j 0.0906075+0.000172496j -0.0202247-0.00253247j 0.107676-0.00616004j 0.15637+0.00235115j 0.0629524+0.00317471j 0.0912333+0.00146206j -0.14505-0.00475177j -0.0100542-0.00276034j 0.0732951-0.000786974j -0.00269116+7.8033e-05j 0.0585834+0.000647008j -0.00298217+0.0025934j -0.376665-0.00977914j -0.0642328-0.00194369j -0.0334787+0.00311802j -0.00621515-0.000156074j -0.0726353-0.00556646j 0.0473904+0.00142368j 0.0262343+0.0116699j 0.110535+0.000831453j -0.037611-7.30188e-15j 0.0058223+0.000751183j -0.12337+0.00192502j -0.00349206+0.00203384j -0.0633386-0.001359j 0.0354868-0.00421872j 0.00496253+0.00115792j -0.00594418-0.00249178j 0.0685523-0.000829504j -0.0151237-0.00437486j -0.000204285-0.00121955j -0.00499591-7.27163e-05j 0.0750472+0.00306812j -0.00966444-0.00359649j -0.0259011+0.000540982j -0.0332052+0.00173687j 0.0391856-0.00196482j 0.00848906-0.00344485j -0.06435-0.00163959j -0.0374359+0.00320341j 0.0282799+0.000745946j -0.0091701-0.0029706j 0.0078718-0.0019073j 0.0521749-0.000247635j 0.0818098-0.0113618j -0.00295627-0.00270276j -0.0698733+0.00374801j -0.0260024+0.00439938j -0.0114652+0.000605402j -0.072174-0.00280826j 0.00393363+0.000330907j -0.0104968-0.00389158j -0.0100525+0.00213618j 0.0420049-0.00444448j 0.0134734-0.00241137j 0.00369111-0.00137341j 0.0433628+0.00258906j -0.00170465-0.000303526j 0.0375559-0.000235543j -0.00438128-0.00454337j -0.054347+0.00549077j 0.0122918+0.00616178j 0.0254161-0.000938289j -0.0354367-0.00123081j -0.00126358-0.00140629j -0.00643245+0.0023002j 0.00805646+0.0041316j 0.00933734+0.00216774j 0.0128157-0.000737378j 0.00413133-0.00376392j 0.0152284-0.00532017j -0.00552385-0.000783423j -0.0118186-0.00275428j 0.0236634-0.00189209j -0.000659917-0.000920189j 0.0170819+0.00442795j 0.0186572-0.000926622j 0.0171546-0.00128509j -0.0390016-0.00395649j -0.0168-0.00144935j -0.019011-0.00606158j -0.0272271-0.00179952j 0.0011245+0.000609975j -0.0111675-0.000378287j -0.000727008+0.00478752j -0.00771321-0.000188861j 
0.00455546-0.000715698j -0.00812995-6.88364e-05j -0.050342+0.00268328j -0.0347343-0.00484963j -0.0330428+0.00388721j -0.0130238-0.000920802j 0.0361395+0.00293927j -0.0375584+0.00345918j -0.0726039+0.00308458j -0.119325-0.00761988j 0.0528283+0.00262196j -0.0858059-0.00649412j 0.100164+0.00547912j 0.0368092+0.0035978j -0.0233959+0.000319972j -0.051286-0.000607408j 0.0325586-0.0031197j 0.155119-0.0041537j -0.077329+0.00762607j 0.00714556+0.00173639j -0.0864489+0.000185998j 0.0957514+0.00128325j -0.0816442+0.000212008j -0.0153825-0.000407737j -0.0585772-0.00177557j -0.0452522-0.000759009j 0.0058223-0.000751183j 0.0247818+3.31983e-15j -0.012657+0.000787463j -0.0655567+0.00208798j 0.0298021-0.00109273j -0.0546671-0.00106682j -0.0988322+0.000162146j 0.0405412-0.00116957j 0.0188146-0.00571852j 0.072437-0.00268866j -0.0363055-0.0035243j 0.000927877-0.000274935j -0.0404867+0.000848152j 0.0292553+0.00293263j 0.0484943+0.00626711j -0.0299073+0.00279631j -0.024487+0.000121759j -0.0518258-0.000176978j 0.0172354+0.00218142j -0.101774+0.000143768j 0.034479-0.000593386j -0.00558918-3.47185e-05j 0.0942671-0.0020427j 0.0955533+0.000969403j 0.043891-0.00232214j -0.0704912+0.00605743j -0.101942-0.000127754j -0.058433+0.00395431j 0.0478026+0.00185851j 0.0774528+0.000623845j 0.110288-0.00663691j 0.139764-0.00377804j 0.0879055+0.000176608j 0.101691+0.0011827j 0.0725076-0.000914386j 0.127742+0.00371098j -0.0184401+0.00132141j 0.0182554-0.00178701j -0.0748713-0.00115244j -0.0316044+0.000252759j 0.060129-0.00159558j -0.03001-0.00311251j -0.0568183-0.00246158j 0.11281+0.00161152j -0.013202+0.00187605j -0.0687124+0.00533001j -0.0416907+0.000832732j 0.012568-0.00183314j -0.0283784+0.00249014j 0.00927714-0.00482574j -0.028487+0.00237522j 0.000247049+0.00135152j 0.0170305-0.00232038j -0.0211904-0.000287997j 0.00752613+0.00051431j 0.0173252+0.00402865j 0.00846575-0.00186676j 0.0314575-0.000880716j -0.0148307-0.00187674j 0.0304932-0.00403922j -0.0153042-0.00234957j 0.00639594+0.000335354j 0.0137423-0.000724575j 0.00222331-0.00229885j 0.00954588-0.000939861j 0.00772556+0.00342979j 
-0.0307929+0.000426609j 0.0187729+0.00248656j 0.0477991+0.00321608j -0.0114877+0.00204925j -0.0224023+0.00422774j -0.0212568-0.00266321j 0.000961519-0.000585712j 0.099451+0.00122322j 0.121637-0.00253336j 0.10261-0.00271919j -0.107787+0.00100898j 0.156796+0.00896089j -0.0436073-0.00673524j -0.154044+0.00211832j 0.199865+0.000968847j -0.0191013+0.000319315j 0.0882047+0.00496789j -0.0936564+0.00570245j 0.0981483-0.00282076j 0.0425438-0.000811022j -0.0134622-0.000900237j 0.00681366+0.00264415j 0.0164539-0.000928253j -0.0129906+0.00245077j 0.0258734+0.00799204j 0.0047415-0.000137402j -0.12337-0.00192502j -0.012657-0.000787463j -0.0372985+2.51969e-16j -0.010804-0.0036766j -0.0734763+0.00182009j 0.0377548-0.00596627j 0.0656661-0.00035945j 0.0591224+0.00220142j -0.0151798+0.00216518j 0.0355065+0.00216366j -0.0731249+0.00369892j -0.0493904+2.11039e-05j -0.045616-0.00159046j -0.0423783+0.000976156j -0.0637365+0.00606858j 0.00609247-0.000543874j -0.0219316+0.00136093j -0.0173377-0.00377474j -0.0602612+0.00115564j 0.0219708+0.00310699j -0.0481561-7.52075e-05j -0.0784409+0.00464391j 0.0290495-0.00147129j 0.033503+0.00492797j -0.124292+0.00256667j -0.0578423-0.0011897j 0.0312152+0.00127872j 0.0300672-0.00252688j -0.0164617+0.00203625j 0.035004-0.000174967j 0.0555119-0.00340491j -0.0148081+0.00279823j 0.0982292-0.00044367j 0.0282018+0.000360474j -0.0312983-0.000869217j -0.0138577+0.00235575j 0.0664682-0.0030682j -0.011915-0.00250244j -0.0304577+0.000658211j -0.0346288+0.000774185j -0.00701069+0.00171315j 0.00927346-0.00208299j 0.00405044-0.00101213j 0.055874-0.00128605j -0.0193238-0.000343712j -0.0300096-5.73072e-05j -0.00375601-0.0022519j -0.00227457-0.0022476j -0.0095683-7.88395e-05j -0.0037825+0.00287954j -0.0147533+0.00267882j -0.0174168+0.00314434j -0.0348438+0.00209789j -0.0145598-0.000701415j -0.0403428+0.000689833j -0.0122782-0.000542869j -0.00549968+0.000378476j -0.0279325-0.00543122j 0.0442911-0.00265697j -0.00224003+0.000952015j -0.00895106+0.00201219j 0.033523+0.00126581j 0.0184744+0.00264146j 0.021988+0.00380805j 0.0158284-0.00363099j -0.00115858+0.000727116j 
-0.0286528+7.78933e-05j 0.0208649+0.00411154j 0.0100986-0.00115634j 0.00783695+0.00110654j -0.0320887-0.00552287j 0.0179008+0.00478617j 0.0348991-5.60887e-05j 0.0322675+0.00156191j 0.0440908+0.00373237j 0.0716115+0.00592857j 0.0524835+0.00418367j -0.0497732-0.00140831j -0.0536316+0.0020626j 0.0827934+0.000920549j 0.112627+0.00153986j 0.093745+0.00333116j -0.0107192+0.000771208j 0.0533252-0.000281929j 0.101275-0.000307718j -0.00673677-0.00347604j 0.00885658-0.00434114j 0.0783356+0.00390702j -0.00451763-0.000319032j -0.00382301-0.00202632j -0.0522429+0.000934135j 0.0342757+0.00428187j -0.00349206-0.00203384j -0.0655567-0.00208798j -0.010804+0.0036766j 0.0129827+4.26742e-16j 0.00452261-0.00153161j 0.0459548+0.00357078j -0.00792403+0.00421898j 0.0238861+0.000235231j -0.0118717+0.00144585j 0.0151374+0.000228369j -0.0149504+0.00223439j 0.00738424-0.00123664j 0.068638-0.000943641j 0.00109345-0.00228049j -0.0833221+0.00181567j -0.0328809-0.00143675j -0.0256845+5.18569e-06j 0.0282558-0.00153195j -0.000841619-0.00558846j -0.0337138-0.00122796j 0.00324647+0.00459521j 0.0302571+0.000745311j -0.0469338+0.00114373j 0.139835-0.00506761j -0.0622984-0.00351151j 0.151294-0.00219865j 0.0372222+0.00177562j -0.0409011+0.00151644j -0.0933078-0.00260294j -0.216163+0.00318409j -0.0833124+0.00162947j 0.100004-0.00335232j 0.0325138+0.00372159j 0.0209965+0.00207371j 0.0226825+0.000991012j 0.0055071+0.00311924j 0.111468+0.000663273j -0.00847091+0.000971422j -0.0254718+0.000466394j -0.0129275-0.000248506j -0.00562683+0.000491052j -0.00801077+0.00265052j -0.0223249+0.000318995j 0.0823223-0.000651694j -0.0307454+0.000999999j -0.0292185-4.18869e-05j 0.00332335-0.00173604j 0.00174407+0.00149194j -0.00514491-0.00122655j 0.0206698-0.00430008j 0.0220261-0.00153768j 0.061113-0.000689339j 0.011034-0.00174723j -0.026228-0.000663279j -0.00971388-0.00406986j -0.0382672-0.00278679j -0.00379627-0.00216697j -0.0226463+0.00727122j -0.0096813+0.00308282j 0.0326206-0.00324844j 0.00465658+0.00206627j -0.0114849-0.00471333j 0.0353659+0.00133894j -0.0199952+0.00325032j 0.0238546+0.000434363j -0.00527239+0.00654848j 
0.0295371+0.00447728j 0.0360859-0.00197858j -0.0148974-0.00178787j 0.0233935-0.00218765j 0.00466873-0.00120163j 0.00966894+0.00116509j 0.0134552-0.000131076j -0.0343484-0.000223416j 0.0275234-0.00424755j -0.0248691+0.00095534j -0.019069-0.000150081j 0.0479131-0.00216351j -0.0966774-0.00171575j -0.0282773-0.00078478j -0.0167745-0.00108798j -0.0108253+0.00126187j 0.032371+0.00167831j 0.00398209+0.000601581j -0.0506958-0.00258294j 0.0435987-0.00183104j 0.0136418+0.000562659j 0.00616142-0.0013428j -0.0963862-0.00040536j 0.0101964-0.00125052j -0.146445-0.00644567j -0.00511904-0.000621411j -0.0633386+0.001359j 0.0298021+0.00109273j -0.0734763-0.00182009j 0.00452261+0.00153161j -0.121508-3.91371e-14j 0.020611-0.00614803j -0.150266+0.000905903j -0.0606182-0.00163205j 0.194212-0.00758557j 0.029904-0.0071066j -0.0894547+0.00062479j 0.0192075+0.00177819j 0.0986197+0.00164975j 0.00707531-0.00074456j -0.0369532-0.000313795j -0.0125921-0.000745959j 0.0113188-8.69546e-05j 0.0572569-0.0016781j 0.0372889+0.00271308j -0.0751346-0.00296584j 0.0652211-0.000518056j 0.00281194-0.000966566j -0.0539905-0.00094272j -0.173984+0.00388953j -0.0121221+2.0749e-05j 0.0211482-0.00242549j -0.0528383-0.00046061j 0.220003+0.00086292j 0.0934664-9.98739e-05j 0.164357+0.00409655j -0.0970051-0.00542709j 0.0266297+0.00131113j 0.0638039+0.00488136j 0.178297-0.00130806j 0.19384+0.000563551j 0.178065+0.00249432j 0.313428-0.000269506j -0.0442866+0.00332282j -0.195686+0.00174714j -0.0748589-0.00104224j 0.0664246+0.00123941j -0.0380897-0.00105688j -0.0941878-0.00340291j 0.288949+0.00598422j -0.00820459+0.000339228j -0.0530194-0.00235146j -0.0588493-0.00116198j -0.00399315+0.00154987j -0.0599018-0.0024856j -0.0220783+0.000205225j -0.0432347+0.00105255j 0.0284949-0.000303749j 0.0096203-0.000881636j -0.0820253+0.00136192j 0.0388152-0.00307373j -0.0415141-0.00296033j 0.0220249-0.00153171j 0.0477841-5.78486e-05j 0.067832+0.0010828j 0.122317-0.00583931j 0.0314251+0.0102214j 0.0526387-0.00472301j 0.0559259+0.00108456j 0.00244898+0.00447623j 0.0567543-0.0093707j 0.0266268+0.0109109j 
-0.0192033-0.00239812j -0.0209809+0.000913196j -0.00337335+0.00435152j -0.0643595-0.00127259j -0.03958-0.00135487j -0.0416417-0.00236495j 0.0515658+0.00149695j 0.0261579+0.000847886j 0.0194068-0.000756039j 0.0484345+1.83318e-07j 0.0546454+0.000492791j 0.0129376-0.0011121j 0.093192+0.00165064j 0.0977763+0.0024625j 0.00729661+0.00144626j -0.0965417-0.00156063j -0.0534677-1.62669e-05j -0.112967+0.00272704j 0.0911635+0.000217772j 0.0701434-0.000939851j -0.0408875+0.00313838j -0.0640981+0.00560205j -0.0221718-0.00422264j 0.034765-0.00154764j 0.0191722+0.00201006j 0.0564233+0.00259646j 0.0354868+0.00421872j -0.0546671+0.00106682j 0.0377548+0.00596627j 0.0459548-0.00357078j 0.020611+0.00614803j 0.0516743-3.21791e-16j 0.0494757+0.00281236j 0.0346121-0.00169538j -0.0782721+0.00645428j 0.0137439+0.00435529j 0.00230962-0.000749985j -0.0235625-0.000638018j 0.0606851-0.00184573j 0.0232705-0.000217631j -0.0757343+0.00308901j -0.0287074+0.00283204j -0.017088+0.00163223j 0.0180469+0.0041993j -0.0683078+0.000903703j 0.102248-0.0023947j 0.0671032+0.000937496j 0.0230042+0.00132279j -0.0129229+0.00430579j 0.0955266-0.00363598j -0.0161182-0.00129167j -0.0680054+0.000627821j 0.00670917-0.000452653j 0.086066+0.0024795j -0.242744+0.00842641j 0.200923-0.0050998j -0.0217305-0.00142078j -0.0907293-0.0011871j -0.129254+0.00129087j 0.0152249-0.00340638j -0.0788213+0.00640557j -0.0502512+0.00118644j 0.110132-0.00120626j -0.0134199+0.00292658j 0.0547099+0.000821879j -0.000647546-0.000458942j -0.0507478+0.0016569j 0.00101618+0.00404177j 0.0161752-0.00195653j -0.0631878-0.00378295j 0.0328159+0.001512j -0.0106362+0.00179548j -0.029333+0.00409413j -0.00122959+0.00401463j 0.00593143-0.00309718j -0.0390093-0.00122441j 0.00749712+0.000974934j 0.0747473+0.00422944j 0.0322584+0.0013518j -0.0366318-0.00106697j -0.0129645-0.00407152j -0.0390109-0.00434357j -0.0358991-0.0002878j 0.0339692+0.00417213j 0.0394004-0.00163552j 0.0213997-0.00747029j 0.0345729+0.00300352j -0.0171611+0.000196716j -0.00690202+0.00808455j -0.0292228-0.000555895j 0.00328177+0.00183003j -0.0186794+0.003186j 
-0.0203565+0.000667612j 0.0258342+0.00175636j 0.0570975-0.00527832j 0.0715477+0.00176404j -0.00689512+0.00342224j -0.0801136-0.000240584j 0.127864+0.000611151j -0.00611911+0.00178952j 0.107986+4.21811e-05j 0.0729632+0.0008473j 0.00998277-0.00646426j -0.177784-0.000681511j -0.0446328+0.000576712j -0.0781048-0.000458209j -0.0472973+0.00108877j 0.0275903-0.000792098j 0.0820227+0.00084234j -0.0581481-0.00205543j -0.0100052+0.00897894j 0.100171-0.000967314j -0.0531548-0.00335332j -0.0688915+0.000681921j -0.0920828-0.00549462j 0.0110461-0.00269287j 0.00541929+0.00698621j 0.166516+0.00990756j 0.00496253-0.00115792j -0.0988322-0.000162146j 0.0656661+0.00035945j -0.00792403-0.00421898j -0.150266-0.000905903j 0.0494757-0.00281236j -0.0361555-1.70935e-14j 0.0485577-0.000771243j 0.0872259+0.00156418j 0.0325987-0.000660106j -0.131389+0.000694963j -0.00690733+0.000495233j 0.0549846+0.000656696j -0.0743638-0.000716866j 0.0653172+0.00094942j 0.00977323+0.00238091j 0.0101805+8.81095e-05j -0.0187619-0.00191428j 0.0708401-0.000685255j 0.0147008+0.000660973j -0.152881+0.00285956j 0.00138994+0.00371539j 0.0583897-0.000760241j 0.0162902+0.00349466j -0.013701+0.00310446j 0.039785-0.00367591j -0.0341059-0.000867753j 0.0150848-0.00135984j 0.0228379-0.002784j -0.0462301-0.000734826j 0.0570645-0.00346606j -0.136499-0.00760148j 0.0443169+0.00213027j -0.0246314-0.000993365j -0.100629+0.00352623j -0.0551675+0.00492179j 0.410511-0.00182446j 0.0723575+0.00255093j 0.0913978+3.73921e-05j 0.0311406+1.89634e-05j -0.128228-0.000422451j 0.036688-3.50125e-05j 0.0483588-0.000419367j -0.105077-0.0023418j -0.00217539-0.000299902j -0.0252453+0.00109195j 0.00162071+0.00167878j 0.00540441-0.000765703j 0.00382264+0.00277154j 0.0227009-2.72911e-05j -0.0164754-0.000747824j 0.0480325+0.00190691j 0.0413973+0.00232237j -0.0166344-0.00227501j 0.0260375+0.00153904j -0.00868438-0.0020474j -0.0247833+0.00174406j 0.0103164+0.00208583j -0.0239936+0.00285563j 0.0199535-0.0027564j 0.0436381-0.00425542j -0.0538036-0.000657885j 0.0200249+0.00231116j -0.0418634-0.000234988j -0.000553979+0.006281j -0.0303612+0.00272869j 
