-0.106046-7.80626e-18j -0.0943699+0.00125706j -0.0550601-0.0981524j -0.00227289+0.0538728j 0.0125371+0.0168777j -0.0163919+0.0624276j -0.0256339-0.0369691j -0.0183573+0.0536643j 0.00633346-0.0235883j -0.0102557-0.0543232j 0.00162471-0.0310063j 0.0523692-0.0205289j 0.0273241+0.0399977j -0.0501302+0.00373818j 0.00450253+0.0205688j -0.053726-0.0616092j 0.0062684+0.0174021j -0.0108608-0.0192824j -0.00331782-0.0294907j -0.00148749-0.0035605j -0.0234381+0.0177473j 0.0390705+0.0395852j 0.00981739+0.00757256j -0.0317399-0.00809944j -0.0377919-0.0165397j -0.0248989+0.00591701j -0.0160222-0.00481787j -0.012811+0.00379955j 0.0463386+0.00928187j 0.00955472-0.0112743j -0.0139215+0.00456403j -0.0442956-0.0140139j 0.0497844+0.0233699j 0.0301125+0.0160578j 0.0571327+0.0158854j 0.000562254-0.0104142j 0.00955476-0.0206968j 0.00759736+0.118335j -0.056883+0.0413209j 0.00921016-0.0198109j 0.0523529-0.0477257j 0.0174426-0.0241332j -0.101125-0.0447564j 0.0614962-0.0221705j 0.00416227+0.0224167j -0.00755481+0.0109833j -0.00425806-0.0540883j 0.037724+0.0286811j -0.0391188-0.0175323j -0.0144959-0.00559184j 0.0187967+0.00667527j -0.00535018+0.029137j 0.0562182-0.0360992j -0.00228345-0.0108845j 0.114263-0.143717j 0.0251993+0.0714479j 0.0170027+0.0506028j 0.0165854-0.0573951j -0.102576-0.104476j -0.0694355-0.165007j -0.100529+0.254117j -0.283704-0.16669j 0.0361825-0.0287894j -0.00753355-0.0108352j 0.00534579-0.000513509j -0.0491676+0.025762j -0.0363422-0.0768066j -0.270615-0.032808j 0.0587235+0.0264715j 0.0961612-0.0304013j 
0.0523692+0.0205289j -0.0114806-0.0232486j 0.0445285+0.050864j 0.0160337+0.0616639j -0.016588-0.0313913j -0.0234978+0.00889085j -0.00837174+0.0495401j -0.0270257+0.0639032j 0.125267+0.051542j -0.0397117-0.0626523j -0.0369668-0.0395998j 0.0166321+2.80678e-15j -0.00441729-0.0109804j 0.0914499-0.000623455j -0.00791124-0.104095j 0.0561496+0.0417019j -0.0393121-0.128196j 0.00467223+0.0510738j -0.0512725+0.00986504j -0.0102621+0.0242514j 0.0222029+0.0556076j 0.0110058+0.0106854j 0.0271797-0.0618308j 0.0455404+0.0674402j 0.0146139+0.0592875j -0.00572766-0.11073j 0.00898519-0.0758637j 0.0823925-0.0403315j -0.0234897-0.0492584j -0.0944305+0.0779869j 0.00878842+0.0289877j 0.0822145-0.0220462j 0.0283111+0.0499228j 0.00832037-0.0829322j -0.166883+0.0313254j -0.162254+0.0137199j 0.0192533+0.0311537j -0.0461761-0.145464j 0.00941066-0.0149994j -0.07278+0.034556j -0.0755505-0.051011j -0.0690904+0.0173452j -0.0264378+0.130267j 0.0632473+0.0314591j 0.0257306+0.0154258j -0.0347412-0.00942946j 0.0390776+0.0423643j -0.00149671-0.0239265j 0.00350163+0.0258273j 8.70377e-05-0.0313501j -0.037337+0.0444648j -0.0209848-0.0117606j 0.029248+0.0814944j 0.00853425+0.0263155j -0.14114-0.014176j 0.0526911+0.0421257j 0.0447261+0.0539576j -0.166394+0.116037j -0.0886379-0.0646679j 0.133562+0.127826j -0.0565431+0.105151j -0.032504+0.0842221j -0.0527335-0.0619251j -0.0692263+0.0110908j -0.0871613-0.0118865j 0.0133752-0.0252771j 0.0899972+0.0769757j 0.0717493-0.131756j -0.0517924+0.0519143j -0.0134272+0.114451j 
0.0273241-0.0399977j -0.00950819+0.0125141j -0.0130102+0.0313166j -0.0429828+0.0395512j 0.0407122+0.0255022j 0.00622152+0.00154923j 0.00655912+0.00110833j 0.0222927+0.0186525j 0.0126085+0.0241075j -0.032295-0.0137935j -0.0808769-0.00978098j -0.00441729+0.0109804j -0.0799977-2.34535e-15j 0.0323003-0.0368818j -0.0352944-0.044224j 0.0289009-0.0798513j 0.0299849-0.0256424j 0.0319561-0.0483397j -0.0790122-0.0707292j 0.0413573-0.0216515j -0.0415556-0.0671626j 0.0108808-0.0622911j 0.00226111-0.0878242j -0.068119+0.0714358j 0.0319086+0.0907828j 0.0316498-0.0336801j -0.0304361+0.188515j -0.0752694+0.0303474j 0.0872296-0.0336686j -0.00287466+0.104665j 0.0302271+0.0506758j -0.107106-0.0993283j 0.0651783-0.105435j -0.0644032+0.0781823j -0.141321-0.0227334j -0.0173662+0.0184726j 0.0476858-0.197664j -0.0897336-0.122916j -0.0356913-0.105316j -0.0481327+0.0146358j -0.116652+0.116983j -0.0769887+0.0734412j 0.0213452+0.079884j 0.0104864+0.0109905j -0.0490415-0.147484j -0.0484936+0.0216065j 0.00718478+0.0528028j -0.0423718+0.0860568j -0.0439181-0.071326j 0.0120114+0.0194613j 0.126177-0.169137j 0.0691231+0.0316905j 0.0295368+0.00567007j 0.121581+0.0129848j 0.0855519+0.034302j 0.0126756+0.0516992j 0.0226994+0.0530415j -0.0412601+0.0525131j 0.0496716+0.0130162j 0.103507-0.0896075j 0.0809557-0.144681j -0.200506+0.0195561j -0.133889-0.0243206j -0.0129892-0.0906177j 0.0317855-0.040079j -0.0702389+0.109513j 0.00572948+0.237602j -0.0645014+0.0657486j 0.169954+0.000331999j -0.0340083-0.0944351j 
-0.0501302-0.00373818j -0.0223566-0.0444782j -0.0144338+0.0391319j -0.0492886-0.0718091j 0.0469845-0.153364j -0.0504681+0.0586139j -0.0352455-0.0371786j -0.0472308+0.0365616j -0.0239003+0.0642028j -0.0676974+0.0345897j 0.0554167+0.0109204j 0.0914499+0.000623455j 0.0323003+0.0368818j -0.00765283+3.46945e-16j -0.00763264-0.0747837j 0.00685682-0.0205052j 0.079433+0.0637434j -0.00901027+0.00984968j -0.0112983-0.0514823j 0.127178-0.00793461j -0.0239329+0.0140134j -0.0557581+0.00760911j 0.0562573-0.0545073j -0.0254701+0.0348424j -0.0953894-0.0561636j 0.0752668-0.0583943j -0.0565162-0.0571933j 0.0441513-0.163956j -0.0441776+0.0387354j -0.0565636+0.0637865j -0.000676375-0.0690784j -0.00699819+0.152662j 0.00479637+0.0446019j -0.0629919-0.0273952j 0.0144489-0.039448j 0.120276-0.169258j 0.0616541+0.137257j 0.00680608-0.0265884j -0.0334125-0.111162j -0.0121232-0.0374745j -0.127966+0.0498184j -0.0718261+0.0399411j 0.0618016+0.0496564j -0.0135343+0.0628076j -0.122648-0.0262283j -0.0276133+0.0192925j 0.156145-0.0786715j -0.00127725+0.0111989j -0.1209-0.0695812j 0.112804-0.0234089j 0.0710648+0.0316623j -0.0186951+0.0204178j -0.0826688-0.00836335j -0.0387019+0.0110441j 0.00367477-0.00440775j -0.0623785+0.115418j -0.0238613-0.0214597j 0.0185728-0.0273626j -0.0309812-0.0413952j -0.0294435-0.133968j 0.0255582+0.0814659j -0.0376159+0.0623247j -0.017726+0.0348188j -0.00943933-0.0487531j 0.10921-0.0508369j -0.0411689-0.0644782j 0.0235711+0.0227565j -0.0895561-0.0887842j -0.0290745-0.0709761j -0.057097-0.00322843j 
0.00450253-0.0205688j 0.0182268+0.015622j 0.0282553-0.0375119j -0.0596589-0.0155895j -0.0680322+0.0802199j 0.00743829-0.0177997j 0.0179622+0.0416073j 0.00369868+0.0811572j 0.00825832+0.00967251j 0.103397+0.00874958j -0.0163183+0.0452594j -0.00791124+0.104095j -0.0352944+0.044224j -0.00763264+0.0747837j -0.0276323-9.50628e-16j -0.0744604+0.0624903j 0.073532+0.0314245j 0.0158291+0.00867278j 0.0108804-0.0336854j -0.119742+0.017292j -0.0370116+0.0691039j 0.124156-0.00285151j 0.00555934-0.015905j 0.0104352-0.00233266j -0.151168-0.0646855j -0.0463384-0.0594518j -0.0623525+0.0403638j -0.0706388-0.00261076j -0.0320342-0.0357915j -0.0670506+0.0813867j 0.0266674-0.0792066j 0.170788+0.0703418j -0.0624213-0.0320599j 0.060433+0.00943778j 0.00100792+0.0590141j 0.0902494-0.0208187j -0.055998-0.15253j 0.00918073+0.0768196j -0.0149786-0.074637j -0.0329872-0.00240956j 0.0441361+0.0179454j 0.040704+0.0482446j -0.0315887-0.0863482j -0.0140922+0.0432664j -0.0637858-0.0606102j -0.0441091+0.0124516j -0.0346835+0.0342901j 0.0603241-0.0534318j -0.148288-0.00728714j 0.0203169-0.0299941j -0.0599684+0.0483205j 0.00706235+0.174631j -0.0738447-0.0652073j 0.0961687-0.0104535j 0.0118042+0.0433239j -0.0962463+0.0251501j -0.016879-0.0154253j -0.0520607+0.0522743j -0.068056-0.0779648j 0.0227421-0.0612895j 0.0898211+0.0925777j 0.0379432-0.0454009j -0.0712746+0.0520398j -0.0630347+0.0313051j -0.029444+0.0227615j 0.0395554+0.0500601j -0.146215+0.118204j 0.204657+0.093407j -0.0579162+0.129245j 0.0897616-0.00585358j 
-0.053726+0.0616092j 0.0692432+0.0126489j -0.0423672-0.0449j -0.0613435-0.00297171j -0.00757538-0.0881246j -0.0240172-0.0639183j 0.0258931+0.0124054j 0.0163075+0.0497622j 0.00588905+0.0444842j -0.0463065+0.0335636j -0.0229979-0.0274823j 0.0561496-0.0417019j 0.0289009+0.0798513j 0.00685682+0.0205052j -0.0744604-0.0624903j 0.0313718-3.13638e-15j 0.0171481+0.032136j 0.0882754+0.0387445j 0.0165288-0.0515799j 0.10328-0.00274967j 0.0362719-0.0498326j 0.0254123+0.113424j 0.0514953+0.0118777j -0.0735132-0.0140911j 0.01779-0.0825662j 0.00219689+0.0425813j 0.00365745-0.0814129j -0.108978+0.0827292j -0.00135918-0.016973j 0.0635311-0.0221547j -0.0220263+0.001232j 0.0978478-0.071955j -0.110044-0.133102j 0.0473651-0.0759258j 0.063903+0.0462733j -0.0671588+0.103051j 0.144373-0.0311279j -0.0143294-0.102726j 0.156805-0.0770217j 0.027323+0.00855485j 0.0684115-0.066721j 0.0114176-0.0279941j -0.0801563+0.00878685j -0.0340315-0.119668j -0.0631505+0.0653472j -0.0510151-0.0570392j 0.0651838+0.0560635j 0.0474486-0.0160019j 0.0681674-0.0187996j -0.0812654+0.0566653j -0.0732023-0.00617927j -0.0079774-0.14949j 0.0159188-0.00932095j -0.182308+0.109316j 0.0294225-0.0183759j -0.0716377-0.0129822j -0.0237069+0.0617426j -0.0575586-0.0947999j 0.130736-0.105822j 0.0843578-0.138599j 0.0878688+0.0496582j -0.00667208+0.109399j 0.0097439-0.030018j 0.0114018+0.104689j -0.0540536+0.149613j -0.0734763+0.00409206j 0.105593+0.0627886j -0.0570664-0.0366375j -0.0679957+0.0318389j -0.0389671-0.0904724j 
0.0062684-0.0174021j 0.00263945-0.0412699j -0.0596179+0.10841j -0.0114003-0.0595628j 0.0395347-0.0214873j 0.0404207-0.00438644j 0.0446875-0.0440009j 0.037855-0.00987725j 0.00961393+0.178108j -0.0217032+0.133452j -0.066357+0.0599291j -0.0393121+0.128196j 0.0299849+0.0256424j 0.079433-0.0637434j 0.073532-0.0314245j 0.0171481-0.032136j -0.03955+2.31759e-15j 0.0135082+0.0216321j 0.0690841-0.0565355j 0.104817+0.0164671j 0.0510873+0.0407304j -0.0909498-0.0180362j 0.0150133+0.0915421j 0.0571474+0.0116877j -0.0045175-0.0138476j -0.0174905-0.0179318j -0.0657575+0.0732363j -0.0220099-0.0750125j 0.0762169-0.00331378j 0.021713-0.0231106j -0.058225+0.115897j 0.00141195-0.00366493j -0.0421428-0.11178j -0.0430465+0.0383021j 0.0224107+0.0030675j 0.113265+0.038815j 0.0263331+0.0444857j -0.00723499-0.104821j 0.036193+0.0867237j 0.0672072-0.0379407j -0.0568011-0.0107519j 0.0252882+0.0480657j -0.0275937+0.0175941j -0.00449877+0.0357599j 0.079856-0.00516276j 0.0681298-0.0522738j -0.0260554-0.0266577j -0.0500678-0.0945585j -0.0514141+0.0229431j -0.0541157-0.0580972j -0.0180761-0.00922492j -0.0139031+0.0963723j -0.0141373+0.0417938j 0.0990766-0.173736j -0.160158+0.0601642j -0.211756-0.0333113j -0.0373541-0.069777j -0.00793956-0.0134922j 0.0319908-0.0365543j -0.0021152+0.0669897j -0.0107287+0.0105057j -0.15019-0.0242325j -0.0388188-0.0039022j -0.0778904+0.0929846j 0.0762297+0.0104923j 0.0211796-0.00674835j 0.0119096-0.0511736j -0.156119-0.0491111j -0.038264-0.0387745j -0.0972595+0.0560104j 
-0.0108608+0.0192824j -0.0140537-0.00422151j 0.00204334-0.0121924j 0.0307725-0.0580263j -0.00984837-0.0878178j 0.029886-0.0355847j 0.0284726-0.00475898j 0.0226332-0.0774583j 0.027056-0.113651j 0.0272847-0.0410104j 0.0198396-0.0425688j 0.00467223-0.0510738j 0.0319561+0.0483397j -0.00901027-0.00984968j 0.0158291-0.00867278j 0.0882754-0.0387445j 0.0135082-0.0216321j 0.0744629-3.74006e-15j 0.0323177-0.0108761j 0.0369352-0.00193244j 0.0548262-0.048176j -0.0479778+0.00384623j 0.0659111-0.00243502j -0.0204954+0.0936609j 0.0516054-0.0991673j 0.0028648+0.0730287j -0.0661098+0.0447516j 0.0315971-0.0408184j 0.00163615+0.0724165j -0.0230309-0.141612j 0.0295389+0.0817864j -0.0944874+0.0120673j -0.157724-0.169311j 0.0650767+0.0248564j -0.13468+0.0649948j -0.004385+0.116077j -0.0507897-0.0034757j -0.0282004-0.0396038j 0.00125698-0.0195237j 0.0303146+0.0817025j -0.0346803+0.023516j -0.0132401-0.0355822j -0.0316434-0.0568829j -0.0623061+0.0223195j -0.0098985+0.00328623j -0.0518596+0.00582289j -0.180254+0.0377071j -0.0714136-0.0695287j 0.0316173+0.0400934j -0.0115902-0.0320719j -0.0281624-0.0261536j -0.0207141+0.0844477j 0.101024-0.0257119j 0.0433127+0.00426867j -0.0303645-0.0408511j 0.0440066+0.0045385j -0.0277646-0.0864846j -0.0855062+0.0563353j -0.0621173-0.0891403j -0.0263203-0.0382534j 0.0440946-0.0172442j -0.0185187-0.155685j 0.0825353-0.0798352j -0.047265-0.0312005j -0.0525001+0.00344735j 0.133168+0.0566419j -0.059072+0.062282j 0.16824-0.0886943j -0.0744888-0.0229837j 0.0502218-0.00421742j 
-0.00331782+0.0294907j 0.00162059+0.0475336j -0.0238203+0.0148617j 0.0525832-0.00039209j -0.00523903-0.0213151j 0.0676375-0.0221404j 0.0423801+0.000545082j 0.0133742-0.0660665j -0.0464382-0.0613652j -0.0077711-0.107742j -0.0060921-0.0266535j -0.0512725-0.00986504j -0.0790122+0.0707292j -0.0112983+0.0514823j 0.0108804+0.0336854j 0.0165288+0.0515799j 0.0690841+0.0565355j 0.0323177+0.0108761j 0.00585492-5.70377e-15j 0.0253244+0.0423757j -0.089167-0.100752j 0.0053938+0.0715998j -0.0641948-0.0734147j 0.0056745+0.0854123j -0.0220083-0.0299885j -0.101024-0.121351j -0.0321285-0.0740517j -0.0579331+0.000678702j -0.0352311+0.0746145j -0.0230364-0.0331522j 0.116193-0.074187j -0.0109478+0.132352j -0.0185872-0.117461j 0.0124119+0.0318712j -0.0137525+0.0940289j -0.0191191-0.124505j -0.0637722+0.121965j 0.0370768+0.0525788j -0.00143012-0.0712422j 0.0562747+0.00172932j -0.0686087+0.0142792j -0.0594632-0.0610481j -0.039076+0.01826j -0.0305066+0.0209221j -0.158199-0.0175783j -0.0795471+0.023772j 0.00564823+0.0158392j 0.132487-0.0177749j -0.142636-0.00416722j 0.028703+0.00715288j 0.0418513-0.0939171j -0.137318-0.0591953j 0.0640453+0.0378087j 0.075126+0.000130342j 0.00993764-0.0301804j 0.0368341-0.033829j 0.0490121-0.125083j -0.0500737+0.0188354j -0.0362891+0.0884858j 0.0189699+0.0706562j 0.0380245-0.0870519j 0.0129358+0.0257214j -0.0108816+0.0319695j -0.0689141+0.264047j -0.0078569-0.0949817j -0.0343099+0.0106844j 0.0333245+0.0165452j 0.0860063-0.0508966j -0.0274533+0.0127734j 0.0181087-0.0529658j 
-0.00148749+0.0035605j 0.0222651-0.029572j -0.0197377+0.0188314j 0.0149024+0.0514954j -0.00333344-0.130082j 0.0515744-0.0198008j 0.104964-0.101275j -0.0953904+0.0664458j 0.0671962-0.0308771j 0.0459254-0.0163676j -0.119264-0.0112939j -0.0102621-0.0242514j 0.0413573+0.0216515j 0.127178+0.00793461j -0.119742-0.017292j 0.10328+0.00274967j 0.104817-0.0164671j 0.0369352+0.00193244j 0.0253244-0.0423757j 0.0666157-1.08941e-15j 0.0698463-0.00360881j 0.00272392+0.0138674j 0.00139186+0.0158068j 0.045728-0.0182513j 0.0474174-0.0354303j 0.0100793-0.00422208j -0.00292097+0.00713802j -0.0452069-0.0668706j 0.140442+0.00864934j -0.0126036+0.0225334j -0.0441982-0.10244j 0.0479689-0.0350191j 0.0524683+0.132019j 0.153042-0.0233034j 0.0337846+0.0562194j -0.074903-0.0200428j -0.0701475-0.0181909j -0.0931285+0.0822321j 0.0450495-0.000485306j 0.0685421-0.00693392j 0.0702709-0.114942j -0.00295472-0.0316916j 0.0057106+0.122451j 0.0117058-0.0544891j -0.0898755-0.0519173j -0.0178076-0.0371882j -0.0587289+0.0528286j -0.0915275-0.0367106j -0.0238008+0.0111072j -0.0333434-0.0669521j 0.0216017+0.0155318j -0.0183583-0.0139079j -0.0124224+0.00585279j 0.0120524+0.147007j 0.00959128-0.00242098j -0.0580086+0.053537j 0.109323+0.0357697j -0.202441+0.049393j 0.0506581-0.123335j -0.0199184+0.155157j -0.0221027-0.0381841j -0.307232-0.0588785j -0.0386374+0.00255507j -0.101673+0.0723996j -0.0196025-0.0652362j 0.0604557+0.0181561j 0.0656178-0.0623289j -0.401895-0.0481038j 0.118775-0.08614j -0.165524-0.00243934j 
-0.0234381-0.0177473j 0.002745+0.00429434j 0.0565162+0.00549168j 0.0501163+0.0142237j -0.017477-0.0516666j 0.00551393-0.0170917j -0.00489802+0.0112805j 0.0117072+0.0835877j 0.0450136-0.00761827j -0.0308578-0.0757666j 0.0150983-0.0672171j 0.0222029-0.0556076j -0.0415556+0.0671626j -0.0239329-0.0140134j -0.0370116-0.0691039j 0.0362719+0.0498326j 0.0510873-0.0407304j 0.0548262+0.048176j -0.089167+0.100752j 0.0698463+0.00360881j -0.0994125-8.70831e-14j 0.0533598+0.0561154j -0.0606816+0.00175363j 0.00447624-0.0156122j 0.0622028-0.00147168j 0.0431905+0.0138797j 0.0579116+0.0222055j -0.0185379+0.0949568j 0.0429978-0.00595804j 0.143744+0.0495461j 0.0582638+0.0382769j 0.144831+0.0788207j 0.115991+0.0144991j 0.0494182+0.0713307j 0.0187105+0.000472838j 0.0759947+0.0397813j 0.0315179-0.119311j 0.0982485-0.0768721j -0.0148769+0.000845322j -0.0304034-0.0129144j 0.0418491-0.0563577j 0.0345922+0.0752409j -0.0195755-0.0152625j -0.00984602+0.0595726j 0.052749+0.0176386j 0.0124554-0.0107608j 0.0536705+0.0759965j -0.0104102-0.111158j -0.0424358-0.0298962j -0.103966-0.0230571j 0.0284231+0.190602j 0.0283871-0.0196652j 0.0378067+0.059913j 0.113634-0.135033j -0.040795-0.0934692j 0.0469947+0.0321228j 0.0870077-0.0324249j -0.1097+0.0741722j -0.0125771-0.044768j -0.00645003-0.00891768j 0.0251811+0.0483406j -0.00174823-0.0417201j 0.0190087-0.0467963j 0.0101954+0.0123357j -0.0388371+0.0272329j -0.115911+0.0234804j 0.0666627+0.0856841j 0.0596522-0.075253j 0.0146139-0.0207011j -0.00986395+0.0212636j 
0.0390705-0.0395852j -0.0555177-0.0241047j 0.00711137-0.0353437j 0.057455-0.0646905j -0.0111851+0.0181973j 0.041787-0.0665258j -0.0208352+0.0142853j -0.00447853+0.0545399j 0.0407207+0.110099j -0.0231765+0.0109474j -0.0842012-0.106108j 0.0110058-0.0106854j 0.0108808+0.0622911j -0.0557581-0.00760911j 0.124156+0.00285151j 0.0254123-0.113424j -0.0909498+0.0180362j -0.0479778-0.00384623j 0.0053938-0.0715998j 0.00272392-0.0138674j 0.0533598-0.0561154j -0.134277+1.52586e-14j -0.0665382-0.00852888j 0.0860285+0.016583j -0.0879228+0.0847892j -0.119041+0.0398712j -0.0033987-0.0949074j 0.0865459-0.0343174j -0.0278+0.104225j -0.141403-0.12697j 0.0292486+0.0167915j -0.0239778-0.0150965j -0.0661007-0.0446696j -0.0410534-0.025244j 0.0258253-0.0281379j 0.0464752-0.00377377j -0.0591643+0.00617223j 0.032341+0.0573462j -0.0553333-0.0282628j 0.0401242+0.0689216j -0.000923281-0.0451319j -0.0175434-0.0881984j 0.0397462+0.0493467j 0.0851262+0.0693738j -0.0483981-0.0131329j 0.0434513+0.0554079j -0.023889+0.00668564j -0.0916523-0.0328854j -0.0203669-0.025335j 0.01819-0.0595192j 0.0175997+0.00920545j 0.00974411+0.0174637j -0.0184092-0.0325817j 0.073855-0.0272028j 0.141151-0.0370636j 0.0885707-0.00771582j 0.02979-0.0109386j 0.0753628-0.0242847j -0.0200197-0.0912037j 0.055345-0.175482j -0.0402603+0.040997j 0.146293+0.0545769j 0.0622487-0.162803j -0.0294298+0.0462567j 0.056399+0.00347991j 0.0590752-0.00806346j -0.0786624+0.0451666j 0.135086+0.0543487j 0.0497064+0.0210025j 0.121037+0.0138989j 
0.00981739-0.00757256j 0.00326285-0.0260553j -0.0119182-0.0725717j -0.0481385-0.0613787j -0.0452547+0.0313194j 0.00748004-0.0258741j -0.0571921+0.0761534j -0.0650261-0.181556j 0.0401889-0.0043076j -0.0207305+0.14475j -0.0860555+0.0914648j 0.0271797+0.0618308j 0.00226111+0.0878242j 0.0562573+0.0545073j 0.00555934+0.015905j 0.0514953-0.0118777j 0.0150133-0.0915421j 0.0659111+0.00243502j -0.0641948+0.0734147j 0.00139186-0.0158068j -0.0606816-0.00175363j -0.0665382+0.00852888j -0.0721326+1.76074e-14j -0.0603974-0.028581j -0.157651-0.00541955j -0.0399112-0.0208613j -0.00786158-0.0569264j 0.148001+0.00198715j 0.0299429-0.00793669j 0.0028671+0.0114567j -0.0812847+0.0224414j -0.0405657+0.0395756j -0.0975126+0.129952j -0.0650168-0.0938225j 0.00487647+0.122159j -0.0725215-0.10779j 0.120532-0.0157832j -0.112133+0.159335j 0.0389131+0.105461j -0.0765681-0.0104997j -0.0289491+0.0484532j -0.0214793-0.0932299j -0.0079981-0.0854044j -0.0199099-0.0249822j 0.157936-0.0398921j 0.00236041+0.0638931j 0.0762919+0.0414185j 0.0172129+0.0320559j -0.0604905+0.00443744j 0.0635636-0.0492125j 0.0172116+0.0439621j -0.00418538-0.0209613j 0.0101899-0.0771606j 0.0327103+0.00444703j 0.00292998-0.0334281j 0.0532508+0.0340443j 0.00111491-0.0266714j -0.0606975-0.0764121j 0.054912+0.0197505j 0.0544609-0.0133243j -0.000604529+0.0236674j -0.0488042+0.0435103j -0.0392051+0.0298804j 0.106812+0.0433135j 0.0799433-0.111377j -0.0310436+0.0243598j 0.02108+0.0580105j 0.0437324-0.0570923j -0.0161311-0.0104935j -0.0159014+0.00334123j 
-0.0317399+0.00809944j 0.00821827-0.007406j -0.00501819-0.0250922j 0.00878845+0.00291365j -0.0651139-0.052606j 0.00574113+0.0559704j -0.0315282-0.00758617j 0.00548846-0.00933908j -0.0581451+0.0224322j -0.0880887-0.0494318j -0.0460458-0.0468099j 0.0455404-0.0674402j -0.068119-0.0714358j -0.0254701-0.0348424j 0.0104352+0.00233266j -0.0735132+0.0140911j 0.0571474-0.0116877j -0.0204954-0.0936609j 0.0056745-0.0854123j 0.045728+0.0182513j 0.00447624+0.0156122j 0.0860285-0.016583j -0.0603974+0.028581j 0.102564-5.46091e-15j -0.0867632+0.021616j -0.0409312+0.0954874j 0.0539849-0.0369907j -0.111948+0.00841642j -0.0455019-0.0274041j 0.0572658+0.00137453j -0.00238399-0.127603j -0.0769141-0.0961975j -0.0498945-0.0328806j -0.0654313+0.0791856j -0.00384305-0.00723219j 0.118249-0.105986j -0.0535304+0.0573695j -0.0415114+0.178247j 0.0110598-0.0893816j -0.0393068+0.105842j 0.0200035-0.0272888j 0.0192158-0.028654j 0.0139614+0.0283761j 0.033387-0.0129226j -0.0387854-0.0163403j 0.0865986-0.0713746j -0.0536181+0.0294667j -0.0679877-0.189955j -0.0197506+0.0348764j 0.0141829+0.0217344j 0.053796-0.14428j -0.0365062-0.0107645j 0.0257571-0.00875574j 0.0548145-0.102301j -0.0286471+0.156601j 0.00922466+0.148634j 0.0306767-0.0877926j -0.0634996-0.0276174j 0.0518828-0.017535j 0.0538934+0.0493525j 0.0727452+0.123868j -0.0195496+0.0115395j -0.000160712-0.0766574j 0.13788+0.0298635j 0.0640015-0.0593815j 0.151418+0.0299783j 0.0225201-0.0554835j -0.135144-0.017233j 0.0303666-0.000867952j -0.0572416-0.0349984j 
-0.0377919+0.0165397j -0.0139008-0.0292341j -0.0215105-0.0524377j -0.0003998-0.0402862j 0.0123249-0.010516j 0.0241951-0.0197102j -0.00375724+0.014275j -0.0193029-0.00745287j -0.0132897+0.0881335j 0.0872125+0.0209647j 0.0226596+0.0643944j 0.0146139-0.0592875j 0.0319086-0.0907828j -0.0953894+0.0561636j -0.151168+0.0646855j 0.01779+0.0825662j -0.0045175+0.0138476j 0.0516054+0.0991673j -0.0220083+0.0299885j 0.0474174+0.0354303j 0.0622028+0.00147168j -0.0879228-0.0847892j -0.157651+0.00541955j -0.0867632-0.021616j -0.00468743-9.76649e-15j 0.100028-0.0128973j -0.0338995-0.0649071j 0.121893-0.0202147j 0.0785222-0.0117362j 0.110907+0.00951719j 0.0416958-0.00889349j 0.0111514-0.0290343j -0.00863167+0.158109j 0.00314576+0.0209532j -0.194236+0.123581j 0.0855481+0.0205791j -0.173461-0.00766509j -0.0314213+0.0136449j 0.024716-0.0769572j 0.0590154+0.0386965j -0.0584796+0.0267438j -0.00949292-0.0583017j -0.107659-0.0917832j -0.135403+0.0193701j 0.0347922+0.0577469j -0.00501591-0.0369612j 0.00722835+0.030531j -0.0445638+0.040105j 0.0581931-0.0169286j 0.0663189-0.00165741j -0.032602+0.00572208j 0.09148+0.0558098j 0.0931201+0.0780416j -0.0117418-0.0415202j 0.0905237+0.0489304j -0.0339087+0.0632941j -0.0544416+0.0139669j 0.0045874-0.0460315j -0.0215116+0.0344507j -0.0540673-0.0683965j 0.0887568-0.068716j -0.0168083-0.0133668j 0.00243339-0.142634j -0.117596-0.0837364j -0.050027+0.0996737j 0.0549032-0.0512638j -0.00457559-0.0207407j 0.0378113-0.0590008j 0.00225982+0.00104074j 0.0199313-0.0240484j 
