-0.106046-7.80626e-18j -0.0943699+0.00125706j -0.0550601-0.0981524j -0.00227289+0.0538728j 0.0125371+0.0168777j -0.0163919+0.0624276j -0.0256339-0.0369691j -0.0183573+0.0536643j 0.00633346-0.0235883j -0.0102557-0.0543232j 0.00162471-0.0310063j 0.0523692-0.0205289j 0.0273241+0.0399977j -0.0501302+0.00373818j 0.00450253+0.0205688j -0.053726-0.0616092j 0.0062684+0.0174021j -0.0108608-0.0192824j -0.00331782-0.0294907j -0.00148749-0.0035605j -0.0234381+0.0177473j 0.0390705+0.0395852j 0.00981739+0.00757256j -0.0317399-0.00809944j -0.0377919-0.0165397j -0.0248989+0.00591701j -0.0160222-0.00481787j -0.012811+0.00379955j 0.0463386+0.00928187j 0.00955472-0.0112743j -0.0139215+0.00456403j -0.0442956-0.0140139j 0.0497844+0.0233699j 0.0301125+0.0160578j 0.0571327+0.0158854j 0.000562254-0.0104142j 0.00955476-0.0206968j 0.00759736+0.118335j -0.056883+0.0413209j 0.00921016-0.0198109j 0.0523529-0.0477257j 0.0174426-0.0241332j -0.101125-0.0447564j 0.0614962-0.0221705j 0.00416227+0.0224167j -0.00755481+0.0109833j -0.00425806-0.0540883j 0.037724+0.0286811j -0.0391188-0.0175323j -0.0144959-0.00559184j 0.0187967+0.00667527j -0.00535018+0.029137j 0.0562182-0.0360992j -0.00228345-0.0108845j 0.114263-0.143717j 0.0251993+0.0714479j 0.0170027+0.0506028j 0.0165854-0.0573951j -0.102576-0.104476j -0.0694355-0.165007j -0.100529+0.254117j -0.283704-0.16669j 0.0361825-0.0287894j -0.00753355-0.0108352j 0.00534579-0.000513509j -0.0491676+0.025762j -0.0363422-0.0768066j -0.270615-0.032808j 0.0587235+0.0264715j 0.0961612-0.0304013j 
-0.00228345+0.0108845j 0.0939209-0.0143017j 0.0878913+0.0348322j 0.0339921+0.0517376j 0.0476629+0.148226j 0.0333754+0.0866318j 0.0154658-0.00215013j 0.10703+0.0944093j 0.0247063-0.012401j 0.00558739+0.0483789j 0.00505099+0.0127338j 0.00853425-0.0263155j 0.121581-0.0129848j -0.0387019-0.0110441j 0.0961687+0.0104535j -0.182308-0.109316j 0.0990766+0.173736j 0.0433127-0.00426867j 0.075126-0.000130342j 0.0120524-0.147007j 0.113634+0.135033j 0.073855+0.0272028j 0.0327103-0.00444703j 0.0548145+0.102301j -0.0117418+0.0415202j -0.0629989-0.131494j 0.0683745-0.0352771j -0.0754224+0.0908619j -0.0169366+0.032108j -0.0194535-0.0219599j 0.020271-0.0522085j 0.0388065+0.00478527j -0.0363765+0.0274038j 0.056763-0.0105073j 0.070171+0.0462177j -0.0679214+0.0484668j 0.0127728-0.0396943j -0.00346558+0.0158069j -0.0646253-0.0326401j 0.0364747+0.0406057j -0.00762233+0.0677103j -0.0440152-0.0419945j -0.0548678-0.0161438j 0.0430539+0.0378897j 0.0623145-0.00525843j -0.392535-0.167268j 0.205324-0.00611804j -0.0406715+0.00538675j 0.0205048-0.0287584j -0.0149695+0.0464438j -0.0617359-0.0749031j -0.0197567+0.0543301j -0.000488606-0.123409j 0.13998-2.8616e-14j 0.0554461-0.00613502j -0.0410597-0.0409757j -0.0250422+0.0487376j -0.00126052+0.0192771j -0.0299292+0.00386405j 0.0151931-0.0294197j 0.0141721-0.0241591j 0.0203606+0.0151116j -0.0121002+9.64598e-06j -0.0110143+0.0187572j 0.0204437-0.00260864j 0.0381911+0.011082j 0.0293866-0.0181725j 0.0533893-0.0397273j 0.0138559+0.0170679j -0.013037-0.0121224j 
0.114263+0.143717j -0.0331742+0.0853744j -0.0787791-0.131477j -0.0876877+0.0651051j -0.0809589-0.00949952j -0.139774-0.0976502j 0.033013+0.0561549j 0.02876+0.0587257j 0.0528599-0.0325139j -0.124568-0.0066183j 0.0280451-0.0237562j -0.14114+0.014176j 0.0855519-0.034302j 0.00367477+0.00440775j 0.0118042-0.0433239j 0.0294225+0.0183759j -0.160158-0.0601642j -0.0303645+0.0408511j 0.00993764+0.0301804j 0.00959128+0.00242098j -0.040795+0.0934692j 0.141151+0.0370636j 0.00292998+0.0334281j -0.0286471-0.156601j 0.0905237-0.0489304j -0.0638879-0.000429816j 0.0199254+0.052978j 0.0461484+0.0086602j -0.00389604+0.0545386j 0.0986341+0.0739331j 0.0762202-0.069608j 0.0265588-0.00247118j 0.057412-0.0497635j 0.0300969-0.000504062j -0.0428599+0.0206532j 0.054212-0.133712j -0.0810145+0.0462101j 0.0439331-0.0418397j -0.0559932-0.0322634j 0.0173971+0.0250776j -0.0617865+0.0361325j 0.0118892-0.0632423j -0.111636-0.0301497j -0.0680142-0.0314432j -0.0844889-0.109135j -0.0736153-0.069901j 0.0521685-0.053173j -0.0880184-0.0315559j -0.0327398-0.0346148j 0.0651103+0.0541582j 0.0333347-0.0548568j 0.00300412-0.0987563j -0.0118975-0.0247728j 0.0554461+0.00613502j 0.0624663-1.05055e-14j -0.0032209+0.0666224j 0.00250932-0.0310057j 0.0316045+0.00516039j 0.030467-0.0560894j -0.0326132-0.0307297j 0.0921486-0.0539441j 0.0198416-0.0475457j -0.0609896-0.00408959j -0.0138253+0.0151845j 0.0944412-0.00847132j -0.0895521-0.0956898j -0.00326615-0.0429678j -0.0246269+0.0592327j 0.000909108+0.0378098j -0.0193746+0.0300732j 
0.0251993-0.0714479j 0.0236931-0.0321496j -0.0773811-0.0234884j -0.052671+0.0468159j -0.10251-0.0893561j -0.0264862+0.0576836j -0.110059+0.0496995j -0.106479+0.011573j 0.0518546-0.0371947j 0.0690809+0.0107861j 0.0783032-0.000153044j 0.0526911-0.0421257j 0.0126756-0.0516992j -0.0623785-0.115418j -0.0962463-0.0251501j -0.0716377+0.0129822j -0.211756+0.0333113j 0.0440066-0.0045385j 0.0368341+0.033829j -0.0580086-0.053537j 0.0469947-0.0321228j 0.0885707+0.00771582j 0.0532508-0.0340443j 0.00922466-0.148634j -0.0339087-0.0632941j 0.000549396-0.0102662j -0.0162903+0.00309236j 0.122413-0.0708995j -0.0745077-0.11785j 0.0964907-0.0613701j 0.0231563-0.0589366j 0.0209019+0.110599j -0.0258241-0.0556466j -0.103162-0.132294j -0.0180045-0.0599852j -0.00217823+0.0657972j -0.104518+0.0240862j 0.091995-0.0390659j -0.0207125-0.11188j 0.0494286-0.0248129j -0.0588549+0.0601454j -0.0172787-0.0390044j -0.0227678+0.0381608j -0.0280066+0.0346664j -0.112052-0.0721608j 0.0632805+0.0735815j -0.108098-0.0586093j 0.053873-0.0457859j -0.043208+0.0373983j -0.0297488-0.0658373j -0.0746894-0.031208j -0.0314155+0.0177586j -0.0481335+0.0602235j -0.0410597+0.0409757j -0.0032209-0.0666224j -0.0371839+2.95597e-15j -0.0274252+0.00709679j -0.0249177+0.0424547j -0.180385-0.0820595j 0.0600412-0.0505172j -0.0244449+0.0515668j 0.230415+0.0694266j 0.0251874-0.0331961j -0.00140991+0.11681j -0.0381271+0.0530553j 0.0708623-0.0473795j -0.0300669-0.0332589j 0.232532-0.117468j -0.0286958+0.0636702j 0.107261-0.0393566j 
0.0170027-0.0506028j 0.0311219-0.0717719j -0.00337937-0.0231625j -0.016252-0.0684383j 0.0375122+0.0787655j 0.146651+0.127511j 0.116363+0.0745488j 0.00701994+0.0262686j 0.146031+0.0557526j -0.12234+0.0321994j -0.0956289+0.0773265j 0.0447261-0.0539576j 0.0226994-0.0530415j -0.0238613+0.0214597j -0.016879+0.0154253j -0.0237069-0.0617426j -0.0373541+0.069777j -0.0277646+0.0864846j 0.0490121+0.125083j 0.109323-0.0357697j 0.0870077+0.0324249j 0.02979+0.0109386j 0.00111491+0.0266714j 0.0306767+0.0877926j -0.0544416-0.0139669j -0.00918661+0.031121j 0.0863699-0.014641j -0.0955316-0.0141897j 0.177245+0.149309j 0.142611+0.0114024j -0.00278188-0.0901302j 0.050727+0.0305748j -0.012018-0.0565904j -0.0614187-0.124271j -0.0363183-0.0244394j 0.0207225-0.00503937j 0.126053+0.00662299j -0.0262024+0.00946123j 0.0221015-0.0365252j 0.0066539+0.0303288j 0.0634171+0.00810459j -0.0223203+0.109534j -0.0149836+0.0152975j -0.0964236-0.141305j -0.0464257-0.00825171j 0.095646-0.00775242j 0.0667503-0.0057842j -0.0534897+0.0192326j -0.0477065-0.0691835j -0.114265+0.0256772j 0.040878+0.0208536j 0.0257625+0.0835136j -0.0164422+0.0809636j -0.0250422-0.0487376j 0.00250932+0.0310057j -0.0274252-0.00709679j 0.172668-1.36002e-15j -0.0352729+0.0452429j 0.172818+0.00316814j -0.0591379+0.000560673j 0.209068-0.0475768j -0.204899+0.0216937j -0.0119794-0.0237054j -0.0913876+0.0184876j 0.0963459-0.0348787j 0.101785+0.0549837j 0.134775-0.0215517j -0.400053-0.0808652j 0.143425-0.0987398j -0.158018+0.010909j 
0.0165854+0.0573951j -0.0333723+0.0783143j 0.0321498+0.126683j 0.192272+0.0642793j 0.0880635+0.0116378j 0.0657572-0.177793j 0.0102184+0.0628016j -0.0614768+0.0122936j -0.0106373+0.0219615j 0.0381275-0.014046j -0.0139894+0.0866528j -0.166394-0.116037j -0.0412601-0.0525131j 0.0185728+0.0273626j -0.0520607-0.0522743j -0.0575586+0.0947999j -0.00793956+0.0134922j -0.0855062-0.0563353j -0.0500737-0.0188354j -0.202441-0.049393j -0.1097-0.0741722j 0.0753628+0.0242847j -0.0606975+0.0764121j -0.0634996+0.0276174j 0.0045874+0.0460315j -0.0380671+0.0781602j -0.0450288-0.11338j 0.0061031-0.0441419j -0.0437154-0.0801718j -0.0816215-0.0423313j 0.0515852+0.015564j 0.0826693+0.0419776j -0.0564329+0.00317371j -0.0729892+0.0209629j -0.162988+0.0266435j -0.072189+0.0149182j -0.0331082+0.0292833j 0.0671892+0.0138521j 0.0144719-0.0520499j -0.0110253+0.0318249j -0.0252681+0.018017j 0.0233019+0.0360174j -0.128994+0.0841841j -0.018274-0.0301205j -0.0539254+0.040767j -0.0120009-0.00580471j -0.00193962+0.0394853j 0.0747513+0.0361259j -0.0379856+0.0374084j 0.0248233+0.0667651j -0.0801856+0.0524512j 0.00456934-0.0282072j 0.0561206-0.0613324j -0.00126052-0.0192771j 0.0316045-0.00516039j -0.0249177-0.0424547j -0.0352729-0.0452429j -0.117306-8.13238e-15j -0.0830421-0.0619623j 0.105104-0.0690527j -0.12083-0.0677375j 0.0827948+0.0274456j 0.013351+0.0254145j 0.052083+0.0118278j -0.0597473+0.0189092j 0.00348231+0.0241664j 0.0152351+0.0414964j 0.0903783+0.0635907j -0.0589835+0.0783882j 0.0894165+0.00212166j 
-0.102576+0.104476j -0.0509317-0.135892j -0.137888-0.169897j -0.254451+0.0964684j 0.0148944+0.119873j 0.116922+0.0608965j 0.0653057-0.134577j 0.0763088+0.0408242j 0.0355189+0.0314123j -0.0183553-0.0201788j -0.315171+0.0132117j -0.0886379+0.0646679j 0.0496716-0.0130162j -0.0309812+0.0413952j -0.068056+0.0779648j 0.130736+0.105822j 0.0319908+0.0365543j -0.0621173+0.0891403j -0.0362891-0.0884858j 0.0506581+0.123335j -0.0125771+0.044768j -0.0200197+0.0912037j 0.054912-0.0197505j 0.0518828+0.017535j -0.0215116-0.0344507j -0.0503037-0.0709461j 0.0883421+0.130054j -0.114955+0.0273782j 0.205908+0.0220495j 0.0939085+0.0332893j 0.121888-0.0574012j -0.203813-0.0542828j 0.110617-0.0114131j -0.0113842-0.0293456j 0.0478439+0.00621067j -0.0687828+0.0102143j 0.0495348-0.00177708j -0.0407396-0.054863j 0.115124+0.0436509j -0.168826+0.0587325j 0.183009-0.0152166j -0.0573632-0.110669j 0.0988745-0.0520238j -0.272929-0.0698513j 0.0266804-0.05817j 0.00172372-0.0294368j 0.0658852+0.00467824j -0.0695294+0.0323109j 0.0275948+0.0140093j -0.051834+0.0160119j 0.0264919+0.0036232j -0.0824668+0.0161032j -0.00969172+0.012185j -0.0299292-0.00386405j 0.030467+0.0560894j -0.180385+0.0820595j 0.172818-0.00316814j -0.0830421+0.0619623j 0.42744-4.75314e-16j -0.0090878-0.032307j 0.29006-0.0767604j -0.706361+0.000251752j 0.0176367+0.0147713j 0.00806735+0.0134249j -0.020245+0.0124065j -0.0920793+0.00245881j 0.247821-0.0682267j -0.989661+0.0118983j 0.32622-0.103593j -0.349369-0.0297331j 
-0.0694355+0.165007j -0.174639+0.0395369j 0.14423-0.0595817j 0.022848-0.0465511j 0.023421-0.0497968j 0.0278812+0.0390988j 0.04803-0.019604j -0.0448813-0.0226005j 0.0279058-0.0938718j -0.138724+0.0242293j 0.0716068-0.10599j 0.133562-0.127826j 0.103507+0.0896075j -0.0294435+0.133968j 0.0227421+0.0612895j 0.0843578+0.138599j -0.0021152-0.0669897j -0.0263203+0.0382534j 0.0189699-0.0706562j -0.0199184-0.155157j -0.00645003+0.00891768j 0.055345+0.175482j 0.0544609+0.0133243j 0.0538934-0.0493525j -0.0540673+0.0683965j -0.0402301-0.0187972j -0.0196467+0.0106554j 0.0304135-0.0166581j -0.00980694+0.0169516j -0.0625843+0.0152491j -0.0312576-0.0524749j -0.017974+0.0742131j -0.011422-0.0336805j 0.0278336+0.0100543j 0.0379997-0.00402032j 0.0422104+0.0255741j -0.12135+0.0854033j 0.127587-0.0818456j -0.044987-0.0219851j -0.0507282-0.0152561j 0.0431404-0.0160588j 0.0138226+0.030626j -0.0997015-0.0636072j -0.102049-0.028573j 0.0031123+0.0201907j -0.00680603-0.032336j 0.0814013+0.0105467j -0.00229462+0.016069j 0.102788-0.0056107j -0.00171469+0.0299633j -0.0530254+0.00684457j 0.0220822-0.0381806j -0.049742+0.0443991j 0.0151931+0.0294197j -0.0326132+0.0307297j 0.0600412+0.0505172j -0.0591379-0.000560673j 0.105104+0.0690527j -0.0090878+0.032307j 0.0784473-7.61544e-15j -0.0174063+0.0335599j 0.172192+0.0314866j 0.00503694+0.0181861j 0.0226725-0.0508101j -0.00113654-0.0216515j 0.00822971-0.0207668j 0.0790965-0.00595602j 0.0969565-0.076802j -0.115582-0.0514884j 0.0562907+0.00933854j 
-0.100529-0.254117j 0.303577-0.118586j -0.169224-0.0505176j -0.118098+0.0392389j 0.0253111-0.109605j 0.191012-0.00107977j -0.0178825+0.0141944j -0.007277+0.047317j 0.0462135-0.0681481j -0.00638067-0.0370747j -0.3527-0.00191805j -0.0565431-0.105151j 0.0809557+0.144681j 0.0255582-0.0814659j 0.0898211-0.0925777j 0.0878688-0.0496582j -0.0107287-0.0105057j 0.0440946+0.0172442j 0.0380245+0.0870519j -0.0221027+0.0381841j 0.0251811-0.0483406j -0.0402603-0.040997j -0.000604529-0.0236674j 0.0727452-0.123868j 0.0887568+0.068716j 0.00729785+0.0165933j 0.0510554-0.0593052j -0.0301576-0.0190578j 0.108538+0.0371669j 0.0741159+0.0228488j 0.0450911-0.0344546j -0.0713503-0.082798j 0.034324+0.0733279j -0.0575879+0.145501j 0.0638055+0.0322374j -0.0248748-0.0934288j 0.128437-0.049864j -0.0588891-0.085697j 0.175357+0.0159326j -0.0915348+0.0563518j 0.125076-0.0634821j 0.0010358+0.0475j 0.163063+0.0506692j -0.0218898-0.000218214j -0.0259484-0.0915144j 0.0288043-0.018779j 0.123803-0.0185343j -0.106534-0.0117163j -0.0262881+0.0193901j 0.0270983+0.00650254j 0.0343988+0.0399021j 0.00749347-0.0471786j 0.0138441+0.0991771j 0.0141721+0.0241591j 0.0921486+0.0539441j -0.0244449-0.0515668j 0.209068+0.0475768j -0.12083+0.0677375j 0.29006+0.0767604j -0.0174063-0.0335599j 0.168897-4.44089e-16j -0.463312-0.0317293j 0.00361329+0.0329484j 0.0232706-0.0313148j -0.00455868-0.000528986j 0.0488208-0.0258788j 0.0955493-0.0599523j -0.678723-0.0457256j 0.247569-0.133383j -0.300803-0.108168j 
-0.283704+0.16669j -0.141943-0.284502j -0.0160547+0.051996j 0.264873+0.0199808j 0.0876989-0.0166254j -0.229582+0.105772j 0.0200304+0.040391j 0.0473126+0.0475384j 0.0690672+0.106439j -0.0802032+0.0583673j 0.294309-0.0771033j -0.032504-0.0842221j -0.200506-0.0195561j -0.0376159-0.0623247j 0.0379432+0.0454009j -0.00667208-0.109399j -0.15019+0.0242325j -0.0185187+0.155685j 0.0129358-0.0257214j -0.307232+0.0588785j -0.00174823+0.0417201j 0.146293-0.0545769j -0.0488042-0.0435103j -0.0195496-0.0115395j -0.0168083+0.0133668j -0.0150961+0.00316893j -0.0294308+0.0540549j 0.132568+0.0837446j -0.297457-0.0885358j -0.150313-0.0273293j -0.0308674-0.0496264j 0.301753+0.0897116j -0.206202+0.0165822j -0.0419242-0.0494644j -0.133947+0.0147333j 0.10893+0.0197872j 0.065032+0.066252j 0.208637-0.0671112j -0.19675-0.0676751j 0.109371-0.0568969j -0.067899-0.0138874j 0.0119395-0.0824029j -0.272316+0.0846769j 0.168521-0.00977002j 0.0561631+0.0141378j 0.018226+0.0310052j -0.042742-0.0559212j 0.170145-0.00204117j -0.0919945-0.0234107j 0.0452604-0.023368j -0.0158574+5.04735e-05j 0.0389107+0.0248411j -0.0879431+0.00108519j 0.0203606-0.0151116j 0.0198416+0.0475457j 0.230415-0.0694266j -0.204899-0.0216937j 0.0827948-0.0274456j -0.706361-0.000251752j 0.172192-0.0314866j -0.463312+0.0317293j 0.702922+1.02349e-15j -0.00924533-0.0139628j 0.0225963-0.00910619j -0.0721616-0.0130655j 0.0343474+0.048102j -0.214351+0.0602928j 1.40234+0.0281433j -0.474932+0.03036j 0.429767+0.0724612j 
0.0361825+0.0287894j 0.0359634-0.000455864j 0.0555065-0.0329907j 0.0404107+0.0332324j -0.0275357+0.0467083j 0.0982151-0.0264641j -0.060189-0.0211572j -0.0664183+0.0437402j 0.00254869-0.0281364j -0.0624436-0.0249421j -0.0298114+0.0599566j -0.0527335+0.0619251j -0.133889+0.0243206j -0.017726-0.0348188j -0.0712746-0.0520398j 0.0097439+0.030018j -0.0388188+0.0039022j 0.0825353+0.0798352j -0.0108816-0.0319695j -0.0386374-0.00255507j 0.0190087+0.0467963j 0.0622487+0.162803j -0.0392051-0.0298804j -0.000160712+0.0766574j 0.00243339+0.142634j -0.0201199+0.0811855j -0.0253069+0.0785342j -0.0373832-0.143707j -0.00839173+0.0479255j -0.00412757-0.0287907j -0.0574873+0.0760655j -0.0289512-0.063537j -0.000467629+0.0544422j 0.0187657+0.0777763j 0.00222673-0.0644006j -0.0783206+0.0553274j -0.10065-0.0436091j -0.0586549+0.0450838j -0.00307324-0.031131j -0.0734377+0.027927j 0.00204403+0.019963j 0.021588-0.0502665j -0.0258088-0.0107306j -0.0224391-0.0169378j 0.0843563+0.0234293j -0.0340997+0.00261077j -0.0379346-0.0516599j 0.00421903-0.0424966j 0.0664032-0.00364208j -0.0291883-0.022443j -0.0293858-0.00575233j -0.0264097+0.00624406j 0.00761441+0.00256065j -0.0121002-9.64598e-06j -0.0609896+0.00408959j 0.0251874+0.0331961j -0.0119794+0.0237054j 0.013351-0.0254145j 0.0176367-0.0147713j 0.00503694-0.0181861j 0.00361329-0.0329484j -0.00924533+0.0139628j 0.461204-1.1232e-13j -0.0215242+0.00483634j 0.335462-0.00584313j 0.0326648-0.00398419j 0.0357925-0.0219579j 0.0165941-0.0050363j 0.0136549+0.0161296j -0.014041+0.0198237j 
-0.00753355+0.0108352j 0.00647346+0.00143342j 0.0172125-0.0211043j -0.0013368-0.0260807j 0.0241252-0.043882j -0.0434173+0.0103338j 0.0356166+0.0160044j 0.0597983-0.0225923j -0.0355493-0.035351j -0.0420847+0.0804916j 0.0336272+0.0328883j -0.0692263-0.0110908j -0.0129892+0.0906177j -0.00943933+0.0487531j -0.0630347-0.0313051j 0.0114018-0.104689j -0.0778904-0.0929846j -0.047265+0.0312005j -0.0689141-0.264047j -0.101673-0.0723996j 0.0101954-0.0123357j -0.0294298-0.0462567j 0.106812-0.0433135j 0.13788-0.0298635j -0.117596+0.0837364j -0.00596239-0.0628813j -0.0540567-0.0789628j -0.0867906-0.119982j -5.21705e-05+0.0558361j -0.0337877-0.043458j -0.0123749+0.0493757j 0.020502-0.0783422j 0.0712717-0.0684485j 0.0182336-0.0423616j 0.0838084+0.0421512j 0.0191694+0.0585829j -0.0552315-0.000145245j -0.0087133-0.00823672j -0.053373+0.00472669j 0.076398+0.0440362j 0.0768985-0.0869597j -0.0290073+0.0666828j 0.0125817-0.00636774j 0.0143029-0.0302146j 0.0320471+0.0704067j 0.0215097+0.0396189j 0.00813856+0.0851654j 0.0064713+0.0337723j 0.0293436-0.10459j 0.116591+0.106965j -0.00550391+0.00234324j -0.0226911+0.0784045j 0.0269171+0.0713006j -0.0110143-0.0187572j -0.0138253-0.0151845j -0.00140991-0.11681j -0.0913876-0.0184876j 0.052083-0.0118278j 0.00806735-0.0134249j 0.0226725+0.0508101j 0.0232706+0.0313148j 0.0225963+0.00910619j -0.0215242-0.00483634j -0.251239+3.12042e-14j -0.148242+0.00111015j 0.00408122+0.0007374j -0.0114523-0.00172995j 0.0398678+0.0057178j -0.015345+0.00217093j 0.00777792-0.00512125j 
0.00534579+0.000513509j 0.0412202+0.0164321j 0.0310574+0.0548008j 0.0197797+0.0421153j 0.0301327-0.0139819j 0.0589265+0.0553285j -0.0563912-0.0658431j -0.0136-0.0228606j -0.0948486+0.0148615j -0.03864-0.0633319j -0.0389802-0.00168548j -0.0871613+0.0118865j 0.0317855+0.040079j 0.10921+0.0508369j -0.029444-0.0227615j -0.0540536-0.149613j 0.0762297-0.0104923j -0.0525001-0.00344735j -0.0078569+0.0949817j -0.0196025+0.0652362j -0.0388371-0.0272329j 0.056399-0.00347991j 0.0799433+0.111377j 0.0640015+0.0593815j -0.050027-0.0996737j 0.0737273+0.0147571j 0.0538602-0.0535629j -0.038367+0.00296344j -0.0305358+0.139044j 0.0442673-0.149337j 0.0464238+0.029386j 0.0824301+0.118169j 0.0477957-0.0459961j 0.022772-0.0757507j -0.0426333+0.0435679j 0.0511009-0.189074j 0.0690732+0.050656j 0.00988207+0.0204379j 0.0181434+0.00271352j -0.021324-0.0108654j -0.0283161-0.0519374j 0.0298438+0.00808571j 0.0336811+0.0149648j -0.029756-0.00196769j -0.0702425+0.0252941j -0.00682847-0.0169816j 0.0386541+0.00738995j -0.0648156+0.11466j 0.0348253+0.165456j 0.0451067+0.014725j 0.0648941+0.0538309j -0.0110706+0.0149179j 0.0233533+0.0556034j 0.0204437+0.00260864j 0.0944412+0.00847132j -0.0381271-0.0530553j 0.0963459+0.0348787j -0.0597473-0.0189092j -0.020245-0.0124065j -0.00113654+0.0216515j -0.00455868+0.000528986j -0.0721616+0.0130655j 0.335462+0.00584313j -0.148242-0.00111015j 0.107563-7.07767e-15j 0.0116758-0.00452194j 0.0423588-0.0212401j -0.0875258+0.00583583j 0.0332689+0.00778695j -0.0377424-0.00516262j 
-0.0491676-0.025762j 0.0531514-0.0663264j 0.03786-0.00463249j 0.0176014-0.0589392j 0.00945288+0.00450277j -0.00696126+0.101484j 0.0373222+0.0419974j 0.00689686+0.0263681j 0.0585386+0.0411187j 0.00407069+0.0251025j -0.000244542+0.0577947j 0.0133752+0.0252771j -0.0702389-0.109513j -0.0411689+0.0644782j 0.0395554-0.0500601j -0.0734763-0.00409206j 0.0211796+0.00674835j 0.133168-0.0566419j -0.0343099-0.0106844j 0.0604557-0.0181561j -0.115911-0.0234804j 0.0590752+0.00806346j -0.0310436-0.0243598j 0.151418-0.0299783j 0.0549032+0.0512638j -0.0159248+0.0153432j 0.0400785-0.00729222j 0.135672+0.0153422j -0.0214219+0.0443636j 0.0819112+0.015042j 0.0472916-0.0521374j 0.0570706+0.0524087j 0.0308758+0.0305247j -0.0911509-0.0263326j 0.0652687+0.0609252j 0.0486753+0.0261199j -0.0415214-0.00944126j -0.0343092+0.073586j -0.0371451+0.0763138j 0.0335583+0.00838491j 0.00146546-0.0107718j 0.0757356+0.0970579j 0.0632343+0.0607741j 0.0155404-0.0698231j -0.0383384+0.156608j -0.00114183-0.0293405j -0.00821738+0.00171791j -0.0350458+0.128037j 0.0304085-0.0673476j 0.0600668-0.0399213j -0.115421+0.153994j -0.0641494-0.074019j 0.0784385-0.101235j 0.0381911-0.011082j -0.0895521+0.0956898j 0.0708623+0.0473795j 0.101785-0.0549837j 0.00348231-0.0241664j -0.0920793-0.00245881j 0.00822971+0.0207668j 0.0488208+0.0258788j 0.0343474-0.048102j 0.0326648+0.00398419j 0.00408122-0.0007374j 0.0116758+0.00452194j -0.466929+5.3485e-14j -0.0212141-0.00818435j 0.0571148+0.00373631j -0.00926761-0.00310724j 0.00696919-0.0143503j 
-0.0363422+0.0768066j 0.0932143-0.008517j -0.0331313-0.064579j -0.0896049-0.0650884j -0.0517737+0.0339145j 0.0148868+0.000341731j -0.0390657+0.0500452j 0.0231534+0.0529865j -0.124455+0.0629552j 0.0215778+0.137793j 0.0620186+0.143712j 0.0899972-0.0769757j 0.00572948-0.237602j 0.0235711-0.0227565j -0.146215-0.118204j 0.105593-0.0627886j 0.0119096+0.0511736j -0.059072-0.062282j 0.0333245-0.0165452j 0.0656178+0.0623289j 0.0666627-0.0856841j -0.0786624-0.0451666j 0.02108-0.0580105j 0.0225201+0.0554835j -0.00457559+0.0207407j -0.00551229-0.0214018j 0.0463241+0.0638006j -0.0747492+0.0101781j 0.0851202+0.0818057j 0.0748024-0.00156431j -0.029562-0.0417995j -0.0897541+0.0321938j 0.0148925-0.0115666j -0.0470409+0.00782339j -0.0124795-0.00841341j -0.0400109-0.0151212j 0.0879523+0.0532249j -0.124415-0.0876095j 0.0706093+0.0965945j 0.0214669+0.0749229j 0.0600525+0.0260795j 0.0221392-0.0767903j 0.0742012-0.0721875j 0.0576379+0.0444674j -0.0167406+0.0722585j 0.0281104+0.00633733j 0.0384184+0.0366961j -0.0825471-0.0299343j 0.0148463+0.0185558j -0.0143772-0.0109926j 0.080552+0.0016917j 0.0528743+0.00100811j -0.0646766+0.0326869j 0.0293866+0.0181725j -0.00326615+0.0429678j -0.0300669+0.0332589j 0.134775+0.0215517j 0.0152351-0.0414964j 0.247821+0.0682267j 0.0790965+0.00595602j 0.0955493+0.0599523j -0.214351-0.0602928j 0.0357925+0.0219579j -0.0114523+0.00172995j 0.0423588+0.0212401j -0.0212141+0.00818435j 0.155957+8.04912e-16j -0.467425-0.0777791j 0.10654-0.0216666j -0.224317-0.104653j 
