-0.137692-0.183256j -0.184481+0.138231j -0.0822983-0.110606j 0.11687-0.0853033j -0.0311824-0.0612277j 0.0327246-0.0202545j 0.0109198+3.04981e-05j 0.0372952-0.0235092j -0.0358755-0.00105564j 0.0100347-0.0193734j -0.0106316-0.0295206j -0.0145006+0.00787056j -0.00155719-0.00274162j 0.0128553-0.00126064j -0.0368002-0.0184069j 0.00564166+0.022705j -0.0111072-0.000233986j 0.0151657-0.0117718j 0.031415+0.023745j 0.00433369-0.0272868j -0.00926727+0.00840375j -0.0117081+0.0122069j 0.00438105+0.0484406j 0.023266-0.0319038j -0.0487048+0.0109596j 0.035225+0.00966165j -0.0334025-0.0849875j 0.0811813-0.0321519j 0.0783225-0.107021j 0.106205+0.0799309j -0.0740633-0.0917348j 0.0897883-0.0757992j 0.0830377-0.179429j -0.199093-0.0778429j 0.0170049+0.159004j -0.1339+0.0864147j -0.101822+0.0104225j -0.143414-0.0190433j 0.135693+0.0609644j 0.0401355+0.0732983j -0.0626679-0.0989069j 0.0163951-0.0926424j -0.00730032-0.0623311j 0.0320551+0.000750913j -0.0389182-0.0671672j 0.0235753+0.0621668j -0.0258311-0.116507j 0.0252126+0.0887803j 0.00936344-0.0321448j -0.00353996+0.00486524j -0.000311593+0.000345815j 0.101808+0.00677845j -0.00211199+0.00463665j -0.00941128-0.0385442j -0.036127+0.10113j 0.0425552-0.0874884j -0.0451888+0.0814662j 0.0436547-0.0465709j -0.0171212-0.0307327j 0.0257424-0.0501391j -0.00667562+0.095627j 0.0794985-0.086334j -0.0144433+0.0609986j 0.153592-0.0507033j -0.16393-0.0467997j 0.0794989+0.059176j -0.0805322-0.120391j -0.117+0.15417j -0.249089-0.151462j -0.138195+0.229756j -0.248032-0.151399j 0.151016-0.246798j 
-0.00141298-0.000817355j -0.000619407+0.00063133j 0.000383281+0.00517812j 0.000659182+0.00182799j -0.00145421-0.00516226j -0.00107451+0.00107101j -5.70931e-05-0.00110522j -0.00132378-0.00292202j 0.00186711+0.0008593j -0.000275307-0.00355682j 0.00230889-0.00398892j 0.000201653+0.000581016j 0.000159022-0.00254055j 0.00469574-0.00159515j -0.000632043-0.00294407j -0.00131763+0.000156146j 0.00295417-0.000387039j 0.000645155+0.00174228j -0.00250333-0.000746813j -0.00134689-0.00252282j 0.00210186-0.000679166j -0.000307026+9.27352e-05j -0.000675972-0.00453704j 0.00121717-0.000117687j -0.000897615+0.00251308j -0.00105096+0.0019367j -0.00266557+0.000971269j 0.00102279+0.000254688j -0.000511317-0.000743058j 0.00012364+0.000817267j -6.4842e-05+0.000213655j -7.63473e-05+0.000583675j 0.000939294-0.00170971j 0.000600175-0.00165597j 0.00415198-0.00174065j 0.000768232-0.000738186j 0.000644928-0.00113359j -0.000550878+0.00131577j 0.000749941-0.00155619j 0.00118432-0.00120961j 0.00114659-0.00262466j 0.00030234+0.00126959j 0.00165606-0.000629691j -0.000402504-0.000568013j 6.01948e-05+0.000831764j -0.000761971+0.00108592j 0.00177096-0.00298267j 0.000421638+0.00157664j 0.000283386+1.19341e-05j 0.00123668-0.000377052j -0.00135651-0.000626958j -0.00161142-0.0003005j -0.00209118+0.000382243j 0.000355726-1.3075e-05j 0.000465658-0.0015607j -0.000541264-0.000479948j 0.000397616-0.000656727j 0.000864127-0.000552903j 2.01431e-05-0.00120986j 0.00118042+0.000911686j -0.0011049+0.00189259j -0.000782946-0.000855231j -0.00227886+0.000849275j 0.000308494-1.45262e-05j -0.00190698-0.0015553j -0.000368974-0.00101997j 1.89034e-05-0.000998871j -0.00250829+0.000108685j 0.00110781+0.00124186j 0.00066146-0.00125259j -0.000876755+3.35862e-05j 0.000305047-0.00103676j 
0.00119102-0.000641178j -0.00130166-0.000854365j -0.000600036+0.00536118j -0.000952693-0.000680864j -0.000691134-0.00334332j 0.000371194+0.00306339j 0.00200041-0.00317547j 0.0011533-0.00492381j 0.00126609-0.00175628j -0.00284734-0.00464744j 0.00382442-0.00522324j 0.00153402+0.00105307j 0.00251234-0.0021419j 0.00383927+0.000655532j 0.00188574-0.00267289j 0.00124285+0.0011222j 0.0036356+0.00285j 0.000876601+0.00270191j -0.000144045+0.000205611j -0.00209049-0.00378253j 0.00150646-0.00163004j 0.00123092-0.00240815j -0.00107763-0.00591132j 0.00115569+0.000777652j -0.000398979+0.0025055j -0.00228887+0.00477963j -0.00175717+0.00272968j 8.36284e-05-0.00286419j 0.000310204+0.000804196j -0.000353119+0.00269512j -0.000312849-0.000737253j 0.00188402-7.81922e-06j -0.00421807-0.00445942j -0.00152738+0.000246443j -0.00662354-0.00576712j -0.000792029+0.00180165j -0.00238336+0.0010349j 0.00101811-0.00161092j 0.00144696+0.00395772j -0.000623833-0.00215303j -0.00144323+0.00095628j 0.000950114+0.00149107j 2.39145e-05-0.00152856j -0.00195805+0.00179922j -0.000714534-0.00192656j 0.00170725+0.00230012j -0.000352328+0.000462255j 0.00115873-0.00398204j -0.00232079+7.63327e-05j -0.00138668+0.00102946j 0.00314562-0.000711132j 0.000247954+0.000719796j 0.00359078-0.00105252j 0.000272063-0.000582029j -0.000309171-0.00100076j 3.93232e-05+0.00278067j -0.00368864+0.00129364j 0.000628367+0.000595187j 0.00296271+0.00188064j -0.00180281-0.00126229j 0.00387748-0.000128059j 0.000377714+0.00263746j 0.00406492-0.00292446j -0.00124831-0.000350244j 0.000677094+0.00461256j 0.00178765+0.00138678j 9.14852e-05-0.00293117j 0.00318604+0.0006145j 0.000929119-0.0011075j -0.00251539+0.000978517j 0.000111745-0.000529585j -0.000353284-0.000364247j 
-0.000588671-0.000191281j -0.000343534-0.000381837j 0.00295018+0.00239687j 0.00271504-0.00559408j -0.00619412-0.00218711j -0.00617775+0.00457801j -0.000843611+0.00185698j -0.000276215+0.00528129j -0.00265321-0.00287019j 0.000528053+0.00128819j -0.00302383+0.00280634j 0.00565143-0.00016531j 0.00360729-0.00401159j 0.000218592+0.00509922j 0.005323+0.0029736j 0.000404297-0.000865894j 0.00185773+0.00165741j -0.00132388+0.00351013j 0.000128927+0.00290016j 0.00174658-0.00243557j -0.00254038-0.000276439j -0.000518278-0.00124098j 0.000258553+0.000652974j -0.000803289-0.00179987j 0.000244883+0.00432639j -0.00112794+0.00086094j -0.00205711+0.00289676j 0.00261322-0.00260074j -0.00245234-0.000352338j 0.00126024+0.000326391j 0.00181754+0.00113268j -3.1946e-05+0.00176483j -0.00201155+0.000188975j -0.00308774-0.00253265j -0.00137165+0.00297855j -0.000799649-0.00136178j 0.00157723-0.000944086j 0.00111417-0.00371741j -0.00108729-0.0019357j -0.00342425+0.00143979j -0.00024517+0.00154932j 0.00129158+0.000225893j 0.00295855-0.00191151j -0.00106705+0.00028414j 0.00266728+0.00193638j 0.000115387-0.000510083j -0.00186229+0.00475946j 0.000634357+0.00376201j 0.00254691-0.000754319j -0.00308118-0.00312154j 0.00242627+0.00299993j -0.00363586-0.000818562j -0.00431378+8.84962e-05j 0.00260859+0.00127413j -0.00136087-0.00159314j 9.31774e-05-0.00428693j 0.00131983+0.00103771j -0.00301225-0.00403899j -0.0035814+0.00172145j 0.000403416-0.00160829j -0.0029318-0.000632187j -0.000522009+0.00222413j 0.00022256+0.00114492j -0.000837128-0.000743161j -0.00205498+0.000249784j -0.0020022+0.000375546j -9.70834e-05+0.00398007j 0.00100786-0.0046282j 0.00104355-0.000778072j -0.000970062+0.000764469j -0.00041852+0.00101219j -0.00120827+7.81087e-05j 
0.000558591+0.000155931j -0.00061119-0.000552531j 0.00372893-0.000208562j -0.00350896-0.00365715j -0.00564935+0.00273754j 0.00298086+0.000586375j 0.0045906-0.000169367j 0.0035504-0.00075885j -0.00367998+0.000788519j -0.00639694+0.00312568j 0.00102377-0.00104006j -8.63325e-05+0.000841285j 0.00565619+0.000203443j -0.00263351+0.00490303j 0.00407531+0.000947833j 0.00243669-0.00103105j 0.00351077+0.00669196j -0.00200837+0.000279347j 0.00861226+0.00308425j -0.00293338-0.00414164j 0.00279243-0.00121797j 0.000105172-0.00277062j -0.00126471+0.00031126j 0.00217265-0.000653863j -0.00189203+0.000216022j -0.00145916+0.00378737j 0.00121407+0.000525436j -0.000426836-0.00594515j 0.00101149+0.000788185j 0.00291772+0.00181535j 0.000706941+0.00174722j -0.00110262-0.00024601j 0.00213984+0.00343126j -0.000854436-0.00139452j 0.00111467+0.00334139j 0.00227078+0.00466231j -0.00146557+0.00123294j 0.00113015+0.00265845j 0.00242314+0.00013935j 0.0032828-0.00345471j -0.000218888-0.00298259j -0.000853402+0.00231538j 0.000533104+0.000597372j -0.0027598-0.00335654j -0.00289351+0.00308592j -0.00132678-0.000151147j 0.003294-0.00238221j 0.00103986+0.00185133j 0.00198294-0.00251477j 0.000360754+0.00186053j -0.00320011-0.000416376j 0.00383888-0.000412207j -0.0022734+0.00222095j -0.00141333-0.00144372j 0.00046115-0.000995956j -0.00313628-0.00119526j 0.00141917-0.00290316j 0.00254583+0.000779775j -0.000304125-0.00255566j 0.00207843+0.00257089j -0.00219716+0.00127923j -7.25815e-05-0.000186567j -0.00442566-0.00126655j 0.000961675+0.000186519j -0.00055984-0.00307152j 0.00210255+0.00028904j -1.90735e-05-0.00364504j -0.00160056+0.000466599j 0.00173925+0.000738697j 0.00185183-0.000799388j -0.0018556-0.00208893j 0.00217144-0.00172336j 
0.00170994-0.000697846j -0.00084872-0.00146115j 0.000784305-0.00207021j -0.00180177-0.000657232j -0.00355754+0.00332593j 0.000265161-0.00490559j 0.00213489+0.00346119j -3.044e-05+0.00571424j -0.00273282+0.00182585j -0.00118672+0.00647133j 0.00131217+0.00117175j -0.00406665+0.00163092j 0.00133755+0.000958074j -0.00121636+4.38264e-05j -1.08739e-05+0.00204435j -0.00214154-0.00664564j -0.000809674-0.00246421j -0.00272442-0.00176337j 0.000744819+0.00176035j 0.000244184+0.00219966j 0.00670835+0.00108004j -0.00270641+0.00314746j -0.0011954+0.00600377j 0.00126243+0.000255567j -0.00133766-0.00207051j -0.00267089-0.000789244j 0.00113619-0.000713989j 0.000679792+0.00361199j 0.00121942-7.45298e-05j -0.00165665-0.000382701j -0.00132218+3.73575e-05j -0.000205082-0.0013312j -0.00123158+0.00313134j 0.00343952+0.00127427j -0.000449964-0.00503543j 0.00113531+0.00421188j -0.00491284+0.00137196j -0.000816505-0.00144091j -0.00182641+0.0052709j 0.00116236-0.00332463j 0.0014535-0.00247625j 0.00092842-0.00304165j 0.000635822+0.00202538j -0.00270865+0.00158599j -0.00530157+0.00102487j 0.00361866+0.0020129j 0.00117006+0.000627717j -0.00359839-0.00550657j -0.003497+0.00255166j 0.000375308+0.00178684j 0.00116156+0.00141537j -0.00136125+0.000275498j 0.00233241+0.000893402j 0.00296413+0.00107186j 0.00131628-0.00360661j -0.00425036+0.000558273j -0.00240678+0.00439358j 0.00574262+0.000365018j 0.00451492-0.000791334j -0.00190872+0.000189356j 0.00534728-0.00126357j -0.0046537-0.005269j -0.00103793-0.00439809j 0.000152548-0.00282329j 0.000969788+9.46482e-06j 0.00176834-0.00124284j 0.000122656-0.00356557j -0.00291256-0.00305044j 0.00254194+0.000721999j 0.00105751-0.0018205j 0.000312906+0.00196915j -0.00218688+0.000354325j 
-0.00181563-0.000889314j -0.00182903+0.00156321j 0.000624877-0.00277008j -0.000819777-0.00470741j -0.00287779+0.00413159j -0.00111327+0.00240257j -0.000125094+0.00152559j 0.00244202+0.00283632j -0.00282951-0.000463216j 0.000477365+0.00295714j -0.00116866+0.00295249j 0.00119345-0.00135896j 0.0018562-0.000102302j -0.00231165+0.00382784j 0.00327793+0.000904393j 0.00080222+0.000185983j -0.00042233+0.00214225j -0.000429248+0.000135343j 0.00325598+0.00235589j 0.00107552-0.000560951j -0.00198596+3.51097e-05j 0.000341294-0.00164749j 0.000580358+0.00251368j -0.000244135-0.00139853j -0.000476913+0.000195229j 0.000724818-0.000242874j 0.000830495-0.00145157j 0.00124644-0.00263103j 0.00141749-0.00102911j 0.00240498+0.00129701j -0.0014653+0.000962544j -0.000664669-0.0017695j -0.00226014-0.00177963j -0.0026737+0.00378062j 0.0016946-0.00697271j -0.000790408-0.00419196j 0.00204454-0.00202999j -0.00251595-0.0010054j -0.00178804-0.000820307j -0.00336007+0.000952061j 0.00307501-0.00170456j 0.00220116+0.000973354j 0.00309481-0.0049385j 0.00541314+0.00142454j -0.00290478-0.0061721j 0.00446794+0.0028152j -0.00037564-0.00754239j 0.00146087+0.00055875j 0.000179747+0.00590212j 0.00510194-0.0047978j 0.00194005-0.00554089j -0.00742233+0.00549496j -0.00137704-0.0047301j 0.00245497-0.000545546j 0.000892975-0.00516303j 0.00547329+0.00250768j -0.000915268+0.0017008j 0.000579391+0.00173095j 0.00388002-0.00134168j -0.000157562+0.000754864j 0.000485073+0.00137752j 0.000127788-0.000230845j 0.00150382+0.00166446j 0.000348965+0.000139912j 0.000233137+0.00242298j -0.000525971-0.0013973j -1.24274e-05+0.000927473j -0.0013868+0.00163374j -0.00125463-0.000125021j 0.00017139+0.00184234j -0.0010151-0.00139125j 0.00159633-0.00116398j 
0.00211124+0.000976655j 0.00037798-0.00170328j -0.00118434-0.00284253j -0.00193426-0.0033652j 0.00165231+0.00327932j 0.00338842+0.00236717j -3.56963e-05+0.0007714j 0.00240944+0.00070257j -0.00187445-0.000303637j -0.00175625+0.00118103j -0.000844798+0.00325533j -0.000117713-0.00151684j 0.00047991+0.00237316j -0.00333658+0.00236724j 0.000869203+0.00100452j 0.0026666+0.000791415j -0.000267138+0.00302119j -0.000307264-0.00119707j 0.00368476+0.000731087j -0.000113624-0.000156509j -0.00205932+0.00120299j -0.000145477-0.00115321j -0.000140716+0.00183295j -0.000685748+0.000641388j 0.000903112-0.00186437j 0.000615423-0.000334985j 0.0027075-0.000792923j -0.00110148-0.00196076j 0.000744364+0.00132224j 0.000449386-0.000200865j -4.06227e-05+0.000470254j -0.000465438-0.000561401j -0.000466187+0.000844017j -0.00170206+0.00275922j -0.00418628+0.00291273j -0.00360526-0.00480632j 0.00455549-0.000782054j 0.000453481+0.00358878j 0.0010847-0.00130587j 0.001243+0.00386522j -0.00167992+0.00268645j -0.00295389+0.00326226j -0.00337964-0.00075808j 0.00417007-0.000486116j 0.00355344-0.00415761j -0.00388752-0.000420586j -0.00253526-0.00165738j 0.00273454+0.00131821j 0.0010288-0.000555664j 0.00133097-0.00103747j -0.00272613-0.00247874j 0.00139439+0.00101726j 0.000817167-0.00260656j -0.00326995-0.000837097j 0.00116695+0.00524303j 0.00491463+0.00154885j 0.000810624-0.00384936j -0.00438233+0.0028624j -0.00112507+0.00137677j -0.000548549+0.000728523j -0.00111806+0.000209983j 0.00403846+0.00301661j 0.00374172+0.00269888j -6.36804e-05+0.00319169j 0.00175844+0.00120636j -0.00178836+0.00123685j 0.00081197+0.00254533j 0.00313337+0.0054736j -0.00155552+0.000566903j 0.000726691+0.00034795j 0.000385759-0.00126461j 0.00145583-1.13464e-06j 
0.000556163+0.000169002j -8.18272e-05+4.23314e-05j -2.44993e-05-0.00237809j -0.000722335-0.000328081j 0.0021515+0.00404232j -0.000552955+8.38874e-05j 0.000330242-0.00257312j 0.00136617-0.00208381j 0.000149268-0.000692762j 0.000779486+0.000313887j -0.0028843+0.000636276j 0.0023371-0.000357393j 0.000166597+0.000845086j -0.0031155+0.00153432j 0.000902378+0.000229689j 0.00112348+0.00388251j -0.00128032+0.00236028j 0.000364946-0.000127849j 0.00301354-0.000332687j 0.000315698+0.000358148j -0.00472616-0.00226265j 0.00224929-0.00219698j 0.000964163-0.000589438j -0.00110902-0.000422365j 0.00063234-0.000282457j 0.0031876-9.89964e-05j 0.00190426-0.00120169j -0.00106773-0.00261059j 0.000775589+0.00107143j 0.000690346+0.000688917j 0.00016747-0.000111359j 0.000215039-0.000361651j 0.000187088+0.000652541j -0.000469833+0.000479146j -0.00122098+2.83108e-05j 0.00293457+0.00290335j -0.00203786+0.00344441j -2.18537e-05-0.000133593j 0.00154567+0.00130197j 0.000289574-0.00222633j -0.00106763-0.000939674j -0.00019834+0.000477645j -0.000477615-0.000297152j -0.00159355+0.000145513j -0.00134683+0.00212872j 0.000499463-0.000690692j 0.00201722-0.00187994j 0.000486342-0.000707475j -0.000146546-0.00137931j -9.72486e-06+0.00281302j 7.42059e-05-0.00137315j 0.00342275-0.000185502j 0.0022242+0.00120066j -0.00149543-0.0017268j -0.00148858-0.000330724j -0.00182006+0.00249549j -1.02119e-05-0.00115536j 0.00147729+5.98931e-05j 0.00113194-0.00120069j 0.000475416+0.000445658j 0.000480408+8.67144e-05j 5.19798e-05+0.000781422j -0.00185372-0.00120382j -0.000451809-0.000655734j -0.000186997-4.3793e-05j 0.00222569+0.000134809j -0.00203306-0.00283192j -0.000452397+0.00219359j 3.39216e-06-0.00159288j -0.000753327+0.000328251j 6.61619e-05-0.000934215j 0.000730847+0.000123692j 
0.00243528+0.000511891j 0.00073536-0.00237784j -0.000930622+0.00249385j 0.00193068-0.000170572j 0.00222773-0.00323306j -0.00170323+0.00240551j -0.00222048-0.000594295j -0.00195048+0.000271891j 0.00099893-0.00184741j 0.000563439-0.00237722j -0.00184097+0.000892258j 0.00296064-0.000382941j -0.000639462-0.00103547j 0.00111221-9.83432e-05j -0.000664901+0.000401267j 0.000520962+0.000740443j 0.000729145-0.000712611j 0.000360443+0.00127488j -0.00309452-0.000845173j 0.0007112-5.04955e-05j -0.00271684+0.000346053j -0.000458018+0.000354513j -0.00058004-0.00148193j -0.000997451+0.000845026j 0.00168937+0.00106485j 0.000370164-0.000281296j -7.244e-05+0.0015365j 2.67185e-05+0.00128476j -0.0010328+0.00117958j -0.00177883-0.000161534j 0.00051186-0.000735069j 0.0011244+0.000826254j -0.00198474-0.00100769j -0.000936527-0.000729126j -0.00707607+0.0034863j -0.00212756-0.00317626j 0.00273201+0.00114604j 0.00227012+2.41176e-05j 0.00207208-0.000901055j 1.47304e-05+0.00255677j -0.00299575+0.00479795j -0.00255158+0.00281281j -0.00269691+0.000831749j 0.000402331+0.00139315j 0.00563637-0.000907576j -0.00372238-0.0007032j -0.00229895+0.0038563j 0.000711303+0.000285022j 5.80427e-05-0.00185141j -0.00160492+0.000874299j 0.000473093+0.00123489j 0.00103637-0.00261485j 0.00135652-0.00161213j -0.00251468+0.000619894j 0.000485665+0.00497438j 0.00201842+0.000436827j -0.000134913-0.001553j -0.00483789-0.000941148j -0.00207943+0.00289816j -0.00127053-0.00116472j -0.000419306-0.00167467j 0.00276667+0.00401219j 0.00367313+0.000708023j -0.00155241+0.00232709j 0.00154683+0.00204175j -0.0019217+0.0013034j 0.000182294+0.00312487j 0.00502565+0.00113283j -8.43721e-05+0.000662906j -0.000428554-0.000158016j 0.000997363+0.000893354j -0.00122603+0.000797451j 
-0.00326736-0.00164385j -0.00126297+0.00238197j 0.000856743+0.0052575j 0.00109309-9.74847e-05j -0.00414434-0.0065226j -0.00138002+0.00166776j -0.000383124-0.000151875j -0.000856152-0.00135347j 0.00090827-4.73874e-05j -0.000304796-0.00357787j 0.00280802-0.00359668j -2.31307e-05+0.000189969j 0.000154156-0.00316148j 0.00446997-0.00166563j 0.000615282-0.00176745j -0.00125547+6.59205e-07j 0.00206785-0.000588579j 0.0013484+0.00188447j -0.00217494+0.000578486j -0.000757968-0.00225611j 0.00191386-0.000202886j 8.89298e-05-0.000174812j -0.000473601-0.00339429j 0.00144677-0.000376167j -0.00108579+0.00261905j -0.00152943+0.00196671j -0.00301399+0.0018356j 0.00104707-0.000194246j -0.00125762-0.00165085j 0.00108256+0.000570473j -0.000115726-0.000252905j 0.00059707+0.000356605j -0.00163291-0.00307283j -0.00207255-0.00048605j 0.00530769+0.00136642j -7.09154e-05-0.000135887j 0.00064062-0.00187593j -0.00152699-0.0037423j -0.000659073-0.00253499j -0.00266078-0.000842429j 0.00191536-0.000653121j 0.00357577-0.000127686j 0.00459097-0.00326528j -0.00101935+0.000286736j 0.00047125+0.000148993j 0.0018018+0.00109748j 0.00186601-0.000279422j 0.00160824+0.00310045j 0.00109982-0.00022079j -0.000704391-0.002499j 0.00209874-7.25551e-05j -0.00457821-0.000213038j -0.00419925+0.00101996j 0.00297986+0.000469097j -0.0015511-0.00397755j 7.32815e-05-0.0028073j 0.000231528+0.00142262j -0.000259301-0.00134917j -0.000775635+0.000778891j 0.00132909-0.000974843j -0.00235922+0.00162914j 0.000949911+9.25455e-06j -0.00118791+0.000391389j 0.000734652-0.00078378j -0.00245818-0.000114496j 0.000750451-5.49732e-05j -3.22371e-05+0.000360709j -0.00135494-0.00393461j -0.00103008-0.00143511j -0.00196134+0.0019368j -0.000898204+9.85867e-05j -0.000122152-0.000530769j 
-0.000935101+0.00165974j 0.00305256+0.00151033j -0.00439794-0.0044226j 0.00220513+0.000979297j 0.0041129-0.00171859j 0.00151719-0.00602713j -0.000989878+0.000897435j -0.00146644+0.00297506j 0.000158987+0.000854212j 0.00272724+0.00284505j -0.000671011+0.00157808j -0.00470141-1.24551e-05j -0.00333912+0.0037178j -0.00282394-0.00411964j -0.00267944+0.00209362j -0.00102651-0.000795787j -0.00555415-0.00275127j -0.000185758-0.00370838j -0.00107026+1.91558e-05j 0.0021342+0.00378195j 0.00214735+0.00163485j 0.000102097+0.00170617j 0.00127325+0.00374336j -0.000118814+0.000312003j -0.00187449-0.0034948j 0.000731393-0.00337989j 0.000664065-0.00219469j -0.00162976+0.00333598j 6.84964e-05-0.00112836j -0.000793034-0.00229721j -0.000114054-0.00115261j -5.55074e-05-0.000226904j 0.00110198-0.00122517j -0.00165808+0.000632867j 0.00316513+0.00912699j 0.00125022-0.000237476j 0.00109961+0.00151803j -7.58826e-05-0.00550681j 0.00112625-0.00324414j -0.00423653+0.000476838j -3.02295e-05+0.0028602j 0.00351656-0.000739898j 0.00301122-0.00151216j -0.00166854+0.00121804j 0.00126704+0.00316325j 0.0011453-0.000910309j 0.000427263+0.0049112j 0.000363871+0.00273176j 0.00194671-0.00155367j -0.00279424-0.000485834j 0.00287658+0.0024601j -0.0018243-0.00293119j -0.00357146+0.00107025j 0.00173855+0.00138928j -0.00204958-0.0022607j -0.000852554-0.00350968j 0.000193079+0.00172488j -0.00107128-0.00368667j -0.00245311+0.00102271j 0.00105097-0.00189902j -0.00284945-0.000241092j 0.00158932+0.000557956j -0.00107487-6.01423e-05j -0.000150567-0.00114111j -0.0012125-0.000732243j 0.00140626+0.000255097j -0.00127733+0.00192541j 0.000975726-0.00530535j -0.00176365-0.00268909j -0.00198483+0.0012366j -0.000424439+0.000147516j -0.000336345+0.000391786j 
0.00036343-0.00187496j -0.00249344+0.000227593j -0.00289741-0.00348224j -0.000929819-0.00262614j 0.00239029+0.00565256j -0.00170462-2.47358e-05j -0.000959823+0.00219357j 0.000453677+0.00456351j -0.00157165-5.75891e-05j 0.00319055+0.00418646j -0.00136375+0.00446841j 0.00039193-0.0011844j 0.000101199+0.000749047j -0.00158916+0.00248494j 0.00110393+0.000877744j -0.00069952-0.00218756j -0.001876-0.00168323j -0.00112597-0.000726429j -0.00118666-0.000103828j 0.00232545+0.00244871j -0.00101697+0.0011304j -0.000968794+0.000960471j 0.00143484+0.00419459j -0.00140038-0.000746939j 0.000232936-0.000915034j 0.000434221-0.00282479j 0.000577233-0.00215594j 0.00095442+0.00146937j 0.00138983-0.00169665j 0.000484187-9.35418e-05j -0.00198999+0.000587039j -0.000639121-0.00191589j -0.00322988-0.00115729j 0.000474673+0.00400748j -0.00552091-0.00812578j -0.00197777-0.00389063j 0.000128553-0.000527089j 0.000342578-0.00211983j -0.00121747+0.0027775j -0.00175227+0.00031098j 0.000705845+0.000504819j 1.779e-05+0.00142032j 0.000580366-0.00195035j 0.00275976+0.0021754j -0.00220982-0.00614717j 0.0042239+0.00330406j -0.0019351-0.00333063j -0.00117779-0.00348159j -0.00165516+0.0053169j 0.00342547-0.00311455j 0.00337243-0.00311419j -0.00592248+0.00298896j 0.00181677-0.0047465j 0.00122484+0.000793569j 0.00170248-0.00324746j 0.00442695+0.00342284j -0.00353718+0.00331036j 0.0011683+0.00102874j 0.00443196+0.000563711j -0.00146406-0.000741049j 0.00346998-0.00161991j -0.000538579+0.00109373j 0.00505316-0.000822453j -0.000661322+0.000245462j 0.00255344+0.00435012j -0.000988456-0.000487452j 0.000229079+0.00107051j 0.00276172+0.00170027j -0.000445991-0.00013531j -0.000899593+0.000466873j 0.000889862+0.00111597j -0.00147519+0.000411303j 
0.00344263+0.000938608j 0.000218124-0.00365252j 0.00323157-0.0016142j -0.000984678-0.00204344j -0.00280982+0.00415022j -0.000896915+0.000776564j 0.00105639+0.000505048j 0.00131426+0.00208703j -0.00197878-0.000380316j -0.00199066+0.00317412j -0.00239705+0.00289905j 0.00228114+7.63358e-05j 0.00268397+0.000261169j -0.00291185+0.00407285j 0.0023483+0.00180993j 0.00140849-0.000858987j 0.00144079+0.00230125j -0.00168164+0.000530716j 0.00299678+0.00110213j -0.000394127-0.000645447j -0.00120781-0.000478516j -0.000410629-0.000764586j -0.000581696+0.00155608j -0.000442804-0.000390525j 0.00101939+8.61588e-05j 7.53992e-05+0.000320747j 0.00214076+0.000269549j 0.000349144-0.00149709j 0.000530086+0.00268798j -0.000985113+0.000646178j 0.00085243+0.000319557j 4.66985e-05+0.000418399j 0.00247533+0.00352962j 0.00115161-0.00145622j 0.000971176-0.00177606j 0.000787875+0.00110516j -7.80026e-05+0.00105412j -0.000177042+0.00358864j -0.00119101+0.000864029j 0.00257469-0.0011461j 2.25991e-05-0.000110317j -0.00301931+0.000621258j -0.00144653+0.00233435j 0.000541424-0.000377181j 0.000256026-0.000817712j -0.00211464+0.000205879j 0.000440158-0.00173626j 8.69781e-05-0.00139881j -0.00166918+0.000316176j 0.00212691+0.00137374j -0.00176014+0.000153342j 0.000989565-0.000575624j 0.00265064+0.000179923j -0.00119731-0.000210645j 0.00218904+0.00195106j -0.00153347+0.00228719j 0.000831569-0.00254749j 0.000391407+0.00244673j 0.000680706+0.000326838j -0.000999247+0.00132515j 0.0019302-0.000321808j -0.00188742-0.00157523j -5.17277e-05+0.000549094j -9.67097e-05+0.000128357j 0.000419074-0.000339659j -0.000616497-0.000418879j 0.000454183-0.00042147j -0.000920585+0.0028718j 0.00165563+0.00207263j 0.00248646-0.00181251j 0.000832018+0.000611918j -0.000313091+0.00054974j 
