-0.137692-0.183256j -0.184481+0.138231j -0.0822983-0.110606j 0.11687-0.0853033j -0.0311824-0.0612277j 0.0327246-0.0202545j 0.0109198+3.04981e-05j 0.0372952-0.0235092j -0.0358755-0.00105564j 0.0100347-0.0193734j -0.0106316-0.0295206j -0.0145006+0.00787056j -0.00155719-0.00274162j 0.0128553-0.00126064j -0.0368002-0.0184069j 0.00564166+0.022705j -0.0111072-0.000233986j 0.0151657-0.0117718j 0.031415+0.023745j 0.00433369-0.0272868j -0.00926727+0.00840375j -0.0117081+0.0122069j 0.00438105+0.0484406j 0.023266-0.0319038j -0.0487048+0.0109596j 0.035225+0.00966165j -0.0334025-0.0849875j 0.0811813-0.0321519j 0.0783225-0.107021j 0.106205+0.0799309j -0.0740633-0.0917348j 0.0897883-0.0757992j 0.0830377-0.179429j -0.199093-0.0778429j 0.0170049+0.159004j -0.1339+0.0864147j -0.101822+0.0104225j -0.143414-0.0190433j 0.135693+0.0609644j 0.0401355+0.0732983j -0.0626679-0.0989069j 0.0163951-0.0926424j -0.00730032-0.0623311j 0.0320551+0.000750913j -0.0389182-0.0671672j 0.0235753+0.0621668j -0.0258311-0.116507j 0.0252126+0.0887803j 0.00936344-0.0321448j -0.00353996+0.00486524j -0.000311593+0.000345815j 0.101808+0.00677845j -0.00211199+0.00463665j -0.00941128-0.0385442j -0.036127+0.10113j 0.0425552-0.0874884j -0.0451888+0.0814662j 0.0436547-0.0465709j -0.0171212-0.0307327j 0.0257424-0.0501391j -0.00667562+0.095627j 0.0794985-0.086334j -0.0144433+0.0609986j 0.153592-0.0507033j -0.16393-0.0467997j 0.0794989+0.059176j -0.0805322-0.120391j -0.117+0.15417j -0.249089-0.151462j -0.138195+0.229756j -0.248032-0.151399j 0.151016-0.246798j 
0.00489569+0.000559098j 3.00193e-05-0.00460177j -0.00184082-0.000935764j 0.000970827-0.00256477j -0.00170224+0.00802152j -0.000539703+2.88065e-05j 0.00168784+0.00047762j -0.00274445+0.000424077j 0.00273455-0.00452823j 0.00250038+0.00163845j 0.00216865-0.00120978j -0.000422222-0.00376946j -0.00113951+0.00456726j -0.00245907+0.000347821j 0.00271298-0.0024714j 0.00515967-0.0034127j 0.00233638-0.0018294j -0.00433467+0.00170166j -0.0103438-0.000743735j -0.00498793-0.00207921j 0.00236559-0.00123393j 0.000815248-0.000822711j 0.00126289-0.00773252j -0.00216385-0.00498268j 0.000975038+0.00748746j 0.00188669-0.00117124j -0.00411728+0.000466434j 0.00297182-0.00191593j 0.00112213+0.00125785j -0.000595283+0.00214933j -0.00014255+0.00248659j -0.00213061-0.000330931j -0.000687848+0.00389836j 0.00404326+0.000559368j -0.000842806+0.00114672j -0.000999843-0.00272134j 0.00184209+0.000626095j -0.00209143+0.00125003j 2.92576e-05-0.00231319j 0.00277839-0.00269648j -0.00299676+0.00605647j -0.0100984-0.000609632j -0.00383282-0.00216732j 0.0020277-0.00140578j -0.000311093+4.94252e-05j 0.000727614+0.00398177j -0.00256538-0.00426108j -0.00155248+0.00107936j -0.000490378+0.00175237j -3.64096e-05-0.00426783j 0.00248902-0.00219753j -2.63717e-05-0.00656817j -0.00391817+0.00263025j 0.00462988-0.000354239j 8.74774e-05+0.000301099j -0.00184818+0.00042852j -0.00150723+0.000715903j 0.00310265-0.00152183j 0.000211138-0.000259385j -0.000476202+0.00313248j 0.00597422+0.00387515j -0.000632375-0.000966096j 0.00431769-0.000704196j -0.00264528-0.00307788j 0.00159685+0.00182545j 0.00169275-0.00126855j 0.00348646-0.00254629j -0.00283185-0.00567301j 0.00223969-0.00097008j -0.00136168-0.000541938j 0.000947645-0.00194209j 0.00188301+0.000890236j 
0.000358853+0.00207036j 0.00197992-0.000122987j -0.00307931-0.00239546j 0.00361125-0.00293865j 0.00750454-0.000384254j -0.00426808+0.00920369j -0.00408605-0.00904241j 0.00265284+0.00600663j 0.00299464+0.00189501j -0.00564402+0.00368861j -0.0024013-0.00297283j -0.00216533+0.00122007j -0.00449001-0.00383245j -0.00316289-0.00140678j -0.00145172+0.00200708j -0.00238856-0.00140243j 0.00541758+0.00110016j 0.0030678-0.00153858j 0.000277976-0.000698693j -0.00307955-0.00251612j -0.000111004-0.00256404j -0.0050425-0.00343651j 0.0032855+0.000226765j 0.00682418-0.00919805j 0.00247705-0.00751382j -0.0098027-0.00358857j -0.00623584+0.00305466j 0.00158945-0.00447354j 0.00249954+0.00171922j -0.00121196+0.00282323j -0.000316914-0.000715561j 0.000821859-0.000534605j 0.000795127+0.00408487j 0.00394517-0.000804591j 0.00209671-0.00348176j 0.00451561+0.00583307j -0.00732041+0.0010126j 0.00223251-0.00446248j 0.000452358-0.00589959j 0.00011246+0.00359588j -0.000705503+0.00626285j -0.00257126+0.00238431j -0.00542695+0.000566264j 0.00629273-0.000725663j -0.00167893+0.00126469j -0.00132201+0.0039983j -0.00251751-0.000899933j 0.00124518+0.0037222j -0.00264425-0.00139159j -0.00424343+0.000823104j 0.00128732-0.00125646j -0.000673087+0.000434925j -0.00458532-0.00406246j -0.000187388+0.000411963j 0.000716299+0.00249048j 0.00235989-0.00135842j -0.000406795-0.00216462j -0.00241919-0.00408305j 0.00249299+0.00048623j -0.0021529+0.000617732j -0.00220492+0.00436035j 0.0029847+0.00181527j 0.00384506-0.00441794j -0.00271728-0.00281226j -0.00116649-0.00674201j -0.00832467-0.00466871j -0.00572646+0.00474769j -0.00217348+0.00186054j 0.00272147-0.00248512j -0.00199448-0.00226114j 0.00132692+0.000269308j -0.000197367+0.0013024j 
0.00147561-0.000530828j -0.000697917-0.00190908j 0.000828018+0.00308041j -0.00297528+0.00175038j -0.00125881+0.00161759j -0.00284658+0.00340764j -0.00473662-0.000751228j 0.00366068-0.00270074j -0.000595874+0.00107911j -0.00496503-0.00242972j 0.000581109+0.00295865j 0.00560493+0.003827j 0.00146218+0.00122403j -0.00142894+0.00206151j -0.00200853-0.00198531j -0.00360369-0.00309857j -0.00287753-0.000655538j 0.00232209-0.00700572j 0.00120397-0.00234223j 4.1327e-05+0.00157594j 0.00228796-0.00104917j -0.00113109+0.00235169j -0.000125553+0.00194628j -0.000588922+1.82642e-05j -0.000170234-0.0028863j -0.00160564-0.00562846j 0.00162117+0.00104503j -0.00242654+0.00624366j -0.00208651-0.00126353j -0.0005072-0.00352471j -0.0017161-0.00206572j 0.00202425-0.00101929j -0.00382587-0.0013355j -0.00109392+0.00466848j -0.00261045+0.00174193j -0.000691964-0.000756631j -0.00368286+0.00324538j -0.00161928-0.00351385j -0.00222188+0.00105637j 0.000175122-0.00305179j -0.00412358+0.00344609j -0.00290975+0.0014403j 9.55404e-05+0.000612359j 0.00131581+0.00027526j 0.000827655+0.00232758j -0.0020448+0.00158341j -0.00291244-0.00225149j 0.00204212+0.00433454j -0.00195007-0.000544339j 0.000412562-0.0018535j -0.0013351+0.00158927j 0.000111415-0.000260301j -0.00247304-0.000295021j 0.00218045+0.000987149j 0.00146081+0.00180373j 0.000800136-0.000860168j -0.000811545-0.00210065j 0.00134326+0.000167383j -0.000534239-0.00150403j -0.000336879+0.0030449j 0.000251113+0.00279928j -0.00182023-3.71265e-05j 3.6213e-05+9.66094e-05j -0.0026031+0.000755191j 0.000703583-0.00244181j -0.00360424-0.00166653j 0.00202507+2.5688e-06j -0.00468192+3.71632e-05j -0.000361895+0.00165436j 0.0024369+0.0002487j 0.00317224-0.00108773j 0.00173482+0.00287602j 
-0.00061247-0.000589715j -0.000466122+0.000599269j 0.000420327+0.00151351j -0.00178388+0.00110637j 0.00156835+0.0014245j 0.000538763-0.001818j 0.00245566-0.000396209j 0.000532556-0.00284397j -7.6413e-05+0.00292618j -0.00626804-0.00259548j -0.00599455+0.00748733j 0.0118522+0.00343783j 0.00375294-0.00148171j 0.00591558-0.00156016j -0.00665338-0.00640843j -0.000656177+0.00399283j -0.00512342-0.000408525j 0.00611223-0.00748712j 0.00472034-0.00415765j 0.00333437-0.000749549j 0.00684348+0.00296374j -0.000530354-0.00219777j -0.00422333+0.00614355j -0.00509691+0.00116163j -0.000816201+0.000517318j -0.00594926+0.000838256j 0.000465317-0.00272571j 0.00700531+0.00325013j 0.000385217-0.00353725j 0.0032811+0.000758776j 0.00236234-0.0013623j 0.00134652+0.00223954j 0.00204561+0.000679743j 0.000521969-0.00269797j -5.84002e-05-0.00343777j 0.000908944-0.00483532j 0.00642714-0.00359718j 0.0020611+0.00460669j -0.000622445-0.00187003j 0.00161384-0.000420017j 0.000429247+0.00426712j -0.00913314-0.000156592j -0.00791646-0.00093048j -0.00290574-0.00350264j -0.00041778-0.00384258j 0.00662556+0.00353674j 0.000193079-0.00103481j -0.00453352+0.000728157j 0.00180678-0.000718282j -0.00295538+0.00108609j 0.00381321-0.00325549j -0.00181769-0.00498843j 0.000370647+0.00773464j 0.00229562-0.00241762j 9.45853e-05+0.000358348j -0.00325458+0.00147945j -0.00236284+0.00503956j -0.00031694-0.0048795j 0.00167104-0.000457141j 0.00583661+0.000853468j -0.00143585-0.00132609j 0.000876581+0.0017849j 0.000889092-0.000754686j -0.000896301-0.00480197j 0.00292124+0.0019114j 0.00132764-0.00187635j 0.00231541+0.00327719j 0.00457692-0.00970583j 0.00198887-0.00229138j -0.004242-0.000735641j -0.00347032-0.00112883j 0.000894535-0.00290991j 
-0.000275594-0.00306377j -0.00294265-8.29741e-05j 0.00119558-0.00299579j 0.00325608+0.00130386j -0.00177974-0.00115388j -0.00171367+0.00812038j -0.0089397-0.00108237j 0.00451555+0.000821038j 0.000387969+0.00461547j -0.00615043+0.00119704j 0.000885311-0.000437981j -0.0016708-0.000246874j 0.00210668+0.00313785j -0.00537528+0.00392692j 0.00189381-0.0045215j -0.00663919-0.00162888j 0.00214183+0.00212326j 0.00283219-0.00466536j -0.00654571-0.00286234j -0.00124905+0.00579556j -0.000288173-0.00397821j 0.000237854-0.000640542j 0.00116132-0.00034759j 0.00500047-0.00367936j -0.000800786-0.00603966j -0.00300549-0.00682783j -0.00264778+0.00190425j -0.00367262+0.00239362j -0.0025598-0.0025856j 0.0017359-0.00248939j 0.00103412-0.00195044j 0.00191615+0.00123031j 0.00233429+0.00101042j 0.0006853-0.00337973j -0.00529466+0.00177995j -0.00464351-0.00536423j 0.00447108-0.00887676j 0.00674343+0.00106651j 0.00528246+0.00114781j 0.00100364+0.00519558j 0.00401081-0.00786584j -0.000388685-0.000579988j 0.0044679-0.00367112j -0.0057174+0.00286998j 0.0016011+0.000218371j -0.000318113-0.0058282j 0.00639017+0.00293204j -0.00347767-0.00698875j 0.00790815+0.00233892j 0.00117292-0.00139301j -0.000274977-0.00196963j -0.000753995-0.00234708j 0.00262471+0.00216928j -0.00495772-0.00194635j -0.000762257-0.00645955j -0.00645421+0.00192917j 0.00741362+0.00133418j -0.00111441+0.000532856j 0.000134191+0.00375816j -0.00301317-0.00689526j 0.00401396-0.00250535j 0.00103223-0.00846621j -0.0017978+0.00561054j 0.00758719-0.00253929j 0.000800687+0.00843754j 0.00772652+0.000927554j -0.000585885+0.00126281j 0.00832206-0.000292777j -0.00201455-0.000171769j -0.00181637+0.000961216j -0.0038376+0.00202034j -0.00227789-0.00347852j 
0.001979-0.00275069j -0.00285648-0.00201948j 0.000402218-0.00248413j 0.00402829-0.00123704j -0.00662897-0.00439238j -0.000133199-0.00596715j 0.00348394-0.000935429j 0.00127307+0.00403364j 0.00066826+0.00652319j 0.000101087+0.00195549j -0.00300571+0.00506117j -0.00436716-0.00817084j 0.00839555+0.00298389j -0.000778574+0.00018719j 0.00454857-0.0105151j -0.000677968+0.00750284j 0.00216694+0.00362529j 0.00383804+0.00441062j -0.0120962-0.00461892j 0.00331729+0.0116251j 0.00043766-0.000801757j 0.0063314-0.00547405j -0.00550082+0.000488215j -0.00115958+0.0048876j -0.00096392-0.00102705j -0.000414572+0.00631335j 0.000604195-0.000263447j 0.00126534-0.00142477j -0.00108341+0.00057138j -0.000553256-0.00112274j 0.00361392+0.00121781j -0.00103498+0.00364087j 0.000631562+0.00522349j 0.00509068-0.0013034j -0.00731866-0.00123583j 0.00227443-0.00148782j -0.00513097+0.00213201j 0.00243136-0.00440161j 0.00420296-0.00367376j 0.00393038+0.00613622j 0.00335254+0.00059348j -0.00664998+0.00486692j 0.0028777-0.00171514j 0.00153895+0.000186938j 0.000476554+0.00521253j -0.00289572-0.00119586j -0.000571961+0.00112066j 0.00329247-0.00167168j 0.00424783+0.00454423j -0.00289324-0.00452337j -0.00107419-0.0042861j 0.000871626-0.00522885j -0.00535322-2.73853e-05j -0.00275126-0.00144218j 0.0041973-0.00572647j -0.00526086-0.000673797j 0.00740649-0.00352797j -0.00063106-0.00180489j 0.000200071+0.00474779j -0.00587581-0.00319289j 0.0108719+0.00873608j 0.00274131-0.0121922j 0.00322193+0.00287304j 0.00345362-0.00446101j -0.000206996-0.00111817j -0.00106259-0.00544349j -0.00589389-0.000364722j -0.0026368+0.00361755j -0.00182886-0.00159043j -0.0013714+0.00231213j -0.000449168-0.00149052j 0.00161705-0.000579448j 
-0.000685858-0.00157792j -0.00173376+0.000721946j 0.000627297-0.00130763j 0.00015399+0.00122968j -0.00163387+0.00742759j 0.000172664-0.0036636j 0.0042605+0.00336987j -0.00217877-0.00345542j -0.00022748-0.00174918j -0.000536321-0.0045984j -0.00115482+0.00324087j 0.00745767+0.0017633j 0.00313911+0.0043294j 0.00194347-3.14085e-05j -0.00151855-0.00561658j 0.00287311-0.00105584j -0.00503027-0.00201184j -8.55626e-05-0.00428986j -0.00184181-0.00128761j -5.50833e-05-0.00244064j 0.0065885+0.00164277j 0.00140698+0.000512196j -0.00100918-0.000919967j -0.00584744+0.000540386j -0.0019396+0.00821568j 0.00259429-7.03782e-05j -0.000374716-0.00192747j 0.00469187+0.0022338j -0.000368449-0.00564884j 0.00520447+0.000866533j -0.000600643-0.00168394j 0.0016343-0.000664887j 0.00358536-0.000432128j -0.000237263-0.00442256j -0.000836118-0.00263748j 0.00239152-0.000794826j -0.00153566-0.00454846j 0.00467077-0.0045745j 0.00276724+0.000103549j 0.000197858+0.00704968j 0.00480289-0.00960923j 0.00993674-0.000646426j 0.00315803-0.000972482j -0.00195011+0.00233624j 0.000423021-0.00104164j -0.00288506-0.00285272j 0.00738686+0.00454017j -0.00215764-0.00611299j 0.00245462-0.00202303j 0.000262499+0.00431239j -0.000506513+0.00137389j -0.00194796+0.00645029j 0.00168774-0.00494742j -0.00712955+0.00183832j -0.000615679-0.00243621j -0.00133103-0.000624881j 0.00249356-0.000796968j -0.00326187+0.000700674j 0.00305285+0.00177836j -0.00353817-0.00527503j -0.00714709-0.0042479j 0.000770471-0.00105796j -0.00255647+6.24778e-05j 0.00511489-0.000574662j 0.000313368+0.00111496j -0.000521831-0.00250927j -0.00682031+0.00562924j 0.00843936+0.00470943j 0.000770925+0.00133663j -1.77822e-06-0.00246384j -0.000996195+0.0044273j -0.00466084-0.000897128j 
0.000188877-0.00258524j -0.002717-0.000458012j 0.00295814-0.000249399j -0.00151373+0.00406981j -0.00252774+0.00553452j -0.000627437+0.00106036j -0.00264717+0.00501287j -0.00366901-0.00233126j -0.00148357-0.00580185j 0.0066547+0.000131668j 0.0097306-0.00661132j -0.00722829-0.0036893j -0.00314327+0.00361881j -0.00489659+0.00322535j 0.00435144+0.00627394j 0.00201118-0.00681647j 0.00105713-0.00132452j -0.00891764+0.00430578j -0.00452652+0.00447666j -0.0034287-0.000835186j -0.00610686-0.00129191j 0.00162901+0.00531119j 0.00333267-0.00707261j 0.00178416-0.000351735j -0.00019998+0.00413148j 0.00978863-0.00469008j 0.00114314-0.00064169j -0.00646025+0.00193688j 0.00173274+0.0011008j -0.000443586+0.000754997j -0.00346597+0.00290859j -0.00303844-0.0031939j 0.00139794-0.000547381j -0.000466329-0.000842732j -0.0036151-0.00348495j 0.00345616-0.00281042j 0.000766155+0.000983359j 0.00210208+0.000486325j -0.000368955-0.00312707j 0.00293087-0.000180346j -0.00128706+0.00632544j -0.00928314+0.00286591j -0.0077755+8.38511e-05j 8.50342e-05-0.00345929j -0.000654359-0.00230839j 0.00418491+0.0047139j -0.00121697-0.00185167j -0.00113027+0.00296141j 0.000994082-0.000939269j -0.00373906+0.00154165j 0.00253914-0.00317694j -0.00103902-0.00367553j -0.00134302+0.00562772j 0.00120377-0.00273247j 0.00178129+0.000865796j -0.00193408+0.000408053j -0.00302738+0.00231908j -0.000468807-0.00485186j 0.00276631-0.00130419j 0.00494973+0.00115694j 0.000239879+0.00233039j 0.00118769+0.000555085j 0.00189971-0.00171782j -0.0027179-0.00268925j 0.00155151-0.00231764j -0.00312791-0.00432282j -7.67288e-05+0.00263701j -0.00223284-0.00490272j -0.000524238-0.00217048j -0.00224015+0.00183106j -0.00348778-0.00260386j 0.00289136-0.00320966j 
-2.5161e-05-0.00155897j -0.00159789-0.000243132j 0.00174217+0.00205099j -0.00248081+0.00158191j -0.00618059-0.0013924j 0.000374043-0.00893537j 0.00529755+0.00361425j -0.00049008-0.00284454j -0.00195354+0.00149778j 0.00254584-0.00336094j 4.81563e-05+0.00607734j 0.00248137-0.00211292j 0.0062121+0.000642994j 0.00325073-0.000538425j -9.54006e-05-0.00408289j 0.00177806+0.00442953j -0.00485958+0.00116558j 0.00113717+0.000910493j -0.000167029-0.00131136j 0.00590929+0.00445519j 0.000904092+0.00206173j 0.00494326+7.54541e-05j -0.00413382+0.00412155j -0.00436303+0.010955j -0.00108704+0.0033916j 0.00658638+0.00478602j 0.00614903-0.00337472j 0.000402977+0.00356649j -0.00185168-0.000438226j -0.000262207-0.00270673j 0.000343524-0.000356973j 0.000263544+0.000735929j -0.00340448-0.00294531j -0.00297973+0.00373913j -0.00416248+0.000690283j -0.000102846-0.00432096j 0.000766097+0.00378284j -0.00237292-0.00112351j -0.00112714+0.00398569j -0.00056744-0.00152946j -0.00151357-0.00176609j 0.0019655+0.000326983j 0.00380417+0.000240582j -0.00192369+0.000618587j 0.00228826+0.00104054j -0.00149279-0.000755102j -0.00083119+0.00139302j 0.00230163+4.71671e-05j 0.000700911+0.000696221j 0.00175828-0.00061848j -0.00128221+0.00340414j 0.0003668+0.00144703j -0.000180988+0.000851721j 4.18291e-05+0.00112722j 0.00278243-0.00112741j -0.00106537-0.00136455j -0.00133947-0.000762286j 0.00129944+0.000758415j -0.00141186-0.00173964j 0.00155861+0.00134998j -7.21911e-05+0.000316492j -0.00314608-0.00185985j -0.0034072+0.00370556j 0.000786556+0.00313397j 0.00122177-0.000410542j -0.00033259-0.000589934j 0.00199704-0.00118246j -0.00176459-0.00021603j -0.00221293+0.00452471j 0.00483371+0.0023j 0.000896216-0.00139328j 0.00178666+0.000699121j 
-0.00243111-0.0020426j -0.00226232+0.00231609j -0.00261608-0.0036883j 0.0028208-0.00419381j -0.00923357-0.000622753j -0.00115655-0.000490595j -0.00266767-0.00216267j 0.00631701+0.00165513j 0.00532018+0.00719527j -0.00145464+0.00390587j -0.000433231+0.00391456j -0.00853649-0.00540922j 0.00742606+0.00207618j -0.00402753+0.00196537j 0.0024931-0.0122863j -0.00155514+0.00664914j 0.0049584+0.00312328j 0.00557175+0.000353417j -0.0160833-0.00363454j 0.00372334+0.0118328j -0.000191381-0.00287893j 0.00399608-0.0061993j -0.00203225-0.000195626j 0.00235738+2.50095e-05j -0.00179298-0.00396108j -0.00177644+0.00173366j -0.00417164+0.0011873j -0.000648211-0.00341783j -0.00187068-0.00314693j 0.00288216-0.00162554j 0.000352361+0.0019011j -0.00205865+0.000340103j -0.00223059-0.00119679j -0.00084808+0.00312495j 0.00445519+6.06225e-05j 8.57955e-06+0.0019314j 0.00241333-0.00042031j -0.00149962+0.00262378j -0.0027061+0.0022591j -0.00204328-0.00406359j -0.00181965+0.00183056j 0.00247024-0.00234139j -0.00212826+0.00264263j 0.000990115-0.000456178j -0.000649736-0.00301872j 0.0021152+0.00168453j -0.00137072-0.00122649j -0.00148005+0.0023566j -0.00444376-0.00167097j 0.00146238+0.00202135j 0.00066101+0.00179309j -0.000832483+0.00250224j 0.00280643-0.000427063j 0.00340149+0.000999454j -0.00209371+0.00404791j 0.0046929+0.000877892j -0.00523483+0.00206882j 0.000254279+0.00127408j 6.63886e-05-0.00283004j 0.0033806+0.00312454j -0.0049822-0.00396312j -0.00192769+0.00733081j -0.000404663-0.00257171j -0.00355182+0.00158764j -0.000752364-0.0003117j -0.000543935+0.00257538j 0.00294435-0.000145328j -0.00071771-0.0015271j 0.00118373+0.000244033j 0.000443383-0.00123844j 0.000348908+0.000282253j -0.000264887+0.000335668j 
0.000439567-0.00152346j -0.00155459-0.000594029j -0.00197687+0.00152313j -0.000441833-0.00187823j 0.00128272-0.00825796j 0.000369473+0.0016449j -0.00211394-0.00361414j 0.00403243+0.00226087j 0.000863763+0.00530086j -0.00291902+0.00329538j -0.00315463+0.00327179j -0.00113436-0.000393854j 0.00113732-0.00495932j 0.00143097-0.00151846j -0.00209602-0.000943651j -0.00315992+0.00612j 0.00194569+0.00249016j 0.00528128-0.000919071j 0.00298589-0.00154671j 0.00474317+0.00389399j -0.00168472-0.000581841j -0.00104501-0.003498j -0.00156952+0.0070634j 0.00396293+0.00227257j -0.000646658-0.00879522j -0.00479358+0.00407317j 0.00273991-0.000911416j 0.000778206+1.02951e-06j 0.00169178+0.00361864j -0.00360873+0.000311489j 0.00082243-0.00247675j 0.00240336+0.00117894j -0.00519672+0.00104502j 0.000837805+0.00583968j -0.00491057-0.00126082j -0.00367568-0.00532517j 0.000667144-0.000732511j 0.000953584+0.00143383j 0.00159094+0.00492654j -0.000349454-0.000270201j -0.00198825+0.000111227j -0.00539264+0.00333737j 0.00185285-0.00230329j -0.0032092+0.00144299j 0.00322988+0.000611953j -0.00185164+0.000181332j -0.000516141+0.00109777j 0.00244926+0.000409107j 0.00418676+0.000930493j -0.000577122-0.00239917j -0.000627682+0.00305932j -0.00067844-0.002092j 0.000124102+0.00404065j -0.000899001-0.00152221j 0.00534013-0.0036019j -0.00505088-0.000147876j 0.000273587-0.0008891j 0.00249576-0.00249987j -0.000993397-0.00106248j 0.0034058+0.000186669j 0.00218639+0.00211216j -0.00428987-0.00579559j -0.00288965+0.00783791j 0.00286672+0.00140798j 0.00432374-0.00114119j -0.000354013-0.00453941j 0.00212441-0.00159586j -0.00259034-0.00373818j -0.00364332+0.00597724j 0.00562322+0.00484285j -0.000925252-0.0029455j 0.00350082-0.00108716j 
-0.00203334+0.000537158j 0.000696959+0.00171291j 0.00210618-0.000451725j 0.000539606+0.00221925j -0.000299313-0.00225696j -0.00442702+0.0069121j -0.00808593-0.0039228j 0.00594693-0.000526311j 0.000463779+0.00459592j -0.00634639+0.000770752j 0.000186889+0.00110917j 0.00145831+0.0033897j 0.000677016-0.00169619j -0.00335498+0.00269474j -0.00149382-4.61607e-05j -0.00687635-0.00045205j 0.000554655+0.00196715j 0.00331862-0.00633196j 0.00204558-0.00223551j 0.00130979+0.00290544j -0.000934023-0.00294574j -0.00217241+0.00103559j 0.00184128+0.00325971j 0.00408313-0.00236272j -0.0016057-0.00936353j -0.00634522-0.00444133j -0.000108166+0.00367485j -0.0051414+0.00318544j -0.00274407-0.00175789j 0.000118442-0.00325323j -0.000835666-0.00218843j 0.00218474-0.000558316j 0.00101474-0.000812844j -6.22932e-05-0.00131267j 0.00253487-0.00421024j 0.00693124+0.00950795j -0.00858028+0.00337559j 0.00236736-0.00587391j -0.000897731-0.00374241j -0.00178247+0.00361402j 0.00266485+0.00384751j 0.00350759+0.000917082j -0.0018498+0.00188866j 0.00475458-0.00183855j -0.00300641+0.00244708j 0.000280728+0.00268094j -0.00212564+0.00152959j 0.00293345+0.000557107j -0.00444958+0.00039865j -0.00403894+0.00201197j 0.00110894-0.00152881j 2.03555e-05+0.002095j -0.00395577-0.00487361j -0.000124406+0.000388765j 0.000136642+0.00234265j 0.0036055-0.00260557j -0.0015413-0.00134013j -0.00134452-0.00164451j 0.00222302+0.00230189j -0.00304895+0.00012183j -0.000194232+0.00302398j 0.00506184+0.00205106j 0.00290043-0.00789089j -0.0024496-0.000264676j -0.00419998-0.00457503j -0.00552846-0.0007484j -0.00642199+0.00239332j -0.00218282+0.00677439j 0.000918271-0.00420921j -0.00280034-0.00197158j 0.00245148+9.91448e-05j -0.000159256+0.0024065j 
-0.000755825+0.000451339j 0.000565592+0.000913712j -0.000163448+6.54832e-05j 0.000239745-0.00106888j -0.00207205-0.0019429j -0.00116057-0.00669828j 0.00483861-0.00375169j 0.000422233-0.000664169j 0.00278977+0.00558733j -0.00442684+0.00157949j -0.0044273+0.0113553j 0.00656059-0.00390821j 0.00640842-0.00447674j 0.00511758-0.00414485j -0.00719524-0.00764093j 0.00322394+0.0096061j -0.001931+0.00324451j 0.00582954-0.00501538j -0.000532221-0.00479627j 0.00680796+0.00234452j 0.00566806+0.000789653j 0.000984433-0.00666551j -0.00488283+0.00760022j -0.0038872+0.00561754j -0.00167477-5.5468e-05j -0.00403335+0.00810521j 0.000534759-0.00282897j 0.00645583-0.00205337j -0.000969092-0.00146918j 0.00182393-0.000708414j 0.00414067-0.000834245j 0.000891215+0.00379222j 0.00293274+0.00253762j 0.0024836-0.00316151j 2.42514e-05-0.00369139j 0.00421736+0.00042588j 0.000203847+0.00251627j -0.000237892+0.00212798j -0.00207169-0.00566354j 0.00292237+0.000143509j 0.00319629+0.00884244j -0.010534+0.00478225j -0.0083312+0.00271772j 0.00278439-0.00528977j -0.0024028+0.000271998j 0.00574525+0.00368669j -0.00490542-0.00252417j 0.000672524+0.00360733j -0.00188626+0.00175986j -0.00465269+0.000334618j 0.00103725-0.00753378j -0.00100621-0.00636617j -0.00246928+0.0043302j 0.00321022-0.00348377j 0.000766966+0.00240277j 0.000692227+0.00123617j -0.000577913+0.00146707j -0.001627-0.00372826j 0.00163199+0.0011009j 0.0017213+0.00237741j 0.00594003+0.00446142j 0.00461211+7.34855e-05j 0.0047722-0.00633015j -0.00569296-0.00469769j -0.00128058-0.00261167j -0.00285171-0.00143698j -0.00101409+0.000386666j -0.00412781-0.00226784j 0.00153655-0.00673844j -0.00629599-0.000372294j -0.00130359-0.00218344j 0.00208868-0.00109666j 
