-6.88773e-15-0.0144506j -1.51731e-15-0.0410662j 1.11238e-16+0.0280313j -9.61754e-17+0.00172809j -2.61456e-17-0.004719j -9.14198e-17-0.0139738j -2.46386e-17-0.00352988j -4.36433e-18-0.000119992j 5.05588e-18-0.00650691j 5.09645e-17+0.0257139j -2.15238e-17+0.0151003j 3.67303e-17+0.0211546j -1.29335e-17+0.00813478j 3.81071e-17-0.00157929j 2.24009e-16+0.00229497j -2.64364e-16-0.0224048j -2.89258e-16+0.00502555j -2.16649e-16+0.0157198j 9.20459e-17+0.00138915j 8.55437e-17-0.0366749j 7.26782e-17-0.0181577j 3.57245e-17+0.00478105j 4.70389e-17-0.0164183j 9.64368e-19-0.00354619j -7.7366e-17-0.000746648j -3.93619e-17-0.00310861j 1.59506e-16-0.0222723j -6.85427e-16-0.0163244j -1.08947e-15-0.0250997j -6.86291e-17-0.014457j 3.70117e-16-0.02911j 1.4022e-16-0.0113339j -1.29562e-17+0.00453918j -4.61409e-17+0.00950299j 3.05453e-17-0.000485272j -3.23258e-17+0.0209459j 4.55818e-17-0.00703874j 2.11107e-16+0.0101446j 4.45291e-16-0.0212457j 1.05431e-17+0.00145745j 1.93697e-16+0.0142905j 1.25604e-16+0.00618164j -6.63664e-17+0.00384134j 2.51974e-17+0.018812j 4.7938e-17-0.0072912j 7.49899e-17-0.00673243j -4.69153e-17+0.00646817j -8.4684e-18-0.00571245j -1.12806e-17+0.00915902j 1.12207e-18-0.00507336j -1.8497e-17-0.00796048j -1.8547e-17-0.0166828j 1.19828e-16+0.0357157j 8.86577e-17-0.00413466j 2.69497e-15-0.0122763j -1.24494e-14-0.0339159j 
-2.71949e-15-0.00833673j -5.65574e-16-0.00275894j -1.56739e-16+0.00460741j 6.29518e-17-0.00708869j -1.99067e-16+0.00344247j 2.64959e-16+0.0039537j 2.55127e-17+0.00220429j -2.84765e-16-0.0042002j -1.83414e-16+0.00448393j 5.56822e-17+0.00590918j 2.65332e-16+0.00175905j 6.25845e-17+0.00596535j -1.39639e-16-0.00528328j 1.33283e-16+6.96021e-05j 2.77982e-16+0.0045374j -3.07226e-16-0.0084065j -8.30171e-17+0.00364743j 4.29334e-17-0.00680938j -1.21102e-16+0.00626323j -3.60213e-17-0.010558j 4.34103e-16-0.00444381j 9.54497e-17-0.0103424j -3.26246e-17+0.000322647j -5.9098e-17+0.00157268j -2.656e-16-0.00398809j 3.33104e-16-0.0111514j 6.29685e-18-0.00121651j 9.13793e-17+0.00195327j 1.26639e-16+0.00184304j 3.19941e-17+0.00356312j 5.17406e-16-0.00841154j 2.25137e-16+0.00216438j 2.31543e-18-0.000551273j -9.83224e-17-0.00188826j -1.15628e-16-0.0114444j 4.55268e-16-0.00918966j -3.49354e-16-0.0137723j 1.10123e-16-0.00451868j 1.92419e-16-0.00398227j 6.04109e-17+0.00313359j 2.7735e-16+0.00811843j 1.87687e-16+0.00460791j -1.75038e-16-0.00096292j 4.01292e-17+0.000763709j -3.59432e-17+0.0066973j -2.81364e-16-0.00254233j -2.04723e-16-0.0107285j 1.76377e-16-0.00206476j 3.14164e-16+0.00219888j 3.38688e-17-0.000851473j -1.97136e-16-0.00176117j 1.77435e-16-0.00106258j -1.31714e-16+0.00400852j -1.47056e-16+0.00746618j 7.61029e-16+0.00780227j -3.34916e-15-0.00651738j 
3.99661e-15+0.00898564j 1.07897e-15+0.0214728j -2.41171e-16-0.00782711j 1.13918e-16-0.00153026j -2.91178e-16-0.00822794j 1.17026e-15+0.0422062j 2.69981e-16+0.0142641j -7.16571e-16-0.0200926j 2.05152e-17+0.0116721j -2.04477e-17-0.00998135j 7.87986e-16+0.0192696j 2.15079e-16+0.0096117j -4.66182e-16-0.0206433j -1.81261e-16-0.0123348j 2.80909e-16+0.00602817j -5.64773e-16-0.00800233j -4.426e-16+0.0185449j 2.99471e-16+0.000582502j -1.56062e-16+0.00801411j 2.82074e-16+0.0241879j 9.34127e-16+0.025309j 9.25889e-17-0.00907892j 7.51475e-17+0.0151352j -1.90871e-16-0.00715287j -1.02927e-15-0.0485374j 2.54852e-16-0.00199426j -1.39694e-16+0.0105108j 4.5352e-16+0.0120126j 6.99828e-16+0.0114225j -4.14553e-17+0.00315745j 3.81148e-16+0.0188447j 2.03526e-16+0.0104823j -6.39871e-16-0.0203572j -1.19646e-17-0.00419111j -5.36957e-16-0.0317108j 5.00678e-16-0.00646639j 4.68528e-17-0.00114192j 5.94828e-16+0.024769j -5.69224e-16+0.00995883j 2.11498e-16+0.00860457j 1.80364e-16+0.000784285j 1.41926e-16+0.00109727j -5.04167e-17-0.00219734j -3.65915e-16-0.0250282j -5.42717e-17-0.00193928j -7.99462e-16-0.0191923j -7.48063e-16-0.0398503j 3.95011e-16+0.00849301j 3.02817e-16+0.00512615j 3.40772e-17+0.000549239j -6.83155e-16-0.0265249j 5.78945e-16+0.0215091j -2.58419e-16-0.0168752j -4.99187e-17+0.00886628j -1.29547e-15+0.0106972j 6.96022e-15+0.0195294j 
-5.60663e-15-0.0160193j -1.05926e-15-0.0129898j -1.31562e-16+0.0025119j 3.70805e-17-0.00472507j -1.27717e-16+0.000974314j 4.36724e-16-0.0166031j 1.13394e-16-0.00153199j -5.26194e-16+0.00174572j 9.57575e-17-0.00848756j 8.13001e-18-0.00970568j 3.56798e-16+0.00378617j 1.31722e-16+0.0084409j -2.99116e-16-0.0075902j -4.51828e-17+0.000702934j 1.91094e-16+0.003993j -4.01171e-16-0.010375j 3.36233e-16-0.00188657j 7.12513e-17+0.000714747j 3.65877e-17+0.00398881j 1.59137e-16-0.013159j 5.23923e-16+0.00183297j -2.83142e-16+0.0222299j 4.7749e-17-0.00430326j 2.60469e-17+0.000823011j -6.14945e-16+0.00336555j 3.05661e-17+0.000724255j -1.76097e-17-0.00375749j 4.67641e-17-0.00191869j -1.73427e-16-0.00153313j -8.52061e-17+0.00228153j 5.82974e-16-0.00252286j 2.66829e-16-0.0257063j -4.68236e-16+0.0114823j -1.11616e-17-0.00712957j -2.30196e-16+0.00806587j 7.53858e-17+0.0117832j -2.14034e-16-0.0141859j 4.39736e-16+0.00887484j 1.84964e-16-0.00804521j 1.90388e-16-0.00675836j 1.73077e-16+0.00459739j 1.43736e-16-0.00185748j -7.70456e-18-0.00852306j -1.98019e-16+0.00060309j -5.3153e-18-0.0102267j -4.20848e-16+0.0031929j -4.4839e-16-0.00239646j 3.0132e-16+0.00501869j 1.29119e-16+0.00437472j -3.92482e-17+0.00613706j -4.32813e-16+0.0150185j 4.06022e-16-0.0103328j -1.27078e-16+0.00954923j 2.19283e-17-0.00461866j 2.05032e-15+0.0038083j -8.61078e-15-0.0209862j 
-4.25294e-16-0.00113402j 2.1952e-17+0.00025229j -4.13901e-16-0.00960339j 2.69321e-16+0.00989018j -4.17626e-16-0.0133451j 8.675e-16+0.0222172j 2.07014e-16+0.00224936j -6.33209e-16-0.023215j -2.16269e-16-0.00799026j 3.64254e-17+0.00889401j 6.82118e-16+0.022526j 2.79525e-16+0.00206435j -4.37498e-16-0.00494492j 1.25589e-16+0.0042169j 5.42498e-16+0.00395457j -6.19011e-16-0.0116056j -1.2586e-16+0.0112937j -2.00713e-16+0.00391652j 9.35057e-17-0.00775595j 2.41609e-17+0.00176123j 5.8621e-16+0.0297103j -2.24927e-16-0.00160067j 6.98464e-17-0.00292664j -2.90967e-16-0.00409633j -9.6717e-16-0.0223363j 4.44627e-16+0.0211081j 1.3059e-16-0.00120403j 4.63988e-17+0.000162347j 1.89237e-16-0.00299778j 1.11129e-16-0.00483019j 1.54185e-16+0.0225649j 2.382e-17+0.0156193j -2.03447e-16-0.0130195j -2.40536e-16-0.000379917j -6.5932e-16-0.00440462j 3.74799e-16+0.0240258j -1.75274e-16+0.00209568j 3.12832e-16+0.017571j -4.21095e-16-0.000517482j 2.37379e-16+0.00903453j 4.37901e-16+0.00913984j 3.03751e-16+0.00711028j -3.68119e-16-0.0046025j -1.47946e-16-0.000552688j 9.87764e-18-0.00190584j -4.59965e-16-0.0237749j -8.19486e-16-0.0111691j 3.18696e-16+0.0141834j 5.88715e-16+0.0164746j 9.19532e-17-0.00183644j -5.36574e-16-0.0224052j 4.02847e-16+0.0170032j -4.10013e-16-0.00730611j -2.94616e-16-0.00963748j 2.03917e-16-5.21445e-05j -2.87439e-16-0.0005801j 
-2.40915e-15-0.00999774j -8.14727e-16+0.00553646j 2.85589e-16-0.0127737j 1.80225e-16-0.0035003j 2.89986e-17-0.00118854j -7.14807e-17-0.00223686j -7.28004e-17+0.000830914j 4.84765e-17-0.00294728j 1.41905e-16-0.00784391j 3.5568e-16-0.0118993j 1.12488e-17-0.00115044j -2.47844e-17+0.00130923j 3.29116e-16-0.0114115j -1.09508e-16+0.00784488j -8.07386e-17+0.00995535j -6.29587e-17-0.0040265j 4.76841e-17-0.00120179j 6.76155e-16-0.0163897j -3.00101e-16+0.00612223j -5.00395e-17-0.00411322j -1.94832e-16+0.00533474j -1.56543e-16+0.00271243j -1.83705e-16+0.00298062j 7.21706e-17-0.00127864j 1.91462e-16-0.00109576j -6.03835e-17+0.00447476j -3.30957e-16+0.00796723j 1.46994e-16+0.00563138j 2.82942e-17+0.01327j -3.74639e-16+0.0134147j -3.42362e-16+0.0116737j 1.46677e-16-0.00702272j -3.38713e-16+0.0135482j 3.83207e-16-0.0136794j 1.70359e-16-0.00473885j 7.9172e-17+0.00180685j 1.11609e-16-0.0191204j 1.96629e-16-0.00979468j 3.53307e-16-0.0033342j -2.8076e-17-0.00128753j 5.97926e-18+0.00445894j 7.59133e-17+0.000582717j 4.72782e-16-0.0152095j 2.01838e-16-0.00204047j -4.9373e-17+0.00062938j -1.52256e-16+0.00471618j 4.29128e-16-0.0118501j -8.37524e-17+0.00444083j -2.60825e-16+0.0107711j -1.94278e-16+0.00685159j -2.50049e-16+0.0111732j 6.43756e-18-0.000902618j 3.08375e-16-0.0118885j -2.36612e-17-0.00433844j 4.15959e-16+0.010568j -3.28324e-15-0.00603947j 
4.52926e-15+0.012287j 1.15661e-15+0.0131001j -1.82994e-17-0.00119875j 8.69049e-17+0.00563191j -1.90954e-17-0.00210204j 1.07103e-15+0.0336982j 1.92383e-16+0.0066705j -6.62416e-16-0.0211951j 3.57897e-16+0.0161589j 5.19922e-16+0.0125153j 4.16077e-16+0.0106319j 8.74895e-17+0.000602272j -2.01099e-16-0.00427462j -6.20245e-17-0.0057597j -2.02892e-17-0.00405583j -2.69118e-16-0.00253001j -2.6181e-16+0.0141691j 2.48046e-17+0.00632889j 1.21259e-16+0.00342723j 4.47359e-17+0.013923j 5.45626e-16+0.01832j -4.55326e-16-0.0217923j 9.1943e-18+0.00359806j 1.75144e-16+0.0048254j -7.35961e-16-0.0284939j -7.15646e-17-0.00179999j -2.02212e-16-0.00246915j 3.75014e-17+0.00461536j -4.08332e-17-0.00505852j -1.83261e-16-0.0100961j -1.44062e-16+0.00887911j 5.73782e-16+0.0258138j -8.08553e-16-0.0313795j 2.05666e-16+0.00966756j -6.64108e-16-0.0199485j -1.92332e-16-0.0111598j 2.81512e-16+0.0117559j 2.86743e-16+0.0161187j -4.89568e-16+0.00605119j 3.191e-16+0.0102557j 2.60292e-16+0.000689297j 3.63617e-16+0.00790946j 1.06468e-16+0.00916383j -1.88321e-16-0.0107611j 3.41593e-16+0.00712592j -6.59597e-16-0.0205691j -4.98197e-16-0.0146714j 1.86036e-16+0.00660134j 1.31492e-17-0.00464983j -1.45577e-16-0.0074581j -7.49691e-16-0.0303265j 5.51325e-16+0.0226089j -5.41372e-17-0.00627231j 2.35854e-16+0.00797993j -1.56195e-15+0.00112586j 8.1499e-15+0.0200589j 
-7.95372e-15-0.0217831j -1.6596e-15-0.0239417j 1.71731e-16+0.0278893j -1.96248e-16-0.0199539j 4.11515e-18+0.00707495j 2.43191e-16-0.00211665j 7.85696e-18+0.00171028j -2.32682e-16-0.000194217j 1.20115e-16+0.00527349j 2.08976e-16+0.0186588j 1.12825e-16+0.016031j -6.40228e-17+0.0113112j -4.39181e-17+0.00143824j -3.18486e-17-0.0124788j 1.12886e-16-0.00131323j -2.82341e-16-0.0208927j -2.29941e-16+0.00533112j -1.7975e-16+0.0110776j 8.03922e-18-0.0101624j 1.00925e-16-0.0233472j 3.38016e-16-0.00654381j -6.65815e-17+0.0027623j -2.64269e-17-0.00485455j 8.03435e-17-0.00214273j -1.94068e-16+0.00379832j -3.95075e-17-0.0256852j -3.09834e-17-0.0100676j -2.11826e-16-0.00445129j -4.88372e-16-0.00939912j -1.49034e-16-0.00444545j 5.82885e-16-0.0324605j 4.85166e-16-0.00515317j -2.37617e-16-0.0069269j 8.16408e-17+0.00580836j 4.81589e-17+0.00365578j -1.24848e-17+0.00081419j -6.45278e-17-0.0130473j -2.26923e-17+0.0153847j -7.2543e-17-0.000952193j 1.18276e-16+0.00436048j 2.68472e-16+0.0188009j 2.70213e-16+0.00335001j -1.32786e-17+0.0150632j -7.10459e-18+0.00678893j 1.83825e-16+0.00503066j -2.12316e-16-0.0157537j -9.65413e-17-0.00601511j 7.67063e-17-0.00559929j -2.18544e-17-0.00164573j -6.23588e-17-0.00558631j -2.41213e-16-0.00477133j 2.05632e-16-0.0099663j 1.56307e-16+0.0321386j 2.37334e-16+0.0191445j 2.53969e-15+0.00895244j -1.12885e-14-0.0266115j 
3.01658e-15+0.00904932j 7.55266e-16+0.0047295j -5.36617e-17-0.00460215j 1.82057e-16+0.0103382j 1.00129e-16-0.000685632j 7.04567e-16+0.0101346j -5.2211e-17-0.00367143j -6.78278e-16-0.0111028j 2.64023e-16+0.00311763j 9.41612e-16+0.0176906j 3.53776e-16+0.000737381j -4.6521e-16-0.0126776j 3.14697e-16+0.0110618j 8.64326e-17+0.00550376j -4.93039e-16-0.00853174j 8.29601e-17+0.00619789j 2.01611e-16+0.00111074j 1.34311e-16+0.00530541j -4.48664e-16-0.010314j 3.73599e-17+0.00505896j 8.01872e-16+0.012642j -5.04576e-16-0.0139268j -2.08147e-16-0.0056754j 3.89583e-16+0.00733486j 3.07546e-17+0.00482792j 1.54789e-16+0.0101551j -1.90106e-16-0.00515726j -1.89698e-16-0.00209952j -5.63206e-16-0.00917583j -4.53412e-16-0.010913j -2.15519e-16+0.00883369j 9.27398e-16+0.0261393j -1.07411e-15-0.0190621j 4.35905e-16+0.0109119j 2.60286e-16+0.00762169j -1.12845e-16+0.00174514j 7.64735e-16+0.0177008j 4.18971e-16+0.000319713j 3.89313e-17+0.00444227j 3.86716e-16+0.00630418j 3.25665e-16-0.000451273j 4.25489e-16+0.00666201j 4.7377e-16+0.00939644j 1.35026e-16+0.00605761j 5.33803e-16+0.00878087j -8.63004e-16-0.0122344j 2.58019e-16+0.0144079j 3.217e-16+0.00524519j -1.88162e-16-0.00393253j -3.40669e-16-0.00752185j -7.53385e-16-0.0151945j 6.77767e-16+0.014349j 8.13397e-17-0.00349324j 1.96515e-16-0.00269124j -1.11157e-15-0.00623858j 5.59695e-15+0.0120228j 
-4.67871e-15-0.0156714j -7.63762e-16+0.00036068j -8.51932e-17+0.0030499j -1.07598e-16-0.0135461j 1.05691e-16+0.00653285j 4.03806e-16+0.00880824j 7.32344e-17+0.00298899j -4.13931e-16-0.0116651j 2.23124e-16+0.00552913j 1.98336e-17+0.00401515j 1.44567e-16+0.0103388j -8.02519e-17+0.00063294j -2.49035e-16-0.00863792j -4.9771e-17-0.00431415j 5.06831e-17+9.38165e-05j -2.42667e-16-0.0121716j -1.45263e-16+0.00545465j 1.18292e-17-0.0012366j 3.70334e-17-0.00487422j 1.54826e-16-0.00534189j 5.40456e-16+0.015801j -7.03695e-17+3.34157e-05j -3.73651e-18+0.000891713j 2.52519e-16+0.00468556j -2.85355e-16-0.00316146j -8.3038e-17-0.0125585j -1.14053e-16-0.000146656j 2.5588e-16+0.00541767j 1.66866e-16+0.00272295j -9.51866e-17+0.00204751j 3.37846e-16-0.00267167j 1.90996e-16+0.00215405j -4.8293e-16-0.0124059j 5.48853e-17-0.00190721j -4.74954e-17+0.000668033j -1.56571e-16-0.00479464j -1.83181e-16-0.0125487j 1.41879e-16+0.0125003j -1.73183e-16+0.00512187j 8.25598e-17+0.00407324j 2.13518e-16+0.0124371j 2.64372e-16+0.00464741j 2.33037e-17+0.00471303j -2.02505e-16-0.00433499j 1.46461e-16+0.00730317j -3.3886e-16-0.0159431j -2.4653e-16-0.0128941j 2.70825e-16+0.00679327j -1.30878e-16-0.00123023j -1.07869e-17-0.00111712j -1.87707e-16-0.00291129j 3.75012e-16+0.006146j -4.19265e-17+0.00597772j 1.90754e-16+0.0130732j 1.28613e-15+0.0161345j -4.71132e-15-0.00865633j 
2.65725e-15+0.00823683j 6.55983e-16+0.00510806j -3.33369e-16-0.0229191j 2.04282e-16+0.0219537j 1.52659e-17-0.00830077j -1.15873e-16-0.0065974j -1.24557e-17-0.00905137j -5.8113e-17-0.00662855j -9.13716e-17-0.0156404j -1.05508e-16+0.00416041j -9.78772e-18-0.00806567j -6.02377e-17-0.014893j -4.8425e-17+0.00941305j 1.51191e-16+0.0219818j -3.50563e-17-4.15699e-06j 1.21167e-16+0.0114668j 3.92625e-16-0.0070776j -3.6689e-17-0.00837345j 2.36547e-17-0.00424669j -3.7622e-17+0.000749574j 7.62651e-17+0.0109091j -1.98593e-17-0.00408435j 2.00268e-17-0.00887359j 8.30833e-17+0.00492984j 8.24073e-17+0.0138024j 1.603e-16+0.0338583j 1.74815e-16-0.000463404j 1.74492e-17-0.00362936j 2.33741e-17-0.00231167j 7.95073e-17-0.00191468j -4.3198e-16+0.0276379j -3.92738e-16+0.0151542j 7.23975e-18+0.00594292j -1.37658e-16-0.00106501j 2.58561e-17+0.0131226j -1.2167e-16+0.0178346j -1.85177e-19+0.0102615j 2.57882e-16-0.0181525j 3.70258e-16-0.00572654j -5.31863e-17+0.000169765j 6.20097e-17-0.00503346j 2.07093e-17+0.00461016j -5.50491e-17-0.0117369j -3.3786e-17+0.0125962j -4.183e-17+0.00114491j 3.94446e-17+0.00411742j -3.90182e-17+0.0217882j 1.52317e-16+0.00893499j 1.9111e-17+0.0101002j 5.33606e-17+0.00085177j 1.40951e-16+0.00191078j 3.34548e-17+0.00820424j -2.40362e-16-0.0187312j -2.08998e-16-0.0246925j -7.62272e-16-0.0113934j 3.82119e-15+0.00724036j 
1.26905e-15+0.00424473j -7.18828e-16-0.00926083j 9.21846e-16+0.00882365j 1.43283e-16+0.00105562j -7.19802e-16-0.00597603j 3.26495e-17-0.00104928j -1.32892e-17-0.000880953j 1.06677e-15+0.0100984j -4.73176e-16-0.00493368j 1.10799e-15+0.0119435j 7.3812e-17+0.000641646j 4.81324e-16+0.00324424j 1.01267e-15+0.0107022j 2.23686e-17+0.000640262j 5.32117e-16+0.00390465j 2.79804e-17+0.000446718j 1.967e-17-0.0013604j -1.68561e-16-0.000969054j -3.31981e-16-0.00530405j -6.70589e-16-0.00802554j -2.1402e-15-0.0209433j -1.11974e-15-0.011821j 4.13648e-17-0.000657779j -1.33573e-15-0.0117906j 1.12998e-16+0.00432893j 3.08291e-17-0.000726842j 2.21305e-16+0.000526442j -6.27443e-16-0.00593481j -1.47827e-16-0.000547605j 2.08953e-16+0.00203418j -1.17508e-15-0.0130209j 9.60486e-16+0.00934506j 1.35052e-15+0.0119068j 1.69194e-16+0.0023713j -8.73619e-16-0.00522615j 4.68518e-16+0.00485912j 6.52865e-17+0.000989348j -1.47318e-15-0.015879j -1.32343e-17-0.00335258j 3.46774e-16+0.00422035j 2.38232e-16+0.00276873j -8.18272e-17-0.000800732j 1.14477e-16+0.00223578j 1.05696e-15+0.0116513j 2.38224e-16+0.00350426j 5.60066e-16+0.00465071j 2.27857e-16+0.00450852j -1.43559e-15-0.0135266j 9.09017e-16+0.00840725j -3.1364e-16-0.00338909j -6.59902e-16-0.00543662j -9.38335e-16-0.0090066j 3.72119e-16+0.00465775j -1.22276e-16-0.000999493j -7.68087e-16-0.00793307j -6.8466e-16-0.00304161j 
-1.53831e-15-0.00543753j 1.73731e-16+0.00582292j -7.82384e-16-0.0130951j -7.52971e-17-0.000174588j -4.76634e-16-0.00681225j 1.02152e-15+0.00940371j 6.68886e-17-0.000663948j -5.37678e-16-0.00755958j -6.2333e-16-0.0114326j 5.05369e-16+0.00459061j 6.49058e-16+0.00721323j -4.60029e-16-0.00737316j 1.31233e-18-0.000249563j 5.25123e-16+0.00962164j 6.70319e-16+0.00723563j -3.38366e-16-0.00250102j 1.59117e-16+0.000275053j -7.57016e-16-0.0126928j -9.59223e-16-0.0123393j -8.17261e-17-0.00165271j 7.19198e-16+0.0122776j -9.08618e-16-0.00848152j 1.63294e-16+0.00121479j -6.23478e-16-0.00688554j -3.19843e-18+0.002634j 6.60146e-16+0.012195j 7.00828e-16+0.0090832j 5.63845e-16+0.00323464j 1.24716e-15+0.011481j 6.98403e-16+0.0102238j 5.29338e-16+0.0151101j 1.32344e-15+0.017541j 2.64209e-16+0.00578172j -4.73228e-16-0.00782727j -2.07105e-16+0.00168351j 5.88515e-16+0.0121466j -7.67747e-16-0.00825239j -8.24828e-16-0.0119507j 5.00552e-16+0.00362146j 5.6193e-16+0.00737811j 9.11608e-16+0.00957049j 4.14935e-16+0.00353033j -2.55261e-16-0.00676483j 4.22197e-16+0.0063631j 7.6019e-16+0.0088139j -7.26376e-16-0.00837549j -5.58151e-16-0.00453857j 1.01798e-16+0.0034203j 1.10445e-15+0.016546j -5.30984e-17+0.000482189j -5.46523e-16-0.00400794j 5.30633e-16+0.00680334j -9.34432e-16-0.0135042j -1.43706e-16-0.00460149j 7.83126e-16+0.00709217j -1.07366e-15-0.00120426j 
-6.07828e-15-0.0215932j -1.1628e-15+0.00580308j 1.2069e-17+0.00803387j -2.41438e-16-0.030181j 4.4874e-17+0.0190282j 1.17324e-16+0.000134291j -2.95657e-17+0.0031933j -1.08496e-16+0.00272424j -3.76288e-18+0.0128032j 1.0229e-16+0.00117127j -1.36112e-17-0.00458371j -1.9768e-16-0.00415921j -3.49249e-18-0.00769622j 6.28721e-17-0.00632j 8.22332e-17+0.00105491j -6.47681e-17-0.00656252j 7.84444e-18-0.00193411j -2.44706e-17-0.014416j -2.34934e-16-0.00390894j -1.93938e-17-0.00904402j 2.85401e-16-0.00429262j -1.70347e-17-0.0100168j -4.32353e-17+0.00697817j 9.38625e-17+0.00578964j 1.5933e-16+0.0158354j 4.87e-17-0.0360377j -4.55706e-17+0.00724095j 5.01238e-16+0.0102902j 6.45189e-16+0.0147471j 6.93738e-17+0.01442j 5.75961e-16-0.0205498j 4.95766e-16+0.00147946j 5.20124e-17-0.00248557j 3.75854e-18-0.00601903j 1.59677e-16-0.000299373j 1.37293e-16-0.0297091j -5.85578e-16-0.0249176j -4.27705e-16-0.00959495j 1.24596e-16+0.0104065j 4.54901e-17+0.00260057j 2.64652e-16+0.0137904j 2.20364e-16+0.00195565j -1.82628e-17+0.00871099j 9.38941e-17-0.00309384j 1.7744e-16+0.0198658j -1.98237e-16-0.00313833j 3.34195e-17-0.0132495j 3.67835e-17-0.00556077j 7.17611e-17-0.00946788j -2.71447e-17-0.000575229j -2.64749e-17+0.012641j 1.40837e-16-0.00373264j -2.43294e-17+0.00709831j 1.69412e-16+0.0287463j 1.43939e-15+0.0274696j -5.8502e-15-0.00881906j 
5.96876e-15+0.017217j 1.50149e-15+0.0119057j 2.16436e-16-0.00133224j -2.60529e-16+0.00501608j 2.54121e-16+0.0021779j 2.58229e-16+0.0126144j 1.66314e-16-0.00197178j 1.72028e-16+0.00319494j 4.40678e-16+0.00947827j -5.40186e-17+0.0238337j -2.00584e-16-0.0152596j 1.08472e-16-0.0130695j -1.14968e-16+0.0165795j -2.36073e-16+0.00816694j -1.63644e-16-0.0018366j 2.54176e-16+0.0150419j 2.59935e-16-0.00268641j 2.35622e-17-0.0128324j 3.1925e-16-0.00244083j 1.2348e-16+0.00199937j -1.30214e-16-0.0206651j 1.15339e-16-0.0452342j 2.28307e-16+0.00170949j 1.52584e-16+0.000684019j -1.88943e-16+0.0115478j -4.15153e-16-0.0054746j 1.56019e-16+0.00339217j 2.81316e-16+1.02395e-05j 2.89224e-16+0.0027941j 6.09355e-17+0.00163887j -5.54317e-16-0.00723653j -1.04585e-16+0.0417275j -2.33737e-17-0.00436666j 1.26141e-17+0.00893499j -5.37763e-16-0.0131878j -6.43003e-16-0.0233914j -1.36816e-16+0.00963997j 1.78525e-16-0.0374194j 5.71537e-16+0.00352929j -1.48458e-16+0.0105143j -1.65886e-17-0.00163389j 3.749e-17+0.00658535j 1.17359e-16+0.00911744j -3.21313e-16+0.012026j 6.33125e-17+0.0240117j 6.7709e-17+0.00484824j -3.33298e-16+0.0109191j -2.00855e-16-0.0150232j -3.40941e-16-0.00276424j -9.10059e-18-0.00981489j 1.23883e-17-0.0137197j -6.66556e-17+0.00624688j 3.50126e-17-0.0109061j 4.46392e-16+0.00624223j -1.85362e-15-0.00510674j 9.55029e-15+0.0221895j 
-7.34018e-16-0.00551152j 8.87066e-17-0.00380232j 2.06994e-15-0.00688528j -1.29387e-15+0.00487773j 8.97856e-16-0.00351287j 1.6512e-17-0.00213302j 1.26779e-15-0.00454208j 2.00332e-15-0.00722916j 2.47553e-15-0.00986188j -2.79382e-15+0.00784026j -9.25004e-16+0.00485401j 2.31651e-15-0.0067743j -1.58114e-15+0.00446277j -2.7672e-15+0.0090175j 1.79231e-18-5.89717e-05j 1.83336e-16-0.00220586j 6.20302e-16-0.00166074j 9.38141e-16-0.00131185j 3.09286e-15-0.0105766j 1.62327e-15-0.00622136j -2.98359e-15+0.0122087j 9.12904e-16+0.0017087j 1.65379e-15-0.00654306j -3.49523e-16+0.00136317j -2.80705e-15+0.00898683j -3.64099e-15+0.0139517j 3.12713e-16-0.00191628j 4.62487e-16-0.00235151j 2.51412e-16-0.00249072j 9.23805e-17-0.00137656j -3.00528e-15+0.0101165j -3.85723e-15+0.008367j 1.58357e-16-0.000312965j 3.97153e-18-0.000450468j -2.98022e-15+0.0125229j -3.66986e-15+0.0155601j -1.60571e-16+0.000441066j 1.75255e-15-0.00165675j 1.53867e-16-0.00113498j -1.11742e-15+0.00261592j -1.59752e-15+0.00590409j -1.2595e-15+0.00406211j 4.52598e-16-0.00229226j -2.77906e-15+0.0089796j -1.56213e-15+0.00258393j 2.12275e-15-0.0077261j -2.58809e-15+0.0089387j -1.46208e-15+0.00679765j -2.2555e-15+0.00790187j 4.97083e-16-0.000867554j 7.19905e-16-0.00116475j -1.44243e-15+0.00418702j 1.0297e-15-0.00188212j 1.98143e-15-0.00830029j 6.04441e-16-0.000657206j -1.38249e-15-0.00616531j 
