-0.000150234-0.0121769j -0.0134752+0.00885382j -0.0139383+0.0197148j 0.00631101-0.0258135j -0.00596894+0.0438425j -0.00418762+0.00396172j -0.00656173-0.0168017j 0.00231869+0.0156014j -0.00419076-0.00949282j 0.00171671+0.0153987j -0.000851971+0.00693503j 0.000323687-0.00277736j -0.0113212-0.00799375j 0.0159776+0.0214097j 0.00739491-0.00456287j 0.00632781-0.00692646j -0.00969245+0.00224561j -0.000230828-0.00199937j 0.0175767+0.0167749j 0.00523388+0.00820835j -0.0260702-0.00962309j -0.016624-0.00155105j -0.00434622-0.00553452j 0.0164335+0.0033614j 0.0291807+0.00296613j -0.00598427+0.0033158j -0.0108073+0.00127719j 0.00379169-0.000393932j -0.00173062+0.00291423j -0.0085804-0.000916062j -0.0170149+0.00822602j -0.00718207+0.0026773j 0.0137693-0.00287966j -0.00213051+0.00412407j -0.0106665-0.000435941j -0.0101502+0.0180312j -0.0126834+0.0052644j 0.0125569+0.000795615j -0.0035881-0.00886781j -0.0069669-0.0125333j -0.00502361+0.00187559j 0.00915176+0.000648008j -0.00461665-0.00154005j 0.0051051+0.00381295j -0.00736971+0.00124671j 0.00811609+0.00553351j 0.000207484-0.0122009j 0.00658897-0.00784999j -0.000888416+0.00201755j 0.00525793+0.00532811j -0.00674407+0.00917718j -0.0197799-0.00355582j -0.00786088+0.00512302j -0.00499074-0.00161333j -0.00214921-0.00822112j -0.00911453+0.00338059j -0.00339098-0.00792426j 0.00819903+0.00699028j 0.00436843-0.00579873j 0.00309548+0.00289907j -0.00958055+0.00585033j 0.00494956-0.00375803j 0.0037653-0.00458132j 0.0110664-0.00628542j -0.00094144+0.000835667j -0.000442543+0.00205142j -0.000944817+0.00257877j -0.000738995-0.00578068j -0.00148858-0.00273323j -0.00811547-0.0037838j -0.00450323-0.0022788j 0.00225107-0.00205631j 0.00343894+0.00042294j -0.00106092-0.00654947j -0.00754933-0.00102781j 0.00390931-0.00573937j -0.00228344-0.00371828j 0.00273748-0.00208052j -0.000791099-0.000425326j 0.00500272-0.0098888j -0.000834662+0.00145892j 0.00797858-0.00372781j 0.0010295+0.00418476j -0.00263503-0.00879389j 0.00531242-0.00225005j 0.00346617+0.00346882j -0.00756144+0.00277804j 0.00382562+0.00504083j -0.00463035+0.00299672j -0.00106062-0.00555528j 0.00270191+0.00810155j 0.0109795-0.00346439j -0.00186266-0.00656286j -0.00385387+0.00264712j 0.00195709+0.00755105j 0.0027207-0.00189823j -0.000792706-0.00777836j 
0.0172969-0.00837379j 0.00449714+0.0127272j 0.00170678-0.0181361j -0.0144853-0.0107667j 0.00422656-0.0181127j -0.00658003+0.0217491j 0.014862+0.028209j -0.00373801-0.00105667j 0.0118908+0.0177373j -0.0174446+0.0014091j -0.0163623-0.00195848j -0.00544783+0.0121057j -0.0100032-0.0443402j 0.00300748+0.0367576j -0.0111199-0.0550787j -0.0117723+0.0207749j 0.016064-0.0209039j 0.00178775+0.0149019j 0.0109654-0.0224979j -0.00754604+0.0131134j 0.00320778+0.00346265j -0.00212519+0.0105452j -0.00930031-0.0137196j 0.00290597-0.00120653j -0.00610541+0.0106359j -0.00418087+0.00947001j 0.0038669-0.000163174j 0.00672544-0.0171265j -0.00889527-0.0119387j -0.00260034+0.000947126j 0.0167234-0.00391234j -0.0129652+0.0014219j 0.00831578-0.0133225j 0.00793378-0.0137701j -0.00414938+0.0211654j -0.0116028-0.00530212j -0.00285744-0.0113798j -0.00788675+0.00447839j -0.0101052-0.0119201j -0.00460671-0.00923045j -0.00271624+0.00287643j 0.000439315+0.000127814j -0.00302351+0.00589124j -0.00168604-0.00526319j -0.00303678+0.00393403j 0.00461364-0.0100978j -0.00670046-0.00264922j 0.00237527+0.00158463j 0.00267336+0.000911509j -0.00165923+0.00849834j 0.00233992-0.00260983j -0.000566941+0.00503627j -0.00260567+0.00164422j 0.000604455-0.00137457j 5.66063e-05-0.00265491j 0.00120393+0.00179559j -0.0061305-0.00252153j 0.00116056+0.00130491j 0.00208767-0.00437613j 0.000530242-0.00037682j 6.95127e-05+0.00258926j 0.000236716-0.00145966j -0.000123765+0.00172717j 0.0036501+0.00535865j -0.00201523-0.00147197j 0.00160861-0.00182483j 0.00721728+0.00087968j -0.000621961-0.00308512j 0.00466434+0.000581876j 0.00215267-0.00270115j 0.00374158-0.00246357j 0.00383183+0.000215818j 0.00226432+0.0054493j 0.00554597-0.00899478j -0.000299188+0.00342014j -0.00128629+0.0043658j 0.00491426+0.00910669j -0.0016921-0.0126378j 0.0069276+0.00157857j -0.00151684-0.00544081j -0.00671157+0.00993152j -0.000196987+0.00347566j -0.00116958+0.00110688j -0.0123493+0.00318073j 0.00837103+0.000109468j -0.00662841-2.58016e-05j 0.00466263+0.00517802j 0.00684239+0.00526718j 0.00757321+0.00394835j 0.00690088+0.00117359j -0.00564349-0.0064658j 0.00194175+3.30682e-05j 0.00201713+0.0112646j -0.00352679-0.00137702j -0.0163078-0.0182569j -0.00208364-0.0099566j 0.00402359-0.00957345j 
-0.0108402+0.00329326j -0.00357995-0.00144565j 0.00203756+0.000380879j 0.0120661-0.00456525j -0.0028768-0.00784539j -0.0072284+0.00872339j -0.00811147+0.0101157j 0.00307155+0.00181565j -0.00769-0.0218107j -0.00155714+0.00306629j -0.00280026+0.00767959j 0.0196748+0.0217096j 0.0258005+0.00183573j 0.0267392-0.00209262j 0.0310029-0.0155596j -0.00560838-0.0275104j -0.0260678+0.00758846j -0.0142499+0.00340237j 0.00167555-0.00303122j -0.00287726+0.00689253j 0.00708994+0.00459601j -0.00572684-0.00199681j -0.00528161-0.00728609j -0.00116907-0.00112082j -0.00802811-0.000415689j -0.00241852+0.00432474j -0.00655765+0.00146206j -0.00128453+0.00448946j -0.00587695-0.0132651j 0.00290215-0.000704999j -0.00325045+0.0191329j -0.0126019-0.0135578j -0.00821997+0.00530362j 0.0266366-0.00405339j -0.0187406-0.00640953j -0.00235011-0.0131257j 0.00872633+0.0162667j 0.00765087+0.00494366j 0.00538656-0.00597821j -0.000652019+0.00189635j 0.00180974-0.00763697j -0.00512941+0.0054026j -0.00553971-0.00219995j 0.000226929+0.00233707j 0.0022917+0.00391397j -0.00556724-0.00483296j -0.0103826-0.00752987j -0.000478768+0.00293156j -0.00440927+0.000165184j 0.00477475+0.00415076j -0.0028312-0.0112547j 0.00129943+0.00548707j -0.00068206+0.00537946j 0.00474013-0.00179807j -0.00232003-0.00636845j -0.00202686-0.0023093j -0.0077324+0.00098457j -0.00280235-0.00566384j 0.00108066+0.00149137j -0.00576371+0.000829797j 0.0101278+0.00433505j -0.00366399+0.00239423j 0.00842157+0.0076905j -0.00332441-0.000371539j 0.00191233+0.0038991j 0.00719393-0.00659123j 0.00733364+0.00311099j -0.0055649+0.00233343j 0.0033649+0.00323861j -0.00113144+0.00332033j -0.000585451-0.00618899j -0.00539243-0.011151j 0.00390059+0.00480506j -0.000411726-0.00790877j 0.000973066-0.00480622j 0.00769986+0.00447803j -6.01762e-05-0.00379668j -0.00988097-0.0028658j 0.00514366-0.000261644j -0.000800699+0.000241435j 0.00795994+0.00582816j 0.0069448+0.00655894j -0.000603969-0.00501668j 0.00422132+9.29275e-05j 0.00566291+0.00667728j -0.00638985-0.00355965j -0.0104208-0.00870975j -0.00916439+0.00449037j 0.0138994-0.00426796j 0.00960786+0.00463561j 0.00383701+0.00426385j 0.00641195+0.0108485j 0.0126559-0.00189767j -0.0160232-0.00895242j -0.00796661-0.00519161j -0.00258353-0.000945245j 0.00720535-0.00448805j 
-0.00402693+0.000629437j 0.00873177-0.00623549j -0.0045817+0.00636167j -0.00609685+0.0106985j 0.0062506+0.00231885j -0.00763544-0.00209456j -0.00498992-0.0210905j -0.00309609+0.00437378j -0.00131367+0.00181661j -0.00112353+0.00375339j -0.0337097-0.00188011j -0.0220875+0.00400292j 0.0331387-0.0121239j 0.00483647-0.00889138j 0.0324308-0.0601896j 0.0210229-0.0403495j -0.0087774-0.00198239j 0.00415355-0.0124477j -0.00249464+0.00569337j -0.00160273-0.000312411j 0.00121575+0.000155297j 0.00110186-0.00474268j -0.00270151+0.00522471j -0.00259722+0.00487984j 0.000915997+0.00873996j -0.00448527-0.00582576j -0.00504013-0.00657696j 0.00353131-0.00946519j -0.00545232+0.00426217j -0.00905014+0.000931842j 0.00689302-0.0119673j -0.00148092+0.00438529j -0.0084651-0.00498591j -0.000999749+0.00673269j 0.00304384+0.0109507j 0.00516822+0.00534449j -0.00815198-0.000774408j 0.000996811-0.00268301j -0.0083569-0.00258958j -0.00234483+0.000969216j -0.00170496-8.52876e-05j 0.000371013-0.000115303j -0.00243907-0.00356255j -0.00111766-0.000439977j -0.000248058-0.00238002j 0.00961998+0.00322111j -0.000941055-0.00150814j -1.85353e-05+0.000736055j -0.00628551-0.00154993j -0.00176252-0.00356264j -0.00251074+0.000669403j -0.00409058-0.00102607j -0.0034818-0.00189269j 0.00347264+0.00178597j 0.000706482+0.00251087j 0.000392084-0.00115798j 0.00277284+0.00182256j 0.00103383-0.000367721j 0.00359856+0.00514061j -0.000611484-0.00155015j -0.001533-0.00325337j -0.0015836-0.00206392j -0.00270791-0.00367359j -0.00562232-0.00393478j -0.00299158-0.00574456j 0.00385337+0.00274897j 0.00507047-0.00408775j 0.000262712+0.00678715j 0.00050604-0.000159032j -0.00320821-0.000682143j 0.00871227+0.00325095j 0.0077129+0.00883808j -0.00204139-0.00510553j 0.000299334+0.00280603j 0.00536742+0.00662302j -0.0055424-0.00220862j 0.00261994+0.00813864j 0.00284579+0.000785683j 0.00176313+0.00182028j 0.00440282+0.00264274j -0.0179218-0.00580546j -0.00117523+0.00285756j -0.00329262+0.00127885j -0.00643238-0.0105742j -0.00452293+0.00135621j -0.0101279-0.00214135j 0.00597749+0.000783563j -0.00345358+0.00548209j -0.000382995-0.00422828j 0.00197285-0.00117106j 0.0112322+0.00101696j -0.00772551+0.0130225j -0.00205918+0.00581859j 0.0111369+0.00238307j -0.0024769+0.00275148j -0.00346755+0.000697242j 0.00754532-0.00257694j 
-0.000600474-0.000493983j 0.000256395-0.00696808j 0.0031764+0.00290971j 0.00712186+0.00748423j 0.0161503-0.0111983j -0.0123739-0.00163307j -0.0323085+0.00123176j -0.000176802+0.00127349j 0.02491-0.00575901j 0.00295122-0.00217092j -0.0204308+0.0139963j -0.0299642+0.0363949j -0.00882258+0.00528462j -0.0318759+0.0384377j 0.000769352+0.0116441j 0.0126236-0.0171996j 0.00261435-0.0223881j -0.00161707-0.00652899j 0.00372389-0.00565721j -0.0069608+0.00933633j -0.00054466+0.011568j 0.00451882-0.0051826j 0.002917-0.00399462j -0.00415436-0.00113538j -0.00351166+0.000899098j -0.00316354-0.00536425j -0.00259668-0.00275636j 0.00833996+0.00508029j 0.00440364-0.00390035j -0.00464671-0.00329962j 0.0022167+0.00558374j -0.00356234-0.0088513j 0.00394903+0.00819351j -0.00335689+0.0199924j -0.00213446-0.000720494j -0.000496878+0.00150353j -0.00354034+0.00907126j 0.00493633+0.000685646j -0.00270768-0.00164892j 0.000799918+0.00285209j -0.00329395-0.00373413j -0.00334245+0.0004646j -0.00219628-0.00123579j 0.00271691+0.000800445j -0.000691653-0.000799643j 0.00348258+0.000585525j -0.00187942-0.00714743j -0.0030317-0.00166911j -0.00688145+0.00192945j 0.00255947+0.000838828j -0.00114176-0.00476941j -0.00265331+0.00208765j -0.00209196+0.00234159j -0.00204244+0.00178137j -0.000727653-0.00267931j -0.00256654-0.00206719j -0.00212671-0.00141598j -0.000959261+0.000453641j -0.00027042-0.00132175j -0.00178256+0.000772501j 0.00244497-0.000150425j -0.000509497-0.00260469j -0.00228601+0.00129683j -3.50936e-05+0.00217643j -0.00157811-0.00109305j 0.00348526-0.00227767j 0.000605246-0.0021518j 0.00178226+0.00225325j 0.00134079-0.000599016j -0.00347884+0.00411901j 0.00139591-0.00313446j 0.00198576-0.00708269j 0.0026913-0.0013604j -0.00521611+0.00117782j 0.00452995-0.00023401j 0.00426491-2.6587e-05j 0.00342158+0.00188824j -0.0100337+0.00116304j -0.00261454+0.00469729j 0.000677734+0.000337083j -0.00123245+0.00497516j -0.00859995+0.000563454j -0.000611185-0.00142951j -0.00705942+0.00263082j -0.00257761+0.00392141j -0.00184372+0.00420475j -0.00161534-0.0075806j -0.000814519-0.00150166j -0.0032294-0.00149374j 0.0046687-0.00103617j -0.00239151+0.000397596j -0.00284395+0.00211125j -0.00394921+0.00808575j -0.00470535-0.00252537j -0.00115226+0.001798j 0.0079056+0.00114604j 0.00763091+0.0014003j 
-0.00586241-0.00391438j 0.00887332-0.00416223j -0.00667769+0.000453821j -0.00012185+0.0078039j 0.000893839-0.00218144j 0.00120035-0.00439909j 0.00401585-0.0154437j -0.00438891+0.00699799j 0.007079+0.00307007j -0.0038774+0.00845045j -0.0128749-0.00336368j -0.0150493+0.0028418j -0.00884212+0.0168315j 0.0016586+0.00416432j -0.00436492+0.00714235j 0.0142221-0.0121742j -0.00613399-0.00900234j -0.00061325-0.00568925j -0.00124568+0.00724568j -0.000722515-0.00802019j -0.000683373-0.000805547j -0.000311764-0.00573986j -0.00479929-0.00231787j 0.0023455+0.0039939j 0.000810914+0.00140334j -0.00517686+0.0019923j -0.00573411-0.00383431j -0.00598659-0.00536635j -0.0109785+0.00312668j 0.0038664+0.00405639j 0.00074474-0.0133327j -0.00364665+0.000708842j -0.00430601-0.0171235j 0.009681+0.00464049j 0.00537922+0.0036364j 0.0116248-6.13238e-05j -0.00304123+0.00134678j -0.00303534+0.00159256j -0.00637452+0.00106455j -0.0024693+0.00201629j 0.0106233+0.00450072j 0.00906719-0.000593414j -0.000330306+0.00522422j -0.00403935+0.00299075j 0.0064826+0.00225382j -0.00621604-0.00445423j 0.00491065-0.00340942j 0.000372049-0.0010474j 0.00696142-0.0031522j -0.00620456+0.00666241j 0.000485368-0.00348936j 0.00815148+0.00377548j 0.00336732+0.00324029j 0.00544178-0.00550909j 0.000512515-0.00228399j 0.00526971-0.00325961j 0.013826-0.0101277j -0.00040079+0.00201765j 0.00352587-0.00645257j 0.0096211-0.00586532j 0.00707609+0.00238015j 0.00493961+0.00649803j 0.00375614+0.00762373j -0.0156971+0.0068176j 0.0207238+0.00562765j -0.00495664-0.00441867j -0.0124134+0.0144061j -0.00029819-0.0143092j 0.00123215-0.00387334j 0.00980688-0.00152276j -0.00547397+0.00246844j -0.0229057+0.0117977j 0.00603321+0.0148435j 0.00922392-0.0186806j -0.0219843-0.00174011j 0.00582868+0.00724433j -0.015694-0.00171768j 0.015648-0.0130951j 0.00781871-0.00418902j -0.00859533-0.00158004j 0.00529793+0.00569785j 0.0164967-0.0219703j 0.00350885-0.00550114j 0.00223836+0.00759866j 0.0123318-0.0212195j 0.00244185-0.0133361j -0.00346214+0.000543539j -0.00701854+0.0133058j 0.00655285+0.00283621j 0.00644522+0.0133471j -0.00488991-0.0129254j 0.00747593-0.00157923j 0.00974258-0.0157108j -0.0048135-0.0026006j -0.00226173-0.0028141j -0.00119414+0.00767964j -0.000601814+0.00351453j 
-0.00655034+0.00139295j -0.000451502-0.00247579j -0.00371327+0.00364174j 0.00672252+0.00458247j -0.0031278-0.000323854j 0.00727443+0.00509982j -0.00908262+0.00999776j 0.00249115-0.0255231j -0.00434744-0.0373644j 0.0198027-0.00209769j 0.0124216+0.0161292j 0.00403493-0.0204015j -0.02456-0.0330117j -0.0194501-0.0114129j 0.000382018+0.00136191j 0.00421574-0.0140187j -0.00678725+0.00122507j -0.0063558-0.00792136j -0.00395348+0.00299518j 0.0036588+0.0125102j 0.00526828-0.014964j -0.00232499+0.0160907j -0.00436554+0.0101544j -9.95163e-06-0.0188011j -0.00229969-0.00603685j 0.0131057+0.00285222j 0.00407949+0.0130191j -0.0063899-0.00214377j -0.00528419-0.00809135j -0.0036931-0.0177126j -0.0121791-0.0153859j 0.00316699+0.0116696j 0.0250236+0.00692563j -0.0139235-0.0180261j 0.0148822+0.0132673j 0.0101424-0.00166771j 0.00197568+0.00890917j -0.000527074+0.000550874j 0.00262712-0.00299763j -0.00106952+0.00120295j 0.00324076-0.00437442j -0.00245198+0.00231684j -0.00519184-0.0109031j -0.00362849-0.00119785j -0.00804027-0.0138129j -0.00528457-0.00383966j -0.00465451+0.00574189j 0.00188866-0.000507665j -0.00359742-0.00150715j 0.00527328+0.00772252j 0.00690551+0.015092j 0.00094078-0.00701312j 0.00655286+0.00370626j -0.00821397+0.000720978j -0.000691109-0.00132963j -0.00128704+0.0144417j 0.00183341-0.00032762j 0.00192162-0.00477808j -0.0048027-0.0119537j 0.00105114+0.00553173j -0.00301092+0.001151j -0.0063077+0.00171787j -0.0028989+0.00372956j -0.00238947+0.000129872j 0.00051326+0.00135835j 0.00353823+0.00255185j -0.0015514-0.00341269j 4.92209e-05-0.00158438j -0.00491051+0.00853436j 0.00506741-0.0037619j -0.00322032-0.0124075j 0.00250507+0.00413569j -0.00183035+0.00404284j 0.00903937+0.0116416j -0.00802993-0.0019192j 0.00805157+0.0114776j -0.00313692+0.00262816j -0.00444072-0.0030774j -0.00460561-0.00277433j -0.000227166+0.00535234j 0.00268082+0.00400087j -0.00288494-4.52609e-05j 0.00918582+0.0155348j 0.0141838+0.00615638j 0.00142921-0.00448356j -0.00346397+0.00199798j 0.00736009+0.00273561j -0.00378267-0.000526172j -0.0185607-0.00688092j -0.0122623+0.00152556j -0.0114016-0.00489839j 0.00545508+0.000710885j -0.00178178-0.00375653j 0.00333078-0.000359658j -0.0044313-0.00223937j -0.00363141+0.000879029j 0.0048631+0.00137141j 
-0.0141168-0.00387521j 0.0137844-0.00784788j -0.0119296+0.00121998j 0.00426369+0.0121453j -0.00524353+0.000531589j 0.00994902-0.00241966j 0.00780978-0.0262153j 0.0006997+0.00319252j 0.0114042-0.00321448j 0.00158702+0.0277266j -0.00641635-0.00218378j 0.000838283-0.00366691j -0.0238751+0.0138423j 0.00662253-0.0224613j -0.0309833+0.0209507j 0.0153276-0.00683476j -0.0150994-0.00629438j -0.00118781-0.00356296j -0.00771405+0.00921976j 0.000792448-0.0120687j 0.00264528-0.000658175j -0.0035606-0.00245122j -0.0147717-0.00631807j 0.0010915-0.0015879j -0.00644924-0.0044838j -0.00195527+0.00495301j -0.00653215+0.001828j -0.0043879+0.00532174j -0.0218441+0.00368701j 0.00222989-0.00183687j 0.0208455-0.0071025j -0.0173386+0.000869272j 0.00822547-0.00148762j 0.0070408-0.0174119j -0.0165144+0.0061183j -0.00164106-0.0023794j 0.00673854+0.00281274j 0.00618292+0.00162541j 0.0146422-0.0090945j -0.00152869+0.00265628j 0.00827934+0.00206907j 0.00649929-0.000112027j 0.00120511-0.000333701j -0.00109132+0.00416337j 0.00556733+0.00145268j -0.00855031-0.00426929j 0.00109868-0.00502395j 0.000256586+0.00144127j 0.00102273-0.00375713j 0.000542526+0.0015825j 0.00130564-0.00799483j 0.000991536+0.00248601j -0.00163601-0.00420124j 0.00211613-0.00319377j 0.00252506+0.0039782j 0.00581446-0.00281204j -0.0108271-0.00811541j 0.0059057-0.00395042j 0.00145386+0.00189293j -0.00838766-0.0043331j -0.0111811-0.0031176j 0.00160779+0.0046338j -0.000291467+0.00756391j 0.0197539-0.00707213j -0.0158552-4.96158e-05j 0.000291168+1.80769e-05j 0.0046676-0.00380838j -0.00688638+0.00733936j 0.0013723+0.00524106j -0.00737839-0.00867048j -0.00680885+0.00263672j 0.0136786-0.00718885j -0.00293881-0.00245604j 0.000543102-0.00103778j 0.00675317-0.00189062j -0.0150629+0.00162949j 0.0124574+0.00342162j -0.00661586-0.00150887j 0.00406953-0.000879003j -0.00027227-0.00513393j -0.000565727+0.00049999j -0.010297+0.00386372j 0.000395274+0.00448769j -0.0063311-0.00424447j -0.00224469+0.0113048j -0.00301532-0.0107j 0.0127243-0.0143244j 0.0017878-0.0153303j 0.0149864+0.00838583j 0.00518182-0.00464425j 0.00285545+0.0113235j 0.0059448-0.00401939j 0.00302567-0.00533978j -0.000395742+0.00801098j -0.00636773+0.000914307j -0.00942401-0.000416018j -0.000664747+0.000677256j 
-0.00396293+0.000761739j 0.00141316+0.00168998j -0.00401822-0.00305805j 0.00196944-0.00247207j 9.69911e-05+0.000827156j 0.00921639+0.00153081j 2.32749e-05-0.00841251j 0.0010853+0.000302823j 0.00470083+0.00530129j 0.000252214+0.00762521j 0.000969666-0.00536319j -0.00685859-0.00780143j -0.0159373-0.00100453j -0.00941408-0.0145676j -0.0239453+0.0133951j -0.00715673+0.00775941j 0.00101524-0.00311638j -0.00384403-0.00122687j -0.00109858-0.00168548j 0.00367452+0.00290939j 0.00206461+0.00334873j 8.82539e-05-0.000263442j -0.00392215-0.00502361j -0.00270592-0.00585948j -0.00215336+0.00152682j 0.00217429+0.000138754j -0.00296467-0.00538581j -0.00757852-0.00116665j -0.010066-0.0070333j -0.0020211-0.00682871j 5.15319e-05+0.0100337j -0.0083062-0.00457199j 0.000225491-0.00289326j 0.0162799-0.00659152j -1.34e-05-0.00877573j -0.00323608-0.00150823j -0.00365877+0.00297812j 0.00315264-0.000301039j -0.0109321+0.00534562j -0.00822243-0.00221061j 0.00212177+0.00167244j 0.00463346+0.00402786j -0.0064872+0.000176544j -0.0114553+0.000396128j -0.00310671+0.00646284j 0.00630084+0.00185519j -0.0115475+0.0107244j 0.00928927+0.000897131j -0.00998023+0.0015142j -0.00101826-0.00642061j -0.00250483+0.00578629j -0.0021206+0.00220272j -0.0117397+0.0047434j 0.00402567+0.00262486j -0.00380474+0.00141878j 0.0110358+0.0040755j 0.00500326+0.00985941j -0.00741552-0.00380248j 0.00970124+0.00539006j -0.0096506+0.002062j -0.00900096+0.0130786j 0.000750887-0.00881944j 0.0051152+0.000166547j -0.0227001-0.00264096j -0.00127975+0.00367829j 0.0127136-0.00188549j 0.0138974-0.00192524j -0.0103986-0.012986j 0.00549195-0.012758j -0.00377766+0.000575253j 0.0156539-0.00635222j 0.0173723+0.00123473j 0.00441069-0.00723715j -0.000419455-0.000471585j -0.00111517-0.000423703j 0.0137331-0.00564507j -0.00777263-0.00939413j 0.0108101+0.00121401j 0.0132322-0.00576718j 0.00291518+0.00564852j -0.00110258-0.00385968j -0.000100682+0.0106755j 0.00544591-0.00851131j 0.00749152-0.00037785j -0.00583414-0.00685649j -0.0067748-0.00173633j -0.00452557+0.00226651j -0.00771447+0.0131536j 0.00134087-0.0144163j -0.00444206+0.00501899j -0.00725088-0.000193557j -0.00743501+0.0179999j 0.0106617-0.00554432j -0.00578094-0.011011j 0.00328168+0.00194925j -0.0021748+0.00512299j -0.00740035-0.0102599j 
-0.00616757-0.000710353j 0.0019106-0.00759739j 0.00600316-0.00574022j 0.0129199+0.00347385j 6.75835e-05-0.00886636j -0.0191595+0.0186945j -0.0130689-0.002256j 0.0206889-0.0052885j 0.0246259-0.0086557j 0.00226499+0.0364699j 0.00212804+0.00934441j 0.0221571+0.00761106j 0.0293119-0.0242119j 0.00604764-0.0146485j -0.000135043+0.00835888j 0.00635362-0.0149218j -0.00466723-0.0116714j -0.00332672+0.000586003j 0.00105257-0.0113311j -0.0108968+0.00246505j 0.00579099+0.00463171j -0.00211172+0.00404413j -0.00757425+0.00974135j 0.0066522+0.00711953j -0.0012551+0.00609443j -0.00956793+0.00110119j -0.00928024+0.00560112j 0.00426734+0.0079345j 0.00830772+0.0296066j -0.00222498-0.00621607j -0.00347259-0.0262715j -0.000253505+0.0114473j -0.00735401+0.00645341j 0.00962959-0.010985j -0.00293087+0.0155955j 0.00582193+0.0112041j -0.00507988+0.0109892j 0.00647016+0.00509266j -0.00445481-0.00272136j -0.00150296+0.00316244j -0.00259966-0.00463546j -0.00506673-0.00237165j 0.00230631+0.00622881j 0.00329746+0.00108479j 0.00419672+0.0113775j 0.00108594+0.00412524j 0.00415502-0.00639319j -0.00155821-0.00289529j -0.00637497-0.000870907j 0.00263812-0.00337386j 0.0075894-0.00436977j -0.0067666+0.00233515j 0.00496992+0.000483265j 0.0038399+0.0086635j 0.00165975-0.000178823j 0.00152231+0.0102755j 0.00930145-0.000547309j -0.00170106+0.0063801j 0.00492784+0.00576651j 0.00433457-0.00194857j -0.00165947-0.0106814j -0.00131193+0.00456146j -0.003647-0.00286202j -0.00344537-0.00160964j -0.000729928-0.00318121j 0.00508366+0.000219163j 0.00379912-0.0018442j -0.00252083-0.0153007j 0.00231404-0.00187868j 0.00830697-0.00490287j -0.00503019-0.000935618j -0.00305539+0.00145079j -0.000204496-0.00482261j 0.00520876+1.57819e-05j -0.00181438-0.000453966j 0.00618979-0.00134098j -0.00177624+0.00678059j 0.00734095+0.0134402j 0.00358304+0.0105892j 0.00605185+0.00751291j -0.00765284-0.00450823j -0.00424855-0.00432902j -0.00379529-0.000173807j 0.0017944+0.00241557j -0.00264844-0.00471341j 0.0103797+0.0045904j -0.000293674-0.00316702j -0.00266371+0.00371513j -0.000705105+0.00580871j -0.00180134-0.00534452j 0.00866952+0.00332463j -0.00317772+0.00427452j 0.00291784+0.00314876j -0.00894651-0.00709479j 0.00411605-0.000808249j 0.0050523+0.0025774j 0.000685864-0.000764531j 
0.000514801+0.000275464j 0.00136032+0.00093459j -0.011395+0.00133092j -0.0109198+0.000127734j 0.00417326+0.00679239j 0.0113002+0.00106655j -0.0150544-0.0136701j 0.0222084-0.00225312j 0.0313785+0.0017095j 0.00994541+0.00390926j -0.0272827+0.00765279j 0.00221013-0.0183899j 0.0220504-0.0439393j -0.00664143-0.0355828j -0.00325347-0.0182334j 0.0049472+0.00314808j 0.00666443+0.00719235j 0.0114374-0.00444525j -0.00153181+0.00341822j -0.00962138+0.00526398j 9.53179e-05+0.00158387j -0.00768468-0.00345398j 0.0018002+0.000444956j 0.0112347-0.00907237j 0.00502231-0.00649136j -0.0011008+0.0117905j -0.0056021+0.000732429j -0.00262167-0.00101371j 0.0109256-0.0104114j 0.0112789-0.00347412j -0.00625873+0.0147312j 0.00206193-0.00994207j -0.0194868+0.0248302j 0.00854902-0.0120203j -0.00236353-0.00384547j 0.00230838-0.00695638j -0.00109914-0.00217271j -0.00127626+0.00317646j 0.00244692+0.00378021j 0.00246284+0.00143028j 0.00075469+0.00245562j 0.000295523-0.00116179j 0.0053655+0.000599453j -0.000771235+0.00113559j 6.90088e-05-0.00108717j -0.00222881-0.00199133j 0.00668723-0.00567963j -0.00107184-0.00164955j 0.00503976+0.00373978j -0.000335668-0.000529743j 0.0017177-0.00681535j 0.00249799+0.00205747j 0.00587925-0.00296735j -0.00508691+0.00376982j -0.0050263+0.0029641j -0.00212145-0.00588275j -0.00563265+0.000539181j -0.00412022-0.00232157j -0.00587348+0.000163351j -0.00186198+0.00536778j 0.00744229+0.00509177j -0.00125119+0.00253709j 0.0066456+0.00128234j 0.00114171+0.000550344j 0.0094151+0.00259198j -0.00106016-0.00425013j -0.00287509-0.00139216j 0.00317019+0.00787199j 0.0026059+0.00436887j 0.00120977-0.00223122j -0.00576008-0.00229602j -0.0118525-0.0135823j 0.00361652+0.000739944j -0.000983077-0.00539041j -0.00279417-0.000193276j 0.00372375-0.00205968j -0.00233136-0.00773706j -0.00436009+0.00612347j -0.00327334+0.00385549j -0.0045889+0.00364369j 0.0127283-0.00251164j 0.00736237+0.00551903j 0.00312446+0.00222729j 0.0046462-0.00216049j 0.00226313+0.00546491j 0.00457727+0.00136124j -0.00842572-0.000476611j -0.000380886+0.00291869j 0.00600332+0.0113773j 0.00961556-0.00583655j 0.000201119+0.000740121j 0.000978644-0.00140334j 0.00187872-0.000159516j -0.000182872+0.000829135j 0.000879541-0.000709664j 0.00331545+0.000906303j 0.00088526+0.00292637j 
