-0.000150234-0.0121769j -0.0134752+0.00885382j -0.0139383+0.0197148j 0.00631101-0.0258135j -0.00596894+0.0438425j -0.00418762+0.00396172j -0.00656173-0.0168017j 0.00231869+0.0156014j -0.00419076-0.00949282j 0.00171671+0.0153987j -0.000851971+0.00693503j 0.000323687-0.00277736j -0.0113212-0.00799375j 0.0159776+0.0214097j 0.00739491-0.00456287j 0.00632781-0.00692646j -0.00969245+0.00224561j -0.000230828-0.00199937j 0.0175767+0.0167749j 0.00523388+0.00820835j -0.0260702-0.00962309j -0.016624-0.00155105j -0.00434622-0.00553452j 0.0164335+0.0033614j 0.0291807+0.00296613j -0.00598427+0.0033158j -0.0108073+0.00127719j 0.00379169-0.000393932j -0.00173062+0.00291423j -0.0085804-0.000916062j -0.0170149+0.00822602j -0.00718207+0.0026773j 0.0137693-0.00287966j -0.00213051+0.00412407j -0.0106665-0.000435941j -0.0101502+0.0180312j -0.0126834+0.0052644j 0.0125569+0.000795615j -0.0035881-0.00886781j -0.0069669-0.0125333j -0.00502361+0.00187559j 0.00915176+0.000648008j -0.00461665-0.00154005j 0.0051051+0.00381295j -0.00736971+0.00124671j 0.00811609+0.00553351j 0.000207484-0.0122009j 0.00658897-0.00784999j -0.000888416+0.00201755j 0.00525793+0.00532811j -0.00674407+0.00917718j -0.0197799-0.00355582j -0.00786088+0.00512302j -0.00499074-0.00161333j -0.00214921-0.00822112j -0.00911453+0.00338059j -0.00339098-0.00792426j 0.00819903+0.00699028j 0.00436843-0.00579873j 0.00309548+0.00289907j -0.00958055+0.00585033j 0.00494956-0.00375803j 0.0037653-0.00458132j 0.0110664-0.00628542j -0.00094144+0.000835667j -0.000442543+0.00205142j -0.000944817+0.00257877j -0.000738995-0.00578068j -0.00148858-0.00273323j -0.00811547-0.0037838j -0.00450323-0.0022788j 0.00225107-0.00205631j 0.00343894+0.00042294j -0.00106092-0.00654947j -0.00754933-0.00102781j 0.00390931-0.00573937j -0.00228344-0.00371828j 0.00273748-0.00208052j -0.000791099-0.000425326j 0.00500272-0.0098888j -0.000834662+0.00145892j 0.00797858-0.00372781j 0.0010295+0.00418476j -0.00263503-0.00879389j 0.00531242-0.00225005j 0.00346617+0.00346882j -0.00756144+0.00277804j 0.00382562+0.00504083j -0.00463035+0.00299672j -0.00106062-0.00555528j 0.00270191+0.00810155j 0.0109795-0.00346439j -0.00186266-0.00656286j -0.00385387+0.00264712j 0.00195709+0.00755105j 0.0027207-0.00189823j -0.000792706-0.00777836j 
-0.00796789+0.00966395j 0.0319086+0.00511021j -0.0162699-0.00350272j -0.0110698-0.00523522j -0.0233015-0.0247262j 0.0109624-0.00575427j -0.0177092-0.0261457j 0.022106+0.00308668j -0.0217859-0.0304396j 0.00491617-0.0163636j -0.00428558-0.0118177j -0.0412604-0.0612282j 0.0450558+0.0234815j 0.0154625+0.00141201j 0.00156048-0.0019605j 0.0147705-0.0159638j -0.00070833-0.00485016j 0.00219577+0.00582225j 0.00107188+0.000462754j 0.0113584-0.00109211j 0.00774488-0.00315049j 0.0169023-0.00457564j 0.0170106-0.00977968j 0.00480209+0.00741829j 0.00617102-0.00365428j 0.0121047+0.00440788j 0.00754342+0.0119201j -0.0087725-0.00996582j 0.00096681-0.0108044j -0.00286668-0.00426378j -0.0126043-0.00138204j -0.0115343+0.01501j 0.0106002+0.00158141j -0.0053572-0.00371123j 0.00854892-0.00482483j 0.00334319-0.00208888j -0.00369778-0.00240231j -0.000607803+0.00039705j 0.00253937+0.00574212j -0.00809869-0.003171j 0.00611809+0.00137158j 0.0127859-0.00356355j -0.00100317-0.00279232j -0.0013102-0.00545421j 0.000620384-0.00464748j 0.00372348+0.00246851j 0.010019+0.00243391j -0.0106755+0.00153672j 0.000154884-0.000977912j -0.00919437+0.000863007j 0.00161466-0.00777521j -0.0044396-0.00606192j 0.00224612+0.00573876j -0.00262815+0.00324044j 0.00483081-0.00675482j 0.000828982-0.00234956j 0.002808+0.00428859j -0.00320912+0.00368532j 0.00122792-0.0098208j -0.0047518+0.00443046j -0.000632926+0.00439459j -0.00577409+0.00143084j -0.00121857-0.00817564j -0.00264336-0.00561563j -0.00449971-0.00517949j 0.00467902-0.00602081j 0.0102166+0.00501285j -0.00295913+0.00458717j 0.00928182+0.00100007j 0.00630547+0.00982427j -0.00286782-0.00168581j -0.00281748+0.00317223j 0.00120677+0.000489071j -0.00188417-0.00658109j -0.00728653-0.00118056j 0.00488828-0.00257118j -0.00362216-0.00547792j 0.0090344+0.000770425j -0.00055994+0.00543725j 0.00242312-0.00819636j 0.0033147+0.0051636j -0.000698617+0.0070978j 0.0068303+0.00105228j 0.00323823+0.00785777j 0.00276737+0.000757631j 0.000614357+0.00532806j 0.00684634+0.00445192j 0.00481153-0.00151621j 0.00173934-0.00748756j 0.00378886-0.00972383j 0.00145989-0.00444445j -0.00357783-0.000216297j 0.00415283+0.00194977j 0.00189791+0.00854157j -0.00295641+0.000714291j -0.00149376+0.00337993j 0.000171524+0.000989175j 
-0.0302973-0.000584305j 0.0334982+0.0146361j 0.000238326+0.00349247j -0.0234658-0.0130962j 0.00542542+0.0201882j 0.0180038+0.00667113j -0.0339657+0.0176831j 0.0151042+0.000901965j -0.0237184+0.0182222j 0.00605309+0.0327j 0.025133+0.0209307j 0.00720706+0.0326058j 0.00641888+0.013739j -0.0158205-0.0272061j -0.00727351+0.0376046j 0.0372+0.0480897j -0.0169232+0.0141008j 0.00794687+0.0081886j 0.00321323-0.00285611j -0.00315685+0.0067127j 0.00487956+0.00294431j 0.012432+0.0183059j 0.01675+0.00695522j 0.00538995-0.00308143j 0.0110004-0.0025182j 0.00402176+0.00261486j -0.0122592+0.00126485j 0.0176346+0.00258733j -0.0051927+0.00688647j -0.00321019-0.0117338j 0.0119878-0.0126152j 0.0110139-0.0196907j -0.0165878+0.00286904j 0.00295123+0.00946737j -0.0109518+0.00757273j -0.00328636+0.00422299j -0.00500802-0.0117695j 0.00847507+0.0032709j 0.00416548-0.0159555j -0.00698727-0.000905488j 0.0118543+0.00276441j 0.0126508+0.00613502j 0.00417161-0.00101777j -6.96273e-05-0.00527089j -0.000336983+0.00663861j 0.00343735+0.00370124j -0.000928038-0.00344455j -0.00249894+0.00373118j -0.00264446-6.67512e-05j -0.00523916-0.00431823j -0.00183156-0.00293733j -0.0053184+0.00189202j 0.00720143+0.013269j 0.00578972-7.47848e-05j 0.00960128-0.00301336j 0.00313315+0.00157251j 0.00139314+0.007433j 0.00779118-0.000959006j -0.00252279-0.00446966j 0.00190076+0.00571344j 0.000328858+0.00313793j -0.00540131+0.00735797j -0.00244738+0.00612158j -0.00347771+0.00172858j 0.000251328-0.00152895j -0.00427511+0.0131505j -0.00221752+0.00112097j -0.000452068+0.00808736j -0.000326791-0.0124715j 0.00719888-0.00100226j 0.00143595+0.00176477j -0.00622004+0.00250072j -0.00450743-0.000291752j 0.00723389-0.0127211j 0.0031884-0.00183895j -0.00670121-0.00189811j 0.00711299+0.00679394j -0.00831596-0.00482899j -0.00235604+0.00170197j 0.00186989+0.0027277j 0.00298211-0.000916182j -0.00592615+0.00167287j -0.00201511-0.000348868j 0.00666433-0.00423439j -0.00246042+0.00237495j -0.00278133+0.00184048j -0.000336763+0.00307056j 0.00542826+0.00880246j 0.00220817-0.00352476j 0.00545202+0.00304678j 0.0066763+0.000305402j 0.00109299+0.00256559j 0.00671223-0.0032324j 0.00826568-0.00941419j -0.00190887-0.00189047j -0.00125526+0.00298476j 0.000137944+0.00605347j 
0.0149662+0.0283437j 0.0374723-0.0087115j 0.00521359-0.0141681j 0.0262072+0.0434166j 0.0186109-0.0160115j -0.00783707+0.00383778j -0.0234737-0.0102072j 0.00742024+0.0163263j -0.0085904-0.00367177j 0.0201601+0.014973j 0.0208251+0.00540799j 0.0150126-0.000343444j -0.00115843+0.00356723j -0.0131817+0.0187493j 0.00336262-0.0148078j 0.0415706-0.0190032j 0.0312365+0.0183081j -0.00815043-0.0135156j -0.00848564+0.00598607j -0.00280302+0.00278047j -0.0127145+0.0126253j -0.00340399-0.0075398j 0.00180982+0.0102709j -0.00423402+0.00555755j -0.00694236+0.00853639j 0.00333568+0.00302075j -0.0116161+0.0063831j 0.0217022-0.00148853j 0.00447918+0.00295344j 0.00554548-0.00119271j -0.0127064-0.00695155j -0.0017224-0.00308139j 0.00954976+0.00753846j 0.00973752-0.00684337j -0.0064847-0.000123776j 0.000686637+0.00213626j -0.00297246-0.00428128j -0.00484313-0.0063474j -0.000581593+0.0140672j -0.0169948-0.00288162j 0.00257782-0.00265013j 0.00866686+0.00145599j -0.00930743-0.000743765j -0.00135027+0.00806406j -0.00699557+0.00159232j -0.00400571-0.00426496j -0.00637704-0.00173526j 0.00789692+0.00355159j -0.00288102-0.0008242j -0.00663524-0.000457618j -0.00989072+0.00695422j 0.000484525-0.00940053j 0.00183856-0.00655471j -0.00311469+0.0034493j 0.0104715+6.99334e-05j 0.00430837+0.0104925j 0.00660298+0.00503372j -0.00113642-0.00222648j 7.65623e-05+0.00371793j 0.00829672-0.0109582j -0.0122252+0.0135299j -0.0035452-0.00502477j 0.00721936-0.0146056j -0.00930677+0.000939262j -0.00625477+0.00520013j 0.00204741-0.0099055j -0.00384443+0.00089746j 0.000167204-0.001422j -0.00938853+0.00715288j 0.00594029+0.00558175j -0.0058863+0.00130387j 0.00439707+0.000204055j 0.0105125+0.0207961j -0.00242941-0.00769059j -0.000207603-0.00730055j -0.00618513+0.00260363j -0.00476292+0.00665251j -0.000511058+0.00761386j -0.000842193-0.000418528j 0.00421904+0.00393591j 0.00825711+0.00255842j 0.00326845+0.00120521j -0.00326039+0.00619039j -0.0105311-0.00635584j -0.00948886+0.00398762j 0.00207851+0.00515696j 0.00149399+0.00647949j 0.000380752-0.00461904j -0.00191092+0.00267352j 0.00192421+0.00385731j -0.00243604+0.00967312j -0.00461849-0.00524419j -0.00165893+0.00230387j 0.00161667-0.00183621j 0.00187416+0.000969541j 0.00264379+0.00548458j 0.000903685+0.00349154j 
-0.000198474-0.00406655j -0.00882179+0.00171143j 0.0032536-0.00448437j -0.000626447-0.00571229j -0.000367305+0.00235977j 0.00933269+0.0249787j -0.0146641+0.00954872j -0.0106481-0.0219154j -0.0248115-0.0377394j 0.00572138-0.00141499j 0.0102971+0.0199434j 0.00201564-0.0294127j 0.00108462-0.00633722j -0.0223612-0.0178504j 0.0205164+0.015701j -0.00853974+0.00269843j 0.00231784+0.00146682j -0.00617675-0.00214896j 0.00143686-0.0018536j 0.000442534+0.00483949j 0.00367449-0.00291949j -0.00968107-0.00100395j 0.00072418+0.00304338j 0.00409848-0.0143644j 0.00431597+0.0034558j 0.00557795-0.00446884j 0.000525384+0.010327j -0.00740812-0.010578j 0.00846421+0.0210329j 0.00769919-0.00488443j 0.00216054-0.00818642j -0.0120247+0.00258313j 0.00212675-0.00679549j -0.00453073+0.00392742j 0.00266957+0.00197501j 0.00207922-0.00467465j 0.0023084-0.00280978j -0.00238767+0.00245872j 0.00159512-0.00628696j -0.00123435+0.00196338j 0.00140164+0.000780242j -0.00229276+0.0048291j -0.00355298+0.000371403j 0.0018397-0.000339564j 0.00357018+0.00298615j 0.00784889+0.00144172j -0.000786419+0.0017735j -0.00751568-0.00459177j 0.00482688-0.00199661j 0.00337228-0.000523728j -0.00290838+0.0105666j 0.0025955+0.011341j -0.014421-0.00943269j -0.0122224+0.00189329j 0.000992616-0.00652802j 0.00719114-0.0184678j 0.013346+0.00342317j -0.00918096+0.000587285j -0.0129806-0.00546737j -0.00192646+0.00125818j -4.03953e-05-0.013145j 0.00233562-0.0239345j 0.00330851+0.00213235j 0.00417609-0.0025915j 0.0030355+0.00907072j 0.0173669-0.00205505j -0.000219822-0.00652004j -0.00328345-0.0180913j 0.0124447+0.0309301j 0.00874791-0.00381348j -0.024062-0.018495j 0.0242399+0.0180941j -0.00715274+0.00554126j 0.020589+0.0104113j -0.00574517+0.0138828j -0.00802918+0.0046118j -0.00383096-0.00496825j -0.00117609+0.0103671j 0.00353806-0.002281j -0.00960197-0.00761878j -0.0111211-0.00462853j 0.00606743+0.00118013j -0.00415572-0.00579162j -0.00493113-0.000685166j -0.00740281-0.0018755j 0.00265005-0.000313641j -0.00502736-0.000541874j 0.00314306+0.000581209j 0.00728699-0.000618378j 0.00777149-5.34055e-05j 0.0044059+0.000605907j 0.00081653+0.00355473j 0.00336324-0.000456109j 0.00314794-0.000493887j 0.00010404-6.49475e-05j 0.00563729+0.00116344j 0.00134069+0.00131301j 
-0.0128096-0.0214772j -0.0481228-0.00425678j 0.00793581-0.000771216j -0.027736-0.0362306j 0.000110742-0.030268j 0.0154539+0.000581808j 0.020699-0.00665509j -0.0042207+0.0207484j 0.011584+0.0119202j 0.00260482+0.00378494j 0.0180834-0.00357524j 0.0275658+0.00138998j -0.00900533+0.0213609j -0.0280184-0.00277879j 0.0258631-0.000179055j -0.0380793-0.0219622j -0.00817963-0.0244792j 0.00128537+0.00605697j -0.0024165-0.014686j 0.00498421+0.000458648j 0.00609115+0.0037395j 0.00409302-0.0138513j 0.00119101-0.00597984j -0.00428259-0.00171628j -0.000579919-0.000574473j -0.00432945+0.00290372j -0.00524778+0.00435672j 0.00462268-0.00813846j 0.0019147+0.0106583j -0.000172252+0.00472559j -0.0104984-0.00224496j -0.00281581-0.00922682j 0.00346636+0.00542569j 0.00489693-0.0042891j -0.00398095+0.00626927j 0.00443436+0.00588653j 0.0118776+0.00399316j -0.00522504+0.0102178j -0.00345289+0.000726324j 0.00668298+0.0117852j 0.00819311-0.0035733j -0.00889562+0.0106456j -0.00327099+0.00444186j 0.000274381-0.00241837j -0.00395068-0.0109888j 0.00883739+0.00845113j 0.00969463+0.00858717j 0.00726812+0.00407218j 0.0138035+0.0141223j 0.0163857+0.00382307j 0.000585649+0.0152977j 0.00155721-0.00764948j -0.0115325+0.00746792j -0.00117411-0.000439596j 0.0132263-0.00262116j 0.010189+0.00659199j -0.000231115-0.0118723j -0.00755622+0.00021425j -0.00169317-0.00189431j 0.00346049-0.00480459j 0.0118485+0.00721444j 0.00297854-0.000473099j 0.00613901-0.00504454j -0.0103101-0.000495068j 0.00286765-0.00584055j 0.00610011-0.00663502j 0.0143178+0.00260665j -0.00669493+0.00348192j -0.00562321+0.00396486j -0.00124929+0.00990496j -0.0126063+9.80449e-05j 0.00802592-0.00590013j 0.00907451+0.00464614j -0.00705593-0.00235437j 0.00113901-0.00574597j -0.0124572+0.00294981j 0.00204343+0.0051362j 0.00628633+0.00365379j 0.00419053-1.26095e-05j 0.00620488+0.00445498j 0.00391451-0.00101027j 0.00473112-0.00444499j 0.000879129+0.001781j 0.000987163-0.00356679j -0.00219321+0.00129933j -0.000341011+0.00492534j -0.00215854+0.0061732j 0.000518241-0.00337183j -0.00278102+0.00102235j 0.00348016-0.000246121j 0.000723624+0.00114009j 4.53319e-05-0.00290302j 0.00171059+0.00582959j 0.00398842-0.00213125j 0.00381111-0.00219744j 0.00517179-0.000377994j -0.00166308+0.00157718j 
-0.0140267+0.0118964j 0.0213345+0.00489315j 0.00758289-0.000554856j -0.034014-0.0156732j 0.0299893-0.0108147j 0.00833329-0.00173455j 0.0228398-0.0073941j 0.00108806-0.00950844j 0.0207728-0.0266002j 0.00537139-0.0233061j 0.00394256-0.0206132j 0.0308023-0.0525347j -0.00316591+0.0160628j 0.00834398+0.0160503j -0.0188108+0.00594018j 0.040162-0.0115301j -0.00476604+0.000982172j 0.022196+0.00401303j -0.00148391+0.00328362j -0.0119932+0.00440565j 0.00829682-0.00411254j 0.00644154+0.00310887j 0.0022735-0.00744418j -0.0010081+0.0060828j -0.00660714-0.00169246j -0.0154664-0.00225813j -0.00831487+0.0139746j 0.0243251-0.0252215j 0.00791481-0.0195976j -0.00653606-0.0116389j 0.00772353-0.0047395j -0.0161229+0.00747046j -0.00491437+0.00824227j 0.0153065-0.00638195j -0.00765495+0.0167854j 0.00283786+0.00806869j -0.00767497-0.00237174j 0.00904976+0.000634682j -0.00264+0.00577107j 0.0064305-0.00084004j 0.00218933-0.00283295j -0.00099057-0.000865313j 0.00623623-0.00617305j -0.0041206+0.00298916j 0.00236501-0.00138513j -0.00683861+0.00823422j -0.00776484-0.00444145j 0.00466633-0.00156874j 0.00078898+0.00327475j -0.00131033+0.000176051j 0.0011982-0.00616379j -0.000421648+0.0076199j -0.00374775+0.00590745j 0.00435302-0.006511j 0.00012811+0.0131907j 0.000324611+0.00880682j 0.0045406-0.00560072j 0.0135372-0.00660819j -0.00462906+0.00763522j 0.00339395+0.00479631j 0.00669356-0.0104125j -0.00189141-0.00334851j 0.0044525-0.00122622j -0.00425375+0.00504994j 0.000995172-0.00141354j -0.00890182+0.0101859j -0.00467841+0.000267389j 0.00200454+0.00287836j -0.00602824+0.00414992j -0.0108041-0.0111643j 0.0106293+0.00196342j 0.00639925-0.00211612j -0.00603025-0.00551781j 0.00295527+0.00438795j -0.00518266+0.00322747j 0.00222236+0.00761836j 0.00505003-0.00482803j -0.0105887+0.00747795j -0.00719552+0.0065218j -0.00595029-0.0094187j -6.03992e-05-0.00549687j 0.00142663-0.00183253j -0.00237263+0.00909926j 0.00918516+0.00379445j -0.00601692+0.00992943j 0.00283027+0.00126371j -0.00223876+0.00595701j 0.00185074+0.00188742j -0.00804735+0.00574723j -0.0125962+0.00424554j 0.000905931-0.000670824j -0.00184149-0.00445013j -0.00346702-0.000245438j -0.00743749+0.00048616j -0.00226055-0.00308122j -0.00641399-0.00259049j 0.00157774+0.00128893j 
0.00751254-0.0107694j -0.0174665-0.0210824j 0.00825695+0.000545501j -0.00120772+0.0282728j 0.00409796+0.00901584j -0.0149617+0.00341689j 0.0125644+0.0172757j -0.00664497-0.0241262j 0.0203416-0.00410172j -0.00706762-0.00452264j -0.0198135+0.00193205j 0.00251776+0.00291611j -0.00595116-0.0195647j 0.00661994-0.00427512j 0.0127984-0.00573727j -0.0226465-0.0251881j 0.0209328-0.00831128j 0.00819774-0.00389534j -0.00808886+0.00353098j 0.0138904-0.00608619j -0.0121168+0.00507569j -0.000524726+0.0215878j 0.00649062-0.00309772j 0.00142163+0.0173355j -0.00163628-0.00136457j -0.00317141-0.00475417j 0.00692614-0.00764318j 0.000389064+0.00627781j -0.00169746-0.0291296j 0.00119507-0.00891597j -0.000634278-0.0026727j -0.00237075+0.0101465j -0.00113307-0.000577353j -0.00371242+0.0029748j 0.00340371-0.0136599j -0.0134237+0.00610031j 0.0119019-0.00500538j -0.0113417-0.00195919j -0.00784404+0.00597382j -0.0146036+0.0165669j 0.014406+0.00536327j 0.0149601+0.002354j -0.00184991+0.0172637j 0.00260948+0.00401998j -0.00556791-0.00290572j 0.00812378+0.0011609j 0.00302098-0.00619605j 0.000381312-8.31796e-05j 0.00210383-0.000986454j 0.00224041-0.0104797j 0.0064959+0.0122788j -0.00430266+0.0018797j 0.0129744+0.0241377j 0.0131065-0.00131089j 0.0232451+0.00607728j 0.0110721-0.00883621j 0.000737975-0.00623348j -0.00045317+0.000961054j -0.00112517-0.00592453j -0.00154092+0.000616892j 0.00611724-0.00768491j 0.00598983+0.00158579j 0.0039699+0.00254371j 0.00236132+0.013458j 0.00224285-0.00165689j -0.00743648+0.00840848j -0.0035182-0.000298477j -0.000918667-0.00568035j -0.0069747-0.00791058j -0.00742646-0.0106773j 0.0210088+0.00391007j -0.00372844-0.00184122j -0.00979056-0.00455539j 0.00451672+0.000925255j 0.00540873+0.000334305j 0.0188466-0.00160497j 0.00742758-0.00372151j -0.00061453-0.00748045j -0.00012303-0.000507183j 0.000501487-0.00789883j 9.92756e-05-0.00248675j -0.00879603+0.00394252j 0.00222992-0.0017228j -0.00512067-0.00135976j 0.00597786+0.00373414j 0.000891647+0.00415091j -0.00518807+0.00133231j -0.00431475-0.000501476j 0.0011621-0.00170754j -0.00628226-0.0052545j -0.00312829+0.000793682j 0.00515561-0.00530123j -0.00100173+0.0016767j -0.00371892-0.000779986j -0.00124596+0.00115722j -0.00244757+0.00434809j 0.000538081+0.000963712j 
-0.0136414-0.0382025j -0.0343175-0.00329906j -0.00127999+0.00153898j 0.006116-0.0234753j 0.00352483+0.000502999j 0.00946508+0.00590727j 0.0259012+0.0226213j -0.000820909-0.00397588j 0.0271941+0.0101426j 0.0105387-0.00323013j 0.0129745-0.000970611j 0.0368459-0.0036017j -0.013362+0.00716368j -0.0141337-0.00121208j 0.00746514-0.00951787j -0.0364763-0.00903729j -0.0162967-0.0385306j 0.0146594+0.0104119j 0.00525697-0.00419354j 0.013463+0.0045466j 0.0177878-0.00798246j -0.00339755+0.00812905j 0.00979631-0.00136209j -0.0131202-0.00523799j 0.00742268-0.0108272j -0.00508007-0.00682318j -0.00678306-0.000385168j 0.00767996+0.00280961j 0.0211266-0.00557851j 0.00346776+0.00245397j -0.00402105-0.00444583j -0.0114826+0.00400329j -0.0069962+0.00648706j 0.000864488-0.00340306j 0.000998778+0.00233646j 0.00291238-0.0044063j 0.0250754+0.00732961j 0.00864264-0.00851703j -0.00699076-0.00437815j -0.0113564-0.0011334j -0.022212+0.0164015j 0.0121483+0.00190675j 0.0102341+0.00415336j -0.00166809-0.00180068j -0.00936408+0.00272693j -0.00640218-0.0144731j -0.00376569+0.00311715j -0.013143-0.00045556j -0.00805663-0.0098962j -0.0126482-0.00113194j -0.0198505+0.00104705j 0.00752449-0.00185412j -0.0013088-0.00674722j -0.0148532+0.00738715j -0.00322182-0.00113143j 0.00363044-0.0131251j 0.00279827+0.022614j 0.00331455+0.00568195j 0.000839091-0.000257378j 0.00590312+0.000579917j -0.00385066+0.00389247j -0.00762816+0.000901422j 0.0038937-0.0107653j 0.000876344-0.00557358j -0.00605273+0.00510365j 0.00205984-0.00185563j -0.00336498+0.000752053j 0.00610087-0.00383731j -0.00607531+0.011751j 0.0108247-0.00505785j -0.00542772+0.00447925j 0.00173606+0.00603354j 0.0017403+0.00719246j 0.00459281-0.00894261j -0.00109333-0.00228501j -0.00444892+0.00942188j -0.00193434-0.0047814j -0.00236404-0.000978537j 0.00116937-0.000564466j 0.0020449-0.00447083j -0.00488257+0.00583254j -0.00266604+0.00256728j -0.000197431+0.00467465j 0.00157808-2.24675e-05j -0.00651676+0.00484192j -0.000393131-0.00185569j -0.00410418+0.00495342j -0.00215988+0.00346187j 0.00259796+0.000834363j -0.00120599-0.00230718j -0.00232823+0.007491j 0.00165176-0.00264003j -0.000734648+0.000210837j 0.00243381-0.00420822j 0.00309613+0.00191435j 0.00138352-0.0018609j -0.00140049-0.0022459j 
0.032133+0.00643543j 0.0136833-0.0109848j -0.0163206+0.000830587j -0.0252757-0.016387j -0.0238453-0.00562708j 0.0222317+0.00782765j 0.0240561+0.00599031j -0.00525037+0.00761468j -0.00602235+0.00725344j -0.0091975+0.0106442j -0.00666413+0.00861947j -0.0038991+0.0208084j -0.0280755-0.00598075j 0.0320193-0.00376824j -0.0133477+0.00234017j 0.0027429-0.00572788j 0.02994+0.00891894j 0.0267123+0.00213364j -0.0189683-0.0137576j 0.0237086-0.000358723j -0.00360489-0.0196613j 0.00569437-0.0106387j -0.00109114-0.0173488j 0.0025542-0.0165309j 0.000744277-0.014857j 0.00345684-0.0258947j -0.00080163+0.00742089j -0.00546867-0.0120606j -0.00541705+0.0124084j -0.00155291+0.00568829j -0.00733111-0.00546346j 0.000786556-0.0144518j 0.00108694+0.00151092j 0.000188032-0.00187732j 0.000990052-0.00587074j -0.000128487+0.000802152j 0.00657724-0.00346643j -0.00638097-0.00500517j 0.00326293+0.00661767j -0.0129195-0.0065597j -0.00724335-0.00636488j -0.00027179-0.00337096j -0.00382241-0.0142702j -0.00329837+0.00926672j -0.010769-0.000563969j -0.0070181+0.0207308j 0.00143371-0.00244665j -0.0157376+0.00789891j -0.00628971-0.000452099j -0.00653065+0.00860739j -0.00837385-0.00891014j -0.00320824+0.0152672j -0.00794166+0.00867905j -0.00241739-0.00543812j 0.00345472+0.018789j 0.00129223+0.0283731j -0.000810754-0.00276198j 0.00254106+0.00288712j -0.00235284+0.0098805j 0.00293772+0.00522834j -0.00451285+0.00389986j -0.00795703-0.00808231j -0.00851576+0.0108513j 0.00514089+0.00954718j -0.00519712+0.00677918j -0.00152428+0.00954008j 0.000200553-0.00447012j 0.00296212+0.00912008j 0.000412843-0.015741j -0.000946929-0.0125381j -0.00649822+0.0033201j 0.00531908+0.00616438j 0.00151261+0.00314435j 0.0107651-0.00061985j 0.00101875+0.00294565j -0.00488198-0.0115566j 0.00863211+0.0189334j -0.000510191-0.00106376j -0.000814166-0.00398101j -0.0037161-0.00703022j 0.00565724+0.00783042j 0.00679429-0.0041444j -0.00415375-0.00411984j 0.00243507-0.00254479j -0.00291901+0.00587148j 0.00188029+0.00889828j 0.00391551-0.000248926j 0.00242455+0.00307506j -0.00128611-0.000314828j 0.00239039-0.0014059j 0.00232334+9.24411e-05j -0.00681167-0.00642146j 0.00280533+0.00239783j -0.00583479-0.00124102j -0.00466237-0.00115289j -0.00594789+0.00189921j 0.000465122-0.00220928j 
-0.0130128-0.0141197j -0.0143851-0.00125707j 0.00803798-0.00433284j -0.0108309+0.00218772j 0.0211937-0.0226391j 0.0196905+0.00402032j 0.0135418-0.0239828j -0.0341863+0.0157535j -0.0355561-0.0110065j -0.0100401+0.0103611j 0.012281+0.00865037j -0.0219274+0.00307719j -0.00686214+0.0131586j -0.0231206-0.00911104j 0.0183066+0.000153853j -0.0141545-0.0208375j -0.00424544-0.0143783j 0.0141277+0.00254313j 0.00602176+0.00559509j -0.00618407+0.00555051j 0.0145562-0.0103092j -0.000960775+0.00136629j 0.0052912-0.00795488j 0.0357609-0.0147246j -0.00497723+1.78751e-05j 0.0293973-0.0241898j -0.00169334+0.00677991j 0.0183242-0.0254492j -0.0411982+0.0188444j -0.00630449+0.00790379j 0.00791013+0.000567295j 0.0276954-0.0170208j 0.00082724-0.000727691j 0.00510601-0.0125703j 0.00677985-0.00209998j -0.00215372+0.00310666j 0.00510682+0.0037507j 0.00727366-0.00336143j -0.00733117+0.00349996j 0.000990118+0.000572727j -0.00689204+0.00839875j 0.00472257+0.00250694j 0.00499702+0.00475584j -0.00307157+0.00138332j -0.00510527-0.000804798j -0.00524797-0.00524551j -0.00975491-1.82937e-05j 0.00664878-0.009479j -0.00109131-0.00235942j -0.00760978-0.00352761j 0.00806205+0.00201925j -0.00224646-0.00459164j 0.0121701-0.00499749j 0.0149458-0.00366223j 0.00333429+0.0031082j -0.00349264-0.00263978j -0.00728333+0.00370588j 0.00248702-0.00696925j 0.00291722+0.00320474j 0.00326776-0.00162497j -0.00617944-0.000686413j -0.00117898+0.00166203j 0.00154454-0.00886625j -0.00138924-0.00258549j 0.00335332-0.000291981j -0.0108764-0.00258752j -0.0131794+0.00345128j -0.0117891-0.00157479j 0.00639313-0.00682983j -0.00472155+0.00807791j 0.0176156-0.00449154j -0.00314685-0.00251402j -0.00330988+0.00750854j 0.00309184+0.00621816j 0.00827325-0.0101555j 0.0158493-0.00603763j -0.00600735-0.00466587j 0.000962851-0.00213833j -0.0019044+0.00130473j 0.00286846+0.00423409j -0.00223886-0.00117307j -0.0042536+0.0018572j -0.00288841+0.0074411j -0.00216773+0.00210501j 0.00197755-0.00721625j -0.000728031-0.00292299j 0.00321483-0.00278425j -0.00509644-0.00256844j 0.000654025+0.00494455j -0.00246749+0.00127525j 0.000675081+0.00324772j 0.00398067-0.00147703j -0.000337105-0.00288263j -0.00532509+0.00502409j -0.000501499+0.00320927j -0.00233966+0.00344352j 0.000214803-0.00161738j 
