0.000817037-0.00120522j 0.000413066-0.000516965j 0.00091194+0.0002261j -0.000952531-0.000850504j -0.00193318+0.00128238j 0.000694254-8.61402e-05j -0.0030278+0.00584408j -0.00225866-0.00228259j 9.85758e-06-0.0012738j -0.0025603+0.00156897j 0.00108737-0.00311154j 4.60298e-07-0.00126501j -0.00092212+0.00201087j -0.00264446+0.00129066j -0.00154709-0.000878128j 0.00355104-0.00884998j 0.00211567-0.0019376j -0.00182393+0.0025118j -0.000338773+0.00256842j 0.00390492-0.00462434j -0.00126493+0.00116776j -0.000831727-0.000661415j -0.00224975-0.000884599j 0.00153881+0.000292435j -0.00430443-8.32979e-05j 0.000347845+0.000250992j 0.0213136+0.000447114j 0.0409762+0.000461913j -0.0215357-0.00108277j -0.00262057-0.000789902j 0.00672083+6.34584e-05j 0.00569496+0.00062217j 0.00371801+0.000303452j -0.000272796+0.000652968j -0.00481835-0.0018755j -0.00038553-0.00193082j 0.00566059+0.00084315j -0.00258187-0.00183794j -0.00138924-0.000803579j 0.000785891-0.000466761j -0.00183069-0.000976788j -0.00140715+0.00016544j -0.00047807+0.000213077j 0.000123749-0.000720392j 0.0009609-0.000197034j 0.00247431-0.000160913j 0.000250766-0.000637817j 0.000910907-0.000833918j -0.000542667+0.00050096j -0.000107476-0.000539226j -0.000270772-0.000559702j -0.000885765-0.000247636j 0.00270327-0.000167646j 0.00144588-0.00022735j 0.00123699-0.000202481j 0.00014318-0.00207576j -0.000826268+0.000502887j 0.00106165-0.000658768j 0.000251251+0.000509431j 0.000105424+0.000736859j -0.000480253+0.000342552j 6.48032e-05-0.000488963j -0.00252397-0.000910614j -0.00073198+0.00155925j 6.02e-05-0.00026026j 0.000310656-9.17932e-05j 0.0016893-0.000339971j -0.0014656+0.00127631j 0.00080556-0.000246157j -0.000392511-0.000230463j 0.000163184+3.94759e-05j 0.000248801-0.000374166j 0.00167495+0.00111048j 0.00242925-0.00165941j -0.000865827+0.00108087j -0.00224004+0.00186671j -0.00177225-2.41912e-06j -0.00088725-0.000693458j 0.000295676-0.000532542j -0.00116868-0.000888689j 0.000700063-0.00123319j -0.00294559-0.00185073j 0.000935794-0.000792631j -0.00148834+0.000832774j 0.000802091-0.00283167j -0.00161742+0.000971095j 0.000168079-0.00239973j -0.000142073-8.25984e-05j 0.000750367-0.000646112j -0.00057848-0.000523488j 0.00164628+0.00102571j 0.000143512-0.00232107j 0.000580392-0.00298837j -0.000574581-0.00140071j 0.000519402-0.00219723j 
-0.00843952+0.00310796j -0.00284873+0.00167534j -0.00361544+0.0044022j -0.0137841-0.00482807j -0.000392167-0.00349149j 0.0128257-0.00112159j 0.00945062-0.0111j 0.00387482+0.00978691j -0.00268517-0.00107072j -2.77823e-06-0.000401177j 0.000321146+0.00168038j -0.00292562+0.0149841j -0.00130054+0.00745419j -0.0158454+0.0130321j -0.000339859-0.00440577j 0.00416047-0.00100908j 0.000695015-0.0242792j -0.00319414+0.00113439j -0.000448662+0.00637432j 0.0118311-0.0061357j -0.004398+0.00443209j -0.00250966-0.00494197j -0.00259742-0.00319943j 0.00346863+0.00141756j -0.0046268+0.00530847j 0.00709058-0.00129999j -0.00398458+0.00499229j 0.000486958-0.00731546j -0.000107536-0.00440777j -0.00238823-0.00997535j -0.00210169+0.0036668j 0.00273171+0.00050367j -0.00669318+0.00370496j 0.00490348-0.00691752j -0.00774349-0.00381011j 0.00761678+0.00694194j -0.00691604+0.00386675j -0.000172089+0.00331025j 0.00128495-0.00543389j -0.00109437+0.000492009j 0.00383849+0.00168141j 0.00509942+0.00102604j 0.00186026-0.00375556j 0.00138812+0.00133207j 0.00287668-0.00324211j 0.00215224-0.00320257j 0.00166816-0.000402493j 0.000726348+0.00291451j -0.000287914+0.000464883j 0.00173215+0.000114277j 0.00238644+0.00320407j -0.0039211+0.00112242j -0.00565778+0.00836208j 0.00407875-6.78289e-07j 0.000699782-0.00123457j -0.00367525-0.000600107j -0.00121717+0.00370494j -0.00136934+0.00307258j 0.000126227-0.000846567j -0.00493662-0.000293227j -0.00467397-0.00842381j -0.00180923-0.00225189j 0.00157722-0.00155247j 0.00817231+0.000791446j 0.00207382-0.000885309j -0.00141271+0.000367727j 0.00096652-0.000385877j -0.00261076+0.00356991j 0.00305164-0.00031237j -5.9894e-05-0.00230168j -0.00110044-0.00468004j 8.94951e-05-0.0010892j 0.00141829-0.00817773j 0.00127239+0.00488022j 0.00105483-0.00383128j -0.00140324+0.00094281j 0.00146329+0.00168313j -0.00303092+0.000490672j -0.000611069+0.00523062j -0.00150497-0.00256144j 0.00181392+0.00715931j -2.82771e-05-0.00033996j -0.00357006-0.00121742j 0.00217948-0.00121688j 0.00386024-0.00391316j 0.00216092+0.00302552j -0.00435528-0.00577181j -0.000320524-0.000104827j -0.00210711-4.93098e-05j -0.00999255-0.000239906j -0.00356435-0.0149384j 0.00426265+0.0035516j -0.00327782-0.00135013j 0.00149463+0.008402j 0.00221769-0.00227199j 
0.000939465+0.00330105j 0.00131723-0.00158865j 0.000282659+0.00900247j -0.00964177+0.00965096j -0.00164425-0.00094861j 0.00403727-0.00504628j 0.00126375-0.0103539j -0.00267142-0.00168172j -0.000410624+0.00452164j -0.000123499-0.00346501j -0.000647771-0.0026245j -0.00906286+0.00700312j 0.00680879-0.00154349j -0.00790688+0.0116599j 7.89518e-05-0.00242414j 0.00216465-0.00440656j 0.0138824-0.0143013j 0.0127084-0.00577602j -0.0069415-0.00358729j -0.00198978+0.000220163j -5.20297e-05+0.00270972j 0.00122591+0.00297902j 0.00467835+0.00227124j 0.00262063+0.00401673j 8.91281e-05-0.00504496j -0.00510268+0.00162152j -0.000646522-0.00533792j -0.00138704+0.00297238j -0.00549756+0.00320167j 0.00367618+0.00192131j -0.00110325+0.00301017j 0.00208883-0.000941372j 0.00336506+0.00529213j -0.00800392-0.00469515j 0.0018187+0.0052251j -0.00765796-0.00104407j -0.000631524+0.00103879j 0.00515348+0.00119054j -0.00174127+0.00119992j -0.00517202+0.00020237j -0.00065268-0.0055268j -0.00270864-0.0106169j -0.00734349-0.0129437j 0.00434188-0.00164467j 0.00101435+0.008086j -0.00351414+0.00114165j 0.00256559-0.00248661j -0.00424873-0.000363065j -0.00278608-0.00553193j 0.00109123-0.00368751j -0.00474592+0.000646503j 0.00402263+0.014903j -0.0032752-0.00346828j -0.000107317+0.0082004j 0.00407853-0.00203038j -0.00651214+0.00341323j -0.00377166-0.00123289j 0.00261238-0.0104794j -0.0078532+0.0089743j 0.00158329-0.00740646j 0.00203943-0.00442346j -0.000209138+0.000865867j -0.00105129+0.00150214j -0.000344994+0.00593473j -0.000117494+0.00139977j -0.000881255+0.000142427j 0.00171557+0.00394258j 0.00368942+0.000317756j -0.000936396+0.00162742j -0.00011953-0.00262022j -0.000653151+0.00393167j -0.00121642-0.00522998j -0.00211368-0.00434396j -0.002173-0.00249317j -0.00214847-0.000850773j -0.00118486-0.00206777j -0.00218128+0.00354946j -0.00258736-0.00459844j -0.00219756-0.00138066j -0.00188974+0.00308837j 0.00415552-0.00678947j 0.00251429+0.000446373j -0.00130319+0.00163654j 0.00167851-0.00300359j 0.00354541-0.000272643j -0.000225248+0.0017416j -0.00186326+0.00394382j -0.000294346+0.00183986j -0.000280874+0.00108505j -0.000999658+0.00155204j 0.000194937+0.00420012j 0.000190151+0.000440599j -0.000103346+0.00477444j -0.00321734-0.00258085j 0.00563329+0.00173073j 
0.0030556-0.00193629j 0.0015905-0.00295854j 0.00169886-0.00331184j 0.00389871-0.00406446j -0.00308481+0.00669641j -0.00605883+0.00224024j 0.00592031+0.0013775j -0.00769659+0.00285814j -0.00130576+0.00472506j 0.00331109-0.00181224j 0.0013868+0.00393669j -0.0164418+0.010034j 0.000503215-0.00344098j -0.0154466+0.00684195j 0.00778947+0.00116962j 0.0073009+0.00278086j 0.0100727-0.0106282j -0.00259563-0.0124443j 0.00313356-0.00259139j -0.00118398-0.00179515j -0.00185157+0.00597309j -0.00616783+0.00404596j 0.00582196-0.00662133j -0.000685392-0.00193904j 0.00123999-0.000197112j 0.00357754+0.00293292j 0.00114448-0.00410371j 0.000873352+0.00330748j 0.00318242+0.00277986j -0.00189099-0.00191112j -0.00115241+0.00588618j 0.00320887-0.000399851j -0.00151005-0.00290719j 0.00254981+0.0102978j 0.0122536-0.00357918j -0.00710172+0.00678768j 0.00172938-0.00452091j 0.0028146+0.00131017j 0.000288649+0.00574476j 0.00166922+0.00220737j 0.00120623+0.0015347j -9.14222e-05+0.00502358j 0.00891243+0.00208109j -0.00134832-0.00264117j -0.0028134-0.00173774j 0.00416979-0.00130089j 0.00180776-0.000445106j -0.000855107+0.000636352j -0.00141812+0.00394993j -0.00118014+0.00419523j -0.00655151+0.0045759j -0.00581008-0.00914055j -0.00272774+0.00378326j -0.00367957-0.000922033j 0.00635786-0.000638566j -0.00455725+0.00525066j 0.00915165+0.00158686j -0.00182179+0.00512907j 0.00160744-0.00802714j 0.00602085+0.00328687j 0.00328991+1.28539e-05j -0.000979779+0.0010523j -0.00182336-0.00369014j -0.00843744-0.00233691j -0.00160307-0.000866645j 0.00150599-0.00368619j 0.00206653+0.000873914j 0.00196406+0.00467333j -0.000480715-0.00108853j -0.00278808-0.0004015j -0.00050509-0.00456414j 0.00167351-0.00306181j -0.00272932-0.00404033j 0.000555187+0.00657427j 0.000530709+0.0037682j 0.00268852-0.00376373j -0.000193172+0.00196861j 0.00195326+0.00391923j -1.38865e-06-0.00114468j 0.00233017-0.00191531j -0.00151253-0.00390943j -0.00189712+0.00245213j 0.00360232+0.00227344j 0.000495121+0.000163429j 0.0034792-0.00228168j -0.0025108-0.00633895j 0.00629563-0.00336277j -0.000640659+0.00144705j 0.000204258+0.00244018j 0.00749545+0.00341184j 0.00517989+0.00719978j -0.00417466+0.00132123j 0.00239172-0.000763345j -0.00154197-0.00215769j 0.000288013+0.00084436j 
0.00250992-0.0069698j -0.00393446-0.000132311j -0.00552876-0.0156548j 0.0047168-0.0210171j 0.00770111+0.00390134j -0.00610457+0.00495924j -0.000152151-0.00150852j -0.00685378+0.00288481j 0.00552139-0.00742225j -0.00775496-0.00332971j -0.00499876-0.00244722j -0.00249955-0.000561919j -0.00843937+0.00401404j 0.00184481+0.013367j 0.00442133-0.00163535j 0.0053118-0.00885976j 0.000347721+0.00285743j -0.0121384-0.00150543j 0.00480614+0.00228988j 0.00255989+0.006121j 0.00213502-0.00104955j -0.00161825-0.00305051j -0.00655161-0.000355411j 0.00291497+0.00591393j 0.00156899+0.00345629j 0.00700871-0.000584799j 0.00071905-0.0039007j -0.000873794+0.00256772j 0.00639343+0.00294229j -0.0084548-0.00522122j 0.00264013+0.00126562j 0.000563733+0.0075306j 0.00115914-0.00133077j 0.000293504-0.00071401j 0.00238512+0.000185877j -0.00241425+0.00143315j -0.00109652+0.00242067j -0.000817726-5.38517e-05j -0.00109386-0.00266251j 0.0019751+0.00233467j -0.000569183+0.00262627j -0.00210959-0.00595126j -0.00617806-0.00675892j -0.000201459+0.00672149j -0.000171821+0.00286572j -0.000179065+0.0011748j 0.000208298-0.00096154j -0.00357877+0.000380564j -0.00131216-0.00285841j -0.0011067-0.00382944j 0.000103195+0.00467744j -0.00178317+0.00682656j 0.000103305+0.00361911j 0.0029017+0.00745612j -0.00464283-0.00294325j 0.00175103+0.000567143j 0.00248378-0.00384402j 0.000651014-0.00224237j -0.000773301+0.000926431j 0.00535644+0.000848383j 0.00224808-0.00369214j 0.000773731+0.00138972j -0.000590394-0.00103507j -0.00111104+0.00294161j 0.000629842-0.00114749j 0.000978959+0.00240992j -0.00276779-0.0019788j 0.00165936+0.00123014j -0.00132786+0.00229556j -0.000262131-0.000432404j -0.00176666-0.00682926j -0.00355067-0.00384219j 0.000436334-0.0119019j 0.000595761+0.00909952j 0.00436493-0.0024919j 0.000794014-0.00447459j 0.000835479+0.00575029j -0.000690157+0.00117323j 1.07697e-06+0.00123623j -0.00518971+0.000189055j 0.000508552-0.000944949j -0.00426137+0.00647718j 0.00108303+0.000381397j -0.000138408+0.00127024j -0.00476598-0.00361717j -0.00201523+0.000387736j -0.00040258-0.000702334j -0.0012642+0.00161755j -0.00232531+0.00348409j 0.000940385+0.00485958j 0.00227089-0.000486125j -0.00251436-0.000232658j -0.000870804-0.0021262j 0.00259788-0.0019823j -0.00455569-0.000793968j 
0.00220713-0.00287447j 0.00131527-0.000991436j 0.000619083+0.0107119j -0.00139029+0.0105756j 0.00235117-0.00187228j 0.00378789+0.00255291j -0.00018994-0.00306962j 0.00317213+0.00219023j 0.00174569-0.00185053j -0.00166251-0.00464808j 0.00270098-0.00604666j 0.0135662-0.00218947j -0.00467732+0.00355474j 0.00942886-0.00124522j -0.00358963-0.00596616j -0.00120264-0.00709522j -0.00689574-0.00156082j -0.00235608-0.00630759j 0.000287673-0.0127043j 0.00331869+0.00389587j 0.00571948-0.000656594j 0.000209791+0.00541893j -0.00912312-0.0036011j 0.0102127-0.00449338j 0.0101283-0.00541949j 0.0049598+0.00824289j -0.00165871-0.00128917j -0.000252541+0.00330722j 0.00168781+0.0105371j -0.0135337-0.00321257j -0.00171069-0.0010431j 0.00725016-0.00501101j 0.00223476+0.0117762j 0.000711712-0.00233181j -0.00618806-0.0102129j -0.000348058+0.00252404j 0.00121935-0.00271999j 0.00596525+0.00158688j 0.00236755+0.00207478j -0.00409043+0.00106976j 0.00400992+0.000810536j 0.00229077+0.00137114j 0.00400389+0.000370676j 0.00228541-0.00293932j -0.00276237+0.000572557j 0.00188579+0.00105869j -0.000706463+0.00209957j 0.00222606-0.00535509j 0.00358416-0.000812068j 0.00147942+0.00261581j 0.00315217-0.00317516j -0.0028765-0.00485151j 0.0055797-0.00424084j 0.00104466+0.00267296j -0.00102931-0.00138131j 0.00397626+0.000833864j -0.00328664+0.00263645j 0.00227493+0.00239539j -0.0009239-0.00224225j 0.00192823+0.000336101j 0.00309172-0.000259594j 0.003455+0.000728059j -0.00402876-0.00575876j -0.00250133-0.00267567j -0.0030659+6.65062e-05j 0.00170027-0.00033269j -0.00590412+5.42277e-05j 0.00336198+0.00499299j 4.16988e-05-0.000512981j -0.00123256-0.0033485j 0.000419193-0.00335164j -0.00609209-0.00320378j 0.00670689-0.00585271j 0.00464628+0.0057993j -0.000780765+0.00117069j 0.000353475-0.00255657j 5.43212e-05+0.0018471j 0.00384424+0.000825687j 0.0025193-0.00175169j -0.00089822-0.00153656j -0.000512114-0.00509977j 0.000214466+0.00104914j -0.0027131+0.00360416j 0.00185264-0.00300234j -0.000777166+0.00345956j 0.000903828-0.00510156j -0.00458932-0.00162623j -0.000514251-0.00135861j -0.0012199+0.00262791j -0.00124422+0.00595769j 0.00254342+0.00334221j -0.00458037+0.00274104j -0.00387527+0.00105712j -0.00697679-0.0066573j 0.0103633+0.00241146j 
-0.00256196+0.00363564j -0.000113806-0.0029024j -0.00169704-0.00597412j 0.0009062-0.00678482j -0.000640665+0.00310397j 0.00190819+0.00222109j 0.00939502+0.00165834j 0.00729348-0.00483951j -0.00554656+1.56356e-05j 0.00228599-0.00659061j 0.00465706-0.00281199j -0.00063737-0.00265322j 0.00131404-0.00580144j -0.0124703-0.0104873j 0.00171127+0.00430961j 0.00593591+0.00535488j -0.0053669+0.0141968j -0.00208576+0.00379092j -0.0027428+0.00144977j -0.00748021+0.00174183j 0.0017593-0.00269818j -0.004177-0.000480769j -0.00165119-0.00212842j -0.00560951-0.00237298j 0.00398179+0.00275597j 0.00134385-0.00483335j 0.00450096+0.00280898j -0.00309836-0.00302809j -0.00310176-0.00149099j -0.00391117+0.00221651j -0.000422699+0.00220847j -0.00140465-0.00358803j 0.00267732+0.00460986j 0.00212064-0.00502591j -0.00324747+0.00517765j -0.000629499-0.000403689j 0.00101735+0.000450566j -0.00341715+0.00150855j 0.00072683+0.00402407j 0.00234443+0.0054201j -0.000871765-0.00424682j 0.00385011-0.00476456j 0.0055318-0.0125304j -0.00257514+0.00156477j -0.00104421+0.00233675j -0.00114961+0.00214375j 0.00157842+0.0031767j -0.000873501-0.00413538j 0.00314496+9.17946e-05j 0.00396281-0.00809452j -0.00367371+0.00433066j -0.00815477+0.00127097j -0.00127139-0.00446076j -0.00526336+0.00682257j 0.0065867-0.011485j -0.00110681+0.000792058j -0.000166614-0.00318678j 0.00600634-0.00420547j -0.00682667+0.00356827j 0.00227712-0.000614957j 0.00191099+0.000121937j 0.000486205-0.00227387j 0.00116244-0.00315336j -0.00328766+0.00214126j -0.000390763+0.00152241j -0.00456896+0.00233159j 0.00322549-0.00603672j 0.00249105-0.00335827j -0.00160585-0.0011906j 0.00184727+0.00398418j 0.00463842+0.00302742j -0.00328284-0.000560501j 0.00852539+0.00662776j 0.00520017-0.00146959j -0.00239761+0.00169582j 0.000140798+0.00255491j -0.00271146-0.000708505j 0.00319766-0.00346781j 0.00239217-0.00196709j -0.00318157-0.00170638j 0.00233366+6.25918e-06j -0.000351859-0.00449921j 0.00196547-0.00325071j -0.000719814+0.00390585j 0.00251845-0.000416675j -0.000708515-9.08344e-05j 0.00117043-0.00120728j -0.000238907-0.00368576j 0.00226564-0.0020302j -0.00301329+0.000604528j -0.000363373-0.000737792j 0.00157101-0.00062037j 0.00197413-0.00316606j 0.000519304+0.00495152j -0.00187885-0.00284293j 
-0.00116527-0.000928115j 0.00180486-0.00235764j 3.64692e-05+0.00133042j -0.00216776+0.00215187j -0.0010802+0.000200297j -0.00558423+0.000161939j 0.00275856-0.00817596j 0.00223178-0.00338976j -0.00435632+0.00341018j 0.00361224+0.000148302j -0.00150383-0.00361697j -0.00675519-0.00514255j 0.0106329+0.00990373j 0.00686802+0.010586j -0.000284928-0.00362738j 0.00191263-0.00683322j -0.0094007-0.00306479j -0.00673527-0.00222467j -0.00400131-0.00339796j -0.00744888-0.001087j 0.00407994-0.00267527j 0.00127406-0.0049174j 0.00314507-0.00517213j -0.00828244-0.000813461j -0.000529105-0.00357754j -0.00565075+0.0122133j 0.00349987+0.000260001j -0.000777826+0.00226083j -0.00418787+0.00525262j 0.0123321-0.00611241j -0.00127275-0.0020345j -0.00646324+0.00276372j -0.00430829-0.00311167j 0.00310789-0.00329895j 0.000180666-0.00493237j 0.00552821-0.00187625j 0.00386566-0.000610116j 0.00241994-0.00107516j 0.0009517-0.00294317j 0.00270046-0.000346362j 0.00255663-8.29412e-05j 0.00367175-0.0031807j 0.00102437-0.00688773j 0.000357546-0.00192493j -0.00463282-0.000802361j -0.00228849+0.00705115j -0.00501312-0.00440455j -2.90223e-05+0.00050246j 0.0017125+0.000641188j -0.000677172-0.00202095j 0.00198984-0.00519367j -0.00236925+0.00241638j 0.0027272+0.00487605j -0.00611467-0.0016299j 0.000224479-0.00771305j 0.002808-0.00564516j 0.00162945-0.00194267j 0.0047575+0.00125032j -0.00157379-0.000680443j 0.00210446+0.00118072j 0.00216903+0.00138529j 0.00296609-0.0015605j 0.00107958+0.00105226j -0.00101288+0.000387157j -5.58426e-05+0.00104088j 0.00096865-0.000752971j 0.00338238-0.00036458j 0.00349672+0.00107355j 0.000184151-0.00201313j -0.00440628+0.000159875j -0.0119033-0.00655604j 0.0069567+0.00164798j -0.0202097-0.00643919j -0.00867883-0.00573208j 0.00250751+0.00155649j -0.00331421+0.003255j 0.00194004+0.00237571j -0.00146341+0.00025833j -0.000850264-0.00205541j 0.000585664+0.00155713j 0.00333828-0.000482765j 0.00566133+0.00355313j -0.000660122-0.000551128j -0.000686007+0.00107373j -0.000968707+0.00400054j -0.00111978-0.00148207j 0.000527929-0.000294855j 0.00244897+0.00468919j 0.00200512-0.000720678j 0.000706072+0.00388894j -0.000347685-0.000999504j 0.000206227+0.00213444j 0.000943129+0.000421239j -0.00354487+0.00143753j 0.0015545+0.000479961j 
0.00220281+0.00503103j -0.0018988+0.000906085j 0.00163045+0.000430433j 0.00353201+0.000367916j 0.00216513+5.26802e-05j 0.00670607+0.00162832j 0.00561878+0.0127913j 0.00485713+0.00065978j 0.00297865-0.00341769j 0.00724734-0.00380763j -0.00299644-0.000551859j -0.0141004-0.0141771j 0.00566834-0.00217472j 0.0144348-0.00915825j 0.00133358+0.0103886j -0.00414153+0.00302664j -0.00559001+0.00710961j 0.00723715+0.000780646j 0.00475045+0.00141907j 0.00207717+0.00258399j 0.000615579+0.00200795j -0.00452416-0.00459543j -0.0052768-0.00305105j 0.00569533+0.0105243j 0.00222007+0.0096514j 0.00209061+0.0059319j -0.000806917+0.00383223j 0.000779343-0.0013393j -0.00294231+0.000573868j -0.000610354-0.0140815j -0.000272311-0.00273016j -0.00175556+0.00691577j 0.00624072+0.00586497j -0.00067985+0.00196822j 0.00101412+0.00422831j -0.00336543-0.00509361j -0.00497976+0.00248014j -0.00101274+0.000672596j 0.00294818+0.00110675j 0.000840156-0.00159818j 0.000510768-0.00137443j 0.00240124+0.00136011j 0.00444736+0.00537746j -0.000892041+0.000672949j 0.000203774+0.00160917j -0.00355851-0.00517035j 0.00447976+0.0099545j -0.0024716-0.00257601j -0.00053027+0.00140715j 0.00293642+0.00277352j 0.00186029+0.00253166j -0.00192597-0.0063879j -0.00427809-0.0104317j 0.00236866+0.00611645j -9.3934e-05+0.00632416j -0.000394675+0.00363195j -0.00153503+0.00137157j -7.33977e-05-0.00157631j -0.00334184+0.000285273j -0.000644605-3.95288e-05j -0.00341265-0.000959068j -0.000601877+0.000764306j -0.00162017-0.00202046j 0.00610739+0.00462896j 0.00124261+0.000913858j -0.00181042+0.00163376j 0.00444758+0.00184737j 0.00141595-0.00133308j 0.00468595+0.00509926j -0.00572525-0.00374999j -0.00459024-0.00389656j -0.000633119+0.00172124j -0.0088079-0.00999701j 0.00210461-0.00060383j -0.00108644+0.00103369j -0.00172033-0.00411989j 0.00338171+0.0009474j -0.000502393-0.00464571j 0.000390659+0.000546454j -0.000350091-0.00317902j -0.00025906+0.00100764j 0.00240476-0.000841239j -0.000291252-0.00136386j -0.00155847+0.000501168j -0.00137284-0.00470586j 0.00118423-4.59681e-05j -0.00161916-0.00184615j -0.000543816+0.00345438j 0.0007783+0.00224775j 0.000909952-0.00106188j -0.0018422-0.00112174j 0.0017787+0.00051755j 0.00063945-0.0012394j 0.00454481-0.000572779j -0.000517486-0.00152508j 
-0.00558311-0.00205063j -0.00472542+0.00151501j -0.00605898-0.00921891j -0.00740191-0.0142902j 0.00378305+0.000672883j 0.00397557-0.00571929j 0.00553924-0.00497944j 0.00298507+0.00546898j 0.00608133-0.0187243j 0.00256323-0.0075469j 0.00469584-0.0029547j 0.00210207+0.00848497j -0.000931735+0.00219164j -0.00929339+0.0043342j 0.00110531-0.00196707j 0.00750663-0.00110127j -0.00589272-0.0038408j 0.010862-0.00490798j 0.00211247-0.0014737j 0.00213614-0.00631289j 0.00183647+0.00237197j -0.00198945-0.00215662j 0.00427355-0.000336837j 0.00179746-0.00211061j 0.00187304+0.0049734j -0.00852807-0.00197451j 0.000641527+0.00321867j -0.00406965-0.0016075j -0.0115928-0.00106088j 0.00325148+0.000829641j -0.00236196-0.000371404j 0.000457662-0.000990603j 0.00139486+0.00183853j -0.00216006+0.00163961j 0.00325471+0.0061512j 0.000201319-0.00328985j 0.00326858+0.0093803j 0.00455412+0.00222981j -0.00178925-0.00181057j -0.0020654+0.00166092j -0.000870078+2.52704e-05j -0.00196789+0.00306035j -0.000312433+0.00536784j 7.86197e-05-0.000469364j 5.80735e-05+0.00242492j -0.00248044+0.000591611j -0.00392605+0.00230359j 0.000512159-0.000207557j -0.00057329+0.00253986j -0.00187318+0.00258161j -0.00163964-0.00242821j 0.00465578-0.000976216j 0.00724579-0.00677442j -0.00258217+0.00116419j 0.00335881+0.0037839j 0.00289372-0.00420515j 0.000956046-0.00289489j 0.000535596+0.000481805j -0.00270735+0.00105258j 0.00294176+1.69544e-05j 0.00297685+0.00374888j 0.00194599+0.00197449j 0.00198821+0.00163711j -0.00570002+0.00245717j -0.00121611-0.000468049j -0.00160422+0.00163292j 0.00333636-3.74333e-06j 0.0060981-0.00803591j -0.0037988+0.00447838j -0.00294697+0.00393555j 0.00133705+0.00131793j -0.00173458+0.00388342j -0.0031737+0.00496565j -0.00901927+0.00174945j 0.000584471+7.03727e-05j 0.000627097-0.00131902j -0.00131091+0.00155565j 0.00150533+0.00127739j -0.00312366-0.00130022j 0.00557379+0.00187736j -0.00717424-0.00311745j 0.00136326+0.000997711j -0.00331246-0.000331306j -0.00350852+0.000676541j -0.000966734+0.00151123j -0.00114626-0.00117629j -0.00535726+0.00131755j 0.000512661-0.000206899j -0.000723862-0.00142421j 0.00704152+0.000745266j 0.00640163-0.000246448j -0.00208184+0.00124629j 0.000698797-0.000647507j 0.00577735-0.0056144j 0.0069446+6.77367e-05j 
-0.00136298-0.00255695j -0.000866415+0.00116961j 4.07156e-05-0.00156934j -0.00329322-0.00139407j 0.00130193-0.00143731j -0.00084807-0.000152283j 0.00565958-0.00705906j -0.000366368-0.000533482j -0.0020585-0.000595958j 0.000708282-0.00272457j -0.00368706+0.0048321j -0.0165838+0.0164834j 0.009186-0.00558198j 0.0062491-0.00781125j 0.004299-0.00352297j -0.00301951+0.00134558j -0.00207625+0.000548039j -0.0031897-0.000220743j -0.00147628-0.00074828j 0.000653156-0.00101828j 0.001146+7.84996e-05j -0.00358324-0.00194843j -0.00086364-0.00211111j 0.00447683+0.00277798j 0.000590509+0.00111795j 0.00714927+0.00815179j 0.000621829-0.000108001j 0.00187323-0.000533959j 0.00120473+0.00399449j -0.00652088-0.012134j -0.00266829-0.000838388j 0.00651649+0.00716431j -0.00366141-0.00371276j -0.00160177+0.000673201j -0.000335906-0.00455265j -0.00117102-0.00203951j 0.00376909+0.00218163j 0.000605957-0.00216196j -0.00461474-0.00479959j -0.00239566-0.00381187j 0.000381136-0.000322414j -0.00365937+0.00104539j -0.00341726-0.00133512j 0.00115485-0.00179152j 0.00250189-0.00232429j 0.00183589+0.00272159j -0.00274809-0.00701479j 0.00160508+0.00235062j -0.00208532-0.00396338j -0.0015521-0.00359259j 5.2519e-05-0.00307078j 0.00270868+0.00472196j 0.00336048+0.00529626j 0.000932597-0.00169966j 0.00100113+0.0010338j 0.000769929-0.00408252j 0.00187627-0.00114304j -0.00159511+0.00135082j 0.00160159-8.56501e-05j 0.00175939-0.000853876j -0.0010732+0.00173402j 0.000617599-0.000439108j -0.00213464+0.00461095j -0.00455727-0.000791658j -0.00255368+0.000831676j -0.00127966+0.000925758j -0.0023316+0.00142789j 0.00514499-0.0028834j -0.00282767-0.00070335j 0.00225378+0.000315893j 0.00811228-0.00167703j -0.013593+0.00932894j 0.00956703-0.000608841j 0.019791-0.0131135j -0.00643818+0.00473967j -0.00282469+0.0024158j -0.00208479+0.00082146j 0.00457152-0.000573122j 0.00368251-0.00320816j -0.000438042+0.00288536j -0.00211801-6.95904e-05j -0.000685085+0.00111723j 0.002237-0.000700893j -0.00299708+0.00174173j 0.000511951+0.00117959j -0.00175473+0.00162916j -0.000353164+0.000710074j -0.00368302-0.00263595j 0.00601658-0.000196125j 0.00172105-0.000624299j 0.00183723+0.000311956j 0.00138575-0.000916552j 0.00157103+0.000295147j -0.000155533-0.00131886j 0.0016972+0.000799106j 
