0.0143971-0.0121355j 0.032972+0.00207576j 0.0428513-0.00268993j 0.0101441-0.00943769j 0.0283655-0.000748767j 0.0252533+0.00787897j 0.0285748-0.00711423j -0.0459702+0.00145523j 0.00895752+0.00200907j 0.0333706+0.00131506j -0.0203838+0.00613848j 0.0109355-0.000439019j -0.00801224-0.00136665j -0.00257137+0.00620429j 0.0829084+0.00121813j 0.0152592+0.000484964j 0.00472428-0.000220496j -0.0193978-0.000859841j -0.0356996+0.00330753j 0.00269803+0.000536437j -0.0216772-0.000346967j 0.0263093+0.00151474j -0.00254941-0.00210077j -0.0397353-0.00334173j 0.00467621+0.00161185j -0.0243115-0.000483935j -0.00406518+0.000748699j -0.0260606-0.000636215j -0.0236959+0.0039902j 0.0344643-0.0011779j 0.0425776-0.002534j 0.0382128+0.000476999j 0.0345392+0.00178189j 0.0100073-0.000779711j -0.0016061+0.000479908j -0.0153579-0.000109235j 0.0277347+0.000866047j -0.0101448+0.000153502j 0.0197964-0.000437307j 0.00762838+0.000748931j -0.0570414-0.000700512j 0.0254249+0.00291677j 0.00300539+0.000168712j -0.0015342+0.000768117j 0.0331439+0.00209856j -0.0447803+0.00182345j 0.0334143+0.00122691j 0.0352747-0.00183116j 0.0365929+0.000918248j -0.00738645-0.00195727j 0.00297517+0.00109703j 0.0446709-0.000360365j 0.016738-0.00161412j 0.00530299-0.000497819j 0.0346577-0.00333017j -0.038984+0.000206059j -0.0368053+0.00401869j -0.01315-0.00172331j -0.00460913+0.00234756j 0.0334462+0.00293309j -0.129659-0.00398657j -0.00809957-0.00317632j -0.0135063-0.00482685j 0.0435516-0.0024802j -0.0192617-0.00253708j -0.0487545-0.000164562j 0.0222842+0.00110447j -0.0791782+0.00158615j -0.00756644+0.00597532j -0.103033-0.00518564j -0.0590149+0.00103453j 0.00674675+0.00370156j 0.0397123-0.00395545j -0.070189-0.00384305j 0.151295-0.000161387j -0.115059+0.00047174j -0.281511-0.00397064j 0.100464+0.000952342j 0.0132639+0.00227983j 0.0221695+0.000850764j -0.0738029-0.00199841j 0.0183041-0.00225288j -0.587581-0.0047613j -0.163515-0.00324358j -0.197209+0.00340282j 0.105982-0.00262148j -0.0771839-0.00799339j -0.152222-0.0044485j -0.0533209+0.00572775j -0.0866247-0.00971009j -0.038661+0.0018929j -0.0186384+0.0277996j 0.111665+0.00243906j 0.0506584-0.0288652j -0.0306129+0.0262591j -0.0787221-0.013694j 0.0222692-0.0491077j -0.359213+0.00936677j 
0.00250259-0.00692799j 0.00131162-0.00351059j 0.00164734+0.00448675j 0.012556-0.00398037j -0.0104801-5.17245e-05j -0.00992477-0.00298309j 0.00850087+0.00586947j 0.0150663-0.000154361j -0.0255777-0.00381266j 0.0214475-0.00915121j 0.00722816+0.0030328j 0.0289749-0.00122995j -0.00558143+0.0031576j 0.00694256+0.00573082j -0.0175093+0.00159087j 0.000451895-0.00142996j -0.0440528+0.00215611j 0.00692934+0.00138466j -0.0180449-0.00256481j -0.0128097+0.00893931j -0.0183109-0.00230391j -0.00378023-0.000565687j 0.0172657+0.00056221j 0.0127724+0.000286134j 0.0133686+9.94298e-05j -0.0150529+0.00450218j 0.00753185+0.00496495j -0.0157616+0.0020811j 0.0676932-0.00209375j 0.0388948-0.00243315j -0.00626655-0.000564435j -0.0787571-0.00132668j -0.0184369-0.00663708j -0.0221399-0.00261802j -0.024783+0.00714721j -0.0475718+0.00171313j -0.0450634-0.00918325j 0.0652098+0.00563383j -0.0855911-0.00263795j 0.0490066+0.0106916j 0.060667-0.00209778j -0.0785166+0.00355098j 0.0658068+0.00220265j 0.00834718+0.00327299j 0.0903148-0.0086781j 0.0618204+0.00930244j -0.0297541+0.00762537j -0.01132+0.00528385j 0.11841+0.00235159j 0.0225779+0.00815704j -0.145533+0.0015164j -0.0992716-0.00348306j 0.0750136-0.00247507j -0.193082-0.0117582j -0.0353272+0.00233793j -0.189288-0.00417111j 0.169601+0.00407691j -0.318082-0.0108842j -0.0658357+0.00279773j -0.0257848-0.00869154j 0.0177321+0.0045856j 0.0480514-0.00403217j 0.0174856+0.00248428j -0.0383516+0.00496959j 0.0692332+0.0121247j 0.0129208+0.0107602j 0.0162354-0.000612993j -0.121145+0.00952217j 0.117706-0.00225384j -0.0340734+0.0185652j -0.0145543-0.00192186j -0.00170859+0.0180841j 0.0519564-0.0231929j 0.122688+0.00351657j -0.0562522+0.0238709j 0.02829+0.0272656j -0.0024215-0.0427896j 0.0273902-0.0185422j 0.0154712-0.02872j -0.0208749+0.0155132j -0.0379567+0.0495258j -0.0142614-0.000608949j -0.00225797+0.0224917j -0.00220154-0.016982j -0.0162756-0.0498332j -0.0152177-0.0499412j 0.0703723-0.0419025j -0.0327797-0.00105007j 0.111598-0.0251409j 0.0386636-0.00493472j 0.0184992-0.0202542j -0.042566+0.00198317j 0.00865231+0.00484267j -0.0508308-0.01593j -0.0146357+0.0122501j 0.000732342+0.0112942j 0.00969266-0.0140831j 0.0187485+0.0192754j 
0.00695181-0.00898352j 0.0048352+0.00091757j 0.00994325-0.00641937j 0.00752711-0.00801671j 0.00390247+0.00265734j -0.00890131+0.0101185j 0.0124585+0.00107971j -0.0120014+0.00564216j 0.00455679+0.0032927j 0.0201903+0.00743174j -0.0357821+0.00689506j 0.000267131+0.00488391j 0.0172071-0.0120306j -0.0238059-0.000339178j 0.0271282+0.00452805j -0.00205622+0.00472023j -0.0156986+1.26592e-05j -0.00120855+0.00247514j -0.0447135+0.00246268j -0.0186158+0.0094984j -0.00649807-0.0053667j 0.0172235+0.000684377j -0.0127702+0.0061132j 0.022438-0.0045395j -0.0329251+0.000159977j -0.0208133+0.000414602j -0.0106954+0.00241596j 0.00301957+8.41674e-05j -0.0845769+0.00418539j 0.0540862+0.00212754j -0.0185775+0.000918664j 0.0342972-0.00366818j -0.0179448-0.000499832j -0.0568938-0.00217494j 0.0331771+0.00223422j 0.00837911-0.00273922j -0.0605853-0.00336871j -0.00749555-0.00103186j 0.0176436-0.00142799j -0.0608693+0.0054829j -0.061477+0.00390928j -0.084895+0.00464177j -0.0186973-0.00208072j -0.172074-0.000151998j 0.0378072-0.000247922j -0.0285435-0.00578765j -0.0711832+0.00839775j -0.0492112+0.00118076j 0.221989-0.000621797j 0.0928351+0.00104596j -0.0172857-0.0116375j -0.153315-0.00253473j -0.00199537-0.00123085j 0.0910726-0.00437895j -0.21651-0.00400374j 0.0152897-0.000754833j -0.026652+0.00715468j -0.109822-0.00820803j 0.0607175+0.0110466j 0.0713537+0.0106813j -0.0327823-0.00899841j -0.0807761+0.00478353j 0.0531294+0.000216057j 0.0114009+0.0146972j -0.114775-0.0126899j -0.0179322+0.0222782j 0.0211094-0.0203978j 0.095019+0.00858794j -0.0461501-0.0164302j 0.00448282+0.008687j 0.0429539-0.0205503j -0.0338974-0.00580706j -0.0451711-0.010557j 0.0573451-0.00543501j -0.00525567-0.0136536j -0.0304379+0.0229332j 0.0114953-0.00493264j -0.0149335-0.049516j -0.0387303-0.0195196j -0.0191705+0.0329235j -0.0078834+0.014159j 0.0454828-0.019007j 0.0104116-0.0210787j -0.0197599-0.00706554j 0.00951796+0.012661j -0.0156861-0.00240025j 0.112828+0.000599453j 0.0138819+0.0310146j -0.0487319+0.0353243j 0.0507535-0.00854515j 0.0121874+0.040274j 0.0142065+0.022479j 0.0429964-0.00130496j 0.0662893+0.0155115j 0.0406786-0.00322084j -0.018445-0.0281247j -0.00224395-0.0097223j 0.00792018-0.00322767j 
0.00113237-0.00105105j 0.00237957-0.00970857j 0.00178682-0.010475j -0.00936212+0.0074782j 0.0226437-0.00468258j 0.0034961+0.00422387j 0.00449559-0.00676089j -0.0151647-0.002505j -0.00215029-0.00425596j 0.0225565-0.0109047j 0.0252464-0.00353374j 0.00206995+0.00341073j 0.0102565+0.00676773j -0.00903311+0.0015049j 0.0164857-0.00940568j -0.0213579+0.00471099j -0.00262087+0.00845015j 0.0348272-0.000411754j 0.0211783+0.00680588j 0.0316285-0.000821675j 0.0635533+0.00697833j -0.0130426+0.00870172j -0.0483349-0.00364707j 0.0103218+0.00248176j 0.0222473+0.00351414j -0.00250109+0.00855418j -0.0123212-0.00262194j 0.0256641+0.00915529j -0.00325105+0.0019318j 0.0597191-0.0103194j 0.0282352-0.00291134j -0.0385589+0.00244166j 0.0264146-0.00351379j 0.0105807-0.00506996j -0.00803874-0.00520461j -0.036063+0.00484034j 0.0282112+0.00513757j -0.0725232-0.00159003j -0.0779563+0.00182057j -0.00208511-0.00478846j 0.090662-0.00353069j 0.169791+0.00389732j 0.0291665-0.00014857j 0.0390816-0.000433876j 0.156857+0.0020751j 0.102926+0.00286563j -0.0573989-0.0096831j -0.107032-0.0123607j -0.128358-0.00231654j -0.0651898-0.0035495j -0.251356+0.00451725j 0.27148-0.00956302j -0.0599838-0.00265124j -0.0320804-0.00447387j -0.111775+0.00442981j -0.0163625+0.0197964j 0.00598318-0.00548715j 0.0117792-0.0155466j -0.128343-0.00292358j 0.0129703+0.0048764j 0.0514668+0.00590327j -0.0879658-0.00121089j 0.00368286+0.0230274j -0.0501635-0.0135952j 0.0908178+0.0024233j -0.0213306-0.00648455j -0.0713839+0.00670332j 0.116519+0.0127638j -0.0111034-0.00631334j 0.0472046-0.0196088j -0.0102851-0.00766053j 0.0474301-0.0200362j 0.0624233-0.017911j 0.0215684-0.000138327j -0.0199312+0.00938016j -0.0321143-0.0201801j -0.0203651-0.00201053j -0.0360463+0.0115779j 0.0396665+0.0365946j -0.0287059-0.0388784j -0.00175655+0.0348198j 0.0191011-0.0125204j -0.0285369+0.00931437j -0.00190584+0.0408894j -0.0146129+0.0116771j -0.0232166+0.0345886j -0.0257595-0.0324999j 0.112603-0.0326387j 0.0935638+0.00614245j -0.00909675-0.0189329j 0.0132757+0.0311793j 0.0226209+0.00559945j -0.022111+0.027341j 0.051123+0.00395243j 0.00525508+0.00795812j -0.00864414+0.00368996j 0.020813-0.00388285j 0.0160865+0.0309581j 
-0.00345785-0.00559265j 0.0121925-0.00609081j 0.00470566-0.000755651j -0.000970423+0.00144106j 0.00557583-0.00508712j 0.0117266+0.0121361j 0.00849013-0.00128751j -0.0136678-0.00262955j -0.0221201-0.00224559j 0.025688-0.00249412j -0.00694676-0.000961213j 0.00252905+0.0100226j 0.00177111-0.00132184j 0.00671818+0.000626813j 0.010183-0.00105094j 0.00183007+0.00424922j -0.00651629+0.00124446j 0.0134674+0.00486196j -0.0282386+0.00427828j 0.0088897-0.00616262j 0.0155685-0.00157152j 0.0176434+0.00400201j -0.0404242-0.00346258j 0.0304471-0.00266983j 0.00708567+0.0108906j -0.0190791+0.00303921j -0.038669-0.0078112j -0.025628+0.00310455j 0.0225567+0.00509431j 0.0326096-0.00615769j -0.00379107+3.69618e-05j 0.00703152+0.0154814j 0.0348075-0.0093906j -0.0008098-0.00392682j -0.00190776-0.00483381j -0.0930218-0.00606317j 0.0145003+0.00372985j -0.0175481-0.00105825j -0.0291027+0.0113382j -0.164824-0.00163889j -0.0141731-0.00153276j 0.0601932+0.00499877j 0.0101337+0.00108615j -0.11765+0.00151026j 0.0853763+0.00401303j 0.0168455+0.00129282j -0.11296-0.0069896j -0.0880968-0.00197324j 0.0163038-0.00085404j -0.031231-0.00498754j -0.0178845-0.005105j -0.0460893-0.00380841j 0.0177929-0.0114737j 0.111255-0.0093801j -0.121002+0.00601343j 0.0699437+0.0167706j -0.142871-0.00654894j 0.101418-0.00887346j 0.153119+0.0246167j 0.0504551-0.00938418j -0.0302522-0.00671177j 0.155212+0.00502249j -0.112688+0.0173872j -0.0577013+0.00269669j 0.152956-0.0147572j 0.00578277-0.00663681j 0.0970201-0.0152356j -0.0676406-0.0122794j -0.0292753+0.00472888j 0.0189987-0.0231236j 0.0477422-0.030316j -0.0519218-0.00343612j -0.0749481+0.013801j 0.000408182+0.0161642j -0.040526-0.0259509j -0.026044-0.00107586j -0.0454056+0.0236822j -0.014747-0.011792j -0.0113556+0.0374244j 0.0224119+0.0253699j 0.00756005+0.0219027j -0.0482223+0.0069254j 0.0139281-0.0102338j -0.0306054-0.0217291j -0.0127515-0.00283102j -0.0341984-0.0331856j 0.025545-0.0204278j 0.0692047+0.00778519j -0.0307329+0.000747577j -0.00160327+0.00709961j -0.0758322-0.0308722j -0.0612523+0.0304711j -0.0412392-0.0220855j -0.010981+0.0248102j 0.0458511+0.0243119j 0.0243763-0.016471j -0.00616887-0.000602344j -0.01139-0.0134758j 
0.00618122-0.0111271j -0.00271997+0.00200836j -0.00476736-0.00279404j 0.000672131-0.00115267j 0.0161136+0.000933474j -0.0124945+0.0150137j 0.0149363-0.00967841j 3.20695e-05-0.00626342j 0.0127657+0.00214583j 0.0119632+0.00275834j -0.0214228-5.26398e-05j 0.0245267+0.00226547j 0.0240598-0.0040154j -0.0180668-0.00434501j -0.0199232+0.00386351j 0.0093855+0.0017975j -0.00183565+0.00345776j 0.0220926-0.00713868j 0.000340462+0.006719j 0.0527179+0.00256299j 0.0333978-0.00250035j 0.00912348+0.0036244j -0.0216093+0.00410584j 0.0326158+0.00268601j -0.000619671+0.00513537j 0.00229711+0.00165899j 0.00240899+0.00391727j 0.0117468-0.00249906j -0.0188897+0.0105219j 0.0154199-0.000559707j -0.035566-0.00271419j 0.00795631-0.00525672j -0.0185183+0.00912868j -0.0759535-0.000620956j 0.0378196-0.0011782j 0.0680136+0.00276629j 0.02422+0.00124718j 0.00465949-0.010942j 0.0494962+0.0058528j -0.0416149+6.67842e-05j 0.0241799-0.00210293j 0.00242741+0.00451397j -0.0735051-0.00519189j -0.0703024+0.00586683j 0.0490572-0.00357195j -0.0303163-0.000438226j 0.0478061+0.00983298j -0.106884+3.5887e-05j 0.169377+0.000359448j 0.0153026-0.00534755j -0.0764371-0.00863571j 0.0367545+0.00286102j -0.175931-0.00528691j 0.224679+0.0156686j -0.0285814+0.00773633j 0.0364291+0.00295214j 0.00119865+0.00366929j -0.00896201+0.00964153j -0.00134883+0.00774912j 0.0131766-0.000788699j -0.0093874+0.00627015j -0.119598+0.0171636j 0.0174609-0.0129484j -0.0479476-0.00822015j -0.0166768-0.0159869j -0.0198549+0.018568j 0.0146998+0.00190212j -0.000487855-0.00685926j 0.0641008+0.0238686j 0.0732078-0.0155611j -0.0412769-0.021748j 0.0698159-0.0255961j 0.0037521-0.00108747j -0.000707751+0.0339979j 0.0356467+0.000241195j 0.00843948-0.0325983j 0.0335434+0.00845988j -0.00822737-0.00424446j 0.00384493+0.0115739j -0.00397105-0.00162684j 0.0297584-0.0304996j 0.0271593+0.0075282j 0.00635943-0.0185541j -0.0125714+0.0201438j 0.0170907+0.0153955j 0.0313711-0.0299329j 0.0629288-0.0262156j 0.0296631+0.0065557j -0.0273777+0.00831763j -0.0204869+0.0221662j -0.00390913-0.00468656j -0.0340758-0.0418349j -0.0206207+0.00155283j -0.0139986-0.0520817j -0.0604721-0.0298168j -0.0332169+0.00995328j -0.0150829-0.0239052j 0.0123255-0.00570319j 
-0.00195575+0.00326311j 0.00119454-0.00342106j 1.30816e-05+0.00627864j 0.00475528-0.00478955j -0.0143244-0.00859886j 0.0203051-0.0145463j 0.00806504-0.000419321j 0.021406+0.00483233j 0.00510692-0.00426458j -0.0224236+0.00958764j 0.0178729-0.00396807j 0.016821-0.0110977j -0.0131392-0.00545736j 0.00530222+0.000137762j -0.00759068-0.00362074j 0.0136412-0.0182459j -0.00317533-0.00686853j -0.0303056-0.00347571j 0.0410201-0.00299448j -0.0273754-0.00530308j -0.0590491+0.00504344j 0.039378-0.00817502j 0.0666569-0.0037559j -0.103373+0.00180904j -0.0248213-0.00435268j -0.0183545-0.00854007j 0.0302607-0.00228915j -0.0182936+0.00526305j 0.0998306-0.00378051j -0.0327798+0.00304997j -0.0553007-0.0093556j -0.0356323+0.00112339j 0.0431701+0.0101265j 0.068432-0.00673308j -0.0881359+0.00465005j -0.0294804+0.00229771j -0.0637032-0.0114162j -0.00321029-0.0055094j 0.0659554-0.00896305j -0.050038-0.000806152j 0.0511867-0.000929089j -0.118572-0.0110795j 0.00920983+0.00989114j 0.0513225-0.00207307j -0.0992038-0.013535j -0.143078-0.0054093j 0.144729-0.00850887j -0.0967012+0.00788428j 0.151089+0.0120085j -0.108863+0.00735647j 0.0130421+0.00532215j -0.0229574+0.000864457j 0.130363+0.0217765j 0.0103047+0.0181501j -0.0246792-0.00594084j 0.0747702-0.000402388j -0.0860507+0.0091416j 0.00223247-0.0109754j -0.00260139-0.0170012j -0.0690227+0.0068518j 0.0373067+0.00940305j 0.0656274-0.00985108j 0.074404-0.0259849j -0.00417666-0.00557725j 0.0100753-0.00285592j 0.0130695-0.00676429j 0.0322914-0.00154639j -0.0276451+0.00789211j -0.0235341-0.0159339j 0.0571332-0.00616635j 0.0206756-0.0389355j -0.0123118-0.00793474j 0.0185923-0.00296973j -0.0147503-0.0366169j 0.00967204-0.00426293j 0.00499645-0.0133069j -0.0104804+0.020607j -0.0134738-0.0233438j 0.0104218+0.0508885j -0.0029322+0.00637178j -0.00900193-0.0173024j 0.0477836-0.0337183j -0.00206989+0.0202439j -0.0229754-0.0155972j 0.0403143-0.0238677j -0.0377021+0.0256562j -0.00923196-0.00739713j -0.0453751-0.0239143j -0.0372147+0.00468718j 0.0121914+0.0171694j 0.0265436+0.00915025j 0.0246261-0.0024754j -0.0331078-0.0148727j -0.0344531+0.0048123j 0.0149642-0.00852157j -0.025467-0.0190352j 0.00455268-0.00195721j 0.00406906+0.00972304j 
0.00581587+0.000994407j 0.0025034+0.00370404j -0.000479982-0.00336397j 0.00189014+0.00161792j 0.00147322+0.00497787j -0.00711517+0.00869414j 0.00513003+0.00956681j 0.00118371+0.00155856j 0.00205524+0.0081543j -0.0115362+0.00125106j -0.0122259-0.00754117j -0.00526777+0.00239596j -0.00438354-0.00143531j -0.0127116-0.0129808j -0.00774473+0.00456756j 0.0169392+0.000422489j 0.0208087+0.00464709j 0.0333763-0.00571305j -0.0148869+0.00189346j -0.000366774+0.00702224j 0.0136019-0.000632052j -0.011568-0.00044792j -0.00903264+0.00964222j -0.00426675+0.0109604j -0.0321577-0.00689404j 0.0559334+0.000291911j 0.00378027-0.000880191j -0.0157633-0.00148342j -0.000296718-0.00705622j -0.0131723+0.00740108j -0.0457372-0.00158734j -0.0162456-0.0196799j -0.110079-0.000453081j 0.00932726+0.00470304j 0.0492938+0.00140637j 0.0132641+0.010107j -0.0305954-0.00172731j 0.0248543-0.00760284j 0.0071858+0.00319049j 0.0688493+0.000225778j 0.0524974+0.00120994j -0.0765322-0.00112816j -0.0773524-0.0104276j 0.00513085-0.00775003j -0.171947-0.0166902j 0.0319804+0.00542716j 0.247339+0.0198462j -0.0147668+0.0175894j -0.0101724+0.00175005j -0.057856-0.00795055j 0.0961851-0.00445068j 0.0788676-0.00159367j -0.0335286+0.000301623j -0.118682-0.00449773j -0.050027+0.00661336j 0.0517406-0.00245717j -0.0122191-0.00771924j 0.0419328+0.0182505j 0.00455443-0.022018j 0.0693878-0.0017221j -0.0745235+0.0215779j 0.110532-0.00780318j -0.0358341-0.017207j 0.0546043+0.00732063j -0.00482977+0.0207221j -0.0477424-0.0104516j 0.0618303-0.00642106j -0.043486+0.0234863j -0.069946+0.0584665j -0.0948636+0.0254356j -0.00629548+0.0226697j 0.0445983-0.0506274j 0.0141063-0.0609558j -0.0462472+0.0219185j -0.0265046+0.0190311j -0.036344-0.0388724j -0.0042577-0.00835485j 0.00227414+0.0314928j 0.0234688-0.00775654j -0.00539239-0.0387548j 0.0140998-0.0379432j 0.016313-0.0132641j 0.0238309+0.0145819j 0.00702211+0.00652809j 0.0035166-0.0310721j 0.0227192-0.01387j -0.0439878+0.0318608j -0.0323126-0.00557944j -0.0161235-0.0079075j -0.00557092+0.00767056j -0.0454178-0.000212822j -0.0224868+0.0133233j 0.0241675+0.00740825j 0.0307023+0.02735j 0.0177728+0.000947348j -0.00786925-0.00570934j 0.0138845+0.0202344j -0.00809452+0.00234887j 
-0.00491471-0.00231078j 0.00313098-0.00560555j 0.00831946+0.00852027j 0.00850512-0.00276922j -0.00496026-0.00480946j -0.00305206-0.00206011j -0.00402858+0.00398849j -0.00683821+0.00309237j -0.028242+0.00265884j 0.0109749-0.0105741j 0.0120649+0.00839643j 0.0156619+0.00912752j 0.00522861+0.00382525j 0.0158481+0.00651397j -0.000447433+0.00206439j -0.000662721+0.0019752j -0.0280145-0.00483777j 0.00179417+0.00872579j -0.00626793-0.0102717j -0.00115349-0.00372766j -0.0297441-0.0134006j -0.0259141-0.00491305j -0.0016317-0.00955465j 0.00306047-0.00275966j 0.0525059+0.00589841j -0.0295764+0.00301547j -0.0129733+0.00190719j -0.0124766+0.00493969j 0.0782-0.00508099j -0.0093887+0.00186929j 0.0323172-0.00527046j -0.0358691-0.000988935j -0.0425204-0.00811459j -0.0067647+0.00461403j 0.0392725+0.00522939j -0.0109387-0.0019524j 0.00946149+0.00197793j 0.0639668+0.00677901j 0.0231174+0.00186044j -0.117553+0.0112835j -0.029127+0.00303834j 0.00869325+0.00108245j -0.0390804+0.00784763j -0.0230697+0.000703479j 0.0381311+0.00376833j 0.119882+0.00785295j 0.0659461-0.00595666j -0.0436186+0.011247j -0.0123395+0.0137547j -0.069064-0.00692854j -0.104509+0.00763619j 0.0671699+0.00529796j -0.0963911+0.0103768j 0.117553+0.00270926j 0.138112-0.00468558j -0.0198466-0.00396474j -0.0279509+0.00751705j 0.0325048+0.00323744j 0.0429442-0.00172893j -0.0506713+0.00418667j 0.0744835-0.00522896j -0.199434+0.0086832j -0.040302+0.0136013j -0.0263704+0.0271827j 0.0600318+0.0118309j -0.0543984-0.0270407j -0.0303322-0.00901526j -0.0512986+0.0189286j -0.00928952+0.0313263j 0.00320031+0.0293227j -0.0693164-0.0156607j -0.0134087-0.0266612j -0.0159944-0.0149131j -0.0200188-0.0311565j 0.0222471-0.00737787j 0.0281237-0.0343396j 0.002367+0.0319082j -0.00428217-0.00413111j -0.00512322+0.0164115j -0.00367703+0.0115904j 0.0265485-0.00183348j -0.013297-0.0268995j -0.00925645-0.0240685j 0.00693923-0.0130256j 0.0378976+0.0350385j -0.00528067-0.0101641j -0.00938263-0.017377j 0.0425518+0.0457561j -0.00404687-0.0375492j -0.0373329-0.0328884j 0.0695092-0.0297366j -0.0578049+0.000602111j 0.029872+0.0149303j -0.019434-0.0187739j -0.00537688+0.0182556j 0.0363786+0.0213613j -0.00267732-0.00425379j 0.000197297-0.00292824j 
0.000512427-0.00110171j -0.00421997+0.00105431j -0.00608622-0.00364841j 0.00178448-0.002281j -0.0093314+0.0070261j 0.00197085-0.0061709j -0.00599734-0.00290027j 0.00150356+0.00176252j -0.00101305-0.000905869j 0.0138694-0.00424157j -0.00684945+0.00807166j -0.00943156+0.00485917j 0.00697049+0.0032571j 0.00724496+0.00150501j 0.00902975+0.000337154j -0.0340455+0.0132272j -0.0168716+0.00135987j -0.0226086+0.0112378j -0.0155972-0.000644114j -0.0389893-0.0045504j 0.04259-0.0053057j 0.00915708+0.00174434j -0.0388484-0.00957091j 0.0232767-0.00380174j -0.00438298+0.0106513j -0.0336447-0.000364041j -0.0034608+0.000325802j 0.0272754-0.000620589j -0.012688+0.00421468j 0.0185227-0.00344172j 0.070195-0.00138055j 0.0117592+0.00444732j -0.0836439-0.00183973j 0.013262+0.0043795j -0.0263912+0.00706043j -0.0345012-0.00566736j 0.0270542+0.00926088j 0.0323157-0.00655185j -0.0230715+0.00569993j -0.12848+0.00213289j -0.0526501+0.000821881j -0.0391411+0.00287371j -0.0405444+0.00250079j -0.0655452+0.003385j 0.0220422+0.0192962j 0.234382+0.00817845j 0.0415104-0.00381403j 0.0471749+0.001029j 0.0394758+0.0063809j 0.0105745-0.0141701j -0.123819-0.00279646j -0.0154852-0.00858656j 0.0912732-0.00528022j 0.0390358-0.000288128j -0.0856311-0.0076708j 0.0512232+0.00910943j 0.0744852+0.0103085j -0.158502+0.00425361j -0.0751568+0.0136814j 0.193242+0.0014736j 0.0531895-0.0032687j 0.0427518+0.0136676j 0.0847529+0.025052j -0.0268406+0.055856j 0.01408+0.0213856j 0.0947811-0.0178786j -0.0420815-0.00612297j -0.0383576+0.0139785j -0.0251943+0.0308754j 0.00753928+0.0149063j 0.0362646-0.0341547j -0.0230338-0.0226938j 0.0321115-0.0223526j 0.0295926-0.0180953j -0.0227922-0.00827284j -0.0317059-0.021994j -0.01236+0.0184791j 0.0159418+0.0310442j -0.0056669+0.0141508j -0.00404462-0.00262478j 0.00556901-0.065927j -0.0104057+0.0186342j -0.0279679+0.0163945j 0.0245537+0.00327324j 0.0140138-0.0055317j -0.00426006+0.0234247j 0.0589944+0.0231837j 0.0168073-0.0390043j 0.0361402+0.0267309j 0.00336501-0.00763546j -0.0413542+0.00982372j 0.0780326+0.0278776j 0.0213335-0.0289159j -0.0398507-0.00723494j 0.0136989+0.00420971j -0.00942027-0.0142356j -0.00701327-0.0101322j 0.00872182+0.00631228j 
0.000223916+0.00094617j -0.00629071+0.00714948j -0.000317559-0.0131473j -0.0137131+0.00887j 0.0161717-0.00157643j -0.00923744-0.000372354j -0.0181628-0.00139565j -0.023761+0.00881177j 0.0399725-0.0132677j 0.00710356+0.0017974j -0.0192201+0.00411133j -0.0270113+0.00114038j 0.0309113+0.00193357j -0.00589541+0.000437309j 0.0572097-0.00502396j 0.0064841-0.00200147j 0.0280707+0.000183119j -0.0299165+0.00286705j 0.0217468-0.00756714j -0.0191099-0.00113893j -0.00991245+0.0190198j 0.0232176+0.00818299j 0.00949225-0.0251373j -0.0844258+0.0111351j -0.00836231+0.00752359j -0.0378793+0.00199011j 0.0400726+0.0032914j -0.0332124-0.00225103j 0.0622327+0.00941625j -0.0803225+0.00754381j -0.0268229-0.0019274j -0.041775-0.00213508j -0.0213827+0.00402606j -0.0674043-0.00123857j -0.0238337+0.000619696j 0.0145346-0.00843145j 0.0817591-0.000659694j 0.079957-0.0190033j 0.00525665-0.0105256j -0.0684143+0.0052582j 0.0914939-0.000961055j -0.0928732-0.000980763j -0.031517-0.0126587j 0.0430452+0.00503476j -0.0435721-0.000712601j 0.0740135+0.0182992j 0.0192996+0.00231887j 0.0402421+0.00758748j 0.0907413+0.0180378j 0.0560638+0.00685312j -0.054089-0.0108415j -0.0123075+0.0160978j 0.043528+0.0265457j 0.0153364+0.0155643j 0.00588517+0.0100736j 0.0683204+0.00244291j -0.00531969+2.2045e-05j 0.033212+0.00853321j -0.0148416-0.00429995j -0.0715489+0.00766378j -0.0397357+0.00459572j -0.0366126+0.00975444j 0.0383242-0.0113431j -0.0328454+0.0347627j 0.00238801-0.0186172j 0.0149978-0.0213709j -0.0486889+0.0237835j -0.014616+0.0285436j 0.0157854+0.00642347j -0.0180053-0.00747937j -0.00214623-0.0062988j -0.00146566+0.00391545j -0.0284239-0.0267412j -0.00746576+0.0223851j -0.0254812-0.00596248j 0.0156629+0.0456866j -0.0192001+0.0178043j 0.012177+0.0346104j -0.0222811+0.0271672j -0.0023192+0.00388151j 0.00165057+0.0119818j -0.00798269+0.00160857j 0.0100874-0.00956394j 0.00395677-0.0290202j 0.0275936+0.00369789j 0.048472+0.00291487j -0.0106005-2.69696e-05j 0.0205494-0.00392529j -0.0244621+0.00708619j 0.00814072-0.0005513j -0.00371518+0.0149476j 0.0202527-9.21997e-05j -0.00803064+0.0146295j 0.0448084+0.0111636j -0.0168373+0.0217293j 0.0352694+0.0202347j 0.00144344-0.00165175j 0.000728574-0.00152031j 
