0.0143971-0.0121355j 0.032972+0.00207576j 0.0428513-0.00268993j 0.0101441-0.00943769j 0.0283655-0.000748767j 0.0252533+0.00787897j 0.0285748-0.00711423j -0.0459702+0.00145523j 0.00895752+0.00200907j 0.0333706+0.00131506j -0.0203838+0.00613848j 0.0109355-0.000439019j -0.00801224-0.00136665j -0.00257137+0.00620429j 0.0829084+0.00121813j 0.0152592+0.000484964j 0.00472428-0.000220496j -0.0193978-0.000859841j -0.0356996+0.00330753j 0.00269803+0.000536437j -0.0216772-0.000346967j 0.0263093+0.00151474j -0.00254941-0.00210077j -0.0397353-0.00334173j 0.00467621+0.00161185j -0.0243115-0.000483935j -0.00406518+0.000748699j -0.0260606-0.000636215j -0.0236959+0.0039902j 0.0344643-0.0011779j 0.0425776-0.002534j 0.0382128+0.000476999j 0.0345392+0.00178189j 0.0100073-0.000779711j -0.0016061+0.000479908j -0.0153579-0.000109235j 0.0277347+0.000866047j -0.0101448+0.000153502j 0.0197964-0.000437307j 0.00762838+0.000748931j -0.0570414-0.000700512j 0.0254249+0.00291677j 0.00300539+0.000168712j -0.0015342+0.000768117j 0.0331439+0.00209856j -0.0447803+0.00182345j 0.0334143+0.00122691j 0.0352747-0.00183116j 0.0365929+0.000918248j -0.00738645-0.00195727j 0.00297517+0.00109703j 0.0446709-0.000360365j 0.016738-0.00161412j 0.00530299-0.000497819j 0.0346577-0.00333017j -0.038984+0.000206059j -0.0368053+0.00401869j -0.01315-0.00172331j -0.00460913+0.00234756j 0.0334462+0.00293309j -0.129659-0.00398657j -0.00809957-0.00317632j -0.0135063-0.00482685j 0.0435516-0.0024802j -0.0192617-0.00253708j -0.0487545-0.000164562j 0.0222842+0.00110447j -0.0791782+0.00158615j -0.00756644+0.00597532j -0.103033-0.00518564j -0.0590149+0.00103453j 0.00674675+0.00370156j 0.0397123-0.00395545j -0.070189-0.00384305j 0.151295-0.000161387j -0.115059+0.00047174j -0.281511-0.00397064j 0.100464+0.000952342j 0.0132639+0.00227983j 0.0221695+0.000850764j -0.0738029-0.00199841j 0.0183041-0.00225288j -0.587581-0.0047613j -0.163515-0.00324358j -0.197209+0.00340282j 0.105982-0.00262148j -0.0771839-0.00799339j -0.152222-0.0044485j -0.0533209+0.00572775j -0.0866247-0.00971009j -0.038661+0.0018929j -0.0186384+0.0277996j 0.111665+0.00243906j 0.0506584-0.0288652j -0.0306129+0.0262591j -0.0787221-0.013694j 0.0222692-0.0491077j -0.359213+0.00936677j 
0.00540254-0.00674634j -0.00489454+0.0123963j -0.00176881-0.0084741j 0.00162382+0.0111656j 0.005596+0.0124213j -0.0128094-0.0108303j 0.0188356-0.0220546j 0.0210633-0.000824325j 0.0474777-0.00835357j 0.000935981-0.000132472j -0.0225364+0.00126988j -0.00107107+0.0252528j -0.0237196+0.000166477j -0.00396335-0.0064899j 0.0360541+0.00826989j -0.0315236+0.0108203j 0.00193849+0.0041619j -0.0102354+0.000935449j 0.00178853-0.00707642j 0.0176755-0.0204875j 0.0363358-0.00436962j -0.0190081-0.00802629j -0.00484885-0.00258546j -0.0117468+0.00529581j -0.0461763+0.00607974j -0.0270249+0.0107818j 0.00550686-0.00482842j 0.0377917-0.00428243j -0.108141+0.00129871j -0.0886063+0.00534949j -0.0613305+0.00278904j -0.0111719+0.00690377j -0.0814627-0.0113204j -0.0992667-0.0130426j -0.0603112-0.00816235j 0.183841-0.00112743j 0.207306+0.00189012j 0.119012+0.00357439j 0.0603318-0.00124115j 0.413683+0.00582116j 0.283781-0.00586385j -0.149859-0.0131237j 0.0862309-0.000105286j -0.270557+0.00833357j 0.207063+0.00706791j -0.0820675-0.000645197j -0.0271618-0.00933541j 0.0645582-0.00403863j 0.0394228-0.00399912j -0.210544-0.00642585j 0.0976198+0.00387433j 0.0153252+0.00238757j -0.0200601-0.0046428j 0.0211502-0.00860468j 0.0289666+0.00409869j -0.0228241+0.0075564j -0.0334153-0.00905342j -0.0107724-0.00813438j -0.112951+0.00174305j -0.0276697+0.00157322j -0.0282961+0.000287065j 0.0188053+0.00296112j -0.0120011+0.011947j 0.0211126-0.00423483j -0.0357849-8.91704e-06j 0.0448445-0.00994671j 0.0315379-0.00373714j 0.011474-0.00336372j 0.0195589+0.00243442j -0.0425975+0.0119918j -0.0348249+0.000859814j 0.0383168+0.00378202j -0.0119173-0.00360779j 0.0284667-0.00740664j -0.0219306-0.000181368j -0.00796275+0.00276422j 0.0402353+0.00830873j -0.0765101+0.0024239j -0.0102555+0.0017606j 0.0612654+0.00791544j 0.0200424+0.00812935j 0.0245761+0.00772905j 0.00699678+0.000970882j -0.0371377-0.00812917j -0.0398015-0.00446294j 0.0178139+0.00165992j -0.00850069-0.00587361j -0.0293553-0.00210405j 0.00182175+0.0067989j 0.00563518+0.00175744j -0.00582119+0.0020658j -0.00248449-0.00809273j -0.000830623-0.00317807j 0.0139602+0.00847727j -0.00588609-0.000758993j -0.00947387-0.00204757j 0.00519298+0.00366508j 0.00300616-0.0001326j 
0.00483544-0.00618253j 0.00440288-0.00560454j 0.00966809+0.0105426j -0.00726744+0.0152079j 0.0355449-0.0192437j 0.00651087-0.0193816j -0.00729112-0.00203162j 0.013599-0.0505658j 0.0359979+0.000398085j 0.0184008+0.00942616j 0.01198-0.00468082j 0.0579672-0.0211536j -0.0391655+0.00114625j 0.000426491-0.000401649j -0.0304355-0.035641j -0.0325102+0.00141654j -0.0605914-0.00724433j -0.0095083+0.00830952j 0.0257056-0.0120292j 0.00910275-0.0104569j 0.0968954-0.0168974j -0.0833875+0.00650505j -0.0879408-0.0130759j 0.0871814-0.00455603j 0.0200682+0.016964j -0.0119112-0.0247841j 0.0345539+0.00110524j 0.0044319+0.0103103j -0.227733-0.012583j 0.0399593-0.00437813j 0.00930284-0.000398924j 0.0355833-0.00568442j -0.192159-0.0105348j -0.198611+0.0108886j 0.0994834+0.00538426j 0.0254252-0.0107848j -0.181735-0.00699293j -0.0489904+0.00864229j 0.267832+0.00645133j -0.104346-0.00969869j -0.0711365-0.00846937j 0.0428843-0.00790232j 0.146133-0.00332376j -0.0925358+0.00050525j 0.0160038-0.00300981j 0.132364+0.0014925j 0.159082-0.0147988j -0.0497383+0.00315672j 0.0154392+0.0143268j 0.0185023+0.00141794j -0.00617895+0.0215171j -0.0473469+0.010502j -0.0120097-0.00404582j -0.0206508-0.00256298j -0.1346+0.00119546j -0.0643412-0.00130096j -0.00980616+0.00185917j -0.00668731-0.00199173j 0.00141524-0.0185551j 0.0899401-0.00687178j -0.0403118-0.00265703j 0.013067-0.00449936j 0.00461438-0.00258179j 0.0144879-0.00123011j -0.0880444+0.0127145j -0.019912+0.0044249j 0.0604279+0.00402645j -0.00571436+0.00499135j -0.00716062-0.0117272j -0.0153381-0.000457006j 0.00613297+0.00479707j 0.0178607+0.0105569j -0.013615+0.00444144j -0.014707+0.00256045j -0.0121324+0.00749872j -0.00880058-0.00180712j -0.0428793-0.00618993j -0.0201431+0.0012923j 0.0563524+0.0146916j -0.0169028+0.00629427j 0.0277657+0.0193313j -0.0347978-0.00894399j 0.0159513+0.00834744j -0.0247497-0.00968996j -0.00267007-0.00205288j 0.0069561-0.00153102j 0.0440971+0.00365206j 0.00188599-0.00823867j -0.0258611-0.0170352j 0.0318821+0.0127011j -0.0159152+0.00481839j -0.0119064-0.00533404j 0.0128544+0.0126697j 0.0354112+0.00735096j -0.00886625-0.00581477j -0.000680312+0.0114825j 0.00364635+0.00363842j -0.00366592-0.00079588j 
0.00164903+0.00396736j 0.00479239-0.0120219j 0.0112535-0.0179951j 0.00818032+0.00420273j 0.000691692-0.00390147j 0.00901301-0.00333297j 0.00838155-0.00203405j 0.00582556+0.00625989j 0.0115431+0.00345082j 0.00398944-0.0122191j 0.0352888+0.0154885j -0.00141266+0.0208206j -2.83012e-05+0.0074816j 0.00664158+0.0100837j 0.00671944-0.00237618j -0.0105893+0.0218491j -0.033536+0.00972543j 0.0191962+0.0117203j 0.0170922-0.0102869j -0.00201248-0.0106087j -0.00684964+0.0108728j -0.0613823-0.00606791j -0.0454608+0.00138004j 0.0364414-0.00903247j 0.0281161+0.00205338j 0.0484653+0.0112342j -0.0134994+0.00547292j -0.0469911+0.000180441j 0.111427+0.0126697j -0.124331-0.00415133j -0.0991236+0.00841385j -0.0667374+0.00909219j -0.142264-0.0139341j -0.165084-0.00365894j 0.225841+0.00170455j 0.0893588+0.00294917j -0.198364+0.00868122j 0.335843-0.0054141j -0.0661205-0.00463105j -0.0443244+0.00124634j -0.045973-0.00321055j 0.0727071-0.00835525j -0.0657429+0.0134881j 0.0451595+0.0124486j -0.295005+0.00277931j -0.214219+0.00328234j 0.0894759-0.00359732j -0.171425-0.0141807j 0.0149989-0.00613355j -0.0448758-0.00241802j 0.026202-0.00214233j 0.0237759-0.00322745j 0.0251194-0.00812233j 0.0122671+0.0037904j 0.0392661-0.00216368j -0.0782221+0.00594343j 0.00550256+0.00168982j -0.0045359-0.00409249j -0.0229098+0.0175838j -0.00365902+0.00229559j -0.0728837-0.00752036j 0.0180788+0.00247611j 0.0300627+0.010936j 0.093113+0.00558473j -0.0365894-0.0054894j -0.0526589+0.0143582j 0.0201682+0.00153619j -0.0588315-0.0020822j 0.0134283-0.00770822j -0.062236+0.000992215j -0.00191039-0.0104105j -0.00287934+0.00321052j -0.00967614+0.000817247j -0.0204762+0.00952876j 0.0528707-0.00405116j -0.00576628+0.00526253j -0.0034066-0.0039085j 0.0448618+0.0116854j 0.0356258+0.0125771j 0.00486044+0.00625875j 0.00473784+0.0167737j 0.0439109+0.0171818j 0.0636365+0.00355175j -0.052534+0.00328349j 0.00990799+0.00881857j 0.0103875+0.00957954j -0.00791958-0.0260331j -0.054775-0.00561224j 0.00268191+0.00674291j -0.00900679-0.00648852j 0.013998+0.000817992j -0.0180251-0.00786453j 0.00153744-0.00296944j -0.00843331+0.000155879j 0.00555258-0.00142682j -0.0150423-0.00827075j 0.00278291+0.00164439j 0.00564121+0.0116378j 
-0.00408964+0.0101975j 0.00161561-0.000600551j 0.00682616-0.00753962j -0.00757413+0.015486j -0.0233841+0.0210809j 0.00817248+0.0185452j -0.0241249-0.012705j 0.0291436-0.00266143j 0.00877876+0.00525216j 0.0136896-0.0118028j 0.018193-0.0106973j -0.00562922-0.00457393j 0.00416928+0.00973641j -0.0234745-0.00554528j -0.0192748-0.0160815j 0.00120596+0.0049296j 0.0300645-0.00212609j 0.0166205-0.00457937j 0.0347051+0.0103337j -0.0111178+0.0191275j -0.0486944+0.00048245j 0.0778352+0.0218801j 0.039048-0.00294604j 0.00395776-0.0052066j 0.0474585+0.00508122j -0.0665158+0.00233904j -0.0329828+0.00280864j -0.00205367-0.000461306j 0.135779-0.00767715j -0.0819661-0.00598479j -0.250687-0.0061534j -0.0946299-0.0133348j 0.128387+0.000663642j -0.0764453+0.00820114j 0.0573271+0.00140081j -0.0177522-0.00359342j 0.0740431+0.00416927j -0.270407+0.00740042j 0.373598+0.00310289j -0.0411129-0.00668915j 0.141389+0.00751098j -0.153389+0.0149451j 0.274158-0.0165104j 0.106239-0.00312865j 0.0124602+0.00759796j 0.0296676-0.00259267j 0.0686366+0.00903901j -0.0233015+0.00669531j 0.0783687-0.0018668j 0.0611622+0.000479609j 0.00569169+0.00336842j -0.0628538-0.00595377j 0.0546274+0.00112599j -0.0143882-0.00743744j 0.0737874+0.000531073j -0.0334382-0.00816412j -0.172964-0.00940103j -0.00653749-3.49856e-06j -0.0284243-0.0034147j -0.0426896-8.85633e-05j -0.038397+0.0080327j -0.0342783+0.00167618j 0.0299823+0.00133341j -0.0249489+0.0079543j 0.0201013-0.000557866j 0.0241004-0.000220322j 0.024319+0.00280482j -0.0333445-0.00434315j 0.0171802+0.00495939j 0.0243908+0.00715455j 0.0139548+0.00390748j -0.0186555-0.000414613j 0.013344-0.00925661j -0.01597+0.00871037j 0.0630709+0.00343884j 0.0212041+0.00333465j -0.0357571-0.00491051j -0.0767029-0.000909479j -0.0113484-0.00388676j 0.00919212-0.00168168j -0.0532234-0.00815298j -0.00480531+0.00980084j 0.010024-0.00178215j -0.0235597+0.00545058j 0.0445477+0.0125774j -0.0171825-0.000934633j 0.00193951-0.00225764j -0.00855072-0.000505244j -0.0281408-0.00598138j -0.00410926-0.0106254j 0.0170765-0.000304535j 0.00301968+0.00353915j -0.0063571-0.00226296j -0.0239476-0.00870211j 0.00647966+0.00307549j -0.00970351-0.0100512j -0.00657973-0.00212889j 0.00019067+0.00358633j 
-0.00220078+0.0108386j 0.00362102-0.0107991j 0.00754426-0.0285455j 0.0288314-0.0272429j 0.023568-0.0508149j 0.0102624-0.00423165j -0.0266056+0.0555572j -0.0559645-0.0431346j 0.00892967+0.0185345j -0.0628233+0.00941115j 0.00710305+0.0177893j 0.0434544-0.022719j -0.00607276-0.00810547j 0.00028865+0.0225324j 0.0137825-0.0359699j 0.0261096-0.0143162j -0.144513+0.00172798j -0.0358654+0.0129713j 0.0256212-0.0118874j 0.0509276+0.0103664j -0.00353009-0.0110152j -0.174409-0.0145332j -0.00890536-0.0110297j -0.116295-0.0119871j 0.0415291-0.00158621j -0.0766523-0.0186568j -0.163523+0.0145638j -0.00053605+0.0130117j 0.0153015+0.000571999j -0.0867766-0.00701542j 0.0165082-0.00516486j -0.0328695+0.00215757j 0.0924771+0.00286867j 0.0996002+0.0140522j 0.16051+0.00112358j -0.0369183-0.0075289j 0.0898471-0.00473586j -0.213069+0.00527542j -0.051651-0.00340715j 0.164122+0.000804691j 0.136818+0.00778024j -0.125137-0.00993943j -0.1492+0.0171595j 0.010837+0.00964283j 0.0152618-0.000584926j 0.00886908+0.00167154j -0.0161038-0.00283069j 0.0773432+0.0040239j -0.0143692-0.00355742j -0.0133787+0.00238994j 0.0398678+0.00600971j -0.0648666+0.00697989j 0.015161-0.00818082j -0.0166832+0.0166448j 0.062435-0.0119332j 0.0482468+0.000754839j -0.049338+0.00840052j -0.00795087+0.00047084j 0.0375889+0.000581457j -0.0439349+0.00324243j 0.019279-0.00724441j -0.0109276-0.0020397j 0.0137148-0.000379096j -0.0159857+0.00364554j 0.00913465-0.000312568j 0.0105278-0.00473487j 0.00974875-0.00597874j 0.00235316-0.00293625j -0.0279286+0.0054522j -0.0167853-0.00324655j 0.0173459-0.00088155j 0.0132709-0.00230066j 0.0417119-0.000689815j 0.00239356+0.00221671j 0.000828802-0.00856082j -4.83046e-05-0.00796471j 0.02852+0.00355451j 0.00923869-0.00292292j -0.019143-0.00369321j -0.00616448+0.0101247j -0.000371977-0.00335775j 0.00663934-0.00197473j -0.0146416-0.0028757j 0.00794324-0.000429138j 0.019532+0.00371081j -0.00195463+0.00370108j -0.0180061-0.00762039j -0.00877206-0.00231405j -0.00645682+0.00257544j -0.000440887-0.000207016j 0.00755436-0.00301915j 0.00619224+0.00755359j 0.00851017+0.00142742j -0.00663504-0.00292444j -0.00506418-0.00511489j -0.00248653-0.00467563j 0.00516945+0.000919661j 6.45386e-05+0.00509847j 
-0.00653017+0.0133565j -0.0023064+0.0112596j 0.0166649-0.0160996j -0.00852846+0.0225685j 0.00554217+0.00438659j -0.0194205+0.00308402j -0.0401473-0.018972j 0.0232143-0.0486017j 0.0356635-0.00870624j -0.0220007+0.0127508j 0.0140988-0.0184322j 0.0246804-0.00505757j -0.0292846-0.00624639j -0.00977303-0.0106097j 0.033274-0.0307484j -0.0108636+0.00328858j -0.0492+0.013404j -0.0105984-0.00893649j -0.00663492-0.000231137j 0.0198415+0.000682599j -0.0627343+0.0103202j -0.0337234+0.0113053j 0.0283394+0.00338019j -0.0769766+0.0011749j -0.0347233+0.00608152j -0.00889091-0.00796528j 0.053588+0.0011959j 0.0648777+0.0148536j -0.0119584-0.00836472j -0.192745-0.00370403j 0.105257+0.00296518j -0.052431-0.012702j 0.20722-0.00537381j -0.00306809-0.00370679j -0.119558-0.00619478j 0.175228-0.000235761j 0.18576+0.0063122j 0.31817+8.22291e-05j -0.141584-0.000145846j -0.283877-0.0116087j -0.226637+0.00731682j -0.134992-0.00135649j 0.0642456-0.00123317j -0.101781-0.00358908j 0.00371953-0.0106212j 0.11117-0.0106596j -0.0615571-0.00645669j -0.0163867-0.000313903j 0.0193704-0.00511385j -0.0242401-0.00314613j -0.0363771+0.00946457j 0.0432507+0.00449817j 0.11254+0.00188602j -0.0567174-0.00266521j 0.0395177-0.00168786j -0.0041657-0.00066828j -0.00894641+0.000343726j 0.00711881-0.00407615j 0.0776992-0.00671022j -0.094112-0.00147461j 0.0515861+0.00846958j 0.000421168-0.00124799j -0.00106532+0.00360408j 0.00103171-0.020907j -0.0193546-0.000873103j 0.0262358-0.00513565j -0.06922+0.00243055j -0.0156066-0.00460397j 0.030456+0.0023954j -0.00681196-0.00571776j -0.0203179+0.000705749j -0.0506373-0.00253813j -0.0420045-0.0088796j 0.0208121-0.000469039j 0.0310307+0.0113353j -0.0273387-0.000727753j -0.0187386-0.00396723j 0.00743346-0.00294107j -0.0493438-0.013454j -0.000850532-0.0131976j 0.0241694-0.00170556j -0.0250687-0.00521515j -0.00992756-0.00014487j 0.0221129+0.0120284j 0.0136281-0.00160991j -0.0158197+0.000324621j -0.00620592+0.00883517j -0.0178575-0.00306312j -0.00401212+0.000122213j 0.0187968-0.0043857j 0.0219265-0.0010993j -0.00268484-0.00277161j 0.00924951+0.00826645j -0.00539406-0.0034096j -0.00560303-0.000538525j 0.000294642-0.00612443j -0.00262982+0.00140916j -0.00466656-0.0017026j 
0.00691311-0.0114371j 0.00110516-0.00312482j 0.0315916-0.0121087j -0.0114808+0.0437378j 0.0118627+0.0182522j 0.000655219+0.0175591j -0.0100593-0.0360552j 0.0354265-0.0165318j 0.0486988-0.00585747j 0.0675956-0.00114492j 0.0234786-0.00664355j 0.0122981+0.0117909j -0.00281934+0.00299266j 0.0129657-0.0146959j 0.0498006-0.00727215j 0.027373+0.0198413j 0.00924046+0.00880694j 0.0329247-0.00267462j -0.0157747-0.00485481j -0.020117-0.00751873j -0.0467907+0.00575808j 0.0839769+0.00397919j 0.158407-0.000512612j -0.100674+0.002671j -0.0650692+0.00822743j -0.0900497+0.00610998j 0.130907+0.0123545j -0.251489+0.00446473j 0.0377363+0.00357562j 0.236421+0.00262318j 0.259156+0.00529073j -0.0404656-0.0034759j 0.0107307-0.00640117j 0.123494-0.00402377j 0.187209+0.00432362j -0.163204-0.00207435j -0.178931+0.00751308j 0.0377629-0.00892277j -0.00339662-0.00140252j 0.00820665+0.000944301j 0.282332+0.000232801j -0.042665-0.00939479j -0.103346-0.00241445j 0.0101832+0.0101047j 0.0259907+0.00438961j 0.0918055+0.00339515j -0.0580504+0.00179671j 0.024103-0.00948343j -0.0141158-0.00445849j -0.097626-0.00660969j 0.16195-0.00245847j -0.0325577+0.00408035j 0.101866+0.00538006j -0.0215194+0.0109701j -0.0418712+0.000785493j 0.120876+0.000604372j 0.0473448+0.00103441j -0.00563894+0.00396346j 0.0692069+0.0139967j -0.0847189-0.0040066j 0.0796163-0.00423046j -0.0622296+0.00717818j 0.0357187-0.00312093j -0.0481061+0.0112288j -0.022817-0.00781423j -0.0373597+0.007432j -0.0135839+0.00119518j -0.0414289-0.0004951j -0.0474971+0.00124919j 0.0038419-0.000972398j -0.0312617-0.000133106j -0.0357977-0.00630935j 0.0533522+0.0124482j 0.054338+0.0156674j -0.0333938-0.00487402j 0.000762451+0.00293001j -0.0516264+0.0053472j 0.0338074+0.00362573j 0.0432335+0.0036821j 0.00685755-0.00270292j 0.0326022-0.001344j 0.0176077+0.00852117j 0.0116747-0.0105127j 0.0257025+0.00517101j 0.0185533+0.00935605j 0.0042641-0.000381845j 0.00893093+0.0047074j -0.0177932+0.000504539j -0.0190205+0.00596064j 0.0389968-0.00061481j 0.026587+0.00629641j -0.0077659-0.00308776j 0.00332853-0.000558706j -0.00321831-0.00474803j -0.00183214-0.00136416j -0.00501149-0.00430759j 0.00230091-0.00322329j -0.0108218-0.00590928j 
-0.00208556-0.0158796j -0.0164448+0.0226412j -0.0199469-0.0177908j 0.0249747-0.0339133j -0.023299+0.00538609j -0.0100684+0.0248753j -0.00215292+0.0345279j -0.0174491-0.000228139j 0.0528716+0.0238443j -0.00253007-0.0042471j -0.0483598+0.00535144j 0.0163906+0.00553316j 0.00154102+0.00256659j -0.0204535+0.00548002j 0.102289-0.0056133j -0.00568283-0.00232391j -0.0746634-0.00309435j -0.0816652+0.00538583j 0.0473279+0.000470346j -0.0577357+0.00847127j -0.0644347-0.0034907j -0.0652212-0.00388672j 0.114061+0.00017993j -0.292876-0.0163601j -0.0433287-0.00446078j -0.155705-0.00343327j 0.119334+0.00143395j -0.0193418-0.00665904j -0.0683383+0.00312215j -0.010616-0.000445279j 0.00439165-0.00367302j 0.0430782+0.000303932j -0.184685+0.0012803j -0.234899+0.0138345j -0.395264+0.0022546j 0.0435624-0.00472245j -0.133036+0.00284958j 0.0757197+0.0093485j 0.059436+0.00436176j -0.0714408-0.00363367j 0.148069-0.00314402j 0.214978+0.00261547j 0.0563533+0.00282489j 0.112904+0.0020949j -0.0297907+0.00089619j 0.0584839-0.00495621j -0.0402768+0.00545735j -0.0185419+0.00588254j -0.00198032+0.000564599j 0.00587764+0.00172775j 0.0293383+0.00218156j 0.0187198+0.00149976j 0.116829-0.00542794j -0.00138108+0.00283376j -0.00292161-0.00116754j 0.0366861-0.0132163j 0.0222361+0.00288167j 0.0781938+0.00421196j -0.0522953-0.00146565j -0.0894574+0.00155023j 0.0974502-0.00222045j -0.00817383-0.0106384j 0.0301609-0.00508674j 0.0665357-2.28511e-05j -0.0356522+0.00254213j 0.0151642+0.0156403j 0.000942575+0.00451517j -0.004546-0.00619135j -0.0133347-0.00513279j 0.0252485+0.000465661j -0.0287336+0.00322111j -0.0244844-0.000944402j -0.0266848-8.1466e-05j -0.0232798+0.0059231j -0.0211685-0.00508024j -0.000665042-0.00636475j -0.0573586-0.0163706j -0.026822-0.00316679j 0.0142354-0.00325123j 0.0277903+0.00469304j -0.0261885-0.00195191j 0.00624931+0.0048145j 0.0337159+0.00393875j 0.0206121+0.00226794j 0.00149517+0.00136361j 0.00972854-0.00638736j -0.0272758-0.0044153j -0.00534256+0.00335826j -0.027783+0.00145409j 0.0278272+0.00515563j 0.0125958+0.00508307j 0.0314115+0.00346829j -0.00247767-0.0102146j -0.0205301-0.00544457j -0.00845683-0.000824249j 0.00348281-0.00318296j -0.00591201-0.0110925j 0.00253852-0.00398732j 
-0.0028959+0.0150789j 0.00882502-0.00997399j 0.0180639-0.00233104j -0.00824175+0.0210339j 0.00198307-0.00242122j 0.0122155-0.000943581j -0.0276037-0.00942221j -0.000204828-0.0152179j -0.0151389-0.0133391j 0.000813377+0.00319963j 0.0257973-0.00863715j 0.00263946-0.0237329j 0.000444695-0.00056349j 0.00695122+0.003859j -0.0190372-0.0152734j -0.0207544-0.00286876j 0.0319022+0.00380429j -0.0413065-0.00511176j -0.00787103+0.00366018j -0.0187337+0.0144632j 0.0253506+0.01053j 0.106816+0.0111431j -0.081595+0.00347149j 0.0832955+0.000146471j 0.222424+0.00249012j -0.0500456-0.00705893j -0.0945206+0.00472357j 0.0438746+0.0114207j 0.130496-0.00534741j -0.275459-0.00641229j 0.17638+0.00143901j 0.369101-0.00651873j -0.217845-0.000361787j -0.0530838+0.00171813j -0.241509-0.000183336j -0.262034+0.00287407j -0.112468+0.00234754j 0.0889966-0.00165394j 0.0636253-0.00216828j 0.20809-0.00222471j 0.0986425+0.00739734j -0.0184614+0.0125773j -0.0809867+0.00120389j -0.112271-0.00982441j 0.0437801-0.0100822j -0.105072-0.00199848j 0.0874706-0.00310034j -0.00104986+0.000603905j -0.041306+0.00420678j 0.107399+0.0005312j -0.0686018+0.00027094j -0.0940204-0.000116577j 0.116801+0.00211611j 0.0711638-0.00644755j -0.0526658-0.000626041j -0.0668536-0.00185404j 0.0239563+0.00169568j 0.101342-0.00356141j -0.0395034+0.00553172j 0.0285385-0.000690746j 0.0353943+0.00222223j -0.0192254+0.00196093j -0.0226827+0.00574559j -0.0173375-0.00677017j 0.0608338-0.00597774j 0.00651464+0.00219035j -0.00448779+0.00120157j -0.0281999-0.00189668j -0.0522212-0.00843171j -0.0209995-0.00611668j -0.0541301-0.00996175j 0.00304265+0.00418253j -0.0465311+0.00433014j -0.0363893-0.00437116j 0.026033+0.000325063j 0.00865864+0.00975249j 0.0244563+0.00595647j 0.0131909-0.00858441j -0.0252934-0.00243038j -0.024593+0.00147356j 0.00313718+0.0133695j -0.018406-0.00311202j -0.0177795-0.00841783j 0.016098+0.00307875j 0.0135007+0.0052659j -0.0115457-0.000986546j 0.00262893-0.00519383j 0.0201824+0.00479908j 0.00285879-0.000981232j -0.015102-0.00887985j -0.00491716-0.00635518j -0.00661212-0.00262599j 0.0127546+0.0107118j -0.0110611-0.00488317j 0.0110905+0.00300291j 0.00336122+0.000116208j -0.00093249+0.00162723j -0.0062875+0.00113453j 
-0.0153001+0.0140625j 0.000793851+0.0148186j -0.0303096+0.0309068j -0.0240235-0.0300471j -0.0207946+0.0180276j -0.000448135-0.0269943j 0.00885562+0.00186468j 0.0140069+0.0165518j -0.0187851+0.00796726j -0.0283872-0.00574086j -0.0126224-0.000579522j -0.00974174+0.011903j -0.00416008+0.00203235j -0.0310799-0.00216102j 0.0452375+0.0146751j -0.0234771+0.00674671j -0.0206095-0.00556505j 0.00167028+0.00398218j 0.0306382-0.00191003j -0.0141394-0.0151204j -0.0911078-0.00326857j 0.0611883-0.00514547j 0.0159573+0.0100751j -0.264411-0.00160671j -0.0956335-0.00578163j -0.0543743+0.00427825j -0.12953-0.00725627j 0.263511-0.00454368j 0.0464081+0.00441406j -0.184851-0.00511885j 0.224772+0.00834276j 0.174815+0.00315284j 0.135133-0.00398771j -0.258947+0.000192907j 0.419805+0.00179594j -0.0582298+0.00239971j -0.0507283-0.000540354j 0.0320673-0.00246344j -0.0662892+0.00893576j -0.0324497+0.000256464j 0.150259-0.0053134j -0.0881616-0.00443078j -0.031571+0.00694835j -0.00701668+0.00108699j 0.0811225-0.00188059j 0.0995843-0.00324004j -0.0283055-0.00348481j -0.0477457-0.00305927j -0.0202671-0.0012743j 0.00841739+0.000954968j -0.0230001-0.00376182j 0.0034284+0.000198418j 0.0197464-0.00284387j 0.00232227+0.00305462j 0.00680475+0.00266042j -0.117953+0.00630561j -0.0913343+0.00542793j 0.0723604-0.00405084j -0.0130272+0.00567304j -0.000347995-0.00260737j 0.0584052-0.00629313j 0.0136052-0.00176939j 0.0456901+0.00157912j -0.0419105+0.000327825j -0.0381026+0.00577555j 0.0370798+0.00503627j -0.0165064-0.0040649j 0.00123644-0.00495025j -0.0170711-0.00693255j -0.0535782-0.00579894j 0.0260543-0.00357197j 0.000350924-0.00205509j -0.00278957+0.0137654j -0.0144577-0.00262735j 0.01644-0.00310118j -0.0331497-0.00763213j -0.016199-0.00469599j 0.00133489-0.00821889j 0.0268502+0.00610324j 0.0291912+0.00805222j 0.00560669+0.00879771j -0.0273844-0.00440605j 0.0149601+0.00582616j -0.0141677-0.0013947j -0.000998755-0.000837439j 3.84509e-05-0.000593701j 0.00510721+0.00316246j 0.014203-0.00190228j -0.00444262-0.00475457j 0.0204011+0.00895206j -0.00108483+0.000966118j 0.00840826-0.0012552j -0.0174962-0.00147915j 0.0026949+0.00178166j -0.00306873-0.0024931j 0.00286445-0.00431876j -0.0101406-0.00461704j -0.00257925-0.00355907j 
