0.104273+0.0869115j -0.0667891-0.051206j 0.0276+0.105612j -0.00647162-0.0934366j -0.0243645-0.0350453j -0.0156328-0.0312964j 0.0023029+0.0607061j -0.0262693+0.0646772j -0.0204336-0.0104279j -0.00736362-0.0169429j -0.0101897+0.00615365j -0.00685501-0.0174172j 0.0179388+0.0209006j 0.0196271+0.0453695j 0.013432+0.00655906j 0.0145116+0.00520054j -0.0175817-0.00355587j -0.00555114-0.0323238j -0.00345477-0.0287288j -0.0155017-0.00614881j 0.0215795-0.0155088j -0.034437-0.00389235j -0.0163298+0.00924537j 0.00243935+0.0155485j -5.7243e-05-0.00435264j 0.0100368+0.00775905j -0.000810308+0.0220528j 0.0224861+0.00271443j 0.0172217-0.00855546j 0.00675805-0.0152018j -0.0140173-0.0275044j 0.000647951+0.0155051j 0.0191811+0.00280929j 0.000199802+0.022288j -0.0134178+0.0461423j -0.0142163+0.00381336j 0.0107291+0.00653824j -0.00643775+0.00676626j 0.0208853-0.0389571j -0.0255422+0.0246614j -0.0126642-0.0108743j -0.00381833+0.0423926j -0.00108264+0.00463225j 0.0204609+0.0178953j 0.0130488+0.00581166j 0.000835815-0.000783552j -0.00297779+0.0265697j 0.0289302+0.000707466j 0.0187568+0.0335166j -0.0166312-0.00226502j 0.00184209-0.0128558j 0.0030705+0.0104632j -0.0168405-0.00132013j 0.00867741-0.0148349j -0.0397929-0.0078008j 0.0455539-0.0271503j 0.0114459-0.0104155j 0.0116623+0.0128414j 0.0278854+0.00972565j 0.0291494+0.00607687j 0.0306947+0.0354272j 0.00864348+0.0664784j -0.0295808-0.0166307j 0.0136122-0.0392596j 0.0589057-0.00236097j -0.013708+0.114797j -0.0463412+0.0405921j 0.0952749+0.0547535j -0.405057-0.17057j -0.0614655+0.317604j 0.0131064-0.0784113j -0.168833+0.128696j 
-0.00158006-0.0416634j 0.0709966-0.028365j -0.0386414+0.0559197j -0.030742+0.118438j 0.145708+0.247534j 0.151867-0.0314617j -0.157608-0.134379j -0.0502885+0.0941315j -0.0480867-0.146486j 0.0922175+0.0291j 0.023445+0.0162741j 0.000273133+0.112478j 0.10507-0.0663199j 0.0556342+0.0525742j -0.0510879+0.0321494j -0.0137456-0.0456866j -0.0116065+0.0384467j 0.0154575+0.0203753j -0.0827161+0.0212529j 0.105336+0.0987387j -0.0510864-0.00315877j 0.0791332+0.0344403j -0.0851301+0.0138759j 0.00938067+0.023647j -0.0104541+0.041835j 0.00149979+0.0120398j 0.0494655-0.00503505j 0.0263133-0.055612j 0.0403209+0.0672587j 0.00180585+0.0496554j -0.00437379-0.0785219j 0.0216348-0.010327j 0.0719866+0.039485j 0.0402856-0.0429856j 0.0302926-0.0685161j 0.0375569-0.0295722j 0.0197918+0.066918j 0.0436683+0.00980761j -0.0326789-0.00442562j -0.0543236+0.0139535j 0.0145451+0.011356j -0.0164172+0.0324639j 0.0688091-0.0598196j 0.0197452+0.0684298j 0.0311474+0.0192611j 0.00215188+0.0723505j -0.0421612+0.0536878j -0.0446571+0.0341126j -0.027635-0.00875228j -0.0818602+0.0231125j 0.0665531-0.0711474j -0.0289565+0.0465974j 0.0385182-0.0426339j 0.0359159+0.0321553j -0.0174232-0.00776728j 0.0319204+0.00732984j -0.0508199+0.0113457j -0.0314051+0.0424418j 0.0416781+0.0507037j -0.0111726+0.0558132j 0.062458+0.0252925j -0.0279919+0.0397524j -0.093463+0.0202835j -0.0591152+0.00448437j 0.0168159+0.0173589j 0.0741693+0.00467479j 0.0268504-0.00686302j -0.0166741-0.0290642j -0.0371502-0.0418713j -0.0157926+0.0159071j -0.0173035+0.0246842j 0.0117385-0.0318074j 
-0.018988-0.00369974j 0.0351398+0.0385933j -0.0536978-0.0280528j 0.152583-0.0387601j 0.0855758-0.0275708j -0.0196438-0.0700239j 0.00919186+0.0192493j 0.0444281+0.00388199j 0.125519-0.0424029j 0.0966029-0.0243754j 0.0638653-0.146129j 0.0401408+0.00778323j 0.0834937+0.0405731j -0.0487161-0.0523723j 0.131645-0.239442j 0.0515932-0.102432j -0.0514151-0.061386j -0.0639042+0.0236622j -0.129921-0.00774599j 0.129745+0.0862324j 0.08894+0.0392082j -0.0084968-0.13885j -0.00979106-0.0187331j -0.00216289-0.0354327j 0.0552293+0.0452835j -0.0531479-0.0158594j 0.0677085-0.00566817j -0.0911499+0.0307755j -0.0224778-0.0375874j 0.0378187+0.0735067j -0.0827267+0.0345084j 0.0148786-0.00638933j 0.0668147+0.0266217j -0.0422503-0.00963515j 0.070387-0.0289758j 0.125272+0.0217348j -0.0447541-0.0337697j 0.0676787-0.0823673j -0.0651445-0.0324372j 0.0140323-0.111653j -0.00805334+0.041875j 0.0372281+0.0512765j 0.0163089-0.023986j -0.0280978-0.0177702j -0.00495148+0.037478j -0.00687248+0.0237344j -0.0564992-0.0638628j -0.00134081+0.0763336j -0.0498722+0.0929783j 0.0340327-0.0387515j 0.0168962-0.0491532j 0.0221654-0.0492371j 0.017536+0.0219115j 0.0168311-0.0322614j 0.0439743-0.0284637j -0.0423833+0.0221946j -0.0453311+0.0279544j 0.00136446+0.0322848j -0.0168639-0.0650468j 0.00449688+0.0475872j 0.000702373-0.0378795j -0.0228497-0.0338092j 0.0116265+0.0155307j 0.0163763+0.0242145j -0.0857415+0.00977773j 0.0473946-0.00866934j -0.0347548-0.0368376j 0.0592738-0.00885052j -0.0324358+0.0579521j -0.00708121-0.0340197j 0.0135441-0.0350826j 0.0292497+0.0283294j 
-0.0865449-0.0852525j 0.0206602+0.000446431j 0.083309+0.00505487j -0.0360415+0.0365019j 0.0113456+0.0356429j 0.128146+0.0997026j 0.0452509-0.0647596j -0.0413374-0.0192659j -0.12859+0.061033j 0.118819-0.0647792j 0.0753836-0.11165j 0.0459555-0.0732293j -0.0737019+0.167208j -0.0322725-0.0396748j 0.0554741+0.0372818j 0.032987+0.124414j 0.0670872-0.0380969j 0.0211206-0.0799737j 0.0661525-0.0691338j -0.062599+0.109594j -0.0951855+0.0341711j 0.0772992+0.0280002j 0.0297376+0.00227475j 0.0780126-0.0446329j 0.00531035+0.0265878j 0.0284006-0.0703217j 0.0590625+0.016694j -0.0100487-0.016242j -0.0652305-0.0594049j -0.0160865+0.0320083j -0.0829917-0.0140986j -0.108204-0.0155464j -0.138525+0.0864909j 0.00382876+0.00759959j 0.026332+0.119014j -0.0754938+0.0348006j 0.0635837+0.00517356j 0.0275523+0.0505317j -0.0423339+0.0445865j 0.031725+0.0591281j -0.000851046+0.0487151j -0.0276155-0.130329j -0.00349149+0.00616725j 0.0176336-0.0903644j -0.00769555+0.0963766j -0.052487+0.0174535j 0.0163278-0.0150557j -0.0575345-0.0132023j -0.0651752-0.0130217j -0.0706779+0.0609115j -0.0260097+0.0451078j 0.0886487-0.038286j 0.0707475-0.0225437j -0.0291108+0.0019143j -0.0421393-0.0382839j 0.0077054-0.0355712j 0.00352962-0.00797921j -0.0430055+0.0319088j 0.035322-0.0623421j 0.0396578-0.0252909j 0.0142068+0.0278444j 0.0214723-0.039435j 0.00788382-0.021684j 0.00198202+0.0289534j -0.0403775-0.0341275j 0.0516486+0.0492894j -0.0275193-0.0302104j 0.0102659+0.0311058j -0.00507256-0.023972j -0.0482256-0.0638879j 0.0409552+0.0402021j 0.0107194+0.0405211j 
-0.086365-0.0589502j -0.0374863-0.0950066j -0.18783-0.103856j -0.184028+0.0635974j 0.226784+0.041178j -0.00926654-0.0707662j -0.0399339-0.074728j 0.0979428-0.170315j 0.00310144+0.0157556j -0.0359614-0.00736868j -0.0986061+0.0953816j 0.0402637-0.00278987j -0.101777+0.0359076j 0.027927+0.0124334j 0.0216211-0.0718386j -0.144147+0.00172364j -0.0580439+0.0779213j 0.0240953-0.0338451j 0.0255764+0.0885692j 0.0466111-0.0553717j -0.055384-0.0217962j 0.015635+0.081427j 0.0192475+0.0288052j -0.0355785+0.00694846j -0.00712259+0.037146j -0.05643+0.0429332j 0.077742+0.0242046j -0.0692622-0.0708374j 0.028764-0.0217943j -0.0326101-0.050948j 0.0360048+0.00372182j 0.0988454+0.0338433j 0.102273-0.0489795j 0.0720434-0.021825j 0.0542535-0.0141032j 0.0158744-0.00973925j -0.00845628+0.0242722j 0.0324658+0.0231371j -0.0223497-0.0775967j -0.0594395+0.0132603j -0.00685913+0.0127884j 0.0127873+0.0741794j -0.0754555+0.0185345j 0.058425-0.030572j 0.0038776-0.0811512j 0.0146044+0.0458492j 0.0375683-0.013522j 0.0945665+0.0068522j 0.0231595-0.065753j -0.00638854-0.0333898j -0.000854714-0.0747206j 0.00896535+0.033393j 0.0397488-0.0499157j 0.0440285+0.0458218j -0.0820236-0.0139411j -0.00562252-0.03715j -0.0748718+0.0891807j -0.00534081+0.0237786j 0.0205336-0.0358576j 0.0494668+0.0067843j -0.0508556-0.032316j -0.00984196-0.00166461j 0.0185725+0.0020609j -0.00798913+0.0159052j -0.0508168-0.0385906j 0.042262+0.0227985j -0.0145152-0.0447123j -0.0408867+0.0382033j 0.0728594+0.0181742j 0.0280187-0.0860118j 0.0204375+0.0447565j -0.0134935-0.0163299j 
0.0342837-0.0543723j 0.0406124+0.120093j 0.205507-0.0583713j 0.0134265-0.234926j -0.0469768+0.020935j 0.0696129-0.0257022j -0.108009+0.0857256j -0.0731492+0.0650892j 0.0346747-0.0527354j -0.00966826+0.00905788j -0.0549393+0.100805j -0.0455123-0.0386903j -0.000338255+0.0450677j -0.0211126+0.0867755j -0.0594764+0.0273981j -0.043235+0.189558j 0.042779-0.0481106j 0.0261093-0.0683878j 0.0402037-0.0267404j 0.00743099+0.0252703j -0.0490118+0.0928311j -0.00422207-0.0549793j 0.0154133-0.000194499j -0.0363323-0.0616334j 0.0162181+0.0283092j 0.0222059+0.0778936j -0.00404126-0.0666625j -0.0157294+0.0453918j 0.00876926-0.0108472j -0.0307354-0.0281448j 0.0624697-0.0145051j 0.0210597-0.0526811j 0.0607178+0.0375878j -0.0653714-0.0949529j -0.0735948-0.0907172j 0.0454282+0.0665486j 0.015178+0.0336107j 0.0600016-0.00898519j -0.0673408+0.0321674j -0.0553113-0.0616643j 0.0675107+0.081905j 0.098691+0.0672853j 0.0353741+0.0799081j -0.0669829-0.0454058j 0.00870979-0.0474672j -0.0459105-0.0183575j 0.0384176-0.00943698j 0.0254751+0.0561615j 0.0515534-0.0123714j -0.103173+0.0139303j 0.00422561+0.00658598j 0.0337663-0.0259395j 0.0042978-0.0334297j 0.0481183-0.0130247j -0.00243716-0.026388j 0.0985267-0.00865189j 0.0272341-0.0300374j -0.0211343+0.00987844j -0.0192136-0.0190795j -0.00292018+0.0230603j -0.0476159+0.0171667j 0.00139984+0.00567778j 0.0415462+0.0302944j -0.00640039+0.0485884j -0.0125106+0.00489705j -0.0478937-0.0129974j -0.00215209-0.000860225j -0.00272167-0.00560227j 0.00380957+0.0467335j 0.0322121+0.0678129j 0.026144-0.00283498j -4.0436e-05+0.0958569j 
0.219717+0.0728632j -0.0504729+0.140377j -0.0884647+0.108827j 0.0803805+0.0570465j 0.0811972+0.00729923j 0.0778465-0.0980616j 0.0671257+0.0174104j 0.0424093-0.0962379j -0.0373829+0.0181318j 0.0880757-0.0559658j -0.00543419-0.0606995j 0.052678+0.0157676j 0.00768327-0.00881341j 0.11197-0.101797j 0.0879604+0.0517648j 0.0216917+0.0636586j -0.0103447-0.00930284j 0.0704847+0.0995442j 0.075758+0.026401j 0.042395-0.0111277j -0.0142642+0.0657032j -0.000421667-0.0330268j -0.00618533+0.0295663j -0.00279651-0.03717j -0.0476331-0.0192755j -0.0220927+0.0299892j 0.0201337-0.0792993j 0.0148343+0.00885778j -0.0053913+0.0418716j -0.0369811+0.00514122j 0.00700067+0.012305j -0.0296035-0.0847462j 0.129277-0.0367816j -0.029987-0.00122669j -0.0790623-0.0754295j 0.0220302+0.00811222j 0.0496964-0.0142542j -0.0229714-0.0236315j 0.017557+0.120568j -0.00367315+0.0496396j 0.0406637+0.0223169j -0.0403462-3.70743e-05j -0.026993-0.0462928j 0.0194+0.0749137j -0.00861818-0.0881589j 0.00780853+0.00225732j 0.0897038+0.0303235j 0.0119536+0.00395901j -0.042223-0.0368693j -0.0409746-0.0195848j -0.0101385+0.0487911j 0.0436264+0.101181j -0.0141005-0.0374803j -0.0703025-0.0749298j 0.0697096+0.00223329j -0.0112025+0.0501491j -0.00276685-1.11503e-05j 0.0148244-0.0164542j 0.0399664+0.00831273j 0.0133211+0.0172202j -0.0558172-0.000670788j -0.0314876+0.012639j 0.0177401+0.0788092j 0.0270291-0.0497873j 0.0555142+0.0169085j -0.0265047-0.0770972j 0.0268645+0.0202879j -0.0313665-0.0161296j 0.0311064+0.0512703j 0.0285543+0.0451608j -0.0191298-0.0585067j -0.0197786-0.00585125j 
-0.0331121+0.216499j -0.312375-0.00758428j -0.0178809+0.00873102j 0.0944621+0.000939921j 0.0192219+0.112405j 0.0160466-0.0509017j 0.137132-0.0149363j -0.00465528+0.0248248j 0.0898818-0.0641072j -0.000367262-0.0260398j -0.0340345-0.0313284j 0.0340229+0.0885675j -0.0354225+0.105032j 0.0687105-0.040736j 0.0750423-0.049133j 0.0883501-0.13448j 0.01887-0.0459847j 0.081079+0.0650756j -0.0470107-0.0521722j -0.0459969-0.0236301j -0.0147018+0.00951854j -0.0416256+0.0853404j -0.0351233-0.0127679j 0.0406938-0.0191214j -0.0674843+0.0955185j 0.015121+0.00700214j -0.0430226+0.0171667j 0.12319-0.113064j -0.0475938-0.0027909j -0.0133942-0.0353407j -0.0426096-0.0713318j -0.125122+0.0456401j -0.0108361-0.0352962j 0.0147938+0.0728181j 0.0101932+0.040499j -0.00923229-0.109066j 0.0103264-0.0727536j 0.0880022+0.071654j 0.137662+0.00312613j 0.0966558+0.111523j 0.0144773-0.114812j -0.012588+0.0373324j -0.0171674-1.98047e-07j 0.0581115-0.0535421j -0.0724467-0.0569951j -0.0276975-0.0716476j 0.105125-0.0323459j 0.0235649-0.0449316j 0.0277395+0.0387102j 0.0500351-0.0906451j -0.0403403+0.0280917j -0.0462667-0.0448424j -0.0343646+0.0387034j 0.0800206-0.0114552j 0.0382734+0.0204634j 0.0786931-0.00268159j -0.0114049-0.0461288j -0.025158-0.0424724j 0.0122855-0.0572266j -0.0527206-0.0421242j -0.0247163-0.0677706j 0.0896654+0.0152082j 0.0965766-0.022661j -0.0431543-0.0623356j 0.0258136-0.0560222j -0.0570953+0.0162182j 0.0671794+0.0666579j -0.0583425+0.0279312j 0.0680883+0.0270977j 0.0995491+0.0478479j 0.016272+0.0123636j -0.00731673+0.0175396j 
-0.162793+0.0938958j 0.0153058-0.191529j -0.0325632+0.0909118j 0.164215-0.0171195j -0.00981491-0.044732j -0.091302+0.0144322j 0.00702955-0.0475018j 0.0537767+0.0889072j -0.0731364+0.0354118j -0.0925328+0.0680454j 0.0104539+0.0342859j 0.12858-0.0343982j -0.01383-0.040132j -0.0296301+0.0671017j -0.0974992-0.000518865j -0.0320228-0.0147925j -0.0278405-0.0428813j 0.070162-0.0979983j -0.0679414-0.0299316j -0.022346-0.027927j 0.0282213-0.0131166j -0.0451547-0.0189696j -0.0486009+0.0207756j 0.0543395+0.0274052j 0.0429858-0.0283079j 0.0208167-0.00146905j -0.0742918+0.0164941j 0.0187074-0.0157215j -0.039052+0.0397733j -0.0947844+0.0164959j -0.0303293+0.0171392j -0.0235609+0.0987573j -0.0275965+0.024634j 0.0669497-0.0280988j 0.0540226+0.0434966j -0.0402974-0.0544777j -0.00948084+0.014456j 0.0741382-0.0420216j 0.0369933-0.0977806j 0.0272573-0.0679907j -0.0712318-0.0870719j -0.0391231-0.0134581j -0.0198652-0.0458258j 0.0947035-0.0810658j -0.0339679+0.0454328j 0.0298173+0.017722j -0.0229914+0.027313j 0.0155623-0.0412801j 0.067159-0.0638494j -0.0481433-0.00807465j 0.0305104+0.0140224j 0.00513746-0.12142j 0.016376+0.0383568j -0.0133404+0.0326442j -0.0256913+0.00275j 0.0369304-0.0376048j -0.00172422+0.00644135j -0.00043894+0.0206283j -0.0424939+0.0542614j -0.0123784+0.0248809j 0.0676681+0.0186019j 0.0318821-0.00275014j -0.0190636-0.0299243j -0.0673073+0.071432j 0.0305149+0.0406539j 0.0125462+0.0162074j 0.0725086-0.0153645j 0.0191043-0.0640492j -0.016107+0.0527543j -0.0260729+0.0159773j -0.0154021-0.027328j -0.00487812-0.0204363j 
0.0278841-0.165977j 0.050067-0.0756509j -0.0870698+0.0693939j 0.176833+0.0511957j 0.110071-0.0253172j 0.00254645-0.00747403j -0.021445-0.0372323j 0.0294976-0.0638593j -0.0905781+0.0951626j 0.0481211-0.0996706j 0.0707872-0.0963446j 0.0251339-0.0742661j -0.0714193-0.00585496j -0.00734665-0.124804j 0.0293898-0.0502441j -0.0882082+0.036424j 0.0026823+0.134964j -0.0648493+0.0201473j 0.000662741+0.0677672j -0.0484452-0.0191057j -0.00229023-0.00812226j -0.026579+0.0298566j 0.0263175+0.0332395j 0.00421503+0.0195488j -0.00589939-9.43144e-05j -0.0224335+0.00886171j 0.0204352+0.00263449j -0.0260145+0.0187986j 0.0427242-0.0159635j 0.0379721+0.0371256j -0.0157481+0.049741j 0.0284112-0.02317j -0.0504311-0.0597554j -0.0173522-0.0162746j 0.0554104-0.033523j -0.0241738+0.0229536j 0.031342-0.0224285j 0.0180612+0.0149725j -0.0401889+0.0297988j -0.0617618+0.0149995j -0.0859948+0.0964418j -0.0329868-0.00728401j 0.0104471-0.00537006j 0.0335343+0.0094247j 0.0434844+0.0590181j -0.00774172-0.0154193j -0.150114+0.0127214j -0.100596+0.0664217j -0.103826+0.0128216j 0.0579182+0.0292436j 0.0720361+0.0264243j -0.023066+0.0323044j 0.0192426+0.029865j 0.0129863+0.0372041j -0.047871+0.0147163j 0.0264906+0.0196093j 0.000229515+0.0303712j -0.101114+0.021966j 0.000696883+0.0474599j -0.0807829+0.0139055j 0.0804005-0.0256345j -0.0492063+0.0728422j -0.0752965+0.0708065j 0.0272028-0.0397892j 0.0430922+0.0130029j 0.0623074-0.0366452j 0.0595757+0.000177006j -0.040485-0.0312327j -0.0138811-0.00421152j 0.0926232+0.0404585j 0.0233175+0.0761656j -0.0176064+0.0141139j 
-0.160149+0.0508294j -0.0564327-0.0493722j -0.0834897+0.00327162j -0.0281128-0.113483j -0.00615521+0.0755192j 0.0469627+0.0374258j -0.0431241+0.051972j -0.00201399+0.083077j 0.015836-0.11935j -0.0100801+0.0300046j -0.00138999+0.0860465j 0.0425614+0.0851745j 0.0348761+0.0267967j -0.106595+0.117792j -0.0563435+0.0104269j -0.0330316+0.069307j 0.0813249-0.0467293j -0.0304081-0.0291619j -0.0368572-0.0405891j 0.0574446-0.0177288j -0.0981849+0.0358317j 0.122782-0.0333834j 0.018985-0.0300956j 0.0366707+0.00502755j 0.0650424+0.0561504j 0.0280006+0.0551605j 0.00708793-0.00670848j -0.0378217+0.0210846j 0.036478-0.0352333j 0.0295415-0.036772j -0.0436056-0.0458736j 0.0577104-0.0153288j -0.0732381+0.0444659j 0.0518262-0.0365359j 0.072677-0.0348291j -0.020782-0.0154132j -0.0212865+6.26867e-05j 0.0241998+0.0586189j -0.0571365+0.0140038j 0.0141591+0.011188j -0.0266153+0.0217041j 0.0657126+0.0124806j -0.00271491-0.0122893j 0.0196775-0.00976069j 0.00472436+0.00694112j -0.0347959-0.00869772j -0.0281133+0.0140275j -0.0297649+0.0841877j 0.0329712+0.0130952j 0.0029034-0.0510549j -0.012426+0.0270744j -0.0172092+0.0222573j -0.00291263+0.0508814j 0.0389631+0.0517511j -0.0643865-0.0159202j 0.035405+0.00346631j 0.0128464+0.0376322j -0.0574445-0.000304622j -0.0408376-0.0274578j -0.0445323-0.0125418j 0.00576651-0.0228048j 0.0311716+0.0215177j 0.0261773+5.92137e-05j -0.0185318-0.00625092j -0.040362-0.0145526j 0.0123031+0.0110402j 0.0400491-0.00861926j -0.0615309+0.012342j 0.073439+0.0234727j 0.0961865+0.00801968j -0.00445652-0.0343464j 0.0661768+0.0888494j 
-0.120945-0.0437814j 0.0508154-0.225093j -0.0179913+0.099223j -0.0363962-0.0439476j 0.0257654-0.0413253j 0.00346643+0.0148139j 0.122979-0.100756j -0.0316627-0.185188j -0.00465271+0.104061j 0.0136283+0.00861744j 0.142522-0.11448j -0.0278217+0.0550048j -0.0528347-0.00206088j 0.0724163-0.046162j -0.0261097-0.0959673j 0.0419835-0.0432646j -0.0384097+0.0016316j -0.0201386+0.0228455j 0.0326629+0.0298671j -0.00995274+0.0587972j -0.0148523+0.0193521j -0.0186457+0.0331414j 0.00160088-0.0148127j -0.0326306+0.0193941j 0.0112744-0.0202044j -0.00421685-0.0264717j -0.0334758+0.0208505j -0.010239-0.0128427j -0.043551-0.0392599j -0.0636509+0.0183135j 0.00627373-0.00823381j 0.00210376-0.0209208j 0.00542712+0.00577449j -0.031279-0.0137547j 0.0132196+0.0239831j 0.0637308+0.0235085j 0.0190416+0.00510646j 0.00105284-0.0308483j -0.0315294-0.0425757j -0.0630187-0.00159564j 0.025409+0.0427243j -0.00472697+0.00473192j 0.018593-0.0353379j -0.0652821-0.0249483j -0.085586+0.0100081j -0.00109121+0.0151601j 0.0223562+0.00374192j -0.0267398-0.0170927j 0.0504892-0.0181544j 0.0146839-0.0382726j -0.0474337+0.00348381j 0.0154864-0.0212226j -0.0215608+0.0151234j -0.0162148+0.0283711j 0.00147952-0.0172633j -0.00623919-0.00833225j -0.0222294+0.0645714j -0.00649857-0.00438955j 0.018184+0.0189999j 0.00917068-0.0186691j 0.00377853+0.0301835j 0.0174037-0.0297202j 0.0185277+0.0397257j -0.0425055+0.0333375j 0.0328774+0.0644253j 0.0072096-0.0452169j 0.0374133-0.0500944j -0.0509793-0.0267542j 0.0746804+0.0391015j 0.0205035-0.0102414j -0.06066-0.0724627j -0.0476267-0.0428445j 
-0.0626166-0.220077j 0.0916985+0.0457392j 0.00722063-0.0189797j -0.131085+0.0159353j -0.0737276+0.0264551j -0.122395+0.0971738j -0.0745267+0.199222j -0.0315524+0.107846j 0.0662338-0.0314361j -0.0758329-0.0164656j -0.0851385+0.121192j -0.0655684+0.0790215j 0.0461466-0.0132515j -0.125348+0.0265089j 0.0385298+0.0357125j -0.0215154-0.000393277j 0.0338719+0.0385136j 0.0409971+0.00315409j 0.00432812-0.0293012j 0.0403622+0.0123817j -0.01349-0.015537j 0.0109224+0.00394266j 0.024133-0.0493286j 0.0022137+0.0253068j -0.000812955+0.00295533j -0.0500093-0.0130825j 0.0236343-0.0288738j -0.0516437+0.0273628j 0.0157886-0.0100181j 0.0471356-0.01057j -0.0170025-0.0220225j -0.031998-0.0253226j -0.0517135-0.0101629j 0.0219722-0.00907103j 0.0550708+0.0262472j -0.010941+0.0737688j 0.00904352-0.0117433j -0.0211543+0.0277674j 0.0339133-0.0224137j 0.0390416+0.0115652j -0.0180426+0.015012j -0.0141711+0.0165911j -0.0205873+0.0482271j 0.0346973-0.00779748j -0.019981+0.0191291j -0.00227855-0.0408543j -0.00973175-0.00970408j -0.00567157-0.0402236j -0.0239192+0.0337843j 0.0504695+0.0309418j 0.00668686-0.00124758j 0.00524659+0.0300291j -0.022872-0.0242522j 0.0198627-0.0358565j 0.0231561+0.0620867j 0.0596077+0.0250572j -0.0878701+0.00777117j -0.0307011+0.0393451j 0.0633997+0.0210376j -0.02211+0.00831996j 0.0175539+0.000777236j 0.0108291-0.00344338j 0.0124462+0.0871481j -0.0454332-0.00285985j 0.0387296-0.00208168j 0.0421793-0.037834j 0.00880966+0.0253676j -0.124578+0.066066j 0.109173-0.0272166j 0.0118299-0.00758095j 0.0541324+0.024833j -0.014548-0.00388698j 
0.0022109-0.0115305j -0.133603-0.0879287j -0.204212-0.162614j -0.105064+0.126951j -0.182948+0.0208591j -0.106903+0.171033j -0.0914503+0.00833906j -0.114445+0.121759j 0.115879+0.0457718j -0.0166309+0.0502005j -0.0952905-0.0558137j 0.0649458-0.0411933j 0.00252387+0.0123549j -0.0348733-0.0794024j 0.00564948+0.0348406j 0.0701597-0.0396017j -0.0416302+0.0900103j 0.00801255+0.0184874j 0.0566606-0.00449122j 0.0603435+0.0230438j 0.00399711-0.017387j 0.0368592+0.0326006j 0.0162206+0.010287j 0.0476016+0.00992984j -0.0481047-0.0414726j 0.0075759-0.0221098j 0.00858275+0.0410723j 0.0417674-0.00751687j 0.0768567+0.000165355j 0.0333848+0.060171j 0.0102067+0.00950466j 0.0528698-0.0577702j 0.0372243-0.0202076j 0.0308611-0.0178299j 0.00575662-0.0186745j 0.0211846+0.010153j -0.0269974+0.0244594j -0.118075+0.0323888j 0.0285665-0.0149032j -0.0525195+0.038317j -0.0464581+0.0395652j -0.0611298+0.000501166j -0.0347368+0.0187596j 0.0425743+0.0183709j 0.00588079+0.0344406j -0.00180968-0.00402306j 0.00491762-0.0336224j 0.0100084-0.0770079j -0.0644942-0.0751717j 0.0293842-0.0236907j 0.0647298+0.00523081j 0.000274334-0.0684522j 0.0327019-0.00260005j -0.0609122-0.000414746j 0.0244676-0.0100207j -0.0571685+0.00321816j 0.0141977-0.00642386j 0.0261392-0.0340859j -0.0300088+0.0582516j 0.0163182-0.0265843j -0.0189874+0.0377023j -0.00578972-0.0293482j 0.00184959+0.0298434j 0.0612019+0.00342904j -0.029675+0.0828554j -0.0185085-0.0298214j 0.0817036-0.0644279j 0.0790969-0.0720296j -0.036173+0.00997164j 0.0511803+0.00203952j 0.0358503+0.0403295j -0.0573755-0.0123287j 
0.0163721-0.0923892j 0.0542698+0.169994j -0.000393912-0.00958204j 0.109426-0.0698691j 0.2395-0.304406j 0.184115+0.120175j 0.187107-0.023796j -0.0486239+0.214844j 0.0971793-0.0239778j 0.00813444-0.0513759j -0.0553497+0.0592913j -0.0392203-0.0215003j -0.0591911-0.000855072j 0.0058266-0.028216j 0.0681681+0.0532609j -0.0928015-0.00605239j -0.00190895+0.0169779j 0.0235935-0.0268366j 0.0475024-0.058811j -0.0247043-0.00777882j 0.00299277-0.0480153j -0.0286604-0.0174963j -0.0148032-0.0247691j -0.0111126+0.0144643j -0.0534427-0.0133889j -0.0668347+0.00604183j 0.0491752-0.0156804j -0.0177362+0.00506263j -0.0374933+0.0630318j 0.0111471+0.0348398j 0.0166178+0.0185966j -0.0267748+0.0171778j 0.00502079-0.0308923j 0.0138433-0.0106176j 0.0289342-0.0036676j 0.00831564-0.00551029j 0.00834146-0.00176413j -0.0700323-0.0210913j 0.0114516-0.012162j 0.00949096+0.00721121j 0.0253801-0.0304997j -0.00985701+0.00427888j -0.0256626-0.0150588j -0.00841812+0.0281825j -0.0174989-0.00015972j -0.0126215-0.0122439j -0.00899283+0.0161746j 0.032513+0.00534656j 0.00621691-0.00617934j 0.00877188-0.0208877j 0.0198563-0.0172968j -0.0317487-0.000652688j -0.0136312+0.00381348j 0.0355335+0.0362466j 0.0304227+0.00175029j 0.0447286+0.0290611j -0.0239167-0.00857081j -0.0205672-0.0373813j 0.0475455+0.0482722j -0.0315223-0.0374388j 0.00734121+0.0300066j -0.0108849-0.030122j 0.0351835+0.0344275j 0.0473849-0.0314735j 0.0165131+0.0767524j 0.0281408-0.0242188j 0.0597927-0.0677797j 0.000787047-0.0362832j -0.0289671+0.00365202j -0.00836108-0.000107232j 0.133206+0.0239744j 0.0840356+0.0305356j 
