-0.00289061+0.0397362j 0.00735555+0.00259852j 0.00205102-0.00040876j -0.00131912+0.0566576j -0.00145501-0.0414634j -0.0057511-0.0446165j -0.00342359+0.0261899j -0.00201149-0.0201619j 0.00955592+0.038678j -0.00125384-0.0116345j -0.00467431-0.00456662j 0.00218396+0.0602457j -0.00361506-0.00295535j -0.00285393-0.0387391j -0.00121805+0.0313105j 0.00646996-0.00487429j 0.00478748+0.0161318j -0.000174012-0.034936j 0.000878269-0.0157807j -0.00723446-0.0209955j 0.00180124-0.0531757j 0.00429464-0.0157008j 0.000679437+0.0143511j -0.00388791-0.0667113j 0.00656001-0.0148051j 0.00842005-0.0167458j -0.00559062+0.010145j 0.00310193+0.0390496j -0.00239751+0.00552471j 9.48869e-05+0.0019926j 0.00201701+0.0327251j 0.000663801-0.0164616j -0.00453912+0.0309686j 0.00220839-0.0174999j 0.00643606-0.0217796j 0.00100343-0.0213895j -0.00106657+0.00636584j 0.00191453-0.026826j -0.0132846+0.0156904j 0.00545379+0.0104168j -0.00186341+0.0400753j -0.00174104+0.0125222j -0.00344494+0.0030484j -0.00159235+0.057925j 0.0125009-0.0592701j 0.00156566+0.00192075j 0.00453131+0.00250822j -0.00601547+0.0140487j 0.00547467-0.0270058j -0.00155825-0.0299235j -0.0119933+0.0479314j -0.00460255+0.00243719j 0.0148957-0.036839j -0.00112519+0.0416564j 0.00635667-0.0224382j -0.000401375-0.00548466j 0.0300565+0.0314068j 0.00877177-0.0159634j 0.00457528+0.00267856j -0.00138948+0.0138167j -0.00770254+0.0346959j 0.00879546+0.00454173j -0.0042553+0.0048877j 0.000470111+0.00511106j -0.00937456+0.0288089j -0.0111975-0.00948529j 0.00588058+0.0181782j -0.00187616-0.0214265j 0.00652588-0.00794997j -0.0100803+0.0114882j -0.00655832+0.00158125j -0.00735651-0.00889871j -0.0032632-0.00609797j -0.0136438-0.00430576j -0.00748049+0.0274533j 0.00482679-0.0139053j -0.00544283+0.00409628j 0.00788941-0.0203194j -0.000739573+0.00910235j 0.00755341+0.0198032j -0.0121077+0.00331859j 0.0128294-0.0143298j -0.003974+0.012644j 0.0161641+0.0011495j 0.00611441+0.0149837j -0.0182243+0.017507j 0.00113707+0.00519476j -0.0110762-0.0260643j 0.0416798-0.0185256j -0.100872-0.157058j 0.188007-0.0422199j 0.091607+0.0434893j -0.0186188+0.0844686j -0.246891+0.0261703j 0.0259985+0.255093j 
-0.0400778+0.0196546j -0.00203597+0.0433942j -0.0501068-0.171499j -0.00883672-0.0766329j -0.00486825-0.103266j -0.0353682+0.000898027j -0.00329501+0.0514056j 0.114636+0.0381246j 0.0396396+0.0102628j 0.00437909+0.0640132j -0.0577759+0.0657329j 0.0124043+0.0091143j 0.000381129+0.0129957j 0.0330578-0.0154908j -0.027324+0.00192314j -0.0442933-0.0214489j -0.00650313+0.0221219j 0.00147223-0.0259237j 0.0397+0.0334199j 0.00608265+0.0202717j -0.0370991-0.0430443j -0.0859694+0.0533008j 0.0243542-0.110966j 0.00901769-0.00231956j -0.00562383+0.00629011j 0.0208032+0.066004j 0.0046405+0.039439j -0.0077194-0.0708059j 0.0807589+0.0120967j -0.00832926+0.0596552j 0.0187272-0.0400676j -0.00908323+0.0104568j 0.0750135+0.029721j -0.00556431-0.0182154j 0.0438216-0.0789456j -0.0121341-0.0507373j 0.0151603-0.0386411j 0.0268612-0.0367777j -0.0553705+0.0953166j 0.0844115-0.0156201j 0.000882576+0.0520151j -0.107625-0.0493348j -0.123471+0.0557264j 0.00482267+0.0133335j 0.00074313-0.0183722j -0.0418303+0.0373847j 0.0644815+0.0319118j -0.0654763-0.00882024j 0.015576-0.0456881j -0.00250756+0.0251848j -0.0370823+0.00438787j -0.0203394+0.0411223j 0.0263644-0.0458504j -0.0223959+0.032005j 0.0193715-0.021774j -0.0203367-0.0227704j 0.0863658-0.0333062j 0.00816857+0.0508716j -0.016459+0.0545058j -0.0214634-0.0192414j -0.00157123-0.0444396j -0.01757-0.0100585j -0.0599886-0.061613j 0.059755-0.0224312j -0.0779739-0.0076501j 0.039911-0.0468148j -0.0548612-2.2349e-05j -0.0152744-0.04169j 0.00350261-0.0178418j -0.00954334-0.0216646j -0.0305422-0.0207405j 0.0355505-0.00457828j 0.0626954+0.0374446j 0.00229206+0.0204951j -0.0053891-0.0503191j -0.0489589+0.00299582j 0.0481191+0.0398693j -0.0412143-0.0124579j -0.00657584+0.0267053j 0.0176796-0.0352884j 0.0193607+0.00371637j -0.0478268+0.0343623j 0.00718058+0.0781902j 0.0051647+0.0383566j -0.0499089+0.0356431j 0.0486033+0.0217551j -0.0389247-0.0632413j -0.0183604+0.0221454j -0.0170814-0.0164912j 0.0140307-0.0121714j -0.00237062+0.0116735j -0.0160063-0.00746734j -0.00368854-0.0592405j -0.000219916-0.012073j -0.015593-0.000422672j 
0.00251068+0.00983981j 0.0152547+0.00838934j 0.079981-0.0123488j 0.0792957+0.00730912j 0.0478808-0.0327788j 0.0206224-0.000706479j 0.0273736-0.0336687j 0.0494012-0.08108j 0.0219086-0.0235044j 0.00501869-0.0385624j 0.0412318+0.00835741j 0.0203938-0.00519963j 0.0170751+0.0155019j 0.0110878-0.000556364j -0.00736011+0.00117105j 0.0256735+0.00226131j 0.0070084+0.0138634j 0.0178821+0.0244841j -0.024305-0.0153802j 0.0390707+0.00734133j 0.00948917+0.00843917j 0.0344298+0.036854j 0.0271488-0.0301475j 0.0639439-0.0751943j 0.0263523+0.0180161j 0.00670974-0.0494209j -0.0434463-0.00111239j 0.0172906+0.00680898j -0.032673+0.0479915j 0.00986703+0.011969j -0.020562-0.0142748j -0.00953596-0.00638865j -0.00663962-0.022347j 0.0154028+0.0411969j -0.00132198-0.00371249j 0.009234+0.0851929j -0.0386452+0.0212465j -0.00558162-0.0167191j -0.0576623-0.0477555j -0.0211334+0.00999582j -0.0117435-0.00762086j -0.0749967-0.0722826j 0.0300596-0.0412095j 0.021465+0.0450015j 0.00404729-0.0559101j -0.000669043-0.123946j -0.0428111+0.043048j -0.019336+0.0214934j 0.0318709-0.0706941j -0.0334783-0.064684j -0.0370098-0.012238j 0.0504412-0.0549248j 0.00185011-0.00488343j 0.00267154-0.0200914j 0.0195674+0.00127476j 0.0080413-0.00566267j 0.03403+0.00384405j 0.00132029-0.0375051j 0.109612-0.0617763j 0.0191082-0.0366113j -0.0241398+0.0464053j 0.109931+0.0303691j 0.0243517+0.0592211j -0.00764586+0.0949982j 0.00555518-0.0058957j -0.0715494-0.0432847j 0.0891631+0.023419j 0.0429592+0.0289722j 0.0307042+0.0150128j 0.0541819+0.00521485j 0.0308746-0.0122439j 0.0180493+0.0581281j 0.0128743+0.00143259j 0.0248613-0.0394805j 0.00777504+0.0100331j -0.0376169-0.00636391j 0.0642116+0.0357317j -0.0602757+0.0102016j 0.0183004-0.0218443j -0.00525316+0.00362882j 0.0366762-0.0372299j -0.0111614+0.0678298j 0.033286+0.0734463j -0.0554427-0.0172827j 0.0153184+0.0208613j 0.0786293-0.0410821j -0.0366294-0.0886836j -0.0191715+0.0314742j -0.0433822-0.0513479j -0.00612289+0.015997j 0.0228164+0.0167078j -0.0246785-0.019649j -0.0119109-0.0619815j 0.00973137-0.00563026j -0.00233279+0.0120423j 
0.0153579+0.0113367j -0.0136314+0.000949225j 0.0226859+0.0108282j -0.0512118-0.0107669j 0.0111766-0.018847j -0.0082358+0.0541948j -0.0072926+0.065739j 0.0507599-0.00798584j 0.0350096+0.0118141j -0.0286463+0.0295455j -0.0320354+0.0139124j 0.0178935-0.0370237j -0.0221618+0.00780594j -0.00302207+0.0348118j -0.0165338-0.0324746j 0.0151928+0.00330636j -0.00592224+0.0191181j -0.0392873+0.0406832j -0.0118982+0.0258152j 0.00909403+0.0480075j 0.0109316-0.00289572j -0.0598335+0.0517238j 0.001986+0.022555j 0.0237701-0.0151175j -0.0252542+0.0730956j 0.0093597+0.00505928j -0.0313351+0.000468798j -0.0361643-0.0455068j 0.00183033-0.0152109j -0.00370113-0.0287267j 0.0307502-0.0674435j -0.000992715+0.00936745j -0.0105957+0.0226885j 0.00375511-0.0106951j 0.0165603+0.0157564j 0.00012544+0.00632274j -0.012787-0.0518693j 0.00782322+0.0218301j 0.0176321-0.0255068j 0.00709778-0.0384415j 0.00695218+0.0719281j -0.0284356-0.00238876j 0.00929465+0.00499278j 0.0782637+0.000878746j -0.0100816+0.000165922j -0.00553158+0.0220852j 0.0376476+0.0558029j -0.0322088-0.0174404j 0.0504997+0.0206029j 0.024884-0.0243561j -0.000165739-0.02843j 0.0168927-0.0220666j 0.0279694+0.0167338j 0.0103635+0.0441053j 0.015411+0.0177538j 0.00412653+8.68765e-05j -0.0645012+0.0492846j -0.0476692-0.0345839j 0.0222393+0.0338663j 0.0186134+0.0682514j 0.0162197+0.0657657j -0.0746264+0.00623032j -0.0143614-0.0459307j -0.0290499+0.0704681j 0.0887575+0.0646027j -0.0469109-0.00471836j -0.0378342+0.0398096j 0.0795569-0.025796j 0.124848-0.0387666j -0.0330019+0.0306723j -0.0465366-0.0625976j 0.00995741-0.0208613j 0.000833076+0.0074681j -0.00797697-0.0223193j -0.0402008-0.0407102j -0.0484733+0.0367181j 0.00292277+0.0166588j -0.00796279+0.0106369j -0.00839349+0.00173315j -0.0278162-0.0153326j 0.00325844-0.0197497j -0.0224176+0.0205108j 0.042659+0.0254735j -0.00570212-0.00390988j 0.012702+0.000880866j 0.0129608-0.0169205j -0.00519691-0.0214427j 0.00339648-0.00624716j -0.016248+0.00809446j -0.00234231+0.0115654j 0.0074428-0.0156897j -0.00686131-0.00405764j -0.0101294-0.00378166j -0.00129329-0.00231673j 0.00846535-0.00347825j 
0.00311956+0.00435443j 0.028322-0.0194239j 0.0312677-0.0776581j 0.116772+0.0365024j 0.0217207+0.0150753j 0.0351304-0.00850251j -0.040312+0.024928j -0.0320269+0.0304067j -0.0063391-0.0183234j -0.0503587+0.0505582j -0.0111215-0.0340027j -0.0498759+0.0240863j -0.000453543+0.00411519j -0.0224324+0.0105971j 0.00661698-0.00908665j 0.0350044-0.015672j -0.00474575+0.0080334j -0.00849477+0.0321118j -0.036202+0.0423378j 0.0259864-0.034221j 0.0362441-0.0183556j 0.0424471-0.00216888j -0.00362594+0.0304721j 0.0118321-0.0367786j -0.0245987+0.0242514j -1.52237e-05-0.0147572j 0.0249605-0.001881j 0.0310482+0.0454708j -0.0213818-0.0110833j -0.00871321+0.0124136j 0.00467521+0.0302444j 0.012399-0.00450523j 0.00603267+0.000253885j -0.0150023+0.0131396j -0.0057506+0.0661476j -0.00951848+0.0493715j 0.00895101+0.0365328j -0.0115806+0.00662139j -0.0337452-0.0712001j -0.0236521-0.00661621j 0.0194361-0.0305863j -0.0219912-0.0160249j 0.0211231-0.0712332j 0.00760921-0.00036756j 0.0304381+0.0312063j -0.00807132+0.0558653j -0.0129692-0.0253642j -0.00720239-0.0443115j 0.0101307-0.0164406j 0.00751886-0.0328378j 0.0441661+0.00453526j -0.031418-0.0453243j 0.0430098-0.00798883j -0.0199007+0.025113j 0.0168526+0.029806j 0.00108697-0.0551124j -0.000514303+0.0222536j -0.0376042+0.0600956j 0.0393631+0.0164671j -0.0406739+0.0499546j 0.026515+0.0637608j -0.0977163-0.0331956j 0.0418177+0.00771234j 0.0101237-0.0151109j 0.0406788+0.0154573j 0.0194698-0.0216266j -0.0259431-0.0514977j 0.0226388+0.0766641j -0.0537304-0.000614326j -0.0425129+0.0827876j 0.0194122+0.0614815j -0.0476807-0.0601825j 0.0398474-0.0241371j 0.00603407+0.0165385j -0.0193367-0.00504008j -0.0371117+0.0336383j 0.0461219+0.00423489j -0.0221652-0.00391745j 0.0055392+0.0290752j -0.0245095-0.0303409j 0.0515682-0.0240397j -0.0229955+0.102991j 0.0221762+0.0490678j 0.271393+0.000151775j -0.069975+0.166643j 0.0850634+0.164584j -0.0287126+0.0509389j 0.00445608+0.0875553j 0.022609+0.0362077j -0.00300115+0.00719407j 0.00135737-0.00928708j -0.0134024+0.00430808j 0.0153432-0.0417145j 0.0021894-0.00508729j -0.000882548+0.00228758j 
-0.00200866+0.036849j 0.0310219-0.0270623j -0.00265303-0.118969j 0.152128-0.00634926j 0.0246599+0.00038865j 0.0507384-0.0316631j -0.0322961+0.0111765j -0.0361228+0.0268919j -0.0424104-0.0158832j -0.0414779+0.0600515j -0.017557-0.0463657j -0.0441852+0.0487087j 0.00889155+0.00792947j -0.00743083+0.0192971j 0.00602433-0.0251507j 0.0275949-0.0172349j -0.0113052+0.0133779j -0.00313697+0.0275006j -0.0372072+0.0512241j 0.0386031-0.0493391j 0.0319056-0.0364714j 0.0576775-0.0575216j -0.0106637-0.00032067j 0.000445722-0.0239061j -0.00777911+0.0165413j -0.0151665-0.00981611j 0.00918689+0.0550229j 0.0585141+0.0548254j -0.00454471-0.00812721j 0.0035199+0.0342529j 0.00706591+0.0626118j 0.00897568-0.0118119j 0.0144091+0.00041442j -0.0216988+0.00298597j -0.0053912+0.0702483j -0.00756276+0.0536759j 0.0272249+0.0451713j -0.0198026+0.0176599j -0.072818-0.0439166j -0.00167958+0.034585j -0.00375659-0.0289376j -0.023444-0.0265967j -0.0240768-0.0329715j -0.0144828-0.0516452j 0.0461208+0.0345535j -0.0242676+0.0411165j 0.0140532-0.00948422j -0.00626516-0.0239525j 0.0145757+0.0142945j 0.0326749-0.0218206j 0.0486095-0.0170051j -0.0116086-0.061886j 0.0288515+0.0200575j -0.0166807+0.00564383j 0.0118804+0.0124802j -0.0120892-0.0118876j -0.00449239-0.013617j -0.0284299+0.0411193j 0.040418+0.0149063j -0.0412646+0.0342514j 0.0296111+0.0653656j -0.0834804-0.0172531j 0.0212218+0.0611882j -0.0174975-0.00749968j 0.00785046+0.0231239j 0.010551+0.00912548j -0.00194516+0.0362053j -0.0193243+0.01153j 0.0258893-0.0101629j 0.0939218-0.0371215j 0.00763197-0.0374751j 0.0364974+0.113034j -0.0741959+0.027363j 0.00608206-0.0416565j 0.0448718+0.0471388j 0.00948432-0.0571004j -0.0246921+0.0217949j -0.00172793+0.015324j 0.00425019-0.0336863j 0.0268377+0.0290679j -0.0471527+0.0548185j 0.0193352-0.0700563j -0.0541365-0.0131878j -0.212773-0.0503146j 0.0476006-0.121978j -0.0275939-0.0920593j 0.0315574-0.0820697j -0.0150003-0.0639466j 0.0269625-0.0557323j -0.00734258+0.00535705j 0.00421052+0.0186381j 0.000377473-0.00506106j 0.0219119-0.0301348j -0.000304328-0.00924346j -0.00659946+0.0100577j 
0.00664221+0.00375105j 0.0105179-0.015698j -0.00819422-0.0922222j 0.0290771+0.053849j -0.0329758+0.0412768j 0.00514769+0.00775595j -0.00191111-0.0383429j -0.08374+0.0482959j -0.0315623-0.0235791j -0.0326054-0.0549029j 0.0176289-0.0251921j -0.0279694+0.023303j -0.00265656-0.0146051j -0.0231405-0.00973139j 0.0228108+0.0185016j 0.00562749-0.00283113j 0.00232933-0.0257818j 0.0284401-0.047899j -0.000149888-0.0329606j -0.0168608+0.00707364j 0.00634991+0.016341j 0.0524893-0.0480238j -0.0290397+0.0284489j -0.0231573-0.0435561j -0.0285834-0.0218896j 0.00528672-0.0273282j 0.00534226-0.0478383j 0.0171438+0.0158519j -0.0189166+0.0366337j -0.0215267+0.018533j -0.00205898+0.0205407j 0.00741095-0.00971486j 0.00751847-0.0288206j -0.0109098+0.0121652j -0.00826397+0.0373142j -0.00682204+0.0298926j -0.0120207+0.0702892j -0.00999247+0.0173564j -0.0216204-0.00956531j -0.00316614+0.0116754j 0.0122096+0.00363775j 0.0139417+0.0753548j -0.0318779-0.0415866j -0.0115434+0.0609911j -0.000484661-0.020355j -0.00297972+0.0297683j -0.0392952-0.0296264j -0.0103674+0.0135812j -0.00790276-0.0317025j -0.0391728-0.0100259j -0.000989534+0.0403348j -0.0290478+0.0256714j -0.0181814+0.00286704j -0.0303291+0.0129863j -0.0343319-0.0372172j 0.0260399-0.00970611j 0.0216731-0.0125462j 0.0323015+0.00624026j -0.00741986-0.0241013j -0.0115072-0.0399152j -0.0530176+0.00853824j 0.055501+0.00198642j 0.0883274-0.0610661j 0.00336141+0.0164937j -0.0545008-0.03676j 0.0407869-0.024044j -0.0285116-0.0305627j 0.0902238+0.0990123j -0.0436054+0.0273937j -0.0291385+0.0198714j 0.0105634+0.00266129j -0.0299134-0.0329569j -0.00781441-0.0511383j 0.00695719-0.0249041j -0.0194573-0.0206879j -0.0340192+0.0165762j 0.051479-0.0417416j -0.0190552+0.0353686j 0.0134676-0.0196442j -0.0088855-0.0316365j 0.0406421-0.00819682j 0.00559979+0.0315727j 0.0553515+0.0351244j 0.0891133-0.0248049j -0.00855889+0.0788664j 0.0804231+0.0279501j -0.0582612+0.0335249j 0.0286013+0.0365651j -0.0117435-0.0165034j 0.000535243-0.0011873j 0.0095262+0.00244348j -0.0149916-0.00742842j -0.0123442-0.0226432j 0.010819+0.00474909j -0.00230821-0.00699965j 
0.00560178+0.131839j 0.0448063-0.0958855j -0.186165-0.0866909j 0.0314038-0.151962j 0.00101778+0.0259893j 0.0665101-0.0155539j -0.00199869-0.0499755j 0.0321633+0.0290356j -0.0977245-0.0574759j -0.0358375-0.0155437j 0.0632692-0.0185632j 0.0222173-0.0835453j 0.00500068-0.0262558j 0.0134708+0.0293302j -0.0118586-0.0187389j -0.00997188+0.0137477j -0.0244254-0.0222538j -0.0194346+0.0246408j -0.0250258+0.00215464j 0.0594774-0.0343595j -0.0208953+0.0591179j -0.0174021+0.0254132j -0.116068+0.0783192j -0.0504135+0.00526536j 0.0204427+0.0168592j -0.00931481-0.0224965j 0.016161+0.0669377j 0.0826593+0.0468455j -0.0112487-0.0575212j 0.042422+0.00124053j 0.0214619+0.00584024j -0.0117131+0.00320363j -0.0154078-0.0386991j -0.000149448-0.00854372j -0.0244821-0.00158366j -0.0243704-0.028524j -0.010053-0.00184386j -0.0265093+0.034792j 0.0645612-0.0203637j 0.0123838-0.0387017j 0.0152503-0.0313156j 0.0145039+0.0613738j 0.0109504+0.0940934j -0.000261477+0.000401274j -0.0142567-0.0437176j -0.0235532+0.0317153j 0.0323136-0.0635816j -0.0389271+0.0173211j -0.0188389-0.0296256j -0.00311727-0.014337j -0.0214606+0.0486668j 0.0130472-0.0172228j -0.00209986-0.0181037j 0.0170601+0.0411977j 0.0243981-0.00989818j -0.0337814+0.0633122j -0.0438436-0.0261264j -0.0191731-0.0766405j 0.0214585-0.00924901j -0.000537939+0.00947596j 0.00426132+0.05504j 0.0754953+0.00733908j 0.0262074+0.0100516j -0.0289586+0.0679499j 0.0695184+0.0111051j -0.0454617-0.0714209j -0.00120448+0.0477742j 0.0332183+0.0284138j 0.00854952-0.0285405j 0.0064038-0.00912095j -0.0312605-0.027564j 0.0295331-0.0172273j -0.0144905+0.0140375j -0.0354172-0.0548558j 0.00608754-0.00571804j -0.0129953+0.00914626j 0.000634032-0.00561415j 0.0214582+0.0344753j -0.00777079-0.0328708j -0.00437618+0.00114365j 0.0166459+0.00495j -0.00127499+0.00605737j 0.0363005+9.62075e-05j -0.0224393+0.0279571j 0.0227308-0.00468292j -0.0396364-0.0291325j -0.0134389+0.020129j 0.00839333-0.0029757j -0.0132066+0.0136944j -0.000707139-0.00166987j 0.00293859+0.00698829j -0.00291148+0.0130486j -0.0144813+0.0601503j -0.00385044+0.0025418j -0.00958123-0.0144891j 
0.00946267-0.151444j -0.0151351-0.0601571j 0.0874299-0.0609899j 0.0352416+0.107866j -0.00895776-0.0522461j -0.0534582+0.0112993j -0.114184+0.00266897j -0.0351122-0.0011103j 0.0333793+0.071558j -0.00573521-0.0317032j -0.00722862-0.054429j -0.0357406+0.00269492j -0.0331902-0.0320222j 0.0100632-0.00780459j 0.00145791+0.00167649j 0.0113585+0.00611412j 0.0269922-0.00551064j -0.00716525-0.0328919j 0.0208411+0.00377195j -0.0269663+0.0063109j 0.0262143-0.0163979j 0.0472177-0.00648235j 0.0866999+0.0017632j 0.0219929+0.0154026j -0.00592728-0.0358381j -0.0902575+0.0837189j 0.0486337+0.0138411j -0.0449151-0.0309399j -0.00120176+0.0516274j -0.0368212-0.0089047j 0.000143958+0.0495534j 0.0025225-0.0178245j 0.0209022+0.010442j 0.002482-0.0122625j 0.0094272+0.0879924j 0.0134529+0.0314774j -0.000983519+0.0555781j -0.000440624+0.0827676j -0.00494609-0.0460273j -0.0125752+0.0142459j -0.0143992+0.0165339j 0.0188506+0.0102602j -0.0270787-0.0581553j 0.00204189+0.0176268j -0.0392139+0.000284866j -0.0741539+0.022913j 0.00992194+0.0421138j -0.0515902-0.0274011j 0.0181044-0.0391418j -0.0158663-0.0230042j 0.0240536+0.00313068j -0.0648667-0.0277589j 0.00467003+0.00632138j 0.0219342-0.0237164j -0.0243557-0.0108222j 0.0245668+0.0114725j -0.0357756+0.00799582j -0.0161942-0.0521417j -0.0237838-0.0301692j -0.00491041-0.0443969j 0.00342748+0.00900168j 0.0881163-0.0157315j 0.0632762-0.0227331j 0.0144924+0.0159331j 0.0186664-0.0294617j 0.00402005+0.0197866j -0.0560385+0.021339j 0.0302195-0.00519592j 0.0582699-0.0237874j 0.0691698-0.044602j -0.0267049-0.0740597j 0.0714472+0.0416704j -0.0189625-0.0053571j -0.0130532-0.0251598j 0.00642277-0.0124726j -0.0114041+0.00792895j -0.0113165-0.0129535j -0.00299787+0.00314239j 0.000959243-0.00255585j 0.0160051-0.0169952j -0.0472427+0.00463393j 0.028982-0.0525422j -0.0178925-0.0169386j -0.0985967-0.00884179j 0.00415856-0.0658807j -0.0147474-0.0364282j -0.00524995+0.00261739j 0.00312604-0.0340267j 0.0047112+0.00369971j 0.00495543+0.0130872j 0.0128468-0.0198523j -0.00434364+0.0180184j -0.000658893-0.00457471j -0.00109302+0.000450112j 0.00816002+0.00546515j 
0.00818058-0.0911064j -0.0557866-0.245327j 0.00582223+0.00229075j 0.0456991+0.00445253j 0.100184-0.0758845j -0.0701111-0.0685593j -0.145305-0.0475507j 0.0752155+0.0298761j -0.0542434+0.0723077j 0.0928409+0.0279539j 0.0203251+0.0195408j -0.0067421-0.0161017j 0.0124497+0.00270535j 0.0315068-0.0027747j -0.0414463+0.0135026j 0.00141078-0.00542755j 0.000463313+0.0600799j -0.00214463-0.0259129j 0.00704064+0.0404134j 0.000679122-0.0219975j 0.0181969+0.00132147j -0.0374008+0.0836232j 0.0499204+0.0510089j -0.0498321+0.116832j 0.0565586-0.0167736j -0.145196-0.00734416j 0.132391-0.0272069j 0.0409475-0.0849203j 0.000392062+0.0322356j 0.00278077-0.00295625j -0.0195183-0.021469j -0.0135683-0.00385117j 0.0308042+0.0383871j -0.0110262-0.000551628j -0.0269526-0.0591507j -0.0118402-0.012683j -0.028353+0.021339j 0.00265015-0.0638408j 0.0812163-0.038374j -0.0263036-0.00376518j 0.046631-0.0651237j -0.0114818-0.0297902j -0.00241083+0.0499635j 0.0311676-0.00734531j 0.00131282+0.00960426j 0.024929-0.0602978j -0.0128048-0.0235744j 0.0333598-0.0144383j -0.0120594+0.00359956j -0.00268384-0.0253215j -0.00548976+0.00660373j 0.0383793-0.0302734j -0.00587029-0.0132407j 0.023819-0.0213893j 0.00311485+0.0186984j 0.00170419-0.0354978j 0.0502718-0.0173074j 0.0206402-0.00519769j 0.0117569-0.0092222j 0.00165641+0.0249491j 0.0466854+0.0165589j -0.000903129+0.0117186j -0.00742118-0.0227955j -0.00640807+0.0334947j -0.0153823-0.0185194j 0.00371884-0.0169719j 0.0373682-0.0126168j 0.0326823-0.00686341j -0.000451771+0.00581133j -0.0173762+0.00299145j 0.0161157+0.0275179j -0.0230994+0.000680428j 0.0572159+0.00876581j -0.00169345+0.0210655j -0.015758+0.00215175j 0.0111822+0.0380029j -0.0158993+0.007896j 0.00628502-0.0121288j -0.0205516+0.0251777j -0.0248187+0.00121758j -0.0057327-0.0407718j 0.0259266+0.019938j -0.0221981-0.0282335j 0.0629183+0.00271013j -0.00924465+0.012623j -0.0170868+0.0243259j 0.0299558+0.0236154j 0.00492986-0.0184104j 0.0122979+0.0466866j 0.00922595+0.0161555j 0.00665751-0.0161317j 0.0153698+0.0183319j -0.00119289+0.0488718j 9.8981e-05-0.00228333j 0.00546537-0.00849709j 
0.0952261+0.219306j -0.0609309-0.0933884j 0.146812-0.0241357j -0.0831423+0.158543j 0.123997+0.00954736j 0.0310531-0.0337155j 0.0097348-0.0903013j -0.0574886+0.0417601j -0.110208+0.02172j -0.0368866+0.0274243j -0.0175302-0.00437916j -0.0345087-0.0177654j -0.00732985+0.00675247j 0.0198468+0.0232314j -0.0148049-0.0153975j 0.00620319-0.00873127j -0.0550321+0.000215908j 0.0616493-0.0116674j -0.0223793+0.0197228j -0.0124954+0.00885655j 0.0202677-0.010843j -0.0410001-0.0298876j -0.0444479+0.0736626j -0.105583+0.00698282j 0.00770687+0.000715863j 0.0298542-0.070619j -0.0178046+0.0631979j 0.0745656-0.0485221j -0.0280352+0.0834758j 0.0278044-0.0491391j 0.0291355-0.0328109j -0.00167516-0.0189726j 0.0200789+0.0912686j -0.0110679-0.0173079j 0.0138408+0.0072247j -0.0276637-0.0381737j -0.065957-0.0399939j 0.00998955+0.0193938j -0.00321824+0.0328732j -0.0100865+0.0241589j 0.0352679+0.0224027j 0.0337696-0.029736j -0.090325-0.0545839j 0.0208274-0.0388871j 0.00970132+0.04523j -0.0305401-0.0183939j 0.0538338+0.0254181j -0.00642375+0.0146532j 0.0354164+0.00279387j 0.0169602+0.0158018j -0.0326836-0.0244982j 0.0248955+0.0140833j -0.00516814+0.0315655j -0.0208032+0.00965033j 0.028733-0.0341873j -0.0167187+0.0242581j 0.0477438+0.0583789j -0.0340878+0.0462424j -0.0181561-0.0415916j 0.0151118-0.0300618j -0.0109068-0.0132738j 0.0145114-0.00627928j 0.0348087+0.000445832j 0.0119102-0.00579375j 0.0195828-0.0368171j -0.00502893+0.0432589j -0.0126128-0.0133728j 0.00448202-0.0185505j -0.000686061+0.0164586j 0.0170729+0.00664282j 0.00854475-0.0135978j -0.000331849+0.00532571j -0.0306121+0.0209206j -0.00533475+0.00351078j 0.0223765-0.00862869j -0.00260755-0.0141761j -0.00376033-0.00106347j 0.00931908-0.0186907j -0.000780719-0.00628745j 0.0181772+0.0113625j -0.000654536-0.000776522j -0.00388875+0.00192098j -0.0101046-0.0135264j -0.0162438-0.0185119j 0.00672749-0.0256598j -8.55975e-05+0.0197689j 0.0196768-0.0209939j -0.00559452-0.00336471j 0.00433324-0.0220334j -0.009865+0.00661691j 0.000404345+0.0173216j 0.00318018-0.028854j 0.0323257-0.0343614j 0.0176019+0.000100873j 0.00311348+0.00624889j 
