0.00646317-0.00284365j 0.000822851-0.0159303j -0.00396577-0.000290107j 0.00368781-0.0138585j 0.000743923+0.00313398j -0.00200554+0.00124677j -0.000728778+0.000761627j -0.00114398+0.00326049j -0.00183485+0.00424544j 0.00247465-0.0112893j 0.00203658+0.00737482j 0.00252642-0.000600368j 0.000873888+0.00623484j 0.00135591+0.00164453j -0.00228184+0.0012422j 0.00287282+0.00166259j -0.00266961-0.00639236j -0.00017201+0.00617357j -0.000693445+0.00426j -0.000710137-0.00578026j -0.000605451-0.00215588j 0.000256554+0.00153579j -0.00233299-0.00696598j 0.000854126-0.00411449j -0.00297631-0.00655932j -0.000621182+0.0027428j 0.000406003-0.00565141j -0.000339101+0.00487995j -0.000784619+0.00846315j -0.00139205+0.00639516j 0.000806747-0.00135334j 0.000393381-0.00482477j -0.00299482+0.0187054j -0.00214184+0.00862289j -0.00341867-0.00268211j -0.000673264+0.018852j -0.000476751-0.0128717j 0.000343715+0.00501065j 0.000588605+0.01879j 0.00264801-0.00251517j 0.000550039+0.00573477j -0.00234915-0.0107582j 0.000610521+0.00708589j -0.000484995+0.00971345j 0.00175771-0.00368976j 0.000133998+0.00503175j -0.00112206+0.0110846j 0.00259401+0.0157269j -9.08255e-05-0.00424999j 7.98807e-05-0.00346556j 0.000203273-0.00268089j -0.000609325-0.0124623j 7.41447e-05+0.00229012j -0.00136812-0.00146666j 0.00229323-0.0242212j -0.00392599-0.0161181j 0.00161497-0.000351001j 0.00351923+0.00159955j -0.00217353-0.00191661j 7.75503e-05+0.00303721j -0.00044388+0.00131329j -0.00119721-0.000939014j 0.00149052+0.00430187j 0.00604581+0.00152245j 0.00225356+0.0160006j 0.00115509-0.0144999j 0.0307721-0.00861998j 0.00482318+0.0217482j 0.0272218+0.012906j -0.00886576+0.305264j 
-0.00122357-0.00715975j -0.00186654+0.000486351j 0.00284275+0.00899505j -0.000729042+0.0252354j -0.000281843-0.0315416j 0.00306722+0.0130427j 0.00514696-0.00722525j -0.00166866+0.0350354j 0.00520894-0.0160907j 0.00608649+0.0274428j -0.00385042-0.022387j 0.00555678+0.00293811j -0.00712906-0.0285817j 0.00369132-0.0175742j -0.00528462-0.0170156j 0.00231428-0.0081429j 0.00466854-0.00595378j 0.003337+0.00693459j -0.00181969-0.0191211j 0.00446605-0.00212736j -0.00137585+0.00382627j -0.0043275+0.00364507j -0.00089127-0.0387523j -0.00208852+0.0334868j 0.00349452-0.00925781j 0.00378767+0.0164836j 0.002879+0.0100467j -0.000931348-0.0211237j 0.00799836+0.0325935j 0.0021756+0.0136797j 0.00131269+0.0216883j 0.00437359+0.0048451j -0.00146713-0.0469265j -0.00187197+0.0618736j 0.00070312-0.00726382j 0.00339455+0.0139056j -7.53525e-05+0.0144168j 0.00105306-0.0307773j 0.00236735-0.00667468j -0.00215828+0.0136215j 0.00037732+0.0229837j -0.00178408+0.00237583j -0.00269246+0.0494236j 0.000342639+0.0588655j -0.00123243+0.0255348j 0.00109912+0.0141953j -0.00296495-0.038249j -0.00208056+0.00258257j 0.00102236-0.0351539j -0.00673937-0.00266667j -0.0103903+0.0357445j 0.00748341-0.0307185j 0.00682028-0.0273254j 0.00133846-0.0684142j -0.000535703-0.00295258j 0.00736498-0.0139635j -2.92619e-05+0.0786485j 0.00745981+0.0705308j 0.00107133-0.0686225j -0.000991785+0.0189034j -0.000421976-0.0106441j 0.000698933-0.0442081j 0.00104555+0.0600747j -0.00092404+0.00406408j -0.00144248-0.0470432j 0.00106531-0.011325j 0.00502449-0.0184864j -0.00210757+0.0621088j -0.00532017+0.00450998j 0.000674705-0.0202263j 
-0.00108414+0.0033344j 0.000607901+0.00261975j -0.000952293+0.00777452j -0.00228993-0.00481199j 0.00109072+0.0100323j 0.00073858+0.00589451j 0.0016727-0.0106611j -0.00184005-0.000128076j -0.000450335-0.0015143j 0.000536193+0.0129535j 0.00218951+0.0188754j -0.000842955-0.0398393j 0.00219255+0.0287249j 0.000535651-0.031035j -0.00054086-0.0164453j -0.000837013+0.0596946j 0.00541442-0.000842486j -0.00365911-0.0283022j -0.00163049+0.00205984j 0.00166783+0.0106445j 0.0020175+0.0145729j -0.00170837+0.00086803j -1.14141e-05+0.0123923j -0.00255249+0.00489329j -0.00119759+0.00638984j 0.00188041+0.0160629j 0.00538742+0.0268793j 0.00327102-0.0151816j -0.00285786-0.00903234j 0.00119597-0.025929j -0.00342794+0.03474j 0.00643279-0.00508955j 0.00714787-0.0538178j -0.00418905+0.0139556j 0.00121606-0.0580873j -0.000880362-0.0307893j -0.00385754+0.0208656j 0.00390908-0.00658606j 0.00386917+0.0318797j 0.00344082+0.0707005j 0.000600593+0.0169422j -0.000139783+0.00628807j -0.000304156-0.0114555j 0.00150223+0.00324092j -0.00935501-0.00282373j 0.00283201-0.0092561j -0.000403679+0.0242355j -0.0026349+0.0147379j -0.00366116+0.00233717j 0.0017584+0.0145735j 0.00431881+0.0228784j 0.000264546+0.00680385j -0.00553794+0.00119526j 0.00618387-0.0254811j 0.00148023+0.0549183j 0.00197053-0.0232341j 0.000849758+0.00662406j -0.0057528-0.0195263j -0.000491067+0.0335726j -0.000905411-0.0103394j 0.000977195-0.00867389j -0.00460837+0.0238695j -0.00243886-0.0291781j 0.00225889-0.00399825j 0.000988144+0.0255216j -0.00285957+0.013254j -0.00397456+0.00758471j -0.000260977-0.035932j 0.00197245-0.00102305j -0.00114583+0.0131554j 
-0.000291563+0.0042574j -0.000627238-0.00160956j 0.000710204+0.000232033j -0.00122673-0.00657196j -0.000523508+0.02236j -0.00160263+0.0139818j -0.000392077-0.0103354j -0.000389188+0.00489945j 0.000520102+0.00859283j 0.00308088+0.00193089j -0.00233783+0.0149554j -0.00103604-0.00731582j 0.00718385-0.00258508j -0.00353418-0.0346391j -0.00453686-0.0240864j 0.00637259-0.0278088j -0.00172042-0.00248237j 0.000802727-0.020359j 0.00364578-0.00334949j -0.0010311+0.00207863j -0.000222701-0.000398921j 0.000617445-0.028866j 0.0011196-0.0572009j -0.002368+0.0155489j 0.000274121-0.0105633j -0.000147354-0.0226694j 0.00309249-0.00437874j 0.00337155-0.00417536j 0.000704356+0.0454227j -0.00253891+0.0500103j 0.0044413+0.00750968j 0.00517696-0.0135064j 0.00538038+0.00551j 0.00406116-0.0222244j -0.00214741+0.0289485j 0.000479636-0.0361969j 0.00131455-0.0498612j 0.00530989-0.00614167j -0.00299289+0.0112253j 0.00188476-0.00911512j 0.00191927-0.0300592j 0.00191885-0.0514514j -0.00344738-0.0323836j -0.00601086-0.00211804j 0.00458622-0.0237875j 0.0101475-0.0242037j -0.00505652+0.0613396j 0.00909805-0.0392849j -0.001969+0.0183491j 0.00400023+0.0227291j -0.00782643-0.0101373j 0.00430443-0.042217j -0.00475729+0.0154317j -0.00381076+0.047413j 0.00173211+0.0626974j -0.00130088+0.000777527j -0.00531228+0.0538151j -0.00442014-0.0217628j 0.00784111-0.0611203j -0.00349973+0.00505363j 0.00150035-0.00739161j 0.00584868-0.0421356j 0.00265219-2.23774e-06j -0.00431808+0.0647326j -0.00755343-0.0105157j -0.000997082-0.0661788j 0.000156793+0.0182334j -0.00284012+0.0306608j -0.00324906-0.00638714j 0.00019521-0.00890356j 
0.00202026+0.000918104j 4.82756e-05-0.0065507j -0.000570286-0.000574156j 0.000566749-0.00522253j -0.00152353+0.000603853j 0.000269994+0.00558841j 0.000265426-0.00414284j 0.000437791+0.0270553j 0.00100764-0.028572j -0.000857416-0.00378354j 2.76892e-05+0.00459391j -0.000673737-0.0103311j 0.00108744+0.0211523j 0.00070392-0.0152639j 0.00255466+0.0103079j -0.00075995+0.00788579j -0.00352654+0.0135038j 0.000874978+0.0209122j -0.00214197+0.000235663j -0.00113469+0.00222868j 0.004649+0.0158592j 0.0061155+0.000245176j 0.00437676+0.0333319j -0.0030802+0.0490542j -0.0045757-0.0645411j -0.0031964-0.0465015j 0.0018449+0.00839607j 0.000718596-0.00187936j 0.000388699-0.0622821j 0.00363861-0.0162286j -0.00256975-0.0231867j 0.00239007-0.0453346j -0.00170393+0.0120822j 0.00298369-0.0411653j 0.00455427+0.0709707j -0.00444546-0.0413838j -0.00198954-0.00384173j 0.00588361-0.079469j -0.00430086+0.0308409j 0.000588797-0.0176264j -4.07259e-05-0.00723325j 0.007233+0.028285j 0.000880837+0.00421186j 0.00417764+0.0320288j -0.000918785-0.0167363j -0.00217538-0.0076753j -0.000774692+0.0317907j 0.00279661-0.00763795j -0.00378737+0.0108016j -0.00459051-0.027007j -0.010207+0.0284757j -0.00255559+0.00161743j 0.000555809+0.018622j -0.00264459-0.000205043j -0.00354368-0.025067j -0.00497063+0.0804002j -0.000544056-0.000209517j -4.22031e-05-0.0295886j 0.0028203+0.000617606j -0.00141731-0.0018568j -0.00226814-0.0067313j 0.00137294+0.00493489j 0.00138112-0.00660559j -3.75704e-06-0.0392572j 0.00477976+0.00141378j -0.00306663+0.000719633j -0.000240829+0.0351351j -0.000725394+0.0112714j 0.00187724-0.0148658j 0.00277374+0.00655219j 
0.00012383-0.00116884j 0.000315794+0.00555688j 0.00222684+0.00321907j 0.00134158+0.0166945j -0.000157222-0.0266734j 0.00265428+0.0156817j -0.0012217-0.0135695j 0.00327556+0.0217685j -0.00129274-0.0141877j 0.00199042+0.0327385j -0.00162666+0.0199783j 0.000718155-0.0182j -0.00359222-0.00706064j -0.00283117-0.0161156j -0.000355231+0.00588576j 0.00306093+0.0426345j -0.00337597-0.0410065j 0.00529417-0.0222615j -0.00214349-0.00553216j -0.00235379-0.0540322j -0.00766195-0.0155115j -0.00212043-0.0393776j -0.000395295+0.00873965j 0.00692604-0.00594593j 0.00139778-0.0124308j -0.000193042+0.0143887j -0.000803023-0.0222354j 0.000427879+0.0295246j -0.00391063-0.00267652j -0.00667631+0.0684591j 0.00693971-0.0471402j -0.00194757+0.0662731j -0.00656884+0.00978369j 0.0120218-0.0706642j -0.00316949+0.0168457j 0.0017894+0.0850795j 0.0028577-0.0260653j -0.00936199+0.0177207j -0.00488555+0.0035772j -0.00640282-0.029674j -0.00353831-0.0586995j -0.00303379-0.0355951j -0.00229911+0.0267517j -0.00150235-0.0170704j 0.00050085+0.0309514j 0.00315532-0.0396424j 0.000191884-0.065746j 0.000293881-0.011186j -0.00311806-0.0220081j 0.00186213-0.0132168j -0.00482402-0.00885447j -0.000668359+0.00408363j 0.000696173-0.0268818j -0.00322177-0.00673452j 0.00138373-0.0495372j 0.00261218-0.00707179j 0.00167201-0.0192932j 0.00253788+0.0251657j -0.00217661-0.013487j 0.000559364+0.005855j -0.00146722+0.00960679j 9.88365e-05-0.00998385j 0.00573869+0.0246489j -0.00222854+0.0159613j 0.00144923-0.0369385j 0.00379437+0.0141117j 0.00273178-0.0253358j 0.00123564+0.016212j -0.00151804+0.00793094j -0.000125534-0.00964805j 
0.00194129-0.00112148j -0.000761065-0.0119306j -0.000161939+0.0101082j -0.000780874-0.0163548j 0.00105358+0.0235042j -0.00459079-0.0217122j -0.00606505+0.000595654j 0.000265229-0.0165079j -0.000681409+0.0147634j -0.00312678-0.0113803j 0.000238876+0.0408152j -0.00134906-0.0169521j -0.00309831+0.0130298j 0.00518394+0.00415024j -0.00512217+0.0293863j 0.00157796-0.000428158j -0.00632931+0.0189418j 0.000399303+0.0326343j 0.00128888-0.0202538j -0.00244918+0.0233131j 0.00524627+0.00820204j -0.000810683+0.0411328j -0.00886463-0.0116596j 0.00260113+0.0470449j -0.000954627-0.0464545j -0.00361326+0.0262254j -0.000575174-0.0124681j 0.000233752+0.0126243j 0.00745097+0.0158401j 0.0041279+0.0749106j -0.00273061-0.0721035j 0.00698439-0.0171901j -0.00385049+0.0113832j -0.00328774+0.0550125j 0.00325689-0.0891331j 0.00882582+0.0254952j -0.00379415-0.0276988j 0.0049837+0.0432335j 0.00122984+0.0118552j 0.00466496+0.0115527j -0.00791833+0.0494471j 0.000718435+0.0507614j -0.000941847+0.012176j -0.00419127+0.0104246j 0.00633058+0.00812816j -0.00293391-0.00128012j 0.000642972+0.0142825j 0.00225045+0.000482515j -0.00256127-0.00131609j 0.0013799-0.0101133j 0.00113813+0.0156375j 0.000106774-0.0265015j -0.00337196+0.0216807j 0.000221028+0.0236336j -0.00244131-0.021791j -0.000106925+0.0277928j 0.00372333+0.0118004j -0.00370689-0.0809052j 0.00242894-0.0404812j -0.00143783+0.00885378j -0.00154045-0.0106253j 0.00309266-0.0116289j 0.000784945-0.0110081j -0.00301289-0.0719167j -0.00239556+0.00369609j 0.00365047-0.0675128j 0.00488467+0.0253377j -0.00544622+0.0884627j -0.00247319-0.0241497j 0.00372956-0.024618j 
-0.00190949-0.000281504j -0.000513554+0.00499436j 0.000493361+0.00349876j -0.00198579+0.00624583j 0.000244209+0.0148919j 0.000370998+0.0127375j 0.000753304-0.00300052j -0.00161261-0.00968682j -0.000962645-0.0408636j 0.000136924+0.00977089j -0.00138959-0.0503756j 0.000453597+0.0449322j -0.00249749+0.0187811j -0.000860483-0.0232682j -0.00133163+0.0528121j -0.00151179+0.0230948j 0.00323649+0.0027773j -0.00169193-0.027955j -0.000613077+0.00832687j 1.78574e-05-0.0357838j -0.000931275+0.000692691j -0.00294208+0.0516516j -0.00183911-0.0442622j 0.00501971-0.00645939j 0.00256568-0.0150543j 0.000100625-0.029779j -0.00576651-0.00670812j 0.00239929-0.022884j 0.00191899-0.0217444j -0.00745712+0.00700235j 0.000376599+0.00970198j 0.00302347+0.0318313j 0.00281208-0.0120543j -0.00265486+0.018435j -0.000694832-0.0806067j 0.00451157+0.0196264j -0.00145033-0.00768781j -0.00471566+0.0140188j -4.37398e-05-0.0128079j 0.0026077-0.0141832j 0.000103906-0.0202808j 0.00129554-0.0419529j -0.00203119+0.00568857j -0.000953204-0.0126973j -0.005574+0.0095191j 0.000150304+0.00419809j -0.00523695+0.0034641j 0.000367553+0.00628401j 0.00198491+0.00663274j 0.00277482-0.00396161j -0.00140356-0.00978651j 0.000917429-0.000158221j 0.000672522+0.00813603j -0.00229519+0.01843j 0.00494164+0.0280507j 5.28266e-05-0.00967596j -0.00321483+0.00317951j -0.000610268+0.0190861j 0.00114594+0.00155753j -0.000184434+0.00055101j 0.000100442+0.0074936j -0.00228072-0.0105742j 0.0010466+0.00196467j -0.00292624+0.0508046j -0.00315302-0.0170854j -0.000485925-0.0112666j -0.00250948-0.011433j -0.000179917-0.0116643j -0.00210075+0.00752561j -0.00136424-0.00345j 
0.000557902-0.000443714j -0.000587965-0.00619506j 0.00120346+0.0028873j -0.000952139-0.00380423j -0.0017977+0.0118551j 0.00010503+0.0028017j -0.0013512+0.0224116j 0.000708856-0.00607858j 0.00268296+0.00792005j 0.000259554+0.05772j 0.00193762-0.0202306j -0.00243699+0.0200718j -0.00784226+0.0243004j -0.00166638+0.0134502j -0.00748103-0.0788219j -0.0038935-0.00976706j -0.00350871+0.0107416j 0.00168083+0.000743199j -0.000130056+0.00780938j -0.0104039-0.0227414j 0.00268096+0.0436072j 0.00119531+0.0204708j -0.00157884+0.0201153j 0.00104893-0.00391835j 0.00131733-0.0772017j 0.00380149+0.0485455j -0.00622301+0.0045301j -0.00474853-0.00684959j -0.00454443-0.00683674j -0.00172159+0.00862292j -0.000297197+0.0181789j 0.00223721+0.0440215j 0.000935061+0.0433298j 0.00571566-0.00926104j -0.00203179+0.0143285j 0.00195138+0.0340363j 0.00110051+0.0122959j 0.000816118+0.0330186j -0.00216078+0.00628114j -0.00290963-0.0137375j -0.00216664-0.0219881j -0.000989129+0.0294504j 0.00554777+0.00382084j -0.0027148+0.0233123j -0.00182222-0.0113224j -0.00425827+0.0514392j -0.00448567+0.0403128j 0.00120575+0.00945544j 0.0111254+0.0356233j -0.00080012-0.037025j -0.00261343-0.0117952j 9.29779e-05-0.0106964j -4.30892e-05+0.0333119j -0.00662785-0.0173855j 0.000549682-0.00296604j -0.00353755+0.0240153j -0.00534925+0.0395423j 0.0012783-0.00473646j 0.00167021-0.0256978j 0.0017675+0.00558827j 0.00124297-0.00970283j -0.000422774-0.0133532j -0.00491226+0.00933388j -0.00410439-0.00975285j -0.00188974-0.0284109j 0.000289835-0.0440893j 0.0010568+0.0165376j -0.00322112+0.0438636j -0.0024684-0.0120301j 0.00220926-0.015167j 
-0.00185681+0.000178912j -0.000713388+0.0023493j 0.000239285-9.38444e-05j -0.00152832+0.0184833j 0.000957261-0.00564232j 0.000245435+0.00954581j 0.00163721-0.0117996j -0.00377726-0.0111521j -0.00282889+0.0512945j -0.00283992+0.0219159j -0.00591308+0.00761651j 0.00323348+0.0228272j -0.00408108-0.0728056j 0.00318214+0.00996079j 0.00361662-0.0112722j -0.00302165+0.0705129j 0.00521179+0.00245707j -0.000626745+0.0564381j -0.00160877+0.00689358j 0.001207+0.00354198j -0.00435987-0.01279j -0.00673612+0.0149981j -0.00447871-0.0114842j 0.006816+0.00437361j 0.00354382+0.00418276j 0.00090799-0.0738728j -0.00103311-0.020951j -0.000159598-0.0254061j 0.00123059-0.0256248j -0.00222873-0.0271507j -0.000590505+0.024657j 0.00434713+0.0132016j 0.00125102-0.046664j -0.00883725-0.00529925j 0.00426194-0.0672631j -0.00221975-0.00169065j -0.00380194-0.0376893j -0.00478253+0.0190217j 0.00558938+0.0304208j 0.00653919-0.0332086j 0.00197523-0.000119405j 0.00184959-0.00352167j 0.0013066+0.0161388j -0.00101888+0.015663j 0.00166095+0.02801j -0.00320049+0.00140365j -0.00260998-0.00655851j -0.00304516+0.0476753j 0.00293335-0.0226328j -0.00392705-0.0303306j -0.00735654+0.00956109j 0.000373265+0.0082016j -0.00482561+0.0244149j -0.00331319+0.0464117j 0.00616515-0.00727206j -0.00128476+0.0189899j -0.00237725-0.0311569j 0.00381988+0.0135314j 6.598e-05+0.00634689j 0.00171628-0.00323313j -0.00133127+0.0141889j 0.00316217-0.0126902j 0.00233784+0.0140124j -0.00495956+0.06836j -0.00203387-0.0256056j -0.00186477+0.00461001j -0.00437209-0.00910093j 0.000943922-0.0270339j -0.00207601+0.0143523j -0.00171634-0.00262691j 
-0.000948456-0.0103815j -0.00143161+0.00340743j -0.00200967+0.00910624j 0.00213851+0.00411164j 0.00122213-0.0062287j -0.000893721+0.0131171j 0.00226891+0.015548j 0.00171414-0.000220926j 0.00130852-0.000752976j -0.000655532+0.0201148j 0.00503805+0.0296688j -0.00887376-0.025304j -0.00297342-0.0372816j 0.000244107-0.0197019j -0.0031423+0.0177742j -0.00325572-0.0216171j -0.00521369+0.0520768j -0.00635937-0.0469276j -0.0024239+0.0291963j 0.00292743+0.0196542j 0.00180353+0.0907692j -0.00309063+0.0303909j 0.00198862+0.011372j -0.00050628-0.0553911j -0.00245614+0.0451082j -0.00179621-0.0416084j 0.00224785+0.0665568j 0.00198812-0.0248752j -0.00324894-0.0288493j 0.00287737-0.0367578j -0.00450993-0.0730898j -0.00614331+0.0194488j 0.00741766-0.00309663j -0.000997156+0.0119075j -0.00091776+0.000525176j 0.002584+0.0363988j -0.0107416-0.00566855j -0.00479877+0.000756663j -0.00804648-0.0165786j -0.000343095+0.00661407j -0.00481391+0.0265987j 0.00431273-0.00663526j -0.0012507+0.0292642j 0.000411952+0.0347966j -0.000343725-0.0259571j -0.00583485-0.0016164j 0.00883078+0.0146632j 0.000875463-0.0354472j 0.00110175-0.0350573j 0.000204982-0.00805329j -0.00292827+0.0352252j -0.000856204-0.00638549j 0.00117409-0.021748j 0.00315933-0.0212103j 0.000889613+0.0230898j 0.00225646+0.00231989j 0.00382279-0.00115836j -0.000813035+0.017722j -0.00107789+0.0214787j -0.000854898-6.12088e-05j -0.00028488-0.00276261j 0.000735435+0.00960019j 0.00666645-0.00181926j 0.0060411-0.00510633j 0.0020099+0.0159271j -0.00234285+0.0591226j -0.00135047-0.00965314j 0.00219766-0.0321014j 0.00149272+0.011967j -0.00118302+0.00715488j 
0.000979477+0.0139917j 0.00175241+0.00227336j -0.000180921+0.00616908j -0.000333467-0.014283j -7.86496e-05+0.00501625j -0.000224651+0.0368367j -0.000925777+0.0351616j -0.00244958+0.010074j 0.00403937-0.00348868j -0.00119571+0.0233492j -0.00131694+0.030008j 0.00486938+0.0615774j 0.000877297-0.03177j 0.0051042-0.0489986j 0.00597612+0.0384296j -0.00104905-0.00189944j -0.00249325-0.0141389j 0.0071371+0.0175258j 0.00618205-0.0526961j 0.00882881+0.017222j -0.000953519-0.0141776j 0.00101401-0.0580781j 0.000829432+0.0619068j 0.000925911+0.0222501j -0.00186393+0.02384j -0.00171196+0.0619695j -0.000175942+0.00723013j -0.00429262+0.0264887j -0.000282889+0.0275025j 0.000719848-0.0137715j 0.00475776+0.00446666j -0.000416521-0.0419253j -0.00700919+0.0349689j -9.24573e-05-0.000868582j 0.000224158-0.0231495j 0.000679086-0.017102j 0.00271337-0.00309677j 0.00193608-0.0591951j -0.00136038+0.023769j 0.00766372-0.00279129j 0.00284415-0.00595875j 0.00666874-0.0539929j 0.000279311-0.00860421j 0.000774016-0.00908248j 0.000374941+0.00198735j 0.00455774-0.0121358j -0.00419304+0.00773945j 0.00382251+0.0220084j -0.00215259+0.00763551j -0.00170099+0.00791155j -0.00111296-0.0158998j -0.00085593-0.0122587j -0.00164162+0.0248866j -0.000896918+0.0304299j 0.00210782-0.0398573j -0.00564284+0.00648985j -0.00262633-0.000190634j -0.00074343-0.0270559j 0.00351029-0.0055001j -0.00226624+0.00039557j -0.00231439+0.0047837j 0.00102614-0.00544517j 0.00132837-0.00770452j -0.00574913+0.00674758j 0.00112353-0.00790399j -0.000565306-0.0107948j -0.00252731+0.018648j -0.000212953-0.0120158j 0.000594636-0.00521554j 0.000467389-0.00100054j 
1.86436e-06+0.0115012j -0.00156457-0.00107986j -0.00141751-0.0129346j 0.00124333+0.00250588j -0.000683956+0.0203773j -0.00229701-0.0147222j 0.000412024-0.0232387j -0.00199783+0.00260038j 0.00838833-0.0158213j -0.00198034+0.0249523j -0.000794235-0.0744833j -0.00464207-0.0594014j -0.00164814-0.072413j 0.00224005-0.0303985j 0.00200587+0.0315562j -0.00531843-0.0125976j 0.00175122-0.0068434j 0.00239061+0.00495932j 0.00340903-0.0466888j -8.91703e-06-9.74981e-05j -0.00283127+0.0208564j -0.00322776-0.0197887j 0.00309692+0.058278j -0.010745+0.051061j -0.00764999+0.0290894j 0.00535225+0.0173496j -0.00291734+0.0279441j 0.00121487-0.00917824j -0.00693986+0.03943j -0.00558736-0.0762723j -3.09795e-05-0.0285076j -0.0023509+0.00309791j 0.00279226+0.0794707j 0.00289271-0.0467049j 0.00244152-0.0428546j 0.000654091-0.00493158j 0.00147201+0.00290515j 0.000786637+0.00721886j -0.00348144+0.0111199j 0.00964168+0.0122083j 0.0067407+0.0161739j 0.00700989-0.0132821j -0.00187813-0.0155465j -0.00666715-0.0247588j 0.00300081+0.0064217j -0.00154867+0.000581258j -0.00301506+0.0289877j 0.000570946+0.0246858j 0.000104254+0.0214869j 0.00459303+0.0129442j 0.00273139-0.00802534j 0.000509275+0.00508579j -0.00232447+0.00552756j 0.00222676+0.0361891j 0.00279405+0.0446926j -0.00523089-0.00164626j -0.00737794+0.0236871j -0.00230735-0.0121075j 0.00279432-0.00607802j -0.000339809-0.00042756j 0.000756219+0.00366498j 0.00508947-0.0219574j 0.000748273-0.00395771j -0.00552564+0.0590133j -0.00410491-0.0331201j 0.001354-0.0294309j -0.00518903+0.0044647j 0.00157971-0.0252666j -0.00204285-0.00362499j 0.000428234+0.00218882j 
-0.00125504+0.0017477j 0.000805783+0.0062628j 0.000880404-0.013787j -0.00213621+0.0105917j -0.000379012-0.00617493j 0.00269209+0.0130004j 0.000665028-0.0298215j -0.000601463+0.0352649j 0.00209204+0.0376478j -0.00250715-0.0105128j 0.00929+0.0057534j -0.000731497+0.00577626j -0.00213714+0.0164334j -0.00101764+0.0398427j 0.00263141+0.0424131j -0.00475825-0.0402054j -0.00478877-0.0262526j -0.00324093-0.0666349j -0.00576097-0.0202921j 0.00196339+0.0497098j 0.0027819+0.0574954j 0.00643779+0.0711092j 0.00717941+0.0377473j 0.00504449-0.034823j 0.00317968-0.0513001j -0.00668521+0.0730709j -3.52754e-06+0.0109556j -0.0106456-0.00279657j -0.000328273-0.0387955j -0.000765506-0.0134177j -0.00899847+0.0499856j 2.60039e-06-0.0219631j -0.00294701-0.0196394j 0.00122069-0.0438211j -0.00043531+0.00761246j -0.00407606-0.01378j -0.00852471-0.0208172j -0.0029214+0.00846727j 0.00295705-0.0103461j 0.00292345+0.021285j -0.00347305-0.00344779j 0.00179204-0.0394368j -0.000709211+0.00721464j 0.00148575-0.0043127j 0.000958511+0.001464j 0.00707792-0.0155077j -0.00379932-0.00722793j -0.000990902+0.0103151j -0.00274726-0.00430164j -0.00238091+0.00115539j -0.000897881-0.00208492j 1.49564e-06-0.00663871j -0.000554633+0.00269782j -0.00316647+0.00943296j 0.00198619-0.0311246j -0.00339983+0.0217384j -0.00195231-0.010272j 0.00265562+0.00353026j 0.00118393+0.00224007j 0.00068809-0.00162711j -0.000737784+0.00904564j 0.00295631-0.00977668j 0.00332584+0.00964113j -0.00312387+0.0447758j 0.000855459-0.010029j -0.00314396+0.0135059j -0.00295112+0.00661278j 0.000606875-0.0203263j 5.08787e-06+0.00184505j -0.000463422+0.0021994j 
2.30094e-05+0.0160736j 0.0034599+0.00748008j 0.000139822-0.0113381j -0.00146307+0.000695056j 0.00230081-0.00122171j 5.72532e-06-0.0564166j -0.0025053-0.0077638j -0.0019685+0.00919444j 0.000279319+0.0144371j -0.0033338+0.011209j -0.00128401+0.00440798j 0.00575646+0.0388416j -0.00379409+0.0139513j -0.00389313-0.0505524j -0.00639586+0.0157199j 0.00212512-0.000839008j 0.00227518-0.0484775j -0.000381736+0.0249595j -0.00988035+0.0247131j 0.00389284-0.0160974j -0.00423089+0.0422696j 0.00352667-0.0220411j 0.00109849-0.0406759j 0.0061006-0.025902j -0.00354518-0.0453869j -0.00699596-0.00738731j -0.00069104+0.0215892j -0.00655627-1.67203e-05j -0.00732291+0.0247555j -0.00157866-0.0081462j 0.00510199-0.00789531j 0.00287011+0.00729104j -0.00262497+0.0210184j 0.00167449+0.0105038j -0.00379005+0.0355328j 0.000578449+0.0587084j 0.00084298-0.0145672j 0.00335276-0.0105484j -5.27536e-05+0.0429313j 0.00477042+0.0573718j 0.00328461+0.0446124j 0.00235953-0.0807757j 0.000237177+0.0102831j -0.00187608-0.0319922j 0.00198652+0.0266718j -0.00110501+0.0233641j -0.00495371+0.0136801j -0.000606137+0.0842862j -0.00593649+0.0258098j 0.000363777+0.00556537j 0.00776913-0.0391384j 0.00162522-0.0467146j -0.0023916+0.034834j -0.00443358+0.0349649j 0.0038835-0.0658389j -0.00269432-0.00300655j 0.000214804-0.0167079j 0.000596333-0.0225044j -0.00269383-0.00465148j 0.00277909-0.00516753j -0.000700391+0.00559285j 0.000939187+0.000431798j -0.00172668+0.00446527j -0.00671432-0.0198065j 0.00485324-0.00729004j 0.00187942+0.0199874j -0.00581833+0.0010704j 0.00137777-0.0349788j 0.00126133-0.0048755j 0.000118658-0.0143909j 
