0.004806-0.0247454j 0.00269939-0.00528133j 0.000315801+0.00257309j -0.00263471+0.0374955j -0.00134599+0.00709986j -0.00122405+0.0139064j 0.000697328+0.00249898j 0.00156826+0.00136964j 0.00140199-0.00680376j 0.000465263-0.0141782j -0.0010723-0.0239861j -0.00044514-0.0104594j -0.00151442+0.0127705j 6.18257e-06+0.0183431j 0.00130221-0.00256637j 0.000603133-0.00751004j 0.000544394-0.00660082j -0.00127159+0.00751819j 0.000182505+0.00226421j -0.00107194+0.00798288j -6.63802e-05-0.0207394j 0.000466864+0.0307333j 0.00119693+0.0436903j -0.000635658+0.00515028j -0.000574899+0.0314249j -0.000747439+0.0561326j 0.000341366+0.00770454j -5.76683e-05-0.0218896j -0.000996198+0.00256727j 0.000954506-0.00165499j 0.00189068+0.0508673j -0.000194866-0.0155828j -0.000717661-0.00245867j 0.000134146+0.0222961j -0.00111806-0.0346339j 0.000784371+0.0404744j 0.000661194-0.0107127j -0.00065324+0.0319435j -0.000731975+0.00840488j 0.00108204+0.00879038j 0.00252595+0.0190926j 0.0032846-0.0281687j -0.00179765-0.00553891j -0.00232459-0.00611563j 0.00133787-0.000907975j 0.00335592+0.0224681j 0.00520694-0.0207646j -0.000462036+0.015011j -0.00849877+0.0412497j 0.00157162+0.17878j -0.0155387+0.0959504j -0.000922233-0.892126j 
-0.000262125+0.0181445j -0.00134226+0.0155561j -0.000451901-0.0101352j -0.00241036-0.0277795j -0.00206785-0.00591673j 0.000159588-0.0701504j -0.00059439-0.132299j 0.000584271-0.0512685j -0.00111032-0.0352675j -0.00367364+0.0453982j -0.00534412+0.0194474j 0.000711522-0.143967j -0.00677107+0.00597994j -0.00657505-0.036335j -0.0013785-0.0779112j -0.00165972-0.0961596j -0.0003794+0.00393059j 0.00103122-0.0046275j 0.00814104-0.114536j 0.00646982+0.0218715j -0.000438799-0.0116899j 0.00280883-0.116002j 0.00379083-0.0992842j -0.00278048+0.0565779j -0.0028965+0.0348863j 0.00114132-0.151917j -0.00540658-0.0648697j -0.000928544+0.00285832j 0.00153385-0.0112007j -0.000706005+0.0212778j 0.00420099+0.0190609j 0.00540675+0.0147796j -0.00262307-0.0310253j 0.00212854+0.0535416j -0.000974108-0.110875j 0.00147061+0.0319148j 0.0024923+0.159277j -0.00246794-0.0778076j 0.000793024-0.115792j 0.00255994+0.0308367j -0.000763595-0.117065j -0.000150251-0.129235j 0.00275525-0.145106j 0.00238675+0.0985028j -0.00863063+0.252042j 0.00548894+0.0554173j 0.000101999+0.0884729j -0.00122128+0.00638718j -0.0109533+0.0415025j 0.000579742-0.177348j -0.00436872-0.0134363j 0.00174027+0.009414j 
0.00103289-0.0297493j 0.00242436-0.0090327j -0.000930221+0.006429j 0.00290074+0.00783947j -0.00179902-0.00205512j 0.000337658-0.00350081j -0.00166501-0.00176678j 0.000249334-0.0105457j 0.000296911-0.00942545j 0.0090307-0.0164548j 0.00103364+0.0183805j 0.00381444+0.0777136j -0.000862539+0.0148398j 0.00441821+0.0462343j 0.00109254-0.0241391j -0.000435027-0.013386j -0.00179096+0.00363982j 0.00376602+0.0458166j -0.00225503+0.107094j -9.82172e-05-0.0559464j -0.000604302+0.00202968j 0.00208436+0.0351787j 0.00797501+0.0715498j -0.00656513+0.0141257j -0.00730158-0.0881681j 0.00362265-0.0813571j 0.000647946-0.323524j 0.00607319-0.156803j -0.00185886-0.00219605j -0.000757053-0.036136j -0.00276128+0.123699j 0.00161169+0.0440121j 5.92039e-05-0.0504069j -0.00290823+0.0547679j 0.00531464-0.0193157j -0.0041523+0.0285623j -0.00351465-0.0941552j -0.00306507-0.105489j -0.00129749+0.0621877j -0.0025177+0.0371999j -0.00114987+0.0671474j 0.00517561+0.0709773j 0.00390776-0.00332263j 0.00147964-0.247116j 0.00243692-0.0735887j -0.00748488-0.0418051j 0.00121208+0.076144j -0.0115296-0.0514129j -0.00504423+0.184829j -0.0107339-0.0264649j -0.00138486+0.0436001j 0.0107153+0.0568257j 
0.00247639+0.0190073j 0.0027094+0.00140238j 0.000470712-0.098071j 0.00122024+0.023315j -0.000344813+0.0997993j -3.06127e-05+0.140376j -0.00175767+0.0562753j 0.000226278-0.0260322j -0.000510457+0.118962j -0.000117024-0.0130798j -0.0028561+0.170218j -0.00568052-0.00876602j 0.000270685+0.00430819j 0.00131329+0.0609546j 0.00043608+0.0788505j -0.000481217-0.00581084j -0.00221785+0.151302j -0.000814951-0.1174j 0.00417331-0.00620484j -0.00681418-0.0960736j 0.000312212-0.0320441j -0.00280291+0.10829j 0.00135415-0.251033j -0.00147966+0.102536j -0.000901567+0.0939144j -0.0041108-0.129478j -0.00334744+0.119017j 0.00188373-0.0830724j -0.00328918+0.151248j 0.000776691-0.0240419j -0.00362776+0.0854101j 0.00301934-0.0330015j -0.00191718-0.026015j 0.00651862-0.0530255j -0.00673552-0.137672j 0.00579978-0.0572135j -0.000789783-0.0548909j -0.00355073+0.0390357j -0.00375423+0.121281j 1.33331e-05-0.0666539j 0.00633842-0.101127j 0.00141458-0.151645j 0.00478787-0.125855j 0.00691385-0.0922629j -0.00154832-0.0920069j -0.00168381-0.0725906j 0.000598557+0.0549431j -0.000103029-0.10633j -0.00409119-0.0841237j -0.00135311+0.111869j -0.00218142+0.0189516j 0.00137167+0.0417193j 
-0.00233277+0.0320649j -0.0059265-0.0210815j 0.0010526+0.0338167j -0.000865052-0.0378729j 0.00443056-0.0118207j -0.00357717-0.0873034j -0.00211283-0.116462j -0.00651063-0.0797933j -0.00687189-0.0556771j 6.58035e-05+0.0743256j 0.0012329-0.0152854j -0.000783197-0.0338936j 0.00289959-0.0217989j -0.000778383+0.0117454j -0.00302725-0.0269161j -0.00450532-0.0818861j 0.00696848-0.0542991j 0.00318827-0.00549174j -0.00468968+0.128458j 0.00243313-0.212349j -0.000407039-0.058381j -0.000534323-0.162321j -0.00379892+0.00481955j 0.00114775-0.0450495j 0.00350099+0.0593423j 0.00376763+0.0623702j 0.00327602+0.0446325j 0.00489263+0.0533172j 0.00213956-0.0282996j -0.00260202+0.0190377j -7.20682e-05-0.0308768j 0.00123347+0.0361245j 0.00114817-0.0746937j -0.00259145-0.038612j 0.00411786-0.00876215j -0.00466658+0.00421615j 0.000331448-0.0011507j -0.000169379-0.182835j -0.00119869-0.0764003j -0.00358859-0.0556613j -0.00359493-0.102679j -0.00740735+0.249269j 0.00404774-0.057154j 0.0111952-0.0652465j -0.00809621-0.0176888j 4.24787e-05+0.0634841j 0.00510601+0.0131581j -0.000284123-0.202396j 0.0111984+0.0545127j 0.00274556+0.118995j 0.00803664+0.00635981j -0.0067083-0.0763605j 
0.00179662-0.00838738j 0.00187744-0.00830964j -0.00111934+0.112316j 0.00110765+0.0375531j -0.00132134-0.165172j 0.00511724-0.0544808j 0.0025698+0.00173328j 0.00155236+0.0720697j 0.00410838-0.101066j -0.00177695-0.0403076j 0.000315716-0.108796j 0.00364249+0.0481681j 0.0025321-0.045304j 0.00413873-0.0762864j 0.00403922-0.00686966j 0.00325225+0.029477j 0.00149517-0.0270875j 0.000183027+0.0412162j -0.00272285+0.0543816j 0.00104645+0.106186j 0.00749596-0.138339j 0.00476715+4.65598e-06j -0.00293156+0.12237j 0.00204973-0.123159j -0.00420021+0.0701422j 0.000831657+0.0768317j -0.00327322-0.0736912j -0.00220797-0.00525991j -0.00195918+0.0289689j -0.000696783+0.00586696j 0.000391404+0.0193901j -0.00129781+0.0177848j 0.000245182+0.0566288j -0.00344044+0.129545j -0.0020856-0.0655077j -0.00065765+0.0957564j 0.0025675+0.0427377j -0.00531013-0.0115976j -0.00103932-0.0249842j -0.00241407-0.0493716j 0.00600025-0.135547j -0.00470848-0.0655607j 0.00235692-0.0268302j 0.000596714+0.0118191j -0.00127657+0.0946774j 4.52803e-05-0.0385135j -0.00367822-0.0479915j -0.0010329-0.163995j -0.000656685+0.00560506j -0.00260138+0.0107557j 0.00156407+0.0286811j 0.00162929+0.0193851j 
0.00127326-0.0124224j 0.00197904-0.0140117j 0.000868974+0.0655503j 0.000101119-0.0397571j -0.00418623-0.052359j -0.000548277-0.151821j 0.00250812-0.0957016j 0.00443716-0.0465327j -0.000176919-0.0665034j -0.00243979+0.0557246j -0.0011574-0.117323j 0.00300951-0.0345511j 0.00154852-0.0303716j -0.0013043-0.0436288j -0.00219713-0.0298535j -0.00322911-0.10821j -0.00370264-0.0165594j -0.00350581+0.0168572j -0.00351465+0.128746j 8.50408e-05+0.0445716j -0.00563618-0.116239j 0.000505342-0.253803j -0.00368591-0.0585853j -0.000903878+0.103004j 0.0014238-0.0478487j -0.00494879+0.032182j -0.000906433-0.10722j -0.00118949-0.108885j 0.00276973-0.0022132j 0.00353076-0.0134808j -0.00296293-0.0840572j 0.00398629-0.0278128j -0.00357102-0.0336702j 0.00625045+0.113544j -0.0031526+0.0523491j 0.0051332+0.0131577j 0.0017488-0.0336121j 1.43799e-06-0.145507j -0.00365693-0.0724717j -0.00158304-0.0291696j 0.00509977-0.0671555j -0.000835546-0.10363j 0.00173027+0.0139497j -0.00215744-0.0176106j 0.00626409-0.0127154j -0.000172289+0.0525672j -0.00480506-0.124555j -0.000408815+0.0744611j -0.00170483-0.0160495j -0.00266642+0.00661375j 0.000146215+0.0216996j 0.00414488-0.00233863j 
-0.000752878-0.00065477j -0.000108338+0.00349749j -0.000187572-0.0362599j -0.00286127+0.0602351j 0.00296714-0.0133643j -0.00119803+0.170564j -0.00224917+0.113611j -0.00170756+0.0838817j 0.0016652+0.0197465j -0.000997369-0.0486272j -0.00269712+0.0671434j -0.00409505+0.0970981j 0.00080295+0.0384636j 5.82098e-05+0.0321267j -0.000248062+0.0187796j 0.000791551+0.0330361j -0.000211811+0.00255042j 0.00450406-0.0308559j 0.00654597-0.0885795j -0.00183453+0.00872531j -0.000386238+0.135369j 0.00241864-0.0597348j -0.000520182+0.139507j -0.000233021+0.0138312j 0.00151343+0.0591661j -0.00209659-0.00467815j 0.000368485+0.0673032j 2.94143e-05-0.0134511j 0.000986784+0.0517704j 0.000701283+0.0545607j 0.000569+0.00342685j -0.00311666-0.0821802j -0.000522501-0.00975931j 9.6205e-05-0.012795j -0.00427869-0.0507949j -0.00106692+0.0627473j 0.00412693-0.112299j 1.16108e-05-0.0618202j -0.00320346+0.0579871j -0.00303469-0.0745439j -0.00266347+0.0458392j -0.00306049+0.0950044j 0.00382771-0.018453j -0.00751889+0.0958369j -0.0011931+0.00307814j 0.0013488-0.00636939j 0.000650028+0.115268j -0.00102864+0.0456644j -0.00202419-0.0537095j -0.00180171-0.0587212j -0.000463353+0.0103907j 0.0029622+0.0118835j 
-0.00143327-0.0229354j 0.0030204-0.0148444j 0.00029046+0.0591129j -0.000999905+0.0201209j -0.00374228-0.0630988j -0.000638761-0.029142j -0.00112071+0.0421005j 0.000642739+0.0394705j -0.0005301-0.00421658j 0.00138568-0.0527753j -0.00278571-0.069476j 0.00358942+0.0465526j -0.00446578+0.00983746j -0.00499963-0.00793684j 0.00158606-0.00796529j -0.00228886+0.0350459j -0.00469177+0.0213441j 0.00201267+0.0268871j -0.00141513-0.000571502j -0.00149456+0.0850333j -0.00525676+0.144076j 0.00077963-0.0511967j -0.00045069+0.213673j 0.00130816+0.149613j 0.00362621+0.0101772j -0.00511032+0.230155j -0.00255973-0.0539742j -0.000244567-0.110124j 0.00012309-0.00262681j -0.00155709+0.0407777j 0.00241462+0.0824253j -0.00275401-0.0545187j 0.00363253-0.012035j 0.0022648-0.0987423j -0.00157604+0.0788442j 0.000830159+0.054898j -0.00237657-0.00659128j -0.00393415+0.076766j -0.00266299+0.0868307j -0.0019688+0.0462995j -0.000533286+0.12746j -0.00413005-0.0711571j -0.00114679+0.141424j 0.00415551+0.224424j -0.00289005-0.121857j 0.00552405-0.0222184j -0.00607982+0.0240235j -0.00198208+0.0584838j -0.00262111-0.0627293j -0.00689417-0.0231683j 0.00492888+0.0239898j 0.00476646+0.0157813j 
0.00139592-0.0153912j 0.00272157-0.010409j -0.00375485+0.106914j -0.00190219+0.00343038j 0.00611306-0.133869j -0.00291961-0.0177448j -0.00687107-0.0674126j -0.00324772+0.0160139j 0.00271612-0.0914431j -0.00161376-0.00540378j -0.000567338-0.129071j -0.00543441+0.0626033j -0.00460003-0.030081j 0.00111595-0.0160376j 0.00110014-0.0353468j 0.00107909-0.00949357j 0.00259219-0.111419j -0.00234508+0.0668076j 0.0020063+0.104525j -0.00428897+0.110693j 0.00196386-0.130878j -0.00194818-0.0118539j -0.00126666-0.0187492j 0.0046927-0.131587j -0.000319135+0.191016j -0.00779178-0.0514586j -0.00114214-0.140473j -0.000892073+0.0215246j -0.00207714+0.054697j 1.20008e-05+0.0623716j -0.00376164-0.0363812j -0.00078797+0.0304391j 0.0017604+0.0333103j 0.00104086+0.12884j -0.00561559-0.00606346j 0.00189031+0.0266996j 0.00496832-0.0707937j -0.000296929+0.00868223j -0.00103886+0.0759987j 0.00247004-0.0659421j -0.00444481-0.118974j -0.00278613+0.026387j -0.00567117-0.153778j -0.00311178-0.079674j 0.00306517+0.0307887j 0.00120011+0.135752j -0.00411584+0.15984j 0.00271598+0.0497894j -0.00364067-0.0262995j -0.00319976-0.0665738j 0.00034008+0.0288405j 0.0067363+0.0247071j 
-0.000153125-0.000652022j 0.00485824+0.00112408j -0.0018031+0.00157583j 0.00050144+0.022224j 0.00154807+0.0369498j -0.00108148-0.00652091j -0.00114866+0.014552j -0.00396743+0.00344741j -0.00136944-0.00682515j -0.00435877+0.00364698j -0.000982295+0.0124647j -0.0050341-0.0159266j -0.00828843+0.000892326j 0.000397579+0.0419841j 0.00681628-0.0815607j 0.00414819+0.0274567j 0.00223379+0.0108766j -0.00381599+0.0472702j -0.00105365-0.00293665j -0.00541211-0.0243453j 0.0125835-0.106949j -0.00236071+0.00465766j 0.00494201-0.095261j 0.00962362-0.121751j 0.00119584+0.0259148j 0.000390844+0.0697611j 0.00134982-0.0309947j 0.00165625+0.0531167j 0.000956046-0.0317233j 2.42391e-05-0.0181969j 0.00283148+0.0491821j -0.00311212+0.0558948j -0.000442533-0.0333362j 9.18739e-05-0.0583968j 0.000151684-0.0267491j 0.00151827+0.040719j 0.000179802+0.0404687j 0.00472122-0.0444698j -0.00282612+0.0984083j 0.00286918-0.00939669j 0.00200249+0.0499751j 0.00348657-0.0792266j 0.00322623-0.0440841j 0.00291931+0.0166408j -0.000905585+0.070569j -0.000158695-0.197865j -0.00151938-0.00123165j 0.000470419+0.0458064j -0.00277889-0.0153915j -0.00156293+0.00486404j 0.000126587+0.0179381j -5.91193e-05+0.0160158j 
0.00108097+0.00985029j -0.00061764+0.0122856j 0.000239936+0.00619454j 0.000297437-0.00980187j -0.00438045-0.00876614j -0.00139125-0.00400195j 0.00230273-0.0207594j 0.0043494-0.037975j 0.00139206-0.0196805j -0.0111376+0.016255j -0.00082-0.00377874j 0.00105254-0.0350993j 0.00169573+0.0234132j -0.00475204-0.00142071j 0.00349444-0.0922919j -0.00286426-0.0333276j 0.000101267-0.036554j 0.00583178+0.0503692j -0.00390503-0.01116j -0.00219201-0.00962283j -0.00399531-0.00864511j -0.000429564-0.133391j 0.000104013-0.109764j 0.00425837-0.0285467j -0.00151611+0.0624513j 0.0011101-0.0401848j -0.00160813+0.114478j -0.00131178+0.136713j -0.00279592-0.0192075j -0.000933705+0.0308737j 0.00118539-0.129337j 0.0031567-0.0300103j 0.00187834+0.00885752j 0.00103115+0.0427046j -0.00224408-0.0567834j -2.8717e-05+0.00328189j 0.00207723+0.031772j 0.00102786+0.00487904j -0.0027866-0.0202751j 0.000712426-0.0269254j -0.00120818-0.128647j 0.000340568+0.0189823j -0.00171435-0.0390392j -0.00262384+0.00827507j 0.00514644+0.0672058j -0.00133278+0.132935j -0.00424099-0.098564j 0.0003954+0.00395356j -0.000499693+0.00481185j 0.000575588-0.0593659j 3.09318e-05+0.000963901j 0.000703512-0.0257552j 
-0.00137618+0.00624724j -0.0031755-0.00382221j -0.0019675-0.0073736j -0.0026553-0.00368977j 0.00686913+0.00204038j 0.00633722+0.00049502j 0.00393899+0.00963526j -0.00104978-0.0129013j 0.00614082+0.0145676j -0.00393822+0.0200016j 0.00349819-0.0242198j 0.00152355+0.0321621j -0.00241633+0.0246456j -0.00541545-0.000448731j 0.0013305-0.00283477j -0.00272084-0.0856645j 0.00165009+0.0699901j 0.00474935-0.0130231j 0.00492241+0.000641332j -0.000198408+0.141026j 0.0005027+0.0590969j 0.00198874+0.0225125j -0.000559283-0.0345718j 0.00260742-0.0160301j 0.00190154-0.0822827j -0.000116897+0.0438684j 0.00299911-0.0607997j -0.0114441-0.115458j 0.0019178-0.00917778j 0.00723115-0.0100863j -0.0031506+0.142832j 0.00581334-0.0436137j -0.00140201-0.0421733j 0.00088001+0.0019116j 0.00435792+0.00425524j 0.00166654-0.0346251j -0.00245945-0.0136772j 0.00961648-0.0785304j 0.00365697+0.040867j 0.00340149+0.0307544j 0.00177364+0.0791881j 0.00134603-0.00206874j 0.0021436+0.0699447j 0.00197209+0.000659002j -0.00392116+0.00710586j 0.00298123-0.0330151j 0.00469219+0.0727429j -0.000779961-0.038579j -0.000497903-0.0221277j 0.00116002-0.0070019j 0.00175483-0.0129784j -0.00331399-0.0133262j 
0.000520722-0.0194959j -0.00113182+0.00137383j -0.00138059+0.0453272j -0.00196152+0.0306019j 0.00484066-0.0725541j -0.00110925-0.0274426j 0.00167233+0.00860219j -0.00146664+0.0867564j -0.00206202-0.142391j -0.000717025+0.0180128j -0.00227291-0.102307j -0.00609662+0.0552162j -0.00177691+0.0516662j 0.00364428-0.0608469j -0.00411474-0.032432j 0.00566971+0.0740445j 0.000282765-0.0500217j 0.0014943+0.0246478j 0.00831224-0.0339415j -0.00340981+0.0644403j 0.000415332+0.0328452j -0.00487298-0.109585j 0.00297424+0.199359j -0.0017695+0.00425072j 0.000983163-0.132381j 0.00318552+0.0553096j 0.00366373+0.0370718j 0.00596189+0.0608804j -0.00210425-0.0432266j -0.00240846+0.0135799j -0.0020316-0.183717j 0.00660347-0.0523357j -0.00509122+0.0555277j 0.00402589-0.0115333j -5.53382e-05+0.135519j 0.00289344+0.00470691j -0.00543691-0.00969004j -0.00120066-0.188687j 0.0012673-0.117266j 0.00171536-0.0925244j 0.000144222+0.0855522j 0.00421887+0.103752j 0.00581313+0.167775j 0.00349365+0.13598j -0.00199453+0.15088j -0.00077643-0.0991123j 0.00461744-0.0009992j -0.0015755+0.0626779j 0.000223453+0.0449453j 0.00202624-0.031249j -0.00316753-0.00120396j 0.000729257-0.0103607j 
-0.00295724-0.00441782j -0.00154254-0.00963429j 0.00221622-0.0203415j -0.00365782+0.0354228j -0.00681833-0.0112121j -0.00646645+0.0448027j 0.000961735+0.067562j -0.00413106+0.0115301j -0.00358929-0.00897241j -0.000793694-0.0224918j -0.00564148+0.0950238j -0.00352409+0.0130447j 0.00107173+0.0617603j 0.00553759+0.0183266j 0.00125002+0.0545792j 0.00251223-0.0556857j 0.00232951-0.103092j 0.0012639+0.0166033j -0.000832162+0.075332j 0.00523697-0.038648j -0.00101699+0.0899771j 0.00552792-0.0979598j 0.00147009+0.0843303j 0.0056927-0.0474079j 0.00318582+0.0188498j -0.000898463+0.0324772j -0.00106304-0.0606226j -0.00333141-0.0965493j -0.00170461+0.00701329j 0.000478482+0.0294716j -0.00063316+0.251939j -0.00218395+0.0177297j 0.00375573-0.109827j -0.000769053-0.00592288j -0.00313139-0.0961058j -0.000433405+0.0522771j 0.00238982-0.0373385j 0.00360799-0.111863j 2.25233e-05+0.0399915j 0.00279045-0.0156984j 0.00523306-0.0285048j 0.000521701+0.0923847j 0.00401471-0.0228595j 0.00207566+0.0406309j 0.00221866-0.0468629j -4.92714e-05-0.0844438j -0.00612226-0.0263083j -0.00522497+0.0698958j 0.000194783-0.0103152j -0.00472451-0.0382604j 0.00478024+0.00598582j 0.000402371-0.00552781j 
-0.000253911-0.000590052j 0.000840466+0.00785835j 0.00119161+0.00936795j 0.000254904-0.0458232j -0.00409918+0.0526314j -0.00732451-0.125625j -0.00408222-0.0887159j -0.00101512-0.101373j -0.000947613+0.014121j 0.00650765+0.0337716j 0.00121867-0.0528274j -0.00264563-0.13677j -9.44988e-05-0.0570466j 0.0035374-0.140859j 0.00327298-0.0211775j 0.0063671+0.0175274j -0.00137265+0.014242j 0.0019525+0.0217969j -0.000206657+0.134085j -0.00572386+0.108071j 0.000180978-0.131671j 0.00195534+0.16574j -0.00109203-0.115198j -0.00237888+0.0554168j -0.000287427-0.242485j -0.000630649+0.0850508j -0.0032923-0.0394395j -0.00157566-0.0157784j -0.000833096-0.0846255j -0.00190536-0.06586j 0.000673837-0.00816396j -0.00046046+0.0680546j 0.000484438+0.024768j -0.00189543+0.0140509j 0.00376055+0.138427j -0.00288079-0.0261184j 0.000168365+0.0432143j 0.0024627+0.103758j -0.00107216-0.0576993j -0.0011489+0.119357j 0.00383818+0.0184637j 0.000105248-0.306998j 0.000567812+0.221445j 0.0008067-0.11405j -0.00360611+0.120356j 0.000305942-0.0286833j 0.00370567+0.011767j 0.00573609+0.070414j 0.00247735+0.0146012j 0.00293029-0.0165456j 0.000877078-0.0240884j -0.00444648-0.0127948j 
-0.000143573-0.00318159j 0.00134104-0.0129652j 0.00376098+0.0181204j 0.00047714-0.0117299j -0.000561841+0.0275708j 0.00233415-0.0244029j 0.00330823+0.0125625j 0.00222519-0.0220576j -0.00280376+0.0081854j -0.00833468+0.0805545j -0.00324659-0.0395214j -0.00455495+0.0585103j 0.00207683-0.0440679j -0.01188+0.0413149j -0.00470111-0.0462146j -0.00218194+0.0155203j -0.0013438+0.0560775j 0.00154358+0.0592462j 0.00990324+0.255372j 0.00224657+0.0823732j 0.00273716-0.0579506j -0.00886891-0.0237239j -0.00374998-0.0600594j 0.000965601-0.109551j 0.00153167-0.0725752j 4.52458e-05+0.102661j -0.00125591-0.0776617j -0.00208487-0.0498779j -0.000650315-0.0279902j 0.00189533-0.0489582j 0.00102465-0.0148908j -0.00220214+0.0341355j -0.00143072-0.057951j 0.00171244+0.0443843j -0.00267256+0.163442j 0.00156333-0.0603699j -0.00127586-0.166885j -0.00215598-0.0770987j 0.00190875+0.0618678j -0.000728806+0.072808j -0.00314571+0.031358j 0.00210401+0.0309892j 0.00212301+0.0857778j 0.00148691-0.243345j -0.00418145-0.179496j -0.000559174-0.0951914j 6.33995e-05-0.0283204j 0.000369145-0.113929j 0.000742772-0.0495818j -0.00113256+0.10247j 0.00154362+0.0209646j 0.000362061-0.00126814j 
0.00035105-0.010876j 0.00124162-0.00633073j 0.00378692+0.100658j 0.00382497+0.0271838j -0.00252576-0.140699j 0.00271462+0.0174888j 0.000929951+0.084525j 0.00166809+0.104032j -0.00312783-0.0309536j 0.00416562-0.0690294j -0.00104987-0.0451264j 0.00180063+0.127897j -0.00365368-0.0678843j -0.000196135-0.0211836j 0.00194812+0.0662515j 0.0014882-0.0378191j -0.00107048-0.026101j 0.000930201-0.0082735j 0.00292389-0.00478859j 0.00101787+0.129532j -0.00311223-0.0818694j 0.00234845+0.175905j 0.00382529+0.194172j -0.00374018-0.271813j -0.000311424+0.0592565j 0.00519182+0.0495914j -0.00136654+0.134632j -0.000428307+0.091112j 0.00100122+0.0265693j 0.00722982+0.0361071j -0.00384837-0.038862j 0.00508068-0.0394595j -0.00165624+0.119406j -0.00143938+0.0756204j 0.000927247-0.0208011j -9.88936e-06+0.0118377j 0.00426886-0.133587j -0.00779041+0.147731j -0.00204585-0.00160656j -0.00203507-0.119984j 0.00111175-0.181975j 0.00430345+0.0374751j 0.000348497+0.0066226j 0.00829087+0.0198992j -0.00278658-0.0476835j -0.00792305-0.16112j 0.00528691+0.00436371j 0.00204784+0.0235254j 0.00962614-0.00381982j 0.00455767+0.0347919j -0.00330815-0.0349701j -0.0071709+0.0181829j 
0.00196885-0.0149871j -0.00178276+0.0229721j 0.000786493+0.0169729j -0.00137136+0.0337005j -0.000955618-0.0429026j -0.00484904+0.0629972j -0.00429839+0.0850415j 0.00180999+0.0614754j 0.0037839-0.0240754j -0.00430849-0.0771455j -0.000853659-0.0873873j 0.00168866-0.0157751j 0.00194369+0.0338894j -0.00279316+0.0519684j 0.000775235+0.00300458j -0.00637257+0.0913973j 0.000557217-0.0320085j -0.00499007+0.119933j -0.00184201+0.120837j 0.00203643+0.218701j -0.00703027+0.187988j 0.000950037+0.119771j -0.00144454-0.057846j 0.00298761-0.232954j 0.000975289+0.0365005j -0.00167366-0.0177202j -0.00636267-0.0440587j 0.00343359+0.0109654j 0.00198504-0.0806567j -0.00590017-0.0513417j 0.00792778+0.125076j 0.000571987+0.0480462j 0.000417198-0.00274265j 0.000970222+0.0853995j -0.000321587+0.0193533j -0.00119055-0.0386976j -0.0014329+0.0596912j 0.00551377+0.155522j -0.000858135+0.0701035j 0.000408297+0.144311j 0.0048716-0.057666j -0.000832435+0.0508057j 0.000345227+0.0532191j 0.00108044-0.032364j -0.00112318+0.00833161j 0.000443201+0.00939758j 0.00574661+0.0603305j -0.000784345+0.0019414j -0.00206864+0.0220967j 0.0033388-0.0855493j -0.00433398-0.04819j -0.00451343+0.0152943j 
0.004515-0.00703522j 1.91269e-05-0.0012599j -0.00242176+0.0294355j -0.00510392+0.038216j 0.00308052-0.0658206j 0.00121267-0.00595793j 0.00440429+0.0235056j -0.00435942+0.115663j -0.00669431-0.0593576j -0.00310953+0.00766137j -0.00283034+0.00733296j -0.00134824+0.00142867j 0.000578998+0.0340697j 0.00131498-0.103296j 0.00191772+0.0901094j -0.00290078-0.0121947j 0.0045769+0.163714j 0.000687084+0.0153673j -0.00419389+0.0737045j -8.17761e-05+0.185774j -0.00340789-0.0508684j 0.00171087-0.148836j -0.0048542+0.0255746j 0.000272678+0.180026j 0.00173224-0.0282459j -0.000230143-0.0661027j 0.000971377+0.00508693j -0.00163565-0.175612j -0.00119802+0.135959j 7.24095e-05-0.0513028j 0.00449741+0.0153462j -0.00620191-0.034363j 0.00399582-0.0294341j -0.00439483+0.167142j 0.00190957-0.0271729j -0.00278135-0.0101568j 3.35509e-05-0.0181378j -0.00148221-0.0969968j 0.000514458-0.0896132j -0.000820108-0.0377662j 0.00118735-0.0514555j 0.00472942-0.241773j -0.00263522-0.0510725j 0.00280004+0.0945227j 0.0031373-0.0401168j -0.00422387-0.120483j 0.0142631+0.082927j -0.000710156+0.0266819j 0.00390601-0.010223j 0.0073838+0.0530332j -0.0108763-0.0494578j -0.00561445+0.0454945j 
