0.000505783-0.0205436j -0.0042579-0.0200215j 0.0226963+0.0106051j 0.00662356+2.06648e-05j -0.0054539-0.0320826j 0.00278339-0.0279056j 0.00193349-0.0812891j -0.00282682-0.0186773j 0.00186184-0.10265j -0.00815432-0.109704j -0.0130227-0.0391112j 0.0147273-0.0713337j -0.00088819-0.0703313j 0.0134607-0.168179j 0.00269432-0.0629483j -0.000473516-0.0540916j 0.00731376+0.0274509j -0.00062654+0.183757j -0.00814426-0.0261337j -0.000845616-0.111562j 0.00118004+0.0803794j 0.00423311+0.145841j -0.00142039-0.0535357j -0.00311362-0.0974324j 0.00514233-0.141648j -0.00471571-0.111399j -0.00706639+0.254846j -0.0111314-0.0615754j -0.00809669-0.0315657j 0.0172996+0.166156j -0.00489219-0.208732j -0.00281427-0.150054j 0.000138891+0.0434214j -0.01044-0.0138982j -0.00249861-0.0158016j -0.00126582+0.00236061j 0.00385823-0.00292939j 0.00864183+0.0232183j -0.00510607+0.0246649j -0.00329387+0.0982396j 0.00250419+0.168427j -0.00573509-0.0984194j 0.0147424-0.00254812j -0.0178786+0.0560526j 0.00922376-0.0143686j 0.0147752+0.12257j -0.0205+0.014766j -0.00177243+0.0428055j -0.00389801-0.152278j -0.00938239+0.0600481j -0.00152878-0.000312103j 0.00114965-0.0163768j 0.0137288+0.010165j -0.000841173+0.0759211j -0.0106519-0.0148951j -0.0121872-0.0740483j 0.0038727-0.00316438j -0.00314868-0.140191j -0.0147512+0.00886846j -0.00568382+0.0717492j -0.0053631+0.02762j 0.00552299+0.0911283j 0.0173528-0.103622j -0.00706134+0.0193634j -0.00828897+0.0359498j -0.012646-0.00358168j 0.00240697-0.000232722j 0.00857652-0.0640268j -0.0147764-0.0679269j -0.0135187+0.0291601j -0.00380741+0.0126366j -0.00698675-0.0124048j 0.00809257+0.0723226j 0.00734589+0.0268722j 0.0125604-0.0727461j 0.0144045+0.065979j -0.00206293-0.0614107j -0.00855724-0.00722225j 0.0116446-0.105781j 0.01919-0.0295316j -0.0249203+0.0504963j 0.0205551-0.0053167j 0.0189071+0.0600088j 0.0116736-0.00142226j -0.0114319-0.0139641j 0.00852637+0.0356892j 0.00219447-0.0254571j -0.0156237-0.0379285j 0.00653822-0.0388376j -0.00291791+0.0397446j -0.000663883+0.00572512j 0.0110217+0.00570956j 
0.00114454+0.00411418j -0.00237238-0.00965088j 0.0198838-0.0100378j -0.00319138+0.00365048j -0.000176521-0.0182142j 0.00450199+0.00151191j -0.00551588-0.0457017j -0.016642+0.0445198j 0.00564943-0.0461132j 0.0210154-0.0111606j -0.0106023+0.0461457j -0.0080944-0.153128j -0.0114702+0.0857118j 0.00587796+0.0431083j -0.00360942+0.0970124j 0.00126205+0.00262473j 0.000973267+0.0141414j 0.00268435-0.0851957j 0.00551507+0.106097j 0.00636448+0.0373625j -0.00517468+0.0723292j 0.0111031+0.0854109j -0.00513081+0.0173851j -0.00149839+0.0130288j -0.00937886-0.14845j -0.00161292-0.00801686j 0.00408227-0.195587j 0.00537533-0.000344777j 0.000701634-0.0160503j 0.0106028+0.0708486j -0.00164671+0.00127739j 0.00974417+0.00517061j -0.00837089-0.0557303j -0.00921749+0.0490327j -0.0103363+0.0540699j -0.0281079+0.00835547j 0.00397249+0.0642338j 0.00515609-0.00947207j -0.0102271-0.0818388j -0.0155111-0.0114535j -0.00312086+0.0306501j 0.00890155-0.0506714j -0.0104216-0.0144262j 0.00436984+0.0157507j -0.00594492+0.045272j -0.00300532-0.0852612j 0.0129605+0.0495093j 0.00305945-0.0297884j 0.0140273-0.00915297j -0.00891738+0.00264433j -0.0100322+0.139379j 0.00243189-0.0505488j -0.00117997+0.076949j 0.00251933-0.0646707j -0.00345628+0.0577967j 0.00817572+0.0080925j 0.00163685+0.0618854j 0.00306189+0.023509j -0.0082169-0.0516344j -0.0166769-0.0205501j 0.0160755+0.000742843j 0.0234258-0.00765912j -0.00433139+0.0533364j -0.0176337-0.00825255j 0.0193393+0.0191463j 0.0205324-0.0275084j -0.00575951+0.054214j 0.00182429+0.0205301j 0.00558409-0.0648944j 0.0170311+0.0476941j 0.0066-0.00811266j 0.0212042-0.0171686j 0.0151261-0.00161629j 0.00205293-0.0063417j -0.00297123-0.0400481j -0.00172124+0.0164554j 0.0108959-0.0138443j 0.0363752+0.0248099j -0.0146669-0.0405056j 0.0185349-0.0414882j 0.00370972+0.035254j -0.0266741+0.0152946j 0.0160179-0.00791697j 0.00283989+0.0607864j -0.013076+0.0108194j -0.020898-0.000872945j 0.0105798-0.02054j 0.00178685-0.0248846j -0.0130208-0.0191484j 0.00315894+0.0477238j -0.0066493+0.0300429j -0.0154111-0.0232468j 
-0.000235897-0.0120309j -0.00280259+0.00230204j -0.0117324+0.00841622j -0.00203685-0.00889045j -0.0051948-0.00524058j -0.00078367-0.0110551j 0.000813367-0.0122655j 0.00214698-0.0074764j -0.00370118+0.0273423j -0.0115006-0.0400645j 0.00762736-0.0884591j 0.00445194+0.0708362j 0.00810377-0.02727j -0.0084827-0.0043463j 0.00392322-0.0521558j 0.00726353-0.12391j 0.00691668+0.0113583j -0.000640889-0.147952j 0.00597426+0.00468041j -0.0003826-0.0157196j -0.00495966-0.0687141j -0.00284881+0.0100188j 0.00382027+0.100218j 0.00993417+0.0796992j 0.00978204-0.0750468j -0.00648246-0.149951j -0.00454921+0.10153j -0.00344243-7.01842e-05j -0.0039937+0.0170795j 0.0113448-0.0513287j 0.00153374-0.0284396j 0.000947544+0.0461503j 0.00846275-0.00769336j -0.00667955+0.00279799j -0.00302102+0.0497316j -0.000791004+0.0107676j -0.00566343+0.00610676j -0.00118995+0.0109709j -0.015816-0.0918405j 0.000136724+0.00801698j 0.00689882+0.0738174j 0.00177045+0.0294026j -0.0114529-0.016763j -0.00232861-0.0901562j 0.00738291-0.0743256j 0.00480992+0.042879j 0.00146203-0.0586758j -0.017017+0.0268263j 0.00146-0.00252744j -0.0139456+0.0659801j 0.017533+0.0891682j -0.0086714+0.0787015j -0.0148688-0.0723484j -0.0104488-0.11345j 0.00832453-0.0390114j -0.00682658-0.0459593j -0.0220326+0.0310559j 0.0111315-0.0188411j 0.0135404-0.0129418j -0.0198407-0.00108235j 0.0218649-0.0161453j -0.0103803+0.0250106j -0.00173179+0.00250003j 0.00787538-0.0228053j 0.0192817+0.0729816j 0.0153184+0.0030733j -0.0343422+0.0169831j -0.00302891+0.000895223j 0.00560357-0.00881129j 0.0156143+0.00590997j -0.00538585-0.00589696j 0.0163672-0.0233912j 0.00647839-0.0447592j 0.00463048-0.0379127j 0.00901978+0.0236019j -0.0190943-0.013331j 0.000978995+0.00968421j 0.0493429-0.013977j -0.0224927+0.0288349j 0.00934554+0.02967j -0.00820313+0.044934j -0.0319192+0.0164503j 0.0138203+0.00495286j 0.0131116-0.0251297j -0.0490118-0.0189337j -0.015575-0.00493031j 0.0125365-0.0198696j 0.014305+0.00315372j -0.005563-0.00921311j 0.00128567-0.0387057j 0.015088-0.00765092j 0.0144086+0.0309839j 
-0.00267058+0.0052006j 0.00200813+0.0101665j -0.00731721-0.0244475j 0.00261907-0.00568966j -0.00360681+0.0377928j -0.00702984+0.038234j 0.00419855+0.0697241j -0.00446623+0.00331762j -0.00085138+0.0486225j 0.000789742+0.0359744j -0.000892349+0.0361433j 0.00260122+0.136286j -0.00386487+0.0831408j 0.00390024-0.059594j 0.00346432+0.0333311j 0.00384528+0.090759j -0.00251392+0.334191j 0.00121661+0.260714j 0.00412675-0.0510456j -0.000610817-0.204258j 0.000599488-0.133994j 0.000486092-0.167944j 0.000567847+0.28365j -0.00110012-0.254741j 0.000767357-0.166825j -0.00503579+0.0790324j -0.00419219-0.0968644j 0.00115575+0.225628j -0.00442852-0.0580043j -0.00191851-0.150012j 0.00432814-0.00490291j 0.00809473-0.0549564j 0.00697178-0.009921j 0.00434323+0.0206493j -0.00455856-0.0367938j 0.0104654-0.03767j 0.003436+0.00296587j 0.00199378+0.00461531j -0.00392533+0.156682j 0.00165349-0.0451049j -0.00138751-0.0237486j -0.00967498+0.000451522j 1.33222e-05+0.00249997j -0.000868907-0.00109731j -0.00104931+0.103287j -0.00348721+0.0692346j -0.00395187+0.0120428j 0.00545309+0.150059j 0.00544867-0.0322902j 0.000862251+0.0258897j -0.00199547-0.0468425j -0.00111682-0.0990596j 0.000394481+0.0365296j 0.000797189+0.0752887j -0.00758931-0.0360076j -0.00301564-0.0191077j 0.00831706-0.177806j -0.000842786+0.0870202j -0.00408244-0.0152508j -0.00396499-0.0215181j 0.0142624+0.0501149j -0.019638-0.00808229j -0.0229026+0.016835j 0.00915167+0.0165664j 0.00852472+0.0142117j 0.00146091-0.0152752j 0.00248797-0.0537011j 0.00278367-0.0573927j -0.00442011+0.0604196j -0.00713877-0.071005j -0.00413865+0.0108812j 0.000969643+0.0236286j 0.00404522+0.0203594j -0.00270914+0.013132j -0.00388082-0.015865j 0.0102322+0.00760284j 0.0115477-0.0310519j 0.0139709-0.0608563j -0.0063069-0.017125j 0.0164824-0.0197495j -0.00522991-0.0679591j -0.00931675-0.00983176j 0.0147031+0.0189403j -0.0012401-0.025053j -0.0149858+0.0121099j -0.0120678-0.0205926j 0.0059533-0.00693383j -0.0071005-0.00164189j -0.0093918+0.0124624j 0.00227595+0.00749109j -0.00472986-0.00488077j -0.00222787-0.0126959j 
0.00136638+0.00759355j 0.00597559-0.0038971j -0.00372635+0.0275083j -0.00555241-0.000295022j 0.00806093-0.0105509j 0.00113306-0.00507082j -0.00347199-0.0338069j -0.00132287-0.00283735j 0.0015466-0.0874511j -0.000309371+0.00924069j 0.00180827-0.00370356j -0.00641778-0.0157736j 0.00205845-0.0770516j 0.00412324+0.0606893j -0.00078014-0.108202j -0.00819697+0.121408j -0.00363577-0.152023j -0.000581017-0.077934j -0.00252278-0.0120372j 0.00148173+0.0721431j 0.00200186-0.0917812j -0.0018497+0.195834j -0.00200777+0.151507j -0.0074519+0.0366433j -0.00180493+0.201845j 0.00112367-0.00881886j 0.00364305+0.104763j -0.00159901+0.0150051j -0.00219914-0.124495j -0.0104118+0.0490798j 0.00503354+0.0824331j 0.0118938-0.0810346j 0.00212485-0.0144517j 0.0201538-0.0210916j 0.00843933+0.00222136j 0.0258239+0.049453j 0.00831855-0.0554422j 0.00283014+0.00019607j 0.00747187-0.0160676j 0.00102022+0.00490634j -0.000472197-0.0754116j 0.003669+0.0298766j 0.00678905+0.0171033j -0.00781126-0.0441685j -0.00122443-0.0163626j 0.00038575-0.0887725j -0.00122205-0.00851326j -0.00320907-0.0875625j -0.00345158+0.11297j 0.00239171-0.0886225j -0.00166723-0.13293j 0.000880802+0.0108653j -0.00209438+0.00965798j 0.00577246+0.0391505j 0.0108849+0.0221266j 0.00260978+0.0399757j 0.0091455+0.0595029j -0.0092263-0.0317264j -0.0047177+0.111626j 0.00409231+0.0204063j 0.000479948-0.0387535j 0.00654802-0.0165312j 0.00378723+0.00959925j -0.038135+0.00726861j 0.017012-0.0355457j 0.00848554+0.0332831j -0.00694693-0.0185139j 0.016415+0.0387495j -0.0176759-0.010954j -0.0136883+0.0185412j 0.00175337+0.0331191j 0.0128393-0.00872512j 0.0126017+0.00104959j 0.00597297+0.0148795j 0.038845-0.00179208j 0.0651272-0.0236996j 0.00483808+0.0126066j 0.0306264+0.0134862j 0.0069352+0.00857962j 0.0391013+0.0185222j -0.0273653-0.0203727j -0.00493328+0.0103205j 0.0494581+0.0149678j 0.0101822+0.0217582j -0.0169284-0.0218248j -0.0175786+0.0205874j -0.0209766+0.0103095j -0.0122405+0.0087575j -0.0140941+0.00305805j -0.00597641-0.00636228j -0.00554105+0.00525557j -0.00687672-0.00566651j 
-0.00138384-0.0177663j -0.00703771-0.00597994j -0.00378966-0.013944j 0.0180178-0.00796005j -0.0038332+0.00701246j -0.0141448-0.0102511j 0.0183638-0.0151374j 0.0142674+0.0101473j -0.00512816+0.045574j 0.00779758-0.0523445j -0.0092847-0.0505804j 0.00173581+0.0206198j -0.00945131+0.020981j 0.00989768+0.0150628j -0.00661803-0.00442024j -0.001964-0.128491j -0.0116135-0.0269362j -0.00174081-0.084792j 0.00170717+0.0411055j -0.0185099-0.0569122j 0.00882093+0.010038j 8.17549e-05+0.187211j 0.00448956+0.0299252j -0.00118856+0.0948539j -0.00812106-0.0444037j 0.000664856-0.0716643j -0.00607187+0.118946j 0.00183833-0.0197704j 0.000446485+0.0573212j -0.0117028-0.0246653j 0.00947302+0.012152j -0.00528685+0.048667j 0.00414254+0.159854j 0.00984484+0.0182782j 0.00336896+0.050759j -0.0051719-0.0218779j -0.00153644+0.023993j -0.00321621+5.35259e-05j -0.00651568-0.0244579j -0.00165505-0.0529206j -0.00136995+0.0598152j 0.000496262-0.0204296j -0.00278986+0.0415476j 0.00477767-0.0776182j -0.00571849-0.0239672j -0.0153686-0.0217509j 0.00234213-0.0229923j 0.0149982+0.0423021j 0.00180132-0.0451122j 0.0118816+0.0361695j 0.00382261+0.0496833j 0.00362512+0.0639071j -0.00355326-0.0141014j 0.0179963-0.0317229j -0.0134349+0.0727931j -0.0284939-0.0746243j 0.0114808+0.0305547j -0.00108674+0.0207499j 0.00191312-0.00650178j 0.0330081-0.0938891j -0.00526518-0.00958632j -0.0312634+0.039114j -0.0126878+0.0218576j 0.0298399-0.00955787j -0.000916231-0.0126276j 0.0141938-0.0320316j 0.0028028-0.000724996j -0.000314034+0.0345359j 0.00784197-0.00117822j 0.00237919+0.0345726j 0.00522339+0.0121702j 0.00129659-0.0329024j -0.0047619-0.0243579j -0.00625241-0.0515869j -0.0154808-0.0491396j -0.0197267+0.0355149j 0.0157771-0.00565532j 0.0132654+0.0210076j -0.0160474-0.0291925j -0.0081746-0.0123062j 0.0318322+0.0350591j -0.0240584+0.0239256j -0.00696638+0.00272201j -0.0220432-0.0127597j 0.0110273+0.00140602j -0.0102431-0.0176424j 0.0128456-0.0366308j 0.0293472-0.00636289j 0.00203163-0.0408567j -0.000829959-0.00147459j 0.0160925+0.0304183j -0.00443601+0.012656j 
-0.00157995-0.00837071j 0.00543974-0.00215157j -0.0041599+0.001493j 0.00177067-0.000274752j -0.00203933-0.000286395j -0.00745221+0.00806154j 0.000804953-0.0181317j -0.00480122+0.0363449j -0.00166104-0.00278073j -0.00221626+0.0281151j 8.66893e-05+0.0387067j 0.00349636-0.0516841j -0.000444524+0.0485853j -0.000644218-0.0863082j 0.0103487+0.0599888j 0.0101922+0.00531262j 0.000826626-0.10543j 0.00288376-0.0239764j -0.00360554+0.0502953j 0.00534927-0.0281046j 0.00198323+0.0317045j 0.000973151+0.137003j -0.00678222+0.0181336j 0.00081501-0.0640247j 0.00278588-0.036075j -0.0129023-0.0082496j -0.0099945-0.00185741j 0.00884486-0.0390496j -0.0170696-0.00692271j -0.00158872+0.0926802j 0.0019905-0.0151093j 0.00414852-0.0110059j 0.00919372+0.0578584j -0.0113332+0.0333945j -0.00588731+0.00447149j 0.0303432-0.00702096j 0.00640204+0.0253383j -0.00281983+0.0206154j 0.0273273-0.0014692j 0.0143901+0.0311423j 0.0180017-0.0190834j 0.0218091-0.0143498j 0.00298773-0.0102955j 0.00446646+0.00310213j 0.00488287+0.0663511j -0.000712771-0.0522926j 0.00300206+0.00399993j 0.00372424-0.0461964j -0.0110859-0.00543608j 0.0210935+0.0251985j -0.00515486+0.0094406j 0.0129652+0.0142014j 0.00665574+0.111408j -0.0242038+0.0379754j 0.0138675+0.0428088j 0.0137862-0.013324j 0.0115347-0.00928885j 0.00698401-0.00785962j 0.02104-0.0118236j -0.00371645+0.0011778j 0.0128831+0.0101973j -0.0211321+0.0128283j -0.0144331-0.0264933j 0.0208502-0.00812246j 0.0100633-0.0245017j -0.0159794-0.00718481j 0.0047325-0.0129052j -0.00436206+0.0246605j 0.0156699-0.00419545j 0.00579123-0.00833686j 0.00394439+0.0124876j -0.0224731+0.00514699j -0.00742154+0.0143587j -0.00222576+0.0058454j -0.0185857-0.0226196j -0.00795431+0.0137972j -0.00831343-0.0162256j -0.00581381+0.00410174j 0.00188597-0.0217096j 0.00745052-0.0373993j 0.0233984+0.00892463j 0.000794731-0.0371407j -0.00869643-0.00669157j -0.00478707+0.0276116j 0.00489077+0.00053689j -0.00585094+0.00497542j 0.0105484+0.00565697j 0.00282785-0.0119206j -0.00314799-0.0169348j 0.00529276+0.00571181j -0.00442502+0.00467227j -0.00061895-0.00455213j 
0.00254079-0.00432618j -0.00651542+0.00270661j 0.00274815-0.00732249j 0.00619508+0.00198508j -0.00494792+0.00995392j 0.000306577-0.00962112j 0.00285261+0.031614j 0.0201303-0.0132764j 0.000110803+0.0368314j 0.00340491+0.0408904j 0.000871876-0.0323104j -0.00636322-0.00730704j 0.0040205-0.024129j -0.0070106+0.0289028j -0.00185011+0.0531671j 0.00071667-0.0980954j -0.00771478+0.215493j -0.00980869+0.096817j -0.00786053-0.0660636j -0.00553919+0.0265524j 0.010902+0.141872j -0.000292745-0.0211632j -0.00580065+0.112461j 0.00160342-0.0270415j -0.000890201-0.0204247j 0.0148101+0.00836825j 0.00228131-0.0508826j 0.00077507+0.0375006j 0.014543+0.111536j -0.010526-0.0846896j 0.000150315+0.0884288j -0.0197228-0.00472397j -0.0101724+0.0352974j -0.0200571-0.0292377j 0.0191934-0.0407892j 0.00263255-0.0316703j 0.012759+0.0145151j 0.0124961-0.0228983j 0.00115328+0.034074j 0.00378758-0.0250922j 0.0247066+0.0133146j 0.0332248-0.0199376j 0.00828216-0.00158794j -0.0141413+0.0239422j 0.0231027+0.0158655j -0.00245359+0.057596j -0.000656034+0.0173093j 0.00105544+0.0447848j -0.000714458-0.0270334j -0.00798276-0.0192547j -0.00337594+0.0890205j 0.0011582+0.0304539j -0.00244565-0.0712342j -0.00201783-0.00206538j -0.000307462+0.00597772j -0.00372079-0.0237061j -0.00735143+0.054121j -0.00078539+0.0341907j -0.00233269-0.0021725j -0.00852763-0.039309j -0.0192899-0.00504735j 0.0191303-0.000363064j 0.0181158-0.00294426j 0.000175208-0.0116292j 0.00542244+0.0195378j 0.0151871-0.00286622j -0.0210521+0.000782304j 0.00826275+0.0104743j -0.00563045+0.0438787j 0.00222529-0.00852753j 0.00395684+0.0166048j -0.000646306-0.00257654j 0.0155686-0.00107951j 0.00789165-0.0416143j 0.01315+0.0142852j 0.00203658-5.19311e-05j -0.023725-0.00107004j 0.00167428-0.00254859j 0.0179235+0.0452008j 0.00174618+0.0203602j -0.00699003+0.00791285j 0.0189142+0.00741155j 0.0246507-0.00415985j 0.00168907+0.00366245j 0.00565569+0.0196758j 0.0204625-0.00769063j -0.00476801-0.00333136j 0.00345874-0.00177681j 0.0138185+0.00282332j -0.0023764-0.0116709j 0.00912263+0.0101062j -0.00432586+0.00955528j 
0.000823007-0.00819308j -0.00463756-0.00112124j -0.00145451-0.0134008j 0.00634866-0.00929708j -0.00310678+0.00981587j 0.00133623-0.0244913j 0.0168176+0.0026886j 0.00698953-0.0456292j -0.00954229+0.059658j -0.00454375+0.000267411j -0.00461647-0.0160343j 0.0100777-0.0335185j -0.0064415+0.0537865j -0.00758261+0.00355196j 0.00511852-0.00214638j 0.00979274-0.133149j 0.0100843+0.146632j 0.0024049-0.0667869j 0.00200919-0.0558265j -0.00382302-0.00909972j 0.0056685+0.234647j 0.00641251-0.0405837j -0.00235871+0.0776774j 0.00878868+0.0593922j -0.000789855-0.0968454j -0.00628019-0.0751605j -0.0036603-0.0913218j -0.000739733+0.0402553j -0.00960827+0.0534469j 0.0079664-0.0992553j 0.00999585-0.0091172j 0.0129779+0.0453892j 0.00829115+0.0712497j 0.0110822-0.0217259j -0.00401602-0.0225589j 0.0137321-0.0380048j -0.000930005+0.0117631j 0.0020086-0.0214048j -0.00546602-0.0344324j 0.00136275-0.0384155j -0.0164295+0.0540746j -0.00601888-0.0207768j -0.0132997+0.00156962j 0.0105084+0.0541785j -0.022248-0.00784795j 0.00712126+0.0404423j 0.00880574+0.00611164j 0.00727854+0.0207664j 0.000993703-0.0604623j 0.0116306-0.0247982j 0.00502259+0.0316781j 0.00487591+0.0379656j -0.000782104-0.0260162j 0.00213091-0.0294846j 0.0041298+0.0162126j -0.00938653+0.00614243j -0.00599245-5.68813e-05j 0.00438536+0.00599646j 0.00439857-0.0283246j -0.00042634+0.0051164j 0.0149965+0.00909349j 0.0291767-0.02949j 0.0201109+0.00889875j -0.0221495-0.0159232j -0.0129442+0.0288779j -0.000215914-0.0112028j -0.0139541-0.00553325j 0.0145403+0.0234477j -0.00836471-0.0107838j -0.00012631+0.0121034j 0.0172982-0.00229307j -0.00265377-0.0061918j 0.00606402-0.00484359j 0.0162376-0.0465971j 0.03011-0.00172217j 0.00569042+0.0229084j -0.00781085-0.0137875j 0.00285445+0.023736j 0.0305361+0.0252094j -0.00144963-0.0107139j -0.0239207+0.021889j 0.0298983+0.0293016j 0.0189077-0.00415591j 0.0385333+0.00668715j -0.00555046+0.0158842j 0.0256271+0.0313766j -0.000478432+0.0143312j 0.0230369+0.0120148j 0.0121624-0.0127776j 0.00152934-0.000878577j 0.014452+0.0175739j 0.00136361+0.0150062j 
0.00972238-0.0100754j 0.00245132-0.00866171j -0.0164849+0.0613569j -0.0261842-0.00555466j 0.0135633-0.0405458j 0.00263958-0.0265086j -0.00532879-0.124044j -0.00936059-0.0230123j 0.00194205-0.190832j 0.0101321-0.0378939j 0.00647379+0.0324641j -0.0179456-0.0454224j 0.00505862-0.0471189j 0.00301015-0.163593j -0.0132826+0.0612627j -0.0079003+0.109813j -0.000191043+0.0409902j -0.0122708+0.184326j 0.00274653+0.0489027j 0.00243948-0.10039j -0.00240412+0.084558j -0.0016746+0.0106363j 0.00195334-0.0751907j -0.0171246-0.217715j -0.00981538-0.0249791j 0.0201149-0.021019j 0.0204049+0.0353375j 0.0028074+0.0706968j 0.0164066-0.114511j -0.0100254+0.0803877j -0.00701475-0.0606644j 0.000430411-0.110099j -0.0062471-0.0414863j 0.01371+0.0123075j 0.00547219+0.0703379j 0.00352046-0.0413498j 0.006048-0.00514221j -0.00987059-0.0326679j 0.0058098-0.0375661j -0.00792895+0.015515j -0.00603104+0.0381773j 0.0032233-0.0411734j -0.0121703+0.0160637j 0.0117714+0.0659397j -0.013671-0.00571109j -0.00385948+0.0262826j 0.00563178-0.0219012j -0.0044783+0.0286996j 0.00312279+0.0109087j -0.00368094-0.12798j 0.0016827+0.00928812j 0.000377978+0.0643547j 0.000192859+0.0127749j -0.000117258+0.123938j 0.0104662+0.033477j 0.0055495+0.0307929j -0.00139125+0.0889821j 0.00767589-0.055438j 0.018601+0.0517371j 0.00603468-0.0421179j -0.00157285-0.0243314j -0.00469067-0.0404833j -0.0038057-0.0287542j -0.00203098-0.0155674j 0.0123955-0.0155246j 0.0181377-0.0118183j 0.00190356-0.018297j 0.00092424+0.016946j -0.000467384+0.0231037j -0.00238869+0.0278025j 0.00621747+0.0173704j 0.00713591+0.00392914j -0.0127318+0.0291624j -0.00752574-0.0547216j -0.0104194+0.00902835j 0.0133358-0.00778533j -0.00565639-0.0163966j -0.0271726-0.00995356j 0.00479975+0.0129471j -0.0237503-0.0161799j 0.0145732-0.00622683j -0.0238499-0.00285882j 0.00425026-0.0170793j -0.0177183+0.0182328j 0.00348844-0.0341232j -0.026183+0.0288842j -0.00681219+0.0237381j 0.0250653+0.020156j -0.0340653-0.0279816j -0.00626147-0.0380429j 0.0124342+0.0132368j 0.00284694+0.0249645j 
-0.00236919-0.00263172j -0.00716178+0.00156294j -0.00445213+0.00370519j -0.00394226-0.0121607j -0.000141069-0.0155065j -0.00494949+0.0191031j 0.000930801-0.0661883j -0.00115308-0.0127342j 0.000390636-0.0386398j 0.0241579-0.0801531j 0.00765148-0.0619911j -0.0153313+0.077883j -0.0123534-0.0223903j -0.0113851+0.0836437j -0.00168403+0.0315005j -0.00298342+0.00678494j -0.0145694+0.104987j 0.0101338+0.0106168j 0.0119211+0.061657j -0.0100788-0.0909905j -0.0138383-0.111512j 0.00251214-0.0766018j -0.0103351-0.104341j 0.000396014+0.0652213j -0.00707776-0.0536794j -0.00935751-0.00266092j -0.00692759+0.0756441j 0.0121453+0.0399335j -0.00167456+0.00437172j -0.0123343-0.0511559j 0.00311931-0.00786278j 0.000569015-0.00426997j 0.00230974-0.000759048j -0.0111265+0.0532396j -0.00546624+0.098783j -0.0162832-0.0207211j -0.0176803-0.0110963j -0.0144549+0.0234616j 0.017916-0.104287j 0.0229702-0.0594227j 0.00428923+0.0792109j 0.0123585+0.0431972j 0.00506076+0.0636101j 0.0105609-0.00702389j -0.0116055-0.0584203j -0.00889267-0.0193821j 0.019819-0.0486674j 0.00472664+0.00658044j 0.00154428+0.0111087j 0.0114623+0.0812348j -0.00637598+0.0107512j -0.00380689+0.00724899j 3.60254e-05-0.0336899j -0.0129256-0.0614971j 0.0121854+0.042075j 0.0144853-0.0558534j 0.0151387-0.00750813j 0.00639256+0.041145j 0.0133424-0.0422604j 0.00386167-0.0839804j 0.00977714-0.00162986j 0.023086-0.00232931j 0.0144991+0.0367831j -0.0423371-0.0185717j 0.0132148+0.0136019j 0.0196026-0.0148942j -0.0135724+0.0138634j -0.00759266-0.0528363j -0.0162751+0.00708613j -0.0018299-0.0178972j -0.00751076+0.00717001j 0.0335354-0.000671391j -0.0351121-0.0103575j -0.00968461-0.0213377j -0.00858185+0.00372492j 0.0332029-0.00638953j 0.00606074+0.0213185j -0.0243966-0.0130866j -0.00179805-0.0260986j -0.00542092-0.00322234j -0.00489667+0.0066559j -0.0104372+0.0335379j -0.000202196-0.00145746j -0.0212927-0.0384585j 0.00233776-0.000393552j -0.0172428-0.0198115j -0.00940333-0.061476j -0.00169231-0.00730067j -0.0219685+0.000743714j -0.0095204-0.0205127j 0.00359918-0.0015844j 0.0024833+0.00318322j 
