0.0402792+0.0235964j -0.132529-0.101379j 0.0125968+0.14506j -0.0035199+0.0258622j -0.0322346+0.0421214j 0.0270451+0.0624267j 0.0101213-0.0428297j 0.0105086-0.0280552j 0.0151895-0.0432231j 0.0476398-0.0199198j -0.0188973-0.0366074j -0.0292982+0.0284885j -0.00984699-0.000772789j 0.000131185-0.0353779j 0.00175637-0.0101118j -0.0106752+0.0395848j -0.0518675+0.00360402j 0.0414777+0.000906776j 0.0463415+0.0289387j 0.0120576-0.0354615j -0.0640522+0.00329794j 0.0281984-0.0458478j 0.0496529+0.0227802j 0.00800098+0.0150168j -0.145993+0.0067723j 0.0995643+0.22379j 0.15328-0.0994582j 0.109693-0.0109701j -0.111464+0.0117719j -0.0201982-0.0874454j -0.0373573-0.0666647j 0.0211651+0.0447918j 0.0406134-0.0350593j -0.0390621-0.0158932j 0.0144998+0.0520045j 0.0318664-0.0112643j -0.00360425-0.0310384j 0.0155841+0.0169467j -0.0122242+0.0180257j 0.00715999+0.0154698j -0.0230785-0.028601j 0.000238666+0.00522479j -0.0182525+0.00480468j 0.0274635+0.00880749j -0.0191161-0.0111387j -0.00138557+0.0174656j -0.0128289-0.0020575j 0.0131082-0.00340837j 0.00557606-0.00184518j -0.0030356-0.0247477j -0.00144201-0.0140389j -0.0213886-0.00168174j -0.0166105-0.0184525j -0.0274822-0.0282253j 0.0286733+0.00776423j 0.0208712-0.00267584j 0.00482647-0.00127j 0.0342534+0.033541j -0.0338757-0.0406095j -0.020685-0.0111356j -0.0104117-0.0154522j -0.0387774+0.0140294j 0.0138815+0.0558067j -0.0408964+0.0717631j 0.10099+0.0255359j -0.311197-0.0613485j -0.00495782+0.25375j 3.09521e-05-0.00368837j 0.137845-0.127927j 
0.00899563-0.017389j -0.0107318+0.00658892j -0.015635-0.0211837j -0.0419679-0.00156164j -0.0169337-0.0285663j -0.0145473-0.000345754j -0.0376775-0.0111433j -0.00975439-0.00935169j 0.0158044-0.0181437j -0.0234422+0.0419198j 0.0162637+0.0248632j 0.0304906+0.02308j -0.0175231+0.00386263j -0.0179986-0.0112912j -0.00257005-0.00826254j -0.00766556+0.0177353j 0.0166915-0.00677146j 0.00960057-0.0011887j 0.00851874+0.00655564j 0.0185634+0.00775202j -0.00699562-0.0246729j -0.0100093-0.0195588j 0.000851724+0.0039651j 0.00222988-0.00880499j 0.0124555-0.00654547j 0.00939633-0.00232667j -0.00673664+0.000547906j 0.00164649-0.00288217j 0.00136882-0.00339249j 0.00321105-0.00527846j 0.00216796+0.00595612j -0.046046-0.0258132j -0.0677802+0.0365321j 0.0348985+0.0216018j -0.0086924-0.073425j 0.119989-0.0333352j -0.0200163-0.0716702j -0.110845-0.0231422j -0.115442+0.107022j 0.112043+0.0430457j 0.237309-0.0333886j 0.0440763-0.0692358j 0.16297-0.151139j -0.0468002+0.0793527j 0.0201376-0.0220221j 0.270899+0.107067j 0.0404998+0.180901j -0.0829944+0.112254j 0.0294494-0.144177j -0.022921+0.026833j -0.115335+0.0298295j -0.172732+0.110085j -0.0729798+0.0414735j 0.15568-0.0971639j -0.0618446+0.0543695j 0.165175-0.020118j 0.0829887-0.0723153j 0.0266173+0.0688074j 0.113312+0.0579637j 0.0282843-0.157113j -0.0164293-0.0861126j 0.0664652-0.0124422j 0.0764311+0.0745958j -0.0406051-0.0608794j 0.0178273-0.0260521j 0.0588391+0.0724167j -0.0356816+0.0151383j -0.0123095-0.0162309j 0.00692618-0.023229j 
0.0148713-0.00714348j -0.0131784-0.0197047j -0.0192286+0.0165621j -0.0172403-0.0178596j -0.0158387-0.0196363j -0.0131277+0.012909j -0.0292184-0.00337577j 0.0391421+0.0261165j -0.0194771-0.00228109j 0.00734153-0.0227408j 0.014975+0.0200252j 0.0110272+0.0076123j -0.0255665+0.00792395j 0.0199901-0.011908j 0.0198319-0.00137641j 0.00484498-0.0308153j -0.00770691+0.0228836j 0.0100886+0.00679802j -0.000422403-0.010978j -0.0191903+0.00645165j -0.00593238-0.00664198j 0.00638366-0.00715856j -0.0103716-0.00702909j -0.00149576-0.00620848j -0.00274747+0.000829956j 0.00426381-0.0023029j -0.00478616+0.00184091j 0.010473-0.0116235j 0.000928023+0.00291939j 0.016194+0.000948957j -0.0124416-0.0266443j -0.00871429+0.000438388j -0.0230633-0.0183311j 0.0416685+0.00868288j -0.0186562-0.0404648j 0.0755301-0.0251026j 0.0907033-0.0115124j -0.0729686-0.00369054j -0.0960378-0.0822617j 0.0467561-0.0241999j -0.117766+0.04261j -0.108293-0.0550712j 0.0534105+0.0949857j -0.120964-0.0081j 0.194091-0.164948j -0.207913-0.226127j 0.013594-0.173057j 0.154618-0.00586837j 0.12896-0.0689151j -0.063904+0.0612033j 0.0923687+0.0149885j 0.0275751-0.0587164j 0.0226461-0.0169253j 0.0716972+0.0272105j -0.026285-0.0564126j -0.0310552+0.10697j 0.0145872-0.0640214j 0.0996307+0.126578j -0.00911158+0.00868953j -0.0601104-0.0510937j 0.0735998-0.0742556j 0.0121096+0.0171008j -0.0281539+0.0306406j 0.00107131-0.0350148j -0.0360996-0.00379145j 0.00530929+0.0510173j 0.0438377+0.0132115j 0.010019-0.0387694j -0.0100234+0.0101466j 
-0.00728746-0.0105723j -0.0309031-0.0456064j 0.0317064+0.0164941j 0.00094051-0.0367018j 0.0157817-0.00268678j -0.032923-0.0254256j 0.0230305-0.00851242j 0.000875221-0.00149689j -0.0119654+0.0210553j 0.0123969+0.0223112j -0.0201532+0.0120392j 0.0234684-0.0151136j -0.043826+0.006685j 0.00257473+0.0193005j 1.90072e-05-0.0060546j 0.00808611+0.0198504j 0.0288496-0.00241783j 0.0163068-0.000565114j 0.0171367+0.0175657j -0.000926276-0.0236307j 0.000994958+0.00802907j -0.0105943+0.0128043j 0.0128191-0.00416056j 0.00379228+0.000255215j -0.000501747-0.000469194j 0.00203092+0.00299767j 0.007408+0.0172425j -0.0054349-0.0139336j 0.0117669-0.006618j 0.0155709+0.0267124j -0.0155975-0.0549999j 0.078531+0.0406175j -0.00632734-0.0567082j 0.0281862-0.0446913j -0.0278365-0.0338328j -0.0890875+0.0621857j 0.0383273+0.0962609j 0.0429947-0.141184j -0.0749466-0.00797502j -0.0105918-0.00650744j -0.1362+0.0186903j 0.26551-0.125868j 0.160968+0.0598643j 0.0193813+0.0542037j 0.161952-0.074132j 0.0829662-0.0544687j -0.0660008+0.0968465j -0.102816+0.0655358j -0.0994172-0.00139996j 0.0178806+0.195654j 0.0145725-0.219278j 0.014289+0.0502532j 0.0257417+0.186581j 0.107035-0.0987939j 0.0278437-0.00163346j 0.0896429-0.208711j -0.0527814+0.0345372j -0.0131259+0.00658961j -0.0471875-0.0721538j -0.0436932-0.00751693j 0.0424064+0.0365769j 0.0280266+0.0309733j -0.0465745-0.0279169j 0.0129948-0.0212703j -0.061197-0.0120856j 0.00495495-0.0560171j 0.0578674+0.0315049j -0.00327994-0.0246067j -0.0269198+0.0417861j 
-0.0165603+0.0213842j -0.00647456-0.00661281j -0.0195586+0.00449705j -0.0405582+0.0154557j -0.0188419-0.0204272j -0.0134413+0.00466749j 0.00775962-0.00722388j -0.0071591+0.0289271j -0.0392783+0.0200486j -0.0258213+0.0277028j 0.0185474+0.0120039j -0.0037699-0.0183658j -0.0117647+0.000316653j 0.00126628-0.00854618j 0.0118006-0.0110088j 0.00298982-0.00823655j 0.0102173+0.00778144j 0.000804108-0.0247849j 0.00201545-0.00103699j 0.00120608+0.0182105j 0.00539246+0.000747595j 0.00727262-0.00555889j 0.00509304+0.00216008j 0.00755803-0.00066579j 0.00298986+0.00299777j -0.00331311+0.00356515j -0.00174691+0.00590717j -0.00138716+0.00745348j -0.0053529+0.0118415j -0.00832009+0.0110832j -0.032763-0.00626172j -0.0312692-0.0252687j -0.0763239-0.0154004j 0.00893813+0.0402469j -0.0718115+0.029598j -0.0944267+0.051601j -0.122448+0.164088j 0.188613+0.0977629j -0.0548578+0.0876488j -0.0805207+0.102446j -0.0320115+0.114308j -0.08714+0.0209867j 0.0128106-0.0345514j 0.0615623-0.128596j 0.0387735-0.0922607j 0.0807006+0.0448509j 0.0173704+0.0143044j -0.0745559+0.00574958j 0.0375947-0.000151372j 0.105959+0.154332j 0.14309+0.0352437j -0.00805276+0.0923483j -0.0371472-0.10547j 0.0236165+0.0366541j -0.176893+0.0233832j 0.0329391-0.00423216j 0.101712+0.110889j -0.0492827-0.0791522j -0.0250983+0.037827j 0.0311261+0.0373544j -0.0740961-0.0834542j 0.0819125+0.0655886j 0.0124286-0.0687907j 0.016825-0.0731653j 0.026033-0.0602233j 0.0364683-0.0117757j -0.0498025+0.0520936j -0.0283229+0.0112806j 0.0051965+0.0251069j 
0.0186268+0.03383j -0.0188715+0.0320613j -0.0685891+0.0329823j 0.00957626+0.0274324j 0.0113594-0.0191845j -0.00179472-0.0260526j 0.0136873-0.0012018j -0.00162151+0.00365304j 0.00591117-0.00818247j 0.00759971+0.000803471j -0.0149395+0.000946661j 0.0190242+0.00456803j -0.00419516-0.00105931j 0.00423758+0.0044395j -0.00248875+0.0141413j 0.00183629+0.00810785j 0.00814982-0.00601002j -0.00517135+0.0124466j 0.00847316+0.00594272j -0.000460459-0.00168194j 0.00397859+0.00525602j 0.00252852+0.00223108j -0.00416541-0.00413304j -0.00106364+0.00252125j 0.00585894+0.00786001j 0.0110142+0.001565j -0.0114837-0.00676006j 0.0183161+0.00210743j -0.00713385+0.0173999j 0.029448+0.0268818j -0.0067541+0.0399644j -0.108881+0.0174506j 0.0661424+0.0650055j -0.0538777+0.0445672j 0.000498287-0.103567j -0.027547-0.102983j -0.0279907+0.00145054j -0.0860282+0.0972928j -0.053171+0.0240986j -0.123718-0.0283251j 0.0491273-0.0315266j 0.0229448-0.129209j 0.124652-0.142888j 0.0458395+0.0130517j -0.0243114-0.0534842j -0.0644188+0.0970903j -0.029861+0.00669202j 0.0842273-0.0910829j 0.0491684+0.302005j 0.10808-0.0408889j -0.187868-0.178833j 0.07315-0.136184j 0.0136834-0.10425j -0.0797072-0.0167331j 0.0038274-0.0175942j -0.0161909-0.0862429j -0.0926967+0.0569423j -0.0602539+0.0821274j -0.0322153+0.0439332j 0.0461464+0.0383801j -0.00320222+0.0455828j 0.0414078-0.0666876j 0.0460874-0.0122324j 0.00120087+0.020931j 0.0370253-0.0460257j 0.0286205+0.139274j -0.051263-0.0196693j 0.0188389+0.0168823j 0.0159865+0.0348565j 
0.0216556+0.0438487j 0.00701937+0.0299588j 0.0154994+0.0311364j 0.0699629+0.0248529j -0.0207118+0.0176838j 0.0453941+0.0570736j -0.00930276+0.0410481j -0.00902075-0.000540594j -0.0149497+0.00117832j 0.00365142-0.00171992j -0.000442911+0.0240313j -0.037699+0.0316185j 0.004703+0.00587745j 0.00868853-0.0151997j -0.0103147-0.00592879j 0.0200169-0.0062731j 0.0304178-0.00838326j 0.00439368-0.00244292j 0.00686903+0.0106082j 0.00211043-0.00729591j 0.00741346-0.00197501j -0.00515811-0.013915j 0.00230753+0.00599815j -0.00384683+0.00379397j -0.0045257-0.0071624j 0.0150576+0.00811349j -0.00121575-0.00106033j -0.00404341+0.00160911j 0.00957806-0.000574557j 0.0171864+0.042756j 0.0352658+0.0645558j 0.0291943+0.0749618j 0.133997+0.0512781j 0.110965+0.00368963j 0.117051+0.179933j 0.0294236-0.049852j -0.000598322-0.040243j 0.0515705-0.100574j -0.0563192-0.008374j -0.0503576+0.111994j -0.00326083-0.0351545j 0.0715189+0.00703556j 0.0152602+0.119334j -0.0688555-0.188435j -0.0822695-0.0337852j 0.0947531+0.100849j -0.00211997-0.00330168j -0.00366312+0.155772j 0.0498089-0.0138761j 0.062436-0.0218307j -0.0107666-0.206543j -0.00401738+0.0382665j -0.038342+0.0894827j 0.0340211+0.00863866j 0.0970309+0.0504631j -0.0298231-0.0365036j -0.0231145+0.0236567j 0.056094-0.0572653j -0.0625942+0.0165244j 0.114006+0.0129452j 0.0420991+0.0328655j -0.000552939-0.0331716j 0.0550739+0.0340722j -0.0369359+0.0858271j 0.0889976+0.0275545j -0.0291757+0.0304102j -0.0534687-0.091575j 0.0154546+0.0601356j 0.0202757+0.00568338j 
-0.00945609-0.045581j 0.0219391+0.0086397j -0.000800499-0.0020829j -0.0389823+0.0302671j 0.00210975+0.00519065j 0.0193054+0.0146192j 0.0119902+0.00153644j 0.0182433+0.0329632j -0.0241501-0.000316587j 0.00689202+0.00727352j -0.0252099+0.00197575j -0.0191264-0.0112044j -0.00663127-0.00890123j -0.00108527-0.00539222j 0.0129106+0.0103037j 0.00377369-0.0011568j 0.00457356-0.0104246j -0.0103361-0.00580012j 0.0111797+0.00145334j -0.000394875+0.00349167j 0.00512251-0.00399492j 0.00281339-0.00292464j -0.00147254-0.00997746j 0.00172824+0.00542695j -0.000928354+0.00752081j -0.0191981+0.00321351j -0.00644919-0.0115463j -1.26182e-05+0.000686612j -0.00951319-0.00228729j -0.0273725-0.0628366j 0.0214599+0.000367718j -0.0417431-0.0311001j -0.127397+0.0843557j -0.101436+0.0258219j 0.0846875+0.128463j 0.112433-0.0346946j 0.0272338+0.0251222j 0.0723309-0.114412j -0.0308549-0.0831491j 0.00822554+0.193824j -0.0136108-0.0898328j 0.0859323-0.0960885j 0.0598011+0.0406541j -0.0994986+0.0642897j -0.102829-0.0654515j -0.133594+0.0158654j 0.0362363+0.0174804j 0.0369875-0.191972j 0.175989+0.0242415j -0.112293-0.0602209j -0.0905554+0.0783459j 0.0452491-0.176952j 0.0057501+0.0533011j -0.037425-0.102963j 0.104096-0.0347009j -0.0584407+0.0417309j -0.0943023-0.00102763j 0.141715-0.059708j -0.0569872-0.0188353j -0.0378579+0.00656284j -0.0677-0.0525574j -0.141551+0.0127808j -0.0722635-0.0849223j 0.0544315+0.0370203j -0.0418746-0.029913j -0.0210816-0.0881316j -0.0240446+0.0486491j -0.0161634+0.00192323j -0.0247676-0.0161237j 
-0.0125819-0.0506902j -0.0692601-0.00174819j -0.0391074-0.0691646j -0.0128453-0.020609j 0.0519106+0.0341242j 0.0158585-0.01805j 0.00657873+0.0329626j -0.0033514-0.0125187j 0.00641676+0.0177069j -0.00982475+0.0113714j 0.0276644+0.0123359j -0.0300261+0.00859789j -0.0136119+0.00139009j 0.00452701+0.00616104j -0.0188898-0.00735066j 0.00717256-0.00155793j -0.0105124+0.00624929j 0.00146834-0.00516405j 0.016841-0.0206703j 0.0126817-0.0172848j -0.00776131+0.0168605j -0.00478408-0.00255584j 0.00977494-0.00509528j 0.00116338+0.00696879j 0.00778165-0.0128884j 0.00442425-0.0234784j 0.0121572+0.0188532j -0.0326279-0.00280545j 0.00431322-0.0326807j 0.0150259-0.0248795j -0.0741464-0.0279381j -0.0363325-0.0931484j 0.0384255-0.0833962j -0.0749808-0.128333j 0.128213+0.0710458j 0.051714-0.212001j -0.0729379+0.0344239j 0.0191022-0.0406586j 0.0589022+0.0397891j 0.00276535+0.0167942j 0.14156+0.0177828j -0.128912+0.0374496j -0.0103415+0.00354347j 0.00454773+0.104256j -0.0763024-0.0501613j -0.0860931-0.193791j 0.00620016+0.0269634j 0.0295109+0.0509124j 0.113058-0.0561458j -0.119707+0.0035197j 0.134796-0.0285986j -0.024529+0.0600849j -0.0129462+0.00440841j 0.0350802+0.0123436j -0.126352-0.0397838j -0.0455094-0.0684841j 0.0330557-0.0380078j -0.0563569-0.031067j 0.0590647+0.0549994j 0.0739782-0.00677378j 0.0548747-0.00938294j 0.0699109+0.0330373j -0.0410067-0.0264835j -0.0554259-0.0772138j 0.0171998+0.0531767j 0.00304289+0.0347264j 0.0734832+0.0972056j -0.0226645-0.0507412j 0.0415038-0.0662043j 
0.00372497-0.00787282j -0.0225721-0.0152882j 0.00977889-0.00795911j 0.00672289-0.0210037j 0.00634659+0.00530959j -0.00121676+0.00413071j -0.0212669+0.025665j -0.00509817-0.00135033j 0.0193196-0.0161164j -0.0355393-0.0384698j -0.00568703+0.0357075j 0.00887879-0.0217505j -0.00960593-0.0039073j 0.00987604-0.00861069j 0.0169308+0.0139226j -0.00749603-0.00390657j -0.0219286-0.0022833j -0.00349862-0.00818606j 0.0148601+0.00821241j -0.0121754-0.00324954j 0.0024869+0.000789094j -0.003527-0.0044182j -0.00509744+0.000565106j 0.0048035+0.00540614j 0.00919224-0.00770949j 0.00641194-0.00330871j -0.00333647+0.00645339j -0.0149534+0.00314283j -0.00155329-0.00390177j -0.00831008+0.0198738j -0.0110426-0.0118612j 0.00594981-0.0325139j 0.0427113-0.0828749j 0.0455768-0.042017j 0.0290596+0.101357j 0.0407916-0.0974254j -0.0316972+0.0295786j -0.10297+0.0777094j -0.187155-0.0181599j -0.139023-0.00211695j -0.137077+0.0202104j -0.238637-0.0695938j 0.0790146+0.10345j 0.0501611-0.187032j 0.173139-0.118656j 0.0562609-0.0896844j -0.0872756-0.0767812j -0.160656-0.108013j 0.0352984+0.011188j 0.099514+0.0174224j -0.0323413+0.0855538j 0.0196423-0.168411j -0.191854+0.07303j -0.0574869-0.0423125j 0.0477905-0.0672928j 0.0114309-0.0361643j 0.018501-0.0552805j 0.0172408+0.0388165j -0.0827691-0.0497341j 0.0850929-0.0149018j 0.0675383-0.0266493j 0.0182306+0.023676j 0.0108332+0.00228395j -0.00584695+0.0128061j 0.00713382+0.0319957j -0.0149491+0.00334541j 0.0177943-0.0143536j -0.00362739+0.0218094j 0.00364146-0.00787649j 
0.0139257+0.00412752j 0.00383797-0.0355291j -0.0376585+0.03045j -0.00360312-0.011478j 0.0012778-0.0322458j -0.010486+0.0353744j -0.0434805-0.0244777j -0.00510206+0.0195646j -0.00867756-0.0191876j -0.00484491+0.0118965j -0.00320347+0.00441994j 0.0147829+0.0170628j 0.00218875-0.00190026j -0.00516652-0.00266565j -0.0016546+0.000808348j 0.000855182+0.000775591j 0.00462439-0.00299515j -0.00837866+0.00876271j -0.0075546+0.00848038j -0.0136204+0.00103757j -0.00388863-0.00356454j -0.0187447-0.00825768j 0.00516032-0.005197j -0.0022008+0.00632223j -0.00987482+0.00376065j 0.0048855+0.00788653j -0.00784919+0.00345904j 0.0129104-0.0212746j 0.0126962+0.00989408j 0.0019193-0.00862569j -0.012783-0.0119828j -0.0831007+0.0325923j -0.0426098+0.0434764j 0.116905+0.143796j -0.124595+0.228311j 0.268002+0.123101j -0.190159-0.0612605j -0.0805464+0.121921j -0.111429-0.102316j 0.0344988-0.137497j 0.0262286-0.0115465j 0.0141042+0.00804412j -0.0240219+0.0644108j 0.0460894-0.0213141j 0.0381609+0.0106323j 0.00315189+0.118818j -0.00392573-0.0825656j 0.00588352+0.128098j -0.0595665-0.0266173j -0.0106999+0.09856j 0.013559+0.0369541j 0.0335204+0.0343069j 0.067829-0.0148771j -0.0491205-0.00672251j 0.0609174-0.0460216j 0.00827191+0.0281896j -0.00462309-0.029088j 0.0586155+0.0292132j -0.035722-0.0186109j 0.0088061+0.0235389j -0.00572235-0.0257741j 0.0720384-0.0312806j -0.00838712-0.0616332j 0.0970826+0.00778281j 0.0589887-0.0214013j -0.0109489+0.00883135j -0.0320301+0.00592838j 0.00333064-0.0359881j -0.0112892+0.0405437j 
-0.00724417-0.0555869j -0.0376557-0.0154359j 0.00906564-0.0125185j -0.0131579-0.0268392j 0.0199607+0.0187791j 0.0182918+0.049522j -0.0274761+0.0212522j -0.0131257-0.00661596j 0.00732163+0.00359352j 0.00570319-0.0148184j -0.0131183-0.0203347j -0.00142482-5.1548e-06j 0.0159815-0.00873695j 0.00122612-0.00636327j -0.0120321+0.00631542j 0.00790407+0.00171712j 0.00998381-0.0030305j 0.00681682-0.013452j 5.49498e-05+0.0176719j 0.0080565-0.00764953j 0.0124358+0.00460561j 0.00789417+0.00478407j 0.0129968-0.0148331j -0.00476852+0.0108995j -0.0010904+0.000597936j -0.00488533+0.000655441j -0.00168546+0.0102403j -0.0149269-0.0159865j 0.00706996-0.0095236j 0.00286508-0.0272981j -0.0152874-0.0261885j 0.0125668-0.0538705j -0.0177342-0.0177819j -0.0535856-0.166251j 0.173792+0.141125j 0.0338534-0.176325j -0.154005+0.0140825j -0.0174655-0.0100969j 0.0262629-0.052505j -0.122668-0.0791222j 0.0955192-0.0701025j 0.0924261-0.0383933j -0.00454489+0.163148j 0.199484+0.0488292j -0.114221+0.0749096j 0.00334818+0.118764j -0.0587101+0.163914j 0.10425-0.0705815j -0.0796446+0.00645224j -0.117151+0.0378248j -0.0165855-0.0647396j 0.00783978+0.066496j 0.0395313+0.0210116j 0.0395891+0.0330853j -0.0783929+0.057847j 0.0301659-0.00367526j -0.0760182+0.00708826j -0.0118554-0.00274648j -0.0187262-0.0449053j 0.0204118-0.0253056j 0.0261013-0.0195112j -0.0532329+0.00497437j -0.100465-0.0937556j -0.0322503+0.0127685j -0.000791665-0.0258869j 0.0146277-0.0158414j 0.00453518+0.0543544j -0.0259572-0.0353391j 0.00735046+0.0134817j 
-0.0264904-0.0400508j 0.00140372+0.0382708j 0.0661813+0.0606401j 0.0508441-0.0244637j 0.0731957+0.0182747j -0.00725776-0.00871836j 0.0104323+0.02263j 0.0208647-0.0292114j -0.00400903-0.016288j -0.00309017-0.0135307j 0.0170648+0.0128795j -0.00899991-0.0180965j -0.0124968+0.0160944j 0.0155874-0.00140669j 0.00367834-0.0206051j 0.00224151+0.00798401j 0.0108511+0.0204994j -0.00420059-0.00328252j 0.00561762+0.0118674j 0.00176626+0.00115655j 0.0093808-0.00509018j 0.00431982+0.00502306j 0.00425812-0.0180636j -0.00157565+0.00742039j 0.0179029-0.00310549j -0.0163787+0.00274542j -0.00571616-0.00560686j -0.0225214+0.00289027j -0.0016786-0.0236162j -0.0181993-0.0542267j 0.00112034+0.031684j 0.138203+0.130001j 0.0334936-0.0593242j -0.255197+0.023691j 0.00412874-0.0965382j -0.0841799-0.127017j -0.019329-0.215184j -0.172323+0.0580082j -0.0740888+0.0336641j 0.0668078-0.00308459j -0.178524+0.0866224j -0.212044-0.0208237j -0.047953-0.0978579j 0.162846-0.0609373j 0.0407946-0.078162j -0.0829542-0.091046j -0.0196918-0.10619j -0.0627982+0.0268103j 0.00942888-0.113553j 0.0259401-0.0427593j 0.0680966-0.083272j -0.0556671+0.0655354j 0.0243599+0.00997018j 0.0970852+0.0324757j -0.0160468+0.107499j 0.0777717-0.0999262j -0.0699655+0.00526844j 0.0630999+0.0267945j -0.0465489-0.000715154j -0.0106805-0.00759556j 0.0123246-0.02312j -0.00993812-0.0679057j -0.0358767-0.0559526j -0.0528689+0.0414682j 0.0619143-0.0369429j -0.0438083-0.0473784j -0.0479592+0.028052j -0.0176291-0.00934069j -0.00315873-0.0306318j 
-0.000893607+0.00839164j -0.0236415+0.0510711j 0.077907-0.0332775j -0.0173855-0.0477993j 0.0183486-0.0373602j -0.0315616+0.0049997j -0.0344298+0.0210969j 0.00454587-0.0179936j 0.0138869+0.0115071j 0.014604-0.0116302j -0.0187404+0.010895j -0.0106928+0.0109998j -0.00575016-0.0053089j 0.0039173+0.0051995j -0.00262974+0.00491641j -0.00121266-0.00395773j 0.00645691+0.00512824j -0.00297139-0.0110962j 0.00441671+0.00720543j 0.00648092-0.00576962j -0.00580067+0.00758546j 0.00175146+0.00595951j 0.000399478-0.00154887j 0.00027605+0.000451637j 0.00826449-0.00465245j 0.0106986-0.00562258j 0.00122999-0.0029979j -0.0150774+0.0167194j -0.0105293-0.0226458j 0.0137611-0.00357003j -0.00946338+0.0346025j 0.222754-0.094636j -0.0270383-0.208674j -0.103604+0.211854j -0.188283+0.0633588j 0.152534-0.110992j 0.0765765-0.0734116j 0.0161562-0.0584673j 0.0158065-0.129163j -0.00654509+0.143114j 0.0111435-0.140984j 0.0955718+0.134874j -0.00836011-0.0310338j 0.116655+0.200114j 0.0192146+0.0753902j 0.0678175-0.0608879j -0.0511651+0.0525105j -0.0549775+0.0306426j 0.0415271-0.0205954j 0.162583+0.000456068j -0.0627323+0.00160758j 0.0342011+0.0365225j 0.0118958+0.0419596j 0.0928194-0.0100735j -0.0645947-0.00403974j 0.00904422-0.0719179j 0.014907+0.0108875j -0.0966088-0.0151391j -0.106892-0.0206884j 0.0216155+0.0491234j -0.0367908+0.0348472j -0.000788129-0.0227583j -0.0322557-0.0129253j -0.0277731-9.12883e-06j -0.0440425+0.00463584j -0.0144311-0.00894329j 0.0594636+0.0903387j 0.0111332+0.0624901j 0.0188811-0.0583222j 
0.121256+0.0566795j -0.0182288-0.0832184j 0.0289419-0.0146091j -0.0272822-0.0106084j 0.00643549+0.00137071j 0.016313-0.00731387j 0.0175191-0.0169022j 0.0139118-0.0132245j -0.0148982-0.00778206j -0.00136508-0.00720109j -0.0197975-0.0101945j -0.0132673-0.00244421j -0.00196529-0.00278831j -0.0145584-0.00633147j 0.00928977-0.0109633j 0.00572498+0.00479734j 0.000302327-0.00596488j 0.00410151+0.00110329j 0.00112434-0.000262671j -0.0103849-0.00235017j -0.00263536-0.00308675j -0.00653379-0.000179243j 0.00238956+0.00784007j 0.00270237+0.00609827j -0.0198707-0.00016155j 0.022304+0.0119739j 0.00447315+0.00393963j 0.0204649-0.00689189j 0.0137837+0.0135733j 0.127894+0.0719192j 0.0255478-0.054951j 0.0509221-0.111665j -0.152969+0.0369038j -0.0884681+0.0267709j 0.0692609-0.0567384j 0.0516889-0.0567523j -0.0118716-0.0680718j -0.074128+0.0464175j 0.0465786-0.0464404j -0.12463+0.11977j 0.0100559-0.0807369j -0.171751+0.0699823j 0.0648344+0.194558j -0.0526336-0.158801j -0.0400226+0.0115113j -0.0072969-0.0192122j 0.0594546-0.0324743j 0.017595-0.0051621j -0.0889254-0.0727962j 0.0522991+0.070753j 0.0653835+0.00463314j 0.0588909+0.123444j 0.0636048+0.0446215j -0.0493282+0.00129787j -0.0536275-0.0791697j -0.030301-0.0198199j 0.0133006-0.026626j -0.0185524-0.0114295j -0.0725275+0.0304674j 0.0356863-0.0604841j -0.0112364+0.00858133j 0.00387399+0.0643888j 0.0190566+0.0614058j 0.0185579+0.0520195j -0.0253635+0.0465675j 0.0302564-0.0342028j 0.00249524-0.0730274j 0.0276165+0.0775255j 0.00732901+0.0696389j 
