0.0402792+0.0235964j -0.132529-0.101379j 0.0125968+0.14506j -0.0035199+0.0258622j -0.0322346+0.0421214j 0.0270451+0.0624267j 0.0101213-0.0428297j 0.0105086-0.0280552j 0.0151895-0.0432231j 0.0476398-0.0199198j -0.0188973-0.0366074j -0.0292982+0.0284885j -0.00984699-0.000772789j 0.000131185-0.0353779j 0.00175637-0.0101118j -0.0106752+0.0395848j -0.0518675+0.00360402j 0.0414777+0.000906776j 0.0463415+0.0289387j 0.0120576-0.0354615j -0.0640522+0.00329794j 0.0281984-0.0458478j 0.0496529+0.0227802j 0.00800098+0.0150168j -0.145993+0.0067723j 0.0995643+0.22379j 0.15328-0.0994582j 0.109693-0.0109701j -0.111464+0.0117719j -0.0201982-0.0874454j -0.0373573-0.0666647j 0.0211651+0.0447918j 0.0406134-0.0350593j -0.0390621-0.0158932j 0.0144998+0.0520045j 0.0318664-0.0112643j -0.00360425-0.0310384j 0.0155841+0.0169467j -0.0122242+0.0180257j 0.00715999+0.0154698j -0.0230785-0.028601j 0.000238666+0.00522479j -0.0182525+0.00480468j 0.0274635+0.00880749j -0.0191161-0.0111387j -0.00138557+0.0174656j -0.0128289-0.0020575j 0.0131082-0.00340837j 0.00557606-0.00184518j -0.0030356-0.0247477j -0.00144201-0.0140389j -0.0213886-0.00168174j -0.0166105-0.0184525j -0.0274822-0.0282253j 0.0286733+0.00776423j 0.0208712-0.00267584j 0.00482647-0.00127j 0.0342534+0.033541j -0.0338757-0.0406095j -0.020685-0.0111356j -0.0104117-0.0154522j -0.0387774+0.0140294j 0.0138815+0.0558067j -0.0408964+0.0717631j 0.10099+0.0255359j -0.311197-0.0613485j -0.00495782+0.25375j 3.09521e-05-0.00368837j 0.137845-0.127927j 
0.0142041-0.0546884j 0.0239122+0.0020553j -0.00576761+0.0385669j -0.0133683+0.0608974j 0.0325095-0.0239124j 0.0928915-0.090773j -0.0440613+0.0140199j -0.0663336-0.0734862j 0.0684661+0.00728296j -0.0196297-0.00125349j 0.067087-0.047878j 0.0334254-0.141354j 0.0745739-0.0419003j -0.0841498-0.0749194j -0.0233624+0.0519664j 0.00188539+0.0913578j 0.123903+0.030542j 0.0311885+0.0256369j 0.0633746-0.161378j -0.067038-0.079524j -0.16384+0.0361727j -0.063665+0.0351889j -0.152168+0.0565862j 0.00158768+0.114381j 0.075065+0.0378747j 0.0213977+0.107312j 0.00187711+0.192267j -0.0777877+0.112913j -0.14049+0.0598278j 0.0101546+0.00505206j -0.0301053-0.0036901j -0.021069-0.0220628j 0.0158912-0.000731466j -0.00380722-0.0277666j 0.00100253+0.0144757j -0.000690655-0.000621181j 0.0240713-0.0200916j 0.00380152+0.00430501j -0.000814614-0.00727836j 0.00427529+0.0101903j -0.0019587+0.00509205j -0.00869708+0.0032528j -0.0140028-0.0163951j 0.0016134-0.000505184j 0.000754358+0.0176026j 0.0267804+0.0133696j -0.0157325+0.0101941j -0.0180138-0.0167911j -0.028791+0.00962222j -0.00797959-0.0259978j 0.0106799+4.75177e-05j -0.0258895-0.0148276j -0.00638817-0.0137765j 0.0207782-0.0393551j 0.0308232-0.0115166j -0.00404227-0.0425875j -0.0411026+0.03089j -0.0227249-0.0232241j 0.00316145+0.0035079j -0.0135989-0.00883154j 0.0252737+4.71191e-05j -0.00817937-0.0145841j 0.0337146+0.0180955j -0.00573505-0.00839978j 0.0212135+0.0111643j -0.00284272-0.0344493j 0.0170798+0.0275025j 0.0238158-0.0100679j 0.0259242+0.00809787j 
0.00654639+0.00977526j -0.0171444+0.0140839j 0.058487-0.0642629j 0.0264018-0.0313751j 0.000242908+0.00415093j -0.0858445-0.0234866j 0.0357266+0.00947482j 0.0118751+0.031783j -0.0267467+0.0382341j 0.0206776+0.0459629j 0.0242474-0.00573025j 0.0252194+0.0693967j -0.0667198-0.0731819j -0.0485146+0.0144672j 0.127669-0.0306615j -0.100861-0.167555j 0.091429-0.0535657j -0.246854-0.0825679j 0.0580631-0.0939824j -0.0582303-0.0458929j -0.11613+0.00919804j -0.0359705-0.203074j 0.232974+0.0106086j 0.0332889+0.190683j 0.169361-0.00205399j -0.0920824+0.0896555j 0.0269325-0.0837644j 0.0652937-0.0668851j 0.0579548-0.034609j -0.0156114+0.010605j 0.0103965+0.0124178j -0.0142989+0.00664441j -0.0293601+0.0136409j 0.0204682+0.00860547j 0.00309282+0.00117374j 0.00119534+0.0115094j -0.00823514+0.00651279j -0.00292705+0.00275422j 0.00822411+0.00228626j -0.0195315-0.00939272j 0.0130247+0.00651626j -0.00683609-0.00729633j 0.00324427-0.00341351j -0.0206791+0.0159549j -0.0038591-0.0153666j -0.000892556+0.00619284j 0.0147435+0.00150632j 0.0113949-0.02787j 0.0157524+0.0138601j -0.00952249+0.00812828j 0.00902478+0.0072811j 0.00482748-0.0423637j -0.0304983+0.018252j -0.0442711-0.0212426j 0.0244844-0.00494272j -0.00946294+0.0173183j -0.0487964-0.0141204j -0.0482091+0.000875553j 9.09703e-05+0.0214647j -0.0260772-0.00490967j -0.0162613-0.00450337j 0.0168001+0.0149652j -0.0084043-0.00654696j 0.00230975+0.0183464j -0.0133091+0.00909766j 0.0151412+0.0178236j 0.00182878+0.0126191j -0.00108984+0.0106913j -0.0113441+0.00381097j 
-0.010964+0.0327739j 0.00689192-0.051989j -0.015246+0.00386565j -0.0105785-0.0204946j -0.0336038+0.0292138j -0.121759-0.00373488j 0.0163777-0.0571912j -0.0880008+0.0108465j 0.0578443-0.0537513j 0.0440471-0.000474957j -0.158708-0.0769351j -0.0338059+0.00645451j 0.111809+0.0176002j -0.12012-0.0829274j -0.0093819+0.0179298j 0.00277357+0.0715845j 0.0581462-0.0645193j 0.0758453-0.180201j 0.0204792-0.0939146j 0.0477289+0.0397648j -0.123715+0.0533881j 0.171507+0.0963614j -0.0283003-0.172993j 0.352468-0.00375072j 0.163928-0.359855j 0.0662805-0.0857208j -0.14897-0.0195376j -0.0818968+0.0654231j -0.00178922-0.0478833j 0.0232188+0.00215695j 0.0298943-0.00734098j -0.0196955+0.0233537j 0.0161205+0.00564896j -0.00368307+0.00342956j 0.0274064+0.0237983j 0.0357482-0.00857031j 0.00569176-0.0117703j 0.0120745+0.0162517j -0.0098417+0.0056687j 0.00331088+0.0105653j -0.0189136-0.00113824j 0.00615825+0.00737391j -0.007547-0.00760334j 0.0106632+0.004041j -0.00651006+0.0216127j -0.0140979+0.00617884j 0.00980313+0.00689438j -0.0128925-0.0161678j -0.00500399+0.000496393j -0.0274236-0.00931958j -0.029541-0.0232228j 0.000727255+0.0172083j -0.0156309+0.0142398j 0.0088369-0.00102791j -0.0200906-0.0213683j -0.0125385-0.0147312j -0.00748523-0.0128214j -0.00305512+0.0200897j 0.0162254-0.0229657j -0.000346971+0.0343926j -0.0143476-0.0350328j 0.0178791+0.00655635j 0.0115144-0.0131521j 0.01759+0.0143066j -0.00298078+0.0126265j -0.00769421-0.00639258j -0.00853562+0.00576051j 0.0171717-0.0234189j 0.0150802+0.0143922j 
0.00151095+0.0249952j -0.0208285-0.0711007j 0.0232144-0.0973298j -0.00960861-0.0911359j -0.0579929+0.0109078j 0.0608693+0.00827558j 0.0711735-0.12147j -0.128042+0.0508307j -0.0704738-0.0701628j -0.0843232+0.0143956j 0.0496409-0.0607749j -0.0560761-0.0676838j 0.0571529-0.0635255j 0.0767807+0.142829j -0.0609633+0.0551723j 0.0117627-0.0883269j -0.117419-0.0536522j 0.0693946-0.234235j 0.078968+0.131301j 0.11797-0.0170429j 0.0777071-0.00789097j -0.0811229+0.0547861j -0.132703+0.189345j -0.0456995+0.0128559j -0.267896-0.0465795j 0.101913+0.11049j -0.189717+0.0324475j 0.00469171+0.0551393j -0.000567164-0.0131347j -0.00867583-0.0456878j -0.0108894+0.0246544j -0.00342331+0.0324978j 0.000337944+0.0216324j -0.00720836+0.00232162j -0.0051796+0.0113946j 0.00559511-0.0203255j 0.0351756+0.00949524j 0.00190556-0.0147132j 0.0111107+0.00319443j -0.0164239+0.00934381j 0.00289367-0.00694292j 0.0170742+0.0173866j 0.00350477+0.0030664j 0.000326241+0.000481791j 0.028509-0.00819154j -0.0249582+0.00865444j 0.00707556-0.0174868j -0.0100001+0.0137007j 0.00548089-0.0021647j -0.0189475+0.0031892j -0.0214067+0.00815129j 0.0107469-0.0272703j -0.00718371+0.0012815j -0.00376734-0.0271834j 0.014703-0.0302258j -0.00994985-0.000450261j -0.0330472+0.0139712j 0.00164284-0.0203131j -0.0274241-0.0273153j 0.00285028-0.0255556j -0.013119-0.00183217j -0.00307284-0.00306119j 0.00705576-0.00131104j 0.0122191+0.0051128j -0.000767985+0.0140967j 0.000211603-0.0137389j 0.0217929+0.00947082j -0.00553037-0.000671932j -0.00792254-0.00305098j 
-0.00843487+0.0424407j 0.0198123+0.0046525j -0.033515+0.0881477j -0.035364+0.0614219j -0.0415585+0.0279289j -0.0199601+0.0769966j -0.0186702+0.0574219j 0.0394205-0.0543242j -0.0386201-0.0747053j 0.003354-0.0371694j -0.112433+0.0353907j 0.0246063-0.0913458j 0.0050367+0.0171199j -0.0733898+0.099415j 0.161836-0.0842521j -0.0108665+0.00622482j 0.102736+0.0381369j -0.0681955+0.0521101j 0.0804429+0.0631054j 0.0873506-0.0336349j -0.128035-0.110734j 0.113515-0.1485j -0.217477-0.110904j -0.116509-0.239934j 0.0409721+0.0591393j 0.0358606-0.149968j 0.0843331+0.00467671j -0.116328+0.0523795j -0.0295135-0.0539913j 0.0330535+0.00881446j 0.0260269-0.0407651j -0.000932574-0.0045326j 0.0233854-0.0189577j -0.00683859+0.00112126j 0.0127694+0.00134822j 0.0111839+0.00611087j 0.000265203+0.00202543j -6.31369e-05-0.0118266j -0.00615008+0.00448304j 0.0126521+0.0120996j -0.00306037-0.00947094j -0.00013026+0.00928335j -0.00530005+0.0300219j 0.0185669-0.00250251j -0.0111963-0.000813782j -0.00125894+0.0185003j -0.00660785+0.0210808j -0.0077927-0.00354825j 0.0133053+0.030902j -0.018068-0.0112818j -0.0137388-0.00376107j 0.0144454-0.00119059j -0.00979347+0.0283228j -0.028798-0.00576889j -0.0157094+0.0310078j -0.00709759-0.00233996j -0.0408326-0.0149415j 0.0150959-0.0233577j -0.00547-0.00208147j 0.0275953-0.000279034j -0.00363087+0.0210821j -0.0024806+1.90608e-05j -0.00189059-0.0101566j 0.003849-0.00264392j -0.00675692-0.00542001j -0.00792621+0.0125342j 0.00386354+0.000272624j 0.0166822-0.0124725j 0.00566649+0.0108764j 
0.0102814+0.0180305j -0.0189371-0.00931552j 0.103034-0.0724971j 0.0135011-0.0489127j -0.0784224-0.0231431j -0.116519-0.069603j 0.0476918-0.00656778j -0.00518372+0.0402287j -0.0735463+0.110797j -0.0202063+0.00673507j -0.0170737+0.0450014j 0.0749598-0.151685j -0.0136555+0.0206032j -0.18386-0.174469j 0.103767+0.302906j 0.040937+0.0351014j 0.0497673+0.135454j -0.291736-0.175087j -0.058308+0.0665336j 0.0393736-0.156618j -0.035-0.0408823j 0.11233-0.0231845j -0.0371658+0.16782j 0.0397139-0.0603128j -0.0236794+0.0159965j -0.0835564+0.0973823j -0.043759+0.0102607j 0.0370691-0.0326476j 0.0268937-0.0419016j 0.00997419-0.0116767j -0.00573635-0.00985495j -0.0298499+0.0118341j -0.0140417+0.0144112j -0.000413546-0.00245391j 0.0261445+0.0208885j 0.0104498+0.00641688j -0.00492101+0.00377207j -0.00159167+0.00231756j 0.0150598+0.00206799j -0.0157487+0.00544003j 0.0248638-0.0168803j -0.0108789-0.0107859j -0.00491826-0.0143625j -0.022813+0.00748777j -0.00194425+0.0127701j 0.0132221+0.0296795j -0.0017574+0.0151045j 0.00993585+0.00685078j -0.0325785+0.0199059j -0.0433183+0.00361977j -0.0136925+0.03493j -0.0207726+0.00662472j 0.0107379-0.0278487j 0.00422248-0.0186234j -0.0212342+0.0112306j -0.00754086+0.0169137j 0.0298304-0.00762263j 0.0194871+0.00267179j -0.0133611+0.00665179j 0.00525394-0.00894553j -0.00271777+0.0060848j 0.00983299+0.0131109j -0.00477367+0.000475921j 0.000694824+9.4773e-05j 0.000982624+0.0246568j -0.000225253-0.0067202j 0.0126946+0.035079j -0.00671468+0.0022959j 0.00845377-0.00314707j 
-0.0152828-0.00185426j 0.00194631+0.0390206j 0.0154065-0.0132336j 0.0185671+0.0118673j 0.0399837-0.00948801j -0.0719641-0.0614014j -0.0413828+0.0646133j -0.134663+0.0555798j -0.105766+0.0160025j 0.0980882-0.0867078j -0.0193679-0.0434583j -0.0690038-0.0908561j -0.0739999-0.112514j 0.148424-0.154559j -0.00521865+0.104829j -0.11319+0.24638j 0.129332+0.0114274j -0.184407+0.164651j -0.14013-0.134018j 0.0336206-0.0153772j -0.011864+0.126555j -0.0833334+0.115448j -0.120114+0.0451851j 0.126679-0.232037j -0.0345862-0.0217595j -0.0185409+0.0187471j 0.0277058+0.021617j 0.0125802-0.0309934j 0.0130914-0.0205476j 0.0272147+0.013758j 0.00904332-0.0299292j -0.00534827-0.0038305j -0.00851364+0.00207892j 0.0109835-0.00864644j 0.0323924+0.00380347j -0.00694846+0.00958803j 0.00572954-0.00766169j -0.0146147+0.00362703j -0.0175667+0.000239428j 0.00902978+0.0122771j 0.0189293+0.0185439j -0.0148281+0.00251726j -0.000880986-0.00460869j -0.0176561-0.0202892j 0.00539366-0.00616727j -0.00303099-0.0181382j 0.00495548-0.0683951j 0.00685146+0.00139259j -0.00475771-0.00429312j -0.00221724+0.021849j 0.0112563+0.0139333j 0.0110836-0.0212772j -0.0191344+0.00786676j -0.0132038-0.0115229j 0.0156799-0.02442j -0.00503226+0.0125847j -0.00855411+0.0255048j 0.0122909+0.0292932j 0.00889981-0.0137303j 0.0115003+0.00644673j -0.0131505+0.0155469j -0.0046463+0.00222622j -0.00891733-0.00626675j 0.00613908-0.00692221j -0.00355849+0.0124102j 0.0131747-0.000904396j 0.0113546+0.00711258j -0.00818569-0.00212844j 0.00383458-0.00338548j 
-0.00491575+0.0314793j 0.0267862+0.0510899j -0.052125-0.0228341j 0.00312832+0.0828215j 0.0599326-0.00386633j 0.0134697+0.0194796j -0.0927272+0.0539985j -0.0946923-0.019617j 0.0629607-0.145419j -0.0854884+0.150169j 0.0450272+0.112792j -0.193115+0.0136289j 0.228493-0.0469392j -0.0574194+0.168198j -0.0483498-0.0619681j 0.213133+0.123774j -0.0233648+0.200119j -0.00907691+0.0968535j 0.117784-0.016019j -0.2739-0.0828491j -0.00173933+0.0990315j 0.0941269+0.0396612j 0.0412695+0.0657121j 0.0623359-0.0240084j -0.0420726-0.0780712j -0.0946146-0.0792545j 0.0858457-0.000441215j 0.0150942+0.00624776j 0.0429226-0.03955j 0.0108288+0.0198548j 0.0120383-0.0225645j -0.00469575+0.0139365j -0.0021838-0.00472829j 0.0162505-0.0109267j 0.0132459-0.00716913j -0.0095093+0.00434681j 0.0181657-0.0170617j -0.000417229-0.0237129j -0.00140821-0.00505055j 0.00930379-0.031547j -0.0165227+0.015518j 0.0207875+0.0241485j -0.00138207+0.00211428j -0.0151581+0.000223958j 0.0133468+0.000171954j -0.0129831+0.00452416j 0.00352828+0.0127268j -0.0139308+0.023271j 0.0110069+0.046438j 0.0187207+0.0355845j 0.00631064+0.031704j -0.0150989-0.0104196j 0.0122824-0.011358j -9.22495e-05-0.00996723j 0.0198711+0.00289922j 0.00416619+0.00572819j 0.0038526-0.00629571j 0.00137035-0.00318235j 0.0209913-0.00513845j -0.000743038-0.000413791j -0.0187506-0.00366113j 0.00315241-0.00922341j -0.0108183-0.00886942j 0.003087-0.00365973j -0.00038749-0.00344769j 0.00283482+0.0253836j 0.00961284-0.00559643j 0.00968532-0.00396203j -0.00478472+0.00810248j 
0.0441351+0.0984096j -0.0123184-0.0692421j 0.139687-0.0179305j 0.139935-0.0970468j -0.0792674-0.0813177j -0.0703846-0.0101055j 0.0242117+0.0429695j 0.091952+0.0541504j 0.033239-0.0372315j -0.0136415+0.0776786j -0.0854122+0.0137065j -0.0987825+0.108256j 0.0375935-0.0830287j 0.0146596+0.0206791j -0.0481102-0.116666j 0.0146266+0.0196985j -0.101073-0.0617465j -0.149075+0.0264021j 0.078042-0.0491703j -0.03109-0.0735238j 0.0324908+0.0017746j 0.0150501-0.0626781j -0.0655375-0.00562438j -0.03008+0.0114877j 0.0852089-0.0556056j 0.212598+0.030691j 0.053716+0.021962j 0.0293641+0.0426394j 0.0241213-0.153663j -0.03644-0.0522602j -0.0130152+0.025463j -0.064081+0.0118139j -0.0538517+0.0460672j -0.018154-0.0206804j 0.0160578+0.0012175j -0.00271895+0.00215033j -0.0406075-0.0144863j -0.0243217+0.000498688j 0.00161336+0.0224303j -0.00358685-0.0388157j 0.0103953+0.0126874j -0.0119027-0.00627258j 0.000285107-0.0172393j 0.00643265+0.00936649j 0.0136482-0.0165888j 0.0227168+0.00560159j -0.0017134-0.0220438j -0.0172822+0.0236593j 0.00813603-0.00854227j -0.0276774+0.0421363j -0.0292016-0.0308385j -0.00342034+0.00818186j -0.0427768+0.000984586j 0.0109871+0.00943324j -0.00773033+0.0137056j -0.00262204+0.00339904j 0.00780281+0.00727101j 0.0154215+0.0023203j -0.00360399+0.0220073j 0.00313887-0.00752717j 0.0260033+0.0168124j 0.0068308-0.00348622j 0.00571846-0.00480285j 0.0110202+0.00379822j -0.00152823+0.00881045j -0.00675931-0.0108569j 0.0154339+0.00268622j 0.00581293+0.0141307j -0.0185571+0.0206494j 
0.00445771+0.00155683j 0.00573149+0.0064992j -0.0245426+0.0172393j -0.0236237+0.0676555j -0.0338525+0.0413448j 0.0612799-0.125606j -0.110296+0.105226j -0.0307895-0.170784j 0.278828+0.0546897j 0.00722146-0.10014j 0.158702-0.0561273j -0.0495828-0.0987044j 0.0856266+0.0468768j 0.0410627-0.0271399j 0.0299089+0.135924j -0.0817837-0.0366434j -0.0349493+0.0131652j -0.0750127+0.0502106j -0.232726+0.0457978j -0.0421732+0.152646j 0.242283-0.0536783j 0.0318557+0.142766j 0.179163+0.167789j 0.0616661-0.0592313j 0.0332987+0.0868908j -0.0236862-0.0586382j -0.000155496-0.0749634j -0.0265544+0.0100741j 0.0278091+0.0122259j 0.013362-0.00641834j -0.00816819-0.0156352j -0.00887632-0.0170362j 0.00388234-0.0159347j -0.00680361+0.00872363j -0.00235425+0.0281684j -0.0172047+0.0299235j 0.0144674+0.0050178j 0.0190166+0.0136016j -0.00518167-0.0151458j -0.00690015+0.00394602j -0.0187672-0.0242324j 0.0158291-0.0087271j 0.00663718+0.00120311j 0.00814376+0.0108957j -0.00347647+0.0103753j 0.0307123+0.0168594j -0.0121508+0.0103001j -0.0290556+0.035278j -0.0168187+0.0113011j 0.00408782-0.00868934j -0.00853632-0.0379971j -0.010693+0.00573832j -0.0199736+0.0174064j -0.0159518-0.0200199j 0.00932133-0.0188114j 3.23259e-05-0.0115106j -0.0125039-0.00778093j 0.0100447-0.0140744j 0.00236655+0.00907344j -0.0043688+0.00375727j 0.0192363-0.00391872j -0.00219996+0.00230535j -0.00105792+0.00680649j -0.0140928+0.00514565j -0.00146346-0.00117086j 0.00505366+0.00331758j -0.00083956-0.000331362j 0.000354288-0.00808519j 0.00559289-0.00238461j 
0.00193635-0.0281864j 0.00664445-0.0152028j 0.046355-0.0224263j 0.0163484-0.0712951j -0.0158112+0.0469708j 0.0313585+0.138735j -0.0256526+0.0323753j 0.00806505+0.01125j -0.0761651+0.0984779j 0.221616+0.014283j 0.0748378+0.00184879j -0.000177477+0.101932j 0.166859-0.0814708j 0.0592793-0.094455j 0.0854064+0.181029j 0.113872-0.180205j 0.292339+0.151006j 0.151561-0.00205379j 0.098444-0.0708145j 0.00356339+0.147137j -0.00169821-0.080497j 0.128653-0.042567j -0.104065-0.0344373j -0.0232105-0.0787692j 0.0621018-0.00172981j 0.110684+0.0908169j -0.0408084+0.0446563j 0.0286044-0.0537983j -0.0162565+0.0174947j -0.010803-0.00814635j -0.0167503+0.0217988j 0.00765391-0.004462j -0.0112278+0.0121981j -0.00759896+0.0130599j -0.00146093-0.0451799j -0.019932-0.00839414j -0.0100961+0.0205099j -0.019629+0.00984251j -0.0213606-0.0153987j -0.021368-0.0115745j 0.00541542+0.00557748j 0.00762927-0.00649859j 0.00780184-0.0210635j -0.0173042+0.00533188j 0.0477576+0.00280014j 0.000430487+0.0286277j 0.000997546-0.0112811j 0.0302611+0.0371908j 0.0270616-0.0303558j 0.0244525-0.0121138j -0.004744-0.00245053j -0.0133131+0.00274548j -0.0106266-0.0128323j -0.00176838-0.0105452j 0.00335011+0.00388409j 0.003022+0.012466j 0.00863685-0.0267589j -0.00119816-4.83471e-05j -0.00153958-0.0155241j 0.00501709+0.00147723j -0.00528755+0.00920956j -0.00626142-0.00306459j 0.000412938+0.0003501j 0.00697221-0.00406386j 0.00143545+0.0025137j 0.0147207-0.0167708j 0.00117293-0.0237729j -0.0169218+0.0159343j -0.0175217-0.00812625j 
-0.0216541-0.0169807j -0.0156935-0.0224039j -0.0138063-0.0404029j -0.0189016-0.0444247j 0.0201771+0.00616341j -0.0981035-0.18993j 0.091375-0.0395631j -0.114087-0.0488077j -0.00589024-0.082345j 0.134199+0.088731j 0.0739873-0.118083j -0.237497-0.141078j -0.0627189-0.00910132j 0.136432+0.218682j 0.0661975+0.164462j -0.0798984-0.131678j 0.197768-0.0533979j -0.0378699+0.170106j 0.024736+0.0279459j 0.0342365+0.102296j -0.0625134+0.0339712j -0.184816-0.111014j -0.0237677+0.107306j 0.0318115-0.0425604j -0.0178071+0.0335951j 0.0690795+0.0459635j -0.0355468-0.0601242j 0.00356311+0.00617646j 0.00915104+0.0279604j 0.0160268-0.0129282j 0.0105265+0.00465429j -0.00108479+0.00724716j 0.00264544+0.0127339j 0.00132818+0.00061379j 0.0168975+0.0376542j 0.0150346+0.000799384j -0.00342981-0.0193472j -0.0289065+0.0131524j -0.0161258-0.00154302j 4.66072e-05+0.0226714j -0.0149494+0.0188603j -0.000254626+0.0189705j 0.0155234+0.0205935j 0.0079155+0.0123023j -0.0200739-0.00447388j 0.0181068+0.00380921j 0.0223017+0.0272213j 0.0146487-0.00906825j 0.0191017+0.00674759j 0.00155302+0.0103563j 0.0091496+0.00774742j -0.00685447+0.0506601j 0.00513831-0.00742392j -0.00724665+0.00789234j -0.00593254+0.00397116j 0.00150226-0.00505297j 0.00231352+0.00547257j -0.00680832+0.00316379j 0.00343814-0.00856586j -0.0023708-0.00159274j 0.0135285-0.0021006j -0.00513931+0.00813663j -0.00485905-0.0009114j -0.00121072+0.000307468j 0.00180543+0.00205002j 0.00722024-0.00319001j -0.00482992-0.00571905j -0.00298146-0.0112996j 0.00595807-0.00411475j 
0.00174108+0.0225876j 0.0247338+0.00918898j -0.0198815+0.0503497j 0.0534999+0.107563j -0.108193+0.0442387j 0.112429+0.0742229j 0.0393131-0.0670374j -0.122686-0.0159009j -0.0464679+0.0889485j -0.00759636-0.076494j 0.0354887-0.0360671j 0.0708058-0.225268j 0.148244-0.208499j 0.127979+0.133401j 0.12379-0.315409j -0.172382+0.0223773j 0.0688144-0.0185228j -0.0591273-0.17029j 0.035106-0.0773102j 0.0337121+0.0435675j 0.00671707+0.0243365j 0.0944672+0.0622181j 0.0962883+0.0477505j -0.0020817+0.0658368j -0.062029-0.02755j -0.0608092-0.141616j -0.011428+0.0118802j -0.0243024+0.0315227j -0.00856021+0.0275491j 0.00645782-0.00739805j -0.0211714-0.0153606j 0.00277678-0.00632826j 0.00436887-0.0359243j -0.0361394+0.00373222j -0.024099-0.0154292j 0.0178619-0.0198961j 0.0237657-0.00760511j -0.0050575+0.00393074j -0.021285-0.00771249j 0.0121403+0.0174602j -0.00107596-0.0045651j 0.0206414+0.0183852j 0.0118518+0.00354296j 0.00641844-0.00613008j 0.00585241-0.0431532j 0.029133+0.0202077j 0.021535+0.014025j 0.00589733+0.00757374j -0.0173707-0.0154567j -0.0188046-0.00495238j -0.0131867+0.00783211j 0.00156476+0.0197105j -0.00778389-0.0241884j -0.0016352+0.0151203j 0.0195116+0.00710565j 0.00329574-0.000628324j 0.00663271-0.00233604j 0.00482228+0.0110645j 0.00232241+0.00451642j 0.00302587+0.00630894j 0.00327642+3.52726e-05j 0.00124406-0.00839607j 2.54029e-05+0.0128702j -0.011701-0.0108077j 0.00613913-0.00770586j -0.0258637-0.00765557j -0.0127761+0.0082723j 0.000359504-0.00341541j 0.0126768-0.00190573j 
-0.00821207-0.0458991j -0.0454-0.10511j -0.104024+0.0211874j 0.0562909-0.0707211j -0.0327652+0.0203945j 0.136622+0.0887743j -0.0911669+0.135452j -0.0682243+0.0942637j 0.0513019-0.0921421j -0.0645473+0.0434941j -0.109627-0.104387j -0.0757952-0.145087j 0.129422+0.0735837j -0.0912051-0.00743099j 0.193292+0.0316637j -0.0175597-0.000965947j 0.0516476-0.00670867j 0.0231794-0.0850114j -0.14253+0.063337j -0.102907-0.0134148j 0.00958415-0.0424794j 0.071765-0.0460693j 0.053983+0.0467729j -0.0121851-0.116125j -0.0540235+0.0138743j 0.102163+0.0567125j -0.0275822-0.188396j 0.00436139+0.0871974j -0.038907+0.0962267j -0.000110428-0.0671588j -0.0246505+0.0404313j 0.0315879-0.027132j -0.0104423+0.0137458j -0.0405895-0.00900759j -0.00370534-0.0313787j -0.0337505-0.0201712j 0.00389601-0.0157337j 0.0159543-0.0200615j -0.0203751-0.00256043j 0.0395181+0.00292282j 0.00967609+0.0295602j -0.039436-0.00167606j -0.0262649-0.00177321j -0.00799941+0.000510172j 0.0609356+0.00434947j 0.0108938-0.035087j -0.0350834-0.0016376j 0.0240615-0.00149182j 0.0032833+0.00124816j -0.00676181+0.00297106j 0.0135487-0.0151543j -0.00258717-0.00127913j 0.0026674-0.00701657j -0.00375842+0.00181803j -0.00534922-0.00559931j 0.00946357-0.0135156j -0.00465398-0.0061909j -0.00148871+0.00394061j 0.0108239+0.00716564j 0.00736759+0.00408683j -0.000900954+0.0142972j -0.00613277+0.00238828j -0.0109743+0.008897j 0.000962473-0.00779207j 0.000826737+0.00337019j 0.0183091-0.0279216j -0.00892878-0.0170822j -0.0200921+0.00356343j -0.011408-0.0220035j 
