-0.06628-0.060901j -0.12565-0.106493j -0.00331218+0.114884j 0.0152507-0.0185705j 0.0249297+0.0397084j -0.0190841-0.0115928j -0.00652156+0.00684072j 0.0296614-0.0244126j 0.0145888-0.0218136j 0.0374826+0.0199665j 0.0147243-0.0103952j 0.0254792-0.062409j 0.00132569-0.0173558j 0.00153686+0.0149382j -0.00812313-0.00249385j -0.0111876+0.00160992j -0.00560136-0.0200693j -0.00949269+0.0349786j 0.00373634+0.0120987j 0.0167669-0.0174958j -0.0239189+0.00442898j -0.0204134+0.0320287j 0.00808874+0.0661964j -0.0522831-0.0108551j -0.00556959+0.00755842j -0.00332929+0.0073725j 0.00750043+0.00285215j -0.0210518-0.0128176j -0.0268255-0.0638466j 0.0365789-0.0203594j -0.0269245-0.00627388j 0.00326244+0.0158515j -0.00527684+0.00141953j 0.000974574-0.00943264j -0.0180863+0.0326935j 0.01006-0.0161518j -0.0475848-0.0695915j -0.000918887+0.00694028j -0.0252255-0.0292648j 0.012206+0.01571j 0.0148658-0.030484j 0.0114694-0.00600981j 0.000981829+0.0254713j -0.00151824-0.0485922j -0.0377344+0.0339111j -0.0074413+0.00552542j -0.00690147+0.00801763j 0.0210118-0.0027538j -0.0330595+0.0133888j -0.0164111-0.0183959j 0.0138738+0.00267451j 0.0196708-0.00526246j 0.0109097-0.00253033j 0.00377135-0.00406692j -0.0166038-0.00546248j -0.0108305+0.0280401j 0.0131901+0.0292676j -0.000257963-0.0278779j -0.0368921+0.00658315j 0.0259399+0.047858j 0.0197986+0.00826472j -0.0140276-0.0023162j 0.0247066+0.0330275j -0.0143791-0.000205124j 0.0272668-0.00602681j -0.0025489+0.000268952j 0.000724241+0.0068509j -0.0331018-0.0311204j -0.0167784+0.00278898j 0.00637816+0.0100336j -0.00171349+0.00745397j 0.00247507-0.0128705j -0.0124353+0.00210681j 0.06825-0.0266272j -0.0041979+0.00260698j 0.0302514-0.00138084j -0.0112115-0.0165289j -0.010956+0.0142009j -0.000405463-0.0311378j 0.0230513+0.0286325j -0.0233905-0.0276598j 0.0751807+0.00731536j 0.00635319+0.028036j 0.0221942+0.0160917j -0.0265257+0.0605468j -0.0307864-0.00624832j 0.0802812-0.0559475j -0.0125878+0.0285719j -0.0614394-0.0952784j -0.143568-0.0470002j 0.005457+0.0690327j -0.349272-0.167881j -0.0375381+0.283509j 0.0296314+0.0458724j 0.186064-0.115268j 
-0.0649844-0.00118784j 0.0294026-0.070787j -0.0580522+0.0668891j -0.0179247-0.0117508j -0.0150742+0.0708745j -0.0498179+0.0522973j -0.032226+0.0255446j 0.031182+0.0193291j -0.032167-0.0220052j 0.0508225-0.012552j -0.0207051+0.0503925j 0.00489159-0.0165204j -0.000147863-0.00381503j 0.0313854+0.0132369j -0.00316445-0.0406906j -0.0185508+0.0164163j 0.0189088-0.0198384j 0.00240549+0.0342555j 0.0360491-0.0218212j -0.0225376+0.0465769j 0.010393+0.0146274j -0.0272812-0.00160962j 0.0780531-0.0343559j 0.0210476-0.0515727j -0.00678326+0.0256387j -0.0830984+0.0538665j 0.0265452+0.0207807j 0.0317949-0.00274525j 0.0492075-0.0165631j -0.0220854+0.00286353j 0.021892-0.00690015j -0.0180158-0.00729181j 0.00575233+0.0333156j 0.00406572-0.00948308j 0.0267434-0.00553531j 0.0150283-0.0933685j 0.0608189-0.128817j 0.0196749+0.0405612j -0.0593633+0.0755209j 0.0157638-0.0539831j -0.0444651+0.0951879j 0.00797133+0.0921761j 0.00568303+0.0356735j -0.0103482+0.0152675j 0.0199686-0.0341079j 0.0551821+0.0769332j -0.0217847+0.0529828j 0.0391169-0.0348977j -0.0636192-0.035315j -0.023213-0.0326516j 0.0238876-0.165158j -0.0388955+0.065934j -0.0157586+0.0159444j -0.0864659+0.0885028j 0.00412472+0.0464296j -0.0427725-0.0383242j -0.035283+0.0449994j -0.0223642+0.036993j -0.0253984+0.0341818j -0.0749741+0.0989368j -0.021183-0.0194708j 0.0573457-0.04621j 0.0218565-9.03756e-05j -0.066525-0.0560169j 0.0419941+0.116044j 0.0459597-0.0616661j 0.0443627+0.0287643j 0.0877355-0.044508j -0.0665031+0.0245186j 0.0530277-0.0640416j 0.0302026+0.0751771j 0.0211578-0.100309j -0.0458-0.0554334j -0.0452307+0.0193502j 0.0747832-0.00379917j 0.00471948+0.0195337j 0.0151808+0.0254374j 0.0325982+0.0352457j -0.0244142-0.00659133j 0.089669-0.023267j -0.0183169+0.0384368j -0.0487358-0.0309305j 0.0107482-0.00550397j 0.00778603+0.00345788j 0.0492859+0.0144081j -0.0804238+0.0223817j 0.0470296+0.00648464j 0.0144229-0.0277511j -0.00535129-0.0372965j 0.107025+0.0976548j -0.0706685-0.0264413j -0.0361106+0.0217195j 0.034557-0.00747236j -0.0204976+0.0345325j -0.0257598-0.0276373j 
0.063056-0.0117824j -0.010963+0.0294195j 0.0335066-0.108132j -0.0358982+0.0265599j -0.0235996-0.0350532j -0.0415358-0.0377031j -0.0307745-0.0974459j -0.00416883-0.0199839j 0.00739555-0.0171528j 0.0634668-0.0206965j 0.00605847-0.0146644j -0.0215117+0.00711091j -0.0426826-0.00555307j -0.00425708+0.0164406j -0.0145812-0.00427079j 0.00333163+0.00565562j 0.0139329+0.00653699j -0.0221342-0.0243704j 0.0286206-0.00171135j -0.0154644+0.0140169j 0.0231855-0.00640255j 0.0268598-0.00982943j 0.0474933-0.0203747j -0.0267278+0.0134342j -0.0376808-0.00499307j -0.00390285-0.0833862j 0.0129257+0.101696j -0.110987+0.0499301j 0.0599187-0.00154215j -0.0689478+0.00578984j -0.0399189+0.0216635j -0.00204723+0.00549937j 0.0082971+0.0561745j -0.025849-0.0171124j -0.01089-0.00687028j -0.0888064+0.0202161j -0.0791265+0.0536717j 0.0845833-0.0272785j 0.0497295-0.016059j -0.0224257+0.0310722j 0.0558539+0.0517514j 0.0277265+0.0840931j -0.059784-0.0937434j 0.0389076-0.137363j -0.000614946+0.0302206j 0.0315226-0.072448j 0.076096-0.0219981j -0.0638327-0.00697013j -0.0632423+0.0760923j -0.0606588+0.0139785j -0.0879842-0.00764977j 0.0221254-0.0829727j -0.060202+0.0070568j -0.00799409+0.0278002j 0.0378709+0.0470776j -0.0535334-0.0521515j -0.0190916+0.00123856j -0.041808+0.105351j 0.0210647+0.0872627j 0.0370328+0.111082j 0.0359513+0.0353983j -0.0296374-0.00110905j -0.030675+0.00616398j 0.00232951-0.00186673j 0.0077406-0.025871j 0.0248733+0.103853j -0.0160304+0.110642j 0.0653698+0.01027j 0.00905071-0.00137825j -0.00601555+0.030395j -0.0193615-0.0174178j 0.0206334+0.00796223j 0.0702326+0.0378208j 0.031234-0.0382315j -0.0756685+0.0827598j 0.0180875-0.0182157j -0.0207032-0.0585967j 0.026799+0.0103776j 0.0625837+0.0315091j -0.0217801+0.0145948j 0.0674184-0.0607697j -0.0190623+0.100652j 0.0297078-0.0187175j 0.00441763-0.0246482j 0.00339471-0.0236232j 0.0420493+0.028076j 0.0812674-0.0355951j -0.0238174-0.0865698j -0.059682+0.012305j -0.102135-0.0293061j 0.0385283+0.0449026j -0.0715005-0.033108j -0.0429287+0.000301567j 0.0271574-0.00543018j 0.0246177+0.00800393j 
-0.0863368-0.0804282j 0.109318-0.0721106j 0.0887628-0.0101452j 0.0493181+0.0252868j 0.0107727+0.0641103j -0.0288596-0.0110305j -0.0630858-0.0503543j 0.069716+0.0213921j 0.0563964-0.0263375j 0.00392144-0.0159751j 0.0444263-0.0283329j -0.0127159-0.00913837j 0.0193573-0.0196958j 0.00944544+0.0210148j -0.00765988+0.00900548j 0.0204146-0.0049856j 0.0231952-0.0469046j -0.0145123+0.0166842j 0.00185588-0.0283865j 0.00289352-0.0331135j 0.002407+0.0232182j 0.0446713-0.03657j 0.0447254+0.0427924j 0.0640499-0.0182056j 0.0185339+0.033545j -0.0941974-0.049268j 0.0354272+0.0548078j -0.0242233+0.122419j -0.000275276-0.0413722j -0.0167522+0.0116146j -0.0140633+0.0667397j -0.0109615-0.00904449j 0.128543+0.00508527j 0.00242908-0.029854j -0.0165912-0.0143353j -0.0217422-0.0222392j -0.0957946+0.0482408j -0.0742167+0.0257263j -0.0117773+0.0165996j -0.0305146+0.0534424j 0.0281166-0.0745983j -0.129456+0.0985134j -0.0532056-0.0564001j 0.123133-0.0540564j -0.0321421-0.0176687j -0.127358-0.0497978j -0.0193879-0.018827j -0.0432993-0.0642604j 0.0495805+0.00334839j 2.53813e-05-0.050032j -0.0428644-0.00649641j 0.0611882-0.000745405j 0.0815239-0.0333154j 0.00733396-0.0394693j -0.00412195-0.0445146j 0.0864722+0.0622495j 0.0929177+0.0469075j 0.0312623-0.0479624j -0.119813-0.103428j 0.00904112-0.0615442j -0.0286959-0.011388j 0.0217268+0.0705123j 0.0924225+0.0828635j -0.0131329-0.00607402j -0.0143686-0.0448665j -0.0214655-0.00552693j -0.0368114-0.0196187j 0.0270406+0.0460472j 0.0963967-0.0296282j -0.0142082+0.0200844j 0.04135+0.0441141j 0.00569434+0.0237611j 0.0832054+0.0734467j 0.00428337+0.0382587j -0.0241477+0.0719497j 0.053323-0.0524371j -0.0168143+0.0404397j 0.0401314-0.0186794j 0.0360818-0.0466266j 0.0243151-0.00224357j 0.00454525-0.0381211j -0.0261706-6.57692e-05j 0.0206839-0.0407177j -0.0070674-0.0230582j 0.0801799-0.0691527j 0.0248622-0.0509359j -0.0324824-0.0162399j 0.0386821+0.0572307j -0.0072805+0.0299571j 0.0093969+0.0438538j -0.0235391-0.0150482j 0.0404047+0.00291221j -0.0130831-0.0183136j -0.014658-0.0109604j -0.0115192+0.0388977j 
-0.0763823-0.0308806j 0.0506351-0.137877j -0.0254416+0.0508381j -0.0614115+0.0360267j -0.0383388+0.00651904j 0.0118611+0.000694299j 0.091391+0.0317451j 0.0386484+0.0243424j 0.0390939+0.0435404j -0.00953716-0.00529111j -0.0149211+0.0183407j -0.00990128-0.0445874j 0.00313041-0.0141323j 0.0206365+0.0100172j 0.00936005+0.0145401j -0.019519+0.0139619j 0.00632941-0.00679069j 0.0230203+0.0358173j 0.00758161+0.0209682j -0.0240352-0.0006789j 0.00194884+0.02422j 0.00971237+0.0231813j 0.0379231+0.0212224j 0.0516188-0.00804217j 0.0306424+0.000443604j 0.0600919+0.0708041j -0.105466+0.0154211j -0.0540119-0.0313876j 0.0384475-0.0127463j 0.007732-0.00637256j -0.0232742-0.00931161j -0.00761504+0.00784756j -0.0148814+0.0480989j 0.0515623-0.0195553j 0.0421119-0.0220815j -0.0102487-0.0310269j -0.0476431-0.0226774j 0.00180463+0.0223738j 0.0372684-0.0217209j -0.0089908-0.0506466j -0.0658819+0.0333206j 0.116503-0.0637759j -0.0695536+0.0057911j 0.0503482+0.0488906j -0.0208601+0.0312698j -0.00608087+0.0921834j -0.0154168+0.0211003j 0.0790663+0.0969852j -0.0518517+0.0269015j 0.0433178+0.0250693j -0.0138506-0.0269475j 0.110048-0.0783626j -0.000345142+0.0521952j 0.0289256+0.0877547j -0.0253865+0.0492479j 0.0549481-0.0310605j 0.0534839+0.0330411j -0.0195497-0.090364j -0.0136449-0.08138j -0.00237269+0.0694044j -0.0109625+0.00877253j -0.048406+0.0614567j -0.0350627+0.0735722j 0.0456444-0.00619347j 0.00649158-0.00200009j -0.00267099+0.016054j -0.0663985+0.0886629j -0.0248928+0.0468432j -0.0526853+0.0372009j 0.0500841-0.0404511j 0.197229+0.090224j 0.0736507+0.0443588j -0.00773403-0.0192492j -0.120366+0.0424973j -0.0269676+0.010576j -0.011704-0.0263757j 0.0226954-0.0174394j -0.0329407+0.0827562j 0.0268768+0.0546622j 0.015161-0.0595772j 0.00415505-0.00382193j 0.0691292-0.0111757j -0.0169192+0.0673897j -0.00281599-0.0437509j 0.028521-0.0713943j 0.00402284+0.0338573j 0.0609349-0.0505177j 0.121156-0.0165593j 0.0153742+0.00410002j 0.00499268+0.0172874j -0.0187471-0.0446012j -0.00264425-0.0127249j 0.0302114+0.0324274j -0.00483843+0.0321805j -0.00923386-0.0101484j 
0.16421-0.0862255j 0.113019+0.0983996j 0.0204832+0.0902519j -0.0715661-0.0255791j 0.0561653+0.0267621j -0.0320043+0.0520813j -0.018036-0.0020307j 0.0597568-0.0796608j -0.0403157-0.0498642j -0.0289478+0.00441905j 0.0173558+0.0021404j -0.0140329+0.0223483j 0.035064-0.0228656j 0.0155397+0.00428943j 0.014025-0.0403179j -0.00420512+0.0291336j -0.0118252+0.0104202j 0.0334211-0.0265556j -0.00455056-0.0129792j -0.0707382+0.0235204j 0.0184052+0.0033506j -0.0246988-0.0168477j -0.00502374-0.08009j 0.0330663-0.0699958j 0.0129628+0.009206j -0.0237534-0.049622j 0.00766272-0.0429831j 0.100522-0.047751j 0.0177272+0.0353577j 0.00757974-0.0254453j 0.0135085+0.0115226j -0.0186999-0.0137258j 0.0567576-0.0535216j 0.00786283+0.00670968j 0.00389514+0.0133002j 0.0607428-0.00487743j 0.000191749-0.06993j -0.0303146-0.0491957j 0.00687239+0.0312806j -0.00636805-0.0310994j -0.0383805+0.0159138j -0.0268315+0.0555478j 0.0493284-0.0345217j -0.0411648+0.0588896j -0.0609353+0.029852j 0.0177001+0.0621856j -0.0903108+0.098677j 0.0773945-0.03677j 0.0804709-0.00651558j 0.0134607+0.0054237j -0.0525015-0.0188921j 0.0560021+0.0485397j -0.0391099+0.0239378j -0.0812997-0.0183823j 0.0355538+0.0423204j -0.0393451-0.03114j 0.018903-0.0148448j 0.0616054-0.12661j -0.0873012+0.0239134j 0.14869+0.0255668j -0.00327403-0.0249839j -0.0249431-0.00622163j 0.105445+0.0254235j -0.0675653-0.0658832j 0.0585949+0.0566529j -0.0898708+0.0520767j 0.00887254+0.0451865j -0.00778376-0.0753232j -0.0233007-0.109664j -0.0303713-0.0566332j 0.157186-0.142188j 0.0318797-0.00600986j -0.0585209-0.0698855j -0.0149331+0.00685758j 0.11207-0.0386778j 0.023118+0.0112927j -0.0272646-0.0261318j -0.00368136-0.046859j 0.0341205+0.0308577j -0.092886-0.0265745j -0.0179026+0.00020065j 0.0361033+0.0274548j 0.0484777+0.0320638j 0.0068017-0.059189j 0.00668851-0.0492025j 0.0298417+0.0210026j -0.00861009-0.0161352j -0.052443+0.0280507j 0.00466743+0.0533539j 0.0403104+0.0138353j -0.0209444+0.0217445j -0.0358139+0.0170756j -0.0581889+0.0234628j -0.00218242+0.00630261j 0.0301929-0.0164307j 
-0.0448307-0.071963j 0.059537-0.0852619j -0.0655737+0.0343234j -0.089689-0.0121078j 0.00626128-0.0189733j 0.0131894-0.0110384j 0.0572399-0.026934j 0.0508089-0.00274904j -0.0389698+0.0274854j -0.00213503+0.00576345j -0.00932492-0.0368369j -0.013727-0.0339182j -0.00620525-0.0374493j 0.0200152-0.00736535j 0.0157025-0.0102389j -0.00600554-0.0100343j -0.00450977+0.000993596j 0.0727846-0.0262219j 0.00562179-0.0130128j -0.0296281-0.0123623j -0.0090131+0.00693232j 0.010048+0.0418328j 0.0521623-0.000596316j -0.0177555+0.0160794j 0.064445+0.00138391j -0.000891161-0.00523354j -0.063813+0.0633626j 0.0880724-0.04811j 0.0048851-0.00810835j 0.0614777-0.0394965j 0.00618947+0.0290968j -0.00975872+0.00793448j -0.0200318+0.0184527j 0.0430097-0.0168261j 0.0234266-0.000879351j 0.0113061-0.0121849j -0.000603789+0.00697734j -0.0146981+0.0104795j -0.0278624+0.00458286j -0.0306054+0.0124865j -0.0871844-0.0126245j 0.00246365+0.0618644j -0.00628008-0.0148226j 0.0819605-0.0486037j -0.0821285-0.0473448j -0.075244-0.0331259j -0.0263839+0.0453702j -0.00566386-0.0815723j -0.022856+0.0765962j -0.0136439+0.0104371j 0.0496557-0.0294767j -0.0730383-0.025584j 0.0416493-0.0559559j 0.0278541-0.0927338j -0.0201238-0.0171951j 0.0636504+0.0838618j 0.0473143+0.00614498j 0.0530493+0.0201271j -0.0526489+0.00024158j 0.0375183+0.0406407j 0.00608693+0.0554876j 0.0127573-0.137763j -0.0190483+0.0266895j -0.0473865+0.0936175j -0.033844+0.0812628j -0.0335721+0.0250613j -0.110983+0.0512156j -0.0214492-0.0336275j 0.171709+0.00503115j -0.0478945-0.0419152j 0.0196502+0.00234614j -0.0416349+0.0111798j -0.0426102+0.0561373j -0.0113406+0.0184512j 0.088367+0.0134807j 0.0953091+0.0764795j 0.0590679-0.0340577j 0.0238902-0.0389682j 0.00254948-0.0205625j 0.0063161-0.028255j -0.00850633+0.01833j 0.0098493+0.0122966j 0.0364326+0.0418859j -0.0270096-0.0187982j 0.034673-0.0387299j 0.0653452-0.0100013j 0.0516476-0.0449639j 0.0997495-0.0231586j -0.0255964+0.0540022j -0.0358522-0.0343329j 0.00705541+0.0366337j -0.0502159+0.0240712j -0.00798974+0.0335993j 0.0110576+0.0103756j 0.0220814+0.0229106j 
-0.047069+0.0107139j -0.0324994-0.0794743j -0.0521909-0.0338192j 0.00812021-0.0422648j 0.0132279-0.0249489j 0.0156089+0.00637896j 0.00579957+0.0479539j -0.00202685+0.0316142j -0.0481614-0.000721184j 0.0335079-0.00716269j -0.0102503+0.0255664j -0.0217414-0.00890765j -0.00752705+0.0102801j 0.0248746-0.0052953j -0.00205544+0.021692j -0.0288162-0.0179062j -0.0214358-0.017137j 0.0291475+0.0114142j 0.0184033+0.00753667j 0.00717653-0.00949142j 0.00234364-0.0200148j -0.00332742+0.00750017j 0.0381215-0.0497979j -0.0872537+0.00632142j 0.0636265+0.012412j -0.0624611+0.0799629j 0.0287351-0.0137621j 0.112752+0.0303789j -0.00827374-0.0434061j 0.0224275+0.018537j 0.00751082+0.0275789j -0.00354789+0.0014427j -0.0384795-0.00852174j 0.00306754+0.0023099j -0.00682194-0.0150004j -0.0160203+0.0127335j 0.0902623-0.0125478j 0.0176975-0.0131486j -0.113667+0.0262696j -0.00723492-0.000822415j -0.0343584+0.000904203j -0.00609295-0.0536616j 0.03645+0.0687109j 0.0409931-0.0282227j -0.00268293-0.00632389j 0.033118+0.0236649j 0.0407459-0.0424606j 0.0443457+0.0172245j -0.091183+0.0228987j -0.0180906-0.0427469j -0.0169241-0.0609979j 0.0441387+0.0139283j -0.0566407-0.0893462j -0.0679125-0.057022j -0.0179743-0.0171857j 0.0342169-0.0108665j 0.0078147-0.0927432j -0.0175975-0.0106693j 0.047572-0.0679617j 0.0353292+0.0530319j -0.0400788-0.0290103j 0.089312+0.184474j -0.0641426+0.0313696j -0.103021+0.0864211j -0.026438+0.0245895j -0.0685246+0.102563j 0.0856304-0.226022j -0.0285696-0.0393692j 0.0221339-0.0346645j -0.0202578-0.0588318j 0.0224821+0.00674003j -0.0504736-0.016226j -0.054873-0.0751944j -0.0363156-0.0223909j -0.0122641+0.0685628j -0.0415954-0.0118962j 0.0392437-0.0553706j -0.0127288-0.0834237j -0.066697-0.0408097j -0.0639909+0.0944601j -0.029081+0.0502551j 0.0657505+0.0363663j -0.0143517+0.0221039j -0.0394766+0.0443202j -0.0331224+0.0256301j 0.0608885-0.0589574j 0.0344775-0.0122329j 0.0192438+0.00890486j -0.0184454+0.0390911j 0.00655791-0.000747705j 0.0585472+0.03473j -0.038674+0.00827004j -0.0332333+0.00267895j 0.00802044+0.00942618j 0.00816569+0.0276205j 
0.00214648-0.0525578j -0.0645702-0.0747505j -0.0258022+0.0975998j -0.170883-0.0781338j -0.0296274+0.0407688j -0.0710711-0.0259111j -0.0133416-0.0137739j -0.0203075+0.0123225j -0.0278182+0.0464133j 0.0281806-0.0152165j -0.0292995-0.0443255j 0.00615943+0.00614948j 0.00628842-0.0477461j 0.0138542-0.00900614j -0.0173519-0.00525579j -0.0104087+0.0223372j 0.0318822-0.0231979j 0.0277708-0.0111794j 0.0443652-0.02002j -0.0509271-0.016123j 0.0113878+0.0248094j -0.0205625-0.0642171j 0.00507623+0.0127623j -0.0292667-0.0179731j -0.0295023-0.0787174j -0.0373167+0.0411659j -0.0646957+0.0244552j 0.0223289+0.00499177j 0.0494625-0.015803j 0.0434348+0.0117483j 0.00641295+0.014138j -0.0246925-0.00350708j -0.0192147+0.00555481j -0.00670282-0.00673249j 0.010712+0.0143404j 0.0326878-0.0485514j -0.0307797+0.0353906j -0.0576459+0.0689123j -0.0378209-0.0137123j -0.0391711-0.010703j -0.0449693+0.0462196j 0.0174606+0.0425819j -0.00538467+0.00425958j 0.0550014+0.0983755j 0.00382583-0.0339872j 0.017505+0.0202406j 0.0612499+0.0654187j 0.00273631+0.00356477j -0.0577679-0.0263457j -0.0313496+0.0104515j 0.0111184-0.0276709j 0.00346759-0.00276697j -0.0282046+0.105097j -0.0400793-0.052151j 0.0119152+0.0195268j 0.0344209+0.0153624j 0.00105647-0.0861395j -0.0626973+0.0142693j -0.0149826+0.0224961j -0.0841302+0.0720198j 0.00372589-0.0216428j 0.0208781-0.0319742j -0.00294522+0.0304067j 0.0103659-0.0271932j 0.0619491-0.0682304j 0.0341974-0.0626487j 0.0632179-0.0549663j -0.0182457-0.00744459j -0.000840806-0.0740825j 0.0123322+0.0794049j 0.0219599-0.075828j 0.0177392-0.0308356j -0.0375178+0.0124363j 0.0921411+0.0241364j -0.0984613-0.0636916j 0.000241807-0.0126973j 0.045279+0.0490618j 0.0439643-0.0210606j -0.0608703+0.00425466j 0.028256-0.00327011j -0.0041338-0.0202507j 0.00185211-0.0172956j -0.0173643-0.0701355j -0.0044381-0.0139564j 0.0141442+0.00634062j 0.0103427-0.00263559j 0.0390194-0.0243062j 0.0375412+0.0541496j 0.00478631+0.0064758j -0.0146842+0.0125837j 0.00224391+0.0185258j -0.0565973-0.0120646j -0.0243257+0.0783463j 0.0264119+0.0300857j -0.00343692+0.0556601j 
-0.0445275+0.118499j -0.0670255-0.0277616j 0.0354517-0.00362788j -0.109904+0.0877646j -0.0121301+0.070751j -0.0317835+0.00937753j -0.0184892-0.0530589j 0.0128107-0.0540324j 0.00553295-0.0603279j 0.0228287-0.0116016j 0.0432712-0.0400505j 0.0165533-0.0282452j -0.00445925+0.0142702j -0.00368921+0.0136665j -0.0266481-0.0144826j 0.00538163+0.012632j 0.024498-0.0135693j -0.0028979+0.048963j 0.0238593-0.0111052j -0.02223-0.00622117j -0.0105752+0.0328094j -0.0215492+0.025045j -0.0518306+0.0430481j 0.0089704-0.0942972j -0.0169842+0.0365648j 0.0119614-0.0846654j -0.0174619+0.0403547j -0.042379+0.0863578j -0.00165-0.00843472j 0.0102492+0.0117141j -0.0178024+0.0021173j -0.00769199+0.00865995j -0.0281243+0.00424493j 0.0361222-0.0140522j 0.0131912-0.0115051j 0.00444449+0.0147545j -0.128966+0.0682491j -0.00771066-0.0603207j 0.126781-0.139715j -0.0636359-0.0116203j 0.0195128-0.0314951j -0.0283526+0.126649j 0.113639-0.108509j 0.049699-0.0407132j -0.0667304+0.0941517j 0.0249669+0.00653431j -0.00278127-0.110076j -0.00984725+0.0500225j -0.0574911-0.0789132j -0.000185643+0.00523884j 0.000378232+0.00242549j 0.0373986+0.0583153j 0.0272765+0.0565125j 0.0081361+0.0530445j 0.0568659-0.0288332j -0.060849+0.0976529j -0.00792699+0.123282j -0.083129-0.0068188j 0.00359206-0.0147216j -0.0753519-0.0467566j 0.0382219-0.0419776j 0.0533262-0.0415771j 0.0653516-0.00594515j -0.0248973+0.000892864j 0.0422458+0.00126134j -0.098686-0.014661j 0.0310043-0.0853733j -0.089223+0.0619854j 0.0166262-0.0232826j -0.0241347+0.02934j 0.0144726-0.0124615j -0.0280671-0.0201255j 0.0319078-0.126023j -0.0370358-0.032752j 0.0161134-0.0216808j -0.045012+0.0293664j 0.0424389-0.0818449j 0.0467193+0.00918827j -0.0674569-0.00458826j -0.0509147-0.00664198j 0.00625286+0.115101j -0.0524775-0.05678j -0.0496179+0.0117204j 0.0262751-0.0210266j -0.00653817+0.0295109j 0.000472699+0.0407025j 0.024536-0.00442861j -0.00311559+0.0173036j 0.0328745-0.0893533j -0.0646869-0.0410457j -0.0969188+0.0348815j 0.0653779-0.0231044j 0.107376+0.0458578j -0.0091371+0.00342402j -0.0407622-0.064594j 
-0.0254146-0.183968j 0.135632-0.00722837j -0.00131747-0.0489643j 0.0776113+0.0139588j 0.00974241-0.00266017j 0.0814219+0.00361869j 0.0408276+0.0236605j 0.0710924-0.0111653j -0.0279382-0.00351049j -0.0168542-0.00862034j 0.0696679-0.0207896j -0.0559043+0.0346544j -0.0107655+0.0137788j 0.00377757+0.000523019j 0.00637917-0.0100153j 0.00147006-0.0105507j -0.00594073-0.0024184j -0.00178608+0.0127948j -0.00997326+0.0113044j 0.0659298-0.0189809j 0.00737188-0.00274765j 0.0937488-0.027502j -0.0363164-0.0522331j 0.0354948-0.0566709j 0.0464997-0.00581501j 0.0504403-0.00843893j 0.000721826+0.0328983j -0.00386703+0.0867993j -0.013919-0.00363287j -0.0506177-0.0062243j -0.00169351+0.0548508j 0.00479136-0.00581397j 0.0541362+0.0273998j -0.0251007-0.00554595j -0.0621376+0.00959538j -0.106386+0.0423667j -0.087836+0.0646629j 0.0368925+0.00666599j 0.112654-0.0654376j 0.0369949+0.0414305j 0.00695941-0.00297783j -0.103956+0.0109955j 0.0443523-0.0255187j 0.0435829-0.0404307j -0.00760315+0.0364406j 0.0541748+0.0788496j 0.060041-0.00824438j -0.0706015+0.0669086j 0.0427569+0.0304398j -0.0495055-0.0498363j -0.0356033-0.104838j -0.0716592-0.059231j -0.0346303-0.0364538j 0.00863594+0.0311336j 0.0202957+0.0175058j -0.0582295-0.0441971j -0.00716211-0.017798j 0.0372558+0.0928233j -0.0215961-0.00403156j 0.0726462+0.079844j 0.0525107-0.0234598j 0.0333557-0.0332498j -0.045313+0.141229j -0.0773113+0.093169j 0.0592787+0.0501782j -0.0654719+0.0710398j -0.0650891+0.0397939j -0.0526352-0.063438j -0.0256573+0.0386379j 0.00937383-0.0624663j 0.0658983+0.0531659j 0.0430627+0.0258543j 0.0029804-0.0591864j -0.0236558+0.0429984j 0.0209832-0.0796735j 0.0349269+0.0760385j 0.0886269+0.0362827j 0.00719533+0.0153876j -0.0151255+0.0504974j 0.00859051+0.00618441j -0.0353517+0.0558836j 0.0417362-0.0334073j 0.00916765+0.00480669j 0.0486817-0.0253442j 0.0243573-0.00265958j -0.0633853-0.00105623j -0.00823241+0.0237726j 0.0582792-0.0490262j 0.0132159+0.0108222j 0.0151001+0.00426412j -0.0939649-0.0316586j -0.0213444+0.0249446j 0.0267561-0.0380864j 0.00766104+0.000576433j -0.00698565+0.0265282j 
