-0.06628-0.060901j -0.12565-0.106493j -0.00331218+0.114884j 0.0152507-0.0185705j 0.0249297+0.0397084j -0.0190841-0.0115928j -0.00652156+0.00684072j 0.0296614-0.0244126j 0.0145888-0.0218136j 0.0374826+0.0199665j 0.0147243-0.0103952j 0.0254792-0.062409j 0.00132569-0.0173558j 0.00153686+0.0149382j -0.00812313-0.00249385j -0.0111876+0.00160992j -0.00560136-0.0200693j -0.00949269+0.0349786j 0.00373634+0.0120987j 0.0167669-0.0174958j -0.0239189+0.00442898j -0.0204134+0.0320287j 0.00808874+0.0661964j -0.0522831-0.0108551j -0.00556959+0.00755842j -0.00332929+0.0073725j 0.00750043+0.00285215j -0.0210518-0.0128176j -0.0268255-0.0638466j 0.0365789-0.0203594j -0.0269245-0.00627388j 0.00326244+0.0158515j -0.00527684+0.00141953j 0.000974574-0.00943264j -0.0180863+0.0326935j 0.01006-0.0161518j -0.0475848-0.0695915j -0.000918887+0.00694028j -0.0252255-0.0292648j 0.012206+0.01571j 0.0148658-0.030484j 0.0114694-0.00600981j 0.000981829+0.0254713j -0.00151824-0.0485922j -0.0377344+0.0339111j -0.0074413+0.00552542j -0.00690147+0.00801763j 0.0210118-0.0027538j -0.0330595+0.0133888j -0.0164111-0.0183959j 0.0138738+0.00267451j 0.0196708-0.00526246j 0.0109097-0.00253033j 0.00377135-0.00406692j -0.0166038-0.00546248j -0.0108305+0.0280401j 0.0131901+0.0292676j -0.000257963-0.0278779j -0.0368921+0.00658315j 0.0259399+0.047858j 0.0197986+0.00826472j -0.0140276-0.0023162j 0.0247066+0.0330275j -0.0143791-0.000205124j 0.0272668-0.00602681j -0.0025489+0.000268952j 0.000724241+0.0068509j -0.0331018-0.0311204j -0.0167784+0.00278898j 0.00637816+0.0100336j -0.00171349+0.00745397j 0.00247507-0.0128705j -0.0124353+0.00210681j 0.06825-0.0266272j -0.0041979+0.00260698j 0.0302514-0.00138084j -0.0112115-0.0165289j -0.010956+0.0142009j -0.000405463-0.0311378j 0.0230513+0.0286325j -0.0233905-0.0276598j 0.0751807+0.00731536j 0.00635319+0.028036j 0.0221942+0.0160917j -0.0265257+0.0605468j -0.0307864-0.00624832j 0.0802812-0.0559475j -0.0125878+0.0285719j -0.0614394-0.0952784j -0.143568-0.0470002j 0.005457+0.0690327j -0.349272-0.167881j -0.0375381+0.283509j 0.0296314+0.0458724j 0.186064-0.115268j 
-0.0276022-0.00195963j -0.0364137-0.033398j -0.0346694-0.0182596j -0.0626228-0.0374352j -0.0461016+0.0295802j 0.181853+0.013212j 0.0588871+0.0373718j -0.0886362+0.00173915j -0.0646008+0.122738j 0.0508084-0.0486844j 0.114087-0.122276j 0.0110759+0.0951283j -0.0147941-0.0263934j 0.000373279-0.0462016j 0.0225464+0.0250736j -0.00507324-0.00252558j 0.0343759-0.00160982j 0.02406+0.127695j -0.045614-0.0586757j 0.0189589+0.0417705j 0.126107+0.126175j -0.0408843-0.0291551j 0.0224568-0.0661224j 0.0988991-0.0699572j -0.0736307+0.0352698j -0.12084-0.0944637j 0.0624666+0.0350813j 0.0202459+0.00110534j -0.0470864+0.125718j 0.0863355-0.165727j -0.00355569+0.00389079j 0.040509-0.00808993j -0.0891735+0.0854609j 0.00102518-0.000642981j 0.103795-0.0225707j 0.00460826+0.0435483j -0.012732-0.075733j 0.0434075+0.0726725j -0.000963565+0.0320486j 0.00413405-0.0390576j 0.0356396-0.00163058j -0.00294781+0.0472583j -0.0944838+0.057838j 0.0049199+0.0398082j 0.0670468+0.0398494j 0.01711-0.0192401j 0.0690341+0.0502378j 0.027722-0.00401668j 0.00171171+0.00347616j -0.0393912+0.0565796j -0.0493726+0.0807542j 0.0149146+0.0227709j 0.00753003-0.0245361j 0.0152104+0.0193771j 0.114309-0.0365965j -0.0361395-0.0127988j -0.0031933-0.017478j 0.000508821+0.00462085j -0.0742676+0.023728j -0.0116202+0.0211501j 0.00427956+0.0613979j 0.0208678+0.0224296j -0.00612127+0.0375957j -0.0151204+0.0289146j -0.0590887+0.0133024j -0.016637-0.0245976j -0.03787+0.00991536j -0.0182958-0.0402833j 0.0322979-0.0158229j -0.0598439-0.0247139j -0.0224261-0.00163811j -0.0394106-0.0154407j 0.0303326+0.0726168j 0.0405877-0.00370858j 0.0193471-0.00684739j -0.00653848+0.0491599j 0.0146315+0.0160404j -0.0924534-0.0214179j 0.0229775+0.0316048j 0.090359+0.061108j -0.0885009+0.00660245j -0.0412863-0.0709899j 0.032433+0.051328j -0.00335951-0.0587665j 0.0271223+0.0515755j -0.0103427-0.00729084j 0.0151386+0.0157903j -0.0229531-0.0123244j -0.00691981-0.00102936j -0.00573067-0.0823171j 0.0141292+0.0287616j 0.020074+0.0397246j -0.0475652+0.0109789j 0.00303181-0.0575693j -0.0152087+0.000549874j 
-0.0214637-0.0298183j 0.0449659-0.0295215j -0.0676114+0.0405084j 0.0364251-0.0455595j 0.111299-0.0356622j -0.0604613-0.0678476j 0.0741469-0.0395721j 0.00251723+0.0253524j 0.0619837-0.0724886j 0.0448341-0.00406957j -0.0295564+0.000239962j -0.0126317-0.0912477j -0.0629006-0.0553966j -0.0491143+0.0218676j 0.00129121-0.0774917j 0.107624+0.0602102j -0.0020513-0.025718j 0.0169881-0.0617981j 0.0682654-0.033396j -0.139293+0.045398j -0.0365-0.022004j 0.076955-0.0475618j -0.00213845+0.0291663j -0.0569256+0.0111396j -0.0333099-0.0389503j -0.0753558+0.0396486j -0.0904751+0.04187j -0.00778822-0.0876586j -0.0546491-0.010382j 0.0658066+0.0160368j 0.0649492-0.047473j -0.00204073+0.248189j -0.0114453+3.70734e-05j -0.0118014+0.0534048j -0.0582149-0.139466j -0.0312164+0.088595j -0.0382879+0.0812542j 0.037413-0.0609497j 0.0710497+0.0261503j -0.0402838+0.0408886j -0.0302344+0.0238976j -0.0112287-0.0297335j -0.0352547-0.0590015j -0.088783+0.0239026j -0.0317936-0.0339696j -0.106041-0.0382779j -0.0280926-0.00553075j 0.0735684+0.0804117j 0.0178349-0.0259567j 0.0348124-0.0372114j -0.0365441-0.00206935j 0.0115869-0.0122196j 0.0691594-0.0289949j -0.0727701+0.0334814j 0.0409172-0.00746887j 0.000458273+0.0401952j 0.0445711+0.0808774j -0.091634-0.0333249j -0.00302883+0.0190865j 0.0088057+0.0404726j -0.0151636+0.000446021j -0.00670341-0.0089602j -0.054481+0.0121499j -0.0672219-0.0142796j 0.117234+0.0438232j 0.0811841-0.106852j -0.020257+0.00261728j -0.00546196+0.0107124j 0.0125557-0.0283977j 0.0148925-0.00368634j 0.0331445+0.0487075j -0.0440796-0.051385j 0.0307631+0.0300859j -0.0465443+0.00771649j 0.0625257+0.0343565j 0.0435624+0.0750676j 0.0343662+0.0325755j -0.083922+0.00738874j -0.0479966-0.00121573j -0.0613211-0.0168509j 0.0871205+0.142635j -0.0376141-0.0175602j -0.0489028-0.0757954j -0.0549759-0.0660521j 0.0204651+0.00477914j -0.0308273-0.00719305j -0.0401659+0.00632673j 0.00679608+0.0212067j 0.0328964+0.0328302j 0.0123353+0.0190325j -0.0378979+0.0722794j 0.0104631+0.0353372j -0.0211189-0.0125815j -0.0172887+0.0544945j 0.0228091+0.0235846j 
0.0244365-0.0392543j -0.00586165+0.00635525j -0.0256274+0.0619814j 0.0213402+0.0480927j 0.0982299+0.0382882j 0.011941+0.0454569j -0.0224649+0.0266946j 0.157476+0.0566675j 0.117916-0.0375056j -0.0681095-0.00736064j 0.0554778-0.0223093j -0.0891388-0.0533215j 0.0399183-0.00193999j 0.0716736+0.0102185j 0.0596403+0.0363866j 0.101659+0.00786778j -0.0625236-0.0117954j -0.0171947+0.0340862j -0.0909602+0.0123733j -0.216984-0.0156386j 0.0023418+0.00605682j 0.0120026+0.0233048j -0.117593+0.0746445j 0.038206-0.0100123j 0.0985827-0.0912683j 0.0180687-0.0325921j 0.00189645-0.0514811j -0.0234234+0.00374847j -0.00647078+0.0265909j -0.0708232+0.0155557j 0.035776+0.00876851j -0.00104936+0.0181388j 0.00720921-0.0155036j -0.136987-0.0070788j -0.159445+0.0339757j 0.0677264+0.0932212j -0.0261212+0.0104288j -0.0149262-0.045236j -0.0322503+0.0474035j -0.1011-0.0357462j -0.0364424+0.0474167j -0.027695+0.0190891j -0.111751+0.0584022j -0.0102393-0.0223489j -0.04484+0.0217689j 0.055164-0.0076742j 0.0988089+0.0722546j -0.000275074+0.00685105j -0.133266+0.0551176j -0.0653724-0.0584585j -0.0250147+0.0121236j -0.0510707-0.0130438j -0.0918865-0.00813304j -0.0129209-0.0257099j 0.0124033-0.00811381j 0.047563+0.0260344j -0.0411116-0.00683962j -0.00715005+0.0207369j 0.0614872-0.0219238j -0.0289289-0.0196921j -0.00644485+0.0356008j -0.00786972+0.01292j -0.0157221-0.0216491j -0.0094903-0.0445345j -0.0545498-0.0123873j 0.00320522-0.0429469j -0.0334288-0.0657204j -0.0476481+0.00461642j 0.0351785-0.0282372j 0.0362113+0.0603565j 0.0126706-0.00237423j -0.039994-0.0384046j 0.0250989+0.0418682j -0.11713-0.0153533j 0.0195946+0.0143983j 0.00946478+0.000892863j -0.00266026+0.00232368j 0.0611793-0.0265274j 0.00545628+0.0330877j 0.0324976+0.000740201j 0.0540686-0.015072j -0.0263125+0.00262212j 0.0166426-0.034118j -0.00257367+0.0149198j 0.00344591+0.0393371j 0.015179-0.0735216j -0.00720733-0.0329995j -0.0645331-0.0825577j -0.0908857-0.0621428j 0.0364978+0.0117103j 0.0148008+0.031264j 0.100891-0.0289392j 0.043886+0.0927224j -0.0480268+0.0455754j 0.0423234+0.0868224j 
-0.0260149+0.00356667j 0.00749808-0.0323419j -0.135011+0.0199033j 0.0229434-0.0993905j 0.0670101-0.0216367j -0.00546318-0.0236161j -0.030186-0.018269j -0.0924217-0.00350405j 0.0618467-0.0025417j 0.00900599-0.0685543j 0.0411539-0.0231434j 0.168464-0.0359613j 0.154864-0.0525056j -0.0499639-0.0416965j -0.000760599+0.119836j 0.0481564-0.0459976j -0.00306626-0.0905883j -0.051595-0.00988118j -0.0234858-0.0179569j -0.0379114+0.0812293j 0.0566899+0.0787641j 0.000129406+0.0422702j 0.13348-0.0110472j -0.0294973-0.0407252j -0.050785-0.0717629j -0.140187-0.0510713j -0.157582-0.032304j -0.0192089+0.0437022j -0.0420974+0.0293848j 0.0190323-0.0953396j -0.0283202+0.108902j -0.0271382+0.028281j 0.034209-0.0126538j 0.0192344+0.107615j 0.0125844-0.00585084j -0.124614+0.0878206j -0.119693+0.0353602j 0.050436-0.0118835j -0.0489+0.124559j 0.0315468+0.0471148j 0.0362648-0.0292013j 0.0198868-0.0827148j 0.0584264-0.000365298j 0.0260623-0.0666515j -0.057736+0.0223268j -0.00106007-0.0278214j -0.018731+0.0184495j 0.0563139+0.0516913j 0.0980495-0.0260276j -0.00889264-0.00225895j -0.080848-0.0937629j -0.0775249-0.0131079j -0.0484663+0.0289561j 0.020493-0.0133552j -0.0599244+0.0443992j 0.0470806+0.0226904j -0.00418703+0.0406413j -0.00978038-0.0383189j -0.00720779+0.0579647j -0.0221251-0.0313086j -0.0119312-0.0142894j -0.0634878+0.0339506j 0.0487146-0.0197684j 0.00135242-0.00730917j -0.00406592-0.042591j -0.0365972+0.0197798j -0.0176226+0.0628429j 0.0153288-0.0320173j -0.0593511-0.00771262j 0.0222737+0.0174678j -0.0379448-0.0648925j 0.0250271-0.0187496j -0.0481565-0.0505183j -0.025946-0.0413365j -0.0337067+0.00633742j -0.0030503-0.0556993j 0.0142417-0.0428317j 0.0351447+0.0231706j 0.00932633-0.0482438j -0.00305331+0.0073125j -0.0103772-0.00626038j 0.00784939+0.0519898j 0.0227152+0.0279381j 0.0266266+0.0500612j -0.0139976+0.0267397j 0.00417633-0.0436294j 0.00734508-0.000119956j -0.057602+0.00577057j -0.0255657-0.00490324j 0.0120153+0.0460003j 0.0117349-0.0801775j 0.0209145-0.0131507j -0.0405118+0.00958786j 0.0181837-0.0896201j -0.0777633-0.00476447j 
0.00687726+0.0111858j -0.010067-0.0131089j 0.111346+0.00830519j 0.00167726+0.0876286j -0.0129805+0.024336j 0.0366+0.0434459j -0.0663671-0.0168587j 0.0537635+0.00507171j -0.052-0.0137288j -0.0325874+0.0343111j 0.0422051+0.0243591j 0.132266+0.0433837j 0.0685341+0.0546775j 0.00974403-0.000797119j -0.00224752+0.0866608j -0.0519017-0.0905409j -0.062007-0.0178225j -0.045112-0.0138499j -0.0165185+0.043544j 0.0806239-0.0195701j 0.047063+0.0343206j -0.0731091+0.141898j -0.0718778+0.0810405j 0.0323457-0.0143894j -0.101303-0.0747362j 0.0399591-0.0478481j 0.0172827-0.0712866j 0.0967949+0.0163102j 0.0305573+0.139655j -0.134225+0.0984864j 0.124231+0.102204j 0.0107533+0.0262699j -0.000495294+0.0307004j -0.0429172-0.0401387j 0.0604817-0.0271609j -0.00915535-0.00535542j -0.0711911-0.033577j 0.00967289+0.0123373j -0.0812415+0.047577j -0.0580292+0.0140569j -0.0805455+0.000268683j -0.0297213-0.0449807j -0.0209553-0.0110591j -0.0947377-0.0432906j -0.0573089+0.00720737j 0.0219201+0.0174997j 0.0258894-0.0435379j 0.0507868-0.0352072j -0.093891+0.026431j -0.0471866+0.069228j 0.0228111+0.00891732j -0.0166255+0.0305239j 0.00262506+0.0455054j 0.00653979-0.00625554j -0.0159213-0.07922j -0.00496048-0.0384646j -0.0166309+0.0771707j -0.0532879-0.0791346j 0.00476501+0.0454997j 0.0248774+0.0366866j -0.013892+0.0321458j 0.0156181+0.0572032j -0.0671643+0.0118442j 0.036917+0.033091j -0.0124021+0.0246217j 0.00742734-0.00451055j 0.0137693+0.0714189j -0.0109189+0.0137494j 0.0110074-0.00364909j -0.0280088-0.0643471j -0.0268341-0.00919776j 0.00196316-0.00682548j 0.0370435+0.0546434j -0.00204486+0.0336349j 0.0322688-0.0576766j 0.0259355+0.0850368j -0.0351986+0.0186914j -0.0638257+0.0457975j -0.0580494-0.0277523j -0.00131727+0.0217016j -0.0317587+0.0456425j 0.0256374+0.00951602j 0.0105039+0.0469402j -0.0162965-0.041061j 0.047947+0.0259812j -0.00510847+0.0059287j 0.0124766+0.0325561j 0.063858+0.0282344j -0.0328398-0.0463995j 0.00305241-0.0412574j -0.0131014+0.0668393j 0.0654133-0.0244831j 0.0327669+0.0200807j 0.0736794+0.0174507j -0.0407481-0.0574392j 
0.00490305-0.0183399j 0.0239758-0.0264315j 0.0519829-0.0213601j -0.0134376+0.0939014j 0.0584179-0.00166844j -0.0402436+0.0434241j -0.040046-0.0318622j 0.0376301+0.0163426j 0.0836814-0.0356614j -0.0300875-0.0268493j 0.00381171-0.000558083j 0.0956742-0.0413424j 0.0337195+0.0285701j -0.0269686+0.0442694j -0.0671309+0.0129521j 0.135734+0.00455109j 0.0398681-0.0391964j -0.0527248+0.00541258j -0.0474677-0.0307465j 0.019784-0.0210824j 0.0155951+0.0500588j -0.0199565-0.0182981j -0.0214667+0.0110274j -0.00137767+0.063463j 3.43185e-05+0.0826024j 0.0520723+0.0377806j -0.00459986-0.0278191j 0.0623188+0.0355446j 0.00337545+0.11371j -0.0754111+0.0677093j -0.0102942+0.00826478j 0.0135089+0.107373j 0.05842-0.056572j -0.0353633-0.0451349j 0.0767757-0.0647623j -0.0335745+0.0531837j -0.0232112+0.00824849j -0.0659577+0.0815918j -0.0159427+0.00250033j -0.0377477-0.181671j -0.116273+0.0234016j -0.0273691+0.0105144j -0.0124133-0.0298766j 0.0103839-0.0557303j 0.0318391-0.109243j -0.00197126+0.109696j 0.0273744+0.0321782j 0.0358501-0.127538j 0.0147878-0.0457151j -0.0101248-0.0158091j -0.0283848+0.0166038j -0.00225457+0.0256474j 0.00369556+0.0185653j -0.0307715-0.0464399j -0.0774544-0.102317j 0.0833545-0.0321929j 0.00601723-0.0979579j -0.00132556+0.023871j 0.0211239-0.0685708j 0.015998+0.0838268j 0.0509803+0.00291554j -0.00497897-0.0315423j -0.00773244+0.0718722j -0.0321767+0.0430063j -0.0429686+0.0110713j 0.0208741+0.00319775j 0.00752491+0.00332887j -0.0150737-0.0634669j -0.00944648+0.0387613j 0.0242297+0.0334381j -0.0657961+0.032057j 0.00486618+0.000641045j -0.02094+0.0343348j -0.0644979+0.0255011j -0.0143912-0.00619553j -0.0369508-0.0736476j -0.0434869+0.0465532j 0.0529538-0.00769819j 0.0785101+0.0245168j -0.0257661-0.00476288j 0.00248075-0.0341241j 0.00729118-0.0256912j 0.0847578-0.0417099j 0.03787+0.0337407j 0.0193322-0.0392092j -0.0478965-0.0182633j -0.0399966+0.0273714j 0.0699671+0.00594533j -0.0132482+0.0283629j 0.030258-0.0244989j 0.0194912-0.019225j -0.1029-0.0232355j 0.00590454-0.052684j -0.0700573+0.0199549j -0.0114671+0.0808404j 
-0.00518592-0.0186803j -0.012712+0.0416356j 0.0345188-0.000265827j -0.0190616+0.0243707j -0.0897553-0.011573j -0.15086+0.0148307j -0.0385866-0.0175181j 0.0704062-0.149191j -0.0478384-0.064661j -0.0983466-0.0141175j 0.0835502-0.103912j 0.0556392-0.0310144j 0.0260917-0.109496j -0.0137831-0.0148601j 0.052142-0.00169815j -0.0522988-0.0270469j -0.0656022+0.0313267j 0.0534529+0.0522117j -0.0275396-0.00462204j 0.126843-0.036074j -0.12277-0.025465j -0.010208+0.0191389j -0.137526+0.114548j -0.0136326-0.0157603j 0.0131591-0.00273728j -0.105164+0.0601337j 0.0132852-0.0317821j 0.00386702+0.0320205j -0.0852805+0.0488876j -0.0516442+0.124588j -0.105028-0.0272809j 0.0187639-0.0101701j -0.0298758+0.0503265j 0.118898-0.0015249j 0.0106046-0.0828809j 0.0709097+0.0918199j 0.0430644-0.0278626j 0.128657+0.084828j -0.0322891+0.0456599j -0.00711204+0.0223806j 0.00659086+0.00530204j 0.0832866-0.0292537j 0.0818608+0.00667875j 0.100052-0.0257361j 0.066113-0.011088j -0.0439909+0.0343603j -0.0246476+0.0131987j 0.000322677+0.00637612j 0.0426919-0.0103007j 0.117626-0.0262367j -0.0486697+0.00979701j -0.0105869+0.0239841j -0.0480725+0.0771583j 0.0125336-0.0281927j -0.0112724+0.0797761j -0.00489513+0.0329055j 0.0459545-0.0474732j -0.0101482+0.0616293j -0.0775471+0.00642759j 0.0742065-0.0369969j 0.0213665-0.0172961j -0.0522053+0.018705j 0.00128849+0.0284535j -0.0151726-0.0487276j 0.00753462+0.0364389j 0.00439266-0.00723714j -0.00156149-0.0315705j 0.00251461-0.0272403j -0.0193372-0.00482259j 0.037835-0.0389537j -0.010622+0.066052j -0.0280859+0.00747818j -0.0030825+0.020788j -0.0105101+0.00109382j -0.00675886+0.0512989j 0.00239142+0.0485276j 0.0478659+0.0175098j -0.0350394-0.00808109j 0.0104054+0.0558085j 0.0272421-0.00822549j 0.0254965-0.00481999j -0.00635472+0.0127199j -0.0455918+0.00515093j -0.0362053-0.0137161j -0.0468336-0.0134642j 0.0265899+0.0351755j 0.0177582-0.0385549j -0.115908-0.0468358j -0.000331756+0.0305669j -0.0320172+0.0686391j -0.0445852+0.0239228j -0.0318931+0.118522j -0.0335513+0.0172229j -0.0326936-0.0264248j 0.026617+0.0715163j 
0.025769-0.0220243j -0.0480605-0.00857229j -0.0272757-0.0150996j 0.0186688-0.0179912j -0.062363-0.00526975j 0.0660888-0.0213374j 0.0323305+0.0748926j 0.0241248-0.0209419j -0.0210545+0.00315025j 0.108342+0.00328982j -0.026026+0.0409409j 0.0436793-0.0615528j -0.059839-0.0247588j 0.00455688-0.0255236j 0.0606544+0.0034029j -0.156762+0.0528427j 0.00294304+0.0675499j -0.0409118-0.00096148j 0.118361-0.0230594j 0.034498-0.0196647j -0.0368372-0.00547559j 0.022028-0.0391668j -0.0249412+0.0106326j 0.0200893-0.0341758j -0.00933801+0.00231417j -0.0760782-0.0993865j 0.00381441-0.0538825j 0.0363242+0.00446744j -0.00804049-0.0642524j -0.0162098-0.0386756j 0.0102674-0.0582949j 0.0537889-0.0192075j 0.000654806-0.0964408j -0.140106-0.0409739j 0.0873061-0.142592j -0.0368159+0.0952241j 0.0480241-0.00829864j 0.0113069+0.149048j 0.0422471+0.0372494j -0.179065-0.0612102j -0.004874-0.0234684j 0.012853-0.00243361j 0.039724-0.0268142j -0.0226917-0.000744906j 0.0287105+0.137315j -0.00675272-0.032804j 0.0117795+0.075987j -0.0171237-0.0252792j 0.0959657+0.0703365j -0.010298+0.0834552j 0.0576859-0.0379547j 0.0448225+0.0384148j 0.0610634+0.111671j -0.0240979-0.0645076j 0.0496035-0.17225j 0.0177216-0.0535716j -0.00742911+0.0750977j -0.0161592-0.0239638j 0.0328368-0.0209176j 0.0434559+0.0332801j -0.0117553+0.0405582j 0.0244087-0.0137993j 0.017324+0.00626105j 0.0917047-0.0564234j -0.0344437+0.023738j -0.0528548+0.0331894j 0.0171245-0.0258513j 0.0363731-0.00386332j 0.0295891+0.00431166j -0.03241+0.0197074j 0.00541625+0.0313694j 0.00222349-0.0647705j -0.0286072-0.0373498j -0.0495532-0.0256015j -0.0479896+0.025807j 0.0650465-0.00105638j -0.00458605+4.64295e-05j 0.0317278+0.0271502j -0.000425791+0.0284006j -0.0758475+0.0470197j -0.00703177+0.0260405j 0.0443957+0.0174357j 0.0430279+0.0157158j -0.0399466-0.0058118j -0.0442541+0.0227937j 0.0253816+0.0351087j -0.0328563-0.0202334j 0.00284428-0.0521637j -0.0426107-0.0444755j -0.0270703+0.0739533j -0.019347-0.0157214j -0.010778-0.0372823j 0.0470471-0.0147818j -0.0373434+0.0205624j 0.0150494+0.0517343j 
0.00381088-0.00776843j -0.0370834-0.00397622j -0.0105555-0.0128153j 0.0352366-0.0506753j 0.032618+0.104838j -0.058145-0.0409169j 0.00639928+0.115654j 0.0199406-0.0461645j -0.0625245-0.0484633j 0.0280182-0.0360666j -0.0353097+0.138502j 0.0842873-0.0418457j -0.11261-0.0361794j -0.0643218+0.0170357j -0.0993484-0.0489139j 0.0834349-0.115128j 0.160834+0.0809579j 0.0592226-0.0710507j 0.00903546+0.0466079j -0.00901646+0.0827897j 0.060793+0.043947j 0.100072+0.00889055j -0.153226-0.0447078j -0.0292772-0.0100419j 0.0262539-0.103642j 0.0895998-0.0942608j -0.00133948+0.0245795j -0.0673426-0.0655156j 0.103521+0.0530987j -0.0343361+0.118629j 0.0165444-0.0829672j 0.0164517+0.073639j -0.00719413+0.0157103j 0.00752442+0.0598414j 0.120866-0.0625704j 0.0427666+0.0354458j 0.0120367+0.101759j 0.132323+0.0234123j 0.00711582-0.0183787j -0.0703657-0.0134281j -0.109978-0.045755j -0.0175763+0.0141384j 0.000474205+0.0130583j -0.0814296+0.0062954j -0.0223664-0.0778607j -0.0527249+0.0289181j -0.0060021-0.118478j 0.0328381-0.0531255j 0.0629653+0.0100563j -0.0470673+0.0332048j 0.00724895+0.0423746j 0.0372938-0.0317368j 0.00155741-0.00732189j 0.0811013-0.0216713j 0.0396844-0.0947849j -8.09532e-05+0.0156758j -0.00352294+0.0178709j 0.0232383-0.112138j -0.0460662+0.000855684j -0.0541647+0.0382033j -0.0115371+0.0910761j 0.0487985+0.0257828j -0.0111431-0.0180108j 0.0135355-0.00802386j -0.0246497+0.0106843j 0.0128926+0.0444901j 0.0348217-0.012782j 0.0377284+0.0120596j 0.0128429-0.00592535j 0.00247417+0.00702107j 0.0216047-0.00598932j -0.030062+0.0244207j -0.0143628+0.00550581j 0.0645222-0.0281714j 0.043691+0.00736011j -0.0837162-0.0699087j -0.0884504+0.0279301j 0.00826225-0.00712824j 0.0658203-0.00688436j 0.0379309+0.0153307j 0.00663494-0.0524748j 0.025277+0.0468407j -0.0682985-0.0264643j 0.0615065+0.0263571j 0.0259188+0.000560054j -0.0209157+0.000110843j 0.00300425+0.0349568j 0.00975988+0.0405998j 0.0402542+0.0150657j 0.0924069-0.075348j 0.0357228+0.0296104j 0.0048098+0.109705j -0.0320987+0.0571347j 0.0338255+0.0247613j 0.0328076-0.0618861j 
-0.0301979-0.0144755j 0.0415843-0.0257932j 0.0205857+0.0459218j -0.0211468-0.00409931j 0.0823948-0.030018j -0.0380487+0.16996j -0.0278388-0.0251214j 0.0541313-0.00508169j -0.019668-0.0408852j 0.0977659-0.00340909j 0.0792265-0.0219177j 0.00913371-0.0519476j 0.106565-0.024026j 0.109365+0.0505509j 0.15649-0.055868j -0.0238134-0.0120073j 0.0601348+0.0771043j 0.0623066+0.0834426j 0.00634673+0.0614961j -0.0882321-0.074834j -0.0316486+0.00347113j 0.098127-0.0667459j -0.0141256-0.0599136j -0.0042991-0.0124591j -0.0896881+0.0316985j 0.0817184-0.0292452j -0.0905069+0.0131065j 0.0224869-0.0542074j -0.0494956+0.112166j 0.0104078-0.0909488j -0.0116357-0.036975j -0.012779-0.034362j 0.127381-0.0450428j 0.100736-0.020554j -0.0557904-0.133374j -0.0123211-0.041349j -0.00224467+0.0747228j 0.00880697-0.0695496j -0.0822577-0.00789954j 0.0607908+0.0103937j -0.0106282-0.0226989j 0.0505721+0.00145138j 0.00503546+0.0755033j 0.0123391-0.0207141j 0.0112528+0.0132897j 0.0180097-0.0924243j -0.0871756-0.0785542j -0.0712617+0.0726667j -0.0255659+0.086567j 0.0866566-0.0748055j -0.0550898+0.0213831j 0.0150211+0.0297525j 0.0200945-0.0146628j 0.0100604+0.0407646j -0.0422962-0.0234674j -0.0270731-0.0132008j -0.00670843+0.0128984j -0.0686188-0.0256956j 0.0573951-0.0190369j -0.0362097-0.0133096j 0.0498577+0.0247848j 0.028877-0.00154413j -0.0422512-0.011492j 0.105983-0.0380637j -0.0624679-0.0520198j 0.000959296-0.01506j 0.0761638-0.0607975j 0.0370192-0.0165286j -0.00391567+0.0513897j -0.0119868+0.0434917j -0.0778127+0.0839931j -0.0272834-0.00900866j -0.00704213+0.0544581j 0.0127793-0.044733j -0.010595+0.0426183j -0.0611056-0.062116j -0.0536811-0.0281447j 0.0278734+0.0118699j 0.0226892-0.0123319j 0.0417974+0.00316809j -0.0424255-0.0210974j -0.00317625+0.014329j 0.0769219+0.041766j 0.0496495+0.0232318j 0.00718733+0.0372486j -0.0449595+0.0274762j 0.0514202-0.0403816j -0.00946112-0.0158368j 0.0397612+0.00878521j 0.0502615-0.0685673j 0.0207284+0.0247991j 0.0225354+0.0110812j -0.00367169+0.0319403j 0.0405214+0.0228796j 0.0101567-0.0480015j 
