-0.0397362-0.00289061j -0.00259852+0.00735555j -0.00040876-0.00205102j 0.0566576+0.00131912j -0.0414634+0.00145501j -0.0446165+0.0057511j 0.0261899+0.00342359j 0.0201619-0.00201149j 0.038678-0.00955592j 0.0116345-0.00125384j 0.00456662-0.00467431j -0.0602457+0.00218396j -0.00295535+0.00361506j -0.0387391+0.00285393j 0.0313105+0.00121805j -0.00487429-0.00646996j -0.0161318+0.00478748j 0.034936-0.000174012j 0.0157807+0.000878269j -0.0209955+0.00723446j -0.0531757-0.00180124j -0.0157008-0.00429464j 0.0143511-0.000679437j -0.0667113+0.00388791j 0.0148051+0.00656001j 0.0167458+0.00842005j -0.010145-0.00559062j -0.0390496+0.00310193j -0.00552471-0.00239751j 0.0019926-9.48869e-05j -0.0327251+0.00201701j 0.0164616+0.000663801j -0.0309686-0.00453912j -0.0174999-0.00220839j -0.0217796-0.00643606j -0.0213895-0.00100343j 0.00636584+0.00106657j 0.026826+0.00191453j 0.0156904+0.0132846j 0.0104168-0.00545379j -0.0400753-0.00186341j -0.0125222-0.00174104j -0.0030484-0.00344494j 0.057925+0.00159235j -0.0592701-0.0125009j -0.00192075+0.00156566j 0.00250822-0.00453131j 0.0140487+0.00601547j -0.0270058-0.00547467j 0.0299235-0.00155825j -0.0479314-0.0119933j 0.00243719+0.00460255j -0.036839-0.0148957j 0.0416564+0.00112519j -0.0224382-0.00635667j -0.00548466+0.000401375j 0.0314068-0.0300565j -0.0159634-0.00877177j 0.00267856-0.00457528j -0.0138167-0.00138948j 0.0346959+0.00770254j -0.00454173+0.00879546j 0.0048877+0.0042553j -0.00511106+0.000470111j -0.0288089-0.00937456j 0.00948529-0.0111975j 0.0181782-0.00588058j 0.0214265-0.00187616j -0.00794997-0.00652588j 0.0114882+0.0100803j -0.00158125-0.00655832j -0.00889871+0.00735651j 0.00609797-0.0032632j -0.00430576+0.0136438j -0.0274533-0.00748049j -0.0139053-0.00482679j -0.00409628-0.00544283j 0.0203194+0.00788941j -0.00910235-0.000739573j 0.0198032-0.00755341j 0.00331859+0.0121077j -0.0143298-0.0128294j 0.012644+0.003974j 0.0011495-0.0161641j 0.0149837-0.00611441j 0.017507+0.0182243j 0.00519476-0.00113707j 0.0260643-0.0110762j 0.0185256+0.0416798j 0.157058-0.100872j 0.0422199+0.188007j 0.0434893-0.091607j 0.0844686+0.0186188j -0.0261703-0.246891j -0.255093+0.0259985j 
0.0697382+0.0431133j 0.0434659-0.0143374j -0.0345365-0.0282568j -0.0474962-0.00798631j 0.0155041-0.0054898j 0.0268275+0.00548968j 0.0415411+2.63498e-06j 0.0232845+0.00810793j -0.0411067+0.0166156j -0.0122418+0.00523261j -0.000158405+0.00838582j 0.000828574+0.00300126j 0.0139619+0.0104174j 0.0356261+0.0107971j -0.0156247+0.0204014j 0.0120397+0.0163788j -0.00983875-0.00389233j 0.0251758+0.00279899j -0.0108333+0.00809163j 0.0795319+0.00804383j 0.0166442-0.0100137j -0.0126441-0.0256685j 0.0402413-0.0234345j -0.0701272-0.00768732j -0.0399407-0.0153151j 0.00851745-0.0400649j 0.0518827-0.0492682j 0.0471176-0.0413015j -0.130934+0.00644788j -0.18036-0.0138097j -0.0107008+0.0390784j -0.00455968-0.0132065j -0.0493386-0.0140491j 0.0054832+0.0017274j 0.0323574-0.00380816j -0.0728287+0.00973327j 0.0185753+0.0608106j 0.0251766+0.0214849j -0.116162+0.00836742j -0.0445981-0.0264089j -0.0722895+0.00239583j -0.0829788-0.0230619j -0.0504172+0.0149337j -0.037571-0.0671549j -0.0422566+0.0223287j 0.0373026-0.00972752j 0.0597049+0.004877j 0.117189+0.111857j 0.037573+0.0239187j 0.103926-0.0155068j -0.0420376-0.142689j 0.0455751-0.0380633j 0.0840929+0.0201003j 0.0325547+0.00938234j 0.164904+0.171331j 0.103374+0.0420971j -0.0609939+0.0563938j 0.0656177+0.010666j 0.018315-0.0163501j -0.0229741+0.0382592j -0.0561636-0.0474355j 0.00802373-0.0397623j -0.0314888+0.0364357j -0.00311277+0.0342394j 0.0828855+0.00609457j 0.0795829-0.0284275j -0.0559074+0.00410526j 0.0741831+0.03088j 0.0335844+0.0704557j 0.0502144-0.0637667j -0.0755676+0.0365801j 0.0814168+0.0448272j -0.0492876-0.0694504j -0.0602305-0.0197125j -0.00698632-0.0130332j -0.0437759+0.0198149j 0.0443778+0.0308597j -0.0936918+0.0432666j 0.0652095-0.00968953j -0.0324254-0.0414564j 0.0463702-0.0327431j -0.00199717+0.0136846j 0.0553841+0.0570706j 0.0299121-0.0111797j -0.0193377+0.035172j 0.020064+0.0599777j 0.0323256+0.0692233j -0.0526856+0.0431199j 0.029989+0.0197119j -0.0201469-0.0319599j -0.0152634-0.0029229j 0.0439316-0.0354894j 0.00106437+0.0140472j -0.0306683-0.0158049j 0.00368337+0.0106202j 
0.0321685+0.0177239j -0.00873899-0.0591126j -0.0291789+0.0139247j 0.0377525-0.00224007j -0.00503746-0.00797464j 0.00573889-0.0320973j -0.0431941-0.0490793j 0.0347761+0.0369626j -0.0415612+0.012175j 0.0229428+0.00797144j 0.0270874-0.0154864j 0.0198727-0.00344584j 0.0191653+0.0164573j 0.0224299-0.0158239j -0.0115848-0.016915j 0.0185755-0.00233034j 0.000127434+0.0123387j 0.0203231-0.0212669j 0.00614115+0.0148832j 0.0121146-0.0168187j 0.00351447+0.000766062j -0.0446876-0.0106343j 0.0427671+0.00361224j -9.77798e-05-0.00620095j 0.03769+0.0224617j -0.005144-0.0127542j 0.0261359-0.065544j -0.0493691-0.00530146j -0.072653-0.0578985j -0.0618059+0.0770353j 0.0272445+0.0933938j 0.0205169+0.000472842j 0.0612281-0.00140261j 0.0130094-0.0179123j 0.0412536-0.0266728j -0.0255654-0.0147209j 0.0148082+0.01329j 0.0674948-0.0206741j -0.0429058-0.00501482j 0.0628733+0.0576585j -0.0199968-0.0203766j 0.0230333-0.0016977j -0.00711197-0.0258028j -0.126288-0.0773829j -0.0197169+0.0394117j -0.107082+0.0509912j 0.0429283-0.0681092j -0.0752663-0.0908521j 0.10753-0.0341965j 0.0333612+0.100681j -0.0799472+0.0886519j 0.013361+0.114931j -0.0667762+0.0112863j 0.0835793-0.0322956j 0.18436-0.0912172j 0.0499624+0.00234645j 0.013618+0.0200629j 0.0389884-0.0211847j -0.0704277-0.0017128j 0.0771689+0.00557865j -0.0572889+0.00780298j -0.0445423+0.0292063j -0.03825+0.0631746j -0.0338614-0.0727013j -0.075716-0.0598692j 0.105191+0.00340412j 0.00656803+0.0320451j 0.00955822+0.0499099j 0.0335499+0.0284256j -0.0401976+0.0436375j -0.0663414+0.035497j 0.0459627-0.0511836j 0.0464282+0.055959j -0.00483227-0.0145119j 0.0673673-0.0283097j 0.0256734-0.0624585j 0.0353504+0.0135135j 0.0165728+0.0581011j -0.00581275-0.0498681j 0.0229247-0.0317052j -0.0117925-0.0145926j -0.0211663-0.0193364j -0.0382069+0.00675571j 0.0449917+0.011337j -0.00760672+0.0276538j 0.0183686-0.00420147j 0.00682812+0.0292172j 0.0108436-0.0382215j 0.0290479-0.00320393j -0.02154+0.00398318j 0.0173652+0.0484684j -0.0236891+0.0131861j -0.0646621+0.000164898j 0.0182612-0.00690438j -0.032568+0.00400768j 
-0.0243108+0.0135236j 0.0249284-0.0229252j 0.0147916-0.00429616j -0.00144305+0.0295175j -0.00131795-0.00265378j 0.00107215+0.021889j -0.0464571-0.0456776j 0.0155515-0.0300748j 0.033058+0.0279356j 0.0333251+0.0543587j 0.0298492+0.0189046j -0.0191653+0.0426991j -0.0363523-0.0186997j -0.00821911+0.0146936j -0.0082629-0.00558824j 0.0143761+0.0183546j -0.0376483+0.0134052j 0.0266359-0.00747983j -0.00562415+0.0386924j 0.00218939-0.0108771j 0.00168677+0.0205612j 0.0079231-0.00327455j -0.0212691+0.010883j -0.00768963+0.0940161j 0.00255633+0.0487007j 0.0153421-0.0501392j -0.0153276-0.0342662j 0.0316445-0.0484756j -0.013643-0.00634157j 0.0281518+0.0400604j -0.0580355+0.0209531j 0.0042923+0.00636172j -0.0406671-0.0193362j -0.00861809+0.00493701j 0.0503447+0.0206876j 0.0444052-0.074881j 0.0447409-0.041159j -0.00519226-0.00196599j 0.126063+0.0391784j -0.00989562+0.0453777j 0.0478223+0.0954228j -0.0311504+0.0123728j 0.119689-0.0069686j 0.00606691-0.0707334j -0.00546217-0.0189633j -0.0385881-0.0578652j -0.00549547+0.0252271j -0.0355449-0.0214952j -0.146483+0.0218786j -0.072717-0.0170716j -0.0549191-0.0997674j 0.0296866+0.0526514j 0.000322339+0.0743798j -0.117245-0.033353j -0.0252529+0.0449813j -0.00514769-0.0355923j -0.0132818+0.0212897j -0.0247536+0.0038528j 0.0912775-0.0647197j -0.0642451-0.139854j 0.0460867+0.0304918j 0.00365875-0.0156932j -0.00437346+0.172175j 0.0355832-0.172934j -0.0765566+0.0216693j 0.092416+0.0198163j 0.134952+0.0929748j 0.0654157+0.0416922j 0.0258934+0.0616215j 0.0526094-0.0239791j -0.0590126-0.00884095j -0.0149714+0.00246403j 0.0862538+0.0233931j -0.070074-0.0574832j 0.0188205-0.0272878j 0.0498451+0.040219j 0.0541117+0.0586419j -0.0123442+0.0241409j 0.00267782+0.0601425j 0.025129-0.0290483j 0.000932445-0.0109806j 0.063643-0.0174491j 0.013367+0.00573213j 0.0568413+0.0141456j -0.0756103+0.0420543j 0.00288791+0.0425622j 0.00375174+0.0108371j -0.00814794-0.0485158j -0.00187416-0.0153074j 0.00517822-0.0322581j -0.0208442-0.00356515j -0.0124572+0.0233107j 0.0163217-0.0255429j -0.0049916+0.0145397j 0.0238668-0.00173062j 
0.0017665-0.0102546j -0.0145617-0.0326359j -0.0197065-0.00438405j 0.0365457-0.0273881j -0.0253401-0.00192364j 0.000466838-0.0316651j 0.0107341-0.0333873j 0.0556959+0.00540738j 0.0215804+0.000484379j 0.0164577-0.038645j 0.0355779+0.00218979j 0.00552527-0.0558379j -0.0277963+0.00943115j -0.00275285+0.020609j -0.00761782-0.0186022j 0.0323849-0.021506j -0.000866946+0.00173302j -0.0287785+0.0236153j -0.0013988-0.0236139j -0.0221928-0.0126731j 0.0212-0.0212102j -0.0191803-0.0528995j 0.00518174-0.034177j 0.0235494-0.02727j 0.0437259+0.0490136j 0.097934-0.0127882j -0.0144817-0.0239338j -0.00411993+0.0324029j 0.107971-0.0068768j 0.114055+0.0448383j -0.023448+0.0421061j -0.00760584-0.0107616j 0.0471448+0.0573615j 0.0402669-0.00819524j -0.00806388-0.0372432j -0.0301164-0.080863j -0.0393976+0.0058258j 0.0164779+0.0561856j -0.0697994-0.0367952j -0.0103752+0.0174288j 0.0588265+0.0230784j 0.0415378-0.0019051j 0.0406974+0.089684j 0.0048554-0.0940178j 0.0505686+0.0128071j 0.0671017+0.0797775j -0.0203008+0.081183j 0.0242355+0.0829913j -0.00835218-0.00341098j 0.0383943+0.101776j 0.0866828-0.0334346j 0.0195426+0.0442298j -0.0610739-0.0216651j 0.0922929+0.0907904j 0.0279331+0.133608j -0.0449755+0.172773j 0.0175987-0.133671j 0.055521-0.0324452j -0.0184196+0.039178j 0.0698735+0.0454897j -0.0368659-0.0181248j -0.0468836+0.00777384j -0.0999121+0.0609608j 0.0519976-0.0329238j -0.074401+0.0021079j 0.0628361-0.0231125j 0.0397094+0.0762735j 0.0488101+0.0683988j 0.065704-0.0202018j 0.0461965+0.0468562j 0.141522-0.0201178j -0.0651942-0.00879879j -0.061992-0.0626688j 0.0102999+0.0271684j -0.111889+0.0994318j 0.0476934+0.0246832j -0.0122229-0.106552j -0.0175971-0.0174779j 0.0432212+0.0519466j 0.0456817+0.0773346j 0.0383303-0.00388514j -0.0434175+0.0407823j -0.000623202-0.0565986j 0.0545454+0.00645202j -0.0302331+0.0458149j 0.0381823+0.0521407j 0.000470729+0.031552j -0.0162001-0.029726j -0.0055846-0.0199204j 0.0112655+0.0660856j 0.0389127+0.0133784j -0.0583151+0.0278043j 0.0217981-0.0294209j 0.0469199+0.000725725j 0.0100614+0.010109j 
-0.0189823-0.00371425j 0.0179428+0.0279399j -0.0320204-0.00628987j -0.0191473-0.0269677j -0.00849441-0.00397182j -0.0253941-0.00348794j -0.0116498-0.0011678j 0.0538326-0.0115207j -0.0149332+0.028955j -0.0276488+0.0364871j 0.0233408+0.00085842j -0.0177455+0.00724203j -0.0352135-0.00263351j -0.0117502+0.0114308j 0.000378357-0.00102531j 0.0315195+0.00611345j -0.0279602+0.00992173j 0.00749856+0.00214176j 0.013214+0.011448j 0.00551055+0.00427804j 0.00774152+0.0028594j 0.0462871-0.0128694j -0.00337073-0.026998j -0.0531281+0.0473921j 0.0088305-0.012459j 0.000185721+0.000605043j -0.0095734-0.0197237j 0.0607666-0.0181696j 0.0961824+0.0860094j -0.00902587+0.000803985j -0.0519851-0.0405042j -0.0258332-0.0104411j 0.00891552-0.065946j 0.0234564+0.0291271j 0.0114211-0.0410649j 0.0336129+0.0181481j 0.081794-0.017113j -0.0289229-0.103538j 0.09728-0.0482705j -0.00282879+0.0323964j 0.0315403-0.0214379j -0.0389496-0.0493123j 0.105321-0.0590453j -0.029642-0.000315987j -0.079409-0.000525268j 0.0844641+0.0559323j 0.0310484+0.00305201j 0.000387353+0.150413j -0.0196455+0.15654j -0.0529294+0.0184925j -0.0217881+0.213467j -0.0464877-0.151622j -0.0015052-0.17596j 0.0276853+0.0512117j 0.0799723-0.105595j 0.0168169-0.0740653j 0.0161831-0.0242017j 0.00143774-0.127527j 0.023186+0.0827597j 0.018541+0.0681867j -0.0353523-0.00758246j 0.0221007+0.0419949j -0.0693521-0.0191211j -0.0438864+0.0929103j -0.0318605+0.0780463j -0.0359767+0.0101948j -0.0176396-0.031833j 0.0177692+0.037061j 0.0137489-0.0186326j 0.102807+0.0358622j -0.0225087+0.0550993j 0.0581015+0.0300932j -0.018498-0.0365573j -0.0115162-0.119718j 0.0261574+0.0145333j -0.0329447+0.0371704j 0.0709635+0.00229377j -0.0464357+0.068472j -0.0733549-0.0281968j 0.0471662+0.00299639j 0.0170336+0.00738705j -0.0318456+0.0577688j -0.00848798+0.0357265j 0.0725256+0.00785618j -0.0115272+0.00283136j 0.0109816+0.0188361j 0.0225997+0.0384449j 0.0201051-0.0654699j 0.00825628-0.0318616j 0.0135935+0.00652021j -0.00901266-0.00797908j -0.00389268+0.00114908j 0.00385932-0.0196985j 0.00668595+0.00942071j 0.00802939-0.00215984j 
0.00364368+0.00481237j 0.0223663-0.013546j -0.0224413-0.00363501j -0.00555788+0.0482641j -0.00714285+0.000224105j -0.0251228-0.0129589j -0.0217127+0.0164079j 0.00446447+0.026607j -0.00220421-0.0326051j -0.00664487+0.0216901j 0.0104297+0.00269642j 0.00489299+0.0186998j -0.0095745-0.00510888j -0.0269941+0.0092313j 0.0264098+0.0120403j 0.00719155-0.0141369j 0.0223955+0.0020251j 0.00863481+0.0150267j 0.00917272-0.00492365j 0.0196979+0.00335619j -0.00788803+0.0348777j 0.0330988+0.0648618j 0.0364015+0.0285947j -0.0598476+0.00505441j 0.108192+0.0419734j -0.0904462+0.0288462j -0.0335473+0.0418791j -0.014354+0.00193846j -0.00596967+0.00506117j -0.112932-0.0363902j 0.0265171-0.0367366j -0.0206407+0.00804712j 0.100393-0.00330203j -0.00188739+0.0139349j 0.0669983+0.0200427j -0.0868135-0.0175694j -0.01393-0.0140655j -0.062044+0.0178834j 0.0458327-0.0571452j -0.0567163+0.0386791j -0.00686503+0.0289257j 0.0943785+0.0171119j 0.0251209+0.0828301j -0.0152464+0.029333j -0.0287218+0.0568855j -0.0270389-0.0578205j -0.00678822-0.0162789j -0.0724183+0.0469737j -0.105378-0.0592877j 0.0662163-0.122018j -0.1306+0.0308357j 0.0910581+0.0940803j 0.0272416-0.0533339j -0.0227777-0.0341422j 0.156249+0.0157674j -0.0525907-0.00398394j -0.0293637-0.121257j 0.135707-0.0203309j 0.0387692-0.0017086j 0.0406816-0.035615j 0.0262244+0.0711489j -0.0653122-0.0439047j 0.0124188-0.0126977j -0.0731244-0.046119j 0.00433917+0.00121973j -0.139017+0.0397826j 0.0554232-0.0662864j -0.0168233-0.0319649j 0.0452355-0.0351248j -0.0378831-0.0271936j -0.0351852-0.00715392j -0.016665+0.0331208j -0.0151791-0.0586525j -0.0434272+0.0190539j 0.000144488+0.0104397j -0.0456034-0.0222639j 0.0286503+0.0127269j 0.00638711+0.0328717j 0.051757-0.0143622j -0.000943045+0.00461901j 0.0391906+0.0390213j -0.0268533+0.0689824j 0.000205278-0.0536735j -0.0431044+0.0122316j 0.0678138-0.00442617j -0.0272438-0.0693174j 0.0452203-0.0681919j 0.0536943+0.0150996j -0.0201022+0.0199356j 0.0282669+0.046386j 0.0194906-0.016491j -0.0675008+0.0250028j -0.012539-0.0108035j 0.0574893+0.0077241j 0.0295814-0.00896991j 
0.0199833-0.0288808j -0.0261676-0.0245438j 0.0262289+0.0169707j -0.00741796-0.0122594j 0.0233507-0.0247791j 0.00799714-0.00404963j -0.0226751-0.00970565j 0.0176142+0.0173169j -0.0310948+0.0133126j -0.0100548+0.0210487j -0.0325676+0.0284193j -0.0254618+0.0317306j 0.0157619-0.00166489j -0.00353279+0.00744013j 0.0127891+0.00901432j -0.0263152+0.00972293j -0.0191727+0.0117568j 0.0626742-0.00390821j 0.010833-0.00578553j 0.0345599-0.0263509j -0.0212018+0.0210889j -0.0107228+0.0476948j 0.00031414+0.0167136j 0.0635736+0.0493278j 0.00293706+0.0275096j 0.109234-0.028433j 0.0681962-0.0199962j -0.011603-0.0307494j -0.0218791+0.025661j 0.0339085+0.0255308j 0.0409217+0.00438012j 0.012073-0.00454918j 0.013473-0.0820694j 0.03234-0.00976462j -0.0290943+0.040802j -0.0352345+0.0458459j -0.0825086+0.00547871j 0.0598557-0.0401009j -0.0720141+0.00565789j -0.00965385+0.0665433j 0.0430089+0.0584927j -0.0712232-0.0449849j -0.00670094+0.0458558j 0.0458888-0.0695914j 0.0324935+0.0191119j -0.0156237+0.00143975j 0.012478+0.013327j 0.0184617-0.0605737j -0.0348568+0.0800209j -0.0733031-0.0460625j 0.0878045-0.0360952j -0.151392+0.0922645j -0.0991684-0.0284048j -0.00344957+0.0262781j -0.0678363-0.0482487j -0.112441-0.0982286j 0.00964656-0.0199852j -0.0236987-0.00667616j -0.0565325+0.0508122j 0.0644355-0.0426433j 0.0281409+0.00245946j 0.0968285+0.00375554j -0.00878073-0.00152888j 0.0175691-0.0278993j 0.0305548+0.0579945j -0.000343786+0.0277986j 0.0303084+0.0322606j 0.0502801-0.00427014j -0.145069+0.0275953j 0.0610322-0.0397487j 0.00931365-0.0576634j 0.00793164-0.0369553j 0.0243456-0.0800343j -0.070186-0.0551917j 0.0606704-0.0491235j -0.0533615-0.021238j 0.0405755+0.0421625j -0.0418021-0.0347749j 0.0531992+0.0152774j -0.0263402-0.0975217j -0.00248843-0.00362761j -0.0527187-0.00201804j -0.0126807+0.0430598j 0.00149808+0.000921602j 0.00551073+8.77759e-05j -0.0195884-0.0354452j 0.0216526+0.0530266j -0.0580801+0.0116961j 0.00441068-0.00628092j 0.000469881+0.0179374j 0.00184097+0.0318168j -0.0437608+0.00802921j -0.0135649+0.00123084j 0.0419941+0.00347829j 0.0217015-0.0174521j 
0.0164711+0.00899111j -0.01493-0.0230897j 0.0245094-0.00420223j -0.0301619-0.0485375j -0.0048865+0.00103828j 0.00345991+0.0119957j -0.0139202-0.0166106j 0.0564915-0.0512974j -0.00679423-0.0193194j 0.0123581+0.0240256j -0.0333913-0.00579109j -0.00805724-0.00401014j -0.00721493+0.00451795j -0.0114604+0.0153845j -0.012769-0.0164218j 0.0233072+0.00424944j -0.0449967+0.00984674j -0.016092+0.0186509j 0.00471497+0.0164763j -0.0322733-0.00308591j 0.00941814-0.00842584j 0.0130895+0.0149503j -0.0475305+0.00602146j -0.0175316+0.0278371j 0.0121213-0.0178712j 0.0318879+0.0305451j 0.0303439+0.072987j 0.0360584-0.00151063j -0.053451+0.0703391j -0.0194817-0.0526525j 0.00475036-0.0189716j 0.00308772-0.0222124j -0.0100626-0.0199165j -0.0300602+0.0130757j -0.0220898-0.0487908j 0.0152482-0.085453j -0.125587+0.00427397j 0.0827194+0.0750289j 0.0163364-0.00100652j 0.0129053+0.0313275j 0.0837002+0.0590365j 9.81021e-05-0.103772j -0.0450698+0.0633876j -0.0389774-0.040291j 0.0663135-0.0618943j -0.0355467+0.0839393j -0.0189505-0.105788j -0.00493466-0.125427j 0.000916705-0.0633104j 0.114028-0.137399j -0.0743583+0.142614j 0.0937935-0.109821j 0.0382957-0.108545j 0.0274962+0.0304625j 0.0326806+0.0909706j -0.0293093+0.0978549j 0.0361052+0.073279j -0.115701+0.0203397j -0.0116685+0.0706143j 0.018714-0.098887j 0.080359+0.0117941j 0.0599218+0.0528524j -0.0415564-0.0618103j 0.0014704-0.00087253j 0.0370057+0.0216921j 0.0641941+0.000732553j -0.00792842+0.0359828j -0.0515045+0.0109796j -0.00266468+0.00405179j -0.101245+0.0215298j 0.0128822+0.00845026j -0.0727863-0.0589982j -0.0745964+0.02473j -0.0812254+0.0622381j 0.0259172+0.0301162j 0.0343829-0.0056221j 0.000962327-0.0381405j -0.00855285+0.0326329j -0.0146778+0.0481374j 0.0208382-0.0801919j 0.0153396-0.0255991j -0.0168306+0.00243279j -0.0137983+0.036635j -0.0895355-0.00243823j -0.00669624-0.0704967j -0.0389747-0.0887517j 0.0430543-0.0060857j -0.0927981+0.0194364j 0.0498501+0.056976j -0.0144715-0.0400569j -0.024816+0.0202374j 0.0122206-0.00344743j -0.0381027-0.00483791j -0.00451568-0.0107334j -0.0150928-0.0090037j 
-0.00656385+0.0195683j 0.0341769+0.0486859j -0.0266431+0.00691867j -0.0264325+0.00715716j -0.0202969-0.0173397j -0.0116751+0.0464345j 0.0308969+0.011819j -0.00660718+0.0537915j -0.0297585-0.0210938j -0.0145955+0.0166438j -0.0320441+0.00497642j 0.0327107+0.00740833j 0.0406423-0.000418272j 0.00714856+0.01056j 0.0124165-0.0026312j -0.0106184-0.0134936j 0.0107597-0.0141391j -0.0471667-0.00708473j -0.0304994+0.0147279j -0.0174685-0.00407035j -0.00520825+0.012785j 0.0628868+0.0480892j 0.0530113+0.000304677j -0.0189511-0.0279995j -0.0765179-0.0469893j -0.0192605+0.0428749j 0.0393013+0.078076j 0.0654344+0.0129424j 0.0470782-0.0424461j -0.046657+0.00192859j 0.014848-0.0192156j -0.023627+0.013166j -0.0334486+0.00303029j -0.0036858+8.57684e-05j -0.0201579+0.0324232j 0.0936895+0.115445j 0.0166091+0.0124021j 0.0702942-0.00826639j -0.0112153+0.0237754j 0.0114789+0.0255521j -0.00999434+0.0692458j 0.00755383-0.0971515j 0.0381458-0.00325956j 0.161149-0.0364977j 0.0188787-0.0395713j -0.0932787+0.0666477j -0.0330422+0.139104j -0.000791508+0.0302195j 0.0228794+0.0215006j 0.0225269+0.0832578j -0.00628107-0.0498852j 0.0264381+0.145084j 0.0358989+0.0332998j -0.0318769+0.0477942j -0.0294362-0.0764807j -0.0439792-0.0348329j 0.0453079+0.0270199j -0.0256257+0.0409421j 0.0172764-0.00791067j 0.0868028+0.119483j -0.0145099+0.0933518j -0.0674658-0.00358552j 0.0450524-0.0122194j 0.0384213+0.0338132j -0.00710018+0.00351343j -0.115267+0.00332889j 0.00487316-0.0458545j -0.00814716-0.0325776j 0.0183789+0.030856j 0.050802-0.0186007j -0.0182835-0.0135184j -0.0193902+0.0569051j -0.0122077-0.0363453j -0.0180175+0.0144181j -0.0378539-0.02483j -0.0032522-0.0098574j -0.032426-0.0962099j 0.0210199+0.0403861j 0.012175+0.0603708j -0.00723351-0.0354051j 0.0529312+0.0240212j -0.0725969-0.0109684j 0.0134849-0.0176266j -0.0592408+0.03597j -0.067247+0.0158125j -0.0131634-0.0293654j 0.0437757+0.0166274j -0.0739325+0.0413058j 0.0057139+0.0214732j -9.42801e-05+0.022656j 0.0104356+0.0133812j 0.00297697-0.00519748j -0.0240339+0.00623197j 0.0129218+0.0117637j -0.0232454+0.00499405j 
-0.0260604-0.008948j 0.00341404-0.0149322j 0.0404651-0.0298612j -0.0239409-0.0750775j -9.08534e-05+0.00970663j 0.0226123-0.0550821j 0.0158239-0.0127521j 0.0481691-0.0477229j 0.00630213+0.0337091j 0.00884236-0.0218067j 0.0196787+0.000660998j 0.0294661+0.0162596j -0.0251238+0.00921216j -0.0156093+0.0180342j 0.00492941+0.00214063j 0.0116877-0.0190954j 0.0102217-0.00438819j -0.0525481+0.00259244j -0.00743149-0.00912794j -0.0187819+0.00645654j 0.0306964-0.00214899j 0.0241304+0.013489j 0.046617+0.0533945j -0.0592116+0.0504013j -0.0318159+0.00777562j -0.00167151-0.0175253j -0.0752099+0.0010341j -0.00738195-0.0373758j 0.0137103-0.0284994j 0.0280411+0.00352513j 0.0408118+0.0466572j -0.0244292+0.0120833j -0.0481141-0.00738222j -0.0499378-0.00745737j -0.103358-0.0724228j -0.0116245-0.0694537j 0.0637602+0.0476646j -0.042482+0.0165102j 0.00876379-0.0968807j 0.0992936-0.0103229j 0.0311846-0.00398056j -0.120934+0.0166701j -0.0418735-0.053877j 0.107529-0.0090182j 0.0109189-0.00669358j -0.025259-0.0242188j 0.0613925+0.0162181j -0.0200062+0.100985j 0.0129797-0.0319613j 0.101509-0.0595527j 0.0645363+0.0609996j -0.0284+0.104653j 0.0154418-0.0641801j 0.0129773+0.0260524j -0.0917923+0.1146j -0.12445-0.0394249j -0.0209062+0.052875j -9.38948e-05-0.0740865j 0.0781902+0.0970898j 0.0214509-0.0362116j -0.0187849-0.0583176j 0.0215382-0.015636j -0.0123984-0.00198746j -0.0412138-0.0578606j 0.00805536+0.0133286j 0.0317095+0.00160835j -0.0041375-0.0307534j 0.00591368-0.0623499j 0.0492064+0.0364245j -0.0781025+0.0474562j -0.0331491+0.0854731j -0.0709606-0.00429625j -0.0660833+0.0671959j 0.0539858-0.00490351j 0.0371377+0.0198593j 0.0655266+0.107968j 0.0770156+0.0423415j -0.0315195-0.00237609j -0.0208369-0.0178115j -0.00766357+0.0218933j 0.00282694+0.0638095j -0.0123151-0.0361505j 0.0263345+0.0505429j -0.0512072+0.0541557j -0.00283708+0.0013587j -0.0099223-0.081942j -0.0447334-0.0061755j 0.0995413-0.0174075j -0.0349593+0.0327676j -0.0205179-0.0257612j -0.00169366+0.00740577j 0.00674897-0.0128671j -0.0184375+0.00383236j 0.00182594+0.0135438j 0.0176882+0.00498261j 
