0.00511467+0.000446011j -0.000347958+0.00580535j 0.0016184+0.00654466j -0.0057534-0.00040534j 0.00133419+0.00157596j -0.00338268+0.00328449j -0.00593628-0.00192752j -0.000901328-0.00349512j -0.0022862+5.26843e-05j -0.00035147+0.00239341j 0.00428183-0.00100224j 0.00322883+0.000511774j -0.0012748+0.00328036j 0.000690925-0.00369598j -0.00126685-0.00075989j -0.00227124-0.000197162j -0.000154988+0.00143506j 0.00187932+4.81128e-07j 0.0021091-0.00133761j -0.0018018+0.000289182j 0.00120489-0.00138399j -0.00216033-0.0035875j 0.000409622+0.000866676j 0.00112218+0.000878837j 0.000939913-0.00104857j 0.000929594-0.00269184j 0.000576176+0.00189723j -0.00130185+7.09509e-05j 0.000564029-0.000359292j -0.00188361-0.000168577j -0.00015078+3.30181e-05j -0.000353881-0.000303199j 0.000609687-0.000154804j -0.000159192+0.00100375j 0.00096236-0.00220239j -0.000391534-0.000483042j -0.0011628-0.0024656j 0.00262428+0.00223568j -0.00091518-0.00219561j 0.00118959-0.00201257j -0.00262264+0.00194913j -0.000355739+0.00314585j -0.00106183-0.00272094j -0.00124471+0.00129321j 0.00357702+0.00128028j 0.000109279+0.000127689j 0.00168673+0.00376665j -0.000146385+0.00221115j 0.00356917-0.000324553j -0.000873184+0.00147306j 0.00199293-0.00108902j -0.000219956+0.000134377j -0.000499608-0.00304805j -0.00368452-0.00289941j -0.0158673+0.000828124j 0.00137237+0.0170419j 
-0.00176713+0.00310307j 0.00201718-0.000573767j 0.00406927+0.00188654j 9.62836e-05+0.000739079j 0.00209135-0.000812216j -0.00173163+0.000835273j -0.00329627-0.00337802j 0.00244308-0.00105611j 0.00229509-0.00385555j -0.0045969+0.00352278j 0.00144347+0.00189549j -0.00265888+0.00135636j 0.00405547-0.00241109j 0.00199954-0.00350786j 0.00399072-0.00307718j 0.00178112+0.000963376j 0.00459469-5.22786e-05j -0.00244954-0.0023452j -0.000919331+0.000179944j -0.00115858-0.00531294j 0.00147767+0.00149764j -0.000862867+0.00056735j 0.00319784+0.00325038j -0.00312734+0.000162326j 0.0029177+0.00124535j 0.000512684-0.00204151j 9.24739e-05+0.00213849j 0.00446093-0.00331931j 0.00280059-0.00385698j 0.00372966+0.000462623j 0.00423877+0.00227382j -0.00314274-0.000311383j -0.00229696-0.00263384j -0.0026005-0.00159985j -0.000525376-0.00105035j -0.00112544+0.00102875j 0.000689736+0.0026657j 0.00144446-0.000154576j -0.000294148-0.00171508j -0.000775723+0.00613575j -0.00217299+0.0044436j 0.000920163+0.0013362j 0.00271272+0.00248742j 0.00791648+0.00358577j 0.00398085+0.0036632j 0.00150604+0.00101587j -0.00709001-0.00518789j 0.00165915+0.00319834j -0.00197636-0.00141525j 0.00218093+0.00181645j 4.7112e-05+0.00391116j -0.000711407+0.00197909j -0.00234587-0.00110249j 0.00061075+0.00248966j 0.00295046+0.00288261j -0.00304732+0.00204049j 
-0.00148046+0.00126127j 0.00112559-0.000584173j -0.000100404+0.000300009j -0.00018033+0.000625272j -0.00072038-4.60355e-05j -0.000929256+0.00140258j 0.000762127-0.000513782j -0.000502015+0.000664387j -0.000599552-0.000686121j -0.000921935+0.00224437j 0.00151461-0.00120849j -0.000685987+0.000551741j 0.00196397-0.00393806j 1.89821e-05-0.000946453j -0.000637847+0.000269676j -0.000279781-0.000371448j -0.000637574-0.000410332j -0.000737399+0.00108406j -0.000135562+0.000559393j 0.000350559-0.00138622j -0.000972939+0.00119801j 0.00090846-0.00151523j -0.000149842-0.000633875j -0.00115841+0.00352099j 0.00155721-0.000116709j 0.00119477-0.00169693j 0.000206635+0.00109914j 0.00152121-0.00300243j 0.000436657-0.000488853j -0.000196675+0.000118626j -0.000670425+0.000353153j -0.000541086+0.000789425j 0.000548912-0.000702714j -0.0021193+0.00059432j 0.000973442+0.00184674j -0.000981182+0.000447536j 0.000581705+0.000478973j 0.0018029-0.00102084j 9.73609e-05+0.00190133j -0.00138265+0.000147716j -0.000398708-7.5558e-05j -0.00112167-0.000440638j 0.0016584+0.000425061j 0.0029226-0.00250357j 0.00163735+0.000186521j -0.00239004+0.00108936j -0.000872193+0.000227834j 0.00210763+0.000545312j 0.00101052-0.000481013j 0.000397455-0.00381097j -0.00239217-0.00027848j -0.000233141+0.000279053j -0.00153609+0.00150172j 0.000362831-0.00132151j -0.000250424+0.00159515j -0.00104292+0.000760101j 
-0.000847623+0.000207267j 0.00226533-0.000997674j 0.00189814-0.00038719j 0.00149737-0.00111972j -0.000503344+0.00339142j -0.00150167+0.000542265j 0.00423541-0.00154412j -0.00151664-0.0011001j 0.000528231+0.00280475j 0.00324709-0.00221834j -4.48102e-05-0.00382547j -0.0017297-0.000367207j 0.00225743+0.00204788j 0.00250144+0.00311004j -0.00150147+0.00344676j -0.000206265-0.00272112j -0.000484505+0.00271255j 0.00174142+0.00247023j 0.0042169-0.00223543j 0.0010669-0.000302802j -0.00506611+0.000410913j 0.0018829-0.00276184j -0.00535602-0.00478693j -0.000796159-0.000216447j -0.00243789+0.00209075j -0.00252577+0.000948106j 0.00323967+0.000900296j -0.00215621+0.000469336j -0.0071512+0.00764974j -0.00316733+0.00346698j 3.78773e-05+0.00358686j -0.00377191+0.00214816j 0.00355349-0.0014032j 0.000110212+0.00031625j 0.00203429-0.000366349j -0.00232185+0.000558327j -0.0014644+0.00087544j 0.00320916+0.00226986j 0.00493706+0.00392801j 0.00194896-0.00212363j 0.00246593-0.00446612j -0.00341438-0.000225364j -0.00227279-0.00273464j 0.00145911+0.00161827j -0.00110718-0.00034482j -0.00227982+0.00252388j 0.00599886-0.00404569j -0.000573327+0.00149074j 0.003349+0.00364472j 0.000395828-0.000483296j 0.00423376-0.00430799j 0.0032279-0.00109069j 0.000439272+0.0025688j 0.00153142-0.000459742j -0.000495928+0.000448795j -0.00188848+0.00173824j 
-0.000567904+0.00155542j -0.00185732-0.000283668j -5.38464e-05-0.000410514j 0.0031713+0.00247006j -0.000180686-0.00248894j 0.0035898-0.0016732j -0.00127459+0.000595478j 0.00385493+0.00217582j 0.00129415-0.00302253j 0.00423869-8.51318e-05j -0.00276346+0.00343595j 0.000741938-0.00201144j -0.00392015-0.00246961j -0.000499182-0.00343822j -0.00198674-0.0008265j -0.00172334-0.000718394j 0.000847987+0.00113259j 0.0025205-0.00833734j -0.000434148+0.00256362j -0.00243608+0.00380016j 0.00159539-0.00346385j -0.0010667+0.00191368j -0.00222204+0.00203884j 0.00471272-0.00357815j 0.000530171-0.00579029j -0.000308873-0.00352079j 0.00262214-0.00210771j -0.00370522+0.00169853j 0.000361202-0.000375113j 0.00457305-0.00845988j -0.00273382+0.00132746j 0.00210563+0.000777388j -0.000933438+0.00268526j 0.00326569-0.000944935j -0.000174609-0.00528555j 0.00218057-0.00273304j -0.000656726-0.0022318j 0.00144589-0.00271263j 0.00392048-0.00586228j -0.00184323+0.000860836j -0.00336053+0.00635602j 0.00304198+0.00236845j -0.00437808-0.00126723j 0.000298993-0.00487441j -0.00215846-0.00282523j 0.00288591-0.00282203j 0.000677642+0.00366286j -0.00340676-0.00163897j 0.00158458+0.00121243j -0.00121668+0.000657329j -0.00159016+0.00584385j 0.00122479+0.000105338j 0.00203625+0.00393961j -0.00107304+0.00119201j -0.00244535+0.000251529j 0.000770027+0.00311764j 
-0.00319242-0.0011213j 0.000398534-0.00215065j -0.00179273-0.00221201j -0.00292904+6.15566e-05j -0.000411082-0.00239268j -0.00199238+0.000787828j 0.0020532-0.00401078j -0.00251443+0.00437251j 0.00117682-0.00311504j -0.00468506-0.000635009j 0.00272639+0.00366109j -0.000940146+0.00160617j 0.000945686+0.000643623j 0.000381109-0.00294639j -0.00114521+0.00182254j -0.00259758-0.00324683j -0.00259749-0.00411205j -0.00108308-0.00655052j -8.9956e-06+0.000577428j 0.00333366+0.0012797j -0.000344084-3.828e-05j -0.00150426-0.0054307j 0.00272674+0.00294001j -0.00200088+0.00209477j 0.00277281+0.00162233j 0.00250438+0.00283907j -0.00411762+0.00354917j 0.00400621+0.000756362j 0.000911762-0.000737786j 0.000590574-0.00321784j -0.0052027+0.00236804j -0.00119997-0.000133206j -0.000794111-0.000912202j 0.00100696-0.00931061j -0.00203716+0.00474003j 0.000437276+0.00126136j 9.04688e-05-0.00156738j 0.00374201-0.00142314j -0.00280928+0.00348549j -0.00348334-0.00302952j -0.000575137+0.00084978j -0.00079142+0.000629224j -0.00196509+0.00441347j -0.00152785+0.00207573j 0.000381758+0.00762215j 0.000703006-0.00113094j -8.622e-05+0.00171332j -7.80587e-05+0.00461497j -0.00228759+0.000211293j 0.00149906-0.00202887j -0.00392717-0.00187291j 0.00222204-0.00186923j -0.00317975+0.000166077j 0.00297901-0.0041422j -0.00179977+0.000783404j 0.00133061-0.000886196j 
0.000293322-0.000732977j 0.00239035+0.000541961j 0.000895352+0.000365934j -0.000294725-0.000987154j -0.00103209-0.00136054j -0.000253484-0.000610488j 0.00229456+0.00521297j -0.00264531-0.00260299j -0.000147257+0.000783278j -0.00168209+0.00156994j 0.00320651+0.00107747j -0.00178338-0.000409474j -0.00403997-0.00922183j -0.00199701-0.000962251j -0.00213719+0.000192181j 0.00130703-0.000545209j -0.000748481-0.000416847j -0.00135551+0.0020023j 0.00153918+0.00153155j 0.00147778+0.00290745j 0.000419442+0.00106304j 0.000761048-0.00147741j 0.00431784+0.00169024j -0.00144357+0.00368982j -0.000468488-0.000881715j -0.00184155-0.00492413j -0.00087912-0.00291588j 0.00181139-0.00283127j -0.00373375-0.000550168j -0.00346474-0.00256885j -0.00304961-0.00582973j -0.00281093-0.00057679j 0.00079096-0.000841882j -0.000656381+0.00307025j 0.00322732+0.000648899j -0.00101084-0.000730523j 0.000499049-0.000528763j 0.000515073-0.000271073j -0.00371072-0.000449051j 0.000435896+0.000119156j 0.00156391+0.00226575j -0.00116691-0.00302854j 0.00103928-0.00440748j 0.00164161-0.0114165j -0.000893028+0.00145911j -0.00286887+0.00193989j -0.000745001+0.00286728j 0.0013342-0.00117892j 0.0018295-0.00611897j -0.000145881-0.00449682j 0.00169237+0.00169679j 0.00120527+0.0013406j -0.00148604-0.00100316j 0.00113769+0.000332535j 0.000491162-4.9518e-05j -0.000876786+0.000447232j 
-0.000732588-0.000347181j -0.000300624-0.00157831j 0.000257202-0.000281753j 0.00100559-0.00156621j 4.0529e-05+0.000715124j -0.00017264-0.000211731j 0.00301016+0.000488507j 0.000131125-0.000829604j 0.00200384+0.00179637j 0.00260612+0.00170375j -0.000173001-0.0018174j -0.000486777+0.00163536j -0.0085865-0.00552814j 0.00100246+0.00175617j -0.000798363-0.000439097j -5.26867e-05+0.000565728j 0.00054718+0.00194386j 0.003319+0.00333633j 0.00315008-0.00119388j 0.00158641-0.00052218j -0.00176713+0.00278972j -0.00277848-0.00151228j -0.00151693-0.00135592j 0.00479613+0.00273224j -0.000231274-0.000444164j -0.00453155-0.00412288j 0.00153912+0.000384j -0.00386107-0.00652159j -0.00240567+0.00163988j -0.000787224+0.00060987j -0.00254488-0.00023602j -0.00128957+0.000561977j 0.00132363-0.00382989j 0.000528051+0.00370935j 0.00208148+0.000615462j -0.00196281+0.000425065j -0.00170742+0.00103522j 0.00251368+0.00152111j 0.00365891+0.00264097j -0.000872611+0.00224057j 0.00092186-0.000228213j 0.000956464-0.000469242j -0.00283834-0.00763371j -0.00365764-0.00696298j -0.00174771+0.000505155j -0.000466897+0.00578711j 0.00320743+0.00101733j 0.00140438-0.00128542j 0.000784246-0.00375378j -0.00308385-0.00206024j -0.00125655+0.00241672j 0.00175438+0.00204909j 0.00194762+8.74635e-05j 6.40881e-05-0.000884874j -0.000629063+0.000315588j 0.00128849+0.00130792j 
0.000789343+0.000639998j -0.00450198-0.00322238j -0.00141339-0.00218193j 0.000224648+0.00103777j 0.00332858-0.00126199j 0.00238203+0.00129872j -0.00644863+0.00234197j 0.00150607-0.00113397j 0.00264526+0.00100787j -0.000526269+0.00399947j -0.00341898+0.00116216j 0.00376436-0.000272797j 0.00117301-0.00233545j 0.000313459-0.000379175j 0.000960673-0.00329402j -0.00202217-0.00129568j 8.30575e-05-0.000300613j 0.00300414+0.00129663j -0.00303141+2.07116e-06j -0.00262128-0.00243248j 0.000756719+0.00054301j -0.00575513+0.000360514j -0.00334575-0.00121918j 0.0050142+0.000516154j 0.00147197+0.000980243j 0.00176638+0.00163847j 0.00308518+0.000698185j -0.00117171-0.000642395j 0.000767073-0.00117666j 0.00390342+0.00361379j 0.0036381-0.00556213j -0.000100317+0.00184755j -0.00133448-0.00293749j -0.000439698-0.000462008j 0.00222426-0.000628026j 0.00402726+0.00279444j -0.00180655-0.000247217j 0.00230394+0.00330953j 0.000811943+0.00218907j -0.000136872-0.000375323j -0.00212411-0.00121487j 0.00458703+0.00114844j -0.000538815-0.00487631j 0.00170386-0.000994564j -0.00232657-1.29996e-05j 0.00314017+0.00126162j -0.000400218+0.0019537j 0.0024899-0.00187112j 0.00012198+0.00308222j 0.00372876+0.00183442j -0.00206963-0.00125397j -0.000984182+0.00164129j 0.000526741-0.00181168j -0.00196727+0.00137925j -0.000379918-0.00520362j 0.00269901-0.000304786j 
-0.00148883-0.000238126j 0.000374123-0.00160332j -0.000270318+4.59731e-05j -0.000250597+0.000271946j -0.000355412-0.000933202j 0.00037387+9.12131e-05j 0.00245162+0.00302984j -0.0011376-0.000103133j 0.00262735-0.000617704j -0.000367928+0.00490309j 0.00186086-0.00169234j 0.000226855+0.000201269j 0.000404102-0.00139995j 0.000220414-0.000398078j 0.00209368+0.000250476j -0.000739997+0.000891423j -0.00106537-0.000100287j 0.00259036+0.00229004j 0.00216661-0.000862104j 0.00110213+0.000384301j -0.0036288-0.00187176j -0.00194099+1.02842e-05j -0.00285197-0.00148002j 0.00125824+0.00113631j 0.00370095-0.000823902j -0.000150256-0.00128718j -0.000210736-0.000161565j 0.000647961-0.000976405j 0.000848256+0.00400931j 0.0015861+0.00257896j 0.00213565-0.00159345j -0.000233192+0.00489235j -0.000313855+0.00110832j -0.000798167+0.00122895j 0.000602413-0.00075662j 0.000308752-0.00154151j -0.0022763-4.19011e-05j 0.0032471+0.00102316j 0.00298516+0.00289948j 0.000319074-0.00376324j -0.000674149-0.000622614j -0.000212829-0.000388034j -0.00116519-0.000997986j -0.000732826-0.00236424j 0.00354188+0.000593515j 0.000656237-0.00154824j -0.00231878+0.0014597j -0.000372982-0.00171649j 0.000676348-0.00218864j 0.00189747-0.00278787j 0.000368228-0.00610184j -0.00256745-0.00125623j -0.000168317+0.000556385j -0.000182939-0.000337859j -0.00105611-0.000377065j -0.00068347-0.000109379j 
-0.00133335-0.000309272j -0.00198975+0.000421729j -0.000684935-0.000246622j 0.00230751+0.00107329j 0.00177254-0.00275139j 0.00086761+0.000399259j -0.00345234-9.34491e-05j 0.00499694+0.00229871j 0.000834131-0.00354327j 0.000902743+0.00105035j 0.000607178+1.14773e-05j 0.00125331+0.000131648j -0.000834732-0.00117655j -0.00135226-0.000840979j 0.00297587-0.00271383j -0.00169808+0.00214732j 0.00126321-0.00029582j -0.00229795-0.00585204j 0.00218864-0.0031282j 0.00178868-0.000888668j -0.00411236-0.00201391j -0.00657794+0.00589794j 0.000614923-0.0024558j 0.00304318-0.0029231j -3.34085e-06-0.00286994j -0.00166259-0.00158587j 0.00397812+0.00339744j 0.002259-0.00453005j 0.000393944+0.00279751j 0.00342151-0.00795518j 0.0012538+0.00589735j -0.00335816+0.00363017j 0.000102015-4.10741e-05j -0.00420101-0.00342464j 0.00504451-8.02451e-05j -0.00160397-0.00247383j -0.00426969+0.00161709j 0.00573982-0.00156468j 0.00758601-0.00261103j -0.00487904+0.00364065j 0.000700784+0.00219244j 0.00487018-0.000435921j -0.00198294-0.00223561j 0.00317253-0.00060011j 0.00703682-6.21784e-05j -0.00243972-0.00264147j 0.00369069+0.00146203j 0.00685603+0.00373969j -0.00034668-0.00202513j 0.00202885+0.00186j -0.00178193+0.00385731j -0.00068199-0.00151433j 0.000478104+0.00127297j -1.37113e-05-0.00132545j -0.00167444+0.00120247j 0.000735639-0.000219362j 
0.0010306+0.00273493j 0.000329537-0.00216546j -0.000780009+0.00176248j 0.00454205+0.00346232j -0.00398449+0.00164971j 0.00202533-0.00117839j -0.000746487+0.00185743j 0.0051129+0.000329966j -0.00443635+0.00167518j 0.00107977+0.00408043j 0.00256765+0.0018455j -0.00105207-0.00245002j -0.000874309-0.00301153j -0.00461752+0.000419101j -0.00240818+0.0039389j -0.00310191-0.00227341j -0.00334919+0.00149656j -0.00889181+0.000716883j 0.0018491+0.00682894j 0.00100391+0.00158148j -0.00128372-0.00733241j 0.00274369-0.00154603j 0.00129163-0.0066474j 0.000940491+0.00174143j -0.0018199-0.00304613j 0.00294334-0.0030242j 0.000956783+0.000473399j 0.000957635-0.00104369j -0.00209438-0.00474557j -0.00668687-0.00270348j -0.00131839+0.00543096j 0.00290967-0.000152192j 0.00370729+0.00482508j -0.00424438-0.00140091j -0.00419524-0.00453558j 0.000978764-0.000518503j -0.00156083-0.00527116j -0.00675476+0.00112493j -0.00524182+0.00419698j -0.00118105+0.00311843j 0.00265759+0.00499932j 0.00223141+0.00192834j 0.00552743+0.00109291j -0.00179952-0.00353783j -0.0028703-0.00313443j -0.002172-0.00231652j 0.00315101+0.00201446j -0.00239926-0.000990598j 0.00335347+0.00513407j -0.00191924-0.00141479j 0.00248139+0.00330082j -0.00168016-7.38508e-05j 0.00398637+0.00540767j -0.00292803+0.00260815j -0.000244279+0.000544519j 0.0011547+0.00313578j 
-0.00374549-4.57762e-05j 0.00188885+0.0025543j -0.00269599+0.00275265j 0.00367299-0.00133281j -0.00102289+0.00159806j -0.00143385-0.00124591j 0.000905716-0.00137641j 0.00618138-0.000893429j 0.00588556+0.000597946j -0.00378898+0.00297586j 0.0026075+0.000512479j -0.00117021+0.00187758j 5.41369e-05+0.00165678j 0.00393458+0.00214428j 0.00171404+0.00188058j -0.00199398+0.00491991j -0.00132574+0.00199377j -0.00245161+0.00436085j 0.00612784+0.00378705j 0.00109947-0.00152288j 0.00211355+0.00016208j -0.000613213-0.00236084j 0.000152147+0.00165398j 0.00206511+0.00236657j 0.00725129+0.000719023j 0.00781843-0.00427667j 0.0031127+0.00186678j 0.00218339-0.00269608j 0.000432106-0.00539115j 0.000771077+0.00347073j 3.89849e-06+0.0039146j 0.000304944-0.00478889j -0.000577129-0.00284391j -0.00488971+0.00157421j -0.00778849+0.00286844j 0.0027042+0.000177503j -0.00279338+2.06844e-05j -0.00275363+0.00104658j 0.0033024+0.00618325j -0.00162915+0.0043187j -0.0019196+0.00283378j 0.00372593-0.000248316j 0.00357364+0.00134708j 0.000825941+0.00475681j 0.0004715+0.00592282j 0.00240879+0.00259993j -0.00409562-0.00454295j -0.00432824-0.00130514j 0.0055152-0.00162037j -0.000466136-0.00253329j -0.00184831+0.00460491j -0.00237792+0.00155543j 0.00301949+0.000225832j -0.00121587+0.000421626j -0.00201941+0.00593168j -0.00154185-0.0019512j 
-0.00111099+0.00132277j -0.00111479+0.000320687j -0.000558564+0.000963608j 0.00319818+0.00290133j 0.00216943-0.000425118j 0.00524488-0.000593999j -0.000968199-0.00159549j 0.00435623+0.00298001j 0.00429239+0.000153256j 0.00269395-0.00263301j -0.00407771+0.000308029j 0.00339705-0.00182464j 0.00146126+0.000864682j -0.00360087-0.00237748j 0.00291075+0.000159135j 0.00219895-0.000284184j -0.00140661+0.000471665j 0.00165663-0.0096158j -0.00112574-0.00166005j 0.00489818+0.000625402j -0.00634669-0.000703465j -0.00114066+0.00260853j -0.0033901+0.00571289j 0.00676639-0.00266284j -0.00141736-0.00311251j 0.00106213+0.00487256j 0.00634377+0.00193051j -0.000708043+0.0062841j -0.00360146+0.00109931j 0.0069302-0.0047938j 0.00196612-0.00241965j 0.000576978+0.00163664j 0.00653453+0.00215019j 0.00198641-0.00384756j 0.0063326-0.0042899j 0.00202759+0.00127803j -0.00592148-0.00278784j 0.00634334-0.00192401j 0.0105854-0.00487175j -0.0052127-0.000723896j -0.00192854+0.00424144j 0.00425214+0.00460517j -0.00153951+0.00190763j 0.0036016+0.000415914j -0.0030666-0.00340709j -0.00237874-0.00226102j 0.00470788+0.000741546j 0.000219763+0.00273704j -0.00128751-0.00386135j 0.000617595+0.00476779j -0.00315211-0.000579792j -0.00455089+0.000263008j 0.00163734+0.000668661j -0.00201853+0.00437009j -0.000292843+0.000397986j -0.00207837+0.00119386j 
-0.00068791+0.00155362j -0.00455286+0.00276721j -0.00223483+0.00398704j -0.000482739-0.00164723j 0.00323955-0.00199871j -0.00148011-0.000340276j -0.00334866+0.00291994j 0.00229411-0.00211194j 0.000531713-0.00214808j 0.000294436+0.00308071j -0.00309307+9.97588e-05j 0.00300397-0.00151319j -0.00289301+0.00446311j 0.00141463-0.0008785j 0.000879063-0.00220389j 0.00156658+0.00413692j 0.00499676-0.00126263j 0.00401463-0.000432205j -0.00283303+0.00259522j -0.00488618-0.000482113j 0.00164363-0.00290333j 0.000114347+0.00570229j -0.00390046-0.00184572j 0.00160429+0.000865309j 0.000264902-0.00340179j -0.0026482-0.0069599j -0.00498466+7.88048e-05j -0.00567997-0.00281627j 0.00378497-0.00578068j 0.00481615-0.00296154j 0.00374584+0.00260402j 0.00121597-0.0051924j -0.00432687+0.00261804j 0.00182229+0.00597405j -0.00140234+0.0072122j 0.00170266-0.00192354j 0.00370601+0.00691719j 0.000263447+0.00226494j -0.00186726+0.00089571j 0.00748509+0.00214701j -0.00302379+0.00119758j 0.00403569-0.00673043j -0.00324552+0.000608915j -0.0014132+0.00259915j 4.45543e-05-0.00348606j 0.00292127-0.00133942j -0.00360512+0.000442577j -0.00117667-0.00193446j -0.000567633-0.000332821j 0.00303083-0.000542797j 0.0054026+0.00525121j -0.00107549+0.00029832j 0.00081724-0.00124081j 0.00157935+0.00139332j -0.000707228+0.00425888j 0.000941785-0.00495807j 
-0.0014963+0.000752183j -0.00367728-0.0033809j -0.00196639+0.000182239j -0.000916011+0.00234731j 0.00151059+0.00334659j -0.000659628-0.00188396j 0.000202835-0.00452109j -0.000433855+0.00419415j 0.00119494+0.000707921j -0.000202982-0.00156882j -0.0016546-0.00150204j -0.000236906+0.000277497j -0.00418136-0.000424422j -0.000590876-0.000808129j 0.00159475+0.00252295j -0.00228615-0.00109333j 0.00461495+0.0011815j 0.00110276-0.00477386j -0.0044096+9.20343e-05j 0.0033719-0.00292198j -0.00442883-0.000311551j -0.00196964+0.000573016j -0.00424255-0.00157921j -0.000678765+0.00151694j 0.000934051-0.00128803j -0.00237717+0.00266637j -0.0040554+0.000686525j -0.000553312+0.00160383j 0.00883043+0.00354928j 0.00430541-0.000145074j 0.00102808+0.00649386j 0.00542656+0.000494818j 0.00199186+0.000735j -0.000852529-0.00138271j -0.00447889-0.00480302j -0.00272317+0.00201268j -0.00321769+0.000489688j 0.00414984-0.0014382j 0.000580088-0.00217501j -0.00307451+0.00221615j -0.00232137-0.000562537j 0.00479818+0.00417262j -0.0042794+0.00111276j -0.00295532-0.000393844j -5.74954e-05-0.00182928j -0.000708147-0.00140507j -0.000162308-0.00296557j 0.00202043+0.00137182j -0.000703835-6.36816e-05j 0.000762472+0.00265144j -0.00571479+0.00046456j -0.00273104-0.00186564j 0.00205621+0.00194221j -0.000465654+0.00170469j -0.00359624+0.00044562j 0.00403835+0.00187955j 
0.00193524-0.00403073j -5.57347e-05+0.00291109j 0.000951492-0.003049j 0.0016389+0.00300422j 0.000597083-0.00145025j -0.000271966+0.00351751j -0.000637973+0.00148533j 0.0033829+0.00193781j 0.000288065+0.00443568j 0.00148527-0.00176105j -0.000464183-0.00117161j 0.00126769+0.00152524j 0.00388107-0.00127821j -0.00177566-0.000838664j 0.000765475-0.000306966j 0.000883068+0.000617251j -0.00474745-0.00580236j -0.00419431+0.00159816j 0.00509368-0.00083614j 0.00152755+0.00272559j -0.000613991+0.00181391j 0.00185875-0.00338208j 0.000116103+0.00698653j 0.00243245+0.00278583j -0.00243859+0.00179329j 0.00309118+0.00922436j 0.00558778+0.00541596j 0.000286314+0.00424075j -0.00717423-0.00395157j -0.00157907+0.00146751j 0.00294127-0.0103353j -0.00200733+0.000898889j 0.00393537+0.0023804j -0.000604326-0.00303785j 0.00171331+0.0035522j 1.91685e-06+0.00401292j -0.000622976-0.00488628j -0.000287832-0.00137937j 0.00434511+0.00406097j 0.00150572-0.00558739j 0.000488147-1.99839e-05j 0.000685653+0.00420023j 0.00145873+0.00214408j 0.00382016+0.00252509j -0.00194331-0.000890036j -0.00272804-5.46102e-05j 0.00410386+0.0054179j -0.000681167-0.00160661j 0.00476532-0.000366357j 0.000823353+0.000980556j 0.00220834-0.00347699j -0.00099067-0.00186158j 0.000630006-0.00149512j -0.00244471-0.00229143j -0.00246416-0.00294643j -0.00159028-0.00247483j 
-0.00321129-0.000667686j -0.00234586+0.00812714j -0.00150531+0.00203358j 0.000125111+0.00395875j -0.00266547-0.00546121j 0.00307719+0.000540903j 2.71175e-05+0.00703669j 0.00117145-7.35492e-05j 0.00101396+0.000662778j 0.00215367-0.000584039j 0.00172921+0.00333215j 0.00163368-0.00346132j -0.0024917+0.00167347j -0.00405512-0.000299818j -0.00271543-0.00266269j 0.000225085+0.000659734j -0.00289184-0.00164838j -0.00406701-0.00816981j -0.00408006+0.00267745j 0.00280177+0.0036004j -0.00303197+0.00177107j -0.000569408+0.0073234j 0.00246065+0.00402012j 0.00353486-0.00184172j -0.00396963+0.00116177j -0.000722906+0.00167123j 0.00449619+0.00560645j 0.000104074+0.00224058j -0.00486348-0.00324814j -0.00122485-0.00635546j -0.00378189-0.00527384j -0.00137979+0.000308489j 0.00115286+0.00452625j -0.00235747-0.00426322j 0.0094731-0.00132879j 0.000614038+0.00119288j -0.00214661-0.000875936j 0.00452616-0.00169657j 0.0011328+3.04097e-05j -0.00330867-0.00235549j -0.00141528+0.00345552j 0.00019541-0.003837j -0.00593724+0.00233351j 0.000328477+0.00104717j 0.000147981+0.000920806j -0.00326621-0.00216947j 0.00952898+0.00108017j 0.0015698-0.00114138j -0.00230817-0.000736627j 0.00387684-0.00066193j 0.00223801+0.000161613j -0.00230896-0.000940653j -0.00292367-0.00154681j -0.00405386-0.00110848j -0.00450864+0.00205621j -0.00507659-0.00417503j 
-0.00247676+0.00140816j -0.000171416+0.00140468j 0.000353275+0.0030459j -0.00193211-0.000996695j 0.000821724-0.000589741j 0.00118989+1.18932e-05j -0.000889419-0.000892282j -0.00219153-0.000394308j -0.00288946-0.000933358j 0.00142317-0.00171302j -0.00208079+0.000212072j 0.00131162-0.00287738j 0.00501147+0.00243487j 0.00151365-0.00169564j -0.00177739-0.00058465j 0.00230155+0.000849812j 0.00222595+0.00311747j 0.00646732-0.00504468j -0.00712821-0.00118153j -0.00310014+0.00214549j 0.00304805-0.00169128j 0.00446379+0.002618j -1.60015e-05-0.00203062j -0.00363466-0.000503601j -0.00144369-0.00277126j 0.000784107-0.00534676j -0.00467213-0.00210691j -0.000845943+0.000797648j 0.00471296-0.00367841j 0.00199762-0.00161823j -0.00390093+0.0031976j 0.00253504-0.00486349j 0.00199137+0.00358433j 0.00524415+0.00102544j 0.00408758+0.00324177j -0.00121189-0.00101041j 0.00642459+0.00142489j -0.0019464+0.00208906j -0.0042275-0.00384109j -0.00267734-0.00101005j -0.00594306-0.00120786j -0.0046929-0.00258728j 0.00275793+0.00196877j 0.0022176+0.00617824j -0.00233352-0.00658199j -0.00231425-0.00258332j -0.000654214-0.000892828j -0.00353477+0.00177068j 0.000317534+0.00188771j -0.000346338-0.000352993j -0.00265471+0.00108095j -0.00016843+0.000590069j -0.00187627+0.000333339j 0.00050856+8.40881e-05j 0.00119662+0.00312922j -0.00293997-0.000947084j 
