-0.00586012+0.0038608j 0.00334055+0.00652344j 0.00601402+0.00411797j -0.00229499+0.00666134j 0.00455891+0.000159008j 0.00203298+0.0039525j 0.0032376-0.00464629j -0.00536233-0.00316255j 0.000332385+0.000287884j -0.0021912-0.00111819j 0.00205199-0.00294233j -0.00342494+0.00280773j 0.0032506+0.0028204j -0.00132975+0.00143177j 0.00115885-0.000708375j 0.000371495-0.000520767j 0.000680507+0.00131501j -0.000623704+0.00148248j 9.71247e-05+0.000165882j -0.000396435-0.00119879j -0.00129031+0.00164726j -0.000670983-0.00325574j 0.00355399-0.00025656j 0.000226157-0.00254457j 0.000511231-0.00242692j 0.000851712+0.000376767j 0.00250829-0.00129566j -0.00180231-0.00105069j -0.000249574+0.00112355j 0.00169935-0.000249397j 0.00172228-0.000152712j 0.00197365+0.00168182j -1.26822e-07-0.000917789j -0.00118286-0.000130077j -0.00205976-0.000363945j 5.04507e-05-0.000308512j -0.000439387-0.0016509j -0.00144657-0.000792184j -0.000538082+0.00042381j 0.00106369+0.00117875j 0.000191003+0.000193821j 0.000581385+0.00160764j -0.000261605+0.000809681j 0.000670246+0.000669827j -0.00253754-0.00206368j -0.000679421+0.00029277j 0.000185118+0.000107819j 0.000589769+0.00190866j -0.00127536+0.00283487j -0.00130977-0.00249714j -0.00127157+0.00175709j 0.00236023-0.000591902j -0.000281891-0.0012426j -0.0019883-0.000587427j 0.00243773-0.0011545j -0.00126499+4.04834e-05j 0.00269174-0.00253594j -0.000462631-0.003931j -0.0026992-0.00190229j -0.000634913-0.00196452j 0.00138214+0.00188613j -0.000668633+0.00185128j -0.000861816-0.0037078j 0.00322428+0.000461004j -0.000113384+0.00270968j 6.6947e-05-0.00232459j -0.00103742-0.00133023j 0.000611645-0.00295536j 0.00235811-0.000137404j -0.00237136-0.00161432j -0.00133447-0.000303696j -0.00120566+0.00038839j 0.00227278-0.00142229j -0.00416207-0.00122839j 0.000943341+0.00559802j 0.000406098+0.0151565j -0.0138171+0.00108059j 
0.00235373-0.00407319j -0.00412498-0.000659237j -0.000615435-0.0012843j -0.00251019+0.0018458j -0.000394225-0.000944413j 0.00483565+0.00264743j 0.00531669+0.00416134j 0.000518436-0.00140541j 0.00133704-0.00358344j 0.00112122-0.000291781j 0.00342924-0.00102128j 0.00451338-0.00184603j 0.00159841+0.000720059j -0.00701291+9.51165e-05j -0.000718724+0.000345885j 0.0027901+0.00214223j 0.00343119-0.000257412j -0.00466206+0.00200271j -0.00215082+0.00638421j 0.000733318+0.00594766j -0.00261642-0.000326644j -0.00454602-0.00281307j 0.000131326+0.00130202j -0.00182892-0.000116733j 0.00190255-0.00169912j 0.0010461-0.000112407j -0.000928319+0.00184462j 0.00331606+0.00362373j -0.00818332+7.99177e-05j 0.00245902-0.000958985j -0.00400286+0.0013887j 0.00333024-0.000511023j -0.00307066+0.00330334j -0.00363403-0.000200369j -0.00592728+0.000347539j -0.000930948-0.00249793j -0.000968004-0.00280449j 0.000574936+0.00310505j 0.00625228+0.00198034j 0.0011738-0.000781026j -0.00674106+0.00611j -0.00218371+0.000433727j -0.0019675+0.00558938j -0.00473877-0.00417746j -0.000319981+0.00264048j -0.00686744+0.000844633j 0.00415339-0.00190626j -0.00243531-0.00145545j 0.000499108+0.00313093j -0.00512212-0.000570164j 0.00379109-0.00381742j -0.00103125+9.97264e-05j -0.00215608+0.00295623j -0.00347213-0.00545983j -0.000825718-7.13446e-05j -0.00445596+0.00236834j 0.00369924-0.00481024j 0.00136854+0.00419915j 0.00162847-0.000437985j -0.00213192+0.00333867j 0.00632373+0.00523596j 0.00602398-0.00196185j 0.00173692-0.00429882j -0.00280773+0.00261774j 0.00178926+0.00194435j -0.00202212+0.00265658j -0.00082714-0.00363244j -0.000418056+0.000309404j -0.00523625+0.00029595j -0.0018723+0.00428498j -0.00131677+0.00325492j -0.000777951-0.00319254j -0.0047339+0.00345141j -0.00393162+0.00100179j 0.00147631-0.00204297j 0.00295131+0.00217312j -0.000998843+0.00387906j 
-0.00151975+0.003803j 0.000981669+4.7614e-05j -0.000245208-0.00321742j 0.0021387-0.00104133j 9.10638e-06-0.00207029j 3.83234e-05-6.37398e-05j 0.00227881+0.00150651j 0.00116193+0.00085456j -0.00162448-0.00113915j -0.00241623-0.000757739j -0.000626307+0.00102712j 0.00166863+0.00357075j 0.00211851+0.00335297j -0.00134932-0.00431794j -0.00228946+0.00171049j -0.0010255-0.000861167j -0.00160462-0.00414983j 0.000160479+0.00311927j 0.000862984-0.000499947j -0.00318765+0.00141272j 0.000226446+0.00137542j 0.00376045-0.000629875j 0.00186309-0.00349915j -0.00428489+0.00358797j -0.00409675+0.00169429j 0.000381458-0.00078241j 0.000525767-0.0011801j 0.00179663-0.00335197j 0.00315407+4.14935e-05j 0.000702393+0.00704955j -0.00698108-0.00357668j 0.000521512+0.0039284j 0.000624323-0.00943529j 0.00411335+0.00620538j -0.00136295-0.000368129j -0.000450251-0.00283984j -0.00380467+0.00371708j -0.00447965+0.00201121j -0.00046913+0.00626736j -0.000862766-0.00149678j -0.000413516-0.00251442j 0.000252921-0.00148439j -0.00493711+0.000210301j 0.00394208+0.00551705j 0.00141765-0.000891276j 0.00138372-0.000422054j 0.00547064+0.00196747j 0.00162487+0.00147701j 0.00450306-0.00417021j 0.00108181+0.00445578j 0.000988381+0.00593438j -0.00269749+0.000827798j -0.00303821-0.00160206j -0.0027393+0.000523077j 0.0024531+0.000817072j -0.00071772-0.00698386j 0.00066824-0.00133876j -0.000172871-0.00100826j -0.000119569-0.000401732j -0.00372572-0.000893712j 0.00114336-0.00172587j 0.000645295+0.00502311j -0.000240143-0.00035564j -0.00289061+0.000348322j 0.00109933+0.00223397j -0.000628514-0.0034481j 0.00252016+0.00141483j -0.000967634-0.0035328j 0.00160548+0.00106105j -0.00145521+0.00178411j -0.00154144+0.00174157j 5.48708e-05+0.000669471j -0.00212143-0.000484791j -0.00291661-0.0011372j 0.000155595+0.00373954j 0.000273303-0.00331714j -5.48777e-07-0.00118536j 
0.00167887+0.00270441j 0.000979957-0.00134269j 0.000355767+5.85771e-05j -0.000392303-0.00136658j 5.27008e-05-0.000434977j -0.000410465-0.000906536j -0.00296839-0.0033537j -0.00165072+0.000850401j 0.00199519+0.00183079j -0.00119962+0.00106366j 0.00263316+8.74846e-05j 0.00133449-0.00208294j -0.000228516-0.00370614j 0.000193422+0.00176384j 0.00107883+0.00158798j 0.000559252+0.000155404j 0.000460368+0.00155178j 0.000900709-0.00141402j -0.00218276-0.00209978j -0.00243595-3.65634e-05j 0.000493888-0.000929274j -0.00259088-0.000438567j -0.00359023-0.000402454j 0.000138062-0.000924101j 0.00105072+0.00387763j -0.000775835-0.000538936j -0.00203466-0.0022094j -0.00447506+0.000997046j 0.00014691-0.00043611j 0.00279622-0.00528699j 0.00289738+0.00179453j 7.24364e-05+0.0020468j -0.00937413+0.00426054j 0.000613457-0.00339593j -0.000673704-0.000495607j 0.00180702+0.00277179j 0.00394442-0.000480429j 0.000142644-0.00106857j 0.00310282-0.00255227j -0.000638361+0.00191045j -0.00282014-0.00109688j -0.00392115-0.00280776j 2.15858e-06+0.00182432j 0.00386922-0.00512724j -0.00507389-0.00201204j -0.00352346-0.00103089j -0.00151157+0.00140878j 0.00268325-7.75501e-05j -0.00828047-0.00142496j 0.00197485-0.00153809j 0.00309022-0.00145861j 0.00139087+0.000951939j 0.000547143+5.27321e-05j 0.0033162+0.0018143j -0.00173895-0.00412259j -0.00182395+0.000675511j -0.000462286+0.0020443j -0.00496026-0.000995967j -0.00107446+0.00037086j -0.00153831-0.00416863j -0.00100094+0.00218973j 0.00323054-0.00210952j 0.000195894+0.00274546j -0.000367055-5.55118e-05j 0.00241347-0.000580213j -0.00360424-0.00286904j -0.000267893+2.75977e-05j -0.00135733+0.00172345j 0.000813952-0.00383399j 0.00126986-0.00142189j 0.000240561-0.000114444j 0.00131754+0.000445162j -0.000471844-0.000448159j 0.000396297+0.00168142j 0.00512901+0.0010546j -0.00111819+0.00209392j -0.00427985-0.000198628j 
0.00317651-0.00217615j 0.00482274-0.000152589j 0.00208215-0.000904904j 0.00169376-0.00144159j -0.00161637+0.000555398j -0.00442666+0.00319926j -0.00341775+0.000417612j -0.00240629-0.00140959j -0.00381023-0.00134783j 0.000120284+0.00189517j -0.00113426-0.0040954j 0.00310392+0.00197776j 0.00313039+3.29422e-05j 0.00136039-7.20247e-05j 0.000967146+0.00354932j -0.00327704+0.000102107j -0.00316079+0.00248356j 0.0049781-0.00113166j -0.002084-0.00212947j 0.00624525+0.00178987j 0.00362962+0.00419876j 0.00278541-0.000946884j -0.00429067-8.92718e-05j 0.00648805+0.00154836j -0.00214747+0.00467756j -0.000923602+0.00486657j -0.000996409-0.00274948j -0.00678807+0.000306489j 0.00133414-0.00567245j 0.00274433+0.00168046j 0.00154996+0.00418286j -0.000144071-0.00206321j 0.000184202-0.00102974j 0.000454809-0.00206259j 0.00164237-0.00191795j -0.00288959-0.00350433j 0.00220708+0.00627386j 0.00480936+0.00850051j 0.00297931-0.00114384j 0.00460259-0.000935971j -0.00123211-0.000396727j 0.00230209-0.00148447j 4.4585e-05-0.00149081j -0.000235526-0.00472376j 0.00471865+0.00155471j 0.00772169-0.00603367j -0.0053709-0.00616255j -0.00193053-0.00460683j -0.00166835-0.0014007j -0.000362324-0.00806977j 0.00180018+0.000769606j 0.00329628-0.00300289j 0.00334264-0.00352566j 0.000506878-0.00172951j -0.000380567-0.00201145j -0.00519071+0.00417392j 3.82401e-05-0.00191046j 0.00128661-0.00174044j -0.00334393+0.00025452j 0.000492078+0.00511226j -0.00483413-0.00202883j 0.000299223+0.00698916j -0.00356403+0.000956644j 0.00192996+0.00335293j 0.000282383-0.00388372j -0.00363427+0.0036076j -0.000631828+0.000511629j 0.00292829-0.00172013j -0.00163506+0.0049716j -0.000985615+4.31522e-05j 0.00177949-0.00621578j 0.00330286+0.00258174j -0.00037414-0.00164157j -0.00325614-0.000513736j 0.00136696+8.22906e-05j -0.00170615+0.00563036j 0.0021045-0.00248471j 
-9.52618e-05+0.00153246j 0.0033408-0.000408782j -0.000321318-0.00231354j 0.00363044-0.00088244j -0.0013665-0.000358198j 0.000442617-0.00244596j -0.00152975-0.000151884j 0.00122589+0.000444436j -0.000539654+0.000220786j -0.00154629+0.00223086j -0.0018068+0.00355891j 0.00158305-0.00112936j 0.000637497-0.00273304j 0.00147564+0.000634666j -0.00259065+0.00206824j -0.000984708+0.00555878j -0.000545092+0.00525012j 0.00228058+0.00326897j 0.000941684-0.00247288j -0.0051058+0.00422515j -0.000104066-0.00136723j -0.00172324+0.000643574j -0.00379824-0.00466142j -0.00142194+0.00332065j -0.00506485+0.00172887j -0.00134215-0.00184656j -0.00261332+0.00105908j 0.00148207-0.00344376j 0.00279513-0.0032054j 0.00119238+0.00509494j -0.00536664+0.00217449j -0.0024803-0.00012193j -0.00175122-0.00143384j 0.00404665-0.00514182j 0.00503425-0.00217728j -2.2066e-05+0.00226791j 0.00235232+0.00421265j -0.0025398+0.00753314j -0.000248318+0.00354187j -0.0036379+0.0042514j -5.31773e-06-0.00489847j 0.000964813-0.00523709j -0.00510916+0.00407004j 0.00746713-0.00411423j -0.00264124+0.00188878j -0.000337376-0.0022879j 0.00296332-0.00627956j 0.00252002+0.00155295j 0.00241997-0.00708428j 0.0024768-0.00361033j 0.00305765-0.000313871j -0.00406059+0.00405239j -0.00351383+0.00257543j 0.000150405-0.00209575j 0.00249232-0.00350856j -0.000656889+0.00161169j -0.00483099+0.00253136j -0.00494682+0.000558045j 0.00233333+0.000694178j -0.00396417-0.00114501j -0.000125252+0.00190975j 0.000711044-0.000928173j -0.0029187-0.00251481j -0.00633394+0.001014j 0.00364232+0.000232017j 8.28973e-05-0.00177544j 0.00451711-0.000691537j -0.00615359+0.000181523j -0.00047463-0.00461302j 0.00405649+0.00189226j 0.00142227-0.00237633j -0.00169383+0.00202148j -0.00416727-0.00070299j 0.00194911+0.00377268j 0.00212069+0.00099445j 0.00222681+0.00157613j -0.00040417-0.00065122j 
0.00101881-0.00223142j -0.000398762-0.00278771j 0.00230315+0.00135012j -0.00160972-0.002584j 0.00151565+0.00121013j -0.000145508+0.000219586j -0.0018353+0.000890092j -0.000580953-0.00289729j 0.000315767-0.00123394j -0.000298068+0.00383684j -0.00372101-0.00224993j 0.00224447-0.00128777j -0.00162147+0.000841974j -0.0015566+0.00289419j 0.000386375+0.00367638j -0.00320461-0.00629787j -0.00364495-1.90589e-05j -0.00360888-0.000263677j 0.0011819-0.00103903j 0.000664865+0.00261043j -0.000296405+0.00205569j -0.00191396-0.000875248j 0.000844807+0.0041005j -0.00510955-0.000948955j 0.00320138-0.000161285j -0.0010615-0.00374911j -0.00291943-0.00265632j 0.00250696+0.00137037j 0.00213702+0.000560807j -0.00647357-0.00130864j 0.00661073+0.00384059j -0.000470277-0.000930134j -0.00240165+0.00584235j 0.00280333-0.00211759j -0.00224476+0.00435671j 0.0038578+0.00068795j -0.00170735-0.0011716j -0.00102964-0.00290294j -0.00343164+0.0010427j -0.0019163-0.00161236j 0.00130035+0.00874886j -0.00547843+0.00234631j -0.0018472-0.000960863j -0.0042561-0.00173219j -0.0048557+0.00148964j -0.00314634+0.00561507j 0.00185838-0.00160889j -0.00276944-0.00201801j 8.41678e-05+0.00159414j 0.0030613-0.00269074j -0.00422118-0.000485498j -0.00243398-0.00487628j -0.00317418+0.00104812j 0.000271742+0.00414624j -0.00162331-0.00104203j 0.00586585-0.00106738j -0.00446358-0.00136695j 0.00294736-0.00205146j -0.00074907-0.00271866j -0.00109745-0.000175465j 0.000782664-0.000373747j 0.000893448-0.00203283j 0.00172432-0.000640012j -0.0039666+0.000204153j 0.00508489-0.00159774j -0.000366973-0.000736727j 0.000162609+0.00322641j 0.00248852-0.00644353j -0.00227712-0.000189935j 0.00311151+0.000933195j 0.00277368+0.000638867j 0.00303305-0.00115939j -0.0034383+0.000859476j 0.00247741-0.00164947j 0.000282284-6.76991e-05j 0.00350976-0.00146957j 0.002938+0.000954993j 
-0.0018022-0.000466012j -0.00192351-0.000302082j -0.00238521+0.00175682j -0.00100436-0.000155209j -0.00234333+0.00324119j -0.000812002-0.00176454j -0.0022807+0.00282931j 0.0013317-0.000865524j -0.00185441+0.000426807j -0.00253858+0.00351692j -0.00265524+0.00191622j -0.00206703+0.00269651j -0.00255707-0.000772292j 0.00313565-0.000355586j 0.000609061-0.00118356j -9.65516e-05-0.00210534j 0.00191543+0.0021451j -0.00165542+0.000694908j -0.00324176+0.00211029j -0.0017708-0.000180534j 0.00396078-0.000572834j 0.00309965+0.0021644j -0.000435408+0.00205341j 0.000800807-0.0031904j 0.00169883+0.00063422j 0.00268094-0.00230264j 0.00100713+0.000249105j 0.00391027-0.000903317j -0.00330726+0.000592778j 0.00055452-5.24733e-05j 0.000817234+0.000466071j -0.00263416-0.00218263j 0.00455901+0.000294235j 0.000421712-0.00292165j -0.000551592-0.00374851j 9.41507e-05+0.00227999j 0.00786497-0.00483343j 0.00491659-0.00164111j -0.00729324-0.00012411j 0.00181569-0.000146672j -0.00391464+0.000296969j -0.00173341-0.00514506j -4.56148e-05-0.00254423j -0.00144175-0.00350474j 0.00186764+0.00158212j -0.00609366+0.00167618j -0.00196111+0.000100978j -0.00360268+0.00262922j 0.00341879-0.00163821j -0.00396986-0.00156905j -0.00129382-0.00305019j -0.0018236-0.00175676j -0.00425003+0.000708336j -0.00143626+0.00110575j 0.00323524-0.000732411j 0.00483398+0.000124586j 0.00130813+0.00123551j 0.00196907+0.00175627j 0.00487617+0.000366939j 0.00291548+0.000481415j -0.0032902-0.000240753j 0.00280099+0.00107429j 0.00318722+0.00197201j -0.00263251-0.00470717j -0.00350451-0.00412124j 0.00323555-0.000617046j 0.00409622-0.00113665j 0.00369983+0.000327494j 0.000894886+0.000855493j 0.000189249-0.00126905j -0.00707721-0.00156324j 3.94003e-05+0.00399551j -0.00547837-0.000194047j 0.0040928-0.000348891j -0.00407404-0.00197825j 0.00106892-0.00180943j -4.40108e-05+0.000530744j 
-0.00400051+0.00141874j -0.00118345-0.00111179j 0.000522379+7.49483e-05j 6.49826e-05-0.000989698j 0.00369072+0.00122765j -0.000173543+0.00295339j 0.000640926+0.000800775j -0.000985202+0.00060551j 0.000308454+0.00275198j -0.0019515+0.00170974j -0.00219418-0.00248891j -0.00360522+0.00347553j -0.000505733+0.00357568j 0.00292863-0.00215776j -0.000110299-0.000682445j -0.00305974-0.00441836j 0.00294685-0.00161919j -0.00151601-0.00276067j -0.000509418-0.00142556j -0.00117928+0.00133052j 0.000394159+0.0046699j -6.31824e-05-0.00186197j 0.00157603+5.2345e-05j -0.00426444+0.0019246j -0.00017558+0.00239596j -0.000133829+0.00159637j -0.00287604-0.0035536j -0.00019739+0.00164548j 0.000759356-0.00412077j -0.000622902+0.00393508j 0.00340162+0.00290426j 0.000415787-0.00197862j 0.00611366-0.00270661j -0.00216873-0.000965148j -0.00191379-0.00189297j 0.00168616-0.00253842j -0.00022716+0.00173917j -0.00542924-0.00157744j -0.00110563+0.000706783j 0.001688-0.00151654j -0.000213144+0.00172021j -0.00303527+0.00405576j -0.00138047-0.00285763j -0.00179067+0.00010828j -0.00229414-0.00131811j 0.00279018+9.8531e-05j 0.00181203+0.000138267j 0.00254506-0.00201046j 0.000178297-0.0019169j -0.000879674-0.00249355j 0.00126135+0.00263186j -0.000445867-0.00144014j -0.00176107+0.000742286j -0.00290632+0.00542781j -0.00257316+0.000895532j -0.000696011-0.00605209j 0.00300614+0.00258455j -0.000292805-0.00156312j -0.00137861+0.00186654j -0.00589852+0.00455666j 0.00463246-0.00185692j -0.00482933+0.00280317j -0.000554388+0.000262661j 3.34036e-06-0.00138041j -0.000751458-0.00216017j -0.00442461-0.00327848j 0.00086038+0.00507219j 0.00117543-0.00182212j 0.00102748-0.00257836j -0.00222023-0.0016798j -0.00308731+0.00110932j -0.000499535-0.00215042j 0.00128973-0.0021027j 0.000633446+0.00111837j 0.00195834+0.00242503j 0.00131938-0.00165159j -0.00429759-0.00105095j 
-0.000714623+0.0021043j 0.00171414-3.36515e-05j -0.00276486+0.00290033j 0.00377274-0.00420887j 0.0012071+0.00188628j 0.00273513-0.00114856j 0.00414827-0.0028825j 0.00288632-0.00343766j 2.54927e-05+0.00190331j -0.0024883+0.00186822j 0.000693549+0.000875656j 0.00332803+0.00323515j -0.000261471-7.52005e-05j -0.00420563-0.00251624j -0.00128278+0.00318239j 0.00235604-0.00258685j 0.00153291-0.00298284j 0.000668391-0.000844698j 0.00328418-0.00086288j 0.00460991+0.00261014j -0.000613891+0.000380584j -0.000173834-0.00265117j -0.0039388-0.000621392j 0.00470032+0.000731411j -0.00150728+0.00546284j 0.0056993-0.00211573j 0.000843981-0.00146682j -0.00251863-0.00407991j -0.00315378+0.000424784j 0.00531943-0.00237985j 0.000935083+0.0116671j -0.000487648-0.00121322j -0.00625608-0.0108631j 0.00177465+0.00247718j -0.00375272-0.00211522j -0.00311169+0.00360459j 0.000463001-0.000245582j 0.00793291+0.00307659j 0.00152742+0.000822405j -0.00147735-0.00428488j -0.00261147+0.00226147j -0.00045586-0.00645765j 0.00258851+0.00316951j 0.000813525-0.00224673j 0.000254807-0.0071784j -0.000783025-0.00223595j -0.000910987-0.00280089j 0.000676536-0.000999786j -0.00137248-0.00904861j 0.000719888+0.00391511j 0.00063567-0.00451378j 0.00658486+0.00237024j 0.00193837+0.000784964j -0.00439266+0.00604312j 0.000685622-0.00441221j 0.00151108+0.00437273j -0.000953053-0.00642041j 0.0045214+0.00232436j 0.00263349-0.00237575j 0.0052874+0.00357698j -7.56334e-05-0.00153952j -8.78758e-06+0.00186526j -0.00225027+0.00251046j -9.643e-05+0.00203047j -0.000288045+0.00222248j 0.00247503-0.00216991j -0.00200598-0.00428493j 0.00366875+0.0010082j -0.00145519-0.000117466j 0.00412706+0.00561477j 0.00222845+0.00404246j 0.00110531+0.00195731j 0.000379514+0.00207401j 0.00577795+0.00299717j -0.000458831+0.00247495j -0.0010987-0.00123441j 0.00128903-0.00140542j 
0.00170983-0.00419342j 0.00267266+0.000480059j 0.00210717+0.00265151j 0.00229221-0.00151711j 0.00129197+0.00268962j -0.00127749-0.000344566j -0.0035834+0.00152729j -8.33465e-05-0.00268762j 0.00273982-0.000239892j -1.47685e-05+0.00169418j 0.00106681-7.41376e-05j -0.00081912-0.000389526j -0.000724783+0.00173541j 0.00212899+0.000394697j -0.00481293-0.00135926j -0.00078933+0.00082413j -0.00032115+0.0011299j -0.00147651+0.000594494j -0.000283031+0.000863792j -0.00183509+0.000315132j -0.00179223-0.000604369j 0.00179381+0.000179376j -0.00230646+0.00218563j -4.87639e-05-0.00430674j -0.00133913+0.000682202j -0.00174653-0.0031322j 0.00135178+0.000673377j 0.00242895-0.00143163j 0.00278172-0.000508457j -0.00333271-0.00236694j -0.000312045+0.00227518j -0.0036852-0.00213843j 0.0020409+0.00263793j -0.001919-0.00381725j 0.000988983-0.00302788j 0.00269872-0.000114074j -0.000752708-0.00418228j -0.00375853-0.002551j -0.00711258+0.000820651j 0.00113251+0.00266847j -0.0028726+0.00138868j 0.00227903-0.00329766j -0.00308117-0.00210841j 0.000905346-0.00494814j -0.00129669+0.00236285j -0.000720124+0.00196725j 0.000535878-0.0013774j 0.000172372-0.000288988j 0.00394613+0.00061528j -0.000748153-0.00171907j -0.00353301-0.00448314j 5.83344e-05-0.000691527j -5.13057e-05+0.00156887j 3.52093e-05-0.00254655j 0.00409634+0.000881342j 0.0027116+0.00115588j -0.000242592+0.00137291j 1.94058e-05+0.00115376j 0.0021475-0.00131697j 0.00148905-0.00139643j -0.0017176+0.00202125j -0.000218475-0.00140703j -0.000821976-0.00306221j -0.00534236-0.00202762j -0.000834758+0.00164448j 0.00054702-0.000831366j 2.61521e-06-0.000345388j 0.00253405-0.000432079j -0.00351018-0.00280304j 0.000475028-0.00212204j -0.000581498-0.000937176j 0.00105415+0.00198146j -0.00260764-0.00106801j 0.00205492-0.000778546j -0.00205588+0.00149515j 0.00197619+0.00322686j 0.00446021-9.49748e-05j 
0.000682371-0.000698553j 0.00212822-0.00020778j -0.00118271-0.00110348j 0.00225317+0.000368989j -0.00138406+0.00200549j -0.00482918-0.000498303j -0.000886863+0.00128249j 0.00263087+0.00067865j -0.000487091-0.00162273j -0.00110766-0.00150042j 0.00448119-0.00142071j -0.00263777-0.00019896j -0.00459544-0.00150616j 0.00016269-0.000715242j -0.00188467+0.000299705j 0.00968032-0.000930258j 0.00331287-0.000422066j 0.00389482-0.00179508j 0.00129097+0.000955544j -0.0035258+0.0010434j -0.00736357+0.000413572j 0.00302954+0.00110486j -0.00249069-0.00054708j -0.00160231-0.0038648j -0.00264228+0.00389824j -0.000659037+0.0018269j 0.00596194-0.00185954j -0.00197569-0.000790233j 0.002792+0.00160442j -0.00255996-0.0011939j -0.00771206+0.0037996j 0.00222318+0.0027805j 0.00273542+0.00193982j -0.0017722-0.000977341j -0.0011605-0.00605077j 0.00372938+0.00198213j -0.00374885-0.00202442j 0.000885392-0.000108089j 0.00155759-0.00165035j 0.00458294+0.00281622j -0.00732371-0.0032j -0.00283273-0.00574399j 0.00363781-0.000778508j -0.000113754-0.00673721j 0.00361043-8.31157e-05j -0.000861637+0.000495092j 0.00149605+0.00139771j 0.00409194-0.000493445j 0.000424392-0.00020196j 0.00255553+0.00245812j -0.000772055-0.000312182j 0.00403415+0.00189802j 0.000303452-0.0011944j -0.00609371-0.00409094j -0.00105901-0.00366277j 0.00258767+0.0028693j 0.00165132+0.00410915j 0.00235524+0.00457894j 0.000971536-0.00199069j -0.00670904-0.00392189j 0.00379416+0.00325616j -0.00382924-0.00348356j -0.000606584+0.000111114j 0.000878658-0.000734108j 0.00224031+0.00244204j 0.00167858-0.00181451j -0.00497507-0.00216811j 0.00317567+0.00718982j -0.00114755-0.000311913j -0.00177075-0.00161832j -0.00187456-0.000746391j 0.00136739+0.00403988j 0.00010383-0.000100338j -0.000987472+0.00168651j -0.000581687-0.000394521j 0.00219572+0.00117598j 0.000349558+0.000726953j 
-0.000887258+0.000490154j -0.000721286-0.000524066j -0.00103302-0.00139559j -0.00133045+0.00170643j -0.0016686-0.000567296j -0.000722969+0.000833148j 0.00125646+0.000617111j 0.0011949+0.00171933j -0.00147106-0.00152921j -0.000657761-0.0029072j 0.00126185-0.00151424j -0.000704261-0.000574865j -0.00218817-0.00163124j -0.0013516-0.00125931j 0.00120919+0.000936356j 0.00500948+0.000292876j 0.0011111-0.00179278j 0.00165357-0.00142957j 0.00025079+0.00181415j -0.000905185-0.000798546j -0.00164548+0.00101003j -0.000119097+0.00140081j 0.000547823+0.00188531j -0.0012054-0.000779927j -0.0002121+0.000614968j -7.51232e-07+0.00361922j 0.00087839-0.000166759j -0.00194144+0.00153463j -0.000411037+0.00166493j -0.000335103+0.000752063j -0.00345743-0.00333341j 0.00285384+0.0043728j 0.0018932+0.000588928j -0.00193121+0.00343747j -0.000930172-0.00160824j -0.00080778-0.000442401j -0.0015141-0.000577799j 0.00208234-0.000611324j 0.00482287-0.00111247j 0.00267032+0.000242124j -0.000779568-0.000645123j -0.0030462+0.00105801j 0.00187975-9.30494e-06j -0.00260533+0.0018316j 0.00208938-0.00130436j 3.73632e-05-0.00021016j -0.00113385+0.00437331j 0.00120073+0.000702899j -0.00106419+0.00235994j -0.000110951+0.00274112j 0.00130446+0.00323514j 0.000306601+0.00212792j 0.00196493-0.00221148j -0.00247623-0.0026522j -0.00381777-0.00144734j -0.000390753+0.000442865j 0.000928458+0.00120532j 0.000949897+0.0010004j 0.000113104-0.00109391j -0.00317187-0.00187447j 0.00292445+0.000211882j -0.000892577-0.00102229j -0.000173214+0.000804419j 0.00198716+0.00125297j 0.000678892+0.00132091j 0.000916063+0.000725387j -0.00212316+0.000347061j 0.000870359+0.00244029j 0.000411251+0.000996709j -0.00127582+0.000969746j -0.000751779+4.18963e-05j -0.00010425+0.000309096j 0.000597363+0.000249534j -0.00101783+0.000422248j -0.000680537-0.00159198j 0.00034099-0.000746014j -0.0013059+0.000114046j 
