-0.00586012+0.0038608j 0.00334055+0.00652344j 0.00601402+0.00411797j -0.00229499+0.00666134j 0.00455891+0.000159008j 0.00203298+0.0039525j 0.0032376-0.00464629j -0.00536233-0.00316255j 0.000332385+0.000287884j -0.0021912-0.00111819j 0.00205199-0.00294233j -0.00342494+0.00280773j 0.0032506+0.0028204j -0.00132975+0.00143177j 0.00115885-0.000708375j 0.000371495-0.000520767j 0.000680507+0.00131501j -0.000623704+0.00148248j 9.71247e-05+0.000165882j -0.000396435-0.00119879j -0.00129031+0.00164726j -0.000670983-0.00325574j 0.00355399-0.00025656j 0.000226157-0.00254457j 0.000511231-0.00242692j 0.000851712+0.000376767j 0.00250829-0.00129566j -0.00180231-0.00105069j -0.000249574+0.00112355j 0.00169935-0.000249397j 0.00172228-0.000152712j 0.00197365+0.00168182j -1.26822e-07-0.000917789j -0.00118286-0.000130077j -0.00205976-0.000363945j 5.04507e-05-0.000308512j -0.000439387-0.0016509j -0.00144657-0.000792184j -0.000538082+0.00042381j 0.00106369+0.00117875j 0.000191003+0.000193821j 0.000581385+0.00160764j -0.000261605+0.000809681j 0.000670246+0.000669827j -0.00253754-0.00206368j -0.000679421+0.00029277j 0.000185118+0.000107819j 0.000589769+0.00190866j -0.00127536+0.00283487j -0.00130977-0.00249714j -0.00127157+0.00175709j 0.00236023-0.000591902j -0.000281891-0.0012426j -0.0019883-0.000587427j 0.00243773-0.0011545j -0.00126499+4.04834e-05j 0.00269174-0.00253594j -0.000462631-0.003931j -0.0026992-0.00190229j -0.000634913-0.00196452j 0.00138214+0.00188613j -0.000668633+0.00185128j -0.000861816-0.0037078j 0.00322428+0.000461004j -0.000113384+0.00270968j 6.6947e-05-0.00232459j -0.00103742-0.00133023j 0.000611645-0.00295536j 0.00235811-0.000137404j -0.00237136-0.00161432j -0.00133447-0.000303696j -0.00120566+0.00038839j 0.00227278-0.00142229j -0.00416207-0.00122839j 0.000943341+0.00559802j 0.000406098+0.0151565j -0.0138171+0.00108059j 
0.0032343-0.00369669j 0.00210375-0.00652613j -0.0041243-0.0024345j 0.00287156-0.00550952j 0.00186913-0.00578834j -0.000390086+0.00175927j 0.0011387+0.0074308j 0.00659263+0.000463352j -0.000151208-0.00479178j 0.000184056-0.00434656j 0.00013276+0.00156324j -0.00200972+0.00271149j 0.00279544+0.00516773j -0.00373109+0.000112629j -0.00350678-0.00263804j -0.000117066+0.000959528j 4.83188e-05+0.000952329j 0.00115357+0.00176047j -0.00272545-0.000120383j -0.000536685-0.00668327j -0.00250781+0.0022018j 0.00263051-0.00513736j 0.00257697+0.00366411j 0.00296983+0.00208978j -0.000302256-0.00467819j 0.00125527+0.00138744j -0.000734553-0.0031184j -0.00129833-0.00633543j -0.000943917-0.00403833j 0.00102827-0.00440109j 0.00391674-0.00180568j 0.000281294-0.00336599j 0.00071725+0.00350046j 0.000963127-0.00262638j -0.00434034+0.00287998j 0.00121062-0.00466156j 0.000916868-0.00161171j -0.000679141-0.00414475j -0.000748741+0.00525207j 0.00103722+0.00518515j -0.000664462+0.0012278j -0.00173054+0.00268048j 0.00144496-0.00388992j -0.000699436+0.000160388j -0.00219699-0.00471945j -0.00434102+3.26276e-05j -0.00068864-0.00113688j -0.000165758-0.0006945j -0.000626084-0.00130304j -0.00201182+0.00351602j -0.000798015+0.00121839j 0.00172973-0.0026732j -0.00414432+0.00219364j -0.00413868+0.00283488j 0.000539024-0.00106166j 0.00175783-0.00398766j 0.000404633+0.00108529j 0.00231336-0.000258112j -0.00260591+0.0054101j 0.00196491-0.00130073j 0.000795777+0.00205069j -0.00148371+0.00199482j 0.00182963+0.00302525j 0.00170653+0.00395418j 0.00181899+0.00195375j -0.000779683-0.000298527j -0.00036211+0.00256741j 0.00275293+0.00287816j -0.001495+0.00215867j -0.00322053+0.00138317j -0.000382189+0.00247726j 0.00494343-0.00120403j 0.00114249+0.00104409j 0.00255602+0.0026851j 0.00279261-0.00283515j 0.00548716-0.00433066j 0.00296647-5.75041e-05j 
-6.36267e-05+0.00200585j -0.00140653+0.000165515j -0.000625437-0.00390298j 0.00255074-0.00409995j -0.000711546+0.00837452j -0.00761074-0.003927j 0.00155874+0.00277358j 0.00104953-0.000233145j 0.000160161+0.00233814j -0.00236811+0.000365712j -0.00085883-0.00461255j -0.00148092+0.000110739j 0.0013715-0.00190403j 0.00014842-0.00610013j -0.000428137-0.00157284j -0.00178955-0.0016292j 0.000410806+0.00119808j -0.000437565+0.00217309j 0.00263332-0.00314681j 0.00124415-0.00148772j -0.00102517-0.00151792j -0.000971356+0.00176613j 0.00274808-0.00184736j -2.84945e-05-0.00169425j -0.00396104-0.00151295j -0.00106849+0.00407293j -0.00139583+0.00108009j 0.00154349+0.00374878j -0.00375776-0.00152699j -0.00185553+3.08943e-05j -0.000261066+0.00317456j -0.00167944-2.03694e-05j 0.00140776+0.00422757j -5.44034e-05-0.00115228j 0.000650499-0.00385289j 0.00195966+0.00143127j 0.000860388-0.000897506j -0.00187936-0.000957975j 0.00322294-0.000190532j -0.000398154+0.00170794j -0.000815936+0.00123026j 0.000495735+0.00229501j -0.00130154+0.00216755j 0.000443019-0.000625508j 0.000867696+0.000452933j 0.00193666-0.00408833j -0.000175886-0.000197291j 0.000837165-0.000404546j 0.0013942-0.0007737j 0.00164455-0.00390783j -6.3659e-06+7.34837e-05j -0.000927865-0.00202279j 0.00276021-0.00311078j -0.000706043-0.000749319j 0.00116557-0.000955811j -0.00163614-0.0022037j -0.00238887-0.000446693j -0.00133536+0.00188781j -0.0011379+0.00319255j -0.00157149-0.00128131j -0.000533754-0.000108027j -0.00098452-0.00138557j 0.00118028-0.000896415j 0.00198277-9.26412e-05j -0.00159918+0.00390519j 0.000208207-0.00034668j -0.00149948+0.00301136j 0.00182651+0.00229817j -0.000889945+0.00154335j 0.00210927-0.00236335j -0.00141057+0.00111189j -0.000958188+0.00374842j -0.00214517-0.00060238j -0.000444364-0.00107442j 0.00123851-0.00066144j -0.0016975-0.00140611j 0.00063539-0.000234128j 
0.00155645+0.000292745j 0.000895584-0.000404175j -0.00243843-0.0026813j 0.00313941-0.00176377j -0.00571109-0.00630334j 0.00861798-0.00321606j -0.00347785-0.000947492j -0.00299552+0.00100107j -0.00191612-0.00143104j 0.00324812-0.00141101j 0.00672572+0.00179369j -0.00350349-0.00297277j -0.00209413+0.00456405j 0.0021867-0.00114962j 0.00130494-0.000385991j 0.00019295-0.00135476j -0.00245216-0.000370343j -0.00405628-0.00124032j 0.000874819-7.11683e-05j -0.00167856-0.00153175j 0.00372667-0.00194861j -0.00523704-0.00341905j 0.00478259+0.00430014j 0.0039321+0.0022709j 0.00478988-0.00108881j -0.00386899-0.00156389j 0.00222915-0.00301298j -0.0043309-0.0036809j 0.000288936-0.00403434j 0.00354994-0.00104631j -0.00192545-0.00161555j 0.00149549+3.06579e-06j -0.00289627+0.00132239j 0.000876709-0.00171694j 0.00322022+0.00255929j -0.0017538-0.00118824j 0.0012871+0.00185446j 0.000948544-0.00290132j -0.00140618+0.00523921j -0.00174034+0.000115361j -0.000378628+0.000431228j -0.0022031-0.00101538j -0.00076402-0.00177995j 0.000493378+0.000268101j -0.00118582-0.00233093j 0.00360759+0.00166784j 0.000640784-0.000246405j 0.000465255+0.00138867j 0.00064393+0.00446792j 0.00137834+0.00284979j 2.95957e-05+0.00110248j 0.00214731-0.00132957j 0.00039645+0.00403727j -0.00070786-0.000669008j 0.00146309+0.00143823j 0.005019+0.00106794j 0.00199838-0.00136188j -0.00180004-0.00290504j -0.00477666-0.00303014j 0.00338464-0.000178333j 0.00126313+0.00183166j 0.00021698-0.00132525j -0.000816106+0.000556923j -0.00213087+0.00083518j -0.00434809-0.00140567j -4.56027e-05+0.00206011j -0.0033356-0.00316741j -0.00312983+0.000953832j 0.000142894-0.000107572j 0.00254836+0.0011351j -0.000129003-0.00392908j -0.0034159-0.00464354j 0.00317002+0.000618952j 0.00235697+0.00153273j 0.00186371-0.00273299j 0.00296973+0.00179013j -0.000659468+0.00259437j 
0.000677316+0.00219619j 0.00196244-0.0050059j -0.00182105+0.000674955j -0.00227934-0.00282293j -0.00221655+0.00192882j 0.0005524-0.000521448j 0.00100902+5.92634e-05j -0.000925653-0.00375769j 0.000531613+0.000304829j -0.00105034-0.00292072j 0.000658279-0.000933449j 0.00141202-0.00114436j 0.000530572-0.00416892j 0.00122816+0.000582452j -0.00127496+0.000434112j 0.000791741-0.00125582j -0.00146066+0.00194689j 7.8023e-05+0.00061304j 0.000223221+0.0030045j -0.00232964-0.00208919j 0.000977856+0.00281164j 0.000354599-0.00426797j 0.00105268+0.000988422j 0.00140011-0.00228215j 0.000440523-0.00174752j -0.000617233+0.00198979j -0.00189875+0.00255709j -0.00447695-0.000879923j -0.00100466+0.000238409j -0.000918635+0.000129788j -0.000450857-0.000159842j -0.00235197-0.00187842j -0.000487798+0.00331782j 0.000457242-0.00101529j 0.00157041-0.000413292j -0.00237687-0.0037504j 0.000236418-0.000718034j 0.000178527-1.31064e-05j 0.00149146-0.000878142j -0.000186634-2.55341e-06j -0.000167376+0.00139364j -0.000760938+0.00123818j -0.00316325-0.000319208j 0.000135771+0.00140849j -0.00241839+0.00124881j 9.05562e-05+0.00329578j -0.000660277+0.00107434j -0.000789089+0.000991659j -0.00126913-0.00117726j 0.00220121+1.53658e-07j -0.000115361+0.000785862j 0.000767246+0.000815531j 0.00020745+0.00130567j 0.000251558+0.000406651j 0.00100561-0.000785534j -0.00211358-0.000161621j 0.00133604-0.000374973j -0.000373874-0.00156943j 0.000377168+0.00075952j 0.000435303-0.00119269j 0.000383507-0.000132591j 0.000951362-0.000907636j 0.00142316-0.00151294j 0.00163755-0.00291965j 0.000456688-0.000309859j 0.000502496-0.00161641j -0.000675845+0.000780996j 0.000688191-0.000487932j 0.000694354+0.00198675j 0.000521405-6.57305e-05j -5.22837e-06+0.00101408j 0.00135797-0.00280106j 0.000746028+0.00203546j 0.0030436-0.000197692j -0.000268435-0.0025982j 0.000638366-0.0014249j -0.0016876-0.000189074j 
0.000697651-0.00317261j 0.00274165-6.20331e-05j 0.0011762+0.00348377j 0.00101033+0.00578377j -0.00134085+0.000115564j -0.00332724-0.00472003j -0.00403683+0.00628799j 0.00537171+0.00848803j -0.00319997-0.000419356j 0.00291585-0.000845018j 0.00130665-0.00205511j -0.003821+0.00192002j 0.00275196+0.00691488j -0.00185879+0.00416253j -0.00214474-0.000694932j -0.00259323+0.000180023j -0.00129272+2.70389e-05j 0.000485174+0.00122131j -0.00317854-0.000373865j 0.000537087+0.00311005j -0.00372431-0.00404804j 0.000752302+0.00848608j 0.000673761+0.000770274j 0.00217041+0.000826485j 0.000930737-0.00297336j -0.000226061-0.00226911j -0.00129204-0.00355166j -0.00217174+0.00327496j -0.000370904-0.00151292j 0.00187023-0.00106769j 0.00130907-0.000321036j 0.00287344+0.00128188j -0.000639488+0.000813555j -0.00141541+0.000919519j -0.00168773+0.000861936j -0.000411203+0.00667518j 0.00213298+0.000492129j -0.00210503+0.000425166j 0.00159989+0.00154068j -0.00146374-0.000285225j -0.000161856-0.00248205j -0.00251339-0.00114051j 8.06439e-05-0.00202085j 0.000838413-0.00121571j -0.00201344-0.00175742j -0.00151786-0.00361861j -3.76771e-05-0.00328023j 0.0021125+0.000960277j 0.000935422+0.00146332j 6.64714e-05+0.00108963j 0.000250031-0.00139799j 0.000935716-0.00159603j 0.000911298-0.00166325j -0.0014151-0.0015478j -0.000829832+0.000921681j 0.00279979-0.00369955j -0.00177288-0.000592351j 5.19806e-05+0.00290681j -0.00346235+0.00141237j -0.00067247-0.000731113j -0.000778003-0.00175293j -0.000894027-0.000576517j -0.00018771+0.00442686j -0.00179424+0.00601475j 0.000710217-0.000460169j -0.000415881+0.000690833j -0.000492982+0.00207177j 0.000391386+0.00224077j -0.000471002-0.00222357j -0.00246482+0.000261902j -0.0027144+0.000857591j -0.00103106+0.00524293j 0.000484773-0.00310426j -0.000824547+0.00114372j -0.00168437+0.00278769j 0.00152767+5.76968e-05j 0.00166177-0.00159067j 
0.00161043+0.00154316j -0.000393051+0.000804722j -0.00365849-0.00244553j -0.00229686-0.00665844j -0.00267524+0.00723165j -0.00342275-0.00575469j -0.00199712-0.000801966j -0.00450368+0.000549049j 0.00193206-7.31867e-05j -0.00364109-0.000981187j 0.000899156-0.00438631j -0.000188453-0.000919037j -0.000437779-0.00223238j -0.00223911-0.00677729j 0.000635797-0.00325967j 0.000347757-0.00357621j -0.000142705+0.000917169j 0.000296115+0.00506636j 0.00207914-0.00369171j -0.00143942-0.00217101j 0.0014148-0.001988j -0.00438567+0.000671008j -0.000322911-0.00309665j 0.000332715-0.00042646j -0.00171874-0.00189843j 0.000753514+0.00435328j -0.00114041+0.000987907j -0.00199364-0.000901693j -0.00162982+0.00119057j -0.0033574-0.000924541j -0.00130928+0.00333536j -0.00242345-0.00131529j -0.000291844+0.00351693j 0.00014071-0.000878063j 0.00146083-0.00398033j -0.00281334-0.00241155j 0.000160094-0.000591822j -0.00109263-0.00232477j 0.00235093+6.60954e-05j 0.0011845+0.00167423j 8.83e-05+0.00226632j 0.00156354+0.000753809j 1.77511e-07+0.00197582j 9.02302e-05+0.00128953j 0.000985093-0.000187361j 0.00296309-0.00161895j 0.00130577+0.000744471j -0.00113792+0.000987136j 0.00196479-0.0031456j 0.0013409-0.00118727j 0.00090183+0.000168934j 0.000769833-0.000487872j 0.00301846-0.000707796j -7.47482e-05+0.000652948j 0.0012966-0.00279057j -0.000252757-0.000709533j -0.00132162-0.0019189j -0.00416637+0.00131453j -0.00115417+0.00300948j -0.000922593-0.00305067j 0.00205581-0.00119912j 0.000202977-0.000874936j -0.0011045-0.0017622j 0.000460822-0.00214516j 0.000330361+0.00439242j 0.000927899-0.00199959j -0.00333245+0.00299794j 0.00148015+0.00172855j 0.000226952+0.00245356j 0.00200952-0.00344007j -0.00173793-3.30048e-05j -0.00271069+0.00173024j -0.000607538+0.000717998j -0.00114164-0.000195223j 0.000448084-0.00224305j -0.000387723-0.00233885j 0.00300076+0.000339826j 
0.00057387-0.000300108j -0.000168282-0.00938619j 0.00209919+0.0103914j -0.00851407+0.00314108j -0.00478741+0.00113815j 0.00337489-0.00482485j -0.000364816+0.0010829j 0.000522064-0.000761678j 0.00246362+0.000989147j -0.00163827-0.00701083j -0.00210829-0.00121233j 0.000762689+0.00415182j 0.00232961-0.00177257j 0.0034645+0.002655j 0.00130511+0.00366571j 0.0024977+0.00407696j 0.000585585+0.00391908j -0.000990558+0.000740182j -0.000250906+0.00711199j 0.00019576+0.00342072j -0.0022104+0.00382366j 0.000170022-0.00151111j -0.00146754-0.00385906j -0.00119094-0.00560327j 0.00201852-0.00360874j -0.000874466+0.00271755j -0.00350672+0.00258804j -0.00308183+0.00600381j 0.00186234+0.00138372j -0.00112134-0.00294663j -0.00196381+0.000150722j -0.00279508-0.00094635j 0.000323091-0.00232019j -0.000350327+0.00214963j 0.00250861-0.00183485j -0.0027252-0.00026362j 0.00162743-0.000439426j 0.00157726+0.00322407j 0.0015126-0.00316962j -0.0021307+0.000962368j 0.00203225-0.00255968j -0.00161757+0.00152232j -0.00318282+0.00283571j 0.000595465-0.000346614j -0.00170425+0.00464483j -0.000208385+0.00163656j 0.000554536+0.00115926j 4.88442e-05-0.00202046j -0.00016447-0.00293995j 0.00133959+0.000186248j 0.00139733-0.000351572j -0.000430124+0.00139563j 0.00303985+0.000575964j 0.00100892+0.00211994j 0.000406934-0.00160242j -0.00174467-0.0014942j 0.00167224-0.00250554j -0.0011552-0.00074044j -0.000315058+0.00313419j 0.000115987-0.00199222j 0.00152039-0.00126689j -0.00164264+0.0020651j 0.00125387+0.00049425j -0.000336384+0.000242086j 0.000170494+0.00085893j 0.00209459-0.00134593j 0.00167269+0.000989433j -0.00191729+0.000621245j -0.000242826-0.00302061j -0.00366412+0.00102051j -0.00148782+0.00223734j -0.0044697-0.00219626j 0.00303639-0.00475806j 0.00260501-0.00628761j -0.00711426+0.00130913j 0.00162658-0.00354514j -0.00202581+0.00024712j 
0.00187623+0.0109668j 0.00583281-0.00119032j 0.00300174-0.000860299j -0.0016638+0.00617104j 0.00277128+0.00529973j -0.00206997-0.00240366j -0.00160315-0.000944532j -0.00217185-0.00034263j 0.00224934-0.00183246j -0.000484079+0.000192669j -0.00105659+0.00341022j 0.00070123-0.00278896j -0.00430033-0.00216972j -0.00245655-0.00329656j 0.00123443-0.00223071j 0.00106502-0.00422816j 0.000657974-2.91983e-05j -0.000880097+0.000817102j 0.000490873-0.00151059j 0.0022333-0.00257931j -0.000232109+0.00256551j 0.00144305-0.00196288j -0.0020591+0.00461444j -0.00175515+0.00210529j 0.00160277-0.00172032j 0.000873899+0.00237926j 0.00232382+0.00497657j 0.00350591-0.00100906j 0.00208637-0.00205207j 0.000520567+0.00474057j 0.000699954+0.00290031j -0.00161504+0.00508281j -0.00221463+0.000816843j 0.0019534-0.00109842j -0.00153402-0.00402357j 0.000327297+0.00149093j 0.000710222-0.00099993j 0.00341718-0.00117313j -0.00268409-0.00246844j -0.00206216+0.00145447j -0.000176967-0.00104957j -0.00054055-0.000133356j 0.000763319+0.00226638j 0.000184322+0.00155364j 0.00311748-0.00170829j -0.000368104-0.000991178j 0.0013126-0.000464812j -0.00207239+0.00267561j -0.00369478+0.000300972j -0.000558524-0.00272349j -0.000458508-0.000888559j 0.0010019+0.00270722j -1.93376e-05-0.00291247j 0.000804328-0.001848j -0.000104271-0.000369703j -0.000317895+0.00257775j 0.000724377-0.000716951j 0.00125422+2.28651e-05j -5.50816e-06-0.00316933j 0.000262153+0.000582602j -0.00098042-0.00162535j 0.000128517-0.000301041j -0.000318012-0.00119127j -0.00190559-0.00204466j 0.00055974+0.00120273j 0.00201213-0.00282142j -4.94431e-05-0.00191183j -0.0013704+0.00284454j -0.00156195+0.000281318j -0.00129561-0.00100604j -0.00176421+0.00151999j -0.000982054+0.0053849j -0.00264092+0.00103465j -0.000727296-0.0015067j -0.00185786+0.00170501j 0.000871986+0.00544927j -0.00632037+0.00473973j 
0.000882459+0.00381007j 0.00262322+0.000506001j -0.00369816-0.00590628j 0.00621639-0.00826927j -0.00429957+0.00236421j -0.00132506-0.00097704j 0.00292457-0.00115646j -0.000100087-0.0050303j -0.000545868+0.00396089j 0.00142737-0.00286015j 0.00438578-0.00265884j -0.00125151+0.00109308j 0.00462322-0.00197636j 0.00126542-0.00378779j 0.000384503-0.000115929j 0.000509248-0.000655154j -0.00296703-0.00027445j -0.00287758+0.00286692j 0.000350859-0.000290105j -0.00131421-0.00284136j 0.000399134-0.000988835j -0.000322324-0.00111567j 0.00470581-0.00364499j 0.0022373-0.000348235j -2.83241e-05+0.000262601j -0.00379712+0.00215608j -0.00212159-0.000339551j -0.000715749-0.00367699j -0.00606977+0.00270318j 0.000754638-0.000329456j -0.00141746-5.82788e-05j 0.0034379-0.00197459j -0.000994058+0.000708626j -0.00125551+6.79369e-05j 0.00325203-0.000739275j 0.00266774-0.0030817j 0.000820457-0.00045281j -0.00201304-0.000754009j 0.00321917+0.000922179j 0.000429174+0.000994787j -0.00207201+0.000949798j -0.000107165+0.000968358j -0.00159517+0.000348525j -0.00134282+0.000538703j -0.0025766+0.000154813j -0.000647159+0.00070352j -0.0023544+0.000736351j 0.000542087-0.000163178j 0.00583616+0.000195524j 0.000818875+0.000847382j -0.000659636+0.00149892j -0.00119674-0.000651555j 0.000477134+0.000873179j -0.00148695+0.000629269j 0.00345785+0.000504666j -0.0021154-0.00158711j 3.68487e-05+0.000321313j -0.00149576-0.00250945j -0.00182539+0.0014047j 0.00140245-0.000930535j 0.00125396+0.00127763j 0.000313177+0.00029957j 0.00164709-0.002763j 0.00502706-0.00158821j -0.0020099+0.00226252j 0.00213673-0.000553028j -0.00391735-0.00089362j 0.00223318+0.000700009j -0.000573668+0.00383805j 0.00460219-0.00116722j -0.000704909-0.00130828j 0.00230441-8.25405e-05j -0.00159697+0.00279978j 0.00109494+0.00111609j 0.00330797-0.00255939j 0.00263206+0.000352161j 0.000630885+0.00282247j 
-0.00160104+0.00268306j -0.00239827-0.00172814j 0.0104855-0.0042079j 0.00990813+0.0101408j -0.00404732+0.000226057j -0.00181912-0.00361601j 0.00360506+0.00409394j 0.00519944-0.00370613j -0.00368862-0.00125834j -0.00112398-0.00147231j 0.00410035+0.00392037j 0.00160381-0.000809248j 0.00354771+0.00112083j 0.00561729+0.00113195j 0.00153862+0.000116038j 0.00187476-0.00183741j 0.00029389+0.000153478j -0.00257336-0.002034j 0.00497435+0.00342203j 0.00387532-0.00189418j 0.000478008+0.00346876j 0.000755765-0.00279921j 0.00281568+0.00519807j 0.00080722+0.000977459j -0.00121957-0.00399128j -0.00255147-9.95479e-05j 0.000439459+0.000902138j 0.00266829+0.00100802j -0.000809923-0.00586918j -0.000594331+0.00104345j -0.000936032+0.00037233j 0.00147006+0.00326141j -0.00265357+0.000537888j 0.00147113-0.00157006j 0.00151359+0.00108761j 0.0034846+0.00368456j 0.000296105-0.0014386j 0.00169969-0.00245276j -0.00124119+0.00159534j -0.000955362+0.00170335j -0.00410951-0.00259776j -6.68771e-05+0.0023733j -0.00149902-0.000346128j -0.00111849-0.000938435j 0.000625065-0.000760294j 0.00154311+0.00220134j -0.00121279-0.00198065j -0.000763407+0.000620851j -0.000642017+0.00468398j 0.00225929+0.000695971j -0.00148622-0.000589901j 0.000562054-0.000335584j 0.000462358+9.99189e-06j 0.00087209-0.00109698j 0.000550441+0.00291463j -0.000886211-0.00110246j -0.000610826-0.000450417j 0.00220527-0.00298138j -0.000123898-0.00117576j 0.00123157+0.000204468j -0.00197731+0.000453177j 0.00163754+0.000389502j 0.00380914-0.000713418j 0.00270995+0.00290478j -0.00292498-0.00242665j 0.000791884-0.000188137j -0.000767394-0.00503899j -0.00047069+0.00360257j -0.00494039+0.000785302j 0.00241945+0.00603616j 0.00130905+0.00034402j -0.000249376+0.00400188j -0.00488541-0.00187274j -0.0019861-0.000691334j 0.00227432+0.0054783j 0.000213282+0.00124769j -0.00307647+0.0036774j 
0.0102728+0.00370887j 0.00158894-0.0104938j -0.00111698-0.000760693j 0.00344099+0.000603648j 0.00283986-9.29958e-05j -0.00126761+0.00113844j 0.00171516+0.00107258j -0.000670647-0.00150573j -0.000841743+0.000536279j 0.000534862-0.00192164j 0.00165589+0.00101715j -0.00308249+0.00123457j -0.000436586+0.000903152j -0.00104058+0.000543495j -0.00180013+0.00163076j -0.00287982-0.00017758j 0.000158701+0.00123451j -0.000933874-0.000374669j -0.000361285+0.00172482j -0.00201632-0.00175807j 0.00128062+0.00229402j -0.00276064-0.00454698j 0.00538478-0.000481864j 0.00109593-0.000814135j -0.00082659-0.001375j 0.000744138+0.00167823j 0.00183039+0.000159382j -0.000810396+0.000124821j -0.00332288-0.00151803j 0.00338166+0.000756726j 0.00200134+0.000150243j 0.00298898+0.00274417j 0.00277182+0.000255526j -0.00158578-0.001853j -0.00189977-7.61651e-05j 0.000992908+0.000299767j -8.57119e-05-0.000513288j -0.00142126-0.00165164j -0.00091292+0.000590309j 0.000568947+0.00159339j 0.000263671-0.000999016j -5.15978e-05+0.0017178j -9.32206e-05+0.00133452j 0.00078752-0.000726665j -0.00301535-0.000938189j -0.000555146+0.000401078j -0.000560992-2.97594e-05j 0.0026402+0.000665799j 0.000637382+0.00230622j -0.00240315-0.00155443j -0.000912731+0.00122129j 0.00110124-0.000748792j -0.00126157-0.000672929j -0.00156632+0.00041197j 0.000713068-0.00051623j -0.000831755+0.000386467j 0.000257016-0.00111455j 0.000149646-0.00341036j -0.00242491+0.000632038j 0.000806675-0.000382223j -0.000327552+0.00223969j -0.0021615+0.000778622j 7.27731e-05-0.00101847j -0.000361588+0.000486583j 0.000703512+0.000708536j -0.000755348-0.00287241j -0.00149017-0.00029779j 0.00240642+0.00140103j 0.000172465+0.00155849j -0.0013195+0.0012061j 0.00119765+0.002294j 0.00356664-0.0011252j 0.00226665+0.00178638j 0.000874003-0.00384799j -0.00225288+0.0010672j 0.00592541-0.000968031j 0.00108443+0.00724669j 
0.00508614-0.00810802j -0.0107707-0.00319349j 0.00119748-0.00287232j 0.0047831-0.00243803j 0.00135031+0.00100445j -0.00177756+0.00104193j 0.00174518-0.00182728j -0.00357569-0.000647304j -0.000314946+0.000905808j -0.00433075+0.000929538j 0.000600463-0.00288011j 0.00161236+0.000600822j -0.000456837-0.00250809j 0.00254218-0.000615149j 0.00115303+0.00056109j -7.34417e-06+0.000713798j 0.00264133+0.00066632j 0.000517424+0.00123382j 0.00467258+0.000131447j -0.00153296+0.0005341j 0.00531771+0.000360229j -0.00449457+0.000807005j 0.000855125-0.0034567j -0.00281103-0.00194658j -0.00437146-2.44898e-05j 0.002285+0.000667547j 0.00205802-0.000407887j 0.00135851+0.00241856j -0.00204848+0.00126955j 0.000298037-0.0016471j 0.00032829-0.000575691j 0.00245237-0.00263462j 0.000772583+0.000748458j -0.00116601+0.000520259j -0.000480459+0.000187448j -2.47854e-05-0.00108601j -0.00163058-0.00019286j -0.00103959+0.000101095j -0.000583197+0.000313431j 0.00220132-3.24624e-05j -0.00115803+0.0013236j 0.00196051+0.000473334j 0.00181589+0.00147546j 0.000117253-0.000398779j 0.00034203+0.00314502j 0.0020504+0.000449233j -0.000340496+0.000776003j 0.00104949-0.00110029j 0.00187311-0.000255678j -0.000771817-0.000539236j 0.000103144+0.000682857j 0.000509256-0.00109424j -0.000385989-0.000855262j 0.000173264-0.000501419j -0.000188047-0.00123148j -0.00050836+0.00213424j -0.00214946-0.000913196j -0.00361438-0.000567104j 0.000603249+0.00176473j -0.00141709-0.000996717j 0.000602633+0.000948517j 0.000916695+0.000195558j -0.00173645-0.00170956j 0.000501351-0.000735362j 0.000546779-2.2973e-05j -0.00325475-0.000738303j -0.00160377+0.0018619j 0.00253624-0.00175592j 0.00138397+0.00183816j 0.00231718+0.00141713j 0.00306678-5.27815e-05j 0.00113653-0.00270674j 0.000786152-4.74735e-05j -0.00427041-0.0012445j 0.0020273+0.00283902j -0.000122674-0.00588846j 0.00774286+0.000944884j 
