0.00889254-1.29899e-15j -0.0207406-2.80625e-16j 0.00606105-6.53064e-17j -0.00787991+6.52148e-17j 0.00814609+1.09141e-18j -0.004158+2.38549e-17j -0.00728726+7.09588e-18j 0.00495662+6.63881e-18j -0.00334534-4.08686e-18j 0.00935719-1.392e-17j 0.00153877+5.79905e-18j 0.000862615-9.04705e-18j -0.0133097+3.92058e-17j -0.00759461+6.54885e-17j -0.00320286-8.46095e-17j -0.0142237+1.6846e-16j -0.00809799-3.59242e-16j 0.000442243-9.89106e-20j 0.00139647+1.55838e-17j -0.0101301-3.61071e-17j 0.00959449+5.13277e-17j 0.00472299+1.23251e-16j 0.0115098+4.00311e-17j -0.000242356+3.09901e-17j 0.0119075-2.87671e-17j 0.00688649-1.15398e-17j -0.000698783+3.86818e-17j -0.00307254-2.20047e-16j 0.0104113-2.87282e-16j -0.000441843+1.3737e-17j 0.0151243+1.97947e-16j 0.00494478+9.75473e-17j -0.00445313+7.06577e-18j -9.69345e-05-1.12844e-18j -0.015572+1.16102e-16j -0.000552176+3.06358e-17j 0.0031823-6.5555e-18j -0.00393424+5.4458e-17j 0.00500442+1.05276e-16j -0.00974953-5.88115e-17j -0.00857088+1.21437e-16j -0.00382526+1.34239e-16j -0.0061001-6.39972e-17j -0.0120108+4.26063e-18j 0.00857787+2.87989e-17j -0.00171737+1.48951e-17j 0.00166513+4.53924e-18j 0.00181556+7.77091e-19j 0.00468523+8.38645e-18j -0.00821691+4.65009e-18j 0.00550766-8.16404e-18j -0.000548805+3.61148e-18j -0.00218924-3.53349e-17j 0.0143055-4.15432e-17j -0.0196089+9.49862e-16j 0.006681-4.37045e-15j 
-0.0194262+7.1543e-16j 0.0728649+3.21296e-16j -0.0100152-3.79118e-16j 0.00958687-1.15254e-16j -0.0329702-3.40775e-16j 0.00829401+2.20651e-16j 0.0225929+4.99094e-17j 0.00295867+1.77053e-16j -0.00155231+4.18719e-17j -0.0225798+2.26777e-17j 0.0121005-4.24651e-17j -0.000995432-1.85348e-16j 0.0607879-1.08509e-16j 0.0170662-2.07501e-16j 0.00292379+6.06359e-16j 0.0446082-4.53152e-16j 0.0291962+1.88777e-15j 0.00215325-2.44238e-16j 0.0326474+6.87386e-17j 0.0347897+2.85977e-16j -0.0166306-2.60867e-16j -0.0258537-2.25869e-16j -0.0388271-4.69016e-16j -0.00508583+4.76412e-17j -0.0332106-7.10429e-17j -0.0215047-5.34558e-16j -0.0101721-1.2504e-17j 0.0326904+1.05963e-15j -0.0532386+6.93121e-16j 0.0234834-3.59862e-17j -0.0328237-9.91723e-16j -0.0228707-1.35086e-17j 0.0022834-1.04858e-17j -0.0206519-3.74195e-16j 0.0446385-2.40047e-17j 0.00256809-3.37648e-16j -0.00366169+8.23431e-17j 0.00902175-1.42382e-16j -0.0273809-8.13998e-16j 0.0212251+5.48787e-16j 0.034369-4.21892e-16j -0.00297952-3.27662e-16j 0.0387954+3.45891e-16j 0.0500441-3.04821e-17j -0.026023-3.90176e-16j -0.00787938-5.08873e-17j 0.00548385+3.99317e-16j -0.00341084-2.11585e-16j -0.00174953+1.53025e-16j 0.0282377+1.20151e-16j -0.0054252-1.51434e-16j -0.00474697+8.71692e-17j -0.000303156-1.6635e-16j -0.0365463-3.72711e-16j 0.069162-2.49576e-15j -0.0141177+1.12589e-14j 
0.0200423-8.58409e-15j 0.0370221-1.88326e-15j 0.0307535-5.60558e-16j -0.0261485+5.86286e-16j -0.0178493+3.10352e-17j -0.0057967+1.57913e-16j 0.0278118+2.03672e-17j 0.0232981-2.90103e-16j -0.0231945+2.63047e-16j 0.0341081-3.22881e-16j 0.0158026-2.70485e-16j 0.0097837-8.51808e-17j 0.0187398-3.64443e-16j 0.00189748+4.8471e-18j 0.005596+3.27837e-16j 0.0214429-1.67186e-16j -0.00469679-2.08502e-16j 0.0247402-1.58959e-17j 0.0480716-7.9033e-16j 0.00218871+2.24349e-17j 0.016497-2.32562e-16j -0.0353637+1.05872e-16j 0.0123776-1.87737e-16j 0.00533895+7.17777e-17j 0.00233685-2.9134e-16j 0.034673-5.39577e-16j 0.0170241+2.24659e-17j 0.047128+4.68258e-16j -0.0645117+1.33156e-15j 0.0289584-7.45425e-16j 0.0178877-1.5818e-16j -0.0166676+2.93459e-16j -0.0209396+3.03728e-16j 0.00395813+1.70555e-16j 0.00793751+1.27061e-16j 0.00677728+5.11484e-17j -0.0131878+9.59514e-17j 0.0220729-4.90155e-17j -0.0174388+1.02517e-16j -0.0337481+2.31905e-16j 0.0362021-3.34376e-16j -0.0257517+3.46147e-16j 0.0137893-1.54164e-16j 0.0191309-3.14132e-16j 0.0107201-2.02762e-16j -0.000920887+1.74558e-16j 0.018983-1.01394e-16j -0.00784002-7.74188e-17j 0.0208427-2.52614e-16j 0.0268775+2.531e-17j 0.0199798-2.48229e-16j -0.0356798+2.07174e-16j -0.0116279+1.02599e-16j 0.0178448-3.67929e-16j 0.0392972+6.93216e-16j 0.017778-3.92828e-15j 
-0.000313267-2.00242e-16j 0.00840003-4.43697e-17j 0.00529661+3.62953e-16j 0.0120478-2.41436e-16j 0.00808022-1.96947e-17j -0.000223186-6.28675e-17j 0.0046881+2.8395e-16j -0.0159923+3.59376e-17j 0.00863631-1.7405e-16j -0.00537181+4.91595e-16j -0.0145451+6.7961e-18j 0.00682265+2.57856e-17j -0.00233592-2.92636e-16j 0.0137431-5.39353e-17j 0.00326511+1.43695e-16j 0.00540182+1.06443e-16j -0.0121775-8.82987e-16j 0.00303005+5.13175e-16j -0.0263203-2.1135e-17j -0.00293865-1.55361e-16j -0.00978122+1.17669e-16j -0.0028853-2.59831e-16j 0.00829255+4.15208e-16j 0.00121977+2.21034e-16j -0.00716429+1.34816e-16j 0.0108453+5.39894e-16j 0.0122157+3.70198e-16j -0.0132131+2.70056e-16j 0.0078436-3.20284e-16j -0.0205758+9.25002e-17j -0.000518466+1.552e-16j -0.00382953-3.04799e-17j 0.0105264-1.3199e-16j 0.026743+3.60872e-16j 0.00611029-1.11041e-16j 0.00547432+8.26907e-17j -0.0136507+7.51008e-17j 0.0061315+5.703e-16j 0.010361+2.45163e-16j -0.00157436-4.6214e-16j 0.00410387+9.9065e-17j 0.011127-2.23411e-16j -0.0098884-2.9246e-16j 0.00531744-2.19836e-16j 0.000656525+3.10777e-16j 0.0112338+2.44909e-16j -0.0175276+1.25074e-16j 0.000459708-1.14366e-16j -0.0109799+8.63812e-17j 0.00111746+2.12704e-16j -0.00569196+1.5747e-16j -0.00224345-3.72373e-16j 0.0105031-1.07141e-16j 0.000157492+2.59685e-16j 0.00975277+1.3023e-16j 0.00249054+6.63439e-17j 
0.00815517-2.66627e-15j 0.00399484-5.83299e-16j 0.00787354-1.23546e-16j -0.0202371+1.28056e-16j -0.0201982+6.38547e-19j -0.000606203-1.3547e-17j 0.0238409-2.2527e-17j 0.0147137+6.6751e-17j -0.0209031+6.50006e-18j 0.0337381-1.02253e-16j 0.0184249+8.46557e-18j -0.00745183+7.77267e-17j -0.0244803+5.61651e-17j -0.0226421+4.5141e-17j 0.0101816+8.77305e-18j 0.0112789-6.86896e-17j 0.0088242+4.19516e-16j 0.00944098-4.8345e-17j 0.0318147+3.63159e-17j 0.00533998+3.06959e-17j 0.0105194+6.67827e-17j -0.0123275+5.24172e-17j -0.00733726-1.04796e-16j 0.0128872-8.38359e-17j 0.0131401-1.12011e-16j 0.0249857-2.72786e-16j 0.0133213-2.27826e-16j 0.0218393+4.86575e-16j -0.0390585+9.02811e-16j 0.0361544-1.15833e-16j -0.0130224-8.79376e-17j 0.00443329-6.56766e-17j -0.0249142-6.10666e-17j -0.00708773-7.27296e-17j 0.000918332+5.96059e-18j -8.0794e-05+5.52021e-17j 0.000883542-9.38005e-17j 0.00423353-3.11554e-16j -0.0146721-2.24265e-16j -0.0139938-1.9056e-17j 0.0177174+5.25183e-17j -0.0250076+4.40447e-17j -0.00520983-2.7311e-17j -0.0285688+1.84843e-17j 0.010408-1.81913e-17j -0.00251323-6.50644e-17j 0.0354972-8.1108e-18j -0.0110192+1.32509e-18j 0.0110089+4.31693e-17j 0.0255288+2.5885e-19j 0.0113194+4.10163e-17j -0.0202616+2.14897e-17j -0.0143616+4.19668e-17j 0.00558937+2.57054e-17j 0.00399012+2.21656e-16j 0.00351623-1.05847e-15j 
0.021933-5.29122e-15j -0.0144779-1.16253e-15j 0.0216529+1.05531e-16j -0.0258657-1.80775e-17j 0.0117122-1.73996e-17j -0.00682602-1.42487e-16j -0.0138778+4.97981e-17j 0.0272997+2.31679e-16j -0.00945262-2.13952e-16j 0.0210609+1.18732e-16j 0.00178992+2.97436e-16j 0.0112013+6.19736e-17j 0.0166233+8.69511e-17j 0.00697469-2.09551e-16j -0.00635111-2.5624e-16j -0.0193174+1.07458e-16j -0.0157136-8.66896e-16j 0.0144915+1.30186e-16j 0.0245948+4.42361e-16j -0.0220192-1.35005e-16j 0.025798+3.70726e-16j -0.00473924-1.71074e-16j 0.0398605+1.23651e-16j -0.00350142-6.06675e-17j 0.0130997+9.76495e-17j 0.00652775+1.86812e-16j 0.00204698+9.39419e-18j 0.0273242+1.70876e-16j -0.00862763-7.55626e-16j -0.00343199+5.39147e-17j 0.0521734+1.10528e-15j -0.00388179+1.82207e-16j -0.00620169-9.51798e-17j -0.00408199-1.76701e-16j -0.0219664-3.12459e-17j -0.00360651+1.96598e-16j 0.00125773-1.34919e-18j 0.0164167-1.49128e-17j 0.000753888+3.11713e-16j -0.031672-4.50402e-16j -0.00540882+2.38565e-16j -0.0082903+4.02721e-18j 0.00644734+3.07261e-16j 0.0211926-1.7072e-17j 0.0139908+9.24156e-17j -0.00129896-2.10145e-16j -0.000938806+1.12788e-16j 0.00194199+7.63674e-17j 0.0275367+1.22681e-16j -0.0167996+8.03964e-17j 0.0166998+2.20288e-16j -0.0123581-1.44597e-16j -0.0117221-6.21007e-17j 0.0311817+2.34695e-16j -0.0113673+1.84016e-15j 0.0180767-7.96092e-15j 
0.0259087-6.95396e-15j -0.00439209-1.59077e-15j 0.0283801+2.85706e-16j -0.0277047-5.51097e-17j 0.0017275+2.78742e-16j -0.0123215-1.30388e-16j -0.000351786-1.72763e-16j 0.0250325+3.46802e-16j -0.0193877-9.70489e-17j 0.0255159+1.41732e-16j 0.0177732-2.29759e-17j 0.00894188+3.41199e-16j 0.00785308+4.77616e-16j -0.0100651+2.95174e-16j -0.00916517-1.33957e-16j -0.0102453-2.00173e-16j -0.0134898-1.04546e-15j 0.0122674+1.85402e-16j 0.0424243+2.94648e-16j -0.0105561-3.99375e-16j 0.0267763+4.81148e-16j -0.0167259-1.89283e-16j 0.0189716+6.31603e-16j -0.0049972-1.63302e-16j 0.0170091+6.65656e-18j 0.0231871+8.67271e-17j -0.0045011+1.93478e-17j 0.0271752+4.7242e-16j -0.0220088-1.25963e-16j 0.02132-4.05599e-16j 0.0402181+1.51274e-15j -0.00807066+3.42309e-17j -0.0188971+4.26382e-17j -0.00932893+1.09575e-16j -0.0197689-1.42864e-16j 0.00473293+1.89578e-16j 0.00105416-1.06833e-16j -0.00029506+1.41386e-16j -0.00588656+6.26787e-17j -0.0323774-6.82546e-16j 0.00856829+1.09654e-16j -0.0227184+1.30289e-16j 0.0128473+3.13675e-16j 0.00592956+5.60279e-16j 0.0150699+1.31998e-16j -0.0118144-8.17005e-17j 0.0101432-2.41356e-16j 0.00321936+1.15916e-16j 0.0202978+3.29618e-16j -0.000493688-2.28045e-16j 0.0226372+2.86045e-16j -0.0180745-2.32301e-16j -0.0084959-7.99518e-17j 0.0324136+4.86601e-16j -0.00185518+2.0224e-15j 0.0220712-8.55979e-15j 
0.00357107-2.12525e-15j 0.0165149-4.69894e-16j 0.0117804-8.86049e-18j 0.0142557-4.48317e-17j 0.0133033+1.40507e-16j -0.00694958+7.87435e-17j -0.00584787-2.53505e-16j -0.0143248+9.24277e-17j 0.00962697+1.07904e-16j -0.0218871-8.6882e-17j -0.00756224-1.4413e-16j 0.013517+2.17207e-17j 0.025175+4.15473e-16j 0.0170523+2.50721e-16j -0.0113022+7.36278e-17j 0.00138867-2.19063e-16j -0.016718-8.6501e-16j -0.00157558+1.176e-16j -0.0131248-8.56272e-17j 0.000287537-1.47008e-16j -0.0062878+2.7681e-17j -0.00924908-3.73078e-17j 0.00276652+3.08422e-16j -0.0135999-4.31538e-17j -0.0112117-6.96229e-17j 0.00351072-2.45163e-16j -0.00942102-2.23828e-17j -0.0121804+4.75461e-17j 0.0142733-1.7124e-16j -0.0186801-2.50065e-16j 0.0161361+4.6038e-16j -0.0154051+4.39738e-17j 0.0134711+2.3593e-16j 0.0155711-5.6374e-17j 0.00257504-6.64973e-17j 0.0112474-8.05681e-17j -0.0107973+3.57479e-16j -0.00780036+4.62921e-16j 0.0098076+5.05483e-17j -0.000609381-2.05085e-17j 0.00446882-3.44072e-16j 0.0106578+8.33761e-17j 0.0115515+2.44693e-16j 0.0281122+4.67783e-16j -0.00476144-9.25504e-17j -0.00192879+6.14711e-17j -0.0310269-1.91973e-16j 0.0112353+5.60958e-17j -0.0131124+1.23482e-16j -0.00753298-2.86826e-16j -0.00134452-2.36138e-17j 0.00379741+6.8594e-17j 0.0179368-1.28141e-16j 0.0049166-4.6279e-17j 0.017738+4.08035e-16j 0.00860188-1.88599e-15j 
-0.00119838+2.75212e-15j -0.0187687+4.23713e-16j -0.0029915+1.51504e-15j 0.00527283-6.30228e-16j 0.0176019-3.20866e-16j 0.00503614-1.064e-15j -0.011602+9.1518e-16j -0.00631869-6.50761e-17j 0.0133908-1.21297e-15j 0.000898576+8.39864e-16j -0.025599+1.79047e-15j 0.00440082+2.99323e-17j -0.00864606-1.24169e-15j 0.019373-2.04299e-15j 0.00696091-9.57809e-16j -0.0122065+3.37085e-16j -0.0121361-1.29888e-15j 0.0045684+1.98304e-16j -0.0374958+1.89319e-15j -0.018766+4.43873e-16j -0.00350177+7.61737e-16j 0.0150741-1.18903e-15j 0.0316922-1.07176e-15j 0.00609329-3.2057e-16j -0.000789017+1.05382e-15j -0.00469996+2.46727e-15j 0.0187849-7.43943e-16j -0.0114522-4.15706e-16j 0.0231767-1.2557e-15j -0.0375132+2.36777e-15j 0.0132435+4.57644e-16j 0.00811256-4.17146e-16j 0.0159088-1.40609e-15j 0.0241149-3.00992e-16j -0.00565999-7.72946e-16j -0.00671936+1.06839e-15j -0.00675956+7.60192e-17j 0.02058-1.64721e-15j 0.0158725+3.87752e-16j -0.00435022-1.04044e-15j -0.0164894+1.13333e-15j 0.0193826-1.59714e-15j -0.0218123+4.092e-16j 0.00409021-1.85536e-15j 0.00496886+7.90969e-16j 0.0196074-1.15838e-15j -0.0169463+7.62865e-16j -0.00280581+4.44865e-16j 0.00242488-5.89327e-16j -0.0173583+1.1036e-15j -0.00816513+1.0583e-15j 0.00329568-7.07172e-16j 0.000474247+4.55628e-16j 0.00427789+1.28526e-15j -0.0168759+3.48289e-16j -0.00121921+1.46979e-16j 
0.0253137-5.63717e-15j -0.0399076-1.13197e-15j 0.0251124-1.04282e-15j -0.0113825+5.55791e-16j 0.0200639+2.39088e-16j -0.0131018+6.93498e-16j -0.000185814-5.3244e-16j -0.00461499-1.99633e-17j -0.00828384+7.47261e-16j 0.0288744-5.45049e-16j -0.000975992-1.09011e-15j 0.0057496-1.03819e-16j -0.0518772+8.62311e-16j -0.0191994+1.44706e-15j -0.00215836+3.05775e-16j -0.0232056+3.42236e-16j -0.030718-1.14402e-15j 0.00502729+3.24863e-16j -0.0128716-1.33763e-15j -0.0222827-4.24855e-16j 0.0153648-3.39599e-16j 0.00163503+1.05976e-15j 0.0258378+9.8799e-16j 0.00454553+3.71692e-16j 0.0281508-7.73829e-16j 0.0447068-1.58256e-15j 0.0135405+5.23545e-16j -0.0202609-1.87245e-16j 0.021259+2.79753e-16j -0.00387223-1.44432e-15j 0.0257529+2.26433e-16j 0.00923048+4.60174e-16j -0.011807+9.43738e-16j 0.0269626+2.61988e-16j -0.0316043+7.04997e-16j 0.00848392-5.30913e-16j -0.00709173+2.8432e-16j -0.0107746+1.64116e-15j 0.0184468+4.72114e-16j -0.0291983+3.41223e-16j -0.0070712-5.09724e-16j -0.00985626+1.3354e-15j -0.027943-6.6406e-16j -0.0438042+1.08464e-15j 0.0260869-2.47985e-16j 0.00361555+9.37077e-16j -0.000422828-5.30836e-16j 0.00235923-2.72788e-16j -0.00265322+3.36351e-16j -0.00490472-6.81101e-16j 0.0122219-6.58366e-16j -0.0110767+4.19793e-16j 0.00443084-3.90893e-16j 0.0376511-9.01509e-16j -0.0358524+2.46019e-15j 0.0215745-1.23889e-14j 
0.00937939-2.06357e-15j -0.00935789-4.84786e-16j 0.0105719+8.16673e-17j 0.000215871+4.60089e-17j 0.00468887-3.15603e-17j -0.00957012-9.98103e-17j 0.00153878+6.33642e-17j -0.00684848-8.18447e-17j -0.0053716-1.40599e-16j 0.00167036-3.32953e-17j 0.0101096+2.82078e-16j 0.0012682-1.39215e-17j -0.0174731-9.75003e-17j -0.0170652-2.40092e-16j -0.00834146-1.08872e-16j -0.00609647+2.4574e-17j -0.00998458-4.84746e-16j -0.00525112-2.271e-16j 0.00389734+3.16763e-16j 0.00109847+1.73296e-16j 0.00405498+7.84401e-17j -0.00435818-4.33102e-17j -0.00938122-4.4237e-16j -0.00527674-1.33182e-16j 0.0102397+8.91097e-17j 0.0190321+2.1027e-16j -0.00953872-3.90953e-16j -0.0145799-3.6031e-16j 0.0105921+9.81377e-17j 0.0112269+5.09649e-16j 0.00304362-1.25903e-16j -0.00113663-2.52149e-17j -0.00812434-2.40145e-16j 0.00197393-1.49985e-16j -0.0113675-1.3618e-17j 0.00969609+2.16272e-16j 6.98137e-05+1.97919e-16j -0.0232488-5.37288e-16j 0.00455261-2.88429e-16j -0.00466087+3.33544e-17j 0.00181337+1.4947e-16j -0.00902373-2.05424e-16j -0.000338163+1.20117e-16j -0.0206518-2.62994e-16j 0.00603883+1.55492e-17j -0.00997378-3.02243e-16j -0.000573683+8.87688e-17j 0.00655738+1.35767e-16j -0.0103557-1.89053e-16j 0.00254234+1.14151e-16j 0.00631488+1.31962e-16j -5.82238e-05+1.71758e-17j 0.00844226+5.97165e-17j 0.0122878+4.37172e-17j -0.00875211+9.52583e-16j 0.0093343-4.36792e-15j 
0.00436775-7.04214e-16j -0.0102454-5.56598e-17j -0.000144333-1.99666e-16j -0.0146078-8.36135e-17j -0.00529682-2.25889e-16j -0.000589501+4.44265e-17j -0.00322079-8.9907e-18j 0.0166003+2.89834e-16j -0.00936919-1.24104e-16j 0.0116308-1.91926e-17j 0.0113613+2.34866e-16j -0.00430229-6.78766e-17j -0.00140244+2.18262e-16j -0.0112995-1.19813e-16j -0.00139217-6.23258e-17j -0.00661489+7.98332e-17j 0.00673316+6.68986e-16j 0.00110992-2.00141e-16j 0.0233771+5.36842e-16j -0.00187262+1.37557e-16j 0.0118966+1.29212e-16j 0.00145389+4.62453e-17j 0.000856378-2.87368e-16j 0.000934922-5.74784e-17j 0.00929395-1.09323e-17j -0.0036586-2.83024e-16j -0.00540986-1.79655e-16j 0.0145439+2.68396e-16j -0.00936936-3.13608e-16j 0.0164701+3.00757e-16j 0.00668296+9.47582e-18j 0.00396863+5.12314e-17j -0.010802-1.59797e-16j -0.0189935-4.81593e-16j -0.00840787+1.208e-16j -0.00499259-8.07358e-17j 0.00990585-1.60535e-17j -0.000670894-2.64204e-16j -0.00781873-3.31245e-16j -0.00539379+1.01334e-16j -0.00315411+1.5582e-16j -0.0111636-7.05499e-17j 0.00503417+2.88858e-16j -0.00590197+8.85878e-17j 0.00354097-1.32455e-16j -0.00722794-2.38591e-16j 0.0162489+2.96346e-16j -0.00170355-2.90303e-17j 0.013153+1.95507e-16j -0.00124936+7.0985e-17j 0.00732012+5.23397e-17j -0.00228465+3.75969e-17j -0.0110556-1.46123e-16j 0.00555818-1.17904e-16j -0.0106458+3.4315e-16j 0.00109451-1.46313e-15j 
-0.00124086-8.74275e-16j 0.0165138-2.73951e-16j 0.000454161-2.33262e-16j -0.00724623+3.99661e-16j -0.010189+1.39497e-16j 0.00404485-3.07435e-17j 0.00750592-1.39704e-16j 0.0107834-3.53653e-16j -0.00435228+2.32932e-16j 0.0072997-4.56759e-16j 0.00161047-1.07262e-16j 0.000214503-2.42349e-17j 0.0151838-1.87272e-16j 0.00720243-1.04607e-16j 0.00576791-6.56936e-17j 0.0105633-1.80627e-16j 0.00758273+3.18479e-16j 0.00811304-2.2695e-16j 0.0146151-5.22258e-16j 0.00283438+8.8333e-17j 0.00187518-2.41311e-16j -0.00734639+9.48386e-17j 0.00333268-2.94624e-16j 0.00403822-1.3423e-16j -0.00526455-1.09306e-16j -0.00312261-2.46485e-16j 0.00718404-2.01673e-16j 0.0216419-1.94757e-16j -0.0251871+8.65545e-16j 0.00619775-3.9714e-16j -0.000758538-2.0766e-16j -0.00375363+3.53045e-17j -0.00270888+2.36021e-16j -0.00450145+5.83786e-17j 0.00966588-5.10695e-17j -0.00372244+6.48121e-17j -0.0016437-5.27503e-17j 0.0162472-4.12994e-16j -0.0095384+2.20261e-16j -0.00396181+3.33e-16j 0.00955517-2.48743e-16j -0.00366965+2.12211e-16j 0.00619576+1.42053e-17j 0.015133-1.85591e-16j -0.00190789-1.72502e-16j 0.00296745-5.10317e-17j 0.00841722-2.78808e-16j -0.00579006+1.12928e-16j 0.0109837-3.59081e-16j 0.00763895-1.13166e-16j 0.00188909-1.8851e-16j -0.00867424+3.14504e-16j -0.00844737+2.99565e-16j -0.00446463-1.56316e-16j 0.0163096-6.17019e-16j -0.00188519+2.04366e-15j 
-0.00444571-3.07848e-15j 0.0683769-6.40903e-16j 0.0121426-5.22127e-18j 0.0115268-8.89761e-17j -0.0217485-2.10343e-17j 0.000608216+3.6137e-17j 0.0368424-4.20244e-17j -0.0128824+1.20641e-16j -0.00330432+1.33045e-17j -0.00504557+5.85139e-17j 0.00296253-5.96917e-17j 0.00783038+1.09862e-17j 0.0282662+5.82281e-17j 0.0158257-3.27871e-17j 0.00770233+3.90018e-16j 0.0450945-4.89335e-16j 0.00337613+6.63651e-17j 0.0110043+2.3615e-16j 0.00989532-7.67515e-17j 0.0243514+1.76557e-17j -0.0170319-2.41855e-17j -0.035016-3.26437e-16j -0.0219152+4.40919e-17j 0.00131557-2.67731e-17j -0.0244789-7.49765e-17j 0.0216159-3.06796e-16j 0.0126423-1.68167e-16j 0.0159742+1.12851e-15j -0.0490993+1.17247e-15j 0.0123703-2.15463e-16j -0.0253176-2.53544e-16j -0.0235091-1.41207e-16j -0.000205275+3.63369e-17j 0.0195926-6.87819e-17j 0.0378325-2.51544e-16j 0.0143611-5.78759e-17j -0.022816+3.54961e-16j 0.0103367+1.89098e-16j -0.0125525-3.45211e-16j 0.000795049+9.4336e-18j 0.0439489-4.5673e-16j -0.0044643-2.85097e-16j 0.0154162+1.83086e-16j 0.0278876+1.14816e-16j -0.0100912-8.33716e-17j 0.00404837+4.43816e-17j -0.00355673+3.58918e-17j -0.00448773-5.28772e-17j -0.012843+1.17085e-16j 0.0370778-4.36273e-17j -0.00151896+5.6173e-17j -0.0198466-5.38605e-17j 0.0101925-8.62775e-17j -0.01646+1.34429e-17j 0.0681025-1.16049e-15j 0.00111129+5.45812e-15j 
-0.00243264-2.24366e-16j 0.012986+3.79931e-17j 0.000591493-1.35923e-16j 0.00442015-1.14653e-16j -0.00610063-1.21641e-16j 0.000252241+1.42583e-16j 0.0102176+9.62073e-18j -0.0060159+1.76598e-16j -0.000956858+8.84944e-18j -0.00110283+1.07259e-16j 0.00189169-9.04217e-17j -0.000558018-5.45049e-17j -0.00141009+1.33985e-16j -0.00108505+1.41208e-16j 0.00248419+2.30881e-16j 0.010687-2.85344e-17j 0.0021693+2.67122e-16j 0.000203435+1.14875e-16j -0.000177765+4.06927e-17j 0.00744183+7.01997e-18j -0.00566217-2.19631e-17j -0.00643619+1.67132e-17j -0.0101807+9.47336e-17j 0.00143098+1.05918e-16j -0.00420381-8.5536e-17j 0.00663618-2.78222e-16j 0.0026575+8.29239e-17j -0.00129205+4.70718e-16j -0.00869054+1.21752e-16j 0.00543999-2.99562e-17j -0.012386-2.47014e-16j -0.00309958-2.99418e-18j -0.00139392+5.4123e-18j 0.00452103-9.87735e-17j 0.00864904+6.77766e-17j 0.00382965-1.69908e-16j -0.00438262+1.12621e-16j -0.0019011+3.14886e-16j -0.00250375-2.44748e-16j 0.00303856+5.56957e-17j 0.00962302-1.03618e-16j -0.00182751-3.87586e-17j 0.000618747-2.69884e-17j -0.0023642+1.66327e-16j -0.00223037-5.07316e-17j 0.000352101+1.27814e-16j 0.00168622+1.51142e-16j -0.0013785-1.35355e-16j -0.00640014+2.12718e-16j 0.0107286+3.28383e-18j -0.00144386-3.65708e-17j -0.00321606-4.83796e-17j 0.00325883-1.94613e-16j -0.00563896-1.40531e-16j 0.0126078-2.93806e-16j -0.0012554+1.46201e-15j 
0.000905127-1.74881e-15j 0.0221731-3.86431e-16j 0.0043282-1.12374e-16j -0.00703958+1.37818e-16j -0.0128829-3.97176e-17j 0.000742927-9.16032e-18j 0.0111394+5.49815e-17j 0.00949563-9.55848e-17j -0.00768841+1.99552e-17j 0.00588645-7.94148e-17j 0.00849434+2.64134e-17j 0.000717605-2.59996e-17j 0.016388-2.24523e-16j 0.00162373-1.78937e-16j 0.00227135+1.1673e-16j 0.0136349-1.48563e-16j 0.00724087+3.76155e-16j 0.00650107-1.28969e-16j 0.0227673-1.04857e-16j 0.0078072+1.00946e-16j 0.00241854-8.00244e-17j -0.0131949-8.51528e-17j -0.0055736-2.65502e-16j 0.00092935-3.83727e-17j -0.00474278-1.7185e-17j 0.0024722-6.05435e-17j 0.00131019-8.64132e-17j 0.0211511+2.20105e-16j -0.0289125+5.27297e-16j 0.0153928-7.99728e-17j -0.00269122-2.23536e-16j -0.00751836+2.92168e-17j -0.00672205-9.16246e-18j -0.00747174-1.56036e-17j 0.010182-3.64765e-17j 0.000746019+4.50135e-17j -0.00173414-2.9367e-17j 0.00747244-3.05557e-16j -0.0118186-1.37831e-16j -0.00402376+1.33004e-16j 0.0152075-8.48199e-17j -0.00891986-5.88265e-17j 0.0120139+6.55891e-17j 0.0132617-2.25861e-16j -0.00244417-9.47179e-17j -0.00299581-7.8022e-17j 0.00972002+4.52984e-17j -0.00339872-1.20338e-18j 0.00728612-1.28128e-16j 0.0125578+8.43334e-17j 0.0046894-3.24398e-17j -0.00987834+5.60824e-17j -0.00545988+8.86595e-17j -0.00323872-5.99304e-17j 0.0217643-3.76449e-16j 0.000772003+1.5311e-15j 
