0.00889254-1.29899e-15j -0.0207406-2.80625e-16j 0.00606105-6.53064e-17j -0.00787991+6.52148e-17j 0.00814609+1.09141e-18j -0.004158+2.38549e-17j -0.00728726+7.09588e-18j 0.00495662+6.63881e-18j -0.00334534-4.08686e-18j 0.00935719-1.392e-17j 0.00153877+5.79905e-18j 0.000862615-9.04705e-18j -0.0133097+3.92058e-17j -0.00759461+6.54885e-17j -0.00320286-8.46095e-17j -0.0142237+1.6846e-16j -0.00809799-3.59242e-16j 0.000442243-9.89106e-20j 0.00139647+1.55838e-17j -0.0101301-3.61071e-17j 0.00959449+5.13277e-17j 0.00472299+1.23251e-16j 0.0115098+4.00311e-17j -0.000242356+3.09901e-17j 0.0119075-2.87671e-17j 0.00688649-1.15398e-17j -0.000698783+3.86818e-17j -0.00307254-2.20047e-16j 0.0104113-2.87282e-16j -0.000441843+1.3737e-17j 0.0151243+1.97947e-16j 0.00494478+9.75473e-17j -0.00445313+7.06577e-18j -9.69345e-05-1.12844e-18j -0.015572+1.16102e-16j -0.000552176+3.06358e-17j 0.0031823-6.5555e-18j -0.00393424+5.4458e-17j 0.00500442+1.05276e-16j -0.00974953-5.88115e-17j -0.00857088+1.21437e-16j -0.00382526+1.34239e-16j -0.0061001-6.39972e-17j -0.0120108+4.26063e-18j 0.00857787+2.87989e-17j -0.00171737+1.48951e-17j 0.00166513+4.53924e-18j 0.00181556+7.77091e-19j 0.00468523+8.38645e-18j -0.00821691+4.65009e-18j 0.00550766-8.16404e-18j -0.000548805+3.61148e-18j -0.00218924-3.53349e-17j 0.0143055-4.15432e-17j -0.0196089+9.49862e-16j 0.006681-4.37045e-15j 
0.00754518-2.84742e-15j 0.00920717-6.18968e-16j 0.0141858-7.60492e-17j 0.00365689+7.07713e-17j 0.00378426+5.19217e-19j -0.00511568+3.34433e-17j 0.0106629-7.22579e-18j -0.01033-3.65771e-17j -0.000853246+1.64016e-17j 0.00462789-3.90497e-17j -0.00322636+3.43026e-18j 0.00694577-5.31596e-17j -0.00761047+1.31751e-17j 0.00240911+8.22274e-18j 0.000792705+6.05345e-17j 0.00611867-9.78762e-18j -0.0137479-7.0288e-16j 0.0050296+1.57746e-16j -0.00859591-1.04867e-16j -0.00108701+8.43142e-18j -0.00245079-5.57955e-18j -0.0108504+3.01102e-18j 0.00415867+1.81205e-19j 0.00060546+2.93536e-17j -5.44807e-05-7.03188e-17j 0.0238732-1.39071e-16j 0.00942205-1.10991e-16j -0.00682961+1.38753e-16j -0.00314794+3.16755e-16j -0.00399415-1.28117e-17j 0.00289896-2.61263e-17j -0.00592904+3.44041e-17j -0.000419034+3.42633e-17j 0.0218262-2.50114e-17j 0.00150163-2.28258e-18j 0.00938061+4.30503e-17j -0.0127667+3.07556e-16j -0.000758782+1.80585e-16j 0.00597468+5.22409e-17j -0.00979518-1.26114e-17j 0.0112856-1.32109e-16j -0.00113263-1.96169e-18j -0.00591508-4.77944e-17j -0.00317393-4.24197e-17j 0.00553101+1.30211e-17j 0.00433473+4.73368e-17j -0.00817963-4.57483e-18j 0.000945132+4.40771e-18j -0.008537-4.02492e-17j 0.00825459-7.93673e-18j 0.00230949-9.10137e-19j -0.00920527+2.18591e-17j 0.00868088-4.88582e-17j 0.00855179-8.71793e-17j 0.0108913+5.6439e-16j 0.0090023-2.66511e-15j 
0.000532139-4.08108e-16j 0.00355198-7.1727e-17j 0.00197078-3.25192e-17j -0.000138416-2.00772e-17j -0.00378433+2.55155e-17j 0.000524959+6.5565e-17j 0.00924011-1.84182e-17j -0.00300832+6.06098e-17j -0.00237652+5.22663e-17j 0.00708361+5.29473e-17j -8.37638e-05-1.50675e-16j -0.00107226+2.88007e-17j -0.0106182+9.00149e-17j -0.00277285+1.99293e-16j 0.0049575+1.01629e-16j 0.00587597-1.27613e-18j -0.000275023-5.12326e-17j 0.00266965+1.75003e-16j -0.00224526-1.40849e-16j 0.00161437-9.0222e-17j -0.002025-9.47528e-19j -0.00330149+4.67828e-17j -0.00163651+2.42974e-16j 0.00495229+7.4338e-17j 0.000968986-8.3176e-17j 0.0102542-1.43781e-16j 0.00845906+1.08799e-16j -0.000487845+2.78835e-16j -0.00737117+2.38123e-16j 0.00340415-1.98635e-16j -0.00799536-9.19347e-18j 0.00114114-2.12868e-17j -0.00326012+6.82555e-17j 0.0073868+9.98684e-17j 0.00344482+2.19819e-17j 0.00159579-7.01336e-17j -0.00416139+7.61291e-18j 0.00248559+2.9805e-16j -0.000546717+1.74475e-17j -0.00226723-7.4242e-17j 0.00609871-5.87314e-17j -0.00271892+8.00374e-17j -0.00643234-1.44274e-16j -0.00934985+1.50327e-16j 0.00256668+3.99415e-17j 0.00363175+1.74567e-16j 0.00496737-4.08787e-17j -0.00351885-7.33526e-17j -0.00224447+1.2004e-16j 0.00865563-5.31603e-17j -5.14624e-05-2.52547e-17j -0.00556996-5.02333e-17j -0.000209148-7.26766e-17j -0.000559152-1.15707e-17j 0.00378677-2.8571e-17j 0.000242674+2.02581e-16j 
-0.000245057-6.65481e-16j 0.0100569-1.45438e-16j 0.00316813-1.12189e-16j 0.00602072+6.51952e-17j -0.00230238+7.54107e-18j -0.00250865+3.37215e-17j 0.00731532-1.13694e-16j -0.00851901-3.87634e-17j -0.000313667+6.08518e-17j -0.00431353-1.76909e-16j 0.00281984+1.04459e-17j 0.00104465-3.77638e-17j -0.0018441+1.21323e-16j -0.00274927+8.04687e-18j -0.00139499+2.85316e-17j 0.0072808-1.20533e-16j -0.00180811-1.33057e-17j -0.00194759-1.14412e-16j -0.00142672-1.39838e-17j 0.00671314+9.55139e-17j -0.00495288-6.932e-17j -0.00653826+4.20111e-17j -0.010989-1.9298e-16j -0.00188977-8.45085e-17j -0.00279605-6.25529e-17j 0.00864246-2.37165e-16j -0.0019306-2.57228e-16j -0.00655506-7.00112e-20j -0.00183813+4.00623e-16j 0.00446685+4.83031e-17j -0.00833005-2.27961e-16j -0.00433855-3.84351e-17j -0.000877312+3.34468e-17j 0.00518353-1.53197e-16j 0.00496694-1.47078e-17j 0.00637768-1.47081e-17j -0.00427109+2.08032e-16j -0.00833719-1.37074e-16j 0.000183048-1.83341e-16j 0.00260262+2.0115e-16j 0.00803517-1.63906e-16j -0.00170013-2.33112e-17j 0.00202743+1.08463e-16j -0.0032431+6.76725e-17j -0.00165251-1.10739e-16j -0.0024357-8.49148e-17j -0.00268151-4.44973e-17j 0.00188203+5.52889e-17j -0.00953926-6.20033e-17j 0.00790531-8.84484e-17j -0.000466151-3.92199e-17j -0.00114844+1.39645e-16j 0.00685431+1.07887e-17j -0.0021771-1.24e-16j 0.00990087-1.05877e-16j 0.00138561+2.31158e-16j 
-0.00408242+1.61192e-15j -0.00851137+3.40064e-16j -0.00809062-1.55887e-16j -0.00318178+1.28952e-16j -0.00186104+4.50684e-17j 0.00494324+2.8073e-17j -0.00259153-1.25733e-16j 0.00501917-8.26089e-17j 0.000733275+1.35532e-16j 0.00458346-2.37591e-16j -0.00303291-8.93274e-17j -0.00459774-2.14582e-17j -0.00534177+8.72342e-17j 5.62603e-05+8.05599e-17j 0.00513804-1.12348e-16j -0.00285018+3.43039e-17j 0.00641582+3.81165e-16j 0.000512791-8.72312e-17j -0.00238454-1.9214e-16j -0.00297821+1.54524e-17j 0.00066631-1.08185e-16j 0.00797602+1.76452e-16j 0.00440675-3.06962e-17j 0.00527088-3.69758e-17j 0.00160167-8.50083e-17j -0.00872129-2.40055e-16j 0.00500097-4.33327e-17j 0.00359367-1.61237e-16j 6.03057e-05+1.45255e-16j -0.00205742-1.84444e-16j -0.00381565-9.25838e-17j 0.00702965-2.06902e-19j 0.000287945+1.42024e-16j -0.00437281-4.37195e-17j -0.00045305+4.92974e-17j -0.00709592-6.91918e-17j 0.00424498-9.1221e-17j 0.00810013-5.35279e-17j -0.00145824+1.66061e-16j 0.00242111+1.81877e-16j -0.0065799-6.13201e-17j 0.001956+1.97403e-16j -0.00597575-3.94282e-17j -0.0044745+8.5399e-17j 0.000190504-7.99512e-17j 0.00426173+3.01133e-17j 0.00703942-1.3325e-16j -0.00445111+2.3987e-17j 0.00627568-6.07613e-17j -0.00274474-1.16446e-16j -0.00254777-1.26253e-16j 0.00167052+1.75331e-16j -0.00717578+8.71066e-17j -0.00412431-1.20262e-16j -0.00895862-3.78046e-16j -0.00566576+1.36198e-15j 
8.53762e-05-3.70372e-16j 0.00351778-7.69434e-17j 0.00191149-1.296e-16j 0.0044291+7.29476e-17j 0.00419159+8.27604e-17j -0.00121038+1.17447e-16j -0.00271637-1.17268e-16j -0.00402905-3.7156e-17j 0.0036312+1.60283e-16j -0.00676721-8.69287e-17j -0.00333867-2.41461e-16j 0.00346186-7.22873e-18j 0.00718679+1.31774e-16j 0.00574746+2.53542e-16j -0.00273971+1.04641e-16j -0.00024519-4.0761e-17j -0.00416507-1.86532e-16j -0.000669832+5.38367e-17j -0.00540152-3.13203e-16j -0.000480399-9.88135e-17j -0.00220159-1.00055e-16j -0.0011108+1.1635e-16j 0.0016446+2.23162e-16j -0.00349785+5.92201e-17j -0.00351876-1.09618e-16j -0.00101612-2.18914e-16j -0.00226163+1.50183e-16j -0.00379501-5.33628e-17j 0.00537141+1.00397e-17j -0.00697413-3.32142e-16j 0.00431369+6.1001e-17j -0.00355271+7.03812e-17j 0.00480816+2.20198e-16j 0.00428368+1.09503e-16j 0.000793205+6.45581e-17j 0.00222592-1.12768e-16j -0.0026276+5.14813e-17j -0.00111766+3.40427e-16j 0.00312772+1.00335e-16j 0.000701369+7.87493e-17j -0.000177229-1.84935e-16j 0.00426021+2.07058e-16j 0.00250486-6.65246e-17j 0.00834317+2.2254e-16j -0.00171266-6.56599e-17j 0.000272512+1.85865e-16j -0.00911995-1.4609e-16j 0.00289588-3.95312e-17j -0.00333178+3.96123e-17j -0.00329915-1.56286e-16j -0.00122115-1.32238e-16j 0.00197544+7.52384e-17j 0.00464476-4.80975e-17j 0.000513423-1.34058e-16j 0.00380454+3.4815e-17j 0.00147697-3.6426e-16j 
0.00351839-1.30411e-16j -0.0135529+1.64809e-17j 8.04781e-05+3.18586e-18j -0.00996209-9.33641e-17j 0.00281706-5.00407e-17j 0.00220853+4.1187e-17j -0.00520539+7.70938e-17j 0.01068+1.71734e-16j -0.00191965-4.47047e-17j 0.012068+1.92279e-16j -0.00358479-6.09465e-17j -0.000641994+1.8745e-17j -0.00459913+4.69924e-17j 0.00167348+1.23416e-16j 0.00377883-1.94184e-19j -0.00847971+1.8192e-16j -0.000748629-3.14742e-17j 0.00521798+2.33519e-16j 0.00159538+3.86176e-17j -0.0102755-1.47363e-16j 0.00771027+1.10903e-16j 0.00602725+3.1538e-17j 0.017162+3.43292e-16j 0.00491645+1.41571e-16j 0.00629093-1.50929e-17j -0.00247435+1.48574e-17j 0.00779779+3.17078e-16j 0.00884675+2.35447e-16j -0.00117214-4.6698e-16j -0.00438531-1.42369e-16j 0.011377+3.30814e-16j 0.00608173+7.77832e-17j -0.00159087+1.456e-17j -0.00124338+7.18907e-17j -0.00751086+8.55761e-17j -0.0068562-7.15425e-17j 0.00270053-1.5869e-16j 0.0124314+3.95816e-16j 0.000547374+2.12034e-16j -0.00831434-2.40035e-16j -0.00744129+1.45897e-16j -0.000347803+1.11949e-16j -0.00686973-1.28509e-16j -0.00137429+9.93756e-17j 0.0057659+1.01911e-16j 0.00511828+1.70971e-16j 0.00567421+8.7957e-17j -0.00391635-1.17683e-16j 0.0125092+2.15838e-16j -0.00673632+4.68775e-17j 0.00238485+1.90573e-17j -0.00304327-1.49764e-16j -0.00917661-1.2807e-16j 0.00665619+5.07639e-17j -0.0127833+3.86269e-16j 0.000894558-1.45621e-15j 
-0.00706543+1.4034e-15j 0.00843335+4.1579e-16j -0.00814959-1.73054e-16j -0.0026573-1.28983e-16j -0.0088729-1.91241e-16j 0.00779059+1.26442e-16j 0.00530655+6.96493e-17j 0.00617985+2.06764e-16j 0.000211707-5.81947e-18j 0.00502169+1.30235e-16j -0.00398626-6.41447e-17j -0.00368654-8.69366e-17j 0.00541156+3.95107e-17j 0.0071642+4.92316e-17j 0.00941965+1.62804e-16j 0.00845947+7.29854e-17j 0.0107286+7.33575e-16j 0.00497464+1.68758e-16j 0.0015428+3.75963e-17j 0.00181969+9.32708e-19j -0.00281261-2.92412e-17j 0.00132016+2.11981e-17j 0.00264486+1.26568e-16j 0.0075245+1.59417e-16j -0.00559598-6.69847e-17j -0.0091565-2.67522e-16j 0.0105838+2.37729e-16j 0.0134148+5.74195e-16j -0.0157351-1.12786e-16j -0.000446731-9.88554e-17j -0.00960729-2.10684e-16j 0.00260694+2.78566e-17j 0.0010732+1.59495e-17j -0.00235681-1.20957e-16j 0.0103788+8.68688e-17j -0.00724981-2.20872e-16j 2.02311e-05-7.88805e-17j 0.0174997+3.56962e-16j -0.00656082-2.62631e-17j 0.00286519+3.77273e-17j 0.00271005-2.39292e-17j 0.0020248+5.95488e-18j -0.00219651-6.59023e-17j 0.006727+8.0639e-17j -0.00311474-3.727e-17j 0.00747641+1.66096e-16j 0.00865638+2.23235e-16j -0.00780176-1.89488e-16j 0.00812227+2.44052e-16j 0.00507588+7.42541e-17j -0.00371657-6.72186e-17j -0.00352252-6.00504e-17j -0.00881283-1.71919e-16j -0.0104931-1.42134e-16j 0.00774586-7.61134e-16j -0.00783589+3.62045e-15j 
-0.000820841-2.22423e-16j 0.00581925-3.27954e-18j 0.000964279-1.02915e-16j 0.00558559-2.95548e-17j -0.000577798-8.13831e-17j -0.00277027+9.41159e-17j 0.00152558+1.64158e-17j -0.00628061+3.22718e-17j 0.000519723+7.65193e-18j -0.00800523+2.96631e-17j 0.00404146-2.67398e-17j 0.000548128-5.98839e-17j 0.00219637+1.63386e-17j -0.00336413+3.37302e-17j -0.00441923+1.53957e-16j 0.00294944-2.08313e-17j -0.000566135+1.18965e-16j -0.00440775-7.6896e-17j 0.000836881+3.47622e-17j 0.00605476+6.86512e-17j -0.00332492-5.89597e-17j -0.00353452+2.66618e-17j -0.0114812-1.06656e-16j -0.00459121+4.10703e-17j -0.00221617-2.83952e-17j 0.00204548-1.07165e-16j -0.00786953-4.27358e-18j -0.00682765+2.77999e-17j 0.00326479-6.15769e-18j 0.00424368+9.56897e-17j -0.00486295-2.65309e-16j -0.00386214+2.86113e-17j 3.07229e-05-2.15318e-17j -0.00111597-7.26531e-17j 0.00202662+7.21594e-17j 0.00500591-7.57805e-17j -0.000435486+1.01744e-16j -0.0113285+3.22138e-17j 0.000101463-2.58271e-16j 0.00470412+1.36619e-16j 0.00347241-5.46842e-17j -0.000952124-4.87119e-17j 0.00548168+2.07e-17j -0.000632646+1.74178e-17j -0.00302862-7.50944e-17j -0.0054577+9.29398e-18j -0.00378974+1.05178e-16j 0.00387346-5.26344e-17j -0.00815899+3.80375e-17j 0.00279082+2.3628e-17j -0.000318706-4.17657e-17j 0.00284645+1.35232e-17j 0.00636377-9.46659e-17j -0.00208563-1.38508e-16j 0.00536703-2.91164e-17j 0.000693799+9.12686e-17j 
-0.00114171+1.8341e-16j 0.000613969+5.30842e-17j -0.000559193-1.2827e-16j 0.00387083+4.7624e-17j 0.00290085+1.63783e-17j -0.00016899+7.51622e-17j -0.0023003-9.97844e-17j -0.00359235-1.53748e-17j 0.00318355+9.628e-17j -0.00515306-1.16712e-16j -0.00288553-9.41178e-17j 0.00136082-3.93851e-17j 0.00273208+1.24876e-16j 0.00329399+1.1213e-16j -0.0013313+2.37251e-17j -0.000646866-1.43021e-17j -0.00192964-1.34922e-17j -0.0013678-2.02862e-17j -0.00574814-1.25335e-16j -0.000239663-3.66372e-18j -0.00234912-7.57463e-17j 0.000995833+9.97028e-17j 0.000288698+2.87265e-17j -0.00181506+8.08703e-18j -0.0022786-7.3262e-17j -0.00198413-2.12532e-16j -0.00138939-2.26217e-18j -0.00432808-6.73765e-17j 0.0055885+2.85864e-18j -0.00538173-1.17434e-16j 0.00084223-4.84897e-17j -0.00108648+3.39353e-17j 0.00372567+1.21021e-16j 0.0027122-4.81448e-17j 0.00055703+4.99156e-17j 0.000864601-8.40791e-17j -0.00112519+8.19082e-17j -0.00116926+1.3366e-16j 0.00252255+2.9575e-17j 0.00208905+1.31289e-16j -0.00150941-1.24899e-16j 0.00371132+1.10392e-16j 0.000298056+1.31724e-17j 0.00350473+1.35893e-16j -0.00148269-7.94539e-17j 0.000636009+5.55966e-17j -0.00578684-6.16064e-17j 0.00167297-6.39161e-18j -0.00295672+9.91474e-18j -0.0026366-1.02557e-16j -0.00185111-9.1828e-17j 0.00255363+1.02456e-16j 0.00307792-2.90465e-17j -0.000939876-1.36225e-16j 0.000660921-5.64567e-17j -0.000246191+5.15199e-17j 
0.00313226-7.16747e-16j -0.00258982-1.28559e-16j 0.00267336+8.68518e-18j -0.00578376-7.29368e-17j 0.0024904-3.11476e-17j 0.000511801+7.76992e-18j -0.00398999+9.88667e-18j 0.00732018+1.44536e-16j -0.000606939-4.51872e-17j 0.00462508+9.36825e-17j -0.00254362+1.4823e-17j 0.00237864+1.10505e-17j 0.00646765+9.14873e-17j 0.005468+2.92435e-17j 0.00047236-1.73791e-17j -0.00386997+4.74738e-17j -0.00209336-9.55981e-17j 0.00443702+1.30587e-16j 0.00329797+1.05335e-16j -0.00604759-8.44668e-17j 0.00500736+1.01848e-16j 0.000538577-3.53201e-17j 0.0121638+1.82267e-16j 0.000533721+4.38175e-17j 0.00113223+3.1343e-18j -0.00239589-2.24918e-17j 0.00306897+1.27223e-16j 0.00847292+2.10921e-16j -0.00291522-3.17006e-16j -0.00439968-6.96056e-17j 0.0117623+3.16666e-16j -0.000166209+5.09094e-17j 0.00072252+1.14453e-17j -0.000428877-4.18904e-17j -0.00318499+1.1964e-17j -0.0030337-3.3472e-17j 0.000115484-2.99105e-17j 0.00897886+2.14131e-16j -4.15254e-05+1.14346e-16j -0.00646451-1.51182e-16j -0.00241144+4.22938e-17j 0.000594279+2.96588e-17j 0.000494953+4.87235e-17j 0.0086201+1.03383e-16j 0.00228961+3.10076e-17j 0.00241118+3.82219e-17j -0.0006282+5.88088e-17j -0.00096726-4.17197e-17j 0.00839583+1.45708e-16j -0.00507296+3.98655e-18j 0.00225407+3.8645e-17j -0.00260925-7.55669e-17j -0.00435636-8.73463e-17j 0.00493225+4.48046e-17j -0.00192738+2.71451e-16j 0.00222287-1.02881e-15j 
0.00294783-3.59757e-16j -0.00786662-7.27535e-17j 0.00302257+6.20507e-18j 0.0038076-1.27104e-17j 0.00544712-3.29197e-17j -0.00445611+1.00716e-17j -0.00226137+3.07755e-17j -0.00709949-1.62936e-17j 0.000593904-4.24361e-17j -0.00347221+2.30614e-17j 0.0020265+6.59001e-17j 0.000637031-3.02389e-17j -0.0100373-8.54969e-18j -0.00709968-2.43706e-17j -0.00490241-3.03096e-18j -0.00524092+6.30633e-17j -0.00612174-2.49691e-16j -0.00485808-6.31425e-17j -0.00525585+1.04197e-16j -0.000291734+5.76676e-17j -0.000252486+9.10082e-18j 0.00112376+3.07292e-17j -0.00462048-1.19931e-16j -0.00351383-7.87228e-19j 0.00424049+2.05708e-17j 0.00679739+6.10671e-17j -0.00584208-8.25388e-17j -0.0132732-2.04397e-16j 0.0131158-1.18769e-16j 0.000315484+2.16042e-16j 0.000830173-1.04974e-16j 0.000491361+1.0936e-17j -0.000725246-7.90973e-17j 0.00298641-4.51399e-17j -0.00636738+4.68566e-17j 0.00475538+3.55995e-17j 0.000141078+1.06017e-16j -0.0134313-7.15536e-17j 0.00524083-1.25756e-16j 0.000652805+3.19703e-17j -0.00268111+5.82598e-17j -0.00070988-5.51685e-17j -0.00205189-6.13345e-18j -0.0109108-6.03821e-17j 0.00202621+8.3933e-18j -0.00406176-5.63456e-17j -0.0045157+5.87045e-17j 0.00447251+1.77245e-17j -0.00815386-3.5707e-17j -0.00203299+4.01272e-17j 0.00078771+2.32522e-17j 0.00354773-3.75337e-18j 0.00655072-3.30758e-17j 0.00486762-3.69241e-17j -0.0076205+4.45281e-16j 0.00345102-2.03247e-15j 
-0.00218053+1.00148e-15j -0.00241799+2.26066e-16j -0.00263191+2.50678e-16j 0.0043543-3.10795e-16j -0.000347332+8.25593e-17j -0.000245897-6.12035e-17j 0.0018913-2.0463e-16j -0.00613545+3.71014e-16j 0.000981123-9.26177e-17j -0.00243072+9.93104e-17j 0.000700978+5.42354e-17j -0.0023136+1.63689e-16j -0.00916268+5.882e-16j -0.00502112+2.2862e-16j 0.000129641-1.23736e-16j 0.000699907-1.41e-16j 0.000714932-6.16127e-17j -0.00373421+1.411e-16j -0.00552423+4.64086e-16j 0.00283061-1.48383e-16j -0.00355665+2.68022e-16j 0.00183742-9.8399e-17j -0.00743916+3.63353e-16j 0.000442661-1.3149e-16j 0.000716141+2.82868e-17j 0.00220289-9.55666e-17j -0.00118508-1.5407e-16j -0.00876211+4.02721e-16j 0.00553747-1.40668e-16j 0.0015734+6.92166e-17j -0.00862433+4.99526e-16j 0.0020671-2.04466e-16j -0.000322823-5.58049e-17j 0.00157475-1.90078e-16j 0.000480006-1.50118e-16j 0.00167425-5.42294e-17j 0.000270836+6.06888e-17j -0.00686091+1.84436e-16j 0.00157611-1.64265e-16j 0.00465664-2.69454e-16j -0.000520217+1.60065e-18j 0.000276249-1.09003e-16j -0.0033684+2.60221e-16j -0.0101037+5.90771e-16j -0.000591428+6.3575e-17j -0.000801755-8.40277e-17j 0.000534152-7.36527e-17j 0.000492353+6.1675e-17j -0.00650121+3.56283e-16j 0.00239605-2.19247e-16j -0.00211812+1.9512e-16j 0.00266678-1.10651e-16j 0.00310583-1.38726e-16j -0.00279746+2.7136e-16j -0.00280587-2.55873e-17j -0.00179594+6.5244e-16j 
0.00599508-2.0655e-15j 0.00437217-4.33952e-16j 0.00917907-5.93376e-17j -0.00044123+2.0837e-17j 0.00506137-2.22647e-17j -0.00434544+4.19881e-17j -0.00203766+1.06037e-17j -0.000133371+2.39467e-17j -0.000124651-6.03829e-18j -0.00209969+2.598e-17j -4.13177e-05-3.12077e-19j 0.00628316-3.41874e-17j 0.00951329+6.74452e-18j 0.004501-7.09974e-19j -0.00498021+6.73195e-17j -0.00155108-3.95199e-18j -0.00835762-3.76789e-16j 0.00216417+3.78988e-17j 0.00251731-6.27331e-18j -0.00245822-1.77097e-17j 0.00280973+1.86039e-17j -0.0058879-2.1608e-17j 0.00562186+1.88419e-17j -0.00502063+3.49368e-17j -0.000615943-1.69974e-17j 0.00554934-3.93721e-17j -0.0029486+3.90917e-17j 0.00106377+3.49736e-17j 0.000749644-1.41852e-16j -0.0033004-2.53928e-17j 0.0131445+1.33358e-16j -0.00636564+9.36142e-17j 0.00133673+2.97323e-17j 0.00435334-2.5044e-17j -0.00279367+3.43669e-17j 0.00434148+2.4857e-18j -0.00374819+1.25524e-16j -0.00153928+1.29668e-16j 0.00250753+3.43043e-18j -0.00656823-2.18737e-17j 0.00283637-5.05584e-17j -0.000192929+1.37134e-17j 0.00541578+5.21307e-17j 0.0106054+7.48614e-19j 0.00146035-2.56225e-17j -0.00201563+1.35731e-17j -0.0086742+4.3786e-17j 0.00402425-1.64199e-17j -0.000289111+1.91512e-17j -0.00283771+9.86558e-18j 0.00355214-4.5056e-18j -0.00232509-1.09829e-17j 0.00418996-6.98866e-17j 0.00776784-6.01376e-17j 0.00532231+5.08581e-16j 0.00691817-2.31342e-15j 
0.00211705-8.3584e-16j 0.00450991-1.71108e-16j 0.00322609+5.71961e-17j -0.00579233-8.60292e-17j -0.00178151+3.67226e-17j 0.00224516-9.47141e-18j 0.00348078-4.41389e-17j 0.00630089+1.72837e-16j -0.00174455-1.39581e-17j 0.00902955+8.59632e-17j -0.00376121-5.20152e-17j 0.00198312+6.7601e-17j 0.00404913+1.75715e-16j 0.00704219+1.17658e-16j 0.00522567-1.34434e-17j 0.00294973-2.98938e-17j -0.000632903-1.28857e-16j 0.00771157+2.46602e-16j 0.00246568+2.88169e-17j -0.0041214-1.55791e-16j 0.00264394+1.25777e-16j -0.00285037-6.33383e-17j 0.0117881+3.46435e-16j 0.00453891+2.80934e-17j -0.000846827-2.85507e-17j 0.00245344-8.49153e-17j 0.0105318+1.24123e-16j 0.0117772+4.3142e-16j -0.0121515-4.25942e-17j -0.00302154-2.29269e-16j 0.00549384+4.11467e-16j -0.000530844-1.22288e-17j -0.000379985+6.38397e-17j 0.00469988+1.76936e-17j 0.00242763-5.79159e-17j -0.00281901-3.95746e-17j -0.00362167-3.27032e-17j 0.0148166+3.24922e-16j -0.00188556+1.78286e-16j -0.00759204-2.3238e-16j 0.00349712-2.80705e-17j -0.000288702+5.2835e-17j -0.0025586+2.40946e-17j 0.00744704+2.23252e-16j 0.00266857+6.37963e-17j 0.00632632+9.93763e-17j 0.002685-3.54994e-17j -0.00445564-3.78337e-17j 0.00834313+1.96669e-16j 0.00188655-6.91399e-17j 0.00148234+5.58745e-17j -0.00740868-9.44117e-17j -0.00551736-7.47376e-17j 0.00224316+1.18932e-16j 0.00524251+5.34518e-17j 0.00123897+2.49139e-17j 
-0.000799218-5.29053e-17j 0.00504527-3.02841e-17j -0.000445075+4.26535e-17j -0.00152127+1.33765e-17j -0.00186131+2.32561e-17j 0.00105665-4.35685e-17j -0.000561045+6.35465e-20j 0.00371796-2.37469e-17j -0.000195669-8.34281e-18j -0.000930039-1.40033e-17j 0.000261307+2.71292e-17j 0.000703062+2.08825e-17j 0.00913298-4.78775e-17j 0.00379017-6.90208e-17j 1.67918e-05-2.30817e-17j 0.001885-5.82599e-17j 0.00229447+6.39626e-17j 0.00155974-2.88152e-17j 0.00477986+1.00759e-18j 0.000718479-9.08083e-19j 0.00070895+7.68281e-18j -0.00156192-6.21995e-17j 0.00119575-2.84917e-17j -0.000674823-3.68854e-17j -0.00263014+3.04894e-17j -0.0044281+6.44061e-17j -0.000719825-1.43527e-17j 0.00656216+1.28002e-17j -0.00533113+3.5299e-17j 0.000336844-2.86368e-17j 0.00216603+7.13602e-17j -0.00205742-8.22692e-18j 0.000723915+1.37664e-19j -0.00335516+1.39404e-17j 0.0024775-5.34832e-17j -0.00136226+3.47178e-17j 0.000456611-4.4009e-17j 0.00412237-9.85063e-17j -0.00267117+3.11276e-17j -0.000127284-1.60694e-17j 0.00136423-9.63597e-18j 0.000169057-2.72969e-17j 0.00444519+5.91273e-17j 0.00873939-4.04222e-17j -0.00183933-5.61197e-18j -0.000232873-4.55439e-17j 0.000150169-2.49335e-17j -0.000432883+2.83128e-17j 0.00357835-3.85735e-17j -0.000341685+4.78513e-18j 0.000346667+1.80045e-17j -0.0007351+1.93808e-18j -0.00199384+5.23063e-17j -0.00159728+5.47682e-17j 0.00489545-1.61507e-16j -0.000699104+7.42154e-16j 
