-0.0295462-1.77517e-14j 0.025253-3.94248e-15j 0.0146833+1.48563e-16j -0.0217251-1.50391e-16j 0.0111665-1.33552e-18j -0.00928279+3.99682e-18j -0.00652489+7.16063e-18j -0.00400888-4.24412e-18j -0.010577+4.86903e-17j 0.01585+2.58982e-17j 0.00327232-1.5724e-17j -0.00569929+1.00842e-17j -0.0178729-1.34719e-17j -0.0172016+8.69094e-17j -0.000157672+2.68085e-17j -0.0103744-4.48972e-16j 0.0113155-2.54939e-17j 0.0110481-1.15624e-15j -0.0253471+4.94984e-16j 0.00382908-1.87853e-16j 0.0198163+6.72434e-17j -0.00626078-8.53884e-18j 0.0180783-3.16741e-18j 0.0128064-5.85012e-16j 0.0169276+3.8458e-16j 0.0111139-1.36355e-16j -0.00934188+4.5482e-16j 0.0168684-4.50745e-16j -0.0067521+1.57304e-16j -0.0145251+7.12792e-17j -0.00984352+2.11319e-16j 0.00422774+7.27344e-16j 0.0246687+1.40136e-17j 0.00144156-3.49526e-16j -0.0280168+5.20282e-17j -0.00121421-8.83196e-17j 0.000500098-1.73626e-17j -0.00386812-2.51407e-15j 0.00222989+3.05941e-15j -0.00225588-5.42834e-15j -0.00788039-3.76122e-17j 0.0136597+4.31115e-16j 0.0110866+5.99814e-17j 0.010755-2.06955e-16j 0.0234267-6.33848e-17j -0.00374849-1.05577e-16j 0.00201263-2.26989e-17j 0.0182904-5.43192e-17j 0.0342413+7.21232e-17j -0.00991629-1.08662e-16j -0.0142304-1.00044e-16j 0.00489341+2.27666e-17j -0.0115944-2.57707e-17j 0.000223283-6.60217e-17j 0.0057491+6.8009e-17j -0.00225681-1.15838e-17j -0.00993502+1.81631e-17j 0.00181268-3.87122e-17j -0.00978793-3.26991e-17j 0.00914641+8.94923e-17j 0.0119478+7.7785e-17j 0.00494776+5.58074e-17j 0.00647979-2.15129e-17j -0.00667749+5.32547e-17j -0.00897549+1.25633e-17j 0.0215985-2.43822e-18j 0.00182153-1.7095e-17j -0.00288851+5.48209e-18j 0.00930637-5.49918e-17j 0.0107659-8.90882e-18j -0.0010957-4.21662e-17j 0.0120414-2.13436e-17j -0.00274342+3.9581e-17j -0.00454534-1.72674e-17j 0.0320133-2.45402e-17j -0.0273249-1.33053e-14j 0.0198003+5.98493e-14j 
-0.0082727-3.38302e-15j 0.0164369-7.68869e-16j -0.00159713+3.81978e-17j -0.0208349-7.87993e-17j 0.00181937-3.51951e-18j 0.00798086+5.19269e-17j 0.00486119+1.04063e-17j 0.00782205+2.88993e-17j -0.00028321+3.07396e-17j 0.0239711+6.36006e-17j -0.00703302-1.99339e-17j 0.00194467+2.22096e-17j -0.0162045-3.65978e-18j -0.00654172+6.21657e-17j -0.00245837-3.87934e-18j -0.00455703-1.77052e-16j 0.000817715-2.54727e-18j -0.00572892+6.55686e-16j -0.0155375+4.28372e-16j 0.0110527-1.06609e-16j 0.0205596+7.38575e-17j -0.00339178-4.43536e-18j 0.0131216+2.39604e-17j 0.00311813-1.95271e-16j 0.00847365+2.17876e-16j 0.0168452-5.37878e-18j 0.00760834+3.91846e-17j 0.00301776+8.23671e-19j 0.00427399+1.11129e-16j -0.0123752-4.23731e-18j 0.00732122-8.81462e-17j 0.00567609+1.35317e-15j 0.00660332-1.31528e-16j 0.0145216-1.3618e-15j -0.0189872+1.15154e-16j 0.00257841+1.24189e-16j -0.0177343-3.31645e-16j -0.00751113+6.96177e-16j -0.0100097-2.39562e-15j 0.00250365+7.38992e-15j -0.00932906-5.82773e-17j -0.00308679-1.66492e-16j 0.00552054-3.23867e-17j 0.0205535-2.38002e-16j 0.0179454-1.00247e-16j 0.00826658+2.50361e-16j -0.0119441-1.8846e-16j 0.00882399-1.40209e-16j 0.00382189-3.77305e-17j 0.0103569+1.05859e-16j -0.00502636+2.95961e-17j 0.00831585+3.9303e-16j -0.0136696+5.06865e-17j 0.0062583-4.68752e-16j -0.0111401-2.40521e-17j -0.00319809-1.48062e-17j -0.0109271-8.91686e-18j 0.00857883+7.49277e-17j 0.0105432+2.2325e-16j -0.00187336-3.24143e-17j 0.0141558+9.49633e-17j 0.0123023+3.83952e-16j 0.00606618-4.80817e-17j -0.022616+1.7691e-16j -0.00156983+3.30206e-17j 0.00827717-5.20914e-17j 0.0164575+1.73575e-17j 0.00609779+1.19552e-17j -0.00517994-1.46863e-17j 0.00963991-1.5969e-17j -0.00423439+2.97662e-18j -0.00199185-6.3396e-17j -0.0136669-6.07972e-17j -0.0202737-3.19395e-17j 0.0150913-3.23461e-17j -0.0146319-1.3755e-15j -0.000548098+6.20412e-15j 
0.00519891+7.90499e-15j 0.0247849+1.79552e-15j -0.0153214-4.30801e-17j 0.00236548+1.37401e-16j 0.00727545+3.51713e-17j -0.00171665-4.15231e-17j -0.0115268-1.49363e-17j -0.000432597-6.86237e-17j 0.00155718-2.49601e-17j -0.0144399-9.43523e-17j 0.0055042+1.56149e-17j 0.0109405+1.16866e-17j -0.00409142+1.72929e-17j -0.00622246+2.58095e-18j 0.00690422+3.65135e-17j -0.00232644-1.55355e-16j 0.0148162-5.59747e-17j 0.00477356-5.18848e-16j 0.0074574-1.9486e-16j -0.0104201-3.00148e-17j 0.00255039+5.33548e-17j 0.000903032+2.87114e-18j 0.0073813+2.78027e-17j 0.00299499-1.32473e-16j -0.00362733-8.74251e-17j -0.00219588+5.50249e-17j -0.000950194-2.46624e-16j -0.00266494+1.51756e-16j 0.0219661+2.22995e-17j -0.0164447-3.91782e-17j -0.0105159+3.5911e-16j -0.00493826-1.15381e-15j -0.00735842+1.96925e-16j -0.0186403+1.57995e-15j 0.00612914-7.71846e-17j 0.00772397+1.74169e-16j 0.00959804+2.36888e-16j -0.00177539-6.96748e-15j 0.0163323+1.01045e-14j -0.00810329-2.10535e-14j 0.0093339+3.00258e-17j 0.00946404+2.70081e-16j -0.0208672-1.13106e-17j -0.00799448+1.58855e-18j -0.0210145-3.7724e-17j -0.00516183-2.86338e-16j 0.00419127+1.12054e-16j 0.0158178-3.87768e-17j 0.0132926+1.6968e-16j -0.000692367-3.82873e-17j 0.00608468+9.05306e-17j 0.00426197+2.26219e-16j 0.0189347-7.13738e-17j 0.00532641-6.31069e-16j 0.0276582+5.50303e-17j 0.00686638-1.41812e-17j -0.00869877-4.53881e-17j -0.00560821-3.4361e-17j 0.00526076-6.23905e-17j -0.00538039-5.22384e-18j 0.00690697+2.85738e-17j -0.0142283-4.6835e-16j -0.00125266+5.16414e-17j 0.00392161+5.79565e-17j -0.0185876-1.30195e-17j 0.000847038+6.57631e-17j -0.00908204-4.36145e-17j 0.00137397-4.56415e-17j 0.00250976+2.7483e-17j -0.00422139-4.37252e-17j -0.00553775+1.7235e-18j 0.000519986+1.15516e-16j 0.0214494+1.29503e-16j -0.00190255+9.28474e-17j -0.00506795+1.25948e-17j -0.0255337+2.84424e-15j -0.0112928-1.29535e-14j 
-0.0131266-1.14764e-14j -0.0104649-2.52986e-15j 0.0266544+1.38909e-17j 0.0274533+9.91318e-18j 0.00877418+7.95573e-18j -0.0173913-5.8964e-17j 0.00569339-2.37079e-17j -0.0288911-1.05912e-17j -0.00509655+2.37197e-17j -0.0154756-8.46192e-17j 0.00367094+1.47429e-17j -0.00547632-9.00758e-18j 0.00134913+1.5004e-19j -0.00116435+2.81078e-17j 0.000182855+4.17806e-17j -0.0136129-7.36934e-16j -0.00385316+2.89707e-17j 0.00793861-9.20414e-16j 0.0100865-2.57428e-16j -0.00681959+2.24979e-17j -0.00934952-4.80139e-17j -0.00411282+1.23016e-17j 0.00765465-2.02964e-17j 0.00724515-2.87951e-16j 0.00978129+2.04343e-16j -0.0269916-1.05335e-16j -0.022234+3.11737e-16j -0.00316088-2.62242e-16j -0.0187652-1.07102e-16j 0.0166012-4.7957e-18j -0.00823106+3.43375e-17j -0.0191731-5.58716e-15j 0.0234227+4.01707e-16j 0.0034948-2.18826e-16j 0.00031167+9.16498e-17j 0.00480179-1.12634e-16j 0.0232874+3.0563e-16j 0.0287337+9.96832e-15j 0.00731443-1.0027e-14j 0.00788761+1.39265e-14j 0.0121282+2.63381e-16j 0.0191532+7.60768e-16j 0.0201964+2.21606e-16j -0.010672+3.76028e-17j 0.00273383-3.68457e-17j -0.0261405-6.32786e-16j 0.00926782-1.09228e-16j -0.0110027+2.61316e-16j 0.0149097+1.17589e-16j -0.0285373-3.60915e-16j 0.00174978-3.05045e-16j -0.0277835-1.59267e-15j -0.00272092+1.59565e-17j -0.00508666+3.93777e-16j 0.00889481+6.05526e-17j 5.21923e-05+2.6493e-17j 0.0118127+8.01892e-17j -0.00772043-1.74704e-16j -0.0362169-4.32404e-16j 0.0124589+5.4538e-17j -0.010121-7.5244e-17j -0.00968693-4.40774e-16j 0.00154108+2.5016e-17j 0.0141697-1.28603e-16j 0.00235168-1.65049e-17j 0.0132421+1.5006e-17j -0.00865324-5.74432e-17j -0.0219686-1.19228e-17j 0.0126378-4.8733e-17j -0.0181809+2.09356e-17j 0.0140253-3.54273e-17j 0.00420618-1.4199e-17j 0.00481725+6.47e-17j 0.0408448+6.00333e-19j 0.00447138-2.0149e-17j 0.00797469-1.07542e-14j 0.0226463+4.83102e-14j 
0.0145126+1.44848e-14j 0.0241529+3.19558e-15j -0.0205515+6.07347e-17j 0.0132208-1.03795e-16j -0.00634715+9.88484e-17j 0.000278022-6.13485e-17j 0.00947512-1.76225e-16j -0.0111527+1.14112e-16j 0.00203972-9.71255e-17j -0.00983877+1.16747e-16j 0.00895901-5.34509e-17j 0.0249665-2.2876e-16j -0.0108825+1.17723e-16j -0.0189396+1.57725e-16j 0.0120128-8.29004e-17j -0.00283193-2.04619e-16j 0.0124946-1.01732e-16j -0.00608461+6.89255e-16j 0.0217758-7.03021e-16j -0.00355901+6.27793e-17j 0.0140985+9.59812e-17j 0.00401039-1.66289e-17j 0.00799535-3.06901e-17j 0.00159413-4.28411e-17j -0.011914-1.3018e-16j -0.0132229+4.0278e-16j -0.00210625-3.68381e-16j -0.0134298+5.85179e-16j 0.023697-2.93616e-16j -0.0115608-8.50465e-17j -0.00759081+3.18514e-16j -0.0220008-5.35304e-15j -0.0157719+6.43042e-16j -0.0130003+1.29291e-15j 0.0168696-2.49026e-16j 0.0168636+2.34266e-16j -0.00268615-1.5374e-16j 0.0140319+7.91513e-15j 0.00186843-1.24921e-14j 0.0171083+2.74388e-14j 0.00524311+1.7815e-17j 0.01455+2.78181e-16j -0.0243554+2.19479e-16j -0.0162344+2.12574e-16j -0.0300682+2.89059e-16j -0.0188485-3.41219e-16j 0.00603839-1.02259e-17j 0.00699464+1.18708e-17j 0.000338953+3.23734e-16j -0.00119283-2.88114e-17j 0.0187422-2.13846e-16j -0.00600943-3.97066e-17j 0.0210675-2.74007e-16j 0.0104358-1.14915e-15j 0.0323484-2.86943e-16j 0.00802916-8.26477e-17j -0.0203777+8.88852e-17j 0.00516709+1.64684e-17j 0.00574648+4.28985e-17j -0.00393005+6.82028e-17j 0.00707054+1.83891e-17j -0.0151416-2.8157e-16j 0.000988182+5.57966e-17j -0.0124151+3.08058e-16j -0.0306082+2.58483e-16j 0.00536677+6.16613e-17j -0.00201905-6.55441e-18j 0.0108987-8.10341e-17j -0.00247989+9.18354e-17j -0.0194773+2.67421e-16j 0.0139432-1.37279e-16j -0.00610624+1.38297e-16j 0.0125251-7.37478e-17j 0.00241483-7.20514e-17j -0.0172143+2.93926e-16j -0.0239638+7.69742e-15j -0.0201821-3.41161e-14j 
0.0343121+2.17306e-14j -0.0214056+4.82095e-15j -0.0182433-2.15467e-18j 0.0209817+9.64947e-20j -0.0162817+7.90463e-17j 0.0171311-5.32539e-17j 0.0229053-1.22707e-16j 0.00384845+6.66356e-17j 0.0157417-1.24977e-16j -0.00401542+8.99838e-17j -0.00682644-6.84567e-18j 0.0142914-1.84966e-16j 0.0041752+4.68053e-17j 0.0145475-3.24027e-17j -0.000342916-1.08766e-16j 0.0124525+5.40277e-16j -0.0131381+2.67548e-17j -0.019972+2.23567e-15j 0.0270346-6.50931e-16j 0.00725399+2.02836e-16j -0.00979331-5.35116e-17j 0.00510245-2.05381e-17j -0.00957284+2.50877e-17j -0.0138762+6.46825e-16j -0.0157413-2.22389e-16j -0.0103474+3.19125e-16j 0.0105712-5.9272e-16j -0.0246851+7.55838e-16j 0.0119371-3.27375e-16j 0.0150409-1.16631e-16j 0.0247684-5.31541e-16j -0.0117617-2.68353e-15j -0.0260393+2.41914e-16j 0.0124314-7.83567e-16j 0.0244187-1.03478e-16j 0.00988727+1.81909e-16j -0.0111214-1.81346e-16j 0.00755211+9.99617e-15j -0.0133825-1.54528e-14j 0.0169698+3.39548e-14j -0.000798052-3.47391e-17j -0.0178149-6.08351e-16j -0.00827002+1.02118e-16j -0.00239056+1.83752e-16j -0.0206832+2.19223e-16j 0.00113299+1.55201e-16j -0.0144099-2.25245e-16j -0.0186961+3.53577e-17j -0.044545+1.14507e-16j 0.0178099+9.55264e-17j 0.0189018-8.64469e-17j -0.00614181+2.95978e-17j 0.00503756-5.25455e-17j 0.00330962-2.5481e-16j -0.0131342-2.21493e-16j -0.00120924-5.21165e-17j -0.00184926+6.97416e-17j 0.00241346+4.26079e-17j 0.0139034+5.66024e-17j -0.0110977-4.83838e-17j -0.0070843-6.08621e-17j -0.00281433+1.12203e-16j -0.00136021+1.42195e-17j -0.0143042+2.30474e-16j 0.00783334+1.40976e-16j -0.0189012+2.39608e-17j 0.0100944+5.78411e-19j 0.00975895-7.83598e-17j -0.0192815+1.53774e-16j -0.0165214+1.7087e-16j 0.00655593-1.06102e-17j -0.0197423+6.10418e-17j -0.00972829-1.66521e-16j -0.00187735-1.17608e-17j -0.0341082+2.38478e-16j 0.0255405+1.68451e-14j -0.027016-7.54418e-14j 
-0.0115746-2.58292e-15j 0.036508-5.96532e-16j -0.0049706+4.92207e-17j -0.0176731-9.44016e-17j 0.0239906-2.58349e-17j 0.00290537+3.21129e-17j -0.0184987-1.17031e-19j 0.00831455+2.76786e-17j 0.00791483-3.98232e-17j 0.00305143+3.83378e-17j -0.00380908-7.23434e-19j 0.00340546-2.25102e-17j -0.0122529+9.4247e-18j -0.000900345-3.90818e-18j -0.00505096+3.10729e-17j -0.0117766-4.91335e-16j 0.00996592-7.70451e-17j -0.000882346+1.68819e-16j -0.0188437+3.38535e-16j 0.0103217-6.37603e-17j 0.00559057-6.23078e-18j -0.0141713+2.32698e-17j 0.0220479-2.93153e-17j 0.0217396-9.80267e-16j 0.0123998+2.92645e-16j 0.00750821+3.50263e-17j 0.0102501-1.51759e-16j -0.00272023+2.8167e-16j 0.0163242-1.68275e-17j -0.0167399+1.76517e-17j -0.002688+1.42893e-16j 0.0139658+3.67096e-15j 0.00980706-2.18906e-16j 0.00114064-1.46521e-16j -0.0200836+2.93436e-17j 0.0140458+8.36727e-17j 0.0123913+6.89337e-17j 0.00817254-5.52732e-15j 0.00596508+1.70388e-14j -0.0328861-5.07708e-14j 0.00338385-1.00975e-16j 0.00690572+1.43031e-16j 0.00398264+8.57719e-17j 0.0231082-1.70127e-16j 0.0136483-8.01453e-17j 0.014005+2.2199e-16j -0.0272564-3.7672e-16j 0.0222692-1.72124e-16j 0.0207574+8.62092e-17j 5.37069e-05-1.10531e-16j -0.0205641-1.45851e-16j 0.00473659+3.2742e-17j -0.00785588+1.02725e-17j 0.0176254-1.54466e-15j 0.00145128-8.54142e-17j 0.00429572-2.08031e-17j -0.00743307-1.7194e-17j -0.00156211+2.66228e-17j 0.00490713+9.28724e-17j 0.00274672+1.25828e-16j 0.0128419+7.71173e-17j -0.0117162-3.644e-16j 0.00401571+4.36438e-17j -0.0135097+1.23193e-16j 0.00637627+4.25512e-18j 0.0100203-2.36042e-17j 0.00583087-1.64519e-17j -0.00771254+1.05947e-17j 0.000486992-1.41759e-17j 0.00881811+1.77681e-17j -0.0269649-2.48494e-18j -0.00058523+1.45603e-16j 0.0110055+2.19122e-17j -0.0145702-4.14711e-17j 0.0220347+5.71524e-18j -0.0357735-4.36025e-15j 0.000571134+1.97236e-14j 
-0.00181851-9.73154e-16j 0.0021387-3.54193e-16j 0.00540757-9.21094e-17j 0.0130667-2.09041e-16j 0.00630924-1.75932e-16j -0.0050496+6.82659e-17j -5.43234e-05+3.36392e-17j -0.0120095+2.20088e-16j -0.00134172+4.72138e-18j -0.00818344+1.467e-16j -0.00135644+4.63579e-17j 0.0011983-5.09681e-17j 0.000805263+1.47633e-17j -0.000372206+2.49041e-17j 0.00156456+4.93927e-18j -0.0108513-3.44432e-16j -0.00128095-4.80399e-18j 0.000741338-1.2902e-16j 0.00888785-3.59133e-16j -0.00694906+1.41164e-16j -0.000637413+3.11792e-17j -0.00106918+5.36733e-17j 0.00613366-1.77537e-16j 0.00238835-2.03576e-16j 0.00324846+7.53443e-19j -0.0106507+2.08152e-16j -0.00494453+5.18115e-17j -0.00504567+1.81393e-16j -0.000251209-1.3792e-16j 0.00086631-3.64546e-20j -0.00673247+2.86769e-16j -0.00958232-2.51532e-15j 0.00722023+7.81056e-17j 0.00052928+1.27822e-17j 0.00224007-2.37822e-19j 0.00455521-1.09702e-16j 0.00733968-9.94196e-17j 0.012852+2.70377e-15j 0.00623322-2.04589e-15j 0.000366959+1.93875e-17j 0.0123209-1.09827e-16j 0.0100862+1.3819e-16j 0.00334022+5.7006e-17j -0.00264261-1.4714e-18j -0.00392466+6.66878e-17j -0.0106297-6.73283e-17j 0.00444204-5.79333e-17j -0.00349092+1.15536e-16j 0.00655878-1.06485e-16j -0.00997259+6.65072e-17j 0.00529812-1.84508e-16j -0.0125758-4.31823e-16j 0.00276417-7.78522e-17j 0.00225686-3.35847e-16j 0.00848168-2.05794e-16j 0.00293128-6.89515e-17j 0.00581762-7.50538e-17j -0.00171671-2.69058e-18j -0.0106179+4.2491e-17j 0.00113184-3.75943e-17j 0.000194167-4.23512e-17j -0.00369436-3.25716e-17j 0.000128981+2.43662e-18j 0.00473121-9.99679e-17j -0.00354787+7.79806e-17j 0.00514647-1.04785e-16j -0.00127261-7.23155e-18j -0.0106844+2.2403e-16j 0.00581183-1.34391e-16j -0.00866991+1.79892e-16j 0.00343772-1.56751e-17j -0.000836576+5.25415e-17j 0.00649723-1.4719e-16j 0.0152963-2.72482e-16j -0.00108181-9.74992e-19j -0.00255001-2.38261e-15j 0.0043288+1.12794e-14j 
-0.0103239-9.65091e-15j -0.0119113-2.15095e-15j 0.0116594+1.26499e-16j -0.0121072-1.39499e-16j -0.0146871-5.74767e-18j 0.00028133-2.19174e-17j 0.0168926-9.69175e-18j -0.00190187+6.64993e-18j -0.0101442+2.01445e-17j 0.0259922+8.95855e-17j -0.00152738+1.10648e-17j -0.0054478-1.05937e-17j -0.00539427+3.3714e-18j -0.0113718+3.91241e-17j -0.00072312-2.31433e-17j 4.02961e-05+5.5301e-18j -0.00819996+7.11116e-17j -0.00390362+4.51558e-16j -0.0101683+2.84165e-16j 0.00883988-8.51909e-17j 0.0178655+6.8026e-17j 0.00368032-1.82242e-17j -0.00409882-1.0012e-17j -0.0052036+2.44822e-16j 0.00225274+8.52289e-17j 0.00965723-8.65189e-17j -0.00102255+2.80979e-16j 0.00967685-2.48264e-16j -0.0195352+8.65678e-18j 0.00431462+5.28556e-17j 0.00296427-1.99912e-16j -0.000385204-2.75876e-16j 0.00692209+8.99125e-18j 0.0153685-1.44099e-15j -0.0097691+5.5678e-17j -0.0097372-8.99367e-17j -0.0252329-4.37049e-16j -0.00542127+8.77108e-15j -0.0203048-1.76036e-14j 0.023732+4.50671e-14j -0.0147732-7.07971e-18j -0.00290713-5.12999e-17j 0.0126606-5.58106e-18j 0.00426774-1.22861e-16j 0.0201273+4.42788e-17j -0.00161953+1.06234e-16j 0.00858026+1.29757e-16j -0.00976013+7.15764e-18j -0.00489292-5.03335e-17j 0.00208153+3.0567e-17j 0.000421511-3.94267e-17j 0.000998959+6.07447e-17j -0.0159171+2.71353e-17j -0.00518506+5.45873e-16j -0.0167561+2.29199e-17j -0.00628402+1.42622e-17j -0.00337354+3.84845e-17j 0.0143354+7.38094e-17j 9.56015e-05+1.0463e-16j 0.00468274+3.48928e-17j 0.00223329+1.03019e-17j 0.0223212+6.93961e-16j 0.00346029-8.13319e-17j -0.0122671+9.66564e-17j -0.00162415+2.32138e-17j 0.00768262-4.31963e-18j 0.0122266+4.105e-18j 0.00912456+1.941e-17j -0.000348565+1.48454e-17j 0.0059978+2.81914e-17j 0.0171946+1.60772e-17j 0.00325077-1.34154e-16j -0.0255967-1.04962e-16j -0.00618555-1.67528e-17j 0.00913414+3.19989e-17j 0.012096-3.72435e-15j 0.00995742+1.68399e-14j 
0.0111486+5.87321e-15j -0.014586+1.29644e-15j -0.00844128-5.37687e-17j 0.00189219+3.20492e-17j -0.00933113-8.71973e-18j 0.00156188+5.67634e-18j -0.00521582-8.51853e-18j 0.00751374+1.30581e-17j -0.00265336+7.78654e-19j -0.00732576-9.01121e-18j 0.00146613+1.18349e-17j -0.00338529-2.41544e-20j 0.0146075+1.10851e-17j 0.00588551-3.73153e-17j 0.00281825-1.46519e-17j 0.00924435+4.52717e-16j -0.00172054+1.14716e-17j 0.00262237-3.03405e-16j 0.00775363-2.1303e-16j -0.0115355+4.58574e-17j -0.00827463-1.22396e-17j 0.00895826-1.19199e-17j -0.0176166-2.65862e-17j -0.0131821+5.80161e-16j -0.010859-2.7567e-16j 0.00463067+3.53737e-17j 0.00352362-4.40456e-17j 0.00430973-1.91551e-17j 0.000731763+2.81749e-17j 0.000460676+3.3889e-18j -0.00389742+9.70424e-17j 0.00423257+1.46323e-15j -0.0145705-1.06044e-16j -0.0117391+9.8874e-16j 0.014113-1.29052e-16j -0.0118915-1.27371e-16j -0.00506291+4.61479e-17j -0.0167346-7.439e-15j 0.00502259+6.03105e-15j 0.000614707-5.1545e-15j 0.00281639-5.15534e-17j -0.0085057-3.00835e-16j -0.0139655-1.42169e-16j -0.0121222+1.37456e-16j -0.0138758+1.01505e-16j 0.00495259+1.78981e-16j 0.0154378+3.70035e-16j -0.00545941+2.31574e-17j -0.0103299-1.06775e-16j 0.00694703+1.92104e-16j 0.00830643+1.94974e-16j 0.00848847+6.23327e-16j 0.0119444-4.84457e-17j -0.00781687+6.44562e-16j 0.00281068+1.28575e-17j 0.00101504+5.50416e-18j 0.00751467-2.86046e-17j -0.00158599+3.26673e-17j 0.00971174+6.79103e-17j -0.00719964-9.39206e-17j -0.00514853-3.2777e-17j 0.00500482+2.22789e-16j -0.00619795-2.2143e-17j 0.0155629-1.22007e-16j -0.00303317-8.1171e-18j -0.0137957+3.82976e-18j -0.00782553+1.44518e-17j 0.00594354+2.19419e-17j 0.00031143+1.07889e-17j 0.00447005+1.17354e-17j 0.00135664-1.1033e-17j 0.00155358+1.35695e-17j 0.0046151+1.92898e-17j -0.00353067-5.16445e-18j -0.01428+7.75172e-18j 0.0142089+5.53928e-15j -0.00760074-2.4895e-14j 
0.000506538+6.52767e-15j 0.0381601+1.51931e-15j -0.017882+7.86541e-17j -0.006698+1.02433e-16j 0.00918274+7.59428e-17j -0.000716327-9.07392e-17j -0.0120294-3.09528e-17j 0.00100871-1.24e-16j 0.00123362-6.50053e-17j -0.00693147-6.0089e-17j 0.0062533+1.85045e-17j 0.0147422-2.59671e-17j -0.0110826+1.57683e-17j -0.0142083+6.19667e-18j 0.00715855+3.42161e-17j -0.00594196-3.6818e-16j 0.0184754-7.1981e-17j 0.00235673-2.02402e-16j 0.000610165-6.64113e-17j -0.00421432-8.4762e-17j 0.0123952+1.02339e-16j -0.0020299-1.35646e-17j 0.0137207+6.17585e-17j 0.00962103-3.80315e-16j -0.00173836+2.44257e-17j 0.0018+4.00173e-17j 0.00267458-3.31321e-16j -0.00208304+2.53647e-16j 0.0255527-4.62606e-17j -0.0231502-1.49219e-17j -0.012825+3.83901e-16j -0.00261456-5.46215e-16j -0.00588334+2.75193e-16j -0.0172716+1.44224e-15j -0.000428507-1.18725e-16j 0.0118497+2.461e-16j 0.00529313+1.41761e-16j 0.00112619-4.96391e-15j 0.0118603+8.87262e-15j -0.0100313-2.10159e-14j 0.00585301+2.15084e-17j 0.0132862+4.17355e-16j -0.0208391+8.17715e-17j -0.00235217-6.00013e-17j -0.0153873+7.48528e-18j -0.00293398-2.95299e-16j -0.00112981+5.93271e-17j 0.0222062-1.07883e-16j 0.0190259+3.01335e-16j 2.644e-05-1.43133e-16j 0.00129364+1.05613e-17j 0.00644548+2.35641e-16j 0.0153538-1.10705e-16j 0.0118237-1.2004e-15j 0.0288269+3.77894e-17j 0.00809237-1.92587e-17j -0.0164125-2.47804e-17j -0.00016683+1.27844e-18j 0.00915002-5.77883e-17j -0.00323343+1.05838e-16j 0.0129336+6.34249e-17j -0.0142255-4.63972e-16j 0.000970769+6.61997e-17j -0.00638293+1.85667e-16j -0.0223929+7.76771e-18j 0.00726611+1.29392e-16j -0.00432703-5.45229e-17j 0.00472523-1.02231e-16j 0.00227229+7.96369e-17j -0.00166874-3.90891e-17j -0.00744129+1.96621e-17j 0.000918805+1.56379e-16j 0.0197911+1.16811e-16j -0.00989504+1.55263e-16j 0.00253039+1.00827e-16j -0.0387019+1.61145e-15j -0.011857-7.38649e-15j 
-0.0271779-2.12798e-14j -0.00468648-4.51919e-15j 0.0340367+4.36223e-16j 0.0148452+6.06248e-17j 0.0131897+1.91854e-16j -0.0225794-3.2449e-16j -0.00284879-7.72481e-17j -0.026922-3.35618e-16j -0.0118371-8.84786e-17j -0.00980236-1.89911e-16j 0.00545932+1.04048e-16j -0.0131461-9.31142e-17j -0.000108541-8.95661e-17j -0.00597181-1.01397e-16j -0.000607466+7.48455e-17j -0.0161118-1.03758e-15j 0.000213132+1.05703e-16j 0.0156881-1.54284e-15j -0.00387362-7.26786e-17j -0.00827258-1.58697e-16j -0.0047294-1.96268e-17j -0.00543413-7.65475e-17j 0.00938034+1.53362e-16j 0.0108321-2.72076e-16j 0.0160659+5.33066e-16j -0.018568-4.07707e-16j -0.0249622+2.76038e-16j 0.00902173-4.3872e-16j -0.0253445-2.18686e-16j 0.0107409+8.46521e-17j -0.0157642-5.44413e-17j -0.0113534-3.76692e-15j 0.0331495+6.83839e-16j 0.000296093-1.24201e-16j -0.0112253-9.58665e-17j -0.00201555-2.32277e-16j 0.0238495+6.42204e-16j 0.0206472+5.15404e-15j 0.0103746-3.386e-15j 0.00187859+1.61548e-15j 0.00912428+3.2617e-16j 0.0225229+1.20005e-15j 0.0242618+4.26875e-16j -0.00770873-1.02313e-16j 0.0141617+1.03205e-16j -0.0231545-8.52192e-16j 0.0147317+1.71106e-16j -0.00393093+2.9461e-16j 0.0303703+5.45003e-16j -0.0324319-7.55885e-16j -0.00693035-3.84949e-16j -0.0218314-1.61773e-15j -0.00706746-4.65955e-17j -0.00803583+5.86806e-16j 0.0094317+3.27907e-16j -0.000975269+4.25828e-17j 0.0125716+1.42904e-16j -0.00779237-2.73073e-16j -0.03899-8.74292e-16j 0.0162113+2.77117e-16j -0.00714053-7.37245e-17j -0.00473721-4.29253e-16j 0.00213666+4.75581e-17j 0.0189161-1.52314e-17j 0.00120433-1.10547e-16j 0.0192606+2.93679e-16j -0.0111813-1.9533e-16j -0.0235254-2.52729e-16j 0.0189635+1.49867e-16j -0.00807581-8.99768e-17j 0.0108794+5.17681e-17j 0.0124648+1.39415e-16j 0.00499394+2.14432e-16j 0.0372962+3.87033e-16j 0.0191545+2.25144e-16j 0.000754299-1.73437e-14j 0.033542+7.75828e-14j 
