-0.0295462-1.77517e-14j 0.025253-3.94248e-15j 0.0146833+1.48563e-16j -0.0217251-1.50391e-16j 0.0111665-1.33552e-18j -0.00928279+3.99682e-18j -0.00652489+7.16063e-18j -0.00400888-4.24412e-18j -0.010577+4.86903e-17j 0.01585+2.58982e-17j 0.00327232-1.5724e-17j -0.00569929+1.00842e-17j -0.0178729-1.34719e-17j -0.0172016+8.69094e-17j -0.000157672+2.68085e-17j -0.0103744-4.48972e-16j 0.0113155-2.54939e-17j 0.0110481-1.15624e-15j -0.0253471+4.94984e-16j 0.00382908-1.87853e-16j 0.0198163+6.72434e-17j -0.00626078-8.53884e-18j 0.0180783-3.16741e-18j 0.0128064-5.85012e-16j 0.0169276+3.8458e-16j 0.0111139-1.36355e-16j -0.00934188+4.5482e-16j 0.0168684-4.50745e-16j -0.0067521+1.57304e-16j -0.0145251+7.12792e-17j -0.00984352+2.11319e-16j 0.00422774+7.27344e-16j 0.0246687+1.40136e-17j 0.00144156-3.49526e-16j -0.0280168+5.20282e-17j -0.00121421-8.83196e-17j 0.000500098-1.73626e-17j -0.00386812-2.51407e-15j 0.00222989+3.05941e-15j -0.00225588-5.42834e-15j -0.00788039-3.76122e-17j 0.0136597+4.31115e-16j 0.0110866+5.99814e-17j 0.010755-2.06955e-16j 0.0234267-6.33848e-17j -0.00374849-1.05577e-16j 0.00201263-2.26989e-17j 0.0182904-5.43192e-17j 0.0342413+7.21232e-17j -0.00991629-1.08662e-16j -0.0142304-1.00044e-16j 0.00489341+2.27666e-17j -0.0115944-2.57707e-17j 0.000223283-6.60217e-17j 0.0057491+6.8009e-17j -0.00225681-1.15838e-17j -0.00993502+1.81631e-17j 0.00181268-3.87122e-17j -0.00978793-3.26991e-17j 0.00914641+8.94923e-17j 0.0119478+7.7785e-17j 0.00494776+5.58074e-17j 0.00647979-2.15129e-17j -0.00667749+5.32547e-17j -0.00897549+1.25633e-17j 0.0215985-2.43822e-18j 0.00182153-1.7095e-17j -0.00288851+5.48209e-18j 0.00930637-5.49918e-17j 0.0107659-8.90882e-18j -0.0010957-4.21662e-17j 0.0120414-2.13436e-17j -0.00274342+3.9581e-17j -0.00454534-1.72674e-17j 0.0320133-2.45402e-17j -0.0273249-1.33053e-14j 0.0198003+5.98493e-14j 
0.0222234+1.09973e-14j -0.0375947+2.21464e-15j 0.0242251-1.09476e-15j 0.11749+4.83231e-16j 0.0260596-5.40868e-16j -0.0378926+1.92294e-16j -0.0123019+2.36365e-16j -0.065379+2.76103e-16j -0.000142144+2.1584e-16j -0.109171-4.18909e-16j 0.00852679+2.0158e-16j -0.00275678+4.06485e-16j 0.0350943+1.0638e-16j 0.0349415-1.77483e-16j 0.0148689+2.5962e-16j -0.0175015-6.75973e-16j 0.00147863-2.0082e-18j 0.0334449-4.27001e-15j 0.085593-1.78039e-15j -0.0763988+5.4531e-16j -0.0683233-9.88403e-17j 0.0111546+2.31828e-16j -0.00116308-4.52925e-16j -0.0193135+5.60012e-16j -0.00137127-7.70361e-16j -0.082114+1.15226e-16j -0.0588614+4.27238e-16j -0.0251975-4.78095e-16j 0.00284586+1.66607e-16j 0.0297468-2.09321e-16j -0.0257593+8.36524e-16j -0.0650728-1.7745e-14j 0.0159022+4.20753e-16j -0.0397363+3.6462e-15j 0.057025+5.15524e-16j 0.00841637-1.34433e-16j 0.0890389+1.2726e-15j 0.0394916-7.82213e-15j 0.0794601+1.16359e-14j 0.00429247-2.66066e-14j 0.0757415+4.29646e-16j 0.0363433+1.08355e-15j -0.0122143-3.22306e-16j -0.0664999+1.87457e-16j -0.0816323-5.78538e-16j -0.0740435-1.70648e-15j 0.0540412+3.10944e-16j -0.0250499+7.00644e-16j 0.0197038-5.30013e-16j -0.0569037+2.74431e-17j 0.0521602+1.44642e-16j -0.0612196-2.6598e-15j 0.0615395+1.56549e-16j -0.0286848+2.0962e-15j 0.0743028+2.20677e-16j 0.0118046+5.86026e-17j 0.0513734-3.1833e-16j -0.057745-3.32284e-16j -0.0750536-6.75635e-16j -0.00689551-6.07836e-16j -0.0345641-3.32814e-16j -0.0509279-1.85975e-15j -0.0132552+4.52099e-17j 0.0924763-1.04962e-15j -0.0163368-2.81577e-16j -0.0125268-3.03421e-16j -0.0591297-9.60271e-17j -0.0627825+6.11099e-16j 0.0296113-4.78589e-16j -0.0635739-1.01399e-16j 0.0215235+7.01848e-17j 1.70735e-05-1.46104e-17j 0.0713843+2.78715e-16j 0.120586-4.16888e-16j -0.0541396-7.54551e-16j 0.0314989-2.94486e-15j 0.0129306+1.30094e-14j 
0.0294412+3.1819e-14j 0.0567854+7.45188e-15j -0.0434467-6.36037e-16j 0.0221585+1.52405e-15j -0.0190855+2.72618e-16j 0.00606898-1.10617e-17j 0.0359095+4.31311e-16j -0.0230089-6.59514e-16j 0.00343131+4.61845e-16j -0.00626122-9.29758e-16j 0.0159809+5.50267e-17j 0.0570591+8.16279e-16j -0.0432563-3.77517e-16j -0.0438753+2.98151e-16j 0.0275187+2.17246e-16j 2.78923e-05-1.90266e-16j 0.030588+1.73086e-16j -0.0115879+9.8398e-16j 0.0438006+3.39782e-16j -0.00575594-1.51323e-16j 0.0445905+1.31647e-16j 0.0119391-2.51286e-17j 0.0283056+7.28708e-16j -0.00643568+2.46495e-16j -0.0189416-4.94155e-16j -0.0185587-5.23608e-16j -0.0132939-1.11358e-15j -0.0254125-3.35893e-16j 0.055346+8.78677e-16j -0.031477-1.83491e-16j 0.000176033+8.44535e-16j -0.0568879-1.59744e-14j -0.0282459+9.71959e-16j -0.0170144+1.52042e-15j 0.0251906+6.53953e-16j 0.0368038+1.94265e-15j -0.018399+3.09655e-16j 0.0137711+1.75368e-14j 0.00232364-3.43861e-14j 0.0598016+9.17875e-14j -0.000931873+5.6582e-16j 0.0251787+9.14283e-16j -0.0526439-4.0281e-16j -0.0279479-4.26456e-16j -0.061833-1.30871e-15j -0.047755-2.17115e-15j 0.0122581-4.62036e-16j 0.0219308+4.52357e-17j 0.00074475+2.93266e-16j 0.00749672-9.37734e-17j 0.0500107+8.58077e-16j -0.00543011-5.0397e-16j 0.0417617+4.81665e-16j 0.0141932-1.39441e-15j 0.0676283+8.70704e-16j 0.00934814+3.47007e-17j -0.0574184-5.21731e-16j 0.00814442-4.31206e-16j 0.014104-2.33442e-16j -0.0145667-3.10226e-16j 0.0239061+9.84528e-17j -0.023593-1.68713e-15j 0.00875135+1.94807e-16j -0.0409877+3.12858e-16j -0.0755223-3.05683e-16j 0.0151652+1.15502e-16j 0.00333062-1.88765e-16j 0.0316722-2.52293e-16j -0.0136353-2.02596e-16j -0.0424498-1.11085e-15j 0.038728+2.58936e-16j -0.0153217-5.20345e-16j 0.0140954+5.84315e-16j -0.00237578+8.59079e-16j -0.0343854-7.35186e-16j -0.0552407+1.67449e-14j -0.0458095-7.81353e-14j 
-0.0480276-2.44306e-14j 0.0685978-5.71705e-15j 0.0471964+7.83045e-17j 0.0102949-6.03331e-16j 0.11787-9.06711e-16j 0.0077396-1.40416e-16j -0.0359808+3.01881e-16j -0.0133751+4.06134e-17j 0.0278428-5.3504e-16j -0.0065782+3.98901e-16j -0.0639859+5.43235e-16j -0.0233765-5.95831e-17j -0.0544019+2.98977e-17j 0.0670882-1.00153e-15j -0.0287772+4.4756e-16j -0.0700757-3.12254e-15j -0.00108494-9.0121e-18j 0.0164082-1.62234e-15j -0.0268781+1.31381e-16j -0.0184192-1.70051e-17j -0.00757124+5.82386e-16j -0.0436308+3.26351e-16j 0.117335-5.96625e-16j 0.0273862-1.76081e-15j 0.0979362+1.78156e-15j 0.00708948+9.64565e-17j -0.0161967+2.46422e-16j -0.0218995+6.48167e-16j 0.0356749-4.24559e-16j -0.0354353-2.31674e-16j 0.0371018-1.01798e-15j -0.00432983-3.28184e-15j 0.108257-1.85111e-16j 0.0665777-6.26048e-15j -0.0941059+8.95971e-16j 0.0409346-4.96121e-16j 0.0682262+4.13915e-16j 0.0139827-3.24419e-14j 0.073112+6.11619e-14j -0.0795754-1.54221e-13j 0.0626107-2.8637e-16j 0.0136186+7.27985e-16j 0.0692195+3.21864e-16j 0.110422-1.88845e-15j 0.0568749-5.26367e-16j 0.000988551-1.77844e-16j -0.0809367-7.63353e-16j 0.0444426-1.35533e-16j 0.075681+1.97783e-16j -0.0123332-4.84448e-16j -0.0195068-4.48829e-16j -0.0294817-1.80474e-15j -0.0430659+2.37998e-16j 0.0147375-1.51047e-15j -0.0188005+1.77407e-16j -0.00925005-1.34891e-16j 0.0356914-2.64604e-16j -0.059693+2.1731e-16j -0.0500977-6.59776e-16j -0.0179242-2.79053e-16j 0.0447294+1.45747e-16j -0.0102687-1.31481e-16j 0.0250403-1.35999e-16j -0.009695-6.27216e-17j 0.0480691-6.28747e-16j 0.0314112-6.24179e-18j 0.0315031-2.83955e-16j -0.101378+7.42317e-16j 0.00579568+1.58974e-17j 0.00243935+1.6398e-16j -0.0828968+8.16541e-16j -0.0175942+7.4727e-16j 0.0271308-3.22978e-16j 0.0314009-3.78884e-16j 0.0702265-1.42492e-16j -0.0625528-2.76108e-14j 0.0402448+1.25316e-13j 
0.00781939-1.84067e-15j -0.0462043-3.66258e-16j 0.00812256-1.9915e-16j 0.0371975+2.14994e-16j -0.0323296-1.86596e-16j -0.0319387-4.03684e-16j -0.00260732-2.41215e-16j -0.031455-2.03687e-16j -0.0209804-6.1548e-17j -0.0358111-4.42929e-16j 0.0336945+5.02022e-16j -0.00131035+1.97686e-16j 0.0563827+5.14937e-16j -0.0281352-3.88775e-16j 0.0125818+1.30771e-16j -0.00192148-2.2228e-16j -0.010738+1.59219e-16j -0.00055827-1.89488e-16j 0.0315403-5.60588e-16j -0.0106313+3.34224e-16j -0.0219652-2.96478e-16j 0.0122395-1.70287e-17j -0.0575298-5.93564e-16j 0.00757965+3.88975e-16j -0.04079-1.40328e-15j -0.0462997-5.53302e-16j -0.00355367+7.37246e-17j 0.0016694-1.52508e-17j -0.0419213-6.14011e-16j 0.0378361+4.22078e-16j -0.0575312+2.32372e-16j -0.00849062-1.36403e-15j -0.0272277-1.61708e-16j -0.0415626+3.30198e-15j 0.0582115+1.31489e-16j -0.0156382-2.15215e-16j 0.00925174+1.57163e-16j 0.0490102+2.5883e-14j -0.017681-2.60808e-14j 0.0112351+3.62385e-14j 0.0130955+3.52545e-16j 0.0290549+1.42343e-15j -0.00953072-1.25704e-16j -0.0704845+1.70891e-16j -0.027863+8.27669e-17j -0.0221515-5.68512e-16j 0.0561501+1.03342e-15j -0.0437646+2.27284e-16j -0.0122662-3.07631e-17j -0.0428108-8.26605e-16j 0.00277651-5.6726e-16j -0.0319597-1.88874e-15j 0.0237137+1.38432e-16j 0.00103981+1.46723e-16j 0.0261499+3.15426e-16j 0.0180852+4.36018e-16j 0.0223218-1.12787e-17j 0.0248491+3.42039e-16j -0.0204743-1.74752e-16j 0.0275907+8.29837e-16j -0.0390831-5.7885e-16j -0.0131413-8.76123e-16j -0.0196975-7.72176e-17j 0.0441904-1.66609e-16j -0.0112421-1.42632e-16j -0.00208104+1.7623e-16j -0.032677-3.41414e-16j 0.00407656+1.85267e-16j 0.0285053+1.92229e-16j -0.0203727-7.98097e-17j 0.0415479+1.00463e-16j 0.016032+1.12633e-16j 0.0147612+3.98986e-16j 0.0452962+1.98338e-16j -0.029894-8.40151e-17j 0.0391133-1.82768e-15j 0.0120184+7.76166e-15j 
0.0292306+2.13232e-14j -0.0107355+4.92176e-15j -0.00887787-9.61652e-16j 0.0227077+1.23732e-15j 0.00866051+1.01468e-15j 0.0275962+1.30866e-15j 0.024779+5.52037e-16j 0.00725822+3.38106e-16j 0.0277253+1.32831e-15j 0.000360271-3.98623e-16j -0.028023-1.37826e-15j 0.00897242+6.35097e-16j -0.0192676-1.00732e-15j 0.0409258+1.72069e-15j -0.00889979-3.50462e-16j 0.00674241+9.50251e-17j -0.0139794-2.97459e-16j -0.0156414+1.0277e-15j 0.0213485+7.63437e-16j 0.0037937+1.88012e-17j -0.0124857-4.66616e-16j -0.00276083-2.68921e-16j 0.0230109+1.66208e-15j -0.0192622+9.99935e-17j 0.0115415+9.30624e-16j -0.00115123+1.27517e-16j 0.0021222-1.25709e-16j -0.0309421-1.14107e-15j 0.0261615+1.94394e-15j 0.00677214-5.78005e-16j 0.0554145+1.07813e-15j -0.016813-5.63484e-15j -0.00030187+1.42437e-16j 0.0382893-1.68025e-15j -0.00270761+1.56081e-16j 0.0193515+1.61056e-15j 0.00042566+4.94419e-16j -0.00622519-1.93928e-15j 0.00583695-6.64074e-16j 0.00987528+1.01183e-14j 0.00561455+8.98066e-16j -0.0286074-1.80035e-15j 0.00788402-1.98612e-18j 0.0313766+1.33332e-15j -0.00832092-9.47605e-16j 0.00178502+1.97624e-16j -0.0410175-2.78749e-15j -0.00544223+2.07056e-16j -0.036331-1.08798e-15j 0.0282305+1.41992e-15j 0.021856+1.14571e-15j -0.00524506-3.02954e-16j -0.00716134+1.87032e-16j -0.00238049+6.58597e-16j -0.026341-5.66367e-16j -0.0112518-2.99249e-16j 0.00148693+5.99356e-17j -0.0206456-1.11215e-15j 0.00564398+3.14384e-16j -0.024057-1.68802e-15j 0.00584487+6.80779e-16j -0.000766812-3.66646e-16j 0.00820991+3.23943e-16j -0.0233569-8.45e-16j 0.0220701+6.94759e-16j -0.0181023-7.65845e-16j 0.0220808+9.58003e-16j -0.00999299-8.09565e-16j -0.0291098-1.07539e-15j -0.0159806-8.01985e-16j -0.0133945-1.03912e-15j -0.0292858-1.40971e-15j -0.0120165+5.90246e-17j -0.000625242-7.14078e-17j -0.0220678-9.47154e-16j 0.0180474+1.40639e-14j -0.0236323-6.5318e-14j 
0.00956152-1.89011e-15j -0.0513-5.89127e-16j 0.0192019+5.578e-16j 0.0102451-6.38262e-16j -0.0354106-3.58977e-16j 0.0127305-7.41453e-17j 0.0603459+4.69291e-16j -0.00302611+9.70557e-17j 0.00017975-3.37301e-16j 0.0299222+8.76488e-16j -0.0078986+7.75849e-18j -0.00479486-3.93476e-16j -0.0270965-5.67317e-16j 0.012819-2.72684e-16j -0.00178445-1.51094e-16j 0.0348814+2.08594e-15j -0.0142152+2.08716e-16j 0.000289316+3.39436e-16j 0.00773681-6.8671e-16j 0.00868106+1.5954e-16j 0.00516904+5.13755e-16j 0.0149458+1.26772e-16j -0.00230823+1.56014e-16j -0.0415071+1.3463e-15j 0.00637517+4.62779e-16j 0.007498+5.97222e-16j -0.0306618+1.29161e-16j 0.00436969-7.87807e-17j -0.0212734-3.02717e-16j 0.0260991-1.46858e-16j 0.0605924-9.73558e-16j -0.029008-8.41084e-15j 0.00734242+8.24226e-16j 0.0394947-3.13711e-15j -0.00682307-3.45001e-16j -0.0117708-4.86149e-16j -0.0294013-7.65324e-16j -0.0357749+7.78852e-15j -0.0193114-3.78756e-14j 0.0788607+1.21725e-13j -0.0395364-9.7745e-16j -0.0344808-1.26839e-15j 0.0170359+1.88809e-16j 0.00114515-5.02167e-17j 0.00711864+5.98547e-16j -0.021929-4.13746e-16j 0.00401292+2.43398e-16j -0.0190789+2.41381e-16j -0.0385269+1.60147e-16j 0.0228757+5.26339e-16j 0.0299175+2.36681e-16j 0.006042+1.13959e-15j -0.0163912-3.26825e-16j -0.0402126+2.98826e-15j -0.034414-1.97572e-16j -0.0291118-5.18582e-16j -0.0139605-2.57093e-16j -0.0118048-1.36325e-16j -0.0104888-2.93816e-16j -0.0104011-3.03244e-16j -0.00746818+7.44187e-17j 0.0280323+1.54584e-15j 0.0116183+5.79161e-17j -0.0193938-3.87836e-17j 0.00359738-1.16129e-16j -0.00952827+1.80746e-16j 0.0138488+1.47753e-16j 0.0195427+3.43879e-16j -0.0271433+5.43422e-18j -0.0115056+3.62275e-16j 0.040122+5.36877e-16j -0.00910664-4.91927e-17j -0.0521218-9.96313e-16j 0.00478794-2.60067e-16j -0.0162183+5.06844e-16j 0.0542126+5.98933e-15j 0.000920556-2.53048e-14j 
0.0597126+4.06275e-14j -0.0213468+9.04152e-15j -0.0312757-1.98717e-16j 0.0578139+4.21981e-16j 0.0290494-2.55959e-16j 0.0241847-8.92349e-17j -0.0205181+3.90059e-16j 0.0122341-2.33803e-16j 0.0386474-3.01947e-16j -0.0620313+4.87275e-17j -0.0298677+2.1254e-16j 0.00580979+2.79781e-17j 0.0290942-3.40206e-16j 0.0748175-6.42596e-16j -0.00693642+1.4483e-16j 0.000876193-2.59617e-18j -0.0155653+5.7973e-17j -0.0100227+1.1157e-15j 0.0559237-1.3117e-15j -0.033916+4.71791e-16j -0.0621009+1.52213e-16j 0.000656907+1.0383e-16j 0.000525726+1.37138e-16j -0.0229845+7.83375e-16j -0.00648141-1.28565e-16j -0.0212068+2.87879e-16j 0.0169562-1.48702e-15j -0.046968+1.31771e-15j 0.0493772-4.33251e-16j 0.00747605-2.61288e-16j 0.0286411-2.75946e-16j -0.00686188-1.77783e-15j -0.026327+1.58501e-16j -0.000775553+5.99681e-16j 0.0388489-1.17995e-16j 0.0173291+1.59879e-16j 0.0410793+7.39718e-16j 8.06835e-05-2.32089e-14j 0.0478541+3.95842e-14j -0.0460421-9.33383e-14j 0.0560433-1.39468e-16j -0.0269488-7.16386e-16j -0.0213579+6.35205e-17j 0.00892056-5.86274e-17j -0.0559127-1.85718e-18j 0.0136179-1.6807e-16j -0.0296114-1.13818e-16j -0.0124641+1.36661e-16j -0.0422683+6.98262e-17j 0.0217029+9.48458e-17j 0.0298119+4.10102e-16j -0.0125942-2.91141e-16j 0.0321838-5.67476e-18j 0.00357727-5.66323e-16j 0.000618875+1.75111e-17j 0.00742373-1.65655e-16j 0.041004-3.65125e-16j -0.0409895-5.81717e-17j 0.0111408-5.40016e-16j -0.0380274-4.1842e-16j -0.00962855-4.98587e-17j -0.0281886-6.15016e-16j -0.0109791+1.83066e-16j 0.0317441-4.50446e-16j 0.0319749-3.94587e-16j -0.0493318+2.08239e-16j -0.00762848-2.48547e-17j -0.0354032+1.57214e-16j -0.0165867+6.12167e-17j -0.0213186-1.72317e-16j -0.0447948+5.6496e-16j -0.0330756+4.27972e-16j 0.0432875-1.86401e-16j 0.0205734+1.80519e-16j -0.0569649+6.63262e-17j 0.0276372+2.45628e-14j -0.0416541-1.10432e-13j 
-0.00536752-6.29581e-15j -0.0194583-1.20173e-15j 0.0164683-7.82646e-16j 0.0131215+6.21488e-16j -0.0222641+9.92383e-16j -0.0121073+4.5133e-16j 0.0287023-9.50121e-16j -0.0196377+4.19745e-16j -0.00853531+7.04219e-16j 0.00265269-1.06484e-15j 0.0167004-7.48615e-16j 0.00281247+1.13376e-16j -0.00984553+5.20653e-16j -0.0176849+1.35936e-15j 0.00585079-1.86579e-16j 0.0148698+2.92092e-16j 0.00270134-8.99795e-17j 0.00662069-9.54903e-16j 0.00593506+6.553e-16j 0.0067699-7.56029e-16j 0.0031551-8.44018e-16j 0.00590519-1.04063e-16j -0.0067324+3.22066e-16j -0.00521575+1.17831e-16j -0.00435924-9.1264e-17j -0.0165338-8.18562e-17j -0.0276004+1.17462e-15j 0.00630414-1.36223e-15j -0.0219694+1.35194e-15j 0.0199545-4.57272e-16j 0.00679335-1.72123e-16j -0.0227237-6.08872e-15j 0.0044481-8.12106e-19j 2.27584e-05-1.34842e-16j 0.00629573+4.89715e-16j -0.00211731+3.68654e-16j -0.000424605+6.48546e-16j 0.00726611+1.54258e-14j -0.0129561-2.87704e-14j 0.044787+7.38764e-14j -0.0225762+1.39163e-15j 0.00564023-4.15842e-17j 0.00645209-5.38102e-16j -0.0252394+7.10332e-16j -0.00299184-8.66475e-16j -0.0286151-6.20879e-17j 0.0170599-5.84739e-16j -0.00921733+2.90733e-16j -0.00271197-2.02852e-16j -0.0131047+3.51366e-16j 0.00816386+2.68267e-16j -0.00866048-4.83544e-16j -0.000167145+6.05583e-16j -0.0170391+1.896e-15j 0.0062325+3.19462e-16j -0.0080813+3.29929e-16j -0.0148463+8.62617e-16j -0.000166697-7.23946e-16j -0.0222819+3.55124e-16j 0.0126242-7.20531e-16j -0.0131332+1.52937e-16j -0.00295136-6.13797e-16j 0.00376779-2.09632e-16j -0.00182867+5.56751e-16j -0.0119819+4.63229e-16j 0.00885209-7.25967e-16j -0.00891767+8.45327e-18j 0.0121449-8.25794e-16j -0.0010102-1.12522e-16j -0.0165952-4.04641e-17j 0.0363529-1.35762e-15j 0.00628342-7.51738e-16j -0.0160215+1.09814e-15j 0.0208738-1.97396e-17j -0.00492721-6.81254e-16j 0.0168017-4.04239e-15j 0.0110784+1.6177e-14j 
0.0066999+7.84018e-15j 0.0173866+1.87938e-15j -0.0121605-4.27339e-17j -0.00631498+2.05159e-16j -0.0102465+3.67056e-16j 0.0142451-1.14766e-16j 0.0244502-4.2033e-16j -0.00151516+2.89413e-17j -0.00516226+2.1375e-16j 0.0272708-4.69163e-16j -0.0136948+1.27738e-16j 0.0140241-1.62355e-17j -0.0259794+1.52997e-16j -0.0113391+3.29582e-16j 0.00792484-4.91571e-17j -0.00846109-4.35797e-16j -1.44118e-05+2.0313e-16j -0.00995914+1.2396e-15j 0.00985584-5.29059e-17j -0.00710332-1.69906e-16j 0.0393776-2.01712e-16j 0.0103694-1.83522e-16j 0.0187429+1.18267e-16j -0.0198576+9.66607e-16j 0.00422823+1.90071e-16j 0.0179441-1.06783e-16j 0.00209973-2.13958e-16j -0.00347772+3.76249e-17j 0.0186128+2.67361e-16j -0.0241437-7.21406e-17j 0.0112283-9.45883e-17j -0.0205241-5.5359e-15j -3.25841e-05+4.38022e-16j 0.0190108-2.08196e-15j -0.00856062+2.22655e-16j 0.00305332+5.04115e-16j -0.0405838+1.29293e-16j -0.0200236+2.22575e-15j -0.00483544-1.56968e-14j 0.0380512+5.47987e-14j 0.000256744+2.63295e-16j -0.00234489-8.5585e-17j -0.0116852-1.01949e-16j 0.0134415-4.84633e-16j -0.00503125-2.85554e-16j -0.011722-5.17263e-17j 0.00936416-1.53655e-16j 0.00358691+1.51694e-16j -0.00513006+2.73627e-16j 0.0202085+1.02896e-16j 0.0312546-3.77978e-17j 0.00526648+5.44457e-16j 0.00125324+1.4824e-16j 0.00026342-3.79835e-17j 0.00496483+2.31074e-16j -0.00374524+2.54539e-17j -0.0162537+6.89857e-17j 0.010842-2.42355e-16j 0.017243+1.18852e-17j -0.0188827-2.40252e-16j 0.0255797-2.85012e-17j 0.0259798+3.36697e-16j 0.00808787-1.77676e-16j -0.0285999+6.45655e-16j -0.0304844+3.16077e-16j 0.00677433-1.02036e-16j 0.0241381-3.53919e-16j 0.0123299-2.37841e-16j -0.0091578+8.97608e-17j -0.0033506-6.05607e-17j 0.0172841-3.47451e-16j -0.0101195-6.47733e-17j -0.0170213+3.74988e-16j -0.0170127+2.33078e-16j -0.00534887+2.50701e-17j -0.0137698+6.41407e-15j -0.0158703-2.96071e-14j 
-0.0179884-1.1223e-14j 0.0144193-2.63243e-15j -0.000506556+2.52433e-16j -0.0272984-5.89145e-16j 0.00778373-9.2397e-17j -0.00971221+8.47311e-18j -0.0321144-1.82113e-16j 0.0148051+2.79068e-16j -0.0128193-2.17763e-16j -0.00323518+2.9804e-16j 0.00886933-7.5632e-17j -0.014444-3.67369e-16j 0.00630913+5.70186e-17j -0.00527904+5.83046e-17j 0.00258848-1.40149e-17j 0.00563079+5.15845e-16j 0.0172985-5.34412e-17j 0.0230122-2.18876e-15j -0.0235668-1.04825e-16j -0.0155236-3.46196e-16j -0.000444397+1.07734e-16j 0.00320495+1.19961e-16j -0.00705933-2.31089e-16j 8.16522e-05-2.95923e-16j 0.00318187+1.32298e-16j 0.0224104+4.26437e-16j -0.00320236+3.88983e-16j 0.0290602-4.49744e-17j -4.47794e-05+1.83099e-17j -0.0203359-7.09098e-17j -0.0211584+4.62861e-16j 0.0221255+6.39322e-15j 0.00397637-1.72803e-16j -0.028145+2.07682e-15j -0.0115207-5.17549e-16j -0.0198597-8.70871e-16j 0.00716985+3.54502e-17j -0.0351068-2.4361e-14j 0.0210634+2.89448e-14j -0.0226479-5.23008e-14j -0.00256658-3.84346e-16j 0.00175319-2.40928e-16j -0.014117-1.65298e-16j -0.00615037+1.42061e-16j 0.00270804+4.00898e-16j 0.0121912+4.9905e-16j 0.0207952+9.25455e-16j 0.0229989+1.31102e-17j 0.031784+1.18008e-16j -0.0009371+3.39809e-16j -0.0134476+1.64603e-16j 0.026207+1.72031e-15j 0.0101551-2.2944e-16j -0.0106826+4.4089e-16j 0.0160811-8.9847e-17j 0.00127354-1.50579e-16j 0.00181694+1.04156e-16j -0.00829995-6.4654e-17j 0.00599753+1.75642e-16j -0.000470761-9.92911e-17j 0.00436205+1.23567e-16j 0.00318759+5.80703e-16j -0.00452097-4.11983e-17j 0.0257387+6.28859e-17j -0.010144-4.07477e-17j -0.000483131-5.9488e-17j -0.0189912-3.17746e-17j 0.00302775+1.17605e-16j 0.0129686+4.31414e-17j 0.0256056+4.71257e-16j -0.0143516-1.2642e-16j 0.0196133+3.23938e-16j 0.0172272-2.92519e-17j -0.0148048-3.1636e-16j 0.0184715+2.50151e-16j -0.0182465-7.22983e-15j 0.010342+3.35235e-14j 
-0.005731-4.6571e-15j -0.00131247-9.50429e-16j 0.00495883+2.73949e-17j -0.0106016-1.90987e-16j -0.0180571+3.21115e-16j 0.00161909-2.98661e-16j 0.0262862-1.01042e-15j -0.00353349+8.52237e-17j -0.00108614-3.52823e-16j 0.0245443-3.67941e-16j 0.00785144-4.13496e-17j 0.00798075-3.83578e-16j -0.0165046+8.7553e-16j -0.020049+1.1432e-16j -0.000352265+1.15788e-17j 0.00858158-2.17134e-17j -0.00106478+8.42143e-18j -0.00955259+1.31234e-15j -0.0102726+3.43127e-16j 0.0272386-7.55519e-16j 0.0174819-1.83588e-16j -0.00239831+1.20393e-16j 0.00094863-4.18484e-16j 0.00688571-1.90083e-16j -0.00250983-1.56393e-16j -0.00100209+1.44593e-16j -0.00284941+4.82757e-16j 0.000344476+2.34069e-16j -0.0128105-1.02544e-16j 0.0102071-3.07113e-16j 0.0120406-1.47613e-15j -0.00520925-9.96627e-16j -0.000407634-1.14905e-17j 0.0143812-1.91223e-15j -0.00658731+3.47836e-16j 0.00582853-3.09638e-16j -0.017378-3.27915e-16j 0.011849+1.87578e-14j -0.0308221-2.75599e-14j 0.0279907+5.95996e-14j -0.0286845+7.06968e-16j -0.000482216+2.96665e-16j 0.0111565-2.74373e-16j 0.00096184-2.75901e-16j 0.0161153-1.70982e-16j -0.00513305+2.19116e-16j -0.0100059+5.15417e-16j -0.00369084-1.32913e-16j -0.00993889+5.65616e-16j 0.00101008-3.72905e-16j -0.00661564-2.63593e-16j -0.00111452-8.67208e-17j -0.0164957+4.38411e-16j 0.0026659+4.94193e-18j -0.0135477+3.92642e-16j -0.00601638+3.54814e-16j -0.02262+7.96151e-16j 0.0155029+1.73859e-16j -0.000714862+3.08005e-16j 0.0122814+1.54281e-16j -0.00119471+4.90723e-18j 0.00373556+2.77788e-16j 0.00674169-3.23647e-16j -0.0297248+1.24026e-15j -0.0013601-7.50998e-17j 0.0116474-1.20856e-16j 0.0117584-3.34712e-16j 0.018831-3.94979e-16j -0.00895334+6.61434e-16j -0.00428106+4.50627e-16j 0.0194301-3.62403e-16j -0.000782873+1.60943e-16j -0.026825+5.73002e-16j -0.00845737+6.7158e-17j 0.00694799+1.15971e-16j 0.00171999-1.10121e-15j 0.00230406+4.6619e-15j 
