-0.0187916+3.66923e-17j 0.0406673+6.91633e-18j -0.00385486-2.87956e-18j 0.00239797+1.77273e-17j 0.013692-5.06348e-18j -0.00260461+1.8323e-17j -0.0237847+5.19488e-18j 0.021128+1.9724e-17j 0.00229339+3.57502e-18j -0.00770498-1.54001e-17j -0.00179823+4.19277e-18j 0.00145588+1.07264e-17j 0.0141249-9.38727e-18j -0.0142736+5.80355e-18j -0.00385729+1.06894e-17j -0.000990698-3.08609e-17j -0.00632393-2.97824e-17j -0.0143512+3.08672e-16j -0.00835948+1.06407e-16j 0.00118845+1.46997e-16j 0.0277356-3.18282e-17j 0.00471787+2.24501e-16j -0.00150342+1.81769e-17j -0.000867689+5.51169e-17j 0.013015-3.1292e-17j 0.00226451-1.61232e-18j -6.61154e-05-5.08958e-17j -0.0124036+3.86346e-16j -0.0103726+3.49088e-16j 0.0121444-2.91243e-16j 0.0147588+5.20503e-16j 0.00106464-7.64281e-17j -0.00131544+6.63042e-17j -0.00111892-1.14857e-16j 0.00190721+1.34508e-15j -0.00132002-1.09914e-16j 0.0053429+2.12553e-16j 0.00609185+1.33726e-16j -0.00561622-1.14852e-16j 0.0144814+1.20163e-15j -0.000258801+1.90308e-15j -0.00339832-2.45711e-16j -0.0253795-1.54966e-16j -0.0130143+4.46161e-16j -0.0116228+2.04704e-15j 0.000239028+1.10234e-16j 0.0169451+4.72464e-16j 0.0125223+3.51274e-16j 0.0216428-2.07785e-15j -0.00634918-1.41343e-16j -0.00394651+5.23663e-17j -0.0165489+3.93408e-17j -0.00178696+3.8742e-17j 0.0107416+1.23763e-15j -0.00268913-1.94413e-16j 0.00327574+2.28093e-15j -0.0142597-4.40173e-17j 0.0198641-8.23276e-17j -0.0097061+5.94381e-17j 0.00803216+1.18382e-17j -0.00703232-2.15746e-17j 0.0155815-3.50318e-17j 0.0127221-1.59748e-18j 0.00488195-1.57439e-18j -0.0165116-1.79e-17j 0.0283389-1.14751e-17j 0.00810936+4.15851e-19j -0.00133976-2.78166e-18j -0.00652234-2.26511e-17j -0.0126047-5.98081e-18j 0.0429617-2.90325e-16j 0.00819436+6.59293e-16j 
0.0033253-2.99638e-16j 0.00109069-4.62181e-16j 0.00444553-1.823e-16j -0.00491721-8.19619e-18j -0.00222775+1.47017e-16j 0.00371344-1.25619e-16j -0.00329941+1.6951e-16j -0.00342097-1.7372e-16j -0.0014535-1.13539e-16j -0.00337417+9.80067e-17j 0.000331198+1.25562e-16j -0.00207294-1.54757e-16j -0.00329852-1.0956e-16j 0.00291029+2.55553e-16j 0.000463415-9.44726e-17j -1.74682e-05+9.37619e-17j -0.00160788+1.84972e-17j 0.00127104+2.44891e-16j -0.00228451+1.16488e-16j -0.00446252-4.27471e-18j -0.00052451-1.39644e-17j -0.00389675-2.07349e-16j 0.000360417-1.63381e-16j -0.00400841+1.50071e-16j -0.0012527+2.68507e-17j 0.0012567-8.16608e-17j -0.000750797+3.6122e-17j -0.00199568+1.82205e-16j 0.00350911+7.93395e-17j -0.00345943+1.22604e-16j -0.00399906-1.43455e-16j 0.000247192+1.05575e-16j -0.00510739+2.5469e-17j 1.78337e-06-1.57329e-16j 0.0053555+3.98734e-15j 0.000598512-1.12602e-16j 0.00247501+1.051e-16j -0.00424809-2.1241e-16j -0.00183913+8.3852e-17j 0.00113519-6.27278e-16j -0.00472478-6.22257e-16j 0.00290842+1.46024e-16j 0.000406474+1.16812e-16j 0.00301691-2.06779e-16j 0.00472967-5.85726e-16j -0.00355804+2.56577e-17j 0.00163648-1.09161e-16j -0.00208734-6.10018e-17j -0.00168102+1.42316e-16j -0.00417847+1.8095e-16j 0.00270656+2.62e-16j 7.21358e-05+2.63823e-17j -0.0018417+1.7427e-16j -0.00678079-6.18703e-16j 0.00369606+3.7963e-17j -0.00515857-3.70375e-15j 0.00179039+1.14613e-16j 8.29231e-05-1.65139e-16j -0.00222477-1.20331e-16j -0.000827385-8.31284e-17j 0.00261428+1.28359e-16j 7.57532e-05-1.99324e-16j 0.000432225-2.02544e-16j -0.00215058-1.28742e-16j -0.000269777+3.68096e-16j -7.36271e-05-6.3177e-17j -0.00376381+6.03427e-17j -0.00566603+9.50208e-17j 0.00123757-1.41909e-16j 0.00610326-8.31328e-17j -0.000307995-1.9668e-16j 0.00331338-4.09488e-16j 
0.00480775+1.08026e-15j -0.0139206-1.80387e-15j -0.00232937+1.2168e-16j -0.00372291-8.24094e-16j 0.00117493-1.66153e-16j -0.00136642+1.30921e-16j 0.00440465+4.44767e-16j -0.0143028-2.2156e-15j -0.00594235-8.35686e-16j 0.00565185+6.6632e-16j 0.00371736+4.94929e-16j -0.00034436-8.25775e-17j -0.00895515-1.41025e-15j 0.0101258+1.44167e-15j -0.00227621-2.39886e-16j 0.00807698+9.87586e-16j 0.00598201+7.89955e-16j 0.00649157+7.62785e-16j -0.00337975-5.76199e-16j -0.00259663-6.9884e-16j -0.00343521-6.93471e-16j -0.00224949-5.39747e-16j 0.00319839+5.62094e-16j 0.00369575+2.13952e-16j -0.0032683-5.76336e-16j -0.0063957-8.4077e-16j 0.00539508+8.2706e-16j -0.00167648-4.70732e-16j 0.00763818+1.22227e-15j -0.00151873-3.18737e-16j -0.00540464-1.3511e-15j 0.0105696+1.4715e-15j 0.00259341+2.28312e-17j -0.00761724-7.63964e-16j 0.00674826+5.82652e-15j 0.000386684+8.31984e-17j 0.00270068+5.0422e-16j -0.0103141-1.73889e-15j 0.000429357+6.06045e-17j -0.00451204-1.35148e-15j -0.00265353-1.93317e-15j -0.00161215+9.01946e-17j 0.00807616+1.20086e-15j 0.00107316+2.38648e-16j 0.00575147+7.56198e-17j -0.0050939-1.0095e-15j -0.00347442-5.53088e-16j -0.00601327-1.04279e-15j 0.00233389-1.35261e-16j 0.00819459+8.661e-16j 0.0109126+1.45047e-15j 0.00607945+8.24209e-16j 0.00581532+5.9993e-16j 0.00574211+9.02006e-16j -0.00191551-1.35155e-17j -0.00677593-6.02574e-15j 0.00698092+1.01688e-15j -0.00443643-5.20049e-16j -0.00456828-5.57246e-16j -0.00404656-6.01135e-16j 0.0107339+1.57185e-15j -0.00715845-1.00464e-15j -0.010678-1.42621e-15j -0.00763073-1.11626e-15j 0.0137131+1.74088e-15j -0.00556117-8.87361e-16j -0.00092171-4.5078e-16j -0.00125886-5.67146e-16j -0.00388325-3.15534e-16j 0.00206428+7.6743e-16j -0.0140999-1.97613e-15j -0.00528872-4.89955e-16j 
0.00320558-5.77824e-16j 0.0115425-4.9642e-16j 0.0103626+1.15404e-16j -0.00634957-1.42346e-16j -0.00544556-1.00732e-16j 0.00820712+4.63148e-17j -0.00843435+5.28257e-18j 0.00426238-2.44929e-16j 0.00195646-6.88638e-17j -0.00987208+4.59832e-17j -0.00153519+1.13015e-17j -0.00468462+3.38892e-17j 0.000735234-1.6866e-16j -0.00177577+1.2982e-16j 0.00153556-1.73324e-17j -0.00695282+1.72712e-16j -0.00807242+1.27037e-16j -0.00193536+4.74161e-17j 1.0058e-06-9.079e-17j -0.00622067-2.02996e-16j 0.000701006-1.74697e-16j -0.00563799-2.45377e-16j -0.00322422+1.8e-16j -0.0101868+1.3128e-16j 0.000170569-1.63942e-16j 0.00814607+1.16846e-16j -0.00555664-4.62697e-17j -0.00059027-2.44856e-16j 0.00149619-2.03395e-17j -0.00574395-1.87377e-16j -0.00346829-2.54241e-16j -0.00964082+1.81693e-16j -0.0116689+2.45912e-16j 0.00697649-1.66874e-16j 0.00592338+4.14611e-15j 0.00128352-4.21951e-17j 0.00211488+8.81696e-17j 0.000738517-1.60895e-16j -0.00394383-4.21839e-17j 0.0048668-4.87243e-16j -0.00596786-8.93125e-16j 0.00847552-8.47622e-17j -0.00535941+1.83986e-16j 0.0050095-6.62777e-17j 0.00499992-8.29757e-16j -0.00228222-1.09198e-16j 0.00506409+6.69672e-17j 0.0013537-5.4402e-17j -0.00652799+7.66105e-16j -0.0143805+1.15175e-16j -0.00252379+7.10495e-17j -0.00505046+1.75902e-16j -0.00749463+6.9787e-18j -0.0179776-2.22163e-15j 0.00874216+5.99126e-16j -0.00470852-3.4648e-15j -0.00235309+1.15273e-16j 0.00339954-3.51214e-17j -4.85908e-05-8.23707e-18j 0.000873452-5.96227e-17j -0.00335793+1.68618e-16j 0.00451995-6.11279e-17j 0.00849512-1.26003e-16j 0.00164649-1.04643e-16j -0.01023+9.20744e-17j 0.0034476-1.3436e-16j -0.00678047-7.65685e-17j -0.00959767-1.15845e-16j 0.00560604+5.46106e-17j 0.0102509+1.7589e-16j 0.00897627-2.73979e-17j 0.0101617-3.94588e-16j 
-0.00576213+6.36253e-16j -0.00303164+4.58869e-16j -0.0107916+1.54786e-16j 0.00474367-2.62365e-19j 0.00939258-1.37045e-16j -0.00741789+1.33435e-16j 0.00330287-7.60979e-17j 0.00119893+1.27799e-16j -0.00216164+8.7375e-17j 0.00412843-9.24498e-17j 0.00300455-6.62165e-17j -0.00190959+7.4032e-18j 0.00167231+7.44698e-17j 0.00275934-1.62057e-16j -0.00355233+6.5558e-17j 0.00334622-1.71945e-16j 0.000972368-7.81958e-17j 0.00403764-1.76967e-16j 0.00226827-2.99058e-17j 0.00550903+1.60278e-17j 0.00644246-1.51296e-17j 0.00196925+1.39101e-16j -0.0048534+4.23327e-17j 0.00619073-1.9794e-16j 0.00437001-1.82988e-17j -0.00500781+2.09973e-17j 0.00240217+1.936e-17j 0.00542321-3.16373e-17j -0.000591866+1.82621e-17j 0.00765598-6.41226e-17j 0.00669007+2.44255e-16j 0.00337797-1.90796e-16j 0.00354512-9.9229e-17j -0.00586296+2.00397e-16j 0.00315522+2.14065e-15j -0.00218612-4.20938e-17j 0.00056464+1.75041e-17j -0.000335484+1.2604e-16j 0.0018338-5.96601e-17j -0.000538722+1.33581e-15j 0.0105127+1.94284e-15j -0.0011825-6.96895e-17j -0.00169493-9.07709e-17j -0.00684728+9.10598e-17j -5.01018e-05+1.56478e-16j 0.00368584-2.60327e-18j -0.00132418+6.0479e-17j 0.00189933+5.78279e-17j 0.00484169-6.14934e-16j 0.0074962-2.14468e-16j 0.0060612-1.79652e-16j -0.0017665-8.50248e-17j 0.00683934-1.33035e-16j 0.0146414+1.52059e-15j -0.00923535-3.63424e-16j 0.00304963+2.17371e-15j -0.00018383-9.53168e-17j -0.00168379+6.63993e-17j -0.00460469+1.17995e-16j -0.000292827+4.58744e-17j 0.00123968-1.23139e-16j -0.00270236+9.27075e-17j -0.00432889+1.61004e-16j -0.00157119+9.75915e-17j 0.00869827-2.42877e-16j 0.0036536+1.28777e-17j 0.00671027-9.49535e-17j 0.00746551-8.53178e-17j -0.00739331+1.08791e-16j -0.0105321+9.7967e-17j -0.000636702-4.26409e-17j -0.00737524+6.07725e-16j 
-0.00358399-3.5711e-16j 0.0181288-2.6797e-16j 0.00538473+1.56547e-17j -0.00402599-4.79495e-18j 0.000618736-4.2745e-17j 0.0036679-3.01292e-18j -0.0134246+4.7544e-17j 0.00338421-1.83932e-17j 0.000153952+9.03995e-18j -0.00326394-2.94565e-17j -0.00117404-2.74218e-17j 0.00258952+3.89176e-17j 0.0023899-3.09053e-17j -0.00556848+2.40417e-17j -0.00151204+8.85086e-17j 0.00106352-2.99634e-17j -0.000609423-7.85109e-19j -0.00875764+2.18645e-16j -0.00785122+9.78604e-17j -0.00485543+2.70559e-17j 0.00831146-1.10814e-16j 0.000896073-5.72888e-18j 0.004944+1.28786e-17j -0.00260433+3.92183e-17j 0.00211154-3.66807e-17j 0.00229495-3.08432e-18j 0.00159038-8.04575e-17j -0.0124538+2.10624e-16j -0.00141849+1.15061e-16j -7.55697e-05-9.30348e-17j 0.000310378-9.37032e-17j 0.0029877+4.04886e-17j -0.000758716-2.40935e-17j 0.000806872-3.15885e-17j 0.00155927+1.02344e-15j 0.00179567-4.48499e-17j 0.00345545+7.81196e-17j -0.000733669-2.20267e-17j -0.00461974+4.934e-17j 0.00568522-8.35523e-16j -0.0102781-1.28054e-15j -0.00179994+6.23487e-18j -0.00903203+1.41842e-17j -0.00165529+2.25777e-16j -0.0047677+7.3984e-16j -0.00545103+4.49492e-17j 0.00865961+1.4962e-16j 0.0032219+8.62761e-17j 0.0100236-1.0052e-15j -0.00457522-4.4676e-17j -0.00145831-4.63018e-17j -0.00502499+8.28115e-17j -0.00299239-1.80476e-17j -0.00206999-3.24584e-16j 0.00520878+2.33386e-16j -0.0039904-2.8134e-15j -0.00505714+3.86247e-17j 0.0112409-1.06075e-16j -0.00342096+6.97311e-17j 0.00239388+1.7332e-17j 0.000746257-3.77416e-17j 0.00683168-2.94778e-17j 0.00451864+2.10979e-18j 5.59142e-05+1.83332e-17j -0.00911703-9.32478e-18j 0.0100957-8.13976e-17j -0.0011788-3.82004e-18j -0.00715455+1.53277e-17j 0.000382103+3.16806e-17j 0.00206054+3.23467e-17j 0.0175065-8.80367e-17j 0.00772916-3.10799e-17j 
0.000323494+8.58346e-17j -0.00067659-2.31329e-16j 0.000815943-1.0092e-17j 0.00220001+3.66599e-17j -0.00233621-8.10398e-17j 0.000349179+5.66342e-19j 0.00259509+1.63722e-16j 0.0036746+3.69353e-19j 0.00257358+2.89461e-17j -0.000778257-7.9105e-17j -0.00143051-5.10218e-17j 0.000156862-1.92111e-17j 0.00232737-4.26937e-17j -0.00267571+5.48535e-17j 0.00161314+1.1193e-16j -0.00356994-3.16472e-17j -0.00149624-3.27872e-17j -0.000653099+9.99299e-17j 0.00343659+5.80809e-17j 0.00183143+4.07498e-17j -0.00290609-1.51433e-16j 0.000854491-4.52749e-17j -0.00144753-3.23306e-17j -0.000867364-5.7336e-17j -0.000396753-7.85311e-17j 0.00230972+4.9054e-17j -0.00239366-1.417e-16j 0.00339048+1.13141e-16j -0.00236683-5.5447e-17j -0.00065963-1.12996e-16j 0.00078073+2.38722e-17j -0.00513059-1.0307e-16j -0.000190876-4.04757e-17j 0.0036272-2.35342e-17j -0.00422928-3.06154e-15j -0.000120795+1.76777e-17j -0.0025433-1.26726e-16j 0.00443372+7.4274e-17j 0.00109751+3.16536e-17j -0.000531463+2.14024e-16j 0.00229903+4.8513e-16j 0.000886584-3.25404e-17j 0.000462519+1.78057e-16j 0.00112008+1.28189e-16j -0.00138579+2.78179e-16j 0.00300303+9.05273e-17j -0.00155819-1.28484e-16j 0.00102298-1.06478e-16j -0.00448485+2.32804e-16j -0.00198708-2.64402e-17j -0.00473242-6.19291e-17j -7.02915e-05+1.30057e-16j -0.00200549-5.53912e-17j -0.00319691-4.92942e-16j 0.000565372+2.31375e-17j 0.00349371+2.55169e-15j -0.00109167+1.15652e-16j -0.00141994-2.06489e-16j 0.00403126+5.77395e-17j 0.000653402-1.11406e-17j -0.00423442-5.39975e-17j 0.000628245-1.36586e-17j 0.00270048+3.24033e-17j 0.00305261+4.10101e-17j -0.00337521+1.70208e-17j -0.00215377-1.79322e-16j -0.000227887-2.44324e-17j 0.00186621+6.09473e-17j 0.00258258+6.47075e-17j 1.98046e-05+5.43306e-17j -0.000718691-2.2141e-16j 0.000400771-1.00455e-16j 
-0.00796383-2.28017e-18j 0.0152022+2.30192e-17j -0.00447045-1.5155e-16j -0.00133425+9.65099e-17j 0.0108683+1.12371e-16j -0.00242378-9.56298e-17j -0.0100859+4.46762e-17j 0.00405619+7.16027e-17j -0.00280301-8.75319e-18j 0.000688824+8.19314e-18j 0.00494887+4.6825e-19j -0.00535175-2.13262e-17j 0.0038309+4.23729e-17j 0.000507326-2.15976e-17j -0.00942335+5.38623e-17j 0.00207066-3.94632e-17j -0.00349954+3.25286e-18j -0.00150506+1.08918e-16j -0.0012183+3.4827e-17j -0.000446239+1.288e-16j 0.0155468+8.00438e-17j 0.000376747+1.2872e-16j -0.00673515+1.60683e-19j 0.00218639+3.00087e-17j 0.00818106+1.86481e-17j 0.000494364-1.55618e-16j 0.00339811+2.80951e-17j -0.00107704+1.35712e-16j 0.00193977+3.36921e-17j 0.00675232+9.04925e-17j 0.00700854+3.91062e-16j -0.000158451+5.80699e-17j -0.00139164+1.31313e-16j -0.00253297-8.1366e-17j 0.0135184+9.44498e-15j 0.000715216-2.53216e-16j 0.00493353+1.8045e-16j -0.000734414+2.35115e-17j -0.00470038+9.24859e-18j 0.0050248+7.64566e-16j 0.00304466+1.35803e-15j 0.00520898-2.01303e-16j -0.0132502-5.97204e-17j -0.00857121-3.8523e-17j -8.46638e-05+2.25759e-16j -0.00133353+1.04404e-16j 0.00753583+1.98349e-16j 0.00758689+1.90097e-16j 0.0107274-9.74883e-16j -0.000470859+3.94448e-17j 0.0102039-2.0609e-17j -0.0108652-2.73342e-17j 0.00519877+7.10398e-17j 0.00876626+1.22539e-15j -0.00285373-3.3292e-16j -0.00419752-2.89361e-15j -0.00657033-2.99926e-17j 0.0101494-9.72202e-17j -0.0096685+1.22842e-17j -1.46158e-05+5.28634e-17j 0.00289187-5.25459e-17j 0.00134737-1.95043e-17j -0.000525537-8.67448e-18j -0.00333679+3.00934e-17j 0.00243264+5.70345e-17j 0.0151248+3.92209e-17j 0.00373508+9.86923e-17j -0.0017967+1.25543e-16j -0.00745791-1.04558e-16j -0.00649067-1.67952e-16j 0.0164678-1.39332e-16j 0.00145433+2.6506e-16j 
0.0014279+3.59782e-16j -0.0122134+1.46421e-16j -0.00532613-6.61584e-18j 0.00221297-1.99008e-17j 0.00273498+1.57111e-17j -0.00378112+1.00361e-17j 0.00889508-1.05467e-17j -0.00546802-6.82716e-17j -0.00201728-3.44413e-17j 0.00827579+3.66696e-17j 0.00482752+2.45885e-17j -0.00350392-2.74838e-17j -0.00173578-2.86763e-17j 0.00579531+1.57379e-17j -0.00608821-1.55584e-17j 0.00181777+2.47963e-18j 0.00205351+3.11975e-17j 0.00586093-1.06177e-16j 0.00657235-9.22233e-17j 0.00320697-2.92478e-17j -0.00323503+4.8922e-17j 0.00128341+7.63767e-17j -0.00537701+3.37511e-17j 0.00595755-9.51763e-17j 0.000313142-1.34371e-17j -0.00160909-1.05558e-16j 0.00335253+9.96648e-17j 0.00871413-1.58144e-16j 0.00431788-3.03574e-17j 0.00152856+9.27433e-17j 0.000933029+7.40363e-17j -0.00187873+4.18076e-17j 0.00434172+1.88865e-17j -0.000801505+4.57848e-17j 0.00490976+3.51195e-15j 0.000943982-1.05696e-17j -0.00164385-1.81762e-17j 0.000394872-3.23082e-17j 0.00108761-3.18759e-17j -0.00548689+4.30548e-16j 0.00726159+6.60413e-16j 0.00403298-1.2181e-17j 0.00340068+4.34059e-17j -0.00216183-8.87397e-17j 0.00219543-2.30776e-16j 0.00235987-6.67846e-17j -0.00534143-8.89814e-17j 0.00120788-4.85923e-17j -0.00282+2.79666e-16j 0.0068806+4.71841e-17j 0.00789518+4.69866e-17j 0.000411525-3.88732e-17j 0.00689653+2.82765e-17j 0.00672672+8.52222e-16j -0.00397752-2.18335e-16j -0.000372631-3.10551e-16j 0.000947314+3.5973e-18j -0.00324442+2.79437e-17j 0.000241196-3.62036e-17j -0.00398527-1.22824e-17j 0.00366701+6.93624e-17j -0.00812869-1.78308e-17j -0.00804581-4.5382e-17j -0.00334943-3.75726e-17j 0.0115812+6.23435e-17j -0.00417957+1.32342e-17j 0.00170082-1.59814e-17j 0.00462595-2.49206e-17j -0.0031617-3.56949e-17j -0.00353833+7.48163e-19j -0.0112426-6.0141e-17j -0.00650356+1.01723e-16j 
0.000181872-2.44176e-16j 0.00505962-2.01336e-16j 0.00391727-1.48099e-16j -0.000219682-5.0915e-17j -0.00365711+1.96236e-16j 0.00255735-1.0084e-16j -0.00284884+3.1605e-18j 0.00395537-1.98029e-16j 0.00247602-1.40969e-16j -0.00442398+1.71343e-16j -0.00354788+1.62604e-16j 0.00257951-7.99225e-17j 0.00161836-9.40377e-17j -0.00447503+2.1573e-16j 0.0044572-2.37958e-16j -0.00263398+2.12716e-16j -0.0012175+6.7434e-17j -0.00365268+1.71335e-16j -0.00195782+9.78792e-18j -0.00103486-1.01423e-17j -0.00106736+1.21714e-16j -0.000108626-4.44443e-17j 0.00308806-9.29446e-17j -0.0035895+2.1102e-16j -0.00115791+6.94019e-17j 0.0020022-3.3439e-17j -0.00285124+1.07685e-16j -0.00345518+7.124e-17j -0.00339401+1.84084e-16j -0.00188363+1.43269e-17j -0.000931347-2.24197e-17j -0.0012669+1.38636e-16j -0.00189126+8.11925e-17j 0.00250089-2.12562e-16j -0.00570237-3.69662e-15j -0.000347284+8.87129e-17j -0.000738701+5.81106e-17j 0.00193581-1.30382e-16j 0.000126296-5.52581e-17j 0.00211863-3.10886e-16j -0.00364934-3.63846e-16j -0.00219607+7.60726e-17j -0.000554543-4.21867e-17j 0.00241189-6.356e-17j -0.00212907+3.23572e-16j -5.98e-05-5.45867e-17j 0.00158463+3.37566e-17j -0.000663661+3.45386e-17j -0.00117286+3.13501e-16j -0.00440233+1.89027e-16j -0.00715684+3.87446e-16j 0.000631372-1.76421e-17j -0.00496774+2.22993e-16j -0.00584528-4.21295e-16j 0.0029804+6.65033e-17j 0.00189075+1.1856e-15j -0.000646268+2.85707e-17j 0.000696309+5.33013e-17j 0.00267928-2.07879e-16j 0.00230627-1.02875e-16j -0.00388115+2.35644e-16j 0.00442166-1.49847e-16j 0.00535249-2.41235e-16j 0.00333439-1.92281e-16j -0.00798222+3.32004e-16j -3.68192e-05+8.88857e-17j -0.00148567+6.84156e-17j -0.0017253+5.15598e-18j 0.00362295-1.80714e-16j 0.00265312-9.40276e-17j 0.00437644-2.83216e-17j 0.00371695-2.40277e-16j 
0.000551566+2.62354e-16j -0.00994911+3.70167e-16j -0.00380898+3.34598e-18j 0.00551933-1.48252e-17j -0.000982472+7.77964e-17j -0.00325533+1.66217e-17j 0.00975588-1.32273e-16j 0.00106395+3.70452e-17j 0.00204211-1.37684e-17j 0.00468114+5.97849e-17j 5.12777e-05+5.95748e-17j 0.000549342-3.2361e-17j 0.00170035+6.17146e-17j -0.00056034-4.6247e-17j 0.000182652-1.69314e-16j -0.00190571+3.45931e-17j 0.00138814-1.49397e-17j 0.00226279-1.69733e-16j 0.00678401-7.58657e-17j 0.00535786-6.02842e-18j -0.00606252+1.83326e-16j 0.00298317+1.45003e-16j -0.00248109-3.71053e-17j 0.00382193-3.16537e-17j -0.000986167+7.35025e-17j -0.000250312+4.6814e-17j -0.000514322+7.96893e-17j 0.00786881-1.46356e-16j -0.0019458-1.37712e-17j 0.00100575+2.13604e-17j 0.00186092+1.85113e-16j -0.00417993-9.15385e-17j 0.00462051+2.6908e-17j 0.00218266+4.89328e-17j -0.00607528-4.12013e-15j -0.000379513+1.63382e-16j -0.00467484-1.01104e-16j 0.00534595+1.27416e-16j 0.00335228-1.3986e-16j -0.00439564+6.2668e-16j 0.00730021+8.54528e-16j -0.000267822+3.23737e-17j 0.00444542-1.46381e-16j -0.000226873-4.44657e-17j -0.00211015+2.63437e-16j 0.00545296-4.94977e-17j -0.00597297+1.11334e-18j 0.000619197+6.97994e-17j -0.00561776+6.63056e-16j 0.00423857-2.43486e-18j -0.0029376+1.23019e-16j 0.00239166-1.43133e-16j 0.00183599+5.0585e-17j 0.00313586+4.5474e-16j -0.00329211-1.2365e-16j 0.00594209+4.1403e-15j 0.000330633-1.17072e-16j -0.00497631+2.14206e-16j 0.00567254-9.36191e-17j -0.000866536-2.50079e-17j -0.00319137+6.66848e-17j -0.00361029+4.04877e-17j -0.001984-8.76578e-18j 0.00232813-4.0847e-17j 0.00298593-1.55049e-17j -0.00634217+1.76836e-16j 0.00210703+9.10635e-18j 0.00704184-5.91131e-17j 0.000860563-4.99741e-17j -0.00385473-4.17213e-17j -0.00897712+1.90961e-16j -0.00507604+1.38042e-16j 
0.00129111-5.05629e-17j -0.00287495+1.83023e-16j -0.000842844+2.3885e-17j -0.00202518-2.85715e-17j 0.000212688+5.45637e-17j 4.72072e-05+1.68853e-17j -0.00109452-9.85841e-17j -0.00245713+5.60126e-17j -0.0019531+9.01148e-19j -0.0060955+3.71309e-17j -0.00238335+6.77156e-17j 0.000878872-7.50278e-17j -0.00413903+6.31196e-17j 0.0033748-1.76825e-17j 0.00670448-1.56381e-16j 0.00228949-1.52715e-17j 6.41662e-05-5.77622e-17j 0.00359714-8.36997e-17j -0.00529229+5.69026e-17j -0.0016819-3.99663e-17j 0.000421334+9.91037e-17j -0.00432661-1.32906e-16j 0.00318338-1.13203e-16j -0.00347834+8.61838e-17j -0.00168393+1.10371e-16j -0.00431337+8.18488e-17j -0.00229183+7.7945e-17j -0.00254472+3.01577e-17j -7.04451e-06+5.05474e-17j -0.00044387+8.01138e-17j -0.00246749-9.49704e-17j 0.00739662-6.91657e-17j -0.00495459-6.71124e-17j -0.00607412+5.13064e-17j -0.000330175-7.75058e-17j -0.00318587-2.05824e-17j 0.00273464+1.10259e-16j -0.00714414-7.28995e-17j 0.0018553+4.58747e-18j 0.00192944+4.64408e-17j -0.00113414+5.81918e-17j -0.0042643+1.57827e-16j 0.00444146-1.75159e-16j 0.00247996-2.28572e-16j 0.00519339-8.44194e-16j -0.00178407-3.0417e-17j 4.59793e-05+2.00819e-17j -0.0066633+3.73479e-17j -5.14414e-05+4.52539e-17j -0.00073192-4.19685e-17j -0.000273309+7.19592e-17j 0.00473473-1.55838e-16j -0.00209874+2.84617e-17j -0.000866382-9.45268e-17j -0.00194346-4.22523e-17j -0.000919534-7.02184e-16j 0.00613486-1.07523e-16j -0.00599557+1.60828e-16j -0.00370348-4.79978e-17j 0.00143552-2.12085e-17j 0.00139155-1.00203e-17j 0.00189571-1.3391e-17j 0.00102165+8.92679e-18j -0.000871595-2.09612e-17j 0.000999675-1.86444e-17j -0.00171291+1.4219e-16j -0.000315295-4.66317e-18j -0.0010388-4.94891e-17j -0.000992905-2.47876e-17j 0.00193563-1.85869e-17j -0.00331158+1.97073e-16j -0.000929734+3.17684e-17j 
