-0.0187916+3.66923e-17j 0.0406673+6.91633e-18j -0.00385486-2.87956e-18j 0.00239797+1.77273e-17j 0.013692-5.06348e-18j -0.00260461+1.8323e-17j -0.0237847+5.19488e-18j 0.021128+1.9724e-17j 0.00229339+3.57502e-18j -0.00770498-1.54001e-17j -0.00179823+4.19277e-18j 0.00145588+1.07264e-17j 0.0141249-9.38727e-18j -0.0142736+5.80355e-18j -0.00385729+1.06894e-17j -0.000990698-3.08609e-17j -0.00632393-2.97824e-17j -0.0143512+3.08672e-16j -0.00835948+1.06407e-16j 0.00118845+1.46997e-16j 0.0277356-3.18282e-17j 0.00471787+2.24501e-16j -0.00150342+1.81769e-17j -0.000867689+5.51169e-17j 0.013015-3.1292e-17j 0.00226451-1.61232e-18j -6.61154e-05-5.08958e-17j -0.0124036+3.86346e-16j -0.0103726+3.49088e-16j 0.0121444-2.91243e-16j 0.0147588+5.20503e-16j 0.00106464-7.64281e-17j -0.00131544+6.63042e-17j -0.00111892-1.14857e-16j 0.00190721+1.34508e-15j -0.00132002-1.09914e-16j 0.0053429+2.12553e-16j 0.00609185+1.33726e-16j -0.00561622-1.14852e-16j 0.0144814+1.20163e-15j -0.000258801+1.90308e-15j -0.00339832-2.45711e-16j -0.0253795-1.54966e-16j -0.0130143+4.46161e-16j -0.0116228+2.04704e-15j 0.000239028+1.10234e-16j 0.0169451+4.72464e-16j 0.0125223+3.51274e-16j 0.0216428-2.07785e-15j -0.00634918-1.41343e-16j -0.00394651+5.23663e-17j -0.0165489+3.93408e-17j -0.00178696+3.8742e-17j 0.0107416+1.23763e-15j -0.00268913-1.94413e-16j 0.00327574+2.28093e-15j -0.0142597-4.40173e-17j 0.0198641-8.23276e-17j -0.0097061+5.94381e-17j 0.00803216+1.18382e-17j -0.00703232-2.15746e-17j 0.0155815-3.50318e-17j 0.0127221-1.59748e-18j 0.00488195-1.57439e-18j -0.0165116-1.79e-17j 0.0283389-1.14751e-17j 0.00810936+4.15851e-19j -0.00133976-2.78166e-18j -0.00652234-2.26511e-17j -0.0126047-5.98081e-18j 0.0429617-2.90325e-16j 0.00819436+6.59293e-16j 
-8.49681e-05-9.01029e-16j 0.023723-3.3298e-16j 0.0137453+8.02618e-17j -0.00764-3.26935e-17j -0.00787644-3.9445e-17j 0.0100596+1.90348e-17j -0.0195328-3.05873e-17j 0.00804178+9.31483e-17j 0.00309495+5.12932e-17j -0.0197116-4.12277e-17j -0.0106442+5.76377e-18j 0.00715047-5.73249e-18j 0.000404486+4.60723e-17j -0.00974833+6.09856e-18j 0.014827-7.01345e-17j -0.00304698-5.16275e-18j -0.00426397-8.52838e-17j -0.0108324+2.0203e-16j -0.0161481+2.28182e-16j -0.00949925-3.09608e-17j 0.00495669-1.00377e-16j -0.00541976-2.83068e-16j 0.0131316-1.26008e-16j -0.0150447+2.32561e-16j -0.00258839+5.28246e-17j 0.00288472+2.9437e-16j -0.00764906-1.72129e-16j -0.0201587+3.08999e-16j -0.00704908+1.06878e-16j -0.00582084-1.79427e-16j -0.00544865-3.40015e-16j 0.00612889-1.14019e-16j -0.012025-6.92005e-17j 0.00049406-4.66814e-17j -0.00866963-6.088e-15j -0.00215067+3.81368e-17j 0.00486812+9.62604e-17j -0.00471039-1.26565e-17j -0.00252996+5.54887e-17j 0.0116921-1.34224e-15j -0.0186633-2.11209e-15j -0.00846985+1.92493e-16j -0.00455347-1.41012e-16j 0.00734079+7.62304e-17j -0.00126817-5.46727e-17j -0.00741368+7.89901e-17j 0.0112667+1.84249e-16j -0.00572561+1.11381e-16j 0.00449315-4.38749e-16j -0.0160917-1.17902e-16j -0.0156529-1.78691e-17j 0.00134927+1.00452e-17j -0.0159407-4.21098e-17j -0.0181591-2.33342e-15j 0.0102294+6.33984e-16j -0.00207743-1.46256e-15j 0.000864749-4.4972e-17j 0.0049367+3.14292e-17j -0.00156729+5.05344e-17j 0.00797084-1.34485e-17j -0.00568725-9.89731e-17j 0.0169683-6.12184e-18j 0.01668+6.1957e-17j 0.00564281+3.05306e-17j -0.0238806-1.03925e-16j 0.00679142+1.46088e-17j -0.00597667-1.21074e-17j -0.0128067-2.90292e-17j 0.00763023+8.44058e-17j 0.0116428+6.27454e-17j 0.0207611+2.32666e-16j 0.0148685-3.16997e-16j 
0.0109083+4.14803e-16j -0.0333862+1.04563e-16j -0.00323457+3.96585e-17j 0.00434533-6.77969e-17j -0.00771837-3.61688e-17j -0.0021544+2.68541e-17j 0.023286-3.25977e-17j -0.00791729-1.75534e-16j 0.000859604-5.83264e-17j 0.00243759+6.08891e-17j -0.000695535-2.78456e-18j -0.00249371+6.47841e-17j -0.00659512-1.00636e-16j 0.00900457+4.29697e-17j 0.00722201-4.56771e-17j -0.00338522+1.97789e-16j 0.00125626+1.39216e-16j 0.0142165-3.51278e-16j 0.0117203-2.91544e-16j 0.00533172-1.58934e-16j -0.0204423+1.45133e-17j -0.00348007-1.34927e-16j -0.0043619+1.73291e-16j 0.000397987-1.30587e-17j -0.00768631-6.16854e-17j -0.00237521-2.66583e-17j -0.00490956+1.2961e-16j 0.0186221-5.47024e-16j 0.0026076-2.19119e-16j -0.00508741+7.23837e-17j -0.00573716-2.18102e-16j -0.00542824+1.82441e-16j -0.00114341+7.82839e-17j 0.000830788-6.48418e-17j -0.00653811-4.59109e-15j -0.00268379+1.28e-16j -0.00660409-1.6741e-16j 9.7515e-05-1.54393e-16j 0.00823554-8.66575e-18j -0.0102185+5.93437e-16j 0.0117191+7.7888e-16j 0.00210381-8.39119e-17j 0.0198084+2.08575e-16j 0.00835026-3.31709e-16j 0.00941785-1.58572e-15j 0.00740666-1.90228e-16j -0.0157426-3.74422e-16j -0.00918955-3.85288e-16j -0.0217835+2.20801e-15j 0.0041786+1.93354e-16j -0.00214772+5.07313e-17j 0.012465+8.28872e-17j 0.000529097-7.55653e-18j -0.00552398-5.6134e-16j -0.00419764-8.87784e-17j 0.00578365+4.02828e-15j 0.0112561+1.05536e-16j -0.0216075+9.22097e-17j 0.00922484-1.14096e-16j -0.00384371-5.0106e-17j -0.00197966+1.74076e-16j -0.0105408+3.3291e-17j -0.00556248-8.66416e-17j 0.000975141-8.42584e-17j 0.0114249+6.82854e-17j -0.02246-3.622e-17j -0.00213346-4.15524e-17j 0.00869219-7.43533e-17j 0.00417179+3.20836e-18j 0.00335634+7.11513e-17j -0.0338401+4.93805e-17j -0.0101635-2.78679e-16j 
-0.0152591+7.47765e-16j 0.0105496+5.6789e-16j -0.0131409-1.17643e-16j 0.0162992+2.02211e-16j 0.00755258+5.07942e-17j -0.0104456-3.65972e-17j 0.00176841-2.62103e-18j 0.0232462+3.02202e-16j 0.00776029+1.05866e-16j -0.0043022-9.70892e-17j -0.00823022-9.32766e-17j 0.00839087+1.10741e-16j 0.0146167+1.62063e-16j -0.0157576-1.78653e-16j 0.00980789+3.74065e-17j -0.00450305-1.57396e-17j -0.00120504-8.17504e-17j -0.00691637-9.03506e-18j 0.00180366-6.9606e-18j 0.0141132+3.25542e-16j 0.0085822+1.41325e-16j 0.00883132+3.90643e-16j 0.000387419-2.36575e-17j 0.00398316-1.59086e-17j 0.0060491+8.21656e-17j -0.00363283+3.73607e-17j -0.00600069-9.03736e-17j 0.00256107+2.71989e-16j -0.0195032+8.23292e-17j 0.0129252-2.24522e-16j 0.0157598+7.67264e-16j -0.000199241-2.46221e-16j 0.00646233-6.98307e-17j -0.00138108-9.46243e-17j -0.0236391-1.67722e-14j -0.0068339+1.53911e-16j -0.00587272-1.81288e-16j 0.0137498+4.07062e-16j 0.00729336-1.10381e-16j 0.00512666+2.59724e-15j 0.0153917+4.0842e-15j -0.0141103-3.84998e-16j -0.00557109-1.89855e-16j -0.00836708+4.03748e-16j -0.0144346+2.23095e-15j 0.0133906+2.06948e-16j 0.000238727+1.40784e-16j 0.00425828+1.15078e-16j 0.0055189-5.66903e-16j 0.00348499-1.45746e-16j -0.0198792-9.48579e-17j -0.00115391+1.76958e-17j -0.00305211-4.21855e-17j 0.0156255+1.96402e-15j -0.0126285-7.33134e-16j 0.0216526+1.55171e-14j -0.00524868-7.57738e-17j -0.00210873-9.90958e-18j 0.00508563+1.16288e-17j 0.00941978+6.58847e-17j -0.0172458-1.71253e-16j 0.0111297+1.69054e-16j 0.0117664+1.74594e-16j 0.0133662+1.31851e-16j -0.0128964-2.06987e-16j 0.00630692+8.32647e-17j 0.0130615+9.82255e-17j 0.0172014+1.3717e-16j -0.00219653-1.84601e-17j -0.0196459-1.75739e-16j 0.0147159-1.3182e-16j -0.00558347+7.52122e-16j 
0.00129379+3.84764e-16j -0.0102692+8.82457e-17j -0.000399853+9.3399e-17j 0.00701085-1.04744e-16j -0.0067006-4.52748e-17j -0.00235229+8.56719e-17j 0.00968218-2.67746e-17j -0.000504453-1.58649e-16j 0.004111-4.62578e-17j 0.00752304+5.08413e-17j -0.00457708+6.92408e-17j 0.0111767-7.02189e-18j 0.00149248-8.5007e-17j -0.00702557+1.06688e-16j 0.00521414-1.11629e-16j 0.00110764+3.95507e-17j 0.00881229-1.37013e-17j -0.00556915+8.19986e-17j 0.000311996+6.8231e-18j 0.00493877-2.6162e-17j -0.0114141-2.07188e-17j 0.0080779+1.35791e-16j 0.0104621-7.62153e-17j 0.00595873-9.22594e-17j -0.00577034+2.3798e-17j -0.00250738+2.67093e-17j 0.00179353+4.5592e-17j -0.00386905+1.07141e-16j -0.00667766+2.41834e-16j -0.00128702-1.39747e-16j -0.00120273-2.11152e-16j 0.00380607-7.75929e-17j 0.0132653-2.64261e-16j 0.00214518+8.68037e-17j -0.0208518-1.44145e-14j 0.000539369+3.94387e-16j -0.00732723-2.1387e-16j 0.00639457+2.61908e-17j 0.00485587-7.3802e-17j -0.00595528-7.05305e-16j -0.00243772-1.20534e-15j -0.011767+2.57472e-16j 0.00898198-8.65243e-18j 0.00203291+3.90711e-16j -0.0116076+1.72266e-15j 0.00277613-1.12585e-16j -0.00647775-1.23187e-16j -0.00229046-9.27253e-17j -0.000277379-6.93401e-17j 0.00870603-6.8709e-17j -0.0127296+2.14722e-16j 0.00900637-1.74712e-18j -0.00127038+2.57585e-17j 0.00447685+4.13013e-16j -0.000342302+6.71604e-17j 0.00901117+6.20807e-15j 0.000992856+2.82771e-17j -0.00299679+8.69697e-17j 0.0115574-7.40789e-17j 0.00121097-9.20931e-17j -0.00364228+1.45413e-16j -0.000198857-6.00435e-17j -0.00165847-8.42528e-17j 0.00491599-1.07191e-16j -0.0034249+8.03792e-17j -0.0107207-1.57208e-17j 0.00197032-9.43606e-17j 0.00737464-1.34074e-16j 0.00474825+2.07846e-17j -0.00283514+1.38759e-16j -0.00936973-7.29784e-17j -0.00416369+5.99802e-17j 
0.00719375-4.63014e-16j -0.00789149-1.81574e-17j 0.0067419-1.31523e-16j -0.00487172+9.92136e-17j -0.00623226+1.28857e-16j 0.00383812-1.17345e-16j 0.00237629-2.09442e-17j -0.013442+1.5571e-16j -0.00233191+3.13627e-17j 0.0107237-1.53469e-18j 0.00362626-2.31867e-17j 0.00258523+3.88351e-17j -0.00582947+1.24778e-16j 0.00323724-9.63092e-17j -0.00685576+6.81023e-17j 0.00480956-8.27673e-17j 0.00742658-2.14421e-17j -0.00244765+1.27889e-17j -0.0014498+6.93539e-17j -0.00506662+7.25286e-17j -0.00862486+1.26773e-16j 0.00251316+9.63747e-17j 0.00647808-8.14784e-17j 0.00420793-2.20809e-17j -0.00528198+1.10578e-16j 0.00093933-1.09198e-16j 0.00763404-2.16626e-17j -0.00649198+4.84444e-17j 0.00741491-1.65873e-16j -0.00657924+2.91943e-16j -0.00799569-2.04303e-16j 0.00302283+7.00524e-17j 0.00809913-5.99457e-17j 0.00251623+1.00572e-16j 0.00244271+1.6246e-15j 0.00586951+3.26e-17j -0.0007774-9.41846e-17j -0.00264898+4.67217e-17j -0.0030016+1.1478e-16j -0.00646463-1.96442e-15j -0.011715-3.02471e-15j 0.00102753+1.80116e-16j 0.00479392-7.17456e-17j 0.00305177-4.78383e-17j -0.00238687+1.45577e-16j -0.00707523+5.84145e-17j -0.00210923-5.69275e-17j -0.00043399+5.18421e-17j 0.001846-1.11153e-16j 0.00542647+5.81712e-17j 0.00583632-1.06133e-16j 0.00327148-9.20569e-17j 0.00326393+1.49667e-17j -0.00209157-9.52261e-17j 0.00732421+2.01515e-16j -0.00798979-5.51885e-15j 0.000262637-6.41783e-17j 0.00483721+3.37224e-17j 0.00319515+5.68717e-18j -0.00508775+7.8266e-17j 0.0092296-1.10649e-16j -0.00663441+5.27315e-17j -0.00937997+5.53676e-17j -0.00566567+8.01622e-17j 0.00564388-3.69295e-17j -0.00628117+1.17107e-16j -0.00510135+1.28189e-16j -0.00569027+1.3367e-16j 0.00259885-5.71644e-17j 0.00724066-1.86845e-16j -0.00920826+3.03752e-16j 0.00113553-3.83797e-16j 
-0.00417029+5.26002e-16j -0.00657707+2.87399e-16j -0.00906389-1.25862e-16j 0.0106834+1.44278e-16j 0.00259841+5.6254e-17j -0.00634556-5.69915e-17j 0.0110749+6.22625e-17j 0.012501+1.73251e-16j 0.00502206+4.99543e-17j -0.00282177-5.51685e-17j -0.00268201-4.86425e-17j -0.00231422-2.76336e-18j 0.00710579+8.62164e-17j -0.00339675-7.15441e-17j 0.00533605-9.87946e-19j -0.00769173+3.68926e-17j -0.00515738-3.43123e-17j 0.00502101-1.46614e-16j 0.0113358-7.22174e-17j 0.0106768+1.52766e-16j -0.00201633+9.91316e-17j 0.00146081+1.21079e-16j -0.00956976-1.56873e-17j 0.000754539-1.33651e-17j 0.00279529+1.01823e-17j 0.00043091+5.73531e-17j -0.00743206-7.09731e-17j 0.0167463-5.20671e-17j -0.00801603-1.69557e-16j 0.00559828-7.17976e-17j 0.00835804+5.639e-16j -0.0103956-1.7366e-16j -0.00145762+1.07681e-16j 0.00255705-1.08923e-16j -0.00918689-6.55663e-15j -0.00472838+2.15347e-17j -0.00584886-1.73571e-16j 0.0100417+2.57221e-16j 0.00640704-8.89918e-17j -0.000725195+2.37856e-15j 0.0188862+3.83346e-15j 0.000725396-3.07728e-16j 0.00170997+1.44216e-17j -0.00197097-6.2907e-17j -0.000251047+8.91193e-17j 0.0130506+1.42237e-16j -0.0062669-8.75207e-17j 0.00172127-3.82826e-17j -0.0108133+1.0242e-15j -0.000388973+1.74252e-17j -0.00872582-4.26166e-17j -0.000162557+2.25263e-17j -0.000834181-8.63879e-18j 0.00321791+5.17278e-16j -0.0089679-5.03177e-16j 0.0138316+9.94615e-15j -0.000275951-3.09717e-18j -0.0102649-5.23256e-17j 0.00571642-3.40518e-17j 0.00260849+1.89709e-17j -0.0121714-7.67395e-17j 0.000310807+9.98544e-17j 0.00552467+8.53053e-17j 0.00785855+7.06882e-17j -0.00135698-5.2145e-17j -0.00373076+2.01156e-17j 0.00583699+7.58384e-17j 0.0130104+1.27744e-16j 7.87367e-05-3.03191e-17j -0.00950888-1.33131e-16j -0.00456855-9.08047e-17j -0.00661573+2.40412e-16j 
0.00250851-9.14312e-16j 0.0066137-1.80161e-15j 0.00754414-1.57098e-15j -0.00596412+1.25509e-15j -0.00311541+5.98544e-16j 0.00504445-1.06761e-15j -0.00687483+1.6007e-15j -0.00522336+1.06593e-15j -0.00133476+2.99457e-16j 0.0027811-5.62365e-16j 0.0018872-3.70922e-16j 0.000866001-2.57468e-16j -0.00200046+4.04354e-16j -0.000416382+1.56412e-16j -0.00520377+1.12473e-15j 0.00212283-5.69649e-16j 0.00196113-4.60977e-16j -0.00523868+1.32404e-15j -0.00423012+1.12089e-15j -0.00624007+1.3179e-15j 0.000337443-2.44836e-16j 0.000505446-1.53929e-16j 0.00425786-1.03162e-15j -0.000529364+1.01878e-16j -0.00124255+2.32989e-16j 0.00301557-5.95375e-16j 0.00424811-9.83181e-16j -0.00892829+2.15716e-15j 0.00434136-8.61582e-16j -0.00420606+8.86059e-16j -0.00445825+6.91924e-16j 0.00117797-3.56479e-16j 0.00161442-3.96541e-16j 0.00265626-4.34265e-16j 0.00499499+2.47037e-15j 0.00434115-9.16892e-16j 0.00206381-4.5835e-16j -0.00205758+4.54795e-16j -0.00487787+1.10258e-15j 0.000156896-1.58382e-15j -0.0116689+2.4225e-16j 0.00217737-1.97268e-16j -0.00332341+7.75446e-16j 0.00117985-1.20474e-16j -0.00197706+7.32744e-16j -0.00693703+1.53301e-15j 0.0041266-9.01704e-16j 0.00197667-3.41743e-16j 0.004947-1.71271e-15j -0.00168219+3.22098e-16j 0.00362677-7.75495e-16j -0.00228845+4.94259e-16j -0.000220695+5.29401e-17j -0.00466325+2.84163e-16j 0.00764267-1.24722e-15j -0.00775165-3.83733e-15j -0.00287893+6.27775e-16j 0.00891162-2.00472e-15j -0.000862809+2.94962e-16j -0.00180881+3.51687e-16j 0.00539743-1.18803e-15j -5.2243e-05-1.05174e-16j -0.00198908+3.88603e-16j -0.00340554+7.33492e-16j -0.00198554+4.9012e-16j 0.00281956-7.28574e-16j -0.00436948+8.90467e-16j -0.00833873+1.79568e-15j 0.00182465-3.28604e-16j 0.00638783-1.29351e-15j 0.00521823-1.20268e-15j 0.00589716-1.51624e-15j 
-0.00955787+8.29567e-16j -0.00244227+4.98122e-16j -0.0126436-7.00405e-17j 0.0136544+1.26447e-16j 0.00504679+1.64707e-17j -0.0102254-8.65891e-18j 0.00709874-4.45176e-18j 0.0116752+1.52434e-16j 0.0044139+5.91489e-17j 0.000780342-5.49699e-17j -0.00636948-7.01429e-17j 0.00960029+1.22622e-16j 0.00754605+7.91059e-17j -0.00919854-1.13762e-16j 0.00920219+5.05984e-17j 0.000626255+6.06559e-18j 0.00426722-2.84283e-17j -0.00297393-4.01476e-17j 1.98106e-05-5.77586e-17j 0.0119474+2.2836e-16j 0.00183609+9.34865e-17j 0.00782895+3.06773e-16j 0.00454671+1.33733e-17j 0.00650574-5.27304e-17j 0.00157476+7.06271e-17j -0.00739753-6.70288e-17j -0.00224967+1.57181e-17j 0.00102841+1.69418e-16j -0.014098+1.16369e-16j 0.00959986-1.14077e-16j 0.00984754+4.07753e-16j 0.00648152-9.71411e-17j 0.00964128-1.76194e-16j -0.00496683-3.75626e-17j -0.0219429-1.55168e-14j -0.00580671+1.78758e-16j -0.00547232-1.62653e-16j 0.00739309+1.98716e-16j 0.00808573-2.98458e-17j 0.000244789+1.67046e-15j 0.011536+2.59645e-15j -0.015856-2.34635e-16j 0.00283142-1.02106e-16j -0.00549474+3.33493e-16j -0.0113013+1.73619e-15j 0.00960742+7.71391e-17j -0.00387157-1.35297e-17j -0.000930189-4.96974e-17j 0.00482823-5.24818e-16j 0.00943486-9.1526e-17j -0.0144314-5.76417e-17j 0.0052408+3.31266e-17j -1.8869e-05-3.7846e-17j 0.0169862+2.10446e-15j -0.0121022-6.8447e-16j 0.0172459+1.23133e-14j 0.000330802-1.52773e-17j -0.00619949+3.22259e-18j 0.00492002-1.05536e-17j 0.00611885+4.04503e-17j -0.00995888-8.57526e-17j 0.00535028+1.1322e-16j 0.00388309+9.97539e-17j 0.0085716+7.25969e-17j -0.00410439-1.28141e-16j -0.00126142+3.65405e-17j 0.0109573+4.91068e-17j 0.0160441+7.45736e-17j -0.00259275-1.53104e-17j -0.0159911-1.01223e-16j 0.00116455-1.57455e-16j -0.00899724+6.00926e-16j 
-0.00484699+4.18819e-16j -0.0027972+2.99948e-16j -0.0110224-1.31694e-16j 0.00295716+7.45949e-17j 0.00869295+1.25954e-16j -0.00619645-6.77532e-17j 0.00064992-1.21099e-17j 0.00507854+6.70713e-17j -0.00225253-1.8286e-17j -0.0117039+4.09206e-17j -0.0030694+3.95581e-17j -0.00268738-3.87914e-17j -0.00122428+4.69869e-17j 0.00491983-6.4611e-18j 0.0103622-1.05358e-16j 0.00110488+8.12478e-17j -0.00444917+3.44198e-18j 0.0096838-1.31811e-16j -0.00291355-5.04588e-17j 0.00414397+7.67997e-17j 0.00789153+1.47114e-16j -0.0065045-1.13609e-16j -0.00403243-3.1985e-17j -0.00374213+1.61725e-16j 0.00319511+1.00035e-16j -0.00826541-5.76531e-17j -0.00662858+1.46391e-16j 0.0060154-5.61671e-18j -0.00397284+2.54967e-17j 0.00705744+1.07234e-16j 0.00497177+2.87793e-16j 0.00770957+4.00339e-17j -0.00993423+4.45946e-17j -0.0117558-1.48924e-16j 0.000813237+6.3176e-16j -0.00870159-2.03536e-16j 0.00385596+1.93846e-16j -0.00739648-1.2281e-16j 0.005382+3.47543e-17j 0.00527354+2.04614e-15j 0.0126577+3.34512e-15j -0.00504392-2.02891e-16j 0.00269959-1.06616e-16j -0.00187007-3.89919e-16j 0.00933914-1.30994e-15j 0.00465476+2.56273e-17j -0.000470502-1.31828e-17j -0.00724348-6.01716e-17j -0.000819856+1.61087e-16j -0.000424075+7.21342e-17j 0.000173809+6.248e-17j 0.00316417-6.88366e-17j -0.000636653+7.37765e-17j 0.00705083+1.07884e-15j -0.0119342-6.70805e-16j 0.00520896+3.72654e-15j 0.00795219-3.40387e-17j -0.0127371+3.82089e-17j -0.00863691-9.44564e-17j 0.00408063-2.26162e-19j -0.0031818-8.33485e-18j 0.00370113-3.49895e-18j 0.0041013-1.91373e-17j 0.00126648-1.51883e-17j 0.00380526+5.9042e-17j 0.00226837+1.05647e-16j 0.00586192+7.58073e-17j 0.00644766+7.57895e-17j -0.00656983-1.1532e-16j -0.00708459-1.55283e-16j -0.00136886-6.64641e-17j -0.00636132+3.13777e-16j 
0.00142619+7.18957e-16j -0.0262455+4.35077e-16j -0.0108822-2.78642e-16j 0.0110488+9.62434e-17j -0.000597733+2.84015e-16j -0.00899762-1.54686e-16j 0.0210872-1.68259e-17j -0.00372027-3.22335e-17j 0.00140283-9.77458e-17j 0.0109363+1.48791e-16j -0.000704209+1.06898e-16j 0.00524583-1.02968e-17j -0.000783892+2.58777e-17j 0.0017386+6.34699e-17j 0.00347437-1.74181e-16j 0.00228398+1.64627e-16j 0.0081492+5.81827e-17j 0.00607441-1.09692e-16j 0.00790005-1.39231e-16j 0.0106839+1.52728e-16j -0.0127543+3.28778e-16j 0.00612469+2.54622e-16j 0.00139704-9.14451e-17j 0.0102124+2.90992e-17j -0.00419573+1.74914e-16j -0.00711145-2.477e-16j 0.00152818+2.3411e-16j 0.0105978-6.22194e-17j -0.00365752+3.31462e-17j 0.00301546+2.53836e-16j 0.00191426+2.52837e-16j 0.00299948+1.1963e-16j 0.0126487-7.08772e-17j -0.0028574-1.08234e-16j -0.0151377-1.04115e-14j -0.00238552+2.00136e-16j -0.0080333-1.69381e-16j 0.00443084-3.26657e-18j 0.00878378-2.74266e-17j -0.0100161+8.48085e-16j 0.0124564+1.46481e-15j -0.00825183-3.1881e-17j 0.0144956-7.71597e-17j -0.000475268-1.17638e-16j -0.00416246+6.2723e-16j 0.00842736-4.24346e-17j -0.0134156-2.36586e-16j -0.00415638-1.33033e-16j -0.0062513+7.67288e-16j 0.0150949+2.14691e-16j -0.00451054+2.84732e-16j 0.0108573-1.04628e-16j 0.00557205+2.01963e-16j 0.0132966+2.06214e-15j -0.00987037-7.23395e-16j 0.0114804+8.11659e-15j 0.00572307-1.19053e-17j -0.0134608+1.14898e-16j 0.00893742-2.54175e-16j -0.00154255-3.72725e-17j -0.00202169+1.55499e-16j -0.00795136-2.45104e-17j -0.00816117-1.48214e-16j 0.00233619-1.08508e-16j 0.0108743+2.50108e-16j -0.0154629+1.95112e-16j 0.00600212+1.53449e-16j 0.0156862+1.19108e-16j -0.000908621-2.4737e-16j -0.00932256-2.76834e-16j -0.0237784-1.82454e-17j -0.0141868+9.81471e-17j 
-0.0101892+2.13404e-15j 0.00480535-1.10055e-15j -0.0131734+1.46151e-15j 0.00209918-5.08284e-17j 0.0170085-2.22669e-15j -0.00944439+1.06226e-15j -0.00377133+1.08972e-15j -0.00463127+3.28931e-16j -0.00674392+8.44456e-16j 0.0144128-1.45532e-15j 0.00967356-1.13686e-15j -0.00218853+2.64171e-16j 0.00152036-2.85517e-16j 0.00451395-4.40588e-16j -0.0166003+2.14905e-15j 0.011209-1.55746e-15j 0.00577345-5.6988e-16j -0.000184818+3.4396e-16j -0.00179789+5.56523e-16j 0.00322347-9.38365e-17j 0.0160093-2.42323e-15j 0.00629739-3.76174e-16j -0.00381445+4.22298e-16j 0.0140336-1.72513e-15j 0.00839894-1.18752e-15j -0.00679809+4.63228e-16j 0.0126197-1.36486e-15j -0.00256936+8.94522e-16j 0.00465082-2.90621e-16j 0.0115386-1.36756e-15j 0.00904945-8.80134e-16j 0.00995095-1.30037e-15j 0.0118663-1.34115e-15j -0.00915411+1.3251e-15j 0.0139824+7.91878e-15j 0.00194645-4.05507e-16j 0.00430474-5.75004e-16j -0.00320823+4.76399e-16j -0.00353701+6.23946e-16j -0.000798806+3.95442e-16j 0.00551348+6.37312e-16j -0.000175889-2.65135e-17j -0.00992512+1.57772e-15j -0.0145602+2.08809e-15j -0.00479472+1.73612e-15j -0.00234826+4.61081e-16j 0.00388576-7.31553e-16j 0.00816159-9.53389e-16j 0.0202482-4.92715e-15j 0.0151068-1.66222e-15j 0.0188649-2.36036e-15j -0.0080153+1.16318e-15j 0.0154459-1.74015e-15j 0.0274408-7.66703e-18j -0.00930808+3.98388e-16j -0.00456544-2.53322e-15j -0.00578425+8.28703e-16j 0.0112722-1.81624e-15j -0.0116581+1.7827e-15j -0.00316435+3.04378e-16j 0.0109705-1.37208e-15j -0.00570619+3.28065e-16j -0.0128414+1.31177e-15j -0.00854903+1.06858e-15j 0.0160269-1.60418e-15j 0.013634-2.19107e-15j 0.0091181-1.12054e-15j 0.00444517-2.513e-16j -0.0142236+1.75435e-15j -0.0150736+1.7692e-15j 0.00831685-2.12707e-15j -0.0075791+1.33462e-15j 
