0.00493483-0.0533914j 0.0167649+0.00972139j 0.0318479-0.0572372j -0.0147095-0.0319772j 0.0382554+0.0111504j -0.0284153-0.00154844j -0.0495614+0.0170542j 0.000777244+0.00161158j -0.0159994+0.00174594j 0.00484609-0.0122167j 0.0174603-0.0245687j 0.00442195-0.00415563j 0.00171136+0.00313532j 0.0121233-0.0471826j -0.026045-0.0116391j -0.0352919+0.0412424j 0.0236386-0.0359761j -0.01322+0.0118207j 0.0261164-0.00479053j 0.00274047-0.0118312j 0.00032959-0.00877603j -0.0079694-0.00133997j 0.00177106+0.00653124j 0.00278351-0.000329032j 0.00241054+0.00411883j -0.00505695+0.00333731j -0.00149196-0.00202785j 0.00134611-0.00655955j -0.00225622+0.000953479j 0.00253851-0.00368224j -0.006488+0.00945801j -0.000975205+0.00130102j 0.00292767-0.00268969j -0.00306854+0.00448498j 0.00362653+0.00391179j -0.0384964+0.0268225j -0.000488682-4.88514e-05j 0.00655749-0.00731435j 0.00475023+0.00953643j 0.00341239-0.00652555j -0.0132868+0.021202j -0.00431708+0.0180157j -0.00341946+0.00639663j 0.0127081-0.00750453j -0.0090153+0.00962294j 0.0035924+0.0079967j -0.00936138+0.014229j -0.00230736+0.0115523j -0.00844406-0.0029657j 0.0088913-0.00892823j -0.00238674+0.00313925j -0.00753541-0.00554914j -0.002393-0.008376j -0.00380394-0.00511595j 0.00546099+0.0059082j -0.00449243+0.00353952j -0.0113673+0.00337576j 0.00456218+0.000926003j -0.00407269+0.000807311j -0.000801501+0.00408054j -0.00143536-0.00317565j 0.000646674-0.00302514j 4.8165e-05-0.00288242j 0.0086953+0.00387958j -0.00316623-0.00403187j 0.00173302-0.000635032j 0.00243667-0.00420017j 0.00136713+0.00378013j 0.00354275+0.000699059j -0.00422787+0.00176293j -0.00135118+0.00461316j -0.00506093-0.00292752j 0.00506629-0.00129403j 0.00032219+0.00371204j -0.00593211-0.000378679j 0.000351961-0.000553717j -0.00533511-0.0052631j -0.00159837-0.000169814j -0.00334786-0.00232735j 0.00289993-0.00213218j 0.000845888+0.00978952j 0.0156404+0.00163315j -0.00553877+8.29621e-05j -0.00668464-0.000435271j 0.00403904+0.00195212j 0.00749522-0.00288611j 0.00942127-0.00285211j 0.0198415+0.0217276j -0.00576599-0.00289422j -0.00313045+0.00965143j -0.00319795+0.00101121j -0.00605942+0.0235729j -0.0441071-0.0445202j -0.0149852-0.00130425j -0.00413252-0.00870001j 0.0176021-0.0237776j -0.00186422+0.0190987j 
-0.0416783-0.00117105j 0.0251783+0.0410656j -0.0256045+0.0160664j -0.089694-0.0422716j -0.0311619-0.0715415j -0.0158378+0.0479359j -0.0736423+0.0349849j -0.0217015+0.144049j 0.0956005+0.106415j 0.130848-0.109096j 0.0165973-0.0440131j -0.0195608-0.152739j 0.109755-0.0897989j 0.103677-0.0291986j -0.0708788+0.017964j -0.056422+0.104007j -0.0384328-0.0280905j 0.0137102+0.0679909j -0.0138845-0.02501j 0.00951933-0.0169299j 0.0056995+0.0221496j -0.0149605+0.00769198j 0.00719344-0.0133107j -0.0118204-0.00630202j 0.000281476-0.00239199j 0.0202149+0.00946389j -0.0270225-0.0134385j -0.0285965-0.00740294j 0.00279786-0.000921883j 0.00903084-0.0320365j -0.00311878+0.0225905j 0.00819866-0.0102887j 0.0121638-0.0240321j 0.0188697+0.00929259j -0.0187429-0.00461821j 0.00393297+0.0214245j 0.00119085-0.0280181j 0.00161138-0.00921329j -0.00143271-0.0142638j -0.00510735-0.0175272j 0.00496626+0.0102139j 0.00307676+0.0147999j -0.00735259+0.0149365j 0.00853125-0.00607848j -0.00554129+0.00409745j -0.00790359+0.0174713j -0.00382047+0.0104067j -0.0060767+0.00842698j 0.0199316+0.00498901j 0.0109231-0.00638799j -0.00365079-0.000341853j -0.00232011+0.00325336j 0.0162051+0.00856774j -0.0117248-0.0083137j -0.00164557-0.00321031j -0.00994848-0.0129244j 0.000168083+0.00951605j 0.00797243+0.0058219j 0.0160953+0.0135085j 0.000271809-0.0102239j -0.00825115-0.00413523j 0.000137833+0.00257269j 0.00849621-0.00671195j 0.00250882+0.00760962j 0.0122734+0.00622745j 0.00416978-0.00337508j 0.00156617-0.00115023j -0.00437261-0.00296572j 0.00165652-0.00339489j -0.0129124-0.0200445j -0.000565103-0.0070154j 0.00346879+0.0248609j 0.00614316+0.00898087j -0.00159875-0.0072897j -0.0117181-0.0241112j 0.00293482+0.0185257j 0.000240077+0.00673734j 0.00800422+0.00253483j 0.00582962+0.00739705j -0.000809201+0.0170854j -0.0035613-0.0029529j -0.00982216+0.00705532j 0.000334145+0.00231289j -0.00288868+0.00245071j -0.0137503+0.00266939j -0.00648738-0.00708744j 0.00130503-0.0125501j -0.0217913-0.0154753j 0.00680561-0.00530569j 0.000214913+0.00464433j 0.00180845+0.00145627j -0.0262276-0.013411j 0.0178884+0.0140755j 0.0095009+0.00732682j 0.0062703+0.00121063j -0.00852803-0.015411j -0.00622056-0.00975176j 
-0.0300082+0.00870768j -0.0356681-0.0101463j 0.0732391+0.0549002j -0.00434888+0.102464j 0.00622934+0.0334126j 0.0877375+0.0319352j -0.0504075+0.0237036j 0.0714224+0.107968j 0.0614479+0.0681445j 0.0183594-0.0110965j -0.0431111-0.0392199j 0.0491241+0.00787438j 0.0459344-0.0569931j -0.126475-0.0164411j 0.11706+0.0247823j 0.00892329+0.0212924j -0.0109676-0.0398496j 0.0188941-0.0263241j 0.0174142-0.00417255j -0.0290578-0.00414097j -0.0192432+0.023875j -0.0231558+0.0110565j 0.0316217-0.0225643j -0.0252906+0.00273934j -0.00886883-0.00340363j 0.00843854-0.00445855j 0.00040661+0.00154032j -0.00979608-0.0221615j -0.00101967-0.00110927j -0.00123863+0.0401639j 0.0213859+0.0133802j -0.014917+0.0181895j 0.0232911+0.0155092j -0.0254597+0.00296024j 0.031668+0.0113262j 0.0147619+0.00966836j 0.006625+0.00467083j -0.0111595+0.00970878j 0.00548254+0.0203066j 0.0100469+0.00350403j 0.00347076+0.0091125j 0.0080759-0.0109211j 0.00425879+0.00784338j 0.0141006-0.000349244j 0.00143255-0.00591807j 0.00790017-0.00363388j 0.0100296-0.00318611j -0.000129336-0.00674583j 0.00694436-0.00524275j -0.0029269+0.000234608j 0.00503971-0.0015143j 0.00118962-0.0103109j 0.00576644+0.00827366j -0.00466784-0.00827326j 0.00271969-0.0100496j 0.00647891-0.0122015j 0.00297242-0.00539625j -0.00306806+0.0114156j -0.00760432+0.00454396j 0.00504999+0.00182158j 0.00395546-0.00800126j 0.00583502-0.00776335j 0.0010573-0.000446528j -0.0131487+0.0148497j -0.0169854+0.00630384j 0.00824212+0.00496166j 0.000363593-0.0132951j -0.00458268+0.00402719j -0.00629535+0.0078081j 0.0086347-0.0106435j 0.013656-0.00427869j -0.0098129-0.00829468j 0.003632-0.00850737j 0.00844027-0.00532415j 0.0307253-0.0213391j -0.0121046-0.00670023j -0.000736279+0.00666959j -0.000249937+0.00419961j -0.0065216-0.00152439j -0.00832045-0.00899163j 0.00267675+0.0110616j -0.0120042+0.000202855j 0.00217205-0.000303525j -0.00817577-0.00759012j -0.0129822+0.00124509j -0.0184545+0.00245884j -0.0157476+0.000644871j -0.00504813+0.022068j -0.00629352+0.00103088j 0.00424271-0.00468166j 0.00679268+0.0036648j 0.0279696+0.0121071j 0.0128032-0.0174623j 0.00360441-0.00449344j 0.0096574-0.00284788j 0.00351425+0.00787887j -0.00443839+0.00479781j 
0.0481674+0.00829605j 0.0865572-0.0528762j 0.0986322+0.0879644j 0.0208341+0.0591361j 0.0116429-0.0991997j -0.0165174-0.0241043j -0.0908653+0.00683924j 0.0396776-0.00875762j -0.145591+0.010593j 0.0494593-0.0754715j -0.00467675+0.00260133j 0.00784702-0.0411645j 0.0484148+0.0373653j 0.0163514-0.0850413j 0.238116+0.0367882j 0.149634-0.0477772j 0.0278254+0.0436132j 0.0163408-0.0212017j 0.0341439+0.0346488j -0.0242246-0.00105871j -0.0260148+0.0124013j -0.0258008-0.0114923j 0.0135163+0.00358046j 0.0125189-0.00122577j 0.00364133-0.00542557j 0.0117251+0.00324653j 0.0224306+0.000262688j 0.0188799-0.00958225j 0.0105432-0.0151927j 0.000895668+0.00455394j -0.0171752+0.0164812j 0.0074261-0.000331826j 0.000129993-0.0200974j -0.00868097-6.63523e-05j -0.0334758-0.00677853j 0.00866128-0.00177569j -0.0157004-0.0140065j 0.00247138-0.0203729j -0.000938687+0.00252919j -0.0255806+0.00425727j -0.0194224-0.00426549j 0.00644924+0.0012824j -0.0126534-0.00496742j 0.00746563+0.0213424j 0.00530375-0.00932654j 0.00352466-0.00572434j -0.00545654-0.000173889j 0.0075325-0.00661039j 0.00230428+0.016924j -0.00991888-0.00264992j -0.00410849+0.00135144j -0.0131401-0.00149249j 0.00443227+0.0079401j -0.00131525+0.00335355j 0.00622562-0.00745412j -0.00662382-0.0115459j 0.00366631+0.00940605j -0.00576522+0.00137873j 0.00692531+0.0107466j 0.00675359-0.00451118j -0.0113679-0.000591325j 0.0104427-0.00196424j 0.00901219+0.00342157j -0.019755-0.00314386j 0.0139176+0.00631801j 0.00159716+0.00656736j 0.00871764+0.00623767j -0.00360939-0.00311493j -0.00204084-0.00207265j -0.00521996-0.00522111j -0.0113779+0.0040168j 0.00109046+0.0104621j -0.00986301-0.00557725j -0.000711814-0.00352108j -0.00807889-0.00317501j 0.0051595-0.00200832j 7.44763e-05+0.00244264j 0.00479379-0.00592603j 0.000456913+0.00166291j 0.0009679-8.40611e-05j -0.00815511+0.00569927j -0.0233149+0.00924166j 0.0010609-0.00645558j 0.00459887-0.00868322j -0.00958896-0.00137638j -0.00391446+0.00827612j 0.00489791+0.00560923j 0.0286555-0.00810814j -0.00857675+0.00135703j -0.00121643+0.00631986j 0.00723954-0.00052708j -0.0112985+0.0280228j -0.00900958-0.00327831j -0.00441997+0.0154442j -0.00238063+0.0066656j -0.00747873+0.01133j 0.0194038+0.00281679j 
-0.0056991+0.0239433j 0.0299504+0.034326j -0.0300107+0.0948392j 0.0477018+0.0747495j -0.0961894-0.0107265j 0.0588619+0.174454j -0.029282+0.133828j -0.142391+0.0437288j 0.2016+0.0555628j -0.0445478+0.125234j -0.056411-0.17296j -0.157421-0.0230463j 0.130853+0.000579001j 0.0042061-0.122591j -0.127501-0.094778j 0.0309272+0.0506127j 0.0105931+0.0865518j 0.0134809-0.0103052j -0.00392581+0.0104252j -0.00625222+0.021324j 0.00557865-0.0270161j -0.00762754-0.00638624j 0.00397287-0.0143289j -0.00119869+0.0264738j -0.0158069+0.0123308j 0.00104103-0.0163066j -0.0239267-0.0305305j -0.0103249+0.0322221j -0.00663186+0.0243137j -0.000794963-0.0202864j -0.00591999-0.0252619j -0.0230353+0.0023207j -0.00946884+0.00243131j 0.0138983-0.032413j 0.0120837+0.0168566j 0.00605724-0.0222647j -0.0218055-0.0170838j 0.00866989+0.00728511j -0.0074572-0.00372316j -0.0122074-0.00579298j 0.00699269-0.00975711j -1.55689e-05+0.000527068j 0.00714472-0.00795847j 0.00232719+0.00770633j -0.00323386-0.00207016j 0.000413281+0.00109798j 0.00134337+0.00188005j -0.00471135-0.00115897j 0.00251322-0.00636158j -0.00493079-0.00439587j 0.0014452+0.00260104j -0.0059273-0.00100721j -0.000179983-0.0111884j 0.00709463+0.00142493j -0.00637146-0.00958183j -0.00358312+0.00463621j 0.00269008-0.00334937j -0.00617776+0.00556273j -0.00972471-0.00557836j 0.00277524+0.00126477j 0.00465503-0.00498934j -0.0161858+0.0103018j 0.00439935+0.00223779j 0.00558105+0.00209091j -0.0131798-0.00469326j 0.0193255-0.00490296j -0.00144296-0.0126926j 0.00357714+0.000434906j -0.00879076+0.000337841j -0.0161577+0.0023332j 0.0191097-0.00630481j 0.00642888-0.00367573j 0.0132943+0.00999125j 0.00582476+0.00327414j 0.00776681+0.0182532j -0.0147056+0.00445368j 0.00949183-0.00686549j -0.00374576-0.00356089j -0.00473622-0.0140535j 0.00304784+0.00179006j 0.00304768-0.00145154j -0.00230493+0.013829j -0.0143848-0.00476007j -0.00624158+0.00141861j -0.00248361+0.00989536j 0.00217671+0.00157872j 0.00651024-0.00572439j -0.00623093+0.000480278j 0.00150841-0.00726424j 0.00662829-0.00274902j 0.000361532-0.00426716j -0.00189741-0.0117195j -0.0284685+0.00261921j 0.00572218-0.0064866j -0.00172379-0.00587609j -0.00166796-0.00263893j 0.00870866-0.000719j 
0.0312676-0.0389657j -0.0312268+0.000658817j 0.0381788-0.0911715j 0.0249328+0.004757j -0.0472638+0.0715754j 0.14729-0.0889703j 0.0409439-0.00988332j 0.0340634-0.117279j 0.0206588+0.0592393j 0.177541+0.0156866j -0.208361+0.12854j -0.0345662-0.217991j -0.0446537-0.111541j -0.0750683-0.0727229j -0.0388716-0.026049j -0.0448657-0.00537569j 0.0201865-0.0085183j 0.0218558-0.0193373j -0.0208109+0.014061j -0.0101922-0.0505787j -0.00675961-0.00620484j -0.0190137+0.0209302j 0.0333123+0.0206982j -0.00989878+0.00126506j 0.019313+0.0015001j 0.0064967+0.00271882j -0.0440508-0.0196938j 0.0200307-0.0314757j -0.00789602-0.016467j -0.0204048-0.0274789j -0.00490904-0.00124229j -0.00803267-0.0168712j 0.00358265+0.0159718j 0.00705694-0.0223861j 0.00719543+0.0181395j -0.0313613-0.00509701j 0.00908581+0.0068108j 0.00264727+0.00496053j -0.0024803-0.00732816j 0.0124226+0.000645385j -0.00731814+0.00726733j -0.00706915-0.00193912j 0.00899282-0.00856699j -0.0118711+0.00996851j 0.00860617-0.00284078j 0.0111752-0.00250593j 0.00183182+0.00234914j -0.000364233-0.00456918j -0.00566731-0.00654037j -0.00290303-0.00892804j -0.00437626+0.00272814j -0.00489452+0.00392063j 0.00666933-0.00100608j -0.00680595+0.00539626j 0.00669737-0.00776634j -0.00501326+0.00418249j -0.00490349+0.00117185j 0.000698627-0.000702471j 0.0026402-0.00556778j 0.0061884-0.00659644j 0.00378045-0.00365379j -0.0112872+0.00169516j 0.00337295-0.0114648j 0.00972183+0.00528213j 0.0168762-0.0101189j -0.00811733-0.00402508j -0.00335544-0.00219303j -0.00507462+0.00876331j 0.00584525+0.0108711j -0.0149681+0.00521267j -0.010865-0.00739402j 0.00970851+0.00743524j -0.0029685-0.0147924j 0.00553833-0.00410966j -0.000412199+0.00685628j 0.00852281+0.00582596j 0.0176912-7.30593e-05j 0.00486068-0.0089249j 0.0187497-0.00466012j 0.00147964+0.000362571j 0.00126339-0.00165239j -0.0130577+0.00374284j -0.000499353-0.00180474j -0.00692946-0.000631458j -0.0224316+0.000717639j -0.00938267-0.00587571j 0.0168165-0.00738694j -0.00138724-0.00200389j -0.00417951-0.00756151j 0.0036879-0.00422085j 0.00242435-0.00285352j 0.0105344-0.0143003j -0.013827+0.00172734j 0.00155278+0.00111893j 0.000549366-0.00270764j 0.00717545-0.00401204j 0.000624763+0.00321055j 
0.000563836-0.00908903j -0.00344695-0.00940905j 0.0216129+0.0567734j 0.0349439+0.0359038j -0.155597-0.06728j 0.169955+0.241539j 0.0792114+0.0295355j -0.00257172+0.00415593j -0.0900602-0.141298j 0.0660845-0.0730833j 0.0114707-0.18069j -0.00011051+0.0818395j 0.0520916+0.0788913j -0.230135+0.0288308j -0.0528161-0.0142966j 0.00832733-0.0105469j 0.0865555-0.0945293j -0.00139628+0.0169337j -0.00552199-0.0546805j 0.0409463+0.0204826j -0.00355256-0.00879808j -0.00984525+0.00207709j 0.0246912+0.0211056j 0.0188248-0.00143151j 0.0128172-0.0194333j 0.0149424-0.0030593j -0.000341371-0.0191316j 0.0363816-0.00891371j 0.000956447+0.0250842j 0.0263736+0.00988967j -0.0111412-0.00525505j 0.0094511-0.0121675j 0.00915436+0.00999769j 0.00332927+0.0334069j 0.00194184-0.0416034j 0.000119799-0.00832507j 0.00728031+0.0161874j 0.00693193+0.0119279j 0.0104899+0.0117579j 0.00469429+0.00498239j 0.00140404-7.12581e-05j -0.000545321-0.0103139j 0.00146093+0.013054j -0.0169027-0.00399246j 0.00802523+0.00492036j -0.0035555-0.00691535j -0.00724857+0.000607661j 0.0036245-0.00275917j 0.0069506+0.012272j 0.000812227-0.00189312j -0.00381592-0.00826958j -0.0093422+0.00182417j -0.00133943+0.00696729j -0.00203055+0.00724566j 0.0137018-0.00698802j -0.00782295+0.00313484j -0.00528934+0.00306401j -0.00712186+0.00809886j 0.00201356-0.0230624j 0.00886717-0.00256964j -0.000236757+0.00490366j -0.02532+0.0249358j 0.00832919+0.00262797j 0.005833+0.00641077j 0.0137704-5.31486e-05j 0.0102855-0.0119384j -0.00505934-0.000776277j 0.0131456+0.00138139j 0.0031768-0.0149402j -0.0059025+0.00491204j 0.00120108+0.00163636j -0.00624509-0.00158194j -0.017836+0.0259464j 0.00810853+0.00177903j -0.00856144-0.00666594j -0.00999576-0.00426319j 0.00913202+0.00899486j 0.00391879+0.0073873j 0.0054587+0.00786494j -0.0157364-0.00503848j 0.0115207-0.0051804j -0.0106395-0.0227796j -0.00743698-0.000556189j 0.00546125+0.0113621j -0.00158107-0.00167074j 0.00167657-0.00153744j 0.00129561+0.0045021j 0.0156724+0.0115167j -0.000297054+0.0101955j 0.00312636+0.00342293j 0.00100157+0.00823831j -0.00409114+0.00590254j 0.00873589+0.020589j -0.006845-0.00236921j -0.00459195+0.00190108j -0.00180465+0.00446061j 0.00176234-0.0152448j 
0.0107639+0.0117151j 0.0798762+0.045576j 0.205934-0.0788958j -0.0144753-0.057267j 0.0519528+0.0467438j 0.133661+0.0489222j 0.237612-0.151401j 0.074397-0.050445j -0.0493242+0.132469j 0.043249-0.0182727j -0.0899355+0.0477689j -0.0347349+0.0116633j 0.0831974-0.191327j 0.182668-0.00296959j -0.151179-0.116972j -0.0492961+0.0547103j 0.00496017+0.0194577j 0.016426+0.003898j -0.0105525-0.00535984j 0.0438832+0.0231681j 0.00730698-0.00015537j 0.0393298+0.0198943j -0.039705+0.00728871j -0.00724385-0.0109562j 0.011033-0.0122666j 0.00687189+0.00107582j -0.000588057+0.0346143j 0.0205778-0.0174444j -0.000978193-0.001353j -0.00259194+0.0183432j 0.0221418+0.0181556j -0.00417295+0.00605551j 0.00801463-0.00706061j 0.00724189+0.00241296j -0.00275562-0.0174834j 0.0202521-0.0243947j -0.0168026-0.00532394j -0.00993704+0.00165457j -0.00804352+0.0145091j -0.0156472-0.000598415j -0.00023768-0.00371407j 0.00675252+0.00867203j 0.00213506+0.00338877j -0.00156833-0.00974466j -0.00783185+0.00722349j 0.010098+0.00484282j 0.00182352+0.00510907j -0.000215715+0.0051766j 0.00232816-0.00990548j 0.00210393+0.00553055j -0.00296529-0.00535623j 0.00500399-0.00786977j 0.0043445-0.00243814j -0.000330852-0.0122855j -0.00943063+0.015998j 0.000800957+0.00681658j 0.00518799-0.0134479j -0.0014604-0.00347834j -0.00464374-0.0025602j -0.00575406-0.00879354j 0.00813457+0.0075097j -0.0005596-0.00573447j -0.0101357-0.0172534j 0.0148824+0.0106661j 0.00606347-0.0170916j -0.0166922-0.0162132j -0.0013463-0.0042003j -0.00503609-0.000341853j 0.00849807+0.00810527j -0.00498289+0.00552801j -0.00662409-0.0117374j 0.00208452+0.00878191j 0.0161882-0.00722102j 0.00331952-0.00614953j -0.00442718-0.0054762j 0.0103073+0.00827435j -0.00422401+0.0104607j 0.00400617-0.00281827j 0.00245551+0.00775967j 0.00822845-0.000751205j -0.00563412-0.000953748j 0.00516964+0.00234442j 0.00727633+0.0118606j 0.00211608+0.0101445j 0.000385941+0.00894484j 0.00205075-0.00206936j 0.003821-0.00596023j -0.0158301+0.00572957j 0.00404623-0.00445417j 7.76741e-05-0.00682548j -0.00166569-0.00179841j -0.0042866-0.0105948j -0.01167+0.00816161j 0.00253977-0.0117403j -0.00153367-0.00615341j -0.00405197-0.0113023j 0.00154556-0.011793j 
0.0268335+0.028049j -0.0412741+0.0657308j 0.137788+0.0617489j 0.0588964+0.114306j -0.117564-0.0224256j 0.157037-0.0537182j 0.039049+0.00387204j 0.0518474+0.13019j -0.0669042-0.140771j -0.0803905-0.147118j -0.153451+0.0489569j 0.104477-0.0717845j -0.0207002+0.0309556j 0.0604012+0.16583j 0.135211-0.0344672j 0.0119435-0.0486123j -0.112667-0.0793542j 0.0153231-0.0560782j -0.0289195+0.0147974j 0.0221058+0.0024315j 0.0228906+0.00308206j 0.00872097-0.0139208j 0.0182292-0.0250643j -0.0027797+0.0186949j -0.028133+0.00649132j -0.0105098-0.00379057j 0.0184859-0.00381692j -0.0204243+0.00976201j -0.0110187-0.0264125j -0.0074304-0.0156829j 0.0021059+0.0124012j 0.035627-0.0353441j -0.034365+0.0124449j -0.00340346+0.0115342j -0.0259448-0.0135197j -0.0150968-0.00101558j 0.00440405+0.0113519j 0.0132541-0.0040944j -0.0183606-0.0105574j 0.0155996-0.00752194j -0.0106559-0.00328613j -0.0113678+0.0051764j 0.0083362-0.0136351j 0.0113352+0.0038165j -0.00332843-0.0033678j -0.0023902-0.00182245j -0.00474855-0.000901076j -0.00946237+0.002164j 0.0125998-0.0217655j 0.0050264-0.0148237j 0.00509681-0.00398465j 0.00402065-0.000494688j 0.0026508-0.00119659j 0.0110235-0.00293847j 0.00169734-0.00512028j 0.00305015-0.00897183j -0.000520064-0.005946j -0.00204632+0.00107916j 0.000659578-0.0111959j -0.00363316+0.0067502j 0.00538589+0.00496356j -0.0100375-0.00811653j -0.00317284-0.0010124j -0.00990959+0.0207647j 0.00178687-0.0148324j 0.00250537+0.00522367j 0.0223179+0.00650912j -0.0100237+0.0175509j -0.000869475-0.000245601j 0.0141373+0.00438196j 0.0117654+0.0145745j 0.0195821+0.000887761j -0.0114796+0.00186196j -0.0138431-0.00230074j -0.00329889+0.00846019j 0.0012425-0.010387j -0.000906797-0.014971j -0.0145094-0.00466742j 0.00780105-0.00558171j 0.00429761+0.00854589j -0.0119442-0.00295823j -0.00130691+0.0124992j 0.0168476-0.00527863j 0.0102308-0.0155721j 0.0106058-0.00333627j 0.00591178+0.00199087j -0.00431589+0.00571434j -0.00923932-0.0078798j 0.00530835-0.00891003j -0.00792151+0.00547403j 0.00591452-0.0108014j -0.0161208+0.00208936j -0.0015542+0.0247902j 0.00281931+0.000261567j 0.00944679-0.00190299j -0.00252398+0.00313967j -0.00863004-0.00782026j 
0.0378291-0.0443054j 0.0157618-0.0263086j 0.0331822-0.112209j 0.148802-0.105808j -0.0758037+0.0720857j 0.109063-0.00259804j 0.0592966+0.0708557j -0.0414885+0.0824139j -0.0285874+0.0820764j 0.0353821+0.0888672j 0.101448+0.137734j 0.0946052-0.127979j 0.00547641+0.171728j -0.0313715-0.0639786j 0.0191054+0.00652199j 0.0581571-0.0752633j 0.0572765+0.106242j -0.040931+0.00821122j -0.0190683-0.0159669j 0.03625-0.0125694j -0.013884-0.0173786j 0.00132236-0.0174589j 0.011514-0.0221157j -0.00013655+0.011453j -0.00104967-0.00690958j 0.030528+0.0154642j 0.00703016+0.0132882j -0.000514938-0.00765225j 0.0140271-0.00422001j -0.013118-0.0149345j -0.00047902+0.0102429j -0.0142238+0.00398533j 0.0275891-0.0118105j 0.021616-0.014372j -0.0244716+3.9727e-05j -0.00718916-0.00440405j 0.0110009-0.0107954j -0.00587015+0.00521289j 0.0185957-0.0106023j -0.0171782-0.00568345j -0.0024471+0.00762778j 0.00542351-0.00504537j -0.00748073-0.00582476j -0.00673502-0.00423468j -0.000581554+0.00181258j -0.025485+0.0126827j -0.00617042-0.00297662j -0.00322206+0.0040023j -0.000777032-0.0038993j -0.00394376-0.000453954j -0.00501297-0.0038812j 0.000842227-0.0281283j -0.00264826-0.00816051j 0.00339622-0.0045679j -0.00366604-0.0166147j 0.0112825-0.00781859j -0.00881594-0.00294541j -0.00459763+0.00980777j -0.00997861+0.0152236j -0.000529289-0.00420374j -0.0115503-0.0252901j -0.002354-0.00368558j 0.00024875+0.00301307j -0.0111727-0.0013153j -0.00356178-0.00494415j -0.00412319+0.0120925j -0.00568458+0.0122235j -0.00182739-0.00330222j -0.000642088+0.00586493j 0.00287395-0.00834097j -0.0101689+0.0101411j -0.00391078+0.0171314j 0.00035786+0.0037701j -0.00391861-0.00773629j -0.00901629-0.00430365j 0.0114947+0.0026002j -0.0172326-0.00792982j -0.00559393-0.00215858j -0.0144089-0.00637473j 0.00749134+0.00756729j -0.00179085-0.0128462j 0.005617-0.00981967j -0.00281906-0.00776175j 0.00682618+0.00154051j 0.0239354-0.00931908j 0.000911284-0.0145506j -0.0230976-0.00299586j 0.00549534+0.0043043j 0.00198735-0.00568062j -0.000594206+0.00546684j -0.000318071-0.000317892j -0.00902654+0.0124353j -0.00237028-0.0152815j -0.0205824-0.00458465j -0.00333996+0.00149745j -0.00611942+0.0124542j 0.00655894+0.0107361j 
0.0748811-0.00107994j -0.00841919+0.0215642j -0.00268562+0.0857715j 0.0438574-0.0306938j 0.163014+0.023686j -0.0493925+0.0659138j -0.124465+0.0299587j 0.0105858+0.0833873j 0.150519+0.0358564j -0.133032-0.0456749j -0.134583+0.113804j 0.125046+0.0580903j 0.00896922-0.0671578j -0.0508708-0.0610188j 0.169572-0.00587678j 0.136918+0.0220009j 0.093265+0.0444273j 0.0180242-0.00281308j 0.0328651-0.00285546j -0.0439471+0.0400804j -0.0203051-0.0119582j -0.0112865+0.0313004j -0.0268026+0.0061709j 0.0124593+0.00737987j 0.00549395+0.0226888j 0.00833862-0.0268639j 0.0283155+0.0228448j -0.00641373+0.00223233j -0.0059845+0.010599j 0.0335737+0.0385355j 0.00321031+0.0206763j 0.0228479-0.00846376j 0.000102737-0.00613859j 0.00494618+0.0345672j -0.00837348+0.0133769j -0.0114247+0.0217779j -0.0193051-0.00670344j -0.0156773-0.0201167j -0.0353952-0.0186031j -0.00540043-0.00343491j -0.0111821+0.000185537j -0.00331885+0.00528582j -0.00403076-0.00722299j -0.0125723-0.00518094j -0.00802493-0.00397772j 0.00804897+0.000960537j -0.00551405+0.00409419j 0.0100927-0.000719929j -0.0180118+0.00398343j -0.00772495-0.0106558j -0.00167571-0.00132458j -0.0161762+0.00455472j -0.0131297-0.00780956j -0.00947919+0.0123111j 0.0117658-0.00181881j -0.00841851+0.00215612j 0.00938152+0.0064503j -0.00165545-0.0152601j 0.0259444-0.00857488j -0.0146708-0.00419571j 0.00868427+0.0126029j -0.00590344-0.00238173j -0.00219123-0.00807413j -0.00883466-0.00401742j 0.00453046-0.00463985j 0.00715304+0.000671203j 0.00956849-0.00452925j 0.00390966+0.0130689j 0.00695565-0.00325243j 0.00336934-0.00295714j 0.0140085+0.00362839j 0.000916759-0.0097734j -0.00497801-0.00557145j -0.000998254+0.00568752j -0.00774493-0.0154564j -0.00217949-0.00556587j -0.00781364+0.0165134j 0.00686421+0.0110182j 0.00518658+0.0147484j 0.00662624+0.00748959j -0.00962671+0.0118356j 0.00843121-0.00158621j 0.0120751+0.0138874j -0.0014097+0.00231802j -0.00199391+0.000905298j 0.00346602+0.00665947j 0.00765223+0.00744213j -0.00606477+0.00378634j 0.0074214-0.000136299j -0.00191854-0.00150176j -0.00988577-0.0031266j -0.0137545+0.0102918j -0.0135534+0.0086704j 0.00756288+0.00552532j -0.00665181-0.00785531j -0.00201385-0.000410964j 0.0170416+0.00709663j 
