-0.179287+1.66533e-16j 0.0199559+0.0174296j 0.0243351+0.0378513j 0.0660939+0.120135j -0.0266191+0.0127516j 0.00667148-0.0126557j 0.0156126+0.113282j -0.0147529-0.029349j -0.00128225+0.0557769j -0.0306017+0.0354001j -0.0102005-0.0427972j 0.00413576+0.0334862j 0.0145851-0.00767905j -0.00970694+0.0617618j 0.0154617-0.02698j 0.00254174-0.0393102j 0.0100088+0.00171902j -0.000891544+0.0104371j -0.019356-0.00826122j 0.0343672-0.00155334j 0.0159924-0.00159585j -0.00648304+0.0250737j 0.0154616-0.0171683j 0.0116339+0.00599856j 0.071532+0.00896631j 0.00633591+0.0254627j 0.0126619-0.00219023j 0.0129961-0.0200398j 0.0270184+0.0085878j 0.0380056-0.0248276j -0.036695-0.0452644j 0.0497883-0.00239573j 0.0669723-0.0565033j 0.0339535+0.0898511j 0.192489+0.0480723j 0.0411464-0.158764j 0.0362357+0.117771j 0.100503-0.0352296j 0.0519374+0.0342864j 0.0489793+0.048421j 0.118865+0.0345323j -0.0397026+0.0203669j -0.0516924-0.0701432j 0.0241516+0.0289913j -0.010387+0.027747j 0.0141694-0.0010204j 0.0262101+0.0188359j -0.00842004-0.0495495j -0.0136052+0.0322406j -0.0254698+0.0198293j -0.00902717-0.00430952j 0.0107251+0.0399988j -0.00881232+0.00188659j -0.00329924+0.00414723j 0.0153665+0.00671266j 0.0122623+0.000921389j 0.0146189-0.00493004j 0.00382487-0.0226699j 0.00693413-0.0101252j 0.000316899-0.0249761j -0.00126054-0.0185124j 0.0204812-0.019156j 0.00075607+0.00387176j -0.0144029+0.0255012j -0.00195695+0.00983636j -0.000132643-0.0253961j 0.0355836-0.00611299j 0.00178612+0.00704137j 0.0129473-0.0106095j 0.0215489-0.0106291j 0.00204624-0.0224334j 0.00865801-0.00248754j 0.0279871+0.0356425j -0.056992-0.00610434j 0.00614119+0.0178782j -0.0115008-0.0018198j 0.00894608+8.45505e-05j -0.0087761-0.0301126j -0.0226376+0.0114141j -0.0189504+0.0501523j 0.00941083+0.0276847j -0.00900168+0.0122552j 0.00930327-0.0508508j -0.0070358+0.0401225j 0.0709257-0.183593j -0.0963767-0.112575j -0.300256-0.0458218j 0.034886+0.133797j 0.0399352-0.139961j 0.0594011+0.0484974j -0.0146127-0.0158397j -0.142168-0.0168879j 
0.00382487+0.0226699j 0.00139173-0.0253617j 0.0157095+0.0346894j 0.00986837-0.0133011j -0.0150045-0.00887553j -0.0297929-0.0204414j 0.00127899-0.0153124j 0.00220084-0.016637j -0.00133504-0.0232844j -0.0046355+0.0217092j -0.0153105-0.0105884j 0.00805047-0.00424023j -0.0079428-0.00375479j 0.0118484+0.00979662j -0.00101993-0.0192003j 0.00691159+0.00268008j 0.00736348-0.000263989j -0.00501942-0.00644301j -0.00301138-0.0128529j 0.00153519-0.0178233j -0.00286689+0.0139129j -0.0111283-0.0147188j 0.00473738+0.00314539j 0.0405485-0.00460884j 0.0133615-0.0312847j -0.00840249+0.0128942j 0.00594381-0.00211346j 0.010319+0.0357156j -0.00539778-0.00335801j -0.001717+0.0026333j -0.00263535+0.00491071j -0.0060971+0.00201658j 0.0109063-0.0214662j -0.02935-0.0165178j 0.017511-0.025907j 0.0210842-0.000116008j 0.00261709+0.0304103j -0.0152265+0.0297965j 0.035566+0.0203977j 0.00266607+0.0349459j 0.021853+0.000879633j -0.0406618-0.0696428j -0.0177979+0.103564j 0.00912766+0.0317124j -0.0329055-0.0412835j 0.0372835-0.101965j -0.0209258+0.0154985j -0.00167774+0.0747537j 0.0459097-0.0638616j -0.00485583-0.0107462j 0.0136084-0.0178278j 0.00180559-0.0238902j 0.0247061-0.0525439j -0.0305005+0.0308933j 0.0486337-0.0706647j -0.010776+0.0141246j 0.0611903+0.0196038j 0.0136579+2.77556e-17j -0.0410225+0.0667875j -0.014216-0.0659494j 0.0527779-0.0449143j 0.0878567+0.00690472j -0.0436147-0.0157521j -0.0488601+0.0279067j -0.0721768+0.00306487j -0.0246952+0.0243259j -0.00568625+0.0871551j 0.0123731-0.0719363j 0.0766267-0.172322j 0.0970566+0.0557095j 0.0823853+0.035792j -0.00306043-0.0102252j -0.0340912+0.0617877j 0.110674+0.171297j 0.0120488+0.352041j 0.070543+0.00575916j 0.00781064+0.0784035j -0.0229834-0.170698j -0.0695405+0.119163j 0.0262343-0.0639461j -0.0140022-0.0753172j 0.15542+0.0753031j -0.0857985+0.136177j -0.0227653-0.0594925j 0.0319105-0.0275021j 0.0611587-0.101223j 0.17545+0.0636748j -0.0915923+0.0672654j -0.104186+0.128332j -0.0256669+0.00847693j 0.0782387-0.0127896j -0.0248072-0.0295155j 
0.00693413+0.0101252j -0.0165093-0.00213556j -0.0125763+0.0325037j 0.00939932+0.00909164j -0.0252652-0.0239025j -0.00321337-0.020975j -0.0226382-0.0331948j 0.00527306-0.0341061j -0.00925324-0.00959873j 0.0035227+0.0167239j 0.00697899-0.0323972j -0.00216+0.0303516j -0.00165603+0.0147665j 0.0144758+0.00705598j 0.00529725-0.0234179j -0.0169907-0.00653271j -0.0105239+0.00470538j 0.036491-0.00908419j 0.0123835-0.0103826j 0.0255461+0.010773j -0.00847227-0.0328014j -0.0356267+0.00726352j -0.00793332+0.00793566j 0.00853716-0.0375961j -0.00898507-0.012985j -0.00324482-0.0161995j 0.0182523+0.00751529j -0.0081648+0.0234966j -0.0248319+0.000943669j 0.0108805+0.00103433j 0.0196636-0.00131365j 0.0221382-0.0203772j -0.00217102-0.0181559j -0.00657535-0.0024801j 0.0135353+0.0118961j -0.00376382+0.00576195j 0.0138344+0.0154809j -0.0131876+0.0112088j 0.0169786-0.00615671j 0.00524155+0.00429318j -0.0111229+0.00427657j 0.0069168-0.0110549j -0.0327794+0.0455114j 0.012421-0.0394634j -0.0547319+0.00713972j 0.0200955-0.000532524j -0.00766874-0.0607207j 0.044919+0.0955614j 0.0121591+0.0317551j 0.0115164-0.0204425j 0.0828576-0.043332j -0.0622967+0.0109737j -0.0301729-0.0578381j -0.0639793-0.0234725j -0.000319106+0.0511939j 0.0291158-0.0192682j -0.0387763+0.00510188j -0.0410225-0.0667875j -0.0473138+1.95677e-15j 0.0205203-0.0712072j 0.0597743-0.0210808j -0.0490145-0.0978571j -0.023327+0.0970249j -0.0465713+0.00515639j 0.0675172+0.00591349j 0.189754+0.0151303j 0.106495+0.143286j 0.121368-0.170132j 0.19026-0.076273j -0.00785905-0.00112621j -0.0519699-0.0129383j -0.0919913-0.0759819j -0.0920271-0.0156344j 0.0761769-0.193879j -0.108299-0.10439j -0.0866478+0.0489395j 0.00516637+0.0432973j 0.118462+0.124183j 0.0519078+0.0623382j 0.000772942-0.0162146j -0.0881655+0.00599717j -0.0211824-0.0419246j -0.0206262+0.0257075j 0.0540796-0.12494j 0.0973064-0.00429616j -0.0523656+0.111405j -0.0475478-0.0387286j -0.0152388+0.133108j -0.052436+0.0790049j 0.00140698-0.0422253j 0.0118182+0.00767294j -0.0750574-0.00346726j 
0.000316899+0.0249761j 0.0292514-5.78256e-05j 0.031445+0.0280612j -0.0150464-0.00134994j 0.0102765+0.0278354j -0.0264175+0.01787j 0.0062472+0.00561115j -0.0117523-0.0156528j -0.00219908-0.00150679j -0.00563321-0.0354418j 0.0104079-0.0070496j -0.010506+0.00109011j 0.000382402-0.00128478j -0.0055363-0.00272899j -0.0197448-0.0144021j 0.00285271+0.0173094j -0.0100344+0.00987435j -0.0215175+0.00254837j -0.0459397+0.0102325j 0.00589807-0.0173289j 0.00163071-0.00230776j 0.0256677-0.0188475j -0.00295521-0.0094378j 0.0280106+0.0217954j -0.00839922-0.0238139j -0.0309701-0.00240238j 0.0199301-0.013906j -0.00052962-0.00348453j 0.000465044+0.00664771j -0.000962322-0.00428541j -0.00127791+0.0217071j 0.0113615-0.00842841j 0.00766642+0.000957305j 0.0194893-0.00396982j 0.0122442-0.00340942j -0.0042967-0.0128907j 0.00844076+0.0101042j 0.000611557+0.0244602j -0.00341938-0.00466611j 0.0206656+0.0285778j 0.00244933-0.000123828j -0.0123575-0.0171649j 0.0158108+0.0190776j -0.0204702+0.0235096j 0.0360097+0.0152275j -0.0417277+0.0111312j -0.021961+0.0151059j -0.0381265+0.0137113j -0.0600967+0.0438102j -0.0214793-0.0364033j -0.000346741-0.0296517j -0.00552352-0.0154067j 0.0221356+0.0367831j 0.0428922+0.0456866j 0.0307408-0.00349657j 0.0283921+0.0408126j -0.0258666+0.00981823j -0.014216+0.0659494j 0.0205203+0.0712072j 0.0115689+1.18378e-14j -0.143676-0.0028214j -0.100214+0.163231j -0.0324806+0.0730908j -0.075718+0.0239143j -0.034665-0.0175329j 0.134576+0.137772j 0.0672282-0.0601764j 0.126918+0.0460653j 0.0531203-0.274732j -0.07398-0.168573j -0.0878422-0.0440545j 0.237033-0.0786414j -0.075818-0.177116j -0.0784129+0.0337647j 0.0173236-0.0427531j 0.164702+0.179226j -0.0827516-0.0756957j 0.148657-0.020165j -0.0475356+0.0956752j 0.00722917-0.0688708j -0.0790239+0.0426915j -0.131763+0.00966926j 0.0592061-0.00286203j -0.019542+0.072537j 0.00235339-0.0240531j -0.026279-0.0717923j -0.0894001-0.0415172j -0.0540641-0.0835231j 0.00343784-0.0318579j -0.00291991+0.0795396j 0.0483688-0.0265708j 0.0296449+0.0407965j 
-0.00126054+0.0185124j -0.00882617+0.0150075j 0.00270706-0.0070328j -0.0380311-0.00832266j -0.00626838+0.0206561j -0.0135919-0.00766663j 0.0165373+0.0150754j -0.0199681-0.00477905j 0.00953192+0.00581561j -0.000677431-0.00949705j -0.00423692-0.00441678j 0.0251873-0.00541827j -0.00768166+0.0277039j -0.0179688+0.0077948j -0.00249307-0.020953j -0.0144362-0.0162557j 0.0160504-0.00390153j 0.0222739-0.0134405j -0.0437741-0.0265258j 0.00369864-0.0196869j -0.0536665+0.00467398j -0.0195246+0.00413486j -0.00264536-0.00782637j 0.0114634-0.0137216j -0.00637812-0.0018858j 0.00577765+0.00435722j -0.0152496+0.0108592j -0.01082+0.000985147j -0.0201574+0.0139788j -0.0087762-0.00256397j -0.00838774+1.35995e-05j -0.00946346+0.018277j 0.0115172-0.00786121j 0.0100282+0.00127201j -0.00564008-0.000659685j 0.00135299+0.00177028j 0.00669231+0.00741146j -0.0149566+0.0238303j -0.00381836+0.00411709j -0.00802189+0.0225764j -0.011753-0.0152303j -0.015768-1.71979e-05j 0.0260193-0.0103487j 0.0146881+0.0451597j 0.0283031+0.027811j 0.00708328-0.0109079j 0.00992717+0.0178313j 0.031079-0.0393664j -0.00328544+0.0158488j 0.00652507+0.0172381j -0.00568521-0.0184j 0.0479788+0.0263058j 0.0438992+0.0442539j -0.0771238+0.0819684j 0.0705375-0.016912j -0.044797+0.0233458j 0.188819-0.0130671j 0.0527779+0.0449143j 0.0597743+0.0210808j -0.143676+0.0028214j -0.129866-1.16157e-14j -0.04526-0.0944193j 0.0937857+0.0118281j -0.137811-0.0992947j 0.0627539+0.0423082j -0.11593-0.0441135j 0.109528-0.111169j -0.0495032-0.0156084j 0.0793207+0.00553284j -0.18606+0.0435721j 0.0874448+0.0668082j 0.0308968-0.170748j 0.216317-0.0815519j -0.10027-0.0438662j 0.061766+0.0387651j -0.135894+0.0378611j 0.0540301-0.0295388j -0.0709895+0.0771695j 0.0525254-0.151j 0.0485556+0.00331604j 0.031157+0.006091j 0.0027479+0.117093j 0.0650701-0.0397133j -0.037683-0.0442162j -0.0126543-0.0136935j -0.0578128+0.0291175j 0.0757384+0.00298902j -0.0450387-0.00826994j 0.0259646-0.051977j -0.00268193-0.000104512j 0.0571572-0.00679766j 0.0111176+0.00716657j 
0.0204812+0.019156j -0.00695704-0.00354612j -0.0232736+0.0169642j -0.0130934-0.00204665j -0.019716+0.0208737j 0.0294013-0.0089274j -0.0162052+0.0107924j 0.0110742+0.0376442j -0.015088-0.0129534j -0.00761051+0.0028789j 0.0127992-0.00238164j 6.96804e-05-0.0102006j -0.0184365-0.0137979j -0.0129587-0.00735108j -0.00362207+0.035739j 0.000668078-0.0127282j 0.0236385+0.0066188j -0.00253626-0.0023789j -0.00099456+0.00752703j -0.0271851-0.0160369j -0.0254093-0.00546888j -0.0163664-0.00604726j 0.00285638+0.0102331j 0.00595239-0.0134695j -0.00969714+0.00746177j -0.0153693+0.0211388j -0.0117184+0.0112451j -0.00702283-0.00321566j 0.0104871-0.00494095j 0.0149774-0.00966406j -0.0112563-0.00339741j -0.0153744-0.0160344j -0.0165534-0.00255551j -0.0104869+0.00217607j 0.0059228-0.000914604j 0.0044049+0.0195172j -0.0036636-0.00334989j -0.00728295+0.00830003j -0.00368022+0.0233077j -0.00102575-0.00279941j -0.0283142-0.0115663j -0.00253958+0.00877598j -0.0234536-0.00518362j -0.00468142-0.00955677j -0.0245549+0.0316854j 0.0425126-0.0690412j -0.0687728-0.0177276j -0.00362814-0.117944j 0.00422107+0.00881896j -0.0278787-0.0492546j 0.0137018-0.0113705j -0.0456077-0.0269095j -0.0680049+0.0109027j 0.00859326-0.0974551j 0.0370057-0.0302387j -0.0440123+0.013829j 0.0670853+0.0199993j 0.0878567-0.00690472j -0.0490145+0.0978571j -0.100214-0.163231j -0.04526+0.0944193j 0.0813805+8.94493e-14j -0.0754381+0.00178133j 0.00383344+0.0949224j 0.00247343-0.0110388j 0.0176373-0.0436064j 0.0903172+0.0457891j 0.0186415-0.0576275j -0.0506359+0.0381167j -0.0362246+0.000605687j -0.474274-0.0657275j -0.122059-0.0038874j 0.0457607-0.0581422j -0.106571-0.051494j -0.0851883-0.00951083j 0.0320519+0.0620894j -0.0409791+0.144156j -0.0762574+0.125275j 0.0242633+0.141657j -0.0302785-0.0316575j -0.00344788+0.0299166j -0.00552039+0.108479j 0.0720228+0.0479726j 0.128233-0.0515624j -0.067815+0.0929437j -0.0124144-0.00975156j 0.0637183+0.104415j -0.0495296+0.0812303j 0.0487209-0.00644721j 0.00532136-0.0205933j 0.00233058-0.0312317j 0.00335421-0.0288462j 
0.00075607-0.00387176j 0.00747846-0.0255155j 0.00116942-0.00030638j 0.0214804+0.0195515j -0.00780286-0.0101723j -0.00716882+0.0147949j -0.00912538-0.0165671j 0.00328845-0.000620775j 0.00463502+0.00447784j -0.00665533+0.00636035j -0.0194173+0.00317817j -0.0100717-0.00961843j -0.000127385+0.0107732j -0.031897+0.0165416j -0.0376241+0.00461818j -0.0250451+0.0250422j -0.035459+0.00646488j -0.0153106+0.00365314j -0.0340936-0.000921765j -0.0151257+0.00428204j 0.00202645+0.0186099j 0.0047039-0.0240413j 0.0207073-0.0233284j 0.00613077+0.0243475j 0.00245779+0.00581432j 0.00201786+0.0150516j -0.00392088+0.00972025j -0.0101589+0.0423508j -0.00744914+0.00687383j 0.00129732-0.00393859j -0.00858233+0.00814086j 0.00910392-0.00313392j 0.000268901-0.00203187j -0.00306814-0.00997613j -0.0108849+0.00148638j -0.0121256-0.0160822j -0.00271912+0.0142186j -0.00296995+0.0064992j -0.001013+0.0120258j 0.0120544-0.0163039j 0.000280858+0.00858277j -0.0088334-0.00761857j -0.0226427-0.0171085j -0.024154-0.0262337j -0.0373144-0.0321787j -0.0045597+0.0216744j -0.019314-0.00501888j -0.0260956+0.00698841j -0.0121853-0.0220986j -0.0343883+0.0801267j -0.0529303+0.0108334j 0.0125113-0.0631223j 0.00275163-0.0247394j 0.0640734+0.0524599j 0.0446856-0.0524063j 0.178464-0.0118852j -0.0517655-0.0177096j -0.0436147+0.0157521j -0.023327-0.0970249j -0.0324806-0.0730908j 0.0937857-0.0118281j -0.0754381-0.00178133j 0.144113-2.71519e-14j -0.173198+0.0197708j -0.0110759+0.0686809j 0.0388836+0.0223188j -0.105124-0.157603j -0.112789-0.0375256j 0.0281031+0.0470524j -0.0410978+0.0770921j 0.0645305-0.0410526j -0.195809+0.0277284j -0.129169-0.0225477j -0.0632315+0.00959517j 0.0106459-0.0941795j -0.158595-0.0631089j 0.0559799+0.148611j 0.0297024+0.247865j -0.0263902-0.0436233j 0.00307653+0.0551476j -0.0435486+0.0526429j 0.0530699-0.0487335j -0.0274831+0.0609715j -0.0620733+0.00653818j -0.0376857+0.0313492j 0.0341448-0.0712688j -0.0414559+0.0022726j 0.00293547-0.0144587j 0.0009949+0.0411362j -0.00824675+0.0542902j -0.0232524-0.0112647j 0.0220676-0.00453291j 
-0.0144029-0.0255012j -0.00800112-0.0152401j -0.00111783-0.0384858j 0.0111247+0.013759j 0.00229766-0.00587445j -0.00242696-0.00254863j 0.0150286+0.00437572j 0.00485632+0.00956978j -0.0110014+0.0266476j 0.0110392+0.0174777j -0.0263108-0.00400006j 0.0245862+0.0220128j 0.00632143+0.0046091j -0.00107685-0.00730171j -0.000864523-0.00222474j -0.00873153+0.0235572j -0.0125916-0.00404464j 0.00565225-0.00511939j -0.02419+0.00956174j -0.0220514+0.0102422j 0.011402-0.00192641j 0.00666449+0.00813609j -0.0132541-0.00174418j -0.034226-0.000345304j -0.0149484+0.034176j 0.00154404-0.0125617j 0.00578147+0.0178061j -0.0170925+0.0200607j -0.00844129-0.0242485j 0.013828-0.000744245j 0.002412+0.00667208j 0.00252766+0.00961552j -0.00175206+0.00470272j -0.00782968-0.0160892j 0.0113608-0.00302467j 0.00123907-0.000678521j -0.00916937+0.00514447j -0.000159785+0.00367301j -0.000758379+0.0111387j -0.0172626-0.0168611j 0.0150284-0.00116736j -0.0167549-0.00733033j -0.00485011-0.0369669j 0.00654014+0.0243609j -0.00470942-0.0245877j -0.00147558-0.015134j 0.0409246+0.0351056j 0.00742126-0.0504379j -0.0213107-0.0234511j -0.0466769+0.0880682j -0.0256525+0.0288173j 0.105193+0.104949j 0.0867316-0.0298163j 0.0150687-0.0145018j 0.0309738+0.0203903j 0.0323446-0.026681j -0.0578178+0.104801j -0.0488601-0.0279067j -0.0465713-0.00515639j -0.075718-0.0239143j -0.137811+0.0992947j 0.00383344-0.0949224j -0.173198-0.0197708j 0.123388-2.59914e-14j 0.117562+0.00853572j -0.0581285+0.107268j 0.0804273-0.173615j 0.0347733-0.0176568j -0.120098-0.0701661j -0.0343057+0.0840778j -0.0482594-0.0162893j -0.0489647+0.0471543j 0.0486596-0.308561j 0.1421-0.00269006j -0.132165+0.151049j 0.0550869+0.161873j -0.0160453+0.0340364j 0.0496596-0.0166821j -0.0383955-0.0839209j 0.0295837-0.0574361j -0.0226724+0.0464743j 0.0912881+1.13972e-05j -0.0277556+0.0487051j -0.100959-0.126453j -0.0401159-0.0414748j 0.00557907-0.00579927j 0.0940315-0.0348497j 0.0275106-0.0648273j 0.00601838+0.0272669j 0.0104216+0.0137059j -0.00704688+0.0221424j 0.0394494-0.0235587j 
-0.00195695-0.00983636j 0.0064141-0.00833674j -0.00317971+0.00248726j -0.0123077-0.0288637j -0.00428857+0.0123019j 0.00629369+0.0123872j 0.0179777+0.024041j 0.00157311+0.0271883j -0.00672272-0.00914988j 0.0335238-0.00643316j 0.00330388+0.0227672j 0.0214681+0.00911793j 0.02111-0.0303541j -0.000337068+0.0108339j -0.00750389+0.0217883j -0.0163405+0.0142679j -0.00515353+0.00402553j -0.0162148+0.0177112j 0.0078079-0.0269865j -0.0131112-0.0021436j 0.0259933-0.00555227j 0.0190799-0.0218667j 0.0272434+0.00589296j 0.0153111+0.0253432j -0.0108132+0.000257569j 0.0157634+0.00405266j -0.0227425+0.0247881j -0.0117568-0.0159975j -0.00660565+0.0237247j 0.006194+0.0126145j -0.00791642+0.0148564j 0.00233942+0.014082j 0.00258375+0.00908223j -0.00441413-0.00351312j -0.00227911-0.00629966j 0.00322976+0.0105945j -0.00237305-0.00119309j 0.00675344-0.00375364j 0.00622709-0.0022599j -0.00137794+0.00549885j 0.00345347+0.00356161j 0.000872778+0.000346362j 0.0221154+0.025441j 0.00613029+0.0308301j 0.000576744+0.0104977j 0.0236429-0.00871958j 0.0244566+0.0236695j 0.0264081-0.0794668j -0.042851+0.0444802j 0.0627708-0.0542253j 0.0716145+0.0455872j 0.0718685-0.0057403j 0.00495084-0.10366j -0.0293511-0.135205j 0.117203-0.00708491j -0.0188854-0.0856164j -0.101716-0.0821645j -0.0721768-0.00306487j 0.0675172-0.00591349j -0.034665+0.0175329j 0.0627539-0.0423082j 0.00247343+0.0110388j -0.0110759-0.0686809j 0.117562-0.00853572j 0.0313415-2.85605e-14j -0.000187321+0.114337j 0.0118435-0.0103699j 0.172657+0.0643717j 0.114005-0.0100137j -0.110018-0.0962232j 0.0625501-0.0132171j -0.0123539-0.0559001j 0.168223+0.0352724j 0.142753-0.125366j -0.0588552+0.0562789j 0.0729131+0.0173366j 0.0168251-0.0291349j -0.056394+0.0864681j -0.0145705+0.0174981j 0.0195909-0.0438279j -0.0570916-0.18681j -0.0641514+0.0224599j -0.055334+0.000254255j 0.0580763-0.0837755j 0.0208079+0.0354643j -0.000249334+0.0386649j 0.0782531-0.0285579j 0.0232153-0.0139154j -0.0139277+0.0250343j 0.00603056-0.0261235j -0.00238191+0.00930626j 0.0177381-0.000503447j 
-0.000132643+0.0253961j -0.0165991-0.015661j -0.00728034+0.0100058j -0.00464754+0.00377841j -0.000283757-0.00263002j -0.0351445-0.00316886j -0.018811-0.00990821j 0.0083095-0.00922528j -0.00134123+0.00287378j 0.00860321+0.0152116j -0.0335162-0.0155734j -0.0223791+0.0240335j 0.0139888-0.0206172j -0.0310174-0.0149674j -0.0126389-0.00907282j 0.00382661-0.0302517j 0.00305232-0.00147445j -0.0178018-0.00809215j -0.0146148+0.00352338j -0.0137436-0.00500207j 0.0256062-0.00650428j 0.00506006-0.021677j -0.0070254+0.0132635j 0.00485457-0.0105184j -0.0182751-0.0187658j 0.00147506-0.0089175j -0.0115232+0.0124868j 0.00210751-0.00525292j -0.00910524-0.0206461j 0.0146807+0.00552159j -0.00844203+0.00272888j 0.0081746+0.000727485j -0.000818807+0.000356688j -0.00122557-0.00939649j 0.00631987-0.0049937j 0.0142427-0.00957958j -0.0108421+0.0151185j -0.0180378-0.00165099j 0.00708545+0.0265259j -0.00752921+0.00346559j -0.00729999-0.0143303j -0.0221342-0.00263578j -0.0184153+0.0262226j 0.0202279-0.0115645j 0.00211897+0.00215573j -0.0763446+0.0183054j -0.0461902-0.0190118j -0.0235134+0.0576235j -0.0564561+0.0114962j -0.035365+0.0609559j -0.0787916-0.0141138j -0.023365+0.0404935j -0.020222+0.000551864j 0.101121-0.10636j 0.0624464+0.0422494j 0.0100531+0.0701704j 0.0835624-0.00881519j -0.0246952-0.0243259j 0.189754-0.0151303j 0.134576-0.137772j -0.11593+0.0441135j 0.0176373+0.0436064j 0.0388836-0.0223188j -0.0581285-0.107268j -0.000187321-0.114337j -0.403802+4.14889e-12j 0.064687+0.0327102j 0.0283829+0.102817j -0.035116+0.0984053j 0.035581+0.0908562j 0.0416872-0.0145086j -0.111221-0.0528213j 0.125755+0.132394j 0.155138+0.00708724j 0.0144286-0.0368362j 0.0629264+0.012548j -0.00692716-0.0470381j -0.0910155+0.0336658j 0.0692777+0.113551j -0.064756-0.064444j -0.00204062+0.0810626j -0.0713699+0.000474217j 0.0318174+0.0505052j -0.0640701-0.0132023j -0.0257162-0.0341221j 0.0370523-0.0219939j -0.0868373-0.0142882j -0.0153225+0.00467516j -0.0127538+0.00406126j -0.0237109-0.0143733j 0.0252839-0.0297961j -0.00962308-0.0282594j 
0.0355836+0.00611299j 0.0145367-0.026065j -0.000299273-0.0436177j 0.0346334+0.00586449j 0.00132164-0.0214664j 0.0069291-0.00826972j -0.0201481-0.0291513j 0.019996+0.0278074j 0.0139865+0.00608569j -0.0154538-0.0243536j 0.0149187+0.00527916j 0.00607626-0.00343326j 0.0229159-0.00109798j -0.00998986-0.00420251j 0.0132118-0.0410174j -0.0169847-0.0187692j -0.0139113-0.00356101j 0.00214858-0.00796384j 0.000270343+0.00311842j -0.0299475+0.0348424j 0.00518489+0.00203857j -0.00856814-0.00339908j -0.00549549-0.00297926j -0.00237732-0.0268637j 0.00651396-0.0240378j 0.0162424-0.00160634j -0.00309032-0.011866j -0.00274704-0.013558j -0.00367478+0.0038626j -0.0205502-0.0148478j -0.00738496+0.00188803j 0.00222982+0.00363017j -0.000948441-0.00455684j -0.00641949-0.0133539j 0.0119806-0.00296222j -0.0216717+0.00355034j 0.00785567-0.00892626j 0.0165849+0.0341035j 0.00429324+0.0306019j 0.0132674-0.0050811j -0.011828+0.00604514j -0.00776679-0.0247953j -0.0429515-0.0649371j -0.0481956+0.0250837j -0.0266314-0.0263346j 0.0792293-0.057027j -0.0745662-0.0959295j -0.0208738-0.0321644j 0.0627552+0.0689665j -0.0402485-0.0123429j 0.0432529+0.0954595j 0.0668489-0.0673033j 0.037769-0.0460011j 0.06335+0.0204662j 0.0510112+0.0194257j -0.090499+0.145903j -0.0126488-0.00867181j -0.00568625-0.0871551j 0.106495-0.143286j 0.0672282+0.0601764j 0.109528+0.111169j 0.0903172-0.0457891j -0.105124+0.157603j 0.0804273+0.173615j 0.0118435+0.0103699j 0.064687-0.0327102j 0.0856589-7.04545e-14j -0.0680509-0.0351638j 0.122941-0.0847177j 0.00158944-0.177495j 0.0201248+0.0628403j 0.144761-0.0410204j 0.0301639-0.0906518j 0.0877614+0.18967j -0.000937656-0.11029j -0.0676447+0.0156039j -0.0975512-0.0997788j -0.0429822+0.0227459j 0.0538813+0.0434406j -0.0056074+0.0546162j -0.058388-0.034073j 0.0885427-0.109747j 0.0335535-0.0267711j 0.0274079-0.0598123j -0.0299842+0.0518689j 0.0650724-0.103336j 0.0692466+0.0579335j 0.0103412-0.00571082j 0.0645187-0.000394105j -0.0165874+0.0909264j -0.00734289-0.0472754j 0.0396257-0.0126502j 
