-0.0605891+1.8735e-16j -0.042386-0.000103526j 0.0328142+0.000486312j -0.041278+0.00175133j 0.0205961-0.000678199j -0.0381033-0.000597218j -0.0321688+0.00223314j 0.00587183+0.00112991j -0.0271634+0.00133226j -0.00955226+0.00140243j 0.0253027-0.00122918j 0.0272979-0.000313495j -0.00015935+0.00139862j 0.0173891-0.000345991j -0.00486374-0.000782512j -0.0243624+6.19635e-05j -0.0178514+0.00163004j 0.0105151+2.88019e-05j -0.0228296-0.00102029j -0.00370328-0.00120797j 0.0121327-0.00103717j -0.0295474+0.00151633j 0.0558748+0.0018851j 0.0282799-0.0023528j 0.00705112-0.000160286j -0.10016-0.000126245j 0.0243469-0.00638681j -0.432518-0.00476434j 0.509525-0.0115551j 0.184394-0.00426491j 0.0329202+0.0109471j -0.0493418-0.00652045j -0.056581+0.00293866j 0.0107242+0.00300619j 0.0270689+0.00351485j -0.0481521+0.00406522j -0.0313828-0.0044112j 0.00898538+0.00104393j -0.00229143+0.000313651j 0.0133104-0.00450785j 0.0484271+0.00134195j 0.0210856-0.000699084j -0.00662492-0.000350785j 0.0065684-0.00117459j 0.0317236-0.00186826j 0.0162902+0.0034479j 0.00289139+0.000184938j 0.0239407-0.00130561j -0.00337097-0.000992416j -0.00473549+0.00130718j -0.000657653-0.0041425j 0.0006203+0.00170211j -0.0276236+0.00197679j 0.0054546+0.00064008j 0.00647869-6.89849e-05j 0.00427313+0.00260397j -0.00069367+0.00365899j -0.0170079-0.00137814j 0.00986426-0.00468588j 0.00659316-0.00384599j 0.0234768+0.00296383j -0.0225998+0.000248838j -0.00950013+0.00775535j -0.0397994+0.00034317j 0.0325707-0.00847912j -0.000563256+0.0166637j -0.105365-0.00197628j -0.00653047-0.023067j -0.110171-0.00837589j 
0.0272979+0.000313495j -0.0123001-0.00108817j -0.0144662-0.0015545j -0.0173638-5.70853e-05j 0.0284844-0.000120526j 0.0250812+0.000733207j 0.000884223-0.000107069j -0.0131186-0.00209628j -0.0275626-0.00143747j -0.0153303+0.00149986j -0.0486355+0.00115724j 0.0240529+4.21852e-15j -0.0099131-0.000126194j -0.0319197-0.000262733j -0.0432827+0.00123884j 0.0184518+0.000509635j 0.126006+0.000589059j -0.866906+0.000849291j 0.217246+0.000717923j -0.0939909+0.000350674j -0.221779+0.000118868j -0.0280515-9.37992e-05j 0.12828-0.000661996j 0.0387038-0.000270429j 0.105919-0.000823747j -0.00407152+0.00161736j -0.0214929+0.00019528j 0.00199055+0.000756842j 0.0556233+0.00108969j -0.0239223-0.00174296j 0.0393375-0.00275691j 0.00767855-0.00275567j -0.0245436+0.00059417j 0.0338877-0.00286679j -0.00492723-0.00296586j -0.00358099+0.00099656j -0.011438-0.00146771j 0.00860774-0.00132866j -0.0229303-0.000478274j -0.0226716+0.0035221j 0.0194326-0.00481867j -0.00122669-0.00530286j 0.00243697-0.00499695j -0.0222225-0.00363949j 0.00245951+0.00166609j 0.00602563+0.00198953j 0.0168774-0.00195916j -0.0507021+0.00741415j -0.0055022+0.00680942j 0.0835422-0.00206479j 0.0212967-0.000756756j 0.0410979-0.00259284j 0.121507+0.000353134j -0.000564194+0.00108451j -0.0219228+0.000219034j 0.016422+0.00375057j -0.0376539-0.0110008j 0.0571052+0.0016428j -0.0519996-0.00615184j 0.0167913-0.00212674j 0.021423-0.00354362j -0.000729145-0.00251272j 0.00302778-0.0048145j 0.000391902+0.00057823j 0.00508002+0.00108345j -0.000539298-0.0024278j -0.00048622-0.00440445j 0.0016978+0.000699277j -0.0040067+0.000651223j 
-0.00015935-0.00139862j -0.0196606-0.000307858j 0.0110553+0.00047084j 0.0189598-0.000322533j 0.000890528+0.000599179j -0.000663937-0.000724231j 0.044141-0.000420882j 0.0114834+0.000463501j 0.0385633-0.000729173j 0.0297815-0.000709072j -0.0472969-0.000785762j -0.0099131+0.000126194j 0.0451899+2.3924e-14j -0.0336388-0.000792663j -0.0545188-0.000313443j 0.132977+0.000480961j 0.870801-0.000904601j 0.122643-0.000706008j 0.118509+0.000575821j 0.119649-0.000143705j 0.179381-1.9151e-05j -0.127519-1.66758e-05j 0.00192629-0.000563022j 0.0941412+0.000505149j 0.0179385+0.000216778j -0.054631-0.0013265j 0.0399465+0.000197163j -0.00621128-0.000710003j 0.0408316+0.00045753j 0.0283436-0.00212193j 0.0233723+0.00076822j -0.01297+0.00143583j 0.0108924+0.000208903j 0.0026211-9.90765e-05j 0.018922-0.00474383j 0.0243922+0.000655734j 0.01156+0.00284282j -0.0170402-0.00312277j 0.00985648-0.00162629j -0.0296061+0.00309347j -0.0243008-0.002257j -0.0063742-0.00465854j -0.00464956-0.00151392j -0.0155609+0.00901424j -0.0521832+0.00712141j -0.00797936+0.00045212j -0.0101052+0.0055904j -0.0812598+0.00907818j -0.0362888+0.00330002j 0.060267-0.00291869j 0.0116487-0.00536721j -0.0535529+0.00281872j -0.0644387-0.00138372j -0.122801-0.00980641j -0.0656095-0.00214443j -0.0665512-9.76003e-05j -0.0319957+0.00108785j 0.0249203+0.00294612j -0.00824324+0.00206093j -0.00716586+0.00323487j -0.00380686-0.00267187j -0.00389622+0.00447471j -0.00308767-0.00361432j -0.00587329+0.00488452j -0.00118097+0.000689287j 0.00086774+0.00247234j -0.0078225+0.00142207j 0.00121686+0.000991727j -0.00283546+0.000942j 
0.0173891+0.000345991j 0.00302953-0.000946854j -0.0188356+0.000440704j 0.00983859+0.000128136j -0.0186102+0.000142189j 0.00430329-3.40674e-05j 0.0110322-0.000102615j -0.038154+0.0002416j 0.0128514-0.000886294j 0.0274898+8.44699e-05j -0.0046192-0.000578313j -0.0319197+0.000262733j -0.0336388+0.000792663j -0.0680532-1.74709e-13j 0.0832989-7.91909e-05j 0.912932-0.00064025j -0.121282+0.000862497j -0.0447788-0.000797096j -0.185848-0.000547815j -0.0473681-0.000555395j 0.0164286+0.00115539j -0.0453226+0.000392749j 0.0262714-0.000894429j -0.0224277+0.00016416j -0.0118671-0.00152065j -0.0557416-0.00127705j 0.00648254+0.000546907j -0.0549978-0.000882115j 0.0195842+1.97327e-05j -0.0236553+6.33523e-05j 0.017298-0.00198949j 0.0147866+0.00129008j 0.011844-0.00183846j -0.0119795+0.00113628j 0.0151111+0.00122144j -0.00312952+0.000163436j 0.0262513+0.0029839j -0.000410293-0.00670836j -0.00415422-0.000880086j -0.0114773+0.00193221j -0.0205927+0.00062446j 0.0029016+0.00364498j 0.0283732-0.00304536j -0.00241477+0.00746076j 0.00399576-0.000422933j -0.0542695+0.0073785j 0.0501263-0.000647707j -0.0258323-0.00103219j 0.0462094+0.000918302j 0.0258732-0.00243828j 0.0543798-0.00041412j -0.0962612+0.00105263j -0.00747951+0.00111778j 0.0370766+0.00292143j 0.0522338+0.00221313j -0.0980328-0.00556141j -0.00222216-0.00718482j 0.0125898-0.00263879j -0.0085787+0.0047103j -0.00380496+0.00303265j -0.00174909+5.64662e-05j -0.00340225-0.000189426j 0.000387719+0.00271177j -0.0051491-0.000788529j -0.000860701-0.000964207j -0.00389656+0.00186865j -0.00620659+7.50436e-06j -0.00320817+0.00121641j -0.00295831-0.00013208j 
-0.00486374+0.000782512j 0.0260191+0.000334946j -0.00587483+0.00160413j -0.00857115-0.000158468j -0.0177721-0.000613266j 0.0204529+0.000240515j -0.0237581+0.000961383j -0.0333855+0.00120181j -0.0118272-6.56152e-05j -0.00605842+0.000129583j 0.0737996+0.000216678j -0.0432827-0.00123884j -0.0545188+0.000313443j 0.0832989+7.91909e-05j 0.912614-1.68209e-12j -0.0982462+7.72301e-05j 0.117051-0.000455593j -0.0822023-0.000826303j -0.0645199+0.000600827j 0.00845461+0.00017663j -0.0311276-0.000200391j 0.0502872-0.00118612j 0.0114016-0.000575362j -0.0374943+0.000338176j -0.0247546-0.000372516j 0.00348117-0.00126156j -0.0365433+0.000150421j -0.0588466-0.000739536j -0.0360432-0.000366467j -0.0164112+0.00259896j -0.0267694-0.000309426j 0.00248335+0.000906504j -0.000744199+0.000250396j -0.0096685+0.000264763j -0.0163321+0.00167307j -0.00555367-0.00338755j 0.022857+0.00118858j 0.00972585-0.00254197j 0.00235767-0.00298777j -0.00353038-0.00384883j -0.0107624+0.000908325j 0.0256809+0.000444071j -0.0132208+0.00407009j 0.0477904+0.00838989j 0.0183238-0.00152055j -0.0956898+0.00893963j -0.052725-0.000723749j 0.0970031+0.000541368j -0.0843095-0.000666133j 0.0681944-0.00088683j 0.0930999+7.15603e-05j -0.0332735+0.000809304j -0.0719847-0.0110717j -0.00536693+0.00393815j 0.022529-0.00793336j 0.00389575-0.00220772j -0.0187805+0.0016761j -0.00902052-0.00115738j -0.0103308+0.00254546j -0.00134642-0.00256147j -0.00154445-0.00421821j -0.00295429+0.00148601j 0.00423247+0.00181458j 0.00063175-0.000405321j -0.00121499+0.00034964j -0.00532777-2.54516e-05j 0.001756+0.000750879j -0.00572605+0.000282999j 0.000483855-0.000950818j 
-0.0243624-6.19635e-05j 0.0117727+0.00147231j 0.0258007+0.00119523j -0.00748404-0.000450987j -0.00523293-0.000956534j -0.00378832-9.96075e-05j -0.0176969+0.000776757j 0.0275278+8.68149e-06j -0.0088634+0.00129429j -0.0144634-0.000600382j 0.119996+0.00161293j 0.0184518-0.000509635j 0.132977-0.000480961j 0.912932+0.00064025j -0.0982462-7.72301e-05j 0.135359-4.58499e-14j 0.0187305-0.000663588j -0.0557227+0.000526187j 0.0373154+8.78548e-05j 0.0580747-0.000316368j 0.00493449-0.000857205j 0.0610399-0.000238069j -0.0300157+0.000353338j 0.0114134+7.08492e-05j -0.0300572+0.000381457j 0.0518023+0.000106159j -0.0108841-0.000168181j 0.016619+0.000297348j -0.0395051-0.000173328j 0.0164551+0.00179726j -0.0369466+0.00221907j -0.0207241+0.000565881j -0.00382029+0.00243683j -0.00529644+9.09483e-05j -0.0115374-0.000138093j 0.00121368-0.00168739j -0.00382562-0.000123047j 0.00192235+0.00343477j 0.0217152-0.00146502j 0.00239188-0.00529533j 0.0326489+0.00334116j 0.0160848-0.00688995j -0.154999+0.00520905j 0.041044-0.00209744j 0.0243442-0.00206027j -0.0112896-0.000996929j -0.100965-9.30004e-05j 0.043284+0.00169912j 0.0418316-0.00215686j 0.031892+0.00190601j -0.0325332-0.000957466j 0.0313497-0.00168545j -0.0268074-0.00664651j -0.000260463+0.00188227j -0.0110032-0.00835426j 0.00329141+0.00323743j -0.00346637+0.00206029j -0.00504326-0.00148183j -0.00251918-0.00182235j 0.00277362-0.00517033j 0.000354347-0.00281167j 0.0036986+0.0022589j 0.000775889-0.000770176j 0.00332765+0.000645811j -0.00134579+0.00137992j 0.00220139-0.00151519j 0.00606851+0.00151352j -0.000349245-0.000903536j 0.0033121-0.000319914j 
-0.0178514-0.00163004j -0.0182502+0.00148604j 0.0391781+0.000599916j 0.00798349-0.0011831j 0.0193231-0.000107178j -0.0505976-0.00151411j 0.0626753-0.000384103j 0.0727927+0.000422614j 0.0660723-0.000193696j 0.0878155+0.000788138j -0.116312-0.000471481j 0.126006-0.000589059j 0.870801+0.000904601j -0.121282-0.000862497j 0.117051+0.000455593j 0.0187305+0.000663588j -0.152301+2.73802e-14j -0.0170451+0.000188336j 0.0938839+0.000515106j 0.0532233-0.000570032j 0.0624492-0.000300626j -0.0212395-0.000370707j -0.0579958+0.000191513j 0.0405887-0.000131969j 0.0185524+2.65949e-05j -0.0013579-0.000168677j 0.043348+0.000553311j 0.0406159+0.000678482j 0.0369564+0.000578958j 0.0414216-0.000699996j -0.00940065+0.00264643j -0.0342162+0.00160624j -0.000200338+0.00283617j 0.00610075+0.00209865j 0.0485103-0.00630416j 0.0204316+0.00644563j -0.0179329+0.00564286j -0.000406556-0.000315081j 0.0388339-0.00492463j -0.0588241+0.000815686j 0.00807777-0.00391699j 0.0461436+0.000611153j -0.0366503-0.00344074j -0.0355094-0.00130797j -0.19093+0.00862839j -0.061473+0.0039488j -0.0431903-0.0024625j 0.00721859+0.00387303j -0.0312453-0.000970423j 0.0624932+0.00555739j -0.0419483-0.00845019j -0.010052-0.00347085j 0.00484653+0.00056071j -0.00871128-0.00436512j -0.0105862-0.0105148j -0.00979369-0.000999457j 0.000805118-0.00546276j 0.00101324+0.00208809j -0.00188015-0.00223644j 0.0031928+0.000375752j 0.00362982-0.00186901j 0.00207392+0.00246715j -0.00620917+0.000554842j -0.00232022+0.00434985j 0.00140694-0.000664723j 0.00607921+0.000422685j -0.00328434+0.00161481j 0.00486019-0.000358695j -0.00115989+0.00139017j 
0.0105151-2.88019e-05j 0.00825635-5.48438e-05j 0.0318558+0.003259j 0.0313249-0.00234223j -0.0756787+0.00105328j 0.037418-0.000232551j 0.0440146+0.000308432j 0.00610352+0.00127532j 0.143952+0.000966501j 0.087521-0.00144803j 0.229103+0.000562099j -0.866906-0.000849291j 0.122643+0.000706008j -0.0447788+0.000797096j -0.0822023+0.000826303j -0.0557227-0.000526187j -0.0170451-0.000188336j -0.121505+3.12722e-14j -0.0329299+0.000916295j 0.0389304-0.00199742j 0.0861473+0.000977886j -0.0149776-0.00109073j 0.0035004+0.000561265j 0.0382159-4.84832e-05j -0.0739745+0.00020548j -0.0113699-0.00105039j 0.0334491+0.000224656j -0.0646225-0.000948795j 0.0418413+0.000735834j -0.0211894+0.00154136j 0.00200441-0.00169962j -0.0457839+0.00657815j 0.0275635+0.00443464j -0.0384861-0.000633084j -0.0138769+0.000975163j 0.0153939-0.00570966j 0.0484041+0.00327457j 0.0257014+0.00291616j 0.0629932+0.00345865j 0.109015-0.00737137j -0.0706065+0.000138473j -0.0310545+0.00883339j -0.0416545+0.00339881j 0.0479591-0.0037394j -0.0324668+0.00141581j -0.122786+0.00011796j -0.0376865-0.00122399j -0.0162543+0.00056064j -0.00192449+0.00472589j -0.0714745-0.00406386j 0.00864252+0.00526345j -0.00372113-0.00489291j 0.00662297+0.00340403j 0.00347234+0.00259758j 0.000443263-0.00837534j 0.00606905-0.00394197j 0.00104049+0.00368747j -0.000873692-0.00549183j 0.00547866+0.00487114j -0.000600029+0.00124647j 0.00294094+0.00158468j 0.00224383+0.0022433j -0.000826469+0.00262936j -0.00487972-0.00182422j -0.00286692+0.00195296j 0.0029528-0.000907268j -0.00726537+0.00284816j -0.00337757+0.00103816j -0.00515344+0.000616581j 
-0.0228296+0.00102029j 0.0187031+0.000689464j -0.0161427+0.00069554j -0.0371307+0.000875856j -0.00639176-0.000584098j 0.00202907+0.00151884j -0.0524357+0.00140475j -0.0916011+0.00052565j -0.13612+0.000371846j -0.0064415-0.000888066j 0.858516+0.000999507j 0.217246-0.000717923j 0.118509-0.000575821j -0.185848+0.000547815j -0.0645199-0.000600827j 0.0373154-8.78548e-05j 0.0938839-0.000515106j -0.0329299-0.000916295j -0.0251896+3.3384e-14j -0.0185193-0.000813863j -0.012596-0.000763612j 0.0816049-0.0005517j -0.0357112-0.000789115j -0.0480931-0.000844941j -0.0319824+0.000181176j 0.0325324-0.000385908j -0.0216963-0.000246521j 0.00282971-6.64581e-05j -0.0917989-0.000926342j 0.00176619+0.00202133j -0.0313814+0.00156364j 0.0217826-0.00244488j -0.018293-0.00250338j -0.00460853+0.00227036j -0.0146562+0.00383278j -0.0316494-0.00247956j 0.0509246-0.00153982j 0.00287363+0.000284815j 0.0361495-0.0012444j 0.106155-0.0105546j 0.138788+0.000542703j 0.0880863-0.00348467j -0.0495637-0.00203872j 0.0375766-0.00100079j 0.0266963-0.000678639j 0.0318199-0.00289743j 0.0306344+0.00485454j 0.0127681+0.00327875j -0.0403384-0.0110927j -0.0064034-0.00485102j -0.0503132-0.00684669j -0.000683689-0.00981588j -0.0112542-0.00144505j -0.00133067+0.000599133j -0.00469562-0.00430811j -0.00475862+0.00463255j -0.0023853-0.000107667j 0.0053355+0.000281258j -0.00558029+0.00265419j 0.00340594-0.00461847j -0.00150155+0.000438226j 0.00423054-0.00259141j 0.00277551+0.0011774j 0.00614567-0.000222405j -0.00338066+0.000320994j -0.002387+0.000272321j 0.0072994+0.000252773j -0.00354701-0.000845505j 0.00642694-0.0013762j 
-0.00370328+0.00120797j 0.0300701+0.000691229j 0.00238896-0.00121071j -0.0167927-0.000735039j 0.0454989+0.000384858j 0.0493742-0.000396707j -0.0723235+0.000183151j 0.124763-0.00226615j 0.0648194+0.00187858j -0.896226-0.00181353j -0.0155976+0.000707694j -0.0939909-0.000350674j 0.119649+0.000143705j -0.0473681+0.000555395j 0.00845461-0.00017663j 0.0580747+0.000316368j 0.0532233+0.000570032j 0.0389304+0.00199742j -0.0185193+0.000813863j -0.0150839+4.62516e-14j -0.0219733-0.000900842j 0.0265722+2.72145e-05j 0.041691+0.0013809j -0.0192114-6.22172e-05j 0.041874+0.00118345j 0.06082+0.000849207j -0.076895-0.000640176j -0.0303238+0.00034295j -0.024452-7.68038e-05j -0.0184742+0.00281517j -0.0317513-0.00055219j -0.0119471-0.00105923j -0.0136912+0.00275853j 0.0261401-0.00219882j -0.0492868-0.00402361j 0.0210628-0.000739903j -0.0990618-0.00576307j -0.0661114+0.0127508j -0.103313+0.00995823j 0.134173+0.00029499j -0.00502228+0.00276032j -0.00119141-0.00038193j -0.0529453+0.00775367j -0.124484-0.000466438j -0.00130255-0.00136036j 0.012804-0.00178813j -0.000850103+0.000290233j 0.0426448+0.00841136j -0.000283076+0.00342955j -0.0046218+0.00751232j 0.0148805+0.00123951j 0.0102497-0.00228239j 0.0103685+0.001454j -0.00620198+0.00388858j -0.00468601+0.00371044j 0.0059778+0.00249984j 0.00490733+0.00167464j -0.0111042-0.00093161j 0.00215014-0.00542706j 0.00373634+0.00209662j -0.00655193+0.00148089j -0.00236041+0.00063613j 0.00828514-0.00213898j 0.00321772+0.0020347j 0.00440846+0.00073586j -0.00516572-0.00300756j 0.0101005-0.0018739j -0.00370131-9.82603e-05j 0.000306774-0.000777741j 
0.0121327+0.00103717j 0.000292936-0.00165671j -0.0589653-0.00177632j -0.0423261+0.00253022j 0.018592-0.00018213j 0.0543077+0.00217404j -0.101422+0.00119276j -0.221757-0.000753921j -0.825646-0.00190504j -0.0235959+0.000572123j -0.165799-0.000244691j -0.221779-0.000118868j 0.179381+1.9151e-05j 0.0164286-0.00115539j -0.0311276+0.000200391j 0.00493449+0.000857205j 0.0624492+0.000300626j 0.0861473-0.000977886j -0.012596+0.000763612j -0.0219733+0.000900842j -0.0850243+2.81708e-15j 0.0410061-8.2357e-05j 0.0506447-0.000568116j -0.0268015+0.000367574j 0.0119051-0.000451259j -0.0153595+0.000221021j -0.0321404-0.000104245j 0.0052265+0.000103949j -0.0457014-0.000668953j -0.0164825-0.00133034j 0.0232945-0.0014057j 0.0586567-0.00618316j -0.0261362-0.00588956j 0.0157631-0.00240804j -0.0416772+0.00547626j -0.0545825-0.0038819j 0.0280272-0.00488823j 0.166945-0.00370616j -0.0773542-0.00499804j -0.0346478-0.00291605j 0.118738-0.010985j -0.0318486+0.00499394j 0.0437855-0.00237407j -0.0471918+0.00221994j 0.0759522+0.00469039j -0.0159036+0.00043769j -0.0115397-0.00434027j -0.0265533-0.00068635j -0.0175698-0.00455677j -0.00108578-0.00625101j -0.00695139-0.00266998j -0.0121656+0.000717717j -0.0128832-0.00481502j -0.00165845+0.000353175j 0.00673962+0.0052194j 0.00133517-0.000513775j -0.000790749+0.00141543j -0.00124987+0.00320581j -0.00625319-0.00148815j -0.00049651-0.00679087j -0.0011894-0.00342313j -0.00322094-0.00432137j 0.00617167-0.00254126j 0.00272902-0.00214607j -0.000841576+0.000456106j -0.00656064+0.00102801j 0.00366189-0.0028503j -0.00170877-0.000141434j 0.00314298-0.00104564j 
-0.0295474-0.00151633j -0.0178408+0.00215631j 0.0638973-8.61253e-05j 0.0192419-0.00158431j 0.0290996-0.000250706j -0.109952-0.00191558j 0.0450735-0.000746657j 0.845373+0.000531803j -0.324585+0.00030742j 0.0726479+0.00202282j 0.0943398+0.000455093j -0.0280515+9.37992e-05j -0.127519+1.66758e-05j -0.0453226-0.000392749j 0.0502872+0.00118612j 0.0610399+0.000238069j -0.0212395+0.000370707j -0.0149776+0.00109073j 0.0816049+0.0005517j 0.0265722-2.72145e-05j 0.0410061+8.2357e-05j -0.0146192-3.71789e-15j -0.0368186+0.0009687j 0.0364411+0.000372198j -8.37502e-05+0.000526781j 0.0454604+0.000878013j 0.027269-0.000439735j 0.0767904+0.000669506j -0.0037812+0.000124639j 0.0444745-0.000596829j -0.0207898+0.00401344j -0.0462355+0.00125008j 0.014134+0.00376491j -0.00637137+0.000893081j 0.0142971-0.00326495j 0.0463898+0.00291059j -0.157927+0.00163476j 0.0621347+0.0114166j 0.162474-0.0065411j 0.00675093+0.00177183j -0.0125616-0.00576888j -0.0110373+0.00448025j -0.0105288-0.00497512j -0.0506546-0.00436307j -0.0166149-0.0015877j 0.0122322+0.00716313j -0.0250757-0.00552059j -0.00760297-0.0036267j -0.00119678+0.00253611j -0.00314898+0.00446238j 0.0088322+0.00203899j -0.00756331-0.00233037j 0.00686821+0.00274146j 0.00357806+0.0021448j 0.000370848+0.00130917j 0.00271701-0.00225043j 0.000244616+0.00110192j 0.00285386-0.000793739j 0.0051123-0.00521502j 0.000374588+0.00208478j 0.0018026+0.000900224j 0.00477046+0.00290571j -0.00555479-0.00183342j 0.000179366+0.00223435j 0.000834484+0.000223136j 0.00824437-0.000902147j 0.00398009+0.00165125j 0.00568572-0.00100792j 0.00346563+0.000496771j 
0.0558748-0.0018851j -0.0384051-0.00315551j 0.0368719+0.00129j 0.086204-0.00223905j -0.108105+0.00222999j 0.549496+0.00237034j 0.664974+0.00309797j 0.0325305-0.00130554j -0.110123-0.00133447j -0.0755661-0.00120274j 0.0436957+0.00154951j 0.12828+0.000661996j 0.00192629+0.000563022j 0.0262714+0.000894429j 0.0114016+0.000575362j -0.0300157-0.000353338j -0.0579958-0.000191513j 0.0035004-0.000561265j -0.0357112+0.000789115j 0.041691-0.0013809j 0.0506447+0.000568116j -0.0368186-0.0009687j 0.0450762-1.47416e-12j 0.0742018-0.000100776j -0.00177726-0.000175764j -0.0501254-0.000493514j 0.0403377+0.000611927j -0.0317177-0.000536274j 0.120232+0.00124722j -0.0206712-0.00444175j 0.0848334-0.00428524j -0.0350154+0.00403417j 0.0425905+0.00207057j -0.0237611-0.00934493j -0.130985-0.00163113j 0.22938-0.0167602j 0.141282-0.0020342j 0.0397841-0.00292004j -0.013636+0.009653j 0.0111366-0.00249348j -0.028894-0.0126231j -0.0342707-0.0100985j 0.00842023+0.00354766j 0.00688606-0.00526242j 0.0355207+0.00511789j -0.000570707+0.000115227j 0.00200023-0.000635488j -0.000391191+0.00346535j -0.00729469+0.00285183j -0.0158097-0.00889823j -0.00258515+0.00329221j 0.00356401-0.00327177j -0.00294657-0.00200935j 0.00795197+0.00420463j 0.00187875-0.00301392j 0.00553182+0.000600165j -0.000386484-0.000751938j 0.00186215-0.00117264j 0.00335346+0.00486329j -0.00296859+0.00102345j 0.00804216+0.00117143j -0.00279981-6.16293e-05j -0.00317939-0.000851221j -0.0109668-0.00104524j 0.00117988+0.00207873j 0.00341733-0.000231602j -0.0122209+5.89279e-06j 0.00260925+0.00100551j -0.00967385+0.0014958j 
0.0282799+0.0023528j 0.0437296-0.00208635j -0.079032-0.00116538j -0.0253588+0.00116425j 0.0375505+0.000723459j 0.672907+0.00208663j -0.523974+2.03113e-05j 0.215428-0.000492785j 0.140504+0.000213499j 0.185741+0.000135922j -0.0357646-0.000173875j 0.0387038+0.000270429j 0.0941412-0.000505149j -0.0224277-0.00016416j -0.0374943-0.000338176j 0.0114134-7.08492e-05j 0.0405887+0.000131969j 0.0382159+4.84832e-05j -0.0480931+0.000844941j -0.0192114+6.22172e-05j -0.0268015-0.000367574j 0.0364411-0.000372198j 0.0742018+0.000100776j -0.00237603-5.53715e-14j 0.0256337+0.000373867j 1.01529e-05-0.000104054j -0.0785046-2.05993e-05j -0.0973816-0.000244923j -0.00878568-0.000130891j -0.0522619+0.00236336j 0.000640763-0.00458969j 0.0401301-0.00208811j -0.0153521-0.00212704j 0.0252206-0.00527077j -0.265929+0.00610726j -0.0788784-0.00421411j -0.0320372-0.00465012j 0.0297198+0.00768405j -0.0257219+0.000931388j 0.031818+0.00272932j 0.0155342-0.00121484j 0.018899+0.00502233j 0.015314+0.0071877j -0.00240156+0.00622447j -0.0086396+0.000542018j -0.0029874-0.00210639j -0.0108547-0.00497667j 0.00143158+0.00256296j 0.00605056+0.0039704j -0.000204367+0.000224377j -0.00197261+4.33014e-05j -0.00401992-0.00386728j -0.00484347-0.00467798j -0.00397761+0.00262514j -0.00209338+0.00147983j 0.00461774+0.00296293j 0.00221376+0.00127452j -0.0088549-0.000977031j -0.00176972-0.0014339j 0.000382465-0.00359497j -0.00501141+0.000896385j -0.00595126-0.00145309j 0.0117388-0.00150116j -0.00220602+0.000240512j 0.00253651+0.000829175j -0.012106-0.00121504j 0.00349961-0.00270936j -0.00799535+0.000913249j -0.00377412-0.000812937j 
0.00705112+0.000160286j 0.0176203+0.000216157j 0.0843082+0.00481623j 0.189096-0.00329573j -0.836096-0.00203648j -0.0358175+0.000948002j -0.187025-0.00130254j 0.0276197+0.00157424j -0.070134-0.000101792j -0.0834016-4.79322e-05j -0.0619471-0.000818389j 0.105919+0.000823747j 0.0179385-0.000216778j -0.0118671+0.00152065j -0.0247546+0.000372516j -0.0300572-0.000381457j 0.0185524-2.65949e-05j -0.0739745-0.00020548j -0.0319824-0.000181176j 0.041874-0.00118345j 0.0119051+0.000451259j -8.37502e-05-0.000526781j -0.00177726+0.000175764j 0.0256337-0.000373867j -0.0991707+6.25525e-15j 0.0252423-0.000665158j 0.0351762+0.000394222j -0.0392901-0.000824815j 0.0348302+0.00088378j -0.0271747+0.00211748j -0.0150959-0.00110484j -0.0401051+0.00980274j 0.11196+0.00510627j -0.319298+0.00729912j 0.0138151+0.0134021j -0.0738925-0.00272951j 0.0778631+0.00646572j -0.0364985+0.00141066j 0.0253117-0.000799976j -0.00468939+0.0096923j 0.00637558-0.00123498j 0.0207768+0.00472819j 0.00584746+0.00746207j -0.00858242-0.00612636j -0.00712448-0.00884641j 0.00308341+0.00372908j 0.00628777+0.00520373j -0.00157092-0.000526265j 0.0030634-0.00348731j 0.00156623-0.00447327j -0.00157775-0.00130874j -0.000518962-0.000838138j 0.00352472+0.00179909j 0.00507118+0.00130025j -0.00602207-0.00377535j 0.00172351-0.00439114j 0.00236296+0.00194039j 0.00139722-0.00210982j -0.000753088+0.00423502j -0.00409279+0.000618359j 0.00713638+0.000449024j 0.00935832+0.00364556j -0.00120077+0.00146647j -0.00309721-0.00435875j -0.00868128+0.00164847j 0.00988316-0.00216073j -0.00320231+0.00314661j -0.00164915+0.00041664j -0.00337818+0.000472104j 
