0.160638+4.85723e-17j 0.120901+0.0121603j 0.0980345+0.0985895j -0.060485-0.0998387j 0.0382915-0.018797j 0.0173313+0.0243958j 0.0258333+0.0935417j -0.022096-0.103076j 0.0220508-0.0728758j -0.02118+0.0124539j -0.00682429-0.0418132j 0.0161944-0.0175587j 0.000169255+0.0626946j 0.00231774+0.0142155j 0.0283322+0.0207312j -0.00277216-0.022122j 0.0845003-0.0136869j -0.0149559-0.00971579j -0.0536947+0.0312503j 0.0357927+0.0555046j -0.096697+0.00664179j -0.0490505+0.0199943j -0.0730514+0.06662j 0.226415+0.0836838j 0.0565932-0.239116j -0.0810058+0.0924487j 0.0667096+0.108927j 0.0554201+0.0236066j -0.135619-0.107127j 0.09165+0.0260642j -0.0629278-0.0137874j 0.0358729+0.0535246j 0.0213377+0.0526365j 0.010972-0.0422404j -0.00242752-0.00109523j 0.0194068+0.0453292j -0.00458291-0.0173088j -0.00686689+0.00159471j 0.0117761-0.0384896j -0.0176729-0.00540877j -0.00369715-0.0319229j -0.00626857-0.00757121j -0.0195877+0.0163544j 0.00972396-0.0274291j -0.00585761+0.0342249j -0.015378+0.00589891j -0.00677678+0.0174599j 0.0138378+0.00182839j 0.00505815+0.0208084j -0.0443092-0.00644291j 0.0106826-0.0218599j -0.010474+0.0207007j 0.0155099+0.015277j 0.0092435+0.00402107j 0.0135791-0.0166914j 0.00555915-0.0247591j 0.00673905-0.00798281j 0.00546804-0.00271902j -0.0228125+0.0312292j -0.0119206-0.0127726j -0.00386315+0.0586374j -0.0454347+0.109343j 0.0483098+0.109356j 0.236719+0.0533501j 0.0218149-0.127351j -0.0228279+0.129263j -0.0284119-0.0169885j 0.0227156+0.00613301j -0.133191-0.0480002j 
-0.0810058-0.0924487j 0.00311721+0.100009j -0.0578936-0.135748j 0.0297377-0.00727906j 0.0177115+0.188442j -0.141891+0.16162j -0.141645-0.199494j -0.098535-0.189006j 0.0761714-0.188114j 0.165136+0.0965576j 0.114436-0.024535j 0.0557909+0.0486151j -0.0474204-0.132815j -0.0219339+0.0129363j -0.0172724+0.0132488j 0.00512306+0.0257904j -0.0244667-0.0418794j -0.00392179-0.199741j 0.0521793+0.053868j 0.00909186+0.0808062j 0.0601688-0.0341549j 0.0955006+0.0206989j -0.0168525+0.0230253j -0.101575+0.0584533j -0.0938376+0.114203j 0.0458094+9.99201e-15j 0.0458733-0.0181401j -0.0483383-0.122364j -0.0100095-0.0163511j 0.106369+0.13431j 0.0896635-0.0568209j -0.0225884-0.0991488j 0.0187141-0.0154917j 0.00549191-0.071069j -0.0491444+0.0290598j 0.0118486+0.026617j -0.0137131-0.0439707j -0.0145387-0.0190941j -0.0180998+0.000158893j 0.000192409-0.0175701j -0.0230111+0.0102771j -0.00189702-0.00799563j 0.0110694+0.00617779j 0.00825792-0.00248089j 0.0214282+0.00788438j -0.0126953+0.0118813j 0.0111221+0.00328516j 0.0136203+0.000942192j 0.00134108-0.00431959j -0.00496337+0.0161679j -0.0119376-0.00343831j -0.000125846+0.00800189j -0.0123223+0.0139028j 0.0218197+0.0140571j -0.0129324+0.00740964j -0.00472697-0.00969804j 0.00323699-0.00939179j 0.0105044+0.010961j -0.0213021-0.00711014j -0.0120356+0.00255316j 0.00857216+0.00319834j 0.0168755+0.00636594j 0.00581909+0.028966j 0.0190959+0.00826137j 0.00226314-0.016656j -0.00893907+0.00398523j 0.0319201-0.000708079j -0.0203559+0.00111286j -0.0238514-0.038248j 
0.0667096-0.108927j -0.161685-0.152545j 0.0596261+0.10365j -0.0960799-0.247987j 0.326203+0.0337414j 0.0297497+0.0757873j -0.104044-0.165342j 0.0401695+0.213382j -0.253698-0.182708j -0.0583051-0.0989567j 0.0117796-0.00851319j 0.164663+0.106204j 0.00306406+0.0765306j -0.00830955+0.0283233j -0.0414566-0.0121723j 0.0388233+0.00811316j 0.00663648+0.107728j -0.007305+0.035783j -0.00982144-0.0269178j -0.0168944+0.0560431j -0.045389-0.0801336j -0.0557001+0.00637796j -0.00327217-0.0418725j 0.0222925+0.0292521j 0.114733-0.0448602j 0.0458733+0.0181401j -0.0843489-1.6237e-15j 0.0185428+0.0220645j 0.0708216+0.123413j -0.129842+0.0621598j 0.118125+0.140338j -0.0205237+0.0124982j -0.0658192-0.115098j -0.077784+0.00835844j 0.00444373+0.0250545j -0.00294385+0.00983673j -0.0153145+0.0123921j -0.00849768+0.0129644j -0.00228196+0.00426243j 0.016275-0.0125731j 0.00607839+0.022117j -0.008668+0.0130892j 0.0112241-0.0126447j -0.0031096-0.0201317j 0.000335657-0.0058345j 0.00986372+0.0245035j 0.00562937-0.0123281j -0.0141453-0.0173607j -0.0115618+0.00239386j 0.0152071-0.00478861j -0.00427945+0.00262335j 0.0103376-0.000395651j 0.000613083-0.00482342j -0.00169635-0.0125547j -0.00186509+0.00821613j -0.00992485+0.00291616j -0.00406351-0.00450745j 0.00356709+0.00806251j 0.0112291+0.0149484j 0.00478795+0.00503819j -0.00972853-0.009749j 0.00554813-0.00303858j 0.00154774+0.00155456j -0.0184882-0.0370828j -0.0121646+0.0070369j 0.0270537-0.00867347j 0.00388125-0.00537767j -0.0130189-0.0277616j 0.0259935+0.0175533j 
0.0554201-0.0236066j 0.149401-0.0692853j 0.103479+0.128655j -0.0519668-0.165546j -0.0816792+0.0336685j 0.304862-0.224643j -0.126758-0.218306j -0.0453151+0.06407j 0.0246699+0.0490873j 0.0223201+0.0356638j 0.0522137-0.0180813j -0.00599987-0.032214j 0.0199603-0.0165647j 0.041396-0.0178047j -0.0132024-0.0451991j -0.0320552+0.0177101j -0.0154274-0.100657j 0.0163791+0.0556743j -0.0167693+0.0906087j -0.00880112-0.0412475j 0.0101482+0.116452j 0.0289814+0.0282337j 0.04032-0.0959206j -0.0146858-0.062546j -0.0615165-0.102487j -0.0483383+0.122364j 0.0185428-0.0220645j -0.0388938-3.35496e-14j -0.173434-0.00577564j 0.061005-0.00424289j -0.115857+0.105517j 0.0396802+0.0565071j -0.0342671-0.0459564j 0.0196078+0.00822172j 0.063297-0.0423962j 0.0180841+0.0272365j -0.0475549-0.0162167j -0.0128604-0.0190891j 0.0388764-0.0423553j -0.00260551-0.0179738j -0.0189107-0.0178613j -0.0147038-0.0117873j -0.0239557-0.00995564j -0.000761172-0.00776251j -0.0106299+0.0136028j -0.00831644+0.0132484j -0.0118886+0.000212839j 0.0157192+0.0110109j 0.00678696+0.0218766j 0.00138079+0.01033j 0.0142295-0.00478235j -0.00486128-0.0101494j 0.0254979-0.000591764j -0.0196146+0.014884j 0.00800769+0.0158682j 0.00942313-0.00346467j 0.00178412-0.0030056j -0.0295487+0.0184336j 0.00838768-0.00139288j 0.0170751+0.00120734j 0.0128662+0.0304817j -0.0420881+0.0283617j -0.0280971+0.00966496j 0.0207843+0.0475911j 0.0130542+0.0201105j -0.0196838+0.00427848j -0.0386382+0.0348393j 0.0676008+0.0104579j -0.0127326-0.0147337j 
-0.135619+0.107127j 0.0364055-0.0494119j 0.0774325+0.117027j -0.041523+0.110228j 0.0297603+0.277015j -0.15566-0.17512j -0.287524+0.107584j 0.114316+0.160188j 0.114047+0.0949629j 0.000564121-0.114025j 0.0590544+0.0400175j -0.00390453+0.0338761j -0.0917553-0.0640683j -0.0295626-0.0497258j -0.017626+0.0267829j 0.02827+0.0349454j -0.00185403+0.0282601j 0.0367057+0.0401652j -0.00233792-0.0296769j -0.0883456-0.043904j -0.00294577-0.0366489j 0.00126574-0.0882167j 0.00445816+0.00180389j -0.0886964+0.0474456j 0.0069138+0.061294j -0.0100095+0.0163511j 0.0708216-0.123413j -0.173434+0.00577564j 0.0570638-1.59595e-14j 0.110471-0.133332j 0.0729059+0.005225j 0.0294142+0.0390741j -0.000635753+0.0541094j 0.00813458-0.0588748j -0.0331671-0.0304774j 0.0520668-0.00270816j 0.00228612+0.0425724j -0.0162896+0.0267474j -0.031751-0.0343403j -0.0377043+0.00669375j -0.0115146-0.0053656j -0.0131124+0.00650463j -0.00767974+0.0287475j -0.00488526-0.00715324j 0.0114422+0.0185178j 0.0163082-0.000747969j -0.00305836+0.0164576j 0.0192775-0.0115023j 0.0102361-0.00627419j 0.00623238-0.00248526j -0.0131824-0.00923814j -0.00746708+0.00909195j 0.000348218-0.014226j 0.0185989+0.0120187j 0.0124799-0.0186j -0.00164383-0.0120408j -0.00612917+0.00134139j 0.0185272+0.00518066j -0.0188379-0.00830246j 0.000423874-0.00592674j 0.0191248-0.0080668j 0.0108316+0.0321916j 0.025959+0.012609j 0.0430829+0.00385668j 0.0128017-0.028952j -0.024558+0.0352608j 0.0189324+0.00350281j -0.0072502-0.0127738j -0.0566543-0.0121758j 
0.09165-0.0260642j -0.0732308+0.021922j -0.0943545-0.064211j -0.0295375-0.0292445j -0.0482298-0.0793249j 0.0179475-0.0066555j 0.064337-0.0367493j 0.0210121+0.0104724j -0.0374215+0.0251768j -0.0288237+0.00064654j -0.0383704+0.0177808j 0.00164377+0.0309375j 0.00406869-0.0170114j -0.026361+0.0148008j -0.00612313+0.0019338j 0.0156101-0.0116074j -0.0487498+0.00810334j 0.0145172+0.0103253j 0.034093-0.0313531j 0.00322518-0.00329305j 0.0662169-0.0156855j -0.00985763-0.00640995j 0.01866-0.0498735j -0.0896315-0.015704j -0.00121752+0.166405j 0.106369-0.13431j -0.129842-0.0621598j 0.061005+0.00424289j 0.110471+0.133332j -0.0113039+2.23432e-15j 0.114826+0.0113681j -0.083835-0.0733908j 0.0428509+0.0510329j 0.0206255+0.00370777j -0.00689237-0.0444602j 0.0179887+0.0845421j 0.0136148+0.0370866j -0.00898432+0.0295301j -0.00371322-0.0338964j -0.0111198-0.048596j 0.00245794-0.0204889j -0.00781261+0.00827589j 0.000786036+0.019188j 0.0302252-0.0211708j 0.00025341+0.0594587j -0.0135232+0.0181869j -0.0105302+0.0102652j 0.0254479-0.0013136j 0.00134868+0.000924146j -0.04004-0.000582577j 0.0141716-0.0292143j -0.0261774+0.0124678j -0.0121964+0.00306224j 0.0762094-0.0154683j 0.0325681-0.0395768j 0.0607717-0.0227866j 0.0252684-0.0343668j 0.0326268-0.00622073j -0.0397897+0.0120969j -0.0647264+0.0427977j 0.00977826+0.0428364j -0.0523184+0.135175j 0.127+0.12883j 0.247627-0.0259387j 0.0142414-0.193711j -0.00351642+0.165392j 0.0399353-0.0531367j -0.0244614-0.0154632j -0.15772-0.0604586j 
-0.0629278+0.0137874j -0.0990664+0.0296756j -0.0461788-0.0513843j 0.0699049+0.0517919j 0.0234685+0.00194764j -0.0361113+0.080407j 0.0163975-0.0168902j 0.0219203+0.0613393j -0.0508432+0.0396287j -0.0113939-0.0302421j 0.00354439+0.0293318j 0.0149399-0.0116527j 0.00929972-0.035546j -0.0261122-0.0123698j -0.0259796-0.0151874j 0.0366004+0.0135296j 0.030919-0.021308j -0.0233242-0.0238003j 0.0113638-0.0110541j -0.0565398-0.0160192j -0.0448646+0.0269135j 0.00101699+0.00231808j 0.0516248+0.0808997j -0.0433318-0.101029j -0.104442+0.0092776j 0.0896635+0.0568209j 0.118125-0.140338j -0.115857-0.105517j 0.0729059-0.005225j 0.114826-0.0113681j 0.0359595+1.44849e-16j 0.0507168+0.0438972j 0.0548621+0.0610294j -0.0150291-0.0410791j 0.0256002+0.0656968j 0.0120857+0.0722439j 0.0267661-0.0596051j -0.0130109+0.0154056j 0.0370567-0.0365626j -0.00625686-0.000749679j 0.0235794-0.0964351j -0.00184999-0.0393152j -0.00339908+0.00628139j -0.0208571-0.0128745j -0.0323367+0.0762967j 0.00953108-0.0128132j 0.000451293+0.00864458j -0.0179283+0.0324074j 0.00272053+0.0167333j -0.00317467+0.0450252j 0.017586-0.00325921j 0.0135949-0.00755815j 0.0142463+0.0308446j -0.0299844+0.0406386j -0.0194432+0.0249292j -0.00778215+0.0392603j 0.0146361-0.00173722j -0.0469033+0.0477932j 0.0173745+0.0303906j 0.0339305-0.062925j 0.00985082+0.0670596j -0.0769434+0.00125693j -0.193432+0.0666647j 0.13861+0.265759j 0.14035+0.0580022j -0.0513837+0.0706368j -0.044385+0.111335j 0.165609+0.0191574j -0.0429584-0.00674133j 
0.0358729-0.0535246j 0.0348493-0.0705859j -0.0192867+0.014465j -0.0304387+0.00396166j 0.00147755+0.00139278j 0.0243104-0.029231j 0.00590845-0.0376347j 0.0404859+0.0249357j -0.00511108+0.000434334j -0.0458079+0.00227451j 0.00821567+0.0183232j 0.0098123-0.0150211j -0.0124957+0.0199613j -0.0118276+0.0284919j -0.0014546-0.0479221j 0.0130218+0.0103218j 1.16897e-05+0.00687914j -0.0301453-0.0450178j 0.0130296+0.0583946j -0.0271168+0.0756996j 0.00727+0.0423582j -0.0513721+0.093601j 0.0522261+0.040643j -0.00393979+0.0103894j 0.0827504+0.0510545j -0.0225884+0.0991488j -0.0205237-0.0124982j 0.0396802-0.0565071j 0.0294142-0.0390741j -0.083835+0.0733908j 0.0507168-0.0438972j -0.0644631-2.08167e-16j 0.0498181+0.0224864j -0.0550378-0.0570189j -0.084796-0.0660805j 0.0312599+0.0201335j 0.00855301-0.107655j -0.0263122-0.00545635j -0.0931683-0.0972301j 0.0410919+0.0578401j -0.02927-0.0539966j -0.0143919+0.00427202j 0.0140736+0.0107704j -0.0340584-0.0104619j 0.0244788+0.0121j 0.036715-0.0505383j 0.00941743+0.0263232j -0.000668083-0.00875937j 0.0400378+0.0430329j 0.0395249-0.13042j 0.000631839+0.0074418j -0.0166394+0.00909479j -0.0136583+0.0256779j 0.0455446-0.0426375j -0.0142556-0.0506435j 0.00447232-0.0332862j -0.0531195-0.0257358j 0.154007+0.0227754j -0.104021+0.0422669j -0.159608-0.101377j 0.0214462-0.000185666j 0.180619-0.369113j -0.0505264-0.00262435j 0.107767+0.0178815j -0.0983946-0.0190316j 0.0285964+0.0208163j -0.0600768+0.124673j -0.0540186+0.15783j -0.0392779+0.0542772j 
0.0213377-0.0526365j -0.0222402+0.0478271j -0.0303946+0.00298687j 0.0290589-0.0130857j 0.0334811-0.00699151j -0.0189061+0.0185511j -0.00152317-0.0221566j -0.0134591-0.015229j -0.00984554+0.0118033j 0.0225933+0.0237807j -0.0244362-0.00697352j -0.00509343-0.0234279j -0.00912047-0.0131929j -0.021026+0.00823148j -0.00425138+0.00432751j 0.00261557-0.0143417j -0.00796242+0.00423992j -0.00425967-0.0208483j -0.00824355+0.00767952j -0.0663434+0.0118989j -0.0234386+0.0274579j -0.0342728-0.0321101j -0.0547427+0.108247j -0.0587297+0.0139573j -0.0982196+0.0264893j 0.0187141+0.0154917j -0.0658192+0.115098j -0.0342671+0.0459564j -0.000635753-0.0541094j 0.0428509-0.0510329j 0.0548621-0.0610294j 0.0498181-0.0224864j -0.0210558-2.08167e-16j 0.0774894+0.0196338j -0.0310318-0.021995j 3.02927e-05+0.0179232j -0.0587264-0.0471652j -0.0158814+0.0485387j -0.00320891-0.0526606j -0.0359596-0.0490423j 0.00118435-0.0380182j -0.000398878+0.0388917j -0.0184458+0.0191411j -0.0453608+0.0525519j 0.0163834+0.100151j 0.0252414-0.060946j -0.00368507+0.020964j 0.0112695-0.00871535j 0.0207152+0.00704486j 0.0575105-0.111943j -0.011766-0.0218841j 0.0113023-0.0233789j 0.0622498-0.0391461j -0.0583301+0.0132647j 0.0501444-0.0343596j -0.00411993+0.0753703j 0.0248863-0.0261582j -0.131356+0.124831j -0.122054-0.118262j 0.12147-0.235008j 0.0135968-0.0880074j 0.165748+0.0404461j 0.0350082-0.207083j 0.0886358-0.0123805j 0.0948387-0.0347633j -0.0731709-0.12548j -0.025022-0.0476876j 0.063288-0.0568432j -0.018157+0.195729j 
0.010972+0.0422404j -0.00428602+0.00162007j 0.00699892-0.0231211j -0.0333832+0.024403j -0.0604163+0.0148138j 0.0116425+0.00116481j 0.0166829+0.0144829j 0.0251601+0.0219237j 0.00576969+0.00526604j -0.0300183-0.0215049j 0.0222522-0.00926804j 0.010029-0.00673414j 0.00586212+0.000860332j 0.0198089-0.0132022j -0.00819315-0.0136017j 0.0191339+0.0264164j -0.0019232-0.00924122j -0.0354418+0.0493588j 0.0311883-0.00653195j 0.0370687-0.00557632j 0.00412746+0.0277368j 0.0505654-0.00252345j -0.0224049+0.0345082j 0.0554415+0.0161108j 0.0189813+0.0554867j 0.00549191+0.071069j -0.077784-0.00835844j 0.0196078-0.00822172j 0.00813458+0.0588748j 0.0206255-0.00370777j -0.0150291+0.0410791j -0.0550378+0.0570189j 0.0774894-0.0196338j -0.0945913+4.16334e-17j 0.110329+0.0137461j 0.0427445-0.027985j 0.0431501-0.0108103j -0.0164945-0.069367j -0.00926321+0.0270147j 0.0782701+0.0234986j -0.0679708+0.0402981j -0.0606639-0.0203581j 0.0307855-0.00355422j -0.0446428-0.0158002j 0.00942245-0.0473032j 0.0318436+0.00257995j 0.0157093-0.0269517j -0.0443911+0.0649555j -0.010222-0.00505553j -0.0282315-0.0699243j 0.0713314-0.0171914j 0.0268818+0.00780851j 0.0746144+0.0714271j 0.0390555+0.0511748j -0.00646608+0.204711j -0.148646-0.0464744j -0.0122204+0.0602934j -0.0185561+0.141835j -0.0889343+0.0892057j -0.000726023-0.0953404j 0.0842353+0.144314j -0.257253-0.0179385j 0.179588-0.15346j -0.0203644+0.0461929j 0.0148694-0.137463j 0.0741859+0.00258666j 0.108368-0.00666184j -0.169015-0.127948j 0.0534876-0.238806j 
-0.00242752+0.00109523j 0.0308694-0.0167931j 0.0267287-0.0106394j -0.00861607+0.00426146j -0.00483854+0.0219804j -0.00815031+0.011757j -0.0189416-0.00757337j -0.0170842-0.0258795j 0.0364614+0.0155176j 0.0120163+0.0219045j 0.000662688-0.0207703j 0.0101863+0.00052477j -0.0071707-0.00389257j 0.0220103+0.00911492j 0.00484514+0.00681392j -0.0124687-0.021332j 0.00801975-0.0176258j 0.0139186-0.0132268j -0.00730696-0.0228689j 0.00270302-0.00378568j -0.0359246+0.00789939j 0.0166678-0.0180367j 0.0504933-0.0137951j 0.00733547+0.0604778j -0.00212209-0.0133041j -0.0491444-0.0290598j 0.00444373-0.0250545j 0.063297+0.0423962j -0.0331671+0.0304774j -0.00689237+0.0444602j 0.0256002-0.0656968j -0.084796+0.0660805j -0.0310318+0.021995j 0.110329-0.0137461j 0.0681267+2.3731e-15j 0.10206-0.00585155j 0.0591456-0.011499j 0.0859635+0.0154933j -0.0193096-0.0424679j 0.00341439-0.0339361j -0.016359-0.0410276j 0.00316938-0.021497j 0.0186948+0.0571063j -0.0646722+0.0482434j 0.0803423+0.0739196j 0.081982+0.0152198j -0.015011-0.0827578j -0.00366207+0.0727567j -0.0880322-0.0392663j 0.0220197+0.00351169j -0.112539-0.0227593j 0.100987+0.0454575j 0.0744564+0.0620844j 0.127771-0.0135737j 0.0484708+0.013297j 0.00504943+0.163621j -0.0143812+0.0505179j 0.0985971-0.0920006j 0.0184778-0.0401508j 0.13354+0.0183052j 0.0679736-0.0443456j -0.0625834+0.0825883j 0.00349912+0.0228877j -0.00251004-0.158751j -0.0537152+0.0413583j 0.111691-0.0275548j -0.118374-0.00705729j -0.0811164-0.311005j 0.344783+0.0657284j 
0.0194068-0.0453292j 0.010377+0.0131211j -0.0103668-0.00931357j -0.00628097-0.012534j -0.0077551-0.00226005j 0.0100234+0.0131987j 0.000167085+0.000822385j 0.0214182-0.00877781j 0.0125048-0.00965501j -0.0111833+0.00264249j -0.0088052-0.0122963j 0.00786495-0.00871256j 0.0024022+0.00182234j -0.000518345-0.010989j 0.00303727+0.0168935j 0.0120241-0.00796035j -0.0110287-0.0289414j 0.0275373-0.0206439j -0.0184751-0.0399643j -0.0262225-0.00764193j 0.00470258+0.00351174j -0.0147236-0.00984693j 0.0178275-0.0435769j 0.0432649-0.0160081j 0.00204859+0.0240359j 0.0118486-0.026617j -0.00294385-0.00983673j 0.0180841-0.0272365j 0.0520668+0.00270816j 0.0179887-0.0845421j 0.0120857-0.0722439j 0.0312599-0.0201335j 3.02927e-05-0.0179232j 0.0427445+0.027985j 0.10206+0.00585155j -0.0117844-1.08247e-15j -0.0122116+0.0617643j -0.0557164-0.0256818j 0.0149992-0.0166084j 0.0106478+0.0322289j -0.00588569-0.0289771j -0.0527935-0.0106919j 0.00782259+0.0550442j 0.0555011-0.0428877j -0.0104269+0.0910483j 0.0232538+0.0479775j -0.0416949+0.0303614j 0.0110816-0.0621468j -0.0764814+0.0668256j 0.00979456+0.0205484j -0.0128827+0.00340657j 0.0173566+0.0342694j 0.0906341-0.079867j 0.00457678+0.159063j 0.101783+0.0169908j -0.0907488-0.069925j -0.0334471+0.231492j 0.104649-0.143887j -0.00273185-0.0295105j -0.0818476-0.0851915j 0.198395-0.0584391j 0.132562-0.0309977j -0.233286+0.25849j 0.0113244-0.0202664j -0.187443+0.171613j 0.016573+0.204123j -0.0763484+0.0410692j -0.255965+0.0259502j -0.0986861-0.14636j 
-0.00458291+0.0173088j 0.00561061+0.0609322j -0.00241077-0.0599122j 0.0183764+0.00745863j -0.0185445+0.0252646j -0.0170715+0.0438058j 9.15827e-05+0.00765226j 0.0219504+0.00307777j 0.00739208+0.0101077j -0.0186081-0.0137891j 0.0206731-0.0329358j -0.00608527-0.0374306j 0.0188075-0.0249522j 0.0117548-0.00871921j 0.00311199+0.00303456j -0.00104748+0.0303622j 0.00236865+0.0250984j 0.0105494-0.00241321j 0.0111676+0.00830932j 0.0328153-0.0316616j -0.0216013-0.00777008j 0.0317045+0.00711752j -0.0176058+0.0523655j -0.00395817-0.0101793j 0.0288019+0.0452661j -0.0137131+0.0439707j -0.0153145-0.0123921j -0.0475549+0.0162167j 0.00228612-0.0425724j 0.0136148-0.0370866j 0.0267661+0.0596051j 0.00855301+0.107655j -0.0587264+0.0471652j 0.0431501+0.0108103j 0.0591456+0.011499j -0.0122116-0.0617643j -0.0535381-2.17187e-15j -0.0456692-0.0430403j 0.0294716+0.0361132j 0.0762291-0.0526153j 0.0131261+0.094757j 0.0018238+0.0533157j -0.0668098-0.0298892j -0.0393297-0.121999j 0.0174459-0.00170922j 0.0419841+0.040011j 0.00385103-0.0423336j -0.0509459+0.0530644j -0.0254407-0.0596343j -0.0840208-0.120739j 0.0740001-0.0458342j -0.0377356+0.0224064j 0.00477695-0.105889j -0.0224403-0.0646525j 0.122798-0.048661j 0.0703063-0.0839591j -0.0241086+0.00476253j 0.117894+0.079142j 0.237412-0.0458586j 0.139956-0.0197007j 0.091248+0.0403263j -0.00405129-0.068039j -0.103327-0.00948312j -0.0751034+0.123257j -0.205185-0.0507058j 0.210622-0.0145359j -0.128953+0.394875j 0.119877+0.0102116j -0.0775019+0.161889j 
-0.00686689-0.00159471j 0.0190937+0.00836056j 0.019323-0.00839512j -0.00403907+0.0229114j -0.0222069+0.0319709j 0.000817303-0.0146907j -0.00454062+0.00543953j 0.0184196-0.00425107j 0.0254238+0.00627597j -0.0127428+0.0154973j -0.00687407+0.0129033j 0.00328666-0.0296508j -0.00295255+0.00416617j 0.023429-0.00571025j -0.018838-0.0176211j -0.00663252-0.0111784j -0.00324034+0.0178047j 0.00464593-0.00581807j -0.0325005+0.00777843j 0.00660694-0.00734107j -0.00529181+0.036666j 0.0163998-0.0449932j 0.011631+0.0303974j 0.00845327-0.00891281j 0.0168268-0.000418395j -0.0145387+0.0190941j -0.00849768-0.0129644j -0.0128604+0.0190891j -0.0162896-0.0267474j -0.00898432-0.0295301j -0.0130109-0.0154056j -0.0263122+0.00545635j -0.0158814-0.0485387j -0.0164945+0.069367j 0.0859635-0.0154933j -0.0557164+0.0256818j -0.0456692+0.0430403j -0.115934+1.11525e-13j -0.00455624+0.0430607j -0.0782743+0.0204682j 0.0307424+0.00318715j -0.0256909+0.00573115j 0.138761+0.0399757j 0.0298166-0.0306846j -0.0392395+0.0223633j -0.021546+0.0312437j -0.0127577+0.050086j -0.0724413-0.00749434j -0.0480383-0.0437824j 0.00132406-0.114357j 0.0443908-0.103119j 0.091153-0.110712j -0.013093-0.0229267j 0.0929907-0.215173j -0.0858552+0.126693j 0.123928+0.0174365j -0.0406341-0.177327j 0.0453621+0.0525093j 0.0732313+0.0869059j 0.0167437-0.0780449j -0.0451801+0.0670341j 0.184016-0.013867j 0.0248468+0.100202j 0.141346+0.000449366j 0.041138-0.0482755j 0.0958494-0.287289j 0.149604+0.087673j -0.0762736+0.0528945j -0.042956+0.0331146j 
0.0117761+0.0384896j 0.0261065+0.0118142j 0.0228155-0.0363279j -0.00264075+0.00406965j -0.0240175+0.00226802j 0.00519967-0.00867587j 0.0136252-0.00484412j 0.00376195+0.00399628j 0.00296706+0.0385094j -0.00267646-0.0142701j 0.00516337+0.00947049j -0.00329363-0.00828447j -0.0126005-0.0131408j -0.0234444+0.00257245j -0.00840664-0.00432382j 0.032453-0.0273488j 0.0175732-0.0297108j -0.00429892+0.00261576j -0.0480371-0.0118517j 0.0249012+0.0484902j -0.0060764-0.0281593j 0.035199-0.0425283j -0.0119544+0.0135239j -0.00182358+0.00131627j 0.0010772-0.0196732j -0.0180998-0.000158893j -0.00228196-0.00426243j 0.0388764+0.0423553j -0.031751+0.0343403j -0.00371322+0.0338964j 0.0370567+0.0365626j -0.0931683+0.0972301j -0.00320891+0.0526606j -0.00926321-0.0270147j -0.0193096+0.0424679j 0.0149992+0.0166084j 0.0294716-0.0361132j -0.00455624-0.0430607j 0.0580936-1.83187e-15j -0.0882887+0.0164187j -0.0400334-0.0080989j -0.0198844-0.0321923j -0.00423498-0.0453426j -0.0334608-0.0237835j 0.0204423-0.0328543j 0.00532831+0.0220051j 0.0148185+0.0922513j -0.013739-0.0159241j 0.0746893+0.0886325j 0.13504-0.0745393j -0.0607551-0.141081j 0.02543+0.00132048j 0.0431798+0.0883384j 0.10988+0.12475j 0.0195471+0.123936j -0.256765+0.146683j 0.0176487+0.004986j -0.0176934+0.0721049j 0.0353279+0.070244j -0.0729951+0.165076j 0.0579776-0.230766j 0.0366002+0.0384335j -0.189169+0.0128403j 0.00953942-0.0632416j 0.0971777+0.148531j -0.00396506-0.0383506j -0.0765435-0.0380836j 0.0160837-0.084173j 0.0429892+0.073271j 
