0.160638+4.85723e-17j 0.120901+0.0121603j 0.0980345+0.0985895j -0.060485-0.0998387j 0.0382915-0.018797j 0.0173313+0.0243958j 0.0258333+0.0935417j -0.022096-0.103076j 0.0220508-0.0728758j -0.02118+0.0124539j -0.00682429-0.0418132j 0.0161944-0.0175587j 0.000169255+0.0626946j 0.00231774+0.0142155j 0.0283322+0.0207312j -0.00277216-0.022122j 0.0845003-0.0136869j -0.0149559-0.00971579j -0.0536947+0.0312503j 0.0357927+0.0555046j -0.096697+0.00664179j -0.0490505+0.0199943j -0.0730514+0.06662j 0.226415+0.0836838j 0.0565932-0.239116j -0.0810058+0.0924487j 0.0667096+0.108927j 0.0554201+0.0236066j -0.135619-0.107127j 0.09165+0.0260642j -0.0629278-0.0137874j 0.0358729+0.0535246j 0.0213377+0.0526365j 0.010972-0.0422404j -0.00242752-0.00109523j 0.0194068+0.0453292j -0.00458291-0.0173088j -0.00686689+0.00159471j 0.0117761-0.0384896j -0.0176729-0.00540877j -0.00369715-0.0319229j -0.00626857-0.00757121j -0.0195877+0.0163544j 0.00972396-0.0274291j -0.00585761+0.0342249j -0.015378+0.00589891j -0.00677678+0.0174599j 0.0138378+0.00182839j 0.00505815+0.0208084j -0.0443092-0.00644291j 0.0106826-0.0218599j -0.010474+0.0207007j 0.0155099+0.015277j 0.0092435+0.00402107j 0.0135791-0.0166914j 0.00555915-0.0247591j 0.00673905-0.00798281j 0.00546804-0.00271902j -0.0228125+0.0312292j -0.0119206-0.0127726j -0.00386315+0.0586374j -0.0454347+0.109343j 0.0483098+0.109356j 0.236719+0.0533501j 0.0218149-0.127351j -0.0228279+0.129263j -0.0284119-0.0169885j 0.0227156+0.00613301j -0.133191-0.0480002j 
0.0161944+0.0175587j -0.0141983-0.0502694j 0.00608529+0.117614j 0.0207066+0.0785655j 0.0295148-0.000180624j 0.100453-0.039438j -0.000694836-0.0352372j -0.0121905+0.0671318j -0.00298586+0.0988791j -0.0249332-0.109564j -0.0105628+0.107237j 0.0748544-1.24345e-14j -0.0275505+0.132298j -0.0165115+0.00415327j -0.0573775-0.163101j -0.087647-0.0367927j 0.19587+0.108042j 0.18336-0.0526821j 0.0115233+0.0449946j -0.0346409-0.166486j -0.0840339-0.0419997j -0.185878+0.00308615j 0.0296173-0.253193j -0.118596+0.0639607j 0.087383-0.0829321j 0.0557909-0.0486151j 0.164663-0.106204j -0.00599987+0.032214j -0.00390453-0.0338761j 0.00164377-0.0309375j 0.0149399+0.0116527j 0.0098123+0.0150211j -0.00509343+0.0234279j 0.010029+0.00673414j 0.0101863-0.00052477j 0.00786495+0.00871256j -0.00608527+0.0374306j 0.00328666+0.0296508j -0.00329363+0.00828447j 0.00785464-0.00692579j 0.0230119-0.0149871j 0.0188185+0.00257103j -0.00926696+0.00911704j 0.00213355-0.00331835j 0.0164965+0.00023372j 0.0326329-0.0127707j -0.0197698-0.00316371j -0.0030653+0.0308897j -0.0106121-0.0145177j -0.0151189+0.013706j -0.0201688-0.00853855j 0.0217681+0.0335715j -0.0310029+0.015397j 0.00208657-0.0019439j -0.0334524-0.0409467j -0.0116804-0.012134j 0.0229644-0.0275765j -0.0125089+0.012826j 0.0131966+0.0132738j 0.000591266-0.0234474j -0.00535839-0.0119663j -0.0135166+0.0162477j 0.00742281-0.00194044j 0.0151394-0.00180592j 0.00303332+0.0117273j 0.0100533-0.00387556j 0.00914617+0.000556479j -0.00838604-0.00687816j 0.00399925-0.00334696j 
0.000169255-0.0626946j -0.0373193-0.0495501j -0.0399799-0.0496557j -0.0247421+0.0556237j -0.0333661+1.46657e-05j -0.108071+0.0321719j -0.0381575-0.00157239j 0.103634+0.0825435j -0.0601915+0.0340688j -0.0230257-0.124501j -0.126878+0.162599j -0.0275505-0.132298j -0.102258-5.36723e-15j 0.0676886+0.128556j -0.120634+0.0252889j 0.0997519-0.153918j -0.0557928+0.0746949j -0.158967-0.0245014j -0.0115133-0.142483j -0.102036-0.0305997j -0.0978232+0.231278j -0.035812+0.111176j 0.0508575+0.212676j -0.00540696+0.0166795j 0.0387986-0.103185j -0.0474204+0.132815j 0.00306406-0.0765306j 0.0199603+0.0165647j -0.0917553+0.0640683j 0.00406869+0.0170114j 0.00929972+0.035546j -0.0124957-0.0199613j -0.00912047+0.0131929j 0.00586212-0.000860332j -0.0071707+0.00389257j 0.0024022-0.00182234j 0.0188075+0.0249522j -0.00295255-0.00416617j -0.0126005+0.0131408j 0.0210493+0.0073423j 0.0162247-0.0103503j -0.00640907-0.0129796j -0.00267236-0.0197616j -0.00745874+0.00730532j -0.00310174-0.0072234j -0.00484598-0.00630741j -0.0185643-0.0210542j 0.0175412-0.0386714j 0.00516984+0.0107867j 0.0160959+0.00229835j 0.0246632-0.0155256j 0.00166976+0.0108184j -0.0297977+0.011744j -0.00995803+0.0377714j 0.00609053-0.0161449j 0.00402583+0.0201471j -0.0160211-0.0168704j 0.0054681-0.0247688j -0.0229517-0.0180297j 0.0106067-0.00631177j -0.00505618+0.0175383j -0.00846022+0.00167216j -0.0121847-0.00343457j -0.0188376-0.0093157j 0.00481218-0.00357752j -0.00784169+0.00236606j -0.0038167-0.00653872j -0.0138303+0.0166956j -0.0138858-0.00723518j 
0.00231774-0.0142155j -0.00868464+0.000922052j -0.0380441-0.0443042j -0.00304759+0.0183736j -0.0445868+0.0148312j 0.0552378-0.026622j 0.0351075-0.0935681j 0.159784-0.0346034j 0.02776+0.0137395j 0.0902909-0.0630618j -0.0239067-0.016657j -0.0165115-0.00415327j 0.0676886-0.128556j -0.221058-6.38378e-14j -0.0223365-0.026692j 0.206844+0.152091j 0.119877-0.183498j -0.015384+0.0106588j 0.198012+0.171604j 0.277288-0.00488448j -0.0993106-0.0387942j -0.119159+0.0486196j -0.126273+0.0306206j 0.0133192-0.0234573j 0.101661+0.150885j -0.0219339-0.0129363j -0.00830955-0.0283233j 0.041396+0.0178047j -0.0295626+0.0497258j -0.026361-0.0148008j -0.0261122+0.0123698j -0.0118276-0.0284919j -0.021026-0.00823148j 0.0198089+0.0132022j 0.0220103-0.00911492j -0.000518345+0.010989j 0.0117548+0.00871921j 0.023429+0.00571025j -0.0234444-0.00257245j 0.00706955-0.00985555j 0.00121472+0.0136683j 0.00616919-0.00666744j 0.0350239+0.0152038j 0.0176949+0.0171319j -0.0216493+0.0133974j 0.0250139+0.0350661j -0.0292838+0.0189606j -0.0326001-0.00253731j -0.00933727+0.00712039j -0.00384382+0.0089141j 0.0184569-0.0146312j -0.0366101-0.0300613j 0.011541+0.0109657j -0.00764743-0.0148048j 0.0108294-0.00345631j -0.0201799+0.00901447j -0.0209078+0.024748j -0.00216478-0.00405476j -0.00103123-0.00356893j 0.00829861+0.00810207j -0.0127728+0.00876323j 0.0020825-0.00714513j -0.00927613-0.0179454j 0.0131057-0.0213665j 0.00592225+0.0126463j 0.00242619-0.00519749j -0.00710721+0.00159911j 2.95529e-05-0.00670269j 0.00971144+0.0078795j 
0.0283322-0.0207312j -0.000656271-0.0135666j 0.0022916+0.0869828j -0.0445132-0.0431167j 0.0264112-0.116252j -0.0847853-0.00881057j 0.0124598+0.0690158j -0.000921869-0.0941734j 0.0568843+0.137642j 0.0714375-0.114587j 0.0833703+0.0116921j -0.0573775+0.163101j -0.120634-0.0252889j -0.0223365+0.026692j 0.53511-1.21055e-12j 0.0605754+0.0113036j -0.14139-0.0598363j 0.0590606+0.213121j 0.0677694+0.0922656j -0.0225244-0.144692j 0.00484948-0.0722215j -0.0113641+0.177986j 0.115382-0.0847938j -0.0706391-0.0921873j 0.0164066-0.115051j -0.0172724-0.0132488j -0.0414566+0.0121723j -0.0132024+0.0451991j -0.017626-0.0267829j -0.00612313-0.0019338j -0.0259796+0.0151874j -0.0014546+0.0479221j -0.00425138-0.00432751j -0.00819315+0.0136017j 0.00484514-0.00681392j 0.00303727-0.0168935j 0.00311199-0.00303456j -0.018838+0.0176211j -0.00840664+0.00432382j -0.00993239+0.0017298j -0.0113611-0.00673902j -0.0107874+0.01911j -0.002033+0.00211242j 0.00602091-0.0269328j 0.0154937-0.0128892j -0.0583109-0.0192829j 0.0212665+0.00636807j 0.010305+0.00894509j 0.0216892+0.00649748j 0.0155748-0.0121981j -0.0200939-0.0162265j -0.0109469-0.0135762j -0.0372363+0.0141685j 0.00260972+0.036419j 0.00186656-0.0074797j -0.00818532+0.00198754j -0.00924306-0.0216721j -0.00728813+0.00901112j 0.00392622-0.00029264j 0.0154995-0.00512879j 0.00814035+0.0108072j -0.0180583+0.00229984j -0.00714837+0.0080525j -0.00918812+0.00413464j -0.000518789-0.00550338j -0.00258438+0.002364j -0.00177139+0.00727544j 0.00502466+0.00518123j -0.00551071-0.0085643j 
-0.00277216+0.022122j 0.00597224-0.00616422j 0.0361576-0.018648j 0.000503239+0.0359872j -0.0930498+0.120376j 0.0978867+0.104302j -0.0873842+0.023189j -0.0835076-0.107968j -0.0149152-0.0354329j -0.174693-0.0735425j 0.241948-0.207973j -0.087647+0.0367927j 0.0997519+0.153918j 0.206844-0.152091j 0.0605754-0.0113036j -0.142859+7.59809e-14j 0.00189501+0.0670897j 0.0490646-0.0775969j 0.13265+0.0329948j -0.107041-0.103815j 0.0752048+0.00791543j 0.115794+0.0659463j -0.0398132+0.0820976j 0.0523262+0.0734311j 0.0128587+0.0537847j 0.00512306-0.0257904j 0.0388233-0.00811316j -0.0320552-0.0177101j 0.02827-0.0349454j 0.0156101+0.0116074j 0.0366004-0.0135296j 0.0130218-0.0103218j 0.00261557+0.0143417j 0.0191339-0.0264164j -0.0124687+0.021332j 0.0120241+0.00796035j -0.00104748-0.0303622j -0.00663252+0.0111784j 0.032453+0.0273488j -0.0239601+0.022112j -0.0160895+0.0117174j -0.0321221-0.0112748j -0.036557+0.00555924j -0.00952202+0.00200584j 0.0082328-0.00257467j 0.00140057-0.0133303j 0.0342669-0.0119015j -0.0144954-0.0285834j -0.00235153-0.0107j -0.00264416+0.0115056j 0.0179158-0.00572854j 0.0167616+0.0171881j 0.00624346-0.0212811j -0.00141445-0.00563531j -0.00872704+0.0173255j 0.0176363-0.0167417j -0.00578749+0.00511846j -0.000680752+0.0103691j -0.00121213-0.00050304j -0.0189867+0.00185681j 0.00699385-0.00562207j 0.0138242-0.00409163j 0.00654289+0.00883531j 0.0017007+0.00687069j 0.00495243-0.00405939j -0.00657313-0.00168218j 0.0111392-0.0076713j -0.00420696+0.005394j -0.00843084-0.00391389j 
0.0845003+0.0136869j -0.070967-0.0641039j -0.0182116-0.0566613j -0.0385288-0.015268j -0.0071111-0.0673647j -0.0179865+0.146569j 0.0399951-0.19374j -0.0215845-0.102753j -0.0780742-0.131663j 0.0907642+0.0723845j 0.110217+0.247559j 0.19587-0.108042j -0.0557928-0.0746949j 0.119877+0.183498j -0.14139+0.0598363j 0.00189501-0.0670897j -0.056946-2.21767e-14j 0.10426-0.0652073j -0.191389-0.137379j 0.0201937-0.103207j 0.0218211+0.0128369j 0.132793-0.0738008j 0.0692292+0.0393956j -0.134664-0.0271859j 0.0152145+0.0426702j -0.0244667+0.0418794j 0.00663648-0.107728j -0.0154274+0.100657j -0.00185403-0.0282601j -0.0487498-0.00810334j 0.030919+0.021308j 1.16897e-05-0.00687914j -0.00796242-0.00423992j -0.0019232+0.00924122j 0.00801975+0.0176258j -0.0110287+0.0289414j 0.00236865-0.0250984j -0.00324034-0.0178047j 0.0175732+0.0297108j -0.0514952-0.0101238j -0.00803254-0.0217072j -0.0173908+0.013271j -0.00616419-0.0223417j -0.01724-0.0266522j 0.0115576+0.00108561j -0.018918-0.0167261j -0.00753031+0.0172362j -0.0199898-0.0101245j 0.00504042-0.00627996j 0.00463852+0.0250423j -0.00878789-0.0388665j 0.00881729-0.0193572j -0.000436716+0.00107847j -0.00400155+0.0118875j 0.00364206+0.017728j -0.0019364+0.0128974j -0.00434349+0.00941171j -0.00562587+0.00277407j 0.0118428-0.0103571j -0.00185079-0.0103597j 0.0141354-0.000758461j -0.00303349+0.00296843j -0.00759753+0.00712787j -0.00545012-0.000442011j 0.0115832+0.00272328j -0.0107638-0.00911529j 0.0126296-0.00543431j -0.01319+0.0115555j -0.00358608-0.0233774j 
-0.0149559+0.00971579j 0.0389178+0.00392769j -0.00411359+0.0725394j -0.097438-0.016044j 0.132875+0.184264j 0.0237501+0.0970218j -0.0423754-0.104304j 0.201684+0.0560038j 0.0710074-0.0744893j -0.0166645+0.0714921j 0.0734589+0.108199j 0.18336+0.0526821j -0.158967+0.0245014j -0.015384-0.0106588j 0.0590606-0.213121j 0.0490646+0.0775969j 0.10426+0.0652073j 0.0669345-2.15453e-15j -0.0529265+0.153162j -0.0296452+0.179923j 0.0317342+0.0652954j 0.0385774+0.0308212j 0.0817158-0.040047j -0.0324046+0.015863j 0.0418862-0.0248395j -0.00392179+0.199741j -0.007305-0.035783j 0.0163791-0.0556743j 0.0367057-0.0401652j 0.0145172-0.0103253j -0.0233242+0.0238003j -0.0301453+0.0450178j -0.00425967+0.0208483j -0.0354418-0.0493588j 0.0139186+0.0132268j 0.0275373+0.0206439j 0.0105494+0.00241321j 0.00464593+0.00581807j -0.00429892-0.00261576j -0.0323401+0.0114417j -0.00566059-0.00515192j -0.0121896-0.0420254j 0.00884114-0.0168171j -0.0368921+0.00365208j 0.0171566-0.00196103j 0.0336767+0.0504409j 0.0239102-0.0302142j -0.0132351-0.00279227j 0.00869537-0.00587728j -0.00321531+0.0241896j 0.00475604-0.0224309j -0.0185722+0.0104739j -0.020811-0.00716867j -0.00635918+7.76834e-05j -0.00361383+0.017059j 0.00584732-0.00116058j -0.00695922-0.00203831j 0.0115856+0.00797292j -0.0014425-0.0047103j 0.00194874+0.0115329j -0.00471421-0.00285465j -0.0171946-0.000326875j -0.00605395+0.00617356j -0.00384565-0.0100053j 0.00593632-0.0158765j -0.0107635+0.0195044j -0.00323992-0.00756122j 0.00554686-0.0117346j 0.00280672-0.00530747j 
-0.0536947-0.0312503j 0.0525899+0.028481j 0.084367-0.093134j -0.0025534-0.062217j -0.0881006-0.0282806j -0.0132275+0.163774j -0.000876387-0.107533j 0.0742301+0.0253411j -0.0775378-0.0898109j 0.238605-0.0506197j -0.109913-0.200618j 0.0115233-0.0449946j -0.0115133+0.142483j 0.198012-0.171604j 0.0677694-0.0922656j 0.13265-0.0329948j -0.191389+0.137379j -0.0529265-0.153162j 0.206991+1.54599e-14j -0.00319647-0.120529j -0.15175+0.0290516j -0.0477557-0.107492j 0.00679836-0.0436301j -0.0448053-0.038811j 0.045549+0.0194676j 0.0521793-0.053868j -0.00982144+0.0269178j -0.0167693-0.0906087j -0.00233792+0.0296769j 0.034093+0.0313531j 0.0113638+0.0110541j 0.0130296-0.0583946j -0.00824355-0.00767952j 0.0311883+0.00653195j -0.00730696+0.0228689j -0.0184751+0.0399643j 0.0111676-0.00830932j -0.0325005-0.00777843j -0.0480371+0.0118517j -0.0393125+0.00838342j 0.0248215+0.00859728j -0.0147507+0.00426303j 0.0148684+0.0162947j 0.00531456+0.0120501j -0.000838335-0.0178983j -0.00309644+0.00681982j -0.0123903-0.0204795j -0.000940704-0.0149861j 0.0058726-0.0293248j 0.011471-9.62005e-05j 0.00338379-0.021341j 0.00102471-0.00589188j -0.0130685-0.000864907j 0.00316843-0.0179097j 0.0234174+0.00444173j 0.00359989-0.00834285j -0.00807694-0.0048994j 0.00410276-0.00956335j -0.00410501+0.00581029j 0.00294672-0.010295j 0.0031743-0.0215126j 0.00569388+0.00316322j 0.00917735+0.00970536j 0.00897137-0.00738191j 0.00478606-0.00155022j -0.0016931-0.0017041j 0.00419004-0.00819541j -0.00484645-0.0174587j 0.000696666+0.00788397j 
0.0357927-0.0555046j 0.0264764-0.0124092j -0.0892334-0.194943j -0.162287-0.0190639j -0.102593-0.00731789j -0.0442934+0.00908611j 0.157373+0.0213435j 0.144917+0.287918j -0.103977-0.00535506j -0.137715+0.274892j -0.13599+0.00795239j -0.0346409+0.166486j -0.102036+0.0305997j 0.277288+0.00488448j -0.0225244+0.144692j -0.107041+0.103815j 0.0201937+0.103207j -0.0296452-0.179923j -0.00319647+0.120529j 0.0528081-7.55646e-13j 0.0345481-0.0109234j 0.0921838-0.0232102j 0.0101828+0.00049492j 0.0298721-0.0858783j 0.0993042+0.0489129j 0.00909186-0.0808062j -0.0168944-0.0560431j -0.00880112+0.0412475j -0.0883456+0.043904j 0.00322518+0.00329305j -0.0565398+0.0160192j -0.0271168-0.0756996j -0.0663434-0.0118989j 0.0370687+0.00557632j 0.00270302+0.00378568j -0.0262225+0.00764193j 0.0328153+0.0316616j 0.00660694+0.00734107j 0.0249012-0.0484902j 0.0117269-0.0460387j 0.0132687+0.0136501j 0.0022333-0.00941267j -0.0245568+0.00389697j 0.00957105+0.0244953j 0.00266713-0.0123234j 0.0213954+6.39657e-06j -0.015307+0.00450148j 0.00918475+0.0228441j 0.0222334+0.00198439j 0.0112003+0.0144698j -0.00749739-0.00465702j -0.015192-0.00810121j 0.00849423+0.00132926j -0.00648099-0.00724315j 0.00198623+0.00888636j 0.0084795-0.000787525j -0.00608709+0.00433431j -0.00599904-0.00580197j -0.00443829-0.00671137j 0.00873775+0.0127988j 0.00209911-0.0124036j -0.00620152+0.000102665j -0.00569104-0.0121116j 0.013162-0.00617776j 0.0111555+0.0146234j -0.00739518-0.00438203j -0.00952836-0.00310633j 0.00470305-0.011169j 0.00423875+0.00467557j 
-0.096697-0.00664179j 0.0991391+0.101459j 0.0915027-0.124331j -0.101926-0.136422j -0.0164224+0.100169j -0.0803375+0.0127383j -0.133755+0.0769942j -0.097538-0.0534074j 0.0573416-0.190539j 0.0636575-0.134697j -0.0798315+0.0763459j -0.0840339+0.0419997j -0.0978232-0.231278j -0.0993106+0.0387942j 0.00484948+0.0722215j 0.0752048-0.00791543j 0.0218211-0.0128369j 0.0317342-0.0652954j -0.15175-0.0290516j 0.0345481+0.0109234j 0.0266262-1.24123e-13j 0.0343865-0.0162179j -0.0790829-0.135916j 0.124629+0.0535224j 0.0733537-0.107737j 0.0601688+0.0341549j -0.045389+0.0801336j 0.0101482-0.116452j -0.00294577+0.0366489j 0.0662169+0.0156855j -0.0448646-0.0269135j 0.00727-0.0423582j -0.0234386-0.0274579j 0.00412746-0.0277368j -0.0359246-0.00789939j 0.00470258-0.00351174j -0.0216013+0.00777008j -0.00529181-0.036666j -0.0060764+0.0281593j -0.020587-0.0158337j 0.0055683-0.00375575j 0.000393993+0.00923371j 0.0140815-0.0187552j -0.0123618-0.00745809j -0.0101304-0.0198669j 0.00398255+0.00360133j -0.0154765-0.00285156j 0.0169983+0.00854851j 0.0129032-0.0296375j 0.00166421+0.00257167j -0.0100401-0.00580493j -0.000642442-0.0100319j -0.00204682-0.000173247j 0.00840852-0.010434j 0.0116422+0.00282308j 0.000283852+0.00849124j 0.00128324-0.00393939j -0.000369923-0.00877576j 0.0127105+0.000202162j -0.00540985+0.0196687j -0.00441108-0.0125335j -0.00588444-0.00100149j 0.0114075-0.00524106j 0.00183046-0.00559397j -0.00389123-0.0021617j -0.00310368+0.00867654j -0.0088371-0.00719893j 0.0155242-0.0154068j 0.000527854+0.0196846j 
-0.0490505-0.0199943j -0.0244673+0.0469834j -0.10126-0.240413j -0.0806684+0.126567j -0.263893+0.0332436j 0.079156+0.153952j 0.074+0.0620024j 0.0105709-0.0825232j -0.0351981+0.00967743j -0.158045-0.295017j 0.0347093+0.0780977j -0.185878-0.00308615j -0.035812-0.111176j -0.119159-0.0486196j -0.0113641-0.177986j 0.115794-0.0659463j 0.132793+0.0738008j 0.0385774-0.0308212j -0.0477557+0.107492j 0.0921838+0.0232102j 0.0343865+0.0162179j 0.055611-1.08941e-14j -0.0481016-0.0811092j -0.000502259-0.0143713j 0.0340048+0.0271643j 0.0955006-0.0206989j -0.0557001-0.00637796j 0.0289814-0.0282337j 0.00126574+0.0882167j -0.00985763+0.00640995j 0.00101699-0.00231808j -0.0513721-0.093601j -0.0342728+0.0321101j 0.0505654+0.00252345j 0.0166678+0.0180367j -0.0147236+0.00984693j 0.0317045-0.00711752j 0.0163998+0.0449932j 0.035199+0.0425283j 0.0288191+0.00419378j 0.0132212+0.0185988j -0.0240683-0.0031255j -0.00972526-0.0157315j 0.0170664-0.00961211j 0.00341413-0.0215714j 0.00308905-0.00384658j 0.0134103-0.0204988j -0.00957303-0.00756098j 0.0145807+0.00540243j 0.00220507-0.00290821j 0.00618796-0.00974713j 0.00760656+0.0166815j 0.00948658+0.00281132j -0.0115871-0.0051699j 0.00318979+0.016833j 0.00442138+0.00904809j -0.00683308+0.00278632j 0.00484311-0.0112893j 0.00402415+0.000306763j -0.00585765+0.0126193j -0.00740696-0.00716209j -0.00123682-0.00220958j 0.00568619-0.00729572j -0.00300289-0.0203676j 0.00138959+0.00343011j -0.000398033+0.00468897j -0.0129404-0.00942642j 0.00259879-0.0133018j 0.0155428+0.0165917j 
-0.0730514-0.06662j -0.143363+0.122387j 0.10977-0.135526j -0.16841-0.276461j 0.101038+0.144265j 0.145284+0.158284j -0.162543-0.162527j 0.040303-0.0836577j -0.0526498+0.000330979j -0.207623+0.0222091j -0.0218304-0.118373j 0.0296173+0.253193j 0.0508575-0.212676j -0.126273-0.0306206j 0.115382+0.0847938j -0.0398132-0.0820976j 0.0692292-0.0393956j 0.0817158+0.040047j 0.00679836+0.0436301j 0.0101828-0.00049492j -0.0790829+0.135916j -0.0481016+0.0811092j 0.0264185-4.66294e-15j 0.00463364-0.0227822j -0.103898-0.0329166j -0.0168525-0.0230253j -0.00327217+0.0418725j 0.04032+0.0959206j 0.00445816-0.00180389j 0.01866+0.0498735j 0.0516248-0.0808997j 0.0522261-0.040643j -0.0547427-0.108247j -0.0224049-0.0345082j 0.0504933+0.0137951j 0.0178275+0.0435769j -0.0176058-0.0523655j 0.011631-0.0303974j -0.0119544-0.0135239j -0.000170271-0.0175016j 0.00246881+0.00251989j 0.0113799-0.0251368j -0.0262257+0.00377007j -0.00906638+0.00375739j -0.0205092-0.0235632j 0.0158336-0.00741243j -0.00501955+0.0112718j 0.00174259+0.00915027j -0.00954981-0.0086159j 0.00841354-0.00105638j -0.00476387+0.000502439j 0.00954295-0.00733551j -0.00298974-0.00363573j -0.00840168+0.00333251j -0.0144022-0.00108765j 0.00192416+0.00382815j -0.000662757+0.00733038j -0.00314821-0.00482212j -0.00182579-0.00678914j -0.00748518-0.0127019j -0.002759+0.00764971j 0.00717261-0.00776341j -0.00357192-0.00849161j -0.00687867+0.0162674j -0.000862043+0.00685256j 0.00207721-0.00931976j -0.0066334+0.00520351j 0.00632989+0.0228795j -0.0030208+4.06383e-05j 
0.226415-0.0836838j -0.00389566-0.19257j -0.00880319-0.038824j -0.14549-0.0710131j -0.114653+0.038959j 0.0355653-0.196233j -0.116182-0.0917604j 0.035904+0.0375207j -0.0868801+0.00310527j -0.0341519-0.117082j 0.0985097-0.00474622j -0.118596-0.0639607j -0.00540696-0.0166795j 0.0133192+0.0234573j -0.0706391+0.0921873j 0.0523262-0.0734311j -0.134664+0.0271859j -0.0324046-0.015863j -0.0448053+0.038811j 0.0298721+0.0858783j 0.124629-0.0535224j -0.000502259+0.0143713j 0.00463364+0.0227822j -0.0343338-3.61433e-13j 0.10448+0.0468742j -0.101575-0.0584533j 0.0222925-0.0292521j -0.0146858+0.062546j -0.0886964-0.0474456j -0.0896315+0.015704j -0.0433318+0.101029j -0.00393979-0.0103894j -0.0587297-0.0139573j 0.0554415-0.0161108j 0.00733547-0.0604778j 0.0432649+0.0160081j -0.00395817+0.0101793j 0.00845327+0.00891281j -0.00182358-0.00131627j -0.00522047+0.00346112j 0.00545716-0.00479759j -0.0278239-0.00682552j -0.00608061+0.0432749j -0.0164516-0.0156794j -0.015667+0.0103834j -0.00794065+0.00535586j 0.0212305-0.00700154j -0.000559892+0.00195224j 0.00740387-0.00327107j 0.00148708+0.00787094j -0.0033038-0.00146616j -0.00527599+0.00309135j 0.000842353-0.00237314j 0.0074898+0.00635641j -0.00320686-0.00288157j 0.00727075+0.0149263j 0.00355257-0.0045661j -0.00389506+0.00823193j -0.00153315-0.00123778j 0.00583517-0.0018148j 0.00370624+0.00418619j -0.00517776+0.00489215j -0.00899057+0.00151752j 0.0109058-0.00493781j 0.00803283+0.00877489j -0.00401758-0.0065204j -0.000585283+0.006206j 0.00192006-0.00794086j -0.00196786-0.0121742j 
0.0565932+0.239116j 0.154761-0.114055j 0.142745-0.0703435j -0.194584-0.0404746j -0.0416947+0.108108j 0.0522965+0.120078j -0.0232498+0.000976282j 0.323101-0.19599j 0.0325404-0.104828j 0.00860987-0.016871j 0.104905+0.099559j 0.087383+0.0829321j 0.0387986+0.103185j 0.101661-0.150885j 0.0164066+0.115051j 0.0128587-0.0537847j 0.0152145-0.0426702j 0.0418862+0.0248395j 0.045549-0.0194676j 0.0993042-0.0489129j 0.0733537+0.107737j 0.0340048-0.0271643j -0.103898+0.0329166j 0.10448-0.0468742j -0.0401589-2.13718e-15j -0.0938376-0.114203j 0.114733+0.0448602j -0.0615165+0.102487j 0.0069138-0.061294j -0.00121752-0.166405j -0.104442-0.0092776j 0.0827504-0.0510545j -0.0982196-0.0264893j 0.0189813-0.0554867j -0.00212209+0.0133041j 0.00204859-0.0240359j 0.0288019-0.0452661j 0.0168268+0.000418395j 0.0010772+0.0196732j 3.17355e-05-0.00750788j -0.0158108-0.00379186j -0.0108911+0.0275448j 0.0196388-0.0126198j -0.0145242-0.002714j 0.0134298-0.00433107j 0.00930582-0.0136065j -0.0122581+0.00297736j 0.010021+0.000631395j 0.0127377+0.0075333j 0.00208012-0.00360521j 1.80158e-05+0.00554909j -0.00897736-0.00170803j -0.000164196-0.00356895j -0.00876652-0.00869527j 4.14888e-05-0.0129326j 0.00879918+0.011137j -0.00295832+0.00503416j -0.00118493-0.0121926j 0.00263876+0.00525885j 0.0024699-0.00935521j 0.00381512+0.00384044j 0.0157155-0.00825305j 0.00156741-0.0196563j 0.012061+0.0117251j 0.0109857+0.0159009j -0.00263023-0.0111635j -0.00791298+0.00287154j 0.0108211+0.0139706j 0.00026804+0.0154002j 
