0.0103867+0.00208436j 0.0035264-0.00918419j 0.00379596+0.0160585j -0.00921367+0.00596853j -0.00101534-0.00962231j -0.00633006-0.00651673j -0.0050955-0.0045561j 0.00221407-0.00617502j 0.0011616+0.00164403j 0.00532197-0.00756568j 0.001871+0.00770657j -0.00142225-0.00383689j -0.00158661-0.000747261j 0.00379454-0.0138545j 0.0224674-0.00650877j 0.00676576+0.014892j 0.00235606+0.000888125j 0.00290839+0.000300693j 0.00316841-0.00321174j -0.00339115-0.000343582j 0.00299699-0.0067592j 0.00822674+0.00849365j -0.00728117+0.000823063j -0.000556751-0.00126361j 0.00477883-0.00101601j -0.00600747-0.00198618j -0.00383247-9.51224e-05j 0.000578743-0.00114792j -0.00182822-0.000375724j 0.000820781+0.00642345j -0.00296094-0.00810491j -0.00853612-0.00147215j -0.001027-0.00997472j -0.00106728+0.0010309j 0.00293553-0.00813299j -0.00563872+0.00452468j 0.00541562+0.00209953j -0.0037227+0.00827689j -0.00431295+0.00138351j -0.00707357+0.00350647j -0.0110738-0.00999393j 0.00675486-0.00827987j -0.00366154+0.00664378j -0.00537016-0.00509242j -0.00486868+0.00388416j -0.0103646+0.00557369j 0.000995375+4.49168e-05j -0.00484644-0.000121846j 0.00814262+0.00227599j -2.55949e-05+0.000381766j 0.0011509+0.00165523j 0.00118622-0.000447603j -0.00125992-0.0022943j -0.00376474+0.00025005j -0.001767-0.0126675j -0.00129151+0.00368438j 0.00231066-0.00179628j -0.000552123+0.000500832j -0.00467601-0.00585857j -0.00283116+0.00235718j -0.00392457+0.00708158j 0.000437726-0.0017702j -0.00898058+0.000468866j 0.002599+0.0064251j -0.00375392-0.00422195j 0.00865316+0.0107623j -0.0118199+0.0126704j -0.0212392-0.00796099j 0.00771246-0.0218843j 
0.00454985+0.00029636j -0.00283562+0.00424135j 0.00207006-0.00869888j 0.00433032+0.00144909j 0.00305569-0.00199152j 0.00196813+0.00698506j 0.00372895-0.000628776j -0.00134419+0.00522335j 0.000600726+0.00268095j -0.000241038+0.0126364j 0.000532328-0.0087068j 0.00115378-0.0024938j -0.000622366+0.00580055j 0.0037084-0.000939316j 3.28747e-05+0.000602779j 0.00175959-0.00264741j 0.00150886-0.00576751j -0.0018371+0.0116152j 0.00468448-0.0145602j 0.000646876+0.00373062j -0.00293236+0.0050628j 0.000460879+0.00300483j -0.00298924+0.00865996j -0.00539276+0.0156785j 0.00263835+0.00474854j -0.00198514-0.00126032j -0.000910463-0.00612173j 0.000383914+3.54071e-05j -0.000544082-0.00181484j -0.0047022+0.00379762j 0.00702913-0.0132118j -0.00311451+0.00537884j -0.000190306-0.000202048j 0.00103749-0.00865813j -0.000539376-0.00656176j 0.00570513-0.0026455j 0.0039254-0.0116619j -0.00183724-0.000231785j -0.00183314+0.00533133j 0.00495213+0.00959543j 0.00230734-0.000496153j -0.00190254-0.00462974j -0.000237739+0.000879835j -0.00546958+0.00875446j -0.00576584+0.00205026j -0.0076304+0.00334467j -0.000342466-0.00581862j -0.000478571+0.00056879j 0.00229425-0.00187788j 0.00646373-0.000795992j 0.00771041-0.00200926j 0.0100162-0.00477853j 0.000446412-0.00117278j 0.0109317-0.00381303j 0.00170895+0.00171016j 0.00624842-0.00696366j 0.00514424+0.00808645j 0.00339963+0.00268653j -0.00380637-0.00671671j -0.000122222-0.00544967j 0.00135264-0.00071408j 0.000777788-4.31574e-05j -0.00134622-0.000423028j 0.000106841+0.00248752j -0.000706766-0.000219802j -0.00153082+0.0030006j -0.000868948-0.00256971j 0.0005816+0.0043952j -0.00212008+0.000670664j 
-0.000513285-0.00192688j -0.00213506-0.00530496j -0.00616161+0.00512682j 0.00383259-0.00314414j 0.00358252-0.00103913j 0.00245442+0.00186744j 0.00202577-0.00510217j 0.000370348-0.00219983j 0.00350845-0.00654803j 0.00202814-0.00728616j -0.00105547+0.00715446j -0.000254679-0.00298314j -0.000868922+0.00119164j 0.00369884+0.000171135j -0.00101379-0.000137024j -0.00246548-0.00767885j 0.00176364-0.00627114j -0.00409484-0.00197447j -0.00425726+0.0054488j 0.000376589-0.00165642j -0.00449544+0.0080537j -0.00138616+0.00739941j -0.00291505+0.00122043j -0.00147712+0.00541023j -0.00365267+0.00183964j -0.00475383+0.0071561j -0.00650879+0.00236501j 0.00573121-0.0108774j 0.00474508-0.00402373j -0.00431476+0.00239395j -0.00408753+0.0176554j 0.00240942-0.00241117j -0.00296786+0.0020179j 0.0029531-0.00211094j -0.000723701+0.00594667j 0.0034568-0.000273322j -0.00316463+0.00524703j -0.00446928-0.00197911j -0.000399019-0.00871271j -0.00187685+0.00153844j -0.00408546+0.00512395j -0.00333249+0.00794696j -8.65347e-05+0.000224763j -0.00607657-0.000324768j -0.00257911-0.00443346j 0.00571358-0.00207717j 0.00106586-0.00133444j -0.00306917-0.00393186j -0.00354337-0.002656j 0.00288487+0.0035699j -0.000541475-0.00097547j 0.0100554+0.00119101j 0.0100021-0.00364738j 0.00735869+0.00451055j -0.00128614-0.00485031j 0.00381837+0.00589666j -0.00034136-0.00232882j 0.000114959+0.00366473j -0.00799843-0.00852052j 0.00672225+0.00215258j -0.00312421-0.0029999j -0.00400982+0.0035977j -0.00427724-0.00236565j -0.000122962-7.24603e-05j -0.000583221+0.00167288j -0.000536265+0.000683324j 6.3753e-05-0.00325383j -0.00221945-0.00335236j -0.00401637+0.00202463j 
-0.00135774+0.00175624j -0.000914023+4.52539e-05j -0.00154072-0.000450626j -0.00369813+0.0124993j 0.00123441-0.0087543j -0.00519016+0.0089518j 0.0014487-0.00337551j -0.000567423-4.87042e-05j -0.00194224+0.00272958j 0.00641189+0.00126506j -0.00884691+0.000320424j 0.00584233-0.0150657j -0.000763806+0.00784477j -0.000629951+0.00603359j 0.00222568+0.00811846j 0.00211529-0.0111024j 0.00974408-0.0166477j 0.0080257+0.00690154j 0.00329911-0.00686654j 0.0009407+0.00943226j 0.000949259+0.00665368j -7.63814e-05-0.00147984j 0.00106398+0.00520625j 0.00567219+0.00950215j -0.00529082+0.00983949j 0.00270103+0.0180273j 0.00810179-0.0090404j -0.00271997-0.00742164j -0.00363572-0.00481524j 0.0136172-0.00417244j -0.00825457+0.0122716j -0.00274707-0.00734943j 0.00169983-0.00991588j -0.00349544+0.000965655j 0.00604421-0.000498687j 0.00714795+0.00016127j -0.00305991+0.00105273j 0.00182025-0.00507652j 0.000468832-0.00197668j -0.00304011+0.00760136j -0.00189183+0.00367124j -0.00151129+0.00425927j -0.0035702+0.00736538j -0.00375888+0.0130492j 0.000880434+0.00193381j 4.65779e-05-0.00795597j -0.000997083+0.00554851j 0.000202277-0.00629723j -0.00114881+0.00139398j 0.000951473-0.00110871j 0.00249888-0.00200618j 0.00479453-0.00773707j -0.00392738-0.00981222j 0.00168315-0.0124635j -0.000623362-0.00314223j 0.00279225-0.00806295j -0.0013547-0.00309375j 0.00656495+0.00188847j -0.00353164+0.00828978j 0.00602461+0.00636935j 0.000467388-0.00480028j -0.00505622+0.00389446j 0.000347677+0.000475261j -0.00128622-0.00118922j 0.00248062-0.0012034j 0.00132387-0.00267548j 0.0025053-0.00183857j -0.00216747+0.00203148j -0.00391201+0.0015189j 
0.00448102-0.00516082j 0.00363259-0.0108383j 0.00680938-0.00600495j -0.00161378-0.00274049j -0.0089045+0.00383814j -0.00460737+0.0149256j 0.00295304-0.00293073j -0.00231658+0.00387415j 0.00391074-0.000899912j -0.00118223+0.00466087j -0.00404388-0.00429367j 0.00493286-0.0117199j -0.00233478+0.0063102j -0.00227298-0.0062889j -0.00131636-0.00580656j 0.00867444+0.0146848j -0.00810881+0.00165783j 0.00238582-0.00401737j 0.00103986-0.000335191j -0.00222823+0.00634035j 0.00309277+0.00447844j -0.00151666+0.00100391j 0.0103543+0.00141855j -0.00318336+0.003495j 0.00489454+0.00218291j 0.00695047-0.0149374j 0.00448474-0.00311776j -0.00863829+0.00930008j -0.00299916+0.00604984j 0.00575283+0.000215014j 0.00501717-0.016663j -0.00389972+0.0110247j -0.000848599+0.00557422j 0.000593239+9.17396e-05j -0.00104287-0.000232474j 0.00404389+0.00436654j 0.00697626+0.00113666j 0.00643257+0.00406455j 0.00524184+0.00175639j -0.00478083+0.00664465j -0.00683786-0.00576818j 0.00553958-0.0115496j -0.00415239-0.000950758j 0.000589184-0.00548793j 0.000210178+0.00354703j -0.0055927+0.00527618j -0.00808382-0.0041367j -0.00888502-0.00636667j -0.0028371-0.00801855j 0.00534811-0.00172104j 0.00202199-0.00252406j 0.00284185-0.00423281j -0.00178521+0.0045606j 0.000104827-0.00214294j 0.00589611-0.0049752j 0.000846871+0.000123588j 0.00761462-0.00475097j 0.00531549+0.000717109j 0.0040655+0.00184231j -0.00850395+0.00312037j 0.000768156+0.00283326j 0.00688713-0.0013712j 0.000367177+0.00178978j -0.00176074-0.000326285j 0.000612882+0.000104244j -0.00211577-0.00218357j -0.00366057+0.00383223j 0.00729652+0.00142058j 0.00116821-0.00185875j 
0.00175328+0.00367941j 0.00598683-0.00312066j 0.0075852-0.000888839j 0.00311799-0.00623526j 0.0018183+0.00537464j -0.000104751+0.00502002j 0.00444202-0.00356602j 0.00340538+0.00361985j 0.00378641-0.00393957j 0.00419288-0.00454389j -0.00200873+0.0022251j 0.00200379-0.00268102j 0.00501465+0.000696537j -0.00697983-0.00322291j 0.00237999-0.000444094j 0.000289217+0.00392064j 0.00445677+0.00575913j -0.000797803-0.00540941j -0.00131259+8.46778e-05j 0.0064177+0.00313282j 0.00345859+0.000286704j -0.00395008+0.0011153j 0.00350104+0.00453818j -0.00548715-0.000868096j -0.00275616+0.00214308j 0.000351802+0.000756647j -0.00195816+0.000225052j -0.0010787-0.000547215j -0.000590017+0.000778798j 0.000277516-0.00176457j 0.00263067+0.00374841j -0.00235813+0.0041803j -0.00451803+0.00521847j 0.000741864-0.00437055j -0.00322363+0.00120949j 0.00376891+0.00477735j 0.000857999+0.00330931j 0.00268321+0.00775193j -0.000123365+0.00162207j -0.00416503+0.000801661j -0.00436136+0.00318265j 0.00368345-0.00151542j 0.00235244-0.00189704j -0.000388047+0.000383215j -0.00110248+0.00170025j -0.00591427-0.00261449j -0.00619802-0.00597191j 0.000741022+4.89691e-05j 0.00197539+0.00289819j -0.00224636+0.000333115j -0.000488817-0.00270712j 0.0032818-0.00234477j 0.0014197+0.00115991j 0.0064498+0.0065477j -0.00234058-0.00587615j -0.000500046+0.000977723j 0.000982408+0.000230888j 0.00403136+0.00349192j -0.00299291-0.0014542j 0.00272732+0.00180629j -0.00415584-0.000779986j 0.00324438+0.00137251j -0.00168696+0.000206621j -0.000799382-0.000462217j 0.000675221+0.00116596j -0.00185423-0.00203557j -0.0019052-0.00164766j -0.000243984-0.00162617j -0.00194905+0.000290924j 
-0.000908801-0.00092778j -0.00172369+0.00264344j -0.00850184+0.0171992j 0.00755899+0.00192426j -0.000550228-0.012157j 0.00544405+0.00394768j -0.00103818-0.0132994j 3.76691e-05-0.0151141j 0.00141118-0.010403j 0.00405469-0.00867043j -0.00268501-0.00200609j -0.00124866+0.00156529j 0.00277649-0.00697738j -0.000835899-0.00536494j -0.00551518-0.016023j 0.00433462+0.00543623j -0.00640827-0.00335918j -0.0118213+0.000538112j 0.00267907-0.00600202j 0.00293148+0.00677645j -0.0023255+0.00480047j -0.00480476-0.00191315j -0.00474078+0.00328916j 0.000284838+0.00786308j -0.00783869+0.00281594j -0.00475215+0.00826668j -0.00605488+0.000381582j 0.00758682-0.00323503j 0.00542602-0.000487506j -0.00404306+0.000743662j -0.000648664+0.00136585j 0.00311808+0.00695792j 0.00183088+0.00593306j -0.00142702-0.000861538j 0.007545-0.00970929j 0.00115845+0.00770834j 0.000351723+0.00240784j 0.00875281-0.00239381j 0.00720734+0.00170753j -0.00111314-0.000325259j -0.0098767-0.00206157j 0.00338924-0.000540033j -0.00141952+0.000709238j -0.00608827-0.00226454j -0.0043817+0.0013363j 0.00533686+0.00685309j -0.00211267+0.00674831j -0.00858996+0.00153573j -0.000630853-0.00377837j 0.0048985+0.00116794j -0.00212278+0.000607758j -0.000737437+0.00162953j 0.00682536-0.000749184j -0.00555704-0.00495265j -0.001144+0.000514413j -0.00381169+0.00348084j 0.00733294-0.0042847j -0.00399848-7.38359e-05j 0.00351167+0.000914904j -0.00717221+0.0013975j -0.00433208+0.00587989j 0.00408997-0.0020522j 0.00485315-0.00240799j -0.00477391+0.000795452j 0.00372265-0.000176796j -0.00722412-0.00117975j -0.00226381-7.74388e-05j -0.0013632+0.00265429j 0.00370207-0.000652174j 
-0.00784212+0.00314879j 0.00221889-0.00420376j 0.00567297-0.00741938j -0.0112187+0.00797753j 0.00452579-0.00116609j 0.00659145-0.00605102j 0.00517365+0.00531062j 0.00654742-0.0139034j -0.00275382+0.00929335j 0.000794972+0.00721974j 0.00365431+0.0173298j -0.00810688-0.0124567j -0.00808729-0.0103476j -0.00798835-0.012457j -0.000400518+0.0037911j 0.0103251-0.00616848j 0.00576357+0.00719643j -0.000399559-0.0037625j 0.00266058+0.00701477j 0.00212464-0.00642472j -0.00211121+0.000194254j -0.00778462+0.00420336j -0.00777769-0.00245543j -0.00905563-0.00591126j -0.00438934-0.00613779j -0.00174992-0.00432733j -0.00809813-0.00437695j -0.00545531+0.00113253j 0.000781629+0.000989246j 0.011553-0.00557738j -0.0118529+0.00251992j 0.00554343-0.00491423j 0.00553245-0.0030705j -0.000187044+0.0159217j 0.000284784+0.0034844j 0.00691745+0.00444086j 0.00118524+0.0118707j 0.000416113+0.00200863j -0.00422029-0.00127199j 0.00182369+0.00416786j 0.0114753-0.00277102j -0.000945691-5.08399e-05j -0.00219244+0.000413396j -0.00369477-0.0120617j 0.00574553-0.00129567j 0.000186539-0.00455462j -0.00953476-0.00199976j 0.00511233+0.00235975j 0.00615371+0.00794251j -0.00121894-0.000161295j -6.7032e-05+1.07834e-05j -0.00219776+0.00345723j 0.00430951-0.000773139j -0.00578234+0.00218487j -0.00109063-0.0039649j -0.00713625-0.00389213j 0.00632787+0.00314391j -0.00725421+0.00651814j 0.00739664-0.000695326j -0.00917818+0.000451534j 0.00415591+0.00603895j 0.00681979+0.00461109j 0.00280924-0.0020605j -0.00407501+0.0028169j 0.00321788-0.00135081j -0.00657469+0.00254245j 0.00160999-0.000977956j 0.00047599+0.000436081j -0.00136144-0.00215393j 
-0.00621742+0.00236088j 0.000270315+7.96487e-05j -0.000625333-0.00556171j 0.000196433+0.0117104j 0.00292643-0.00525469j 0.0114407+0.000490424j -0.0122674-0.00564286j 0.00640729-0.0140331j -0.00774523+0.0103003j -0.000413248+0.00275211j -0.00817385-0.0104558j 0.00772677+0.00930503j -0.00548275+0.0110271j -0.00352638-0.0120424j 0.00035227-0.00429272j -0.00607384-0.0122298j -0.00146174-0.00072164j 0.0114501-0.00276237j 0.00931654+0.00285588j -0.00842459-0.00028969j 0.00106838-0.00608734j 0.00320813-0.00579783j 0.00797382-3.9405e-05j 0.00193718-0.0102871j -0.00250401+0.000186019j -0.00154946+7.9292e-05j 0.000216478-0.00635036j 0.00335268+0.000990459j 0.00107295+0.00156829j -0.00337555-0.0105998j -0.00530219+0.00315639j -0.000643638-0.000471921j 0.000663229+0.000669808j 0.00711585+0.010091j -0.00734663-0.0209845j -0.0105821+0.00847995j -0.00331629+0.00867851j 0.000328286-0.00406797j 0.00521056+0.00670234j -0.00503291-0.00194527j -0.00609044+0.00517782j -5.62885e-05-0.000212008j -0.000711048+0.00110456j -0.00474084-8.3869e-05j -0.000834392+0.000671264j 0.00297104-0.00520011j 0.000945803-0.00352872j 0.00872786+0.00357242j 0.00189349+0.00713063j 0.00164151-0.005981j 0.00445072+0.000311184j -0.00156222+0.0026676j 0.00840133-0.00217949j -0.00122189-0.00191644j -0.0133733+0.000918865j 0.000263411-0.00282299j 0.00345281-0.000657639j -0.0103118+0.00375447j 0.00533464+0.000523857j -0.0114029-0.00313924j -0.00423741-0.00480026j -0.00617581+0.00406094j -0.0029043+0.0038309j 0.000659136+0.000160317j 0.000646184+0.000243002j -0.000205965-0.0029557j -0.000224356-0.00201933j -0.00179993-0.00143692j 0.000610801+0.00231998j 
0.00432081-0.000137664j -0.00126004+0.00193943j 0.00102832-0.00019905j 0.00161781-0.00436659j -0.000180448+0.00188469j -0.00582335+0.00137835j 1.22379e-05+0.00144614j 0.0027798+0.00609296j 0.00382919-0.0122939j 0.00386871+0.00784828j -0.000477754-0.00204549j -0.000577898-0.00366488j 0.000807405-0.00217175j 0.00237103+0.0120877j 0.0063687+0.0122328j 0.00126793+0.0029468j 7.2268e-06+0.000875114j -0.000215061-0.000550026j -0.00453551+0.000834892j 0.00577784-0.000334883j -0.000694491-0.000949762j 0.00304064+0.00189659j 0.00682324-0.000661985j -0.00323441+0.003507j -0.000721847-0.00721472j -0.0043175-0.00208063j -0.0152148-0.00714103j -0.00382776+0.00935342j 0.00393371+0.0100353j -0.00331572-0.019562j 0.00575135+0.003973j 0.00126518+0.0156206j 0.000399812+0.0108012j -0.000267367+0.0101953j -0.00891454-0.0339851j 0.00694524+0.0215543j 0.000452152+0.0075689j -0.00660969-0.0151519j -0.0016808+0.0118494j 0.00509164-0.00403116j 0.00637221-0.000298851j -0.00138085+0.00373971j -9.92434e-05-0.00315738j -0.00401366+0.000458015j -0.000759226+0.000459023j 0.00282653-0.00041886j -0.0010863+0.00103535j 0.0047922-0.00491063j 0.00302515-0.00103274j 0.00527517-0.00294497j 0.00906372-0.00351397j 0.0105281-0.00317711j 0.0152949+0.00247417j 0.0145976-0.000824855j -0.00124748+0.00137921j 0.0111378+0.00140849j 0.00613763-0.000563758j -0.0117485+0.00245654j -0.00171525+0.00111924j -0.00855932+0.000532849j 0.00083608-0.00123568j -0.00602433-0.00349797j -0.00475649-0.000629684j 0.00107751+0.00126695j 0.00171794+3.2347e-05j -0.000623013-0.00235272j 0.000689593+0.000643164j -4.74834e-05+0.000103627j -0.00242248+0.000250191j 
-0.00352391-0.000253235j 0.00581319-0.00436813j 0.0062717-0.0182023j -0.00808019+0.0134805j -0.00175751+0.00960058j 0.000923892-0.000494784j -0.000266702-0.00439444j 0.0052714-0.00037091j 0.00178829+0.00901139j 0.000263496-0.00398873j -0.00402907-0.00399409j 0.00534446+0.00374655j 7.85934e-05+0.011812j -0.00281762-0.00289334j 0.000290239+0.00349262j 0.000458376-0.00141303j -0.00324953+0.0119491j 0.00440791-0.0101439j 0.00107066+0.00789207j 0.000904439-0.0131752j -0.00151842-0.0128662j 0.00279598-0.00107901j 0.00155941+0.00576154j -0.00621416-0.0173966j 0.00329474+0.00728643j 0.00228329+0.000845195j -0.00176038-0.000332024j -0.00990735+0.0035977j -0.0030957+0.000606049j 0.00755186-0.00726417j 0.000392077+0.00588305j 0.00305637-0.00797676j 0.00381202-0.00157194j 0.00280816-0.00591397j -0.000196135+0.00131787j 0.00167081-0.00286128j 0.00364611-0.00462249j 0.000999399-0.00265279j 0.00266465-0.00100359j -0.00206588-0.000771652j -0.00730716+0.00514496j 0.00475885+0.000115343j -0.00247316-0.00152623j -4.12826e-05+0.000204778j 0.00198079-0.00282286j 0.00656935-2.84049e-05j 0.00689082-0.00718845j -0.00560296-0.00241339j -0.00769471+0.00390592j -0.00114393+0.000922514j -0.00565234+0.000352925j 0.000451828+0.00292495j 0.00829094+0.00647564j 0.00220832-0.00119118j 0.00120157+0.000567678j -0.00325344-0.00365948j -0.00358838+0.00552005j 0.00285391+0.00367851j -0.00916036-0.00505864j 0.0109565+0.0023237j -0.00389801-3.25549e-05j -0.00249401-0.0043207j -0.000634215-0.00542544j 0.00375835+0.00178507j -0.00232636+0.000341068j 0.00239871+0.00158354j 0.000569295-0.00358323j -0.00118045+0.00366326j -0.00139003+0.000253048j 
-0.00293594-0.00156136j 0.000808388-0.000664442j 0.00188831-0.000167557j -0.00166034+0.000526415j 0.00239734+0.00259229j 0.00140642-0.00280388j 0.00597975+0.00691392j 0.00102441-0.00197249j -0.00152821+0.0240928j -0.00804299-0.0278067j -0.000471069+0.00115966j -0.00181621+0.00179154j -0.00114042-0.000904093j -0.000809995+0.00558152j 0.0032248+0.00629936j 0.00150785+0.000618476j -0.00128986-0.00533377j -0.00141853+0.000106199j 0.00168772+0.00817412j 0.00592225+0.0074091j 0.000332484+0.000641212j -0.00335297-0.000577262j -0.00356219-0.00156202j 0.00173641+0.00905344j -0.00609823-0.00772487j 0.00188856-0.00127573j -0.00938122-0.00124633j 0.00400956+0.00286719j 0.00407203-0.000353497j 0.00254511-0.0070543j -0.00563499-0.00202749j 0.00776192+0.00387092j 0.000636754+0.00238592j -0.00273324+0.00939009j 0.00284514-0.0106917j 0.00318719+0.00798447j 0.00100751+0.00285738j 0.00408227+0.00209016j -0.000261525+0.00382756j -0.00461587+0.00462842j -0.00622669-0.00176083j -0.000953772-0.00193798j -0.00389786+0.00196624j -0.00564192-0.0037957j -0.00623623+0.0018163j 0.00331797+0.00217295j 0.00446402-0.000752656j -0.0166625+0.00266715j -0.0115846+0.00300666j 0.00695758+0.000971282j 0.0048292+0.000258182j 0.0109378-0.0021629j 0.0117918+0.00152146j 0.0133901-0.00223993j 0.0166824-0.00140668j 0.00805879-0.000376565j 0.00185795+0.000139375j 0.0146514+0.00191049j -0.0195006-0.000901959j 0.0165113+0.00046893j 0.00186616+0.00178608j 0.00113211+0.00247209j 0.00159171+0.000853548j -0.000623736+0.000691268j 0.000787578+0.000320145j -0.00170951-0.00168736j -0.000161518+5.90017e-06j -0.000155184+0.000982692j 0.000674392+0.00016121j 
-0.00154529-0.00245224j -0.000123574+0.00599751j 0.00333064+0.0020685j 0.00168515-0.00317546j 0.00183144-0.00344866j 0.00936093-0.00251839j -0.00204576+0.0170264j -0.00560308-0.0142088j -0.00337416+0.00745668j -0.00325581+0.0106401j 0.000573117-0.00437622j -0.00766241+2.98981e-05j -0.00584944-0.000819316j -0.000568916-0.00908877j -0.00058985+0.00579174j -0.0020548+0.00585937j 0.000376897-0.0100707j 0.0116579+0.0120659j -0.00636694-0.0181969j -0.00200534-0.00996002j 0.00412374+0.00595551j -0.00166822-0.00366503j -0.0028843+0.0163708j 0.00223461-0.00988933j 0.00455589+0.00447273j 0.000363785-0.000643692j 0.00232974-0.0055807j 0.009811-0.00807213j 0.00481974+0.000971169j -0.0067814+0.00442135j -0.00968986-0.00713244j 0.00874962+0.0125677j -0.00128625+0.00682523j -0.0053555-0.0170203j -0.00523061-0.0171764j -0.00450468-0.0058935j -0.00576152-0.018434j -0.00467098-0.0105838j -0.00474172+0.0105185j 0.00348319-0.00771357j 0.00431008-0.0093092j -0.00540705+0.00714538j 0.00225217-0.000785612j 0.00495407+0.0102282j -0.00170724+0.00662839j -0.00253563+0.00660534j -0.00150853+0.00418299j -0.00578807+0.00850559j -0.00188933-0.00220114j 0.00408429-0.00977337j 0.00401529-0.00448359j 0.00220119-0.00183732j 0.00144883+0.00160343j -0.00399493+0.00216504j 0.00459012-1.55986e-05j -0.00537132+0.00115615j 0.0131742-0.000833781j 0.00237882-0.00249976j -0.010013-0.00373075j -0.00612763+7.43866e-05j -0.00108789-0.000469407j 0.00815546-0.00342625j 0.00454447-0.000383845j 0.00098439-0.00205582j -0.000219688+0.000751145j -4.33522e-05-0.00162158j -0.000182747+0.000408831j -0.000719743+0.0010884j 0.00197331-0.000474408j 
0.000111387-0.00150338j -0.00283421+0.000648275j 0.00300648-0.00800537j 0.00367015+0.00657977j 0.000749124-0.00983249j -0.00510399-0.0079856j -0.00146602-0.0175421j -0.00461729+0.00592199j -0.00147657-0.00133138j 0.00326842-0.00362308j -0.000177253+0.00810566j 0.00221777-0.00762371j 0.00601326-8.77154e-05j -0.00415024-0.0064931j 0.00386137+0.00365381j -0.000208146-0.00510309j 0.000521048+0.00240007j -0.000441943-0.0150862j -0.00467005+0.00311723j 0.00399483-0.00314731j 0.00344099-0.0150081j -0.00138007+0.00627311j -0.0117218-0.00231928j 0.0104305-0.00879754j -0.00390631-0.00190146j -0.00330939-0.00457692j 0.0110768-0.00110892j 0.0138955+0.0152656j 0.00188491+0.00494327j -0.00589574-0.0184771j -0.00203851+0.00289684j 0.00516955+0.000948431j 0.00170281-0.00747257j -0.0153512-0.0096355j -0.000447833-0.000670764j 0.000341871+0.00366347j -0.00764826-0.0139132j 0.000133061-0.00443787j -0.00291383+0.00233358j 0.00169286+0.00761792j -0.000242784+0.00280686j 0.00183614-0.00131538j -0.00148626+0.00145952j 0.00036911-0.00107734j 0.00122597-0.00352757j 0.000600361-0.000804164j -0.00151572+0.00109878j -0.00300477-0.0119219j -0.00179295+0.00166715j 0.000610484+0.00342675j -0.000901575+0.00172541j -0.00264728-0.00348202j 0.00231753-0.000922246j 0.00470899+0.00157823j 1.8917e-05+0.00252907j 0.00404298+0.00286619j -0.00135313+0.00225543j -0.00662242-0.00105072j 0.00321289+0.00358588j -0.00307363-0.0042058j 0.000666634-0.00219858j -0.00151564+0.00196593j -0.00505262+0.00216476j -0.000603505-0.00462714j -0.000175279+0.00136923j 0.00156521-0.00294827j -0.000524632-0.000962037j 0.0012898+0.000782531j -0.00246337+0.00261776j 
-0.0068544-0.00421362j 0.00148498+0.00390306j 0.000363748+0.00408796j 0.00236719+0.00476114j 0.00384785+0.00502997j 0.000324356+0.000982572j -0.0038339+0.00638236j -0.00794162-0.00395929j -0.00334961-0.00954743j -4.15311e-05+0.00518449j 0.00516232+0.00108675j -0.00279566+0.000506469j -0.000572994+0.00473765j -0.00454079+0.00631055j 0.00512379-0.000129538j -0.0068907-0.00530358j -0.00438388-0.00017937j -0.00555802-0.00169154j 0.00780977+0.00227623j 0.00554078+0.0082642j -0.00538123-0.00208043j 0.00498427-0.00322354j -0.00691361-0.0104197j 0.00866525+0.00775735j -0.0110344-0.00176395j 0.00208717+0.00702116j -0.00761183+0.00405526j 0.00533308+0.000443785j -0.000316139-0.00390215j -0.00281046+0.0024168j 0.00161868-0.00207288j -0.00306067-0.00571065j -0.00142744-0.00930366j -0.00448504+0.0134445j 0.000501367+0.00266425j -0.00173739-0.000674683j -0.00290172+0.00397862j 0.00385557+0.00777629j 0.0028688-0.00126843j 0.000880216+0.00533746j -0.00060703-0.00458221j 0.00153289-0.00478002j 0.00117695-0.00116092j -0.000167637-0.00666183j -0.00414071-0.00222863j 0.0029215-0.000591105j -0.000745747-0.000974478j 0.00545902-0.00204584j 0.00252951-0.000664219j 0.000787428+0.00458714j 0.000964663+0.00283697j 0.00272073+0.000939985j 0.00101014-0.00271713j -0.00742895-0.00109691j 0.00505515+0.00744399j -0.000941907+0.000599988j 0.00244505+0.000617804j 0.00372507+0.000138283j -0.00194468+0.00209078j -0.000712541+0.00171729j 0.00094499-0.000238526j 0.000705522+0.000978887j 0.00191714-0.00185467j 0.000507585+0.00127692j -0.000554737+0.000149729j -0.000503463+0.00126908j -0.00158997-0.00139444j 0.00348588+0.00568521j 0.00305234-0.00109655j 
