0.0103867+0.00208436j 0.0035264-0.00918419j 0.00379596+0.0160585j -0.00921367+0.00596853j -0.00101534-0.00962231j -0.00633006-0.00651673j -0.0050955-0.0045561j 0.00221407-0.00617502j 0.0011616+0.00164403j 0.00532197-0.00756568j 0.001871+0.00770657j -0.00142225-0.00383689j -0.00158661-0.000747261j 0.00379454-0.0138545j 0.0224674-0.00650877j 0.00676576+0.014892j 0.00235606+0.000888125j 0.00290839+0.000300693j 0.00316841-0.00321174j -0.00339115-0.000343582j 0.00299699-0.0067592j 0.00822674+0.00849365j -0.00728117+0.000823063j -0.000556751-0.00126361j 0.00477883-0.00101601j -0.00600747-0.00198618j -0.00383247-9.51224e-05j 0.000578743-0.00114792j -0.00182822-0.000375724j 0.000820781+0.00642345j -0.00296094-0.00810491j -0.00853612-0.00147215j -0.001027-0.00997472j -0.00106728+0.0010309j 0.00293553-0.00813299j -0.00563872+0.00452468j 0.00541562+0.00209953j -0.0037227+0.00827689j -0.00431295+0.00138351j -0.00707357+0.00350647j -0.0110738-0.00999393j 0.00675486-0.00827987j -0.00366154+0.00664378j -0.00537016-0.00509242j -0.00486868+0.00388416j -0.0103646+0.00557369j 0.000995375+4.49168e-05j -0.00484644-0.000121846j 0.00814262+0.00227599j -2.55949e-05+0.000381766j 0.0011509+0.00165523j 0.00118622-0.000447603j -0.00125992-0.0022943j -0.00376474+0.00025005j -0.001767-0.0126675j -0.00129151+0.00368438j 0.00231066-0.00179628j -0.000552123+0.000500832j -0.00467601-0.00585857j -0.00283116+0.00235718j -0.00392457+0.00708158j 0.000437726-0.0017702j -0.00898058+0.000468866j 0.002599+0.0064251j -0.00375392-0.00422195j 0.00865316+0.0107623j -0.0118199+0.0126704j -0.0212392-0.00796099j 0.00771246-0.0218843j 
-0.00169599-9.46001e-05j 0.00344109+0.00167071j -0.00308464+0.00146129j -0.00132953-0.00255891j -0.00391987+0.00242824j 0.0102265+0.0062873j -0.0119408+0.00113736j 0.000857272+0.00624546j 0.0188355+0.00414303j 0.0119913-0.00757176j 0.00999186+0.00211428j 0.00697799+0.000368709j -0.00745828-0.00343198j 0.00432252+0.00385022j -0.00461057+0.00576209j 0.00251972+0.0011075j 0.00133456-0.00499986j 0.00678367-0.00272847j -0.000310099+0.00224259j 0.00464597+0.000964017j 0.000556657+0.00227807j -0.00810475+0.00115323j -0.00914464+0.00132422j -0.00592021-0.000486721j 0.00223837-0.00185895j 0.00617674+0.00345046j -0.00502996+0.00338621j -0.000898479+0.00151251j -0.00288055-0.00307866j 0.000448642-0.00210772j -0.00624624+0.00326573j 0.00852171-0.00334842j -0.00281934+0.00254832j -0.00295822+0.00111244j -0.000909244+0.00482883j -0.00118641+0.000900798j 0.00393109-0.00411033j 0.00507934+0.00551371j 0.00158604+0.00051898j -0.00681127-0.00145992j 0.00701059+0.00736162j 0.00200533-0.00288587j -0.00498674+0.00543273j 0.00243484+0.00194689j 0.0012673-0.000863514j -0.00330214+0.00497636j -0.00670277+0.00415443j -0.0017009-0.00180554j -0.00218437+0.00272158j 0.00828138-0.00106258j 0.00184565+0.000621086j 0.00130283+0.00218498j 0.000183671-0.00171817j -0.00327998-0.00417671j -0.00576672+0.00403986j 0.00221703+0.00327471j -0.00735019+0.000645236j 0.00255663-0.00288243j -0.00345545-0.0012477j -0.00930605-0.00353561j -0.00116374-0.000621476j 0.000650082+0.000858026j 0.000793387-0.0035665j 0.000756306+0.0021421j 6.97089e-05+0.00025498j -0.000883453+0.00341412j -0.00667413-1.15947e-05j 0.00289229+0.00836954j 0.00164809-0.0013346j 
0.000867252+0.00246797j -0.00338397+6.11013e-05j 0.00286501+0.0107228j 8.8479e-05+0.00292645j 0.00227292+0.00992789j 0.0100992+0.00261646j 0.000454209+0.0100009j 0.00897641-0.00106591j 0.00563525+0.0012843j 0.0106793-0.00808092j -0.00286125-0.000664169j -0.00799533+0.0144056j -0.00787061-0.00165649j -0.00992984+0.00342996j -0.0192695+0.000685567j -0.0108545+0.00175072j -0.00290974-0.00633462j -0.00844214-0.00198685j -0.00422928+0.00524578j -0.00474897+0.000506715j 0.000248298-0.00352675j 0.00515249+0.00237817j 0.00303938+0.00170654j 0.00492766+0.00566834j 0.00251143+0.00462244j 0.0021138-0.000968839j -0.00149231+0.0043907j 0.00186231+0.000346359j 0.0012693-0.00108843j -0.00288155-0.0014843j 0.00402315-0.00320304j 0.00376961+0.00121145j 0.000309492-0.00710544j -0.00129475-0.00231214j 0.001372-0.00381067j 0.00434582+0.00190364j 0.00286586-0.00131817j -0.00305964-0.0007132j 0.000106154-0.00207076j -0.00601083+0.000340909j -0.00171406+0.000702477j -0.00221076+0.00373736j 0.00580922+0.00145196j -0.00140102-0.00197894j 0.000703126+0.0022288j -0.00122045+0.00139077j 0.00468575-0.00354674j 0.000579385+0.000880179j -0.00148589-0.00188225j -0.00106756-0.000986285j -0.000587543-0.00130553j -0.00121709+0.00153693j 0.000543183-0.000918673j 0.00014705+0.00247558j 0.00402779-0.0023781j -0.00111787-0.00112243j -0.00168544+0.00216122j -0.0032582+0.00165085j -0.00176131+0.000522931j -0.000682129+0.00162151j 0.00105051+0.00156109j -0.0010217-0.000161715j 0.00034283+0.0058491j 0.00020806-0.00244439j 0.00226777+0.000658803j -0.00219603-0.00231765j 0.00244952+0.00419242j -0.000418882-0.00499817j 0.0030396-0.0011081j 
-0.00102392-0.00331512j -0.00344395+0.000202878j 0.000406659-0.00730838j 0.0028836-0.000840069j 0.000213622-0.0119246j -0.00646245+0.00314931j -0.00279224-0.0113216j 0.00820666+0.00337544j 0.00331217+0.0243106j -0.016673-0.00135462j -0.00601897-0.011082j 0.000501867-0.00916096j 0.00513213-0.00158304j 0.000979928-0.0015518j 0.00503369+0.00150103j -0.00057516+0.00293096j -0.000928804+0.00633847j 0.000261136+0.000460355j -0.00980463+0.00247766j -0.000340114+0.00840135j -0.000735519+0.000119658j 0.00333881-0.00556015j -0.00201499+0.000855581j 0.00416156+0.00177864j -1.14421e-05-0.00312237j -0.00231598+0.00231053j -0.000168562-0.000804465j -0.00197303-0.00681316j -0.00260013-0.000202145j 0.0032291-0.00201302j -0.00177438-0.00517017j 0.00763309+0.00371426j 0.0020682-0.00629263j 0.000193943-0.00311909j -0.00132996+0.00826017j 0.00319774+0.000100105j 0.00565429+0.00137935j 0.000541382+0.00531388j 0.00160421-0.00500542j -0.00815192+0.000236036j -0.00184321-0.00811444j 0.00105136-0.00157261j 0.000135113+0.00239937j -0.00382049-0.000687665j 0.0121245-0.00229748j -0.00592433+0.000293602j 0.00355785+0.000811331j 0.00533901-0.000667127j 0.00255981-0.00192654j 0.0179267+0.00175505j -0.0015081-0.000557817j 8.98423e-06+0.000261783j -0.000578844-0.00165035j 0.00191057+0.00159911j 0.0017032-0.00323066j -0.0159267-0.00299137j -0.0145289-0.000578282j 0.00171778-0.00607521j -0.00802849-0.00389716j -0.0114625-0.0107717j 0.00302067-0.00377972j -0.00238164+0.000617738j 0.00260449+0.00314115j 0.00605059-0.00284561j 0.00459156+0.00509077j -0.00524415-0.0031122j 0.00359011+0.000453821j -0.000135069-0.00223037j 0.0024041+0.0012933j 
0.00271578+0.00144528j 0.00402847-0.00151918j -0.00227251+0.00306276j -0.00555547+0.00186055j -0.000670926+0.00544599j -0.00251588-0.0100748j 0.00786561-0.00390705j 0.0101329+0.00203486j 0.0121848+0.000777071j 5.83308e-05-0.0143706j 0.000260644-0.0140547j -0.00803449-0.00675994j -0.00130833+0.00210681j -0.001705+0.00196235j -0.00642239-0.00037115j -0.00596987-0.0031155j -0.0029807+0.000224133j 0.00717899+0.00192901j 0.0148944-0.00254202j -0.00452586-0.00347978j 0.0124515+0.00235152j -0.00152541+0.00117389j -0.00572522-0.00777432j -6.35252e-05-0.000800137j -0.00214972+0.00117982j 0.000354353-0.00124897j -0.00150259-0.00268546j -0.00371638-0.000254417j -0.00115862-0.000502287j -0.0072334+0.00195949j 0.00587611+0.000167509j -0.0163916-0.00444934j -0.00661106+0.00212654j -0.00404551-0.000884388j -0.00510544+0.00418246j -0.00252686-0.00661615j -0.00883726-0.000316957j -0.00669524-0.00463019j 0.0118615-0.00285379j 0.00899181+0.00582653j 0.00114977+0.00748103j 0.00525959+0.000894541j -0.00255289-0.00338913j 0.00343102-0.000751909j 0.000933596+0.00231491j 0.0026931-0.00336628j 0.006925-0.00193936j -0.00016652+0.00265393j 0.00671783+0.00211667j 0.00771124-9.56087e-05j -0.0029032-0.000329321j -0.00257552-0.000705495j 0.00140071+0.000359697j 0.00856402+0.00293018j 0.000290064+0.00348384j -0.00744166-0.00195274j -0.000450021-0.000675464j 0.00208065-0.00150925j 0.000882764-0.000785563j 0.000597513+0.000953445j 0.00274336+0.00519234j -0.00640495-0.00268145j -0.00647109-0.00582282j -0.0103031-0.000377781j -0.0034531-0.0012471j 0.00341006+0.00523626j -0.00256928-0.00170502j -0.000835572-0.000911143j -0.00375776-0.000322299j 
0.00849143-0.000163632j -0.00464063-0.00106451j -0.0146517+0.00130668j 0.00247603-0.00331796j -0.00389689-0.0019629j 0.00327642-0.00265226j -0.0120856+0.000412065j -0.00102571+0.00432255j -0.00459188-0.00607069j 0.0114129-0.0045728j -0.00262757-0.00488499j 0.00843091-0.002033j 0.00265162-0.00669735j -0.0124423-0.00374622j 0.0103766+0.00387816j -0.00239217+0.000865811j 0.00169427+0.00317463j 0.000506314+0.00738009j -0.00928217+0.00701195j -0.00709188+0.00257665j 0.00232199-0.0037658j 0.00550278-0.00484216j -0.00434908-0.00347338j 0.00201396-0.000488271j -0.00321887+0.00346157j -0.000687618-0.000650729j 0.00518866-0.00502383j 0.00089161-0.00766832j 0.00015943+0.00703105j 0.00281112-0.000983662j -0.00354381-0.0134637j 0.00405119-0.00507843j 0.00523614+0.00289567j 0.00903802-0.00235649j -0.000790965-0.00859432j -0.00286721-0.00248937j -0.00039105+0.00277169j 0.00128733+0.00706404j 0.00337396-0.0051863j 0.00427943+0.00540291j -0.00743978+0.00582852j -0.00867861+0.00535299j -0.00621029-0.0124027j -0.00389954-0.000150554j 0.00426701-0.00168601j 0.0026876-0.000513103j 0.0110726-0.00228836j 0.00331994-0.00052078j 0.0085971-0.00183575j -0.000349471+0.00229658j -0.00133013+2.40017e-05j -0.00194378+0.00165255j -0.00143493-0.000372876j 0.00359729-0.000393814j 0.00427189+0.00422437j -0.0109419-0.0044494j 0.0012514-0.00292902j 0.00523519-0.00122688j -0.00153438+0.00339026j -0.000383386-0.00635396j -0.000478755+0.00336494j 0.00451903-0.00802893j -0.0047789-0.000166156j 0.0218485+0.00128148j 0.00811621-0.000262936j -0.00677173+0.000866497j -0.00183273+0.00222532j -0.00048098-0.00563626j -0.00316396-0.0027805j 
0.00191279-0.000215747j -0.00153383+0.00125173j 0.00323162+0.00197537j -0.00697098-0.00127457j 0.00359292+0.00239492j 0.0112999-0.00792523j -0.00123762+0.00829234j 0.00384609-0.0112122j 0.0143216-0.00925543j -0.0135338-0.00927593j 0.0028143+0.00376976j 0.00455395+0.0065363j -0.00428802+0.00413898j 0.00552226+0.00962096j -3.65993e-06+0.0166948j 0.00738265+0.00408272j -0.00712498-0.000253108j -0.00386625-0.000595395j 0.00423837+0.00132905j -0.000745423+0.00182751j 0.00039338-0.00362576j 0.00211102-0.000202814j -8.05972e-05+0.00334216j 0.00268222-0.00432088j -0.000332088+0.0028049j -0.00103646+0.0023282j 0.00513936-0.00256649j 0.00159446+0.0151349j -0.00576015-0.00818021j -0.00341406+0.00849745j -0.000310858-0.00283043j 0.000781894+0.00342518j -0.0010295-0.00370999j -0.000413553+0.00263631j 0.00452464+0.000860821j -0.00416803+0.00198111j -0.00625838+0.00231729j 0.00022678+0.00415233j -0.00288202-0.0031345j -0.00121241-0.0041033j 0.000111127+0.00178319j -0.00275205+0.00440716j 0.00577926-0.0029626j -0.00123605+0.00235763j -0.0012357+0.000887142j 0.00372594-0.00481218j 0.00289797-0.00252464j 0.00105007+0.000495105j 0.000757042-0.00255072j -0.00496045+0.000780387j -0.000730567-0.000780313j 0.00254606+5.18989e-05j -0.00121496-0.000946642j -0.00181752+0.000843209j 0.0063518+0.000210487j 0.00143335-0.00138812j 0.00744366+0.000392558j -0.00243242+0.000656617j 0.00338246+0.00180576j 0.00370511+0.000438977j -0.000415723-0.00215355j 0.00320809+0.000419966j -0.00164602+0.0032291j 0.0205181-0.00071838j 0.0118946-6.06941e-05j -0.0120898-0.00173029j 0.00523536+0.000227401j -0.00119423-0.00597632j -0.00331094-4.11032e-05j 
0.000338145-5.09768e-05j 0.00314538-0.000846758j 0.0136001+0.00100601j 0.00216758-0.000309574j 0.00936489+0.00287897j 0.00311391-0.00306253j 0.0151919-0.00258135j -0.00361749+0.00293981j -0.0194852+0.00126275j 0.00947513-0.0169408j 0.0131245+0.0010101j 0.00789277+0.00489j -0.00379688+0.00465161j 0.00190405+0.00548964j -0.00655248+0.00558556j -0.002113+0.00311002j -0.00456873-0.00152002j 0.000178172+0.00271447j 0.0034655-0.0033301j -0.0111778+0.000815034j -0.0010078+0.00029191j 0.00227613+0.000294715j -0.00446958+0.00106484j -0.00196497+0.000713919j 0.00574306-0.00247355j -0.00233829-0.000637459j 0.00213295-0.00219469j 0.00264949+0.000539099j 1.30653e-05-0.00695151j -0.00209039+0.00361534j 0.00631674+0.00624225j -0.00415642+0.00213018j -0.00103831+0.00189848j -0.00213089+0.00158743j -0.00982591+0.000722824j -0.000262406-0.0031368j -0.000633097-0.000590943j -0.00466322-0.00335361j 0.00822851-0.000559323j -0.000107359+0.000466068j 0.0075791-0.000490411j 0.00684866-0.00093693j -2.82723e-05+0.00122668j -0.000747172-0.00219746j 0.00455049+0.000320097j -0.00298559+0.00207919j 0.000806269+0.0019203j 0.000783181+1.14102e-05j -0.00127987+0.00277045j 0.00621243+0.00057057j -0.00122533+0.000206512j -0.00175721+0.00192698j -0.00110955-0.00167186j 0.00269739-0.00146232j -0.00479485-0.000357107j -0.00458254-0.00152423j -0.00347896-1.24028e-05j 0.00625169-0.00177862j -0.00297686-0.00177178j 0.000445195-0.00322793j 0.00526248+0.00207396j -0.00298421+0.0023986j -0.00170626-0.000319692j 0.0347385-0.000538804j 0.0165078+0.000780929j -0.0180439+0.000554053j 0.00134122-0.000231185j 0.0026885+0.00359272j 0.00307493+0.00173927j 
0.00104706+0.000165362j -0.000332567+0.00114745j 0.0105263+0.00344571j -0.000216362-0.00156924j 0.00877969+0.00288033j 0.00795675-0.00584249j 0.00944311+0.00474902j 0.000771756-0.00862006j 0.000814934-0.00803554j -0.00803199-0.0120613j 0.00555761+0.00479536j 0.00778769+0.00719041j -0.00454279+0.00475319j 0.00462782+0.00888308j -0.00274772+0.0135415j 0.0021684+0.00559653j -0.00653885-0.00161725j -0.00153711+0.00135555j 0.00400971+0.000646354j -0.00139922+0.00143646j -0.00207873-0.00800454j 0.000323045-0.00193283j 0.00081824+0.0036839j 0.00269694+0.00366518j 0.000975597-0.0055221j 0.000699454-0.00112761j -8.88469e-05+0.00717611j 0.000629937-0.0200695j -0.000404648+0.0194235j -0.00209558-0.0123697j 0.00401765-0.00926257j -0.00264202-0.0100252j 0.000171561+0.0053763j 0.000797516+0.000187746j -0.00395147+0.00362911j -0.000398372+0.00122064j -0.000666918-0.0044128j -0.00139581+0.00342763j 0.00123796-0.00335871j 0.000418921-0.00277841j 0.00281135-0.000210422j 0.00132489+0.000185373j 0.00143182+0.000447128j -0.000637696+0.000550797j 0.000157535-8.04657e-05j 0.0011317-0.000744799j -0.00227045-0.000151955j -0.000151729+0.000283848j -0.0015573-0.000166578j -0.000557023-0.000902576j -0.000522677+5.99525e-05j 0.000813197+0.00204913j 0.00144015-0.00210935j 9.23011e-05-0.000892622j -0.000205765-0.00092873j 0.000609376-0.00190184j 0.00168618-0.00109627j -6.52301e-05-4.03032e-05j 0.00151689-0.00100951j 0.00151316-0.000119787j 0.00379467-0.00109575j -0.00186488+0.00184035j 0.00301912+0.00156708j -0.025605+0.000181523j -0.0128366+0.00019709j 0.0125238-0.000362128j 0.00131947+3.29672e-06j 0.000250345-0.000712081j 0.00036854+0.000880556j 
-0.00553443+0.00188751j 0.00162483-0.00227191j -0.00284646+0.000790624j -0.00845094+0.00618817j -0.00649687-0.0014422j -0.00606496+0.0110183j 0.00147476-0.00480707j -0.000179803-0.00302958j 0.0146297-0.0064588j -0.00395222+0.0131052j -0.0036035+0.00407728j -0.0127002-0.00119064j -0.00248682-0.000220042j 0.00558009-0.00658866j -0.00960156-0.00457236j -0.000132071-0.00195962j 0.00451804-0.000413591j 0.00294234-0.00554269j 0.00749206-0.00453111j -0.00357887+8.40722e-05j 0.00188469-0.00749274j -0.00442779-0.00125802j -0.00761556+0.0039126j -0.00194015+0.000167917j 8.85396e-05-0.000194307j 0.000698494+0.000244798j 0.00147489+0.000577839j 0.00100812-0.0120877j -0.00465346+0.0147261j 0.000189894-0.00758911j 0.00292156+0.000723001j -0.00642944-0.00394528j -0.000593369+0.00325783j -0.00187748-0.000747221j 0.000211783+0.00261237j -0.00293159-0.001031j -0.000814122-0.00210381j 0.00108261-0.000865377j 0.00190039-0.00470664j 0.00570004-4.28378e-05j 0.000558465-0.00120208j 0.00329377-0.00236649j 0.00274865+0.00425733j 0.00267566-0.000785745j -0.00601565-0.00352701j -0.00337626+0.00165702j 0.00246332+0.00444982j 0.00116544-0.00314543j -0.00337091-0.000981869j -0.00684548-0.00463955j -0.000413828+0.00148175j -0.0012029+0.000278416j -0.00138691-0.000564271j -0.000372065-0.000580348j -0.00457113-8.00158e-05j 0.00495711+0.00122577j 0.00754852+3.40654e-05j -0.00380575-0.000203547j 0.000521952+0.000127177j 0.0046545+0.000602636j -1.02635e-05+0.000856607j 0.000730402+0.00422735j -0.00385734+0.00155197j 0.0410386+0.00198289j 0.0192722+0.000238816j -0.0180392-0.000864909j 0.000919894+0.000782912j 0.00142038+0.00181891j 0.00394254+0.000783197j 
0.00154174+0.00146991j 0.00241403+0.000586829j 0.00237379+0.0067857j 0.015279-0.00831393j 0.00687683+0.00252562j -0.0153389-0.00302391j -0.00100108+0.00744078j 0.00673293-0.00611505j 0.00792854-0.00893121j -0.00560051-0.00834226j -0.0206949-0.00350172j 0.00424111+0.00928626j 0.00144439-0.00295501j -0.00680657+0.00893014j 0.0151654+0.00168344j -0.00501343+0.00386227j 0.000304019-0.000703853j -0.00530442+0.00367787j -0.00870867+0.00522928j 0.00279188-0.000367919j 0.00145987+4.57927e-05j 0.00719352+0.00284845j 0.00131468+0.00121137j 0.0033881+0.00138884j 0.00367736-0.00864657j -5.40818e-05-0.0136037j 0.00266501+0.00110688j -0.000894565-0.0029083j 0.00398856-0.000925141j 0.00129619+0.000407939j -0.0072354+0.00713874j 0.00716302-0.00652992j -0.00385677+0.00564922j -0.000680142+0.0016417j 0.00325604-0.0044103j 0.00168004-0.00688106j 0.00433117-0.00289907j 0.00567716-0.000603928j -0.00296626+0.00752281j 0.000175394+0.0070947j 0.00283821-0.00277944j -0.000208723-0.0018491j -0.00306259-0.000335949j -0.000660818-0.00127135j 0.00222394+0.000358251j 0.000237322+0.00523338j -0.00625244+0.000553192j 0.00153393-0.000834909j -0.000342608+0.00328442j -0.00158311+0.000666135j 0.00047687+0.000536581j -0.000799697+0.00144736j -0.000668203+0.0011148j 0.000925318-0.00231383j -0.00811114-0.000169027j 0.00349721+0.000931861j 0.00302525-0.00332216j 0.00461456+0.00162756j 0.000450775-0.00054938j 0.000120475+0.00275722j -0.000753438+0.00209515j 0.00335316-0.00170028j 0.0025151-0.00230516j 0.0163036+0.00180788j 0.00353858-0.00210797j -0.00306809+0.00235061j -0.00231299+0.000137319j 0.00319493+0.00641465j 0.00216918+0.000551458j 
-0.0031411+0.00236024j 0.0013739+0.000557423j 0.000680345-0.0013095j -0.00853489-0.00289808j 0.0178858+0.013254j -0.0117168-0.00971189j -0.0146072-0.00223328j -0.00914967-0.00596765j -0.00183186+0.0108921j 0.0022957+0.006349j -6.23872e-05-0.000294479j -0.00476428-0.0072453j -0.00337122+0.0024224j 0.0176052+0.00364784j -0.00488638-0.00505217j 0.000900233-0.00294783j -0.0148651-0.00436418j -0.00526942+7.84609e-05j 0.0015351+0.00078412j -0.00315849+0.00318245j 0.00547724+0.00114657j 0.0057485+0.000856761j -0.000790826+0.00780929j 0.00073219-0.00109417j -0.00204345-9.3088e-05j 0.0011423+0.00150332j 0.000339168+0.000760496j -0.00263418+0.000448549j 0.00632496+0.00300999j -0.0028711-0.00117484j -0.000855215-0.00127727j 0.00687988-0.00568891j -0.00354492+0.00327206j 0.00210807+0.00135672j 0.00529867-0.00268197j -0.00120338-6.65932e-05j 0.00100165-0.000944929j -0.00257764+0.00230063j 0.00635439+1.91524e-05j -0.00803148-0.0034856j 0.00387475+0.00813384j -0.00333829+0.00590942j 0.00615619+0.00134621j 0.00363691+0.00502509j 0.00403071-0.000163948j -0.0029143-0.00162089j -0.00277889-0.00411468j 0.00211742+0.00144954j 0.000678965+2.42992e-05j 0.00380463-0.000907894j 0.000553968+0.000291653j 0.00179717+0.0011407j -0.000913049-0.00128534j -0.00491841+0.00220405j 0.00450893+0.0054727j 0.00652869+0.000966526j -0.0074592-0.00128255j -0.000838795+0.00201713j -0.00324948+0.00146124j 8.91856e-05+0.000503156j -0.00864484+0.00253902j 0.00136047-0.00155163j 0.00117547+0.000333249j 0.0025751-0.00344262j 0.00234983+0.000103509j -0.00285747-0.00182789j -0.00188117-0.000607999j 0.00178827+0.000146127j 0.00173553+2.6433e-05j 
0.00867392-0.00442303j -0.00432018+0.00138086j 0.00698971+0.000273847j -0.00134691-0.000805135j 0.00714687-0.00127093j -0.0110943+0.0140063j -0.000981194-0.00902885j -0.000756178-0.0092384j 9.02754e-06+0.000243494j 0.00259779-0.00594751j -0.0167945+0.0138977j -0.00349271+0.00384316j -0.0079546-0.00298456j -0.00378505+0.00178963j -0.00551803+0.00289153j -0.000919942+0.00768896j -0.00377657+0.00112721j 0.00865723+0.00350627j -0.000493742+0.000992598j -0.00302826-0.00355337j -0.00574441-0.00139655j -0.00216127-0.00479913j -0.00797961-0.00118993j -0.00448678-0.00282472j -0.00498719+0.00102078j -0.00731426+0.00643413j -0.00209953-0.00220448j 0.00110073+0.00590172j -0.00341954-0.00218852j 0.00523435+0.0027805j 0.00461503-0.0104909j -0.00682744+0.00719683j 0.00773096-0.000905234j 0.00203725+0.0013794j -0.00648861-0.00145492j -0.0145548+0.000341199j 0.000734501+0.0052035j -0.00367897+0.00267432j 0.000514322-0.00620816j 0.0117164-0.00962572j -0.00318366+0.00565263j 0.00103093+0.0016778j -0.00939031-0.00325247j -0.00367336-0.000313898j -0.00212555+0.00132318j -0.00680428-7.19178e-05j -0.00769411-0.00271518j -0.00337462-0.00057145j 0.0024905-0.000752654j -0.0019507+0.0012535j 0.00394664-0.000163419j 0.00189802+0.0016826j -0.000418972-0.000490745j -0.00154825-0.00480401j 2.31517e-05+0.00236647j 0.00364736+0.0035244j -0.00500357-0.00158497j 0.000477094-0.000568202j -0.00233297+0.00104484j 0.000445505-0.00266332j 0.000826533-0.000369368j -0.000346653+0.00202896j 0.000974925-5.91983e-05j -0.010283+0.00211346j -0.00683802+0.000545391j 0.00756368-0.000903198j -0.00250225-0.000843159j -0.00337809-0.000259825j 0.00101492-0.00169514j 
0.00293748+0.00166844j -0.00095918+0.00646511j -0.00120001+0.0070015j 0.000332175+0.00297407j -0.00192855+0.0103677j -0.000891804-0.000594109j -0.00165919+0.000733222j 0.0016463-0.00668086j -0.0117608+0.0040921j -0.0106059-0.00470734j -0.000810153+0.00411379j -0.00574271-0.00299729j 0.0112609+0.000227177j -0.00135691+0.00189629j 0.00194317+0.00243304j 0.00889126+9.04835e-05j -0.00334715-0.00689565j 0.000622573-0.0010989j 0.000146986+0.000416924j 0.00321338-0.00326343j 0.00854584-0.00537241j -0.00334216-0.00188534j -0.00285+0.00769662j -0.0029247+0.00195188j 0.00502027-0.00238427j 0.000113083+0.00371168j -0.00309594-0.000286094j -0.000817944+0.00077551j 0.00512378+0.00627045j 0.00137176-0.000594116j -0.0109366-0.00601067j -8.62463e-05+0.00040133j -0.0146813-0.00393999j -0.00171646+0.00234932j 0.00101817+0.0064589j 0.00880489+0.00287199j 5.63299e-05+0.00242671j 0.0013819+0.00240022j 5.08077e-05+0.00180278j 0.00168249-0.0018414j -0.00617556+0.0022838j 0.00392034-0.00679929j -0.0011762+0.00312419j -0.00131692-0.00109284j 0.00125605+0.000523211j 0.00443043-0.000893622j -0.0105164-0.00650876j -0.00109817-0.00168891j 0.00826537-0.00560594j 0.00313443-0.0048144j 0.00312592-7.35834e-05j 0.00387673-0.000743913j -0.00135443+0.00166479j -0.00776434-0.00123628j 0.00585122-0.00479038j 0.00199304+0.0104022j 0.00129959-0.00292144j -0.00281349-0.00246092j 0.00330889-0.000922691j 0.000185355+0.00614221j -0.00950676-0.00966022j 0.00115539-0.00211155j -0.00285043-0.00243452j 0.00954953+0.00247103j 0.0102769-0.00167825j -0.0127577+0.00442564j 0.00213635-0.00109551j -0.00453762-0.00398174j -0.0109495-0.00313633j 
-0.00369324+0.00386226j -0.00212382-0.00212998j -0.00144673-0.00893649j 0.0021788-0.00747244j 0.000112141+0.000516095j 0.00450636-0.0134464j 0.000789935-0.00604472j 0.00197809-0.00116864j -0.00104209-0.00109858j -0.00269952+0.00457878j 0.0058003+0.00327471j -0.00574965+0.00111189j 0.000952925+0.00591397j -0.00286655+0.000534926j -0.0080954-0.00598262j -0.00011924-0.00529977j -0.00042232+0.00241982j 0.00273056+0.00145884j 0.0011639-0.00497217j -0.00833476+0.00268081j -0.00290392-0.000603003j -0.00318386-0.000334573j -0.00144466+0.000577149j 0.00400988+0.000957572j 0.000395148-0.00257683j 0.00264995-0.000151292j -0.00214982-0.00280901j 0.00407321+0.000537308j -0.000295796-0.00285763j -0.00210327+0.00539893j -0.0053827-0.00270986j -0.00542431+0.00421739j 0.000392675+0.00116628j -0.000714032-0.00176722j -0.000995471-0.00356908j 0.00361694+0.00450167j -0.00158027+0.00148488j 0.0120093+0.00941801j 0.0162521+0.00754074j 0.0102303-0.00177779j -0.00921935-0.00633932j -0.00323494-0.000338278j -0.00283619+0.00260626j -0.000944427-0.00288761j 0.00231697+0.000209232j 0.00206904+0.00313701j -0.00212941+0.0137369j 0.00184855+0.00604401j -0.00380124+0.003419j 0.00123064+0.00145453j -0.000175481-0.00196009j -0.00191394-0.00110012j 0.00210633+0.000753878j -0.000808852+0.00041749j -0.00985476-0.00254627j 0.00501154-0.00524468j -0.00443672+0.00363486j -0.00110114-0.00063484j -0.00332069-0.00347518j 0.00535829-0.00459317j 0.0022847-0.000393786j -0.00674247-0.0028961j 0.0096433+0.00296283j -0.00203037+0.00227864j -0.00435402-0.00264279j 0.00331426+0.00509252j 0.00321879+0.00414989j 0.0058615-0.00254162j 0.00955362-0.00168006j 
