0.0255555+0.252869j -0.252938+0.025559j -0.0546331-0.269516j -0.279946+0.0582229j 0.0985645+0.173262j -0.105748+0.117543j -0.065628+0.0700977j -0.174152+0.0134358j 0.0843584+0.167522j -0.0293729+0.113028j 0.0665753-0.100316j -0.0566208+0.00852274j 0.0382442+0.00476662j 0.0889166-0.0826018j 0.0889964-0.078684j -0.0408079-0.000720769j -0.0228333-0.0124403j 0.0735343-0.0484739j 0.00728864+0.0238436j 0.0776622+0.0128492j -0.0571774-0.0548136j 0.0356232+0.0185388j 0.00223762+0.0510749j -0.00651318+0.00413197j 0.0280411+0.00539244j 0.0612336-0.0143507j 0.0218582+0.0170071j -0.160302-0.0241516j -0.00230903-0.001286j -0.0160178+0.00672432j -0.0405704-0.0327675j 0.0181446+0.00242789j 0.00620249+0.00392916j 0.026987-0.0441028j -0.0461646+0.00665095j -0.0741908+0.034804j -0.0798212-0.0144199j -0.0442917-0.0292719j -0.0444312-0.0746787j -0.0190823+0.00676147j -0.0361051-0.0838061j 0.0615913+0.0640277j -0.0532388-0.102333j 0.0423934+0.01719j 0.0586029+0.0501246j 0.0156877+0.11392j -0.000424262-0.10899j -0.117624+0.146247j -0.175718-0.0234113j -0.0685279-0.0688626j -0.0971935-0.120412j 0.101592-0.167177j 0.273476+0.0641988j -0.0596708+0.261691j -0.24872-0.0275373j -0.0275158+0.248557j 
-0.000122229-0.00119554j 0.000822435-0.000371898j -0.000261944+0.0002194j 0.000881884+8.84243e-05j 0.000879607-0.00146601j -0.00225602-0.00190301j -0.000671311-0.00324497j -0.000342582-0.00109596j 0.00221284-0.00045247j 0.00362493+0.0040691j -0.000206056-0.00270333j 0.00104267+0.00123023j 0.000862124-0.00102832j 0.000709867+0.000294259j -0.00427456-0.000815762j 0.000924341-0.000858843j 0.000671198-2.29515e-05j 0.00113634-0.00036416j 0.00154397-0.0027049j -0.00134174+0.000909366j 0.00288985-0.00412806j -0.00126938+0.00213207j -0.000595018+0.000621923j -0.00166624-0.00179303j 0.00369948-0.00310927j -0.00175369-0.000386257j -0.000782742+0.0013383j -0.00255785+0.00218601j 0.000174838-0.00033912j -0.000707262+0.00319792j -0.000543056-0.00140499j 0.000945659+0.0023774j 0.00131771+0.00251563j 0.00215735-0.000229108j -0.00276974+0.00338579j 0.000320685-0.00270549j -0.000914547+0.00114556j 0.00156274-0.00281724j -0.00391138-0.000360365j -0.000438182+0.000853529j 0.00170729-0.00276071j -0.00373826-0.0015386j 0.00335408-0.00049615j -0.00102733-0.000422934j -0.00132546+0.00236022j 0.000369568+0.00127448j 0.0019168-0.00457806j 0.00155739-0.00170746j -0.00228454+0.00136904j 0.000332976+0.00106219j -0.000184104+0.00283088j 0.00230153+0.00192238j -0.000447448-0.00013501j 0.000528315+0.000440072j -0.000279871+3.59067e-05j -0.000293227+1.94654e-05j 
-0.000506922+0.000442764j -0.000329694-0.000577905j 0.000472138+0.000575471j 0.000245037-0.000651295j -0.000856518-0.000507336j 0.00267584-0.000619393j 0.00023762+0.00130021j 0.0011946+0.000350066j 0.002911-0.00193434j 0.000736774-0.000562075j -0.00239498-0.00210689j -0.00229742+0.00137976j -0.00038416-0.00121737j 0.000182265-0.00132599j 0.0046016-0.000867998j 0.00338466+0.000797147j -0.00207454-0.00161388j 0.00338207+0.0021245j -0.00105548-0.00340842j -6.9408e-05+0.00251959j -0.00347811+0.000358233j -0.00395932+0.00512059j -0.00146353+0.00332327j -0.00193006+0.00143581j 0.00172069-0.000651477j 0.000840086-0.00124219j -0.00157437+0.00395789j 0.00217628-0.00318227j -0.000212676+0.000486031j 0.00238138+0.000773019j 7.62014e-05+0.00419655j -0.00128599+0.00236987j 0.00476205+0.000429464j 0.00213993-2.48806e-05j -0.00201103+0.0027123j -0.00221079+0.00492304j -0.0013285+0.000937065j 0.000352259-0.00268686j 0.00130952+0.00400461j 0.000812396-0.0026832j 0.00263391+0.000644336j -0.00221528-0.000968284j 0.00034991-0.00386694j -0.00151827+0.00202199j -0.000717005+0.00190198j 0.00234463+0.00164312j 0.00180364-0.0028789j 0.00228747-0.00321846j -0.00241449+0.00233413j -0.00137497+0.00123203j -0.00257118-0.000185612j 0.00267134-0.00140878j -0.00131492+0.000448728j 0.000355734-0.00078544j -0.000439415+0.000491193j 0.000457695+0.000268872j 
0.00018596-3.82022e-05j 4.49208e-05+0.000391865j -0.000338552+0.00033654j 0.000185976-5.63363e-05j -0.000809581+0.000468537j -0.00173518+0.00152521j -0.00109997+0.000172858j -0.0012884+0.000750249j 2.24655e-05+0.000703586j -0.00107477-0.000763793j -0.000290386+0.00307271j 0.00246505-0.00134997j -0.000256724-2.1726e-05j -0.000839172+0.000285747j -0.00059584+0.00117075j -0.00245502+0.000379651j 0.00150404+0.00129615j 9.15411e-05+0.000354642j 0.00165416+0.00316036j 0.00275126+8.87037e-05j 0.00121482-0.00265939j 0.00101224+0.000285873j 0.000175716-9.86752e-05j -0.00110793-0.000900429j -0.00309994+0.00239162j -0.00105976+0.000775101j -0.00258504-0.0026589j -0.00329892+0.000131251j 0.00106261+0.000553002j 0.000762322-0.000333102j -0.000145268-5.52823e-05j -0.000396139-0.00122082j 0.00117391+0.000241365j -0.00250646-0.00178731j -0.000679783+0.00253198j -0.00189465+0.00032346j -0.000677372-0.00237548j -0.00140529+0.00222916j 0.00401725-0.00072635j -0.00115205+0.00171717j -0.000127163+0.00207542j -0.000140331+0.0020651j 0.000219486-0.00369755j -0.00100676+0.000853724j 0.00192438+0.000494251j -0.00175966+0.000671857j -0.00451095-0.00019407j -0.000299376+0.00104389j 0.000625849+0.00117731j 0.000129408+0.000560327j 0.000907852+0.00130489j -0.000623984+0.000279517j 0.000844353-0.000202235j 0.000328761+0.00125825j -0.000126971-0.000130989j -0.000123685+0.000195388j 
0.000222125+4.3079e-05j 0.000259353+0.000613031j 0.000550655+0.00045662j -0.000318541-0.00154521j -0.00352012+0.00216474j -0.00203946+0.00260052j -0.00193667+0.0010438j -1.7659e-05+0.0020525j 0.00145977-0.00186968j 0.00119236-0.000802009j -0.00215009+0.000726873j -0.00106917+8.61891e-05j -0.000109912-0.000542878j -0.000685235+0.00122064j 6.84164e-05+0.00632821j 0.000187319+0.000570239j -0.000608139+0.000879217j -0.00144629+0.000313533j 0.00204417+0.000435156j 0.00341279-0.00192827j -0.00163112-0.00111512j 0.000189155+0.00179884j 0.000628116-0.000516129j -0.00378927+0.00180636j -0.00399436-0.00200415j -0.00193551-1.9459e-05j 0.00144897-0.00212007j 0.000278761+0.00449146j -0.00135815+0.000813058j 0.00234442+0.000476798j -0.00179685-0.00260482j -9.23375e-05-0.00304767j -0.000380279+0.000803693j 0.00162668-0.000938802j -0.000718254-0.000507601j -0.00204013-0.0014421j 8.17212e-06+0.00114805j -0.00286417+0.000449035j 0.000186956+0.00342199j 0.00118353-0.0004729j -0.00189016-0.00174199j 0.000767243+0.00387908j 0.00174391-0.00197343j -0.000959183+0.00284214j 0.00042658-0.00012328j 0.000932346-0.000735334j -0.001715+0.000820939j 1.33899e-05-9.38469e-05j 0.0008958-0.000546044j 0.00169462-0.00106214j 0.00086947-0.000325729j 0.000424579-0.0015385j -0.000365748+2.26976e-05j 0.000597749-0.000406127j -0.000205925-0.000229887j -8.78628e-05+0.000377025j 
0.000210417+0.00028929j -0.000593472+7.41174e-05j 0.000577942+0.00033037j 0.000615667-0.000349693j 0.000309712-0.00161623j 0.000176588-0.00186371j 0.000527342+8.14602e-05j -0.00160248-0.000225764j -0.000388703-0.000303588j 0.00183002+0.00229109j 0.00303469+0.000544352j 0.00337936-0.00244946j 0.00113524-0.00255321j -0.00187846-0.000874168j -0.00134488-9.73555e-05j -0.00060907+0.00135562j -0.000964633-0.0024072j -0.000271105-0.00359297j -0.00343003+0.00237868j -0.000475438+0.00367358j -0.000525285+0.00199995j 0.00169867+0.000188123j 0.00118475-6.306e-05j -0.00204421-0.000176396j -0.0016025-0.000760113j 0.000736558-0.000994021j 0.000187053+0.00184868j -0.00156011-0.000735124j -0.00088922-0.000316647j -0.000804844+0.000823206j 0.00141129-0.000304828j 0.00435096+0.00187683j -0.000488858-0.00171195j -6.91257e-05+0.00104619j 0.0024145+0.00103685j 0.00158404+0.00208236j -6.93752e-06-0.00399425j -0.0021598-0.00222952j -0.000727789+0.000562835j 0.00327789+0.00102267j 0.00234326-0.00112758j -0.00168697+0.000578425j -0.00368627+0.00168515j 0.00116323-0.0017587j 0.000268234+0.00118577j -0.00150836+0.000645739j -0.000759639+2.70314e-05j -0.00103861+0.000939367j 0.00138722-0.000784797j 0.000814667+0.00209443j 4.63441e-05+0.000113397j 0.00171899-8.46597e-05j -0.000299066-0.000445379j 0.000730941-0.000397652j 6.65173e-06+0.000121813j -0.000181037-1.76543e-05j 
-0.000132302-0.000165088j 5.89191e-05-2.45581e-05j -0.00060434-0.000232213j -0.000239417+0.00027826j -0.00136287+0.000448563j -0.0020072-0.00122569j 0.0010188-0.000496814j -0.00141654+0.00120062j -0.00183045+0.000203958j 0.00326903-0.00321687j -0.000347996-0.00332421j -0.00149183-0.00319175j -0.00275242-0.000223262j -0.000526517+0.00290359j 0.000622785+0.000229156j -0.00149853+0.000902878j -0.00257656-2.03652e-05j -0.00218228+0.000198873j 0.00184318+0.00464347j 0.00345612+0.000305754j 0.00274809-0.00107334j 0.000732881-0.000779206j -0.00206202+0.000269414j -0.00012086+0.00118537j -0.0006418+0.00285254j -0.00137575-0.000149737j 0.000441244-0.000145633j -0.0010179+0.000606642j 0.00128836+0.000236536j 0.00253699+0.00121341j -0.000725477+0.00157283j 0.00253744-0.0053598j -0.00100077+0.0022851j 0.000495163-0.000717202j 0.000881288-0.000106042j 0.0024671-0.000176336j -0.00553406-0.000394219j -0.0016755+0.00277879j 0.00410893+0.000265084j 0.0008034-0.00435811j -0.00253576-0.00352943j -0.00144219+0.0011588j 0.000643566+0.00131778j -0.00252821-0.000640065j 0.00287747-0.000112924j 0.00120385+0.00292462j -0.00127553-0.000857255j 0.000811119+0.000753178j -0.000882455+0.00017558j 0.00137782+0.000262458j 0.000390362+0.000980386j 0.00148243-0.000461163j -0.000357919+0.000178194j 0.000322702-0.000105321j -6.07472e-05+0.000167343j 4.53904e-05+0.000102975j 
-0.000388987-0.000487522j 0.000194436-0.000356295j -6.74307e-05-0.000175138j 0.000157594+0.000238361j 0.00111503-0.00141545j -0.00024595+0.00052731j -0.00139775-0.0003974j -0.000156895-0.000532509j 0.00088999-0.000132568j 0.000839519+0.0018202j 0.00190381+0.000220189j 0.000452021-0.00131822j -0.00100293+0.000340533j 3.24705e-06-9.38763e-05j 0.000962557-0.000467565j 0.00598712-0.00109717j 0.000229376+0.00552246j -0.00168423-3.73227e-05j 0.000616136+0.000310556j 0.00263038+0.00405331j 0.00206297-0.00017908j -0.000463106-0.00106176j 0.00325466-0.000765054j -0.000568543+0.00259983j -0.000647658+0.00296358j 0.000190434+0.00289929j -0.00332452+0.000530259j 0.000221946+0.00175405j 0.000134362+0.000931694j -0.00280521+0.000286579j 0.000609245-0.0015222j 0.00189478+0.00166329j 0.000499691-0.00123479j -0.00291337-0.00246142j 0.000575991+0.000167028j -0.00121391-0.000499818j 0.00104971-0.000301669j -0.00105643+0.0010517j -0.000922316-8.19023e-06j -0.004076+0.00220257j 0.00124242+0.00147798j 0.00182859+0.0027728j 0.000539304+0.00176688j -0.00213951-0.000125048j 0.00149168+0.00146275j -0.00213029+0.00334956j 0.000401751+0.00276977j 0.00224966+0.000309351j -0.00130741-0.000107246j 0.00154748+0.000601617j -0.000441436+0.0010164j 0.000854561-0.00124277j -0.000304041+0.000274489j -0.000213483-0.000407562j -3.55226e-05+0.000237174j 5.37545e-05+0.000162942j 
-0.000236313+0.000345364j -0.000360233-0.000182796j 0.00024457+0.000268124j 0.000415003-0.000552062j -0.00105257-0.000275612j -0.000748773-5.20784e-05j -0.000871739-0.00126349j 0.00100481-0.0001883j 0.00098086-0.000406327j 0.00230121+0.000422815j -0.000187419-0.00404977j -0.00304695-0.000246406j -0.00114944-0.000310464j 0.000824227+0.00150768j -0.00156096+0.00370327j 0.00507253+0.00115715j -0.00404591+0.00246616j -0.0044415-0.00188883j -0.000294819+8.2129e-05j 0.000614088+0.00122618j 0.00106027+0.00250772j -0.00172745-0.00270223j 0.00132397-0.000266489j -0.000599604+0.00231426j -0.000162287-0.00363682j 0.000147193+0.000155716j 0.00318612+0.000977181j 0.00133814+0.00418679j -0.00269058-0.00158148j -0.000451936+0.000617551j 0.0018898-0.0036592j 0.00191848-0.00278141j -0.00162618-0.00105696j 0.00344954+0.000259197j 0.000524237-0.00337056j 0.00172023-0.00439913j -0.000918314+0.00355631j -0.00207994-0.000916211j -0.00584611+0.00214853j 0.00050896-0.00227834j -0.0016127-0.00305563j 8.43721e-05+0.00296273j 0.00272252+0.00576048j -0.00190588-0.00116306j -0.00173348-0.00054335j 0.000379846+0.000215745j 0.00297146+0.00137509j 0.000928686+0.00156081j -0.000969328-0.00260417j 0.00146568-0.000493675j -0.00074761-0.000533352j 0.000288523+0.000179535j -0.00113311+0.000481861j -0.000789718-0.00117676j 0.000521078+0.000271276j 0.00031676-0.000476701j 
0.000153774+0.000686614j -0.000508073+0.000256143j 0.000615787+3.60318e-05j -9.96877e-05-0.00151042j -0.00311371-0.000490591j 2.24509e-05-4.88689e-05j -0.00106266-0.000465576j 0.00127626+3.02205e-05j 0.00207829-0.000878694j 0.00123101-0.000105205j -0.00295411-0.000868315j -0.000525051+0.00172761j 0.00233768-0.000336397j 0.00112507-0.000695541j -0.00315795+0.00526041j -0.00217175-0.00107837j 0.000771479-0.00389479j -0.00171325-0.00212963j -0.00144719-0.000620143j -0.00130915-0.00352186j -0.00136047-0.000810932j -0.00103156+0.000410006j -0.00241278-0.000733175j -2.79247e-06-0.000470449j -0.00085016-0.00637988j 0.00117267-0.00129299j 0.0030169+0.000387796j -0.000846191+0.00236513j -0.00133471-0.00254842j 0.00257406+0.000414108j 0.000451631-0.00202319j 0.000438091-0.00269324j 0.000385368-0.00134637j 0.0025411+0.00194276j -0.00218088+0.000839733j -0.000640179-0.00152484j 0.000428564+0.000231355j -0.00164315-0.00133608j -0.00363956+0.00233143j 0.00476622+0.00163848j 0.00163876-0.0025256j -0.000192253+0.000531012j 0.00312829-0.00125469j 0.000528096+0.000441212j -0.00311385-0.000957779j 0.00212971-0.00264023j -1.94944e-05-0.00321407j -0.000414471+0.000946678j -0.000452078-0.000170868j -0.000604688-0.000268102j -6.70807e-05+0.000108037j -0.000201553+0.00206279j -0.000275417+0.000245178j -0.000377185+0.000462077j 0.000547901+6.74726e-05j 0.0002153-0.000678594j 
-9.84045e-06-9.30208e-05j 0.000221423-0.000174369j 0.000247122-0.000128423j -0.000225111+0.000548337j 0.000920775+0.00233828j 0.000921532-0.00232715j 0.00374956+0.00197478j -0.00159476-0.000121524j -0.00401888-0.00183329j 0.00380127-0.000439439j 0.00332882-0.00324281j 0.000257289-0.00156175j -0.00225403-0.00324273j -0.00315797+0.000498632j 0.0033346-0.00112049j -0.00367503-0.000138538j -0.00195118-0.00237074j -0.00224824+0.00181456j 2.01375e-06+0.00248438j -0.000414477+2.80043e-05j 0.000930802+0.00243507j 0.00368323-0.00178676j -0.00238951-0.00106167j 0.00147825+0.00258935j -0.0015705+0.00462886j 0.000763764-0.00141372j -0.000468966+0.000443707j 0.00226902-0.00206677j 0.00124903+4.23181e-05j 0.000829967+0.000995366j -0.00225841+0.00208972j 0.00262975-0.00276707j -0.00185351+0.00318434j 0.000622321+0.000290685j 0.000813672+0.00174969j 0.00246407+0.00233301j -0.00616121-0.00410782j -0.00169813+0.00286309j 0.00423324+0.00304606j 0.00508309-0.00458733j -0.00263517-0.00322778j -0.000207672-0.00480163j -0.000999937+0.0024039j 0.000461112-0.00270258j 0.00201717+0.00107477j -0.00243431+0.00162025j 0.00221566-0.000917519j -0.00106283+0.000251146j -0.000206656-0.00209732j -0.0006989-0.000603881j -0.00096618-0.000334016j -0.00208034+0.000551923j 0.000235335-0.00049854j -0.000203462+7.32456e-05j -4.68519e-05-0.000191734j -2.54931e-05+1.92397e-06j 
-0.0001114+0.000467512j -0.000445149-2.95307e-05j 0.000324599+0.000293072j -1.59258e-05-0.000613401j -0.00108083-0.000488057j 0.000881943+0.00186597j -0.00237739+0.00019657j 0.00191916-0.000799385j 0.00374083-0.00127212j -0.00093033+0.00305252j 0.00206503+0.00385651j 0.00227262-0.000453568j 0.00145095-0.000279981j 0.00142078-0.000829111j -0.000129832+0.0033399j 0.00601915-0.00208612j 0.00132965+0.00556484j -0.00389172-0.00314836j -0.000516675+0.00175014j 0.00288965+0.00276424j 0.00303466-0.000449744j -0.000915367-0.00195338j 0.0031201-0.00202604j -0.00110807+0.00361263j -0.00379787+0.000743434j 0.00126583+0.00423785j -0.00468882-0.000690885j -0.00268341+0.00348433j 0.000949384-0.00110011j -0.0024435-0.000744894j 0.00252482-0.00325496j 0.00283276+0.0010959j 0.00274343-0.00370874j -0.00363931-0.0035839j -0.00283797+0.00346061j -0.0037368-4.69694e-05j 0.00173848-0.00272599j -0.00439775+0.00108288j -0.00179527+0.00100282j -0.00310327+0.0062964j 0.00515266+0.00187691j 0.00304165+0.00559797j 0.00209631-0.00101132j -0.00177312+0.000445316j 0.000338484+0.00151368j -0.00329543+0.00179821j -0.0022352+0.00202454j 0.00229768+0.0019446j -0.00164118-0.000925732j 0.001239+0.00103224j -0.00138805+0.00157483j 2.93175e-05+0.000327371j -5.54829e-05-0.000197479j 0.000132236+0.000577427j 0.000337594-0.000113527j -7.59504e-05-0.000340796j 
-0.000406826+0.00110036j -0.000728647-0.000142447j -0.000200311+0.000586806j -0.00117704-0.000256256j -0.00369007+0.00326504j 0.000390078+0.00321003j -0.000276288+0.00116315j 0.00465585+0.0023613j 0.00292911-0.00199053j 0.00210319-0.00341991j 0.00305282+0.00183293j -0.00170731-0.00306891j 0.00108447-0.000513396j 0.0046635+0.00429659j 0.00098554-0.000418137j 0.00118021+0.00151622j -0.00135562-0.000678853j -0.000206715-0.00630432j -0.00100322-0.0016178j -0.000379737-0.00193194j -0.00136347+0.00144045j 0.0011034-0.00451354j 0.00139066-0.00150969j 0.00123561+0.00354968j 0.00218977-0.00161269j 5.90268e-05+0.00252946j 0.000960636+0.00219531j 0.00152624+0.00239026j 0.00211244-0.00364858j -0.00143422-0.00150212j 0.00318153+0.000607155j 0.00288563-0.000531247j 0.00192585-0.00160361j 0.00221011+0.00212289j 3.46398e-05-0.00080306j 0.00140028-0.00212423j -0.00268032+0.000123226j -0.00176381-0.00154375j -0.00302877-0.0041089j 0.000123103+0.00106307j 0.000385096-0.00353482j 0.000966237+0.00338997j -0.00301028+0.00301348j 0.00159435+5.83861e-07j 0.0016121-0.00158173j 0.00152278-0.000744342j -0.000959173+0.00285638j -0.00134582+0.000817739j 0.00245411-0.00225286j 0.0019459-0.00160509j 0.00168139-0.0014013j -0.00146759-0.00154379j -0.000395737+0.000514723j -0.000439529-0.00138139j 0.000658652+0.000544608j 0.000701045-0.000360379j 
0.000125644+2.35683e-05j 0.000205343+0.000159333j -2.05902e-05+0.000561989j 0.000528523+3.14886e-05j -2.44755e-05+0.000398203j 0.00103954-3.28968e-05j 0.000839429+0.00162817j -0.0012371+0.00066103j 0.000347383+0.000695231j -0.00288792+0.00232127j 0.000905534+0.00116537j -0.000408454+0.000616533j -0.000179279+0.000876958j -0.00272919-6.05989e-05j 0.00214413-0.00175766j 0.00152556+0.00040183j 0.000316927+0.00211834j 0.00242379+0.00222736j 0.00106491+0.000366004j 0.00256867+0.00125542j -0.000613568+0.00245845j -0.000835759+0.00167106j 0.00197236+0.000753893j -0.00129838-0.000257983j 0.000192798+0.0030951j 0.000364337-0.00108279j -0.00145885+0.000180667j -0.000139445-0.00175682j -0.000650045+0.00130414j -0.00180119-0.000439337j 0.000880231-0.000218129j -0.00129235+0.00190555j -0.00111658+5.50754e-06j -0.00137224+0.00115571j -6.16378e-05-0.00189913j -4.95622e-05+0.00234515j 0.000924517-0.000579362j 0.00110965+0.000395115j 0.00240576-0.000141872j -0.00115108+0.000548327j 0.00120415+0.0026911j 0.000945633-0.000666322j -0.0016238-2.33434e-05j -0.000734925+0.00181245j 0.000315052-0.000447832j -0.00111717+0.00120894j 0.00179576+0.00329722j 0.000388356-0.000480036j 0.00123944-9.24961e-05j -0.000565444+0.000807269j -0.00126921-0.000842823j -0.000998259-0.000417669j 0.000180611-0.000304064j 0.000145903+0.000154458j -0.000389693-0.000100722j 9.50825e-05+0.000348329j 
2.00885e-05-0.000182751j 0.000177018+0.000219125j -0.000254698-0.00039216j -7.67814e-05+0.000413101j 0.00121657+0.000378619j -0.000958405+0.00246185j -0.00147309-0.00085621j 0.00012852-0.00107088j -0.0020791+0.00111712j -0.00087533-0.00404151j -8.40589e-06+0.000171579j 0.00115151-0.00202352j -0.0016857-0.00148324j 0.000245771-0.00190339j -0.00257995+0.00331407j -0.00411313+0.00553143j -0.00133597-0.0046702j -0.000429669-0.000325639j -0.00171019-0.00156025j -0.00483183+0.00100648j -0.0038672-0.00169135j 0.000123498-0.00391609j -0.00255515-7.86094e-05j -0.000533455-0.00342746j -0.00222565-0.00198826j -0.00139775+0.000247221j 0.000396564-0.00223469j -0.00040203+0.000637518j -0.00144107-0.00105904j 0.00113379-5.05194e-05j -0.00179034+0.000990081j -0.000870697-8.59428e-05j 0.00165206-0.000523495j 0.000943939-0.0011685j 0.00396819+0.000794776j -0.00332807-0.00177951j -0.00143251+0.00189742j 0.000137588-0.000163321j -0.00207061+0.000434999j 0.00148852-0.00186606j -0.00319462+0.00212971j -0.00322852+0.000170534j -8.56558e-05-0.00160698j 0.000421143-0.00269459j 5.70944e-05-0.000418947j -0.0021187-0.00176354j -0.00539667-0.000304421j -0.0022862+0.00285584j 0.000408871-0.000830409j -0.00225746-0.000877424j 0.00191738-0.00272051j -0.000406999+0.00242551j -0.000208389-0.000519292j -0.000170735+4.95317e-05j 0.000120407-0.000143325j 4.80329e-05+4.58966e-05j 
-0.000919731+0.000725246j -0.000581444-0.00108704j -9.59797e-05+0.000975323j -0.00054009+0.000132712j -0.00103759+0.00231545j 0.00186535+0.000940087j 0.000385353+0.000577951j 0.00345946-9.26555e-05j 0.0021328-0.00346736j 0.00227932-0.0054981j -8.51053e-05+0.000407318j -0.000205127-0.001423j 0.000864525-0.000917914j 0.00691797+0.00106829j 0.00239374-0.00082387j -0.001024-0.000429201j -0.00166809-0.00235728j -0.000521564-0.00404621j -0.00190113+0.000655888j -0.000699299+0.0001797j 0.0016434-0.0055935j -0.0017779+0.000192094j -0.00441821+0.00138034j 7.15267e-05+0.00249797j 0.000824923-0.000460175j 7.4764e-05+0.00496271j -0.00419637+0.00189692j -0.000851853-0.000261545j 0.00663328-0.00210724j 0.00484133+0.00102331j -9.85547e-05+0.00728146j 0.00317787-0.00175407j 0.00792201+0.0011775j -0.000550871-0.00397789j -0.00333927+0.00865588j -0.00309582+0.0042272j -0.00449541-0.0018573j -0.0023373-0.00127857j 0.00328561-0.000422049j -0.000905101-2.63857e-05j 0.00186015-0.0034931j -0.00277591+0.00316468j -0.000674242-0.00660689j -0.000770316+0.000193193j 0.00368196+0.000931486j 0.00335219+0.00169691j -0.00504968-0.00470149j 0.0016661-0.00241253j -0.00259764+0.00354963j -0.000307904+0.000356985j 8.35056e-05+0.00199676j 0.00372102-0.00109267j -0.000297097+0.000612895j 0.00106068+0.000279606j 0.000229311+0.000368848j 0.000152972-0.000433535j 
-0.000421299+0.000281751j -8.75966e-05-0.000130715j -0.000344329+0.00017681j 0.000445622-2.85632e-05j -0.000599986-0.00115451j 0.00143858+0.00152219j -0.000853568+0.00151247j -0.000683534+5.73489e-06j -0.000367812+0.00115789j -0.00162225-0.00227638j -0.000993646-0.00145112j -0.00202566-0.0006297j -0.000869263+0.00157906j -0.000373589-0.0010117j 0.000146837+0.00152307j -0.000657432-0.000184864j 0.00119922-0.0014509j 0.000147255+0.00163544j -0.000816207-0.00034442j 0.00123844-0.000380767j -0.00259571-0.000288014j -0.00231845-0.000826353j -0.00196552-0.000723526j 0.000204666-0.000814731j 0.000611851+0.000181278j 0.0017844+0.000570088j -0.000121747+0.000677553j 0.0014967-0.000747524j 0.000253582-7.68385e-05j 0.00142597+0.000888072j -0.00107646+0.00154603j -5.9057e-05-0.00152043j -9.49204e-05-0.000271262j -0.00159115+0.00122711j 0.000729037-0.00228124j -0.00238885+0.00155488j 0.000384403+0.000776609j 0.000799063+0.000391321j -4.95145e-05+0.0018394j 0.00104716+0.00118611j 6.52852e-06+0.00197715j 0.000666329-0.000327549j 0.000993852-0.0010398j -0.00114582+0.000435209j 0.000642792-0.0018529j 0.00121224+0.000984352j 0.000118469+0.00135674j 0.000226548+0.000619289j -0.000239507+0.000463439j -0.00144593-0.0007517j -9.75605e-05-0.00188807j -0.000720508+0.00044061j -0.000149434+0.00014885j -0.000572553+0.000167295j 1.72646e-05-0.000233351j 8.66831e-05+7.40815e-05j 
0.000262358-0.000586499j 0.000225678+0.000430039j 0.000593644-0.00165796j -0.000924599-0.000737028j -0.000640146-0.00273372j -0.000430061-3.73633e-05j -0.00229037-0.00139323j 0.00148144-0.000852151j 0.0013977-0.000111j 0.00108949+0.000769257j -0.00160921+5.89573e-05j 0.000493009+0.000334205j 0.00046841-0.00158873j 4.62746e-05-0.00300822j -0.00188796+0.00202912j 0.00174605-0.00102141j 0.00175734-0.00163516j -0.00106769-0.000357506j -0.000509908-0.0026562j -0.00193252-0.000213778j -0.00202097-0.000202661j 0.000629691+0.00107324j 0.000671152-0.00136092j 0.000375168+0.000268622j -0.000947666-0.00314863j -5.46419e-05-0.00138718j 0.00188518+0.00037943j 7.19034e-05+0.000684547j -0.00255225+0.000594151j -0.000533921-0.000397941j -0.000396416-0.00299936j -0.000791107+0.00186551j 0.000405424-0.00245315j 0.00126804+0.000150512j 0.000482516-7.24004e-05j -0.00117449-0.0020228j 0.00197897+0.000294587j -0.00073716-0.000836466j -0.00436273+0.00155456j 0.00137182+0.00126954j 0.00191843+0.00108274j 0.00133714-0.000514862j 0.00245872+0.000847045j 0.00169593-0.000737349j -0.00305782+0.00133213j -7.1496e-05-0.00260279j 2.55009e-05-0.00230612j -0.000504058+6.32809e-05j -0.000853995-0.000514139j 7.14778e-05-0.000850059j 0.000446666-0.000598098j -0.000597958-0.000591832j -0.00050295-0.000238645j -0.000337636-0.000855168j 0.000191876-9.1706e-05j -0.000197067+8.8898e-05j 
