0.0414244-1.3219e-14j 0.0154125-2.87824e-15j -0.0148459-1.75901e-17j -0.0183989+1.49504e-17j 0.0210119-9.70626e-18j -0.00030887-1.92788e-17j 0.0144451-6.55154e-18j -0.0147696-5.87201e-19j -0.0236923+6.39755e-18j -0.0214946+1.97793e-17j 0.0085321-1.38533e-17j -0.0201411+3.59694e-17j -0.00557338-6.37533e-17j 0.0343145-7.69265e-17j -0.00670622+1.89722e-16j 0.0110822-1.84436e-16j 0.0109397+4.13907e-16j 0.0263269+3.59219e-16j -0.000904963-2.07549e-16j -0.00159741-1.97918e-17j 0.00138294-1.06863e-16j -0.0168348-1.91764e-16j -0.00524844-2.23633e-17j -0.00104726-5.52891e-17j 0.00159398+8.69879e-17j -0.0250811+1.05594e-17j -0.0104447-1.37828e-17j -0.0207598+2.01147e-16j -0.00242662+4.99442e-16j -0.000195745+1.04405e-16j -0.0172956-2.42125e-16j -0.00253141-7.2613e-17j 0.00650055-8.11776e-17j -0.0134943+1.5955e-17j 0.00670751-7.51906e-17j 2.70777e-05-4.88063e-17j -0.016893+2.42138e-16j 0.00759827+1.81659e-16j 0.00177989+2.62048e-17j 0.00317653-4.62692e-17j 0.00656672-1.60324e-16j 0.0148332-1.70412e-16j -0.0168829-1.17807e-16j -0.00438277-2.80705e-17j -0.00800869-1.86813e-17j -0.0109417-9.6142e-17j 0.00608086-1.13995e-17j 0.0160797+3.11349e-17j 0.0259241+5.20041e-17j 0.005581+1.96356e-17j 0.000157224-5.73758e-18j -0.016915+2.0247e-18j 0.00998352-1.15903e-16j 0.0259568-9.80552e-17j -0.0332444+1.16074e-15j 0.00599659-5.27802e-15j 
0.0806761-1.0922e-13j -0.00991542+6.71946e-15j 0.0723432-7.96546e-14j 0.0246228-2.94362e-14j 0.0685748-7.51427e-14j 0.0398116-4.41986e-14j 0.00877564-5.46092e-15j -0.0554146+6.2737e-14j -0.0240564+2.15806e-14j -0.0375247+3.86062e-14j -0.0416288+4.71016e-14j 0.0560931-6.34877e-14j 0.00594714-7.94836e-15j -0.015517+2.22812e-14j -0.0416278+4.20607e-14j 0.0134554-1.4521e-14j 0.0182394-1.76423e-14j -0.0675067+7.54329e-14j 0.0183835-2.22096e-14j 0.0576238-6.12739e-14j 0.030504-3.09931e-14j -0.0526301+5.84108e-14j 0.00561334-7.99878e-15j -0.0461998+5.36026e-14j 0.075137-8.11911e-14j 0.00102096-2.92476e-15j 0.0399469-4.3796e-14j 0.162382-1.8604e-13j 0.0481533-5.63921e-14j 0.0620403-6.94232e-14j -0.0843198+9.14358e-14j -0.0127722+1.32648e-14j 0.00777026-9.32877e-15j -0.0554143+5.72827e-14j 0.113949-1.251e-13j 0.124952-1.35434e-13j -0.0344107+3.76272e-14j 0.158551-1.69187e-13j 0.11888-1.26848e-13j 0.0346619-3.8781e-14j -0.0476849+5.19485e-14j -0.009465+9.79406e-15j -0.117273+1.27264e-13j 0.0297692-3.1289e-14j -0.0348607+3.83329e-14j -0.0388625+4.22269e-14j 0.106913-1.18225e-13j 0.168281-1.84079e-13j 0.00693513-7.21701e-15j -0.0483434+5.39091e-14j -0.0257092+2.46744e-14j 0.00642842-8.27729e-15j 0.0938183-1.02582e-13j -0.038924+4.51071e-14j -0.0926346+1.04429e-13j 0.0217239-4.02382e-14j 
0.0655795-1.93896e-14j 0.0487963-4.92861e-15j 0.00561684+2.46359e-15j -0.0868595+6.44113e-16j 0.00380412+2.29751e-15j -0.0248633+1.47579e-15j 0.119166+9.12874e-16j 0.05837-1.04393e-15j -0.163228-2.39076e-15j -0.0885108-1.90723e-15j 0.0603409-5.71825e-16j -0.0784431+1.04084e-15j -0.0316143-4.84273e-16j 0.169156+3.20506e-16j -0.116845-9.55775e-16j 0.0314492-4.19011e-16j 0.0501215+3.03569e-15j 0.103817+8.74546e-17j -0.0839844-1.35722e-15j 0.00963647+1.23592e-15j 0.0800093+1.77722e-15j 0.0438047-1.06584e-15j -0.0446571-1.50178e-16j 0.1105-4.55776e-16j 0.00723982+2.11598e-15j -0.0719513-5.13973e-16j -0.0160213+1.21494e-15j -0.206889+4.66817e-15j 0.0116737+5.06136e-15j -0.0139763+3.3614e-15j 0.0317834-1.23737e-15j -0.00234751-3.9284e-16j -0.0332459-6.84578e-16j -0.0792552-2.0952e-15j -0.00658474+4.10866e-15j 0.013703+4.05966e-15j 0.000181393-1.18501e-15j 0.0202342+4.09293e-15j -0.0539662+2.51237e-15j -0.0104445+7.42303e-16j -0.0138793-1.06876e-15j -0.0012936+2.88385e-16j -0.00864655-3.99101e-15j 0.0183988+8.70873e-16j 0.0036955-9.12279e-16j 0.0138763-8.4568e-16j -0.0306488+2.97406e-15j -0.0308364+4.65683e-15j 0.0253335+6.74213e-16j 0.0409843-1.51471e-15j -0.0910773-1.09463e-15j -0.0546972-1.15154e-16j 0.0104511+2.96991e-15j 0.0609464-1.49607e-15j -0.0232171-4.93319e-16j 0.0271303-1.19205e-14j 
0.0012597-1.21289e-15j 0.0124255+1.02875e-16j -0.110752+1.63234e-16j -0.0284452-3.38918e-16j -0.0191167+2.38659e-16j -0.0478765-5.11656e-16j 0.0314516-6.40715e-17j -0.0084322-3.93648e-16j 0.0617118+9.20179e-16j 0.0231122+4.0463e-16j -0.00870681-9.47773e-17j -0.00323669-3.35694e-16j 0.00753021+6.27773e-16j 0.0451466-1.97778e-16j 0.0475734-5.78523e-16j -0.0679444+8.34625e-16j -0.0123269-7.8826e-16j 0.0597405+1.04265e-15j 0.0513225+5.95392e-16j 0.0733232+3.71747e-17j -0.0344777-1.12091e-16j 0.0264824+6.72374e-16j -0.00390537-4.77321e-17j -0.0495984-1.68912e-16j 0.066673+8.17036e-17j 0.0520981+3.24951e-16j -0.0283681-6.52273e-16j -0.08061+1.62973e-15j -0.0127175+2.45995e-15j -0.0447625+2.65505e-16j -0.0393436-2.21717e-16j 0.0841542+9.77078e-16j 0.0512052+8.7941e-16j 0.00879739+1.40716e-16j -0.0491638+2.40857e-16j -0.0423332+8.70406e-17j -0.0735996+9.84612e-17j 0.010079-6.22959e-16j -0.0791989-1.83843e-15j -0.0233898+6.30151e-16j -0.0453965+4.74895e-16j -0.0283475+5.37413e-16j 0.0690348+4.14862e-16j 0.0163538-2.79517e-16j -0.0138288-1.15377e-15j -0.0276262-8.02191e-16j -0.0289227+5.36155e-16j 0.00806471+3.35329e-16j -0.00162438-2.92357e-16j 0.0490979+4.24358e-16j -0.0228789+5.33614e-17j -0.00613095-1.73267e-16j -0.0491339+3.81361e-17j 0.0980059-1.35681e-16j 0.0254686-2.68587e-15j -0.0236655+1.18946e-14j 
-0.0441893+9.5724e-15j 0.0534858+2.06045e-15j 0.131548-2.90342e-16j -0.0160568+4.77284e-16j 0.0163654+5.04421e-17j -0.00360846-1.86306e-16j -0.00165911+4.15271e-16j 0.0170971+4.66654e-16j -0.000587724+2.64736e-16j 0.0264009+1.91448e-16j 0.0684301-1.02053e-16j -0.0485226+7.4526e-17j -0.0215154-3.01306e-16j 0.086335+4.34294e-16j -0.0705092-3.1324e-16j -0.0561607-3.02484e-16j 0.0372742+1.9748e-15j 0.0476339+1.21899e-15j -0.0282845-1.35632e-16j -0.024532+1.0055e-16j -0.0397673-2.01855e-17j 0.0530388+5.26561e-16j -0.106011-5.28641e-16j 0.0962196+2.42976e-16j 0.01668+9.87899e-17j -0.00992554-1.42462e-17j 0.0929646+3.01653e-16j 0.0827382-1.31687e-15j 0.037762-2.4085e-15j 0.0699237+4.4714e-17j 0.0510933+1.95913e-15j 0.0932561+1.18265e-15j 0.0507684+7.68383e-16j -0.0169888-2.26427e-16j -0.0208054+4.0738e-16j 0.0255326+6.03046e-16j 0.0274436-6.25209e-16j 0.0103981+4.31813e-16j 0.011604+3.04489e-16j -0.0433163-2.09859e-16j -0.0482596+5.76196e-16j -0.0385431+4.40362e-16j -0.0623923-4.25071e-16j 0.0100952+1.73117e-17j -0.131919-9.67047e-16j -0.0418037-9.86065e-16j -0.0278938-1.08801e-16j -0.00242773+4.96792e-17j -0.0708484-9.07801e-16j -0.0423044+4.95269e-17j -0.0067187-3.53193e-16j -0.0141921+9.59953e-17j 0.0599476+2.90867e-16j -0.0788484+1.66233e-16j 0.0108768+7.28265e-15j 0.085106-3.29667e-14j 
-0.0166102-7.26778e-16j 0.0849676+1.5923e-15j -0.044401-1.20426e-15j -0.0300102-1.06861e-15j 0.0126056+3.95082e-17j -0.0449454-1.35876e-15j -0.0748082-2.58539e-16j -0.0546045-6.47844e-16j 0.0442787-1.68467e-17j 0.00977012-6.21816e-16j 0.0520404+4.76838e-16j -0.0880424-1.04421e-15j 0.085958+1.43406e-15j -0.0299399+7.39012e-16j 0.135747-1.47581e-16j -0.0485279+9.18814e-16j -0.0230555-5.42229e-16j 0.0532427+3.41506e-15j -0.0111008-1.80334e-16j -0.0371361-1.20336e-15j 0.0345255+1.35198e-15j 0.0818171+2.19487e-15j 0.0224432+7.76463e-16j -0.0127186+5.33219e-16j -0.055165-6.52313e-16j 0.0493742+4.03839e-16j -0.0657235-1.62145e-15j 0.003686-9.28095e-16j -0.0505253+8.92465e-16j -0.0360921-6.0503e-16j -0.050406-8.18438e-16j 0.00909877+5.17428e-16j 0.0300501+3.36403e-16j 0.0453286+1.17048e-15j -0.0259936-1.42577e-15j -0.0188692-4.95282e-16j -0.0191421+2.06315e-16j -0.0281158+2.79697e-16j 0.116027+2.6986e-15j 0.0547657+1.48842e-15j 0.00640551+3.39922e-16j -0.0312687-1.02939e-16j -0.0180813+8.62593e-16j -0.0411248-1.22405e-15j -0.0788644-9.83105e-16j -0.0497685-7.49198e-16j 0.0492284+4.14078e-16j 0.0077945-1.00952e-15j 0.0390145+9.26195e-16j 0.00078608+1.34931e-15j 0.0748866+5.22616e-16j -0.0487638-1.24577e-15j -0.00809801-6.87841e-16j 0.00910548+6.85064e-16j -0.0142198+6.39594e-15j 0.0691884-2.77614e-14j 
0.0285185-1.16073e-14j 0.0463569-1.09925e-15j -0.0594772-1.11933e-15j -0.0230721-6.65164e-16j 0.00227483+3.86953e-17j -0.097394-1.03095e-15j 0.0281829-4.85186e-16j -0.0398864-1.15298e-15j -0.0589763+2.32511e-16j -0.0898011-1.7413e-16j 0.0190555+8.4608e-16j -0.0271146-1.15376e-15j 0.0534401+9.37858e-16j 0.0415439+2.199e-17j 0.034506+1.19962e-15j -0.0252307-3.1175e-16j 0.0678632+3.07417e-15j 0.137459+3.80417e-15j 0.0187996-8.16574e-16j -0.0353122-9.74654e-16j 0.0204412-1.52346e-16j 0.0128359+1.36985e-15j 0.0718952+8.89751e-16j 0.0138779-4.93382e-16j 0.0144853+1.47234e-16j -0.0820579-1.33086e-16j -0.0308333-6.22308e-16j -0.173993-1.09285e-15j 0.0128141+2.63577e-15j 0.0247655+7.74594e-16j 0.0185717+3.05551e-16j 0.0347161+1.3859e-15j -0.0843386-9.05759e-16j 0.0715355+1.41078e-15j -0.0447168-5.63053e-16j -0.0181231-6.07294e-16j -0.0534021+5.3999e-16j -0.0721128-1.81174e-15j -0.0545559-2.96459e-15j -0.0133444-6.4932e-16j 0.0123813-1.06667e-15j 0.139043+2.98671e-16j 0.131276+2.37527e-15j -0.0808772-9.47082e-16j 0.0298876-4.89963e-16j 0.0394622+6.37648e-17j -0.0204476+7.69693e-17j -0.0950048-1.07877e-15j 0.0993552+1.49343e-15j 0.114293+1.32554e-15j -0.00177075+8.62245e-16j -0.043693-8.39368e-16j -0.0504062-6.41619e-16j 0.0048322+3.49346e-16j -0.0145951+2.91137e-16j 3.3155e-05-5.89693e-16j 
0.0529817-1.16883e-14j -0.0587208-2.33639e-15j -0.052775+3.47043e-16j -0.00131631-4.55484e-16j 0.00556681+1.13232e-16j -0.0398398+2.50299e-16j 0.0775381+3.78252e-16j 0.0516629+5.16279e-17j 0.0651677-8.6139e-17j 0.0455412+1.17342e-16j -0.0812584+3.49447e-16j 0.0110063-4.0863e-16j 0.0149363-4.02599e-16j 0.0107753+4.67802e-16j -0.0254229+4.569e-16j 0.0407345-9.56255e-16j -0.0114135-8.93962e-16j -0.00662799-6.6447e-16j 0.0981423+2.40096e-17j 0.0254131+4.47721e-16j 0.00916921-2.87399e-16j -0.0622671-1.56514e-16j 0.0566978-6.40031e-16j -0.011974+1.10423e-16j -0.0104289+2.53501e-16j 0.0359541+4.15851e-16j -0.0554263+3.90689e-16j 0.0169782-1.48995e-15j 0.0749529-2.51584e-15j -0.0340422-2.75087e-16j -0.0123954-3.2039e-16j 0.0527758+2.6753e-17j 0.0942681+5.34505e-16j -0.0629524-6.40554e-16j 0.0191193-1.21711e-16j 0.0200157-2.42259e-16j -0.071033+6.20937e-16j 0.0480947+7.31471e-16j -0.0242667-3.92385e-16j 0.0719031+5.06275e-16j 0.0408218-6.10301e-16j -0.0202681-1.0591e-15j -0.0164449-7.004e-16j -0.0103833+6.16678e-16j 0.00246266-6.02142e-16j -0.0243256-5.53925e-16j 0.0226457-1.33432e-16j 0.0213046+4.97644e-16j -0.0641477-1.52749e-16j 0.0561783-2.99081e-16j -0.0698324-2.7878e-16j 0.0157319-1.14578e-16j 0.0114083-9.06815e-17j 0.0854084-6.21636e-17j -0.017595-6.45206e-15j -0.0765065+2.92411e-14j 
-0.0341037+1.43936e-14j -0.0579048+3.56102e-15j -0.0146385+1.12829e-15j 0.0685662-1.31748e-15j -0.024406+3.06888e-16j -0.00891628+3.26937e-16j -0.0357102+1.3268e-15j -0.0330465+6.87312e-16j 0.0282599-1.08256e-15j -0.0102554+1.20687e-16j -0.0104363-1.32106e-16j 0.0637053-5.06966e-16j -0.0156957-1.27049e-16j -0.087056+2.05393e-15j -0.00710843-7.69541e-16j -0.0107769+6.66438e-16j 0.00144579+2.39456e-16j 0.00441946-5.12338e-16j 0.00992394-1.62171e-16j 0.0347095-3.15191e-16j -0.0482186+3.70809e-16j -0.00942747-4.69904e-16j 0.0370101-6.75642e-16j -0.0677673+1.46025e-15j 0.0567468-3.07287e-16j -0.00646006-1.05949e-15j 0.0682065-4.67936e-16j 0.0280628-1.30363e-15j 0.0146861-5.65983e-16j 0.0387244-4.76712e-16j 0.0627728-2.95091e-18j -0.00537034+6.29745e-16j -0.0727971+4.41268e-16j 0.0728126-1.71507e-15j 0.0548058-1.11666e-15j 0.0112007+4.03484e-16j 0.0335498-1.00234e-15j -0.000362195-4.76508e-16j -0.0528913-1.12713e-15j -0.0819841-2.19059e-16j 0.0046762-1.01229e-15j 0.0942606-1.13514e-15j 0.11947-9.96657e-16j -0.0277677+9.3421e-16j 0.0375066+1.09216e-17j 0.0156692+4.89465e-16j -0.0345304+4.25613e-16j -0.0391656+5.59856e-16j 0.0258415-5.33812e-16j 0.0330311-3.9406e-16j 0.0383916-1.50718e-15j 0.0575096-7.91057e-16j -0.0383388+1.07036e-15j -0.0669215+1.14214e-15j 0.0220028-6.31821e-15j -0.0653905+2.88144e-14j 
0.086316-2.22954e-14j -0.0436912-4.77136e-15j -0.0594986+6.29402e-16j 0.0202516-5.62423e-16j 0.035149+1.62493e-16j 0.0256383-1.90073e-16j 0.0126618+1.72511e-16j -0.0482021+1.21876e-16j 0.0167235-5.29642e-16j -0.00291667-2.8084e-16j -0.0359251+3.90684e-16j 0.0336797-7.59974e-16j -0.039976+1.79068e-16j -0.0119244+3.57847e-16j -0.00544679+3.97938e-17j 0.0350311+3.34874e-17j -0.0193148-8.54338e-16j -0.0325651-4.77082e-16j 0.0536319-1.57618e-16j 0.0464288-8.33781e-18j -0.0601882-1.18987e-16j -0.105126-9.8097e-16j 0.0189076-1.95056e-16j -0.0835387+5.47381e-16j 0.0368817-3.62768e-16j -0.0216967-7.17954e-16j 0.00130686-5.55692e-17j 0.0337052-2.69434e-16j 0.00320803-3.99291e-16j -0.00670351-3.15263e-16j -0.0501555-9.35583e-16j -0.0263967-6.35382e-16j 0.0095748-1.12857e-16j -0.0260898-5.38705e-16j 0.0529915-1.083e-16j -0.016709+8.78854e-17j -0.0377449+5.17561e-16j 0.0440479+4.24189e-16j -0.0191721+5.17179e-16j -0.0204041-1.59583e-16j 0.0228519-2.94141e-16j 0.0493516-2.27236e-16j -0.0140348-6.48858e-16j 0.0170634-2.40809e-16j 0.0291399-3.48353e-16j -0.0244239-1.76891e-16j 0.00410069+1.26576e-16j 0.0599141+9.66868e-17j 0.0505843+1.49729e-16j 0.00563168-5.47944e-18j 0.012225-1.19959e-16j 0.0196635-2.28541e-16j 0.00718358+1.65857e-16j 0.0507834-2.04592e-16j -0.0667741-4.3385e-15j -0.0601499+1.83383e-14j 
-0.0289078+4.03232e-14j -0.0119668+1.71862e-14j -0.0285868+3.12803e-14j 0.0176847-2.05398e-14j -0.0163492+1.78928e-14j -0.00295163+3.12715e-15j -0.0326657+3.48656e-14j -0.0122684+1.23905e-14j 0.0380326-4.2798e-14j 0.0165744-1.87981e-14j 0.0185158-1.8691e-14j -0.00332604+2.23616e-15j -0.0130255+1.43581e-14j -0.0265504+3.01065e-14j 0.013672-1.39789e-14j -0.0165054+1.82954e-14j -0.00984826+1.03697e-14j 0.0306581-3.09329e-14j -0.00478648+3.15715e-15j 0.00892154-1.12363e-14j -0.038759+4.28349e-14j 0.0180587-1.77257e-14j -0.00920697+9.03747e-15j -0.0313063+3.45984e-14j 0.0103233-1.19189e-14j 0.0118452-1.42178e-14j 0.0264531-2.94713e-14j 0.00951627-1.13822e-14j -0.0143781+1.47593e-14j 0.000244384-6.95976e-16j 0.03943-4.20829e-14j 0.0129972-1.44533e-14j 0.000575123-1.05471e-15j 0.0430167-4.59423e-14j 0.00851594-1.06392e-14j -0.018962+2.01825e-14j 0.0231837-2.45353e-14j -0.0220905+2.19454e-14j -0.0364408+3.86582e-14j -0.0478322+5.17192e-14j 0.00893659-9.86224e-15j 0.0214648-2.34724e-14j 0.0573631-6.20779e-14j -0.0177696+1.88383e-14j -0.0116413+1.20038e-14j -0.0126815+1.37195e-14j -0.0342601+3.76592e-14j -0.0298112+3.20105e-14j 0.000931256+7.42854e-17j 0.00750722-8.45574e-15j 0.0423625-4.52821e-14j 0.0224047-2.56739e-14j -0.027766+3.00732e-14j -0.00931036+1.01494e-14j 0.0207091-2.47681e-14j -0.0224118+3.7155e-14j 
-0.0389753+1.36797e-14j -0.0254917+2.51597e-15j 0.0208728+1.25595e-15j -0.000128336-1.40263e-16j -0.0252164+2.19407e-16j 0.0191395-1.8226e-16j 0.0193809+1.01352e-15j 0.0620239+1.53556e-15j 0.0148244-2.15884e-16j 0.0103696+4.92638e-16j -0.0528032-3.21551e-16j 0.0529929-6.38812e-16j 0.0182731+7.62481e-16j -0.00377187+8.43275e-17j -0.0110828-9.9315e-16j -0.0182194+3.55632e-16j 0.0191728+8.31537e-16j -0.0576078-3.08617e-15j 0.0208601+1.07024e-15j 0.00729879+1.4339e-16j 0.0360633+1.31476e-15j -0.00228037-3.67669e-16j 0.00463618+4.40161e-16j 0.0284914+1.79363e-15j 0.00265224-1.3185e-15j 0.0367003+1.06293e-15j -0.0147006-8.52505e-16j -0.0114859+2.91793e-16j -0.00290358+9.90133e-16j 0.00181513-2.65557e-16j -0.0144601-9.28258e-16j 0.0224346-1.44108e-16j 0.0141054+6.97671e-16j -0.00584006-2.14798e-15j -0.0404952+6.45757e-16j 0.0228431+3.85656e-16j -0.0261018-5.13872e-16j -0.00566605+7.38837e-16j -0.01723+1.46494e-15j 0.0354978+2.34985e-15j -0.0398506+6.33639e-16j -0.0554756-9.53995e-16j -0.00381252-2.4295e-15j 0.0208723+9.7164e-16j 0.0452062-3.74183e-17j 0.0533024+3.75314e-16j 0.00338075+5.45021e-16j -0.00148945+4.55567e-16j -0.0649252-1.199e-15j -0.0174154-3.99345e-16j -0.0484924-1.40866e-15j 0.010275-2.20324e-16j -0.00576277+1.11409e-15j 0.0106749+2.74416e-17j 0.0514772-1.93465e-15j -0.00603088+6.9776e-15j 
0.0865765-2.40553e-14j -0.0200462-5.51063e-15j 0.005328+7.87982e-16j 0.0269189-3.09476e-16j 0.0478291+1.2725e-16j -0.0250981+5.78563e-16j -0.00427926+7.86023e-16j -0.0459252+6.92895e-16j -0.00153938-3.27756e-16j -0.00324249-1.11397e-16j 0.038132-1.34246e-15j -0.0523274+1.19452e-15j -0.00363496+1.76047e-16j -0.0231868+5.64668e-16j -0.0244249+2.5745e-16j 0.0273352-3.46631e-16j -0.0224954-6.70365e-16j -0.0183501-1.7129e-15j 0.0388639+5.83576e-16j 0.0176461+1.0745e-16j -0.0562165+2.95404e-16j -0.0811174-1.58632e-15j 0.0376344+2.9851e-16j -0.00180726+5.25233e-16j -0.0201089+1.12479e-16j -0.0213622-3.37941e-16j 0.0261207-2.53625e-16j 0.0349834-5.42878e-16j 0.026989-9.89053e-16j 0.0140857-6.09079e-17j -0.00780092-1.3374e-15j -0.022627-2.90836e-17j -0.0202865+8.05429e-17j -0.0449164-9.3398e-16j 0.0986036-1.35863e-15j -0.0216225+5.27637e-16j -0.0162912-2.69488e-16j 0.0469673+2.19152e-15j 0.0819432+2.84506e-15j -0.0236805+3.88398e-16j 0.0510466-1.70528e-15j 0.0901004-1.59623e-15j -0.0423306-1.38425e-15j -0.00517851+4.60269e-16j -0.0510304+5.17066e-16j -0.0623275+3.31805e-16j -0.00783949+7.27303e-16j 0.00453432+7.34648e-16j 0.068844-6.29054e-16j 0.0270663-3.73664e-16j 0.038949-1.25523e-15j 0.00577522-2.07292e-16j 0.0392583+4.24889e-16j -0.0273918+3.45422e-16j -0.0987667-1.22176e-15j -0.0370493+6.391e-15j 
-0.0370761+1.40208e-14j -0.0170034+3.20226e-15j 0.0308307+6.83235e-16j 0.0147509+5.06886e-16j -0.0139132+1.45241e-15j 0.00931541+2.66992e-16j -0.00829175-3.32435e-16j 0.026125-2.5193e-15j 0.0237974-2.12594e-15j 0.0236544-1.95047e-15j -0.0175206+6.74842e-16j 0.0211256+1.6746e-16j 0.000259427-7.79614e-16j -0.0191758+2.59849e-16j -0.00904205-3.15658e-16j -0.000329138+7.87759e-16j 0.00266718+9.80056e-16j -0.0221131+3.48709e-16j 0.00584806-2.14495e-16j -0.0171153-7.23088e-16j -0.00151672-9.8467e-16j 0.00345358-1.69521e-15j -0.00460039+1.95283e-16j 0.0141539-8.54359e-16j -0.0117908+6.6247e-16j 0.01203-3.01479e-15j 0.0120996+1.18213e-15j 0.0383381-5.28015e-17j 0.0119187-9.01775e-16j 0.0113766+1.40484e-15j 0.0243317+4.10654e-17j 0.0114729-1.37107e-15j 0.0128899-2.08234e-15j 0.00938876+4.70717e-16j -0.0133167+1.24942e-15j 0.00954777+1.2168e-16j 0.0154855+1.19306e-16j -0.015328-2.61696e-16j -0.0094673-2.67927e-17j 0.00699046-9.99217e-16j 0.000781166+7.30995e-16j -0.0175571+3.38807e-15j 0.000503345-1.63011e-16j -0.00353078-5.37338e-16j 0.00365138+3.54621e-16j 0.0154609+7.81234e-17j -0.00424259+3.46455e-16j -0.0151792+5.55258e-16j -0.0438986+2.95293e-15j -0.0131532+8.9493e-17j -0.00521807+1.00503e-15j 0.0153-4.30931e-16j 0.00167238+7.73137e-16j -0.02463-1.34524e-15j 0.0305229-3.04424e-15j -0.00214142+3.99446e-15j 
0.0410177-1.79871e-13j 0.0155597-6.52195e-14j 0.0142368-5.57676e-14j 0.00491947-1.93708e-14j 0.0312539-1.26194e-13j 0.012747-5.21679e-14j -0.00421717+1.69706e-14j -0.0542191+2.18452e-13j -0.0462401+1.87003e-13j -0.0409364+1.65511e-13j 0.00511687-2.15166e-14j 0.0121317-4.78727e-14j -0.0211039+8.57579e-14j 0.0118964-4.83346e-14j -0.00743363+3.05613e-14j 0.0236466-9.59869e-14j 0.0189085-7.48195e-14j 0.0188471-7.52352e-14j -0.0111189+4.49846e-14j -0.0190353+7.56875e-14j -0.0166706+6.73701e-14j -0.0340922+1.37896e-13j -0.00249054+1.02931e-14j -0.0243509+9.82846e-14j 0.0200605-8.02383e-14j -0.0683261+2.7507e-13j 0.018691-7.47689e-14j 0.0174889-6.87192e-14j 0.00701232-2.70923e-14j 0.0319017-1.27546e-13j -0.0110208+4.45025e-14j -0.0307039+1.24847e-13j -0.0376981+1.52029e-13j 0.0112106-4.44167e-14j 0.0153302-6.28828e-14j 0.00835423-3.22948e-14j 0.00832889-3.33804e-14j 0.000664887-2.73909e-15j -0.00250333+9.96428e-15j -0.0182682+7.39807e-14j 0.0114083-4.68451e-14j 0.0601246-2.42971e-13j -0.00688806+2.79663e-14j -0.01229+4.87681e-14j 0.0109482-4.45124e-14j 0.00237214-9.16762e-15j 0.0156848-6.21764e-14j 0.0227491-9.1515e-14j 0.0578699-2.34525e-13j -0.00256666+1.05217e-14j 0.0157689-6.44133e-14j -0.0113178+4.56287e-14j 0.0154516-6.18844e-14j -0.0220092+8.71922e-14j -0.0445699+1.82847e-13j 0.0157937-7.2855e-14j 
-0.0239059+2.37072e-14j -0.0286624+2.15309e-14j -0.0120787+8.25835e-15j 0.00743678-5.58564e-15j -0.0226137+1.44127e-14j 0.0277478-1.974e-14j -0.0352807+2.49735e-14j 0.0424374-2.7447e-14j 0.0184594-1.17148e-14j 0.0211652-1.35121e-14j 0.0405113-2.86266e-14j -0.0384051+2.69633e-14j -0.0111489+8.27409e-15j -0.0294367+2.07426e-14j -0.013063+9.28373e-15j -0.00274218+9.30728e-16j -0.0218313+1.38367e-14j -0.031725+2.12302e-14j -0.0248812+1.75607e-14j 0.00805749-4.97215e-15j -0.0168266+1.24584e-14j 0.00124615+6.61739e-16j -0.0160655+1.09704e-14j 0.0284553-1.87128e-14j -0.0502111+3.44973e-14j 0.0387681-2.50608e-14j 0.0127138-9.68242e-15j -0.0315022+2.23397e-14j -0.0548387+3.99829e-14j -0.0230212+1.50169e-14j 0.0375844-2.49885e-14j -0.0237293+1.79473e-14j -0.00301582+3.2958e-15j 0.00100322-9.36884e-16j 0.0247689-1.87153e-14j -0.0399987+2.73277e-14j 0.0302438-2.13625e-14j -0.0295529+2.01629e-14j 0.0125356-9.42505e-15j -0.0345629+2.44437e-14j 0.0170069-1.27984e-14j -0.0106931+5.19189e-15j 0.00701929-4.36928e-15j 0.00987798-6.28652e-15j -0.00198177+1.4402e-15j 0.000625524+3.63925e-17j -0.0585047+4.01057e-14j -0.0542327+3.6735e-14j -0.0118878+6.0136e-15j -0.0225432+1.57006e-14j 0.047735-3.42279e-14j 0.0229442-1.57207e-14j -0.0182794+1.2072e-14j 0.000319204+5.37515e-16j 0.0189573-1.43203e-14j -0.0324725+3.69624e-14j 
