0.0414244-1.3219e-14j 0.0154125-2.87824e-15j -0.0148459-1.75901e-17j -0.0183989+1.49504e-17j 0.0210119-9.70626e-18j -0.00030887-1.92788e-17j 0.0144451-6.55154e-18j -0.0147696-5.87201e-19j -0.0236923+6.39755e-18j -0.0214946+1.97793e-17j 0.0085321-1.38533e-17j -0.0201411+3.59694e-17j -0.00557338-6.37533e-17j 0.0343145-7.69265e-17j -0.00670622+1.89722e-16j 0.0110822-1.84436e-16j 0.0109397+4.13907e-16j 0.0263269+3.59219e-16j -0.000904963-2.07549e-16j -0.00159741-1.97918e-17j 0.00138294-1.06863e-16j -0.0168348-1.91764e-16j -0.00524844-2.23633e-17j -0.00104726-5.52891e-17j 0.00159398+8.69879e-17j -0.0250811+1.05594e-17j -0.0104447-1.37828e-17j -0.0207598+2.01147e-16j -0.00242662+4.99442e-16j -0.000195745+1.04405e-16j -0.0172956-2.42125e-16j -0.00253141-7.2613e-17j 0.00650055-8.11776e-17j -0.0134943+1.5955e-17j 0.00670751-7.51906e-17j 2.70777e-05-4.88063e-17j -0.016893+2.42138e-16j 0.00759827+1.81659e-16j 0.00177989+2.62048e-17j 0.00317653-4.62692e-17j 0.00656672-1.60324e-16j 0.0148332-1.70412e-16j -0.0168829-1.17807e-16j -0.00438277-2.80705e-17j -0.00800869-1.86813e-17j -0.0109417-9.6142e-17j 0.00608086-1.13995e-17j 0.0160797+3.11349e-17j 0.0259241+5.20041e-17j 0.005581+1.96356e-17j 0.000157224-5.73758e-18j -0.016915+2.0247e-18j 0.00998352-1.15903e-16j 0.0259568-9.80552e-17j -0.0332444+1.16074e-15j 0.00599659-5.27802e-15j 
-0.00269611+2.10537e-15j -0.0199807+2.71839e-16j 0.0221711+1.5083e-16j 0.0194816+1.68773e-16j 0.00309864+2.69869e-17j 0.00630081-4.71897e-17j -0.0119891-2.96971e-17j 0.00503845+3.59967e-17j 0.0221301+1.71483e-16j 0.0175075+1.15039e-16j 0.00305225-2.72111e-17j 0.00171125+4.04773e-17j 0.000726249+4.73697e-17j -0.0259703-1.2689e-16j -0.0138443-1.47411e-17j -0.0058819-1.09785e-16j -0.0109977-5.23347e-16j -0.0345022-7.94499e-16j 0.011004+3.50978e-16j 0.018273+3.03473e-16j -0.0140187-1.00739e-16j -0.0119494-1.66938e-16j 0.00105859+5.77104e-17j 0.00280115+7.48373e-17j 7.97874e-05-6.43049e-17j 0.0251474+5.4891e-17j 0.02328+1.8935e-16j 0.0454229-5.03976e-17j 0.00692793-8.96903e-16j 0.00945047-1.99011e-16j 0.00317365+1.14899e-16j 0.00361586+9.21277e-18j 0.00589866+7.61791e-17j -0.0130287-2.39647e-16j 0.034753+1.20812e-16j 0.00937856+1.80446e-16j 0.00288074-2.03839e-17j 0.0273892+9.34386e-16j 0.0333184+1.59192e-15j -0.00776422-1.6199e-16j -0.00348942+6.48251e-17j -0.00440475+9.2684e-17j -0.0200027-2.6827e-16j 0.0107788+7.71137e-17j -0.0208-2.92874e-16j -0.0160999-3.43237e-16j -0.00192779+5.60506e-18j 0.010103+9.05065e-17j -0.0153035-1.50779e-16j -0.0122184-4.1941e-17j 0.00876729+6.68108e-18j 0.017404+1.36617e-16j 0.0160566+1.55793e-16j -0.0238001-1.54751e-16j -0.00724146-1.0078e-15j -0.0121157+4.06102e-15j 
-0.0333155+1.03314e-14j -0.00719814+2.27909e-15j 0.0197158-4.85234e-17j 0.00479586+5.24586e-17j -0.00886644+2.37267e-17j 0.014334-7.37486e-17j -0.0265527+2.73111e-17j 0.0288417-2.97489e-17j 0.0292719-5.27237e-17j 0.0133969-3.20899e-17j 0.00831661-4.20517e-17j -0.00793257+9.5484e-17j 0.00836128-1.63421e-17j -0.00852311+3.23061e-17j -0.00773602-8.2199e-17j -0.0197221+1.08266e-16j 0.0167103+8.45955e-16j 0.00222121+5.42965e-18j -0.00332705-3.25029e-18j -0.0134516-1.60577e-17j -0.00271682+1.26722e-16j 0.012531+1.71694e-16j -0.0188465-7.21021e-18j 0.0239083-1.97271e-17j -0.0192493-6.21126e-17j 0.021852-5.11956e-17j 0.0187151-1.24456e-16j 0.0221939+1.13276e-16j -0.0156341-1.16712e-16j 0.0168826-1.35551e-16j 0.0286629+6.993e-16j 0.0262895+2.24392e-16j 0.0236465+7.84033e-17j 0.0228929-1.26802e-17j -0.00231276+8.18931e-17j 0.0105347+1.06849e-16j 0.00717993+4.67291e-17j -0.0219532-3.70967e-17j 0.00296732-2.23411e-16j -0.00741043+1.15053e-16j -0.00633671+9.54897e-17j -0.0146362+1.2649e-16j 0.00384582-2.08648e-17j -0.0150655+8.8037e-17j -0.0211918+1.95607e-18j 0.00674303-4.25688e-17j -0.0196563+5.10864e-17j -0.0238013+3.53028e-17j -0.0400519-6.02523e-17j -0.0197985-3.63185e-18j 0.0240363-2.02675e-17j 0.0117004-4.27379e-17j 0.00059573+7.14315e-17j -0.0164964+4.60093e-17j 0.023485-3.92693e-16j 0.00103028+1.67271e-15j 
-0.00307734+1.09541e-15j -0.00331788+2.42621e-16j 0.0476857-1.9753e-16j 0.00536777+1.8707e-16j 0.0071782-2.34962e-17j 0.0029813-6.51165e-17j 0.0143718-3.34417e-17j 0.0134234+2.65341e-17j -0.00565776+5.38301e-17j 0.00489857-2.85907e-17j -0.027602+6.68985e-17j 0.0223273-1.20964e-16j 0.0100296+4.09691e-17j -0.0015722-1.32804e-16j -0.0150961+3.21547e-16j 0.0120277-4.05599e-16j 0.00934762+5.39687e-16j -0.0311729-4.20028e-16j 0.0121546+1.72867e-16j -0.0178034-1.0979e-17j 0.0208805+1.00102e-16j -0.0111489+4.47515e-17j 0.00747067+8.74762e-17j 0.0212435-7.08347e-17j -0.00591032-6.67117e-17j -0.00456127+1.77221e-16j -0.00164714+1.87795e-16j 0.0434919-9.90169e-16j 0.0315475-1.70874e-15j 0.0172487-1.00279e-16j -0.00875041-1.97163e-16j 0.00279175-1.72571e-16j 0.00765749+3.754e-18j -0.0192632+4.33498e-17j -0.00536324+8.63176e-17j 0.0298948+9.65942e-17j -0.00373238+3.93894e-17j 0.0147037+3.84052e-16j 0.0234927+8.60423e-16j 0.0364064+2.94453e-16j -0.00389748+2.1829e-16j -0.0168468-5.14017e-17j -0.0383619-1.5981e-16j 0.00392708-6.69661e-17j 0.00207936+3.43089e-17j 0.0115895+9.33703e-18j 0.0299255-6.0974e-17j 0.0192058-1.81467e-17j -0.0282722-2.02355e-17j -0.0106929-1.41805e-17j -0.0310922+4.33726e-17j -0.0025028+4.0467e-17j 0.0263211-5.33521e-17j -0.0229228-3.05675e-17j -0.000241837+1.35167e-15j 0.0153516-6.15815e-15j 
0.00317496-1.54878e-15j 0.00925485-3.39875e-16j -0.013855+3.10656e-18j -0.0123434-1.63124e-17j -0.00328198-1.81974e-17j -0.00231595+1.00053e-17j 0.0186364+3.36259e-17j -0.00261232+4.5795e-17j -0.0124057-1.83041e-17j -0.00771659-2.73112e-17j -0.0089024+2.69345e-18j 0.0121864-2.93215e-17j -0.00560871+2.28506e-17j 0.0228004-4.22736e-17j 0.00336635-1.38514e-16j -0.00608285+8.98427e-17j 0.00292807+1.51652e-16j 0.00803687+8.31636e-17j -0.000347704-1.23065e-17j 0.0106057+7.44432e-18j 0.00486219+4.20364e-17j 0.00576626+6.97181e-17j -0.00588904-6.43063e-17j -0.00725118-1.68049e-18j 0.0214569+5.401e-17j -0.00573131+1.374e-17j -0.00979754-8.45765e-17j -0.027877+1.15993e-16j -0.00096526+6.07283e-16j -0.00775127+1.62869e-16j -0.0163337-2.50077e-16j 0.00516333-4.19837e-17j -0.00186781-4.68457e-17j -0.00411734+3.50696e-17j -0.0227562+8.90382e-17j -0.00408875-2.56105e-17j -0.0116134-4.51207e-17j 0.00212513-4.17903e-16j -0.0261549-7.40246e-16j 0.000586755+9.43548e-17j -0.0165252+1.77803e-16j -0.0105476+1.8539e-16j 0.00784682+1.03653e-16j 0.0119114+3.71376e-18j 0.0154451+1.19653e-16j 0.00825688+1.69268e-16j 0.00235837-1.87592e-17j 0.0106284+7.82835e-18j 0.00478161-7.11962e-18j 0.00512871-8.99247e-19j -0.021694-6.0664e-17j -0.00840442+7.59114e-18j -0.00820119-5.91298e-17j 0.0214285-1.8553e-17j 0.00697048+4.738e-16j 0.00652265-1.99502e-15j 
-0.0200115+6.03477e-15j -0.00205335+1.35282e-15j 0.0348872-1.11068e-16j 0.0108576+6.13285e-17j -0.00605091-3.75041e-18j 0.00993126-4.54037e-17j -0.00199535-1.53141e-18j 0.00149897-5.0775e-18j -0.0108244+2.08758e-17j 0.00220911+2.4603e-17j -0.00894522+6.62909e-17j 0.027018-1.17714e-16j -0.00136533+2.92123e-17j -0.0141989+7.16666e-17j -0.00329942-1.37262e-17j -0.00432934-2.47475e-17j -0.00374106-7.52174e-17j -0.0391853-4.54735e-16j -0.00609458+2.19131e-16j 0.000234728+5.70511e-17j 0.0049321+2.20811e-17j 0.00284791+1.0554e-16j -0.00167422-4.339e-17j 0.00773075-1.66616e-17j 0.00886764-3.63177e-17j 0.0014864-2.10607e-17j 0.0115587+4.07948e-17j 0.0185914-2.32501e-16j 0.0049769-4.12026e-16j 0.00937961-6.84189e-17j -0.00740279-2.84731e-16j -0.0128765-1.00712e-16j -0.0225775+3.69483e-17j -0.00466164-4.23731e-17j -0.00898374+8.56248e-18j 0.00574343-7.88061e-18j 0.0116836-1.95474e-16j 0.00565405+6.59966e-17j 0.0107361+4.66805e-16j 0.00224914+1.15963e-17j -0.0177739+2.66988e-16j -0.0123066+1.38387e-16j -0.0122502-7.80109e-17j 0.0195971-7.35914e-18j 0.0153919+3.18048e-17j 0.0165023+7.9251e-17j 0.00862192-2.70947e-17j 0.00784171+3.48089e-17j -0.00671725-2.8473e-17j -0.0159828-4.89015e-17j -0.0150913-1.56865e-17j 0.00350574-6.73551e-19j 0.00629448+7.3634e-17j -0.0301494+1.1517e-16j 0.013696+9.47553e-16j 0.0138404-4.29043e-15j 
0.013395-4.22187e-15j 0.00430901-9.06027e-16j -0.0303751+1.61011e-17j -0.00764159-8.0052e-17j 0.0098053-1.3408e-17j 0.0453093-1.49273e-16j -0.0331479-1.68492e-16j -0.0168377-1.19936e-16j -0.000613428-4.20363e-18j -0.0165781-4.15704e-17j 0.00430111+5.43157e-17j 0.00190149+1.12881e-17j -0.0100722+3.00693e-17j -0.00489791-2.844e-17j 0.0209556-1.87946e-16j -9.37028e-05+2.22441e-16j 0.00419407+2.38294e-16j -0.0037505+8.92594e-17j -0.0196246-5.58991e-17j 0.00388908+5.24413e-17j -0.000986686-5.99171e-17j -0.0104945-1.5721e-16j -0.0209097-1.41278e-16j -0.0329954-4.8869e-17j -0.000763461+3.50236e-17j 0.000459643-1.1686e-16j -0.00612878-2.13457e-16j 0.00268858+1.23277e-15j -0.0542+1.39797e-15j -0.00514874-1.48411e-16j -0.0252665-4.21471e-16j -0.02569-2.23257e-16j 0.00676747+1.01741e-18j 0.02072+9.93871e-17j 0.0072846-9.12699e-17j -0.00103044-5.70691e-17j -7.69574e-05+1.62757e-16j -0.00878866-5.19528e-17j 0.00380266-6.39642e-18j -0.00936675-5.84668e-17j -0.00635482+1.11527e-16j -0.00857598+1.07869e-16j -0.00902725-8.28696e-17j 0.000780496-6.22465e-17j 0.0136876+9.03965e-17j 0.00495889+4.59331e-17j 0.00205436-3.51474e-17j 0.0270027+9.47686e-17j 0.0200574+9.02128e-17j -0.035489-4.01363e-17j 0.0413381+1.23524e-16j -0.00056005-1.16029e-17j -0.00626209-8.01808e-17j 0.0275862-4.8127e-17j -0.0114586+4.3195e-16j 0.002776-2.09109e-15j 
-0.0137859+3.29032e-15j 0.0120699+7.11956e-16j 0.00429032+8.09267e-19j 0.0068735-2.54573e-17j -0.00112545+1.49082e-17j -0.00696206+1.15369e-16j -0.017906-3.4668e-17j -0.0214355-2.78454e-17j -0.000135979+6.73691e-18j -0.00617076+1.80855e-17j 0.00284341-2.06526e-17j 0.00603954+2.86741e-17j 0.0117413-3.30851e-18j -0.0198684+4.43742e-17j 0.0225554-3.13539e-16j -0.00630656+2.94821e-16j -0.000839767-2.66568e-18j 0.009064+1.73564e-16j -0.00979966-5.94306e-17j -0.00767813-5.90395e-17j 0.00796727+7.55616e-17j 0.021036+1.11609e-16j 0.00847781-4.70996e-18j -0.0149271+3.84951e-17j 0.00630049+2.59242e-17j -0.00201287+4.06312e-17j 0.00179448+6.57429e-17j 0.0159983-1.1864e-16j 0.000618987-3.60669e-16j 0.00652578-5.38441e-17j 0.000198338-1.05045e-16j -0.00646248-2.65852e-17j -0.0160926+6.90584e-18j 0.0223596+7.22265e-18j -0.000184852+7.76434e-18j 0.00983904+1.43016e-16j 0.0110999-8.39303e-17j -0.00193793+1.17671e-16j 0.0130001+3.77566e-16j 0.00134724-8.15086e-17j -0.00256334-8.02614e-18j 0.00739186-7.24517e-17j 0.0127728+5.37499e-17j -0.0110508+3.35375e-17j -0.00220226+1.1256e-17j -0.000213404-1.01577e-19j 0.0159994+1.66335e-17j 0.00405592+4.08214e-17j 0.0118459+4.50171e-18j 0.000945647-3.81328e-17j 0.0118159+2.7658e-17j -0.00224944+3.74656e-18j -0.00348147+8.82112e-17j -0.0218505+1.10076e-16j 0.00380435+1.17313e-15j 0.0142428-5.33688e-15j 
0.0279767-6.1885e-15j -0.0314706-1.36372e-15j -0.0160986+1.86328e-16j 0.0224843-1.49723e-16j 0.00838955+3.98548e-17j -0.00495811+5.80902e-17j -0.012037-3.38682e-17j -0.00612346-6.00483e-17j 0.00619148-3.11687e-17j -0.0115024-1.13045e-18j 0.00910166-4.06948e-17j -0.0114136+4.96482e-17j 0.00260953+2.50403e-17j -0.0330589+9.65977e-17j -0.0146099+3.36778e-16j 0.0135782-2.43026e-16j 0.000211403+3.75594e-17j -0.00388067-1.79965e-16j 0.0148373-3.18753e-17j 0.0123196+2.09553e-17j -0.016815-1.85266e-16j -0.0369859-3.90519e-16j 0.0307004+1.22737e-16j -0.00956471+2.47343e-17j -0.0113342+6.60766e-18j -0.00292423-2.67134e-16j 0.0144096+9.77786e-17j -0.00288018+9.98591e-17j -0.00098202+9.62507e-17j 0.0092255+9.43728e-18j 0.0185848+1.98276e-16j -0.0138758+1.81779e-16j -0.0214202-1.65579e-16j 0.0050257-5.07328e-17j 0.0572874-2.90311e-16j -0.00105487+1.17311e-16j -0.00329625+1.99747e-16j 0.00810711+5.2496e-16j 0.0189676+5.99345e-16j -0.0211497-5.01885e-16j 0.0278403-6.77304e-16j 0.0570353-2.68624e-16j 0.0197052+8.62924e-17j -0.018923-3.96757e-17j 0.00105675-5.64088e-17j -0.00892981-1.10626e-17j -0.0174533+4.2362e-17j -0.0209499-2.58196e-17j 0.0270135+9.35784e-17j 0.0193098+1.24118e-17j 0.0307787+5.56943e-17j 0.018537-3.26896e-17j -0.000940189+7.1897e-17j -0.0112204-3.29038e-18j -0.0297512-3.33205e-15j -0.0441243+1.49954e-14j 
0.0282972-1.04736e-14j 0.0330402-2.31596e-15j 0.0390267-1.47009e-16j -0.00269419+2.17091e-16j 0.0346346-8.80414e-18j -0.000346861-5.83106e-17j -0.0113603-3.37074e-17j -0.0424705-7.36045e-17j -0.0203477+1.68886e-18j -0.0133861-1.05535e-17j 0.0174935-2.56315e-17j -0.0148796+8.75825e-17j 0.00722938-4.85292e-17j 0.0110315-1.24852e-16j 0.00847834-1.26482e-16j -0.00264556+8.15819e-17j 0.00531994+2.61638e-16j -0.0044251-2.10344e-17j -0.000188647-3.36604e-18j -0.0152953+3.3882e-17j -0.00706204-1.16978e-16j -0.0129054-2.13751e-16j -0.00706142+7.97968e-17j 0.00537674-6.22975e-17j 0.00221283+4.78617e-17j -0.0249546-5.57602e-17j 0.0103003+1.68513e-16j 0.0457817-4.73922e-16j 0.00941117-9.7756e-16j 0.024158-1.44067e-16j -0.033446-5.61134e-16j -0.00682979-3.6267e-16j -0.00635595-1.87757e-16j -0.0128724-4.22319e-17j 0.0107938-5.77702e-17j 0.0102908+2.88443e-17j -0.00687129+3.347e-16j 0.0203638+1.06167e-15j 0.0582492+1.82757e-15j 0.00981548-1.26672e-16j -0.00540812+5.3414e-17j 0.0135508-6.50693e-17j -0.0542643-2.96154e-16j 0.00262349-6.27736e-17j -0.0363203-8.90099e-17j -0.0220371-3.2306e-16j 0.0309185-2.00943e-17j 0.0375862+1.97545e-17j 0.0308452+1.08417e-16j -0.0162394+6.74834e-17j 0.0110646+1.09932e-17j -0.02174+4.40245e-17j 0.0362743-2.88014e-17j -0.0297801-8.29291e-17j -0.0440043+4.49131e-15j 0.0422143-2.06848e-14j 
-0.000219645+2.03915e-15j -0.0304554+3.93349e-16j 0.000214774+1.17913e-16j 0.0168709-2.83327e-17j -0.00648321+1.74782e-17j -0.0105308+4.99228e-17j 0.0142493+2.30479e-17j 0.0153163+2.36395e-17j 0.0198939+1.24026e-17j 0.0137976-1.08885e-17j -0.0177607-8.50052e-18j 0.0133356-4.27724e-17j 0.000190097+4.51987e-17j -0.0198863-1.61154e-17j -0.0220523+3.29681e-16j 0.00934022-2.90101e-16j -0.00786594-3.62122e-16j -0.00887706-2.67987e-16j 0.0157935+8.23681e-17j 0.0225232+5.85726e-17j 0.00316718+8.5241e-17j -0.00368291+1.5969e-17j 0.0173946+4.77725e-17j -0.00864236+7.56608e-17j 0.0107812-3.60857e-17j 0.0204296-3.95646e-18j 0.00924039+1.38604e-16j 0.0256348-6.86016e-16j 0.0297721-1.29962e-15j 0.000451094-8.46874e-17j 0.0182605+3.24336e-16j 0.0108641+9.97126e-17j 0.0101209+2.42045e-17j -0.0122524-6.70423e-17j 0.0332248-1.13226e-17j 0.0225868+2.72598e-16j 0.000738835-2.00154e-16j 0.0324793+2.41725e-16j -0.00151413+5.3917e-16j 0.00219302-5.72629e-17j 0.0065744-1.98534e-17j -0.000680817+4.22218e-17j 0.00935883+5.87072e-17j -0.00126146+6.84709e-18j -0.00289869-1.13186e-16j -0.0106542-8.17575e-17j 0.00400811+3.8888e-17j 0.00513823+2.01976e-17j -0.0249458-5.34725e-17j 0.014728-2.17375e-17j -0.0164489-9.25524e-18j 0.021051+3.25643e-17j 0.00414364+3.1116e-17j -0.00441287-6.54619e-17j 0.0027555-2.76538e-15j -0.0308268+1.24865e-14j 
-0.0263713+7.6045e-15j 0.00395587+1.68238e-15j 0.00505904-2.74553e-17j -0.00410486+3.84716e-17j -0.012035+5.3424e-17j 0.00606621-2.64472e-17j -0.0001179-3.64431e-17j 0.011953-5.87029e-17j 0.00989291-6.78894e-17j 0.0113524-8.5366e-17j -0.00940602+9.96157e-17j 0.0126145-9.92211e-17j -0.00151437+2.64314e-17j 0.0037365-1.93556e-17j 0.00417593-1.15931e-16j -0.00777177+1.13477e-16j 8.01538e-05+3.87042e-17j 0.00239419+7.68969e-17j -0.00845224+2.05472e-17j -0.00217638-5.58383e-17j 0.00969381+1.02847e-16j 0.0246306+1.65581e-16j -0.0146627-4.5116e-17j -0.000924223+5.25006e-17j 0.00682745-6.69233e-17j 0.0123781+2.42286e-17j -0.00141477-3.8761e-17j 0.0108508-1.48025e-16j 5.1717e-05-3.20499e-16j -0.00337627-1.39797e-17j 0.00485837+1.14048e-16j 0.0112028-4.94155e-17j 0.0154476+2.44413e-17j 0.0071881+3.75142e-17j -0.0213929+1.96172e-16j 0.00855448-1.02195e-17j 0.00840467-2.58946e-16j -0.00413445-4.36803e-16j -0.0172943-3.50143e-16j 0.00612732+1.93755e-16j -0.0130937+3.76302e-16j -0.0318603+3.34819e-16j 0.00359115-4.38556e-18j 0.00401312+1.91687e-17j 0.00154398+9.65216e-18j 0.00665526+3.3538e-17j 0.00451542-2.71987e-17j 0.00530675-9.73465e-18j -0.0277096+8.00854e-17j -0.0106264-2.16736e-17j -0.0106956+6.81108e-17j 0.00178079-2.93076e-17j -0.00493426+2.50214e-17j 0.00275292-3.15136e-17j 0.0264415+3.6458e-16j 0.0110412-2.07236e-15j 
-0.0479285+1.35565e-14j 0.00907217+2.95019e-15j 0.0377345-5.70628e-17j 0.0217223+5.00225e-17j -0.0219608+3.40588e-17j -0.0360092+2.38714e-16j -0.00353247+2.32428e-17j -0.0135714-1.7468e-17j -0.0105397-2.71438e-18j 0.00457702+3.14319e-17j 0.00994919-1.8822e-17j 0.0183939-1.40856e-18j 0.0092474+2.51589e-17j -0.027247+9.03344e-17j 0.0098318-2.85423e-16j -0.0176226+3.07077e-16j -0.00928488-3.86077e-16j -0.00337297-1.75711e-17j -0.00893291+3.85376e-17j -0.00885441-5.17809e-17j -0.00500202+4.812e-17j 0.0371919+2.77214e-16j 0.0176503+1.13376e-16j 0.0117999-7.78295e-18j 0.0158477+2.23815e-17j -0.00789081-2.06475e-17j 0.0230439+2.02874e-16j -0.00219249-7.20379e-16j 0.0290429-7.61826e-16j 0.0136939+1.53863e-16j 0.0275317+2.11416e-16j -0.000452581+1.81946e-16j -0.0559143-9.7804e-17j 0.0201205-6.83978e-18j -0.020349+1.75224e-16j -0.00914832+1.15052e-16j 0.029552-4.46548e-16j -0.0132155-2.67999e-16j -0.00494262-1.2874e-16j -0.0176967-3.11729e-16j -0.00929697-7.76312e-17j 0.0224313+9.52602e-17j 0.0405603+3.13644e-16j 0.00111552+5.30428e-17j 0.00584932+3.46633e-17j 0.0125251+1.42987e-16j -0.00440021+6.62794e-17j -0.0360687-3.97467e-17j 0.00889229+1.28274e-17j 0.0225241-2.35756e-17j -0.0147279-1.86182e-18j 0.003091+1.51794e-17j -0.0127007+2.50908e-16j -0.0660567+2.48577e-16j 0.0315757+8.6447e-16j 0.0167238-3.91599e-15j 
-0.00448811+4.3682e-16j 0.0151012+1.45755e-17j -0.0138749+9.0129e-17j -0.0130191+7.14684e-17j -0.00482341+7.36096e-17j -0.0152946+1.79094e-16j 0.00930613-1.55753e-17j 1.53136e-05-6.16411e-17j -0.00547703-5.33318e-18j -0.00366776+2.76787e-17j 0.000642952-1.54782e-17j -0.00801272+8.99416e-17j 0.00438644-8.21291e-17j 0.0178499-1.43237e-16j 0.011196-1.81619e-16j -0.000673953+1.24954e-16j 0.00549666+9.95844e-17j 0.0307614+1.74202e-16j -0.00244114-1.3917e-16j -0.014299+3.28633e-17j 0.00714204-3.7855e-17j 0.0154086-2.61233e-17j 0.00118177+9.16861e-18j 0.00353825-9.63045e-17j -0.00313111+1.19268e-16j -0.0111516+1.90742e-16j -0.0157118+8.50548e-17j -0.0285757+2.69743e-16j 0.00282124+3.90273e-16j -0.00746719+1.99126e-16j 0.00486267-2.95829e-17j 0.00903776-2.10263e-17j 0.00309313-4.17845e-17j 0.00920404-6.28071e-17j -0.0266136+3.24252e-16j -0.00833613-3.14979e-17j -0.00278611+1.14574e-17j -0.0202648-2.42604e-16j -0.0223667-7.50747e-16j 0.00677397+8.98444e-17j 0.00466568-1.31076e-16j 0.00123702-1.11674e-16j 0.0173677-7.47362e-17j -0.0113503+1.76995e-16j 0.0030908+3.15773e-17j 0.0049191+9.47598e-18j -0.00109827+6.94276e-17j -0.0145046+1.71322e-16j 0.00284402+6.13353e-17j 0.0151958-9.71287e-17j -0.00746804+1.31846e-17j -0.0117797+4.69105e-17j -0.0114922+9.38793e-17j 0.0135083-7.2771e-17j 0.00924549+4.52295e-16j 0.00842735-2.56904e-15j 
-0.00711449+3.36618e-15j -0.0187932+8.07315e-16j 0.00528231+5.24202e-17j 0.0107871-5.59848e-17j 0.000597493+7.83307e-18j 0.0185323-1.76269e-16j -0.0257062+1.35538e-16j 0.0169224-1.015e-16j 0.0238663-1.53848e-16j 0.00618458-4.64594e-17j 0.00566489-8.00705e-17j -0.0087094+1.49135e-16j 0.00309998-6.18323e-18j -0.01994+1.3672e-16j -0.0107344+1.62838e-16j -0.00152538-9.69181e-17j 0.00894748+4.24282e-16j -0.00524436-1.3249e-16j 0.000383465+2.00025e-17j -0.00437925+6.7552e-17j -0.00549382+5.99093e-17j -0.00925418-3.0484e-17j -0.00543888+5.32846e-17j 0.00619495-6.84024e-19j -0.0201116+7.55488e-17j 0.0157968-1.60852e-16j 0.0152455-1.10819e-16j 0.02619+7.02659e-17j -0.0153526-5.59299e-17j 0.0122144-2.24039e-16j 0.0214686+3.42515e-16j 0.00592088+1.24931e-16j 0.0164982-5.6959e-17j 0.014115-1.25713e-16j 0.0257972-2.09255e-16j 0.011501+7.96268e-17j 0.00573603+4.52699e-17j -0.00672988+3.24766e-16j 0.0140061+2.51519e-16j -0.0080969-3.45721e-18j 0.00871261-2.06603e-16j 0.00320294-7.51402e-17j -0.00129983-7.86498e-17j -0.0156469+1.35281e-16j -0.0136747+4.05333e-17j -0.00153647-5.35698e-17j -0.0136841+1.08741e-16j -0.0119612+1.0524e-16j -0.0199496+5.13966e-17j -0.0155605+6.70318e-17j 0.031558-1.82619e-16j 0.0160792-9.99623e-17j 0.00413043+3.62582e-17j -0.00904247+1.45027e-17j 0.000408583-1.4507e-15j -0.016188+6.58176e-15j 
-0.0113028+3.27007e-15j 0.0011746+7.20331e-16j -0.0144482+6.25877e-17j 0.00291481-6.74284e-17j -0.00628081+7.34014e-18j 0.00837712-3.7331e-17j -0.0213955-1.91896e-17j -0.00746208-5.91865e-17j 0.00285086-1.76127e-17j -0.00576511+1.84493e-17j 0.0117578+1.20203e-17j -0.00188909+2.53379e-17j -0.002658+6.85683e-18j -0.0115754+6.78474e-17j 0.0126268-2.15284e-16j -0.007621+2.39264e-16j 0.000778201+2.84127e-17j 0.0095612+2.05519e-16j -0.0131153-5.92889e-17j -0.00111989-7.9039e-18j -0.00711853-6.00453e-17j 0.00872916+8.2546e-18j -0.00502028-1.51983e-17j -0.0116679+1.83367e-17j -0.000653442+3.62828e-17j 2.69052e-05-1.05817e-16j 0.0056695-6.79802e-17j -0.0115986+5.5257e-16j -0.0236202+8.64108e-16j -0.000435975+1.37938e-17j 0.00891976+1.44836e-16j -0.00784804+1.1668e-16j -0.0118546-3.16136e-17j 0.0247873+1.74938e-17j -0.000804211-4.00186e-18j -0.00966693-2.91077e-17j 0.0107312-6.23687e-17j -0.0185426-2.7224e-16j -0.00955602-4.87182e-16j -0.0191745-2.00965e-16j -5.25531e-05-9.33313e-17j 0.0100725+7.90349e-17j 0.0233858+1.48167e-16j -0.00725096+1.9039e-17j 0.00642801+2.11748e-17j 0.0055302+5.98799e-17j -0.0134637+1.97147e-18j -0.0135279-1.80074e-17j 0.0121509+4.05535e-17j -0.00456236+3.09969e-17j 0.0254684+1.62048e-17j 0.00416154-2.03444e-17j -0.0151231+6.27174e-17j -0.00237211+4.31602e-17j 0.00807732-4.00705e-16j -0.00266527+1.76943e-15j 
