0.00398131-0.00369072j 0.00800778-0.000982062j -0.0029748-0.00230064j -0.0131997+0.00431057j 0.00897775+0.000221058j -0.00706431+0.00411805j 0.00473064-0.00309739j -0.0101594-0.000454902j 0.00109773+0.000192822j -0.00236823+0.00185062j 0.00634495-0.00279732j 0.000256328+0.0018459j -0.00154534-0.00104765j 0.00438236+0.00232204j -0.00202499+0.000868259j -0.00942202+0.00231027j 0.00727288-0.00126481j -0.000513072-0.000678491j 0.000489128-0.000620739j -0.00135721+0.00384458j 0.00191669-0.000514174j -0.0046263+0.00118637j 0.000588759+0.00130855j -0.00753701+0.00309015j 0.000859253-0.000241951j 0.00803732-0.00332391j -0.0110413+0.0019907j -0.000484274+0.00126545j 0.00762291-0.0026984j -0.00582003-0.000600075j 0.00736407-0.004935j -0.00316524-0.00401544j -0.0030137-0.00220421j -0.0101109+0.00183206j 0.00234829-0.00260739j 0.000435841-0.0032556j 0.00735291-0.00146385j -0.00936586+0.000977696j -0.00639257+0.00715464j 0.00629138-0.000460877j 0.00609451-0.00153019j -0.00300292+0.000988626j -0.00243795+4.77415e-05j 0.00331189-0.000122182j -0.00683136+0.000563431j 0.00549229-0.00360685j 0.00915585-0.00410462j 0.00463484+0.000522674j 0.000909854-0.00196935j 0.00434745+0.00482892j -0.00306172+0.00161521j 0.006245+0.00313369j 0.0101189+0.00196322j 0.00775906+0.00165567j 0.00182634+0.00254965j -0.00413858-0.000613632j 0.000827134+0.00399296j -0.00569777-0.00343409j 0.000968169+0.00365286j 0.00537428+0.00141035j 0.00985333+0.00251412j -0.0060985-0.00460776j 5.51288e-05+0.00475421j 0.00130798-0.00107209j -0.00441736+0.00285868j 0.00345872+0.00151346j -0.000987327+0.00619269j -0.0143864-0.00883787j 0.0052197-0.00175654j -0.00938258-0.00802143j 
0.00146207-0.00203383j 0.000786745-0.00198342j 0.00218009-0.000181752j 0.00373151-0.00218953j 0.000959529+1.48231e-05j 0.00357089+0.00499468j 0.000662818+0.000234467j 0.000450864-0.00087271j -0.00152547+0.00102653j 0.000340327+0.00266944j 0.000752582+0.00318454j 0.00206865+0.00157708j 0.00337173+0.000724753j 5.73423e-05-0.00529154j -0.00260246-0.00308054j -0.00506283-0.00298651j -0.000313111-0.00094468j -0.00121016-0.00955053j -0.0044491+0.00263207j -0.000155128-0.00307987j -0.00251381-0.00681195j -0.000383028-0.00102195j -0.00177481-0.00524869j -0.00335406+0.00133743j 0.00115748+0.00056926j 0.00234075-0.00315938j -0.00429202+0.00644205j -0.000245519+0.00965025j -0.00115519+0.00160708j -0.00541149+0.00483991j 0.00412009+0.00931571j 0.00129769-0.00437312j -0.00212438-0.0019143j 0.00334082+0.00157777j -0.00533236-0.00587514j 0.000408499+0.00453655j 0.00211063+0.00927813j 0.00344425+0.0133546j 0.00172695-0.00386173j 0.00596031-0.009852j -0.00310151+0.00996385j -0.00334594+0.000172122j 0.00758153+0.00876218j -0.00395004-0.0102354j 0.00417719+0.00314356j -0.00254531-4.67394e-05j -0.000153281-0.00424543j 0.00313577-0.00562973j 0.00128733-0.00498578j 0.00219826-0.00782916j 0.00224815-0.00322354j 0.005101+0.00324859j -0.0093784+0.00701781j 0.000399044-0.00403078j -0.00310542+0.00631995j -0.00293628+0.00897259j -0.00328587-0.00243048j 0.00401619-0.00921995j 0.00169756-0.00384063j 0.00100016-0.001511j -0.0065076+0.00574325j -0.000215239-0.00504769j -0.00335683-0.00164359j 0.00296743-0.00371283j 0.000523603-0.0061852j -0.00425729+0.00404618j 0.0034173+0.00372489j -0.00193659+0.000520331j 0.00144309-0.000570739j 0.00219989+0.000452481j 
0.00225592+0.00191653j -0.00141098-0.00172888j 0.0012068+0.00242997j -0.0012445+0.000726098j -0.00266189-0.00334683j -0.00430179-0.00552015j -0.00398824+0.000957378j 0.000235286+0.00318304j 0.000977812-0.00346078j 0.00245939-0.00141773j 0.00130788-0.000198192j -0.000815424-0.00572747j 0.00180897+0.000255365j -0.00131161+0.00232654j -0.00231647-0.000143056j -0.00439114+0.00131385j -0.00388882+0.00252501j -0.00529202-0.00281422j -0.00455755-0.00394342j -0.00372969+0.0070129j 0.00543515+0.00283003j 0.000652671+0.00476975j 0.000888506+0.00133354j 0.0014027-0.00198272j -0.00372233-0.00209991j 0.00389054-0.00947176j -0.00554704-0.00556424j -0.0047014+0.00730804j 0.00799836+0.00286984j 0.00411552-0.00284573j 0.000492763+0.00587935j 0.00340278-0.0105591j 0.00548706+0.00213035j 0.00531077-0.00407169j 0.00395221+0.00624143j -0.0031397-0.00910195j -0.00593764-0.000597134j 6.87769e-05-7.28639e-05j -0.00277369-0.00665833j 0.00216051+0.00472786j -0.0100538+0.00186867j -0.00441013-0.00451773j -0.00168685+0.00528904j 0.00586425+0.00275591j 0.000563704-0.00324781j -0.00906107+0.000272787j 0.00374252-0.0100421j 0.00207368-0.00262197j 0.00833307-0.00988448j 0.00604685-0.00228984j -0.00169411-0.00423394j -0.00140543+0.00139859j 0.00188631-0.00169238j -0.0100205-0.000432745j 0.00124573-0.0087794j -0.00468992+0.00307557j -0.00305328-0.00669911j 0.00465499-0.0076735j -0.000924184-0.00210129j -9.76556e-05-0.000587835j 0.00365628-0.00415446j -0.00390213-0.000456593j -0.00116316-0.00228721j -0.00222192-0.000492942j 0.000116757+0.0110447j 0.00303932-0.000927192j -0.000497786-0.000483117j -0.000663843+0.000572767j 0.00127511-0.00196341j -0.000956683+0.00354474j 
0.00208247+0.000528334j -0.0013772-0.00121114j 0.00290306-0.000529457j 0.00180176-0.00554728j -0.00194779-0.00202276j -0.000959747-0.00678847j 0.000438027-0.00208329j 0.00424755+0.000319674j -0.00203452+0.00117992j -0.00268769+0.00144483j -0.00345045+0.00397648j -0.00465096-0.000737472j 7.37318e-05+0.00331217j 0.00259592-0.00566686j -0.000690796-0.00222789j -0.000225037-0.00172704j 0.00378331-0.00316143j 0.00510681-0.00579171j -0.00265192+0.00127777j 0.00454975-0.00420532j 0.00341736+0.00501358j 0.00122781+0.000961624j 0.00183647+0.00074053j 0.00170874+0.00323263j 0.0018208-0.00347123j -0.00496533+0.000483617j -0.00791817-0.00137337j -0.00156715-0.00244121j -0.00222683+0.0133887j -0.00709315+0.00467982j 0.000213308-0.00159617j -0.00352931-0.00277313j 0.00434253+0.0057215j -0.00674616+0.00407465j -0.00136027+0.00924202j 0.011876+0.0096832j -0.00091611-0.00294594j -0.00387556-0.00659225j -0.00305312-0.00336348j 0.00628761+0.00126553j -0.00269041-0.00253475j -0.00445922-0.00221721j 0.00756238-0.00238524j -0.00768926+0.0107709j -0.00297969-0.00505303j 0.00632853-0.0044483j -0.00230691-0.00690074j -0.00229027+0.00191916j -0.00280455-0.00304391j -0.00174908+0.00287157j 0.00636877-0.00319582j 0.00741583+0.00180138j -0.00303392-0.00289495j 0.00598549+0.000644714j -0.00239826-0.00249806j 0.00335819-0.00376437j -0.000535138-0.00425826j 0.00308208-0.00469339j 0.00397164+0.000383527j 0.00200131-0.00304705j -0.0102297-0.00317599j 0.00330114+0.000349919j -0.00159545+0.00164615j -0.000723891+0.000858568j -0.00493787+0.00743982j -0.000850108-0.00104336j 0.00565911-0.000805953j -0.000398985+0.00116262j 0.000329293-0.00186164j 0.000409529+0.00240702j 
0.00280403+0.00245232j 0.00143266+0.0015369j 0.000629484+0.00162727j 0.00231006+0.00229933j 9.84821e-06-6.66882e-05j 0.00166517+0.000643291j -0.0030556-0.00168763j -0.00188098+9.64734e-05j 0.00243776+0.000701273j 0.00262799+0.00518171j 0.00209254-0.000854811j 0.00557965+0.00630525j 0.00477809+0.00329858j -0.00126049-0.000720664j -0.0033692-0.00346136j -0.00591908-0.00544578j -0.00350086-0.00563673j -0.00170034-0.00310657j -0.00496942-0.0063582j -0.00441446-0.00346876j 0.00240966+0.0019626j -0.00061692-9.00408e-05j -0.000747451+0.00124797j -0.00104661-0.00137448j -0.000415855-0.000401961j 0.00851415+0.00984346j -0.00329583-0.00594816j -0.0127735-0.0121911j 0.00205874+0.00130074j 0.000752833+0.00239364j -0.000734326+9.94123e-05j 0.00504654+0.00773677j 0.00203853+0.000862591j 0.0073292+0.00972671j -0.000820097-0.00481432j 0.00716048-0.00659244j -0.000306775-0.00412973j -0.000653975-0.000402012j 0.00354111+0.0011502j -0.000248551+0.00588043j -0.00719114-0.0169256j -0.000771058-0.00922482j -0.000295941+0.00302662j 0.00366843+0.00278562j 0.00302005+0.00528044j -0.00267293-0.0115425j 0.00155192+0.00425554j -0.000882241+0.00462807j 0.0033578+0.00965014j 0.00126811+0.00585428j 0.00118238-0.00122897j 3.86945e-05+0.00410369j -0.00106675-0.0050138j 0.000112291-0.0127197j 0.000913891-0.00155468j -0.00157936-0.00463667j 0.00166565-0.00628861j 0.000322679+0.000435146j 0.00147175-0.000977315j -0.00187918+0.00442337j -0.000622475+0.00644592j -0.00149743-0.00727791j -0.000887156-0.00652927j -0.000991377-0.00160638j -0.00118404+0.000773174j -0.00030606+0.00125509j -0.00119159+0.00498385j -0.000483495-0.00238341j -0.000934508+0.00198759j -0.000588272+0.00366127j 
0.00183136+0.00267931j 0.000718966-0.00170456j 0.000723347+0.00355171j 0.00571699+0.00373032j -0.000692899+0.000816809j 0.00156161+0.00342784j -0.000826285+0.00310131j 0.000864606+0.00605513j -0.00430693+0.00311089j 0.00310869-0.00611846j -0.00304048-0.00531855j 0.000568372-0.00192178j 0.000661404+0.00250002j 0.00268018+0.00592008j -0.00255068+0.000727563j -0.000520063-0.00140604j 0.00596167-0.0078367j 0.00294977+0.00477982j -0.00316219-0.00456491j 0.00516553+0.00264109j -0.000864403+0.00275072j 0.00515803-0.00648111j -0.000477917-0.00167618j -0.00284415+0.00367666j 0.00592554-0.00397787j 0.0014179-0.00423797j -0.00853913-0.00442684j -0.00374798-0.00298378j -0.00489442-0.00723673j 0.00197852-0.0138759j 0.00413439+0.0021921j 0.00244576-0.000905759j -0.000958752+0.00156173j 0.000456826-0.00396586j -0.00122765-0.00749755j -0.00319175+0.0144856j -0.00950813+0.00409254j -0.00131847-0.00311151j 0.00451434-0.00462887j 0.00229362+0.00548534j -0.00469577-0.00264496j -0.00342482-0.00560267j -0.00833336+0.0105364j -0.00145625-0.00803987j 0.00911878-0.00659738j 0.00222448+0.00259573j 0.002526-0.00294075j -0.00130736-0.00135537j -0.00157572-0.00111882j -0.00235014-2.51518e-05j 0.00653877+0.00231144j -0.00382229+0.0109512j -0.00381838-0.00399587j 0.00472517-7.76976e-05j 0.00230006-0.00511304j -0.00322445+0.00227876j -0.00133299-0.00375097j -0.00269257+0.000808568j -0.00649038+0.005812j 0.00385363+0.00380726j 0.0022069-0.00720062j 0.00263401+0.00144991j -0.00426853-0.00246881j -0.00207888+0.00033501j 0.00219503-0.00355074j -0.00146204-0.00120226j -0.000556538+0.00771884j -0.00181769-0.00194538j 0.00142411-0.000410061j -0.00135514+0.00333389j 
-0.00197747+0.00121211j -0.0011577+0.0010845j -0.00106071-0.00100241j -0.00370482-0.00156902j -0.000650306+0.0024699j -0.0006521-0.00534885j -0.00103958+0.000159539j -0.00199104+0.000211916j 0.00106359+0.00661497j -0.00140544-0.00630232j 0.000854408+0.0018748j -0.000123698-0.00140143j 0.000900102-0.00407435j -0.00242974+0.00356517j -0.00382623+0.0052834j -0.000267407-0.00227455j -0.00170903-0.0112467j -0.00412502-0.000964602j 0.00373255+0.00128899j -0.00323335-0.00582148j -8.17973e-05+0.00106284j -0.000692577-0.00393023j -0.000509101-0.00336446j 0.00375791-0.00199005j 0.00233469-0.0112608j 0.000728639-0.000117442j -0.00197704+0.0129272j 0.00142135+0.00425729j 0.00801078-0.00263797j 0.0083667-0.00504854j -0.00256421-6.18648e-05j -0.000699317+0.00349119j 0.00334168-0.00276727j 0.00402008-0.00159648j -0.000500632+0.00353491j 0.0155179+0.00111714j -0.00622594+0.00943208j -0.00725913+0.00521717j 0.000806361-0.000437957j -0.00287101-0.00391971j -0.00107644+0.00712873j -0.00667998+0.00908675j -0.0100729+0.00105367j 0.00844007+0.000295118j 0.00128168-0.00485115j -0.000329901-0.00519237j -0.00340145+0.00233481j 0.00043737-0.00163232j -0.000133699+0.00155096j -0.00458751+0.00313764j 0.00370883-0.00624392j -0.00118265-0.00236963j -0.00373505+0.010102j 0.00155235-0.00725957j 0.00496995-0.000101856j -0.00663524+0.00330721j -0.00376326+0.00338922j -0.00469984+0.00287889j -0.00170673+0.00215959j 0.00202097-0.00391524j 0.00301359+0.000526391j 0.0021449-0.0036252j 0.000891655+0.00166171j -0.00311635+0.00143696j -0.0016573+0.00209747j 0.0019419+0.000350431j 1.0757e-05-0.00481758j 0.00175579+0.000825631j -0.00125893-0.000108067j -0.0017944-0.00122034j 
-0.000841612-0.00337302j 0.000716047-0.00443591j -0.00116914-0.000162041j -0.00341589-0.00145626j 0.00300921+0.00137739j -0.004274+0.00986597j -0.000186166+0.000530326j -0.00245142-0.00147986j -0.00135761+0.00362904j 0.00114176-0.0047438j 0.0033111+0.000367557j -0.00229249+0.00110007j 0.000882562+0.00706664j -0.0018301-0.000681411j 0.00198693-0.00299478j -0.000860518+0.00721106j -0.00119698-0.00393232j -0.00472542-0.00673773j 0.00646694+0.000890031j -0.00286841+0.000106j -0.00166902+0.00462877j 0.00317298-0.00958042j -0.00181129-0.000481806j -0.00181178+0.00858943j -0.00196531-0.00117515j 0.00210961-0.00097498j 0.0076609-0.00667557j 0.00495226+0.00128818j 0.00052765+0.00565364j 0.00303201+0.00287525j 0.00156922-0.00637999j 0.00577607-0.00365477j -0.0024074+0.00691858j -0.00281807+0.00307634j 0.00945278-0.00385626j 0.00707134-0.00130626j -0.000957002-0.00239065j 0.00713662-0.00208044j 0.00377269-0.00772452j 0.0020157-0.0032211j 0.00633334+0.00200363j 0.00977638-0.00204647j -0.00300955-0.00271202j -0.00554964+0.0101432j 0.00629738-0.00482319j -0.00395413-0.00109553j 0.00263781-0.000302143j -0.00127657+0.000637325j -0.00399738+0.00369237j 0.0069665-0.00507257j -0.000935917-0.00625999j -0.0018069-0.00453792j 0.00478829+3.82828e-05j 0.0031377-0.00417518j 0.00437934-0.00212941j 0.000470448-0.00287272j 0.00326885+0.00153325j -0.00246612-0.00350244j -0.00752814+0.00170412j -0.00147288-0.000250967j 0.00122759+0.00190426j 0.00203166-0.00307819j -0.00148998+0.00280235j 0.00388772-0.000966668j 0.0073874-0.00226234j -0.00421047+0.00338383j 0.000107899-0.00437706j -0.00130434+0.00145988j 0.00314595-0.00122647j 0.00152967-0.00231716j 
0.00271389+0.000821833j -0.000752226-0.00044627j 0.00173435+0.00116503j 0.00151651+0.000236001j 0.00117608-0.000851833j -0.00192594-0.000782243j 0.00137199+0.000744577j 0.00439926+0.00225813j 0.00606051+0.000908062j -0.00649776+0.000445159j -0.00287937-0.00123472j -0.001775+0.00144352j 0.000546307+0.00256277j 0.0076751-0.000475005j 0.0058351+0.00574412j -0.00303222-0.000567164j -0.011387-0.00175955j 0.0048741+0.00478447j -0.00337889-0.00218921j -0.00111124+0.00100153j 0.00392568+0.00476524j -0.00742866-0.00603966j -0.00411038-0.00146238j 0.000103851+0.00214681j -0.0110254-0.00492795j -0.00201775-0.00226769j 0.00601014+0.00561715j -0.000262334+0.000670842j -0.0076913-0.00388475j -0.0129429-0.012697j 0.00175392+0.00364847j 0.00276833-0.00388552j -0.00130571-0.00461945j -0.00540495-0.00551575j -0.00211079+0.000263993j 0.00736238-0.00829382j 0.00907599+0.00875949j 0.00303829+0.00470394j -0.00298567-0.00734466j 0.00160227-0.00219664j 0.00236829+0.000595387j 0.00477007+0.00330782j 0.00631335+0.0171567j -0.00611416-0.0066072j -0.0064498-0.00916486j -0.00168071+0.000389099j 0.000793068-0.000236061j -0.0017834-0.000634732j 0.00115434+0.00132696j 0.00208584+0.00535425j -0.00329306-0.00492801j 0.00457065+0.00550304j 0.00512866-0.000253699j -0.00473437-0.00380948j -0.00418726-0.00524053j 0.00501603+0.00490395j 0.000850503+0.000644627j 0.00296061+0.00513073j 0.00520257+0.00556224j -0.00106055-0.00155813j -0.00486248-0.00426561j -0.00207556-0.00198226j -0.000560091+0.00198901j 0.000969057+0.00355767j -0.000296096+0.00038921j -0.00101778-0.000418419j 0.000504224+0.00151153j -0.00086451-0.000473264j 0.000286253-0.000795909j 0.00039876+0.00299268j 
-0.00295282-0.00146582j -0.0023837+0.000865748j -8.09701e-05-0.0015262j 0.000445816+0.0023075j 0.0020649+0.000998301j 0.00818116+0.00404239j 0.00275356+0.00135716j 0.000890556+0.00264367j 0.00491211+0.00418718j -0.00604161-0.00366654j -0.00242153+0.000950901j 0.000707054-0.00180358j 0.00290218-0.00744028j -0.00141623-0.00333491j -0.00415064-0.0062567j 0.00545269+0.00575838j -0.00476407-0.00349421j -0.0035622-7.42653e-05j -1.82041e-05-0.00171986j 0.000905338-0.00124685j 0.00295964-0.00707651j -0.00978879+5.38821e-05j -0.00023209+0.00423069j 0.00655407+0.00159507j 0.000748453-0.00022965j -0.00229189-0.0102251j -0.00445999-0.0070181j 0.00194232-0.00794575j 0.000438408-0.000318914j -0.00429359+0.00375659j -0.00323071-0.00366453j -0.00335548-0.00322492j 0.00160028+0.0116926j -0.000997853+0.0113023j -0.00521019-0.0104386j -0.00277586-0.00533483j -0.00194669+0.00699943j -0.00141691-0.00613402j -0.00644461-0.000973013j -0.00529474+0.0031654j 0.00218729+2.09255e-05j -0.00443391-0.00695687j 0.00416328-0.00190286j 0.00379873+0.00636941j -0.00707286-0.00385472j 0.00096936+0.0037282j 0.000413084-0.00343545j -0.000550031+0.00402066j 0.00114366+0.00308831j -0.00270793-0.00795525j -0.00198771-0.00135178j -0.000219241+0.000992696j -0.00390783+0.00478281j -0.00197539-0.00275082j -0.000511144-0.00404569j -0.00252503+0.00209268j -0.00150479+0.00154824j -0.00256542+0.00432735j 0.00318106+0.00600826j 0.0031484-0.00284879j -0.0011145+0.000162475j -0.002019-0.00120717j 0.00122858+0.00374301j -0.000175003-0.00110574j -0.00261094-0.00876188j 0.00275197+0.00293428j -0.00177786+0.000703497j 0.00109725+0.000820976j -0.00111629-0.00196394j -9.82227e-05-0.00265659j 
-0.00393911-0.00223404j -0.00211804-0.00208617j -7.29667e-05-0.0005763j -0.00115093-0.0019671j 0.000136238-0.00389175j 0.00761422+0.000996476j -0.000256138-0.00515741j -0.0021947-0.00380873j -0.000459788-0.00394611j 0.000609375+0.00194212j 0.00129285-0.00251039j 0.00114131+0.00459006j 0.00712158+0.00926594j -0.00258247-0.00363166j -0.00290937+0.00737078j 0.00712037-0.000617569j 0.000909804+0.00349624j -0.00198394+0.00777229j 0.000942838+0.00132256j 0.00149406+0.00343136j 0.00224347+0.00534577j -0.00570996-0.00967636j 0.000139554-0.00875403j 0.00548007+0.00928797j 0.00145769+0.00194412j -0.00241357+0.00132383j -0.0074198+0.0056572j -0.00306002+0.00899801j 0.00482743+0.00295321j 0.0061565-0.0037656j -0.00542559+0.00409326j -0.00316724-0.00651446j 0.00952873-0.00961778j 0.00507493-0.00459082j -0.00525105-0.00296066j -0.00153215+0.00201045j -1.45217e-05-0.00131451j -0.00354126-0.00350107j -0.00329489-0.00704534j 0.00407987-0.0146496j -0.000968443-0.0023199j -0.00167009-0.00610221j -0.00643035+0.0028218j 0.00563851+0.00322452j -0.000231204-0.00550444j 5.37972e-05+0.00358238j -0.00321172-0.000148912j 0.0050498-0.00296275j 0.00174784+0.00377929j -0.00670728-0.00146952j -0.00327288+0.00137191j 0.000904474-0.00337888j 0.000981182-0.00864522j -0.00075031-0.000158687j -0.00560516+0.00562151j -0.00226936-0.00463292j 0.00105956-0.00370381j -0.00164327-0.000732159j -0.000219268+0.00215761j -0.00134557+0.00348737j 0.000221229+0.00412848j 1.91778e-05-0.000452823j 0.00209164+0.001082j 7.2039e-05-0.00396762j -0.00386642-0.0035238j 0.00158955+0.00410126j 0.000527558-0.00210642j -2.48502e-05+0.00280629j 0.000598682-0.00287589j -0.000126566-0.00376276j 
-0.000680991-0.00521278j 0.00100042-0.00165873j -0.000384644-0.00760019j -0.00338993-0.00561627j 0.000311583-0.00487956j -0.00266203-0.00577956j -0.000469566+0.000363718j 0.00208249+0.0069189j 0.000259926+0.00241696j -0.000438029+0.0106201j 0.0013874+0.00104243j -0.000998229+0.00296717j -0.00382542-0.00184716j -0.00191254-0.00285498j -0.00272388-0.00308838j 0.000279213-0.00400174j 0.00417356-0.00449537j -0.00120167+0.00963115j 0.00343118-0.0039926j -0.00100443+0.00183668j -0.0018138-0.000652667j 0.00442161-0.00621522j -0.00106223+5.50434e-05j -0.00509828+0.00344949j 0.00216593-0.00115721j 0.00343493-0.013233j -0.000512779+0.00541135j 0.00440268-0.0117716j 0.00387245-0.00785111j 0.00857409-0.00766424j -0.0107216+0.0157732j 0.0054951-0.000328447j 0.00132762+0.00213642j -0.00220816+0.00573493j 0.000710948+0.0016475j -0.00220751-0.00346484j -0.00133102+0.00217619j -0.000842593+0.00260201j 0.00498442+0.000772373j 0.00531057-0.00435723j 0.00225802-0.00277376j 0.0038816+0.000193668j -0.0011758-0.00107912j 0.00044684-0.00289914j 0.00161523+0.00146084j -0.00269945+0.00404425j 0.00280043-0.00293775j 0.00377777-0.00277863j -0.00294592+0.000141522j -0.00270729+0.000769307j -0.000758167+0.00200499j -0.00544899+0.0066078j 0.00176378+0.00157559j 0.00424189-0.000691447j 0.00315615-0.00151816j -0.00126962+0.000304011j 0.00569553-0.00325908j -0.00372268+0.0010092j 0.00224296-0.00484286j -0.00027068-0.00318851j -0.00561046+0.00714142j -0.0033031+0.00526908j -0.00240827+0.00521541j 0.00124981+0.000438675j -0.00155109+0.00544831j 0.00173877-0.00154572j 0.00354074-0.00495685j 0.00117001-0.000171527j 0.00155368-0.000202407j 0.00301037-0.00293021j 
-0.000556775-1.37816e-05j 0.00223344+0.00584944j -0.00266715+0.00112169j -0.000553891+0.00362507j -0.00205151+0.00529882j -0.00514614-0.00500552j 0.00106771-0.0047473j -0.000539331-0.00921468j 0.00469891+0.00157945j 0.00439234+0.00246568j -0.000870667-0.00128268j -0.00180715-0.00728899j -0.0042939+0.00392922j -0.00427902-0.00845129j -0.000947503+0.0040859j -0.00268743+0.00403927j -0.00276839-0.00535706j 0.00231642+0.0100419j -0.00316186+0.001978j 0.000495451+0.00300889j -0.00144542-0.00866059j -1.06743e-05-0.00178568j 0.00593722-0.0188651j -0.00309492+0.00912774j 0.00278935-0.00752627j -0.00538767-0.010731j 0.00275858+0.00304592j -0.0122217+0.00785662j -0.00418048-0.00216399j -0.00230212+0.00127881j 0.00483819+0.0063474j -0.00209059-0.00109064j 0.00142208+0.00237739j 0.00248371+0.00755233j 0.00188833-0.00133468j -0.00764877-0.000792175j 0.00172476+0.00467312j 0.00208298-0.00189272j 0.00387906-0.00373547j 0.000597329-0.000882803j -0.00348462+0.00274333j -0.00140761+2.41027e-05j -0.00247045-0.00299819j -0.00129758+0.00160223j 0.00283246-0.000239636j 0.000986048-0.000629491j -6.38269e-05-0.00577424j 0.000437691+6.05919e-05j -0.000682279+0.0015597j -0.00184809+0.00561115j 0.00420508-0.00272149j 0.00763557-0.00576574j 0.00217637+0.00407167j -0.000626545-0.000419846j -0.00147526+0.00067558j 0.00427702-0.00205032j -0.002974+0.00455523j 0.00240997+0.00272959j -0.000422726-0.00517831j -0.00306528-0.000223212j 0.004526+0.00104801j 0.00396651-0.00147767j 0.00389533-0.00338611j -0.00107039+0.0030167j 0.00104657+0.0030064j 0.000513757-0.00414876j -0.00314225+0.00133844j 0.000137386-0.00163891j -0.00237619+0.00356393j 0.000232935-0.00125001j 
-0.00149299-0.000819813j -0.00175752+0.00202706j 0.000509037-0.00191731j -0.00338714+0.000514983j -0.00455222+0.00111061j -0.00187675-0.00398473j -0.00380274-0.00107985j -0.00475608-0.000829033j -0.00435188+0.00173373j 0.00513789-0.00121563j -0.00301879-0.00116835j 0.00490365-0.00096081j 0.0114326-0.00262349j -0.0019953-0.00572291j 0.00911526-0.0012695j -0.00511862+0.00051139j 0.00565445-0.00214223j 0.00650829+0.00256772j 0.000304185+0.0020173j 0.00415537-0.000268943j 0.00985421-0.00251233j -0.00887406-0.0019978j -0.00796648-0.00455328j 0.00425146+0.00326431j 0.00366906+3.78147e-05j 0.00760439-0.00514813j 0.00910919+0.00320179j 0.00967768+0.00410368j 0.00259737-0.00221568j -0.00596359-0.00327459j 0.00348284+0.0059986j -0.00398342-0.00113594j -0.0148631-0.00475804j -0.0124077+0.000592924j 0.00416292+0.00150131j -0.0010498-0.00302835j -0.00515639-0.00198557j 0.00197704+8.65742e-05j -0.00445685-0.00210944j -0.0134569-0.00814758j -0.00289913+0.00118204j -0.000324579-0.00392882j 0.00633465+0.00453073j -0.00315967+0.00129434j -0.00382689-0.00177878j 0.000678408+0.00139311j 0.00249476+0.000551178j -0.00413-0.0039344j 0.000874376-0.000242027j 0.00370984+0.00285341j 0.00269758+0.00167848j -0.000337105-0.00386935j -0.00953718-0.00361161j 0.00164689+0.000389357j 0.00614266+0.00648756j -0.00270371-0.00273576j -0.00440789-0.00106835j -0.00238034-0.000549126j 4.64463e-05-0.00163404j 0.00394918+0.00268759j 0.00175998+0.0019599j 0.0003068-0.000589025j 1.13513e-06-0.00114509j -0.00243435-5.32377e-05j 0.00051722+0.0029184j 0.00257079-0.000196166j -0.0016113-0.00239774j 0.00185601+0.000964839j -0.00165406-0.000406661j 8.01341e-05-0.00145129j 
-0.00497318-0.000601471j -0.0011172-0.00465576j -0.00739106-0.00356412j -0.00591552-0.00229828j -0.00301835-0.00140567j -0.00616199+0.003271j -0.00165398+0.00313721j 0.00731595+0.00358949j -0.000192657-0.0018834j 0.00947488-0.000889971j 0.00193099+0.00167092j 0.00382155+0.00163329j -0.00161715-0.000124552j -0.00440702+0.00514015j -0.00322361+1.19443e-05j -0.00139656-0.00169162j -0.00369421-0.00152549j 0.01096-0.00570037j -0.000352365-0.00208786j 0.000584282-0.00142117j -0.000500456+1.05115e-05j -0.00634677+0.000277193j -0.00502015+0.0128496j 0.00767574+0.000379843j -0.00312462+0.00225178j -0.0145687-0.000496848j 0.00525761+0.00087841j -0.00435995-0.00696534j -0.00652961-0.00146364j -0.00750392-0.00363817j 0.0161236+0.00606369j 0.000343906-0.00383622j 0.00128231+0.000956719j 0.00676364+0.00227514j 0.000287205+0.00299256j 7.2366e-05+0.00408445j 0.00344509-0.000566599j 0.00123173+0.0015093j -0.00257442-0.000149323j -0.00522435-0.00148113j -0.00195004-0.00228847j -0.00189079-0.000770441j 0.0031837-0.00278551j -0.00344957-0.000413816j -0.00196218+0.00157358j 0.00361953+0.00218238j -0.00451644+0.000622608j -0.00340412-0.00247211j 1.87915e-05+0.00185136j 0.00237445+0.00101856j -4.46334e-05+0.00105411j 0.00403519+0.00660178j 0.0010626-0.000443981j -0.00169298-0.00337191j -0.000678049-0.00281053j -0.00330965+0.00245484j -0.00193018-0.00681563j 0.00141256+0.0017462j -0.00590508-0.00152309j -0.000357704-0.00219788j 0.00626397+0.00672206j 0.00350831+0.00557163j 0.00142909+0.00532007j 0.00191751-0.00186899j 0.00452014+0.00209222j -0.00152536-0.00146411j -0.00117523-0.00620852j -0.000477827-0.00129756j 0.0016006-0.0028013j -0.00163198-0.00322627j 
