0.00398131-0.00369072j 0.00800778-0.000982062j -0.0029748-0.00230064j -0.0131997+0.00431057j 0.00897775+0.000221058j -0.00706431+0.00411805j 0.00473064-0.00309739j -0.0101594-0.000454902j 0.00109773+0.000192822j -0.00236823+0.00185062j 0.00634495-0.00279732j 0.000256328+0.0018459j -0.00154534-0.00104765j 0.00438236+0.00232204j -0.00202499+0.000868259j -0.00942202+0.00231027j 0.00727288-0.00126481j -0.000513072-0.000678491j 0.000489128-0.000620739j -0.00135721+0.00384458j 0.00191669-0.000514174j -0.0046263+0.00118637j 0.000588759+0.00130855j -0.00753701+0.00309015j 0.000859253-0.000241951j 0.00803732-0.00332391j -0.0110413+0.0019907j -0.000484274+0.00126545j 0.00762291-0.0026984j -0.00582003-0.000600075j 0.00736407-0.004935j -0.00316524-0.00401544j -0.0030137-0.00220421j -0.0101109+0.00183206j 0.00234829-0.00260739j 0.000435841-0.0032556j 0.00735291-0.00146385j -0.00936586+0.000977696j -0.00639257+0.00715464j 0.00629138-0.000460877j 0.00609451-0.00153019j -0.00300292+0.000988626j -0.00243795+4.77415e-05j 0.00331189-0.000122182j -0.00683136+0.000563431j 0.00549229-0.00360685j 0.00915585-0.00410462j 0.00463484+0.000522674j 0.000909854-0.00196935j 0.00434745+0.00482892j -0.00306172+0.00161521j 0.006245+0.00313369j 0.0101189+0.00196322j 0.00775906+0.00165567j 0.00182634+0.00254965j -0.00413858-0.000613632j 0.000827134+0.00399296j -0.00569777-0.00343409j 0.000968169+0.00365286j 0.00537428+0.00141035j 0.00985333+0.00251412j -0.0060985-0.00460776j 5.51288e-05+0.00475421j 0.00130798-0.00107209j -0.00441736+0.00285868j 0.00345872+0.00151346j -0.000987327+0.00619269j -0.0143864-0.00883787j 0.0052197-0.00175654j -0.00938258-0.00802143j 
-0.00191779-0.0018188j -0.00250551-0.00653725j -0.00137541-0.00156456j -0.000226831+0.00209354j 0.000483976-0.00214352j 0.0034655+0.00519225j 0.00148852-0.000450703j -0.000762345-0.00390855j -0.00146531-0.00440722j 0.00232586+0.00430909j 0.00093225+0.00823775j -6.36026e-05-0.00291077j -0.00239793-0.00849669j -0.00150647-0.00533568j -0.00187989-0.0115834j 0.00600199+0.0091185j 0.00117879+0.000992106j 0.00253866+0.00730817j 0.00494097+0.00867972j 0.00411302+0.00308036j 0.000770328+0.00562397j -0.000328639+0.00121834j 0.00465543+0.00949912j 0.00269131+0.0122421j 0.002691+0.000950654j 0.00116947+0.00666892j 0.00127579+0.00150554j 0.00136361+0.00478779j -0.000363425-0.00880516j 0.00115853-0.00252664j -0.000569137+0.00360141j -0.00143833-0.0123833j -0.00212643-0.00764705j -0.000359105-0.000904105j -0.00134879-0.0106074j 0.0144877-0.00293622j 0.000513015+0.00716234j -0.000193217-0.00578086j -9.5872e-05-0.0173391j -0.0018615+0.000425075j 0.00203465+0.0091054j 0.00244993+0.00143516j -0.00493064+0.00503372j 0.000418049+0.00194164j -0.000295939+0.00177963j -0.001119+0.00563876j 0.0014569-0.00463128j -0.00412352+0.00854365j 0.00168463-0.00873255j -0.000217345+0.00348457j -0.00348598+0.00882813j -0.00266846+0.00505233j 0.000442679-0.00293295j 0.00234464-0.0063114j 0.00718262-0.015077j -0.00179736-0.00835771j -0.000399132+0.00415744j 0.0105872-0.0118253j 0.0037985-0.00600361j 0.00130173-0.00309909j -0.000191898-0.00491624j 0.00258346+0.00147108j 0.00420166-0.00689902j 0.00252983-0.0112238j -0.00331374+0.0021227j 6.11448e-05+0.0033677j -0.0012122+0.000182811j -0.000371682-0.00218388j 0.00296857-0.00486287j -0.00240213+0.00220794j 
0.00134176+0.000455814j 0.0030032+0.00695401j 0.000906958+0.00120106j 0.00147385+0.000314589j 2.62945e-05+0.0035413j -0.00277561-0.00147486j 0.000491211+0.00400776j 0.00226865+0.00574383j 0.000453492+0.00275987j -0.00371478-0.00858791j -0.000929555-0.00163139j -0.0028695-0.00771932j -0.00285949+5.10549e-05j 0.00168493+0.00171312j 0.00205801+0.00399235j -0.00233152-0.0128564j 0.000678564+0.00266359j 0.00405552+0.00835622j -0.00198439-0.00209215j 0.00298719+0.00912258j 0.00019483+0.00253073j 0.00322889+0.007733j 0.001102+0.00878573j 0.000570324+0.0036101j -0.00307544-0.0112236j 0.00304111+0.00966854j -0.00110204-0.00320168j -2.25343e-05+0.00712588j -0.00530377-0.0154131j 0.00224125+0.0168111j 0.00221882+0.000598042j 0.000671899-0.00185977j 0.00127144-0.00736256j -0.00190238+0.0063587j 0.0017846-0.000131437j 0.00054819+0.001317j 1.05829e-05+0.00114514j -0.00198411+0.00171539j 6.71767e-05-0.00792669j 0.00283395-0.00301657j -0.000844749-0.0209752j -0.00155628+0.00156162j 0.00192524-0.0102348j 0.00065851+0.00449164j -0.00170048+0.00154454j -0.00427134+0.0150449j -0.00130377+0.00765002j 0.0010435-0.0043909j 0.00248748-0.0110509j 0.000376735+0.00468458j -0.00192804+0.0043744j 0.00429392-0.00451108j -0.0028041+0.00276604j 0.00920253-0.0139991j -0.00412685+0.00374026j -0.00168574+0.0022169j -0.000686034+0.000451713j -0.000313315-0.00203563j -0.000345066-0.00207707j 0.00395849-0.0133421j -0.00187708+0.00106291j 0.00138179-0.0039427j -0.00118721+0.00517825j 0.0015133+0.00619419j 0.0049297-0.00802287j -0.00179716-0.00118487j -4.52529e-05+0.00147375j -0.000652293+0.00294377j -0.00210857+0.00419566j 0.00288444-0.00302964j 
-0.000830104-0.00222681j 0.0017405+0.00171832j -0.00356686-0.00772405j -0.00049503+0.00387353j 0.000963692+0.00501136j -0.00577132-0.00789506j 0.000919639+0.00683752j 0.00326561+0.0105489j 0.000146713-0.00325006j 0.00163039+0.00324669j -0.00155977-0.00830152j -0.000280998-0.00280158j -0.00492234-0.00335904j -0.00405558-0.00444946j -0.00118421+0.00204036j -0.00263724-0.00101497j 0.00266697+0.00782992j 0.000195839+0.00220985j -0.00155371-0.00630389j -0.00328945-0.00799181j -0.000990547+0.00278267j 0.00347458+0.0173234j -0.00111085-0.0125956j 0.00287622+0.0110557j 0.002125+0.0176362j 0.0013919+0.00388341j 0.00499286+0.00609959j -0.0018005+0.00477995j 0.00146699+0.00691146j -0.000527728-0.00182655j 0.000588247-0.00323983j -0.00119718-0.00797032j -0.000924071-0.00423098j -0.000313879+0.0158854j 0.00335391+0.0097781j 0.0172021+0.000150376j -0.00418793+0.0185966j 0.00199905-0.00658665j 0.000216266+0.00476818j 0.00302332-0.00538201j 0.00075994-0.0111948j 0.000308221-0.00936432j -0.00381096+0.00291859j 0.001183-0.00304114j 0.00253714-0.013256j -0.001733+0.00200575j 0.000372185+0.00783487j 0.000120445+0.00446344j 0.000752278-0.000494437j 0.00458178-0.0145691j -0.00475444+0.00229408j -0.00284121+0.00218272j 0.00126533+0.000369704j -0.00236999+0.00266214j -0.0032271+0.00218794j -0.000437771+0.00392718j 0.000285423-0.000542994j 0.000690588-0.00847988j -0.0033737-0.000468148j 0.000533187+0.000731537j 0.00512564-0.0113242j -0.00289255+0.00929869j -0.00124344+0.00432352j -0.000415173+0.00396842j 0.00608667-0.0102339j 0.00150132-0.0056524j -0.00289386+0.00236898j 0.000791358-0.00363497j 0.000475605+6.06932e-05j 0.000777394-0.00149362j 
-0.000613952+0.000336304j -0.00153172-0.00359447j -0.00117945-0.00240624j -0.00135902-0.00064934j -0.0012665-0.00110506j -0.00132212-0.00520208j -0.00123844-0.000449465j -0.000362709-0.000583193j -0.0030395-0.00490839j 0.00381809+0.00336163j -0.00338545-0.0117847j 0.00252902+0.0054318j 0.00442719+0.00559469j 5.08973e-05+0.00276066j -0.000171811-0.00500342j 0.0011274+0.00662877j 0.00826272+0.0163278j 0.00155266+0.00200436j -0.00228103-0.00049535j -0.00195179-0.00872738j -0.000713963-0.00848877j -0.00380371-0.014175j 0.00142812-0.00163619j 0.000567914-0.00113726j -0.00245713-0.0118385j -0.000128811+0.00344804j 0.00123174-0.00331712j 0.000141172-0.00566551j 0.000472216-0.00182926j 0.000766016+0.0122689j -0.000327051-0.000412725j -0.00108754-0.0158276j -0.000824115+0.000775238j 0.00207864-0.0012103j 0.0012129+0.0058761j -0.00226647+0.000434566j -0.00271726-0.00144507j 0.000111951+0.00740458j 0.000377119-0.00521775j 0.00105995+1.47975e-05j 0.00328941-0.0127923j -0.00503083+0.01846j -0.00313103+0.0109258j 0.000894425+0.00110961j -0.00169492+0.00977856j -0.000882314+0.00977201j 0.00204663-0.00918518j -0.00418671+0.0161103j -0.00186264+0.00512877j 0.000828761-0.00475205j 0.00508436-0.0108245j -0.00187203+0.005346j -0.00386+0.0107422j -0.000976565-0.000567265j 0.00208344+0.00509445j 0.000509206-0.00412956j -0.00142575+0.00112225j -0.00142005+0.00150674j -0.00204797+0.00702955j -0.00057798+0.00573831j 0.00238515-0.00623042j 0.000409278+0.00311622j -0.000847215-0.00022894j -0.00172605+0.000572227j -0.000340865+0.00161227j 0.000680159-0.00232778j -3.05966e-05-0.000848085j 0.00100558-0.00304785j 0.000512435-0.00169221j -0.00163308+0.00183409j 
0.000321129-0.00370726j 0.00457032+0.00872852j 0.00315693+0.00586566j 0.00310046+0.00287667j 0.00155135+0.0021918j -0.000861775+0.00125815j -0.00316777-0.00907236j -0.00450808-0.00063419j 0.00170091+0.00563865j -0.0048638-0.0124424j -0.00176126-0.00667034j -0.0006633+6.9051e-05j 0.00320107+0.0117051j -0.00200261-0.00172418j 0.00292321-1.26827e-05j 0.00415344+0.0085203j 0.000971817+0.000850676j -0.000680781-0.00352867j 0.00120207-0.000593442j -0.00548196-0.00783398j -0.000552981+0.00493093j 0.0046675+0.0123387j 0.00057833+0.0106411j 0.000635345+0.00454298j -0.000890913+0.00209417j 0.002961+0.00271366j -0.000996052+0.0017499j 0.00178554+0.00378067j 0.000814612+0.000941j 0.00126679-0.0160994j 0.000644382+0.00283317j 0.00300285-0.0200854j -0.000427096+0.00276324j -0.000175637-0.00183784j -0.00105148+0.0145932j -0.0118142-0.00192238j -0.00289426+0.00822019j -0.00217058+0.00275922j 0.00172093-0.0123522j 0.00332407-0.0128389j -0.000446833+0.0025179j 0.0045397-0.00475885j 0.0024941-0.00341857j -0.00273349+0.00125753j -0.00177803+0.00151903j 0.000929232-0.00491625j 0.000857932-0.0040663j -0.00143411-5.36741e-05j -0.000763241+0.00192054j 0.00189232-0.0108106j -0.0011486+0.00767242j -0.00212787+0.002071j -0.000391788+0.00506036j 0.00393857-0.00318424j 0.00153495-0.0118196j -0.00107995-0.00547576j 0.00326682-0.0101388j -0.00487215+0.00627205j -0.00338936+0.00329057j 0.000552502+0.000786403j -0.00128696+0.00141102j 0.000351821-0.00715412j -0.00147757+0.00462013j 3.713e-05+0.00647769j 0.000459191-0.000802303j -0.00100677+0.0034825j 0.000758542+0.00116131j -0.00260739+0.00768111j 0.000108492+0.0028352j 0.00386195-0.00562386j 
-0.00326335-0.00782958j 0.00397949+0.00310407j 0.00177771+0.00796748j 0.00566805+0.0101908j -0.000374493+0.00307858j -0.00328719-0.00479852j 0.000864692+0.00383877j -0.00288878-0.0017653j -0.00107048-0.00894797j -0.0028564-0.00888816j 6.07088e-05-0.000826985j 0.0032469+0.00863879j -0.00506188-0.00519941j -0.00460056-0.0134487j 0.000682692+0.00339131j 0.00107271-0.00282725j 0.00274017-0.000531084j -0.000778026-0.000793739j 0.000699716+0.00151793j 0.00161771+0.00927672j 0.00425864+0.0163667j -0.00204581-0.0171603j -0.00364754+1.86224e-05j 0.00222034-0.0185893j -0.00205408-0.0125903j -0.000419718-0.0221048j -0.00021283+0.00208435j -0.00122013-0.00949747j -0.00117621+0.0106399j 0.000488054+0.0105064j 0.000248417+0.0136316j 0.00397358-0.0105261j -0.00372512-0.00135746j 0.00463643-0.0158153j 0.00259748-0.0154979j 0.00908871+0.00285672j -0.000291484-0.0117785j 6.75262e-06-0.00289042j -0.0010584+0.00522171j 0.00104372+0.002305j -0.000275819+0.00482002j 0.00178036+0.00113313j 0.000867251+0.00332901j -0.00164362+0.00374968j -0.0032124+0.00571413j 0.000464842-0.00491128j -0.00194761-0.00176977j -0.000778066-0.0014629j 0.00089324+0.00170814j 0.00182653-0.00129194j -0.00399494+0.0052069j -0.000503278-0.00297224j 0.000407423+0.00154923j -6.95637e-05+0.00116904j -0.00281792-0.00215999j -0.00162557+0.00130239j -0.000919889-0.00255699j -7.11001e-06-0.00494919j -0.00165192-0.000669938j -0.000777958+0.00365484j 0.00307446-0.00944929j 0.00107372-0.0034438j -0.000910176+0.00388789j -0.000785296+0.00589256j 0.00248731-0.00601475j -0.00242486+0.0047738j 0.00060791+0.00134794j -0.00353174+0.00800775j 0.00206007-0.00131329j 0.00147343-0.00475355j 
-0.00285543-0.0022365j -0.00117408-0.00429594j 0.00454625+0.008401j 0.00162405-1.44979e-05j 0.000990035+0.00872808j -0.00218385-0.00469133j 0.00284979+0.00214499j -0.0060693-0.00940823j 0.00603645+0.0037345j 0.00423293+0.00718715j -0.00346926-0.00532374j -0.00355815-0.00347683j -0.000630224-0.00135396j -7.80125e-05-0.00650695j -0.00319317-0.00198687j 0.00114314-0.00492181j -0.000525912-0.00685027j 0.00223789+0.0121707j -0.00347933-0.00389648j -0.000355391-0.00509058j 0.000657246-0.0188454j 0.00107346+0.0137463j -0.000231321+0.0116554j -0.00148561-0.0139372j 0.00102337+0.00841313j -0.00219707+0.0102567j -0.00334864+0.0144923j 0.00300445-0.0188116j -0.00149323-0.00493168j -0.00105405+0.00258257j 0.00328043-0.00779488j 0.000356821-0.00102591j -0.00115713-0.00701856j 0.00348865+0.00667843j -0.00185971+0.00304189j -0.00461143+0.00232076j 0.000559+0.00730589j 0.00240753-0.00980392j 0.00177688+0.00064553j 0.00405139-0.00476953j -0.000701498+0.000994655j 0.00178127-0.000212046j -0.00285491+0.0064772j -0.00264335+0.0028884j 0.000568056+0.00374136j 0.000275314-0.00396529j -0.00143167+0.00225753j -0.000269452-0.00161231j 0.00137983+0.000773997j -0.00142199+0.0120027j -0.000381078-0.000468307j 0.00402811-0.0123913j -0.00138227+0.00473602j -0.0017691+0.00474622j -0.000742725-0.000101732j 0.00150778-0.00322737j -3.6104e-05-0.00243303j 0.0018286-0.00610165j -0.00177946+0.0036431j -0.000588417+0.00266971j 0.00149269-0.0053329j 0.00191451-0.00496951j -0.00149981+0.00353755j -5.28346e-05+0.00136404j -0.000209602-0.00089461j -0.00204034+0.00527756j 0.00118656-0.00209794j -0.000305566+0.00231466j 0.00066764-0.00248266j -0.00110128+0.000378661j 
-0.00362147+0.00362426j -0.00429264+0.00540706j 0.000210255-0.000248189j 0.00573594-0.00129594j -0.00548432+0.00446778j -0.000515612+0.00190895j -0.00252541-0.00178198j 0.0058557-0.00143288j 0.00151+0.00356535j -0.00233908+0.00194586j 0.000383558-0.00211329j -0.00269541+0.00374678j 0.00442245-0.00211278j -0.00405204+0.00353312j -0.00103396+0.00225864j 0.00249154-0.00168145j 0.000591611+0.0022679j -0.000833145-0.00317421j 0.000922784+0.000528219j 0.000740626+0.00366394j -0.000364907+0.00165242j 0.00239746+0.00662208j -0.00169414-0.00192198j -0.00143474+0.00468602j 0.000690544-0.00376879j 0.00135347-0.00102006j 0.00152412-0.00137388j -0.00175213+0.001087j -0.00283998-0.00168068j 0.000851901-0.00390978j -0.00113693-0.000575731j 0.00413828-0.00477407j -0.00112704-0.00216258j 0.00244888+0.000513738j 0.000259316+6.74723e-05j 0.00541002+0.00293079j 0.000300545-0.00374482j 0.000740324+0.00109701j -0.00346193+0.00977136j 0.00107185+0.000751393j 0.0024661+0.00131247j 6.78225e-05+0.00258254j 0.00232035-0.000296323j 0.00150098+0.00673203j -0.000921761+0.00756233j 0.00294761+5.86613e-05j -0.000892051-0.00804739j -0.000292069-0.00527409j 0.000305369+0.00514694j 0.00800962-0.00151578j -0.00794023+0.00622909j -0.00767137+0.00556399j -0.00326288-0.000554964j 0.00343849-0.00367222j 0.00911747-0.00137435j 0.0082858+0.000881793j 0.00206744+0.00675643j -0.00236851+0.0041896j 0.00844441+0.00558489j -0.00712815-0.00435817j 0.00187278+0.0166213j 0.0010103-0.00116176j 0.00194557+0.00291639j -0.00113984+0.0041691j 0.00550399+0.00200423j -0.00158802-0.00562434j 0.00665455+0.012067j -0.00107122+0.00356852j -0.00531179-0.0115307j -0.00833092-0.00552162j 
0.00405849-0.0056545j -0.00368502+0.00246462j 0.00497041-0.00618663j 0.000493473+0.000937254j -0.00114118+0.00326042j -0.00293533+0.00160672j 0.00433482-0.00179212j 0.00132753-0.00447146j 0.00106864-0.00295563j 8.08866e-05-0.00124397j 0.0011949-2.83719e-05j 0.00609535+0.00145532j 0.00101095+0.000929189j 0.00191779-0.000959775j 0.000372573-0.00349334j 0.000201138+0.000470133j 0.000134452-0.00261874j -0.00110861+0.000928103j 0.00119641-0.00418467j 0.00172304+0.00339148j 0.00137857-0.000584374j 0.0038317-0.00409181j -0.000217097+0.00251485j 0.00600879-0.00284041j -0.00317194+0.00233464j -0.00189357-0.00293823j -0.00210934+0.00331504j -0.000283762+0.00730121j 0.00114212+0.000198307j -0.00174494-0.0012066j 0.00102841-0.00276294j -0.00112261-0.00648218j -0.00210745+0.00291913j 0.00225932-0.000767339j 0.000982229+0.00110029j 0.00408329+0.00147774j 0.0009753+0.00199591j -0.000640336-6.56611e-05j 0.00116412+0.00740798j 0.000855103+0.00255687j 0.00287427-0.00662494j 0.00228886-0.000649123j 0.000789613-0.00590766j 0.00400365-0.00639901j 0.00540764+0.00104838j -0.00078791-0.00468277j 0.00459501+0.000412499j -0.00429566+0.00466884j 0.00134194-0.00234829j -0.00594615+0.00986801j 0.000988416+0.00305141j -0.00942137+0.00520713j 0.00255505+0.00645809j -0.00040164+0.00238394j 0.00343559-0.000901524j -0.00953994-0.00406085j 0.0116686-0.000583215j 0.00196732+0.000279555j -0.000971843-0.00966688j -0.00356223+0.00648339j 0.00889937+0.0106518j 0.00719078+0.00815732j -0.00106109-0.0049447j 0.00685302+0.0128497j 0.000880247-0.00692363j 0.000471778+0.00657713j 0.00285355-0.00160524j 0.00562531+0.00407476j -0.00850856-0.0078484j 0.00558142+0.0114439j 
0.0044287-0.0042887j -0.00155524+0.00210019j 0.00132937-0.00261057j 0.00465632-0.00348785j -0.000356935+0.00189873j 0.00214203-0.000253898j -0.000440595+0.0028947j 0.00871791-0.00586678j 0.00498325-0.00499025j 0.00666744-0.00256155j -0.00457959+0.00161014j -0.00156899+0.00236844j 0.00269049+0.00137697j -0.00696814+0.000793426j 0.00128072-0.00388869j 0.00115586+0.00138583j -0.0011996-0.00255194j -0.0020567+0.00165484j 0.00348418-0.00144678j -0.000856161+0.000832216j 0.00389207-0.00219034j 0.00096397-0.00266162j -0.00124653+0.00171702j -0.00744731-0.000220362j -0.00347141+0.00269919j 0.00223125-0.00166675j 0.000764792+0.00619666j 0.00211229+0.00269289j -0.00123249-0.00271519j 0.000457236+0.00175459j 0.00156392-0.00420374j -0.000504315+0.00105511j 0.00118675+0.00106042j -0.000890903+0.000544172j -0.000746116+0.00312534j -0.000317875-0.00042319j -0.0012532-0.000668344j 0.0012022-0.00154682j -0.00103505+0.00340569j -0.00412739+0.000498092j 0.00184884-0.00338478j -0.000142656-0.00192303j -0.012441+0.00689983j -0.00257452+0.00125785j -0.00257476-0.00368503j -0.00375731+0.00372935j -0.00288776-0.00289791j 0.0160509-0.0055037j -0.00314935-0.0032421j -0.00397614+0.000641592j 0.00374582-0.000148733j 0.00917708+0.00400188j -0.00690709+0.003414j -0.000927612-0.000160603j -0.00168446-0.00280764j 0.00134988-0.00732713j -0.00308523-0.0015089j 0.00113133-0.00173871j -0.00913839-0.00510468j 0.00366304+0.00587805j -0.00197722-0.000583733j -0.0060784-0.00661832j 0.00945306+0.0117007j 0.00426598-0.00396581j 0.00429092-8.20167e-05j 0.00683213-0.00109232j 0.0063034+0.00551571j -0.00752867-0.00685089j -0.00574809-0.00094755j 0.00667381+0.00435628j 
0.00139634-0.00769645j 0.00368588-0.00205233j 0.000361625-0.00372806j 0.00300294-0.00497365j 0.00194811-0.00194152j 0.00564579-0.00281559j 0.00132055-0.000464533j 0.00201112-0.00226839j -0.00336059-0.00271872j 0.00227423-0.00287517j -0.00268872+0.00029344j 0.00201294-0.00636297j 0.000467932+0.00146013j -0.00190257+0.000508719j -0.00183582-0.00194209j -0.00157425+0.00113939j -0.00182856-0.00130411j 0.000575094+0.000604156j -0.00132649+0.000884147j -0.000351972-0.0021797j -0.00508555+0.00233889j 0.000630303-0.00413308j -0.000359857+0.00296551j 0.00240624-0.00245365j -0.000740739+0.00557174j -0.000158106-0.000489545j 0.00174057+0.00431773j -0.00120866+0.00192874j -0.000596322-0.000621667j 0.00152937+0.00475294j 0.00364833-0.00453517j 0.000206508+0.00352523j 0.000601483-0.000269747j -0.000442644+1.08328e-05j 7.99536e-05-0.0009511j -0.00448158-0.000347559j -0.00322232+0.00266868j -0.0029364+0.000403993j -0.00105701-0.0024432j -0.00763114+0.00730299j -0.000707621-0.0022299j 0.00236962-0.00144281j 0.00457746+0.0036836j -0.00822934-0.00275734j -0.013088-0.00101344j 0.00302161-0.00234837j -0.00675977-0.00442333j -0.0108969-0.00123684j -0.00590169+0.00282864j 0.0152822+0.00813571j -0.0071095-0.00602335j -0.00440966+0.0031389j 0.0139493+0.00226128j 0.00656136-0.003895j 0.0035822+0.00266316j -0.00162828+0.00748701j -0.00586666-0.0079271j -0.00416702-0.00419905j 0.0010568+0.00782915j 0.00186749-0.00420881j 0.00820151+0.00285153j 0.00773883+0.00421254j 0.000131092-0.00126561j 0.00131693-0.00510154j -0.00615523-0.00202851j 0.00509762-0.00311429j 0.00753203+0.00475257j -0.00471472-0.00074808j 0.00362466+0.00369378j 0.01045-0.00457736j 
0.000366193+0.000815664j 0.00400707+0.00491889j -0.00154393-0.00362905j -0.0038522-0.00407501j 0.0024953+0.00612876j 7.40181e-05+0.00117278j 0.000629582-0.000489051j -0.00428939-0.00606553j -0.00188088+4.03449e-05j -0.000271392+0.00163846j 0.000769866-0.00037241j 0.00106243+0.00152689j -0.00138113-0.00408451j 0.00199838+0.00315768j -0.00153929-9.95051e-05j 0.000564707-0.0021106j -0.000693947+0.000431006j 0.000796198+0.00110398j -0.00377137-0.00235252j 0.00144412+0.000126227j 0.000222691-0.000355064j -0.000224028-0.00226593j 0.000226343+0.00100777j -0.000585669-0.0014085j 0.000782841+0.000776537j -0.000405761+0.000435989j -0.000662651-0.00110324j 0.00220458+0.0022309j -0.00114033+0.00128006j -0.00180884-0.00132136j -0.0018635+0.000122003j -0.00259976-0.00408452j 0.000917266+0.00244622j -0.000652929-0.00487499j -0.000274404-0.00170426j 0.00650284-0.00228288j -0.000868902-0.00341706j 0.00135038+0.00169399j 0.00432398+0.00391282j 0.000975864+0.000327768j -0.00247532-0.00365655j -0.000495407-0.000740257j -0.0004157-0.00399547j -0.000167177-0.00358418j 0.000439377-0.000709877j 0.00136344-0.00177833j -0.00626767-0.0039226j -0.00433818+0.00359098j 0.00342065+0.000298515j 0.00621654-0.00885467j -9.05348e-05+0.00828019j 0.00663927+0.016567j 0.00278897-0.00146022j -0.000919273-0.0058689j 0.000579294-0.0162874j 0.00498159+0.000566208j -0.000833597-0.0141773j 0.00168675+0.00320833j 0.00119208-0.00436189j -0.0026202+0.00636542j 0.0141232-0.0121945j 0.00239952-0.0110513j -0.00190204-0.0053534j 0.0049048-0.00728269j -0.00221921-0.00519744j -0.00437158-0.00357164j 0.00380622-0.0103288j 0.00637967-0.00275503j -0.0073893+0.0103779j 0.00147283+4.80446e-05j 
0.00473604+0.00198904j 0.000593033-0.00162551j 0.00225419+0.00288182j 0.00114832-0.00482871j 0.00258483+0.000908439j 0.00162915-0.00383979j 0.0021395+0.00370548j 0.00062066-0.00339227j 0.000782862-0.000623489j 0.00184621-0.000720227j 0.000104175+0.000924023j 0.00559752+0.00418824j -0.000833342-0.00193425j -8.74875e-05+0.00537041j -0.000442212+0.00104832j -0.00178956-0.00117819j 0.00138143+0.000326075j 0.000475469-0.00095785j 0.00145466+0.00310273j 0.000624259-0.000724102j -0.0042356+0.00253788j 0.00350063+0.00144892j -0.00203381+0.00185505j 0.00507284+0.00780005j -0.00284838-0.000836899j -1.34668e-05-0.00401143j -0.00111328-0.000105378j -0.00230079-0.00110527j -0.000139367+0.00253546j -0.00043512+0.00127495j 0.00421616+0.000388249j 0.000325587-0.00139228j -0.000246692-0.00199124j -0.00307903+0.000343757j -0.000439883-0.000715744j -0.00197149-0.00328474j -0.00656367+0.00110182j -0.000146574-0.00136211j 0.000246429+0.0013888j -0.00529612+0.00390294j 0.00288455+0.000781635j 0.00308814+0.00109938j 0.00234827+0.00603277j -0.00130925+0.00320694j -0.00690893+0.00572459j 0.00361764-0.00435684j -0.00495144+0.00489417j -0.00805231-0.00479364j -0.00256186-4.15431e-05j -0.00173547-0.0139488j 0.000332565+0.00425865j 0.00236654-0.0061891j 0.00694318+0.00695515j 0.00118493-0.00367995j -0.00332666-0.00267127j -0.000685268-0.0189811j -0.00783289+0.0087834j 0.00102585-0.000336654j 0.00761861-0.00279593j -0.00213093+0.000211161j 0.00252854+0.00445022j -0.00946817+0.0104873j 0.00248894-0.00385371j -0.00827845+0.0040256j -0.00224453-0.0049833j -0.00874795+0.00308659j 0.00885868-0.00108446j -0.00630225+0.00372688j -0.000674988+0.000204792j -0.00299899+0.00903235j 
6.02191e-05+0.00276341j 0.000807912-0.000327011j -0.00329795+0.00227798j 0.000202265+0.00394251j 0.00272445-0.000210708j -2.68599e-05+0.00441495j 0.00120547-0.00100663j 0.00219402+0.000615054j 0.00301527+0.000782016j 0.000623483+0.00237333j -0.00330306+0.000831641j 0.000519908+0.000286432j -0.00485158+0.00254418j 0.00103317-0.00148888j 0.00562769-0.00278997j 0.00631798-0.00582956j 0.00283103-0.000171616j 0.0104464-0.00439098j 0.00635601-0.002688j -4.91704e-05-0.00330292j -8.81449e-05-0.00137953j -0.00132229-0.000438408j 0.00258215-0.00284422j 0.00338322-0.00298766j -0.00166874-0.00156722j 0.00175673+0.000417165j 0.000185865-0.00184197j -0.00418072+0.00304657j -0.000336836+0.00263302j -0.00211681-0.00151454j -0.00836769+0.00788832j 0.00509527-0.00120518j 0.000118631+0.000135195j -0.00368599+0.00211255j 0.00360232-0.00113324j -0.00317164-0.00170589j -0.0109244-0.000821815j -0.012425+0.00544262j 0.00439655-2.85727e-06j -0.00164831-0.00439089j 0.000779959+0.00341388j 0.00733427+0.00220977j -0.0165933-0.000451854j 0.00632389-0.0043223j -0.00905264-0.00262158j 0.00377283-0.002316j 0.00512759-0.0040569j 0.00623675-0.000814261j 0.00524279-0.00134512j 0.00966576+0.00143632j 0.00157286+4.67825e-05j -0.0071388+0.000621751j -0.00332304+0.00234465j 0.00897369+0.00144114j 0.000243662+0.000873724j -0.00809647-0.00483877j 0.00444317-0.00545486j 0.012739+0.00663659j 0.00457422-0.000164177j 0.000631092-0.00165648j -0.00013093-0.000757223j 0.00693541+0.00268069j 0.0048592+0.00411527j 0.00657991+0.000945329j 0.000974776-0.0044836j -0.00385493+0.000904112j -0.00585861+0.00253406j -0.000730389-0.00516021j 0.000679658+0.000774004j -0.00253527+0.00182j 
