0.0120569-0.00249013j 0.0029254+0.0118329j -0.00164446-0.0116746j 0.00774389-0.00140367j -0.00242211+0.000174124j -0.0047272-0.00252824j -0.00657772+0.00543067j 0.00142028-0.00230801j -0.00195318-0.000594355j 0.0011627-6.24492e-05j -0.00215447+0.00111921j -0.0010323+0.00239958j 0.00164972+0.00253392j -0.00184947-0.00796424j 0.00458661+0.0113521j 0.0071664-0.00568889j -0.00314486+0.00329322j 0.0109914+0.00438333j 0.00570384+0.00724812j -0.00408027+0.00249396j -0.00448772+0.00419265j -0.00841814+0.00317322j 0.00137426+0.000814857j 0.000889213-0.000488109j 0.00428677+0.00217836j -0.00203838-0.00530441j -0.00584158-0.000715459j 0.00974232+0.00353784j 0.000806784-0.00358255j 0.00136531+0.00630678j 0.00809107+0.00897078j 0.00502814+0.00221958j 0.00547881-0.00400842j 0.000956482-0.00403129j -0.00310052+0.0114792j -0.00428557-0.000700172j 0.00410811-0.0109259j -0.00516882-0.0035103j -0.00594526-0.00267296j -0.00516729+0.00264065j -0.00655698+0.00516829j -0.00103005-0.00726049j -0.00856175+0.000870803j -0.00835074+0.00749061j -0.00166581+0.00830825j -0.00684019-0.00858167j 0.00369113-0.00191952j -0.00475755-0.000971914j -0.0120373+0.00637808j -0.0127344+0.00550613j 0.000811397+0.000742909j 0.00134534-0.00209278j 0.000914708-0.00103046j 0.000934028-0.00751113j 0.0034466+0.0117844j 0.00446731+0.00142681j 0.00273744-0.00416631j 0.00669242+0.00658366j 0.000586476+0.000685625j 0.000829755-0.000737839j 0.00314032-0.00422883j 0.00257724+0.000547453j 0.0012981+0.00577899j 0.00128515-0.000720493j -0.00434043-0.00114606j -0.0124708-0.012343j -0.0113549+0.0100384j -0.0327675+0.00131771j 0.00177105+0.0310235j 
0.000987673+0.0033781j -0.00361964+0.00254034j 0.00399813+0.00475151j -0.00161849-0.00134554j 0.00228262+3.87662e-05j 0.00868662-0.00138031j 0.00231292+0.00437637j 0.0016577+0.00131846j 0.00518048+0.000986088j 0.000384714-0.00436207j 0.00707923+0.0137363j 0.00246369+0.00637532j 0.0149336-0.00291208j 0.0121632-0.00152676j 0.00703708-0.00131568j -0.0108971+0.000829392j 0.00145012-0.00314134j -0.00332267+0.00544811j -0.0129338+0.00100465j -0.00586723-0.00209941j -0.00204673-0.000711914j -0.00437782+0.00106941j -0.0194801+0.00146038j 0.00561633+0.00798465j 0.00672559-0.000397127j 0.000739472+0.00380693j -0.00525613-0.000884464j 8.31887e-05-0.00015315j 0.00163449+0.00246045j -0.00863103-0.000363539j -0.012507-0.00219178j 0.00311878-0.000431981j 0.0121973-0.000881082j 0.010117-0.00389875j 0.0150214+0.00118325j 0.00864204+0.00408172j -0.0152826-0.00445844j -0.0130085-0.00885294j 0.00909467+0.0100026j 0.00721481-0.002288j 0.00237024+0.000828947j 0.00461558-0.000192648j -0.0022299+0.00219941j 0.00338442-0.00499561j -0.00838085+0.0024935j -0.00456433+0.00452205j 0.00370918+0.00519933j -0.00124667+0.00262321j 0.00358986+0.00621673j -0.00419785+0.00592227j 0.000325997-0.00289966j -0.00463256+0.0055886j -0.00120854-0.0098872j -0.00248486-0.00649547j 0.00146074-0.00570166j 0.00951864-0.0047563j 0.00269571-0.000357147j -0.00195181+0.00058465j -0.00437528+0.00455523j -0.000382254-0.00136091j 0.00478927-0.00578443j 0.000829552-0.0024162j -0.00628966+0.00590905j 0.000895035-0.00347939j 0.00354973-0.00117408j 0.000515355-0.00234718j -0.00186749+0.00354179j 0.00113137+0.00319685j -8.66676e-05-0.00452378j 
-0.000153138-0.00200562j -0.000341229+0.00194818j -0.00139273+0.00634244j 0.00117813+0.00145613j 0.0028766+0.00210417j 0.00879339-0.00403562j -0.00634427-0.00527109j -0.00210753-0.00278914j -0.0038682-0.000347638j 0.00460213-0.0124345j -0.0107113+0.00989101j -0.0044924+0.00920145j 0.0118774+0.000507628j 0.00369473-0.00690907j 0.00458942+0.00525259j 0.00317464-0.00395549j -0.0011-0.00609339j -0.0059549+6.04383e-05j 0.00689338-0.00702329j 0.00437079-0.00202969j 0.00217304-0.00155309j 0.0068471+0.00500468j 0.0115021+0.00876022j -0.00769002-0.0002847j -0.0189847+0.00497804j 0.000455248+0.00112291j 0.00648849-0.00224702j -0.00655755+0.00277123j -0.00124172+0.00167351j 0.00297406-0.00119635j -0.000279145+0.0026901j -0.00404795-0.00670235j -0.00618182-0.00388602j -0.00839978+0.00312041j 0.000816381+0.00103668j -0.00449248-0.0028529j 0.0186128+0.000973991j 0.00714034-0.000504398j -0.00186897-0.00264244j -0.0121511-0.00289254j 0.00645969-0.0034929j 0.0039597+0.00310528j 0.00132105-0.00267098j 0.00271158+0.00144426j -0.00733231-0.00843654j 0.00272115-0.00315882j -0.00780583-0.00310357j 0.0025683+0.00495198j -0.00563482-0.00330861j 0.00614599+0.00740805j 0.0115322+0.00308328j -0.00814726-0.0011603j 0.00561012+0.00566699j 0.00390295-0.00136811j 0.00263719-0.00354251j 0.00206546-0.00508938j 0.00231492-0.00784845j -0.000996592+0.00282866j -0.00135141-0.00252855j 0.00166856-0.00222773j 0.000927203-0.00338961j -0.000342683+0.000528758j 0.00229741+0.00433675j 0.00333204-0.0015594j -0.00333055+0.00637638j 0.00116236-0.000741953j -0.00335988+0.001079j 0.00130619-0.000473968j -0.0021299+0.000646506j 
0.00105734-0.00100515j -0.00301693+1.28965e-05j 0.00230014-0.00287548j 0.0062939-0.00194023j 0.00304583+0.000676631j 0.00396936-0.00416258j 0.00287483+0.000479558j -0.00377646-0.000142556j -0.000587868-0.00160925j 0.00246961-0.00694076j -0.00255905+0.00924915j -0.00467754+0.000178875j 0.000566612-0.00596922j -0.00391274-0.00371572j 0.0067539-0.00192536j 0.00380662-0.0039822j 0.00722464-0.00205072j -0.0073955-0.00765739j -0.00499705+0.00233096j 0.00137836+0.00446145j -0.00265506-0.00386963j -0.00487686-0.00141164j -0.00567016-0.0026855j 0.000250304+0.00281275j -0.00133377+0.00031749j 0.00166347-0.00777677j -0.0102016+0.0071126j 0.000540862-0.000976216j 0.00342543-0.0005586j -0.00227972+0.000156301j -0.00432101-8.25322e-05j -0.000349376+0.00280326j -0.00518198-0.000376102j -0.00213437+0.00701924j 0.00555985+0.00493976j 0.00663119-0.0014667j -0.00681144+0.00138366j -0.00516554+0.00187048j 0.00736593-0.00089924j 0.00201665+0.00487052j 0.00490758+0.0017644j 0.00659451+0.00630035j -0.0063686-0.00130847j 0.00135257+0.0055632j 0.00706294-0.000328477j 0.000711207+0.000678164j -0.000349685-0.00548515j 0.0001174+0.000477175j -0.00374532+0.00112584j 0.00053219-0.00629732j -0.00816079+0.00356846j 0.00131875-0.0066224j -0.0038182+0.00417442j 0.00687993+0.0170227j -0.00598986-0.00462823j -0.00119712+0.00261747j -0.000326948+0.000263688j 0.00901302+0.0101552j -0.00336395-0.0021157j -0.00350614-0.00447584j 0.0019221+0.002093j -0.000971127+0.00527364j 0.00206231-0.00544505j 0.000254042-0.00292904j 0.00157962+0.008391j -0.00162152-0.00468583j -0.00194076+0.000572512j -0.000535004+0.000702476j 0.000754005-0.00303002j 
0.000309851+0.000462632j -0.00327261-0.00222334j 0.00116253+0.00135023j -0.00153764-0.00236474j -0.000472988+0.000383172j 0.00533621+0.000154428j -0.000229133+0.00193823j 0.000316762+0.000107477j -0.0016611+0.00502337j 0.00497802+0.0015811j -0.000146531+0.00310884j -0.00344485-0.00702574j 0.0102148-0.00571258j -0.0030201+0.00130667j 4.59582e-05-0.000980188j 0.0048402+0.00169824j -0.00973397+0.00516779j 0.0121995-0.006491j 0.0134784-0.00436195j 0.00408438-0.00515016j 0.0017316-0.00413015j 0.00506524-0.00213419j 0.00529428-0.00676408j -0.0131644+0.00366836j -0.00777968-0.00166371j 0.00435915-0.0118491j 0.000975148+0.00428345j 0.00303712-0.00499556j 0.00506517-0.000723392j -0.000631525-0.00484155j -0.00537107-0.00173602j 0.000329356+0.00804637j -0.00291537+0.00171016j -0.0135502-0.000868009j 0.00376142+0.000462082j 0.0126028-0.00531035j 0.020631-0.0131044j -0.0035028-0.00309958j 0.00748033-0.00367153j -0.021795+0.00482551j 0.00674202+0.00170636j -0.00810878-0.00361118j -0.000358736-0.000520012j -0.0045969+0.00542513j 0.00755441+0.00627932j 0.00542305+0.00184791j -0.0055959+0.00383415j 0.00396111+0.00395454j -0.0124841+0.000442259j 0.00497597-0.00893522j -0.00535983-0.0023022j 0.000757614+0.0061683j -0.00167433-0.00206817j 0.00111359-0.00443757j 0.00201971-0.00325329j -0.00373677+0.000976364j -0.00482022-0.00131165j 0.000648448+0.00611188j -0.00167305-0.000357476j -0.00387747-0.00634084j 0.00298334-0.00057757j 0.0010037+0.00256798j 0.00675397-0.000215961j 0.00255334+0.00347818j -0.00669763+0.00164114j 0.00602764+0.00390697j -0.00172712-0.000601347j -0.00379716+0.000512495j 0.00300865-0.00226571j 
-0.00337891+0.000588328j 0.00212602-0.0021657j -0.00462402+0.00103904j -0.00364591+0.00280696j -0.00509817-0.00049601j -0.00658979-0.00132791j -0.00251502+0.00297972j 0.000344269+0.00215736j 0.00110667-0.00201106j 0.000651947+0.00278283j 0.0110953-0.00134006j -0.0109476-0.00755605j -0.0117202+0.00319297j -0.0029543+0.00522395j -0.0027156-0.00172565j 0.000222884+0.00313609j -0.00185102+0.00394904j 0.000243458+0.0013048j -0.00740851+0.00889025j -0.000138461-0.00202719j -0.00502868+0.0090567j -7.19591e-05+0.00281084j -0.00617976-0.00899228j 0.00923387-0.00326066j 0.0132144-0.0041257j -0.00487666+0.00658117j 0.000106046-0.000574352j 0.0106349-0.00555963j 0.00285063-0.00883753j -0.00264557+0.00508769j -0.00100618+0.00264486j 0.00749587-0.00311008j 0.00881872+0.000104226j 0.0107455-0.00457965j -0.00789806+0.00112552j 0.0112286-0.00564806j -0.0190833+0.0022458j -0.0134346+0.00376309j 0.00283844+0.00164075j 0.00689998-0.00790525j -0.0106075+0.00676609j -0.00256581-5.38368e-05j 0.000435967-0.00383208j -0.0039998-0.0038702j 0.00713971+0.0133203j -0.00343582+0.00484519j 0.000700053+0.00531557j -4.0423e-05+0.0109255j 0.00380549-0.00840807j -0.00536607+0.00104545j -0.00114835-0.00971065j -0.00283175-0.00528594j -0.00063337-0.00539698j 0.000174516-0.000464569j -0.00197719-0.00792932j -0.00204999-0.0089518j -0.0025462-0.00629523j -0.00195959+0.0152783j 0.000683963-0.00226315j -0.00215356-0.0134535j -0.00107006-0.00556261j -0.000485781+0.0035274j -0.0058549+0.000384393j -0.00231466+0.00431288j 0.00480496-0.00176302j -0.00547465+0.0025599j 0.00325828-0.000277332j -0.000724425-0.00128611j -0.00202154+0.00367821j 
0.00169899-0.00138331j -0.000722862-0.00284839j 0.000811875+0.000184147j -0.000771857+3.62243e-06j -0.00223639-0.0023522j 0.00563241-0.0120026j -0.000485899+0.0030586j -0.00372606+0.00343802j -0.00628896-0.000160665j 0.00824439+0.000194262j -0.0059701+0.0106919j -0.0125833+0.00532996j 0.000362682-0.00592649j -0.00469278-0.00337387j 0.00703196-0.00589692j -0.000254103-0.00813103j -0.00553038-0.00320194j -0.0159117+0.00204257j -0.00124892-0.00235046j 0.00881936+0.00293064j 0.00172349+0.00902889j -0.00266137+0.00197293j 0.0106794-0.000154081j -0.00647992-0.00812923j -0.0102491+0.0054533j -0.00829057+0.00135923j 0.000204379-0.00010915j -0.00355921+0.000532061j -0.00571093-0.00584535j 0.00992184+0.00386264j 0.0056091+0.00440801j -1.81353e-05+0.00113598j 0.00685689+0.00396484j 0.00113486-0.00162537j -0.00431158+0.00841817j -0.01203-0.00240513j 0.0125993+0.0022677j 0.00326133-0.000148027j -0.00860043+0.00143666j 0.00133735+0.00365782j 0.00270373+0.0068487j 0.000968612-0.000426895j -0.0030988-0.00115403j -0.00188903-0.00134394j 0.00351486+0.00746097j 0.00548282+0.00759436j 0.00665013+0.00384902j 0.00413315+0.00165291j 0.00188523+0.00672827j -0.00448035-0.00426535j -0.00347066-0.00112381j 0.00527004-0.0154442j -0.00383949-0.00878225j -0.00381015+0.00505265j -0.00179574+0.000259152j -0.00963193+0.00507928j 0.00498554+0.00493792j 0.00530672+0.0010943j 0.00381879-0.00137926j 0.00536763+0.00263739j 0.00246497-0.000586746j -0.00123245-0.00111627j -0.00247896-0.00303784j -0.00119374-0.000737659j 0.000707112-0.00135087j -0.00277763+0.00500615j -0.00131795+0.00181985j -0.00474927-0.00075798j -0.000738766-0.000367327j 
0.00293675+0.00236111j -0.00338678+0.00164169j 0.00345867+0.000640703j -0.00510192-0.00448768j 0.000923191-0.000485024j 0.00817453+0.00126138j 0.0106715-0.00905117j -0.00112063+0.00513749j 0.00458247+0.0015765j 0.00911247+0.0121549j -0.0095434-0.00431077j 0.00482278+0.0094536j 0.000283501+0.00621287j -0.0084618+0.00243923j 9.0823e-05-0.00118838j -0.00441297+0.0103753j 0.00866764-0.00405497j -0.000708121+0.0112981j 0.00660155+0.00721517j 0.00761197-0.00645751j 0.000101645-0.00683939j -0.00790377-0.00481443j -0.000832188-0.00556916j -0.00139846-0.00126556j -0.00177605+0.00338307j -0.00787596+0.00453027j 0.00381699-0.00030949j -0.00231981+0.00204477j -0.00384793+0.00567657j 0.000360809-0.0039442j -0.000150482-0.0022727j 0.00362714-0.00446098j 0.00621433-0.00119785j 0.00125409-0.000288296j -0.00287257-0.0118617j -0.00689489+0.00963021j 0.000984956-0.00064334j 0.00338281+0.000329405j -0.00461085+0.00105382j 0.00646507+0.000186285j 0.00448978-0.00447075j -0.00520501-0.00205748j -0.00410483+0.00232952j 0.00344155-0.00266425j 0.00268056-0.0043942j 0.00201879-0.00413811j -0.00140273-0.00379504j -0.00193392-0.00584221j 0.00701976-0.0019414j 0.00174297+0.00569173j -0.000332005+0.00481359j -0.00569822-0.00856308j 0.00428636+0.00777483j -0.000929999+0.0036363j 0.00110802+0.0115147j -0.00131207+0.00910854j -0.00395756-0.00420351j 0.00262406-0.00999862j -0.00102467-0.00273514j -0.00422384-0.00116587j -0.0023729-0.00318428j 0.00282996+3.58938e-05j -0.00353933+0.00567988j -0.00420583-0.000568842j 0.00207247+0.00191019j 0.00349923-0.00341484j 0.00365288+0.00318589j 0.00107414-0.00251952j 0.000413102-0.00506688j 
0.00204573-0.000891148j -0.00351494+0.000379873j -0.00118793+0.00579331j -0.00468198+0.00476033j 0.00708255-0.000529152j 0.00174802+0.00960399j -0.00577199+7.79614e-05j 0.0161332-0.00297245j -0.00215529-0.00301355j 0.00616697-0.00590574j 0.00647934-0.0112112j 0.00055788+0.00849935j -0.00767883+0.00227291j -0.0076787-0.00558574j 0.000716317+0.00500901j 0.00232139-0.00499172j -0.00217174+0.0142684j -0.00252535-0.00502498j 0.00702289-0.00865102j 0.00309927-0.0024383j -0.000760765-0.00120109j 0.000245389-0.00384546j -0.0123671-0.00123949j 0.00755423+0.00745499j -0.00601828+0.00148618j 0.00564565+0.00163091j 0.0103858+0.00197778j -0.00356788-0.00299182j 6.64288e-05+0.000517411j -0.00792736-0.00791919j -0.00840487-0.000566021j 0.0147309-0.00793156j 0.0125439-0.00744154j 0.00574577+0.00364845j -0.000513774+0.00290346j -0.00226748-0.00340924j -0.00109057-0.00536696j -0.00737871-0.00238669j 0.00956845-0.00664255j -0.000506762-0.00385422j -0.00269012-0.00763927j -0.00533949-7.51566e-05j -0.00248994-0.00476768j -0.00137461-0.002163j -0.00510302-0.0076369j -0.00443464-0.0108327j 0.00296421+0.00371365j 0.00210382+0.00163185j -0.00594074-0.00200475j 0.00356352+0.00412719j -0.0212414+0.00571798j 0.00278603-0.000272027j 0.00927836+0.00598184j -0.00770525-0.00562497j -0.00465655-0.00229471j -0.00872421-0.00726597j -0.00402568-0.00500099j -0.00375881-0.00199092j 0.000519834-0.00411273j -0.00570909+0.00118145j 0.000918121-0.00298841j 0.00136728-0.000334082j 0.000413875-0.00114234j -0.000654026-0.00233092j -0.0070563+0.00429538j -0.000168783+0.00206136j -0.00467363+0.000758875j -5.56531e-05-0.000439554j 0.000131779-0.00182927j 
-0.00460847-0.000975941j 0.000291642+0.00188945j -0.00146134+0.00618909j 0.00185722+0.00146792j 0.00481333+0.000204329j -0.00323687-0.00158915j -0.00576358-0.00551298j -0.00199785+0.00488555j -0.0057202-0.00332637j 0.00122204-0.0164457j 0.00345458+0.00887899j 0.000641252+0.00447157j 0.00212532-0.0071843j -1.44926e-05-0.0134302j 0.00161739-5.418e-05j 0.00221564-0.00376223j -0.00224143-0.0145288j -0.00440828-0.00384413j 0.0043117-0.00951796j 0.000832871-0.00212219j -0.00331184+0.00276614j 0.00856131+0.00647252j 0.00683684+0.00601882j 0.000131509-0.00428413j -0.00732836+0.00155997j 0.0053154-0.00957937j 0.00715468+0.00233661j -0.00395293-0.00122313j -0.00162655+0.00424199j 0.0063011-0.0121892j 0.00358472-0.00961828j -0.00379226+0.000632427j -0.00270204-0.00833481j -0.000980715-0.0153562j 0.000259201+0.00677472j -0.00607773+0.0112768j 0.00739802+0.004975j 0.00309095-0.011245j -1.14047e-05+0.00370279j -0.00540118-0.00559586j -0.000281723-0.00168057j -3.12954e-05-0.00376804j -0.00405613+0.00489873j -0.00122744+0.00448024j -0.00399291-0.00332731j -0.00662427+0.00833648j 0.00574361-0.00333071j 0.00540443+0.000487637j 0.00184828-0.00148351j 0.0081708+0.000192147j -0.00429996+0.00244418j -0.000478479-0.0121583j 0.000842934+0.00610493j -0.00153018+0.00280153j 0.0089356-0.00211953j 0.00231292+0.0062886j 0.00341474+0.000582444j -0.00257798-0.00235657j 0.00533918-0.00345041j 0.00268854+0.00573326j 0.00107739-0.000456201j -0.0032841+0.000773075j 0.00271288+0.00142209j 0.00474725-0.000448461j -0.00689977-0.00479825j 0.00141794+0.00643741j -0.0017204-0.00293723j 0.000249608+0.000109422j -0.00344138+0.00292803j 
0.00196624+0.000330485j 0.000949744+0.00146727j -0.000563975+0.000696878j -8.1048e-06-0.00137801j 0.00202318+0.000311019j -0.00529543+0.00307757j -0.000829798-0.0040678j -0.00312207+0.00173027j 0.00100298-0.00250058j 0.0012191+0.00185392j 0.00265155+0.00631993j -0.00739069+0.00861795j -0.00824968+0.00232365j 0.00399909+0.000420076j -0.00966285+0.00580089j 0.00628009-0.0118276j 0.00828954-0.00324325j 0.00789168-0.008004j -0.00348733-0.0023809j -0.0043085+0.00283122j 0.00194308+0.0023157j -0.00140088+0.00132763j -0.00693198+0.00365036j -0.00518141+0.00590778j 0.00521599+0.000652435j 0.00145163-0.00425417j -0.0103909+0.00947153j 0.00429822-0.00190697j 0.00568237-0.00739634j -0.00901736-0.00202733j -0.00958888+0.00984422j 0.00377406-0.009425j -0.00412884+0.00378183j -0.00480708+0.008887j 0.0103699-0.00587225j 0.0210878-0.0214068j -0.0113961-0.000962737j -0.0161662+0.00416868j 0.00914493-0.0168642j -0.00525695+0.0034104j 0.00704138+0.00271102j 0.00171127+0.00081141j 0.00341147-0.000985017j -0.00201864+0.00505968j -0.00151344+0.000959936j 0.000356501+0.00324019j 0.00108817+0.00202142j -0.00473379+0.00383553j -0.00196849+4.90477e-06j -0.00489645-0.00446727j -0.000520647-0.0203918j -0.00875834-0.00996967j -0.00552496+0.00342717j 0.000640613+0.00566263j 0.00141307+0.00061744j -0.00238189+0.00977482j -0.0010159+0.00282054j -0.00513491-0.00524583j -0.00747736-0.00489839j 0.000191607+0.000617018j -4.53032e-05+0.00307356j -0.0012979+0.00231233j 0.0017754-0.00283508j 0.0019758+0.00243977j 0.00157464+0.00342838j 0.000848862-0.00169413j -0.000102664+0.00201017j 0.000620743+0.00151744j 0.0021972+0.00150247j 
0.00260291+0.0011452j -0.00138036+7.8914e-05j 0.00214921-0.00132175j -0.000311437-9.72099e-05j 0.00124228-0.000609972j 0.000622013+0.00574725j 0.00260125-0.00101741j -0.00273481-0.00425207j 0.000257015-0.000273002j -0.00038278+0.00150904j -0.00378766-0.000181935j 0.00497448+0.00340623j -0.000527015+0.00602959j 0.00429789+0.00326716j -0.00422375+0.00026388j 0.000774792+0.00299368j 0.000571546+0.00202138j 0.00803842+0.0029526j 0.00420622+0.00550732j -0.00305615-0.00339215j 0.00508885-0.00185417j -0.000373523-0.000985762j 0.000450435+0.00405614j -0.00752433-0.000639918j -0.00125239-0.00617737j -0.00123108-0.0048109j -0.00284566-0.00149627j -0.0023285+0.00124641j -0.000854717+0.00586727j 0.00880108-0.0107494j -0.00449081+0.0021079j -0.00269525+0.00199882j -0.00453609-0.00149667j -0.0027503+0.00132373j 0.00146056-0.00190745j -0.00272054+0.000918042j 0.00253769-0.000444189j 0.00347129-0.00309712j -0.00390884-0.00473809j -0.00351188+0.00392985j 0.00281655+0.0024709j 0.00365824+0.000988344j 0.0012742-9.93964e-05j -0.00124536+0.00219998j -0.00199503+0.00294028j 0.000280228+0.00180165j 0.00690595+0.00784533j -0.00105539+0.00193359j -0.00258624+0.00366708j 0.00384503-0.00767177j 0.0240305-0.0246474j 0.00171831-4.47594e-05j -0.00179793-0.00131289j -0.00110843-0.00144286j -0.00502856+0.00010826j -0.0130039-0.0035101j -0.000809816+0.00480478j 0.0101763+0.00335833j -0.000468622+0.00321568j -0.00745812-0.00300871j -0.00313857-0.000722929j 0.00147009+0.000412j 0.00426138-0.00200482j -9.66763e-05+0.000205761j 0.000502419-0.00149077j 0.00156766-0.00245749j 0.00110014-0.000408198j 0.000685471-0.00126082j 0.00101761-0.00210314j 
-0.00508394+0.00293306j 0.000780124+0.00213045j -0.00359662-0.00022569j 0.00201863-0.000769273j 0.00537986+0.00133702j -0.00173329+0.00299595j 0.00030856-0.00757911j 0.00328218+0.00838846j 0.00199347-0.00109693j 0.00334395-0.00539652j -0.0123748+0.0120414j 0.0106629+0.0041579j -0.00271656-0.00255824j -0.00842871-0.00900839j -0.00465815+0.00242217j -0.00433673-0.00101601j 0.0122427-0.00265409j -0.00512471-0.000361411j -0.00206555+0.00855479j -0.00104943-0.0107164j 0.00035136-0.00111609j -0.00621608-0.0011058j -0.00287987-0.00733955j 0.00180736+0.00414156j 0.00553017-0.00207042j -0.00705034+0.00501601j -0.010265+0.0108994j 0.00848295-0.00673897j 0.00363791-0.000236385j -0.00386768+4.4812e-05j -0.00383134-0.00272209j -0.00171767+0.00321505j -0.00596124+0.00417795j -0.000694032+0.00224131j -0.00151505-0.00310366j -0.00754316-0.00371493j -0.0113998+0.00139414j -0.000630583-0.00439603j -0.00612591-0.00554532j -0.00248206+0.00027174j 0.0054386-0.00292509j 0.000878785-0.00140573j -0.00109941+0.00614175j 0.00118822-0.000675202j -0.00200164-0.00299602j -0.0095584-2.59649e-05j -0.00045355+0.00512996j -0.0020095+0.00110191j 0.000260844-0.00970723j 0.00805179+0.00265029j -0.000506816+0.000341306j 0.0100769+0.0148797j -0.00531165+0.00127016j -0.00245746-0.00681895j 0.00364675-0.0065892j -4.99699e-05-0.00757463j -0.00468582-0.00326548j -0.00600878+0.000926559j -0.00220737+0.00394918j 0.000530875-0.00435569j -0.00278457+0.00524958j -0.00162164+0.00246747j 0.000883024+0.00222062j 0.00179857+0.00153421j 0.00375629+0.000318281j -0.00141231-0.000138707j 0.00392879-0.00046767j 0.00387958-0.0019045j -0.000512228+0.00269645j 
0.000791548-0.00297704j -0.00207618-0.00323269j 0.00458047+0.001583j 0.00343812-0.00366027j 0.00215894+0.00446675j -0.00138016-0.014433j -0.00194186-0.00366964j -0.00599058+0.0136495j -0.00604778-0.00289379j -0.00857462+0.00215171j -0.007848+0.00873883j 0.0142623+0.013006j -0.0018315+0.00059856j -0.0149614+0.00086305j 0.0033191-0.00856367j 0.00042964-0.00886473j 0.00893342-0.018932j -0.00622289-0.0073002j -0.00242297+0.00640636j -0.00165232-0.0032557j -0.00782487-0.00244866j 0.00125403+0.00648267j -0.00509603-0.00295688j 0.00558736-0.00344933j 0.0101334-0.000943281j 0.0101442+0.00627157j 0.000977051+0.00908264j 0.0031761-0.00764969j 0.00230388-0.00153629j -0.000997779+0.00164364j -0.00357906+0.00459974j -0.0019205-0.0081342j -0.000771452-0.0107181j -0.00337817-0.00297748j -0.000954667+0.00762232j 0.00951087-0.000451479j -0.00101538+0.00439868j -0.00652154+0.00769561j 0.0068495+0.00594124j -0.00605282-0.00831303j -0.00981618+0.000777394j -0.00504401-0.00160044j -0.00431609-0.00576785j -0.00161856-0.000395781j -0.00227183+0.00546581j -0.00638275-0.00410675j 0.0073094-0.00486127j -0.00115364+0.00704574j -7.7392e-05-0.00499928j 0.00281711+0.00539165j 0.00785925-0.012029j -0.00284616+0.0124486j 0.000805469-0.000715452j 0.000385543-0.000798118j 0.00236423-0.00582294j 0.00050285-0.00468252j 0.00233522-0.00755799j -0.000500093+0.0140643j -0.00127654+0.00424212j 0.00936131-0.00579922j 0.00297096-0.0037359j -0.000942938+0.00114297j -0.00376902-0.000614912j 0.000987643+0.00253913j -0.0015466-0.0021947j 0.00225241+0.00354391j -0.000401768-0.000137148j -0.00461975+0.0015898j 0.00156131-0.00194467j 
0.00382597-0.000975919j -0.00234491-0.000897439j 0.00175781-0.00367721j -0.00174875+0.000842563j 0.00155154-0.00237444j 0.0012375+0.00532145j -0.000170676+0.000131045j -0.00317653+0.00112582j -0.000883648-0.000900122j 0.0117653+0.0046297j -0.00490694+0.00507652j -0.0136064+0.00692382j -0.00700209+0.00383713j -0.00398407+0.00469789j -0.00341254-0.000298459j 0.00475415-0.00789101j 0.00023588-0.0074376j -0.00301243-0.000416852j -0.00277837+0.00338072j 0.00471765+0.00163403j -0.000246635+0.00365568j -0.00314743+0.000491854j -0.00114257+0.00414849j -0.00999304+0.00420171j -0.000157692-0.000866772j 0.00229998-0.00595215j -0.0151025+0.00685231j 0.00471618+0.00151547j 0.00150002-0.00328932j -0.00211627+0.00949786j -0.00212877-0.00246126j -1.29372e-05-0.00198439j -0.0048246+0.00406588j 1.12401e-05+0.00739411j 0.00985906-0.00764426j 0.0086933-0.0132571j -0.00321187-0.00549608j -0.00488411-0.00235694j 0.00404932-0.0115938j -0.0018945+0.0064756j 0.00415062-0.00137565j 0.000525284-0.0051263j 0.0027023-0.00170712j 0.000864953-0.000187703j -0.00497653+0.00956276j -0.00311337+0.0106549j -0.00485271+0.00307766j -0.00523088+0.00849574j -0.00864251+0.00811044j 0.00286443-0.00272185j -0.000597996+0.0271117j 0.00903884-0.00853965j 0.00521624-0.00530726j -0.00479611+0.00388477j 0.00114384-0.0116772j 0.000730793+0.00256075j -0.00424965+0.00511539j -0.00580139+0.0115861j -0.00282632+0.00549847j 0.007869-0.00827876j 0.00367215-0.00104362j -0.00290544+0.00257915j 0.00225677-0.00373671j 0.000239176-0.000530673j 0.00940646-0.00150562j 0.004763-0.00252625j 0.00335808+0.00110801j -0.00278637+0.000719098j 0.000201067-0.00102651j 
