-0.0620719+0.124896j -0.116064-0.0518643j 0.13005+0.213065j 0.252382-0.0855637j 0.0563928-0.0465022j -0.161583-0.0899863j 0.0695805+0.279383j -0.109897+0.140075j -0.0720355+0.0995098j 0.0848894+0.234773j -0.210167+0.0139751j -0.160205+0.0124974j 0.183174-0.160528j 0.028624-0.0308868j -0.00242683+0.0363735j 0.192506+0.034937j -0.0590583+0.0372715j 0.0690512-0.0922152j -0.0255954-0.0487131j -0.00438207-0.0370724j -0.0392587-0.249069j 0.12641-0.0823696j -0.0268019-0.063962j -0.0262757-0.107551j -0.0558177+0.0261425j -0.185165-0.029427j 0.0125462+0.0806906j -0.179296+0.00456433j 0.27474-0.0731325j -0.0478345-0.2807j 0.0921366-0.0346662j -0.0424899-0.110872j -0.0885948+0.137928j -0.142972-0.0891376j -0.0517006+0.0199637j 0.0339186+0.0441223j 0.0126041-0.0638163j -0.0511552+0.0203823j 0.00590276+0.0073223j 0.0403103-0.0369976j 0.0132708+0.0273625j -0.0131363+0.030906j -0.0184054-0.0235999j -0.0467038-0.00455511j -0.00464559-0.0264725j -0.00440736+0.00958714j -0.0373663-0.02563j -0.0105849-0.0316722j 0.015604+0.0207887j -0.00334738-0.0228836j -0.018654-0.00995567j 0.018574+0.0123257j -0.0196684-0.00692875j -0.0110129+0.0115895j -0.00138028+0.018767j 0.0280347-0.0205543j -0.0238688+0.0108949j 0.00346578-0.0218964j -0.00179525+0.018324j -0.00712023+0.011846j -0.0216858+0.00601709j 0.00500019+0.0109947j 0.0131409+0.0227088j -0.0166791-0.0300631j 0.00815647+0.0126432j -0.00649403+0.00271821j 0.031373+0.019219j -0.000500484+0.0355693j 0.0279741+0.00939196j -0.0176132+0.03362j 0.0318464+0.0344957j 0.0289203-0.033512j 
0.00339722+0.0035858j -0.00520392+0.00467743j 0.0014424+0.00502903j 0.00617821+0.000876841j 0.00384197+0.00179147j 0.00417394+9.46283e-05j -0.000429134+0.00361398j 0.00337003+0.00411431j -0.00125933+0.000582532j -0.00513683+0.00484382j -0.00118854-0.00458813j 0.00112142+0.000763313j -0.00644876-0.00950118j -0.00220652+0.00583804j -0.00820772-0.00695081j 0.00712995-0.00280005j 0.00260417+0.00347652j -0.0121332+0.00408423j 0.00178443-0.00101743j -0.00595426+0.00230608j 0.00613737+0.0131885j -0.00773932+0.00243923j -0.00548463+0.00808503j -0.00141124+0.00275699j 0.00356697-0.00563045j -0.000192848+0.00586483j -0.00508755+0.00119801j 0.00235353-0.0036644j 0.00263898+0.00427228j 0.00163169+0.00324262j -0.00234232+0.0010759j 0.00197163+0.00203463j -0.00144886+2.05877e-05j 0.00179449-0.000732713j -0.00379143-0.000378904j 0.0083026-0.00303678j 0.00124077-0.000737377j 0.00108118+0.00123902j -0.00698548+0.00452532j -0.0037903-0.000885923j 0.00289795+0.00271092j -0.00275227+0.00434255j 0.00367454+0.00107774j 0.00447807+0.00192656j -0.00260981+0.00208047j -0.00354435+0.00497214j -0.0040823-0.00159254j 0.00186367-0.00388123j -0.00168547-0.000122224j -0.00204094+0.000407687j -0.00275013+0.00529522j -0.00339187+0.000566785j 0.00539094-5.34769e-05j 0.0028916+0.00117252j -7.05628e-07+0.00562271j -0.00484444-0.0106573j -0.000819201+0.00320316j -0.00503264-0.00167566j -0.0122697+0.00596865j 3.20484e-05-0.00941085j 0.00182852-0.000829127j -0.00524923+1.78146e-05j -0.00487393+0.00200177j 0.00426185-0.00114074j -0.005224+0.0116831j 0.01116+0.000455605j -0.00481609-0.00943815j -0.00118921+0.00116052j -0.00127413+0.00315716j -0.00756944+0.00632346j 0.000787056-0.00155143j -0.000759071-0.00377443j 
0.00235232-0.00105848j 0.00399971+3.7703e-05j -0.00413525-0.00149951j 0.000196257+0.00175722j 0.0024929+0.00341169j 0.0035652+0.0018108j -0.00222237+0.000308645j -0.00207905-0.000372894j 0.00230911+0.00185032j 0.000711947+0.0011083j 0.00097459-0.0118537j 0.00198376-0.0048825j -0.00420549-0.00656949j -0.00168503-0.00407214j -0.000659483-0.00421439j 7.04198e-05-0.00529017j 0.00501842-0.00206102j -0.00431286+0.0053972j 0.000801573-0.00520259j -0.00875738+0.00958097j -0.00188202-0.00809303j -0.0103775-0.00344707j 0.000597242+0.0011375j 0.00260063+0.00480309j 0.00668562-0.00140935j -0.00163455-0.000535417j -0.00260523-0.00590662j -0.00062272+0.00361434j -0.00351927+0.00539882j 0.000376358+0.000895654j 0.00133181+0.000121915j 0.00282767+0.00313827j 0.000357108-0.0020836j 0.000653726-0.00340698j -0.00433301-0.000683483j -0.00139314-0.00257792j 0.000944696-0.00483007j 0.00408427+0.000681048j 0.000602432-7.02402e-05j 1.73309e-06+0.000567408j 0.000763148+0.00188999j 0.0019025+0.000256585j 0.000347432+0.00584764j 0.000609472+0.00087594j -0.00108598-0.0103716j -0.00203431+0.00895129j -0.000143122+0.000196718j -0.00249159-0.00450614j 0.00613057-0.00665771j -0.00351047+7.82822e-05j -0.00340784-0.00174884j -0.000720393+0.00583584j 0.0143053+0.00420624j -0.00325725-0.005431j -0.000657091+0.00394981j 0.000694033+0.00675991j 0.00462977-0.00070617j -0.00580728-0.00395762j 0.000958585+0.000120469j -0.00403175-0.00307827j -0.000870269-0.000828703j 0.00318399+0.00454769j 0.00195412-0.00251922j 0.00130354+3.35186e-05j 0.00262428+0.00444889j 0.00173507-0.000590815j -0.00490625-0.00332298j 0.00115614+0.000118944j 0.00120764+0.000633028j 0.00224863-0.0029156j -0.000231972-0.00185567j -0.00213748-0.000743648j 
0.00296512+0.000696853j -0.00396115-0.000482205j 0.000233998-0.00170404j -0.00283114+0.000771328j -0.000822998-0.00034565j 3.66313e-05-0.00250793j 0.000262396-0.00186841j 0.00289645-0.00166064j -0.006696-0.00137741j 0.00110185+0.00215186j 0.00456234+0.00742269j 0.00143108+0.00451696j 0.000865511+0.0010538j -0.00544027-0.00335172j 0.000225422-0.00182204j -0.00607207-0.00220485j -0.00513262-0.00194335j 0.00120837-0.000139673j 0.00346137-0.00106475j 0.0022688-0.00652933j 0.00338477+0.00270374j 0.00370639+0.00237334j 0.00168357+0.00428202j -0.00444705-0.000740235j 0.00160312+0.00198556j -0.000254524+4.47015e-06j -0.00141336+0.00584624j -1.84626e-05-0.00199325j -0.000256862-0.00107092j -0.00155043+0.00349656j -0.00210001-0.00126225j 0.00308825-0.00100162j -0.00317566+0.000326177j 9.08653e-05+0.000528301j 0.00137061+0.00135058j 0.00405465+0.000705321j 0.000951087+0.000481447j 0.0025179+0.00200662j 0.00486974+0.00280588j 0.00318694+0.000139171j -0.00240325-0.00101627j 0.00277407-0.000213719j 0.00461999+0.0044475j 0.000120865-0.000238408j -0.00126546+0.000265676j -0.00945749+0.00394758j 0.0045448-0.000826921j -0.000585014-0.0102023j -0.000583357-0.00074389j 0.0106376-0.00472821j -0.000703753-0.00242876j -0.00555554-0.00200198j 0.00283116+0.00653116j 0.0117107+0.0120247j 0.00182273+0.00408441j -0.00271747-0.0079647j 0.000766873+0.00834502j -0.00973384+0.00380066j -0.00795046-0.00440226j 0.00193489+0.0010759j -0.00125574+0.00149826j -0.00966348+0.00454656j 0.000514512+0.00373197j -0.000189092+0.00342176j -0.00162662+0.00417947j 0.00315333-0.00134861j -0.00187651-0.00302528j 0.000429441-0.000543422j -0.00202777+0.000382269j -0.00273329-0.00260599j 0.00137047-0.000781231j -0.000587393-0.00241965j 
-0.000608606-0.000838965j 0.00401891-0.000203538j -0.00279686+0.000277524j -0.000402022+0.000637413j 0.000289574+0.00154509j 0.00059193+0.00204808j -0.00365007+0.00144008j -0.00261686-0.000667367j 0.00480602+0.00146874j 0.00203707-0.00275216j -0.00181687-0.0052799j -0.00136464-0.00342515j -0.00173692-0.00340459j 0.00154218-0.00225404j -0.000156983+0.000713669j -0.00294646-0.00202249j -0.00279923+0.000721384j 0.00178269+0.0027294j -0.00347222+0.000325858j -0.00134056+0.0011729j -0.000553457-0.00162055j 9.94945e-05-0.00277764j -0.00115356-0.00261136j 0.000661236+0.000462801j 0.00301378-0.0011732j 0.000305879-0.000974297j 0.000416948-0.00403001j -0.000556082+0.00300409j -0.00186329+0.00214927j 0.00141894-0.00273515j 0.00269984+0.000491986j -0.000651037+0.00272087j 0.00133702+0.00126992j -0.00354824-0.00144523j -0.0062789+0.00124712j -0.00246945+0.000597379j -0.000464882-0.00518421j 0.00425915+0.000963j 0.00208414+0.000492666j 0.000393654-0.00324745j 0.000114655+0.000235592j -2.57037e-05-0.00178317j 0.0022017+0.000911742j 0.00312564+0.00355076j 0.00352272+0.00248714j -0.00410069+0.000388495j 0.000720358-0.00684061j -0.00558585-0.00203829j -0.00842073-0.00326767j -0.00817348+0.00117953j -0.00429537-0.00771306j 0.000563804+0.00396343j 0.00277182+0.000490572j 0.00268757-0.00215032j 0.00586017-0.00438287j -0.00109076+0.00056803j 0.0136451-0.00273862j -0.00429164-0.00598182j -0.00972222-0.00691251j 0.00587579-0.00115052j -0.00887948-0.0120221j -0.000972071+0.0147447j 0.00971835-0.000578315j -0.00394994+0.00507122j 0.000277385+0.00306899j 0.00227584+0.000275663j -0.00443926-0.000279252j 0.00301265-0.00057246j 0.000155001-0.000544813j 0.00300358-0.00302136j -0.00117826-0.00241226j -0.000991429+0.000644146j 
0.000507727-0.00174241j 0.00223171-0.000517891j -0.00182349+0.00199001j 0.000181887-0.00322743j 0.00131745-0.00126292j -0.00106731-0.00410294j -0.00547791+0.00124822j -0.000550556-0.00218638j 0.00675609+0.00327419j 0.0028977-0.00273085j 0.000694075-0.000953466j -0.000509481-0.00257059j 0.000317966-0.00515876j 0.00523415+0.00188401j -0.00216015+0.00342988j -0.00797292-0.00680131j -0.0130942+0.00313892j 0.000244124+0.00235977j -0.0047296+0.00236895j 0.00335518-0.0123846j 0.0086931+0.0111581j 0.010424-0.00111319j -0.00134655+0.00135018j -0.00636545+0.00363077j 0.0057852-0.00108516j -0.00101655-0.00144308j 0.000771358+0.000844969j -0.000220155+0.00209261j 0.000788629-0.00204592j 0.000259667-0.00228894j -0.000821143-0.00112765j 0.000539361+0.00308992j 0.00452748-0.00235451j -0.000452715-0.00071215j -3.36774e-05-3.24218e-05j -0.00174325-0.00563097j -0.000512817-0.00405679j -0.00139323-0.000313642j -0.00174407-0.00221767j 0.00520848+0.00288404j 0.000490866-0.00344236j 0.00219459-0.000787636j -0.00482141-0.00087692j 0.003715+0.00615703j -0.00405702+0.00111078j 0.00160033+0.00317083j 0.00790856-0.00371506j -0.0023808+0.00792755j 0.00248646+0.000611891j -0.00894603+0.000385545j -0.00373691+0.00843747j 0.00960537+0.00147521j 0.00672692-0.00742714j -0.016195-0.0100752j 0.00419384-0.00402614j 0.00880656+0.00464518j 0.00292975-0.0139865j 0.000380212-0.0078773j 0.00450761+0.00190302j 0.00120531-0.0105311j 0.00445806-0.00741419j -0.00162399-0.00696451j -0.000640811+0.00560907j -0.00629935-0.00797408j -0.00143829-0.00351845j -0.00185665-1.15794e-05j 0.000580477+0.00447457j -0.00215242+0.000207538j 0.00256668+0.000528279j 0.00521038-0.000639145j -0.000832641-0.00121354j -0.00120578+0.00137908j 
-0.00106597+0.0027985j 0.000119978-0.000182939j -0.0010419-0.000799099j 0.000466593-0.00119385j 0.00303718-0.00065575j -0.00365763+0.00137092j -0.00843564+0.00117168j 0.000996659+0.00353531j -0.00372844-0.00643977j 0.00235963+0.00180701j -0.00668398+0.001022j -0.00746813-0.0035844j -0.00738262-0.00649117j -0.00853794+0.003374j -0.00506382+0.00296113j -0.0127766+0.000179245j -0.0136815+0.012819j -0.00182686+0.00609748j -0.00455179+0.0100047j 0.00582284-0.00383268j -0.000614135+0.0068493j 0.0018983-0.000838606j -0.0027812+0.000721126j -0.000775393-0.000755396j -0.000599197-0.00499937j 0.00130467+0.00362992j -0.00267366-0.000322802j -0.000313828-0.000542506j -0.00213892+0.00163107j 0.000870163+0.00165252j 0.00131987-0.000103432j 0.00106211+0.00258017j -0.000172573+0.000495444j -0.000268414-0.000242828j 0.000440774+0.000287017j 0.000162279-0.00220797j 0.00277364-0.00584536j 0.00332547-0.000547812j 0.0035446+0.00351384j 0.00867872+8.61594e-05j -0.00607511-0.00382236j 0.00363623-0.00582875j 0.00389832+0.005885j -0.00615269-0.00109937j -0.00510242-0.0038698j 0.000474889+0.00790816j 0.00344219+0.00679928j -0.0036516-0.00763423j 0.0026369+0.000378728j 0.012501-0.00200708j -0.00294553+0.00959428j -0.00302988-0.00381658j 0.0101273-0.00135745j 0.00333146+0.00378477j 0.00154609+0.00648401j 0.00552724+0.008551j -0.00515303-0.00151391j -0.0027054+0.00720999j 0.00508802+0.000485166j -0.000482481+0.000775204j 0.00586694+0.00451775j -0.00454636-0.00285014j -0.00162259+0.00284751j -0.000889886-0.00325202j -0.000687083-0.000925417j 0.000299328-0.00193471j 0.00086665-0.000556206j -3.8279e-05+0.00113306j 0.000284968+0.000901191j -0.00128619-0.00162982j 0.00114516+0.000164785j 9.49826e-05-0.0012402j 
-0.00177625-0.000337758j 0.000782611-0.00166416j 0.0010094-0.00398177j 1.45885e-05+0.00036982j -0.00219922-0.00058815j -0.00543611-0.00335586j -0.00229862-0.00631438j -0.00247617-0.00316161j 0.00643357+0.00385911j 0.00112697+0.00200195j 0.00264351-0.000284704j 0.00320618+0.00173528j 0.00300542+0.00105995j 0.00364479-0.00517542j 0.00248591+0.00249623j -0.00343836-0.00467484j -0.0059117-0.00628157j 0.00672326-0.0010382j -0.00373296-0.0035195j -0.00183349-0.00547391j 0.006422-0.00253731j 0.00834356-0.00188432j 0.00176653+0.0012712j -0.00356648-7.20447e-05j 0.000913405+0.00491506j 0.00287604-0.00031029j 0.00506185+0.000449047j -0.00235428-0.00154416j -0.00207452-0.0018745j -0.00137886+0.00019136j -0.000252656-0.00097021j 0.00258465-0.00274161j 0.00142583+0.000749221j -0.00089263-0.000452594j -0.00269998+2.35991e-05j -0.00156285+0.00137756j -0.0012056-0.00418944j -0.000669094-0.00304457j -0.00100512-0.00215381j -0.00495572-0.000371494j 0.0022291+0.00279595j -0.00486657-0.00265367j -0.00163733-0.00203602j 0.0030359+0.00268784j -0.00283898+0.00199399j 0.00174606-0.0125344j -0.00357821-7.2188e-05j 0.00341616+0.00209097j -0.00781332+0.00250085j 0.00803587+0.00423663j -0.00228055-0.00462307j -0.00297868-0.0018679j 0.00126529-0.000922172j -0.00169846+0.000436556j -0.00320346-0.00178169j 0.0024904-0.00130312j -0.000180875+0.000281572j -0.00207688-0.00309805j -0.00204106+0.00238537j 0.0027461+0.00122153j -0.00581449+0.00433748j 0.00275671+4.54722e-05j 7.36302e-05-0.000802706j 0.000426278+0.00225924j 0.00190568+0.00237319j 0.00237705-0.00617444j -0.00243227+0.000691122j -0.000435259+0.000818385j -0.000735594-0.00120451j 0.00294829-0.00183469j 0.00088169+0.000281647j -0.00139941-0.000554271j 
-0.00493322+0.00232835j 0.000952739-0.0027835j 0.0035074-0.001166j 0.00121812+0.0050687j -0.00369327+0.00374749j 0.00267264+0.00175117j 0.0006501+0.00106683j -0.00418006+0.00336242j 0.00160238-0.00237107j 0.00336568-0.006061j -0.00131559-0.0112053j -0.00253501-0.00240021j 0.000382812+0.000510676j -0.00682314-0.00705467j 0.00769861-0.000648822j 0.00504728+0.00567186j -0.01039+0.000259603j -0.00308196+0.0127502j -0.000912653+0.00544728j -0.00311795+0.00938498j -0.0123929-0.0148042j 0.00910069-0.00760577j -0.0162664-0.0078413j 0.0059355-0.0117232j -0.0144698-0.00338592j -0.00178455+0.00985709j 0.00924387-0.00872696j 0.00514221+0.000906132j -0.00435396+0.00388461j 0.0053655+0.00571868j 0.00905826+0.00232827j -0.00370124+0.00352029j -0.00367084-0.00172331j -0.000418142+0.000453872j 0.000873859-0.00120954j 0.002653-0.00274712j -0.00128708-0.00268948j -0.00312245-0.00346867j -0.00195113+0.00083694j -0.00172216+0.00155675j -0.00274551-0.00302276j -0.00359267-0.00142421j 0.000344118+0.000100242j -0.0031045+0.00126154j -0.00534008+0.0016415j 0.00194109-0.00133937j -0.00101112-0.000507653j 0.00399364+0.00242528j -0.0030083+0.00210628j 0.00254539+0.00223171j 0.00398041+0.00972769j -0.001763-0.00695065j -0.000788069+0.00326324j 0.00383991-0.00390046j -0.000532342+0.00234539j -0.00252489-0.000762193j -0.000480791+0.000836853j 0.00445036+0.000355142j -0.00494254+0.0120191j 0.000163795-0.00550555j 0.00686+0.0010833j -0.00620921-0.00568887j -0.00502426+0.00403806j -0.0013286-0.00561548j -0.00747816-0.000622695j 0.00294361+0.00642209j 0.00497405-0.00532944j -0.00239565-0.000422227j -0.00424984-0.000398312j -0.00473894+0.00531324j -0.000311259-0.00166758j 0.00333463-0.00202243j 
0.000377277+0.00029321j -0.000521038+0.00180303j 0.00312476+0.00164344j -0.000382628-0.00078258j 0.000243764+0.00022469j 0.000267763-0.00119571j -0.000145374+0.000330934j 1.99439e-05-0.000501639j 0.0011556+0.0016185j -0.00112681-0.00148395j 0.00375502+0.000511648j 0.000489122+0.00335228j 0.00101167+0.00249027j 0.00140875-0.0044315j -0.000104342-0.000570291j -0.00280944-0.000921701j -0.00691414-0.00349825j 0.00387514-0.00137912j -0.000755933-0.00097541j -0.000879151-0.00525472j 0.00189307+0.00219254j 0.00535457-0.0014434j -0.00148485+0.000802999j -0.00365583-0.000691642j 0.002066+0.000888053j -0.000568995-2.75732e-05j 0.00228377+0.00136113j 0.000284515+0.000273145j -0.000463092+0.00120118j 0.000821515-0.00114333j 0.00120577-0.00202571j -0.000732026-4.28038e-05j -0.00290422-0.000720844j 0.000238416-0.00248596j 0.00142882-0.0005776j -0.00117448+0.00230398j -0.000461375+0.00231626j 0.00050436+0.00114791j 0.000387955-0.000889488j -0.00204155+0.000782282j 0.0020076+0.00272479j 0.00153203+0.00128266j -0.00156447+0.000305403j -0.00355206-0.00372402j 0.00458498-0.0094814j 0.00487056+0.00490424j -0.00393142+0.00267207j 0.000521125-0.00294057j 0.0118486-0.0105863j -0.00489062+0.00243632j 0.00473504-0.0101525j -0.00191285+0.00583652j 0.00643767+0.00648341j 0.000872218-0.00262188j -0.00475941+0.00433127j -0.00440342+0.00442931j -0.00137056+0.00640235j 0.000871082+0.000814169j 0.00437377-0.00248344j -0.00837102+0.00569513j -0.000102012+0.00361211j 0.00674847+0.0030878j -0.000651157-0.00684926j 0.00279417+0.00276927j 0.000967015+0.000985425j -0.0021434+0.00296556j 0.00209975-0.0015703j -0.00193938-0.000555455j 0.00217359-0.000200213j -0.000839025+0.000258233j 0.000583173-0.000344542j -0.000780533-0.000766168j 
-0.000130875+0.000542544j -0.000410216+0.00134026j 0.00366713+0.00248765j 0.00151049-0.000964227j -0.00178033+0.000760095j 0.00694495-0.00121479j 0.00658837+0.00366932j -0.00428946-0.0020264j 0.0130486+0.00390517j -0.00512039-0.013221j 0.0027546-0.00530284j 0.00240209-0.0080725j 0.0121044+0.00321375j 0.0166384+0.00220414j 0.00838167+0.00387928j 0.0130815-0.00223818j 0.00285236-0.00373945j 0.000898372-0.00700179j -0.0023569-0.00249778j 0.00214143-0.00326398j 0.00230844+0.0072466j 0.00757429-0.00353289j -0.003234-0.00128341j -0.000274992-0.000221219j 0.00153782+0.000541696j -0.0036543-0.00492748j 0.00460699+0.00163019j 0.000815837+0.00325726j 0.000399325-0.000453873j -0.001298+0.000181721j 0.00243357+0.000547826j -0.00200621-0.00088412j 0.00224721-0.000376695j 0.0005389-0.000497493j -0.00109291+0.00137335j 0.00502631+4.99192e-05j 0.00236465+0.0019395j 0.000612745+0.00124859j -0.00267988+0.000813187j -0.00173709-0.00165647j -0.000345413-4.53084e-05j -0.000361564+9.88454e-05j 0.00369692+0.00591612j -0.00195038-0.000802825j 0.00427907-0.000652803j -0.0026567+0.00364464j -0.0011113+0.00340711j -0.0025906-0.00356122j -0.000995401+0.00300255j -0.00366769-0.00244026j -0.00167316+0.0052524j 0.000227569+0.000444982j 0.00080933-0.00335714j 0.00469872+0.00511928j 0.000832084+0.000219454j -0.00086595-0.000236621j -0.00142054-0.000333652j -0.0034719+0.00199154j -0.00291744+0.000816699j 0.00363572-0.00372418j -0.00228473-0.00160258j 0.00107677+0.0021891j 9.528e-06+1.66643e-05j 0.00133698+0.000929635j -0.00061577+0.00499513j 0.0012677+0.000198231j -0.0046479-0.00473138j -0.000288198+0.00049903j -0.00206861+0.00216501j -0.00164568+0.00146746j 0.00102514+0.00100395j 6.97684e-05-0.00016052j 
-0.00111909-0.00140039j 0.000201416+0.00109247j 0.00673889+0.00184483j 0.00284684-0.00532827j -6.35636e-06-0.00486581j 0.00166107-0.00696769j 0.00301967-0.000564942j 0.00413628+0.00709027j -0.00329485-0.00151789j -0.0130066-0.00121912j 0.00302328-0.000363449j -0.00264727+0.0132466j 0.00476415+0.0152309j 0.000725978-0.00942161j -0.0028663+0.000366743j -0.00288548+0.00463644j -0.00865186-0.00817508j 0.0166167-0.0108829j -0.00330538+0.000925935j -0.00299764-0.00236318j 0.00188431+0.00565827j 0.00259826-0.00330899j -0.00227926+0.00527544j -0.00497673-0.00433902j 0.000812978+0.00056087j 0.00785919+0.00232111j -0.000621247+8.22101e-05j 0.000476799-0.00253092j 0.000940003-0.00191261j 0.00108535-0.00311034j 0.00282712+0.00115382j -0.0028833-0.00311975j 0.00295238+0.00278047j -0.00122194+0.00235613j -0.000526592-0.00240753j 0.00505286-0.00293028j 0.00568455+0.00122763j 0.000954925+0.00471122j -0.00173996-0.00282468j -0.000352159-0.00687129j -0.00191994+0.00163213j -0.00276991-0.000389854j 0.00121115+0.00975728j -0.00628919-0.00486146j 0.010114-0.000691686j -0.00278986+0.00503387j -0.00125044+0.00573885j -0.00362715+0.00119526j 0.00471938+0.00332981j -0.0120907-0.00593011j 0.00220277+0.00917237j -0.00131956+0.00330429j 0.00173269-0.00511306j -0.00271255+0.000191254j -7.24675e-05-0.000272469j 0.00220738+0.00485165j -0.00369737-0.00757919j 0.00623562-0.00138996j 0.00520347-0.00507117j 0.00544535-0.00417446j -0.00235887-0.00088411j 0.00282508+9.25525e-05j 0.000506355+0.00179386j 0.00210518+0.0015466j -0.00299197+0.000220239j 0.00281201+0.000122739j -0.00299087-0.00123164j -6.68378e-05-0.000364583j -0.00181202+0.000147343j -0.0002893+0.00149198j -0.00019346+0.000694009j 0.000685552+0.000964738j 
-0.000671828+0.000978614j -0.000698226-0.000871534j 0.000390648-0.00296859j -0.00271813+0.00128742j -0.00667784+0.000370487j -0.00669136+0.0034932j -0.00445449-0.000922828j 0.00174316+0.000392927j -0.00490645-0.000916649j 5.23543e-05-0.00307675j -0.000218348+0.00802929j -0.00615716-0.00199808j 0.00256803-0.00279267j -0.000168312+0.00507452j 0.00389236+0.00994331j -0.00750656+0.00653354j -0.0121896+0.0159357j -0.00135151+0.00216092j 0.000202769+0.0124241j 0.00949235-0.0141546j 0.00462638+0.00531091j 0.0152608-0.00228906j -0.00608802-0.000720373j -0.00340252-0.00703047j -0.00871079-0.00163809j 0.0028586+0.00230061j 0.00591199+0.00232785j 0.00146292-0.00016903j -0.000519442+0.000438215j 0.000961942+0.00248876j 0.00263788+0.00035177j -0.000609479+0.000512988j -0.00188068+0.00158763j -0.00245792-0.000248483j -0.00247252+0.00271109j 0.00239848+0.00311817j -0.00159441-0.000137769j 0.00109768-0.00102911j 0.00180886+0.00201516j -0.00413993+0.00173549j 0.00354272+0.00183784j 0.000141389+0.000311307j 0.00240652-0.00378001j 0.00507517+0.000701444j -0.000340248+0.000944574j -0.00613821-0.00238095j -0.00400472-0.00423959j -0.000564519-0.00631222j -0.00721988-0.00307356j 0.00342715+0.00277612j -0.00567814-0.0125389j -0.00424195+0.00263014j 0.000909608+0.00754015j 0.0120751+0.0023839j -0.0004892-0.000509833j -0.0103593-0.0063379j 0.0107557+0.00932277j -0.00669005+0.000978278j -0.0151836-0.000181573j 0.00179549+0.00480874j -0.00760564-0.0014423j 0.000174189+0.0105388j 0.00237459-0.00347j 0.00313961+0.00591106j 0.00198331+0.00612475j 0.00398122-0.00219503j -0.000237718-0.00157861j 0.000948189-0.00111198j -0.00291305+0.000197624j -0.000657385-0.000307807j 0.00028075-0.00132038j -0.000263701-0.00134029j 
-0.00117065+0.000760157j 0.00139267-0.00069314j 0.00360747-0.00123673j 0.00130871-0.00116218j 0.00246004-0.000617304j -0.00497338+0.000322021j -0.00283145-0.00103618j -0.000471207+0.00449182j 0.00832059-0.00312819j -0.00357994+0.00220765j -0.00648051-0.00713329j -0.00103553-0.00110983j -0.00345946+0.00127343j 0.0016186-0.0019383j -0.00234482+0.000156356j -2.2349e-05-0.000849765j -0.00142875+0.00162727j 0.00605466-0.00101088j -0.00513698+0.00162089j -0.00607096+0.00726557j 0.00298289-0.000694694j -0.00478434-0.00219664j -0.000226837+0.00336991j 0.0017626-0.000408063j -0.000497515-0.00018324j 0.00635182+0.00181739j 2.23135e-05-0.00369838j -0.00211781-0.00252114j -0.00204065+0.000427443j 0.00117347-0.00207344j 0.000748561+0.00155392j 0.00136491-0.00019202j -0.00293161+0.00273112j -0.00189219+0.00138019j -0.00121511-0.0016084j -0.00122+0.00111051j 0.00172549-0.000830557j 0.00323138+0.00106264j 0.00372729-0.000355938j 0.00603201-0.00164778j 8.8126e-05-0.00133885j 0.00482574-0.00237009j 0.00237852+0.00283569j -0.0057543-0.00382694j -0.000445621-0.00402476j -0.000126948+0.00660522j 0.00302917-0.00146761j -0.00359867-0.00700413j 0.0046556-0.00323103j 0.00483223-0.00477502j -0.000517152-0.00233656j -0.00369134+0.000591164j 0.00547708+0.0059067j 0.00571246+0.0019261j 0.000937121+0.0042237j 0.000308752+0.00579337j 0.00190663+0.00343685j 0.000503531+0.00288418j 0.00396257-0.0074048j -0.000211503+0.00488066j 0.000843762+4.9032e-06j -0.000366439+0.00370365j 0.00181187+0.000672735j 0.000709631+0.000940369j 0.00129019-0.0033553j -0.00123795+0.000858166j 0.00204812+0.00166669j 0.00115053+0.0002807j -9.66316e-05-0.00196439j -0.00131277-0.00237559j 0.000526751-0.000647879j 0.00175221-0.00123416j 
