0.0191808-0.0764502j -0.0119782+0.00853973j -0.0498057+0.0181756j -0.0585343+0.0219609j 0.0294913-0.00329524j 0.0306567+0.0235933j -0.0196637+0.00772898j -0.0483827-0.0190134j 0.00128391-0.0293777j 0.00456336-0.00357739j -0.0138257+0.021908j 0.0234841-0.00318483j 0.0220607-0.00785482j 0.0139405+0.0379724j 0.00434278-0.040058j 0.000799469+0.0156465j -0.0158346-0.0118023j -0.0196612-0.00608442j 0.00332036-0.00560238j 0.016172-0.0128397j -0.00637266-0.00554206j -0.00327-0.00193401j 0.00432786+0.0234206j -2.96178e-05-0.0122656j 0.00760937-0.0178442j 0.00584431+0.0137023j -0.0105956-0.0296572j 0.00217368-0.00462254j 0.000368644-0.0033249j -0.00500675+0.00932943j 0.000939267-0.000702913j 0.00314908-0.0122176j 0.00188143-0.00935034j -0.0190422-0.0126036j 0.00466768+0.00545911j 0.0136103+0.00635541j -0.00814682-0.0189738j 0.000112371-0.0104966j -0.00767761-0.00214176j -0.016125-0.0363441j -0.0230243-0.00152211j 0.00731447+0.00611366j -0.0192364-0.0156147j 0.0272784+0.0137227j -0.00924822-0.0132081j 0.0230022+0.0162197j -0.0250585-0.0121307j 0.0020052-0.0212227j -0.00540863-0.015064j -0.00408146-0.00479075j -0.00688152+0.00519649j 0.00433353+0.0032066j 0.0127583+0.016494j -0.000812769-0.00352897j -0.00898154+0.0046689j -0.00948788-0.0149589j -0.0295066-0.00612643j 0.000466251+0.0125478j -0.00558278+0.0301308j 0.0127408-0.0127687j -0.0132252-0.0221303j 0.0179757+0.0340289j -0.0122899+0.00429949j -0.0048987-0.00424002j 0.0047692-0.00402494j -0.00503301+0.0131383j -0.00784748+0.00318671j 0.00855956+0.0108658j 0.00599875+0.0155101j -0.0100156+0.0370014j 0.0378306+0.00546892j -0.0125066+0.00111576j 0.0296723-0.0562722j 0.0383786+0.0237997j 0.0330375-0.0252744j 0.0554263-0.041958j 0.0338236-0.00810413j -0.0315018-0.0816606j -0.0110665-0.0248033j -0.0185976+0.0402772j -0.0591534-0.111456j -0.0808526-0.0155049j -0.058862+0.0892732j -0.112299-0.0484602j 0.0845146+0.00271782j 0.0176833+0.0589564j -0.0832974-0.0596358j -0.04002-0.0840772j -0.00555371+0.0669536j 0.121121+0.113335j 0.147804-0.216085j -0.167671+0.0766416j 
0.0533569+0.0224208j 0.0430457+0.065817j -0.00615848-0.0013292j 0.00528962-0.0413983j 0.0052424-0.0262886j 0.00683332-0.0549492j -0.0108479-0.0493417j -0.0227979-0.00112167j -0.0484323+0.0102903j -0.027673+0.0258708j -0.0303561-0.002519j 0.0101039-0.0573221j 0.0592101-0.0140794j 0.00765372+0.00183996j -0.0422491+0.012351j -0.00320152-0.00231861j -0.0279232-0.0258586j -0.00175994+0.00371381j -0.00501483-0.00311303j -0.00687638+0.0174342j 0.00443435-0.00140915j -0.0125438-0.00695662j 0.0119487+0.00165326j -0.0180802+0.0106545j -0.00315498-0.0229973j -0.00317237-0.0215455j 0.00843067+0.0305458j 0.0157453+0.0113374j 0.00232334+0.0174223j 0.0208111+0.00585937j -0.0264324+0.0138272j 0.0203224-0.0093812j 0.0111745-0.0218298j -0.000613325+0.0171107j -0.00411893-0.00386532j -0.0123524+0.00133829j 0.000876796-0.0216109j 0.0220913+0.025409j -0.00819376-0.00447103j -0.00513338+0.000741114j -0.0163967+0.0260838j -0.0245515+0.0219592j 0.00647278-0.00141628j 0.0340561-0.000331918j -0.0226972-0.0330358j 0.0117049+0.0107414j -0.00582491+0.0248494j -0.0501431+0.00137606j -0.0173619+0.0043473j -0.0233874-0.014355j 0.011961+0.0216369j -0.0118896-0.00333742j 0.0439743-0.0120774j 0.00338243+0.0122696j -0.0120475+0.0036565j 0.00362874-0.0230101j -0.00386781+0.0420206j -0.0205195+0.00165666j -0.00226647+0.0214051j -0.00380153+0.0316827j -0.00403674+0.0433064j -0.00889766-0.0102148j 0.00209487-0.0115179j 0.0171395+0.00974204j 0.0162616-0.0208893j 0.0140292-0.0175513j -0.0152608-0.0203392j 0.0260141-0.00128538j -0.0164928-0.00818682j -0.000878315-0.00471586j -0.000465585-0.0317502j 0.00356572-0.0275608j -0.00798918+0.00392729j -0.02316-0.0258045j 0.00292364-0.00892996j -0.00624935-0.011231j -0.0148584+0.0185434j -0.0308933-0.00812721j 0.0130969+0.0209513j 0.00935027+0.0172941j 0.0295495+0.00820374j 0.00538386+0.0170041j -0.000101336-0.0215225j 0.0119586+0.0327893j -0.0211592-0.0179911j 0.0312771+0.00317357j 0.00782397+0.0136345j -0.00157539+0.0157306j -0.0199468-0.0220975j -0.0033203+0.0170488j -0.0167481+0.0240714j 0.0122895-0.0331183j 
-0.0161021-0.0296776j -0.00117409-0.00274164j -0.0161179+0.0201496j -0.0138433+0.0204715j -0.000800995-0.00532776j 0.00618284+0.0186248j -0.0211707+0.0206105j -0.00887873-0.0435831j 0.0081468-0.0335397j 0.0325235+0.00500044j -0.00202257-0.040332j -0.0496375-1.93102e-05j -0.0260007-0.00218746j -0.0180219+0.0180988j 0.0302253+0.031239j -0.0194398+0.0159467j -0.00238164-0.00519097j -0.030278-0.00454832j -0.0092799+0.0206323j -0.0035611-0.0147591j -0.00388773+0.00681163j -0.00232408-0.00937912j -0.00245283-0.00382941j 0.0178976-0.0206534j -0.00122771+0.024076j -0.00668175+0.0232458j 0.00032295+0.000190511j 0.00821723+0.0237415j 0.0095665+0.00955753j -0.00567991+0.0133026j 0.0139409-0.0353689j -0.0191493+0.00694591j -0.0110225-0.00224333j 0.00236331+0.00340161j 0.00769711+0.00584272j -0.00742886+0.00414368j -0.00898774+0.00542799j 0.0109875-0.0103058j 0.0137602+0.00110672j 0.0137951+0.00200523j 0.00401384-0.00844979j 0.00123235-0.00239543j -6.67244e-05+0.00553047j 0.00716217-0.0261636j 0.0180551-0.00954406j -0.00463892-0.0117551j -0.0175939-0.00802795j 0.0201719+0.00676452j -0.00631253+0.00805512j 0.0136671+0.00158256j -0.00642873-0.00209736j 0.00559907+0.00952105j -0.00489071+0.00972017j -0.0020899+0.0212074j 0.00821385-0.0162212j 0.00759949-0.00508607j 0.00987528-0.0223402j -0.00223077-0.00561691j -0.0311035-0.00673031j 0.00660314-0.0227567j 0.00808294-0.0196816j 0.00447352+0.00906101j 0.00832506+0.0049075j -0.0131155+0.00218536j -0.0141837+0.0128254j 0.00251394+0.00230793j 0.0166738+0.00711454j 0.00099464+0.00209582j -0.00295337-0.00548998j 0.00354542-0.00819648j 0.0165335+0.0174231j 0.017561+0.0294988j 0.00403347-0.000442972j 0.0210058-0.00283365j 0.00300229-0.00378286j 0.00499627-0.00465465j 0.00369417+0.00698701j 0.0153588+0.00613464j -0.0192848-0.00944714j -0.0125514+0.0131262j 0.00725362-0.0112023j -0.000418237+0.00448498j 0.0188255+0.0254388j 0.0078192-0.00805274j 0.0129807-0.00791876j -0.0246785-0.0024211j 0.0039829+0.00742936j -0.00196484+0.00474936j 0.0188899+0.0137434j 0.000380457+0.000232389j 0.0105228-0.0136494j -0.00497194+0.010134j 
0.066158+0.0775695j -0.0503755-0.0119605j 0.0337333-0.00807634j 0.0193617-0.0313868j -0.000560537-0.0141374j -0.0344246+0.0116966j 0.0226658-0.0263088j 0.00513778+0.00425633j -0.0507389+0.0253146j 0.0372284-0.00641927j -0.00421447+0.0274838j -0.0198593+0.0021417j 0.0181812-0.0358492j 0.0657609-0.0400282j -0.00340786-0.00615904j 0.0290134-2.69532e-05j 0.0145598+0.0040531j -0.00960228+0.0337642j -0.00513982+0.000216447j 0.0135093+0.00243271j -0.00996339+0.00702668j 0.0170347+6.07455e-05j -0.0195226-0.00812255j 0.00127347+0.00916273j -0.0194838-0.000835769j 0.0178816-0.00684111j -0.00631683-0.00634062j 0.028218-0.0211297j 0.0153733+0.00614663j 0.0418564-0.0224114j -0.000259948+0.00722966j 0.0182556+0.00666961j 0.00282573-0.0019417j 0.008457+0.000617887j -0.0058719+0.0117039j 0.0214884-0.0113484j -0.0126133-0.0110521j 0.0290806-0.0188646j -0.0317845+0.0215685j -0.0396021+0.0179033j 0.00319975+0.00390629j -0.00188483+0.0102176j -0.0104184-0.0197538j 0.00271715-0.0320859j -0.0333236-0.0115955j -0.00437797+0.0216942j 0.0377481-0.00992584j -0.0109103+7.25968e-05j -0.019257-0.0106093j 0.022678-0.0100962j -0.0110038-0.0222161j -0.0134341-0.0014007j -0.032138-0.0204197j 0.015307-0.0208361j 0.00400401+0.0092142j 0.00548547+0.0219416j -0.00429655+0.00214844j 0.0346622-0.00212384j 0.0396486-0.011807j 0.0232782+0.0144988j 0.0282682+0.0180418j -0.000345166+0.0320728j -0.0318231-0.0252192j 0.0056929-0.0323432j -0.00631743-0.0341163j -0.0182874+0.00729568j -0.0341157+0.0213051j 0.0250995+0.00982653j -0.00334397+0.00417329j 0.00672509-0.00996012j -0.0290563+0.0139851j -0.027295-0.0159387j -0.00052633-0.00482962j -0.0248519+0.000933403j 0.00843785+0.00475351j -0.00144865+0.03645j -0.0161409+0.0121418j -0.024357+0.0278277j 0.0241026+0.000545774j 0.00319921-0.0146006j -0.00739644+0.0253765j 0.00828199-0.022639j -0.0226963+0.00453648j 0.008836-0.0150169j -0.0322055+0.00612626j 0.037296-0.00971587j 0.00872411-0.0264007j 0.00431883-0.00414093j -0.0187955+0.00603689j -0.0169686-0.0264534j -0.033334+0.0390894j -0.00765037+0.0181034j 
-0.027752-0.0071066j -0.0679835-0.0579432j 0.0124984-0.00662357j -0.0182169-0.0132993j 0.0104644+0.0710702j -0.0446965-0.0620949j -0.0252005-0.00974786j -0.000455396+0.0351907j 0.0534555-0.0055838j 0.0275015+0.043299j 0.0446828+0.0194279j -0.00824947+0.00430832j -0.0948403+0.00210181j 0.00646921+0.00503183j 0.0107996-0.0149127j -0.00657833+0.0248026j 0.00761635+0.00251876j -0.0151397+0.00153555j 0.0060364-0.00526645j 0.021646-0.0288134j -0.00251318-0.0183705j -0.0105973-0.0167026j 0.0131034+0.00289066j 0.0141772+0.00862577j 0.0133256-0.000738005j 0.0096143+0.00196715j -0.0164046-0.00217558j -0.0130033-0.0144542j -0.0219811+0.014276j -0.0126136+0.0154256j 0.0294979-0.00239057j 0.00769797-0.0211491j 0.00284503-0.00572128j -0.00317069+0.000855063j 0.0211898+0.00761787j 0.0178962+0.0291473j 0.0130969-0.0179418j -0.0242226+0.0138221j 0.0279024-0.0179624j 0.0190089-0.00627046j 0.0235011-0.0122661j 0.044682+0.0254329j -0.0429951-0.00220603j -0.0434717-0.0240046j 0.0255994-0.0111094j -0.00516974-0.00546582j -0.00890662+0.00649301j 0.0191093+0.000201018j 0.0277643+0.00884226j 0.0046683+0.013964j -0.0145224+0.0363132j 0.00193448-0.006028j 0.0178659+0.0205631j -0.00747024+0.0218867j -0.0082367-0.0150644j 0.045332-0.0256992j -0.0103489+0.0229189j 0.0227369-0.00605515j -0.0105859-0.0237799j -0.00686946-0.0206723j 0.0305995+0.0250261j 0.00644435+0.0478212j -0.028463-0.0126261j -0.0302874-0.0210853j 0.03619+0.0154508j -0.0498767+0.0297988j -0.00410637+0.0325828j -0.000917646+0.0134023j 0.00679787+0.00874045j -0.00129457+0.0368063j 0.0140929+0.00799222j -0.00428775+0.0371958j 0.0224791-0.00829519j -0.00970673-0.0011735j -0.0539042+0.0271409j 0.0333082-0.0147383j 0.0138317+0.00526366j -0.00675231-0.0263332j -0.00966002+0.00081028j -0.0124056-0.018059j -0.00807589+0.0134519j 0.00109399-0.0405012j -0.000621211+0.030328j -0.0289236-0.0356346j -0.00318154+0.0291418j 0.00950739-0.0261436j 0.0056116+0.011137j 5.73568e-05+0.00167716j 0.0207439+0.0121553j 0.00040632-0.00134561j 0.00713895-0.00924595j -0.0104452+0.0229782j 
-0.048381-0.0301842j -0.00609774+0.00379387j 0.00636809-0.0319938j -0.0235857-0.0306741j 0.0262918-0.0376052j 0.0114533+0.00962766j -0.0654084-0.0575148j 0.0201659-0.00214888j 0.0158087+0.0533427j -0.0334146-0.00589482j 0.0266367+0.0124887j 0.0187437-0.0478296j 0.0273598+0.00259323j -0.0540111-0.0460131j -0.0244224+0.0122373j -0.00771441-0.0249155j -0.00110775-0.0387207j 0.0320861+0.00669682j -0.000875642+0.0040234j 0.000603639+0.000758909j 0.0208704+0.00579033j -0.0131573+0.0030565j 0.0118416+0.0344826j 0.0110772+0.0108703j -0.00141588+0.0143382j -0.0240029-0.0264375j -0.0150077+0.0178752j -0.00678554+0.00800495j 0.00754421+0.0123396j -0.0139057-0.0244108j 0.00619356+0.00960972j -0.0029626-0.0155913j -0.0139865-0.0274856j 0.00580577+0.000579814j 0.0108424+0.0107729j -0.0218017-0.0154773j -0.0236633-0.0329669j 0.000854311-0.0136449j 0.0188692+0.0307012j 0.0203976+0.0294914j -0.00132079-5.80223e-05j -0.00453281+0.02589j 0.0229995+0.0120274j 0.0172108+0.0160596j -0.0314647-0.00689876j 0.0251225+0.0145995j -0.00440426-0.0188128j -0.0119211+0.0101385j -0.0177521-0.0155404j -0.0320689-0.0147697j -0.0301148-0.0144668j -0.00736641-0.0107105j 0.0294024+0.00963658j -0.0130115-0.0107199j -0.0169273+0.0191064j 0.0188518-0.0495996j 0.0237975+0.033916j -0.00502864-0.0611655j -0.0601521-0.0185607j 0.0256982+0.00985405j 0.0343918-0.00980702j 0.0486067-0.00804329j -0.00845008+0.00416111j -0.0132555-0.00178475j -0.00879873-0.0330734j 0.00383075+0.0313115j 0.0291334+0.0055434j 0.0208178-0.0141218j -0.0131661-0.0168901j -0.00947648-0.0130283j 0.0238723+0.0261229j 0.00764888+0.0211129j -0.01884-0.00953107j -0.00988932+0.00217247j 0.0151768+0.019971j -0.0175902-0.0261637j 0.0113518+0.014361j -0.00122253+0.00494195j 0.00463033-0.0195897j 0.00262449-0.00621006j 0.0309013-0.0123886j -0.00779468+0.0111327j 0.0290031+0.0558384j 0.0222843+0.0141728j -0.0229865-0.01141j -0.0321069-0.000513438j 0.0292863+0.0101269j 0.0127806-0.0100257j 0.00909039+0.0153479j -0.0265109+0.0172197j 0.00345926-0.0213341j -0.00921643-0.0109894j 
-0.00499512-0.00560674j -0.0120601-0.00562128j 0.00731089+0.0153197j 0.00554667-0.00514576j 0.0218882+0.0310651j 0.012001-0.0512444j -0.0343743-0.00212486j -0.00355272+0.0424022j 0.0148662+0.0171371j -0.0106699+0.00248371j -0.0064821+0.00373269j 0.0622426+0.0389252j -0.0342971+0.0184323j -0.0198844-0.00716734j 0.0165196-0.00119816j -0.00546679+0.00690092j 0.023914+0.0194449j -0.0259106+0.0197552j 0.0254057-0.0058978j -0.00400073+0.00471233j 0.0105581+0.0159867j -0.00727293-0.0145327j 0.00654985+0.0384677j -0.0131911+0.00738377j -0.0155998-0.0222922j 0.0253127-0.010587j 0.00477833-0.00826383j -0.00408192-0.0130609j 0.00548488+0.00642138j 0.000224964-0.0130328j 0.0022901-0.00555018j -0.00422246+0.00367523j -0.000778578-0.0062065j 0.00762645+7.22651e-05j -0.0119262+0.0141008j -0.00347842-0.00565988j 0.0129549-0.0113718j -0.00399491-0.0110481j 0.00606939-0.00398482j 0.0120228-0.0148393j -0.00506797-0.0157377j 0.0104588-0.00119423j -0.00172833-0.0116469j -0.0315732-0.00927095j 0.013401-0.00402698j -0.00585122-0.00167168j -0.0113185-0.00257424j 0.0103039-0.00805938j 0.00385374-0.00793243j 0.0144907-0.00281249j -0.0114829+0.0167242j 0.00963908-0.00285946j 0.00519838-0.0024915j -0.00492173-0.00899024j -0.0121044-0.00150278j 0.00776359+0.00367597j -0.0083158+0.00687418j 0.00648936-0.00624496j 0.00293534+0.00683424j 0.0131668-0.0055051j -0.0193101+0.00546349j -0.00252419-0.00828236j -0.00203059-0.0147056j -0.00505666+0.0028827j 0.0108087-0.0110378j -0.0108891+0.0138564j -0.00779421-0.0128238j -0.0120114+0.00419735j -0.000701253+0.00153366j -0.0094692+0.0136336j -0.0136398-0.0131313j -0.00908761+0.00408803j -0.0143263-0.00430543j -0.00482114+0.0109838j -0.00545893+0.0151836j 0.00220746+0.0027096j -0.000604067-0.00733538j 0.0144066-0.00405529j -0.0170335+0.00324535j -0.00400106-0.00176643j 0.0097813+0.00730347j 0.0102985+0.0106013j -0.00367905-0.0074868j -0.0107012-0.00783249j -0.00435826+0.0114025j 1.50243e-05-0.00381984j -0.007791-0.0018165j 0.00412255+0.00536915j 0.00327599-0.000864177j 0.00151548+0.00427157j 0.00669747-0.00511367j 0.00104114+0.000162091j 
-0.00726219+0.0121241j -0.00249202+0.00735361j -0.00827345-0.0253084j -0.0185658-0.0205897j 0.00286417+0.0181208j 0.0214723+0.0302666j 0.0302094-0.0299127j -0.0158544+0.0302261j -0.00875888+0.0264204j -0.0275922-0.010453j -0.00387739-0.0224906j 0.0152381-0.0536837j -0.0190496+0.00866394j -0.00942466+0.0248653j -0.00370296-0.0205158j 0.013123+0.017754j 0.0130976-0.021558j 0.0277412-0.0105313j -0.00884747-0.0190333j -0.0143325+0.00183843j 0.0107418-0.0102477j -0.00567521+0.00479192j 0.0255184-0.00960479j 0.00615901+0.0211906j -0.00511656+0.0340631j -0.00831106-0.0190973j -0.00860968-0.0138538j -0.0265926+0.0303594j 0.00740031-0.00866147j -0.0304946+0.0116048j 0.0180124+0.015972j -0.0056426+0.0137869j -0.010969+0.000381152j -0.00327953-0.00161621j 0.0228858+0.0122171j -0.00752169+0.0088517j -0.032558-0.00451107j -0.0263165+0.0105852j 0.0088379+0.0109631j -0.0154904+0.00807608j -0.00507254-0.00415831j 0.00155428+0.00337359j -0.0150825-0.00679771j -0.00118096+0.0275393j -0.0126184+0.00721103j 0.00795354-0.0143558j -0.00311004-0.00193676j 0.0101237-0.0129606j -0.0159453+0.0128807j -0.00885962-0.0103229j 0.00429199+0.00341243j 0.00249565-0.0105384j 0.0125361-0.000439208j 0.0156561-0.00148609j -0.0106078-0.019003j -0.00681353-0.0104222j -0.00862676-0.00705748j 0.00387598-0.000951294j -0.0161871-0.0113123j 0.00223817-0.00176243j 0.00169928+0.00839377j 0.00392232-0.011746j -0.00514622-0.000274944j 0.00456562+0.00331104j -0.000224089-0.0028235j 0.00722396+0.0121603j 0.000349147+0.000332516j 0.00212695+0.00751769j 0.00607431+0.00440959j 0.00488281+0.0045532j 0.0034159+0.00544462j 0.00429553-0.00387032j 0.00169136-0.000669744j -0.00200138+0.00170076j -0.000685515+0.000602993j -0.00434565-0.00890305j 0.00376672+0.00258017j -0.00809244-0.0099939j 0.0101038-0.00523722j 0.0179728-0.00167898j -0.010393-0.0053245j -0.00612836-0.019169j -0.00103822-0.0027537j 0.0101212+0.00578989j -0.00751412-0.0011708j 0.0082819+0.00200683j 0.00552195-0.0193416j -0.00730343-0.00599827j 0.00204179+0.00047325j 0.00934+0.00517627j 0.0011182+0.00338632j 0.00593655+0.000553724j 
0.00914858-0.0161243j -0.00404446+0.0259893j 0.0518177+0.106326j -0.0283064-0.0423606j -0.0202843-0.0418889j -0.0230621-0.0703153j -0.0931147+0.0342985j 0.0159309+0.00204766j 0.00509565-0.0695375j 0.0206783+0.00931291j 0.00465613-0.00591293j -0.0248961+0.0185676j 0.00300209-0.0119702j 0.0205986+0.0341123j 0.0171072-0.00828243j -0.0434053-0.00102003j 0.0272402-0.0248054j 0.0043694+0.0357088j 0.0254291+0.00224395j 0.0302775+0.0092252j -0.0117411-0.00271127j 0.00922218-0.0276299j 0.0202242+0.0178833j 0.0195501+0.00602181j -0.0181171+0.0181081j 0.015687-0.00835883j -0.00954777+0.0034479j 0.0178844-0.00384731j 0.0217972+0.00282337j 0.0312948+0.00247428j -0.000909623-0.0423339j 0.00582751+0.00818266j -0.00261172+0.0303888j -0.0100041-0.0121053j 0.00171918+0.0155902j 0.0126756-0.0234958j -0.00748793+0.0091567j -0.000472143-0.0279068j -0.0031451+0.0037493j -0.00583261-0.0159723j -0.0104206-0.000823856j -0.000290459-0.00926019j -0.00902099-0.00064217j -0.000527204-0.0431872j 0.0157987-0.0251033j 0.0260125-0.00632259j -0.0337125-0.00378886j 0.0211192-0.0180058j -0.0264276-0.00690356j 0.039257+0.00252689j -0.0405622-0.00120587j -0.00110755-0.00842623j -0.0110587+0.00594896j -0.0243799+0.035932j -0.0180836-0.0144938j 0.0458625+0.0190363j -0.0134605-0.00271642j 0.00945873-0.0202468j 0.0316383-0.0256622j 0.0441913-0.00304324j -0.0638185+0.0138735j 0.0145825+0.00704449j 0.00920173-0.0399104j -0.0217516+0.0112917j 0.00818395-0.00070931j -0.0230338-0.00456022j -0.000237086-0.0218498j -0.0167495+0.0186869j -0.00324975-0.0137042j -0.0227886+0.0100964j -0.0224672+0.00185503j -0.0220878+0.0132023j -0.0221156+0.0033049j 0.00704761-0.0302047j -0.0128245-0.00225711j 0.0203456+0.0109998j -0.0152957-0.0263273j 0.0175812+0.0143983j -0.0232122-0.00195799j -0.0294888-0.00826994j -0.0131106+0.0488135j -0.0157688+0.0059238j 0.0200243+0.031995j -0.0145639-0.00609411j -0.00693401-0.0276642j -0.00655457-0.0104945j -0.0175133+0.0250906j -0.01002-0.0200796j 0.000632399+0.0266691j -0.0340393-0.00744177j -0.00391969-0.0139618j 0.005317-0.0334977j 
0.0584525+0.0603025j -0.0115244-0.0175703j -0.00416892-0.0558767j -0.00474847-0.108207j 0.0233253+0.0358205j 0.0957011-0.0158437j 0.00183869-0.00380196j -0.0105938+0.0491131j 0.00955072+0.0298024j 0.0134126+0.00947743j 0.00099712+0.0149274j 0.00461543+0.000764439j -0.00592622-0.0263194j 0.0132418-0.029612j -0.0331305-0.00503595j 0.0153312+0.0638589j 0.000616556-0.0270614j -0.0112978-0.0286724j 0.0457504+0.0179817j -0.0189214-0.00977636j -0.0189205+0.0214159j 0.00526832+0.0195028j -0.0210154-0.00556478j -0.00294475-0.000742211j -0.00403705+0.0103748j 0.00499165-0.00812613j -0.0169475+0.018328j -0.0250839+0.0124669j 0.0100785+0.00906851j -0.0319078-0.0309972j -0.00154085+0.00584324j -0.0240227+0.00941833j -0.00534612-0.0223786j 0.0140562+0.00161385j -0.0120185+0.0153105j -0.014809+0.00507837j 0.00599879-0.00019241j -0.027897+0.00970489j 0.0121676+0.0102191j 0.0132166+0.0144966j 0.02078+0.00160522j 0.0290733+0.040018j 0.00206978-0.0180377j -0.0131071+0.0119352j 0.00516632-0.0237739j 0.013598-0.0564515j -0.00817748-0.000891384j -0.00820802-0.0177066j -0.00618905+0.0549423j 0.0456217+0.0029996j -0.0142934-0.0228545j -0.0193487+0.0137213j 0.03256+0.0352687j 0.045591+0.0341218j -0.00917717+4.3022e-05j 0.0163286-0.0311734j -0.0254235-0.0392771j 0.0266568-0.0236533j -0.0109651-0.0138614j -0.00183672-0.021365j 0.00975009+0.0090559j 0.0333009-0.043428j 0.0212658-0.0444566j 0.0106368+0.0156411j -0.0306583-0.0246321j 0.0150093+0.0252824j -0.0260392-0.0388646j 0.0186411+0.0247721j -0.013899+0.0265079j 0.0116889+0.0035096j -0.00960944+0.00580395j 0.00566549-0.00786234j -0.00398969+0.0120378j -0.0285436-0.00749701j 0.0449229-0.00210119j -0.0363466+0.0309027j -0.0174579-0.00808256j 0.0221204+0.0196899j 0.000345021+0.00279973j -0.00459017+0.00673315j 0.0468563+0.00502253j 0.0061967-0.00120404j 0.00990081+0.00190333j 0.0358392+0.0439556j -0.0369801-0.00573874j -0.00536788+0.00711515j 0.0068265+0.00578156j 0.0235629-0.00770779j -0.00521329-0.00501533j -0.0397736-0.00316504j -0.0220591+0.0423051j -0.0253875+0.0188929j 
-0.0250481-0.0418772j -0.0424837-0.0106642j 0.0231522-0.0550581j -0.062336+0.0199167j -0.0525693-0.03159j -0.0197278-0.0323716j 0.0348343+0.01671j 0.031295-0.0291964j -0.0102345-0.0175151j -0.0196829-0.0240339j 0.0116204-0.00810485j -0.00454727+0.00514476j 0.027516-0.0061336j -0.0112089-0.0428192j 0.012674+0.0319942j 0.0167899-0.0125244j -0.0221071-0.0167111j -0.00822573+0.00990193j 0.0205132-0.0515921j 0.0182767+0.00316814j 0.0530436+0.0302046j 0.00672124-0.00447597j 0.00925779+0.0115453j -0.0263137-0.00375204j 0.0135255+0.0200883j 0.00719568-0.011024j 0.0255526+0.0185038j 0.00915597+0.00205613j 0.00980954-0.0172667j -0.0112881-0.00560308j -0.0213078+0.0103806j 0.0274455+0.0111825j -0.020816+0.0226934j 0.00140086-0.0307762j 0.00982912+0.0196008j -0.00994449+0.000948464j 0.000324709+0.00503555j 0.00502165-0.000107851j 0.0118974+0.0164055j 0.0102924-0.00597102j -0.0131418+0.00179191j -0.00905545-0.0392164j 0.0147329-0.00459442j 0.00492625+0.0073727j -0.0457219-0.0112959j -0.0473697-0.0230257j 0.00514694+0.0102766j -0.0141223+0.0225513j 0.0389388-0.00786673j -0.00931303-0.0710728j -0.0657064+0.00462659j 0.01952+0.0115142j 0.0265084-0.0249866j 0.0132279-0.0286855j -0.0121064+0.0524797j -0.00159673-0.0217533j -0.0609765+0.025156j -0.00568292-0.0310158j -0.00865692-0.0172379j -0.0220783-0.0200627j -0.0417655+0.0278546j -0.00246826-0.0524022j -0.0425796-0.0212505j 0.00610056-0.0184331j 0.0137795+0.0324024j 0.0209928-0.0364436j -0.0344895+0.0182815j 0.021798-0.0200412j 0.0251895-0.00278527j -0.0307449-0.0226208j -0.00161926+0.0291925j -0.0267499-0.0075902j 0.0194162+0.0257231j 0.0143351+0.00956464j 0.0183416-0.00570255j 0.0550436+0.0271227j -0.00980993+0.0119043j -0.00984434+0.004287j 0.0381372-0.0179143j 0.00744152-0.0343246j -0.0178118-0.0229276j -0.0217186-0.000521505j -0.0254976+0.00133671j 0.0203518-0.0036773j -0.0148673+0.0170226j -0.0118456+0.024927j 0.0118995+0.0235811j -0.00248261-0.0345077j 0.0274517+0.0253421j -0.0161794+0.0248964j 0.00881902-0.0360085j -0.0185244+0.0263227j 
