0.0191808-0.0764502j -0.0119782+0.00853973j -0.0498057+0.0181756j -0.0585343+0.0219609j 0.0294913-0.00329524j 0.0306567+0.0235933j -0.0196637+0.00772898j -0.0483827-0.0190134j 0.00128391-0.0293777j 0.00456336-0.00357739j -0.0138257+0.021908j 0.0234841-0.00318483j 0.0220607-0.00785482j 0.0139405+0.0379724j 0.00434278-0.040058j 0.000799469+0.0156465j -0.0158346-0.0118023j -0.0196612-0.00608442j 0.00332036-0.00560238j 0.016172-0.0128397j -0.00637266-0.00554206j -0.00327-0.00193401j 0.00432786+0.0234206j -2.96178e-05-0.0122656j 0.00760937-0.0178442j 0.00584431+0.0137023j -0.0105956-0.0296572j 0.00217368-0.00462254j 0.000368644-0.0033249j -0.00500675+0.00932943j 0.000939267-0.000702913j 0.00314908-0.0122176j 0.00188143-0.00935034j -0.0190422-0.0126036j 0.00466768+0.00545911j 0.0136103+0.00635541j -0.00814682-0.0189738j 0.000112371-0.0104966j -0.00767761-0.00214176j -0.016125-0.0363441j -0.0230243-0.00152211j 0.00731447+0.00611366j -0.0192364-0.0156147j 0.0272784+0.0137227j -0.00924822-0.0132081j 0.0230022+0.0162197j -0.0250585-0.0121307j 0.0020052-0.0212227j -0.00540863-0.015064j -0.00408146-0.00479075j -0.00688152+0.00519649j 0.00433353+0.0032066j 0.0127583+0.016494j -0.000812769-0.00352897j -0.00898154+0.0046689j -0.00948788-0.0149589j -0.0295066-0.00612643j 0.000466251+0.0125478j -0.00558278+0.0301308j 0.0127408-0.0127687j -0.0132252-0.0221303j 0.0179757+0.0340289j -0.0122899+0.00429949j -0.0048987-0.00424002j 0.0047692-0.00402494j -0.00503301+0.0131383j -0.00784748+0.00318671j 0.00855956+0.0108658j 0.00599875+0.0155101j -0.0100156+0.0370014j 0.0378306+0.00546892j -0.0125066+0.00111576j 0.0296723-0.0562722j 0.0383786+0.0237997j 0.0330375-0.0252744j 0.0554263-0.041958j 0.0338236-0.00810413j -0.0315018-0.0816606j -0.0110665-0.0248033j -0.0185976+0.0402772j -0.0591534-0.111456j -0.0808526-0.0155049j -0.058862+0.0892732j -0.112299-0.0484602j 0.0845146+0.00271782j 0.0176833+0.0589564j -0.0832974-0.0596358j -0.04002-0.0840772j -0.00555371+0.0669536j 0.121121+0.113335j 0.147804-0.216085j -0.167671+0.0766416j 
-0.0519228-0.0407206j 0.00626516-0.00174946j 0.00628048+0.0273568j 0.0107079+0.0496139j -0.00964389+0.0182554j -0.0200613-0.0282905j -0.0550477+0.0105506j 0.039555+0.00482965j 0.183726+0.102566j -0.0594553+0.0512687j -0.114887-0.070582j 0.137174+0.143893j -0.0475911+0.154517j -0.0178649+0.0216191j -0.010563+0.0488979j -0.0573955-0.0414482j -0.0195832+0.012318j -0.00609695-0.0574761j 0.0130375+0.0255844j 0.00945144+0.0437318j -0.00582805-0.00952765j -0.0906941-0.0739874j 0.0376154+0.142213j -0.0346522-0.0349564j 0.049391-0.0611118j 0.0404651+0.0487281j 0.038176-0.0117084j -0.00908514-0.0467648j -0.0237579-0.0272331j 0.0111004+0.0307703j -0.0688865+0.00655937j -0.0420656-0.0461102j 0.0771494-0.0166029j -0.0115368-0.00520089j -0.0711586-0.0296869j 0.053309+0.0545736j 0.0148705-0.0386402j 0.065175+0.0496423j -0.134328-0.0135136j -0.0397126-0.00412124j 0.000182931-0.0144444j 0.0466014+0.111458j 0.0460002-0.0773821j -0.0411917-0.0744422j 0.0141866-0.0733611j -0.0470895+0.0384355j 0.028672-0.0158741j -0.086074+0.0639698j 0.0888835+0.0361248j 0.0428136+0.0137203j 0.0295011-0.0407348j -0.0481121+0.0617765j 0.0648736+0.0628095j -0.0507959-0.027968j 0.00711472+0.00427916j -0.00261737-0.120396j -0.0404403+0.0154091j 0.0189315-0.055307j 0.00662187-0.0476739j -0.0598426-0.0187886j 0.0944983+0.00877941j -0.0144497-0.0403482j -0.0527278-0.00947653j 0.0302623+0.0116887j -0.0971273+0.00697975j -0.0744745-0.0194127j 0.017765-0.0394691j 0.00458686+0.0278181j 0.00731193-0.0516283j 0.0615712-0.0624315j -0.020189+0.0504309j -0.0219309+0.0660159j -0.059327-0.104814j 0.0342813-0.0411955j -0.0685127+0.0621641j -0.108819+0.00126987j -0.109292+0.00218772j 0.0398654-0.0371992j -0.0208915-0.0283094j -0.00260041+0.0643853j -0.0252227-0.0429643j 0.14747+0.10849j 0.0575685+0.158161j 0.0577267+0.00488601j 0.0351242-0.0204j -0.00526027-0.00184903j -0.016085+0.0266478j 0.0326122+0.00560467j -0.0220878-0.0141802j 0.0111218+0.0168309j 0.0567129-0.0182608j 0.0257909-0.0529876j 
0.00421899+0.000525401j -0.0344116-0.027465j -0.0195135-0.0318292j -0.00568505-0.00974646j 0.0275395+0.0538117j 0.0236044+0.0254619j -0.030618-0.0138146j -0.0186847-0.0361133j -0.0848608-0.0603045j 0.111755-0.0100173j 0.0785156+0.10515j -0.0418744-0.0631591j 0.0347566-0.0249397j 0.0050948-0.103118j 0.0299027-0.0189139j 0.0314482-0.0349307j 0.013002-0.0317707j -0.051798-0.050838j 0.0470154+0.022003j 0.00918817-0.031136j -0.0213101+0.066713j -0.0111252+0.0425424j -0.0234499-0.0978181j -0.00032885-0.0623281j -0.0262967-0.0843469j 0.0247145-0.0150203j -0.00133909+0.0855815j 0.0402327-0.0167852j 0.00568134-0.0302722j 0.0166481-0.0739881j 0.0825334-0.0989941j 0.0337272-0.0294769j 0.0368338+0.0822685j 0.0271843+0.0691574j -0.0192547-0.0809731j -0.0502805-0.00756554j -0.0262287+0.0192616j -0.033413+0.0585135j 0.0520865-0.114503j 0.0511032-0.0163786j 0.0133365+0.0861636j 0.0637431-0.0583907j -0.0551399-0.00286091j -0.0578894-0.0103228j 0.0125371-0.0359566j -0.0659378-0.0483105j -0.00273949+0.00846098j -0.0836312-0.0561649j -0.0912428+0.0218264j -0.0441254+0.0754239j -0.0211806-0.0993551j -0.0149717+0.0462254j 0.0322754+0.0511863j 0.0295309-0.00577972j 0.0143971+0.0684104j 0.0278883+0.0239634j -0.0108355-0.0229355j -0.0725724+0.000626148j 0.0253379+0.0208877j -0.015671-0.00954018j -0.0426279+0.00723246j 0.0511173-0.00717724j -0.0437135-0.00960542j 0.00388324+0.0153553j -0.0282998-0.0621722j -0.113995-0.11359j 0.021963+0.0817236j -0.0228445+0.018192j 0.0184453+0.173447j -0.0205567-0.0294246j -0.0190653+0.128549j 0.0648336+0.0772852j -0.0667605-0.130219j 0.104645-0.0570124j -0.077635+0.0411636j -0.0495151-0.00822906j -0.0647815-0.0131231j 0.00511409-0.0546011j -0.0870264-0.17056j -0.00923305+0.0481037j -0.1226-0.136275j -0.0934612-0.081875j -0.0707309+0.205041j 0.0281856-0.124962j 0.0327598+0.0191875j -0.0744572+0.0097566j 0.08589-0.0594035j 0.0638333-0.147086j 0.0242575+0.0519297j 0.0121419+0.0439646j 0.00919155-0.0783696j -0.130485+0.0413056j 
0.00529353+0.0124393j 0.0259874+0.04248j -0.0497068-0.00165048j -0.0306838-0.0306854j 0.03328-0.0200261j 0.0407966-0.0189785j 0.00968148-0.0356448j -0.0393587+0.01403j -0.14361-0.0617543j -0.0702874-0.0691135j -0.0211202-0.0429115j -0.0936763-0.090543j -0.023575-0.0816864j 0.060126+0.0724283j -0.00237227-0.0831512j 0.0135424+0.0327614j -0.0410893-0.00735221j -0.001924-0.0640892j -0.0726168-0.00811261j -0.00130585+0.0196485j -0.0795784+0.0347051j 0.0206965+0.0108666j 0.00349655-0.00738834j -0.0440451-0.00233759j 0.0440684+0.0187543j 0.0270592-0.0410308j 0.00872029-0.041701j 0.0933639-0.0295781j 0.00328191-0.0460286j -0.00793274-0.0375235j 0.0702371+0.0555888j -0.0031783+0.0146367j -0.0246649-0.0503763j 0.0396886+0.0179716j 0.0289843+0.0197822j -0.00425934-0.113556j -0.0340553-0.0350146j -0.018894+0.0294639j 0.0339594-0.049465j 0.0732157-0.0473927j 0.0144493-0.0022191j 0.0650492-0.0154982j 0.0511526+0.0200399j 0.0321267-0.0343106j 0.0950875+0.0408256j -0.0730209+0.027053j 0.00784914-0.083167j -0.000598129-0.0249836j -0.0198625-0.0449402j -0.0869647-0.0732274j -0.019942+0.00978998j -0.031425+0.0364333j -0.0279351-0.0368386j 0.020239+0.0478411j 0.0129021-0.0472137j 0.0344801+0.014724j -0.036175+0.0223891j 0.0746169-0.0455299j 0.0250917-0.0352059j -0.0340202+0.0374579j -0.0139882-0.0622007j 0.00819437+0.00570102j -0.054759+0.0280451j -0.0537171+0.00121306j -0.0278152+0.0327891j 0.00945531+0.0803485j 0.0615149-0.0235953j -0.021194-0.0540215j 0.054603-0.0821815j 0.0410828+0.0621255j 0.0386171-0.0487751j 0.0230214-0.0960121j 0.069931+0.0372338j 0.0618743-0.0126823j 0.0712793-0.0621799j 0.0892082-0.0522099j 0.0837266-0.0018674j 0.0609445+0.00319906j -0.027085+0.0730281j 0.0926-0.0903541j -0.0065314-0.0482109j -0.0429089-0.0748487j -0.131906+0.0229416j 0.102834-0.0405867j 0.038016-0.0587984j -0.0745812+0.102302j 0.0480653+0.0345273j 0.0198902-0.0653262j 0.0294711+0.000451974j 0.0265214+0.0457371j -0.022015-0.00411471j -0.0303008+0.0166823j 
-0.0126826-0.00975335j 0.0380477+0.0257154j 0.0341634+0.0182579j -0.0165372-0.0101511j 0.000307822-0.0103388j -0.045879-0.0455888j -0.0613869-0.0107261j 0.055281+0.0258071j 0.00654008+0.0503316j -0.0693969-0.0207774j -0.0529116-0.0784424j 0.0150721-0.0489127j -0.009382+0.0271408j -0.00465942+0.0565677j 0.0106532+0.0397268j -0.0649122+0.00102903j -0.00629266+0.0364116j 0.0405174-0.0230787j 0.000660563-0.00274662j 0.026817+0.0034563j -0.0139237-0.0135166j -0.0420542+0.0178764j 0.0737115+0.0254837j -0.00381678+0.0388215j 0.039929+0.00475209j 0.00447534-0.0331531j -0.0203249+0.0703057j 0.0215374-0.0183888j -0.0122412+0.00429598j 0.0612278-0.0554244j -0.0474552+0.0282359j 0.0252466-0.0156664j 0.0271527-0.0547251j 0.0152663+0.0416932j -0.0491361-0.0256195j -0.0167217-0.0518057j 0.00937688+0.00623266j -0.00382321-0.0418134j 0.00391676+0.0104841j 0.0116663-0.0306886j -0.0666525+0.155888j 0.0633735+0.045915j 0.0212724+0.0677956j -0.012628+0.0113813j -0.0382151+0.0761384j 0.0680487-0.060598j -0.088181+0.0813162j 0.0262855-0.0541887j 0.0602632-0.0198157j -0.0413769+0.00384562j -0.0100142-0.077815j 0.058828+0.00820887j 0.0182517-0.00385817j 0.0239565-0.0356076j -0.0437713+0.0127761j 0.0109766-0.0234362j -0.0113168-0.0394349j 0.0808089+0.00710557j 0.00762099-0.0714861j -0.0335274+0.047117j 0.0764123+0.0152547j 0.00157081+3.68438e-05j 0.0120915-0.0712825j 0.0548742-0.00926333j -0.0481393+0.034465j -0.0741706+0.00866398j 0.0481685+0.00308699j 0.0549046+0.0246055j 0.0767499+0.0478915j -0.0190461+0.0135711j -0.0815941-0.00810851j 0.0659592-0.0631394j 0.0441274-0.105326j -0.0894272+0.0379319j -0.105146-0.00554807j -0.0177667-0.0120276j -0.0123819-0.0218433j 0.150465-0.000405379j -0.0199054-0.0914917j 0.0206695-0.0387558j 0.00609243+0.126608j 0.00271454-0.190015j 0.0550092-0.181497j 0.194846-0.0843999j -0.0523325-0.00435452j -0.045136-0.0561045j 0.0785526-0.0673834j 0.0105583-0.00424786j 0.0543739+0.0184445j 0.00755024-0.0410254j -0.193483+0.132433j 0.0806567+0.0488872j 
-0.0310713-0.00826473j -0.0135285+0.0246702j -0.0452827-0.00635619j 0.00886636-0.00819311j 0.0245523+0.00873366j 0.01369-0.0334392j 0.0103109-0.0168652j 0.0109675+0.00633757j -0.0832978-0.0303926j 0.0280054-0.0400254j 0.0570045+0.0684737j -0.0920601-0.0895018j -0.00614806-0.0878963j -0.000946855-0.033991j 0.056162-0.0283205j -0.00935743-0.00476683j 0.018989+0.00665771j -0.00336413-0.0396062j -0.0255051-0.0187698j -0.00740363-0.0443958j -0.0186454+0.0508326j 0.0450871-0.0214558j -0.00721544-0.0301096j 0.00560648+0.00371931j 0.0416979-0.0463313j 0.0323737-0.00594228j -0.00050479+0.021102j 0.00936554-0.0453476j -0.0489996+0.0123993j 0.0241755-0.0653619j 0.0620683+0.00297225j 0.0558282-0.0656117j -0.0561128+0.00184075j 0.00182145+0.00189327j 0.0310277+0.002445j -0.00370657+0.0240853j 0.0025057+0.0253042j -0.01617-0.0424298j 0.106391+0.0075828j 0.0988411-0.0486733j -0.0403352-0.0145624j -0.037975-0.0817076j 0.00276478+0.0645376j -0.0652882+0.06913j 0.0265758+0.0353775j 0.0239284-0.00661257j 0.0233598+0.0378321j 0.0274812+0.0414664j -0.00868452-0.0256853j 0.0703274-0.0163801j -0.0317585+0.0281329j 0.000348421-0.0267504j -0.0411781+0.0574131j 0.0150144-0.0219332j 0.0234931-0.00671062j 0.0346563+0.0248177j 0.0339673-0.0805728j -0.0257609+0.0250319j -0.0472589-0.0506555j 0.0512411+0.0626064j -0.0203824-0.0144332j -0.0117479+0.0454482j 0.00778362+0.00105872j 0.00914406-0.0461809j -0.0279715+0.0189544j 0.0804255+0.00935222j -0.0588242-0.0442137j 0.0174468+0.0544127j 0.0536383+0.0727674j 0.0129038-0.075387j -0.0077178+0.0803829j 0.0267445-0.0211524j 0.032753+0.0757281j 0.00149947+0.0707682j -0.0692063-0.00637481j -0.121041-0.0457363j 0.0319208-0.0651589j -0.103803-0.0192273j 0.0809105+0.0187028j 0.0230067+0.0312632j 0.00830329+0.0170491j 0.0608056+0.142476j 0.220065-0.0536752j -0.0861618+0.0506707j -0.0197622+0.082351j -0.0213159-0.0482663j -0.0144241+0.0604139j -0.0564645+0.0882038j -0.0308989-0.0212131j -0.0425886-0.0073217j 0.120199-0.0339892j 0.107539-0.110089j 
0.0171947+0.0153969j -0.00650147-0.0185224j -0.0248487-0.00815147j -0.0129455-0.0193895j 0.0350181+0.00943217j -0.0144056+0.00292682j -0.0239535-0.0346586j -0.0480854-0.00653216j -0.0255787+0.00864797j -0.0168196-0.00393936j 0.0267597-0.0289642j -0.0557739-0.0887099j -0.0623109-0.0774624j 0.0162161+0.0467689j -0.0262564-0.00767182j 0.0124491+0.0396093j -0.0637901+0.00990636j -0.0237682+0.0430389j -0.0256397-0.00124616j 0.00728505-0.0523457j -0.0163802-0.0207559j 0.0684652-0.0181914j 0.0396968+0.00410124j -0.0505558+0.0114323j 0.0188299+0.0217063j 0.00883409-0.0276369j 0.0143484-0.0458273j -0.00725727-0.0905976j -0.0567172+0.0198221j -0.0444231-0.0296424j 0.0680137+0.126687j 0.0736801+0.0260014j 0.000898955-0.136207j -0.0227695-0.0297934j 0.0302969+0.0496991j -0.0127637+0.014666j 0.0505097-0.010283j 0.00259479+0.0471021j 0.0853624-0.0215535j 0.0230081+0.0762638j -0.00167174-0.0199852j 0.0185284+0.0319513j -0.0249466+0.0265634j 0.0520065-0.0158967j 0.100278+0.0258058j -0.00562614+0.0405724j -0.0618967-0.0805406j 0.000755453+0.0788519j 0.0326813-0.0445357j -0.0329823-0.0408321j 0.0348784+0.0895989j -0.0189862-0.0130655j 0.0418384+0.0446662j 0.0463674+0.0921825j 0.0115408+0.0205785j -0.0871787-0.0722259j 0.0311327+0.0772531j 0.0348709-0.0172246j -0.0458453-0.0566926j -0.0353923-0.0610585j 0.0659304-0.00470852j -0.0586303+0.0120617j 0.00982459+0.0396716j 0.0124908-0.0119174j 0.0195321-0.0120562j -0.02944+0.0786449j -0.044086-0.141413j 0.0297605-0.0331728j -0.0383265-0.00338814j -0.00911893-0.100038j -0.0553558-0.000598473j 0.0636858-0.0110442j -0.0176684-0.022626j -0.0355691-0.124214j -0.0579924+0.10475j -0.123911-0.146458j 0.0233074-0.002097j -0.00953932-0.102669j 0.0541303-0.0633803j 0.00220427-0.0203326j 0.0785411-0.00461129j -0.00346928+0.0237199j -0.0748571+0.148462j -0.046084+0.0788223j -0.0133273-0.119597j 0.0171946+0.0456976j 0.0269317+0.0120489j 0.019549-0.0106338j 0.00800713-0.039088j 0.0389611+0.0215934j 0.0144978-0.0160418j -0.0352468+0.0346795j 
-0.0373577-0.0166116j 0.0323696+0.0233094j 0.0284374-0.0169162j 0.00256717-0.000609484j -0.0231124-0.0329191j -0.0102819+0.0555024j 0.0406495+0.00151096j 0.027872-1.09913e-06j 0.0716942+0.108379j -0.0689127+0.0109563j -0.0543996-0.0651969j 0.0139745+0.0212626j 0.0143563+0.0691729j 0.0377343+0.0875763j -0.0131037+0.00678407j -0.0398173+0.0242567j 0.00908846+0.00403292j 0.0206606-0.00747634j -0.0347718-0.00109203j -0.0475576+0.00824395j -0.0170427-0.0476428j -0.0693348-0.0535067j 0.0327619+0.0138775j -0.0499008+0.0504543j 0.0679923+0.0210185j 0.0579675+0.0212517j 0.0155558-0.00316069j 0.0155713+0.00436102j -0.0441372-0.0152805j 0.00674995-0.0429394j -0.0172154+0.0235491j 0.0804178-0.0494273j -0.00381281+0.0189067j -0.0114691+0.0150949j -0.0233358+0.0565825j 0.0449761+0.00572216j 0.0118126-0.0722723j -0.0470621-0.0024021j -0.0425374-0.0307581j 0.0464799+0.0639999j -0.0215386-0.0907042j 0.0423584+0.0938337j 0.00514695-0.0095233j -0.0211035+0.0262572j -0.0442705+0.0895192j -0.0369188-0.00317117j -0.00179334-0.0586408j -0.00754808-0.0274931j -0.0483294+0.0127589j 0.0556611-0.0384217j -0.00702773+0.0256363j -0.0531048-0.0121979j -0.0220689+0.0715008j -0.0101255-0.0668864j 0.0290322+0.00880127j -0.048985+0.0825306j 0.0242372-0.0265033j -0.0235336-0.00973983j 0.0106466+0.0380053j -0.085729+0.0045805j 0.0428748+0.047852j 0.0216126-0.0906234j -0.0195471+0.0165058j -0.0185203-0.0504711j -0.0400311-0.0835806j 0.0164403-0.0444086j 0.0245067-0.0174534j -0.0877527+0.00718775j 0.110986-0.0358217j -0.0360126+0.00728179j 0.0432549+0.00136413j -0.0289514-0.114188j -0.0244194-0.0549213j -0.00841969+0.0605458j -0.0143953+0.115919j -0.15288+0.0123949j 0.0126929-0.0184415j -0.0592502+0.0150458j 0.000826482-0.0714337j 0.125244-0.00356382j -0.0787333-0.0333631j -0.0600074+0.0624708j -0.0477432-0.036623j -0.0141552+0.125985j -0.0280098-0.067732j -0.0598742+0.0554788j 0.0562561+0.0170965j 0.0227244-0.0207595j 0.0232019-0.065048j 0.00644928+0.013039j 0.0250543+0.0431718j 0.086141-0.0732696j 
0.0032474-0.0119521j -0.0239918-0.0143636j -0.0244041-0.00744171j -0.030999+0.0112377j 0.0115782-0.0351644j 0.0488373-0.0246288j -0.0572053-0.0217524j 0.00176518-0.000321597j 0.0222035+0.0331532j -0.0747538-0.0164763j -0.122748-0.0943384j -0.0318926+0.0168066j 0.0671699+0.0287424j 0.0425264+0.00524017j -0.0420294+0.061906j -0.0129782+0.0322617j -0.0102421-0.0229211j 0.0185347+0.0612767j 0.0272244+0.0485189j 0.0123531+0.0048274j -0.0148754-0.0428953j -0.0259749+0.0320045j -0.0257133-0.0139689j -0.0304692+0.0123943j 0.0556533+0.0437162j -0.00959943-0.0186349j -0.0208242+0.0340084j 0.00390716-0.0120946j -0.026159+0.0687378j 0.00402549+0.028988j -0.113688+0.062201j 0.00633245+0.00364449j 0.0111928+0.0179187j 0.0326778-0.0204696j 0.0349327-0.0263679j 0.0368193-0.0543405j 0.0738985+0.00255302j -0.0121679-0.000672489j 0.0270968+0.0457595j 0.0447607+0.0735957j 0.0139323-0.025228j 0.0555904+0.0750362j -0.0737961+0.029623j 0.0276455-0.0121605j 0.0338366-0.0197462j -0.0472573-0.0162325j 0.0179247+0.0771667j -0.0892562-0.0539843j 0.111237+0.017301j 0.042693-0.0165922j 0.0591597+0.0661728j -0.0594697-0.0921466j 0.010738+0.0863718j -0.0574784-0.0421599j 0.114067+0.00871531j 0.0134202-0.034641j -0.0286347+0.0592807j 0.0124009+0.0218297j -0.0038991+0.0610378j -0.010866-0.00354545j 0.0405951-0.074963j -0.0467976+0.0449667j 0.0266241+0.0214273j -0.00304697+0.026206j -0.00983709-0.01071j 0.00303177+0.0324436j 0.00862253+0.0186563j 0.0103738-0.0182321j -0.0277223-0.0638275j 0.077938+0.0178101j 0.0925544-0.00749118j -0.00809124+0.0169735j 0.00588159+0.0460612j 0.0152606+0.0539262j 0.0341994-0.107928j 0.0592987-0.000730853j 0.00828661+0.0117986j -0.0350409-0.105664j 0.0360361+0.0469075j -0.0294212+0.018749j 0.0689743-0.105486j 0.0691699+0.0332156j -0.0368184+0.033723j -0.0593911-0.00463599j 0.0623715+0.0555292j 0.0314801+0.0266725j -0.0667068+0.00395315j -0.00688656+0.0252022j -0.0239967+0.0308522j -0.0124836+0.0170347j 0.0742903-0.0933575j -0.116576+0.0333689j 
0.0426036+0.0182638j 0.00840314-0.0315134j -0.00986795+0.00818423j 0.0313974-0.00884203j 0.025786+0.00668369j 0.0283545+0.0412127j -0.0127401-0.0512773j -0.0408039+0.0659868j -0.0350017-0.00908642j -0.000843215-0.00930107j -0.0114462+0.0428842j -0.0386477-0.0408501j 0.0236383-0.0262041j -0.0154436+0.00963933j 0.0087571-0.00472449j 0.00556741+0.00962154j -0.0451832+0.0240202j 0.0475604-0.0435509j -0.00349064+0.0385047j -0.0342917+0.00178091j -0.0572391-0.0293573j -0.0284196+0.0234903j -0.00493619-0.0524069j 0.00978183-0.0104553j -0.0167987-0.0859648j -0.0554565+0.0462745j 0.0259376+0.0280102j -0.0453227+0.0187239j -0.0244335-0.0334558j -0.0283607-0.010675j -0.0104692+0.07037j 0.0157777-0.0139512j 0.00202296-0.0219657j 0.000591529-0.00853078j 0.00493893-0.0445507j 0.0272009-0.0428683j -0.0309823-0.0300193j 0.0136997+0.0328246j 0.0184063+0.0427555j -0.0458517+0.049167j -0.00620006+0.0345504j -0.0592222-0.00710325j 0.0815325-0.00228136j -0.00279126-0.0161299j 0.0554111-0.0778236j 0.0532427+0.0392755j -0.0549118+0.0518402j -0.0450059+0.03059j -0.0135818+0.00575631j -0.028563+0.0750391j 0.00160829+0.0203521j 0.00620925-0.0101056j 0.0581994+0.0201272j -0.0164628+0.00995389j 6.73567e-05-0.0103803j -0.0847099-0.0132653j 0.0543034-0.011886j 0.0506951-0.00109208j -0.0160725+0.0701862j 0.0341472+0.0261363j 0.0577714+0.00332887j 0.109399-0.0649474j 0.023153-0.115575j -0.138001-0.0334968j -0.00393293-0.00784846j 0.0457817-0.0640168j 0.0157899+0.124525j 0.131758+0.0526398j 0.0277355+0.0286027j -0.112447+0.118415j 0.0345764+0.0448592j -0.00620717-0.0385835j -0.0645215-0.0211387j 0.0180635-0.0573753j 0.114964-0.00195483j 0.03842+0.077923j 0.00101483+0.0554123j 0.0251858-0.038399j -0.0391219+0.215065j -0.0984991+0.0744974j 0.111758-0.00931928j -0.0318792+0.00230279j -0.0570673+0.0609528j -0.0601484-0.00238448j 0.00209299+0.0173605j 0.0262481-0.0607218j -0.0237584-0.0879003j 0.0321267+0.0408013j -0.0674284+0.0122791j 0.0221108-0.0378364j -0.0318989-0.0398813j -0.0930755+0.0747569j 
-0.0133257-0.0207693j -0.0197105+0.00946721j 0.00642881-0.0661063j -0.0215283+0.0482113j -0.0454608-0.03404j -0.0143713+0.0969792j 0.0825988-0.018052j 0.00782286-0.00605843j 0.0623839+0.0315657j 0.0461766+0.0349567j 0.0280989+0.0560285j 0.0703907+0.0199671j 0.0251563+0.0834076j -0.0194636-0.055686j -0.0177115+0.000963851j 0.0350236-0.0676233j -0.00480329-0.025458j -0.0106317-0.00895152j -0.0275026-0.0102164j -0.0214735+0.00638474j 0.0200945+0.0355606j -0.0154819-0.0140278j -0.0101415-0.000593953j -0.0108819-0.0046722j -0.0104786+0.000488927j -0.0206003+0.0415811j 0.0463665+0.0410464j -0.00233316+0.0330319j -0.00105406+0.0277987j -0.0701903+0.0464966j -0.0113467-0.0153897j 0.0293392+0.0545721j 0.0190408-0.00777396j 0.0445649+2.14562e-06j 0.00106621+0.0393157j 0.0316203+0.0138061j -0.0383787-0.00961709j 0.0602828+0.0239709j -0.0237384+0.0273669j -0.032075+0.0765502j 0.00892813+0.0167959j -0.0308637+0.0178056j -0.0187388-0.0623336j 0.0877089-0.0664144j -0.057452-0.0550594j -0.0133675-0.0295967j -0.0372313-0.0493358j 0.0932624-0.0730799j -0.0998866+0.0341473j 0.0193623+0.0249014j 0.0493472-0.0328656j -0.0125412+0.04878j -0.0437018+0.0418656j 0.0702955-0.0404963j -0.0178955-0.0454325j 0.0012176+0.0822459j -0.0191079+0.12985j -0.0390322-0.0233018j -0.0901452+0.0353789j -0.0238458+0.0564899j 0.0791997-0.0396079j -0.0302554+0.0190265j -0.0254196+0.0270866j -0.00664232-0.0561644j -0.127644+0.0300034j -0.0865731-0.0381061j -0.0102888+0.127399j 0.137187+0.0387476j 0.0177239+0.0274924j 0.0817252-0.110986j 0.0881223-0.0260089j 0.104254+0.00428332j -0.0320466+0.057971j 0.111158+0.127045j -0.0787466-0.0405927j -0.0455201-0.115069j -0.0259236+0.0184383j 0.0281407-0.155106j 0.115043+0.00129713j 0.0449611+0.036503j -0.0129933-0.0875458j 0.0310423-0.0219775j 0.0741198-0.0165791j 0.0491321-0.094908j 0.0256098+0.0763266j -0.0797227+0.00909519j 0.0200938+0.0271259j 0.0315461-0.0165438j 0.0150551+0.0124164j 0.00535924-0.00628878j 0.0165415-0.0132098j -0.0233504+0.0242069j 
