0.0516861-0.281969j -0.290898-0.0447602j 0.0424063+0.0685501j 0.0365506-0.183692j -0.237352+0.0353606j 0.0986586-0.0572476j 0.118567-0.280884j 0.261472+0.0482761j 0.0719597+0.0754465j 0.00556485+0.178312j 0.148792+0.0436134j -0.157512-0.257054j -0.196021+0.115001j -0.275028-0.0929961j -0.052015+0.282288j -0.309222+0.114773j 0.111729+0.305046j -0.0284968+0.0249866j -0.0234307-0.0118147j -0.0332752-0.00993608j 0.0405368+0.00836438j 0.0237529-0.0549398j -0.0287315-0.018562j -0.00699612-0.0340113j 0.0026525-0.00925286j 0.0299718-0.00418647j 0.0168812+0.0178991j 0.016863+0.00742636j 0.000875874-0.0491185j 0.00602455+0.00853969j -0.0294937+0.00954642j -0.0244778+5.40014e-05j -0.00864593+0.015877j 0.0388048-0.0100133j 0.0134374+0.0246215j -0.0102005-0.01838j -0.0159585+0.0139881j 0.023067+0.0263349j -0.02668+0.0235843j -0.0234777+0.0696343j -0.0707977-0.0242342j 0.012407-0.0117868j 0.00682442+0.0102002j 0.00195986+3.73112e-05j 0.00102868+0.00125952j -0.00777223-0.00226509j 0.000537437-0.00161268j 0.000769977-0.00992787j 0.010924-0.000493648j -0.016472+0.0126336j 0.00186026+7.75305e-05j 0.0119515+0.0127353j 0.0037075+0.00183082j 0.00155094-0.013757j 0.0181934+0.00714218j 0.0158071-0.00565431j -0.0162493-0.0024854j -0.00174462-0.0144659j 0.00072646-0.0165862j 0.00477929+0.00150352j 0.0138398+0.00194659j -0.00203549+0.00289988j 0.00168244-0.0148202j 0.00841011+0.00150061j -0.0107789-0.0132646j -0.00744275-0.0175977j -0.00122133+0.00317943j -0.00255224+0.0125974j 0.00146779+0.00196778j 0.00553403-0.0183988j 0.0132742+0.000250054j -0.000287039+0.0040251j -0.00744263+0.00258323j -0.00258507-0.00269784j 0.00121134-0.00477566j -0.0010393-0.0139489j 0.010573-0.00859006j -0.0156371+0.00882068j 0.0208703-0.0089369j 0.00431452+0.0143907j -0.0033082-0.01275j -0.00310191+0.00127063j -0.005874+0.00634129j -0.0115699-0.006937j 0.0160595-0.000402318j -0.00159024-0.0038659j -0.00149182-0.00846207j -0.00927346+4.18759e-05j 0.00181517-0.00581936j -0.00678604-0.00249215j 0.00594047+0.00364223j 0.0120621+0.0249211j 0.0235878-0.0123868j 0.00291978-0.00589971j 0.00721103+0.0028377j -0.0240362-0.00295973j -0.00202274+0.0241657j 
0.000549773-0.00543079j -0.00425636+0.00342275j -0.000476819+0.00122789j -0.00246985+0.00176631j 0.000522769-0.00202868j 0.000333973+0.00280253j 0.00174734-0.00188699j 0.00214313+0.00525327j 0.00245326-0.000965598j 0.00585028-0.00115021j -0.00842833+0.00129425j -0.00421712+0.0039963j 0.000943408-0.00282179j -0.00244887-0.0011527j -0.00292362+0.00393583j 0.00406765+0.00432j -0.00740131+0.000759722j 0.00687013+0.00144612j 0.00143212+0.00122042j -0.00309147-0.00308376j -0.0053376+0.000484606j -0.0038219+0.00232749j -0.000407161-0.00824482j -0.00608551-0.00581597j -0.00161384+0.00433747j -0.0012057+0.00133249j 0.00118838-0.00501336j -0.0114683+0.000824859j -0.00116797-0.0013167j -0.00354662-0.000204855j -0.00132071-0.00561506j -0.00413417+0.00444812j 0.00559993-0.00513813j 0.00183303+0.00837609j 0.00255879+0.001706j -0.0102712-0.00879642j -0.00252824-0.00628756j -0.00518921+0.00196906j 0.00335323+0.00948186j 0.00255041+0.000290535j -0.00442577-5.60397e-05j 0.00136088+0.00200747j -0.000459274+0.00111423j 0.00127175+0.00271201j -0.00798187-0.00335208j 0.00309834+0.00165181j -0.00133243+0.00187689j 0.00320506+0.00235205j 0.00188299+0.00241026j 0.00157523-0.000860985j 0.00474562+0.00252828j 0.00433045+0.00578503j 0.00174432-0.000963234j -0.00177249-0.00256339j -0.00074349-0.00181501j 0.00108727-0.00785555j -0.000395061-0.00346595j 9.30841e-05+0.000965062j -0.00373705-0.00100797j 0.00242636-0.00480342j 0.00593301-0.00115126j -0.00743222+0.00221716j 0.00419373-0.00407439j 0.00347416+0.00427404j 0.00930511+0.00101035j 0.00359101+0.00629929j -0.00522987+0.00605152j -0.00530972-0.00804817j -0.00432637+0.00137837j -0.000184242+0.000222749j 0.00327832-0.00587216j 0.00315384+0.00710662j -0.0071462+0.000284035j -0.00435147-0.00485718j 0.00879634-0.00307477j 0.0117618-0.00152507j -0.00565818-0.00704669j 0.000588869-0.00243066j 0.00311382+0.00302204j -0.00120616+0.00812066j 0.00617729+0.00535067j 0.00261588+0.00151617j 0.000518055-0.00488124j -0.000958773+0.00796349j 0.00144083+0.00240451j 0.00483177+0.00367608j -0.0118536+0.000221566j 0.00615859-0.00366923j -0.000978896-0.0117029j 0.00806113+0.00386314j 0.00293788+0.00584256j 0.00116547-0.000267126j -0.00229238+0.00293916j 0.00032256+0.00453343j 0.00690915-0.00299134j -0.00989335+4.41883e-05j 0.000367942+0.0020492j 
-0.00472963+0.00586566j 0.00131058+0.000635426j -0.00632556+0.000678384j -0.00342563-0.00442618j 0.00584872+0.00592635j -0.00509648+0.000266238j 0.00257619-0.00111602j 0.00480777+0.00832856j 0.00487735-0.00905026j -0.00648112-0.000181035j -0.00323331+0.00614619j 0.0055842-0.00345382j 0.00214305+0.00299396j -0.00116257+0.00593227j 0.000730862+0.00136091j -0.00431853-0.00595576j 0.0024496-0.00136177j -0.00381944+0.00691668j -0.00280135+0.000144554j 0.000367974+0.000320407j 0.000564914-0.00197074j -0.00190535+0.00218743j 0.00240671+0.00288946j 0.00432837+0.0105371j -0.00266246+0.00312685j 0.0044302-0.00345835j 0.0100871+0.00346317j 0.00196127-0.00278546j -0.00440906-0.00247485j 0.00972583-0.00547928j 0.00335243-0.00312041j -0.00235371+0.00156259j -0.000149325+0.00190429j 0.00151843+0.00264253j 0.00109348-0.00244431j 0.00243109+0.000233934j 0.00150505-0.00648281j 0.00337563-0.00422057j 0.00424689-0.00201658j -0.00160778-0.000564778j 0.00116803-0.00121954j -0.0043994+0.00425636j 0.00141723-0.00105255j 0.00482208+0.00114208j -0.00237028-0.00180685j 0.00307674-0.00590288j 0.000585044+0.00267243j 0.00153047-0.00336841j -0.0040354+0.00176376j 0.00726438+0.00743744j 0.00528826+0.000390753j -0.00479422+0.00677652j 0.00553446+0.00331889j 0.00318547-0.00389339j -0.00175564+0.00185539j -0.00408043-0.00119438j 0.00195728-0.00300864j 0.00132384+0.00233552j -0.00874325-0.000754834j -0.000355641-0.00604218j 0.0112215+0.00310219j -0.00563213+0.00389932j -0.00692271+0.000783936j 0.0109622+0.00271968j 0.00278815-0.00247916j -0.00680162-0.000853082j 0.00701697-0.00720175j -0.00483926-0.00719699j -0.00198488-0.000763732j -0.00150836-0.000137819j -0.00985186-0.000907204j -0.00642596+0.00953038j 0.00385863+0.0031198j -0.00379047+0.000760735j 0.0038067+0.00424059j -0.00897446-0.00433408j 0.00864925+0.00288048j -0.000830052-0.000276887j -0.00108691-0.00479614j -0.00161596-0.0129421j -7.91163e-05-0.0037155j 0.00743221-0.00207138j -0.00517856-0.00827699j 0.00205221+0.00104633j 0.00686579-0.00723999j -0.000879663+0.00699647j 0.0086933+0.000508872j -0.00505532-0.000758129j 0.00387864+0.01151j 0.00507101+0.00459101j -0.00255849+0.000675106j -0.000617114-0.000701647j 0.00397333+0.00123221j -0.00851352-0.00378739j 0.00323439-0.000404777j -0.00119869+0.00345606j 0.00247086-0.00198866j 
-0.00169416+0.00318557j 0.00382903+0.000704897j 0.000532459+0.00368483j -0.000385181+0.00141258j 0.00147711+0.00244736j 0.00267217-0.0038466j 0.00382681-0.000533125j 0.000215279-0.00582667j 0.00192876-0.00454246j -0.00685702+0.00804169j 0.00269059-0.0017937j 0.00731216+0.00045306j -0.00976746+0.00140107j -0.00226938-0.00772313j 0.0128459-0.00883269j 0.0036765-0.00292715j -0.000356313-0.00233086j -0.00024737-0.00261026j -0.0023853-0.0014773j 0.000995207+0.000681422j -0.00408585+0.00342084j -0.00439581-0.000137664j 0.00243655+0.00561691j 0.00157333+0.00515541j -0.000373515-0.00590025j 0.00661777-0.00229472j 0.00732914+0.000318642j 0.00532257+0.000875139j -0.00133973-0.00161671j -0.00243359-0.00174147j -0.00674146-0.0019463j 0.00331568+0.00577644j -0.00854657+0.0132124j -0.00197141-0.00583375j -0.00373682+0.00084878j 0.00738233+0.00730693j 0.00158757+0.00529594j -0.00424578+0.000731597j -0.00563621+0.00238801j 0.00176398+0.00363565j -0.00355944-0.00123445j -0.00421108-0.00104734j -0.00242567-0.000216481j -0.00260846-0.00228976j -0.00267763-0.000973858j 0.00265994+0.000889485j -0.0010737+0.00173905j -0.00393634-0.00177997j -0.00279613-0.00101787j 0.0023901+0.0014698j 0.00604113+4.41655e-05j -0.0054468+0.000415615j -0.00456967+0.000333921j 0.00176933+0.000690702j 0.000192998+0.00217959j 0.00435695-0.00155241j 0.00128121+0.00219463j 0.000692501-0.00254281j 0.00100575+0.0014232j -0.00231747-0.000225265j -6.72884e-05-3.34172e-05j -0.00182402-0.00223304j 0.000799869+0.00341973j -0.00350894-0.00146579j 0.006485-0.00394023j 0.00316744+0.00079923j 0.000377851-0.00183966j 0.00545323+0.00559069j 0.00171064+0.00673127j -0.00360468+0.00138666j 0.00209956+0.00121637j 0.00199154+0.00179987j 0.00136037+0.00194175j 0.00477871-0.00190257j 0.00294501+0.00185868j -0.00182226+0.000792949j 0.00205497+0.000469768j 0.00856428-0.00173234j 0.00331155+0.00484608j -0.00431481+0.00211683j -0.000457872-0.000574617j 0.00142151-0.00407315j -0.000499144-0.0035322j 0.000846603-0.00458076j 0.00251911-0.0065301j 0.00491389+0.00164704j -0.00324577+0.00633413j -0.00722639+0.00704784j 0.00215197-0.00298579j 0.000978156+0.000393895j -0.000765169+0.00138754j 3.18309e-05-0.00391734j -0.00186193-0.000809542j 0.00470549-0.00662391j -0.00374609-0.00794581j 0.00248261-0.00217476j 0.00241133+0.0021104j 
-0.00438536+0.00630079j -0.000245932+0.00174655j -0.000812125-9.70152e-05j -0.000269754-0.00785699j -0.000100585+0.00186188j -0.000783414+0.00366189j 0.00238646-0.00197683j -0.00697889+0.00498614j -0.00286356-0.00349414j -0.00646532-0.00635299j -0.000555148+0.00319478j 0.00273043-0.00133754j -0.00564512+0.00435382j -0.00404019+0.00191716j 0.00916301+0.000568709j -0.00223468-0.000733886j -0.00381684-0.00595704j 0.00157966+0.0013545j 0.0045646+0.00225749j -0.0010245+0.00230573j -0.00189357+0.00192421j -0.00263375-0.00473141j 0.000230113+0.00354868j -0.00585155-0.00996033j -0.00124076+0.00104245j -0.00229534+0.00371926j -0.00837328-0.000512441j 0.000733064+0.00369656j 0.00244143+0.00613721j -0.0130265+6.37287e-05j -0.00752536+0.00535437j 0.00317705-0.00437472j -0.000921167+0.00689379j -0.00168382-0.00902286j -0.00412496+0.00289687j 0.00218842+0.00292845j 0.00237811+0.00522665j -0.00487999-0.00345859j -0.00280394+0.0029985j 0.00158478-0.000737609j 0.00232455-0.00592603j -0.00110301+0.00514802j -0.00237628-0.0055925j 0.00510131+0.004535j 0.000799154-0.00194201j 0.00774514+0.00511948j 0.00207481-0.000333939j 0.00647185-0.00749088j -0.00137663+6.70609e-05j 0.00526772-0.00380952j -0.00181557-0.00289206j 0.00196821-0.000523051j -0.000595311-0.00539812j -0.00310362+0.000571985j 0.00460486+0.00408555j -0.00514958-0.0053652j -0.000403689-4.89136e-05j -0.00151815-0.00650461j -0.000188466-0.00162936j 0.00141998+0.000828571j 1.30441e-05+0.000242538j -0.0105624+0.00309622j -0.00598846+0.00409881j -0.00490428+0.00715674j -0.00490573+0.00298764j -0.000579526-0.00889775j -0.0156456+0.00307642j -0.00732541-0.00155303j 0.0016193+0.00573814j 0.00112291-0.000261338j -0.000469651-0.00352873j -0.00936288-0.0058347j -0.00207035-0.00778537j 0.00534495+0.0092776j 0.00334318+0.00536023j 0.00361362+0.00108716j 0.00195899-0.00837096j -0.00173412+0.000722912j -0.0063698-0.00363131j -0.00168676-0.00806428j 0.00613849-0.00020223j -0.00244313-0.00454221j -0.00651556-0.00517359j -0.0043794+0.00373243j 0.00423013-0.00703241j 0.0014384-0.000792334j 0.00550013+0.00600179j -0.00527693-0.00211968j -0.00260925+0.00723395j -0.00644176-0.000101497j -0.0037818-0.00215986j 0.00220426-0.00237657j 0.00221157-0.00179639j -0.0027663-0.00148217j 0.00618084-2.59648e-05j -0.00139419-0.00135807j 0.000464127+0.00136038j 
-0.00196535+0.00775782j 0.00728747+0.00232229j 0.00201552+0.00777296j 0.00153216-0.00254217j -0.00615389+0.00394798j 0.000797735+0.00625059j -3.86313e-05-0.000842245j -0.0133335-0.00286224j 8.53259e-05+0.000503858j -0.00187807-0.00307041j 0.000860176+0.00409751j -0.000893668-0.00328798j -0.00443452-0.000533513j -0.00526649+0.000397128j 0.00422096+0.000401705j -0.00226424+0.0019158j -0.00411984-0.00268716j -0.00248233+0.000158249j 0.00417679+0.0027746j -0.00140068-0.00227927j -0.00169026+0.00280577j -0.00401539-0.00411249j 0.0024858+0.0010696j -0.00277434-0.00186857j 0.000214292+0.00857349j -0.00442151+0.00522359j -0.00569547+0.00944436j -0.00538551+0.00107743j 0.00115083+0.00224088j 0.00345295-0.000978506j -0.00118501+0.00549508j 0.00308634-0.00346214j 0.00184776-0.00445014j 0.00115518-0.00788768j -0.00122844+0.00301755j 5.82545e-05-0.00426058j 0.00479645+0.00473328j -0.00395454-0.00192899j -0.00167634+0.00198242j 0.00124864+0.00378061j -0.000547211-0.00440206j -0.00344477-0.00359017j 0.00587761-0.00141788j 0.000512827-0.00099163j 0.00516646+0.00165731j 0.00281219+0.00309465j 0.00196381+0.00295713j -0.0018117-0.00466151j -0.000746522+0.000708943j -0.000834614-0.00196195j 0.00179255+0.00155011j -0.000515278-0.00169636j -0.00294057+0.00332875j -0.000365074+0.00105684j 0.00395743-0.00609878j 0.00310315+0.00140209j -0.00119125+0.00287321j 0.000220291-0.00308297j 0.00366052+0.0021237j 0.00331794-0.00705067j -0.00137769+0.0029467j 0.00421694-0.00641057j 0.0012213-0.00476808j -0.00109425+0.00426124j -0.00292776-0.000176949j -0.00855833+0.00462074j 0.00356208-0.00283994j -0.00111042-0.00142442j -0.00514121-0.00142692j 0.00841172+0.0136158j -0.0114516-0.000322396j -0.00628523+0.00284114j 0.00690927+0.00113542j -0.00480097+0.0135017j -0.00114401+0.00392463j -0.0065621-0.00508997j 0.00306243+0.00306431j -0.00620932+0.00223742j 0.00147282-0.00492646j -0.0045466-0.0020347j 0.00153784-7.7137e-05j 0.000666586+0.00421394j 0.00265346+0.00106179j 0.0010674-0.000828978j -0.00132159+0.00438198j -0.000199613+0.000466165j -0.00343716-0.00390422j 0.00214811+0.00438981j 0.00743693+0.00641796j 0.00572896+0.00568831j -0.00342306+0.000481226j 0.00141417+0.000583636j -0.00326182-0.00264049j -0.00908509+0.000865506j -0.00148143+0.00535051j -0.00040678+0.00215186j 0.00645371-0.00360102j 
0.00205947-0.00103506j -0.00172117-0.00300234j -0.000414735-0.00319789j -0.00174112-0.00117269j -0.00192534-0.00194817j 0.00236408+0.00253179j 0.00528041-0.00485212j 0.00288211+0.00204947j -0.00516569+0.00117283j -0.00060992-0.00124938j -0.00605539-0.0124198j -0.00504168+0.00458894j 0.000252172+0.00151201j 0.00517906-0.00553207j 0.0051871-0.00343659j 0.00375939-0.00316446j 0.00415785+0.000361786j 0.00353299-0.000501133j -0.00536677-0.00262875j -0.00450882-0.00139094j 0.00114083-0.00359892j -0.000884021-0.00329249j 0.0012723+0.0022352j -0.00318707+0.00213179j -0.000613748-0.00110112j 0.00408536+0.000253353j 0.0049507-0.00300968j -0.00208282-0.00730168j 0.00473787+0.00801219j -0.00180476-0.00301772j 0.000671064-0.000985904j -0.0101386-0.00692519j 0.00573581-0.00107093j 0.000276476+0.00438416j -0.000918764-0.00688781j 0.00218369+0.00746617j -0.00887999-0.00637056j 0.0055158+0.00525364j 0.000912644-0.000649239j -0.00518053+0.001206j -0.000316128-0.00154317j 0.00443045+0.00015643j -0.00254014-0.000749394j -0.00243351+0.000157013j -0.0056353-0.00129597j 0.00889349+0.00257748j 0.000588893+0.00207644j -0.000186841-0.000850186j -0.00272154-0.002626j 0.00347377+0.00147751j 0.00327926-0.00076876j 0.00264005-0.00200247j -0.00100205-0.00746254j -0.00230662-0.0045147j 0.000252955+0.00486378j -0.00377016+0.00617156j -0.00403088+0.00297406j -0.00235212-0.000447555j 0.00748982-0.00110481j -0.00226341-0.00380801j -0.00097096+0.00282825j 0.00878067-0.010298j -0.000114405-0.00453921j -0.0088034+0.00745631j -0.002616-0.0101241j -0.00163872+0.00498218j -0.00271667-0.00279978j -0.00425406-0.00236289j 0.000734582+0.00388451j -0.00270246-0.0013173j -0.0111071-0.0136713j -0.0113684+0.0130698j -0.00325537-0.000475834j 0.00157213-0.00326836j 0.0018695+0.00817056j -0.00610523+0.00606122j -0.00146295-0.000505441j 0.00550517-0.00276381j 0.00700113-0.00214982j -0.00671978+0.00208709j 0.00415707+0.00405985j -0.0044376+0.000505423j -0.0052614-0.00995948j -0.00598151-0.000755683j -0.00233416-0.00259884j -0.00256961+0.00159856j -0.00380692+0.00926672j -0.0117193-0.00211998j -0.00280694-0.00151309j -0.0019185-0.00171803j 0.00308691-0.000887284j 0.00243505-0.0031404j 6.99957e-06-0.00266188j 0.0103618-0.000702677j 0.000316251-0.0105738j 0.00256706-0.00106729j -0.00710055+0.00353603j 
0.00289759-0.00285423j 0.00287797+0.00177718j 0.00171756+0.000205688j -0.000923277+0.00215084j 0.00266045-0.000776482j 0.00283983-0.00452325j -0.00222948+0.00105718j 0.000507545-0.00193804j 0.000386191+0.00368727j -0.00428257+0.00507165j 0.00381589+0.00528796j 0.00334817-6.24803e-05j -0.0021042-0.00151353j -0.00312523-0.00219901j 0.0025636-0.00404154j 0.00226959+0.0018841j 0.00564502-0.00108719j -4.63674e-05-0.0041545j -0.00183202-0.000612776j 0.000796053-0.000576326j 0.00368328-0.0017876j 0.000984275+0.00113619j -0.00299683-0.00142308j 0.00249288-0.00394852j 0.00353376+8.27432e-05j -0.00334878-0.000555296j -0.00255518+0.00185683j 0.000381378+0.0013178j 0.00187534+0.00285636j 0.000471026-0.00026141j 0.00524869+2.42058e-05j -0.00519297-0.00657301j 0.00337258-0.00348308j -0.000741199+0.00073217j 4.8964e-05-0.0019192j 0.000846874+0.00156463j -0.00206314-0.000241433j 0.00409117+0.00372935j -0.00181398-0.00309083j -0.0045406+0.00194436j 0.00241877-0.000599983j 0.00346943-0.00217337j 0.00032564+0.00204323j 0.00173167-0.00378867j 0.000121364+0.0020011j 0.00258994-0.00242694j -0.002478+0.00162767j -0.00393245+0.00169178j -0.00187322+0.000186224j 0.00143511-0.00353109j 0.00420227+0.00387989j -0.00118631-0.00631517j -0.000846382-0.00437246j 0.00660563-0.00232056j -0.000146643+0.00399743j -5.62345e-05-0.00326874j 0.00264268-0.00336972j 0.00288029+0.0024607j -0.000830311-0.00538035j 0.00150754+0.00166464j 0.0103031+0.00312925j -0.00281517+0.00283304j -0.0033009+0.00252864j 0.0036537-0.00732148j -0.00219362+0.00733971j -0.00137759-0.00716461j 0.000610681-0.00575684j -0.00534534-0.00449714j -0.00806501+0.00457613j -0.0123725+0.00251485j -0.00107486-0.00362227j -0.00413436-0.00419151j -0.00445703-0.00119158j -0.00847096-0.00330375j 0.002303+0.00331465j 0.00681343-0.00627295j 0.00443929-0.00536836j 0.00397889-0.00419376j 0.0039318+0.00617824j 0.00552135-0.00945995j 0.00615358+0.00577501j 0.00353257+0.00644351j 0.00226013-0.00843326j -0.00504023+0.000272215j 0.00638217-0.00456738j -0.00153922-0.00307457j -0.00124937-0.00355046j -0.00280109+0.00338323j 0.0107252-0.00391497j -0.00187451+0.00633584j 0.00125662+0.0040601j 0.000229306+0.000808138j -0.00320294-0.00369154j 0.00235004-7.9648e-05j -0.00419463+0.00144338j 0.00178892+0.000437681j -0.000549727-0.000197093j 
-0.000415217+0.00442191j 0.00315797-0.00540395j -0.00220522+0.00445174j 0.00256408+0.00117588j -0.0017773+0.00362209j -0.00268847+0.0018106j 0.00423398-0.00188143j 0.00242251-0.000572025j 0.000967305-0.0129927j 0.00873024+0.00206459j -0.0054171-0.00868896j -0.00455338+0.0013673j -0.00265442+0.00105061j 0.00453381-0.00356962j 0.00175046-0.00020062j -0.000471801-0.00433313j -0.000624651+0.00162583j 0.00321617+0.000352947j -0.004379+0.000792385j -0.00209794-0.00399008j -0.00282243-0.000612106j -0.00323743-0.00501935j -0.00079877+0.00978464j 0.00129903+0.00237027j 0.00243686+0.0139813j -0.00669929+0.00402209j 0.0019848+0.00785467j 0.000343546-0.00340166j 0.00714665+0.0132282j 0.0120783+2.35916e-05j 0.00574835+0.00288335j -0.00936171-0.00397995j 0.00706934-0.0087952j 0.00580889-0.00114463j 0.00192219-0.00497387j 0.000924449+0.00442457j -0.00435478-0.00222781j 0.00542388+0.00144781j -0.00365256+0.00239355j 0.00192288+0.00224981j 0.00101557-0.00276102j 0.00267976-0.00214613j -0.00140922-0.000729136j -0.000573681-0.00358707j -0.00109757+0.00370754j 0.00381975+0.00343883j 0.00336171-0.000954139j -0.000279083-0.0041746j 0.000440373-0.000601713j -0.00391292+0.000824181j 0.00251099+0.00250007j -0.00156229-0.00294002j -0.00338448+0.00223337j 0.00483956+0.0063177j -0.00066237-0.00314002j 0.00185877+0.000107187j -0.000101712+0.00112123j 0.00169292+0.00077957j -0.0025315-0.00695026j 0.00349104+0.0020815j -0.00185053+0.00359991j -0.00827631+0.00878909j -0.00026106+0.00979945j 0.00252353-0.000469227j 0.00442102+0.00291898j 0.00281365+0.00161377j -0.00327532-0.00627741j 0.0113093+0.00152131j 0.00595566+0.00993765j 0.00764796+0.00366233j -0.00366608+0.00279118j -0.000818225-0.00251613j 0.00724374+0.00294055j -0.00242978+0.00170441j -0.00302975-0.00979113j 0.00250168-0.0102457j 0.000484377+0.00528575j 0.00696642-0.00494339j 0.000649253-0.000978229j 0.00712557+0.000615551j 0.000821671+0.00345725j -0.000504823-0.00084308j 0.00221403-0.000407057j 0.000341841+0.00130227j 0.00295146-0.00109924j 0.000491829+0.00262291j -0.00278286+0.0011118j -0.00277397+0.0015027j 0.00105926-0.000659141j 0.00235667+0.00136508j 0.000944074-0.00170419j 0.000184616+0.000368129j -0.000436571-0.00094456j 0.00329397+0.00145862j 0.000306245-0.00344625j 0.00186007-4.99325e-05j -0.0012948+0.00186062j 
0.00182882-0.00198388j 0.0029742+0.00298273j 0.00612648-0.00460943j 0.00202502-0.000240011j -0.00570359-0.00432294j 0.00419014+0.000822784j -0.00484713+0.00164989j -0.00594666-0.00095196j -0.00570432+0.0094921j 0.00205453-0.00584775j 0.00569914-0.00164966j -0.00382426+0.000945474j -0.00135149-0.00181578j 0.00142366+0.000287233j 0.00164418+0.00132112j 0.000458096+0.00189002j -0.00521398+0.00282859j -0.000597086+5.06981e-06j -0.00135268+0.000336544j 0.000300847-0.00208115j 0.0018424+0.00139292j -0.000246647+0.00573657j -0.0041289+0.00603781j 0.0099771+0.00163062j 0.000110935+0.000560306j -0.00205961-0.00669501j 0.00809165-0.000914386j 0.00941908+0.00403225j -0.00589626+0.00210046j 0.00010896-0.000118504j 5.3144e-07-0.00397038j 0.000348026+0.0038005j 0.000604533+0.00623105j 0.00199042+0.00137976j 0.000103764-0.000991236j 0.0019892+0.00215777j 0.0014789-0.00391979j 0.00198323+0.000769065j 0.00024729+2.33974e-05j -0.00156755-0.000747972j 0.00149502+0.000534515j 7.90495e-05-0.000459726j 0.00328955+0.00180171j 0.000486889-0.00303402j -0.00435044+0.00291799j -0.00161432-0.00283543j 0.00726829+0.00493395j -0.00546384-0.000590313j 0.000702978+0.0020271j -0.00364513-0.00159731j 0.00176496+0.00378678j 0.00399173-0.00166422j -0.00203707-0.0002402j 0.00171128+0.00187393j 0.0011895-0.0066738j 0.000288376-0.00303638j 0.00424364+0.000215763j 5.95781e-05-0.0143256j -0.011278+0.00196138j 0.000986615+0.00376553j -0.00258697+0.00411087j -0.00790679+0.00293551j 0.00319255+0.00234123j 0.00870595+0.00750259j 0.0015595-0.00227899j 0.00191977-0.00104438j 0.00888684+0.00342139j -0.0134092-0.0143285j 0.00262035+0.0032878j -0.00019691-0.00197482j -0.00813489-0.00112528j 0.00351596-0.00315259j -0.00270484-0.00355323j 0.00107076+0.00785909j 0.000212237+0.00418746j -0.00212542-0.00137732j 0.000667101+0.0060964j 0.000248945+0.00443226j -0.00490352-0.00553447j -0.00202528+0.000621947j 0.00190449-0.00674459j -0.00524782+0.00210971j -0.00196567+0.00418592j 0.00786107-0.00126934j -0.00215491+0.00101462j -0.00120083+0.001109j -0.00350577+0.000709139j -0.00410023-0.0021537j 0.000489738+0.00252797j -0.00105422+0.00128496j 0.000831299+0.000888009j 0.0010609-0.00126189j 0.00136088+0.00019957j -0.000445624-0.00239163j 0.000688164+0.00181855j -0.000175441+0.00238228j 0.000995023+0.0005949j 
-0.00172857+0.00326786j -0.00260818-0.00258436j -0.0039909+0.00298223j -0.00236903-0.00265674j 0.00294041+0.00246076j -0.00356064+0.00301182j 0.00282877-0.00167198j 0.00322929+0.00384315j 0.000823918-0.00508687j -0.00210858-0.0028954j -0.00307073+0.0027608j 0.00231352-0.00206609j 0.00484157+0.00145473j 5.29358e-05+0.00519733j -0.00340762+0.00368993j -0.00119751-0.00174157j 0.00341598-0.00503056j -0.00281917-7.07093e-05j -3.4931e-05+0.00103848j 0.00213684+0.000483821j -0.0021597-0.00314156j 0.000390012-0.00245654j -0.00395318+0.000990252j 0.00393886-0.00504253j 0.00115737+0.000276619j -0.00337268-0.00201361j 0.000393596+0.00136579j -0.000392495+0.00750564j -0.000115103+0.00326006j -0.00400757+0.00107927j 0.00219195-0.000116277j -0.00233183-0.00060977j 9.55513e-05+0.000137169j 0.00210034-0.00205101j -0.000178067-0.000747537j -0.000473823+0.00132206j -0.000548863+0.00221043j -0.000534357+0.00453127j -0.000904468-0.000214025j 2.32133e-05+0.00289358j -0.00329789+0.00147612j -0.000645499-0.000837924j -0.00134053-0.00102906j -0.00379768-0.000245212j -0.00122938+0.000910242j -0.00238377+0.00388487j 0.00238194+0.000115602j -0.000680388-0.000703643j 0.000623427-0.00125828j 0.00155815-0.00645537j -0.00264426-0.00530595j 0.00361041-0.00493196j -0.0036295-0.00443834j 0.00489708+0.000397758j 0.000738626-0.00152248j -0.0035019-4.63057e-05j -0.00350906+0.00462103j -0.00485077-0.00194351j 0.00308857-0.0039383j -0.00725925-0.000785858j -0.00264752+0.00728955j 0.0114933-0.00848529j 0.00482184+0.00280067j 0.0032376+0.00123663j 0.00676832-0.00246982j -0.0020841+0.00324978j 0.002196+0.00506688j 0.0035238+0.00521217j -0.00361044+0.00282616j -0.00523888+0.00352074j -3.58965e-05+0.0036976j -0.000879115-0.00285063j -0.00580254-0.00706341j 0.000955882+0.0111473j 0.00193152-0.00358793j 0.00210359+0.00494161j -0.00848269-0.00660603j -0.00271773+0.00210103j 0.00517331+0.00518814j -0.00357942+0.00552655j -0.00277889-0.00235956j 0.00170523+0.00407613j 0.000331068+0.00253354j -0.000983645+0.0017379j -0.00333458+0.00343117j 0.00391832-0.00207839j -0.00293395+0.00196271j 0.000210953+0.00203438j -0.00561775-0.00685323j 0.00283952-0.00841833j 0.00255826-0.00273791j -0.000465437-0.00198694j -0.00304032+0.000379029j 0.00145724-0.00304651j -0.00273324+0.00218442j 0.000145198-0.00120368j -0.00100709-0.00153028j 
