0.0516861-0.281969j -0.290898-0.0447602j 0.0424063+0.0685501j 0.0365506-0.183692j -0.237352+0.0353606j 0.0986586-0.0572476j 0.118567-0.280884j 0.261472+0.0482761j 0.0719597+0.0754465j 0.00556485+0.178312j 0.148792+0.0436134j -0.157512-0.257054j -0.196021+0.115001j -0.275028-0.0929961j -0.052015+0.282288j -0.309222+0.114773j 0.111729+0.305046j -0.0284968+0.0249866j -0.0234307-0.0118147j -0.0332752-0.00993608j 0.0405368+0.00836438j 0.0237529-0.0549398j -0.0287315-0.018562j -0.00699612-0.0340113j 0.0026525-0.00925286j 0.0299718-0.00418647j 0.0168812+0.0178991j 0.016863+0.00742636j 0.000875874-0.0491185j 0.00602455+0.00853969j -0.0294937+0.00954642j -0.0244778+5.40014e-05j -0.00864593+0.015877j 0.0388048-0.0100133j 0.0134374+0.0246215j -0.0102005-0.01838j -0.0159585+0.0139881j 0.023067+0.0263349j -0.02668+0.0235843j -0.0234777+0.0696343j -0.0707977-0.0242342j 0.012407-0.0117868j 0.00682442+0.0102002j 0.00195986+3.73112e-05j 0.00102868+0.00125952j -0.00777223-0.00226509j 0.000537437-0.00161268j 0.000769977-0.00992787j 0.010924-0.000493648j -0.016472+0.0126336j 0.00186026+7.75305e-05j 0.0119515+0.0127353j 0.0037075+0.00183082j 0.00155094-0.013757j 0.0181934+0.00714218j 0.0158071-0.00565431j -0.0162493-0.0024854j -0.00174462-0.0144659j 0.00072646-0.0165862j 0.00477929+0.00150352j 0.0138398+0.00194659j -0.00203549+0.00289988j 0.00168244-0.0148202j 0.00841011+0.00150061j -0.0107789-0.0132646j -0.00744275-0.0175977j -0.00122133+0.00317943j -0.00255224+0.0125974j 0.00146779+0.00196778j 0.00553403-0.0183988j 0.0132742+0.000250054j -0.000287039+0.0040251j -0.00744263+0.00258323j -0.00258507-0.00269784j 0.00121134-0.00477566j -0.0010393-0.0139489j 0.010573-0.00859006j -0.0156371+0.00882068j 0.0208703-0.0089369j 0.00431452+0.0143907j -0.0033082-0.01275j -0.00310191+0.00127063j -0.005874+0.00634129j -0.0115699-0.006937j 0.0160595-0.000402318j -0.00159024-0.0038659j -0.00149182-0.00846207j -0.00927346+4.18759e-05j 0.00181517-0.00581936j -0.00678604-0.00249215j 0.00594047+0.00364223j 0.0120621+0.0249211j 0.0235878-0.0123868j 0.00291978-0.00589971j 0.00721103+0.0028377j -0.0240362-0.00295973j -0.00202274+0.0241657j 
-0.00261706+0.00220321j 0.00200021-0.0043202j -0.00203534+0.00315695j 0.00277115+0.0014811j -0.00136425+0.000774559j -0.00233558-0.000505987j 0.000228256+0.000465917j -0.000542538-0.0108496j -0.00161105-0.00114488j -8.88917e-05+0.00613354j 0.00445875-0.00343773j 0.00126518-0.00517061j -0.00167916+0.000786587j 0.0011648-0.00267013j 0.000992439-0.00376942j -0.000683806-0.00287002j 0.00370193+0.000339112j 0.000498349+0.000288767j -0.00104975+0.000975551j -0.00190731+0.00187317j 0.00378128-0.00171964j 0.00276548+0.00182287j -0.00402489+0.00326386j 0.0112111-0.00402849j 0.0049606+0.00787166j -0.00705651-0.00294375j 0.000731521+0.00470957j -0.00278103+0.00842j 0.000793295+0.00834754j -0.000931038-0.00356373j 0.00529468+0.00416557j -0.00380244-0.00476576j 0.00550584-0.00378943j 0.00162112-0.000505258j 0.00232911-0.00154883j 3.74022e-05-0.000346186j -0.00097252-0.000641214j 0.00257685-0.00367057j -0.0024101-0.000826805j 0.000670326-0.00144768j 0.00142083-0.00494102j 0.00041846+0.00207038j -0.000197626+0.00120214j -0.00165872+0.00524166j 0.00303575-0.00644226j 0.00293946-0.000875276j -0.00273014-0.00273032j 0.00161632-0.00529123j 0.00243886+0.00155494j -0.000528294-0.00188641j -0.00199572-0.0069522j -0.00921159-0.00305576j 0.00185594+0.000260523j 0.00462732+0.000289617j -0.00181891-0.00671254j 0.00436935-0.00402732j 0.00435324+0.000647051j 0.00436377-0.00588892j -0.00439603-0.00130193j -0.00540302+0.00907951j -0.00652822-0.00411719j 0.00846645+0.00105098j 0.000177033+0.00119726j -0.00172403-0.00135955j -0.0027328+0.00608096j -0.00257567-0.00070996j 0.0159596+0.000364983j -0.00588613+0.00899887j -0.00689899-0.00331941j -0.0113913-0.010167j 0.00699841+0.00524729j -0.00026659-0.00780811j -0.00252926-0.00899368j 0.00294487+0.00238292j 0.00480428+0.0103478j 0.00141661+0.00550783j -0.0059708+0.00311697j -0.00780615+0.00284357j 0.00072588-0.00207016j 0.0069416-0.00295647j 0.00144418+0.00124031j 0.000739481-0.00172861j -0.00374767-0.00610018j -0.00102353-0.000196156j 0.00187315-0.0027921j -0.00346473-0.00038762j 0.00454446-0.00116844j 0.000619637+0.00213497j 0.000331776+0.00185012j -0.000115083+0.00410973j 6.93231e-05-0.00149787j -0.000324505+0.000402051j 0.000315338+0.00135849j -0.000852134+0.00156054j 0.00311221-0.00189919j -6.69519e-05-0.000709004j 0.000207428+0.00156738j 
0.00180926+0.00158506j -0.00240358-0.00331227j -0.00343469+0.00142177j 0.00424739+0.00150967j 0.0016789+0.000243354j -0.00681034-0.00488927j 0.00158431+0.00201363j 0.00393802-0.00939715j 0.000576679-0.0130189j 0.00663904+0.00785272j 0.00385775-0.00512488j 0.00230333-0.00660091j -0.00416541+0.00317856j 0.00354305-0.00327293j 0.00237667-0.00205312j 0.00427275-0.00442931j -0.00163923-0.000139654j 0.00408749+0.00249401j -0.00162267+0.000922546j 0.000508681-0.00235008j -0.00149544+0.00221149j -0.00209277+0.00324534j -0.00198892+0.00390914j 0.00852768-0.00184476j -0.00152207+0.00114021j -0.004119+0.000140671j 0.00149771+0.00207491j 0.00169419+0.00131757j -0.00260636-0.00238258j 0.00427966-0.000679529j -0.00357419-0.00410037j 0.00193876+0.00672707j 0.0011059+0.000596681j 0.00238987+0.00204897j -0.00016258+0.0013711j -0.00367717-0.00426222j -0.000927655-0.00150582j -0.00342595+0.0038495j 0.00382503+0.00164533j 0.00187032+0.00148988j -0.00266919+0.00278038j 0.00107695-0.00205957j 0.000772977-0.000625097j 0.00285482+0.00104319j -0.00156975-0.00212658j 0.00146922+0.00448541j -0.000976532+0.00355314j 0.00284696-0.00633642j -0.00475494+0.000689333j 0.000172895-0.00250923j 0.00185434-0.00217025j 0.00293084-0.00537155j 0.00598897+0.00108552j -0.000455917-0.00207492j 0.0019079+0.000516211j -0.0096426-0.0036316j -0.00308864-0.00248819j -0.00584843+0.00438173j 0.00680432-0.00444757j -0.000902074-0.00432909j 0.00274+0.0103757j 0.00640153-0.00707751j 0.00277518+0.00157706j 0.00824317+0.00444058j 0.00805852-0.00697996j -0.00249537+0.0070715j -0.00189971-0.00293345j 0.00723305-0.0113949j -0.00107968+0.0060098j 0.0106637+0.00206513j -0.00171976+0.00626867j 0.00130562-0.000697313j 0.000505248-0.00546407j -0.00158065+0.00899458j -0.0047206-0.0139602j -0.00791401+0.00391684j -0.00451403+0.000668591j -0.00347829+0.00255383j 0.000338801+0.00570676j -0.00169536+0.0036505j 0.000535126-0.00267194j -0.00357601+0.00102943j 0.00472543+0.00591754j 0.00242454-0.00150221j -0.00254038+0.000592411j -0.00206615-0.00265263j -0.0053217-0.00286222j 0.00079311-0.00235493j 0.00292279+0.00112443j -0.00314117-0.00228958j -0.00142689+0.00149176j -0.000894764+0.00202661j -0.000683114-0.00136517j -0.000704219+0.00217491j 0.00220979-0.000616451j -0.00146385-0.00121147j -0.0017804-0.000398065j 
0.003167+0.00447071j 0.00240938-0.000212971j -6.21919e-05-0.00331839j -0.00517822-0.0076457j 0.00323538+0.000168768j 0.00238652-0.00461811j 0.00549925-0.00617852j -0.00552167+0.00289419j -0.00767587+0.000678715j -0.0149171+0.00675137j 0.00444845-0.00496276j 0.00673211-0.00608667j -0.0117534+0.0133006j -0.00385505-0.00610376j 0.0245015-0.0150493j 0.00174103-0.00390965j 0.00269537-0.0074113j 0.00165131-0.00110609j -8.74012e-05+0.00323258j -0.00242006-0.000646451j -0.00163737-0.00267316j 0.000424333+0.00169985j -0.000704094-0.00410154j -0.00379632+0.000633224j 0.000613255+0.00443446j -0.00258985+0.00189301j 0.000430692-0.00504688j -0.00549059-0.00127958j 0.00177283+0.00209125j 0.00148798+0.000325961j 0.00380735-0.00387558j -0.00576606+0.0020817j 0.00314134-0.0113721j 0.00718928+0.00588193j 0.00309223-0.00466259j -0.00560334-0.00333402j -0.00371517-0.00604224j 0.00100461+0.00194616j 0.00338597+0.00155284j 0.000409644-0.00345911j 0.00171275+0.000563104j 0.000240338+0.00168963j 0.00186677+0.000679907j -0.00070547-0.00091236j -0.000126847+0.000758298j -0.00279768+0.0018019j -0.00282425-0.001128j -0.000222988+0.000884323j 0.00205328+0.00123889j -0.00208384-0.000595379j -0.00174956-0.000363161j 0.000724349+0.000524584j 0.00266212+0.00437677j -0.000743873+0.00283773j 0.000416439-0.000659044j 0.00375738+0.00371415j -0.000529636-0.00547375j -0.00206839-0.00114072j -0.00360575+0.000448068j 0.000655964+0.0016088j -0.00255553-0.00486991j 7.70954e-05-0.004679j -8.7321e-06+0.00385373j -0.00137652-0.00141371j 0.00224549+0.00125356j -0.000297766-0.000113246j 0.00353866-0.000563908j 0.00206652-0.00567192j 0.00425884-0.000365246j 0.00140251+0.00340163j 0.00928717+0.00302298j 0.00590703-0.0105769j -0.0003141-0.000223146j -0.00164716-0.00258825j -0.00637719-0.00570601j -0.00365269+0.00490297j -0.00214298+0.00664614j -0.00319353+0.00326694j 0.00263369-0.00163278j -0.00235904+0.00530588j -0.00711152-0.000756335j -0.00623732-0.00380265j 0.00466664+0.00848331j 0.00680456+0.00129072j -0.00655104+0.00130398j -0.000708721+0.000124898j 0.00669009-0.00877037j 0.00829268+0.00693153j -0.00058645-0.00287252j 0.000751188-0.00212386j 0.00391795-0.00178912j -0.00364856+0.00695679j -0.00106953-0.00117101j 0.00177526+0.00121073j -0.000835209-0.000809828j -0.00122742-0.00219099j -0.000539236-0.00239438j 
0.00139852+1.88449e-06j -0.000596505-0.000275698j 6.04447e-05+0.00130801j 0.00025816-0.000562564j -0.00396734-0.000737386j 0.000289398+0.00407013j 0.00141431-0.000872949j -0.00288755-0.000553341j -0.00114907-0.000162522j 0.00312491-0.00386877j -0.00172646-0.00318179j -0.00372966+0.000990457j 0.000385255-0.000691566j 0.00119333-0.000614451j -0.000650434+0.00245972j 0.00229304+0.000237828j -0.00222527-0.000797119j 0.00207331-0.000329256j -0.000530574+0.000302459j 2.9473e-05-0.000928338j -0.00157207+0.000157577j -0.00254785-0.000235396j -0.00115141+0.000619802j 0.00294716-0.00173526j -0.00329162-0.000371759j 0.00300034-0.00334033j 0.0014535+0.00207866j -0.0052808+0.00271949j -0.00209451+0.00025239j -0.0049416-0.00524853j -0.00189489+0.00182727j -0.00198636-0.00259673j -0.00182458+0.00478341j -0.00106-0.000307278j -0.00196087+0.000865013j -4.79493e-05+0.000660548j -0.000698426+0.00109797j -0.00209621+0.00262832j -0.000561345+0.00228545j 0.00139993+0.00155983j -0.00183244+0.0023662j -0.000283279-0.000598113j -0.00221931-0.000331518j 0.0011296-0.00197695j -0.00110631-0.000919846j 0.00110779+0.000144808j -0.000828539+0.00174379j 0.00397956-0.00181682j -0.00278157-4.16852e-05j 0.00209518-0.002312j -0.00124601-0.00288698j 0.00302417-0.00383111j -0.000530791-0.00216432j 0.00438337+0.00297959j 0.00114164+0.00531869j -0.00436284-0.00667864j 0.000218268-0.000228892j -0.0015008+0.00551276j -0.00199233-0.00447988j -0.00257956+0.00136681j 0.00307249-0.00283931j -0.00621862+0.00489352j -0.001506+0.0041279j 0.0105967+0.00148773j 0.00940838-0.00751375j 0.00190567+0.00402411j -0.00178055-0.00772096j 0.00626867-0.000939953j -0.00283036+0.00553085j 0.000763333-0.000386105j 0.00401433+0.00616445j 0.00336771+0.000510009j -0.00344125-0.00228023j 2.65328e-05+0.00374752j 0.00432025-0.00972538j 0.00919927+0.00102101j -0.00724026-0.00507942j 0.000550857-0.00398533j -0.000643719+0.00232644j 0.00396119+0.00686447j 0.000805724+0.0059104j 0.00184352-0.00483736j 0.00255433-0.000494426j 0.00283056-0.00658286j 0.00475163-0.0086797j 0.00324828-0.00496744j -0.00217282-0.000429172j -0.000155196-0.00410593j -0.00307128+0.000557958j -0.00193661-0.000659323j -0.0010016+0.00145364j -0.000227796-0.00126833j -0.00111464-0.000168314j 0.00211502-0.000553963j -0.000263471-0.00190167j 0.000214929-0.00115175j -0.00121278-0.000495585j 
-0.00102909-0.00130812j -0.00137826+0.00085362j -0.00236068-0.00342922j 0.00196683+3.17265e-05j -0.000598606-0.00591134j -0.00540014-0.00374893j -0.000190559+0.00630244j 6.60242e-05-0.00536044j -0.00158353+0.00364084j 0.00145258+0.00124687j 0.00933881-0.000775071j 0.00123406-0.00394332j 7.41475e-05+0.000271972j 0.000938034+0.00138294j -0.00232004-0.000136507j 0.000309984+0.00277184j 0.000121641+0.00113825j 0.00156861-0.00120243j -2.59804e-05+0.000445293j -0.000521842-0.00034775j -0.00119335+0.000770184j -0.00287122-0.00273049j 0.00145972+0.000979482j -0.000316632-0.0043387j 0.000329867+0.00270491j -0.0010688+0.0035658j -0.00388672+0.00476211j -0.00684253+0.00104818j 0.00242868-0.00247918j -0.00146247-0.00186288j -0.00079289+0.00299296j -0.000178328-0.00148372j 0.00212964-0.0025402j -0.00121177-0.00136962j -0.000340031+0.00223642j -0.00149338-0.00270236j -0.000403819+0.00301062j -0.00354986-3.94966e-05j 0.000942311+0.00133165j -0.000844875-0.00166161j -0.000677643-0.0010701j -0.000242408-0.00123483j -0.0022886-0.00198706j 0.00114814+0.00217628j 0.00129567+0.000935187j 0.00139874-0.000331799j -0.00487944-0.00261668j 0.00286396+0.00373689j -0.00117367-0.0052943j 0.000880712+0.0050895j 0.00154463+0.00964923j -0.00701889+0.00823684j 0.00166298+0.00188334j -0.00627564+0.00820333j -0.000352851+0.00341469j -0.00787946-0.00516065j -0.00416085-0.00301509j -0.00643073+0.00036511j 0.00643331-0.00421093j -0.00758088+0.00320437j 0.00171643+0.000335052j 0.00580317+0.00239059j -0.00478256+0.000830625j -0.00579674-0.00483714j -0.0194436-0.00208788j 0.000473771-0.00194937j 0.00601744+0.00192937j -0.0114334-0.00487527j 0.00732592+0.011325j 0.00547954+0.00435048j -0.00270963-0.00217375j -0.00387164-0.00865414j 0.000102419+0.00185152j 0.00155925-0.0118339j 0.0054607+0.000106702j -0.000967427-0.00514119j 0.000393964+0.00145717j 0.00215691+0.00278453j -0.000851622-0.00326812j -0.00251754-0.00287595j -0.00457337+0.00316834j 0.0012129-0.00124413j -0.00075263+0.000350327j -0.00429514+0.00309919j 0.00144438+0.00340578j 0.0013274+0.00172562j 0.0019264-0.00134122j 0.000260852+0.00150737j 0.000122404-0.00181391j 0.00329222-0.00302056j -0.000895646-0.00148264j 0.000531238-0.00014724j -0.000409326-0.00156604j 0.000989883+0.00110618j -0.00141607-0.00182835j 0.000816339-0.00153776j -0.000351639-0.00125298j 
-0.000591153+0.000501592j -0.00184154-0.000763962j -0.000146768-0.00175599j 0.000770447+0.00113002j 4.37281e-05+0.00116217j 0.000725438-0.0024971j -0.00189472-0.000923644j 0.00317383+0.00052355j 0.00114151-0.000223216j 5.64488e-05+0.000465855j -0.00235935+0.000113129j 0.000782137+0.00197542j 0.00124279+0.00018472j 0.00251958-1.0524e-05j -0.000924527+0.000164647j -0.00121292-0.000739913j -0.00224041+0.00117859j -0.00109798+1.77495e-05j 0.00307199+0.000434483j -0.00199048+0.000686525j -0.00133231-0.000708731j -0.00477214-0.00229256j -0.00317374-0.00350735j 0.00170063+1.41151e-07j -0.00119025+0.00383387j 0.00388948-0.00752748j 0.000916623+0.00568492j -0.0137068+0.0111566j -0.00566053+8.96989e-05j -0.0154161-0.00906653j 0.00175217+0.00314851j -0.00562347-0.00924013j -0.00303604+0.00316046j -0.000228594-0.00108902j -0.00219703-0.000596917j -0.00172461-0.000787804j 0.000363779+0.0003988j -0.00158908+9.5146e-05j 0.00142684+0.00138094j 0.000444994+7.60148e-05j -0.00114414+0.00102328j -0.00151715+0.00024463j 0.00128777-0.000851129j 0.00108605+0.000701018j -0.00214461+0.00105831j -0.00290435+0.00130518j 0.000363174+0.00207151j 0.00125313-0.00258226j -0.001628+0.000368124j -0.000768464-0.00239562j 0.00132954-0.00339032j -1.24315e-05+0.000473683j -0.00258198-0.00141076j 0.00196063-0.00248593j -0.00232062+7.59789e-06j -0.00109186+8.84546e-05j -0.00268637-0.00161323j 0.00382533+0.00394168j 0.000933481-0.000854982j 0.0071316+0.00401407j 0.00310205+0.00723639j -0.00926357+0.00694906j 0.000739076+0.00828961j -0.000494331-0.00925306j 0.00284233+0.00805077j 0.0033387-0.0104124j -0.0174544+0.0109066j 0.0146591+0.00258709j 0.00758887+0.000120914j 0.00281617-0.000110102j 0.00936514+0.00129065j 0.00539697-0.00841312j 0.00781125+0.00157116j 0.00409038-0.00222623j -0.00919707-0.00999966j 6.64785e-05-0.0108328j 0.00929254-0.00383072j 0.00711978+0.00163876j -0.00703652+0.0113924j 0.0067573-0.0096017j 0.000950232-0.00664332j -0.00510735+0.00174934j 0.00142304+0.000562514j -0.00223167+0.00411926j -0.00290684+0.00164166j -0.0029551+0.00188092j -0.00165601+2.8509e-05j -0.00275348+0.000704617j -0.00166691+0.00112478j -0.00189028-0.000846662j 0.000402553+4.9239e-05j -0.000442375-0.0010327j 0.000780181+0.000608857j -0.000197052-0.000646339j 0.000680493-8.2666e-05j -0.00042572+0.000863121j 0.00079166-0.000367464j 
-0.0014909+0.00539673j -0.00522649-0.010928j -0.00315926-0.0104807j 0.0068791+0.000217757j -0.00891073+0.00850329j 0.00766349-0.0131776j -0.0190281-0.0042369j 0.00685286-0.00283877j 0.00162992+0.00603657j 0.00185572+0.0035762j -0.00160443-0.000557555j 0.00136005+0.00552431j 0.00360682+5.93434e-05j 0.0154341-0.000395693j -0.00338391+0.00081794j -0.00922246-0.00729651j -0.00687254-0.00137466j 0.00161159-0.000365461j 0.00147913-0.00186952j -9.75046e-06-0.000424786j -0.00659328+0.0021524j -0.000581274-0.00532664j 0.000740983+0.000717564j -0.0107189+0.00438636j 0.000527291+0.00442899j -0.00151921+0.00190246j 0.00192799-0.00130462j 0.00177094+0.00162777j -0.000465405+0.00536196j -0.000498033+0.00486753j -0.00102143-0.00187175j 0.000274602+0.000908399j -0.00271454-0.00207661j 0.00419733-0.000557838j 0.00224028-0.0017103j -0.00330905+0.00152653j -0.000269204-0.000318047j -0.00224409-0.00145683j -0.00434165+0.0075731j 0.0036012+0.00569681j 0.000951927-0.00125011j 0.00154668+0.000244142j -0.00116456-0.00364124j 0.00583862+0.00013739j -0.0061824-0.00230831j -0.00280154+0.00727609j 0.00525816+0.0103888j 0.00856228-0.00309782j -0.00319931+0.000678319j 0.00119222+0.00266525j 0.000473531-0.00444967j -0.00437097+0.00502842j -0.000597432-0.000187295j 0.000240658-0.00172096j 0.00398036-0.000429376j 0.00238574-0.00167104j -0.00156465+0.00117791j 0.00563727-0.0052082j 0.000184297+0.000874418j -0.00535559+0.0144607j 0.00370494-0.00192929j 0.00170099-0.00277037j 0.00850655+0.000841833j -0.00350175-0.00345837j -0.00815059-0.00842646j -0.0109336+0.000996336j 0.0144772+0.00195912j 0.00317186+0.000432958j 0.00404355-0.00983536j 0.000991168+0.00746076j 0.0036112+0.00280141j 0.00501738-0.00290334j 0.00527635-0.00101883j -0.00324293+0.0049136j 0.00111565-2.20234e-06j -0.00496768+0.0013564j 0.00200784+0.0108211j 0.00345252-0.00120989j -0.00341889+4.48379e-05j -8.06185e-06+0.0048753j -0.00156005+0.004865j -0.00459636+0.000639616j -0.00136731-0.00146126j 0.00238981-0.00381507j 0.00298681-0.000242461j -0.00223689+0.00222675j -0.00394473-0.000977178j -0.000460013+0.00122179j 0.000423397+0.00230876j 0.000346989+0.0019856j 0.0011195-0.000604016j -0.00380355-0.00284774j -0.00230696+0.000656819j -0.000875842+0.000411653j 0.00242887-0.00175572j 0.000445764-0.000702505j 0.00100264+0.000414767j 
-0.000234422+0.00542592j 0.00172611-0.00880215j 0.00137935+0.00225453j 0.0041087+6.71876e-05j -0.00449434+0.00859941j 0.00572789-0.00223913j -0.00940533-0.00408811j -0.00192768-0.00636547j -0.000252093+0.00182633j -0.000835178+0.0040566j 0.000420845-0.000182477j 0.000139386-0.000969835j -0.000190842-0.00101746j 0.00524472-0.00185174j 0.000475939-0.000357558j -0.00481269-0.0039036j 0.000543616-0.00238267j -0.00182519-0.00265251j -0.000928256+0.00033342j -0.00605511+0.00091911j 0.00763271-0.000623479j 0.00839104+0.0108419j 0.00530549+0.00293897j 0.00284192+0.0082853j 0.000849269+0.000877423j 0.00663451-0.0065029j 0.0135694-0.00570006j 0.00118991-0.00883209j -0.000924772+0.00669193j 0.00783585-0.00613949j 0.000389403+0.00453548j 0.00240919-0.00183432j 0.00417399-0.00110227j 0.00217526+0.00492585j 0.00550775-0.00250113j 0.00303067+0.00155432j 0.000527887-0.00498442j 0.00108376+0.0015482j -0.00611537+5.49422e-05j 0.00231448+0.00251007j 0.00255581-0.00298672j 0.000317923+0.0010015j 0.00212169+0.000161984j -0.00248481-0.00220341j -0.00458151+0.00186624j -0.00199283+0.00528034j 0.00522215+0.000152935j 0.00429428+0.00172438j 0.00138427-0.000181845j 0.00494882+0.000478278j -0.00231722-0.000160186j -0.000340489+0.00458989j 0.000491638+0.000864971j -4.30585e-05-0.00419816j 0.000577306+0.00339422j -0.00189199-0.0052394j 0.00225558-0.00234561j -0.00823783-0.00328263j -0.00504459-0.0028819j 0.000216953-0.00145347j 0.000668154+0.000131156j -0.00247112+0.00140914j 0.00308993+0.00935963j -0.00108848+0.00591385j 0.000569916+0.00935927j -0.00214024-0.000790652j -0.012724+0.00828597j -0.00265079-0.00731769j 0.00299802+0.00515263j -0.00426688+0.00202544j 0.00074733+0.000925738j -0.00452034-0.000424265j -0.0130424-0.00297519j 0.00318256+0.000672169j 0.00480535-0.00143198j 0.00636009-0.0008743j -0.00127873-0.0082264j -0.00541812-0.00535172j 0.00293445+0.000916464j -0.00533335-0.00493451j 0.0051373-0.00053506j 0.00253598-0.00386766j -0.00731462+0.000134864j 0.00112721+0.00548886j -0.00142036-0.00382559j 0.00386705+0.00111508j -0.00190366-0.000608179j 0.00245705-0.000462884j -0.00588366-0.00328778j -0.00166085-0.00440747j -0.00149684-0.00217j 0.000980026-0.000289274j -0.00188298+0.00044683j -0.00168989+0.00154258j 0.00092046+0.000766307j 0.000960053+0.000678369j 0.000339715+0.00112667j 
-0.000632206-0.00462624j -0.00264018+0.00639325j -0.00412805-0.00600681j -0.00385016+0.00363905j 0.00438014-0.00692986j -0.00066225-0.0061414j 0.000511943+0.00244376j 0.00798639+0.00452599j 0.00377536+0.00556633j -0.00269306+0.00371533j -0.00144464+0.00300501j 0.00192115+0.00539936j 0.00185443-0.00208305j -0.000401458-0.00114534j -0.0017642-0.00341891j 0.00123457+0.00564437j -0.000804877+0.00301359j 0.00509342-0.00266247j -0.00140717+0.000303742j 0.000283777-0.00173632j 0.00281337+0.00171154j -0.00419487+0.00376105j -0.0010546+0.00591188j 0.0155732-0.00488342j 0.00108651+0.00671533j -0.00308482+0.00184479j 0.000283779+0.00890207j -0.00176866+2.13811e-05j 0.000669771-0.00273082j 0.0128741-0.00693408j 0.00113384+0.00258524j 0.00272373+0.00489633j 0.00612422-0.00130126j 0.00100006-0.000444152j 0.00325697+0.00556284j -0.00125673-0.00378947j 0.00157324+0.000626294j -0.00327416+0.00245999j 8.59962e-05+0.002965j -0.00137204-0.00347539j -6.86314e-05+0.000341088j 0.00418552-0.0042333j -0.00208907-0.00191633j 0.00239681+0.00207274j -0.00188221-0.00469382j 0.000892492-0.00516608j -0.00201818+0.0068601j -0.00519888-0.00442537j 0.00434607+0.00343416j -0.000327159-0.00704936j -0.00616115-0.00424786j 0.00193709+0.00113108j 0.000816848-0.00606759j -0.00159561+0.000546813j 0.0052839-0.00167919j -0.00772886+0.00947008j 0.00318228+0.0050699j 0.00387529-0.000212361j -0.0091136-0.00192218j 0.00559391-0.00512127j -0.00127445-0.00749837j -0.00673107+0.00415918j -0.0104183-0.0021406j 0.00225274+0.00707283j -0.00542994-0.00715737j 0.000775583-0.00623395j -0.00259655-0.00033941j -0.00657092+0.00460184j -0.000400167-0.00417816j 0.000114177-0.000934557j 0.0023923-0.0128869j -0.00960197-0.00328521j -0.0060044-0.00909951j -0.00808496+0.00870155j 0.00377274+0.00175993j 0.0090308-0.0015792j -0.00895225-0.00290096j 4.53368e-07-0.00110877j 0.00132806-0.00672089j -0.00353375-0.00472397j 0.00560478+0.00120286j 0.00093477-0.00376597j -0.00303516+0.00155807j 0.00658312+0.00535797j 0.00286676-0.000179215j 0.00348667-0.00521843j 0.00274718+0.000374349j 0.00293428+0.000129189j 0.00282075-0.000955218j 0.00286595-0.00117616j -5.14958e-05+0.000414167j -4.38856e-05-6.39423e-05j 0.000228974-0.00334179j 0.00332095+0.00195442j 0.00211564-0.000247876j -0.000471408-0.00220583j -0.00227621+0.00061764j 
0.000421808-0.000594279j -0.00481879-0.00201284j -0.00228427-0.00383473j 0.00514415+0.00240488j -0.0054064+0.000329719j 0.00135114-0.00114009j -0.000404625-0.00575194j 0.00513262-0.0105361j -0.00422909+0.00018101j 0.0056201+0.00196832j -0.00983683-0.0140112j -0.00415976+0.00624211j 0.00157461+0.000759523j 0.0121622-0.00955004j 0.000642281-0.00291239j 0.000801758-0.00625476j -0.00122376+0.00536521j -0.00329884+0.000166739j 0.00318642+1.4961e-05j 0.00393682+0.000935382j 0.000878165+0.00108054j 0.00425293+0.0021304j -0.00199363-0.00644315j -0.000431745+7.14947e-05j -0.00302325-0.00539535j -0.00219792+0.00145145j -0.00578014-0.00272667j 0.00109617+0.00254078j -0.00918449-0.0107926j 0.00351311+0.00436753j -0.000207677-0.00572824j 0.0127783+0.00688186j -0.00557131-0.00102963j -1.9359e-05+0.00499929j 0.00401244+0.0039192j -0.00595949-0.00761368j 0.00508577-0.00116204j -0.00400568-0.000685154j 0.00373215-0.0017073j -0.00384423-0.000597838j -0.0016746-0.00464875j -0.00288011+0.00133419j 0.00227892+0.00325325j -0.00241222+4.78085e-05j 0.00854404+0.00160007j 0.000941496-0.00236314j 0.000261616-0.00139272j -0.00349171+0.00254712j 0.00385362+0.00154103j 0.00110541+0.000490194j -7.55014e-05+0.00230958j 0.0014907-0.00200666j -0.00440469-0.00077817j 0.00334243+0.00478773j -0.000523833+0.00329477j 0.00286474-0.0003729j 0.00102644-0.00841065j -0.00095584-0.00355094j -0.00537397+0.000518848j 0.00338675-0.0046645j -0.00387739-0.000393805j -0.00326714+0.000362243j -0.00832308-0.00181881j 5.4733e-06+0.0101314j 0.00872911+0.00181482j -0.00226509-0.00615413j -0.00246105-0.00987481j -0.00542365+0.00344396j -0.000374735+0.000127452j -0.0101682-0.00179121j 0.0031693-0.00244572j -0.00908746+0.00432171j 0.00406383-0.00221026j 0.00169474-0.00193565j 0.00075036+0.0114272j 0.000517027+0.00568777j -0.00112188+0.00573526j -0.000629603+0.0021881j -0.00375727-0.00381072j 0.000906025-0.0025815j -0.00188894+0.000125692j -0.00274229-0.00446491j -0.00248941-0.000104952j 0.00370845+0.000347855j -0.000422032-0.00528796j 0.000886515-0.00524868j 0.0142857+0.00262194j -0.00503544+0.00748j -0.00340583+0.00634206j 0.000252571-0.000345182j 0.00333824+0.001222j -0.000160182+0.000752917j 0.00401615-0.00873416j -0.0041334+0.00263122j 0.00308514+0.00159275j -0.00241605-0.000672171j 0.0018523+0.000950852j 
